SED_NAME16	AgeStudent	Sex	students
Altona (Western Metropolitan)	0-4	F	1215
Altona (Western Metropolitan)	0-4	M	1346
Altona (Western Metropolitan)	5-14	F	7830
Altona (Western Metropolitan)	5-14	M	8353
Altona (Western Metropolitan)	15-19	F	2399
Altona (Western Metropolitan)	15-19	M	2499
Altona (Western Metropolitan)	20-24	F	1313
Altona (Western Metropolitan)	20-24	M	1253
Altona (Western Metropolitan)	25+	F	3007
Altona (Western Metropolitan)	25+	M	1948
Bass (Eastern Victoria)	0-4	F	1117
Bass (Eastern Victoria)	0-4	M	1230
Bass (Eastern Victoria)	5-14	F	7597
Bass (Eastern Victoria)	5-14	M	7719
Bass (Eastern Victoria)	15-19	F	2323
Bass (Eastern Victoria)	15-19	M	2317
Bass (Eastern Victoria)	20-24	F	1093
Bass (Eastern Victoria)	20-24	M	850
Bass (Eastern Victoria)	25+	F	2869
Bass (Eastern Victoria)	25+	M	1591
Bayswater (Eastern Metropolitan)	0-4	F	566
Bayswater (Eastern Metropolitan)	0-4	M	619
Bayswater (Eastern Metropolitan)	5-14	F	3468
Bayswater (Eastern Metropolitan)	5-14	M	3747
Bayswater (Eastern Metropolitan)	15-19	F	1324
Bayswater (Eastern Metropolitan)	15-19	M	1442
Bayswater (Eastern Metropolitan)	20-24	F	757
Bayswater (Eastern Metropolitan)	20-24	M	705
Bayswater (Eastern Metropolitan)	25+	F	1515
Bayswater (Eastern Metropolitan)	25+	M	950
Bellarine (Western Victoria)	0-4	F	500
Bellarine (Western Victoria)	0-4	M	561
Bellarine (Western Victoria)	5-14	F	3901
Bellarine (Western Victoria)	5-14	M	4159
Bellarine (Western Victoria)	15-19	F	1433
Bellarine (Western Victoria)	15-19	M	1477
Bellarine (Western Victoria)	20-24	F	563
Bellarine (Western Victoria)	20-24	M	508
Bellarine (Western Victoria)	25+	F	1363
Bellarine (Western Victoria)	25+	M	734
Benambra (Northern Victoria)	0-4	F	631
Benambra (Northern Victoria)	0-4	M	599
Benambra (Northern Victoria)	5-14	F	4237
Benambra (Northern Victoria)	5-14	M	4356
Benambra (Northern Victoria)	15-19	F	1529
Benambra (Northern Victoria)	15-19	M	1574
Benambra (Northern Victoria)	20-24	F	596
Benambra (Northern Victoria)	20-24	M	490
Benambra (Northern Victoria)	25+	F	1617
Benambra (Northern Victoria)	25+	M	839
Bendigo East (Northern Victoria)	0-4	F	628
Bendigo East (Northern Victoria)	0-4	M	658
Bendigo East (Northern Victoria)	5-14	F	4458
Bendigo East (Northern Victoria)	5-14	M	4763
Bendigo East (Northern Victoria)	15-19	F	1657
Bendigo East (Northern Victoria)	15-19	M	1646
Bendigo East (Northern Victoria)	20-24	F	934
Bendigo East (Northern Victoria)	20-24	M	675
Bendigo East (Northern Victoria)	25+	F	1562
Bendigo East (Northern Victoria)	25+	M	798
Bendigo West (Northern Victoria)	0-4	F	422
Bendigo West (Northern Victoria)	0-4	M	431
Bendigo West (Northern Victoria)	5-14	F	3244
Bendigo West (Northern Victoria)	5-14	M	3518
Bendigo West (Northern Victoria)	15-19	F	1264
Bendigo West (Northern Victoria)	15-19	M	1195
Bendigo West (Northern Victoria)	20-24	F	524
Bendigo West (Northern Victoria)	20-24	M	415
Bendigo West (Northern Victoria)	25+	F	1382
Bendigo West (Northern Victoria)	25+	M	737
Bentleigh (Southern Metropolitan)	0-4	F	601
Bentleigh (Southern Metropolitan)	0-4	M	666
Bentleigh (Southern Metropolitan)	5-14	F	4283
Bentleigh (Southern Metropolitan)	5-14	M	4710
Bentleigh (Southern Metropolitan)	15-19	F	1898
Bentleigh (Southern Metropolitan)	15-19	M	2049
Bentleigh (Southern Metropolitan)	20-24	F	1003
Bentleigh (Southern Metropolitan)	20-24	M	1059
Bentleigh (Southern Metropolitan)	25+	F	1463
Bentleigh (Southern Metropolitan)	25+	M	993
Box Hill (Eastern Metropolitan)	0-4	F	530
Box Hill (Eastern Metropolitan)	0-4	M	519
Box Hill (Eastern Metropolitan)	5-14	F	3836
Box Hill (Eastern Metropolitan)	5-14	M	3934
Box Hill (Eastern Metropolitan)	15-19	F	2047
Box Hill (Eastern Metropolitan)	15-19	M	2094
Box Hill (Eastern Metropolitan)	20-24	F	1713
Box Hill (Eastern Metropolitan)	20-24	M	1803
Box Hill (Eastern Metropolitan)	25+	F	2438
Box Hill (Eastern Metropolitan)	25+	M	1845
Brighton (Southern Metropolitan)	0-4	F	485
Brighton (Southern Metropolitan)	0-4	M	422
Brighton (Southern Metropolitan)	5-14	F	3384
Brighton (Southern Metropolitan)	5-14	M	3724
Brighton (Southern Metropolitan)	15-19	F	1734
Brighton (Southern Metropolitan)	15-19	M	1859
Brighton (Southern Metropolitan)	20-24	F	932
Brighton (Southern Metropolitan)	20-24	M	1004
Brighton (Southern Metropolitan)	25+	F	1480
Brighton (Southern Metropolitan)	25+	M	851
Broadmeadows (Northern Metropolitan)	0-4	F	560
Broadmeadows (Northern Metropolitan)	0-4	M	643
Broadmeadows (Northern Metropolitan)	5-14	F	4394
Broadmeadows (Northern Metropolitan)	5-14	M	4703
Broadmeadows (Northern Metropolitan)	15-19	F	1844
Broadmeadows (Northern Metropolitan)	15-19	M	1772
Broadmeadows (Northern Metropolitan)	20-24	F	1140
Broadmeadows (Northern Metropolitan)	20-24	M	1231
Broadmeadows (Northern Metropolitan)	25+	F	1956
Broadmeadows (Northern Metropolitan)	25+	M	1698
Brunswick (Northern Metropolitan)	0-4	F	460
Brunswick (Northern Metropolitan)	0-4	M	526
Brunswick (Northern Metropolitan)	5-14	F	2715
Brunswick (Northern Metropolitan)	5-14	M	2820
Brunswick (Northern Metropolitan)	15-19	F	1163
Brunswick (Northern Metropolitan)	15-19	M	1106
Brunswick (Northern Metropolitan)	20-24	F	1864
Brunswick (Northern Metropolitan)	20-24	M	1496
Brunswick (Northern Metropolitan)	25+	F	3619
Brunswick (Northern Metropolitan)	25+	M	2536
Bulleen (Eastern Metropolitan)	0-4	F	495
Bulleen (Eastern Metropolitan)	0-4	M	538
Bulleen (Eastern Metropolitan)	5-14	F	3270
Bulleen (Eastern Metropolitan)	5-14	M	3471
Bulleen (Eastern Metropolitan)	15-19	F	1606
Bulleen (Eastern Metropolitan)	15-19	M	1731
Bulleen (Eastern Metropolitan)	20-24	F	1085
Bulleen (Eastern Metropolitan)	20-24	M	1157
Bulleen (Eastern Metropolitan)	25+	F	1592
Bulleen (Eastern Metropolitan)	25+	M	1194
Bundoora (Northern Metropolitan)	0-4	F	483
Bundoora (Northern Metropolitan)	0-4	M	551
Bundoora (Northern Metropolitan)	5-14	F	2952
Bundoora (Northern Metropolitan)	5-14	M	3273
Bundoora (Northern Metropolitan)	15-19	F	1464
Bundoora (Northern Metropolitan)	15-19	M	1520
Bundoora (Northern Metropolitan)	20-24	F	1231
Bundoora (Northern Metropolitan)	20-24	M	1270
Bundoora (Northern Metropolitan)	25+	F	1596
Bundoora (Northern Metropolitan)	25+	M	1343
Buninyong (Western Victoria)	0-4	F	609
Buninyong (Western Victoria)	0-4	M	577
Buninyong (Western Victoria)	5-14	F	4136
Buninyong (Western Victoria)	5-14	M	4362
Buninyong (Western Victoria)	15-19	F	1481
Buninyong (Western Victoria)	15-19	M	1428
Buninyong (Western Victoria)	20-24	F	715
Buninyong (Western Victoria)	20-24	M	609
Buninyong (Western Victoria)	25+	F	1608
Buninyong (Western Victoria)	25+	M	827
Burwood (Southern Metropolitan)	0-4	F	571
Burwood (Southern Metropolitan)	0-4	M	588
Burwood (Southern Metropolitan)	5-14	F	3943
Burwood (Southern Metropolitan)	5-14	M	3943
Burwood (Southern Metropolitan)	15-19	F	2214
Burwood (Southern Metropolitan)	15-19	M	2022
Burwood (Southern Metropolitan)	20-24	F	1754
Burwood (Southern Metropolitan)	20-24	M	1822
Burwood (Southern Metropolitan)	25+	F	1856
Burwood (Southern Metropolitan)	25+	M	1604
Carrum (South-Eastern Metropolitan)	0-4	F	717
Carrum (South-Eastern Metropolitan)	0-4	M	724
Carrum (South-Eastern Metropolitan)	5-14	F	3897
Carrum (South-Eastern Metropolitan)	5-14	M	4140
Carrum (South-Eastern Metropolitan)	15-19	F	1455
Carrum (South-Eastern Metropolitan)	15-19	M	1522
Carrum (South-Eastern Metropolitan)	20-24	F	703
Carrum (South-Eastern Metropolitan)	20-24	M	599
Carrum (South-Eastern Metropolitan)	25+	F	1574
Carrum (South-Eastern Metropolitan)	25+	M	906
Caulfield (Southern Metropolitan)	0-4	F	648
Caulfield (Southern Metropolitan)	0-4	M	645
Caulfield (Southern Metropolitan)	5-14	F	3521
Caulfield (Southern Metropolitan)	5-14	M	3559
Caulfield (Southern Metropolitan)	15-19	F	1522
Caulfield (Southern Metropolitan)	15-19	M	1491
Caulfield (Southern Metropolitan)	20-24	F	1405
Caulfield (Southern Metropolitan)	20-24	M	1263
Caulfield (Southern Metropolitan)	25+	F	2056
Caulfield (Southern Metropolitan)	25+	M	1609
Clarinda (South-Eastern Metropolitan)	0-4	F	583
Clarinda (South-Eastern Metropolitan)	0-4	M	632
Clarinda (South-Eastern Metropolitan)	5-14	F	3430
Clarinda (South-Eastern Metropolitan)	5-14	M	3686
Clarinda (South-Eastern Metropolitan)	15-19	F	1507
Clarinda (South-Eastern Metropolitan)	15-19	M	1582
Clarinda (South-Eastern Metropolitan)	20-24	F	1543
Clarinda (South-Eastern Metropolitan)	20-24	M	1879
Clarinda (South-Eastern Metropolitan)	25+	F	2284
Clarinda (South-Eastern Metropolitan)	25+	M	2152
Cranbourne (South-Eastern Metropolitan)	0-4	F	1454
Cranbourne (South-Eastern Metropolitan)	0-4	M	1606
Cranbourne (South-Eastern Metropolitan)	5-14	F	9505
Cranbourne (South-Eastern Metropolitan)	5-14	M	10112
Cranbourne (South-Eastern Metropolitan)	15-19	F	3116
Cranbourne (South-Eastern Metropolitan)	15-19	M	2970
Cranbourne (South-Eastern Metropolitan)	20-24	F	1702
Cranbourne (South-Eastern Metropolitan)	20-24	M	1481
Cranbourne (South-Eastern Metropolitan)	25+	F	3520
Cranbourne (South-Eastern Metropolitan)	25+	M	2190
Croydon (Eastern Metropolitan)	0-4	F	592
Croydon (Eastern Metropolitan)	0-4	M	633
Croydon (Eastern Metropolitan)	5-14	F	3448
Croydon (Eastern Metropolitan)	5-14	M	3685
Croydon (Eastern Metropolitan)	15-19	F	1342
Croydon (Eastern Metropolitan)	15-19	M	1386
Croydon (Eastern Metropolitan)	20-24	F	710
Croydon (Eastern Metropolitan)	20-24	M	711
Croydon (Eastern Metropolitan)	25+	F	1441
Croydon (Eastern Metropolitan)	25+	M	909
Dandenong (South-Eastern Metropolitan)	0-4	F	517
Dandenong (South-Eastern Metropolitan)	0-4	M	546
Dandenong (South-Eastern Metropolitan)	5-14	F	3947
Dandenong (South-Eastern Metropolitan)	5-14	M	4113
Dandenong (South-Eastern Metropolitan)	15-19	F	1639
Dandenong (South-Eastern Metropolitan)	15-19	M	1619
Dandenong (South-Eastern Metropolitan)	20-24	F	1188
Dandenong (South-Eastern Metropolitan)	20-24	M	1136
Dandenong (South-Eastern Metropolitan)	25+	F	2323
Dandenong (South-Eastern Metropolitan)	25+	M	1730
Eildon (Northern Victoria)	0-4	F	418
Eildon (Northern Victoria)	0-4	M	456
Eildon (Northern Victoria)	5-14	F	3294
Eildon (Northern Victoria)	5-14	M	3470
Eildon (Northern Victoria)	15-19	F	1291
Eildon (Northern Victoria)	15-19	M	1320
Eildon (Northern Victoria)	20-24	F	447
Eildon (Northern Victoria)	20-24	M	368
Eildon (Northern Victoria)	25+	F	1156
Eildon (Northern Victoria)	25+	M	510
Eltham (Eastern Metropolitan)	0-4	F	585
Eltham (Eastern Metropolitan)	0-4	M	625
Eltham (Eastern Metropolitan)	5-14	F	3872
Eltham (Eastern Metropolitan)	5-14	M	3976
Eltham (Eastern Metropolitan)	15-19	F	1604
Eltham (Eastern Metropolitan)	15-19	M	1701
Eltham (Eastern Metropolitan)	20-24	F	781
Eltham (Eastern Metropolitan)	20-24	M	785
Eltham (Eastern Metropolitan)	25+	F	1162
Eltham (Eastern Metropolitan)	25+	M	720
Essendon (Western Metropolitan)	0-4	F	577
Essendon (Western Metropolitan)	0-4	M	546
Essendon (Western Metropolitan)	5-14	F	3389
Essendon (Western Metropolitan)	5-14	M	3641
Essendon (Western Metropolitan)	15-19	F	1515
Essendon (Western Metropolitan)	15-19	M	1619
Essendon (Western Metropolitan)	20-24	F	1306
Essendon (Western Metropolitan)	20-24	M	1223
Essendon (Western Metropolitan)	25+	F	2159
Essendon (Western Metropolitan)	25+	M	1578
Euroa (Northern Victoria)	0-4	F	435
Euroa (Northern Victoria)	0-4	M	451
Euroa (Northern Victoria)	5-14	F	3253
Euroa (Northern Victoria)	5-14	M	3451
Euroa (Northern Victoria)	15-19	F	1219
Euroa (Northern Victoria)	15-19	M	1292
Euroa (Northern Victoria)	20-24	F	398
Euroa (Northern Victoria)	20-24	M	387
Euroa (Northern Victoria)	25+	F	1170
Euroa (Northern Victoria)	25+	M	536
Evelyn (Eastern Victoria)	0-4	F	609
Evelyn (Eastern Victoria)	0-4	M	603
Evelyn (Eastern Victoria)	5-14	F	3561
Evelyn (Eastern Victoria)	5-14	M	3763
Evelyn (Eastern Victoria)	15-19	F	1525
Evelyn (Eastern Victoria)	15-19	M	1575
Evelyn (Eastern Victoria)	20-24	F	707
Evelyn (Eastern Victoria)	20-24	M	636
Evelyn (Eastern Victoria)	25+	F	1261
Evelyn (Eastern Victoria)	25+	M	658
Ferntree Gully (Eastern Metropolitan)	0-4	F	508
Ferntree Gully (Eastern Metropolitan)	0-4	M	524
Ferntree Gully (Eastern Metropolitan)	5-14	F	3218
Ferntree Gully (Eastern Metropolitan)	5-14	M	3535
Ferntree Gully (Eastern Metropolitan)	15-19	F	1440
Ferntree Gully (Eastern Metropolitan)	15-19	M	1529
Ferntree Gully (Eastern Metropolitan)	20-24	F	819
Ferntree Gully (Eastern Metropolitan)	20-24	M	805
Ferntree Gully (Eastern Metropolitan)	25+	F	1349
Ferntree Gully (Eastern Metropolitan)	25+	M	917
Footscray (Western Metropolitan)	0-4	F	622
Footscray (Western Metropolitan)	0-4	M	638
Footscray (Western Metropolitan)	5-14	F	3390
Footscray (Western Metropolitan)	5-14	M	3831
Footscray (Western Metropolitan)	15-19	F	1566
Footscray (Western Metropolitan)	15-19	M	1470
Footscray (Western Metropolitan)	20-24	F	1466
Footscray (Western Metropolitan)	20-24	M	1504
Footscray (Western Metropolitan)	25+	F	3116
Footscray (Western Metropolitan)	25+	M	2732
Forest Hill (Eastern Metropolitan)	0-4	F	488
Forest Hill (Eastern Metropolitan)	0-4	M	556
Forest Hill (Eastern Metropolitan)	5-14	F	3466
Forest Hill (Eastern Metropolitan)	5-14	M	3654
Forest Hill (Eastern Metropolitan)	15-19	F	1617
Forest Hill (Eastern Metropolitan)	15-19	M	1735
Forest Hill (Eastern Metropolitan)	20-24	F	1031
Forest Hill (Eastern Metropolitan)	20-24	M	1171
Forest Hill (Eastern Metropolitan)	25+	F	1454
Forest Hill (Eastern Metropolitan)	25+	M	1112
Frankston (South-Eastern Metropolitan)	0-4	F	525
Frankston (South-Eastern Metropolitan)	0-4	M	542
Frankston (South-Eastern Metropolitan)	5-14	F	3371
Frankston (South-Eastern Metropolitan)	5-14	M	3493
Frankston (South-Eastern Metropolitan)	15-19	F	1279
Frankston (South-Eastern Metropolitan)	15-19	M	1398
Frankston (South-Eastern Metropolitan)	20-24	F	748
Frankston (South-Eastern Metropolitan)	20-24	M	587
Frankston (South-Eastern Metropolitan)	25+	F	1545
Frankston (South-Eastern Metropolitan)	25+	M	805
Geelong (Western Victoria)	0-4	F	532
Geelong (Western Victoria)	0-4	M	600
Geelong (Western Victoria)	5-14	F	3327
Geelong (Western Victoria)	5-14	M	3546
Geelong (Western Victoria)	15-19	F	1330
Geelong (Western Victoria)	15-19	M	1378
Geelong (Western Victoria)	20-24	F	1063
Geelong (Western Victoria)	20-24	M	887
Geelong (Western Victoria)	25+	F	1846
Geelong (Western Victoria)	25+	M	1331
Gembrook (Eastern Victoria)	0-4	F	929
Gembrook (Eastern Victoria)	0-4	M	906
Gembrook (Eastern Victoria)	5-14	F	5432
Gembrook (Eastern Victoria)	5-14	M	5757
Gembrook (Eastern Victoria)	15-19	F	2091
Gembrook (Eastern Victoria)	15-19	M	2170
Gembrook (Eastern Victoria)	20-24	F	1029
Gembrook (Eastern Victoria)	20-24	M	961
Gembrook (Eastern Victoria)	25+	F	2032
Gembrook (Eastern Victoria)	25+	M	1095
Gippsland East (Eastern Victoria)	0-4	F	394
Gippsland East (Eastern Victoria)	0-4	M	438
Gippsland East (Eastern Victoria)	5-14	F	3175
Gippsland East (Eastern Victoria)	5-14	M	3240
Gippsland East (Eastern Victoria)	15-19	F	1068
Gippsland East (Eastern Victoria)	15-19	M	1069
Gippsland East (Eastern Victoria)	20-24	F	305
Gippsland East (Eastern Victoria)	20-24	M	188
Gippsland East (Eastern Victoria)	25+	F	1120
Gippsland East (Eastern Victoria)	25+	M	405
Gippsland South (Eastern Victoria)	0-4	F	406
Gippsland South (Eastern Victoria)	0-4	M	444
Gippsland South (Eastern Victoria)	5-14	F	3068
Gippsland South (Eastern Victoria)	5-14	M	3326
Gippsland South (Eastern Victoria)	15-19	F	1164
Gippsland South (Eastern Victoria)	15-19	M	1169
Gippsland South (Eastern Victoria)	20-24	F	337
Gippsland South (Eastern Victoria)	20-24	M	261
Gippsland South (Eastern Victoria)	25+	F	1076
Gippsland South (Eastern Victoria)	25+	M	410
Hastings (Eastern Victoria)	0-4	F	655
Hastings (Eastern Victoria)	0-4	M	706
Hastings (Eastern Victoria)	5-14	F	4108
Hastings (Eastern Victoria)	5-14	M	4425
Hastings (Eastern Victoria)	15-19	F	1595
Hastings (Eastern Victoria)	15-19	M	1710
Hastings (Eastern Victoria)	20-24	F	647
Hastings (Eastern Victoria)	20-24	M	672
Hastings (Eastern Victoria)	25+	F	1406
Hastings (Eastern Victoria)	25+	M	662
Hawthorn (Southern Metropolitan)	0-4	F	467
Hawthorn (Southern Metropolitan)	0-4	M	492
Hawthorn (Southern Metropolitan)	5-14	F	3223
Hawthorn (Southern Metropolitan)	5-14	M	3412
Hawthorn (Southern Metropolitan)	15-19	F	1853
Hawthorn (Southern Metropolitan)	15-19	M	1908
Hawthorn (Southern Metropolitan)	20-24	F	1656
Hawthorn (Southern Metropolitan)	20-24	M	1665
Hawthorn (Southern Metropolitan)	25+	F	1931
Hawthorn (Southern Metropolitan)	25+	M	1572
Ivanhoe (Eastern Metropolitan)	0-4	F	615
Ivanhoe (Eastern Metropolitan)	0-4	M	613
Ivanhoe (Eastern Metropolitan)	5-14	F	3852
Ivanhoe (Eastern Metropolitan)	5-14	M	3840
Ivanhoe (Eastern Metropolitan)	15-19	F	1577
Ivanhoe (Eastern Metropolitan)	15-19	M	1663
Ivanhoe (Eastern Metropolitan)	20-24	F	1133
Ivanhoe (Eastern Metropolitan)	20-24	M	981
Ivanhoe (Eastern Metropolitan)	25+	F	1818
Ivanhoe (Eastern Metropolitan)	25+	M	1281
Kew (Southern Metropolitan)	0-4	F	434
Kew (Southern Metropolitan)	0-4	M	464
Kew (Southern Metropolitan)	5-14	F	3843
Kew (Southern Metropolitan)	5-14	M	4037
Kew (Southern Metropolitan)	15-19	F	2263
Kew (Southern Metropolitan)	15-19	M	2431
Kew (Southern Metropolitan)	20-24	F	1409
Kew (Southern Metropolitan)	20-24	M	1519
Kew (Southern Metropolitan)	25+	F	1491
Kew (Southern Metropolitan)	25+	M	1131
Keysborough (South-Eastern Metropolitan)	0-4	F	607
Keysborough (South-Eastern Metropolitan)	0-4	M	615
Keysborough (South-Eastern Metropolitan)	5-14	F	4223
Keysborough (South-Eastern Metropolitan)	5-14	M	4468
Keysborough (South-Eastern Metropolitan)	15-19	F	1997
Keysborough (South-Eastern Metropolitan)	15-19	M	2029
Keysborough (South-Eastern Metropolitan)	20-24	F	1336
Keysborough (South-Eastern Metropolitan)	20-24	M	1355
Keysborough (South-Eastern Metropolitan)	25+	F	1750
Keysborough (South-Eastern Metropolitan)	25+	M	1295
Kororoit (Western Metropolitan)	0-4	F	940
Kororoit (Western Metropolitan)	0-4	M	996
Kororoit (Western Metropolitan)	5-14	F	7048
Kororoit (Western Metropolitan)	5-14	M	7325
Kororoit (Western Metropolitan)	15-19	F	2698
Kororoit (Western Metropolitan)	15-19	M	2598
Kororoit (Western Metropolitan)	20-24	F	1435
Kororoit (Western Metropolitan)	20-24	M	1394
Kororoit (Western Metropolitan)	25+	F	2406
Kororoit (Western Metropolitan)	25+	M	1666
Lara (Western Victoria)	0-4	F	554
Lara (Western Victoria)	0-4	M	589
Lara (Western Victoria)	5-14	F	3818
Lara (Western Victoria)	5-14	M	3857
Lara (Western Victoria)	15-19	F	1605
Lara (Western Victoria)	15-19	M	1595
Lara (Western Victoria)	20-24	F	814
Lara (Western Victoria)	20-24	M	640
Lara (Western Victoria)	25+	F	1513
Lara (Western Victoria)	25+	M	910
Lowan (Western Victoria)	0-4	F	462
Lowan (Western Victoria)	0-4	M	419
Lowan (Western Victoria)	5-14	F	3012
Lowan (Western Victoria)	5-14	M	3285
Lowan (Western Victoria)	15-19	F	1085
Lowan (Western Victoria)	15-19	M	1169
Lowan (Western Victoria)	20-24	F	299
Lowan (Western Victoria)	20-24	M	230
Lowan (Western Victoria)	25+	F	932
Lowan (Western Victoria)	25+	M	409
Macedon (Northern Victoria)	0-4	F	486
Macedon (Northern Victoria)	0-4	M	535
Macedon (Northern Victoria)	5-14	F	4020
Macedon (Northern Victoria)	5-14	M	4167
Macedon (Northern Victoria)	15-19	F	1508
Macedon (Northern Victoria)	15-19	M	1617
Macedon (Northern Victoria)	20-24	F	485
Macedon (Northern Victoria)	20-24	M	458
Macedon (Northern Victoria)	25+	F	1291
Macedon (Northern Victoria)	25+	M	620
Malvern (Southern Metropolitan)	0-4	F	404
Malvern (Southern Metropolitan)	0-4	M	501
Malvern (Southern Metropolitan)	5-14	F	2874
Malvern (Southern Metropolitan)	5-14	M	2983
Malvern (Southern Metropolitan)	15-19	F	1684
Malvern (Southern Metropolitan)	15-19	M	1538
Malvern (Southern Metropolitan)	20-24	F	1438
Malvern (Southern Metropolitan)	20-24	M	1326
Malvern (Southern Metropolitan)	25+	F	1618
Malvern (Southern Metropolitan)	25+	M	1207
Melbourne (Northern Metropolitan)	0-4	F	423
Melbourne (Northern Metropolitan)	0-4	M	472
Melbourne (Northern Metropolitan)	5-14	F	2241
Melbourne (Northern Metropolitan)	5-14	M	2367
Melbourne (Northern Metropolitan)	15-19	F	2747
Melbourne (Northern Metropolitan)	15-19	M	2182
Melbourne (Northern Metropolitan)	20-24	F	8003
Melbourne (Northern Metropolitan)	20-24	M	6832
Melbourne (Northern Metropolitan)	25+	F	8359
Melbourne (Northern Metropolitan)	25+	M	6959
Melton (Western Victoria)	0-4	F	1120
Melton (Western Victoria)	0-4	M	1060
Melton (Western Victoria)	5-14	F	6955
Melton (Western Victoria)	5-14	M	7186
Melton (Western Victoria)	15-19	F	2177
Melton (Western Victoria)	15-19	M	2069
Melton (Western Victoria)	20-24	F	932
Melton (Western Victoria)	20-24	M	840
Melton (Western Victoria)	25+	F	2355
Melton (Western Victoria)	25+	M	1165
Mildura (Northern Victoria)	0-4	F	524
Mildura (Northern Victoria)	0-4	M	552
Mildura (Northern Victoria)	5-14	F	3697
Mildura (Northern Victoria)	5-14	M	3818
Mildura (Northern Victoria)	15-19	F	1287
Mildura (Northern Victoria)	15-19	M	1262
Mildura (Northern Victoria)	20-24	F	429
Mildura (Northern Victoria)	20-24	M	326
Mildura (Northern Victoria)	25+	F	1246
Mildura (Northern Victoria)	25+	M	590
Mill Park (Northern Metropolitan)	0-4	F	639
Mill Park (Northern Metropolitan)	0-4	M	690
Mill Park (Northern Metropolitan)	5-14	F	4239
Mill Park (Northern Metropolitan)	5-14	M	4528
Mill Park (Northern Metropolitan)	15-19	F	1856
Mill Park (Northern Metropolitan)	15-19	M	1910
Mill Park (Northern Metropolitan)	20-24	F	1070
Mill Park (Northern Metropolitan)	20-24	M	999
Mill Park (Northern Metropolitan)	25+	F	1744
Mill Park (Northern Metropolitan)	25+	M	1162
Monbulk (Eastern Victoria)	0-4	F	521
Monbulk (Eastern Victoria)	0-4	M	557
Monbulk (Eastern Victoria)	5-14	F	3551
Monbulk (Eastern Victoria)	5-14	M	3871
Monbulk (Eastern Victoria)	15-19	F	1456
Monbulk (Eastern Victoria)	15-19	M	1552
Monbulk (Eastern Victoria)	20-24	F	693
Monbulk (Eastern Victoria)	20-24	M	590
Monbulk (Eastern Victoria)	25+	F	1248
Monbulk (Eastern Victoria)	25+	M	683
Mordialloc (South-Eastern Metropolitan)	0-4	F	643
Mordialloc (South-Eastern Metropolitan)	0-4	M	613
Mordialloc (South-Eastern Metropolitan)	5-14	F	4012
Mordialloc (South-Eastern Metropolitan)	5-14	M	4249
Mordialloc (South-Eastern Metropolitan)	15-19	F	1748
Mordialloc (South-Eastern Metropolitan)	15-19	M	1716
Mordialloc (South-Eastern Metropolitan)	20-24	F	854
Mordialloc (South-Eastern Metropolitan)	20-24	M	799
Mordialloc (South-Eastern Metropolitan)	25+	F	1379
Mordialloc (South-Eastern Metropolitan)	25+	M	879
Mornington (Eastern Victoria)	0-4	F	522
Mornington (Eastern Victoria)	0-4	M	571
Mornington (Eastern Victoria)	5-14	F	4062
Mornington (Eastern Victoria)	5-14	M	4267
Mornington (Eastern Victoria)	15-19	F	1750
Mornington (Eastern Victoria)	15-19	M	1790
Mornington (Eastern Victoria)	20-24	F	684
Mornington (Eastern Victoria)	20-24	M	617
Mornington (Eastern Victoria)	25+	F	1111
Mornington (Eastern Victoria)	25+	M	562
Morwell (Eastern Victoria)	0-4	F	526
Morwell (Eastern Victoria)	0-4	M	514
Morwell (Eastern Victoria)	5-14	F	3645
Morwell (Eastern Victoria)	5-14	M	3988
Morwell (Eastern Victoria)	15-19	F	1391
Morwell (Eastern Victoria)	15-19	M	1330
Morwell (Eastern Victoria)	20-24	F	559
Morwell (Eastern Victoria)	20-24	M	399
Morwell (Eastern Victoria)	25+	F	1346
Morwell (Eastern Victoria)	25+	M	685
Mount Waverley (Eastern Metropolitan)	0-4	F	487
Mount Waverley (Eastern Metropolitan)	0-4	M	522
Mount Waverley (Eastern Metropolitan)	5-14	F	3912
Mount Waverley (Eastern Metropolitan)	5-14	M	4187
Mount Waverley (Eastern Metropolitan)	15-19	F	1924
Mount Waverley (Eastern Metropolitan)	15-19	M	2036
Mount Waverley (Eastern Metropolitan)	20-24	F	1310
Mount Waverley (Eastern Metropolitan)	20-24	M	1527
Mount Waverley (Eastern Metropolitan)	25+	F	1718
Mount Waverley (Eastern Metropolitan)	25+	M	1364
Mulgrave (South-Eastern Metropolitan)	0-4	F	478
Mulgrave (South-Eastern Metropolitan)	0-4	M	495
Mulgrave (South-Eastern Metropolitan)	5-14	F	3234
Mulgrave (South-Eastern Metropolitan)	5-14	M	3447
Mulgrave (South-Eastern Metropolitan)	15-19	F	1436
Mulgrave (South-Eastern Metropolitan)	15-19	M	1544
Mulgrave (South-Eastern Metropolitan)	20-24	F	1027
Mulgrave (South-Eastern Metropolitan)	20-24	M	1163
Mulgrave (South-Eastern Metropolitan)	25+	F	1489
Mulgrave (South-Eastern Metropolitan)	25+	M	1259
Murray Plains (Northern Victoria)	0-4	F	426
Murray Plains (Northern Victoria)	0-4	M	426
Murray Plains (Northern Victoria)	5-14	F	3573
Murray Plains (Northern Victoria)	5-14	M	3697
Murray Plains (Northern Victoria)	15-19	F	1261
Murray Plains (Northern Victoria)	15-19	M	1295
Murray Plains (Northern Victoria)	20-24	F	440
Murray Plains (Northern Victoria)	20-24	M	297
