SED_NAME21	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Eltham (Eastern Metropolitan)	1	1	0	1	96
Eltham (Eastern Metropolitan)	1	1	1	0	857
Eltham (Eastern Metropolitan)	1	1	1	1	88
Essendon (Western Metropolitan)					425
Essendon (Western Metropolitan)	0	0	0	1	934
Essendon (Western Metropolitan)	0	0	1	0	316
Essendon (Western Metropolitan)	0	0	1	1	116
Essendon (Western Metropolitan)	0	1	0	0	767
Essendon (Western Metropolitan)	0	1	0	1	28
Essendon (Western Metropolitan)	0	1	1	0	161
Essendon (Western Metropolitan)	0	1	1	1	20
Essendon (Western Metropolitan)	1	0	0	1	1341
Essendon (Western Metropolitan)	1	0	1	0	949
Essendon (Western Metropolitan)	1	0	1	1	511
Essendon (Western Metropolitan)	1	1	0	0	4351
Essendon (Western Metropolitan)	1	1	0	1	61
Essendon (Western Metropolitan)	1	1	1	0	790
Essendon (Western Metropolitan)	1	1	1	1	74
Euroa (Northern Victoria)					251
Euroa (Northern Victoria)	0	0	0	1	1227
Euroa (Northern Victoria)	0	0	1	0	231
Euroa (Northern Victoria)	0	0	1	1	94
Euroa (Northern Victoria)	0	1	0	0	1037
Euroa (Northern Victoria)	0	1	0	1	97
Euroa (Northern Victoria)	0	1	1	0	178
Euroa (Northern Victoria)	0	1	1	1	31
Euroa (Northern Victoria)	1	0	0	1	1489
Euroa (Northern Victoria)	1	0	1	0	463
Euroa (Northern Victoria)	1	0	1	1	322
Euroa (Northern Victoria)	1	1	0	0	3302
Euroa (Northern Victoria)	1	1	0	1	203
Euroa (Northern Victoria)	1	1	1	0	576
Euroa (Northern Victoria)	1	1	1	1	137
Evelyn (Eastern Victoria)					202
Evelyn (Eastern Victoria)	0	0	0	1	1036
Evelyn (Eastern Victoria)	0	0	1	0	239
Evelyn (Eastern Victoria)	0	0	1	1	162
Evelyn (Eastern Victoria)	0	1	0	0	769
Evelyn (Eastern Victoria)	0	1	0	1	72
Evelyn (Eastern Victoria)	0	1	1	0	174
Evelyn (Eastern Victoria)	0	1	1	1	29
Evelyn (Eastern Victoria)	1	0	0	1	1807
Evelyn (Eastern Victoria)	1	0	1	0	635
Evelyn (Eastern Victoria)	1	0	1	1	557
Evelyn (Eastern Victoria)	1	1	0	0	4251
Evelyn (Eastern Victoria)	1	1	0	1	207
Evelyn (Eastern Victoria)	1	1	1	0	762
Evelyn (Eastern Victoria)	1	1	1	1	148
Ferntree Gully (Eastern Metropolitan)					221
Ferntree Gully (Eastern Metropolitan)	0	0	0	1	1094
Ferntree Gully (Eastern Metropolitan)	0	0	1	0	331
Ferntree Gully (Eastern Metropolitan)	0	0	1	1	151
Ferntree Gully (Eastern Metropolitan)	0	1	0	0	739
Ferntree Gully (Eastern Metropolitan)	0	1	0	1	71
Ferntree Gully (Eastern Metropolitan)	0	1	1	0	168
Ferntree Gully (Eastern Metropolitan)	0	1	1	1	29
Ferntree Gully (Eastern Metropolitan)	1	0	0	1	1809
Ferntree Gully (Eastern Metropolitan)	1	0	1	0	833
Ferntree Gully (Eastern Metropolitan)	1	0	1	1	536
Ferntree Gully (Eastern Metropolitan)	1	1	0	0	4107
Ferntree Gully (Eastern Metropolitan)	1	1	0	1	116
Ferntree Gully (Eastern Metropolitan)	1	1	1	0	759
Ferntree Gully (Eastern Metropolitan)	1	1	1	1	83
Footscray (Western Metropolitan)					674
Footscray (Western Metropolitan)	0	0	0	1	1665
Footscray (Western Metropolitan)	0	0	1	0	412
Footscray (Western Metropolitan)	0	0	1	1	179
Footscray (Western Metropolitan)	0	1	0	0	1182
Footscray (Western Metropolitan)	0	1	0	1	102
Footscray (Western Metropolitan)	0	1	1	0	246
Footscray (Western Metropolitan)	0	1	1	1	52
Footscray (Western Metropolitan)	1	0	0	1	1541
Footscray (Western Metropolitan)	1	0	1	0	725
Footscray (Western Metropolitan)	1	0	1	1	412
Footscray (Western Metropolitan)	1	1	0	0	4906
Footscray (Western Metropolitan)	1	1	0	1	130
Footscray (Western Metropolitan)	1	1	1	0	678
Footscray (Western Metropolitan)	1	1	1	1	93
Forest Hill (Eastern Metropolitan)					249
Forest Hill (Eastern Metropolitan)	0	0	0	1	1045
Forest Hill (Eastern Metropolitan)	0	0	1	0	383
Forest Hill (Eastern Metropolitan)	0	0	1	1	145
Forest Hill (Eastern Metropolitan)	0	1	0	0	559
Forest Hill (Eastern Metropolitan)	0	1	0	1	42
Forest Hill (Eastern Metropolitan)	0	1	1	0	161
Forest Hill (Eastern Metropolitan)	0	1	1	1	22
Forest Hill (Eastern Metropolitan)	1	0	0	1	1593
Forest Hill (Eastern Metropolitan)	1	0	1	0	1124
Forest Hill (Eastern Metropolitan)	1	0	1	1	557
Forest Hill (Eastern Metropolitan)	1	1	0	0	4254
Forest Hill (Eastern Metropolitan)	1	1	0	1	89
Forest Hill (Eastern Metropolitan)	1	1	1	0	852
Forest Hill (Eastern Metropolitan)	1	1	1	1	64
Frankston (South-Eastern Metropolitan)					285
Frankston (South-Eastern Metropolitan)	0	0	0	1	1419
Frankston (South-Eastern Metropolitan)	0	0	1	0	366
Frankston (South-Eastern Metropolitan)	0	0	1	1	176
Frankston (South-Eastern Metropolitan)	0	1	0	0	1303
Frankston (South-Eastern Metropolitan)	0	1	0	1	132
Frankston (South-Eastern Metropolitan)	0	1	1	0	263
Frankston (South-Eastern Metropolitan)	0	1	1	1	49
Frankston (South-Eastern Metropolitan)	1	0	0	1	1181
Frankston (South-Eastern Metropolitan)	1	0	1	0	545
Frankston (South-Eastern Metropolitan)	1	0	1	1	310
Frankston (South-Eastern Metropolitan)	1	1	0	0	3597
Frankston (South-Eastern Metropolitan)	1	1	0	1	135
Frankston (South-Eastern Metropolitan)	1	1	1	0	598
Frankston (South-Eastern Metropolitan)	1	1	1	1	80
Geelong (Western Victoria)					308
Geelong (Western Victoria)	0	0	0	1	1141
Geelong (Western Victoria)	0	0	1	0	332
Geelong (Western Victoria)	0	0	1	1	132
Geelong (Western Victoria)	0	1	0	0	1062
Geelong (Western Victoria)	0	1	0	1	82
Geelong (Western Victoria)	0	1	1	0	189
Geelong (Western Victoria)	0	1	1	1	20
Geelong (Western Victoria)	1	0	0	1	1087
Geelong (Western Victoria)	1	0	1	0	599
Geelong (Western Victoria)	1	0	1	1	289
Geelong (Western Victoria)	1	1	0	0	4059
Geelong (Western Victoria)	1	1	0	1	87
Geelong (Western Victoria)	1	1	1	0	608
Geelong (Western Victoria)	1	1	1	1	86
Gembrook (Eastern Victoria)					247
Gembrook (Eastern Victoria)	0	0	0	1	1138
Gembrook (Eastern Victoria)	0	0	1	0	335
Gembrook (Eastern Victoria)	0	0	1	1	214
Gembrook (Eastern Victoria)	0	1	0	0	1295
Gembrook (Eastern Victoria)	0	1	0	1	86
Gembrook (Eastern Victoria)	0	1	1	0	250
Gembrook (Eastern Victoria)	0	1	1	1	60
Gembrook (Eastern Victoria)	1	0	0	1	1934
Gembrook (Eastern Victoria)	1	0	1	0	973
Gembrook (Eastern Victoria)	1	0	1	1	668
Gembrook (Eastern Victoria)	1	1	0	0	6651
Gembrook (Eastern Victoria)	1	1	0	1	239
Gembrook (Eastern Victoria)	1	1	1	0	1133
Gembrook (Eastern Victoria)	1	1	1	1	200
Gippsland East (Eastern Victoria)					204
Gippsland East (Eastern Victoria)	0	0	0	1	910
Gippsland East (Eastern Victoria)	0	0	1	0	196
Gippsland East (Eastern Victoria)	0	0	1	1	79
Gippsland East (Eastern Victoria)	0	1	0	0	994
Gippsland East (Eastern Victoria)	0	1	0	1	98
Gippsland East (Eastern Victoria)	0	1	1	0	167
Gippsland East (Eastern Victoria)	0	1	1	1	23
Gippsland East (Eastern Victoria)	1	0	0	1	1226
Gippsland East (Eastern Victoria)	1	0	1	0	387
Gippsland East (Eastern Victoria)	1	0	1	1	230
Gippsland East (Eastern Victoria)	1	1	0	0	2990
Gippsland East (Eastern Victoria)	1	1	0	1	214
Gippsland East (Eastern Victoria)	1	1	1	0	508
Gippsland East (Eastern Victoria)	1	1	1	1	127
Gippsland South (Eastern Victoria)					197
Gippsland South (Eastern Victoria)	0	0	0	1	845
Gippsland South (Eastern Victoria)	0	0	1	0	190
Gippsland South (Eastern Victoria)	0	0	1	1	85
Gippsland South (Eastern Victoria)	0	1	0	0	899
Gippsland South (Eastern Victoria)	0	1	0	1	93
Gippsland South (Eastern Victoria)	0	1	1	0	149
Gippsland South (Eastern Victoria)	0	1	1	1	30
Gippsland South (Eastern Victoria)	1	0	0	1	1114
Gippsland South (Eastern Victoria)	1	0	1	0	467
Gippsland South (Eastern Victoria)	1	0	1	1	264
Gippsland South (Eastern Victoria)	1	1	0	0	3005
Gippsland South (Eastern Victoria)	1	1	0	1	166
Gippsland South (Eastern Victoria)	1	1	1	0	583
Gippsland South (Eastern Victoria)	1	1	1	1	113
Hastings (Eastern Victoria)					240
Hastings (Eastern Victoria)	0	0	0	1	1299
Hastings (Eastern Victoria)	0	0	1	0	291
Hastings (Eastern Victoria)	0	0	1	1	136
Hastings (Eastern Victoria)	0	1	0	0	1149
Hastings (Eastern Victoria)	0	1	0	1	108
Hastings (Eastern Victoria)	0	1	1	0	235
Hastings (Eastern Victoria)	0	1	1	1	42
Hastings (Eastern Victoria)	1	0	0	1	1998
Hastings (Eastern Victoria)	1	0	1	0	582
Hastings (Eastern Victoria)	1	0	1	1	505
Hastings (Eastern Victoria)	1	1	0	0	4604
Hastings (Eastern Victoria)	1	1	0	1	264
Hastings (Eastern Victoria)	1	1	1	0	802
Hastings (Eastern Victoria)	1	1	1	1	162
Hawthorn (Southern Metropolitan)					363
Hawthorn (Southern Metropolitan)	0	0	0	1	550
Hawthorn (Southern Metropolitan)	0	0	1	0	368
Hawthorn (Southern Metropolitan)	0	0	1	1	87
Hawthorn (Southern Metropolitan)	0	1	0	0	591
Hawthorn (Southern Metropolitan)	0	1	0	1	14
Hawthorn (Southern Metropolitan)	0	1	1	0	142
Hawthorn (Southern Metropolitan)	0	1	1	1	6
Hawthorn (Southern Metropolitan)	1	0	0	1	933
Hawthorn (Southern Metropolitan)	1	0	1	0	1223
Hawthorn (Southern Metropolitan)	1	0	1	1	456
Hawthorn (Southern Metropolitan)	1	1	0	0	3782
Hawthorn (Southern Metropolitan)	1	1	0	1	45
Hawthorn (Southern Metropolitan)	1	1	1	0	926
Hawthorn (Southern Metropolitan)	1	1	1	1	38
Ivanhoe (Eastern Metropolitan)					291
Ivanhoe (Eastern Metropolitan)	0	0	0	1	1079
Ivanhoe (Eastern Metropolitan)	0	0	1	0	398
Ivanhoe (Eastern Metropolitan)	0	0	1	1	133
Ivanhoe (Eastern Metropolitan)	0	1	0	0	835
Ivanhoe (Eastern Metropolitan)	0	1	0	1	18
Ivanhoe (Eastern Metropolitan)	0	1	1	0	155
Ivanhoe (Eastern Metropolitan)	0	1	1	1	21
Ivanhoe (Eastern Metropolitan)	1	0	0	1	1394
Ivanhoe (Eastern Metropolitan)	1	0	1	0	976
Ivanhoe (Eastern Metropolitan)	1	0	1	1	467
Ivanhoe (Eastern Metropolitan)	1	1	0	0	4729
Ivanhoe (Eastern Metropolitan)	1	1	0	1	84
Ivanhoe (Eastern Metropolitan)	1	1	1	0	810
Ivanhoe (Eastern Metropolitan)	1	1	1	1	75
Kew (Southern Metropolitan)					257
Kew (Southern Metropolitan)	0	0	0	1	759
Kew (Southern Metropolitan)	0	0	1	0	544
Kew (Southern Metropolitan)	0	0	1	1	134
Kew (Southern Metropolitan)	0	1	0	0	681
Kew (Southern Metropolitan)	0	1	0	1	24
Kew (Southern Metropolitan)	0	1	1	0	292
Kew (Southern Metropolitan)	0	1	1	1	11
Kew (Southern Metropolitan)	1	0	0	1	1478
Kew (Southern Metropolitan)	1	0	1	0	1530
Kew (Southern Metropolitan)	1	0	1	1	642
Kew (Southern Metropolitan)	1	1	0	0	3864
Kew (Southern Metropolitan)	1	1	0	1	70
Kew (Southern Metropolitan)	1	1	1	0	1254
Kew (Southern Metropolitan)	1	1	1	1	67
Keysborough (South-Eastern Metropolitan)					415
Keysborough (South-Eastern Metropolitan)	0	0	0	1	1501
Keysborough (South-Eastern Metropolitan)	0	0	1	0	401
Keysborough (South-Eastern Metropolitan)	0	0	1	1	216
Keysborough (South-Eastern Metropolitan)	0	1	0	0	1015
Keysborough (South-Eastern Metropolitan)	0	1	0	1	91
Keysborough (South-Eastern Metropolitan)	0	1	1	0	237
Keysborough (South-Eastern Metropolitan)	0	1	1	1	52
Keysborough (South-Eastern Metropolitan)	1	0	0	1	2168
Keysborough (South-Eastern Metropolitan)	1	0	1	0	1040
Keysborough (South-Eastern Metropolitan)	1	0	1	1	668
Keysborough (South-Eastern Metropolitan)	1	1	0	0	5003
Keysborough (South-Eastern Metropolitan)	1	1	0	1	211
Keysborough (South-Eastern Metropolitan)	1	1	1	0	1088
Keysborough (South-Eastern Metropolitan)	1	1	1	1	174
Kororoit (Western Metropolitan)					420
Kororoit (Western Metropolitan)	0	0	0	1	1619
Kororoit (Western Metropolitan)	0	0	1	0	450
Kororoit (Western Metropolitan)	0	0	1	1	276
Kororoit (Western Metropolitan)	0	1	0	0	1477
Kororoit (Western Metropolitan)	0	1	0	1	153
Kororoit (Western Metropolitan)	0	1	1	0	375
Kororoit (Western Metropolitan)	0	1	1	1	98
Kororoit (Western Metropolitan)	1	0	0	1	2445
Kororoit (Western Metropolitan)	1	0	1	0	1127
Kororoit (Western Metropolitan)	1	0	1	1	804
Kororoit (Western Metropolitan)	1	1	0	0	8217
Kororoit (Western Metropolitan)	1	1	0	1	326
Kororoit (Western Metropolitan)	1	1	1	0	1568
Kororoit (Western Metropolitan)	1	1	1	1	297
Lara (Western Victoria)					366
Lara (Western Victoria)	0	0	0	1	1529
Lara (Western Victoria)	0	0	1	0	303
Lara (Western Victoria)	0	0	1	1	168
Lara (Western Victoria)	0	1	0	0	1421
Lara (Western Victoria)	0	1	0	1	165
Lara (Western Victoria)	0	1	1	0	272
Lara (Western Victoria)	0	1	1	1	58
Lara (Western Victoria)	1	0	0	1	1620
Lara (Western Victoria)	1	0	1	0	528
Lara (Western Victoria)	1	0	1	1	381
Lara (Western Victoria)	1	1	0	0	3798
Lara (Western Victoria)	1	1	0	1	220
Lara (Western Victoria)	1	1	1	0	648
Lara (Western Victoria)	1	1	1	1	148
Lowan (Western Victoria)					204
Lowan (Western Victoria)	0	0	0	1	814
Lowan (Western Victoria)	0	0	1	0	161
Lowan (Western Victoria)	0	0	1	1	72
Lowan (Western Victoria)	0	1	0	0	856
Lowan (Western Victoria)	0	1	0	1	93
Lowan (Western Victoria)	0	1	1	0	164
Lowan (Western Victoria)	0	1	1	1	28
Lowan (Western Victoria)	1	0	0	1	1100
Lowan (Western Victoria)	1	0	1	0	429
Lowan (Western Victoria)	1	0	1	1	226
Lowan (Western Victoria)	1	1	0	0	3104
Lowan (Western Victoria)	1	1	0	1	132
Lowan (Western Victoria)	1	1	1	0	600
Lowan (Western Victoria)	1	1	1	1	87
Macedon (Northern Victoria)					137
Macedon (Northern Victoria)	0	0	0	1	838
Macedon (Northern Victoria)	0	0	1	0	232
Macedon (Northern Victoria)	0	0	1	1	98
Macedon (Northern Victoria)	0	1	0	0	762
Macedon (Northern Victoria)	0	1	0	1	58
Macedon (Northern Victoria)	0	1	1	0	177
Macedon (Northern Victoria)	0	1	1	1	27
Macedon (Northern Victoria)	1	0	0	1	1430
Macedon (Northern Victoria)	1	0	1	0	756
Macedon (Northern Victoria)	1	0	1	1	417
Macedon (Northern Victoria)	1	1	0	0	4289
Macedon (Northern Victoria)	1	1	0	1	165
Macedon (Northern Victoria)	1	1	1	0	843
Macedon (Northern Victoria)	1	1	1	1	110
Malvern (Southern Metropolitan)					306
Malvern (Southern Metropolitan)	0	0	0	1	657
Malvern (Southern Metropolitan)	0	0	1	0	369
Malvern (Southern Metropolitan)	0	0	1	1	99
Malvern (Southern Metropolitan)	0	1	0	0	586
Malvern (Southern Metropolitan)	0	1	0	1	16
Malvern (Southern Metropolitan)	0	1	1	0	131
Malvern (Southern Metropolitan)	0	1	1	1	5
Malvern (Southern Metropolitan)	1	0	0	1	932
Malvern (Southern Metropolitan)	1	0	1	0	1144
Malvern (Southern Metropolitan)	1	0	1	1	414
Malvern (Southern Metropolitan)	1	1	0	0	3431
Malvern (Southern Metropolitan)	1	1	0	1	28
Malvern (Southern Metropolitan)	1	1	1	0	794
Malvern (Southern Metropolitan)	1	1	1	1	43
Melbourne (Northern Metropolitan)					1480
Melbourne (Northern Metropolitan)	0	0	0	1	801
Melbourne (Northern Metropolitan)	0	0	1	0	527
Melbourne (Northern Metropolitan)	0	0	1	1	92
Melbourne (Northern Metropolitan)	0	1	0	0	960
Melbourne (Northern Metropolitan)	0	1	0	1	34
Melbourne (Northern Metropolitan)	0	1	1	0	151
Melbourne (Northern Metropolitan)	0	1	1	1	16
Melbourne (Northern Metropolitan)	1	0	0	1	505
Melbourne (Northern Metropolitan)	1	0	1	0	525
Melbourne (Northern Metropolitan)	1	0	1	1	148
Melbourne (Northern Metropolitan)	1	1	0	0	3971
Melbourne (Northern Metropolitan)	1	1	0	1	35
Melbourne (Northern Metropolitan)	1	1	1	0	367
Melbourne (Northern Metropolitan)	1	1	1	1	32
Melton (Western Victoria)					381
Melton (Western Victoria)	0	0	0	1	1678
Melton (Western Victoria)	0	0	1	0	356
Melton (Western Victoria)	0	0	1	1	195
Melton (Western Victoria)	0	1	0	0	2150
Melton (Western Victoria)	0	1	0	1	213
Melton (Western Victoria)	0	1	1	0	423
Melton (Western Victoria)	0	1	1	1	122
Melton (Western Victoria)	1	0	0	1	1882
Melton (Western Victoria)	1	0	1	0	662
Melton (Western Victoria)	1	0	1	1	508
Melton (Western Victoria)	1	1	0	0	7483
Melton (Western Victoria)	1	1	0	1	368
Melton (Western Victoria)	1	1	1	0	1122
Melton (Western Victoria)	1	1	1	1	279
Mildura (Northern Victoria)					289
Mildura (Northern Victoria)	0	0	0	1	1053
Mildura (Northern Victoria)	0	0	1	0	218
Mildura (Northern Victoria)	0	0	1	1	91
Mildura (Northern Victoria)	0	1	0	0	1227
Mildura (Northern Victoria)	0	1	0	1	137
Mildura (Northern Victoria)	0	1	1	0	220
Mildura (Northern Victoria)	0	1	1	1	42
Mildura (Northern Victoria)	1	0	0	1	1281
Mildura (Northern Victoria)	1	0	1	0	429
Mildura (Northern Victoria)	1	0	1	1	282
Mildura (Northern Victoria)	1	1	0	0	3514
Mildura (Northern Victoria)	1	1	0	1	206
Mildura (Northern Victoria)	1	1	1	0	685
Mildura (Northern Victoria)	1	1	1	1	135
Mill Park (Northern Metropolitan)					267
Mill Park (Northern Metropolitan)	0	0	0	1	1339
Mill Park (Northern Metropolitan)	0	0	1	0	320
Mill Park (Northern Metropolitan)	0	0	1	1	203
Mill Park (Northern Metropolitan)	0	1	0	0	922
Mill Park (Northern Metropolitan)	0	1	0	1	89
Mill Park (Northern Metropolitan)	0	1	1	0	212
Mill Park (Northern Metropolitan)	0	1	1	1	42
Mill Park (Northern Metropolitan)	1	0	0	1	2393
Mill Park (Northern Metropolitan)	1	0	1	0	868
Mill Park (Northern Metropolitan)	1	0	1	1	772
Mill Park (Northern Metropolitan)	1	1	0	0	5120
Mill Park (Northern Metropolitan)	1	1	0	1	225
Mill Park (Northern Metropolitan)	1	1	1	0	1023
Mill Park (Northern Metropolitan)	1	1	1	1	152
Monbulk (Eastern Victoria)					137
Monbulk (Eastern Victoria)	0	0	0	1	899
Monbulk (Eastern Victoria)	0	0	1	0	247
Monbulk (Eastern Victoria)	0	0	1	1	132
Monbulk (Eastern Victoria)	0	1	0	0	696
Monbulk (Eastern Victoria)	0	1	0	1	69
Monbulk (Eastern Victoria)	0	1	1	0	155
Monbulk (Eastern Victoria)	0	1	1	1	17
Monbulk (Eastern Victoria)	1	0	0	1	1675
Monbulk (Eastern Victoria)	1	0	1	0	678
Monbulk (Eastern Victoria)	1	0	1	1	556
Monbulk (Eastern Victoria)	1	1	0	0	4189
Monbulk (Eastern Victoria)	1	1	0	1	170
Monbulk (Eastern Victoria)	1	1	1	0	774
Monbulk (Eastern Victoria)	1	1	1	1	113
Mordialloc (South-Eastern Metropolitan)					230
Mordialloc (South-Eastern Metropolitan)	0	0	0	1	1118
Mordialloc (South-Eastern Metropolitan)	0	0	1	0	396
Mordialloc (South-Eastern Metropolitan)	0	0	1	1	149
Mordialloc (South-Eastern Metropolitan)	0	1	0	0	851
Mordialloc (South-Eastern Metropolitan)	0	1	0	1	36
Mordialloc (South-Eastern Metropolitan)	0	1	1	0	180
Mordialloc (South-Eastern Metropolitan)	0	1	1	1	20
Mordialloc (South-Eastern Metropolitan)	1	0	0	1	1475
Mordialloc (South-Eastern Metropolitan)	1	0	1	0	947
Mordialloc (South-Eastern Metropolitan)	1	0	1	1	543
Mordialloc (South-Eastern Metropolitan)	1	1	0	0	4941
Mordialloc (South-Eastern Metropolitan)	1	1	0	1	118
Mordialloc (South-Eastern Metropolitan)	1	1	1	0	905
Mordialloc (South-Eastern Metropolitan)	1	1	1	1	96
Mornington (Eastern Victoria)					131
Mornington (Eastern Victoria)	0	0	0	1	884
Mornington (Eastern Victoria)	0	0	1	0	293
Mornington (Eastern Victoria)	0	0	1	1	117
Mornington (Eastern Victoria)	0	1	0	0	754
Mornington (Eastern Victoria)	0	1	0	1	61
Mornington (Eastern Victoria)	0	1	1	0	216
Mornington (Eastern Victoria)	0	1	1	1	28
Mornington (Eastern Victoria)	1	0	0	1	1367
Mornington (Eastern Victoria)	1	0	1	0	909
Mornington (Eastern Victoria)	1	0	1	1	531
Mornington (Eastern Victoria)	1	1	0	0	4159
Mornington (Eastern Victoria)	1	1	0	1	154
Mornington (Eastern Victoria)	1	1	1	0	942
Mornington (Eastern Victoria)	1	1	1	1	110
Morwell (Eastern Victoria)					240
Morwell (Eastern Victoria)	0	0	0	1	1250
Morwell (Eastern Victoria)	0	0	1	0	273
Morwell (Eastern Victoria)	0	0	1	1	113
Morwell (Eastern Victoria)	0	1	0	0	1425
Morwell (Eastern Victoria)	0	1	0	1	135
Morwell (Eastern Victoria)	0	1	1	0	202
Morwell (Eastern Victoria)	0	1	1	1	54
Morwell (Eastern Victoria)	1	0	0	1	1412
Morwell (Eastern Victoria)	1	0	1	0	463
Morwell (Eastern Victoria)	1	0	1	1	324
Morwell (Eastern Victoria)	1	1	0	0	3676
Morwell (Eastern Victoria)	1	1	0	1	191
Morwell (Eastern Victoria)	1	1	1	0	623
Morwell (Eastern Victoria)	1	1	1	1	131
Mount Waverley (Eastern Metropolitan)					275
Mount Waverley (Eastern Metropolitan)	0	0	0	1	924
Mount Waverley (Eastern Metropolitan)	0	0	1	0	523
Mount Waverley (Eastern Metropolitan)	0	0	1	1	138
Mount Waverley (Eastern Metropolitan)	0	1	0	0	628
Mount Waverley (Eastern Metropolitan)	0	1	0	1	40
Mount Waverley (Eastern Metropolitan)	0	1	1	0	174
Mount Waverley (Eastern Metropolitan)	0	1	1	1	13
Mount Waverley (Eastern Metropolitan)	1	0	0	1	1676
Mount Waverley (Eastern Metropolitan)	1	0	1	0	1399
Mount Waverley (Eastern Metropolitan)	1	0	1	1	585
Mount Waverley (Eastern Metropolitan)	1	1	0	0	4609
Mount Waverley (Eastern Metropolitan)	1	1	0	1	81
Mount Waverley (Eastern Metropolitan)	1	1	1	0	1127
Mount Waverley (Eastern Metropolitan)	1	1	1	1	69
Mulgrave (South-Eastern Metropolitan)					373
Mulgrave (South-Eastern Metropolitan)	0	0	0	1	1231
Mulgrave (South-Eastern Metropolitan)	0	0	1	0	331
Mulgrave (South-Eastern Metropolitan)	0	0	1	1	136
Mulgrave (South-Eastern Metropolitan)	0	1	0	0	643
Mulgrave (South-Eastern Metropolitan)	0	1	0	1	64
Mulgrave (South-Eastern Metropolitan)	0	1	1	0	177
Mulgrave (South-Eastern Metropolitan)	0	1	1	1	28
Mulgrave (South-Eastern Metropolitan)	1	0	0	1	1783
Mulgrave (South-Eastern Metropolitan)	1	0	1	0	912
Mulgrave (South-Eastern Metropolitan)	1	0	1	1	495
Mulgrave (South-Eastern Metropolitan)	1	1	0	0	4080
Mulgrave (South-Eastern Metropolitan)	1	1	0	1	110
Mulgrave (South-Eastern Metropolitan)	1	1	1	0	785
Mulgrave (South-Eastern Metropolitan)	1	1	1	1	91
Murray Plains (Northern Victoria)					233
Murray Plains (Northern Victoria)	0	0	0	1	958
Murray Plains (Northern Victoria)	0	0	1	0	188
Murray Plains (Northern Victoria)	0	0	1	1	67
Murray Plains (Northern Victoria)	0	1	0	0	1079
Murray Plains (Northern Victoria)	0	1	0	1	101
Murray Plains (Northern Victoria)	0	1	1	0	208
Murray Plains (Northern Victoria)	0	1	1	1	37
Murray Plains (Northern Victoria)	1	0	0	1	1327
Murray Plains (Northern Victoria)	1	0	1	0	457
Murray Plains (Northern Victoria)	1	0	1	1	287
Murray Plains (Northern Victoria)	1	1	0	0	3303
Murray Plains (Northern Victoria)	1	1	0	1	172
Murray Plains (Northern Victoria)	1	1	1	0	661
Murray Plains (Northern Victoria)	1	1	1	1	117
Narracan (Eastern Victoria)					252
Narracan (Eastern Victoria)	0	0	0	1	1137
Narracan (Eastern Victoria)	0	0	1	0	297
Narracan (Eastern Victoria)	0	0	1	1	119
Narracan (Eastern Victoria)	0	1	0	0	1286
Narracan (Eastern Victoria)	0	1	0	1	117
Narracan (Eastern Victoria)	0	1	1	0	228
Narracan (Eastern Victoria)	0	1	1	1	60
Narracan (Eastern Victoria)	1	0	0	1	1708
Narracan (Eastern Victoria)	1	0	1	0	581
Narracan (Eastern Victoria)	1	0	1	1	439
Narracan (Eastern Victoria)	1	1	0	0	4435
Narracan (Eastern Victoria)	1	1	0	1	235
Narracan (Eastern Victoria)	1	1	1	0	826
Narracan (Eastern Victoria)	1	1	1	1	189
Narre Warren North (South-Eastern Metropolitan)					249
Narre Warren North (South-Eastern Metropolitan)	0	0	0	1	1224
Narre Warren North (South-Eastern Metropolitan)	0	0	1	0	258
Narre Warren North (South-Eastern Metropolitan)	0	0	1	1	168
Narre Warren North (South-Eastern Metropolitan)	0	1	0	0	912
Narre Warren North (South-Eastern Metropolitan)	0	1	0	1	103
Narre Warren North (South-Eastern Metropolitan)	0	1	1	0	160
Narre Warren North (South-Eastern Metropolitan)	0	1	1	1	50
Narre Warren North (South-Eastern Metropolitan)	1	0	0	1	2197
Narre Warren North (South-Eastern Metropolitan)	1	0	1	0	800
Narre Warren North (South-Eastern Metropolitan)	1	0	1	1	693
Narre Warren North (South-Eastern Metropolitan)	1	1	0	0	4267
Narre Warren North (South-Eastern Metropolitan)	1	1	0	1	236
Narre Warren North (South-Eastern Metropolitan)	1	1	1	0	969
Narre Warren North (South-Eastern Metropolitan)	1	1	1	1	232
Narre Warren South (South-Eastern Metropolitan)					256
Narre Warren South (South-Eastern Metropolitan)	0	0	0	1	1335
Narre Warren South (South-Eastern Metropolitan)	0	0	1	0	365
Narre Warren South (South-Eastern Metropolitan)	0	0	1	1	215
Narre Warren South (South-Eastern Metropolitan)	0	1	0	0	1158
Narre Warren South (South-Eastern Metropolitan)	0	1	0	1	110
Narre Warren South (South-Eastern Metropolitan)	0	1	1	0	282
Narre Warren South (South-Eastern Metropolitan)	0	1	1	1	88
Narre Warren South (South-Eastern Metropolitan)	1	0	0	1	2405
Narre Warren South (South-Eastern Metropolitan)	1	0	1	0	1238
Narre Warren South (South-Eastern Metropolitan)	1	0	1	1	923
Narre Warren South (South-Eastern Metropolitan)	1	1	0	0	6467
Narre Warren South (South-Eastern Metropolitan)	1	1	0	1	351
Narre Warren South (South-Eastern Metropolitan)	1	1	1	0	1717
Narre Warren South (South-Eastern Metropolitan)	1	1	1	1	393
Nepean (Eastern Victoria)					212
