SED_NAME16	AgeChild	CoupleFamily	ParentsBornAus	children
Forest Hill (Eastern Metropolitan)	15-17	0	Mother only	32
Forest Hill (Eastern Metropolitan)	15-17	0	Neither	169
Forest Hill (Eastern Metropolitan)	15-17	1	Both	731
Forest Hill (Eastern Metropolitan)	15-17	1	Father only	107
Forest Hill (Eastern Metropolitan)	15-17	1	Mother only	119
Forest Hill (Eastern Metropolitan)	15-17	1	Neither	715
Forest Hill (Eastern Metropolitan)	18-20	0	Both	87
Forest Hill (Eastern Metropolitan)	18-20	0	Father only	27
Forest Hill (Eastern Metropolitan)	18-20	0	Mother only	17
Forest Hill (Eastern Metropolitan)	18-20	0	Neither	138
Forest Hill (Eastern Metropolitan)	18-20	1	Both	439
Forest Hill (Eastern Metropolitan)	18-20	1	Father only	84
Forest Hill (Eastern Metropolitan)	18-20	1	Mother only	78
Forest Hill (Eastern Metropolitan)	18-20	1	Neither	551
Forest Hill (Eastern Metropolitan)	21-24	0	Both	43
Forest Hill (Eastern Metropolitan)	21-24	0	Father only	7
Forest Hill (Eastern Metropolitan)	21-24	0	Mother only	12
Forest Hill (Eastern Metropolitan)	21-24	0	Neither	111
Forest Hill (Eastern Metropolitan)	21-24	1	Both	191
Forest Hill (Eastern Metropolitan)	21-24	1	Father only	47
Forest Hill (Eastern Metropolitan)	21-24	1	Mother only	33
Forest Hill (Eastern Metropolitan)	21-24	1	Neither	382
Frankston (South-Eastern Metropolitan)	0-4	0		23
Frankston (South-Eastern Metropolitan)	0-4	0	Both	381
Frankston (South-Eastern Metropolitan)	0-4	0	Father only	34
Frankston (South-Eastern Metropolitan)	0-4	0	Mother only	69
Frankston (South-Eastern Metropolitan)	0-4	0	Neither	35
Frankston (South-Eastern Metropolitan)	0-4	1		7
Frankston (South-Eastern Metropolitan)	0-4	1	Both	1771
Frankston (South-Eastern Metropolitan)	0-4	1	Father only	305
Frankston (South-Eastern Metropolitan)	0-4	1	Mother only	284
Frankston (South-Eastern Metropolitan)	0-4	1	Neither	336
Frankston (South-Eastern Metropolitan)	5-9	0		24
Frankston (South-Eastern Metropolitan)	5-9	0	Both	638
Frankston (South-Eastern Metropolitan)	5-9	0	Father only	87
Frankston (South-Eastern Metropolitan)	5-9	0	Mother only	94
Frankston (South-Eastern Metropolitan)	5-9	0	Neither	56
Frankston (South-Eastern Metropolitan)	5-9	1		14
Frankston (South-Eastern Metropolitan)	5-9	1	Both	1577
Frankston (South-Eastern Metropolitan)	5-9	1	Father only	308
Frankston (South-Eastern Metropolitan)	5-9	1	Mother only	274
Frankston (South-Eastern Metropolitan)	5-9	1	Neither	409
Frankston (South-Eastern Metropolitan)	10-12	0		19
Frankston (South-Eastern Metropolitan)	10-12	0	Both	419
Frankston (South-Eastern Metropolitan)	10-12	0	Father only	48
Frankston (South-Eastern Metropolitan)	10-12	0	Mother only	75
Frankston (South-Eastern Metropolitan)	10-12	0	Neither	52
Frankston (South-Eastern Metropolitan)	10-12	1		3
Frankston (South-Eastern Metropolitan)	10-12	1	Both	810
Frankston (South-Eastern Metropolitan)	10-12	1	Father only	165
Frankston (South-Eastern Metropolitan)	10-12	1	Mother only	159
Frankston (South-Eastern Metropolitan)	10-12	1	Neither	275
Frankston (South-Eastern Metropolitan)	13-14	0		8
Frankston (South-Eastern Metropolitan)	13-14	0	Both	277
Frankston (South-Eastern Metropolitan)	13-14	0	Father only	34
Frankston (South-Eastern Metropolitan)	13-14	0	Mother only	78
Frankston (South-Eastern Metropolitan)	13-14	0	Neither	45
Frankston (South-Eastern Metropolitan)	13-14	1		7
Frankston (South-Eastern Metropolitan)	13-14	1	Both	524
Frankston (South-Eastern Metropolitan)	13-14	1	Father only	98
Frankston (South-Eastern Metropolitan)	13-14	1	Mother only	103
Frankston (South-Eastern Metropolitan)	13-14	1	Neither	174
Frankston (South-Eastern Metropolitan)	15-17	0		8
Frankston (South-Eastern Metropolitan)	15-17	0	Both	319
Frankston (South-Eastern Metropolitan)	15-17	0	Father only	63
Frankston (South-Eastern Metropolitan)	15-17	0	Mother only	82
Frankston (South-Eastern Metropolitan)	15-17	0	Neither	107
Frankston (South-Eastern Metropolitan)	15-17	1	Both	637
Frankston (South-Eastern Metropolitan)	15-17	1	Father only	129
Frankston (South-Eastern Metropolitan)	15-17	1	Mother only	143
Frankston (South-Eastern Metropolitan)	15-17	1	Neither	244
Frankston (South-Eastern Metropolitan)	18-20	0		4
Frankston (South-Eastern Metropolitan)	18-20	0	Both	118
Frankston (South-Eastern Metropolitan)	18-20	0	Father only	35
Frankston (South-Eastern Metropolitan)	18-20	0	Mother only	33
Frankston (South-Eastern Metropolitan)	18-20	0	Neither	47
Frankston (South-Eastern Metropolitan)	18-20	1	Both	260
Frankston (South-Eastern Metropolitan)	18-20	1	Father only	51
Frankston (South-Eastern Metropolitan)	18-20	1	Mother only	56
Frankston (South-Eastern Metropolitan)	18-20	1	Neither	134
Frankston (South-Eastern Metropolitan)	21-24	0	Both	57
Frankston (South-Eastern Metropolitan)	21-24	0	Father only	19
Frankston (South-Eastern Metropolitan)	21-24	0	Mother only	7
Frankston (South-Eastern Metropolitan)	21-24	0	Neither	21
Frankston (South-Eastern Metropolitan)	21-24	1	Both	120
Frankston (South-Eastern Metropolitan)	21-24	1	Father only	22
Frankston (South-Eastern Metropolitan)	21-24	1	Mother only	27
Frankston (South-Eastern Metropolitan)	21-24	1	Neither	62
Geelong (Western Victoria)	0-4	0		22
Geelong (Western Victoria)	0-4	0	Both	280
Geelong (Western Victoria)	0-4	0	Father only	17
Geelong (Western Victoria)	0-4	0	Mother only	23
Geelong (Western Victoria)	0-4	0	Neither	26
Geelong (Western Victoria)	0-4	1		4
Geelong (Western Victoria)	0-4	1	Both	2270
Geelong (Western Victoria)	0-4	1	Father only	269
Geelong (Western Victoria)	0-4	1	Mother only	244
Geelong (Western Victoria)	0-4	1	Neither	367
Geelong (Western Victoria)	5-9	0		21
Geelong (Western Victoria)	5-9	0	Both	479
Geelong (Western Victoria)	5-9	0	Father only	45
Geelong (Western Victoria)	5-9	0	Mother only	77
Geelong (Western Victoria)	5-9	0	Neither	42
Geelong (Western Victoria)	5-9	1		10
Geelong (Western Victoria)	5-9	1	Both	2086
Geelong (Western Victoria)	5-9	1	Father only	241
Geelong (Western Victoria)	5-9	1	Mother only	252
Geelong (Western Victoria)	5-9	1	Neither	306
Geelong (Western Victoria)	10-12	0		11
Geelong (Western Victoria)	10-12	0	Both	340
Geelong (Western Victoria)	10-12	0	Father only	22
Geelong (Western Victoria)	10-12	0	Mother only	59
Geelong (Western Victoria)	10-12	0	Neither	32
Geelong (Western Victoria)	10-12	1		11
Geelong (Western Victoria)	10-12	1	Both	1123
Geelong (Western Victoria)	10-12	1	Father only	117
Geelong (Western Victoria)	10-12	1	Mother only	111
Geelong (Western Victoria)	10-12	1	Neither	123
Geelong (Western Victoria)	13-14	0		7
Geelong (Western Victoria)	13-14	0	Both	260
Geelong (Western Victoria)	13-14	0	Father only	21
Geelong (Western Victoria)	13-14	0	Mother only	36
Geelong (Western Victoria)	13-14	0	Neither	20
Geelong (Western Victoria)	13-14	1		4
Geelong (Western Victoria)	13-14	1	Both	767
Geelong (Western Victoria)	13-14	1	Father only	69
Geelong (Western Victoria)	13-14	1	Mother only	78
Geelong (Western Victoria)	13-14	1	Neither	84
Geelong (Western Victoria)	15-17	0		7
Geelong (Western Victoria)	15-17	0	Both	344
Geelong (Western Victoria)	15-17	0	Father only	26
Geelong (Western Victoria)	15-17	0	Mother only	56
Geelong (Western Victoria)	15-17	0	Neither	32
Geelong (Western Victoria)	15-17	1	Both	957
Geelong (Western Victoria)	15-17	1	Father only	78
Geelong (Western Victoria)	15-17	1	Mother only	97
Geelong (Western Victoria)	15-17	1	Neither	85
Geelong (Western Victoria)	18-20	0		4
Geelong (Western Victoria)	18-20	0	Both	132
Geelong (Western Victoria)	18-20	0	Father only	17
Geelong (Western Victoria)	18-20	0	Mother only	19
Geelong (Western Victoria)	18-20	0	Neither	13
Geelong (Western Victoria)	18-20	1	Both	399
Geelong (Western Victoria)	18-20	1	Father only	30
Geelong (Western Victoria)	18-20	1	Mother only	56
Geelong (Western Victoria)	18-20	1	Neither	54
Geelong (Western Victoria)	21-24	0	Both	64
Geelong (Western Victoria)	21-24	0	Father only	10
Geelong (Western Victoria)	21-24	0	Mother only	7
Geelong (Western Victoria)	21-24	0	Neither	9
Geelong (Western Victoria)	21-24	1	Both	190
Geelong (Western Victoria)	21-24	1	Father only	15
Geelong (Western Victoria)	21-24	1	Mother only	19
Geelong (Western Victoria)	21-24	1	Neither	16
Gembrook (Eastern Victoria)	0-4	0		17
Gembrook (Eastern Victoria)	0-4	0	Both	393
Gembrook (Eastern Victoria)	0-4	0	Father only	28
Gembrook (Eastern Victoria)	0-4	0	Mother only	77
Gembrook (Eastern Victoria)	0-4	0	Neither	81
Gembrook (Eastern Victoria)	0-4	1		27
Gembrook (Eastern Victoria)	0-4	1	Both	2937
Gembrook (Eastern Victoria)	0-4	1	Father only	355
Gembrook (Eastern Victoria)	0-4	1	Mother only	431
Gembrook (Eastern Victoria)	0-4	1	Neither	1444
Gembrook (Eastern Victoria)	5-9	0		14
Gembrook (Eastern Victoria)	5-9	0	Both	596
Gembrook (Eastern Victoria)	5-9	0	Father only	64
Gembrook (Eastern Victoria)	5-9	0	Mother only	100
Gembrook (Eastern Victoria)	5-9	0	Neither	151
Gembrook (Eastern Victoria)	5-9	1		21
Gembrook (Eastern Victoria)	5-9	1	Both	2711
Gembrook (Eastern Victoria)	5-9	1	Father only	368
Gembrook (Eastern Victoria)	5-9	1	Mother only	415
Gembrook (Eastern Victoria)	5-9	1	Neither	1458
Gembrook (Eastern Victoria)	10-12	0		12
Gembrook (Eastern Victoria)	10-12	0	Both	361
Gembrook (Eastern Victoria)	10-12	0	Father only	40
Gembrook (Eastern Victoria)	10-12	0	Mother only	69
Gembrook (Eastern Victoria)	10-12	0	Neither	95
Gembrook (Eastern Victoria)	10-12	1		11
Gembrook (Eastern Victoria)	10-12	1	Both	1549
Gembrook (Eastern Victoria)	10-12	1	Father only	193
Gembrook (Eastern Victoria)	10-12	1	Mother only	208
Gembrook (Eastern Victoria)	10-12	1	Neither	729
Gembrook (Eastern Victoria)	13-14	0		7
Gembrook (Eastern Victoria)	13-14	0	Both	264
Gembrook (Eastern Victoria)	13-14	0	Father only	39
Gembrook (Eastern Victoria)	13-14	0	Mother only	46
Gembrook (Eastern Victoria)	13-14	0	Neither	61
Gembrook (Eastern Victoria)	13-14	1		6
Gembrook (Eastern Victoria)	13-14	1	Both	969
Gembrook (Eastern Victoria)	13-14	1	Father only	132
Gembrook (Eastern Victoria)	13-14	1	Mother only	144
Gembrook (Eastern Victoria)	13-14	1	Neither	441
Gembrook (Eastern Victoria)	15-17	0		10
Gembrook (Eastern Victoria)	15-17	0	Both	355
Gembrook (Eastern Victoria)	15-17	0	Father only	49
Gembrook (Eastern Victoria)	15-17	0	Mother only	61
Gembrook (Eastern Victoria)	15-17	0	Neither	87
Gembrook (Eastern Victoria)	15-17	1		8
Gembrook (Eastern Victoria)	15-17	1	Both	1310
Gembrook (Eastern Victoria)	15-17	1	Father only	148
Gembrook (Eastern Victoria)	15-17	1	Mother only	205
Gembrook (Eastern Victoria)	15-17	1	Neither	553
Gembrook (Eastern Victoria)	18-20	0		6
Gembrook (Eastern Victoria)	18-20	0	Both	147
Gembrook (Eastern Victoria)	18-20	0	Father only	20
Gembrook (Eastern Victoria)	18-20	0	Mother only	34
Gembrook (Eastern Victoria)	18-20	0	Neither	52
Gembrook (Eastern Victoria)	18-20	1	Both	575
Gembrook (Eastern Victoria)	18-20	1	Father only	95
Gembrook (Eastern Victoria)	18-20	1	Mother only	113
Gembrook (Eastern Victoria)	18-20	1	Neither	332
Gembrook (Eastern Victoria)	21-24	0	Both	84
Gembrook (Eastern Victoria)	21-24	0	Father only	7
Gembrook (Eastern Victoria)	21-24	0	Mother only	14
Gembrook (Eastern Victoria)	21-24	0	Neither	34
Gembrook (Eastern Victoria)	21-24	1	Both	248
Gembrook (Eastern Victoria)	21-24	1	Father only	48
Gembrook (Eastern Victoria)	21-24	1	Mother only	57
Gembrook (Eastern Victoria)	21-24	1	Neither	177
Gippsland East (Eastern Victoria)	0-4	0		15
Gippsland East (Eastern Victoria)	0-4	0	Both	408
Gippsland East (Eastern Victoria)	0-4	0	Father only	9
Gippsland East (Eastern Victoria)	0-4	0	Mother only	20
Gippsland East (Eastern Victoria)	0-4	0	Neither	7
Gippsland East (Eastern Victoria)	0-4	1		5
Gippsland East (Eastern Victoria)	0-4	1	Both	1940
Gippsland East (Eastern Victoria)	0-4	1	Father only	131
Gippsland East (Eastern Victoria)	0-4	1	Mother only	110
Gippsland East (Eastern Victoria)	0-4	1	Neither	111
Gippsland East (Eastern Victoria)	5-9	0		26
Gippsland East (Eastern Victoria)	5-9	0	Both	598
Gippsland East (Eastern Victoria)	5-9	0	Father only	19
Gippsland East (Eastern Victoria)	5-9	0	Mother only	43
Gippsland East (Eastern Victoria)	5-9	0	Neither	18
Gippsland East (Eastern Victoria)	5-9	1		17
Gippsland East (Eastern Victoria)	5-9	1	Both	2039
Gippsland East (Eastern Victoria)	5-9	1	Father only	134
Gippsland East (Eastern Victoria)	5-9	1	Mother only	108
Gippsland East (Eastern Victoria)	5-9	1	Neither	143
Gippsland East (Eastern Victoria)	10-12	0		16
Gippsland East (Eastern Victoria)	10-12	0	Both	399
Gippsland East (Eastern Victoria)	10-12	0	Father only	20
Gippsland East (Eastern Victoria)	10-12	0	Mother only	24
Gippsland East (Eastern Victoria)	10-12	0	Neither	5
Gippsland East (Eastern Victoria)	10-12	1		9
Gippsland East (Eastern Victoria)	10-12	1	Both	1246
Gippsland East (Eastern Victoria)	10-12	1	Father only	86
Gippsland East (Eastern Victoria)	10-12	1	Mother only	67
Gippsland East (Eastern Victoria)	10-12	1	Neither	77
Gippsland East (Eastern Victoria)	13-14	0		14
Gippsland East (Eastern Victoria)	13-14	0	Both	321
Gippsland East (Eastern Victoria)	13-14	0	Father only	18
Gippsland East (Eastern Victoria)	13-14	0	Mother only	23
Gippsland East (Eastern Victoria)	13-14	0	Neither	5
Gippsland East (Eastern Victoria)	13-14	1		3
Gippsland East (Eastern Victoria)	13-14	1	Both	812
Gippsland East (Eastern Victoria)	13-14	1	Father only	57
Gippsland East (Eastern Victoria)	13-14	1	Mother only	42
Gippsland East (Eastern Victoria)	13-14	1	Neither	40
Gippsland East (Eastern Victoria)	15-17	0		6
Gippsland East (Eastern Victoria)	15-17	0	Both	344
Gippsland East (Eastern Victoria)	15-17	0	Father only	15
Gippsland East (Eastern Victoria)	15-17	0	Mother only	21
Gippsland East (Eastern Victoria)	15-17	0	Neither	9
Gippsland East (Eastern Victoria)	15-17	1		6
Gippsland East (Eastern Victoria)	15-17	1	Both	955
Gippsland East (Eastern Victoria)	15-17	1	Father only	44
Gippsland East (Eastern Victoria)	15-17	1	Mother only	70
Gippsland East (Eastern Victoria)	15-17	1	Neither	55
Gippsland East (Eastern Victoria)	18-20	0	Both	49
Gippsland East (Eastern Victoria)	18-20	0	Father only	3
Gippsland East (Eastern Victoria)	18-20	0	Mother only	4
Gippsland East (Eastern Victoria)	18-20	0	Neither	5
Gippsland East (Eastern Victoria)	18-20	1	Both	206
Gippsland East (Eastern Victoria)	18-20	1	Father only	5
Gippsland East (Eastern Victoria)	18-20	1	Mother only	7
Gippsland East (Eastern Victoria)	18-20	1	Neither	11
Gippsland East (Eastern Victoria)	21-24	0	Both	8
Gippsland East (Eastern Victoria)	21-24	0	Father only	4
Gippsland East (Eastern Victoria)	21-24	1	Both	44
Gippsland East (Eastern Victoria)	21-24	1	Father only	9
Gippsland East (Eastern Victoria)	21-24	1	Mother only	5
Gippsland East (Eastern Victoria)	21-24	1	Neither	12
Gippsland South (Eastern Victoria)	0-4	0		12
Gippsland South (Eastern Victoria)	0-4	0	Both	353
Gippsland South (Eastern Victoria)	0-4	0	Father only	9
Gippsland South (Eastern Victoria)	0-4	0	Mother only	11
Gippsland South (Eastern Victoria)	0-4	0	Neither	8
Gippsland South (Eastern Victoria)	0-4	1		17
Gippsland South (Eastern Victoria)	0-4	1	Both	1872
Gippsland South (Eastern Victoria)	0-4	1	Father only	164
Gippsland South (Eastern Victoria)	0-4	1	Mother only	122
Gippsland South (Eastern Victoria)	0-4	1	Neither	124
Gippsland South (Eastern Victoria)	5-9	0		19
Gippsland South (Eastern Victoria)	5-9	0	Both	528
Gippsland South (Eastern Victoria)	5-9	0	Father only	25
Gippsland South (Eastern Victoria)	5-9	0	Mother only	45
Gippsland South (Eastern Victoria)	5-9	0	Neither	17
Gippsland South (Eastern Victoria)	5-9	1		23
Gippsland South (Eastern Victoria)	5-9	1	Both	2003
Gippsland South (Eastern Victoria)	5-9	1	Father only	150
Gippsland South (Eastern Victoria)	5-9	1	Mother only	160
Gippsland South (Eastern Victoria)	5-9	1	Neither	130
Gippsland South (Eastern Victoria)	10-12	0		9
Gippsland South (Eastern Victoria)	10-12	0	Both	349
Gippsland South (Eastern Victoria)	10-12	0	Father only	15
Gippsland South (Eastern Victoria)	10-12	0	Mother only	33
Gippsland South (Eastern Victoria)	10-12	0	Neither	10
Gippsland South (Eastern Victoria)	10-12	1		10
Gippsland South (Eastern Victoria)	10-12	1	Both	1260
Gippsland South (Eastern Victoria)	10-12	1	Father only	91
Gippsland South (Eastern Victoria)	10-12	1	Mother only	102
Gippsland South (Eastern Victoria)	10-12	1	Neither	97
Gippsland South (Eastern Victoria)	13-14	0		4
Gippsland South (Eastern Victoria)	13-14	0	Both	267
Gippsland South (Eastern Victoria)	13-14	0	Father only	15
Gippsland South (Eastern Victoria)	13-14	0	Mother only	32
Gippsland South (Eastern Victoria)	13-14	0	Neither	15
Gippsland South (Eastern Victoria)	13-14	1		9
Gippsland South (Eastern Victoria)	13-14	1	Both	849
Gippsland South (Eastern Victoria)	13-14	1	Father only	58
Gippsland South (Eastern Victoria)	13-14	1	Mother only	63
Gippsland South (Eastern Victoria)	13-14	1	Neither	41
Gippsland South (Eastern Victoria)	15-17	0		14
Gippsland South (Eastern Victoria)	15-17	0	Both	297
Gippsland South (Eastern Victoria)	15-17	0	Father only	14
Gippsland South (Eastern Victoria)	15-17	0	Mother only	29
Gippsland South (Eastern Victoria)	15-17	0	Neither	14
Gippsland South (Eastern Victoria)	15-17	1		8
Gippsland South (Eastern Victoria)	15-17	1	Both	1068
Gippsland South (Eastern Victoria)	15-17	1	Father only	68
Gippsland South (Eastern Victoria)	15-17	1	Mother only	81
Gippsland South (Eastern Victoria)	15-17	1	Neither	71
Gippsland South (Eastern Victoria)	18-20	0		6
Gippsland South (Eastern Victoria)	18-20	0	Both	70
Gippsland South (Eastern Victoria)	18-20	0	Father only	3
Gippsland South (Eastern Victoria)	18-20	0	Mother only	3
Gippsland South (Eastern Victoria)	18-20	0	Neither	7
Gippsland South (Eastern Victoria)	18-20	1	Both	282
Gippsland South (Eastern Victoria)	18-20	1	Father only	15
Gippsland South (Eastern Victoria)	18-20	1	Mother only	13
Gippsland South (Eastern Victoria)	18-20	1	Neither	19
Gippsland South (Eastern Victoria)	21-24	0	Both	27
Gippsland South (Eastern Victoria)	21-24	0	Neither	5
Gippsland South (Eastern Victoria)	21-24	1	Both	75
Gippsland South (Eastern Victoria)	21-24	1	Neither	3
Hastings (Eastern Victoria)	0-4	0		27
Hastings (Eastern Victoria)	0-4	0	Both	400
Hastings (Eastern Victoria)	0-4	0	Father only	19
Hastings (Eastern Victoria)	0-4	0	Mother only	48
Hastings (Eastern Victoria)	0-4	0	Neither	20
Hastings (Eastern Victoria)	0-4	1		15
Hastings (Eastern Victoria)	0-4	1	Both	2894
Hastings (Eastern Victoria)	0-4	1	Father only	283
Hastings (Eastern Victoria)	0-4	1	Mother only	294
Hastings (Eastern Victoria)	0-4	1	Neither	142
Hastings (Eastern Victoria)	5-9	0		13
Hastings (Eastern Victoria)	5-9	0	Both	635
Hastings (Eastern Victoria)	5-9	0	Father only	48
Hastings (Eastern Victoria)	5-9	0	Mother only	68
Hastings (Eastern Victoria)	5-9	0	Neither	32
Hastings (Eastern Victoria)	5-9	1		14
Hastings (Eastern Victoria)	5-9	1	Both	2667
Hastings (Eastern Victoria)	5-9	1	Father only	270
Hastings (Eastern Victoria)	5-9	1	Mother only	291
Hastings (Eastern Victoria)	5-9	1	Neither	217
Hastings (Eastern Victoria)	10-12	0		12
Hastings (Eastern Victoria)	10-12	0	Both	408
Hastings (Eastern Victoria)	10-12	0	Father only	38
Hastings (Eastern Victoria)	10-12	0	Mother only	52
Hastings (Eastern Victoria)	10-12	0	Neither	30
Hastings (Eastern Victoria)	10-12	1		9
Hastings (Eastern Victoria)	10-12	1	Both	1514
Hastings (Eastern Victoria)	10-12	1	Father only	160
Hastings (Eastern Victoria)	10-12	1	Mother only	174
Hastings (Eastern Victoria)	10-12	1	Neither	126
Hastings (Eastern Victoria)	13-14	0		12
Hastings (Eastern Victoria)	13-14	0	Both	320
Hastings (Eastern Victoria)	13-14	0	Father only	37
Hastings (Eastern Victoria)	13-14	0	Mother only	40
Hastings (Eastern Victoria)	13-14	0	Neither	29
Hastings (Eastern Victoria)	13-14	1		7
Hastings (Eastern Victoria)	13-14	1	Both	980
Hastings (Eastern Victoria)	13-14	1	Father only	117
Hastings (Eastern Victoria)	13-14	1	Mother only	122
Hastings (Eastern Victoria)	13-14	1	Neither	107
Hastings (Eastern Victoria)	15-17	0		4
Hastings (Eastern Victoria)	15-17	0	Both	388
Hastings (Eastern Victoria)	15-17	0	Father only	36
Hastings (Eastern Victoria)	15-17	0	Mother only	62
Hastings (Eastern Victoria)	15-17	0	Neither	30
Hastings (Eastern Victoria)	15-17	1		3
Hastings (Eastern Victoria)	15-17	1	Both	1177
Hastings (Eastern Victoria)	15-17	1	Father only	128
Hastings (Eastern Victoria)	15-17	1	Mother only	172
Hastings (Eastern Victoria)	15-17	1	Neither	150
Hastings (Eastern Victoria)	18-20	0	Both	136
Hastings (Eastern Victoria)	18-20	0	Father only	13
Hastings (Eastern Victoria)	18-20	0	Mother only	26
Hastings (Eastern Victoria)	18-20	0	Neither	23
Hastings (Eastern Victoria)	18-20	1	Both	402
Hastings (Eastern Victoria)	18-20	1	Father only	48
Hastings (Eastern Victoria)	18-20	1	Mother only	57
Hastings (Eastern Victoria)	18-20	1	Neither	72
Hastings (Eastern Victoria)	21-24	0	Both	49
Hastings (Eastern Victoria)	21-24	0	Father only	4
Hastings (Eastern Victoria)	21-24	0	Mother only	8
Hastings (Eastern Victoria)	21-24	0	Neither	3
Hastings (Eastern Victoria)	21-24	1	Both	203
Hastings (Eastern Victoria)	21-24	1	Father only	23
Hastings (Eastern Victoria)	21-24	1	Mother only	30
Hastings (Eastern Victoria)	21-24	1	Neither	37
Hawthorn (Southern Metropolitan)	0-4	0		19
Hawthorn (Southern Metropolitan)	0-4	0	Both	47
Hawthorn (Southern Metropolitan)	0-4	0	Father only	18
Hawthorn (Southern Metropolitan)	0-4	0	Mother only	27
Hawthorn (Southern Metropolitan)	0-4	0	Neither	42
Hawthorn (Southern Metropolitan)	0-4	1	Both	1147
Hawthorn (Southern Metropolitan)	0-4	1	Father only	288
Hawthorn (Southern Metropolitan)	0-4	1	Mother only	238
Hawthorn (Southern Metropolitan)	0-4	1	Neither	680
Hawthorn (Southern Metropolitan)	5-9	0		10
Hawthorn (Southern Metropolitan)	5-9	0	Both	112
Hawthorn (Southern Metropolitan)	5-9	0	Father only	37
Hawthorn (Southern Metropolitan)	5-9	0	Mother only	40
Hawthorn (Southern Metropolitan)	5-9	0	Neither	133
Hawthorn (Southern Metropolitan)	5-9	1		7
Hawthorn (Southern Metropolitan)	5-9	1	Both	1204
Hawthorn (Southern Metropolitan)	5-9	1	Father only	348
Hawthorn (Southern Metropolitan)	5-9	1	Mother only	286
Hawthorn (Southern Metropolitan)	5-9	1	Neither	874
Hawthorn (Southern Metropolitan)	10-12	0	Both	111
Hawthorn (Southern Metropolitan)	10-12	0	Father only	19
Hawthorn (Southern Metropolitan)	10-12	0	Mother only	40
Hawthorn (Southern Metropolitan)	10-12	0	Neither	79
Hawthorn (Southern Metropolitan)	10-12	1		5
Hawthorn (Southern Metropolitan)	10-12	1	Both	926
Hawthorn (Southern Metropolitan)	10-12	1	Father only	232
Hawthorn (Southern Metropolitan)	10-12	1	Mother only	198
Hawthorn (Southern Metropolitan)	10-12	1	Neither	427
Hawthorn (Southern Metropolitan)	13-14	0		4
Hawthorn (Southern Metropolitan)	13-14	0	Both	97
Hawthorn (Southern Metropolitan)	13-14	0	Father only	22
Hawthorn (Southern Metropolitan)	13-14	0	Mother only	20
Hawthorn (Southern Metropolitan)	13-14	0	Neither	52
Hawthorn (Southern Metropolitan)	13-14	1		6
Hawthorn (Southern Metropolitan)	13-14	1	Both	690
Hawthorn (Southern Metropolitan)	13-14	1	Father only	148
Hawthorn (Southern Metropolitan)	13-14	1	Mother only	116
Hawthorn (Southern Metropolitan)	13-14	1	Neither	282
Hawthorn (Southern Metropolitan)	15-17	0	Both	133
Hawthorn (Southern Metropolitan)	15-17	0	Father only	28
Hawthorn (Southern Metropolitan)	15-17	0	Mother only	36
Hawthorn (Southern Metropolitan)	15-17	0	Neither	105
Hawthorn (Southern Metropolitan)	15-17	1	Both	1055
Hawthorn (Southern Metropolitan)	15-17	1	Father only	190
Hawthorn (Southern Metropolitan)	15-17	1	Mother only	180
Hawthorn (Southern Metropolitan)	15-17	1	Neither	325
Hawthorn (Southern Metropolitan)	18-20	0	Both	109
Hawthorn (Southern Metropolitan)	18-20	0	Father only	20
Hawthorn (Southern Metropolitan)	18-20	0	Mother only	35
Hawthorn (Southern Metropolitan)	18-20	0	Neither	67
Hawthorn (Southern Metropolitan)	18-20	1	Both	793
Hawthorn (Southern Metropolitan)	18-20	1	Father only	135
Hawthorn (Southern Metropolitan)	18-20	1	Mother only	134
Hawthorn (Southern Metropolitan)	18-20	1	Neither	229
Hawthorn (Southern Metropolitan)	21-24	0	Both	67
Hawthorn (Southern Metropolitan)	21-24	0	Father only	9
Hawthorn (Southern Metropolitan)	21-24	0	Mother only	25
Hawthorn (Southern Metropolitan)	21-24	0	Neither	53
Hawthorn (Southern Metropolitan)	21-24	1	Both	430
Hawthorn (Southern Metropolitan)	21-24	1	Father only	66
Hawthorn (Southern Metropolitan)	21-24	1	Mother only	75
Hawthorn (Southern Metropolitan)	21-24	1	Neither	141
Ivanhoe (Eastern Metropolitan)	0-4	0		7
Ivanhoe (Eastern Metropolitan)	0-4	0	Both	137
Ivanhoe (Eastern Metropolitan)	0-4	0	Father only	12
Ivanhoe (Eastern Metropolitan)	0-4	0	Mother only	41
Ivanhoe (Eastern Metropolitan)	0-4	0	Neither	58
Ivanhoe (Eastern Metropolitan)	0-4	1		16
Ivanhoe (Eastern Metropolitan)	0-4	1	Both	1600
Ivanhoe (Eastern Metropolitan)	0-4	1	Father only	375
Ivanhoe (Eastern Metropolitan)	0-4	1	Mother only	301
Ivanhoe (Eastern Metropolitan)	0-4	1	Neither	896
Ivanhoe (Eastern Metropolitan)	5-9	0		9
Ivanhoe (Eastern Metropolitan)	5-9	0	Both	226
Ivanhoe (Eastern Metropolitan)	5-9	0	Father only	35
Ivanhoe (Eastern Metropolitan)	5-9	0	Mother only	47
Ivanhoe (Eastern Metropolitan)	5-9	0	Neither	116
Ivanhoe (Eastern Metropolitan)	5-9	1		13
Ivanhoe (Eastern Metropolitan)	5-9	1	Both	1663
Ivanhoe (Eastern Metropolitan)	5-9	1	Father only	389
Ivanhoe (Eastern Metropolitan)	5-9	1	Mother only	357
Ivanhoe (Eastern Metropolitan)	5-9	1	Neither	1047
