SA4_NAME21	Age5yr	ChildrenEverBorn	females
Sydney - Northern Beaches	60-64	0	1136
Sydney - Northern Beaches	60-64	1	1039
Sydney - Northern Beaches	60-64	2	3011
Sydney - Northern Beaches	60-64	3	1572
Sydney - Northern Beaches	60-64	4	445
Sydney - Northern Beaches	60-64	5	99
Sydney - Northern Beaches	60-64	6	37
Sydney - Northern Beaches	65-69		234
Sydney - Northern Beaches	65-69	0	902
Sydney - Northern Beaches	65-69	1	813
Sydney - Northern Beaches	65-69	2	2613
Sydney - Northern Beaches	65-69	3	1421
Sydney - Northern Beaches	65-69	4	465
Sydney - Northern Beaches	65-69	5	96
Sydney - Northern Beaches	65-69	6	40
Sydney - Northern Beaches	70-74		242
Sydney - Northern Beaches	70-74	0	688
Sydney - Northern Beaches	70-74	1	675
Sydney - Northern Beaches	70-74	2	2566
Sydney - Northern Beaches	70-74	3	1383
Sydney - Northern Beaches	70-74	4	427
Sydney - Northern Beaches	70-74	5	112
Sydney - Northern Beaches	70-74	6	34
Sydney - Northern Beaches	75-79		301
Sydney - Northern Beaches	75-79	0	468
Sydney - Northern Beaches	75-79	1	507
Sydney - Northern Beaches	75-79	2	2100
Sydney - Northern Beaches	75-79	3	1305
Sydney - Northern Beaches	75-79	4	479
Sydney - Northern Beaches	75-79	5	102
Sydney - Northern Beaches	75-79	6	46
Sydney - Northern Beaches	80-84		289
Sydney - Northern Beaches	80-84	0	260
Sydney - Northern Beaches	80-84	1	294
Sydney - Northern Beaches	80-84	2	1301
Sydney - Northern Beaches	80-84	3	924
Sydney - Northern Beaches	80-84	4	385
Sydney - Northern Beaches	80-84	5	141
Sydney - Northern Beaches	80-84	6	52
Sydney - Northern Beaches	85+		648
Sydney - Northern Beaches	85+	0	314
Sydney - Northern Beaches	85+	1	360
Sydney - Northern Beaches	85+	2	1201
Sydney - Northern Beaches	85+	3	1077
Sydney - Northern Beaches	85+	4	524
Sydney - Northern Beaches	85+	5	223
Sydney - Northern Beaches	85+	6	146
Sydney - Outer South West	15-19		773
Sydney - Outer South West	15-19	0	8533
Sydney - Outer South West	15-19	1	66
Sydney - Outer South West	15-19	2	4
Sydney - Outer South West	20-24		672
Sydney - Outer South West	20-24	0	7359
Sydney - Outer South West	20-24	1	689
Sydney - Outer South West	20-24	2	246
Sydney - Outer South West	20-24	3	44
Sydney - Outer South West	20-24	4	16
Sydney - Outer South West	20-24	5	4
Sydney - Outer South West	25-29		641
Sydney - Outer South West	25-29	0	5577
Sydney - Outer South West	25-29	1	1913
Sydney - Outer South West	25-29	2	1323
Sydney - Outer South West	25-29	3	451
Sydney - Outer South West	25-29	4	119
Sydney - Outer South West	25-29	5	22
Sydney - Outer South West	25-29	6	13
Sydney - Outer South West	30-34		649
Sydney - Outer South West	30-34	0	3284
Sydney - Outer South West	30-34	1	2610
Sydney - Outer South West	30-34	2	3194
Sydney - Outer South West	30-34	3	1264
Sydney - Outer South West	30-34	4	380
Sydney - Outer South West	30-34	5	103
Sydney - Outer South West	30-34	6	61
Sydney - Outer South West	35-39		630
Sydney - Outer South West	35-39	0	1845
Sydney - Outer South West	35-39	1	2185
Sydney - Outer South West	35-39	2	4299
Sydney - Outer South West	35-39	3	2026
Sydney - Outer South West	35-39	4	675
Sydney - Outer South West	35-39	5	210
Sydney - Outer South West	35-39	6	133
Sydney - Outer South West	40-44		487
Sydney - Outer South West	40-44	0	1174
Sydney - Outer South West	40-44	1	1419
Sydney - Outer South West	40-44	2	3689
Sydney - Outer South West	40-44	3	2103
Sydney - Outer South West	40-44	4	742
Sydney - Outer South West	40-44	5	269
Sydney - Outer South West	40-44	6	208
Sydney - Outer South West	45-49		463
Sydney - Outer South West	45-49	0	1115
Sydney - Outer South West	45-49	1	1308
Sydney - Outer South West	45-49	2	3524
Sydney - Outer South West	45-49	3	2022
Sydney - Outer South West	45-49	4	837
Sydney - Outer South West	45-49	5	305
Sydney - Outer South West	45-49	6	226
Sydney - Outer South West	50-54		374
Sydney - Outer South West	50-54	0	889
Sydney - Outer South West	50-54	1	1141
Sydney - Outer South West	50-54	2	3213
Sydney - Outer South West	50-54	3	1906
Sydney - Outer South West	50-54	4	778
Sydney - Outer South West	50-54	5	284
Sydney - Outer South West	50-54	6	175
Sydney - Outer South West	55-59		403
Sydney - Outer South West	55-59	0	838
Sydney - Outer South West	55-59	1	988
Sydney - Outer South West	55-59	2	3193
Sydney - Outer South West	55-59	3	2003
Sydney - Outer South West	55-59	4	827
Sydney - Outer South West	55-59	5	271
Sydney - Outer South West	55-59	6	193
Sydney - Outer South West	60-64		347
Sydney - Outer South West	60-64	0	711
Sydney - Outer South West	60-64	1	810
Sydney - Outer South West	60-64	2	2930
Sydney - Outer South West	60-64	3	1988
Sydney - Outer South West	60-64	4	838
Sydney - Outer South West	60-64	5	280
Sydney - Outer South West	60-64	6	181
Sydney - Outer South West	65-69		359
Sydney - Outer South West	65-69	0	540
Sydney - Outer South West	65-69	1	615
Sydney - Outer South West	65-69	2	2474
Sydney - Outer South West	65-69	3	1797
Sydney - Outer South West	65-69	4	752
Sydney - Outer South West	65-69	5	240
Sydney - Outer South West	65-69	6	150
Sydney - Outer South West	70-74		408
Sydney - Outer South West	70-74	0	390
Sydney - Outer South West	70-74	1	500
Sydney - Outer South West	70-74	2	2076
Sydney - Outer South West	70-74	3	1477
Sydney - Outer South West	70-74	4	608
Sydney - Outer South West	70-74	5	229
Sydney - Outer South West	70-74	6	138
Sydney - Outer South West	75-79		376
Sydney - Outer South West	75-79	0	221
Sydney - Outer South West	75-79	1	262
Sydney - Outer South West	75-79	2	1114
Sydney - Outer South West	75-79	3	947
Sydney - Outer South West	75-79	4	452
Sydney - Outer South West	75-79	5	181
Sydney - Outer South West	75-79	6	153
Sydney - Outer South West	80-84		327
Sydney - Outer South West	80-84	0	118
Sydney - Outer South West	80-84	1	146
Sydney - Outer South West	80-84	2	616
Sydney - Outer South West	80-84	3	556
Sydney - Outer South West	80-84	4	343
Sydney - Outer South West	80-84	5	144
Sydney - Outer South West	80-84	6	140
Sydney - Outer South West	85+		552
Sydney - Outer South West	85+	0	120
Sydney - Outer South West	85+	1	154
Sydney - Outer South West	85+	2	473
Sydney - Outer South West	85+	3	424
Sydney - Outer South West	85+	4	293
Sydney - Outer South West	85+	5	168
Sydney - Outer South West	85+	6	176
Sydney - Outer West and Blue Mountains	15-19		759
Sydney - Outer West and Blue Mountains	15-19	0	9049
Sydney - Outer West and Blue Mountains	15-19	1	64
Sydney - Outer West and Blue Mountains	15-19	2	13
Sydney - Outer West and Blue Mountains	20-24		829
Sydney - Outer West and Blue Mountains	20-24	0	8086
Sydney - Outer West and Blue Mountains	20-24	1	713
Sydney - Outer West and Blue Mountains	20-24	2	282
Sydney - Outer West and Blue Mountains	20-24	3	63
Sydney - Outer West and Blue Mountains	20-24	4	7
Sydney - Outer West and Blue Mountains	25-29		870
Sydney - Outer West and Blue Mountains	25-29	0	6490
Sydney - Outer West and Blue Mountains	25-29	1	1961
Sydney - Outer West and Blue Mountains	25-29	2	1362
Sydney - Outer West and Blue Mountains	25-29	3	433
Sydney - Outer West and Blue Mountains	25-29	4	111
Sydney - Outer West and Blue Mountains	25-29	5	27
Sydney - Outer West and Blue Mountains	25-29	6	16
Sydney - Outer West and Blue Mountains	30-34		764
Sydney - Outer West and Blue Mountains	30-34	0	3982
Sydney - Outer West and Blue Mountains	30-34	1	2739
Sydney - Outer West and Blue Mountains	30-34	2	3114
Sydney - Outer West and Blue Mountains	30-34	3	1177
Sydney - Outer West and Blue Mountains	30-34	4	365
Sydney - Outer West and Blue Mountains	30-34	5	87
Sydney - Outer West and Blue Mountains	30-34	6	47
Sydney - Outer West and Blue Mountains	35-39		726
Sydney - Outer West and Blue Mountains	35-39	0	2321
Sydney - Outer West and Blue Mountains	35-39	1	2163
Sydney - Outer West and Blue Mountains	35-39	2	4146
Sydney - Outer West and Blue Mountains	35-39	3	1949
Sydney - Outer West and Blue Mountains	35-39	4	632
Sydney - Outer West and Blue Mountains	35-39	5	190
Sydney - Outer West and Blue Mountains	35-39	6	133
Sydney - Outer West and Blue Mountains	40-44		607
Sydney - Outer West and Blue Mountains	40-44	0	1580
Sydney - Outer West and Blue Mountains	40-44	1	1577
Sydney - Outer West and Blue Mountains	40-44	2	3976
Sydney - Outer West and Blue Mountains	40-44	3	2112
Sydney - Outer West and Blue Mountains	40-44	4	795
Sydney - Outer West and Blue Mountains	40-44	5	245
Sydney - Outer West and Blue Mountains	40-44	6	160
Sydney - Outer West and Blue Mountains	45-49		561
Sydney - Outer West and Blue Mountains	45-49	0	1486
Sydney - Outer West and Blue Mountains	45-49	1	1469
Sydney - Outer West and Blue Mountains	45-49	2	3942
Sydney - Outer West and Blue Mountains	45-49	3	2196
Sydney - Outer West and Blue Mountains	45-49	4	898
Sydney - Outer West and Blue Mountains	45-49	5	237
Sydney - Outer West and Blue Mountains	45-49	6	191
Sydney - Outer West and Blue Mountains	50-54		491
Sydney - Outer West and Blue Mountains	50-54	0	1368
Sydney - Outer West and Blue Mountains	50-54	1	1415
Sydney - Outer West and Blue Mountains	50-54	2	3794
Sydney - Outer West and Blue Mountains	50-54	3	2259
Sydney - Outer West and Blue Mountains	50-54	4	844
Sydney - Outer West and Blue Mountains	50-54	5	299
Sydney - Outer West and Blue Mountains	50-54	6	178
Sydney - Outer West and Blue Mountains	55-59		454
Sydney - Outer West and Blue Mountains	55-59	0	1302
Sydney - Outer West and Blue Mountains	55-59	1	1186
Sydney - Outer West and Blue Mountains	55-59	2	3561
Sydney - Outer West and Blue Mountains	55-59	3	2253
Sydney - Outer West and Blue Mountains	55-59	4	862
Sydney - Outer West and Blue Mountains	55-59	5	275
Sydney - Outer West and Blue Mountains	55-59	6	156
Sydney - Outer West and Blue Mountains	60-64		370
Sydney - Outer West and Blue Mountains	60-64	0	1164
Sydney - Outer West and Blue Mountains	60-64	1	1115
Sydney - Outer West and Blue Mountains	60-64	2	3528
Sydney - Outer West and Blue Mountains	60-64	3	2485
Sydney - Outer West and Blue Mountains	60-64	4	973
Sydney - Outer West and Blue Mountains	60-64	5	292
Sydney - Outer West and Blue Mountains	60-64	6	163
Sydney - Outer West and Blue Mountains	65-69		409
Sydney - Outer West and Blue Mountains	65-69	0	958
Sydney - Outer West and Blue Mountains	65-69	1	861
Sydney - Outer West and Blue Mountains	65-69	2	3063
Sydney - Outer West and Blue Mountains	65-69	3	2105
Sydney - Outer West and Blue Mountains	65-69	4	862
Sydney - Outer West and Blue Mountains	65-69	5	249
Sydney - Outer West and Blue Mountains	65-69	6	160
Sydney - Outer West and Blue Mountains	70-74		414
Sydney - Outer West and Blue Mountains	70-74	0	673
Sydney - Outer West and Blue Mountains	70-74	1	695
Sydney - Outer West and Blue Mountains	70-74	2	2697
Sydney - Outer West and Blue Mountains	70-74	3	1923
Sydney - Outer West and Blue Mountains	70-74	4	796
Sydney - Outer West and Blue Mountains	70-74	5	250
Sydney - Outer West and Blue Mountains	70-74	6	142
Sydney - Outer West and Blue Mountains	75-79		436
Sydney - Outer West and Blue Mountains	75-79	0	420
Sydney - Outer West and Blue Mountains	75-79	1	387
Sydney - Outer West and Blue Mountains	75-79	2	1667
Sydney - Outer West and Blue Mountains	75-79	3	1179
Sydney - Outer West and Blue Mountains	75-79	4	570
Sydney - Outer West and Blue Mountains	75-79	5	211
Sydney - Outer West and Blue Mountains	75-79	6	151
Sydney - Outer West and Blue Mountains	80-84		402
Sydney - Outer West and Blue Mountains	80-84	0	250
Sydney - Outer West and Blue Mountains	80-84	1	248
Sydney - Outer West and Blue Mountains	80-84	2	790
Sydney - Outer West and Blue Mountains	80-84	3	783
Sydney - Outer West and Blue Mountains	80-84	4	416
Sydney - Outer West and Blue Mountains	80-84	5	213
Sydney - Outer West and Blue Mountains	80-84	6	191
Sydney - Outer West and Blue Mountains	85+		704
Sydney - Outer West and Blue Mountains	85+	0	234
Sydney - Outer West and Blue Mountains	85+	1	256
Sydney - Outer West and Blue Mountains	85+	2	721
Sydney - Outer West and Blue Mountains	85+	3	574
Sydney - Outer West and Blue Mountains	85+	4	406
Sydney - Outer West and Blue Mountains	85+	5	234
Sydney - Outer West and Blue Mountains	85+	6	247
Sydney - Parramatta	15-19		1266
Sydney - Parramatta	15-19	0	10807
Sydney - Parramatta	15-19	1	27
Sydney - Parramatta	15-19	2	7
Sydney - Parramatta	20-24		1709
Sydney - Parramatta	20-24	0	14069
Sydney - Parramatta	20-24	1	643
Sydney - Parramatta	20-24	2	234
Sydney - Parramatta	20-24	3	43
Sydney - Parramatta	20-24	4	5
Sydney - Parramatta	25-29		1996
Sydney - Parramatta	25-29	0	14519
Sydney - Parramatta	25-29	1	2684
Sydney - Parramatta	25-29	2	1371
Sydney - Parramatta	25-29	3	453
Sydney - Parramatta	25-29	4	119
Sydney - Parramatta	25-29	5	27
Sydney - Parramatta	25-29	6	14
Sydney - Parramatta	30-34		1707
Sydney - Parramatta	30-34	0	9281
Sydney - Parramatta	30-34	1	5834
Sydney - Parramatta	30-34	2	4170
Sydney - Parramatta	30-34	3	1403
Sydney - Parramatta	30-34	4	537
Sydney - Parramatta	30-34	5	145
Sydney - Parramatta	30-34	6	64
Sydney - Parramatta	35-39		1490
Sydney - Parramatta	35-39	0	4770
Sydney - Parramatta	35-39	1	4990
Sydney - Parramatta	35-39	2	6755
Sydney - Parramatta	35-39	3	2226
Sydney - Parramatta	35-39	4	902
Sydney - Parramatta	35-39	5	275
Sydney - Parramatta	35-39	6	172
Sydney - Parramatta	40-44		1103
Sydney - Parramatta	40-44	0	2824
Sydney - Parramatta	40-44	1	2961
Sydney - Parramatta	40-44	2	5449
Sydney - Parramatta	40-44	3	2300
Sydney - Parramatta	40-44	4	977
Sydney - Parramatta	40-44	5	395
Sydney - Parramatta	40-44	6	271
Sydney - Parramatta	45-49		902
Sydney - Parramatta	45-49	0	2418
Sydney - Parramatta	45-49	1	2392
Sydney - Parramatta	45-49	2	4828
Sydney - Parramatta	45-49	3	2177
Sydney - Parramatta	45-49	4	875
Sydney - Parramatta	45-49	5	396
Sydney - Parramatta	45-49	6	282
Sydney - Parramatta	50-54		804
Sydney - Parramatta	50-54	0	2057
Sydney - Parramatta	50-54	1	2335
Sydney - Parramatta	50-54	2	4556
Sydney - Parramatta	50-54	3	2072
Sydney - Parramatta	50-54	4	888
Sydney - Parramatta	50-54	5	397
Sydney - Parramatta	50-54	6	292
Sydney - Parramatta	55-59		738
Sydney - Parramatta	55-59	0	1789
Sydney - Parramatta	55-59	1	2343
Sydney - Parramatta	55-59	2	4464
Sydney - Parramatta	55-59	3	2107
Sydney - Parramatta	55-59	4	892
Sydney - Parramatta	55-59	5	345
Sydney - Parramatta	55-59	6	311
Sydney - Parramatta	60-64		695
Sydney - Parramatta	60-64	0	1450
Sydney - Parramatta	60-64	1	2303
Sydney - Parramatta	60-64	2	3795
Sydney - Parramatta	60-64	3	1948
Sydney - Parramatta	60-64	4	873
Sydney - Parramatta	60-64	5	350
Sydney - Parramatta	60-64	6	293
Sydney - Parramatta	65-69		594
Sydney - Parramatta	65-69	0	1141
Sydney - Parramatta	65-69	1	1764
Sydney - Parramatta	65-69	2	3096
Sydney - Parramatta	65-69	3	1803
Sydney - Parramatta	65-69	4	852
Sydney - Parramatta	65-69	5	315
Sydney - Parramatta	65-69	6	289
Sydney - Parramatta	70-74		519
Sydney - Parramatta	70-74	0	787
Sydney - Parramatta	70-74	1	985
Sydney - Parramatta	70-74	2	2621
Sydney - Parramatta	70-74	3	1683
Sydney - Parramatta	70-74	4	790
Sydney - Parramatta	70-74	5	294
Sydney - Parramatta	70-74	6	278
Sydney - Parramatta	75-79		457
Sydney - Parramatta	75-79	0	457
Sydney - Parramatta	75-79	1	542
Sydney - Parramatta	75-79	2	1866
Sydney - Parramatta	75-79	3	1288
Sydney - Parramatta	75-79	4	620
Sydney - Parramatta	75-79	5	265
Sydney - Parramatta	75-79	6	243
Sydney - Parramatta	80-84		452
Sydney - Parramatta	80-84	0	277
Sydney - Parramatta	80-84	1	328
Sydney - Parramatta	80-84	2	1229
Sydney - Parramatta	80-84	3	968
Sydney - Parramatta	80-84	4	506
Sydney - Parramatta	80-84	5	260
Sydney - Parramatta	80-84	6	298
Sydney - Parramatta	85+		809
Sydney - Parramatta	85+	0	303
Sydney - Parramatta	85+	1	355
Sydney - Parramatta	85+	2	1032
Sydney - Parramatta	85+	3	858
Sydney - Parramatta	85+	4	572
Sydney - Parramatta	85+	5	301
Sydney - Parramatta	85+	6	448
Sydney - Ryde	15-19		265
Sydney - Ryde	15-19	0	4738
Sydney - Ryde	15-19	1	3
Sydney - Ryde	20-24		403
Sydney - Ryde	20-24	0	5863
Sydney - Ryde	20-24	1	45
Sydney - Ryde	20-24	2	8
Sydney - Ryde	20-24	3	3
Sydney - Ryde	25-29		468
Sydney - Ryde	25-29	0	6474
Sydney - Ryde	25-29	1	508
Sydney - Ryde	25-29	2	151
Sydney - Ryde	25-29	3	28
Sydney - Ryde	25-29	4	3
Sydney - Ryde	30-34		437
Sydney - Ryde	30-34	0	5105
Sydney - Ryde	30-34	1	2009
Sydney - Ryde	30-34	2	1182
Sydney - Ryde	30-34	3	195
Sydney - Ryde	30-34	4	27
Sydney - Ryde	30-34	6	4
Sydney - Ryde	35-39		370
Sydney - Ryde	35-39	0	2647
Sydney - Ryde	35-39	1	2198
Sydney - Ryde	35-39	2	2939
Sydney - Ryde	35-39	3	604
Sydney - Ryde	35-39	4	101
Sydney - Ryde	35-39	5	19
Sydney - Ryde	35-39	6	5
Sydney - Ryde	40-44		250
Sydney - Ryde	40-44	0	1457
Sydney - Ryde	40-44	1	1600
Sydney - Ryde	40-44	2	3025
Sydney - Ryde	40-44	3	905
Sydney - Ryde	40-44	4	193
Sydney - Ryde	40-44	5	31
Sydney - Ryde	40-44	6	8
Sydney - Ryde	45-49		195
Sydney - Ryde	45-49	0	1165
Sydney - Ryde	45-49	1	1226
Sydney - Ryde	45-49	2	2805
Sydney - Ryde	45-49	3	934
Sydney - Ryde	45-49	4	221
Sydney - Ryde	45-49	5	41
Sydney - Ryde	45-49	6	19
Sydney - Ryde	50-54		196
Sydney - Ryde	50-54	0	1021
Sydney - Ryde	50-54	1	1279
Sydney - Ryde	50-54	2	2492
Sydney - Ryde	50-54	3	1023
Sydney - Ryde	50-54	4	217
Sydney - Ryde	50-54	5	36
Sydney - Ryde	50-54	6	21
Sydney - Ryde	55-59		196
Sydney - Ryde	55-59	0	914
Sydney - Ryde	55-59	1	1243
Sydney - Ryde	55-59	2	2521
Sydney - Ryde	55-59	3	989
Sydney - Ryde	55-59	4	222
Sydney - Ryde	55-59	5	52
Sydney - Ryde	55-59	6	16
Sydney - Ryde	60-64		201
Sydney - Ryde	60-64	0	826
Sydney - Ryde	60-64	1	1279
Sydney - Ryde	60-64	2	2092
Sydney - Ryde	60-64	3	984
Sydney - Ryde	60-64	4	268
Sydney - Ryde	60-64	5	68
Sydney - Ryde	60-64	6	27
Sydney - Ryde	65-69		177
Sydney - Ryde	65-69	0	668
Sydney - Ryde	65-69	1	1208
Sydney - Ryde	65-69	2	1809
Sydney - Ryde	65-69	3	862
Sydney - Ryde	65-69	4	275
Sydney - Ryde	65-69	5	66
Sydney - Ryde	65-69	6	41
Sydney - Ryde	70-74		187
Sydney - Ryde	70-74	0	484
Sydney - Ryde	70-74	1	649
Sydney - Ryde	70-74	2	1586
Sydney - Ryde	70-74	3	801
Sydney - Ryde	70-74	4	279
Sydney - Ryde	70-74	5	80
Sydney - Ryde	70-74	6	46
Sydney - Ryde	75-79		179
Sydney - Ryde	75-79	0	340
Sydney - Ryde	75-79	1	293
Sydney - Ryde	75-79	2	1096
Sydney - Ryde	75-79	3	620
Sydney - Ryde	75-79	4	272
Sydney - Ryde	75-79	5	86
Sydney - Ryde	75-79	6	38
Sydney - Ryde	80-84		217
Sydney - Ryde	80-84	0	219
Sydney - Ryde	80-84	1	187
Sydney - Ryde	80-84	2	755
Sydney - Ryde	80-84	3	606
Sydney - Ryde	80-84	4	315
Sydney - Ryde	80-84	5	97
Sydney - Ryde	80-84	6	76
Sydney - Ryde	85+		605
Sydney - Ryde	85+	0	278
Sydney - Ryde	85+	1	235
Sydney - Ryde	85+	2	717
Sydney - Ryde	85+	3	645
Sydney - Ryde	85+	4	382
Sydney - Ryde	85+	5	155
Sydney - Ryde	85+	6	151
Sydney - South West	15-19		1487
Sydney - South West	15-19	0	13982
Sydney - South West	15-19	1	53
Sydney - South West	15-19	2	12
Sydney - South West	20-24		1274
Sydney - South West	20-24	0	13516
Sydney - South West	20-24	1	798
Sydney - South West	20-24	2	307
Sydney - South West	20-24	3	68
Sydney - South West	20-24	4	11
Sydney - South West	20-24	5	3
Sydney - South West	20-24	6	9
Sydney - South West	25-29		1315
Sydney - South West	25-29	0	10475
Sydney - South West	25-29	1	2494
Sydney - South West	25-29	2	1769
Sydney - South West	25-29	3	627
Sydney - South West	25-29	4	155
Sydney - South West	25-29	5	44
Sydney - South West	25-29	6	14
Sydney - South West	30-34		1155
Sydney - South West	30-34	0	5820
Sydney - South West	30-34	1	3663
Sydney - South West	30-34	2	4575
Sydney - South West	30-34	3	1871
Sydney - South West	30-34	4	627
Sydney - South West	30-34	5	175
Sydney - South West	30-34	6	62
Sydney - South West	35-39		1115
Sydney - South West	35-39	0	2992
Sydney - South West	35-39	1	2891
Sydney - South West	35-39	2	5972
Sydney - South West	35-39	3	3141
Sydney - South West	35-39	4	1131
Sydney - South West	35-39	5	346
Sydney - South West	35-39	6	171
Sydney - South West	40-44		993
Sydney - South West	40-44	0	2010
Sydney - South West	40-44	1	2099
Sydney - South West	40-44	2	5387
Sydney - South West	40-44	3	3261
Sydney - South West	40-44	4	1399
Sydney - South West	40-44	5	480
Sydney - South West	40-44	6	302
Sydney - South West	45-49		837
Sydney - South West	45-49	0	1792
Sydney - South West	45-49	1	1944
Sydney - South West	45-49	2	5570
Sydney - South West	45-49	3	3269
Sydney - South West	45-49	4	1358
Sydney - South West	45-49	5	528
Sydney - South West	45-49	6	322
Sydney - South West	50-54		800
Sydney - South West	50-54	0	1812
Sydney - South West	50-54	1	1829
Sydney - South West	50-54	2	5198
Sydney - South West	50-54	3	3167
Sydney - South West	50-54	4	1324
Sydney - South West	50-54	5	466
Sydney - South West	50-54	6	336
Sydney - South West	55-59		777
Sydney - South West	55-59	0	1518
Sydney - South West	55-59	1	1662
Sydney - South West	55-59	2	4975
Sydney - South West	55-59	3	2998
Sydney - South West	55-59	4	1320
Sydney - South West	55-59	5	542
Sydney - South West	55-59	6	378
Sydney - South West	60-64		783
Sydney - South West	60-64	0	1362
Sydney - South West	60-64	1	1488
Sydney - South West	60-64	2	4448
Sydney - South West	60-64	3	2935
Sydney - South West	60-64	4	1357
Sydney - South West	60-64	5	589
Sydney - South West	60-64	6	444
Sydney - South West	65-69		662
Sydney - South West	65-69	0	970
Sydney - South West	65-69	1	1036
Sydney - South West	65-69	2	3411
Sydney - South West	65-69	3	2442
Sydney - South West	65-69	4	1292
Sydney - South West	65-69	5	552
Sydney - South West	65-69	6	525
Sydney - South West	70-74		613
Sydney - South West	70-74	0	692
Sydney - South West	70-74	1	694
Sydney - South West	70-74	2	2576
Sydney - South West	70-74	3	1872
Sydney - South West	70-74	4	1019
Sydney - South West	70-74	5	483
Sydney - South West	70-74	6	496
Sydney - South West	75-79		512
Sydney - South West	75-79	0	375
Sydney - South West	75-79	1	403
Sydney - South West	75-79	2	1488
Sydney - South West	75-79	3	1240
Sydney - South West	75-79	4	753
Sydney - South West	75-79	5	338
Sydney - South West	75-79	6	485
Sydney - South West	80-84		486
Sydney - South West	80-84	0	204
Sydney - South West	80-84	1	271
Sydney - South West	80-84	2	928
Sydney - South West	80-84	3	851
Sydney - South West	80-84	4	523
Sydney - South West	80-84	5	303
Sydney - South West	80-84	6	584
Sydney - South West	85+		806
Sydney - South West	85+	0	172
Sydney - South West	85+	1	260
Sydney - South West	85+	2	776
Sydney - South West	85+	3	694
Sydney - South West	85+	4	482
Sydney - South West	85+	5	321
Sydney - South West	85+	6	813
Sydney - Sutherland	15-19		320
Sydney - Sutherland	15-19	0	6445
Sydney - Sutherland	15-19	1	3
Sydney - Sutherland	20-24		280
Sydney - Sutherland	20-24	0	5861
Sydney - Sutherland	20-24	1	123
Sydney - Sutherland	20-24	2	20
Sydney - Sutherland	25-29		297
Sydney - Sutherland	25-29	0	4940
Sydney - Sutherland	25-29	1	663
Sydney - Sutherland	25-29	2	286
Sydney - Sutherland	25-29	3	51
Sydney - Sutherland	25-29	4	15
Sydney - Sutherland	25-29	6	3
Sydney - Sutherland	30-34		317
Sydney - Sutherland	30-34	0	3165
Sydney - Sutherland	30-34	1	1682
Sydney - Sutherland	30-34	2	1542
Sydney - Sutherland	30-34	3	400
Sydney - Sutherland	30-34	4	64
Sydney - Sutherland	30-34	5	17
Sydney - Sutherland	35-39		275
Sydney - Sutherland	35-39	0	1671
Sydney - Sutherland	35-39	1	1569
Sydney - Sutherland	35-39	2	3073
Sydney - Sutherland	35-39	3	1130
Sydney - Sutherland	35-39	4	198
Sydney - Sutherland	35-39	5	28
Sydney - Sutherland	35-39	6	12
Sydney - Sutherland	40-44		239
Sydney - Sutherland	40-44	0	1107
Sydney - Sutherland	40-44	1	1139
Sydney - Sutherland	40-44	2	3467
Sydney - Sutherland	40-44	3	1531
Sydney - Sutherland	40-44	4	349
Sydney - Sutherland	40-44	5	50
Sydney - Sutherland	40-44	6	16
Sydney - Sutherland	45-49		241
Sydney - Sutherland	45-49	0	1094
Sydney - Sutherland	45-49	1	1138
Sydney - Sutherland	45-49	2	3695
Sydney - Sutherland	45-49	3	1794
Sydney - Sutherland	45-49	4	401
Sydney - Sutherland	45-49	5	79
Sydney - Sutherland	45-49	6	27
Sydney - Sutherland	50-54		219
Sydney - Sutherland	50-54	0	1019
Sydney - Sutherland	50-54	1	1086
Sydney - Sutherland	50-54	2	3380
Sydney - Sutherland	50-54	3	1631
Sydney - Sutherland	50-54	4	459
Sydney - Sutherland	50-54	5	95
Sydney - Sutherland	50-54	6	37
Sydney - Sutherland	55-59		167
Sydney - Sutherland	55-59	0	947
Sydney - Sutherland	55-59	1	987
Sydney - Sutherland	55-59	2	3085
Sydney - Sutherland	55-59	3	1670
Sydney - Sutherland	55-59	4	459
Sydney - Sutherland	55-59	5	107
Sydney - Sutherland	55-59	6	35
Sydney - Sutherland	60-64		205
Sydney - Sutherland	60-64	0	822
Sydney - Sutherland	60-64	1	835
Sydney - Sutherland	60-64	2	2937
Sydney - Sutherland	60-64	3	1752
Sydney - Sutherland	60-64	4	477
Sydney - Sutherland	60-64	5	103
Sydney - Sutherland	60-64	6	40
Sydney - Sutherland	65-69		196
Sydney - Sutherland	65-69	0	612
Sydney - Sutherland	65-69	1	711
Sydney - Sutherland	65-69	2	2542
Sydney - Sutherland	65-69	3	1599
Sydney - Sutherland	65-69	4	483
Sydney - Sutherland	65-69	5	95
Sydney - Sutherland	65-69	6	43
Sydney - Sutherland	70-74		248
Sydney - Sutherland	70-74	0	437
Sydney - Sutherland	70-74	1	525
Sydney - Sutherland	70-74	2	2404
Sydney - Sutherland	70-74	3	1440
Sydney - Sutherland	70-74	4	466
Sydney - Sutherland	70-74	5	103
Sydney - Sutherland	70-74	6	45
Sydney - Sutherland	75-79		284
Sydney - Sutherland	75-79	0	305
Sydney - Sutherland	75-79	1	347
Sydney - Sutherland	75-79	2	1726
Sydney - Sutherland	75-79	3	1238
Sydney - Sutherland	75-79	4	399
Sydney - Sutherland	75-79	5	111
Sydney - Sutherland	75-79	6	48
Sydney - Sutherland	80-84		251
Sydney - Sutherland	80-84	0	175
Sydney - Sutherland	80-84	1	223
