SA4_NAME16	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Southern Highlands and Shoalhaven	85+		F	453
Southern Highlands and Shoalhaven	85+		M	272
Southern Highlands and Shoalhaven	85+	0	F	2466
Southern Highlands and Shoalhaven	85+	0	M	1678
Southern Highlands and Shoalhaven	85+	1	F	167
Southern Highlands and Shoalhaven	85+	1	M	218
Sydney - Baulkham Hills and Hawkesbury	15-19		F	251
Sydney - Baulkham Hills and Hawkesbury	15-19		M	311
Sydney - Baulkham Hills and Hawkesbury	15-19	0	F	8099
Sydney - Baulkham Hills and Hawkesbury	15-19	0	M	8823
Sydney - Baulkham Hills and Hawkesbury	15-19	1	F	387
Sydney - Baulkham Hills and Hawkesbury	15-19	1	M	408
Sydney - Baulkham Hills and Hawkesbury	20-24		F	206
Sydney - Baulkham Hills and Hawkesbury	20-24		M	278
Sydney - Baulkham Hills and Hawkesbury	20-24	0	F	6761
Sydney - Baulkham Hills and Hawkesbury	20-24	0	M	7565
Sydney - Baulkham Hills and Hawkesbury	20-24	1	F	451
Sydney - Baulkham Hills and Hawkesbury	20-24	1	M	426
Sydney - Baulkham Hills and Hawkesbury	25-34		F	528
Sydney - Baulkham Hills and Hawkesbury	25-34		M	498
Sydney - Baulkham Hills and Hawkesbury	25-34	0	F	11628
Sydney - Baulkham Hills and Hawkesbury	25-34	0	M	11452
Sydney - Baulkham Hills and Hawkesbury	25-34	1	F	1084
Sydney - Baulkham Hills and Hawkesbury	25-34	1	M	689
Sydney - Baulkham Hills and Hawkesbury	35-44		F	661
Sydney - Baulkham Hills and Hawkesbury	35-44		M	662
Sydney - Baulkham Hills and Hawkesbury	35-44	0	F	17256
Sydney - Baulkham Hills and Hawkesbury	35-44	0	M	16391
Sydney - Baulkham Hills and Hawkesbury	35-44	1	F	2554
Sydney - Baulkham Hills and Hawkesbury	35-44	1	M	1685
Sydney - Baulkham Hills and Hawkesbury	45-54		F	507
Sydney - Baulkham Hills and Hawkesbury	45-54		M	566
Sydney - Baulkham Hills and Hawkesbury	45-54	0	F	15407
Sydney - Baulkham Hills and Hawkesbury	45-54	0	M	15609
Sydney - Baulkham Hills and Hawkesbury	45-54	1	F	3451
Sydney - Baulkham Hills and Hawkesbury	45-54	1	M	2221
Sydney - Baulkham Hills and Hawkesbury	55-64		F	443
Sydney - Baulkham Hills and Hawkesbury	55-64		M	414
Sydney - Baulkham Hills and Hawkesbury	55-64	0	F	12216
Sydney - Baulkham Hills and Hawkesbury	55-64	0	M	12734
Sydney - Baulkham Hills and Hawkesbury	55-64	1	F	3226
Sydney - Baulkham Hills and Hawkesbury	55-64	1	M	2109
Sydney - Baulkham Hills and Hawkesbury	65-74		F	402
Sydney - Baulkham Hills and Hawkesbury	65-74		M	384
Sydney - Baulkham Hills and Hawkesbury	65-74	0	F	10309
Sydney - Baulkham Hills and Hawkesbury	65-74	0	M	10073
Sydney - Baulkham Hills and Hawkesbury	65-74	1	F	1836
Sydney - Baulkham Hills and Hawkesbury	65-74	1	M	1279
Sydney - Baulkham Hills and Hawkesbury	75-84		F	433
Sydney - Baulkham Hills and Hawkesbury	75-84		M	338
Sydney - Baulkham Hills and Hawkesbury	75-84	0	F	5714
Sydney - Baulkham Hills and Hawkesbury	75-84	0	M	5327
Sydney - Baulkham Hills and Hawkesbury	75-84	1	F	697
Sydney - Baulkham Hills and Hawkesbury	75-84	1	M	616
Sydney - Baulkham Hills and Hawkesbury	85+		F	512
Sydney - Baulkham Hills and Hawkesbury	85+		M	323
Sydney - Baulkham Hills and Hawkesbury	85+	0	F	2378
Sydney - Baulkham Hills and Hawkesbury	85+	0	M	1516
Sydney - Baulkham Hills and Hawkesbury	85+	1	F	129
Sydney - Baulkham Hills and Hawkesbury	85+	1	M	165
Sydney - Blacktown	15-19		F	774
Sydney - Blacktown	15-19		M	898
Sydney - Blacktown	15-19	0	F	10402
Sydney - Blacktown	15-19	0	M	11301
Sydney - Blacktown	15-19	1	F	617
Sydney - Blacktown	15-19	1	M	515
Sydney - Blacktown	20-24		F	869
Sydney - Blacktown	20-24		M	1248
Sydney - Blacktown	20-24	0	F	10984
Sydney - Blacktown	20-24	0	M	12068
Sydney - Blacktown	20-24	1	F	824
Sydney - Blacktown	20-24	1	M	692
Sydney - Blacktown	25-34		F	2268
Sydney - Blacktown	25-34		M	2873
Sydney - Blacktown	25-34	0	F	25988
Sydney - Blacktown	25-34	0	M	24646
Sydney - Blacktown	25-34	1	F	2728
Sydney - Blacktown	25-34	1	M	1721
Sydney - Blacktown	35-44		F	2146
Sydney - Blacktown	35-44		M	2526
Sydney - Blacktown	35-44	0	F	27468
Sydney - Blacktown	35-44	0	M	28850
Sydney - Blacktown	35-44	1	F	4350
Sydney - Blacktown	35-44	1	M	2990
Sydney - Blacktown	45-54		F	1296
Sydney - Blacktown	45-54		M	1590
Sydney - Blacktown	45-54	0	F	18627
Sydney - Blacktown	45-54	0	M	19898
Sydney - Blacktown	45-54	1	F	3907
Sydney - Blacktown	45-54	1	M	2632
Sydney - Blacktown	55-64		F	938
Sydney - Blacktown	55-64		M	1065
Sydney - Blacktown	55-64	0	F	15386
Sydney - Blacktown	55-64	0	M	15574
Sydney - Blacktown	55-64	1	F	3092
Sydney - Blacktown	55-64	1	M	2042
Sydney - Blacktown	65-74		F	808
Sydney - Blacktown	65-74		M	701
Sydney - Blacktown	65-74	0	F	11848
Sydney - Blacktown	65-74	0	M	10876
Sydney - Blacktown	65-74	1	F	1746
Sydney - Blacktown	65-74	1	M	1269
Sydney - Blacktown	75-84		F	538
Sydney - Blacktown	75-84		M	442
Sydney - Blacktown	75-84	0	F	5577
Sydney - Blacktown	75-84	0	M	4820
Sydney - Blacktown	75-84	1	F	578
Sydney - Blacktown	75-84	1	M	583
Sydney - Blacktown	85+		F	370
Sydney - Blacktown	85+		M	192
Sydney - Blacktown	85+	0	F	2320
Sydney - Blacktown	85+	0	M	1244
Sydney - Blacktown	85+	1	F	91
Sydney - Blacktown	85+	1	M	132
Sydney - City and Inner South	15-19		F	340
Sydney - City and Inner South	15-19		M	334
Sydney - City and Inner South	15-19	0	F	4622
Sydney - City and Inner South	15-19	0	M	4449
Sydney - City and Inner South	15-19	1	F	226
Sydney - City and Inner South	15-19	1	M	202
Sydney - City and Inner South	20-24		F	1209
Sydney - City and Inner South	20-24		M	1289
Sydney - City and Inner South	20-24	0	F	14284
Sydney - City and Inner South	20-24	0	M	13316
Sydney - City and Inner South	20-24	1	F	544
Sydney - City and Inner South	20-24	1	M	515
Sydney - City and Inner South	25-34		F	3298
Sydney - City and Inner South	25-34		M	3770
Sydney - City and Inner South	25-34	0	F	41842
Sydney - City and Inner South	25-34	0	M	43371
Sydney - City and Inner South	25-34	1	F	1942
Sydney - City and Inner South	25-34	1	M	1595
Sydney - City and Inner South	35-44		F	1721
Sydney - City and Inner South	35-44		M	2209
Sydney - City and Inner South	35-44	0	F	23306
Sydney - City and Inner South	35-44	0	M	27570
Sydney - City and Inner South	35-44	1	F	2406
Sydney - City and Inner South	35-44	1	M	1948
Sydney - City and Inner South	45-54		F	987
Sydney - City and Inner South	45-54		M	1463
Sydney - City and Inner South	45-54	0	F	13640
Sydney - City and Inner South	45-54	0	M	16845
Sydney - City and Inner South	45-54	1	F	2921
Sydney - City and Inner South	45-54	1	M	2256
Sydney - City and Inner South	55-64		F	803
Sydney - City and Inner South	55-64		M	1192
Sydney - City and Inner South	55-64	0	F	10355
Sydney - City and Inner South	55-64	0	M	12535
Sydney - City and Inner South	55-64	1	F	2516
Sydney - City and Inner South	55-64	1	M	1895
Sydney - City and Inner South	65-74		F	643
Sydney - City and Inner South	65-74		M	827
Sydney - City and Inner South	65-74	0	F	8072
Sydney - City and Inner South	65-74	0	M	8357
Sydney - City and Inner South	65-74	1	F	1397
Sydney - City and Inner South	65-74	1	M	930
Sydney - City and Inner South	75-84		F	562
Sydney - City and Inner South	75-84		M	566
Sydney - City and Inner South	75-84	0	F	4456
Sydney - City and Inner South	75-84	0	M	4132
Sydney - City and Inner South	75-84	1	F	566
Sydney - City and Inner South	75-84	1	M	438
Sydney - City and Inner South	85+		F	453
Sydney - City and Inner South	85+		M	243
Sydney - City and Inner South	85+	0	F	1755
Sydney - City and Inner South	85+	0	M	1199
Sydney - City and Inner South	85+	1	F	87
Sydney - City and Inner South	85+	1	M	122
Sydney - Eastern Suburbs	15-19		F	308
Sydney - Eastern Suburbs	15-19		M	381
Sydney - Eastern Suburbs	15-19	0	F	5496
Sydney - Eastern Suburbs	15-19	0	M	5735
Sydney - Eastern Suburbs	15-19	1	F	251
Sydney - Eastern Suburbs	15-19	1	M	273
Sydney - Eastern Suburbs	20-24		F	497
Sydney - Eastern Suburbs	20-24		M	594
Sydney - Eastern Suburbs	20-24	0	F	7406
Sydney - Eastern Suburbs	20-24	0	M	6733
Sydney - Eastern Suburbs	20-24	1	F	464
Sydney - Eastern Suburbs	20-24	1	M	379
Sydney - Eastern Suburbs	25-34		F	1658
Sydney - Eastern Suburbs	25-34		M	1950
Sydney - Eastern Suburbs	25-34	0	F	23744
Sydney - Eastern Suburbs	25-34	0	M	20865
Sydney - Eastern Suburbs	25-34	1	F	1224
Sydney - Eastern Suburbs	25-34	1	M	896
Sydney - Eastern Suburbs	35-44		F	1091
Sydney - Eastern Suburbs	35-44		M	1413
Sydney - Eastern Suburbs	35-44	0	F	17273
Sydney - Eastern Suburbs	35-44	0	M	16666
Sydney - Eastern Suburbs	35-44	1	F	2114
Sydney - Eastern Suburbs	35-44	1	M	1423
Sydney - Eastern Suburbs	45-54		F	789
Sydney - Eastern Suburbs	45-54		M	1051
Sydney - Eastern Suburbs	45-54	0	F	13477
Sydney - Eastern Suburbs	45-54	0	M	13380
Sydney - Eastern Suburbs	45-54	1	F	3230
Sydney - Eastern Suburbs	45-54	1	M	2103
Sydney - Eastern Suburbs	55-64		F	574
Sydney - Eastern Suburbs	55-64		M	781
Sydney - Eastern Suburbs	55-64	0	F	9984
Sydney - Eastern Suburbs	55-64	0	M	10172
Sydney - Eastern Suburbs	55-64	1	F	3191
Sydney - Eastern Suburbs	55-64	1	M	2174
Sydney - Eastern Suburbs	65-74		F	610
Sydney - Eastern Suburbs	65-74		M	593
Sydney - Eastern Suburbs	65-74	0	F	8954
Sydney - Eastern Suburbs	65-74	0	M	8278
Sydney - Eastern Suburbs	65-74	1	F	1730
Sydney - Eastern Suburbs	65-74	1	M	1093
Sydney - Eastern Suburbs	75-84		F	744
Sydney - Eastern Suburbs	75-84		M	556
Sydney - Eastern Suburbs	75-84	0	F	6021
Sydney - Eastern Suburbs	75-84	0	M	5060
Sydney - Eastern Suburbs	75-84	1	F	872
Sydney - Eastern Suburbs	75-84	1	M	596
Sydney - Eastern Suburbs	85+		F	997
Sydney - Eastern Suburbs	85+		M	508
Sydney - Eastern Suburbs	85+	0	F	2796
Sydney - Eastern Suburbs	85+	0	M	1819
Sydney - Eastern Suburbs	85+	1	F	187
Sydney - Eastern Suburbs	85+	1	M	221
Sydney - Inner South West	15-19		F	1060
Sydney - Inner South West	15-19		M	1169
Sydney - Inner South West	15-19	0	F	14245
Sydney - Inner South West	15-19	0	M	15571
Sydney - Inner South West	15-19	1	F	829
Sydney - Inner South West	15-19	1	M	798
Sydney - Inner South West	20-24		F	1452
Sydney - Inner South West	20-24		M	1798
Sydney - Inner South West	20-24	0	F	17526
Sydney - Inner South West	20-24	0	M	19489
Sydney - Inner South West	20-24	1	F	1348
Sydney - Inner South West	20-24	1	M	1124
Sydney - Inner South West	25-34		F	3689
Sydney - Inner South West	25-34		M	4286
Sydney - Inner South West	25-34	0	F	39920
Sydney - Inner South West	25-34	0	M	42032
Sydney - Inner South West	25-34	1	F	3815
Sydney - Inner South West	25-34	1	M	2738
Sydney - Inner South West	35-44		F	2893
Sydney - Inner South West	35-44		M	3217
Sydney - Inner South West	35-44	0	F	33272
Sydney - Inner South West	35-44	0	M	34992
Sydney - Inner South West	35-44	1	F	6054
Sydney - Inner South West	35-44	1	M	4001
Sydney - Inner South West	45-54		F	2305
Sydney - Inner South West	45-54		M	2297
Sydney - Inner South West	45-54	0	F	28632
Sydney - Inner South West	45-54	0	M	28713
Sydney - Inner South West	45-54	1	F	7410
Sydney - Inner South West	45-54	1	M	4973
Sydney - Inner South West	55-64		F	1881
Sydney - Inner South West	55-64		M	2018
Sydney - Inner South West	55-64	0	F	26501
Sydney - Inner South West	55-64	0	M	27025
Sydney - Inner South West	55-64	1	F	6728
Sydney - Inner South West	55-64	1	M	4583
Sydney - Inner South West	65-74		F	1520
Sydney - Inner South West	65-74		M	1494
Sydney - Inner South West	65-74	0	F	21084
Sydney - Inner South West	65-74	0	M	20302
Sydney - Inner South West	65-74	1	F	3635
Sydney - Inner South West	65-74	1	M	2508
Sydney - Inner South West	75-84		F	1511
Sydney - Inner South West	75-84		M	1312
Sydney - Inner South West	75-84	0	F	13175
Sydney - Inner South West	75-84	0	M	11602
Sydney - Inner South West	75-84	1	F	1663
Sydney - Inner South West	75-84	1	M	1356
Sydney - Inner South West	85+		F	1818
Sydney - Inner South West	85+		M	942
Sydney - Inner South West	85+	0	F	6656
Sydney - Inner South West	85+	0	M	4516
Sydney - Inner South West	85+	1	F	363
Sydney - Inner South West	85+	1	M	502
Sydney - Inner West	15-19		F	281
Sydney - Inner West	15-19		M	280
Sydney - Inner West	15-19	0	F	6076
Sydney - Inner West	15-19	0	M	6289
Sydney - Inner West	15-19	1	F	300
Sydney - Inner West	15-19	1	M	303
Sydney - Inner West	20-24		F	633
Sydney - Inner West	20-24		M	868
Sydney - Inner West	20-24	0	F	9619
Sydney - Inner West	20-24	0	M	10273
Sydney - Inner West	20-24	1	F	581
Sydney - Inner West	20-24	1	M	490
Sydney - Inner West	25-34		F	1741
Sydney - Inner West	25-34		M	1939
Sydney - Inner West	25-34	0	F	25366
Sydney - Inner West	25-34	0	M	25334
Sydney - Inner West	25-34	1	F	1588
Sydney - Inner West	25-34	1	M	1197
Sydney - Inner West	35-44		F	1125
Sydney - Inner West	35-44		M	1263
Sydney - Inner West	35-44	0	F	19752
Sydney - Inner West	35-44	0	M	19898
Sydney - Inner West	35-44	1	F	2582
Sydney - Inner West	35-44	1	M	1864
Sydney - Inner West	45-54		F	772
Sydney - Inner West	45-54		M	797
Sydney - Inner West	45-54	0	F	16012
Sydney - Inner West	45-54	0	M	15322
Sydney - Inner West	45-54	1	F	3999
Sydney - Inner West	45-54	1	M	2436
Sydney - Inner West	55-64		F	665
Sydney - Inner West	55-64		M	695
Sydney - Inner West	55-64	0	F	13218
Sydney - Inner West	55-64	0	M	12844
Sydney - Inner West	55-64	1	F	3729
Sydney - Inner West	55-64	1	M	2452
Sydney - Inner West	65-74		F	571
Sydney - Inner West	65-74		M	549
Sydney - Inner West	65-74	0	F	10832
Sydney - Inner West	65-74	0	M	9755
Sydney - Inner West	65-74	1	F	2050
Sydney - Inner West	65-74	1	M	1242
Sydney - Inner West	75-84		F	560
Sydney - Inner West	75-84		M	435
Sydney - Inner West	75-84	0	F	6503
Sydney - Inner West	75-84	0	M	5438
Sydney - Inner West	75-84	1	F	841
Sydney - Inner West	75-84	1	M	633
Sydney - Inner West	85+		F	682
Sydney - Inner West	85+		M	314
Sydney - Inner West	85+	0	F	3431
Sydney - Inner West	85+	0	M	2154
Sydney - Inner West	85+	1	F	185
Sydney - Inner West	85+	1	M	231
Sydney - North Sydney and Hornsby	15-19		F	334
Sydney - North Sydney and Hornsby	15-19		M	341
Sydney - North Sydney and Hornsby	15-19	0	F	10886
Sydney - North Sydney and Hornsby	15-19	0	M	11711
Sydney - North Sydney and Hornsby	15-19	1	F	514
Sydney - North Sydney and Hornsby	15-19	1	M	497
Sydney - North Sydney and Hornsby	20-24		F	353
Sydney - North Sydney and Hornsby	20-24		M	421
Sydney - North Sydney and Hornsby	20-24	0	F	9957
Sydney - North Sydney and Hornsby	20-24	0	M	10353
Sydney - North Sydney and Hornsby	20-24	1	F	613
Sydney - North Sydney and Hornsby	20-24	1	M	603
Sydney - North Sydney and Hornsby	25-34		F	1123
Sydney - North Sydney and Hornsby	25-34		M	1128
Sydney - North Sydney and Hornsby	25-34	0	F	24831
Sydney - North Sydney and Hornsby	25-34	0	M	22666
Sydney - North Sydney and Hornsby	25-34	1	F	1475
Sydney - North Sydney and Hornsby	25-34	1	M	1115
Sydney - North Sydney and Hornsby	35-44		F	1202
Sydney - North Sydney and Hornsby	35-44		M	1171
Sydney - North Sydney and Hornsby	35-44	0	F	30282
Sydney - North Sydney and Hornsby	35-44	0	M	27768
Sydney - North Sydney and Hornsby	35-44	1	F	3604
Sydney - North Sydney and Hornsby	35-44	1	M	2432
Sydney - North Sydney and Hornsby	45-54		F	920
Sydney - North Sydney and Hornsby	45-54		M	865
Sydney - North Sydney and Hornsby	45-54	0	F	25428
Sydney - North Sydney and Hornsby	45-54	0	M	24404
Sydney - North Sydney and Hornsby	45-54	1	F	5563
Sydney - North Sydney and Hornsby	45-54	1	M	3421
Sydney - North Sydney and Hornsby	55-64		F	711
Sydney - North Sydney and Hornsby	55-64		M	701
Sydney - North Sydney and Hornsby	55-64	0	F	19141
Sydney - North Sydney and Hornsby	55-64	0	M	19003
Sydney - North Sydney and Hornsby	55-64	1	F	5406
Sydney - North Sydney and Hornsby	55-64	1	M	3545
Sydney - North Sydney and Hornsby	65-74		F	731
Sydney - North Sydney and Hornsby	65-74		M	607
Sydney - North Sydney and Hornsby	65-74	0	F	16771
Sydney - North Sydney and Hornsby	65-74	0	M	14956
Sydney - North Sydney and Hornsby	65-74	1	F	3215
Sydney - North Sydney and Hornsby	65-74	1	M	2116
Sydney - North Sydney and Hornsby	75-84		F	705
Sydney - North Sydney and Hornsby	75-84		M	493
Sydney - North Sydney and Hornsby	75-84	0	F	10846
Sydney - North Sydney and Hornsby	75-84	0	M	9290
Sydney - North Sydney and Hornsby	75-84	1	F	1545
Sydney - North Sydney and Hornsby	75-84	1	M	1209
Sydney - North Sydney and Hornsby	85+		F	875
Sydney - North Sydney and Hornsby	85+		M	370
Sydney - North Sydney and Hornsby	85+	0	F	5443
Sydney - North Sydney and Hornsby	85+	0	M	3370
Sydney - North Sydney and Hornsby	85+	1	F	359
Sydney - North Sydney and Hornsby	85+	1	M	423
Sydney - Northern Beaches	15-19		F	243
Sydney - Northern Beaches	15-19		M	285
Sydney - Northern Beaches	15-19	0	F	7257
Sydney - Northern Beaches	15-19	0	M	7872
Sydney - Northern Beaches	15-19	1	F	311
Sydney - Northern Beaches	15-19	1	M	298
Sydney - Northern Beaches	20-24		F	248
Sydney - Northern Beaches	20-24		M	267
Sydney - Northern Beaches	20-24	0	F	5919
Sydney - Northern Beaches	20-24	0	M	6588
Sydney - Northern Beaches	20-24	1	F	399
Sydney - Northern Beaches	20-24	1	M	321
Sydney - Northern Beaches	25-34		F	715
Sydney - Northern Beaches	25-34		M	678
Sydney - Northern Beaches	25-34	0	F	13235
Sydney - Northern Beaches	25-34	0	M	12692
Sydney - Northern Beaches	25-34	1	F	903
Sydney - Northern Beaches	25-34	1	M	661
Sydney - Northern Beaches	35-44		F	683
Sydney - Northern Beaches	35-44		M	725
Sydney - Northern Beaches	35-44	0	F	15883
Sydney - Northern Beaches	35-44	0	M	15015
Sydney - Northern Beaches	35-44	1	F	1965
Sydney - Northern Beaches	35-44	1	M	1243
Sydney - Northern Beaches	45-54		F	657
Sydney - Northern Beaches	45-54		M	652
Sydney - Northern Beaches	45-54	0	F	16236
Sydney - Northern Beaches	45-54	0	M	16541
Sydney - Northern Beaches	45-54	1	F	3740
Sydney - Northern Beaches	45-54	1	M	2181
Sydney - Northern Beaches	55-64		F	506
Sydney - Northern Beaches	55-64		M	581
Sydney - Northern Beaches	55-64	0	F	12109
Sydney - Northern Beaches	55-64	0	M	12977
Sydney - Northern Beaches	55-64	1	F	3819
Sydney - Northern Beaches	55-64	1	M	2484
Sydney - Northern Beaches	65-74		F	440
Sydney - Northern Beaches	65-74		M	450
Sydney - Northern Beaches	65-74	0	F	10294
Sydney - Northern Beaches	65-74	0	M	9722
Sydney - Northern Beaches	65-74	1	F	1969
Sydney - Northern Beaches	65-74	1	M	1343
Sydney - Northern Beaches	75-84		F	559
Sydney - Northern Beaches	75-84		M	379
Sydney - Northern Beaches	75-84	0	F	7438
Sydney - Northern Beaches	75-84	0	M	6438
Sydney - Northern Beaches	75-84	1	F	944
Sydney - Northern Beaches	75-84	1	M	743
Sydney - Northern Beaches	85+		F	683
Sydney - Northern Beaches	85+		M	301
Sydney - Northern Beaches	85+	0	F	3600
Sydney - Northern Beaches	85+	0	M	2196
Sydney - Northern Beaches	85+	1	F	222
Sydney - Northern Beaches	85+	1	M	250
Sydney - Outer South West	15-19		F	570
Sydney - Outer South West	15-19		M	624
Sydney - Outer South West	15-19	0	F	8290
Sydney - Outer South West	15-19	0	M	8914
Sydney - Outer South West	15-19	1	F	521
Sydney - Outer South West	15-19	1	M	383
Sydney - Outer South West	20-24		F	511
Sydney - Outer South West	20-24		M	587
Sydney - Outer South West	20-24	0	F	7896
Sydney - Outer South West	20-24	0	M	8448
Sydney - Outer South West	20-24	1	F	617
Sydney - Outer South West	20-24	1	M	496
Sydney - Outer South West	25-34		F	1328
Sydney - Outer South West	25-34		M	1227
Sydney - Outer South West	25-34	0	F	17964
Sydney - Outer South West	25-34	0	M	17071
Sydney - Outer South West	25-34	1	F	2309
Sydney - Outer South West	25-34	1	M	1302
Sydney - Outer South West	35-44		F	1258
Sydney - Outer South West	35-44		M	1302
Sydney - Outer South West	35-44	0	F	17231
Sydney - Outer South West	35-44	0	M	17663
Sydney - Outer South West	35-44	1	F	3604
Sydney - Outer South West	35-44	1	M	2242
Sydney - Outer South West	45-54		F	876
Sydney - Outer South West	45-54		M	994
Sydney - Outer South West	45-54	0	F	14040
Sydney - Outer South West	45-54	0	M	14936
Sydney - Outer South West	45-54	1	F	3648
Sydney - Outer South West	45-54	1	M	2203
Sydney - Outer South West	55-64		F	721
Sydney - Outer South West	55-64		M	721
Sydney - Outer South West	55-64	0	F	12881
Sydney - Outer South West	55-64	0	M	12864
Sydney - Outer South West	55-64	1	F	3206
Sydney - Outer South West	55-64	1	M	1861
Sydney - Outer South West	65-74		F	697
Sydney - Outer South West	65-74		M	602
Sydney - Outer South West	65-74	0	F	10281
Sydney - Outer South West	65-74	0	M	9836
Sydney - Outer South West	65-74	1	F	1777
Sydney - Outer South West	65-74	1	M	1272
Sydney - Outer South West	75-84		F	671
Sydney - Outer South West	75-84		M	523
Sydney - Outer South West	75-84	0	F	4835
Sydney - Outer South West	75-84	0	M	4313
Sydney - Outer South West	75-84	1	F	594
Sydney - Outer South West	75-84	1	M	582
Sydney - Outer South West	85+		F	591
Sydney - Outer South West	85+		M	221
Sydney - Outer South West	85+	0	F	1703
Sydney - Outer South West	85+	0	M	964
Sydney - Outer South West	85+	1	F	77
Sydney - Outer South West	85+	1	M	123
Sydney - Outer West and Blue Mountains	15-19		F	539
Sydney - Outer West and Blue Mountains	15-19		M	668
Sydney - Outer West and Blue Mountains	15-19	0	F	8818
Sydney - Outer West and Blue Mountains	15-19	0	M	9410
Sydney - Outer West and Blue Mountains	15-19	1	F	523
Sydney - Outer West and Blue Mountains	15-19	1	M	464
Sydney - Outer West and Blue Mountains	20-24		F	655
Sydney - Outer West and Blue Mountains	20-24		M	730
Sydney - Outer West and Blue Mountains	20-24	0	F	8645
Sydney - Outer West and Blue Mountains	20-24	0	M	9339
Sydney - Outer West and Blue Mountains	20-24	1	F	689
Sydney - Outer West and Blue Mountains	20-24	1	M	524
Sydney - Outer West and Blue Mountains	25-34		F	1619
Sydney - Outer West and Blue Mountains	25-34		M	1677
Sydney - Outer West and Blue Mountains	25-34	0	F	19625
Sydney - Outer West and Blue Mountains	25-34	0	M	19212
Sydney - Outer West and Blue Mountains	25-34	1	F	2301
Sydney - Outer West and Blue Mountains	25-34	1	M	1369
Sydney - Outer West and Blue Mountains	35-44		F	1384
Sydney - Outer West and Blue Mountains	35-44		M	1579
Sydney - Outer West and Blue Mountains	35-44	0	F	18279
Sydney - Outer West and Blue Mountains	35-44	0	M	18612
Sydney - Outer West and Blue Mountains	35-44	1	F	3651
Sydney - Outer West and Blue Mountains	35-44	1	M	2240
Sydney - Outer West and Blue Mountains	45-54		F	1106
Sydney - Outer West and Blue Mountains	45-54		M	1241
Sydney - Outer West and Blue Mountains	45-54	0	F	16182
Sydney - Outer West and Blue Mountains	45-54	0	M	16857
Sydney - Outer West and Blue Mountains	45-54	1	F	4322
Sydney - Outer West and Blue Mountains	45-54	1	M	2598
Sydney - Outer West and Blue Mountains	55-64		F	793
Sydney - Outer West and Blue Mountains	55-64		M	902
Sydney - Outer West and Blue Mountains	55-64	0	F	15183
Sydney - Outer West and Blue Mountains	55-64	0	M	15282
Sydney - Outer West and Blue Mountains	55-64	1	F	4171
Sydney - Outer West and Blue Mountains	55-64	1	M	2428
Sydney - Outer West and Blue Mountains	65-74		F	765
Sydney - Outer West and Blue Mountains	65-74		M	711
Sydney - Outer West and Blue Mountains	65-74	0	F	13209
Sydney - Outer West and Blue Mountains	65-74	0	M	12406
Sydney - Outer West and Blue Mountains	65-74	1	F	2277
Sydney - Outer West and Blue Mountains	65-74	1	M	1686
Sydney - Outer West and Blue Mountains	75-84		F	720
Sydney - Outer West and Blue Mountains	75-84		M	536
Sydney - Outer West and Blue Mountains	75-84	0	F	6806
Sydney - Outer West and Blue Mountains	75-84	0	M	5758
Sydney - Outer West and Blue Mountains	75-84	1	F	776
Sydney - Outer West and Blue Mountains	75-84	1	M	754
Sydney - Outer West and Blue Mountains	85+		F	638
Sydney - Outer West and Blue Mountains	85+		M	251
Sydney - Outer West and Blue Mountains	85+	0	F	2607
Sydney - Outer West and Blue Mountains	85+	0	M	1429
Sydney - Outer West and Blue Mountains	85+	1	F	132
Sydney - Outer West and Blue Mountains	85+	1	M	182
Sydney - Parramatta	15-19		F	879
Sydney - Parramatta	15-19		M	956
Sydney - Parramatta	15-19	0	F	10582
Sydney - Parramatta	15-19	0	M	11567
Sydney - Parramatta	15-19	1	F	645
Sydney - Parramatta	15-19	1	M	550
Sydney - Parramatta	20-24		F	1321
Sydney - Parramatta	20-24		M	1944
Sydney - Parramatta	20-24	0	F	14361
Sydney - Parramatta	20-24	0	M	16524
Sydney - Parramatta	20-24	1	F	1033
Sydney - Parramatta	20-24	1	M	865
Sydney - Parramatta	25-34		F	3741
Sydney - Parramatta	25-34		M	5139
Sydney - Parramatta	25-34	0	F	37392
Sydney - Parramatta	25-34	0	M	40561
Sydney - Parramatta	25-34	1	F	3193
Sydney - Parramatta	25-34	1	M	2339
Sydney - Parramatta	35-44		F	2926
Sydney - Parramatta	35-44		M	3946
Sydney - Parramatta	35-44	0	F	30314
Sydney - Parramatta	35-44	0	M	34627
Sydney - Parramatta	35-44	1	F	4635
Sydney - Parramatta	35-44	1	M	3403
Sydney - Parramatta	45-54		F	1772
Sydney - Parramatta	45-54		M	2350
Sydney - Parramatta	45-54	0	F	21157
Sydney - Parramatta	45-54	0	M	22515
Sydney - Parramatta	45-54	1	F	4728
Sydney - Parramatta	45-54	1	M	3092
Sydney - Parramatta	55-64		F	1455
Sydney - Parramatta	55-64		M	1694
Sydney - Parramatta	55-64	0	F	19171
Sydney - Parramatta	55-64	0	M	19433
Sydney - Parramatta	55-64	1	F	4070
Sydney - Parramatta	55-64	1	M	2772
Sydney - Parramatta	65-74		F	1063
Sydney - Parramatta	65-74		M	1121
Sydney - Parramatta	65-74	0	F	14437
Sydney - Parramatta	65-74	0	M	14005
Sydney - Parramatta	65-74	1	F	2315
Sydney - Parramatta	65-74	1	M	1579
Sydney - Parramatta	75-84		F	869
Sydney - Parramatta	75-84		M	708
