SA4_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Sydney - Baulkham Hills and Hawkesbury	JPN	2000	71
Sydney - Baulkham Hills and Hawkesbury	JPN	2010	100
Sydney - Baulkham Hills and Hawkesbury	JPN	2015	56
Sydney - Baulkham Hills and Hawkesbury	JPN	2016	10
Sydney - Baulkham Hills and Hawkesbury	JPN	2017	8
Sydney - Baulkham Hills and Hawkesbury	JPN	2018	5
Sydney - Baulkham Hills and Hawkesbury	JPN	2019	10
Sydney - Baulkham Hills and Hawkesbury	JPN	2020	4
Sydney - Baulkham Hills and Hawkesbury	KOR		71
Sydney - Baulkham Hills and Hawkesbury	KOR	1970	4
Sydney - Baulkham Hills and Hawkesbury	KOR	1980	83
Sydney - Baulkham Hills and Hawkesbury	KOR	1990	600
Sydney - Baulkham Hills and Hawkesbury	KOR	2000	818
Sydney - Baulkham Hills and Hawkesbury	KOR	2010	1438
Sydney - Baulkham Hills and Hawkesbury	KOR	2015	476
Sydney - Baulkham Hills and Hawkesbury	KOR	2016	72
Sydney - Baulkham Hills and Hawkesbury	KOR	2017	64
Sydney - Baulkham Hills and Hawkesbury	KOR	2018	62
Sydney - Baulkham Hills and Hawkesbury	KOR	2019	60
Sydney - Baulkham Hills and Hawkesbury	KOR	2020	29
Sydney - Baulkham Hills and Hawkesbury	KOR	2021	10
Sydney - Baulkham Hills and Hawkesbury	LBN		29
Sydney - Baulkham Hills and Hawkesbury	LBN	1951	13
Sydney - Baulkham Hills and Hawkesbury	LBN	1960	86
Sydney - Baulkham Hills and Hawkesbury	LBN	1970	267
Sydney - Baulkham Hills and Hawkesbury	LBN	1980	251
Sydney - Baulkham Hills and Hawkesbury	LBN	1990	249
Sydney - Baulkham Hills and Hawkesbury	LBN	2000	173
Sydney - Baulkham Hills and Hawkesbury	LBN	2010	103
Sydney - Baulkham Hills and Hawkesbury	LBN	2015	25
Sydney - Baulkham Hills and Hawkesbury	LBN	2016	4
Sydney - Baulkham Hills and Hawkesbury	LBN	2017	12
Sydney - Baulkham Hills and Hawkesbury	LBN	2018	3
Sydney - Baulkham Hills and Hawkesbury	LBN	2019	9
Sydney - Baulkham Hills and Hawkesbury	LBN	2020	11
Sydney - Baulkham Hills and Hawkesbury	LBN	2021	5
Sydney - Baulkham Hills and Hawkesbury	LKA		35
Sydney - Baulkham Hills and Hawkesbury	LKA	1960	7
Sydney - Baulkham Hills and Hawkesbury	LKA	1970	54
Sydney - Baulkham Hills and Hawkesbury	LKA	1980	138
Sydney - Baulkham Hills and Hawkesbury	LKA	1990	848
Sydney - Baulkham Hills and Hawkesbury	LKA	2000	1020
Sydney - Baulkham Hills and Hawkesbury	LKA	2010	1109
Sydney - Baulkham Hills and Hawkesbury	LKA	2015	414
Sydney - Baulkham Hills and Hawkesbury	LKA	2016	65
Sydney - Baulkham Hills and Hawkesbury	LKA	2017	64
Sydney - Baulkham Hills and Hawkesbury	LKA	2018	60
Sydney - Baulkham Hills and Hawkesbury	LKA	2019	85
Sydney - Baulkham Hills and Hawkesbury	LKA	2020	21
Sydney - Baulkham Hills and Hawkesbury	LKA	2021	14
Sydney - Baulkham Hills and Hawkesbury	MKD		4
Sydney - Baulkham Hills and Hawkesbury	MKD	1970	19
Sydney - Baulkham Hills and Hawkesbury	MKD	1980	14
Sydney - Baulkham Hills and Hawkesbury	MKD	1990	10
Sydney - Baulkham Hills and Hawkesbury	MKD	2000	6
Sydney - Baulkham Hills and Hawkesbury	MKD	2010	8
Sydney - Baulkham Hills and Hawkesbury	MKD	2015	4
Sydney - Baulkham Hills and Hawkesbury	MYS		44
Sydney - Baulkham Hills and Hawkesbury	MYS	1951	4
Sydney - Baulkham Hills and Hawkesbury	MYS	1960	16
Sydney - Baulkham Hills and Hawkesbury	MYS	1970	130
Sydney - Baulkham Hills and Hawkesbury	MYS	1980	322
Sydney - Baulkham Hills and Hawkesbury	MYS	1990	794
Sydney - Baulkham Hills and Hawkesbury	MYS	2000	327
Sydney - Baulkham Hills and Hawkesbury	MYS	2010	598
Sydney - Baulkham Hills and Hawkesbury	MYS	2015	376
Sydney - Baulkham Hills and Hawkesbury	MYS	2016	72
Sydney - Baulkham Hills and Hawkesbury	MYS	2017	69
Sydney - Baulkham Hills and Hawkesbury	MYS	2018	49
Sydney - Baulkham Hills and Hawkesbury	MYS	2019	47
Sydney - Baulkham Hills and Hawkesbury	MYS	2020	27
Sydney - Baulkham Hills and Hawkesbury	MYS	2021	5
Sydney - Baulkham Hills and Hawkesbury	NLD		18
Sydney - Baulkham Hills and Hawkesbury	NLD	1951	22
Sydney - Baulkham Hills and Hawkesbury	NLD	1960	209
Sydney - Baulkham Hills and Hawkesbury	NLD	1970	74
Sydney - Baulkham Hills and Hawkesbury	NLD	1980	42
Sydney - Baulkham Hills and Hawkesbury	NLD	1990	34
Sydney - Baulkham Hills and Hawkesbury	NLD	2000	30
Sydney - Baulkham Hills and Hawkesbury	NLD	2010	81
Sydney - Baulkham Hills and Hawkesbury	NLD	2015	21
Sydney - Baulkham Hills and Hawkesbury	NLD	2017	5
Sydney - Baulkham Hills and Hawkesbury	NLD	2018	6
Sydney - Baulkham Hills and Hawkesbury	NLD	2019	7
Sydney - Baulkham Hills and Hawkesbury	NLD	2021	3
Sydney - Baulkham Hills and Hawkesbury	NPL		3
Sydney - Baulkham Hills and Hawkesbury	NPL	1990	3
Sydney - Baulkham Hills and Hawkesbury	NPL	2000	79
Sydney - Baulkham Hills and Hawkesbury	NPL	2010	328
Sydney - Baulkham Hills and Hawkesbury	NPL	2015	91
Sydney - Baulkham Hills and Hawkesbury	NPL	2016	19
Sydney - Baulkham Hills and Hawkesbury	NPL	2017	27
Sydney - Baulkham Hills and Hawkesbury	NPL	2018	20
Sydney - Baulkham Hills and Hawkesbury	NPL	2019	27
Sydney - Baulkham Hills and Hawkesbury	NPL	2020	16
Sydney - Baulkham Hills and Hawkesbury	NZL		79
Sydney - Baulkham Hills and Hawkesbury	NZL	1951	16
Sydney - Baulkham Hills and Hawkesbury	NZL	1960	48
Sydney - Baulkham Hills and Hawkesbury	NZL	1970	209
Sydney - Baulkham Hills and Hawkesbury	NZL	1980	415
Sydney - Baulkham Hills and Hawkesbury	NZL	1990	550
Sydney - Baulkham Hills and Hawkesbury	NZL	2000	593
Sydney - Baulkham Hills and Hawkesbury	NZL	2010	708
Sydney - Baulkham Hills and Hawkesbury	NZL	2015	328
Sydney - Baulkham Hills and Hawkesbury	NZL	2016	48
Sydney - Baulkham Hills and Hawkesbury	NZL	2017	58
Sydney - Baulkham Hills and Hawkesbury	NZL	2018	44
Sydney - Baulkham Hills and Hawkesbury	NZL	2019	47
Sydney - Baulkham Hills and Hawkesbury	NZL	2020	41
Sydney - Baulkham Hills and Hawkesbury	NZL	2021	17
Sydney - Baulkham Hills and Hawkesbury	PAK		26
Sydney - Baulkham Hills and Hawkesbury	PAK	1970	10
Sydney - Baulkham Hills and Hawkesbury	PAK	1980	55
Sydney - Baulkham Hills and Hawkesbury	PAK	1990	159
Sydney - Baulkham Hills and Hawkesbury	PAK	2000	260
Sydney - Baulkham Hills and Hawkesbury	PAK	2010	408
Sydney - Baulkham Hills and Hawkesbury	PAK	2015	505
Sydney - Baulkham Hills and Hawkesbury	PAK	2016	135
Sydney - Baulkham Hills and Hawkesbury	PAK	2017	154
Sydney - Baulkham Hills and Hawkesbury	PAK	2018	120
Sydney - Baulkham Hills and Hawkesbury	PAK	2019	82
Sydney - Baulkham Hills and Hawkesbury	PAK	2020	36
Sydney - Baulkham Hills and Hawkesbury	PAK	2021	30
Sydney - Baulkham Hills and Hawkesbury	PHL		48
Sydney - Baulkham Hills and Hawkesbury	PHL	1970	43
Sydney - Baulkham Hills and Hawkesbury	PHL	1980	385
Sydney - Baulkham Hills and Hawkesbury	PHL	1990	1154
Sydney - Baulkham Hills and Hawkesbury	PHL	2000	709
Sydney - Baulkham Hills and Hawkesbury	PHL	2010	680
Sydney - Baulkham Hills and Hawkesbury	PHL	2015	392
Sydney - Baulkham Hills and Hawkesbury	PHL	2016	73
Sydney - Baulkham Hills and Hawkesbury	PHL	2017	103
Sydney - Baulkham Hills and Hawkesbury	PHL	2018	85
Sydney - Baulkham Hills and Hawkesbury	PHL	2019	109
Sydney - Baulkham Hills and Hawkesbury	PHL	2020	61
Sydney - Baulkham Hills and Hawkesbury	PHL	2021	10
Sydney - Baulkham Hills and Hawkesbury	POL		14
Sydney - Baulkham Hills and Hawkesbury	POL	1951	7
Sydney - Baulkham Hills and Hawkesbury	POL	1960	22
Sydney - Baulkham Hills and Hawkesbury	POL	1970	30
Sydney - Baulkham Hills and Hawkesbury	POL	1980	57
Sydney - Baulkham Hills and Hawkesbury	POL	1990	279
Sydney - Baulkham Hills and Hawkesbury	POL	2000	79
Sydney - Baulkham Hills and Hawkesbury	POL	2010	56
Sydney - Baulkham Hills and Hawkesbury	POL	2015	37
Sydney - Baulkham Hills and Hawkesbury	POL	2016	3
Sydney - Baulkham Hills and Hawkesbury	POL	2018	3
Sydney - Baulkham Hills and Hawkesbury	POL	2019	3
Sydney - Baulkham Hills and Hawkesbury	SGP		14
Sydney - Baulkham Hills and Hawkesbury	SGP	1960	8
Sydney - Baulkham Hills and Hawkesbury	SGP	1970	29
Sydney - Baulkham Hills and Hawkesbury	SGP	1980	94
Sydney - Baulkham Hills and Hawkesbury	SGP	1990	193
Sydney - Baulkham Hills and Hawkesbury	SGP	2000	140
Sydney - Baulkham Hills and Hawkesbury	SGP	2010	331
Sydney - Baulkham Hills and Hawkesbury	SGP	2015	141
Sydney - Baulkham Hills and Hawkesbury	SGP	2016	44
Sydney - Baulkham Hills and Hawkesbury	SGP	2017	38
Sydney - Baulkham Hills and Hawkesbury	SGP	2018	32
Sydney - Baulkham Hills and Hawkesbury	SGP	2019	21
Sydney - Baulkham Hills and Hawkesbury	SGP	2020	22
Sydney - Baulkham Hills and Hawkesbury	SGP	2021	7
Sydney - Baulkham Hills and Hawkesbury	THA		10
Sydney - Baulkham Hills and Hawkesbury	THA	1970	4
Sydney - Baulkham Hills and Hawkesbury	THA	1980	16
Sydney - Baulkham Hills and Hawkesbury	THA	1990	54
Sydney - Baulkham Hills and Hawkesbury	THA	2000	84
Sydney - Baulkham Hills and Hawkesbury	THA	2010	152
Sydney - Baulkham Hills and Hawkesbury	THA	2015	129
Sydney - Baulkham Hills and Hawkesbury	THA	2016	32
Sydney - Baulkham Hills and Hawkesbury	THA	2017	14
Sydney - Baulkham Hills and Hawkesbury	THA	2018	35
Sydney - Baulkham Hills and Hawkesbury	THA	2019	17
Sydney - Baulkham Hills and Hawkesbury	THA	2020	5
Sydney - Baulkham Hills and Hawkesbury	THA	2021	4
Sydney - Baulkham Hills and Hawkesbury	TWN		15
Sydney - Baulkham Hills and Hawkesbury	TWN	1970	4
Sydney - Baulkham Hills and Hawkesbury	TWN	1980	16
Sydney - Baulkham Hills and Hawkesbury	TWN	1990	209
Sydney - Baulkham Hills and Hawkesbury	TWN	2000	267
Sydney - Baulkham Hills and Hawkesbury	TWN	2010	186
Sydney - Baulkham Hills and Hawkesbury	TWN	2015	61
Sydney - Baulkham Hills and Hawkesbury	TWN	2016	17
Sydney - Baulkham Hills and Hawkesbury	TWN	2017	13
Sydney - Baulkham Hills and Hawkesbury	TWN	2018	17
Sydney - Baulkham Hills and Hawkesbury	TWN	2019	12
Sydney - Baulkham Hills and Hawkesbury	TWN	2020	7
Sydney - Baulkham Hills and Hawkesbury	TWN	2021	3
Sydney - Baulkham Hills and Hawkesbury	USA		20
Sydney - Baulkham Hills and Hawkesbury	USA	1951	4
Sydney - Baulkham Hills and Hawkesbury	USA	1960	11
Sydney - Baulkham Hills and Hawkesbury	USA	1970	47
Sydney - Baulkham Hills and Hawkesbury	USA	1980	75
Sydney - Baulkham Hills and Hawkesbury	USA	1990	105
Sydney - Baulkham Hills and Hawkesbury	USA	2000	136
Sydney - Baulkham Hills and Hawkesbury	USA	2010	301
Sydney - Baulkham Hills and Hawkesbury	USA	2015	192
Sydney - Baulkham Hills and Hawkesbury	USA	2016	43
Sydney - Baulkham Hills and Hawkesbury	USA	2017	61
Sydney - Baulkham Hills and Hawkesbury	USA	2018	67
Sydney - Baulkham Hills and Hawkesbury	USA	2019	110
Sydney - Baulkham Hills and Hawkesbury	USA	2020	54
Sydney - Baulkham Hills and Hawkesbury	USA	2021	19
Sydney - Baulkham Hills and Hawkesbury	VNM		13
Sydney - Baulkham Hills and Hawkesbury	VNM	1970	8
Sydney - Baulkham Hills and Hawkesbury	VNM	1980	259
Sydney - Baulkham Hills and Hawkesbury	VNM	1990	271
Sydney - Baulkham Hills and Hawkesbury	VNM	2000	97
Sydney - Baulkham Hills and Hawkesbury	VNM	2010	118
Sydney - Baulkham Hills and Hawkesbury	VNM	2015	72
Sydney - Baulkham Hills and Hawkesbury	VNM	2016	29
Sydney - Baulkham Hills and Hawkesbury	VNM	2017	21
Sydney - Baulkham Hills and Hawkesbury	VNM	2018	28
Sydney - Baulkham Hills and Hawkesbury	VNM	2019	23
Sydney - Baulkham Hills and Hawkesbury	VNM	2020	18
Sydney - Baulkham Hills and Hawkesbury	ZAF		48
Sydney - Baulkham Hills and Hawkesbury	ZAF	1960	11
Sydney - Baulkham Hills and Hawkesbury	ZAF	1970	33
Sydney - Baulkham Hills and Hawkesbury	ZAF	1980	173
Sydney - Baulkham Hills and Hawkesbury	ZAF	1990	284
Sydney - Baulkham Hills and Hawkesbury	ZAF	2000	663
Sydney - Baulkham Hills and Hawkesbury	ZAF	2010	1222
Sydney - Baulkham Hills and Hawkesbury	ZAF	2015	562
Sydney - Baulkham Hills and Hawkesbury	ZAF	2016	203
Sydney - Baulkham Hills and Hawkesbury	ZAF	2017	197
Sydney - Baulkham Hills and Hawkesbury	ZAF	2018	199
Sydney - Baulkham Hills and Hawkesbury	ZAF	2019	231
Sydney - Baulkham Hills and Hawkesbury	ZAF	2020	125
Sydney - Baulkham Hills and Hawkesbury	ZAF	2021	38
Sydney - Blacktown			800
Sydney - Blacktown		1951	225
Sydney - Blacktown		1960	779
Sydney - Blacktown		1970	1984
Sydney - Blacktown		1980	2459
Sydney - Blacktown		1990	3364
Sydney - Blacktown		2000	4625
Sydney - Blacktown		2010	5474
Sydney - Blacktown		2015	2731
Sydney - Blacktown		2016	840
Sydney - Blacktown		2017	881
Sydney - Blacktown		2018	685
Sydney - Blacktown		2019	618
Sydney - Blacktown		2020	253
Sydney - Blacktown		2021	93
Sydney - Blacktown	AFG		49
Sydney - Blacktown	AFG	1980	9
Sydney - Blacktown	AFG	1990	183
Sydney - Blacktown	AFG	2000	786
Sydney - Blacktown	AFG	2010	986
Sydney - Blacktown	AFG	2015	434
Sydney - Blacktown	AFG	2016	133
Sydney - Blacktown	AFG	2017	71
Sydney - Blacktown	AFG	2018	47
Sydney - Blacktown	AFG	2019	63
Sydney - Blacktown	AFG	2020	39
Sydney - Blacktown	AFG	2021	25
Sydney - Blacktown	BGD		30
Sydney - Blacktown	BGD	1970	4
Sydney - Blacktown	BGD	1980	13
Sydney - Blacktown	BGD	1990	118
Sydney - Blacktown	BGD	2000	621
Sydney - Blacktown	BGD	2010	1353
Sydney - Blacktown	BGD	2015	639
Sydney - Blacktown	BGD	2016	113
Sydney - Blacktown	BGD	2017	117
Sydney - Blacktown	BGD	2018	105
Sydney - Blacktown	BGD	2019	65
Sydney - Blacktown	BGD	2020	39
Sydney - Blacktown	BGD	2021	20
Sydney - Blacktown	CAN		6
Sydney - Blacktown	CAN	1960	3
Sydney - Blacktown	CAN	1970	13
Sydney - Blacktown	CAN	1980	28
Sydney - Blacktown	CAN	1990	36
Sydney - Blacktown	CAN	2000	41
Sydney - Blacktown	CAN	2010	70
Sydney - Blacktown	CAN	2015	46
Sydney - Blacktown	CAN	2016	8
Sydney - Blacktown	CAN	2017	3
Sydney - Blacktown	CAN	2018	16
Sydney - Blacktown	CAN	2019	13
Sydney - Blacktown	CAN	2020	3
Sydney - Blacktown	CHN		124
Sydney - Blacktown	CHN	1951	5
Sydney - Blacktown	CHN	1960	22
Sydney - Blacktown	CHN	1970	36
Sydney - Blacktown	CHN	1980	83
Sydney - Blacktown	CHN	1990	681
Sydney - Blacktown	CHN	2000	1054
Sydney - Blacktown	CHN	2010	2369
Sydney - Blacktown	CHN	2015	1139
Sydney - Blacktown	CHN	2016	247
Sydney - Blacktown	CHN	2017	230
Sydney - Blacktown	CHN	2018	212
Sydney - Blacktown	CHN	2019	231
Sydney - Blacktown	CHN	2020	53
Sydney - Blacktown	CHN	2021	17
Sydney - Blacktown	DEU		26
Sydney - Blacktown	DEU	1951	195
Sydney - Blacktown	DEU	1960	173
Sydney - Blacktown	DEU	1970	111
Sydney - Blacktown	DEU	1980	65
Sydney - Blacktown	DEU	1990	65
Sydney - Blacktown	DEU	2000	62
Sydney - Blacktown	DEU	2010	72
Sydney - Blacktown	DEU	2015	36
Sydney - Blacktown	DEU	2016	4
Sydney - Blacktown	DEU	2017	8
Sydney - Blacktown	DEU	2018	4
Sydney - Blacktown	DEU	2019	9
Sydney - Blacktown	DEU	2020	4
Sydney - Blacktown	DEU	2021	4
Sydney - Blacktown	EGY		39
Sydney - Blacktown	EGY	1951	11
Sydney - Blacktown	EGY	1960	32
Sydney - Blacktown	EGY	1970	179
Sydney - Blacktown	EGY	1980	180
Sydney - Blacktown	EGY	1990	325
Sydney - Blacktown	EGY	2000	313
Sydney - Blacktown	EGY	2010	437
Sydney - Blacktown	EGY	2015	307
Sydney - Blacktown	EGY	2016	45
Sydney - Blacktown	EGY	2017	86
Sydney - Blacktown	EGY	2018	38
Sydney - Blacktown	EGY	2019	37
Sydney - Blacktown	EGY	2020	7
Sydney - Blacktown	EGY	2021	5
Sydney - Blacktown	FJI		114
Sydney - Blacktown	FJI	1960	10
Sydney - Blacktown	FJI	1970	27
Sydney - Blacktown	FJI	1980	196
Sydney - Blacktown	FJI	1990	1638
Sydney - Blacktown	FJI	2000	2079
Sydney - Blacktown	FJI	2010	2122
Sydney - Blacktown	FJI	2015	716
Sydney - Blacktown	FJI	2016	162
Sydney - Blacktown	FJI	2017	113
Sydney - Blacktown	FJI	2018	155
Sydney - Blacktown	FJI	2019	202
Sydney - Blacktown	FJI	2020	74
Sydney - Blacktown	FJI	2021	14
Sydney - Blacktown	GBR		162
Sydney - Blacktown	GBR	1951	110
Sydney - Blacktown	GBR	1960	487
Sydney - Blacktown	GBR	1970	1693
Sydney - Blacktown	GBR	1980	930
Sydney - Blacktown	GBR	1990	713
Sydney - Blacktown	GBR	2000	431
Sydney - Blacktown	GBR	2010	741
Sydney - Blacktown	GBR	2015	421
Sydney - Blacktown	GBR	2016	91
Sydney - Blacktown	GBR	2017	60
Sydney - Blacktown	GBR	2018	61
Sydney - Blacktown	GBR	2019	53
Sydney - Blacktown	GBR	2020	24
Sydney - Blacktown	GBR	2021	10
Sydney - Blacktown	GRC		23
Sydney - Blacktown	GRC	1951	9
Sydney - Blacktown	GRC	1960	88
Sydney - Blacktown	GRC	1970	329
Sydney - Blacktown	GRC	1980	103
Sydney - Blacktown	GRC	1990	53
Sydney - Blacktown	GRC	2000	27
Sydney - Blacktown	GRC	2010	14
Sydney - Blacktown	GRC	2015	37
Sydney - Blacktown	HKG		15
Sydney - Blacktown	HKG	1960	11
Sydney - Blacktown	HKG	1970	16
Sydney - Blacktown	HKG	1980	82
Sydney - Blacktown	HKG	1990	307
Sydney - Blacktown	HKG	2000	343
Sydney - Blacktown	HKG	2010	193
Sydney - Blacktown	HKG	2015	90
Sydney - Blacktown	HKG	2016	33
Sydney - Blacktown	HKG	2017	15
Sydney - Blacktown	HKG	2018	21
Sydney - Blacktown	HKG	2019	20
Sydney - Blacktown	HKG	2020	3
Sydney - Blacktown	HKG	2021	3
Sydney - Blacktown	HRV		20
Sydney - Blacktown	HRV	1951	3
Sydney - Blacktown	HRV	1960	52
Sydney - Blacktown	HRV	1970	378
Sydney - Blacktown	HRV	1980	134
Sydney - Blacktown	HRV	1990	63
Sydney - Blacktown	HRV	2000	192
Sydney - Blacktown	HRV	2010	38
Sydney - Blacktown	HRV	2015	9
Sydney - Blacktown	IDN		23
Sydney - Blacktown	IDN	1960	10
Sydney - Blacktown	IDN	1970	6
Sydney - Blacktown	IDN	1980	119
Sydney - Blacktown	IDN	1990	280
Sydney - Blacktown	IDN	2000	525
Sydney - Blacktown	IDN	2010	581
Sydney - Blacktown	IDN	2015	170
Sydney - Blacktown	IDN	2016	38
Sydney - Blacktown	IDN	2017	37
Sydney - Blacktown	IDN	2018	39
Sydney - Blacktown	IDN	2019	31
Sydney - Blacktown	IDN	2020	23
Sydney - Blacktown	IND		626
Sydney - Blacktown	IND	1951	7
Sydney - Blacktown	IND	1960	3
Sydney - Blacktown	IND	1970	120
Sydney - Blacktown	IND	1980	237
Sydney - Blacktown	IND	1990	803
Sydney - Blacktown	IND	2000	3525
Sydney - Blacktown	IND	2010	17932
Sydney - Blacktown	IND	2015	10884
Sydney - Blacktown	IND	2016	2993
Sydney - Blacktown	IND	2017	3021
Sydney - Blacktown	IND	2018	3461
Sydney - Blacktown	IND	2019	3627
Sydney - Blacktown	IND	2020	1101
Sydney - Blacktown	IND	2021	213
Sydney - Blacktown	IRL		11
Sydney - Blacktown	IRL	1951	4
Sydney - Blacktown	IRL	1960	15
Sydney - Blacktown	IRL	1970	92
Sydney - Blacktown	IRL	1980	94
Sydney - Blacktown	IRL	1990	90
Sydney - Blacktown	IRL	2000	56
Sydney - Blacktown	IRL	2010	118
Sydney - Blacktown	IRL	2015	111
Sydney - Blacktown	IRL	2016	9
Sydney - Blacktown	IRL	2017	11
Sydney - Blacktown	IRL	2018	12
Sydney - Blacktown	IRL	2019	4
Sydney - Blacktown	IRL	2020	8
Sydney - Blacktown	IRN		40
Sydney - Blacktown	IRN	1970	4
Sydney - Blacktown	IRN	1980	50
Sydney - Blacktown	IRN	1990	191
Sydney - Blacktown	IRN	2000	352
Sydney - Blacktown	IRN	2010	541
Sydney - Blacktown	IRN	2015	679
Sydney - Blacktown	IRN	2016	72
Sydney - Blacktown	IRN	2017	64
Sydney - Blacktown	IRN	2018	68
Sydney - Blacktown	IRN	2019	89
Sydney - Blacktown	IRN	2020	20
Sydney - Blacktown	IRN	2021	7
Sydney - Blacktown	IRQ		32
Sydney - Blacktown	IRQ	1970	9
Sydney - Blacktown	IRQ	1980	24
Sydney - Blacktown	IRQ	1990	47
Sydney - Blacktown	IRQ	2000	511
Sydney - Blacktown	IRQ	2010	585
Sydney - Blacktown	IRQ	2015	465
Sydney - Blacktown	IRQ	2016	94
Sydney - Blacktown	IRQ	2017	146
Sydney - Blacktown	IRQ	2018	71
Sydney - Blacktown	IRQ	2019	155
Sydney - Blacktown	IRQ	2020	32
Sydney - Blacktown	IRQ	2021	6
Sydney - Blacktown	ITA		41
Sydney - Blacktown	ITA	1951	36
Sydney - Blacktown	ITA	1960	318
Sydney - Blacktown	ITA	1970	494
Sydney - Blacktown	ITA	1980	139
Sydney - Blacktown	ITA	1990	38
Sydney - Blacktown	ITA	2000	39
Sydney - Blacktown	ITA	2010	42
Sydney - Blacktown	ITA	2015	53
Sydney - Blacktown	ITA	2016	8
Sydney - Blacktown	ITA	2017	8
Sydney - Blacktown	ITA	2018	3
Sydney - Blacktown	ITA	2019	5
Sydney - Blacktown	JPN		5
Sydney - Blacktown	JPN	1960	3
Sydney - Blacktown	JPN	1980	4
Sydney - Blacktown	JPN	1990	15
Sydney - Blacktown	JPN	2000	35
Sydney - Blacktown	JPN	2010	57
Sydney - Blacktown	JPN	2015	39
Sydney - Blacktown	JPN	2016	11
Sydney - Blacktown	JPN	2017	4
Sydney - Blacktown	JPN	2018	12
Sydney - Blacktown	JPN	2020	7
Sydney - Blacktown	KOR		41
Sydney - Blacktown	KOR	1980	62
Sydney - Blacktown	KOR	1990	360
Sydney - Blacktown	KOR	2000	503
Sydney - Blacktown	KOR	2010	845
Sydney - Blacktown	KOR	2015	284
Sydney - Blacktown	KOR	2016	50
Sydney - Blacktown	KOR	2017	28
Sydney - Blacktown	KOR	2018	9
Sydney - Blacktown	KOR	2019	21
Sydney - Blacktown	KOR	2020	13
Sydney - Blacktown	LBN		83
Sydney - Blacktown	LBN	1960	30
Sydney - Blacktown	LBN	1970	228
Sydney - Blacktown	LBN	1980	454
Sydney - Blacktown	LBN	1990	408
Sydney - Blacktown	LBN	2000	327
Sydney - Blacktown	LBN	2010	266
Sydney - Blacktown	LBN	2015	126
Sydney - Blacktown	LBN	2016	25
Sydney - Blacktown	LBN	2017	33
Sydney - Blacktown	LBN	2018	21
Sydney - Blacktown	LBN	2019	34
Sydney - Blacktown	LBN	2020	4
Sydney - Blacktown	LBN	2021	5
Sydney - Blacktown	LKA		88
Sydney - Blacktown	LKA	1970	43
Sydney - Blacktown	LKA	1980	94
Sydney - Blacktown	LKA	1990	625
Sydney - Blacktown	LKA	2000	1178
Sydney - Blacktown	LKA	2010	2199
Sydney - Blacktown	LKA	2015	1240
Sydney - Blacktown	LKA	2016	204
Sydney - Blacktown	LKA	2017	174
Sydney - Blacktown	LKA	2018	151
Sydney - Blacktown	LKA	2019	192
Sydney - Blacktown	LKA	2020	62
Sydney - Blacktown	LKA	2021	22
Sydney - Blacktown	MKD		16
Sydney - Blacktown	MKD	1970	60
Sydney - Blacktown	MKD	1980	65
Sydney - Blacktown	MKD	1990	29
Sydney - Blacktown	MKD	2000	15
Sydney - Blacktown	MKD	2010	21
Sydney - Blacktown	MKD	2017	8
Sydney - Blacktown	MYS		23
Sydney - Blacktown	MYS	1960	5
Sydney - Blacktown	MYS	1970	53
Sydney - Blacktown	MYS	1980	132
Sydney - Blacktown	MYS	1990	404
Sydney - Blacktown	MYS	2000	223
Sydney - Blacktown	MYS	2010	410
Sydney - Blacktown	MYS	2015	213
Sydney - Blacktown	MYS	2016	64
Sydney - Blacktown	MYS	2017	58
Sydney - Blacktown	MYS	2018	72
Sydney - Blacktown	MYS	2019	39
Sydney - Blacktown	MYS	2020	25
Sydney - Blacktown	MYS	2021	10
Sydney - Blacktown	NLD		14
Sydney - Blacktown	NLD	1951	11
Sydney - Blacktown	NLD	1960	215
Sydney - Blacktown	NLD	1970	64
Sydney - Blacktown	NLD	1980	37
Sydney - Blacktown	NLD	1990	25
Sydney - Blacktown	NLD	2000	12
Sydney - Blacktown	NLD	2010	25
Sydney - Blacktown	NLD	2015	12
Sydney - Blacktown	NLD	2016	4
Sydney - Blacktown	NLD	2018	5
Sydney - Blacktown	NLD	2019	13
Sydney - Blacktown	NLD	2020	3
Sydney - Blacktown	NPL		31
Sydney - Blacktown	NPL	1990	6
Sydney - Blacktown	NPL	2000	169
Sydney - Blacktown	NPL	2010	1798
Sydney - Blacktown	NPL	2015	848
Sydney - Blacktown	NPL	2016	168
Sydney - Blacktown	NPL	2017	189
Sydney - Blacktown	NPL	2018	236
Sydney - Blacktown	NPL	2019	225
Sydney - Blacktown	NPL	2020	104
Sydney - Blacktown	NPL	2021	10
Sydney - Blacktown	NZL		336
Sydney - Blacktown	NZL	1960	15
Sydney - Blacktown	NZL	1970	96
Sydney - Blacktown	NZL	1980	433
Sydney - Blacktown	NZL	1990	1072
Sydney - Blacktown	NZL	2000	1939
Sydney - Blacktown	NZL	2010	2164
Sydney - Blacktown	NZL	2015	1272
Sydney - Blacktown	NZL	2016	273
Sydney - Blacktown	NZL	2017	247
Sydney - Blacktown	NZL	2018	266
Sydney - Blacktown	NZL	2019	222
Sydney - Blacktown	NZL	2020	80
Sydney - Blacktown	NZL	2021	47
Sydney - Blacktown	PAK		78
Sydney - Blacktown	PAK	1970	5
Sydney - Blacktown	PAK	1980	45
Sydney - Blacktown	PAK	1990	347
