SA4_NAME16	Age	IncomeTotPersonal.max	Sex	adults
Capital Region	15-19		F	474
Capital Region	15-19		M	594
Capital Region	15-19	0	F	1981
Capital Region	15-19	0	M	2313
Capital Region	15-19	7875	F	1533
Capital Region	15-19	7875	M	1321
Capital Region	15-19	15750	F	742
Capital Region	15-19	15750	M	633
Capital Region	15-19	21000	F	328
Capital Region	15-19	21000	M	249
Capital Region	15-19	26250	F	286
Capital Region	15-19	26250	M	369
Capital Region	15-19	34125	F	277
Capital Region	15-19	34125	M	502
Capital Region	15-19	42000	F	214
Capital Region	15-19	42000	M	333
Capital Region	15-19	52500	F	134
Capital Region	15-19	52500	M	220
Capital Region	15-19	65625	F	76
Capital Region	15-19	65625	M	92
Capital Region	15-19	78750	F	16
Capital Region	15-19	78750	M	33
Capital Region	15-19	91875	F	3
Capital Region	15-19	91875	M	18
Capital Region	15-19	105000	F	3
Capital Region	15-19	105000	M	4
Capital Region	15-19	157500	F	3
Capital Region	15-19	157500	M	4
Capital Region	15-19	Inf	F	3
Capital Region	15-19	Inf	M	5
Capital Region	20-24		F	382
Capital Region	20-24		M	477
Capital Region	20-24	0	F	259
Capital Region	20-24	0	M	314
Capital Region	20-24	7875	F	114
Capital Region	20-24	7875	M	98
Capital Region	20-24	15750	F	309
Capital Region	20-24	15750	M	275
Capital Region	20-24	21000	F	364
Capital Region	20-24	21000	M	315
Capital Region	20-24	26250	F	394
Capital Region	20-24	26250	M	298
Capital Region	20-24	34125	F	604
Capital Region	20-24	34125	M	495
Capital Region	20-24	42000	F	731
Capital Region	20-24	42000	M	713
Capital Region	20-24	52500	F	786
Capital Region	20-24	52500	M	950
Capital Region	20-24	65625	F	607
Capital Region	20-24	65625	M	781
Capital Region	20-24	78750	F	389
Capital Region	20-24	78750	M	477
Capital Region	20-24	91875	F	153
Capital Region	20-24	91875	M	253
Capital Region	20-24	105000	F	56
Capital Region	20-24	105000	M	111
Capital Region	20-24	157500	F	45
Capital Region	20-24	157500	M	92
Capital Region	20-24	183750	F	3
Capital Region	20-24	183750	M	11
Capital Region	20-24	Inf	F	6
Capital Region	20-24	Inf	M	14
Capital Region	25-34		F	942
Capital Region	25-34		M	1278
Capital Region	25-34	0	F	646
Capital Region	25-34	0	M	352
Capital Region	25-34	7875	F	196
Capital Region	25-34	7875	M	64
Capital Region	25-34	15750	F	431
Capital Region	25-34	15750	M	276
Capital Region	25-34	21000	F	556
Capital Region	25-34	21000	M	377
Capital Region	25-34	26250	F	733
Capital Region	25-34	26250	M	386
Capital Region	25-34	34125	F	1145
Capital Region	25-34	34125	M	514
Capital Region	25-34	42000	F	1395
Capital Region	25-34	42000	M	794
Capital Region	25-34	52500	F	1578
Capital Region	25-34	52500	M	1539
Capital Region	25-34	65625	F	1666
Capital Region	25-34	65625	M	1933
Capital Region	25-34	78750	F	1245
Capital Region	25-34	78750	M	1533
Capital Region	25-34	91875	F	1186
Capital Region	25-34	91875	M	1415
Capital Region	25-34	105000	F	749
Capital Region	25-34	105000	M	956
Capital Region	25-34	157500	F	860
Capital Region	25-34	157500	M	1365
Capital Region	25-34	183750	F	78
Capital Region	25-34	183750	M	221
Capital Region	25-34	Inf	F	96
Capital Region	25-34	Inf	M	238
Capital Region	35-44		F	940
Capital Region	35-44		M	1084
Capital Region	35-44	0	F	640
Capital Region	35-44	0	M	286
Capital Region	35-44	7875	F	233
Capital Region	35-44	7875	M	81
Capital Region	35-44	15750	F	404
Capital Region	35-44	15750	M	210
Capital Region	35-44	21000	F	549
Capital Region	35-44	21000	M	354
Capital Region	35-44	26250	F	675
Capital Region	35-44	26250	M	335
Capital Region	35-44	34125	F	982
Capital Region	35-44	34125	M	422
Capital Region	35-44	42000	F	1203
Capital Region	35-44	42000	M	588
Capital Region	35-44	52500	F	1380
Capital Region	35-44	52500	M	1041
Capital Region	35-44	65625	F	1427
Capital Region	35-44	65625	M	1510
Capital Region	35-44	78750	F	1159
Capital Region	35-44	78750	M	1313
Capital Region	35-44	91875	F	1155
Capital Region	35-44	91875	M	1308
Capital Region	35-44	105000	F	950
Capital Region	35-44	105000	M	1100
Capital Region	35-44	157500	F	1676
Capital Region	35-44	157500	M	2296
Capital Region	35-44	183750	F	258
Capital Region	35-44	183750	M	508
Capital Region	35-44	Inf	F	326
Capital Region	35-44	Inf	M	742
Capital Region	45-54		F	991
Capital Region	45-54		M	1284
Capital Region	45-54	0	F	740
Capital Region	45-54	0	M	413
Capital Region	45-54	7875	F	256
Capital Region	45-54	7875	M	116
Capital Region	45-54	15750	F	476
Capital Region	45-54	15750	M	314
