SA4_NAME16	Age	MaxSchoolingCompleted	Sex	adults
No usual address (Vic.)	25-34	Year 9	F	20
No usual address (Vic.)	25-34	Year 9	M	37
No usual address (Vic.)	25-34	Year 10	F	65
No usual address (Vic.)	25-34	Year 10	M	78
No usual address (Vic.)	25-34	Year 11	F	53
No usual address (Vic.)	25-34	Year 11	M	63
No usual address (Vic.)	25-34	Year 12	F	419
No usual address (Vic.)	25-34	Year 12	M	358
No usual address (Vic.)	35-44		F	347
No usual address (Vic.)	35-44		M	525
No usual address (Vic.)	35-44	Did not go to school	F	4
No usual address (Vic.)	35-44	Did not go to school	M	3
No usual address (Vic.)	35-44	Year 8 or below	F	13
No usual address (Vic.)	35-44	Year 8 or below	M	19
No usual address (Vic.)	35-44	Year 9	F	30
No usual address (Vic.)	35-44	Year 9	M	38
No usual address (Vic.)	35-44	Year 10	F	63
No usual address (Vic.)	35-44	Year 10	M	108
No usual address (Vic.)	35-44	Year 11	F	39
No usual address (Vic.)	35-44	Year 11	M	55
No usual address (Vic.)	35-44	Year 12	F	238
No usual address (Vic.)	35-44	Year 12	M	251
No usual address (Vic.)	45-54		F	180
No usual address (Vic.)	45-54		M	458
No usual address (Vic.)	45-54	Did not go to school	F	4
No usual address (Vic.)	45-54	Did not go to school	M	7
No usual address (Vic.)	45-54	Year 8 or below	F	9
No usual address (Vic.)	45-54	Year 8 or below	M	27
No usual address (Vic.)	45-54	Year 9	F	14
No usual address (Vic.)	45-54	Year 9	M	55
No usual address (Vic.)	45-54	Year 10	F	58
No usual address (Vic.)	45-54	Year 10	M	89
No usual address (Vic.)	45-54	Year 11	F	46
No usual address (Vic.)	45-54	Year 11	M	76
No usual address (Vic.)	45-54	Year 12	F	166
No usual address (Vic.)	45-54	Year 12	M	199
No usual address (Vic.)	55-64		F	117
No usual address (Vic.)	55-64		M	289
No usual address (Vic.)	55-64	Did not go to school	F	4
No usual address (Vic.)	55-64	Did not go to school	M	5
No usual address (Vic.)	55-64	Year 8 or below	F	10
No usual address (Vic.)	55-64	Year 8 or below	M	17
No usual address (Vic.)	55-64	Year 9	F	23
No usual address (Vic.)	55-64	Year 9	M	38
No usual address (Vic.)	55-64	Year 10	F	84
No usual address (Vic.)	55-64	Year 10	M	97
No usual address (Vic.)	55-64	Year 11	F	53
No usual address (Vic.)	55-64	Year 11	M	76
No usual address (Vic.)	55-64	Year 12	F	144
No usual address (Vic.)	55-64	Year 12	M	119
No usual address (Vic.)	65-74		F	69
No usual address (Vic.)	65-74		M	130
No usual address (Vic.)	65-74	Did not go to school	M	3
No usual address (Vic.)	65-74	Year 8 or below	F	16
No usual address (Vic.)	65-74	Year 8 or below	M	25
No usual address (Vic.)	65-74	Year 9	F	17
No usual address (Vic.)	65-74	Year 9	M	29
No usual address (Vic.)	65-74	Year 10	F	44
No usual address (Vic.)	65-74	Year 10	M	65
No usual address (Vic.)	65-74	Year 11	F	27
No usual address (Vic.)	65-74	Year 11	M	32
No usual address (Vic.)	65-74	Year 12	F	42
No usual address (Vic.)	65-74	Year 12	M	102
No usual address (Vic.)	75-84		F	7
No usual address (Vic.)	75-84		M	25
No usual address (Vic.)	75-84	Year 8 or below	F	11
No usual address (Vic.)	75-84	Year 8 or below	M	13
No usual address (Vic.)	75-84	Year 9	F	7
No usual address (Vic.)	75-84	Year 9	M	9
No usual address (Vic.)	75-84	Year 10	F	12
No usual address (Vic.)	75-84	Year 10	M	17
No usual address (Vic.)	75-84	Year 11	F	9
No usual address (Vic.)	75-84	Year 12	F	18
No usual address (Vic.)	75-84	Year 12	M	19
No usual address (Vic.)	85+		F	10
No usual address (Vic.)	85+		M	6
No usual address (Vic.)	85+	Year 8 or below	F	9
No usual address (Vic.)	85+	Year 8 or below	M	3
No usual address (Vic.)	85+	Year 9	F	5
No usual address (Vic.)	85+	Year 12	M	4
Brisbane - East	15-19		F	191
Brisbane - East	15-19		M	196
Brisbane - East	15-19	Did not go to school	M	3
Brisbane - East	15-19	Year 8 or below	F	13
Brisbane - East	15-19	Year 8 or below	M	34
Brisbane - East	15-19	Year 9	F	70
Brisbane - East	15-19	Year 9	M	125
Brisbane - East	15-19	Year 10	F	282
Brisbane - East	15-19	Year 10	M	473
Brisbane - East	15-19	Year 11	F	161
Brisbane - East	15-19	Year 11	M	258
Brisbane - East	15-19	Year 12	F	2137
Brisbane - East	15-19	Year 12	M	2312
Brisbane - East	20-24		F	199
Brisbane - East	20-24		M	240
Brisbane - East	20-24	Did not go to school	F	5
Brisbane - East	20-24	Did not go to school	M	6
Brisbane - East	20-24	Year 8 or below	F	15
Brisbane - East	20-24	Year 8 or below	M	12
Brisbane - East	20-24	Year 9	F	41
Brisbane - East	20-24	Year 9	M	60
Brisbane - East	20-24	Year 10	F	259
Brisbane - East	20-24	Year 10	M	445
Brisbane - East	20-24	Year 11	F	179
Brisbane - East	20-24	Year 11	M	333
Brisbane - East	20-24	Year 12	F	5118
Brisbane - East	20-24	Year 12	M	5486
Brisbane - East	25-34		F	466
Brisbane - East	25-34		M	539
Brisbane - East	25-34	Did not go to school	F	25
Brisbane - East	25-34	Did not go to school	M	25
Brisbane - East	25-34	Year 8 or below	F	49
Brisbane - East	25-34	Year 8 or below	M	88
Brisbane - East	25-34	Year 9	F	148
Brisbane - East	25-34	Year 9	M	239
Brisbane - East	25-34	Year 10	F	1071
Brisbane - East	25-34	Year 10	M	1539
Brisbane - East	25-34	Year 11	F	635
Brisbane - East	25-34	Year 11	M	864
Brisbane - East	25-34	Year 12	F	10580
Brisbane - East	25-34	Year 12	M	8929
Brisbane - East	35-44		F	538
Brisbane - East	35-44		M	582
Brisbane - East	35-44	Did not go to school	F	35
Brisbane - East	35-44	Did not go to school	M	30
Brisbane - East	35-44	Year 8 or below	F	74
Brisbane - East	35-44	Year 8 or below	M	121
Brisbane - East	35-44	Year 9	F	232
Brisbane - East	35-44	Year 9	M	316
Brisbane - East	35-44	Year 10	F	1478
Brisbane - East	35-44	Year 10	M	2098
Brisbane - East	35-44	Year 11	F	924
Brisbane - East	35-44	Year 11	M	1094
Brisbane - East	35-44	Year 12	F	13215
Brisbane - East	35-44	Year 12	M	10744
Brisbane - East	45-54		F	568
Brisbane - East	45-54		M	657
Brisbane - East	45-54	Did not go to school	F	47
Brisbane - East	45-54	Did not go to school	M	51
Brisbane - East	45-54	Year 8 or below	F	164
Brisbane - East	45-54	Year 8 or below	M	177
Brisbane - East	45-54	Year 9	F	344
Brisbane - East	45-54	Year 9	M	491
Brisbane - East	45-54	Year 10	F	3333
Brisbane - East	45-54	Year 10	M	3572
Brisbane - East	45-54	Year 11	F	1291
Brisbane - East	45-54	Year 11	M	1333
Brisbane - East	45-54	Year 12	F	11977
Brisbane - East	45-54	Year 12	M	9942
Brisbane - East	55-64		F	537
Brisbane - East	55-64		M	633
Brisbane - East	55-64	Did not go to school	F	42
Brisbane - East	55-64	Did not go to school	M	49
Brisbane - East	55-64	Year 8 or below	F	251
Brisbane - East	55-64	Year 8 or below	M	313
Brisbane - East	55-64	Year 9	F	664
Brisbane - East	55-64	Year 9	M	719
Brisbane - East	55-64	Year 10	F	5923
Brisbane - East	55-64	Year 10	M	5100
Brisbane - East	55-64	Year 11	F	1311
Brisbane - East	55-64	Year 11	M	1324
Brisbane - East	55-64	Year 12	F	7610
Brisbane - East	55-64	Year 12	M	6965
Brisbane - East	65-74		F	643
Brisbane - East	65-74		M	628
Brisbane - East	65-74	Did not go to school	F	50
Brisbane - East	65-74	Did not go to school	M	37
Brisbane - East	65-74	Year 8 or below	F	897
Brisbane - East	65-74	Year 8 or below	M	776
Brisbane - East	65-74	Year 9	F	911
Brisbane - East	65-74	Year 9	M	778
Brisbane - East	65-74	Year 10	F	5765
Brisbane - East	65-74	Year 10	M	4411
Brisbane - East	65-74	Year 11	F	839
Brisbane - East	65-74	Year 11	M	845
Brisbane - East	65-74	Year 12	F	4573
Brisbane - East	65-74	Year 12	M	4978
Brisbane - East	75-84		F	714
Brisbane - East	75-84		M	493
Brisbane - East	75-84	Did not go to school	F	56
Brisbane - East	75-84	Did not go to school	M	46
Brisbane - East	75-84	Year 8 or below	F	1248
Brisbane - East	75-84	Year 8 or below	M	1086
Brisbane - East	75-84	Year 9	F	590
Brisbane - East	75-84	Year 9	M	489
Brisbane - East	75-84	Year 10	F	2695
Brisbane - East	75-84	Year 10	M	1946
Brisbane - East	75-84	Year 11	F	389
Brisbane - East	75-84	Year 11	M	320
Brisbane - East	75-84	Year 12	F	1933
Brisbane - East	75-84	Year 12	M	2280
Brisbane - East	85+		F	709
Brisbane - East	85+		M	341
Brisbane - East	85+	Did not go to school	F	29
Brisbane - East	85+	Did not go to school	M	14
Brisbane - East	85+	Year 8 or below	F	750
Brisbane - East	85+	Year 8 or below	M	454
Brisbane - East	85+	Year 9	F	247
Brisbane - East	85+	Year 9	M	141
Brisbane - East	85+	Year 10	F	861
Brisbane - East	85+	Year 10	M	477
Brisbane - East	85+	Year 11	F	110
Brisbane - East	85+	Year 11	M	82
Brisbane - East	85+	Year 12	F	598
Brisbane - East	85+	Year 12	M	532
Brisbane - North	15-19		F	165
Brisbane - North	15-19		M	177
Brisbane - North	15-19	Did not go to school	F	4
Brisbane - North	15-19	Did not go to school	M	3
Brisbane - North	15-19	Year 8 or below	F	17
Brisbane - North	15-19	Year 8 or below	M	28
Brisbane - North	15-19	Year 9	F	48
Brisbane - North	15-19	Year 9	M	72
Brisbane - North	15-19	Year 10	F	169
Brisbane - North	15-19	Year 10	M	214
Brisbane - North	15-19	Year 11	F	102
Brisbane - North	15-19	Year 11	M	144
Brisbane - North	15-19	Year 12	F	1936
Brisbane - North	15-19	Year 12	M	1885
Brisbane - North	20-24		F	272
Brisbane - North	20-24		M	328
Brisbane - North	20-24	Did not go to school	F	10
Brisbane - North	20-24	Did not go to school	M	14
Brisbane - North	20-24	Year 8 or below	F	17
Brisbane - North	20-24	Year 8 or below	M	25
Brisbane - North	20-24	Year 9	F	37
Brisbane - North	20-24	Year 9	M	48
Brisbane - North	20-24	Year 10	F	198
Brisbane - North	20-24	Year 10	M	273
Brisbane - North	20-24	Year 11	F	211
Brisbane - North	20-24	Year 11	M	261
Brisbane - North	20-24	Year 12	F	6387
Brisbane - North	20-24	Year 12	M	6015
Brisbane - North	25-34		F	761
Brisbane - North	25-34		M	870
Brisbane - North	25-34	Did not go to school	F	51
Brisbane - North	25-34	Did not go to school	M	49
Brisbane - North	25-34	Year 8 or below	F	69
Brisbane - North	25-34	Year 8 or below	M	67
Brisbane - North	25-34	Year 9	F	144
Brisbane - North	25-34	Year 9	M	160
Brisbane - North	25-34	Year 10	F	834
Brisbane - North	25-34	Year 10	M	1077
Brisbane - North	25-34	Year 11	F	635
Brisbane - North	25-34	Year 11	M	775
Brisbane - North	25-34	Year 12	F	15351
Brisbane - North	25-34	Year 12	M	13961
Brisbane - North	35-44		F	561
Brisbane - North	35-44		M	694
Brisbane - North	35-44	Did not go to school	F	88
Brisbane - North	35-44	Did not go to school	M	72
Brisbane - North	35-44	Year 8 or below	F	81
Brisbane - North	35-44	Year 8 or below	M	103
Brisbane - North	35-44	Year 9	F	126
Brisbane - North	35-44	Year 9	M	203
Brisbane - North	35-44	Year 10	F	899
Brisbane - North	35-44	Year 10	M	1304
Brisbane - North	35-44	Year 11	F	592
Brisbane - North	35-44	Year 11	M	757
Brisbane - North	35-44	Year 12	F	15008
Brisbane - North	35-44	Year 12	M	13753
Brisbane - North	45-54		F	421
Brisbane - North	45-54		M	602
Brisbane - North	45-54	Did not go to school	F	78
Brisbane - North	45-54	Did not go to school	M	67
Brisbane - North	45-54	Year 8 or below	F	166
Brisbane - North	45-54	Year 8 or below	M	143
Brisbane - North	45-54	Year 9	F	241
Brisbane - North	45-54	Year 9	M	323
Brisbane - North	45-54	Year 10	F	2034
Brisbane - North	45-54	Year 10	M	2204
Brisbane - North	45-54	Year 11	F	844
Brisbane - North	45-54	Year 11	M	926
Brisbane - North	45-54	Year 12	F	11260
Brisbane - North	45-54	Year 12	M	10088
Brisbane - North	55-64		F	410
Brisbane - North	55-64		M	461
Brisbane - North	55-64	Did not go to school	F	97
Brisbane - North	55-64	Did not go to school	M	81
Brisbane - North	55-64	Year 8 or below	F	287
Brisbane - North	55-64	Year 8 or below	M	221
Brisbane - North	55-64	Year 9	F	352
Brisbane - North	55-64	Year 9	M	433
Brisbane - North	55-64	Year 10	F	3804
Brisbane - North	55-64	Year 10	M	3217
Brisbane - North	55-64	Year 11	F	847
Brisbane - North	55-64	Year 11	M	986
Brisbane - North	55-64	Year 12	F	6612
Brisbane - North	55-64	Year 12	M	6179
Brisbane - North	65-74		F	452
Brisbane - North	65-74		M	435
Brisbane - North	65-74	Did not go to school	F	76
Brisbane - North	65-74	Did not go to school	M	66
Brisbane - North	65-74	Year 8 or below	F	732
Brisbane - North	65-74	Year 8 or below	M	558
Brisbane - North	65-74	Year 9	F	456
Brisbane - North	65-74	Year 9	M	385
Brisbane - North	65-74	Year 10	F	3952
Brisbane - North	65-74	Year 10	M	2668
Brisbane - North	65-74	Year 11	F	497
Brisbane - North	65-74	Year 11	M	520
Brisbane - North	65-74	Year 12	F	3620
Brisbane - North	65-74	Year 12	M	4023
Brisbane - North	75-84		F	561
Brisbane - North	75-84		M	408
Brisbane - North	75-84	Did not go to school	F	68
Brisbane - North	75-84	Did not go to school	M	49
Brisbane - North	75-84	Year 8 or below	F	1334
Brisbane - North	75-84	Year 8 or below	M	898
Brisbane - North	75-84	Year 9	F	436
Brisbane - North	75-84	Year 9	M	324
Brisbane - North	75-84	Year 10	F	2304
Brisbane - North	75-84	Year 10	M	1363
Brisbane - North	75-84	Year 11	F	268
Brisbane - North	75-84	Year 11	M	204
Brisbane - North	75-84	Year 12	F	1619
Brisbane - North	75-84	Year 12	M	1691
Brisbane - North	85+		F	700
Brisbane - North	85+		M	308
Brisbane - North	85+	Did not go to school	F	55
Brisbane - North	85+	Did not go to school	M	42
Brisbane - North	85+	Year 8 or below	F	950
Brisbane - North	85+	Year 8 or below	M	448
Brisbane - North	85+	Year 9	F	226
Brisbane - North	85+	Year 9	M	126
Brisbane - North	85+	Year 10	F	993
Brisbane - North	85+	Year 10	M	492
Brisbane - North	85+	Year 11	F	106
Brisbane - North	85+	Year 11	M	59
Brisbane - North	85+	Year 12	F	656
Brisbane - North	85+	Year 12	M	511
Brisbane - South	15-19		F	308
Brisbane - South	15-19		M	327
Brisbane - South	15-19	Did not go to school	F	3
Brisbane - South	15-19	Did not go to school	M	10
Brisbane - South	15-19	Year 8 or below	F	14
Brisbane - South	15-19	Year 8 or below	M	43
Brisbane - South	15-19	Year 9	F	58
Brisbane - South	15-19	Year 9	M	82
Brisbane - South	15-19	Year 10	F	227
Brisbane - South	15-19	Year 10	M	292
Brisbane - South	15-19	Year 11	F	184
Brisbane - South	15-19	Year 11	M	231
Brisbane - South	15-19	Year 12	F	3734
Brisbane - South	15-19	Year 12	M	3614
Brisbane - South	20-24		F	596
Brisbane - South	20-24		M	687
Brisbane - South	20-24	Did not go to school	F	38
Brisbane - South	20-24	Did not go to school	M	45
Brisbane - South	20-24	Year 8 or below	F	30
Brisbane - South	20-24	Year 8 or below	M	39
Brisbane - South	20-24	Year 9	F	49
Brisbane - South	20-24	Year 9	M	83
Brisbane - South	20-24	Year 10	F	308
Brisbane - South	20-24	Year 10	M	383
Brisbane - South	20-24	Year 11	F	309
Brisbane - South	20-24	Year 11	M	408
Brisbane - South	20-24	Year 12	F	12789
Brisbane - South	20-24	Year 12	M	12776
Brisbane - South	25-34		F	1406
Brisbane - South	25-34		M	1629
Brisbane - South	25-34	Did not go to school	F	182
Brisbane - South	25-34	Did not go to school	M	211
Brisbane - South	25-34	Year 8 or below	F	133
Brisbane - South	25-34	Year 8 or below	M	162
Brisbane - South	25-34	Year 9	F	183
Brisbane - South	25-34	Year 9	M	252
Brisbane - South	25-34	Year 10	F	973
Brisbane - South	25-34	Year 10	M	1369
Brisbane - South	25-34	Year 11	F	759
Brisbane - South	25-34	Year 11	M	970
Brisbane - South	25-34	Year 12	F	27782
Brisbane - South	25-34	Year 12	M	26579
Brisbane - South	35-44		F	1077
Brisbane - South	35-44		M	1182
Brisbane - South	35-44	Did not go to school	F	221
Brisbane - South	35-44	Did not go to school	M	212
Brisbane - South	35-44	Year 8 or below	F	233
Brisbane - South	35-44	Year 8 or below	M	195
Brisbane - South	35-44	Year 9	F	289
Brisbane - South	35-44	Year 9	M	342
Brisbane - South	35-44	Year 10	F	1189
Brisbane - South	35-44	Year 10	M	1565
Brisbane - South	35-44	Year 11	F	678
Brisbane - South	35-44	Year 11	M	960
Brisbane - South	35-44	Year 12	F	26170
Brisbane - South	35-44	Year 12	M	24219
Brisbane - South	45-54		F	779
Brisbane - South	45-54		M	935
Brisbane - South	45-54	Did not go to school	F	256
Brisbane - South	45-54	Did not go to school	M	186
Brisbane - South	45-54	Year 8 or below	F	354
Brisbane - South	45-54	Year 8 or below	M	308
Brisbane - South	45-54	Year 9	F	337
Brisbane - South	45-54	Year 9	M	426
Brisbane - South	45-54	Year 10	F	2338
Brisbane - South	45-54	Year 10	M	2490
Brisbane - South	45-54	Year 11	F	988
Brisbane - South	45-54	Year 11	M	1154
Brisbane - South	45-54	Year 12	F	18504
Brisbane - South	45-54	Year 12	M	17083
Brisbane - South	55-64		F	717
Brisbane - South	55-64		M	750
Brisbane - South	55-64	Did not go to school	F	297
Brisbane - South	55-64	Did not go to school	M	207
Brisbane - South	55-64	Year 8 or below	F	508
Brisbane - South	55-64	Year 8 or below	M	424
Brisbane - South	55-64	Year 9	F	502
Brisbane - South	55-64	Year 9	M	528
Brisbane - South	55-64	Year 10	F	4214
Brisbane - South	55-64	Year 10	M	3717
Brisbane - South	55-64	Year 11	F	963
Brisbane - South	55-64	Year 11	M	1112
Brisbane - South	55-64	Year 12	F	11881
Brisbane - South	55-64	Year 12	M	10945
Brisbane - South	65-74		F	640
Brisbane - South	65-74		M	650
Brisbane - South	65-74	Did not go to school	F	264
Brisbane - South	65-74	Did not go to school	M	198
Brisbane - South	65-74	Year 8 or below	F	1095
Brisbane - South	65-74	Year 8 or below	M	714
Brisbane - South	65-74	Year 9	F	635
Brisbane - South	65-74	Year 9	M	497
Brisbane - South	65-74	Year 10	F	4282
Brisbane - South	65-74	Year 10	M	2897
Brisbane - South	65-74	Year 11	F	680
Brisbane - South	65-74	Year 11	M	578
Brisbane - South	65-74	Year 12	F	6656
Brisbane - South	65-74	Year 12	M	7218
Brisbane - South	75-84		F	624
Brisbane - South	75-84		M	528
Brisbane - South	75-84	Did not go to school	F	187
Brisbane - South	75-84	Did not go to school	M	114
Brisbane - South	75-84	Year 8 or below	F	1584
Brisbane - South	75-84	Year 8 or below	M	1110
Brisbane - South	75-84	Year 9	F	517
Brisbane - South	75-84	Year 9	M	396
Brisbane - South	75-84	Year 10	F	2541
Brisbane - South	75-84	Year 10	M	1623
Brisbane - South	75-84	Year 11	F	279
Brisbane - South	75-84	Year 11	M	230
Brisbane - South	75-84	Year 12	F	2506
Brisbane - South	75-84	Year 12	M	2891
Brisbane - South	85+		F	597
Brisbane - South	85+		M	287
Brisbane - South	85+	Did not go to school	F	169
Brisbane - South	85+	Did not go to school	M	73
Brisbane - South	85+	Year 8 or below	F	1154
Brisbane - South	85+	Year 8 or below	M	551
Brisbane - South	85+	Year 9	F	238
Brisbane - South	85+	Year 9	M	174
Brisbane - South	85+	Year 10	F	1102
Brisbane - South	85+	Year 10	M	456
Brisbane - South	85+	Year 11	F	87
Brisbane - South	85+	Year 11	M	71
Brisbane - South	85+	Year 12	F	833
Brisbane - South	85+	Year 12	M	739
Brisbane - West	15-19		F	143
Brisbane - West	15-19		M	143
Brisbane - West	15-19	Did not go to school	F	4
Brisbane - West	15-19	Did not go to school	M	4
Brisbane - West	15-19	Year 8 or below	F	7
Brisbane - West	15-19	Year 8 or below	M	18
Brisbane - West	15-19	Year 9	F	36
Brisbane - West	15-19	Year 9	M	34
Brisbane - West	15-19	Year 10	F	115
Brisbane - West	15-19	Year 10	M	156
Brisbane - West	15-19	Year 11	F	73
Brisbane - West	15-19	Year 11	M	88
Brisbane - West	15-19	Year 12	F	2878
Brisbane - West	15-19	Year 12	M	2745
Brisbane - West	20-24		F	193
Brisbane - West	20-24		M	317
Brisbane - West	20-24	Did not go to school	F	3
Brisbane - West	20-24	Did not go to school	M	10
Brisbane - West	20-24	Year 8 or below	F	3
Brisbane - West	20-24	Year 8 or below	M	3
Brisbane - West	20-24	Year 9	F	11
Brisbane - West	20-24	Year 9	M	22
Brisbane - West	20-24	Year 10	F	116
Brisbane - West	20-24	Year 10	M	147
Brisbane - West	20-24	Year 11	F	107
Brisbane - West	20-24	Year 11	M	156
Brisbane - West	20-24	Year 12	F	6187
Brisbane - West	20-24	Year 12	M	6633
Brisbane - West	25-34		F	373
Brisbane - West	25-34		M	426
Brisbane - West	25-34	Did not go to school	F	21
Brisbane - West	25-34	Did not go to school	M	35
Brisbane - West	25-34	Year 8 or below	F	19
Brisbane - West	25-34	Year 8 or below	M	31
Brisbane - West	25-34	Year 9	F	45
Brisbane - West	25-34	Year 9	M	57
Brisbane - West	25-34	Year 10	F	305
Brisbane - West	25-34	Year 10	M	470
Brisbane - West	25-34	Year 11	F	272
Brisbane - West	25-34	Year 11	M	364
Brisbane - West	25-34	Year 12	F	9756
Brisbane - West	25-34	Year 12	M	9084
Brisbane - West	35-44		F	355
Brisbane - West	35-44		M	384
Brisbane - West	35-44	Did not go to school	F	36
Brisbane - West	35-44	Did not go to school	M	34
Brisbane - West	35-44	Year 8 or below	F	33
Brisbane - West	35-44	Year 8 or below	M	44
Brisbane - West	35-44	Year 9	F	77
Brisbane - West	35-44	Year 9	M	84
Brisbane - West	35-44	Year 10	F	393
Brisbane - West	35-44	Year 10	M	575
Brisbane - West	35-44	Year 11	F	349
Brisbane - West	35-44	Year 11	M	409
Brisbane - West	35-44	Year 12	F	12936
Brisbane - West	35-44	Year 12	M	11250
Brisbane - West	45-54		F	276
Brisbane - West	45-54		M	341
Brisbane - West	45-54	Did not go to school	F	43
Brisbane - West	45-54	Did not go to school	M	35
Brisbane - West	45-54	Year 8 or below	F	66
Brisbane - West	45-54	Year 8 or below	M	66
Brisbane - West	45-54	Year 9	F	84
Brisbane - West	45-54	Year 9	M	115
Brisbane - West	45-54	Year 10	F	1006
Brisbane - West	45-54	Year 10	M	1084
Brisbane - West	45-54	Year 11	F	514
Brisbane - West	45-54	Year 11	M	554
Brisbane - West	45-54	Year 12	F	11838
Brisbane - West	45-54	Year 12	M	10644
Brisbane - West	55-64		F	254
Brisbane - West	55-64		M	316
Brisbane - West	55-64	Did not go to school	F	43
Brisbane - West	55-64	Did not go to school	M	47
Brisbane - West	55-64	Year 8 or below	F	110
Brisbane - West	55-64	Year 8 or below	M	86
Brisbane - West	55-64	Year 9	F	137
Brisbane - West	55-64	Year 9	M	150
Brisbane - West	55-64	Year 10	F	1778
Brisbane - West	55-64	Year 10	M	1446
Brisbane - West	55-64	Year 11	F	553
Brisbane - West	55-64	Year 11	M	556
Brisbane - West	55-64	Year 12	F	7425
Brisbane - West	55-64	Year 12	M	6947
Brisbane - West	65-74		F	318
Brisbane - West	65-74		M	277
Brisbane - West	65-74	Did not go to school	F	40
Brisbane - West	65-74	Did not go to school	M	34
Brisbane - West	65-74	Year 8 or below	F	250
Brisbane - West	65-74	Year 8 or below	M	167
Brisbane - West	65-74	Year 9	F	216
Brisbane - West	65-74	Year 9	M	144
Brisbane - West	65-74	Year 10	F	2303
Brisbane - West	65-74	Year 10	M	1287
Brisbane - West	65-74	Year 11	F	475
Brisbane - West	65-74	Year 11	M	313
Brisbane - West	65-74	Year 12	F	5106
Brisbane - West	65-74	Year 12	M	5344
Brisbane - West	75-84		F	377
Brisbane - West	75-84		M	307
Brisbane - West	75-84	Did not go to school	F	34
Brisbane - West	75-84	Did not go to school	M	29
Brisbane - West	75-84	Year 8 or below	F	452
Brisbane - West	75-84	Year 8 or below	M	283
Brisbane - West	75-84	Year 9	F	206
Brisbane - West	75-84	Year 9	M	145
Brisbane - West	75-84	Year 10	F	1514
Brisbane - West	75-84	Year 10	M	859
Brisbane - West	75-84	Year 11	F	276
Brisbane - West	75-84	Year 11	M	165
Brisbane - West	75-84	Year 12	F	2270
Brisbane - West	75-84	Year 12	M	2655
Brisbane - West	85+		F	451
Brisbane - West	85+		M	213
Brisbane - West	85+	Did not go to school	F	22
Brisbane - West	85+	Did not go to school	M	12
Brisbane - West	85+	Year 8 or below	F	433
Brisbane - West	85+	Year 8 or below	M	158
Brisbane - West	85+	Year 9	F	139
Brisbane - West	85+	Year 9	M	84
Brisbane - West	85+	Year 10	F	663
Brisbane - West	85+	Year 10	M	288
Brisbane - West	85+	Year 11	F	80
Brisbane - West	85+	Year 11	M	47
Brisbane - West	85+	Year 12	F	734
Brisbane - West	85+	Year 12	M	656
Brisbane Inner City	15-19		F	339
Brisbane Inner City	15-19		M	287
Brisbane Inner City	15-19	Did not go to school	F	3
Brisbane Inner City	15-19	Year 8 or below	F	10
Brisbane Inner City	15-19	Year 8 or below	M	11
Brisbane Inner City	15-19	Year 9	F	25
Brisbane Inner City	15-19	Year 9	M	38
Brisbane Inner City	15-19	Year 10	F	141
Brisbane Inner City	15-19	Year 10	M	143
Brisbane Inner City	15-19	Year 11	F	143
Brisbane Inner City	15-19	Year 11	M	153
Brisbane Inner City	15-19	Year 12	F	3522
Brisbane Inner City	15-19	Year 12	M	3067
Brisbane Inner City	20-24		F	900
Brisbane Inner City	20-24		M	788
Brisbane Inner City	20-24	Did not go to school	F	17
Brisbane Inner City	20-24	Did not go to school	M	24
Brisbane Inner City	20-24	Year 8 or below	F	17
Brisbane Inner City	20-24	Year 8 or below	M	27
Brisbane Inner City	20-24	Year 9	F	58
Brisbane Inner City	20-24	Year 9	M	58
Brisbane Inner City	20-24	Year 10	F	291
Brisbane Inner City	20-24	Year 10	M	287
Brisbane Inner City	20-24	Year 11	F	342
Brisbane Inner City	20-24	Year 11	M	377
Brisbane Inner City	20-24	Year 12	F	14733
Brisbane Inner City	20-24	Year 12	M	12725
Brisbane Inner City	25-34		F	1980
Brisbane Inner City	25-34		M	2221
Brisbane Inner City	25-34	Did not go to school	F	84
Brisbane Inner City	25-34	Did not go to school	M	88
Brisbane Inner City	25-34	Year 8 or below	F	60
Brisbane Inner City	25-34	Year 8 or below	M	67
Brisbane Inner City	25-34	Year 9	F	97
Brisbane Inner City	25-34	Year 9	M	173
Brisbane Inner City	25-34	Year 10	F	724
Brisbane Inner City	25-34	Year 10	M	1140
Brisbane Inner City	25-34	Year 11	F	878
Brisbane Inner City	25-34	Year 11	M	1125
Brisbane Inner City	25-34	Year 12	F	28981
Brisbane Inner City	25-34	Year 12	M	27833
Brisbane Inner City	35-44		F	1103
Brisbane Inner City	35-44		M	1402
Brisbane Inner City	35-44	Did not go to school	F	52
Brisbane Inner City	35-44	Did not go to school	M	64
Brisbane Inner City	35-44	Year 8 or below	F	54
Brisbane Inner City	35-44	Year 8 or below	M	83
Brisbane Inner City	35-44	Year 9	F	119
Brisbane Inner City	35-44	Year 9	M	182
Brisbane Inner City	35-44	Year 10	F	656
Brisbane Inner City	35-44	Year 10	M	1058
Brisbane Inner City	35-44	Year 11	F	521
Brisbane Inner City	35-44	Year 11	M	733
Brisbane Inner City	35-44	Year 12	F	19820
Brisbane Inner City	35-44	Year 12	M	19551
Brisbane Inner City	45-54		F	736
Brisbane Inner City	45-54		M	1038
Brisbane Inner City	45-54	Did not go to school	F	54
Brisbane Inner City	45-54	Did not go to school	M	56
Brisbane Inner City	45-54	Year 8 or below	F	87
Brisbane Inner City	45-54	Year 8 or below	M	113
