SA4_NAME21	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
Coffs Harbour - Grafton	20-24	1	1	0	F	352
Coffs Harbour - Grafton	20-24	1	1	0	M	177
Coffs Harbour - Grafton	20-24	1	1	1	F	21
Coffs Harbour - Grafton	20-24	1	1	1	M	7
Coffs Harbour - Grafton	25-34				F	623
Coffs Harbour - Grafton	25-34				M	960
Coffs Harbour - Grafton	25-34	0			F	3243
Coffs Harbour - Grafton	25-34	0			M	4169
Coffs Harbour - Grafton	25-34	1	0	1	F	323
Coffs Harbour - Grafton	25-34	1	0	1	M	210
Coffs Harbour - Grafton	25-34	1	1	0	F	3236
Coffs Harbour - Grafton	25-34	1	1	0	M	2010
Coffs Harbour - Grafton	25-34	1	1	1	F	195
Coffs Harbour - Grafton	25-34	1	1	1	M	71
Coffs Harbour - Grafton	35-44				F	622
Coffs Harbour - Grafton	35-44				M	871
Coffs Harbour - Grafton	35-44	0			F	2248
Coffs Harbour - Grafton	35-44	0			M	2845
Coffs Harbour - Grafton	35-44	1	0	1	F	273
Coffs Harbour - Grafton	35-44	1	0	1	M	167
Coffs Harbour - Grafton	35-44	1	1	0	F	4761
Coffs Harbour - Grafton	35-44	1	1	0	M	3689
Coffs Harbour - Grafton	35-44	1	1	1	F	341
Coffs Harbour - Grafton	35-44	1	1	1	M	152
Coffs Harbour - Grafton	45-54				F	575
Coffs Harbour - Grafton	45-54				M	758
Coffs Harbour - Grafton	45-54	0			F	5579
Coffs Harbour - Grafton	45-54	0			M	5008
Coffs Harbour - Grafton	45-54	1	0	1	F	673
Coffs Harbour - Grafton	45-54	1	0	1	M	258
Coffs Harbour - Grafton	45-54	1	1	0	F	2493
Coffs Harbour - Grafton	45-54	1	1	0	M	2513
Coffs Harbour - Grafton	45-54	1	1	1	F	150
Coffs Harbour - Grafton	45-54	1	1	1	M	96
Coffs Harbour - Grafton	55-64				F	594
Coffs Harbour - Grafton	55-64				M	707
Coffs Harbour - Grafton	55-64	0			F	8434
Coffs Harbour - Grafton	55-64	0			M	8185
Coffs Harbour - Grafton	55-64	1	0	1	F	1774
Coffs Harbour - Grafton	55-64	1	0	1	M	750
Coffs Harbour - Grafton	55-64	1	1	0	F	241
Coffs Harbour - Grafton	55-64	1	1	0	M	533
Coffs Harbour - Grafton	55-64	1	1	1	F	26
Coffs Harbour - Grafton	55-64	1	1	1	M	17
Coffs Harbour - Grafton	65-74				F	576
Coffs Harbour - Grafton	65-74				M	593
Coffs Harbour - Grafton	65-74	0			F	8348
Coffs Harbour - Grafton	65-74	0			M	8647
Coffs Harbour - Grafton	65-74	1	0	1	F	1405
Coffs Harbour - Grafton	65-74	1	0	1	M	900
Coffs Harbour - Grafton	65-74	1	1	0	F	69
Coffs Harbour - Grafton	65-74	1	1	0	M	95
Coffs Harbour - Grafton	65-74	1	1	1	F	6
Coffs Harbour - Grafton	65-74	1	1	1	M	10
Coffs Harbour - Grafton	75-84				F	562
Coffs Harbour - Grafton	75-84				M	443
Coffs Harbour - Grafton	75-84	0			F	5216
Coffs Harbour - Grafton	75-84	0			M	4806
Coffs Harbour - Grafton	75-84	1	0	1	F	243
Coffs Harbour - Grafton	75-84	1	0	1	M	178
Coffs Harbour - Grafton	75-84	1	1	0	F	11
Coffs Harbour - Grafton	75-84	1	1	0	M	33
Coffs Harbour - Grafton	85+				F	447
Coffs Harbour - Grafton	85+				M	225
Coffs Harbour - Grafton	85+	0			F	2252
Coffs Harbour - Grafton	85+	0			M	1509
Coffs Harbour - Grafton	85+	1	0	1	F	10
Coffs Harbour - Grafton	85+	1	0	1	M	22
Coffs Harbour - Grafton	85+	1	1	0	F	4
Coffs Harbour - Grafton	85+	1	1	0	M	3
Far West and Orana	15-19				F	425
Far West and Orana	15-19				M	532
Far West and Orana	15-19	0			F	2405
Far West and Orana	15-19	0			M	2728
Far West and Orana	15-19	1	0	1	F	246
Far West and Orana	15-19	1	0	1	M	127
Far West and Orana	15-19	1	1	0	F	48
Far West and Orana	15-19	1	1	0	M	24
Far West and Orana	15-19	1	1	1	F	5
Far West and Orana	20-24				F	365
Far West and Orana	20-24				M	463
Far West and Orana	20-24	0			F	1963
Far West and Orana	20-24	0			M	2298
Far West and Orana	20-24	1	0	1	F	204
Far West and Orana	20-24	1	0	1	M	88
Far West and Orana	20-24	1	1	0	F	405
Far West and Orana	20-24	1	1	0	M	181
Far West and Orana	20-24	1	1	1	F	16
Far West and Orana	20-24	1	1	1	M	4
Far West and Orana	25-34				F	909
Far West and Orana	25-34				M	1190
Far West and Orana	25-34	0			F	3234
Far West and Orana	25-34	0			M	4024
Far West and Orana	25-34	1	0	1	F	299
Far West and Orana	25-34	1	0	1	M	185
Far West and Orana	25-34	1	1	0	F	3276
Far West and Orana	25-34	1	1	0	M	2124
Far West and Orana	25-34	1	1	1	F	195
Far West and Orana	25-34	1	1	1	M	58
Far West and Orana	35-44				F	837
Far West and Orana	35-44				M	970
Far West and Orana	35-44	0			F	1837
Far West and Orana	35-44	0			M	2277
Far West and Orana	35-44	1	0	1	F	235
Far West and Orana	35-44	1	0	1	M	136
Far West and Orana	35-44	1	1	0	F	3541
Far West and Orana	35-44	1	1	0	M	2876
Far West and Orana	35-44	1	1	1	F	189
Far West and Orana	35-44	1	1	1	M	88
Far West and Orana	45-54				F	772
Far West and Orana	45-54				M	867
Far West and Orana	45-54	0			F	3957
Far West and Orana	45-54	0			M	3924
Far West and Orana	45-54	1	0	1	F	625
Far West and Orana	45-54	1	0	1	M	246
Far West and Orana	45-54	1	1	0	F	1435
Far West and Orana	45-54	1	1	0	M	1532
Far West and Orana	45-54	1	1	1	F	65
Far West and Orana	45-54	1	1	1	M	48
Far West and Orana	55-64				F	750
Far West and Orana	55-64				M	855
Far West and Orana	55-64	0			F	5369
Far West and Orana	55-64	0			M	5779
Far West and Orana	55-64	1	0	1	F	1405
Far West and Orana	55-64	1	0	1	M	610
Far West and Orana	55-64	1	1	0	F	125
Far West and Orana	55-64	1	1	0	M	308
Far West and Orana	55-64	1	1	1	F	16
Far West and Orana	55-64	1	1	1	M	10
Far West and Orana	65-74				F	615
Far West and Orana	65-74				M	694
Far West and Orana	65-74	0			F	4648
Far West and Orana	65-74	0			M	5117
Far West and Orana	65-74	1	0	1	F	892
Far West and Orana	65-74	1	0	1	M	548
Far West and Orana	65-74	1	1	0	F	45
Far West and Orana	65-74	1	1	0	M	61
Far West and Orana	65-74	1	1	1	M	3
Far West and Orana	75-84				F	578
Far West and Orana	75-84				M	458
Far West and Orana	75-84	0			F	3208
Far West and Orana	75-84	0			M	2950
Far West and Orana	75-84	1	0	1	F	170
Far West and Orana	75-84	1	0	1	M	109
Far West and Orana	75-84	1	1	0	F	14
Far West and Orana	75-84	1	1	0	M	12
Far West and Orana	75-84	1	1	1	M	3
Far West and Orana	85+				F	327
Far West and Orana	85+				M	197
Far West and Orana	85+	0			F	1413
Far West and Orana	85+	0			M	901
Far West and Orana	85+	1	0	1	F	16
Far West and Orana	85+	1	0	1	M	8
Far West and Orana	85+	1	1	0	F	3
Hunter Valley exc Newcastle	15-19				F	508
Hunter Valley exc Newcastle	15-19				M	632
Hunter Valley exc Newcastle	15-19	0			F	7148
Hunter Valley exc Newcastle	15-19	0			M	8145
Hunter Valley exc Newcastle	15-19	1	0	1	F	642
Hunter Valley exc Newcastle	15-19	1	0	1	M	369
Hunter Valley exc Newcastle	15-19	1	1	0	F	78
Hunter Valley exc Newcastle	15-19	1	1	0	M	45
Hunter Valley exc Newcastle	15-19	1	1	1	F	4
Hunter Valley exc Newcastle	15-19	1	1	1	M	4
Hunter Valley exc Newcastle	20-24				F	427
Hunter Valley exc Newcastle	20-24				M	656
Hunter Valley exc Newcastle	20-24	0			F	5909
Hunter Valley exc Newcastle	20-24	0			M	6963
Hunter Valley exc Newcastle	20-24	1	0	1	F	527
Hunter Valley exc Newcastle	20-24	1	0	1	M	252
Hunter Valley exc Newcastle	20-24	1	1	0	F	942
Hunter Valley exc Newcastle	20-24	1	1	0	M	442
Hunter Valley exc Newcastle	20-24	1	1	1	F	43
Hunter Valley exc Newcastle	20-24	1	1	1	M	10
Hunter Valley exc Newcastle	25-34				F	920
Hunter Valley exc Newcastle	25-34				M	1630
Hunter Valley exc Newcastle	25-34	0			F	7513
Hunter Valley exc Newcastle	25-34	0			M	9955
Hunter Valley exc Newcastle	25-34	1	0	1	F	699
Hunter Valley exc Newcastle	25-34	1	0	1	M	429
Hunter Valley exc Newcastle	25-34	1	1	0	F	8835
Hunter Valley exc Newcastle	25-34	1	1	0	M	5927
Hunter Valley exc Newcastle	25-34	1	1	1	F	458
Hunter Valley exc Newcastle	25-34	1	1	1	M	159
Hunter Valley exc Newcastle	35-44				F	863
Hunter Valley exc Newcastle	35-44				M	1418
Hunter Valley exc Newcastle	35-44	0			F	4483
Hunter Valley exc Newcastle	35-44	0			M	5876
Hunter Valley exc Newcastle	35-44	1	0	1	F	507
Hunter Valley exc Newcastle	35-44	1	0	1	M	373
Hunter Valley exc Newcastle	35-44	1	1	0	F	11419
Hunter Valley exc Newcastle	35-44	1	1	0	M	9444
Hunter Valley exc Newcastle	35-44	1	1	1	F	530
Hunter Valley exc Newcastle	35-44	1	1	1	M	313
Hunter Valley exc Newcastle	45-54				F	804
Hunter Valley exc Newcastle	45-54				M	1213
Hunter Valley exc Newcastle	45-54	0			F	11143
Hunter Valley exc Newcastle	45-54	0			M	10851
Hunter Valley exc Newcastle	45-54	1	0	1	F	1580
Hunter Valley exc Newcastle	45-54	1	0	1	M	663
Hunter Valley exc Newcastle	45-54	1	1	0	F	4724
Hunter Valley exc Newcastle	45-54	1	1	0	M	4916
Hunter Valley exc Newcastle	45-54	1	1	1	F	198
Hunter Valley exc Newcastle	45-54	1	1	1	M	140
Hunter Valley exc Newcastle	55-64				F	770
Hunter Valley exc Newcastle	55-64				M	1081
Hunter Valley exc Newcastle	55-64	0			F	13723
Hunter Valley exc Newcastle	55-64	0			M	14560
Hunter Valley exc Newcastle	55-64	1	0	1	F	3966
Hunter Valley exc Newcastle	55-64	1	0	1	M	1641
Hunter Valley exc Newcastle	55-64	1	1	0	F	375
Hunter Valley exc Newcastle	55-64	1	1	0	M	816
Hunter Valley exc Newcastle	55-64	1	1	1	F	40
Hunter Valley exc Newcastle	55-64	1	1	1	M	31
Hunter Valley exc Newcastle	65-74				F	775
Hunter Valley exc Newcastle	65-74				M	913
Hunter Valley exc Newcastle	65-74	0			F	13085
Hunter Valley exc Newcastle	65-74	0			M	13271
Hunter Valley exc Newcastle	65-74	1	0	1	F	2614
Hunter Valley exc Newcastle	65-74	1	0	1	M	1767
Hunter Valley exc Newcastle	65-74	1	1	0	F	86
Hunter Valley exc Newcastle	65-74	1	1	0	M	123
Hunter Valley exc Newcastle	65-74	1	1	1	F	15
Hunter Valley exc Newcastle	65-74	1	1	1	M	9
Hunter Valley exc Newcastle	75-84				F	709
Hunter Valley exc Newcastle	75-84				M	681
Hunter Valley exc Newcastle	75-84	0			F	8024
Hunter Valley exc Newcastle	75-84	0			M	7596
Hunter Valley exc Newcastle	75-84	1	0	1	F	378
Hunter Valley exc Newcastle	75-84	1	0	1	M	292
Hunter Valley exc Newcastle	75-84	1	1	0	F	22
Hunter Valley exc Newcastle	75-84	1	1	0	M	20
Hunter Valley exc Newcastle	85+				F	535
Hunter Valley exc Newcastle	85+				M	288
Hunter Valley exc Newcastle	85+	0			F	3097
Hunter Valley exc Newcastle	85+	0			M	1957
Hunter Valley exc Newcastle	85+	1	0	1	F	28
Hunter Valley exc Newcastle	85+	1	0	1	M	9
Hunter Valley exc Newcastle	85+	1	1	0	M	4
Illawarra	15-19				F	505
Illawarra	15-19				M	502
Illawarra	15-19	0			F	8252
Illawarra	15-19	0			M	8867
Illawarra	15-19	1	0	1	F	622
Illawarra	15-19	1	0	1	M	309
Illawarra	15-19	1	1	0	F	39
Illawarra	15-19	1	1	0	M	16
Illawarra	15-19	1	1	1	F	7
Illawarra	20-24				F	502
Illawarra	20-24				M	567
Illawarra	20-24	0			F	8939
Illawarra	20-24	0			M	9796
Illawarra	20-24	1	0	1	F	464
Illawarra	20-24	1	0	1	M	219
Illawarra	20-24	1	1	0	F	548
Illawarra	20-24	1	1	0	M	250
Illawarra	20-24	1	1	1	F	31
Illawarra	20-24	1	1	1	M	14
Illawarra	25-34				F	976
Illawarra	25-34				M	1049
Illawarra	25-34	0			F	10748
Illawarra	25-34	0			M	13577
Illawarra	25-34	1	0	1	F	637
Illawarra	25-34	1	0	1	M	352
Illawarra	25-34	1	1	0	F	7498
Illawarra	25-34	1	1	0	M	4825
Illawarra	25-34	1	1	1	F	238
Illawarra	25-34	1	1	1	M	100
Illawarra	35-44				F	841
Illawarra	35-44				M	873
Illawarra	35-44	0			F	4916
Illawarra	35-44	0			M	6495
Illawarra	35-44	1	0	1	F	446
Illawarra	35-44	1	0	1	M	306
Illawarra	35-44	1	1	0	F	13197
Illawarra	35-44	1	1	0	M	10916
Illawarra	35-44	1	1	1	F	378
Illawarra	35-44	1	1	1	M	206
Illawarra	45-54				F	727
Illawarra	45-54				M	852
Illawarra	45-54	0			F	11901
Illawarra	45-54	0			M	11092
Illawarra	45-54	1	0	1	F	1079
Illawarra	45-54	1	0	1	M	438
Illawarra	45-54	1	1	0	F	6290
Illawarra	45-54	1	1	0	M	6637
Illawarra	45-54	1	1	1	F	164
Illawarra	45-54	1	1	1	M	100
Illawarra	55-64				F	685
Illawarra	55-64				M	738
Illawarra	55-64	0			F	15274
Illawarra	55-64	0			M	15672
Illawarra	55-64	1	0	1	F	3663
Illawarra	55-64	1	0	1	M	1508
Illawarra	55-64	1	1	0	F	511
Illawarra	55-64	1	1	0	M	1041
Illawarra	55-64	1	1	1	F	35
Illawarra	55-64	1	1	1	M	27
Illawarra	65-74				F	715
Illawarra	65-74				M	700
Illawarra	65-74	0			F	13319
Illawarra	65-74	0			M	12776
Illawarra	65-74	1	0	1	F	2688
Illawarra	65-74	1	0	1	M	1848
Illawarra	65-74	1	1	0	F	99
Illawarra	65-74	1	1	0	M	141
Illawarra	65-74	1	1	1	F	18
Illawarra	65-74	1	1	1	M	7
Illawarra	75-84				F	800
Illawarra	75-84				M	644
Illawarra	75-84	0			F	9402
Illawarra	75-84	0			M	8116
Illawarra	75-84	1	0	1	F	392
Illawarra	75-84	1	0	1	M	329
Illawarra	75-84	1	1	0	F	23
Illawarra	75-84	1	1	0	M	38
Illawarra	75-84	1	1	1	F	5
Illawarra	85+				F	886
Illawarra	85+				M	506
Illawarra	85+	0			F	4131
Illawarra	85+	0			M	2658
Illawarra	85+	1	0	1	F	24
Illawarra	85+	1	0	1	M	15
Illawarra	85+	1	1	0	M	9
Mid North Coast	15-19				F	522
Mid North Coast	15-19				M	620
Mid North Coast	15-19	0			F	4894
Mid North Coast	15-19	0			M	5389
Mid North Coast	15-19	1	0	1	F	459
Mid North Coast	15-19	1	0	1	M	240
Mid North Coast	15-19	1	1	0	F	49
Mid North Coast	15-19	1	1	0	M	23
Mid North Coast	15-19	1	1	1	F	10
Mid North Coast	15-19	1	1	1	M	5
Mid North Coast	20-24				F	315
Mid North Coast	20-24				M	490
Mid North Coast	20-24	0			F	3297
Mid North Coast	20-24	0			M	3927
Mid North Coast	20-24	1	0	1	F	321
Mid North Coast	20-24	1	0	1	M	158
Mid North Coast	20-24	1	1	0	F	551
Mid North Coast	20-24	1	1	0	M	257
Mid North Coast	20-24	1	1	1	F	40
Mid North Coast	20-24	1	1	1	M	4
Mid North Coast	25-34				F	775
Mid North Coast	25-34				M	1013
Mid North Coast	25-34	0			F	4140
Mid North Coast	25-34	0			M	5333
Mid North Coast	25-34	1	0	1	F	438
Mid North Coast	25-34	1	0	1	M	257
Mid North Coast	25-34	1	1	0	F	4603
Mid North Coast	25-34	1	1	0	M	2840
Mid North Coast	25-34	1	1	1	F	261
Mid North Coast	25-34	1	1	1	M	117
Mid North Coast	35-44				F	755
Mid North Coast	35-44				M	959
Mid North Coast	35-44	0			F	3054
Mid North Coast	35-44	0			M	3791
Mid North Coast	35-44	1	0	1	F	324
Mid North Coast	35-44	1	0	1	M	227
Mid North Coast	35-44	1	1	0	F	6771
Mid North Coast	35-44	1	1	0	M	5133
Mid North Coast	35-44	1	1	1	F	404
Mid North Coast	35-44	1	1	1	M	204
Mid North Coast	45-54				F	781
Mid North Coast	45-54				M	908
Mid North Coast	45-54	0			F	8570
Mid North Coast	45-54	0			M	7894
Mid North Coast	45-54	1	0	1	F	986
Mid North Coast	45-54	1	0	1	M	420
Mid North Coast	45-54	1	1	0	F	3521
Mid North Coast	45-54	1	1	0	M	3471
Mid North Coast	45-54	1	1	1	F	160
Mid North Coast	45-54	1	1	1	M	103
Mid North Coast	55-64				F	939
Mid North Coast	55-64				M	1086
Mid North Coast	55-64	0			F	14304
Mid North Coast	55-64	0			M	13429
Mid North Coast	55-64	1	0	1	F	2773
Mid North Coast	55-64	1	0	1	M	1117
Mid North Coast	55-64	1	1	0	F	338
Mid North Coast	55-64	1	1	0	M	744
Mid North Coast	55-64	1	1	1	F	32
Mid North Coast	55-64	1	1	1	M	19
Mid North Coast	65-74				F	1079
Mid North Coast	65-74				M	1151
Mid North Coast	65-74	0			F	15672
Mid North Coast	65-74	0			M	16000
Mid North Coast	65-74	1	0	1	F	2055
Mid North Coast	65-74	1	0	1	M	1318
Mid North Coast	65-74	1	1	0	F	84
Mid North Coast	65-74	1	1	0	M	151
Mid North Coast	65-74	1	1	1	F	14
Mid North Coast	65-74	1	1	1	M	14
Mid North Coast	75-84				F	1060
Mid North Coast	75-84				M	837
Mid North Coast	75-84	0			F	10210
Mid North Coast	75-84	0			M	9741
Mid North Coast	75-84	1	0	1	F	348
Mid North Coast	75-84	1	0	1	M	305
Mid North Coast	75-84	1	1	0	F	37
Mid North Coast	75-84	1	1	0	M	34
Mid North Coast	75-84	1	1	1	F	7
Mid North Coast	85+				F	851
