SA4_NAME21	Age	HoursHousekeeping	Sex	adults
Sydney - Blacktown	85+		F	365
Sydney - Blacktown	85+		M	181
Sydney - Blacktown	85+	0	F	1680
Sydney - Blacktown	85+	0	M	876
Sydney - Blacktown	85+	<5	F	258
Sydney - Blacktown	85+	<5	M	201
Sydney - Blacktown	85+	5-14	F	265
Sydney - Blacktown	85+	5-14	M	163
Sydney - Blacktown	85+	15-29	F	123
Sydney - Blacktown	85+	15-29	M	88
Sydney - Blacktown	85+	30+	F	88
Sydney - Blacktown	85+	30+	M	54
Sydney - City and Inner South	15-19		F	323
Sydney - City and Inner South	15-19		M	326
Sydney - City and Inner South	15-19	0	F	1832
Sydney - City and Inner South	15-19	0	M	2072
Sydney - City and Inner South	15-19	<5	F	2220
Sydney - City and Inner South	15-19	<5	M	2063
Sydney - City and Inner South	15-19	5-14	F	706
Sydney - City and Inner South	15-19	5-14	M	473
Sydney - City and Inner South	15-19	15-29	F	63
Sydney - City and Inner South	15-19	15-29	M	47
Sydney - City and Inner South	15-19	30+	F	31
Sydney - City and Inner South	15-19	30+	M	18
Sydney - City and Inner South	20-24		F	1203
Sydney - City and Inner South	20-24		M	1268
Sydney - City and Inner South	20-24	0	F	5492
Sydney - City and Inner South	20-24	0	M	6396
Sydney - City and Inner South	20-24	<5	F	4344
Sydney - City and Inner South	20-24	<5	M	4037
Sydney - City and Inner South	20-24	5-14	F	4067
Sydney - City and Inner South	20-24	5-14	M	2812
Sydney - City and Inner South	20-24	15-29	F	694
Sydney - City and Inner South	20-24	15-29	M	405
Sydney - City and Inner South	20-24	30+	F	233
Sydney - City and Inner South	20-24	30+	M	198
Sydney - City and Inner South	25-34		F	3257
Sydney - City and Inner South	25-34		M	3719
Sydney - City and Inner South	25-34	0	F	12070
Sydney - City and Inner South	25-34	0	M	15256
Sydney - City and Inner South	25-34	<5	F	10737
Sydney - City and Inner South	25-34	<5	M	13281
Sydney - City and Inner South	25-34	5-14	F	15735
Sydney - City and Inner South	25-34	5-14	M	13673
Sydney - City and Inner South	25-34	15-29	F	3491
Sydney - City and Inner South	25-34	15-29	M	2050
Sydney - City and Inner South	25-34	30+	F	1798
Sydney - City and Inner South	25-34	30+	M	746
Sydney - City and Inner South	35-44		F	1664
Sydney - City and Inner South	35-44		M	2179
Sydney - City and Inner South	35-44	0	F	5171
Sydney - City and Inner South	35-44	0	M	7408
Sydney - City and Inner South	35-44	<5	F	4644
Sydney - City and Inner South	35-44	<5	M	8250
Sydney - City and Inner South	35-44	5-14	F	9096
Sydney - City and Inner South	35-44	5-14	M	10516
Sydney - City and Inner South	35-44	15-29	F	4012
Sydney - City and Inner South	35-44	15-29	M	2482
Sydney - City and Inner South	35-44	30+	F	2851
Sydney - City and Inner South	35-44	30+	M	898
Sydney - City and Inner South	45-54		F	978
Sydney - City and Inner South	45-54		M	1457
Sydney - City and Inner South	45-54	0	F	2736
Sydney - City and Inner South	45-54	0	M	4480
Sydney - City and Inner South	45-54	<5	F	2710
Sydney - City and Inner South	45-54	<5	M	5076
Sydney - City and Inner South	45-54	5-14	F	6245
Sydney - City and Inner South	45-54	5-14	M	6997
Sydney - City and Inner South	45-54	15-29	F	3104
Sydney - City and Inner South	45-54	15-29	M	1900
Sydney - City and Inner South	45-54	30+	F	1772
Sydney - City and Inner South	45-54	30+	M	656
Sydney - City and Inner South	55-64		F	793
Sydney - City and Inner South	55-64		M	1195
Sydney - City and Inner South	55-64	0	F	2754
Sydney - City and Inner South	55-64	0	M	4002
Sydney - City and Inner South	55-64	<5	F	2042
Sydney - City and Inner South	55-64	<5	M	3570
Sydney - City and Inner South	55-64	5-14	F	4594
Sydney - City and Inner South	55-64	5-14	M	4933
Sydney - City and Inner South	55-64	15-29	F	2196
Sydney - City and Inner South	55-64	15-29	M	1420
Sydney - City and Inner South	55-64	30+	F	1289
Sydney - City and Inner South	55-64	30+	M	501
Sydney - City and Inner South	65-74		F	650
Sydney - City and Inner South	65-74		M	820
Sydney - City and Inner South	65-74	0	F	2698
Sydney - City and Inner South	65-74	0	M	3248
Sydney - City and Inner South	65-74	<5	F	1156
Sydney - City and Inner South	65-74	<5	M	1865
Sydney - City and Inner South	65-74	5-14	F	2768
Sydney - City and Inner South	65-74	5-14	M	2775
Sydney - City and Inner South	65-74	15-29	F	1812
Sydney - City and Inner South	65-74	15-29	M	1004
Sydney - City and Inner South	65-74	30+	F	1035
Sydney - City and Inner South	65-74	30+	M	395
Sydney - City and Inner South	75-84		F	553
Sydney - City and Inner South	75-84		M	557
Sydney - City and Inner South	75-84	0	F	1938
Sydney - City and Inner South	75-84	0	M	1999
Sydney - City and Inner South	75-84	<5	F	646
Sydney - City and Inner South	75-84	<5	M	905
Sydney - City and Inner South	75-84	5-14	F	1187
Sydney - City and Inner South	75-84	5-14	M	1102
Sydney - City and Inner South	75-84	15-29	F	734
Sydney - City and Inner South	75-84	15-29	M	387
Sydney - City and Inner South	75-84	30+	F	524
Sydney - City and Inner South	75-84	30+	M	180
Sydney - City and Inner South	85+		F	445
Sydney - City and Inner South	85+		M	250
Sydney - City and Inner South	85+	0	F	1016
Sydney - City and Inner South	85+	0	M	749
Sydney - City and Inner South	85+	<5	F	298
Sydney - City and Inner South	85+	<5	M	244
Sydney - City and Inner South	85+	5-14	F	303
Sydney - City and Inner South	85+	5-14	M	205
Sydney - City and Inner South	85+	15-29	F	130
Sydney - City and Inner South	85+	15-29	M	87
Sydney - City and Inner South	85+	30+	F	99
Sydney - City and Inner South	85+	30+	M	41
Sydney - Eastern Suburbs	15-19		F	295
Sydney - Eastern Suburbs	15-19		M	368
Sydney - Eastern Suburbs	15-19	0	F	2030
Sydney - Eastern Suburbs	15-19	0	M	2562
Sydney - Eastern Suburbs	15-19	<5	F	3018
Sydney - Eastern Suburbs	15-19	<5	M	2967
Sydney - Eastern Suburbs	15-19	5-14	F	639
Sydney - Eastern Suburbs	15-19	5-14	M	448
Sydney - Eastern Suburbs	15-19	15-29	F	47
Sydney - Eastern Suburbs	15-19	15-29	M	35
Sydney - Eastern Suburbs	15-19	30+	F	30
Sydney - Eastern Suburbs	15-19	30+	M	16
Sydney - Eastern Suburbs	20-24		F	493
Sydney - Eastern Suburbs	20-24		M	581
Sydney - Eastern Suburbs	20-24	0	F	2204
Sydney - Eastern Suburbs	20-24	0	M	2913
Sydney - Eastern Suburbs	20-24	<5	F	3160
Sydney - Eastern Suburbs	20-24	<5	M	2753
Sydney - Eastern Suburbs	20-24	5-14	F	2181
Sydney - Eastern Suburbs	20-24	5-14	M	1246
Sydney - Eastern Suburbs	20-24	15-29	F	253
Sydney - Eastern Suburbs	20-24	15-29	M	140
Sydney - Eastern Suburbs	20-24	30+	F	83
Sydney - Eastern Suburbs	20-24	30+	M	74
Sydney - Eastern Suburbs	25-34		F	1631
Sydney - Eastern Suburbs	25-34		M	1946
Sydney - Eastern Suburbs	25-34	0	F	5559
Sydney - Eastern Suburbs	25-34	0	M	6938
Sydney - Eastern Suburbs	25-34	<5	F	7387
Sydney - Eastern Suburbs	25-34	<5	M	7469
Sydney - Eastern Suburbs	25-34	5-14	F	8924
Sydney - Eastern Suburbs	25-34	5-14	M	6222
Sydney - Eastern Suburbs	25-34	15-29	F	2007
Sydney - Eastern Suburbs	25-34	15-29	M	853
Sydney - Eastern Suburbs	25-34	30+	F	1121
Sydney - Eastern Suburbs	25-34	30+	M	282
Sydney - Eastern Suburbs	35-44		F	1062
Sydney - Eastern Suburbs	35-44		M	1392
Sydney - Eastern Suburbs	35-44	0	F	2458
Sydney - Eastern Suburbs	35-44	0	M	3567
Sydney - Eastern Suburbs	35-44	<5	F	3073
Sydney - Eastern Suburbs	35-44	<5	M	5217
Sydney - Eastern Suburbs	35-44	5-14	F	6777
Sydney - Eastern Suburbs	35-44	5-14	M	6973
Sydney - Eastern Suburbs	35-44	15-29	F	3815
Sydney - Eastern Suburbs	35-44	15-29	M	1748
Sydney - Eastern Suburbs	35-44	30+	F	3297
Sydney - Eastern Suburbs	35-44	30+	M	604
Sydney - Eastern Suburbs	45-54		F	774
Sydney - Eastern Suburbs	45-54		M	1032
Sydney - Eastern Suburbs	45-54	0	F	1801
Sydney - Eastern Suburbs	45-54	0	M	2644
Sydney - Eastern Suburbs	45-54	<5	F	2236
Sydney - Eastern Suburbs	45-54	<5	M	4269
Sydney - Eastern Suburbs	45-54	5-14	F	6272
Sydney - Eastern Suburbs	45-54	5-14	M	6335
Sydney - Eastern Suburbs	45-54	15-29	F	4009
Sydney - Eastern Suburbs	45-54	15-29	M	1667
Sydney - Eastern Suburbs	45-54	30+	F	2401
Sydney - Eastern Suburbs	45-54	30+	M	587
Sydney - Eastern Suburbs	55-64		F	585
Sydney - Eastern Suburbs	55-64		M	773
Sydney - Eastern Suburbs	55-64	0	F	1953
Sydney - Eastern Suburbs	55-64	0	M	2516
Sydney - Eastern Suburbs	55-64	<5	F	1810
Sydney - Eastern Suburbs	55-64	<5	M	3467
Sydney - Eastern Suburbs	55-64	5-14	F	5019
Sydney - Eastern Suburbs	55-64	5-14	M	4642
Sydney - Eastern Suburbs	55-64	15-29	F	2842
Sydney - Eastern Suburbs	55-64	15-29	M	1313
Sydney - Eastern Suburbs	55-64	30+	F	1538
Sydney - Eastern Suburbs	55-64	30+	M	420
Sydney - Eastern Suburbs	65-74		F	609
Sydney - Eastern Suburbs	65-74		M	603
Sydney - Eastern Suburbs	65-74	0	F	2513
Sydney - Eastern Suburbs	65-74	0	M	2593
Sydney - Eastern Suburbs	65-74	<5	F	1302
Sydney - Eastern Suburbs	65-74	<5	M	2312
Sydney - Eastern Suburbs	65-74	5-14	F	3354
Sydney - Eastern Suburbs	65-74	5-14	M	3154
Sydney - Eastern Suburbs	65-74	15-29	F	2196
Sydney - Eastern Suburbs	65-74	15-29	M	952
Sydney - Eastern Suburbs	65-74	30+	F	1312
Sydney - Eastern Suburbs	65-74	30+	M	358
Sydney - Eastern Suburbs	75-84		F	742
Sydney - Eastern Suburbs	75-84		M	556
Sydney - Eastern Suburbs	75-84	0	F	2155
Sydney - Eastern Suburbs	75-84	0	M	2134
Sydney - Eastern Suburbs	75-84	<5	F	922
Sydney - Eastern Suburbs	75-84	<5	M	1216
Sydney - Eastern Suburbs	75-84	5-14	F	1775
Sydney - Eastern Suburbs	75-84	5-14	M	1473
Sydney - Eastern Suburbs	75-84	15-29	F	1201
Sydney - Eastern Suburbs	75-84	15-29	M	553
Sydney - Eastern Suburbs	75-84	30+	F	843
Sydney - Eastern Suburbs	75-84	30+	M	270
Sydney - Eastern Suburbs	85+		F	1005
Sydney - Eastern Suburbs	85+		M	502
Sydney - Eastern Suburbs	85+	0	F	1478
Sydney - Eastern Suburbs	85+	0	M	1039
Sydney - Eastern Suburbs	85+	<5	F	521
Sydney - Eastern Suburbs	85+	<5	M	377
Sydney - Eastern Suburbs	85+	5-14	F	597
Sydney - Eastern Suburbs	85+	5-14	M	425
Sydney - Eastern Suburbs	85+	15-29	F	241
Sydney - Eastern Suburbs	85+	15-29	M	148
Sydney - Eastern Suburbs	85+	30+	F	144
Sydney - Eastern Suburbs	85+	30+	M	70
Sydney - Inner South West	15-19		F	1021
Sydney - Inner South West	15-19		M	1145
Sydney - Inner South West	15-19	0	F	6783
Sydney - Inner South West	15-19	0	M	8887
Sydney - Inner South West	15-19	<5	F	5836
Sydney - Inner South West	15-19	<5	M	5801
Sydney - Inner South West	15-19	5-14	F	2095
Sydney - Inner South West	15-19	5-14	M	1454
Sydney - Inner South West	15-19	15-29	F	290
Sydney - Inner South West	15-19	15-29	M	170
Sydney - Inner South West	15-19	30+	F	104
Sydney - Inner South West	15-19	30+	M	76
Sydney - Inner South West	20-24		F	1422
Sydney - Inner South West	20-24		M	1777
Sydney - Inner South West	20-24	0	F	7838
Sydney - Inner South West	20-24	0	M	11348
Sydney - Inner South West	20-24	<5	F	5335
Sydney - Inner South West	20-24	<5	M	5735
Sydney - Inner South West	20-24	5-14	F	4154
Sydney - Inner South West	20-24	5-14	M	2786
Sydney - Inner South West	20-24	15-29	F	993
Sydney - Inner South West	20-24	15-29	M	469
Sydney - Inner South West	20-24	30+	F	580
Sydney - Inner South West	20-24	30+	M	290
Sydney - Inner South West	25-34		F	3611
Sydney - Inner South West	25-34		M	4212
Sydney - Inner South West	25-34	0	F	15570
Sydney - Inner South West	25-34	0	M	21283
Sydney - Inner South West	25-34	<5	F	6824
Sydney - Inner South West	25-34	<5	M	10247
Sydney - Inner South West	25-34	5-14	F	10916
Sydney - Inner South West	25-34	5-14	M	9708
Sydney - Inner South West	25-34	15-29	F	4766
Sydney - Inner South West	25-34	15-29	M	2306
Sydney - Inner South West	25-34	30+	F	5739
Sydney - Inner South West	25-34	30+	M	1302
Sydney - Inner South West	35-44		F	2837
Sydney - Inner South West	35-44		M	3163
Sydney - Inner South West	35-44	0	F	10467
Sydney - Inner South West	35-44	0	M	14301
Sydney - Inner South West	35-44	<5	F	3534
Sydney - Inner South West	35-44	<5	M	8142
Sydney - Inner South West	35-44	5-14	F	9692
Sydney - Inner South West	35-44	5-14	M	10928
Sydney - Inner South West	35-44	15-29	F	7063
Sydney - Inner South West	35-44	15-29	M	3680
Sydney - Inner South West	35-44	30+	F	8620
Sydney - Inner South West	35-44	30+	M	1994
Sydney - Inner South West	45-54		F	2222
Sydney - Inner South West	45-54		M	2231
Sydney - Inner South West	45-54	0	F	9206
Sydney - Inner South West	45-54	0	M	11687
Sydney - Inner South West	45-54	<5	F	3073
Sydney - Inner South West	45-54	<5	M	7466
Sydney - Inner South West	45-54	5-14	F	9683
Sydney - Inner South West	45-54	5-14	M	9764
Sydney - Inner South West	45-54	15-29	F	7327
Sydney - Inner South West	45-54	15-29	M	3185
Sydney - Inner South West	45-54	30+	F	6840
Sydney - Inner South West	45-54	30+	M	1649
Sydney - Inner South West	55-64		F	1832
Sydney - Inner South West	55-64		M	2002
Sydney - Inner South West	55-64	0	F	9646
Sydney - Inner South West	55-64	0	M	11578
Sydney - Inner South West	55-64	<5	F	2966
Sydney - Inner South West	55-64	<5	M	6428
Sydney - Inner South West	55-64	5-14	F	8377
Sydney - Inner South West	55-64	5-14	M	8816
Sydney - Inner South West	55-64	15-29	F	6538
Sydney - Inner South West	55-64	15-29	M	3127
Sydney - Inner South West	55-64	30+	F	5750
Sydney - Inner South West	55-64	30+	M	1687
Sydney - Inner South West	65-74		F	1519
Sydney - Inner South West	65-74		M	1489
Sydney - Inner South West	65-74	0	F	8246
Sydney - Inner South West	65-74	0	M	9128
Sydney - Inner South West	65-74	<5	F	2166
Sydney - Inner South West	65-74	<5	M	3977
Sydney - Inner South West	65-74	5-14	F	5411
Sydney - Inner South West	65-74	5-14	M	5765
Sydney - Inner South West	65-74	15-29	F	4785
Sydney - Inner South West	65-74	15-29	M	2608
Sydney - Inner South West	65-74	30+	F	4119
Sydney - Inner South West	65-74	30+	M	1344
Sydney - Inner South West	75-84		F	1513
Sydney - Inner South West	75-84		M	1292
Sydney - Inner South West	75-84	0	F	6051
Sydney - Inner South West	75-84	0	M	5969
Sydney - Inner South West	75-84	<5	F	1604
Sydney - Inner South West	75-84	<5	M	2213
Sydney - Inner South West	75-84	5-14	F	3049
Sydney - Inner South West	75-84	5-14	M	2814
Sydney - Inner South West	75-84	15-29	F	2229
Sydney - Inner South West	75-84	15-29	M	1264
Sydney - Inner South West	75-84	30+	F	1898
Sydney - Inner South West	75-84	30+	M	710
Sydney - Inner South West	85+		F	1815
Sydney - Inner South West	85+		M	926
Sydney - Inner South West	85+	0	F	4106
Sydney - Inner South West	85+	0	M	2925
Sydney - Inner South West	85+	<5	F	963
Sydney - Inner South West	85+	<5	M	793
Sydney - Inner South West	85+	5-14	F	1063
Sydney - Inner South West	85+	5-14	M	753
Sydney - Inner South West	85+	15-29	F	559
Sydney - Inner South West	85+	15-29	M	356
Sydney - Inner South West	85+	30+	F	339
Sydney - Inner South West	85+	30+	M	215
Sydney - Inner West	15-19		F	263
Sydney - Inner West	15-19		M	280
Sydney - Inner West	15-19	0	F	2323
Sydney - Inner West	15-19	0	M	2755
Sydney - Inner West	15-19	<5	F	3186
Sydney - Inner West	15-19	<5	M	3225
Sydney - Inner West	15-19	5-14	F	775
Sydney - Inner West	15-19	5-14	M	556
Sydney - Inner West	15-19	15-29	F	68
Sydney - Inner West	15-19	15-29	M	47
Sydney - Inner West	15-19	30+	F	33
Sydney - Inner West	15-19	30+	M	15
Sydney - Inner West	20-24		F	630
Sydney - Inner West	20-24		M	852
Sydney - Inner West	20-24	0	F	3667
Sydney - Inner West	20-24	0	M	5235
Sydney - Inner West	20-24	<5	F	3272
Sydney - Inner West	20-24	<5	M	3284
Sydney - Inner West	20-24	5-14	F	2589
Sydney - Inner West	20-24	5-14	M	1821
Sydney - Inner West	20-24	15-29	F	470
Sydney - Inner West	20-24	15-29	M	295
Sydney - Inner West	20-24	30+	F	199
Sydney - Inner West	20-24	30+	M	138
Sydney - Inner West	25-34		F	1696
Sydney - Inner West	25-34		M	1893
Sydney - Inner West	25-34	0	F	7543
Sydney - Inner West	25-34	0	M	9972
Sydney - Inner West	25-34	<5	F	5715
Sydney - Inner West	25-34	<5	M	6959
Sydney - Inner West	25-34	5-14	F	9047
Sydney - Inner West	25-34	5-14	M	7677
Sydney - Inner West	25-34	15-29	F	2742
Sydney - Inner West	25-34	15-29	M	1400
Sydney - Inner West	25-34	30+	F	1953
Sydney - Inner West	25-34	30+	M	562
Sydney - Inner West	35-44		F	1084
Sydney - Inner West	35-44		M	1212
Sydney - Inner West	35-44	0	F	3822
Sydney - Inner West	35-44	0	M	5299
Sydney - Inner West	35-44	<5	F	2825
Sydney - Inner West	35-44	<5	M	5234
Sydney - Inner West	35-44	5-14	F	7307
Sydney - Inner West	35-44	5-14	M	8007
Sydney - Inner West	35-44	15-29	F	4592
Sydney - Inner West	35-44	15-29	M	2332
Sydney - Inner West	35-44	30+	F	3825
Sydney - Inner West	35-44	30+	M	944
Sydney - Inner West	45-54		F	752
Sydney - Inner West	45-54		M	775
Sydney - Inner West	45-54	0	F	2886
Sydney - Inner West	45-54	0	M	3760
Sydney - Inner West	45-54	<5	F	2309
Sydney - Inner West	45-54	<5	M	4351
Sydney - Inner West	45-54	5-14	F	7217
Sydney - Inner West	45-54	5-14	M	6877
Sydney - Inner West	45-54	15-29	F	4653
Sydney - Inner West	45-54	15-29	M	2048
Sydney - Inner West	45-54	30+	F	2958
Sydney - Inner West	45-54	30+	M	746
Sydney - Inner West	55-64		F	647
Sydney - Inner West	55-64		M	688
Sydney - Inner West	55-64	0	F	3175
Sydney - Inner West	55-64	0	M	3901
Sydney - Inner West	55-64	<5	F	2012
Sydney - Inner West	55-64	<5	M	3522
Sydney - Inner West	55-64	5-14	F	5747
Sydney - Inner West	55-64	5-14	M	5518
Sydney - Inner West	55-64	15-29	F	3721
Sydney - Inner West	55-64	15-29	M	1713
Sydney - Inner West	55-64	30+	F	2309
Sydney - Inner West	55-64	30+	M	649
Sydney - Inner West	65-74		F	567
Sydney - Inner West	65-74		M	554
Sydney - Inner West	65-74	0	F	3234
Sydney - Inner West	65-74	0	M	3359
Sydney - Inner West	65-74	<5	F	1281
Sydney - Inner West	65-74	<5	M	2196
Sydney - Inner West	65-74	5-14	F	3670
Sydney - Inner West	65-74	5-14	M	3476
Sydney - Inner West	65-74	15-29	F	2779
Sydney - Inner West	65-74	15-29	M	1392
Sydney - Inner West	65-74	30+	F	1936
Sydney - Inner West	65-74	30+	M	572
Sydney - Inner West	75-84		F	574
Sydney - Inner West	75-84		M	439
Sydney - Inner West	75-84	0	F	2552
Sydney - Inner West	75-84	0	M	2351
Sydney - Inner West	75-84	<5	F	834
Sydney - Inner West	75-84	<5	M	1127
Sydney - Inner West	75-84	5-14	F	1698
Sydney - Inner West	75-84	5-14	M	1625
Sydney - Inner West	75-84	15-29	F	1303
Sydney - Inner West	75-84	15-29	M	651
Sydney - Inner West	75-84	30+	F	940
Sydney - Inner West	75-84	30+	M	307
Sydney - Inner West	85+		F	663
Sydney - Inner West	85+		M	314
Sydney - Inner West	85+	0	F	2156
Sydney - Inner West	85+	0	M	1352
Sydney - Inner West	85+	<5	F	447
Sydney - Inner West	85+	<5	M	385
Sydney - Inner West	85+	5-14	F	580
Sydney - Inner West	85+	5-14	M	398
Sydney - Inner West	85+	15-29	F	284
Sydney - Inner West	85+	15-29	M	175
Sydney - Inner West	85+	30+	F	173
Sydney - Inner West	85+	30+	M	79
Sydney - North Sydney and Hornsby	15-19		F	326
Sydney - North Sydney and Hornsby	15-19		M	318
Sydney - North Sydney and Hornsby	15-19	0	F	3694
Sydney - North Sydney and Hornsby	15-19	0	M	4586
Sydney - North Sydney and Hornsby	15-19	<5	F	6303
Sydney - North Sydney and Hornsby	15-19	<5	M	6580
Sydney - North Sydney and Hornsby	15-19	5-14	F	1311
Sydney - North Sydney and Hornsby	15-19	5-14	M	962
Sydney - North Sydney and Hornsby	15-19	15-29	F	77
Sydney - North Sydney and Hornsby	15-19	15-29	M	70
Sydney - North Sydney and Hornsby	15-19	30+	F	35
Sydney - North Sydney and Hornsby	15-19	30+	M	29
Sydney - North Sydney and Hornsby	20-24		F	346
Sydney - North Sydney and Hornsby	20-24		M	394
Sydney - North Sydney and Hornsby	20-24	0	F	2600
Sydney - North Sydney and Hornsby	20-24	0	M	3695
Sydney - North Sydney and Hornsby	20-24	<5	F	4675
Sydney - North Sydney and Hornsby	20-24	<5	M	4921
Sydney - North Sydney and Hornsby	20-24	5-14	F	2805
Sydney - North Sydney and Hornsby	20-24	5-14	M	2088
Sydney - North Sydney and Hornsby	20-24	15-29	F	407
Sydney - North Sydney and Hornsby	20-24	15-29	M	215
Sydney - North Sydney and Hornsby	20-24	30+	F	102
Sydney - North Sydney and Hornsby	20-24	30+	M	68
Sydney - North Sydney and Hornsby	25-34		F	1119
Sydney - North Sydney and Hornsby	25-34		M	1105
Sydney - North Sydney and Hornsby	25-34	0	F	5423
Sydney - North Sydney and Hornsby	25-34	0	M	6494
Sydney - North Sydney and Hornsby	25-34	<5	F	6230
Sydney - North Sydney and Hornsby	25-34	<5	M	7479
Sydney - North Sydney and Hornsby	25-34	5-14	F	9655
Sydney - North Sydney and Hornsby	25-34	5-14	M	7998
Sydney - North Sydney and Hornsby	25-34	15-29	F	2921
Sydney - North Sydney and Hornsby	25-34	15-29	M	1361
Sydney - North Sydney and Hornsby	25-34	30+	F	2086
Sydney - North Sydney and Hornsby	25-34	30+	M	465
Sydney - North Sydney and Hornsby	35-44		F	1157
Sydney - North Sydney and Hornsby	35-44		M	1131
Sydney - North Sydney and Hornsby	35-44	0	F	5075
Sydney - North Sydney and Hornsby	35-44	0	M	5886
Sydney - North Sydney and Hornsby	35-44	<5	F	3807
Sydney - North Sydney and Hornsby	35-44	<5	M	7184
Sydney - North Sydney and Hornsby	35-44	5-14	F	10849
Sydney - North Sydney and Hornsby	35-44	5-14	M	11891
Sydney - North Sydney and Hornsby	35-44	15-29	F	7512
Sydney - North Sydney and Hornsby	35-44	15-29	M	3863
Sydney - North Sydney and Hornsby	35-44	30+	F	6691
Sydney - North Sydney and Hornsby	35-44	30+	M	1410
Sydney - North Sydney and Hornsby	45-54		F	866
Sydney - North Sydney and Hornsby	45-54		M	844
Sydney - North Sydney and Hornsby	45-54	0	F	3264
Sydney - North Sydney and Hornsby	45-54	0	M	4108
Sydney - North Sydney and Hornsby	45-54	<5	F	3392
Sydney - North Sydney and Hornsby	45-54	<5	M	6887
Sydney - North Sydney and Hornsby	45-54	5-14	F	11185
Sydney - North Sydney and Hornsby	45-54	5-14	M	11970
Sydney - North Sydney and Hornsby	45-54	15-29	F	7944
Sydney - North Sydney and Hornsby	45-54	15-29	M	3688
Sydney - North Sydney and Hornsby	45-54	30+	F	5264
Sydney - North Sydney and Hornsby	45-54	30+	M	1197
Sydney - North Sydney and Hornsby	55-64		F	695
Sydney - North Sydney and Hornsby	55-64		M	697
Sydney - North Sydney and Hornsby	55-64	0	F	3170
Sydney - North Sydney and Hornsby	55-64	0	M	3646
Sydney - North Sydney and Hornsby	55-64	<5	F	2838
Sydney - North Sydney and Hornsby	55-64	<5	M	5531
Sydney - North Sydney and Hornsby	55-64	5-14	F	8936
Sydney - North Sydney and Hornsby	55-64	5-14	M	9377
Sydney - North Sydney and Hornsby	55-64	15-29	F	6076
Sydney - North Sydney and Hornsby	55-64	15-29	M	2920
Sydney - North Sydney and Hornsby	55-64	30+	F	3548
Sydney - North Sydney and Hornsby	55-64	30+	M	1084
Sydney - North Sydney and Hornsby	65-74		F	731
Sydney - North Sydney and Hornsby	65-74		M	614
Sydney - North Sydney and Hornsby	65-74	0	F	3734
Sydney - North Sydney and Hornsby	65-74	0	M	3533
Sydney - North Sydney and Hornsby	65-74	<5	F	1898
Sydney - North Sydney and Hornsby	65-74	<5	M	3651
Sydney - North Sydney and Hornsby	65-74	5-14	F	6042
Sydney - North Sydney and Hornsby	65-74	5-14	M	6281
Sydney - North Sydney and Hornsby	65-74	15-29	F	5059
Sydney - North Sydney and Hornsby	65-74	15-29	M	2499
Sydney - North Sydney and Hornsby	65-74	30+	F	3258
Sydney - North Sydney and Hornsby	65-74	30+	M	1101
Sydney - North Sydney and Hornsby	75-84		F	722
Sydney - North Sydney and Hornsby	75-84		M	493
Sydney - North Sydney and Hornsby	75-84	0	F	3231
Sydney - North Sydney and Hornsby	75-84	0	M	2800
Sydney - North Sydney and Hornsby	75-84	<5	F	1361
Sydney - North Sydney and Hornsby	75-84	<5	M	2117
Sydney - North Sydney and Hornsby	75-84	5-14	F	3135
Sydney - North Sydney and Hornsby	75-84	5-14	M	3488
Sydney - North Sydney and Hornsby	75-84	15-29	F	2708
Sydney - North Sydney and Hornsby	75-84	15-29	M	1474
Sydney - North Sydney and Hornsby	75-84	30+	F	1942
Sydney - North Sydney and Hornsby	75-84	30+	M	628
Sydney - North Sydney and Hornsby	85+		F	878
Sydney - North Sydney and Hornsby	85+		M	374
Sydney - North Sydney and Hornsby	85+	0	F	2985
Sydney - North Sydney and Hornsby	85+	0	M	1757
Sydney - North Sydney and Hornsby	85+	<5	F	787
Sydney - North Sydney and Hornsby	85+	<5	M	641
Sydney - North Sydney and Hornsby	85+	5-14	F	1049
Sydney - North Sydney and Hornsby	85+	5-14	M	833
Sydney - North Sydney and Hornsby	85+	15-29	F	556
Sydney - North Sydney and Hornsby	85+	15-29	M	346
Sydney - North Sydney and Hornsby	85+	30+	F	420
Sydney - North Sydney and Hornsby	85+	30+	M	216
Sydney - Northern Beaches	15-19		F	232
Sydney - Northern Beaches	15-19		M	273
Sydney - Northern Beaches	15-19	0	F	2445
Sydney - Northern Beaches	15-19	0	M	3264
Sydney - Northern Beaches	15-19	<5	F	4293
Sydney - Northern Beaches	15-19	<5	M	4340
Sydney - Northern Beaches	15-19	5-14	F	776
Sydney - Northern Beaches	15-19	5-14	M	526
Sydney - Northern Beaches	15-19	15-29	F	55
Sydney - Northern Beaches	15-19	15-29	M	34
Sydney - Northern Beaches	15-19	30+	F	18
Sydney - Northern Beaches	15-19	30+	M	16
Sydney - Northern Beaches	20-24		F	234
Sydney - Northern Beaches	20-24		M	269
Sydney - Northern Beaches	20-24	0	F	1618
Sydney - Northern Beaches	20-24	0	M	2653
Sydney - Northern Beaches	20-24	<5	F	2876
Sydney - Northern Beaches	20-24	<5	M	3074
Sydney - Northern Beaches	20-24	5-14	F	1570
Sydney - Northern Beaches	20-24	5-14	M	1025
Sydney - Northern Beaches	20-24	15-29	F	206
Sydney - Northern Beaches	20-24	15-29	M	99
Sydney - Northern Beaches	20-24	30+	F	67
Sydney - Northern Beaches	20-24	30+	M	49
Sydney - Northern Beaches	25-34		F	707
Sydney - Northern Beaches	25-34		M	671
