SA4_NAME21	Age.min	Sex	persons
Capital Region	0	F	1212
Capital Region	0	M	1198
Capital Region	1	F	1280
Capital Region	1	M	1335
Capital Region	2	F	1208
Capital Region	2	M	1310
Capital Region	3	F	1299
Capital Region	3	M	1311
Capital Region	4	F	1245
Capital Region	4	M	1369
Capital Region	5	F	1304
Capital Region	5	M	1432
Capital Region	6	F	1306
Capital Region	6	M	1370
Capital Region	7	F	1316
Capital Region	7	M	1453
Capital Region	8	F	1390
Capital Region	8	M	1429
Capital Region	9	F	1301
Capital Region	9	M	1487
Capital Region	10	F	1315
Capital Region	10	M	1571
Capital Region	11	F	1467
Capital Region	11	M	1535
Capital Region	12	F	1415
Capital Region	12	M	1589
Capital Region	13	F	1396
Capital Region	13	M	1499
Capital Region	14	F	1449
Capital Region	14	M	1479
Capital Region	15	F	1401
Capital Region	15	M	1483
Capital Region	16	F	1322
Capital Region	16	M	1434
Capital Region	17	F	1194
Capital Region	17	M	1370
Capital Region	18	F	1131
Capital Region	18	M	1288
Capital Region	19	F	1035
Capital Region	19	M	1135
Capital Region	20	F	1014
Capital Region	20	M	1111
Capital Region	21	F	1032
Capital Region	21	M	1104
Capital Region	22	F	1052
Capital Region	22	M	1201
Capital Region	23	F	1044
Capital Region	23	M	1114
Capital Region	24	F	1062
Capital Region	24	M	1146
Capital Region	25	F	1097
Capital Region	25	M	1228
Capital Region	26	F	1236
Capital Region	26	M	1237
Capital Region	27	F	1240
Capital Region	27	M	1244
Capital Region	28	F	1402
Capital Region	28	M	1323
Capital Region	29	F	1410
Capital Region	29	M	1354
Capital Region	30	F	1404
Capital Region	30	M	1408
Capital Region	31	F	1469
Capital Region	31	M	1404
Capital Region	32	F	1474
Capital Region	32	M	1334
Capital Region	33	F	1359
Capital Region	33	M	1371
Capital Region	34	F	1406
Capital Region	34	M	1348
Capital Region	35	F	1426
Capital Region	35	M	1408
Capital Region	36	F	1415
Capital Region	36	M	1388
Capital Region	37	F	1387
Capital Region	37	M	1387
Capital Region	38	F	1436
Capital Region	38	M	1322
Capital Region	39	F	1441
Capital Region	39	M	1347
Capital Region	40	F	1408
Capital Region	40	M	1283
Capital Region	41	F	1303
Capital Region	41	M	1291
Capital Region	42	F	1398
Capital Region	42	M	1269
Capital Region	43	F	1375
Capital Region	43	M	1220
Capital Region	44	F	1359
Capital Region	44	M	1238
Capital Region	45	F	1314
Capital Region	45	M	1448
Capital Region	46	F	1467
Capital Region	46	M	1397
Capital Region	47	F	1481
Capital Region	47	M	1504
Capital Region	48	F	1547
Capital Region	48	M	1545
Capital Region	49	F	1737
Capital Region	49	M	1580
Capital Region	50	F	1791
Capital Region	50	M	1733
Capital Region	51	F	1674
Capital Region	51	M	1546
Capital Region	52	F	1748
Capital Region	52	M	1542
Capital Region	53	F	1631
