SA4_NAME16	FamilyHousehold	IncomeHousehold.max	households
Coffs Harbour - Grafton	1	21000	271
Coffs Harbour - Grafton	1	26250	836
Coffs Harbour - Grafton	1	34125	900
Coffs Harbour - Grafton	1	42000	3441
Coffs Harbour - Grafton	1	52500	2821
Coffs Harbour - Grafton	1	65625	3374
Coffs Harbour - Grafton	1	78750	3715
Coffs Harbour - Grafton	1	91875	2435
Coffs Harbour - Grafton	1	105000	2530
Coffs Harbour - Grafton	1	131250	4624
Coffs Harbour - Grafton	1	157500	3116
Coffs Harbour - Grafton	1	183750	2199
Coffs Harbour - Grafton	1	210000	1259
Coffs Harbour - Grafton	1	Inf	2702
Far West and Orana	0		931
Far West and Orana	0	0	461
Far West and Orana	0	7875	176
Far West and Orana	0	15750	488
Far West and Orana	0	21000	1034
Far West and Orana	0	26250	2844
Far West and Orana	0	34125	1329
Far West and Orana	0	42000	867
Far West and Orana	0	52500	1235
Far West and Orana	0	65625	1140
Far West and Orana	0	78750	877
Far West and Orana	0	91875	673
Far West and Orana	0	105000	561
Far West and Orana	0	131250	844
Far West and Orana	0	157500	116
Far West and Orana	0	183750	178
Far West and Orana	0	210000	37
Far West and Orana	0	Inf	289
Far West and Orana	1		3027
Far West and Orana	1	0	380
Far West and Orana	1	7875	115
Far West and Orana	1	15750	136
Far West and Orana	1	21000	165
Far West and Orana	1	26250	598
Far West and Orana	1	34125	644
Far West and Orana	1	42000	2026
Far West and Orana	1	52500	1689
Far West and Orana	1	65625	1987
Far West and Orana	1	78750	2199
Far West and Orana	1	91875	1543
Far West and Orana	1	105000	1648
Far West and Orana	1	131250	3532
Far West and Orana	1	157500	2460
Far West and Orana	1	183750	1835
Far West and Orana	1	210000	1168
Far West and Orana	1	Inf	2488
Hunter Valley exc Newcastle	0		1466
Hunter Valley exc Newcastle	0	0	976
Hunter Valley exc Newcastle	0	7875	335
Hunter Valley exc Newcastle	0	15750	892
Hunter Valley exc Newcastle	0	21000	1901
Hunter Valley exc Newcastle	0	26250	5419
Hunter Valley exc Newcastle	0	34125	3439
Hunter Valley exc Newcastle	0	42000	1942
Hunter Valley exc Newcastle	0	52500	2525
Hunter Valley exc Newcastle	0	65625	2674
Hunter Valley exc Newcastle	0	78750	1807
Hunter Valley exc Newcastle	0	91875	1490
Hunter Valley exc Newcastle	0	105000	1103
Hunter Valley exc Newcastle	0	131250	1811
Hunter Valley exc Newcastle	0	157500	184
Hunter Valley exc Newcastle	0	183750	375
Hunter Valley exc Newcastle	0	210000	58
Hunter Valley exc Newcastle	0	Inf	459
Hunter Valley exc Newcastle	1		6444
Hunter Valley exc Newcastle	1	0	796
Hunter Valley exc Newcastle	1	7875	336
Hunter Valley exc Newcastle	1	15750	316
Hunter Valley exc Newcastle	1	21000	391
Hunter Valley exc Newcastle	1	26250	1346
Hunter Valley exc Newcastle	1	34125	1575
Hunter Valley exc Newcastle	1	42000	5462
Hunter Valley exc Newcastle	1	52500	4600
Hunter Valley exc Newcastle	1	65625	5356
Hunter Valley exc Newcastle	1	78750	6181
Hunter Valley exc Newcastle	1	91875	4463
Hunter Valley exc Newcastle	1	105000	4676
Hunter Valley exc Newcastle	1	131250	10269
Hunter Valley exc Newcastle	1	157500	7654
Hunter Valley exc Newcastle	1	183750	6115
Hunter Valley exc Newcastle	1	210000	3777
Hunter Valley exc Newcastle	1	Inf	8574
Illawarra	0		1824
Illawarra	0	0	1055
Illawarra	0	7875	417
Illawarra	0	15750	1205
Illawarra	0	21000	2479
Illawarra	0	26250	6150
Illawarra	0	34125	3550
Illawarra	0	42000	2234
Illawarra	0	52500	2628
Illawarra	0	65625	2715
Illawarra	0	78750	2060
Illawarra	0	91875	1703
Illawarra	0	105000	1422
Illawarra	0	131250	2284
Illawarra	0	157500	366
Illawarra	0	183750	511
Illawarra	0	210000	163
Illawarra	0	Inf	737
Illawarra	1		5285
Illawarra	1	0	819
Illawarra	1	7875	290
Illawarra	1	15750	329
Illawarra	1	21000	449
Illawarra	1	26250	1395
Illawarra	1	34125	1583
Illawarra	1	42000	5128
Illawarra	1	52500	4592
Illawarra	1	65625	5228
Illawarra	1	78750	6043
Illawarra	1	91875	4362
Illawarra	1	105000	4737
Illawarra	1	131250	10298
Illawarra	1	157500	8496
Illawarra	1	183750	7164
Illawarra	1	210000	4776
Illawarra	1	Inf	12296
Mid North Coast	0		1900
Mid North Coast	0	0	932
Mid North Coast	0	7875	387
Mid North Coast	0	15750	1087
Mid North Coast	0	21000	2409
Mid North Coast	0	26250	6853
Mid North Coast	0	34125	4517
Mid North Coast	0	42000	2332
Mid North Coast	0	52500	2691
Mid North Coast	0	65625	2360
Mid North Coast	0	78750	1394
Mid North Coast	0	91875	1023
Mid North Coast	0	105000	743
Mid North Coast	0	131250	929
Mid North Coast	0	157500	138
Mid North Coast	0	183750	178
Mid North Coast	0	210000	29
Mid North Coast	0	Inf	372
Mid North Coast	1		4904
Mid North Coast	1	0	749
Mid North Coast	1	7875	383
Mid North Coast	1	15750	349
Mid North Coast	1	21000	431
Mid North Coast	1	26250	1533
Mid North Coast	1	34125	1571
Mid North Coast	1	42000	6697
Mid North Coast	1	52500	5231
Mid North Coast	1	65625	5676
Mid North Coast	1	78750	6353
Mid North Coast	1	91875	3725
Mid North Coast	1	105000	3772
Mid North Coast	1	131250	6786
Mid North Coast	1	157500	4474
Mid North Coast	1	183750	3115
Mid North Coast	1	210000	1795
Mid North Coast	1	Inf	3828
Murray	0		974
Murray	0	0	457
Murray	0	7875	172
Murray	0	15750	578
Murray	0	21000	1095
Murray	0	26250	3018
Murray	0	34125	1999
Murray	0	42000	1228
Murray	0	52500	1472
Murray	0	65625	1477
Murray	0	78750	987
Murray	0	91875	726
Murray	0	105000	478
Murray	0	131250	700
Murray	0	157500	98
Murray	0	183750	125
Murray	0	210000	38
Murray	0	Inf	236
Murray	1		2849
Murray	1	0	337
Murray	1	7875	152
Murray	1	15750	163
Murray	1	21000	163
Murray	1	26250	641
Murray	1	34125	748
Murray	1	42000	2499
Murray	1	52500	2016
Murray	1	65625	2337
Murray	1	78750	2755
Murray	1	91875	1940
Murray	1	105000	2108
Murray	1	131250	4270
Murray	1	157500	2855
Murray	1	183750	2157
Murray	1	210000	1256
Murray	1	Inf	2557
New England and North West	0		1411
New England and North West	0	0	662
New England and North West	0	7875	301
New England and North West	0	15750	902
New England and North West	0	21000	1715
New England and North West	0	26250	4421
New England and North West	0	34125	2483
New England and North West	0	42000	1633
New England and North West	0	52500	2110
New England and North West	0	65625	1943
New England and North West	0	78750	1310
New England and North West	0	91875	1009
New England and North West	0	105000	767
New England and North West	0	131250	1144
New England and North West	0	157500	164
New England and North West	0	183750	254
New England and North West	0	210000	53
New England and North West	0	Inf	414
New England and North West	1		4047
New England and North West	1	0	577
New England and North West	1	7875	244
New England and North West	1	15750	249
New England and North West	1	21000	282
New England and North West	1	26250	1077
New England and North West	1	34125	1121
New England and North West	1	42000	3797
New England and North West	1	52500	3037
New England and North West	1	65625	3502
New England and North West	1	78750	3974
New England and North West	1	91875	2727
New England and North West	1	105000	3051
New England and North West	1	131250	5935
New England and North West	1	157500	3937
New England and North West	1	183750	2983
New England and North West	1	210000	1765
New England and North West	1	Inf	3890
Newcastle and Lake Macquarie	0		2563
Newcastle and Lake Macquarie	0	0	1357
Newcastle and Lake Macquarie	0	7875	570
Newcastle and Lake Macquarie	0	15750	1434
Newcastle and Lake Macquarie	0	21000	3077
Newcastle and Lake Macquarie	0	26250	8273
Newcastle and Lake Macquarie	0	34125	5099
Newcastle and Lake Macquarie	0	42000	3015
Newcastle and Lake Macquarie	0	52500	3844
Newcastle and Lake Macquarie	0	65625	3878
Newcastle and Lake Macquarie	0	78750	3040
Newcastle and Lake Macquarie	0	91875	2517
Newcastle and Lake Macquarie	0	105000	2032
Newcastle and Lake Macquarie	0	131250	3367
Newcastle and Lake Macquarie	0	157500	663
Newcastle and Lake Macquarie	0	183750	862
Newcastle and Lake Macquarie	0	210000	273
Newcastle and Lake Macquarie	0	Inf	1113
Newcastle and Lake Macquarie	1		7029
Newcastle and Lake Macquarie	1	0	872
Newcastle and Lake Macquarie	1	7875	357
Newcastle and Lake Macquarie	1	15750	383
Newcastle and Lake Macquarie	1	21000	437
Newcastle and Lake Macquarie	1	26250	1488
Newcastle and Lake Macquarie	1	34125	1727
Newcastle and Lake Macquarie	1	42000	6054
Newcastle and Lake Macquarie	1	52500	5540
Newcastle and Lake Macquarie	1	65625	6604
Newcastle and Lake Macquarie	1	78750	7414
Newcastle and Lake Macquarie	1	91875	5541
Newcastle and Lake Macquarie	1	105000	5764
Newcastle and Lake Macquarie	1	131250	13268
Newcastle and Lake Macquarie	1	157500	10579
Newcastle and Lake Macquarie	1	183750	9133
Newcastle and Lake Macquarie	1	210000	5910
Newcastle and Lake Macquarie	1	Inf	14807
Richmond - Tweed	0		1968
Richmond - Tweed	0	0	918
Richmond - Tweed	0	7875	427
Richmond - Tweed	0	15750	1024
Richmond - Tweed	0	21000	2257
Richmond - Tweed	0	26250	6303
Richmond - Tweed	0	34125	4658
Richmond - Tweed	0	42000	2593
Richmond - Tweed	0	52500	3001
Richmond - Tweed	0	65625	2751
Richmond - Tweed	0	78750	1787
Richmond - Tweed	0	91875	1345
Richmond - Tweed	0	105000	941
Richmond - Tweed	0	131250	1423
Richmond - Tweed	0	157500	314
Richmond - Tweed	0	183750	340
Richmond - Tweed	0	210000	101
Richmond - Tweed	0	Inf	612
Richmond - Tweed	1		5390
Richmond - Tweed	1	0	591
Richmond - Tweed	1	7875	322
Richmond - Tweed	1	15750	286
Richmond - Tweed	1	21000	382
Richmond - Tweed	1	26250	1262
Richmond - Tweed	1	34125	1482
Richmond - Tweed	1	42000	5034
Richmond - Tweed	1	52500	4482
Richmond - Tweed	1	65625	5301
Richmond - Tweed	1	78750	6021
Richmond - Tweed	1	91875	4086
Richmond - Tweed	1	105000	4239
Richmond - Tweed	1	131250	8380
Richmond - Tweed	1	157500	5736
Richmond - Tweed	1	183750	4185
Richmond - Tweed	1	210000	2474
Richmond - Tweed	1	Inf	6059
Riverina	0		1045
Riverina	0	0	527
Riverina	0	7875	217
Riverina	0	15750	625
Riverina	0	21000	1236
Riverina	0	26250	3361
Riverina	0	34125	1845
Riverina	0	42000	1362
Riverina	0	52500	1781
Riverina	0	65625	1747
Riverina	0	78750	1200
Riverina	0	91875	962
Riverina	0	105000	732
Riverina	0	131250	1042
Riverina	0	157500	179
Riverina	0	183750	227
Riverina	0	210000	59
Riverina	0	Inf	336
Riverina	1		3693
Riverina	1	0	375
Riverina	1	7875	188
Riverina	1	15750	183
Riverina	1	21000	226
Riverina	1	26250	802
Riverina	1	34125	902
Riverina	1	42000	2633
Riverina	1	52500	2297
Riverina	1	65625	2860
Riverina	1	78750	3409
Riverina	1	91875	2426
Riverina	1	105000	2835
Riverina	1	131250	5562
Riverina	1	157500	4009
Riverina	1	183750	3025
Riverina	1	210000	1836
Riverina	1	Inf	3841
Southern Highlands and Shoalhaven	0		1050
Southern Highlands and Shoalhaven	0	0	650
Southern Highlands and Shoalhaven	0	7875	286
Southern Highlands and Shoalhaven	0	15750	609
Southern Highlands and Shoalhaven	0	21000	1276
Southern Highlands and Shoalhaven	0	26250	3849
Southern Highlands and Shoalhaven	0	34125	2479
Southern Highlands and Shoalhaven	0	42000	1520
Southern Highlands and Shoalhaven	0	52500	1712
Southern Highlands and Shoalhaven	0	65625	1582
Southern Highlands and Shoalhaven	0	78750	1020
Southern Highlands and Shoalhaven	0	91875	849
Southern Highlands and Shoalhaven	0	105000	589
Southern Highlands and Shoalhaven	0	131250	865
Southern Highlands and Shoalhaven	0	157500	98
Southern Highlands and Shoalhaven	0	183750	176
Southern Highlands and Shoalhaven	0	210000	30
Southern Highlands and Shoalhaven	0	Inf	368
Southern Highlands and Shoalhaven	1		3223
Southern Highlands and Shoalhaven	1	0	526
Southern Highlands and Shoalhaven	1	7875	268
Southern Highlands and Shoalhaven	1	15750	217
Southern Highlands and Shoalhaven	1	21000	221
Southern Highlands and Shoalhaven	1	26250	891
Southern Highlands and Shoalhaven	1	34125	927
Southern Highlands and Shoalhaven	1	42000	3604
Southern Highlands and Shoalhaven	1	52500	2888
Southern Highlands and Shoalhaven	1	65625	3554
Southern Highlands and Shoalhaven	1	78750	4064
Southern Highlands and Shoalhaven	1	91875	2552
Southern Highlands and Shoalhaven	1	105000	2799
Southern Highlands and Shoalhaven	1	131250	5247
Southern Highlands and Shoalhaven	1	157500	3738
Southern Highlands and Shoalhaven	1	183750	2794
Southern Highlands and Shoalhaven	1	210000	1659
Southern Highlands and Shoalhaven	1	Inf	4600
Sydney - Baulkham Hills and Hawkesbury	0		476
Sydney - Baulkham Hills and Hawkesbury	0	0	541
Sydney - Baulkham Hills and Hawkesbury	0	7875	220
Sydney - Baulkham Hills and Hawkesbury	0	15750	349
Sydney - Baulkham Hills and Hawkesbury	0	21000	531
Sydney - Baulkham Hills and Hawkesbury	0	26250	1596
Sydney - Baulkham Hills and Hawkesbury	0	34125	1135
Sydney - Baulkham Hills and Hawkesbury	0	42000	835
Sydney - Baulkham Hills and Hawkesbury	0	52500	974
Sydney - Baulkham Hills and Hawkesbury	0	65625	1061
Sydney - Baulkham Hills and Hawkesbury	0	78750	852
Sydney - Baulkham Hills and Hawkesbury	0	91875	803
Sydney - Baulkham Hills and Hawkesbury	0	105000	603
Sydney - Baulkham Hills and Hawkesbury	0	131250	1180
Sydney - Baulkham Hills and Hawkesbury	0	157500	125
Sydney - Baulkham Hills and Hawkesbury	0	183750	296
Sydney - Baulkham Hills and Hawkesbury	0	210000	52
Sydney - Baulkham Hills and Hawkesbury	0	Inf	507
Sydney - Baulkham Hills and Hawkesbury	1		4221
Sydney - Baulkham Hills and Hawkesbury	1	0	735
Sydney - Baulkham Hills and Hawkesbury	1	7875	292
Sydney - Baulkham Hills and Hawkesbury	1	15750	217
Sydney - Baulkham Hills and Hawkesbury	1	21000	217
Sydney - Baulkham Hills and Hawkesbury	1	26250	710
Sydney - Baulkham Hills and Hawkesbury	1	34125	684
Sydney - Baulkham Hills and Hawkesbury	1	42000	1976
Sydney - Baulkham Hills and Hawkesbury	1	52500	1973
Sydney - Baulkham Hills and Hawkesbury	1	65625	2597
Sydney - Baulkham Hills and Hawkesbury	1	78750	3312
Sydney - Baulkham Hills and Hawkesbury	1	91875	2605
Sydney - Baulkham Hills and Hawkesbury	1	105000	3046
Sydney - Baulkham Hills and Hawkesbury	1	131250	7367
Sydney - Baulkham Hills and Hawkesbury	1	157500	6434
Sydney - Baulkham Hills and Hawkesbury	1	183750	6577
Sydney - Baulkham Hills and Hawkesbury	1	210000	5088
Sydney - Baulkham Hills and Hawkesbury	1	Inf	22666
Sydney - Blacktown	0		1156
Sydney - Blacktown	0	0	1064
Sydney - Blacktown	0	7875	293
Sydney - Blacktown	0	15750	784
Sydney - Blacktown	0	21000	1749
Sydney - Blacktown	0	26250	3579
Sydney - Blacktown	0	34125	1742
Sydney - Blacktown	0	42000	1269
Sydney - Blacktown	0	52500	1818
Sydney - Blacktown	0	65625	2138
Sydney - Blacktown	0	78750	1627
Sydney - Blacktown	0	91875	1345
Sydney - Blacktown	0	105000	1070
Sydney - Blacktown	0	131250	1727
Sydney - Blacktown	0	157500	312
Sydney - Blacktown	0	183750	405
Sydney - Blacktown	0	210000	142
Sydney - Blacktown	0	Inf	526
Sydney - Blacktown	1		6198
Sydney - Blacktown	1	0	1044
Sydney - Blacktown	1	7875	263
Sydney - Blacktown	1	15750	381
Sydney - Blacktown	1	21000	518
Sydney - Blacktown	1	26250	1397
Sydney - Blacktown	1	34125	1654
Sydney - Blacktown	1	42000	4245
Sydney - Blacktown	1	52500	3880
Sydney - Blacktown	1	65625	4969
Sydney - Blacktown	1	78750	6398
Sydney - Blacktown	1	91875	5405
Sydney - Blacktown	1	105000	5601
Sydney - Blacktown	1	131250	14024
Sydney - Blacktown	1	157500	11037
Sydney - Blacktown	1	183750	9769
Sydney - Blacktown	1	210000	6777
Sydney - Blacktown	1	Inf	16393
Sydney - City and Inner South	0		3556
Sydney - City and Inner South	0	0	3036
Sydney - City and Inner South	0	7875	621
Sydney - City and Inner South	0	15750	1583
Sydney - City and Inner South	0	21000	3078
Sydney - City and Inner South	0	26250	4576
Sydney - City and Inner South	0	34125	2995
Sydney - City and Inner South	0	42000	2763
Sydney - City and Inner South	0	52500	3700
Sydney - City and Inner South	0	65625	4910
Sydney - City and Inner South	0	78750	4813
Sydney - City and Inner South	0	91875	4670
Sydney - City and Inner South	0	105000	4404
Sydney - City and Inner South	0	131250	10069
Sydney - City and Inner South	0	157500	1643
Sydney - City and Inner South	0	183750	3651
Sydney - City and Inner South	0	210000	1045
Sydney - City and Inner South	0	Inf	7549
Sydney - City and Inner South	1		3813
Sydney - City and Inner South	1	0	1123
Sydney - City and Inner South	1	7875	274
Sydney - City and Inner South	1	15750	271
Sydney - City and Inner South	1	21000	310
Sydney - City and Inner South	1	26250	844
Sydney - City and Inner South	1	34125	834
Sydney - City and Inner South	1	42000	2062
Sydney - City and Inner South	1	52500	2090
Sydney - City and Inner South	1	65625	2642
Sydney - City and Inner South	1	78750	3346
Sydney - City and Inner South	1	91875	2824
Sydney - City and Inner South	1	105000	3216
Sydney - City and Inner South	1	131250	8436
Sydney - City and Inner South	1	157500	7061
Sydney - City and Inner South	1	183750	6975
Sydney - City and Inner South	1	210000	5536
Sydney - City and Inner South	1	Inf	24332
Sydney - Eastern Suburbs	0		2207
Sydney - Eastern Suburbs	0	0	1382
Sydney - Eastern Suburbs	0	7875	413
Sydney - Eastern Suburbs	0	15750	870
Sydney - Eastern Suburbs	0	21000	1614
Sydney - Eastern Suburbs	0	26250	2929
Sydney - Eastern Suburbs	0	34125	2058
Sydney - Eastern Suburbs	0	42000	1743
Sydney - Eastern Suburbs	0	52500	2189
Sydney - Eastern Suburbs	0	65625	2683
Sydney - Eastern Suburbs	0	78750	2437
Sydney - Eastern Suburbs	0	91875	2429
Sydney - Eastern Suburbs	0	105000	2354
Sydney - Eastern Suburbs	0	131250	5120
Sydney - Eastern Suburbs	0	157500	805
Sydney - Eastern Suburbs	0	183750	1941
Sydney - Eastern Suburbs	0	210000	550
Sydney - Eastern Suburbs	0	Inf	4936
Sydney - Eastern Suburbs	1		4193
Sydney - Eastern Suburbs	1	0	676
Sydney - Eastern Suburbs	1	7875	204
Sydney - Eastern Suburbs	1	15750	215
Sydney - Eastern Suburbs	1	21000	217
Sydney - Eastern Suburbs	1	26250	572
Sydney - Eastern Suburbs	1	34125	580
Sydney - Eastern Suburbs	1	42000	1502
Sydney - Eastern Suburbs	1	52500	1470
Sydney - Eastern Suburbs	1	65625	2036
Sydney - Eastern Suburbs	1	78750	2447
Sydney - Eastern Suburbs	1	91875	1897
Sydney - Eastern Suburbs	1	105000	2377
Sydney - Eastern Suburbs	1	131250	5757
Sydney - Eastern Suburbs	1	157500	4834
Sydney - Eastern Suburbs	1	183750	5083
Sydney - Eastern Suburbs	1	210000	3929
Sydney - Eastern Suburbs	1	Inf	26385
Sydney - Inner South West	0		2627
Sydney - Inner South West	0	0	2754
Sydney - Inner South West	0	7875	719
Sydney - Inner South West	0	15750	1857
Sydney - Inner South West	0	21000	4244
Sydney - Inner South West	0	26250	7995
Sydney - Inner South West	0	34125	4074
Sydney - Inner South West	0	42000	3072
Sydney - Inner South West	0	52500	3802
Sydney - Inner South West	0	65625	4334
Sydney - Inner South West	0	78750	3566
Sydney - Inner South West	0	91875	3070
Sydney - Inner South West	0	105000	2451
Sydney - Inner South West	0	131250	4150
Sydney - Inner South West	0	157500	862
Sydney - Inner South West	0	183750	1131
Sydney - Inner South West	0	210000	344
Sydney - Inner South West	0	Inf	1440
Sydney - Inner South West	1		9424
Sydney - Inner South West	1	0	2667
Sydney - Inner South West	1	7875	681
Sydney - Inner South West	1	15750	897
Sydney - Inner South West	1	21000	1002
Sydney - Inner South West	1	26250	2874
Sydney - Inner South West	1	34125	3171
Sydney - Inner South West	1	42000	8602
Sydney - Inner South West	1	52500	7446
Sydney - Inner South West	1	65625	9293
Sydney - Inner South West	1	78750	10809
Sydney - Inner South West	1	91875	8142
Sydney - Inner South West	1	105000	8561
Sydney - Inner South West	1	131250	18344
Sydney - Inner South West	1	157500	13788
Sydney - Inner South West	1	183750	11468
Sydney - Inner South West	1	210000	7950
Sydney - Inner South West	1	Inf	23253
Sydney - Inner West	0		1659
Sydney - Inner West	0	0	1562
Sydney - Inner West	0	7875	428
Sydney - Inner West	0	15750	870
Sydney - Inner West	0	21000	1828
Sydney - Inner West	0	26250	3445
Sydney - Inner West	0	34125	2311
Sydney - Inner West	0	42000	2005
Sydney - Inner West	0	52500	2537
Sydney - Inner West	0	65625	3061
Sydney - Inner West	0	78750	2930
Sydney - Inner West	0	91875	2638
Sydney - Inner West	0	105000	2349
Sydney - Inner West	0	131250	4836
Sydney - Inner West	0	157500	791
Sydney - Inner West	0	183750	1581
Sydney - Inner West	0	210000	463
Sydney - Inner West	0	Inf	2735
Sydney - Inner West	1		4260
Sydney - Inner West	1	0	1036
Sydney - Inner West	1	7875	327
Sydney - Inner West	1	15750	327
Sydney - Inner West	1	21000	352
Sydney - Inner West	1	26250	882
Sydney - Inner West	1	34125	982
Sydney - Inner West	1	42000	2531
Sydney - Inner West	1	52500	2374
Sydney - Inner West	1	65625	3245
Sydney - Inner West	1	78750	3984
Sydney - Inner West	1	91875	3206
Sydney - Inner West	1	105000	3484
Sydney - Inner West	1	131250	8586
Sydney - Inner West	1	157500	6847
Sydney - Inner West	1	183750	6676
Sydney - Inner West	1	210000	5047
Sydney - Inner West	1	Inf	24596
Sydney - North Sydney and Hornsby	0		1425
Sydney - North Sydney and Hornsby	0	0	1545
Sydney - North Sydney and Hornsby	0	7875	535
Sydney - North Sydney and Hornsby	0	15750	995
Sydney - North Sydney and Hornsby	0	21000	1623
Sydney - North Sydney and Hornsby	0	26250	3218
Sydney - North Sydney and Hornsby	0	34125	2795
Sydney - North Sydney and Hornsby	0	42000	2455
Sydney - North Sydney and Hornsby	0	52500	2862
Sydney - North Sydney and Hornsby	0	65625	3606
Sydney - North Sydney and Hornsby	0	78750	3286
Sydney - North Sydney and Hornsby	0	91875	3373
Sydney - North Sydney and Hornsby	0	105000	2971
Sydney - North Sydney and Hornsby	0	131250	6520
Sydney - North Sydney and Hornsby	0	157500	562
Sydney - North Sydney and Hornsby	0	183750	2144
Sydney - North Sydney and Hornsby	0	210000	341
Sydney - North Sydney and Hornsby	0	Inf	4450
Sydney - North Sydney and Hornsby	1		6441
Sydney - North Sydney and Hornsby	1	0	1440
Sydney - North Sydney and Hornsby	1	7875	468
Sydney - North Sydney and Hornsby	1	15750	426
Sydney - North Sydney and Hornsby	1	21000	390
Sydney - North Sydney and Hornsby	1	26250	1061
Sydney - North Sydney and Hornsby	1	34125	1119
Sydney - North Sydney and Hornsby	1	42000	2455
Sydney - North Sydney and Hornsby	1	52500	2636
Sydney - North Sydney and Hornsby	1	65625	3839
Sydney - North Sydney and Hornsby	1	78750	4778
Sydney - North Sydney and Hornsby	1	91875	3971
Sydney - North Sydney and Hornsby	1	105000	4450
Sydney - North Sydney and Hornsby	1	131250	10906
Sydney - North Sydney and Hornsby	1	157500	8592
Sydney - North Sydney and Hornsby	1	183750	9188
Sydney - North Sydney and Hornsby	1	210000	6923
Sydney - North Sydney and Hornsby	1	Inf	46034
Sydney - Northern Beaches	0		1072
Sydney - Northern Beaches	0	0	817
Sydney - Northern Beaches	0	7875	358
Sydney - Northern Beaches	0	15750	597
Sydney - Northern Beaches	0	21000	1024
Sydney - Northern Beaches	0	26250	2555
Sydney - Northern Beaches	0	34125	1999
Sydney - Northern Beaches	0	42000	1575
Sydney - Northern Beaches	0	52500	1810
Sydney - Northern Beaches	0	65625	2017
Sydney - Northern Beaches	0	78750	1621
Sydney - Northern Beaches	0	91875	1517
Sydney - Northern Beaches	0	105000	1318
Sydney - Northern Beaches	0	131250	2516
