SA4_NAME21	Age5yr	Indigenous	persons
Illawarra	0-4	0	15979
Illawarra	0-4	1	1247
Illawarra	5-9		766
Illawarra	5-9	0	16898
Illawarra	5-9	1	1247
Illawarra	10-14		760
Illawarra	10-14	0	17363
Illawarra	10-14	1	1261
Illawarra	15-19		770
Illawarra	15-19	0	17158
Illawarra	15-19	1	1191
Illawarra	20-24		861
Illawarra	20-24	0	19362
Illawarra	20-24	1	1104
Illawarra	25-29		840
Illawarra	25-29	0	18485
Illawarra	25-29	1	863
Illawarra	30-34		777
Illawarra	30-34	0	18323
Illawarra	30-34	1	712
Illawarra	35-39		768
Illawarra	35-39	0	18264
Illawarra	35-39	1	600
Illawarra	40-44		714
Illawarra	40-44	0	17721
Illawarra	40-44	1	500
Illawarra	45-49		742
Illawarra	45-49	0	18815
Illawarra	45-49	1	556
Illawarra	50-54		605
Illawarra	50-54	0	18037
Illawarra	50-54	1	517
Illawarra	55-59		604
Illawarra	55-59	0	18686
Illawarra	55-59	1	454
Illawarra	60-64		575
Illawarra	60-64	0	18441
Illawarra	60-64	1	397
Illawarra	65+		2591
Illawarra	65+	0	57046
Illawarra	65+	1	643
Mid North Coast	0-4		609
Mid North Coast	0-4	0	7801
Mid North Coast	0-4	1	1777
Mid North Coast	5-9		828
Mid North Coast	5-9	0	9224
Mid North Coast	5-9	1	1959
Mid North Coast	10-14		890
Mid North Coast	10-14	0	10726
Mid North Coast	10-14	1	2016
Mid North Coast	15-19		772
Mid North Coast	15-19	0	9707
Mid North Coast	15-19	1	1731
Mid North Coast	20-24		601
Mid North Coast	20-24	0	7478
Mid North Coast	20-24	1	1275
Mid North Coast	25-29		655
Mid North Coast	25-29	0	7869
Mid North Coast	25-29	1	1108
Mid North Coast	30-34		632
Mid North Coast	30-34	0	8531
Mid North Coast	30-34	1	984
Mid North Coast	35-39		686
Mid North Coast	35-39	0	9087
Mid North Coast	35-39	1	867
Mid North Coast	40-44		667
Mid North Coast	40-44	0	9573
Mid North Coast	40-44	1	743
Mid North Coast	45-49		739
Mid North Coast	45-49	0	11211
Mid North Coast	45-49	1	820
Mid North Coast	50-54		773
Mid North Coast	50-54	0	12449
Mid North Coast	50-54	1	807
Mid North Coast	55-59		901
Mid North Coast	55-59	0	14374
Mid North Coast	55-59	1	809
Mid North Coast	60-64		923
Mid North Coast	60-64	0	17007
Mid North Coast	60-64	1	779
Mid North Coast	65+		3412
Mid North Coast	65+	0	63843
Mid North Coast	65+	1	1376
Murray	0-4		491
Murray	0-4	0	6051
Murray	0-4	1	596
Murray	5-9		583
Murray	5-9	0	6364
Murray	5-9	1	572
Murray	10-14		566
Murray	10-14	0	6499
Murray	10-14	1	578
Murray	15-19		511
Murray	15-19	0	6060
Murray	15-19	1	523
Murray	20-24		446
Murray	20-24	0	5376
Murray	20-24	1	398
Murray	25-29		532
Murray	25-29	0	6030
Murray	25-29	1	318
Murray	30-34		504
Murray	30-34	0	6024
Murray	30-34	1	274
Murray	35-39		512
Murray	35-39	0	6107
Murray	35-39	1	255
Murray	40-44		484
Murray	40-44	0	6013
Murray	40-44	1	202
Murray	45-49		518
Murray	45-49	0	6403
Murray	45-49	1	231
Murray	50-54		522
Murray	50-54	0	6893
Murray	50-54	1	248
Murray	55-59		578
Murray	55-59	0	7318
Murray	55-59	1	226
Murray	60-64		578
Murray	60-64	0	8120
Murray	60-64	1	197
Murray	65+		1912
Murray	65+	0	26567
Murray	65+	1	372
New England and North West	0-4		874
New England and North West	0-4	0	7319
New England and North West	0-4	1	2491
New England and North West	5-9		1163
New England and North West	5-9	0	8328
New England and North West	5-9	1	2674
New England and North West	10-14		1224
New England and North West	10-14	0	8832
New England and North West	10-14	1	2597
New England and North West	15-19		1200
New England and North West	15-19	0	8175
New England and North West	15-19	1	2177
New England and North West	20-24		1148
New England and North West	20-24	0	7325
New England and North West	20-24	1	1738
New England and North West	25-29		1029
New England and North West	25-29	0	8440
New England and North West	25-29	1	1526
New England and North West	30-34		1023
New England and North West	30-34	0	8677
New England and North West	30-34	1	1257
New England and North West	35-39		1010
New England and North West	35-39	0	8383
New England and North West	35-39	1	1088
New England and North West	40-44		904
New England and North West	40-44	0	7942
New England and North West	40-44	1	1008
New England and North West	45-49		972
New England and North West	45-49	0	8719
New England and North West	45-49	1	1015
New England and North West	50-54		992
New England and North West	50-54	0	9266
New England and North West	50-54	1	1067
New England and North West	55-59		1032
New England and North West	55-59	0	10059
New England and North West	55-59	1	988
New England and North West	60-64		960
New England and North West	60-64	0	10673
New England and North West	60-64	1	866
New England and North West	65+		3148
New England and North West	65+	0	34689
New England and North West	65+	1	1559
Newcastle and Lake Macquarie	0-4		615
Newcastle and Lake Macquarie	0-4	0	18547
Newcastle and Lake Macquarie	0-4	1	2077
Newcastle and Lake Macquarie	5-9		805
Newcastle and Lake Macquarie	5-9	0	20266
Newcastle and Lake Macquarie	5-9	1	2229
Newcastle and Lake Macquarie	10-14		791
Newcastle and Lake Macquarie	10-14	0	20119
Newcastle and Lake Macquarie	10-14	1	2168
Newcastle and Lake Macquarie	15-19		886
Newcastle and Lake Macquarie	15-19	0	19554
Newcastle and Lake Macquarie	15-19	1	2022
Newcastle and Lake Macquarie	20-24		1136
Newcastle and Lake Macquarie	20-24	0	23414
Newcastle and Lake Macquarie	20-24	1	1855
Newcastle and Lake Macquarie	25-29		1052
Newcastle and Lake Macquarie	25-29	0	23404
Newcastle and Lake Macquarie	25-29	1	1604
Newcastle and Lake Macquarie	30-34		977
Newcastle and Lake Macquarie	30-34	0	23618
Newcastle and Lake Macquarie	30-34	1	1334
Newcastle and Lake Macquarie	35-39		928
Newcastle and Lake Macquarie	35-39	0	23268
Newcastle and Lake Macquarie	35-39	1	1151
Newcastle and Lake Macquarie	40-44		856
Newcastle and Lake Macquarie	40-44	0	21416
Newcastle and Lake Macquarie	40-44	1	930
Newcastle and Lake Macquarie	45-49		881
Newcastle and Lake Macquarie	45-49	0	22417
Newcastle and Lake Macquarie	45-49	1	952
Newcastle and Lake Macquarie	50-54		711
Newcastle and Lake Macquarie	50-54	0	22312
Newcastle and Lake Macquarie	50-54	1	908
Newcastle and Lake Macquarie	55-59		822
Newcastle and Lake Macquarie	55-59	0	22079
Newcastle and Lake Macquarie	55-59	1	789
Newcastle and Lake Macquarie	60-64		732
Newcastle and Lake Macquarie	60-64	0	22392
Newcastle and Lake Macquarie	60-64	1	624
Newcastle and Lake Macquarie	65+		3445
Newcastle and Lake Macquarie	65+	0	73205
Newcastle and Lake Macquarie	65+	1	1221
Richmond - Tweed	0-4		867
Richmond - Tweed	0-4	0	10311
Richmond - Tweed	0-4	1	1085
Richmond - Tweed	5-9		1182
Richmond - Tweed	5-9	0	12152
Richmond - Tweed	5-9	1	1266
Richmond - Tweed	10-14		1198
Richmond - Tweed	10-14	0	13327
Richmond - Tweed	10-14	1	1428
Richmond - Tweed	15-19		974
Richmond - Tweed	15-19	0	11561
Richmond - Tweed	15-19	1	1193
Richmond - Tweed	20-24		913
Richmond - Tweed	20-24	0	9421
Richmond - Tweed	20-24	1	938
Richmond - Tweed	25-29		981
Richmond - Tweed	25-29	0	10298
Richmond - Tweed	25-29	1	741
Richmond - Tweed	30-34		1049
Richmond - Tweed	30-34	0	12043
Richmond - Tweed	30-34	1	645
Richmond - Tweed	35-39		1175
Richmond - Tweed	35-39	0	13153
Richmond - Tweed	35-39	1	643
Richmond - Tweed	40-44		1150
Richmond - Tweed	40-44	0	13299
Richmond - Tweed	40-44	1	572
Richmond - Tweed	45-49		1231
Richmond - Tweed	45-49	0	14701
Richmond - Tweed	45-49	1	674
Richmond - Tweed	50-54		1099
Richmond - Tweed	50-54	0	14824
Richmond - Tweed	50-54	1	648
Richmond - Tweed	55-59		1189
Richmond - Tweed	55-59	0	16156
Richmond - Tweed	55-59	1	553
Richmond - Tweed	60-64		1163
Richmond - Tweed	60-64	0	17892
Richmond - Tweed	60-64	1	539
Richmond - Tweed	65+		3734
Richmond - Tweed	65+	0	58184
Richmond - Tweed	65+	1	872
Riverina	0-4		574
Riverina	0-4	0	8348
Riverina	0-4	1	1291
Riverina	5-9		723
Riverina	5-9	0	8748
Riverina	5-9	1	1251
Riverina	10-14		754
Riverina	10-14	0	9083
Riverina	10-14	1	1225
Riverina	15-19		688
Riverina	15-19	0	8735
Riverina	15-19	1	1043
Riverina	20-24		694
Riverina	20-24	0	8369
Riverina	20-24	1	965
Riverina	25-29		651
Riverina	25-29	0	9015
Riverina	25-29	1	825
Riverina	30-34		584
Riverina	30-34	0	9211
Riverina	30-34	1	671
Riverina	35-39		613
Riverina	35-39	0	8797
Riverina	35-39	1	574
Riverina	40-44		592
Riverina	40-44	0	7972
Riverina	40-44	1	507
Riverina	45-49		644
Riverina	45-49	0	8373
Riverina	45-49	1	531
Riverina	50-54		604
Riverina	50-54	0	8725
Riverina	50-54	1	470
Riverina	55-59		564
Riverina	55-59	0	9021
Riverina	55-59	1	442
Riverina	60-64		627
Riverina	60-64	0	9383
Riverina	60-64	1	380
Riverina	65+		2081
Riverina	65+	0	28655
Riverina	65+	1	643
Southern Highlands and Shoalhaven	0-4		435
Southern Highlands and Shoalhaven	0-4	0	6606
Southern Highlands and Shoalhaven	0-4	1	954
Southern Highlands and Shoalhaven	5-9		539
Southern Highlands and Shoalhaven	5-9	0	7231
Southern Highlands and Shoalhaven	5-9	1	950
Southern Highlands and Shoalhaven	10-14		551
Southern Highlands and Shoalhaven	10-14	0	7923
Southern Highlands and Shoalhaven	10-14	1	913
Southern Highlands and Shoalhaven	15-19		500
Southern Highlands and Shoalhaven	15-19	0	7150
Southern Highlands and Shoalhaven	15-19	1	765
Southern Highlands and Shoalhaven	20-24		414
Southern Highlands and Shoalhaven	20-24	0	5810
Southern Highlands and Shoalhaven	20-24	1	672
Southern Highlands and Shoalhaven	25-29		427
Southern Highlands and Shoalhaven	25-29	0	6533
Southern Highlands and Shoalhaven	25-29	1	554
Southern Highlands and Shoalhaven	30-34		440
Southern Highlands and Shoalhaven	30-34	0	7274
Southern Highlands and Shoalhaven	30-34	1	515
Southern Highlands and Shoalhaven	35-39		473
Southern Highlands and Shoalhaven	35-39	0	7409
Southern Highlands and Shoalhaven	35-39	1	418
Southern Highlands and Shoalhaven	40-44		449
Southern Highlands and Shoalhaven	40-44	0	7327
Southern Highlands and Shoalhaven	40-44	1	374
Southern Highlands and Shoalhaven	45-49		506
Southern Highlands and Shoalhaven	45-49	0	8247
Southern Highlands and Shoalhaven	45-49	1	380
Southern Highlands and Shoalhaven	50-54		502
Southern Highlands and Shoalhaven	50-54	0	8979
Southern Highlands and Shoalhaven	50-54	1	392
Southern Highlands and Shoalhaven	55-59		519
Southern Highlands and Shoalhaven	55-59	0	10032
Southern Highlands and Shoalhaven	55-59	1	352
Southern Highlands and Shoalhaven	60-64		563
Southern Highlands and Shoalhaven	60-64	0	11456
Southern Highlands and Shoalhaven	60-64	1	351
Southern Highlands and Shoalhaven	65+		2291
Southern Highlands and Shoalhaven	65+	0	42151
Southern Highlands and Shoalhaven	65+	1	663
Sydney - Baulkham Hills and Hawkesbury	0-4		278
Sydney - Baulkham Hills and Hawkesbury	0-4	0	13929
Sydney - Baulkham Hills and Hawkesbury	0-4	1	275
Sydney - Baulkham Hills and Hawkesbury	5-9		434
Sydney - Baulkham Hills and Hawkesbury	5-9	0	18501
Sydney - Baulkham Hills and Hawkesbury	5-9	1	293
Sydney - Baulkham Hills and Hawkesbury	10-14		418
Sydney - Baulkham Hills and Hawkesbury	10-14	0	19538
Sydney - Baulkham Hills and Hawkesbury	10-14	1	314
Sydney - Baulkham Hills and Hawkesbury	15-19		382
Sydney - Baulkham Hills and Hawkesbury	15-19	0	17599
Sydney - Baulkham Hills and Hawkesbury	15-19	1	292
Sydney - Baulkham Hills and Hawkesbury	20-24		322
Sydney - Baulkham Hills and Hawkesbury	20-24	0	15111
Sydney - Baulkham Hills and Hawkesbury	20-24	1	265
Sydney - Baulkham Hills and Hawkesbury	25-29		367
Sydney - Baulkham Hills and Hawkesbury	25-29	0	11539
Sydney - Baulkham Hills and Hawkesbury	25-29	1	185
Sydney - Baulkham Hills and Hawkesbury	30-34		325
Sydney - Baulkham Hills and Hawkesbury	30-34	0	13295
Sydney - Baulkham Hills and Hawkesbury	30-34	1	161
Sydney - Baulkham Hills and Hawkesbury	35-39		452
Sydney - Baulkham Hills and Hawkesbury	35-39	0	18439
Sydney - Baulkham Hills and Hawkesbury	35-39	1	152
Sydney - Baulkham Hills and Hawkesbury	40-44		436
Sydney - Baulkham Hills and Hawkesbury	40-44	0	19605
Sydney - Baulkham Hills and Hawkesbury	40-44	1	128
Sydney - Baulkham Hills and Hawkesbury	45-49		410
Sydney - Baulkham Hills and Hawkesbury	45-49	0	19091
Sydney - Baulkham Hills and Hawkesbury	45-49	1	157
Sydney - Baulkham Hills and Hawkesbury	50-54		364
Sydney - Baulkham Hills and Hawkesbury	50-54	0	17613
Sydney - Baulkham Hills and Hawkesbury	50-54	1	125
Sydney - Baulkham Hills and Hawkesbury	55-59		358
Sydney - Baulkham Hills and Hawkesbury	55-59	0	15887
Sydney - Baulkham Hills and Hawkesbury	55-59	1	114
Sydney - Baulkham Hills and Hawkesbury	60-64		270
Sydney - Baulkham Hills and Hawkesbury	60-64	0	14423
Sydney - Baulkham Hills and Hawkesbury	60-64	1	88
Sydney - Baulkham Hills and Hawkesbury	65+		987
Sydney - Baulkham Hills and Hawkesbury	65+	0	41270
Sydney - Baulkham Hills and Hawkesbury	65+	1	169
Sydney - Blacktown	0-4		1426
Sydney - Blacktown	0-4	0	27405
Sydney - Blacktown	0-4	1	1462
Sydney - Blacktown	5-9		1609
Sydney - Blacktown	5-9	0	28687
Sydney - Blacktown	5-9	1	1426
Sydney - Blacktown	10-14		1535
Sydney - Blacktown	10-14	0	26162
Sydney - Blacktown	10-14	1	1366
Sydney - Blacktown	15-19		1186
Sydney - Blacktown	15-19	0	22103
Sydney - Blacktown	15-19	1	1222
Sydney - Blacktown	20-24		1458
Sydney - Blacktown	20-24	0	24178
Sydney - Blacktown	20-24	1	1050
Sydney - Blacktown	25-29		1718
Sydney - Blacktown	25-29	0	25537
Sydney - Blacktown	25-29	1	1014
Sydney - Blacktown	30-34		1640
Sydney - Blacktown	30-34	0	29545
Sydney - Blacktown	30-34	1	767
Sydney - Blacktown	35-39		1775
Sydney - Blacktown	35-39	0	34634
Sydney - Blacktown	35-39	1	606
Sydney - Blacktown	40-44		1377
Sydney - Blacktown	40-44	0	29415
Sydney - Blacktown	40-44	1	521
Sydney - Blacktown	45-49		1160
Sydney - Blacktown	45-49	0	23912
Sydney - Blacktown	45-49	1	543
Sydney - Blacktown	50-54		927
Sydney - Blacktown	50-54	0	20819
Sydney - Blacktown	50-54	1	587
Sydney - Blacktown	55-59		761
Sydney - Blacktown	55-59	0	19094
Sydney - Blacktown	55-59	1	407
Sydney - Blacktown	60-64		730
Sydney - Blacktown	60-64	0	16802
Sydney - Blacktown	60-64	1	306
Sydney - Blacktown	65+		2113
Sydney - Blacktown	65+	0	41451
Sydney - Blacktown	65+	1	561
Sydney - City and Inner South	0-4		549
Sydney - City and Inner South	0-4	0	12715
Sydney - City and Inner South	0-4	1	330
Sydney - City and Inner South	5-9		541
Sydney - City and Inner South	5-9	0	9256
Sydney - City and Inner South	5-9	1	357
Sydney - City and Inner South	10-14		418
Sydney - City and Inner South	10-14	0	8331
Sydney - City and Inner South	10-14	1	328
Sydney - City and Inner South	15-19		519
Sydney - City and Inner South	15-19	0	9300
Sydney - City and Inner South	15-19	1	356
Sydney - City and Inner South	20-24		2093
Sydney - City and Inner South	20-24	0	28480
Sydney - City and Inner South	20-24	1	574
Sydney - City and Inner South	25-29		2996
Sydney - City and Inner South	25-29	0	44850
Sydney - City and Inner South	25-29	1	586
Sydney - City and Inner South	30-34		2652
Sydney - City and Inner South	30-34	0	44287
Sydney - City and Inner South	30-34	1	452
Sydney - City and Inner South	35-39		1880
Sydney - City and Inner South	35-39	0	32442
Sydney - City and Inner South	35-39	1	324
Sydney - City and Inner South	40-44		1380
Sydney - City and Inner South	40-44	0	22846
Sydney - City and Inner South	40-44	1	298
Sydney - City and Inner South	45-49		1119
Sydney - City and Inner South	45-49	0	18752
Sydney - City and Inner South	45-49	1	298
Sydney - City and Inner South	50-54		991
Sydney - City and Inner South	50-54	0	16627
Sydney - City and Inner South	50-54	1	325
Sydney - City and Inner South	55-59		923
Sydney - City and Inner South	55-59	0	14640
Sydney - City and Inner South	55-59	1	252
Sydney - City and Inner South	60-64		779
Sydney - City and Inner South	60-64	0	12482
Sydney - City and Inner South	60-64	1	217
Sydney - City and Inner South	65+		2147
Sydney - City and Inner South	65+	0	32312
Sydney - City and Inner South	65+	1	349
Sydney - Eastern Suburbs	0-4		488
Sydney - Eastern Suburbs	0-4	0	12612
Sydney - Eastern Suburbs	0-4	1	159
Sydney - Eastern Suburbs	5-9		536
Sydney - Eastern Suburbs	5-9	0	12472
Sydney - Eastern Suburbs	5-9	1	232
Sydney - Eastern Suburbs	10-14		488
Sydney - Eastern Suburbs	10-14	0	12783
Sydney - Eastern Suburbs	10-14	1	241
Sydney - Eastern Suburbs	15-19		540
Sydney - Eastern Suburbs	15-19	0	11646
Sydney - Eastern Suburbs	15-19	1	255
Sydney - Eastern Suburbs	20-24		872
Sydney - Eastern Suburbs	20-24	0	14900
Sydney - Eastern Suburbs	20-24	1	305
Sydney - Eastern Suburbs	25-29		1377
Sydney - Eastern Suburbs	25-29	0	22813
Sydney - Eastern Suburbs	25-29	1	286
Sydney - Eastern Suburbs	30-34		1331
Sydney - Eastern Suburbs	30-34	0	24305
Sydney - Eastern Suburbs	30-34	1	230
Sydney - Eastern Suburbs	35-39		1028
Sydney - Eastern Suburbs	35-39	0	20253
Sydney - Eastern Suburbs	35-39	1	172
Sydney - Eastern Suburbs	40-44		842
Sydney - Eastern Suburbs	40-44	0	17517
Sydney - Eastern Suburbs	40-44	1	170
Sydney - Eastern Suburbs	45-49		673
Sydney - Eastern Suburbs	45-49	0	16759
Sydney - Eastern Suburbs	45-49	1	189
Sydney - Eastern Suburbs	50-54		689
Sydney - Eastern Suburbs	50-54	0	15567
Sydney - Eastern Suburbs	50-54	1	148
Sydney - Eastern Suburbs	55-59		565
Sydney - Eastern Suburbs	55-59	0	13664
Sydney - Eastern Suburbs	55-59	1	127
Sydney - Eastern Suburbs	60-64		449
Sydney - Eastern Suburbs	60-64	0	11969
Sydney - Eastern Suburbs	60-64	1	113
Sydney - Eastern Suburbs	65+		2252
Sydney - Eastern Suburbs	65+	0	39166
Sydney - Eastern Suburbs	65+	1	230
Sydney - Inner South West	0-4		1776
Sydney - Inner South West	0-4	0	34584
Sydney - Inner South West	0-4	1	406
Sydney - Inner South West	5-9		1995
Sydney - Inner South West	5-9	0	34419
Sydney - Inner South West	5-9	1	376
Sydney - Inner South West	10-14		1779
Sydney - Inner South West	10-14	0	33033
Sydney - Inner South West	10-14	1	424
Sydney - Inner South West	15-19		1617
Sydney - Inner South West	15-19	0	31665
Sydney - Inner South West	15-19	1	384
Sydney - Inner South West	20-24		2213
Sydney - Inner South West	20-24	0	40097
Sydney - Inner South West	20-24	1	425
Sydney - Inner South West	25-29		2791
Sydney - Inner South West	25-29	0	45139
Sydney - Inner South West	25-29	1	405
Sydney - Inner South West	30-34		2779
