SA4_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
Sydney - Baulkham Hills and Hawkesbury	0	0	0	1	6860
Sydney - Baulkham Hills and Hawkesbury	0	0	1	0	2270
Sydney - Baulkham Hills and Hawkesbury	0	0	1	1	1607
Sydney - Baulkham Hills and Hawkesbury	0	1	0	0	5879
Sydney - Baulkham Hills and Hawkesbury	0	1	0	1	627
Sydney - Baulkham Hills and Hawkesbury	0	1	1	0	1858
Sydney - Baulkham Hills and Hawkesbury	0	1	1	1	430
Sydney - Baulkham Hills and Hawkesbury	1	0	0	1	27501
Sydney - Baulkham Hills and Hawkesbury	1	0	1	0	16096
Sydney - Baulkham Hills and Hawkesbury	1	0	1	1	13011
Sydney - Baulkham Hills and Hawkesbury	1	1	0	0	83543
Sydney - Baulkham Hills and Hawkesbury	1	1	0	1	3780
Sydney - Baulkham Hills and Hawkesbury	1	1	1	0	21535
Sydney - Baulkham Hills and Hawkesbury	1	1	1	1	3533
Sydney - Blacktown					3799
Sydney - Blacktown	0	0	0	1	16045
Sydney - Blacktown	0	0	1	0	3203
Sydney - Blacktown	0	0	1	1	2788
Sydney - Blacktown	0	1	0	0	17396
Sydney - Blacktown	0	1	0	1	2697
Sydney - Blacktown	0	1	1	0	4436
Sydney - Blacktown	0	1	1	1	1897
Sydney - Blacktown	1	0	0	1	33909
Sydney - Blacktown	1	0	1	0	15664
Sydney - Blacktown	1	0	1	1	13790
Sydney - Blacktown	1	1	0	0	129521
Sydney - Blacktown	1	1	0	1	7389
Sydney - Blacktown	1	1	1	0	27366
Sydney - Blacktown	1	1	1	1	6809
Sydney - City and Inner South					4750
Sydney - City and Inner South	0	0	0	1	7744
Sydney - City and Inner South	0	0	1	0	2871
Sydney - City and Inner South	0	0	1	1	1037
Sydney - City and Inner South	0	1	0	0	7199
Sydney - City and Inner South	0	1	0	1	581
Sydney - City and Inner South	0	1	1	0	1375
Sydney - City and Inner South	0	1	1	1	237
Sydney - City and Inner South	1	0	0	1	10220
Sydney - City and Inner South	1	0	1	0	6752
Sydney - City and Inner South	1	0	1	1	3152
Sydney - City and Inner South	1	1	0	0	54789
Sydney - City and Inner South	1	1	0	1	1027
Sydney - City and Inner South	1	1	1	0	6726
Sydney - City and Inner South	1	1	1	1	685
Sydney - Eastern Suburbs					2479
Sydney - Eastern Suburbs	0	0	0	1	6708
Sydney - Eastern Suburbs	0	0	1	0	2866
Sydney - Eastern Suburbs	0	0	1	1	1064
Sydney - Eastern Suburbs	0	1	0	0	6850
Sydney - Eastern Suburbs	0	1	0	1	309
Sydney - Eastern Suburbs	0	1	1	0	1826
Sydney - Eastern Suburbs	0	1	1	1	187
Sydney - Eastern Suburbs	1	0	0	1	11863
Sydney - Eastern Suburbs	1	0	1	0	11319
Sydney - Eastern Suburbs	1	0	1	1	5227
Sydney - Eastern Suburbs	1	1	0	0	61821
Sydney - Eastern Suburbs	1	1	0	1	1158
Sydney - Eastern Suburbs	1	1	1	0	12571
Sydney - Eastern Suburbs	1	1	1	1	1076
Sydney - Inner South West					7440
Sydney - Inner South West	0	0	0	1	27837
Sydney - Inner South West	0	0	1	0	6643
Sydney - Inner South West	0	0	1	1	5047
Sydney - Inner South West	0	1	0	0	20601
Sydney - Inner South West	0	1	0	1	2767
Sydney - Inner South West	0	1	1	0	5914
Sydney - Inner South West	0	1	1	1	2130
Sydney - Inner South West	1	0	0	1	56273
Sydney - Inner South West	1	0	1	0	23803
Sydney - Inner South West	1	0	1	1	21457
Sydney - Inner South West	1	1	0	0	150707
Sydney - Inner South West	1	1	0	1	7987
Sydney - Inner South West	1	1	1	0	35350
Sydney - Inner South West	1	1	1	1	9114
Sydney - Inner West					4044
Sydney - Inner West	0	0	0	1	10056
Sydney - Inner West	0	0	1	0	3739
Sydney - Inner West	0	0	1	1	1417
Sydney - Inner West	0	1	0	0	7583
Sydney - Inner West	0	1	0	1	558
Sydney - Inner West	0	1	1	0	1982
Sydney - Inner West	0	1	1	1	318
Sydney - Inner West	1	0	0	1	19160
Sydney - Inner West	1	0	1	0	13323
Sydney - Inner West	1	0	1	1	7361
Sydney - Inner West	1	1	0	0	75681
Sydney - Inner West	1	1	0	1	1481
Sydney - Inner West	1	1	1	0	13604
Sydney - Inner West	1	1	1	1	1439
Sydney - North Sydney and Hornsby					3238
Sydney - North Sydney and Hornsby	0	0	0	1	10128
Sydney - North Sydney and Hornsby	0	0	1	0	5746
Sydney - North Sydney and Hornsby	0	0	1	1	1969
Sydney - North Sydney and Hornsby	0	1	0	0	11049
Sydney - North Sydney and Hornsby	0	1	0	1	491
Sydney - North Sydney and Hornsby	0	1	1	0	3271
Sydney - North Sydney and Hornsby	0	1	1	1	302
Sydney - North Sydney and Hornsby	1	0	0	1	24829
Sydney - North Sydney and Hornsby	1	0	1	0	26943
Sydney - North Sydney and Hornsby	1	0	1	1	12196
Sydney - North Sydney and Hornsby	1	1	0	0	123503
Sydney - North Sydney and Hornsby	1	1	0	1	2006
Sydney - North Sydney and Hornsby	1	1	1	0	27837
Sydney - North Sydney and Hornsby	1	1	1	1	1954
Sydney - Northern Beaches					1485
Sydney - Northern Beaches	0	0	0	1	7237
Sydney - Northern Beaches	0	0	1	0	2743
Sydney - Northern Beaches	0	0	1	1	1481
Sydney - Northern Beaches	0	1	0	0	6584
Sydney - Northern Beaches	0	1	0	1	555
Sydney - Northern Beaches	0	1	1	0	1940
Sydney - Northern Beaches	0	1	1	1	326
Sydney - Northern Beaches	1	0	0	1	18591
Sydney - Northern Beaches	1	0	1	0	14289
Sydney - Northern Beaches	1	0	1	1	9331
Sydney - Northern Beaches	1	1	0	0	75446
Sydney - Northern Beaches	1	1	0	1	2328
Sydney - Northern Beaches	1	1	1	0	17403
Sydney - Northern Beaches	1	1	1	1	2060
Sydney - Outer South West					2308
Sydney - Outer South West	0	0	0	1	12071
Sydney - Outer South West	0	0	1	0	2481
Sydney - Outer South West	0	0	1	1	2037
Sydney - Outer South West	0	1	0	0	15320
Sydney - Outer South West	0	1	0	1	2736
Sydney - Outer South West	0	1	1	0	3667
Sydney - Outer South West	0	1	1	1	1459
Sydney - Outer South West	1	0	0	1	26941
Sydney - Outer South West	1	0	1	0	9097
Sydney - Outer South West	1	0	1	1	9707
Sydney - Outer South West	1	1	0	0	85453
Sydney - Outer South West	1	1	0	1	7063
Sydney - Outer South West	1	1	1	0	18695
Sydney - Outer South West	1	1	1	1	5928
Sydney - Outer West and Blue Mountains					2608
Sydney - Outer West and Blue Mountains	0	0	0	1	14029
Sydney - Outer West and Blue Mountains	0	0	1	0	3124
Sydney - Outer West and Blue Mountains	0	0	1	1	1944
Sydney - Outer West and Blue Mountains	0	1	0	0	17080
Sydney - Outer West and Blue Mountains	0	1	0	1	2398
Sydney - Outer West and Blue Mountains	0	1	1	0	3713
Sydney - Outer West and Blue Mountains	0	1	1	1	1230
Sydney - Outer West and Blue Mountains	1	0	0	1	27201
Sydney - Outer West and Blue Mountains	1	0	1	0	9745
Sydney - Outer West and Blue Mountains	1	0	1	1	9663
Sydney - Outer West and Blue Mountains	1	1	0	0	85548
Sydney - Outer West and Blue Mountains	1	1	0	1	6878
Sydney - Outer West and Blue Mountains	1	1	1	0	18458
Sydney - Outer West and Blue Mountains	1	1	1	1	4922
Sydney - Parramatta					6099
Sydney - Parramatta	0	0	0	1	18952
Sydney - Parramatta	0	0	1	0	4825
Sydney - Parramatta	0	0	1	1	3319
Sydney - Parramatta	0	1	0	0	15279
Sydney - Parramatta	0	1	0	1	1962
Sydney - Parramatta	0	1	1	0	4268
Sydney - Parramatta	0	1	1	1	1668
Sydney - Parramatta	1	0	0	1	37308
Sydney - Parramatta	1	0	1	0	17861
Sydney - Parramatta	1	0	1	1	14877
Sydney - Parramatta	1	1	0	0	139690
Sydney - Parramatta	1	1	0	1	6204
Sydney - Parramatta	1	1	1	0	27813
Sydney - Parramatta	1	1	1	1	7383
Sydney - Ryde					2079
Sydney - Ryde	0	0	0	1	5906
Sydney - Ryde	0	0	1	0	2320
Sydney - Ryde	0	0	1	1	969
Sydney - Ryde	0	1	0	0	5002
Sydney - Ryde	0	1	0	1	311
Sydney - Ryde	0	1	1	0	1241
Sydney - Ryde	0	1	1	1	149
Sydney - Ryde	1	0	0	1	14953
Sydney - Ryde	1	0	1	0	11097
Sydney - Ryde	1	0	1	1	6301
Sydney - Ryde	1	1	0	0	57308
Sydney - Ryde	1	1	0	1	1060
Sydney - Ryde	1	1	1	0	11332
Sydney - Ryde	1	1	1	1	1157
Sydney - South West					4825
Sydney - South West	0	0	0	1	25147
Sydney - South West	0	0	1	0	5213
Sydney - South West	0	0	1	1	5025
Sydney - South West	0	1	0	0	21184
Sydney - South West	0	1	0	1	3439
Sydney - South West	0	1	1	0	6724
Sydney - South West	0	1	1	1	2553
Sydney - South West	1	0	0	1	53196
Sydney - South West	1	0	1	0	17421
Sydney - South West	1	0	1	1	21357
Sydney - South West	1	1	0	0	124200
Sydney - South West	1	1	0	1	9829
Sydney - South West	1	1	1	0	33787
Sydney - South West	1	1	1	1	11433
Sydney - Sutherland					1343
Sydney - Sutherland	0	0	0	1	7845
Sydney - Sutherland	0	0	1	0	2114
Sydney - Sutherland	0	0	1	1	1382
Sydney - Sutherland	0	1	0	0	6384
Sydney - Sutherland	0	1	0	1	725
Sydney - Sutherland	0	1	1	0	1893
Sydney - Sutherland	0	1	1	1	358
Sydney - Sutherland	1	0	0	1	21390
Sydney - Sutherland	1	0	1	0	10004
Sydney - Sutherland	1	0	1	1	9307
Sydney - Sutherland	1	1	0	0	63895
Sydney - Sutherland	1	1	0	1	2649
Sydney - Sutherland	1	1	1	0	14059
Sydney - Sutherland	1	1	1	1	2512
Ballarat					1338
Ballarat	0	0	0	1	6274
Ballarat	0	0	1	0	1504
Ballarat	0	0	1	1	823
Ballarat	0	1	0	0	8577
Ballarat	0	1	0	1	1163
Ballarat	0	1	1	0	1894
Ballarat	0	1	1	1	543
Ballarat	1	0	0	1	10116
Ballarat	1	0	1	0	4654
Ballarat	1	0	1	1	3185
Ballarat	1	1	0	0	38256
Ballarat	1	1	0	1	2287
Ballarat	1	1	1	0	8537
Ballarat	1	1	1	1	1623
Bendigo					1374
Bendigo	0	0	0	1	5799
Bendigo	0	0	1	0	1402
Bendigo	0	0	1	1	765
Bendigo	0	1	0	0	8028
Bendigo	0	1	0	1	902
Bendigo	0	1	1	0	2001
Bendigo	0	1	1	1	561
Bendigo	1	0	0	1	9731
Bendigo	1	0	1	0	4643
Bendigo	1	0	1	1	3443
Bendigo	1	1	0	0	38028
Bendigo	1	1	0	1	2014
Bendigo	1	1	1	0	8157
Bendigo	1	1	1	1	1777
Geelong					2471
Geelong	0	0	0	1	10802
Geelong	0	0	1	0	3004
Geelong	0	0	1	1	1859
Geelong	0	1	0	0	12684
Geelong	0	1	0	1	1479
Geelong	0	1	1	0	3472
Geelong	0	1	1	1	826
Geelong	1	0	0	1	20221
Geelong	1	0	1	0	10621
Geelong	1	0	1	1	7383
Geelong	1	1	0	0	81899
Geelong	1	1	0	1	3529
Geelong	1	1	1	0	16159
Geelong	1	1	1	1	3017
Hume					1228
Hume	0	0	0	1	6155
Hume	0	0	1	0	1487
Hume	0	0	1	1	779
Hume	0	1	0	0	7960
Hume	0	1	0	1	990
Hume	0	1	1	0	1962
Hume	0	1	1	1	484
Hume	1	0	0	1	10794
Hume	1	0	1	0	4366
Hume	1	0	1	1	3495
Hume	1	1	0	0	39327
Hume	1	1	0	1	2044
Hume	1	1	1	0	8324
Hume	1	1	1	1	1776
Latrobe - Gippsland					2028
Latrobe - Gippsland	0	0	0	1	10029
Latrobe - Gippsland	0	0	1	0	2267
Latrobe - Gippsland	0	0	1	1	1368
Latrobe - Gippsland	0	1	0	0	13887
Latrobe - Gippsland	0	1	0	1	1762
Latrobe - Gippsland	0	1	1	0	2995
Latrobe - Gippsland	0	1	1	1	860
Latrobe - Gippsland	1	0	0	1	18629
Latrobe - Gippsland	1	0	1	0	6953
Latrobe - Gippsland	1	0	1	1	5363
Latrobe - Gippsland	1	1	0	0	61194
Latrobe - Gippsland	1	1	0	1	3926
Latrobe - Gippsland	1	1	1	0	12967
Latrobe - Gippsland	1	1	1	1	3201
Melbourne - Inner					9568
Melbourne - Inner	0	0	0	1	13650
Melbourne - Inner	0	0	1	0	6182
Melbourne - Inner	0	0	1	1	2000
Melbourne - Inner	0	1	0	0	13881
Melbourne - Inner	0	1	0	1	729
Melbourne - Inner	0	1	1	0	3339
Melbourne - Inner	0	1	1	1	450
Melbourne - Inner	1	0	0	1	19752
Melbourne - Inner	1	0	1	0	18457
Melbourne - Inner	1	0	1	1	8589
Melbourne - Inner	1	1	0	0	106428
Melbourne - Inner	1	1	0	1	1431
Melbourne - Inner	1	1	1	0	17133
Melbourne - Inner	1	1	1	1	1821
Melbourne - Inner East					3765
Melbourne - Inner East	0	0	0	1	10796
Melbourne - Inner East	0	0	1	0	5981
Melbourne - Inner East	0	0	1	1	2356
Melbourne - Inner East	0	1	0	0	9546
Melbourne - Inner East	0	1	0	1	552
Melbourne - Inner East	0	1	1	0	3595
Melbourne - Inner East	0	1	1	1	331
Melbourne - Inner East	1	0	0	1	26840
Melbourne - Inner East	1	0	1	0	26006
Melbourne - Inner East	1	0	1	1	13219
Melbourne - Inner East	1	1	0	0	90672
Melbourne - Inner East	1	1	0	1	1767
Melbourne - Inner East	1	1	1	0	24669
Melbourne - Inner East	1	1	1	1	1885
Melbourne - Inner South					3404
Melbourne - Inner South	0	0	0	1	12395
Melbourne - Inner South	0	0	1	0	6040
Melbourne - Inner South	0	0	1	1	2366
Melbourne - Inner South	0	1	0	0	11373
Melbourne - Inner South	0	1	0	1	670
Melbourne - Inner South	0	1	1	0	3459
Melbourne - Inner South	0	1	1	1	409
Melbourne - Inner South	1	0	0	1	25662
Melbourne - Inner South	1	0	1	0	26159
Melbourne - Inner South	1	0	1	1	13200
Melbourne - Inner South	1	1	0	0	112801
Melbourne - Inner South	1	1	0	1	2142
Melbourne - Inner South	1	1	1	0	27458
Melbourne - Inner South	1	1	1	1	2494
Melbourne - North East					5058
Melbourne - North East	0	0	0	1	21452
Melbourne - North East	0	0	1	0	5654
Melbourne - North East	0	0	1	1	4012
Melbourne - North East	0	1	0	0	18609
Melbourne - North East	0	1	0	1	2050
Melbourne - North East	0	1	1	0	5108
Melbourne - North East	0	1	1	1	1252
Melbourne - North East	1	0	0	1	44934
Melbourne - North East	1	0	1	0	21519
Melbourne - North East	1	0	1	1	18689
Melbourne - North East	1	1	0	0	155729
Melbourne - North East	1	1	0	1	5861
Melbourne - North East	1	1	1	0	31486
Melbourne - North East	1	1	1	1	5713
Melbourne - North West					3907
Melbourne - North West	0	0	0	1	17791
Melbourne - North West	0	0	1	0	3918
Melbourne - North West	0	0	1	1	3618
Melbourne - North West	0	1	0	0	15156
Melbourne - North West	0	1	0	1	1916
Melbourne - North West	0	1	1	0	4441
Melbourne - North West	0	1	1	1	1533
Melbourne - North West	1	0	0	1	36191
Melbourne - North West	1	0	1	0	14796
Melbourne - North West	1	0	1	1	15878
Melbourne - North West	1	1	0	0	125580
Melbourne - North West	1	1	0	1	5915
Melbourne - North West	1	1	1	0	28045
Melbourne - North West	1	1	1	1	7452
Melbourne - Outer East					3743
Melbourne - Outer East	0	0	0	1	19633
Melbourne - Outer East	0	0	1	0	5838
Melbourne - Outer East	0	0	1	1	3946
Melbourne - Outer East	0	1	0	0	15937
Melbourne - Outer East	0	1	0	1	1861
Melbourne - Outer East	0	1	1	0	4944
Melbourne - Outer East	0	1	1	1	903
Melbourne - Outer East	1	0	0	1	46488
Melbourne - Outer East	1	0	1	0	23487
Melbourne - Outer East	1	0	1	1	19708
Melbourne - Outer East	1	1	0	0	139252
Melbourne - Outer East	1	1	0	1	5577
Melbourne - Outer East	1	1	1	0	30008
Melbourne - Outer East	1	1	1	1	5069
Melbourne - South East					8563
Melbourne - South East	0	0	0	1	31782
Melbourne - South East	0	0	1	0	9124
Melbourne - South East	0	0	1	1	6613
Melbourne - South East	0	1	0	0	31111
Melbourne - South East	0	1	0	1	3752
Melbourne - South East	0	1	1	0	8709
Melbourne - South East	0	1	1	1	2937
Melbourne - South East	1	0	0	1	68742
Melbourne - South East	1	0	1	0	36503
Melbourne - South East	1	0	1	1	29071
Melbourne - South East	1	1	0	0	248213
Melbourne - South East	1	1	0	1	11490
Melbourne - South East	1	1	1	0	57076
Melbourne - South East	1	1	1	1	13570
Melbourne - West					9087
Melbourne - West	0	0	0	1	31278
Melbourne - West	0	0	1	0	8530
Melbourne - West	0	0	1	1	6639
Melbourne - West	0	1	0	0	36295
Melbourne - West	0	1	0	1	4511
Melbourne - West	0	1	1	0	10375
Melbourne - West	0	1	1	1	3656
Melbourne - West	1	0	0	1	59645
Melbourne - West	1	0	1	0	30233
Melbourne - West	1	0	1	1	24349
Melbourne - West	1	1	0	0	268695
Melbourne - West	1	1	0	1	10870
Melbourne - West	1	1	1	0	51334
Melbourne - West	1	1	1	1	11963
Mornington Peninsula					2168
Mornington Peninsula	0	0	0	1	12303
Mornington Peninsula	0	0	1	0	3271
Mornington Peninsula	0	0	1	1	2033
Mornington Peninsula	0	1	0	0	13115
Mornington Peninsula	0	1	0	1	1609
Mornington Peninsula	0	1	1	0	3469
Mornington Peninsula	0	1	1	1	784
Mornington Peninsula	1	0	0	1	21456
Mornington Peninsula	1	0	1	0	9945
Mornington Peninsula	1	0	1	1	7714
Mornington Peninsula	1	1	0	0	71372
Mornington Peninsula	1	1	0	1	3603
Mornington Peninsula	1	1	1	0	15112
Mornington Peninsula	1	1	1	1	2753
North West					1395
North West	0	0	0	1	4998
North West	0	0	1	0	1007
North West	0	0	1	1	581
North West	0	1	0	0	7286
North West	0	1	0	1	995
North West	0	1	1	0	1660
North West	0	1	1	1	385
North West	1	0	0	1	9336
North West	1	0	1	0	3283
North West	1	0	1	1	2527
North West	1	1	0	0	32034
North West	1	1	0	1	1954
North West	1	1	1	0	7162
North West	1	1	1	1	1556
Shepparton					955
Shepparton	0	0	0	1	4596
Shepparton	0	0	1	0	913
Shepparton	0	0	1	1	677
Shepparton	0	1	0	0	6713
Shepparton	0	1	0	1	913
Shepparton	0	1	1	0	1618
Shepparton	0	1	1	1	427
Shepparton	1	0	0	1	8891
Shepparton	1	0	1	0	3088
Shepparton	1	0	1	1	2995
Shepparton	1	1	0	0	28900
Shepparton	1	1	0	1	2096
Shepparton	1	1	1	0	6939
Shepparton	1	1	1	1	1780
Warrnambool and South West					1057
Warrnambool and South West	0	0	0	1	4253
Warrnambool and South West	0	0	1	0	828
Warrnambool and South West	0	0	1	1	552
Warrnambool and South West	0	1	0	0	5231
Warrnambool and South West	0	1	0	1	651
Warrnambool and South West	0	1	1	0	1208
Warrnambool and South West	0	1	1	1	341
Warrnambool and South West	1	0	0	1	8121
Warrnambool and South West	1	0	1	0	3209
Warrnambool and South West	1	0	1	1	2486
Warrnambool and South West	1	1	0	0	26825
Warrnambool and South West	1	1	0	1	1605
Warrnambool and South West	1	1	1	0	6065
Warrnambool and South West	1	1	1	1	1522
Brisbane - East					1807
Brisbane - East	0	0	0	1	8635
Brisbane - East	0	0	1	0	2407
Brisbane - East	0	0	1	1	1397
Brisbane - East	0	1	0	0	10332
Brisbane - East	0	1	0	1	1209
Brisbane - East	0	1	1	0	2595
Brisbane - East	0	1	1	1	558
Brisbane - East	1	0	0	1	18061
Brisbane - East	1	0	1	0	9790
Brisbane - East	1	0	1	1	6500
Brisbane - East	1	1	0	0	61758
Brisbane - East	1	1	0	1	3308
Brisbane - East	1	1	1	0	13698
