SA4_NAME21	AgeChild	CoupleFamily	ParentsBornAus	children
Central West	10-12	1	Mother only	283
Central West	10-12	1	Neither	275
Central West	13-14	0		38
Central West	13-14	0	Both	1228
Central West	13-14	0	Father only	48
Central West	13-14	0	Mother only	96
Central West	13-14	0	Neither	23
Central West	13-14	1		20
Central West	13-14	1	Both	3339
Central West	13-14	1	Father only	187
Central West	13-14	1	Mother only	199
Central West	13-14	1	Neither	196
Central West	15-17	0		20
Central West	15-17	0	Both	1248
Central West	15-17	0	Father only	63
Central West	15-17	0	Mother only	80
Central West	15-17	0	Neither	45
Central West	15-17	1		12
Central West	15-17	1	Both	3727
Central West	15-17	1	Father only	216
Central West	15-17	1	Mother only	234
Central West	15-17	1	Neither	233
Central West	18-20	0		5
Central West	18-20	0	Both	198
Central West	18-20	0	Father only	19
Central West	18-20	0	Mother only	17
Central West	18-20	0	Neither	10
Central West	18-20	1		4
Central West	18-20	1	Both	770
Central West	18-20	1	Father only	45
Central West	18-20	1	Mother only	55
Central West	18-20	1	Neither	84
Central West	21-24	0		3
Central West	21-24	0	Both	47
Central West	21-24	0	Neither	6
Central West	21-24	1	Both	195
Central West	21-24	1	Father only	18
Central West	21-24	1	Mother only	13
Central West	21-24	1	Neither	33
Coffs Harbour - Grafton	0-4	0		57
Coffs Harbour - Grafton	0-4	0	Both	1189
Coffs Harbour - Grafton	0-4	0	Father only	46
Coffs Harbour - Grafton	0-4	0	Mother only	99
Coffs Harbour - Grafton	0-4	0	Neither	41
Coffs Harbour - Grafton	0-4	1		14
Coffs Harbour - Grafton	0-4	1	Both	3942
Coffs Harbour - Grafton	0-4	1	Father only	413
Coffs Harbour - Grafton	0-4	1	Mother only	329
Coffs Harbour - Grafton	0-4	1	Neither	555
Coffs Harbour - Grafton	5-9	0		62
Coffs Harbour - Grafton	5-9	0	Both	1623
Coffs Harbour - Grafton	5-9	0	Father only	98
Coffs Harbour - Grafton	5-9	0	Mother only	128
Coffs Harbour - Grafton	5-9	0	Neither	80
Coffs Harbour - Grafton	5-9	1		26
Coffs Harbour - Grafton	5-9	1	Both	4278
Coffs Harbour - Grafton	5-9	1	Father only	431
Coffs Harbour - Grafton	5-9	1	Mother only	414
Coffs Harbour - Grafton	5-9	1	Neither	622
Coffs Harbour - Grafton	10-12	0		25
Coffs Harbour - Grafton	10-12	0	Both	1187
Coffs Harbour - Grafton	10-12	0	Father only	72
Coffs Harbour - Grafton	10-12	0	Mother only	131
Coffs Harbour - Grafton	10-12	0	Neither	58
Coffs Harbour - Grafton	10-12	1		15
Coffs Harbour - Grafton	10-12	1	Both	2771
Coffs Harbour - Grafton	10-12	1	Father only	249
Coffs Harbour - Grafton	10-12	1	Mother only	247
Coffs Harbour - Grafton	10-12	1	Neither	395
Coffs Harbour - Grafton	13-14	0		15
Coffs Harbour - Grafton	13-14	0	Both	841
Coffs Harbour - Grafton	13-14	0	Father only	48
Coffs Harbour - Grafton	13-14	0	Mother only	85
Coffs Harbour - Grafton	13-14	0	Neither	52
Coffs Harbour - Grafton	13-14	1		6
Coffs Harbour - Grafton	13-14	1	Both	1871
Coffs Harbour - Grafton	13-14	1	Father only	154
Coffs Harbour - Grafton	13-14	1	Mother only	175
Coffs Harbour - Grafton	13-14	1	Neither	220
Coffs Harbour - Grafton	15-17	0		15
Coffs Harbour - Grafton	15-17	0	Both	842
Coffs Harbour - Grafton	15-17	0	Father only	67
Coffs Harbour - Grafton	15-17	0	Mother only	106
Coffs Harbour - Grafton	15-17	0	Neither	72
Coffs Harbour - Grafton	15-17	1		5
Coffs Harbour - Grafton	15-17	1	Both	2064
Coffs Harbour - Grafton	15-17	1	Father only	169
Coffs Harbour - Grafton	15-17	1	Mother only	204
Coffs Harbour - Grafton	15-17	1	Neither	255
Coffs Harbour - Grafton	18-20	0		4
Coffs Harbour - Grafton	18-20	0	Both	129
Coffs Harbour - Grafton	18-20	0	Father only	11
Coffs Harbour - Grafton	18-20	0	Mother only	20
Coffs Harbour - Grafton	18-20	0	Neither	37
Coffs Harbour - Grafton	18-20	1	Both	405
Coffs Harbour - Grafton	18-20	1	Father only	36
Coffs Harbour - Grafton	18-20	1	Mother only	45
Coffs Harbour - Grafton	18-20	1	Neither	82
Coffs Harbour - Grafton	21-24	0	Both	34
Coffs Harbour - Grafton	21-24	0	Father only	5
Coffs Harbour - Grafton	21-24	0	Mother only	3
Coffs Harbour - Grafton	21-24	0	Neither	15
Coffs Harbour - Grafton	21-24	1	Both	100
Coffs Harbour - Grafton	21-24	1	Father only	4
Coffs Harbour - Grafton	21-24	1	Mother only	12
Coffs Harbour - Grafton	21-24	1	Neither	39
Far West and Orana	0-4	0		41
Far West and Orana	0-4	0	Both	1416
Far West and Orana	0-4	0	Father only	30
Far West and Orana	0-4	0	Mother only	36
Far West and Orana	0-4	0	Neither	18
Far West and Orana	0-4	1		22
Far West and Orana	0-4	1	Both	4138
Far West and Orana	0-4	1	Father only	263
Far West and Orana	0-4	1	Mother only	142
Far West and Orana	0-4	1	Neither	535
Far West and Orana	5-9	0		42
Far West and Orana	5-9	0	Both	1759
Far West and Orana	5-9	0	Father only	30
Far West and Orana	5-9	0	Mother only	45
Far West and Orana	5-9	0	Neither	29
Far West and Orana	5-9	1		32
Far West and Orana	5-9	1	Both	3970
Far West and Orana	5-9	1	Father only	170
Far West and Orana	5-9	1	Mother only	120
Far West and Orana	5-9	1	Neither	381
Far West and Orana	10-12	0		25
Far West and Orana	10-12	0	Both	1087
Far West and Orana	10-12	0	Father only	31
Far West and Orana	10-12	0	Mother only	45
Far West and Orana	10-12	0	Neither	26
Far West and Orana	10-12	1		19
Far West and Orana	10-12	1	Both	2461
Far West and Orana	10-12	1	Father only	80
Far West and Orana	10-12	1	Mother only	75
Far West and Orana	10-12	1	Neither	153
Far West and Orana	13-14	0		26
Far West and Orana	13-14	0	Both	714
Far West and Orana	13-14	0	Father only	26
Far West and Orana	13-14	0	Mother only	27
Far West and Orana	13-14	0	Neither	18
Far West and Orana	13-14	1		9
Far West and Orana	13-14	1	Both	1548
Far West and Orana	13-14	1	Father only	45
Far West and Orana	13-14	1	Mother only	51
Far West and Orana	13-14	1	Neither	95
Far West and Orana	15-17	0		7
Far West and Orana	15-17	0	Both	683
Far West and Orana	15-17	0	Father only	22
Far West and Orana	15-17	0	Mother only	31
Far West and Orana	15-17	0	Neither	12
Far West and Orana	15-17	1		4
Far West and Orana	15-17	1	Both	1694
Far West and Orana	15-17	1	Father only	50
Far West and Orana	15-17	1	Mother only	43
Far West and Orana	15-17	1	Neither	88
Far West and Orana	18-20	0	Both	92
Far West and Orana	18-20	0	Mother only	7
Far West and Orana	18-20	0	Neither	7
Far West and Orana	18-20	1	Both	326
Far West and Orana	18-20	1	Father only	14
Far West and Orana	18-20	1	Mother only	15
Far West and Orana	18-20	1	Neither	30
Far West and Orana	21-24	0		4
Far West and Orana	21-24	0	Both	14
Far West and Orana	21-24	0	Mother only	4
Far West and Orana	21-24	1	Both	77
Far West and Orana	21-24	1	Father only	4
Far West and Orana	21-24	1	Mother only	4
Far West and Orana	21-24	1	Neither	8
Hunter Valley exc Newcastle	0-4	0		67
Hunter Valley exc Newcastle	0-4	0	Both	2839
Hunter Valley exc Newcastle	0-4	0	Father only	81
Hunter Valley exc Newcastle	0-4	0	Mother only	151
Hunter Valley exc Newcastle	0-4	0	Neither	44
Hunter Valley exc Newcastle	0-4	1		51
Hunter Valley exc Newcastle	0-4	1	Both	11116
Hunter Valley exc Newcastle	0-4	1	Father only	720
Hunter Valley exc Newcastle	0-4	1	Mother only	695
Hunter Valley exc Newcastle	0-4	1	Neither	799
Hunter Valley exc Newcastle	5-9	0		89
Hunter Valley exc Newcastle	5-9	0	Both	3936
Hunter Valley exc Newcastle	5-9	0	Father only	149
Hunter Valley exc Newcastle	5-9	0	Mother only	229
Hunter Valley exc Newcastle	5-9	0	Neither	74
Hunter Valley exc Newcastle	5-9	1		62
Hunter Valley exc Newcastle	5-9	1	Both	11356
Hunter Valley exc Newcastle	5-9	1	Father only	724
Hunter Valley exc Newcastle	5-9	1	Mother only	720
Hunter Valley exc Newcastle	5-9	1	Neither	889
Hunter Valley exc Newcastle	10-12	0		66
Hunter Valley exc Newcastle	10-12	0	Both	2452
Hunter Valley exc Newcastle	10-12	0	Father only	111
Hunter Valley exc Newcastle	10-12	0	Mother only	141
Hunter Valley exc Newcastle	10-12	0	Neither	58
Hunter Valley exc Newcastle	10-12	1		35
Hunter Valley exc Newcastle	10-12	1	Both	6885
Hunter Valley exc Newcastle	10-12	1	Father only	387
Hunter Valley exc Newcastle	10-12	1	Mother only	426
Hunter Valley exc Newcastle	10-12	1	Neither	491
Hunter Valley exc Newcastle	13-14	0		53
Hunter Valley exc Newcastle	13-14	0	Both	1744
Hunter Valley exc Newcastle	13-14	0	Father only	89
Hunter Valley exc Newcastle	13-14	0	Mother only	103
Hunter Valley exc Newcastle	13-14	0	Neither	48
Hunter Valley exc Newcastle	13-14	1		33
Hunter Valley exc Newcastle	13-14	1	Both	4667
Hunter Valley exc Newcastle	13-14	1	Father only	280
Hunter Valley exc Newcastle	13-14	1	Mother only	309
Hunter Valley exc Newcastle	13-14	1	Neither	298
Hunter Valley exc Newcastle	15-17	0		37
Hunter Valley exc Newcastle	15-17	0	Both	1807
Hunter Valley exc Newcastle	15-17	0	Father only	91
Hunter Valley exc Newcastle	15-17	0	Mother only	134
Hunter Valley exc Newcastle	15-17	0	Neither	72
Hunter Valley exc Newcastle	15-17	1		21
Hunter Valley exc Newcastle	15-17	1	Both	5008
Hunter Valley exc Newcastle	15-17	1	Father only	308
Hunter Valley exc Newcastle	15-17	1	Mother only	303
Hunter Valley exc Newcastle	15-17	1	Neither	367
Hunter Valley exc Newcastle	18-20	0	Both	365
Hunter Valley exc Newcastle	18-20	0	Father only	19
Hunter Valley exc Newcastle	18-20	0	Mother only	41
Hunter Valley exc Newcastle	18-20	0	Neither	25
Hunter Valley exc Newcastle	18-20	1		3
Hunter Valley exc Newcastle	18-20	1	Both	1313
Hunter Valley exc Newcastle	18-20	1	Father only	94
Hunter Valley exc Newcastle	18-20	1	Mother only	91
Hunter Valley exc Newcastle	18-20	1	Neither	147
Hunter Valley exc Newcastle	21-24	0		5
Hunter Valley exc Newcastle	21-24	0	Both	137
Hunter Valley exc Newcastle	21-24	0	Father only	10
Hunter Valley exc Newcastle	21-24	0	Mother only	24
Hunter Valley exc Newcastle	21-24	0	Neither	15
Hunter Valley exc Newcastle	21-24	1		4
Hunter Valley exc Newcastle	21-24	1	Both	583
Hunter Valley exc Newcastle	21-24	1	Father only	36
Hunter Valley exc Newcastle	21-24	1	Mother only	54
Hunter Valley exc Newcastle	21-24	1	Neither	62
Illawarra	0-4	0		85
Illawarra	0-4	0	Both	1776
Illawarra	0-4	0	Father only	92
Illawarra	0-4	0	Mother only	229
Illawarra	0-4	0	Neither	104
Illawarra	0-4	1		34
Illawarra	0-4	1	Both	10576
Illawarra	0-4	1	Father only	1286
Illawarra	0-4	1	Mother only	1187
Illawarra	0-4	1	Neither	1518
Illawarra	5-9	0		84
Illawarra	5-9	0	Both	2563
Illawarra	5-9	0	Father only	196
Illawarra	5-9	0	Mother only	362
Illawarra	5-9	0	Neither	198
Illawarra	5-9	1		52
Illawarra	5-9	1	Both	10050
Illawarra	5-9	1	Father only	1257
Illawarra	5-9	1	Mother only	1290
Illawarra	5-9	1	Neither	1777
Illawarra	10-12	0		60
Illawarra	10-12	0	Both	1761
Illawarra	10-12	0	Father only	172
Illawarra	10-12	0	Mother only	258
Illawarra	10-12	0	Neither	150
Illawarra	10-12	1		30
Illawarra	10-12	1	Both	5852
Illawarra	10-12	1	Father only	742
Illawarra	10-12	1	Mother only	839
Illawarra	10-12	1	Neither	1027
Illawarra	13-14	0		41
Illawarra	13-14	0	Both	1295
Illawarra	13-14	0	Father only	134
Illawarra	13-14	0	Mother only	195
Illawarra	13-14	0	Neither	137
Illawarra	13-14	1		19
Illawarra	13-14	1	Both	3957
Illawarra	13-14	1	Father only	477
Illawarra	13-14	1	Mother only	542
Illawarra	13-14	1	Neither	634
Illawarra	15-17	0		32
Illawarra	15-17	0	Both	1455
Illawarra	15-17	0	Father only	169
Illawarra	15-17	0	Mother only	251
Illawarra	15-17	0	Neither	195
Illawarra	15-17	1		8
Illawarra	15-17	1	Both	4776
Illawarra	15-17	1	Father only	629
Illawarra	15-17	1	Mother only	715
Illawarra	15-17	1	Neither	827
Illawarra	18-20	0		6
Illawarra	18-20	0	Both	440
Illawarra	18-20	0	Father only	69
Illawarra	18-20	0	Mother only	99
Illawarra	18-20	0	Neither	119
Illawarra	18-20	1	Both	1789
Illawarra	18-20	1	Father only	269
Illawarra	18-20	1	Mother only	336
Illawarra	18-20	1	Neither	484
Illawarra	21-24	0		6
Illawarra	21-24	0	Both	186
Illawarra	21-24	0	Father only	35
Illawarra	21-24	0	Mother only	60
Illawarra	21-24	0	Neither	75
Illawarra	21-24	1	Both	807
Illawarra	21-24	1	Father only	116
Illawarra	21-24	1	Mother only	167
Illawarra	21-24	1	Neither	252
Mid North Coast	0-4	0		111
Mid North Coast	0-4	0	Both	1969
Mid North Coast	0-4	0	Father only	51
Mid North Coast	0-4	0	Mother only	139
Mid North Coast	0-4	0	Neither	40
Mid North Coast	0-4	1		45
Mid North Coast	0-4	1	Both	5686
Mid North Coast	0-4	1	Father only	452
Mid North Coast	0-4	1	Mother only	429
Mid North Coast	0-4	1	Neither	417
Mid North Coast	5-9	0		124
Mid North Coast	5-9	0	Both	2627
Mid North Coast	5-9	0	Father only	99
Mid North Coast	5-9	0	Mother only	205
Mid North Coast	5-9	0	Neither	58
Mid North Coast	5-9	1		50
Mid North Coast	5-9	1	Both	6387
Mid North Coast	5-9	1	Father only	511
Mid North Coast	5-9	1	Mother only	496
Mid North Coast	5-9	1	Neither	429
Mid North Coast	10-12	0		91
Mid North Coast	10-12	0	Both	1850
Mid North Coast	10-12	0	Father only	91
Mid North Coast	10-12	0	Mother only	128
Mid North Coast	10-12	0	Neither	36
Mid North Coast	10-12	1		36
Mid North Coast	10-12	1	Both	4289
Mid North Coast	10-12	1	Father only	340
Mid North Coast	10-12	1	Mother only	333
Mid North Coast	10-12	1	Neither	256
Mid North Coast	13-14	0		53
Mid North Coast	13-14	0	Both	1372
Mid North Coast	13-14	0	Father only	46
Mid North Coast	13-14	0	Mother only	115
Mid North Coast	13-14	0	Neither	40
Mid North Coast	13-14	1		21
Mid North Coast	13-14	1	Both	2876
Mid North Coast	13-14	1	Father only	226
Mid North Coast	13-14	1	Mother only	207
Mid North Coast	13-14	1	Neither	178
Mid North Coast	15-17	0		36
Mid North Coast	15-17	0	Both	1415
Mid North Coast	15-17	0	Father only	95
Mid North Coast	15-17	0	Mother only	108
Mid North Coast	15-17	0	Neither	54
Mid North Coast	15-17	1		17
Mid North Coast	15-17	1	Both	3338
Mid North Coast	15-17	1	Father only	222
Mid North Coast	15-17	1	Mother only	256
Mid North Coast	15-17	1	Neither	217
Mid North Coast	18-20	0		11
Mid North Coast	18-20	0	Both	239
Mid North Coast	18-20	0	Father only	18
Mid North Coast	18-20	0	Mother only	23
Mid North Coast	18-20	0	Neither	13
Mid North Coast	18-20	1		4
Mid North Coast	18-20	1	Both	664
Mid North Coast	18-20	1	Father only	46
Mid North Coast	18-20	1	Mother only	53
Mid North Coast	18-20	1	Neither	53
Mid North Coast	21-24	0	Both	62
Mid North Coast	21-24	0	Father only	9
Mid North Coast	21-24	0	Mother only	10
Mid North Coast	21-24	0	Neither	7
Mid North Coast	21-24	1	Both	209
Mid North Coast	21-24	1	Father only	16
Mid North Coast	21-24	1	Mother only	14
Mid North Coast	21-24	1	Neither	15
Murray	0-4	0		32
Murray	0-4	0	Both	955
Murray	0-4	0	Father only	19
Murray	0-4	0	Mother only	57
Murray	0-4	0	Neither	31
Murray	0-4	1		24
Murray	0-4	1	Both	4413
Murray	0-4	1	Father only	243
Murray	0-4	1	Mother only	234
Murray	0-4	1	Neither	498
Murray	5-9	0		37
Murray	5-9	0	Both	1232
Murray	5-9	0	Father only	35
Murray	5-9	0	Mother only	76
Murray	5-9	0	Neither	45
Murray	5-9	1		18
Murray	5-9	1	Both	4458
Murray	5-9	1	Father only	259
Murray	5-9	1	Mother only	229
Murray	5-9	1	Neither	433
Murray	10-12	0		38
Murray	10-12	0	Both	844
Murray	10-12	0	Father only	26
Murray	10-12	0	Mother only	50
Murray	10-12	0	Neither	34
Murray	10-12	1		5
Murray	10-12	1	Both	2684
Murray	10-12	1	Father only	134
Murray	10-12	1	Mother only	138
Murray	10-12	1	Neither	217
Murray	13-14	0		15
Murray	13-14	0	Both	609
Murray	13-14	0	Father only	21
Murray	13-14	0	Mother only	43
Murray	13-14	0	Neither	26
Murray	13-14	1		9
Murray	13-14	1	Both	1757
Murray	13-14	1	Father only	100
Murray	13-14	1	Mother only	91
Murray	13-14	1	Neither	117
Murray	15-17	0		11
Murray	15-17	0	Both	723
Murray	15-17	0	Father only	28
Murray	15-17	0	Mother only	56
Murray	15-17	0	Neither	26
Murray	15-17	1		5
Murray	15-17	1	Both	2064
Murray	15-17	1	Father only	97
Murray	15-17	1	Mother only	118
Murray	15-17	1	Neither	146
Murray	18-20	0		3
Murray	18-20	0	Both	133
Murray	18-20	0	Father only	4
Murray	18-20	0	Mother only	21
Murray	18-20	0	Neither	21
Murray	18-20	1		4
Murray	18-20	1	Both	477
Murray	18-20	1	Father only	34
Murray	18-20	1	Mother only	26
Murray	18-20	1	Neither	62
Murray	21-24	0	Both	35
Murray	21-24	0	Mother only	3
Murray	21-24	1	Both	148
Murray	21-24	1	Father only	6
Murray	21-24	1	Mother only	12
Murray	21-24	1	Neither	17
New England and North West	0-4	0		87
New England and North West	0-4	0	Both	1981
New England and North West	0-4	0	Father only	36
New England and North West	0-4	0	Mother only	93
New England and North West	0-4	0	Neither	26
New England and North West	0-4	1		18
New England and North West	0-4	1	Both	6096
New England and North West	0-4	1	Father only	375
New England and North West	0-4	1	Mother only	228
New England and North West	0-4	1	Neither	613
New England and North West	5-9	0		90
New England and North West	5-9	0	Both	2502
New England and North West	5-9	0	Father only	56
New England and North West	5-9	0	Mother only	145
New England and North West	5-9	0	Neither	64
New England and North West	5-9	1		48
New England and North West	5-9	1	Both	6604
New England and North West	5-9	1	Father only	379
New England and North West	5-9	1	Mother only	269
New England and North West	5-9	1	Neither	620
New England and North West	10-12	0		57
New England and North West	10-12	0	Both	1591
New England and North West	10-12	0	Father only	41
New England and North West	10-12	0	Mother only	96
New England and North West	10-12	0	Neither	53
New England and North West	10-12	1		37
New England and North West	10-12	1	Both	4098
New England and North West	10-12	1	Father only	188
New England and North West	10-12	1	Mother only	160
New England and North West	10-12	1	Neither	324
New England and North West	13-14	0		43
New England and North West	13-14	0	Both	1090
New England and North West	13-14	0	Father only	34
New England and North West	13-14	0	Mother only	59
New England and North West	13-14	0	Neither	34
New England and North West	13-14	1		31
New England and North West	13-14	1	Both	2687
New England and North West	13-14	1	Father only	97
New England and North West	13-14	1	Mother only	126
New England and North West	13-14	1	Neither	181
New England and North West	15-17	0		20
New England and North West	15-17	0	Both	1128
New England and North West	15-17	0	Father only	45
New England and North West	15-17	0	Mother only	68
New England and North West	15-17	0	Neither	45
New England and North West	15-17	1		9
New England and North West	15-17	1	Both	2959
New England and North West	15-17	1	Father only	158
New England and North West	15-17	1	Mother only	121
New England and North West	15-17	1	Neither	250
New England and North West	18-20	0		7
New England and North West	18-20	0	Both	143
New England and North West	18-20	0	Father only	7
New England and North West	18-20	0	Mother only	10
New England and North West	18-20	0	Neither	15
New England and North West	18-20	1	Both	538
New England and North West	18-20	1	Father only	25
New England and North West	18-20	1	Mother only	24
New England and North West	18-20	1	Neither	72
New England and North West	21-24	0	Both	30
New England and North West	21-24	0	Father only	3
New England and North West	21-24	0	Mother only	4
New England and North West	21-24	0	Neither	7
New England and North West	21-24	1	Both	158
New England and North West	21-24	1	Father only	13
New England and North West	21-24	1	Mother only	4
New England and North West	21-24	1	Neither	34
Newcastle and Lake Macquarie	0-4	0		82
Newcastle and Lake Macquarie	0-4	0	Both	2398
Newcastle and Lake Macquarie	0-4	0	Father only	101
Newcastle and Lake Macquarie	0-4	0	Mother only	252
Newcastle and Lake Macquarie	0-4	0	Neither	98
Newcastle and Lake Macquarie	0-4	1		55
Newcastle and Lake Macquarie	0-4	1	Both	12875
Newcastle and Lake Macquarie	0-4	1	Father only	1384
Newcastle and Lake Macquarie	0-4	1	Mother only	1229
Newcastle and Lake Macquarie	0-4	1	Neither	1700
Newcastle and Lake Macquarie	5-9	0		82
Newcastle and Lake Macquarie	5-9	0	Both	3672
Newcastle and Lake Macquarie	5-9	0	Father only	193
Newcastle and Lake Macquarie	5-9	0	Mother only	365
Newcastle and Lake Macquarie	5-9	0	Neither	166
Newcastle and Lake Macquarie	5-9	1		54
Newcastle and Lake Macquarie	5-9	1	Both	13021
Newcastle and Lake Macquarie	5-9	1	Father only	1383
Newcastle and Lake Macquarie	5-9	1	Mother only	1311
Newcastle and Lake Macquarie	5-9	1	Neither	1750
Newcastle and Lake Macquarie	10-12	0		36
Newcastle and Lake Macquarie	10-12	0	Both	2525
Newcastle and Lake Macquarie	10-12	0	Father only	170
Newcastle and Lake Macquarie	10-12	0	Mother only	262
Newcastle and Lake Macquarie	10-12	0	Neither	155
Newcastle and Lake Macquarie	10-12	1		30
Newcastle and Lake Macquarie	10-12	1	Both	7462
Newcastle and Lake Macquarie	10-12	1	Father only	765
Newcastle and Lake Macquarie	10-12	1	Mother only	751
Newcastle and Lake Macquarie	10-12	1	Neither	1002
Newcastle and Lake Macquarie	13-14	0		38
Newcastle and Lake Macquarie	13-14	0	Both	1883
Newcastle and Lake Macquarie	13-14	0	Father only	123
Newcastle and Lake Macquarie	13-14	0	Mother only	199
Newcastle and Lake Macquarie	13-14	0	Neither	107
Newcastle and Lake Macquarie	13-14	1		17
Newcastle and Lake Macquarie	13-14	1	Both	4826
Newcastle and Lake Macquarie	13-14	1	Father only	455
Newcastle and Lake Macquarie	13-14	1	Mother only	500
