SA4_NAME16	CountryOfBirth	persons
Far West and Orana	USA	152
Far West and Orana	VNM	91
Far West and Orana	WSM	4
Far West and Orana	ZAF	237
Far West and Orana	ZWE	135
Hunter Valley exc Newcastle		17044
Hunter Valley exc Newcastle	AFG	17
Hunter Valley exc Newcastle	AUS	250011
Hunter Valley exc Newcastle	BGD	103
Hunter Valley exc Newcastle	BIH	30
Hunter Valley exc Newcastle	BRA	74
Hunter Valley exc Newcastle	CAN	321
Hunter Valley exc Newcastle	CHL	110
Hunter Valley exc Newcastle	CHN	638
Hunter Valley exc Newcastle	DEU	898
Hunter Valley exc Newcastle	EGY	105
Hunter Valley exc Newcastle	FJI	266
Hunter Valley exc Newcastle	FRA	164
Hunter Valley exc Newcastle	GBR	8263
Hunter Valley exc Newcastle	GRC	110
Hunter Valley exc Newcastle	HKG	179
Hunter Valley exc Newcastle	HRV	149
Hunter Valley exc Newcastle	IDN	159
Hunter Valley exc Newcastle	IND	1368
Hunter Valley exc Newcastle	IRL	470
Hunter Valley exc Newcastle	IRN	57
Hunter Valley exc Newcastle	IRQ	49
Hunter Valley exc Newcastle	ITA	308
Hunter Valley exc Newcastle	JPN	88
Hunter Valley exc Newcastle	KHM	44
Hunter Valley exc Newcastle	KOR	173
Hunter Valley exc Newcastle	LBN	92
Hunter Valley exc Newcastle	LKA	157
Hunter Valley exc Newcastle	MKD	45
Hunter Valley exc Newcastle	MLT	199
Hunter Valley exc Newcastle	MMR	22
Hunter Valley exc Newcastle	MUS	77
Hunter Valley exc Newcastle	MYS	416
Hunter Valley exc Newcastle	NLD	558
Hunter Valley exc Newcastle	NPL	279
Hunter Valley exc Newcastle	NZL	3479
Hunter Valley exc Newcastle	PAK	198
Hunter Valley exc Newcastle	PHL	1602
Hunter Valley exc Newcastle	PNG	142
Hunter Valley exc Newcastle	POL	165
Hunter Valley exc Newcastle	SGP	110
Hunter Valley exc Newcastle	THA	560
Hunter Valley exc Newcastle	TUR	54
Hunter Valley exc Newcastle	TWN	106
Hunter Valley exc Newcastle	USA	656
Hunter Valley exc Newcastle	VNM	320
Hunter Valley exc Newcastle	WSM	79
Hunter Valley exc Newcastle	ZAF	1163
Hunter Valley exc Newcastle	ZWE	268
Illawarra		22074
Illawarra	AFG	57
Illawarra	AUS	239913
Illawarra	BGD	231
Illawarra	BIH	420
Illawarra	BRA	271
Illawarra	CAN	664
Illawarra	CHL	741
Illawarra	CHN	2082
Illawarra	DEU	1640
Illawarra	EGY	315
Illawarra	FJI	328
Illawarra	FRA	282
Illawarra	GBR	14966
Illawarra	GRC	805
Illawarra	HKG	259
Illawarra	HRV	969
Illawarra	IDN	370
Illawarra	IND	2647
Illawarra	IRL	731
Illawarra	IRN	373
Illawarra	IRQ	470
Illawarra	ITA	2782
Illawarra	JPN	238
Illawarra	KHM	84
Illawarra	KOR	380
Illawarra	LBN	770
Illawarra	LKA	341
Illawarra	MKD	3858
Illawarra	MLT	635
Illawarra	MMR	277
Illawarra	MUS	57
Illawarra	MYS	460
Illawarra	NLD	1000
Illawarra	NPL	377
Illawarra	NZL	3336
Illawarra	PAK	540
Illawarra	PHL	1823
Illawarra	PNG	129
Illawarra	POL	478
Illawarra	SGP	216
Illawarra	THA	968
Illawarra	TUR	774
Illawarra	TWN	122
Illawarra	USA	1105
Illawarra	VNM	1121
Illawarra	WSM	59
Illawarra	ZAF	1122
Illawarra	ZWE	179
Mid North Coast		18129
Mid North Coast	AFG	3
Mid North Coast	AUS	189107
Mid North Coast	BGD	44
Mid North Coast	BIH	15
Mid North Coast	BRA	103
Mid North Coast	CAN	377
Mid North Coast	CHL	88
Mid North Coast	CHN	416
Mid North Coast	DEU	942
Mid North Coast	EGY	128
Mid North Coast	FJI	177
Mid North Coast	FRA	213
Mid North Coast	GBR	8955
Mid North Coast	GRC	79
Mid North Coast	HKG	112
Mid North Coast	HRV	109
Mid North Coast	IDN	173
Mid North Coast	IND	802
Mid North Coast	IRL	372
Mid North Coast	IRN	60
Mid North Coast	IRQ	44
Mid North Coast	ITA	287
Mid North Coast	JPN	103
Mid North Coast	KHM	37
Mid North Coast	KOR	108
Mid North Coast	LBN	64
Mid North Coast	LKA	118
Mid North Coast	MKD	14
Mid North Coast	MLT	198
Mid North Coast	MMR	29
Mid North Coast	MUS	32
Mid North Coast	MYS	216
Mid North Coast	NLD	728
Mid North Coast	NPL	300
Mid North Coast	NZL	2713
Mid North Coast	PAK	73
Mid North Coast	PHL	1049
Mid North Coast	PNG	154
Mid North Coast	POL	138
Mid North Coast	SGP	84
Mid North Coast	THA	351
Mid North Coast	TUR	45
Mid North Coast	TWN	42
Mid North Coast	USA	628
Mid North Coast	VNM	182
Mid North Coast	WSM	16
Mid North Coast	ZAF	714
Mid North Coast	ZWE	140
Murray		11557
Murray	AFG	3
Murray	AUS	101922
Murray	BGD	71
Murray	BIH	12
Murray	BRA	14
Murray	CAN	104
Murray	CHL	34
Murray	CHN	225
Murray	DEU	454
Murray	EGY	33
Murray	FJI	115
Murray	FRA	41
Murray	GBR	2695
Murray	GRC	65
Murray	HKG	53
Murray	HRV	60
Murray	IDN	76
Murray	IND	1312
Murray	IRL	121
Murray	IRN	23
Murray	IRQ	21
Murray	ITA	249
Murray	JPN	35
Murray	KHM	13
Murray	KOR	66
Murray	LBN	25
Murray	LKA	144
Murray	MKD	3
Murray	MLT	43
Murray	MMR	14
Murray	MUS	25
Murray	MYS	190
Murray	NLD	382
Murray	NPL	381
Murray	NZL	1140
Murray	PAK	86
Murray	PHL	731
Murray	PNG	49
Murray	POL	38
Murray	SGP	44
Murray	THA	170
Murray	TUR	11
Murray	TWN	35
Murray	USA	193
Murray	VNM	122
Murray	WSM	15
Murray	ZAF	277
Murray	ZWE	55
New England and North West		20051
New England and North West	AFG	5
New England and North West	AUS	151716
New England and North West	BGD	137
New England and North West	BIH	15
New England and North West	BRA	89
New England and North West	CAN	199
New England and North West	CHL	32
New England and North West	CHN	538
New England and North West	DEU	372
New England and North West	EGY	61
New England and North West	FJI	310
New England and North West	FRA	88
New England and North West	GBR	3017
New England and North West	GRC	35
New England and North West	HKG	80
New England and North West	HRV	35
New England and North West	IDN	161
New England and North West	IND	1027
New England and North West	IRL	158
New England and North West	IRN	78
New England and North West	IRQ	592
New England and North West	ITA	105
New England and North West	JPN	92
New England and North West	KHM	21
New England and North West	KOR	118
New England and North West	LBN	37
New England and North West	LKA	192
New England and North West	MKD	6
New England and North West	MLT	42
New England and North West	MMR	79
New England and North West	MUS	12
New England and North West	MYS	197
New England and North West	NLD	263
New England and North West	NPL	588
New England and North West	NZL	1456
New England and North West	PAK	130
New England and North West	PHL	1126
New England and North West	PNG	123
New England and North West	POL	39
New England and North West	SGP	53
New England and North West	THA	195
New England and North West	TUR	19
New England and North West	TWN	240
New England and North West	USA	528
New England and North West	VNM	493
New England and North West	WSM	37
New England and North West	ZAF	450
New England and North West	ZWE	120
Newcastle and Lake Macquarie		21627
Newcastle and Lake Macquarie	AFG	315
Newcastle and Lake Macquarie	AUS	325835
Newcastle and Lake Macquarie	BGD	389
Newcastle and Lake Macquarie	BIH	217
Newcastle and Lake Macquarie	BRA	310
Newcastle and Lake Macquarie	CAN	749
Newcastle and Lake Macquarie	CHL	171
Newcastle and Lake Macquarie	CHN	2027
Newcastle and Lake Macquarie	DEU	1506
Newcastle and Lake Macquarie	EGY	205
Newcastle and Lake Macquarie	FJI	321
Newcastle and Lake Macquarie	FRA	259
Newcastle and Lake Macquarie	GBR	11246
Newcastle and Lake Macquarie	GRC	470
Newcastle and Lake Macquarie	HKG	457
Newcastle and Lake Macquarie	HRV	319
Newcastle and Lake Macquarie	IDN	478
Newcastle and Lake Macquarie	IND	2786
Newcastle and Lake Macquarie	IRL	741
Newcastle and Lake Macquarie	IRN	343
Newcastle and Lake Macquarie	IRQ	143
Newcastle and Lake Macquarie	ITA	994
Newcastle and Lake Macquarie	JPN	276
Newcastle and Lake Macquarie	KHM	149
Newcastle and Lake Macquarie	KOR	654
Newcastle and Lake Macquarie	LBN	108
Newcastle and Lake Macquarie	LKA	418
Newcastle and Lake Macquarie	MKD	877
Newcastle and Lake Macquarie	MLT	182
Newcastle and Lake Macquarie	MMR	94
Newcastle and Lake Macquarie	MUS	113
Newcastle and Lake Macquarie	MYS	860
Newcastle and Lake Macquarie	NLD	754
Newcastle and Lake Macquarie	NPL	712
Newcastle and Lake Macquarie	NZL	4406
Newcastle and Lake Macquarie	PAK	651
Newcastle and Lake Macquarie	PHL	2024
Newcastle and Lake Macquarie	PNG	283
Newcastle and Lake Macquarie	POL	469
Newcastle and Lake Macquarie	SGP	265
Newcastle and Lake Macquarie	THA	766
Newcastle and Lake Macquarie	TUR	85
Newcastle and Lake Macquarie	TWN	147
Newcastle and Lake Macquarie	USA	1367
Newcastle and Lake Macquarie	VNM	770
Newcastle and Lake Macquarie	WSM	197
Newcastle and Lake Macquarie	ZAF	1617
Newcastle and Lake Macquarie	ZWE	353
Richmond - Tweed		24069
Richmond - Tweed	AFG	12
Richmond - Tweed	AUS	201202
Richmond - Tweed	BGD	30
Richmond - Tweed	BIH	28
Richmond - Tweed	BRA	808
Richmond - Tweed	CAN	800
Richmond - Tweed	CHL	174
Richmond - Tweed	CHN	373
Richmond - Tweed	DEU	1458
Richmond - Tweed	EGY	82
Richmond - Tweed	FJI	201
Richmond - Tweed	FRA	597
Richmond - Tweed	GBR	11118
Richmond - Tweed	GRC	81
Richmond - Tweed	HKG	143
Richmond - Tweed	HRV	74
Richmond - Tweed	IDN	243
Richmond - Tweed	IND	1015
Richmond - Tweed	IRL	467
Richmond - Tweed	IRN	73
Richmond - Tweed	IRQ	16
Richmond - Tweed	ITA	716
Richmond - Tweed	JPN	563
Richmond - Tweed	KHM	34
Richmond - Tweed	KOR	135
Richmond - Tweed	LBN	39
Richmond - Tweed	LKA	131
Richmond - Tweed	MKD	12
Richmond - Tweed	MLT	125
Richmond - Tweed	MMR	19
Richmond - Tweed	MUS	51
Richmond - Tweed	MYS	304
Richmond - Tweed	NLD	795
Richmond - Tweed	NPL	168
Richmond - Tweed	NZL	5234
Richmond - Tweed	PAK	58
Richmond - Tweed	PHL	1216
Richmond - Tweed	PNG	348
Richmond - Tweed	POL	170
Richmond - Tweed	SGP	166
Richmond - Tweed	THA	566
Richmond - Tweed	TUR	39
Richmond - Tweed	TWN	78
Richmond - Tweed	USA	1391
Richmond - Tweed	VNM	212
Richmond - Tweed	WSM	35
Richmond - Tweed	ZAF	1187
Richmond - Tweed	ZWE	203
Riverina		13558
Riverina	AFG	114
Riverina	AUS	132633
Riverina	BGD	133
Riverina	BIH	19
Riverina	BRA	60
Riverina	CAN	107
Riverina	CHL	61
Riverina	CHN	735
Riverina	DEU	281
Riverina	EGY	165
Riverina	FJI	492
Riverina	FRA	61
Riverina	GBR	2287
Riverina	GRC	62
Riverina	HKG	81
Riverina	HRV	40
Riverina	IDN	112
Riverina	IND	3288
Riverina	IRL	173
Riverina	IRN	99
Riverina	IRQ	837
Riverina	ITA	1125
Riverina	JPN	48
Riverina	KHM	21
Riverina	KOR	107
Riverina	LBN	39
Riverina	LKA	247
Riverina	MKD	15
Riverina	MLT	33
Riverina	MMR	238
Riverina	MUS	20
Riverina	MYS	636
Riverina	NLD	218
Riverina	NPL	249
Riverina	NZL	1493
Riverina	PAK	327
Riverina	PHL	1249
Riverina	PNG	76
Riverina	POL	35
Riverina	SGP	57
Riverina	THA	230
Riverina	TUR	113
Riverina	TWN	223
Riverina	USA	262
Riverina	VNM	143
Riverina	WSM	250
Riverina	ZAF	640
Riverina	ZWE	181
Southern Highlands and Shoalhaven		12256
Southern Highlands and Shoalhaven	AFG	7
Southern Highlands and Shoalhaven	AUS	127062
Southern Highlands and Shoalhaven	BGD	56
Southern Highlands and Shoalhaven	BIH	33
Southern Highlands and Shoalhaven	BRA	72
Southern Highlands and Shoalhaven	CAN	329
Southern Highlands and Shoalhaven	CHL	137
Southern Highlands and Shoalhaven	CHN	456
Southern Highlands and Shoalhaven	DEU	834
Southern Highlands and Shoalhaven	EGY	101
Southern Highlands and Shoalhaven	FJI	158
Southern Highlands and Shoalhaven	FRA	174
Southern Highlands and Shoalhaven	GBR	8914
Southern Highlands and Shoalhaven	GRC	230
Southern Highlands and Shoalhaven	HKG	152
Southern Highlands and Shoalhaven	HRV	220
Southern Highlands and Shoalhaven	IDN	140
Southern Highlands and Shoalhaven	IND	952
Southern Highlands and Shoalhaven	IRL	342
Southern Highlands and Shoalhaven	IRN	85
Southern Highlands and Shoalhaven	IRQ	47
Southern Highlands and Shoalhaven	ITA	525
Southern Highlands and Shoalhaven	JPN	106
Southern Highlands and Shoalhaven	KHM	36
Southern Highlands and Shoalhaven	KOR	122
Southern Highlands and Shoalhaven	LBN	81
Southern Highlands and Shoalhaven	LKA	138
Southern Highlands and Shoalhaven	MKD	80
Southern Highlands and Shoalhaven	MLT	274
Southern Highlands and Shoalhaven	MMR	24
Southern Highlands and Shoalhaven	MUS	83
Southern Highlands and Shoalhaven	MYS	162
Southern Highlands and Shoalhaven	NLD	558
Southern Highlands and Shoalhaven	NPL	557
Southern Highlands and Shoalhaven	NZL	2135
Southern Highlands and Shoalhaven	PAK	89
Southern Highlands and Shoalhaven	PHL	826
Southern Highlands and Shoalhaven	PNG	107
Southern Highlands and Shoalhaven	POL	189
Southern Highlands and Shoalhaven	SGP	123
Southern Highlands and Shoalhaven	THA	319
Southern Highlands and Shoalhaven	TUR	32
Southern Highlands and Shoalhaven	TWN	80
Southern Highlands and Shoalhaven	USA	674
Southern Highlands and Shoalhaven	VNM	150
Southern Highlands and Shoalhaven	WSM	30
Southern Highlands and Shoalhaven	ZAF	657
Southern Highlands and Shoalhaven	ZWE	92
Sydney - Baulkham Hills and Hawkesbury		13199
Sydney - Baulkham Hills and Hawkesbury	AFG	590
Sydney - Baulkham Hills and Hawkesbury	AUS	161016
Sydney - Baulkham Hills and Hawkesbury	BGD	733
Sydney - Baulkham Hills and Hawkesbury	BIH	132
Sydney - Baulkham Hills and Hawkesbury	BRA	262
Sydney - Baulkham Hills and Hawkesbury	CAN	432
Sydney - Baulkham Hills and Hawkesbury	CHL	379
Sydney - Baulkham Hills and Hawkesbury	CHN	15034
Sydney - Baulkham Hills and Hawkesbury	DEU	877
Sydney - Baulkham Hills and Hawkesbury	EGY	1233
Sydney - Baulkham Hills and Hawkesbury	FJI	1147
Sydney - Baulkham Hills and Hawkesbury	FRA	190
Sydney - Baulkham Hills and Hawkesbury	GBR	8758
Sydney - Baulkham Hills and Hawkesbury	GRC	359
Sydney - Baulkham Hills and Hawkesbury	HKG	3273
Sydney - Baulkham Hills and Hawkesbury	HRV	513
Sydney - Baulkham Hills and Hawkesbury	IDN	1449
Sydney - Baulkham Hills and Hawkesbury	IND	14697
Sydney - Baulkham Hills and Hawkesbury	IRL	793
Sydney - Baulkham Hills and Hawkesbury	IRN	3407
Sydney - Baulkham Hills and Hawkesbury	IRQ	262
Sydney - Baulkham Hills and Hawkesbury	ITA	1454
Sydney - Baulkham Hills and Hawkesbury	JPN	337
Sydney - Baulkham Hills and Hawkesbury	KHM	116
Sydney - Baulkham Hills and Hawkesbury	KOR	3789
Sydney - Baulkham Hills and Hawkesbury	LBN	1233
Sydney - Baulkham Hills and Hawkesbury	LKA	3939
Sydney - Baulkham Hills and Hawkesbury	MKD	71
Sydney - Baulkham Hills and Hawkesbury	MLT	867
Sydney - Baulkham Hills and Hawkesbury	MMR	245
Sydney - Baulkham Hills and Hawkesbury	MUS	252
Sydney - Baulkham Hills and Hawkesbury	MYS	2874
Sydney - Baulkham Hills and Hawkesbury	NLD	560
Sydney - Baulkham Hills and Hawkesbury	NPL	619
Sydney - Baulkham Hills and Hawkesbury	NZL	3213
Sydney - Baulkham Hills and Hawkesbury	PAK	1984
Sydney - Baulkham Hills and Hawkesbury	PHL	3839
Sydney - Baulkham Hills and Hawkesbury	PNG	157
Sydney - Baulkham Hills and Hawkesbury	POL	589
Sydney - Baulkham Hills and Hawkesbury	SGP	1114
Sydney - Baulkham Hills and Hawkesbury	THA	547
Sydney - Baulkham Hills and Hawkesbury	TUR	368
Sydney - Baulkham Hills and Hawkesbury	TWN	822
Sydney - Baulkham Hills and Hawkesbury	USA	1250
Sydney - Baulkham Hills and Hawkesbury	VNM	954
Sydney - Baulkham Hills and Hawkesbury	WSM	58
Sydney - Baulkham Hills and Hawkesbury	ZAF	3988
Sydney - Baulkham Hills and Hawkesbury	ZWE	395
Sydney - Blacktown		37100
Sydney - Blacktown	AFG	2827
Sydney - Blacktown	AUS	201256
Sydney - Blacktown	BGD	3240
Sydney - Blacktown	BIH	529
Sydney - Blacktown	BRA	225
Sydney - Blacktown	CAN	294
Sydney - Blacktown	CHL	656
Sydney - Blacktown	CHN	6509
Sydney - Blacktown	DEU	834
Sydney - Blacktown	EGY	2050
Sydney - Blacktown	FJI	7617
Sydney - Blacktown	FRA	171
Sydney - Blacktown	GBR	5715
Sydney - Blacktown	GRC	675
Sydney - Blacktown	HKG	1156
Sydney - Blacktown	HRV	891
Sydney - Blacktown	IDN	1900
Sydney - Blacktown	IND	48549
Sydney - Blacktown	IRL	618
Sydney - Blacktown	IRN	2167
Sydney - Blacktown	IRQ	2179
Sydney - Blacktown	ITA	1227
Sydney - Blacktown	JPN	188
Sydney - Blacktown	KHM	197
Sydney - Blacktown	KOR	2203
Sydney - Blacktown	LBN	2061
Sydney - Blacktown	LKA	6256
Sydney - Blacktown	MKD	227
Sydney - Blacktown	MLT	2038
Sydney - Blacktown	MMR	967
Sydney - Blacktown	MUS	648
Sydney - Blacktown	MYS	1723
Sydney - Blacktown	NLD	432
Sydney - Blacktown	NPL	3783
Sydney - Blacktown	NZL	8462
Sydney - Blacktown	PAK	6232
Sydney - Blacktown	PHL	25390
Sydney - Blacktown	PNG	168
Sydney - Blacktown	POL	883
Sydney - Blacktown	SGP	747
Sydney - Blacktown	THA	891
Sydney - Blacktown	TUR	1504
Sydney - Blacktown	TWN	410
Sydney - Blacktown	USA	926
Sydney - Blacktown	VNM	1329
Sydney - Blacktown	WSM	2309
Sydney - Blacktown	ZAF	2171
Sydney - Blacktown	ZWE	452
Sydney - City and Inner South		40502
Sydney - City and Inner South	AFG	108
Sydney - City and Inner South	AUS	160464
Sydney - City and Inner South	BGD	1331
Sydney - City and Inner South	BIH	292
Sydney - City and Inner South	BRA	3415
Sydney - City and Inner South	CAN	1465
Sydney - City and Inner South	CHL	1149
Sydney - City and Inner South	CHN	21349
Sydney - City and Inner South	DEU	1638
Sydney - City and Inner South	EGY	628
Sydney - City and Inner South	FJI	877
Sydney - City and Inner South	FRA	1976
Sydney - City and Inner South	GBR	16113
Sydney - City and Inner South	GRC	2829
Sydney - City and Inner South	HKG	3406
Sydney - City and Inner South	HRV	466
Sydney - City and Inner South	IDN	9219
Sydney - City and Inner South	IND	5382
Sydney - City and Inner South	IRL	4014
Sydney - City and Inner South	IRN	1195
Sydney - City and Inner South	IRQ	544
Sydney - City and Inner South	ITA	2599
Sydney - City and Inner South	JPN	1973
Sydney - City and Inner South	KHM	287
Sydney - City and Inner South	KOR	2779
Sydney - City and Inner South	LBN	1081
Sydney - City and Inner South	LKA	773
Sydney - City and Inner South	MKD	461
Sydney - City and Inner South	MLT	355
Sydney - City and Inner South	MMR	358
Sydney - City and Inner South	MUS	249
Sydney - City and Inner South	MYS	3746
Sydney - City and Inner South	NLD	629
Sydney - City and Inner South	NPL	818
Sydney - City and Inner South	NZL	8014
Sydney - City and Inner South	PAK	584
Sydney - City and Inner South	PHL	4267
Sydney - City and Inner South	PNG	258
Sydney - City and Inner South	POL	977
Sydney - City and Inner South	SGP	1516
Sydney - City and Inner South	THA	7417
Sydney - City and Inner South	TUR	1251
Sydney - City and Inner South	TWN	1551
Sydney - City and Inner South	USA	3602
Sydney - City and Inner South	VNM	4864
Sydney - City and Inner South	WSM	88
Sydney - City and Inner South	ZAF	2270
Sydney - City and Inner South	ZWE	238
Sydney - Eastern Suburbs		29865
Sydney - Eastern Suburbs	AFG	26
Sydney - Eastern Suburbs	AUS	147059
Sydney - Eastern Suburbs	BGD	325
Sydney - Eastern Suburbs	BIH	162
Sydney - Eastern Suburbs	BRA	3544
Sydney - Eastern Suburbs	CAN	1215
Sydney - Eastern Suburbs	CHL	1006
Sydney - Eastern Suburbs	CHN	6157
Sydney - Eastern Suburbs	DEU	1766
Sydney - Eastern Suburbs	EGY	741
Sydney - Eastern Suburbs	FJI	453
Sydney - Eastern Suburbs	FRA	2688
Sydney - Eastern Suburbs	GBR	18518
Sydney - Eastern Suburbs	GRC	1820
Sydney - Eastern Suburbs	HKG	2182
Sydney - Eastern Suburbs	HRV	321
Sydney - Eastern Suburbs	IDN	2409
Sydney - Eastern Suburbs	IND	2222
Sydney - Eastern Suburbs	IRL	4830
Sydney - Eastern Suburbs	IRN	645
Sydney - Eastern Suburbs	IRQ	311
Sydney - Eastern Suburbs	ITA	2368
Sydney - Eastern Suburbs	JPN	922
Sydney - Eastern Suburbs	KHM	89
Sydney - Eastern Suburbs	KOR	750
Sydney - Eastern Suburbs	LBN	535
Sydney - Eastern Suburbs	LKA	390
Sydney - Eastern Suburbs	MKD	111
