SA4_NAME21	Age	UsualResidence	persons
Sydney - South West	0-14	Visitor from VIC	7
Sydney - South West	0-14	Visitor same SA2	63
Sydney - South West	15-24	Home	63652
Sydney - South West	15-24	Visitor from ACT	7
Sydney - South West	15-24	Visitor from NSW	866
Sydney - South West	15-24	Visitor from NT	9
Sydney - South West	15-24	Visitor from QLD	50
Sydney - South West	15-24	Visitor from SA	7
Sydney - South West	15-24	Visitor from TAS	6
Sydney - South West	15-24	Visitor from VIC	30
Sydney - South West	15-24	Visitor from WA	11
Sydney - South West	15-24	Visitor same SA2	56
Sydney - South West	25-34	Home	66384
Sydney - South West	25-34	Visitor from ACT	13
Sydney - South West	25-34	Visitor from NSW	1220
Sydney - South West	25-34	Visitor from NT	12
Sydney - South West	25-34	Visitor from QLD	44
Sydney - South West	25-34	Visitor from SA	6
Sydney - South West	25-34	Visitor from TAS	5
Sydney - South West	25-34	Visitor from VIC	26
Sydney - South West	25-34	Visitor from WA	13
Sydney - South West	25-34	Visitor same SA2	50
Sydney - South West	35-44	Home	64304
Sydney - South West	35-44	Visitor from ACT	8
Sydney - South West	35-44	Visitor from NSW	1000
Sydney - South West	35-44	Visitor from QLD	39
Sydney - South West	35-44	Visitor from SA	5
Sydney - South West	35-44	Visitor from VIC	22
Sydney - South West	35-44	Visitor from WA	7
Sydney - South West	35-44	Visitor same SA2	57
Sydney - South West	45-54	Home	58588
Sydney - South West	45-54	Visitor from ACT	7
Sydney - South West	45-54	Visitor from NSW	800
Sydney - South West	45-54	Visitor from QLD	34
Sydney - South West	45-54	Visitor from SA	9
Sydney - South West	45-54	Visitor from VIC	23
Sydney - South West	45-54	Visitor from WA	7
Sydney - South West	45-54	Visitor same SA2	66
Sydney - South West	55-64	Home	53671
Sydney - South West	55-64	Visitor from ACT	5
Sydney - South West	55-64	Visitor from NSW	795
Sydney - South West	55-64	Visitor from QLD	37
Sydney - South West	55-64	Visitor from TAS	5
Sydney - South West	55-64	Visitor from VIC	18
Sydney - South West	55-64	Visitor same SA2	92
Sydney - South West	65-74	Home	36337
Sydney - South West	65-74	Visitor from NSW	616
Sydney - South West	65-74	Visitor from QLD	27
Sydney - South West	65-74	Visitor from SA	7
Sydney - South West	65-74	Visitor from TAS	3
Sydney - South West	65-74	Visitor from VIC	12
Sydney - South West	65-74	Visitor from WA	4
Sydney - South West	65-74	Visitor same SA2	105
Sydney - South West	75-84	Home	17730
Sydney - South West	75-84	Visitor from NSW	418
Sydney - South West	75-84	Visitor from QLD	7
Sydney - South West	75-84	Visitor from VIC	3
Sydney - South West	75-84	Visitor same SA2	197
Sydney - South West	85+	Home	6627
Sydney - South West	85+	Visitor from NSW	273
Sydney - South West	85+	Visitor from QLD	5
Sydney - South West	85+	Visitor same SA2	230
Sydney - Sutherland	0-14	Home	41699
Sydney - Sutherland	0-14	Visitor from NSW	457
Sydney - Sutherland	0-14	Visitor from NT	4
Sydney - Sutherland	0-14	Visitor from QLD	5
Sydney - Sutherland	0-14	Visitor from VIC	4
Sydney - Sutherland	0-14	Visitor same SA2	12
Sydney - Sutherland	15-24	Home	26111
Sydney - Sutherland	15-24	Visitor from ACT	7
Sydney - Sutherland	15-24	Visitor from NSW	535
Sydney - Sutherland	15-24	Visitor from QLD	18
Sydney - Sutherland	15-24	Visitor from WA	4
Sydney - Sutherland	15-24	Visitor same SA2	18
Sydney - Sutherland	25-34	Home	25499
Sydney - Sutherland	25-34	Visitor from ACT	3
Sydney - Sutherland	25-34	Visitor from NSW	587
Sydney - Sutherland	25-34	Visitor from QLD	12
Sydney - Sutherland	25-34	Visitor from SA	6
Sydney - Sutherland	25-34	Visitor from VIC	15
Sydney - Sutherland	25-34	Visitor from WA	4
Sydney - Sutherland	25-34	Visitor same SA2	10
Sydney - Sutherland	35-44	Home	29843
Sydney - Sutherland	35-44	Visitor from ACT	6
Sydney - Sutherland	35-44	Visitor from NSW	430
Sydney - Sutherland	35-44	Visitor from VIC	9
Sydney - Sutherland	35-44	Visitor same SA2	10
Sydney - Sutherland	45-54	Home	31138
Sydney - Sutherland	45-54	Visitor from ACT	6
Sydney - Sutherland	45-54	Visitor from NSW	409
Sydney - Sutherland	45-54	Visitor from QLD	19
Sydney - Sutherland	45-54	Visitor from VIC	5
Sydney - Sutherland	45-54	Visitor from WA	3
Sydney - Sutherland	45-54	Visitor same SA2	16
Sydney - Sutherland	55-64	Home	27733
Sydney - Sutherland	55-64	Visitor from ACT	3
Sydney - Sutherland	55-64	Visitor from NSW	316
Sydney - Sutherland	55-64	Visitor from QLD	28
Sydney - Sutherland	55-64	Visitor from VIC	6
Sydney - Sutherland	55-64	Visitor from WA	11
Sydney - Sutherland	55-64	Visitor same SA2	13
Sydney - Sutherland	65-74	Home	22095
Sydney - Sutherland	65-74	Visitor from ACT	3
Sydney - Sutherland	65-74	Visitor from NSW	302
Sydney - Sutherland	65-74	Visitor from QLD	32
Sydney - Sutherland	65-74	Visitor from TAS	3
Sydney - Sutherland	65-74	Visitor from VIC	6
Sydney - Sutherland	65-74	Visitor from WA	3
Sydney - Sutherland	65-74	Visitor same SA2	14
Sydney - Sutherland	75-84	Home	13427
Sydney - Sutherland	75-84	Visitor from NSW	253
Sydney - Sutherland	75-84	Visitor from QLD	10
Sydney - Sutherland	75-84	Visitor from TAS	5
Sydney - Sutherland	75-84	Visitor from WA	3
Sydney - Sutherland	75-84	Visitor same SA2	20
Sydney - Sutherland	85+	Home	6193
Sydney - Sutherland	85+	Visitor from NSW	197
Sydney - Sutherland	85+	Visitor from QLD	3
Sydney - Sutherland	85+	Visitor same SA2	15
Migratory - Offshore - Shipping (NSW)	35-44	Visitor from NSW	3
Migratory - Offshore - Shipping (NSW)	45-54	Visitor from NSW	3
Migratory - Offshore - Shipping (NSW)	45-54	Visitor from VIC	8
Migratory - Offshore - Shipping (NSW)	55-64	Visitor from NSW	4
Migratory - Offshore - Shipping (NSW)	55-64	Visitor from QLD	4
Migratory - Offshore - Shipping (NSW)	55-64	Visitor from VIC	4
Migratory - Offshore - Shipping (NSW)	65-74	Visitor from NSW	3
Ballarat	0-14	Home	30441
Ballarat	0-14	Visitor from NSW	8
Ballarat	0-14	Visitor from QLD	6
Ballarat	0-14	Visitor from VIC	583
Ballarat	0-14	Visitor from WA	4
Ballarat	0-14	Visitor same SA2	29
Ballarat	15-24	Home	18724
Ballarat	15-24	Visitor from NSW	18
Ballarat	15-24	Visitor from NT	7
Ballarat	15-24	Visitor from QLD	14
Ballarat	15-24	Visitor from SA	8
Ballarat	15-24	Visitor from VIC	926
Ballarat	15-24	Visitor from WA	4
Ballarat	15-24	Visitor same SA2	35
Ballarat	25-34	Home	19864
Ballarat	25-34	Visitor from NSW	19
Ballarat	25-34	Visitor from QLD	16
Ballarat	25-34	Visitor from SA	6
Ballarat	25-34	Visitor from VIC	717
Ballarat	25-34	Visitor from WA	6
Ballarat	25-34	Visitor same SA2	18
Ballarat	35-44	Home	19885
Ballarat	35-44	Visitor from NSW	19
Ballarat	35-44	Visitor from QLD	10
Ballarat	35-44	Visitor from VIC	575
Ballarat	35-44	Visitor from WA	3
Ballarat	35-44	Visitor same SA2	23
Ballarat	45-54	Home	21752
Ballarat	45-54	Visitor from NSW	10
Ballarat	45-54	Visitor from QLD	23
Ballarat	45-54	Visitor from SA	3
Ballarat	45-54	Visitor from VIC	592
Ballarat	45-54	Visitor from WA	8
Ballarat	45-54	Visitor same SA2	30
Ballarat	55-64	Home	21861
Ballarat	55-64	Visitor from NSW	20
Ballarat	55-64	Visitor from QLD	24
Ballarat	55-64	Visitor from SA	9
Ballarat	55-64	Visitor from TAS	3
Ballarat	55-64	Visitor from VIC	592
Ballarat	55-64	Visitor from WA	7
Ballarat	55-64	Visitor same SA2	49
Ballarat	65-74	Home	19769
Ballarat	65-74	Visitor from NSW	10
Ballarat	65-74	Visitor from NT	4
Ballarat	65-74	Visitor from QLD	21
Ballarat	65-74	Visitor from SA	11
Ballarat	65-74	Visitor from TAS	3
Ballarat	65-74	Visitor from VIC	493
Ballarat	65-74	Visitor from WA	5
Ballarat	65-74	Visitor same SA2	74
Ballarat	75-84	Home	10699
Ballarat	75-84	Visitor from NSW	5
Ballarat	75-84	Visitor from VIC	262
Ballarat	75-84	Visitor same SA2	61
Ballarat	85+	Home	4097
Ballarat	85+	Visitor from NSW	5
Ballarat	85+	Visitor from VIC	162
Ballarat	85+	Visitor same SA2	21
Bendigo	0-14	Home	29579
Bendigo	0-14	Visitor from NSW	8
Bendigo	0-14	Visitor from QLD	3
Bendigo	0-14	Visitor from TAS	5
Bendigo	0-14	Visitor from VIC	443
Bendigo	0-14	Visitor same SA2	20
Bendigo	15-24	Home	17409
Bendigo	15-24	Visitor from NSW	32
Bendigo	15-24	Visitor from NT	4
Bendigo	15-24	Visitor from QLD	14
Bendigo	15-24	Visitor from SA	10
Bendigo	15-24	Visitor from TAS	7
Bendigo	15-24	Visitor from VIC	909
Bendigo	15-24	Visitor from WA	7
Bendigo	15-24	Visitor same SA2	18
Bendigo	25-34	Home	18716
Bendigo	25-34	Visitor from ACT	4
Bendigo	25-34	Visitor from NSW	12
Bendigo	25-34	Visitor from QLD	21
Bendigo	25-34	Visitor from SA	3
Bendigo	25-34	Visitor from VIC	750
Bendigo	25-34	Visitor from WA	7
Bendigo	25-34	Visitor same SA2	14
Bendigo	35-44	Home	19317
Bendigo	35-44	Visitor from NSW	11
Bendigo	35-44	Visitor from NT	5
Bendigo	35-44	Visitor from QLD	14
Bendigo	35-44	Visitor from SA	7
Bendigo	35-44	Visitor from TAS	4
Bendigo	35-44	Visitor from VIC	513
Bendigo	35-44	Visitor from WA	3
Bendigo	35-44	Visitor same SA2	27
Bendigo	45-54	Home	20661
Bendigo	45-54	Visitor from NSW	11
Bendigo	45-54	Visitor from QLD	13
Bendigo	45-54	Visitor from SA	7
Bendigo	45-54	Visitor from VIC	534
Bendigo	45-54	Visitor from WA	4
Bendigo	45-54	Visitor same SA2	23
Bendigo	55-64	Home	21462
Bendigo	55-64	Visitor from NSW	27
Bendigo	55-64	Visitor from NT	3
Bendigo	55-64	Visitor from QLD	18
Bendigo	55-64	Visitor from SA	10
Bendigo	55-64	Visitor from TAS	7
Bendigo	55-64	Visitor from VIC	615
Bendigo	55-64	Visitor from WA	13
Bendigo	55-64	Visitor same SA2	37
Bendigo	65-74	Home	19362
Bendigo	65-74	Visitor from NSW	32
Bendigo	65-74	Visitor from QLD	25
Bendigo	65-74	Visitor from SA	14
Bendigo	65-74	Visitor from TAS	8
Bendigo	65-74	Visitor from VIC	468
Bendigo	65-74	Visitor from WA	7
Bendigo	65-74	Visitor same SA2	51
Bendigo	75-84	Home	10695
Bendigo	75-84	Visitor from NSW	15
Bendigo	75-84	Visitor from SA	8
Bendigo	75-84	Visitor from VIC	234
Bendigo	75-84	Visitor same SA2	50
Bendigo	85+	Home	4314
Bendigo	85+	Visitor from NSW	4
Bendigo	85+	Visitor from VIC	156
Bendigo	85+	Visitor from WA	3
Bendigo	85+	Visitor same SA2	20
Geelong	0-14	Home	58068
Geelong	0-14	Visitor from NSW	25
Geelong	0-14	Visitor from NT	3
Geelong	0-14	Visitor from QLD	15
Geelong	0-14	Visitor from SA	9
Geelong	0-14	Visitor from VIC	1032
Geelong	0-14	Visitor from WA	8
Geelong	0-14	Visitor same SA2	49
Geelong	15-24	Home	36136
Geelong	15-24	Visitor from ACT	6
Geelong	15-24	Visitor from NSW	73
Geelong	15-24	Visitor from NT	9
Geelong	15-24	Visitor from QLD	22
Geelong	15-24	Visitor from SA	17
Geelong	15-24	Visitor from TAS	4
Geelong	15-24	Visitor from VIC	1687
Geelong	15-24	Visitor from WA	12
Geelong	15-24	Visitor same SA2	44
Geelong	25-34	Home	42085
Geelong	25-34	Visitor from NSW	40
Geelong	25-34	Visitor from NT	4
Geelong	25-34	Visitor from QLD	15
Geelong	25-34	Visitor from SA	4
Geelong	25-34	Visitor from TAS	10
Geelong	25-34	Visitor from VIC	1408
Geelong	25-34	Visitor from WA	5
Geelong	25-34	Visitor same SA2	45
Geelong	35-44	Home	41000
Geelong	35-44	Visitor from ACT	3
Geelong	35-44	Visitor from NSW	19
Geelong	35-44	Visitor from QLD	19
Geelong	35-44	Visitor from SA	13
Geelong	35-44	Visitor from TAS	8
Geelong	35-44	Visitor from VIC	965
Geelong	35-44	Visitor from WA	13
Geelong	35-44	Visitor same SA2	53
Geelong	45-54	Home	39534
Geelong	45-54	Visitor from NSW	29
Geelong	45-54	Visitor from NT	3
Geelong	45-54	Visitor from QLD	26
Geelong	45-54	Visitor from SA	8
Geelong	45-54	Visitor from TAS	5
Geelong	45-54	Visitor from VIC	1003
Geelong	45-54	Visitor from WA	7
Geelong	45-54	Visitor same SA2	53
Geelong	55-64	Home	37603
Geelong	55-64	Visitor from ACT	5
Geelong	55-64	Visitor from NSW	37
Geelong	55-64	Visitor from QLD	33
Geelong	55-64	Visitor from SA	16
Geelong	55-64	Visitor from TAS	6
Geelong	55-64	Visitor from VIC	1223
Geelong	55-64	Visitor from WA	5
Geelong	55-64	Visitor same SA2	79
Geelong	65-74	Home	33738
Geelong	65-74	Visitor from ACT	3
Geelong	65-74	Visitor from NSW	20
Geelong	65-74	Visitor from NT	6
Geelong	65-74	Visitor from QLD	28
Geelong	65-74	Visitor from SA	16
Geelong	65-74	Visitor from TAS	11
Geelong	65-74	Visitor from VIC	1071
Geelong	65-74	Visitor same SA2	111
Geelong	75-84	Home	18770
Geelong	75-84	Visitor from NSW	4
Geelong	75-84	Visitor from SA	5
Geelong	75-84	Visitor from VIC	534
Geelong	75-84	Visitor from WA	4
Geelong	75-84	Visitor same SA2	71
Geelong	85+	Home	7588
Geelong	85+	Visitor from VIC	262
Geelong	85+	Visitor same SA2	33
Hume	0-14	Home	30930
Hume	0-14	Visitor from ACT	6
Hume	0-14	Visitor from NSW	73
Hume	0-14	Visitor from NT	4
Hume	0-14	Visitor from QLD	26
Hume	0-14	Visitor from SA	13
Hume	0-14	Visitor from TAS	8
Hume	0-14	Visitor from VIC	1183
Hume	0-14	Visitor from WA	7
Hume	0-14	Visitor same SA2	69
Hume	15-24	Home	18156
Hume	15-24	Visitor from ACT	5
Hume	15-24	Visitor from NSW	215
Hume	15-24	Visitor from NT	8
Hume	15-24	Visitor from QLD	216
Hume	15-24	Visitor from SA	132
Hume	15-24	Visitor from TAS	33
Hume	15-24	Visitor from VIC	1579
Hume	15-24	Visitor from WA	52
Hume	15-24	Visitor same SA2	66
Hume	25-34	Home	18677
Hume	25-34	Visitor from ACT	3
Hume	25-34	Visitor from NSW	159
Hume	25-34	Visitor from NT	11
Hume	25-34	Visitor from QLD	137
Hume	25-34	Visitor from SA	66
Hume	25-34	Visitor from TAS	17
Hume	25-34	Visitor from VIC	1267
Hume	25-34	Visitor from WA	22
Hume	25-34	Visitor same SA2	27
Hume	35-44	Home	19767
Hume	35-44	Visitor from ACT	6
Hume	35-44	Visitor from NSW	86
Hume	35-44	Visitor from NT	8
Hume	35-44	Visitor from QLD	45
Hume	35-44	Visitor from SA	18
Hume	35-44	Visitor from TAS	10
Hume	35-44	Visitor from VIC	1115
Hume	35-44	Visitor from WA	17
Hume	35-44	Visitor same SA2	22
Hume	45-54	Home	22573
Hume	45-54	Visitor from ACT	4
Hume	45-54	Visitor from NSW	92
Hume	45-54	Visitor from QLD	36
Hume	45-54	Visitor from SA	25
Hume	45-54	Visitor from TAS	12
Hume	45-54	Visitor from VIC	1159
Hume	45-54	Visitor from WA	10
Hume	45-54	Visitor same SA2	48
Hume	55-64	Home	25489
Hume	55-64	Visitor from ACT	6
Hume	55-64	Visitor from NSW	106
Hume	55-64	Visitor from NT	6
Hume	55-64	Visitor from QLD	43
Hume	55-64	Visitor from SA	22
Hume	55-64	Visitor from TAS	12
Hume	55-64	Visitor from VIC	1094
Hume	55-64	Visitor from WA	12
Hume	55-64	Visitor same SA2	78
Hume	65-74	Home	23213
Hume	65-74	Visitor from NSW	58
Hume	65-74	Visitor from QLD	53
Hume	65-74	Visitor from SA	25
Hume	65-74	Visitor from TAS	11
Hume	65-74	Visitor from VIC	828
Hume	65-74	Visitor from WA	9
Hume	65-74	Visitor same SA2	74
Hume	75-84	Home	12774
Hume	75-84	Visitor from NSW	26
Hume	75-84	Visitor from QLD	5
Hume	75-84	Visitor from VIC	332
Hume	75-84	Visitor from WA	3
Hume	75-84	Visitor same SA2	41
Hume	85+	Home	4740
Hume	85+	Visitor from NSW	6
Hume	85+	Visitor from VIC	170
Hume	85+	Visitor same SA2	26
Latrobe - Gippsland	0-14	Home	49886
Latrobe - Gippsland	0-14	Visitor from ACT	3
Latrobe - Gippsland	0-14	Visitor from NSW	18
Latrobe - Gippsland	0-14	Visitor from QLD	16
Latrobe - Gippsland	0-14	Visitor from SA	7
Latrobe - Gippsland	0-14	Visitor from VIC	1173
Latrobe - Gippsland	0-14	Visitor from WA	3
Latrobe - Gippsland	0-14	Visitor same SA2	67
Latrobe - Gippsland	15-24	Home	28300
Latrobe - Gippsland	15-24	Visitor from ACT	8
Latrobe - Gippsland	15-24	Visitor from NSW	44
Latrobe - Gippsland	15-24	Visitor from NT	4
Latrobe - Gippsland	15-24	Visitor from QLD	22
Latrobe - Gippsland	15-24	Visitor from SA	9
Latrobe - Gippsland	15-24	Visitor from TAS	9
Latrobe - Gippsland	15-24	Visitor from VIC	1541
Latrobe - Gippsland	15-24	Visitor from WA	10
Latrobe - Gippsland	15-24	Visitor same SA2	50
Latrobe - Gippsland	25-34	Home	31309
Latrobe - Gippsland	25-34	Visitor from ACT	3
Latrobe - Gippsland	25-34	Visitor from NSW	40
Latrobe - Gippsland	25-34	Visitor from NT	8
Latrobe - Gippsland	25-34	Visitor from QLD	48
Latrobe - Gippsland	25-34	Visitor from SA	10
Latrobe - Gippsland	25-34	Visitor from TAS	7
Latrobe - Gippsland	25-34	Visitor from VIC	1523
Latrobe - Gippsland	25-34	Visitor from WA	14
Latrobe - Gippsland	25-34	Visitor same SA2	48
Latrobe - Gippsland	35-44	Home	31471
Latrobe - Gippsland	35-44	Visitor from ACT	6
Latrobe - Gippsland	35-44	Visitor from NSW	30
Latrobe - Gippsland	35-44	Visitor from NT	4
Latrobe - Gippsland	35-44	Visitor from QLD	30
Latrobe - Gippsland	35-44	Visitor from SA	6
Latrobe - Gippsland	35-44	Visitor from TAS	4
Latrobe - Gippsland	35-44	Visitor from VIC	1088
Latrobe - Gippsland	35-44	Visitor from WA	9
Latrobe - Gippsland	35-44	Visitor same SA2	56
Latrobe - Gippsland	45-54	Home	34677
Latrobe - Gippsland	45-54	Visitor from ACT	4
Latrobe - Gippsland	45-54	Visitor from NSW	31
Latrobe - Gippsland	45-54	Visitor from QLD	36
Latrobe - Gippsland	45-54	Visitor from SA	8
Latrobe - Gippsland	45-54	Visitor from TAS	11
Latrobe - Gippsland	45-54	Visitor from VIC	1215
Latrobe - Gippsland	45-54	Visitor from WA	10
Latrobe - Gippsland	45-54	Visitor same SA2	86
Latrobe - Gippsland	55-64	Home	41360
Latrobe - Gippsland	55-64	Visitor from ACT	12
Latrobe - Gippsland	55-64	Visitor from NSW	33
Latrobe - Gippsland	55-64	Visitor from NT	8
Latrobe - Gippsland	55-64	Visitor from QLD	48
Latrobe - Gippsland	55-64	Visitor from SA	15
Latrobe - Gippsland	55-64	Visitor from TAS	11
Latrobe - Gippsland	55-64	Visitor from VIC	1633
Latrobe - Gippsland	55-64	Visitor from WA	23
Latrobe - Gippsland	55-64	Visitor same SA2	124
Latrobe - Gippsland	65-74	Home	40146
Latrobe - Gippsland	65-74	Visitor from ACT	5
Latrobe - Gippsland	65-74	Visitor from NSW	39
Latrobe - Gippsland	65-74	Visitor from NT	4
Latrobe - Gippsland	65-74	Visitor from QLD	23
Latrobe - Gippsland	65-74	Visitor from SA	18
Latrobe - Gippsland	65-74	Visitor from TAS	6
Latrobe - Gippsland	65-74	Visitor from VIC	1399
Latrobe - Gippsland	65-74	Visitor from WA	16
Latrobe - Gippsland	65-74	Visitor same SA2	142
Latrobe - Gippsland	75-84	Home	21587
Latrobe - Gippsland	75-84	Visitor from ACT	3
Latrobe - Gippsland	75-84	Visitor from NSW	10
Latrobe - Gippsland	75-84	Visitor from QLD	7
Latrobe - Gippsland	75-84	Visitor from SA	5
Latrobe - Gippsland	75-84	Visitor from TAS	4
Latrobe - Gippsland	75-84	Visitor from VIC	693
Latrobe - Gippsland	75-84	Visitor same SA2	99
Latrobe - Gippsland	85+	Home	7549
Latrobe - Gippsland	85+	Visitor from NSW	4
Latrobe - Gippsland	85+	Visitor from VIC	353
Latrobe - Gippsland	85+	Visitor same SA2	33
Melbourne - Inner	0-14	Home	65085
Melbourne - Inner	0-14	Visitor from ACT	6
Melbourne - Inner	0-14	Visitor from NSW	61
Melbourne - Inner	0-14	Visitor from NT	12
Melbourne - Inner	0-14	Visitor from QLD	32
Melbourne - Inner	0-14	Visitor from SA	17
Melbourne - Inner	0-14	Visitor from TAS	15
Melbourne - Inner	0-14	Visitor from VIC	1288
Melbourne - Inner	0-14	Visitor from WA	9
Melbourne - Inner	0-14	Visitor same SA2	61
Melbourne - Inner	15-24	Home	77052
Melbourne - Inner	15-24	Visitor from ACT	42
Melbourne - Inner	15-24	Visitor from NSW	316
Melbourne - Inner	15-24	Visitor from NT	33
Melbourne - Inner	15-24	Visitor from QLD	267
Melbourne - Inner	15-24	Visitor from SA	61
Melbourne - Inner	15-24	Visitor from TAS	51
Melbourne - Inner	15-24	Visitor from VIC	2971
Melbourne - Inner	15-24	Visitor from WA	95
Melbourne - Inner	15-24	Visitor same SA2	106
Melbourne - Inner	25-34	Home	159116
Melbourne - Inner	25-34	Visitor from ACT	22
Melbourne - Inner	25-34	Visitor from NSW	375
Melbourne - Inner	25-34	Visitor from NT	15
Melbourne - Inner	25-34	Visitor from QLD	209
Melbourne - Inner	25-34	Visitor from SA	87
Melbourne - Inner	25-34	Visitor from TAS	78
Melbourne - Inner	25-34	Visitor from VIC	4244
Melbourne - Inner	25-34	Visitor from WA	72
Melbourne - Inner	25-34	Visitor same SA2	101
Melbourne - Inner	35-44	Home	97405
Melbourne - Inner	35-44	Visitor from ACT	14
Melbourne - Inner	35-44	Visitor from NSW	184
Melbourne - Inner	35-44	Visitor from NT	13
Melbourne - Inner	35-44	Visitor from QLD	103
Melbourne - Inner	35-44	Visitor from SA	56
Melbourne - Inner	35-44	Visitor from TAS	38
Melbourne - Inner	35-44	Visitor from VIC	2683
Melbourne - Inner	35-44	Visitor from WA	35
Melbourne - Inner	35-44	Visitor same SA2	98
Melbourne - Inner	45-54	Home	69304
Melbourne - Inner	45-54	Visitor from ACT	7
Melbourne - Inner	45-54	Visitor from NSW	190
Melbourne - Inner	45-54	Visitor from NT	8
Melbourne - Inner	45-54	Visitor from QLD	104
Melbourne - Inner	45-54	Visitor from SA	31
Melbourne - Inner	45-54	Visitor from TAS	38
Melbourne - Inner	45-54	Visitor from VIC	2087
Melbourne - Inner	45-54	Visitor from WA	62
Melbourne - Inner	45-54	Visitor same SA2	93
Melbourne - Inner	55-64	Home	54172
Melbourne - Inner	55-64	Visitor from ACT	9
Melbourne - Inner	55-64	Visitor from NSW	198
Melbourne - Inner	55-64	Visitor from NT	13
Melbourne - Inner	55-64	Visitor from QLD	120
Melbourne - Inner	55-64	Visitor from SA	51
Melbourne - Inner	55-64	Visitor from TAS	41
Melbourne - Inner	55-64	Visitor from VIC	1908
Melbourne - Inner	55-64	Visitor from WA	58
Melbourne - Inner	55-64	Visitor same SA2	80
Melbourne - Inner	65-74	Home	38332
Melbourne - Inner	65-74	Visitor from ACT	9
Melbourne - Inner	65-74	Visitor from NSW	107
Melbourne - Inner	65-74	Visitor from QLD	87
Melbourne - Inner	65-74	Visitor from SA	34
Melbourne - Inner	65-74	Visitor from TAS	40
Melbourne - Inner	65-74	Visitor from VIC	1431
Melbourne - Inner	65-74	Visitor from WA	39
Melbourne - Inner	65-74	Visitor same SA2	83
Melbourne - Inner	75-84	Home	21684
Melbourne - Inner	75-84	Visitor from NSW	33
Melbourne - Inner	75-84	Visitor from QLD	20
Melbourne - Inner	75-84	Visitor from SA	12
Melbourne - Inner	75-84	Visitor from TAS	15
Melbourne - Inner	75-84	Visitor from VIC	762
Melbourne - Inner	75-84	Visitor from WA	11
Melbourne - Inner	75-84	Visitor same SA2	62
Melbourne - Inner	85+	Home	9395
Melbourne - Inner	85+	Visitor from NSW	3
Melbourne - Inner	85+	Visitor from QLD	6
Melbourne - Inner	85+	Visitor from SA	6
Melbourne - Inner	85+	Visitor from TAS	8
Melbourne - Inner	85+	Visitor from VIC	426
Melbourne - Inner	85+	Visitor same SA2	38
Melbourne - Inner East	0-14	Home	57810
Melbourne - Inner East	0-14	Visitor from NSW	19
Melbourne - Inner East	0-14	Visitor from QLD	8
Melbourne - Inner East	0-14	Visitor from VIC	661
Melbourne - Inner East	0-14	Visitor same SA2	20
Melbourne - Inner East	15-24	Home	49129
Melbourne - Inner East	15-24	Visitor from ACT	13
Melbourne - Inner East	15-24	Visitor from NSW	75
Melbourne - Inner East	15-24	Visitor from NT	10
Melbourne - Inner East	15-24	Visitor from QLD	14
Melbourne - Inner East	15-24	Visitor from SA	12
Melbourne - Inner East	15-24	Visitor from TAS	18
Melbourne - Inner East	15-24	Visitor from VIC	1055
Melbourne - Inner East	15-24	Visitor from WA	13
Melbourne - Inner East	15-24	Visitor same SA2	19
Melbourne - Inner East	25-34	Home	47259
Melbourne - Inner East	25-34	Visitor from ACT	5
Melbourne - Inner East	25-34	Visitor from NSW	42
Melbourne - Inner East	25-34	Visitor from NT	3
Melbourne - Inner East	25-34	Visitor from QLD	18
Melbourne - Inner East	25-34	Visitor from SA	11
Melbourne - Inner East	25-34	Visitor from TAS	20
Melbourne - Inner East	25-34	Visitor from VIC	1133
Melbourne - Inner East	25-34	Visitor from WA	13
Melbourne - Inner East	25-34	Visitor same SA2	25
Melbourne - Inner East	35-44	Home	46793
Melbourne - Inner East	35-44	Visitor from ACT	4
Melbourne - Inner East	35-44	Visitor from NSW	27
Melbourne - Inner East	35-44	Visitor from QLD	13
Melbourne - Inner East	35-44	Visitor from SA	8
Melbourne - Inner East	35-44	Visitor from TAS	4
Melbourne - Inner East	35-44	Visitor from VIC	794
Melbourne - Inner East	35-44	Visitor from WA	3
Melbourne - Inner East	35-44	Visitor same SA2	23
Melbourne - Inner East	45-54	Home	49373
Melbourne - Inner East	45-54	Visitor from NSW	23
Melbourne - Inner East	45-54	Visitor from QLD	16
Melbourne - Inner East	45-54	Visitor from SA	3
Melbourne - Inner East	45-54	Visitor from TAS	5
Melbourne - Inner East	45-54	Visitor from VIC	683
Melbourne - Inner East	45-54	Visitor from WA	4
Melbourne - Inner East	45-54	Visitor same SA2	24
Melbourne - Inner East	55-64	Home	43239
Melbourne - Inner East	55-64	Visitor from ACT	3
Melbourne - Inner East	55-64	Visitor from NSW	35
Melbourne - Inner East	55-64	Visitor from QLD	20
Melbourne - Inner East	55-64	Visitor from SA	4
Melbourne - Inner East	55-64	Visitor from VIC	697
Melbourne - Inner East	55-64	Visitor from WA	5
Melbourne - Inner East	55-64	Visitor same SA2	26
Melbourne - Inner East	65-74	Home	33828
Melbourne - Inner East	65-74	Visitor from NSW	28
Melbourne - Inner East	65-74	Visitor from QLD	34
Melbourne - Inner East	65-74	Visitor from SA	7
Melbourne - Inner East	65-74	Visitor from TAS	8
Melbourne - Inner East	65-74	Visitor from VIC	627
Melbourne - Inner East	65-74	Visitor from WA	6
Melbourne - Inner East	65-74	Visitor same SA2	35
Melbourne - Inner East	75-84	Home	23614
Melbourne - Inner East	75-84	Visitor from NSW	17
Melbourne - Inner East	75-84	Visitor from QLD	9
Melbourne - Inner East	75-84	Visitor from SA	3
