SA4_NAME21	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
New England and North West	1	0	1	0	1187
New England and North West	1	0	1	1	599
New England and North West	1	1	0	0	9632
New England and North West	1	1	0	1	592
New England and North West	1	1	1	0	1763
New England and North West	1	1	1	1	340
Newcastle and Lake Macquarie					1678
Newcastle and Lake Macquarie	0	0	0	1	7022
Newcastle and Lake Macquarie	0	0	1	0	1704
Newcastle and Lake Macquarie	0	0	1	1	671
Newcastle and Lake Macquarie	0	1	0	0	6872
Newcastle and Lake Macquarie	0	1	0	1	722
Newcastle and Lake Macquarie	0	1	1	0	1168
Newcastle and Lake Macquarie	0	1	1	1	200
Newcastle and Lake Macquarie	1	0	0	1	8205
Newcastle and Lake Macquarie	1	0	1	0	3421
Newcastle and Lake Macquarie	1	0	1	1	2074
Newcastle and Lake Macquarie	1	1	0	0	23113
Newcastle and Lake Macquarie	1	1	0	1	1170
Newcastle and Lake Macquarie	1	1	1	0	3886
Newcastle and Lake Macquarie	1	1	1	1	638
Richmond - Tweed					927
Richmond - Tweed	0	0	0	1	4827
Richmond - Tweed	0	0	1	0	1123
Richmond - Tweed	0	0	1	1	382
Richmond - Tweed	0	1	0	0	4661
Richmond - Tweed	0	1	0	1	483
Richmond - Tweed	0	1	1	0	865
Richmond - Tweed	0	1	1	1	153
Richmond - Tweed	1	0	0	1	4975
Richmond - Tweed	1	0	1	0	1776
Richmond - Tweed	1	0	1	1	938
Richmond - Tweed	1	1	0	0	13092
Richmond - Tweed	1	1	0	1	825
Richmond - Tweed	1	1	1	0	2250
Richmond - Tweed	1	1	1	1	372
Riverina					601
Riverina	0	0	0	1	2335
Riverina	0	0	1	0	453
Riverina	0	0	1	1	223
Riverina	0	1	0	0	2969
Riverina	0	1	0	1	305
Riverina	0	1	1	0	485
Riverina	0	1	1	1	88
Riverina	1	0	0	1	3095
Riverina	1	0	1	0	1068
Riverina	1	0	1	1	734
Riverina	1	1	0	0	9355
Riverina	1	1	0	1	624
Riverina	1	1	1	0	1706
Riverina	1	1	1	1	430
Southern Highlands and Shoalhaven					537
Southern Highlands and Shoalhaven	0	0	0	1	2816
Southern Highlands and Shoalhaven	0	0	1	0	533
Southern Highlands and Shoalhaven	0	0	1	1	203
Southern Highlands and Shoalhaven	0	1	0	0	2458
Southern Highlands and Shoalhaven	0	1	0	1	275
Southern Highlands and Shoalhaven	0	1	1	0	449
Southern Highlands and Shoalhaven	0	1	1	1	96
Southern Highlands and Shoalhaven	1	0	0	1	3161
Southern Highlands and Shoalhaven	1	0	1	0	1118
Southern Highlands and Shoalhaven	1	0	1	1	622
Southern Highlands and Shoalhaven	1	1	0	0	8191
Southern Highlands and Shoalhaven	1	1	0	1	515
Southern Highlands and Shoalhaven	1	1	1	0	1474
Southern Highlands and Shoalhaven	1	1	1	1	264
Sydney - Baulkham Hills and Hawkesbury					547
Sydney - Baulkham Hills and Hawkesbury	0	0	0	1	3022
Sydney - Baulkham Hills and Hawkesbury	0	0	1	0	953
Sydney - Baulkham Hills and Hawkesbury	0	0	1	1	489
Sydney - Baulkham Hills and Hawkesbury	0	1	0	0	2243
Sydney - Baulkham Hills and Hawkesbury	0	1	0	1	183
Sydney - Baulkham Hills and Hawkesbury	0	1	1	0	569
Sydney - Baulkham Hills and Hawkesbury	0	1	1	1	97
Sydney - Baulkham Hills and Hawkesbury	1	0	0	1	8257
Sydney - Baulkham Hills and Hawkesbury	1	0	1	0	4470
Sydney - Baulkham Hills and Hawkesbury	1	0	1	1	2998
Sydney - Baulkham Hills and Hawkesbury	1	1	0	0	21179
Sydney - Baulkham Hills and Hawkesbury	1	1	0	1	822
Sydney - Baulkham Hills and Hawkesbury	1	1	1	0	4668
Sydney - Baulkham Hills and Hawkesbury	1	1	1	1	624
Sydney - Blacktown					1742
Sydney - Blacktown	0	0	0	1	6903
Sydney - Blacktown	0	0	1	0	1346
Sydney - Blacktown	0	0	1	1	808
Sydney - Blacktown	0	1	0	0	6074
Sydney - Blacktown	0	1	0	1	702
Sydney - Blacktown	0	1	1	0	1149
Sydney - Blacktown	0	1	1	1	374
Sydney - Blacktown	1	0	0	1	10021
Sydney - Blacktown	1	0	1	0	4387
Sydney - Blacktown	1	0	1	1	3135
Sydney - Blacktown	1	1	0	0	33271
Sydney - Blacktown	1	1	0	1	1518
Sydney - Blacktown	1	1	1	0	5797
Sydney - Blacktown	1	1	1	1	1120
Sydney - City and Inner South					2259
Sydney - City and Inner South	0	0	0	1	3537
Sydney - City and Inner South	0	0	1	0	1301
Sydney - City and Inner South	0	0	1	1	327
Sydney - City and Inner South	0	1	0	0	3102
Sydney - City and Inner South	0	1	0	1	169
Sydney - City and Inner South	0	1	1	0	436
Sydney - City and Inner South	0	1	1	1	52
Sydney - City and Inner South	1	0	0	1	3135
Sydney - City and Inner South	1	0	1	0	2004
Sydney - City and Inner South	1	0	1	1	748
Sydney - City and Inner South	1	1	0	0	15304
Sydney - City and Inner South	1	1	0	1	229
Sydney - City and Inner South	1	1	1	0	1528
Sydney - City and Inner South	1	1	1	1	127
Sydney - Eastern Suburbs					1193
Sydney - Eastern Suburbs	0	0	0	1	3130
Sydney - Eastern Suburbs	0	0	1	0	1294
Sydney - Eastern Suburbs	0	0	1	1	341
Sydney - Eastern Suburbs	0	1	0	0	2938
Sydney - Eastern Suburbs	0	1	0	1	93
Sydney - Eastern Suburbs	0	1	1	0	589
Sydney - Eastern Suburbs	0	1	1	1	45
Sydney - Eastern Suburbs	1	0	0	1	3714
Sydney - Eastern Suburbs	1	0	1	0	3213
Sydney - Eastern Suburbs	1	0	1	1	1236
Sydney - Eastern Suburbs	1	1	0	0	16438
Sydney - Eastern Suburbs	1	1	0	1	262
Sydney - Eastern Suburbs	1	1	1	0	2811
Sydney - Eastern Suburbs	1	1	1	1	198
Sydney - Inner South West					3420
Sydney - Inner South West	0	0	0	1	12060
Sydney - Inner South West	0	0	1	0	2783
Sydney - Inner South West	0	0	1	1	1442
Sydney - Inner South West	0	1	0	0	7388
Sydney - Inner South West	0	1	0	1	716
Sydney - Inner South West	0	1	1	0	1584
Sydney - Inner South West	0	1	1	1	429
Sydney - Inner South West	1	0	0	1	16601
Sydney - Inner South West	1	0	1	0	6612
Sydney - Inner South West	1	0	1	1	4801
Sydney - Inner South West	1	1	0	0	38149
Sydney - Inner South West	1	1	0	1	1635
Sydney - Inner South West	1	1	1	0	7225
Sydney - Inner South West	1	1	1	1	1504
Sydney - Inner West					1894
Sydney - Inner West	0	0	0	1	4566
Sydney - Inner West	0	0	1	0	1663
Sydney - Inner West	0	0	1	1	437
Sydney - Inner West	0	1	0	0	3178
Sydney - Inner West	0	1	0	1	162
Sydney - Inner West	0	1	1	0	627
Sydney - Inner West	0	1	1	1	69
Sydney - Inner West	1	0	0	1	5823
Sydney - Inner West	1	0	1	0	3806
Sydney - Inner West	1	0	1	1	1701
Sydney - Inner West	1	1	0	0	20389
Sydney - Inner West	1	1	0	1	337
Sydney - Inner West	1	1	1	0	3033
Sydney - Inner West	1	1	1	1	260
Sydney - North Sydney and Hornsby					1542
Sydney - North Sydney and Hornsby	0	0	0	1	4702
Sydney - North Sydney and Hornsby	0	0	1	0	2541
Sydney - North Sydney and Hornsby	0	0	1	1	622
Sydney - North Sydney and Hornsby	0	1	0	0	4613
Sydney - North Sydney and Hornsby	0	1	0	1	152
Sydney - North Sydney and Hornsby	0	1	1	0	1053
Sydney - North Sydney and Hornsby	0	1	1	1	76
Sydney - North Sydney and Hornsby	1	0	0	1	7750
Sydney - North Sydney and Hornsby	1	0	1	0	7659
Sydney - North Sydney and Hornsby	1	0	1	1	2873
Sydney - North Sydney and Hornsby	1	1	0	0	32721
Sydney - North Sydney and Hornsby	1	1	0	1	468
Sydney - North Sydney and Hornsby	1	1	1	0	6220
Sydney - North Sydney and Hornsby	1	1	1	1	359
Sydney - Northern Beaches					713
Sydney - Northern Beaches	0	0	0	1	3296
Sydney - Northern Beaches	0	0	1	0	1208
Sydney - Northern Beaches	0	0	1	1	458
Sydney - Northern Beaches	0	1	0	0	2743
Sydney - Northern Beaches	0	1	0	1	166
Sydney - Northern Beaches	0	1	1	0	631
Sydney - Northern Beaches	0	1	1	1	81
Sydney - Northern Beaches	1	0	0	1	5714
Sydney - Northern Beaches	1	0	1	0	4027
Sydney - Northern Beaches	1	0	1	1	2199
Sydney - Northern Beaches	1	1	0	0	19437
Sydney - Northern Beaches	1	1	0	1	524
Sydney - Northern Beaches	1	1	1	0	3860
Sydney - Northern Beaches	1	1	1	1	386
Sydney - Outer South West					1079
Sydney - Outer South West	0	0	0	1	5268
Sydney - Outer South West	0	0	1	0	1070
Sydney - Outer South West	0	0	1	1	600
Sydney - Outer South West	0	1	0	0	5422
Sydney - Outer South West	0	1	0	1	717
Sydney - Outer South West	0	1	1	0	983
Sydney - Outer South West	0	1	1	1	305
Sydney - Outer South West	1	0	0	1	8046
Sydney - Outer South West	1	0	1	0	2595
Sydney - Outer South West	1	0	1	1	2208
Sydney - Outer South West	1	1	0	0	21543
Sydney - Outer South West	1	1	0	1	1461
Sydney - Outer South West	1	1	1	0	3892
Sydney - Outer South West	1	1	1	1	991
Sydney - Outer West and Blue Mountains					1237
Sydney - Outer West and Blue Mountains	0	0	0	1	6281
Sydney - Outer West and Blue Mountains	0	0	1	0	1398
Sydney - Outer West and Blue Mountains	0	0	1	1	595
Sydney - Outer West and Blue Mountains	0	1	0	0	6262
Sydney - Outer West and Blue Mountains	0	1	0	1	639
Sydney - Outer West and Blue Mountains	0	1	1	0	1047
Sydney - Outer West and Blue Mountains	0	1	1	1	250
Sydney - Outer West and Blue Mountains	1	0	0	1	8230
Sydney - Outer West and Blue Mountains	1	0	1	0	2820
Sydney - Outer West and Blue Mountains	1	0	1	1	2227
Sydney - Outer West and Blue Mountains	1	1	0	0	21787
Sydney - Outer West and Blue Mountains	1	1	0	1	1444
Sydney - Outer West and Blue Mountains	1	1	1	0	3893
Sydney - Outer West and Blue Mountains	1	1	1	1	843
Sydney - Parramatta					2797
Sydney - Parramatta	0	0	0	1	8217
Sydney - Parramatta	0	0	1	0	2042
Sydney - Parramatta	0	0	1	1	947
Sydney - Parramatta	0	1	0	0	5552
Sydney - Parramatta	0	1	0	1	497
Sydney - Parramatta	0	1	1	0	1151
Sydney - Parramatta	0	1	1	1	324
Sydney - Parramatta	1	0	0	1	10981
Sydney - Parramatta	1	0	1	0	5003
Sydney - Parramatta	1	0	1	1	3314
Sydney - Parramatta	1	1	0	0	36138
Sydney - Parramatta	1	1	0	1	1244
Sydney - Parramatta	1	1	1	0	5686
Sydney - Parramatta	1	1	1	1	1195
Sydney - Ryde					1000
Sydney - Ryde	0	0	0	1	2686
Sydney - Ryde	0	0	1	0	1011
Sydney - Ryde	0	0	1	1	301
Sydney - Ryde	0	1	0	0	2034
Sydney - Ryde	0	1	0	1	93
Sydney - Ryde	0	1	1	0	384
Sydney - Ryde	0	1	1	1	31
Sydney - Ryde	1	0	0	1	4568
Sydney - Ryde	1	0	1	0	3125
Sydney - Ryde	1	0	1	1	1476
Sydney - Ryde	1	1	0	0	15187
Sydney - Ryde	1	1	0	1	247
Sydney - Ryde	1	1	1	0	2517
Sydney - Ryde	1	1	1	1	210
Sydney - South West					2201
Sydney - South West	0	0	0	1	10349
Sydney - South West	0	0	1	0	2094
Sydney - South West	0	0	1	1	1389
Sydney - South West	0	1	0	0	7122
Sydney - South West	0	1	0	1	882
Sydney - South West	0	1	1	0	1726
Sydney - South West	0	1	1	1	514
Sydney - South West	1	0	0	1	15233
Sydney - South West	1	0	1	0	4761
Sydney - South West	1	0	1	1	4683
Sydney - South West	1	1	0	0	30478
Sydney - South West	1	1	0	1	1968
Sydney - South West	1	1	1	0	6804
Sydney - South West	1	1	1	1	1884
Sydney - Sutherland					651
Sydney - Sutherland	0	0	0	1	3564
Sydney - Sutherland	0	0	1	0	945
Sydney - Sutherland	0	0	1	1	437
Sydney - Sutherland	0	1	0	0	2580
Sydney - Sutherland	0	1	0	1	202
Sydney - Sutherland	0	1	1	0	579
Sydney - Sutherland	0	1	1	1	84
Sydney - Sutherland	1	0	0	1	6451
Sydney - Sutherland	1	0	1	0	2800
Sydney - Sutherland	1	0	1	1	2157
Sydney - Sutherland	1	1	0	0	16368
Sydney - Sutherland	1	1	0	1	579
Sydney - Sutherland	1	1	1	0	3070
Sydney - Sutherland	1	1	1	1	459
Ballarat					641
Ballarat	0	0	0	1	2904
Ballarat	0	0	1	0	700
Ballarat	0	0	1	1	260
Ballarat	0	1	0	0	3210
Ballarat	0	1	0	1	310
Ballarat	0	1	1	0	562
Ballarat	0	1	1	1	118
Ballarat	1	0	0	1	3187
Ballarat	1	0	1	0	1397
Ballarat	1	0	1	1	765
Ballarat	1	1	0	0	9691
Ballarat	1	1	0	1	497
Ballarat	1	1	1	0	1832
Ballarat	1	1	1	1	292
Bendigo					658
Bendigo	0	0	0	1	2690
Bendigo	0	0	1	0	661
Bendigo	0	0	1	1	243
Bendigo	0	1	0	0	3018
Bendigo	0	1	0	1	252
Bendigo	0	1	1	0	594
Bendigo	0	1	1	1	125
Bendigo	1	0	0	1	3075
Bendigo	1	0	1	0	1384
Bendigo	1	0	1	1	810
Bendigo	1	1	0	0	9691
Bendigo	1	1	0	1	440
Bendigo	1	1	1	0	1759
Bendigo	1	1	1	1	315
Geelong					1198
Geelong	0	0	0	1	4927
Geelong	0	0	1	0	1351
Geelong	0	0	1	1	586
Geelong	0	1	0	0	4857
Geelong	0	1	0	1	419
Geelong	0	1	1	0	1044
Geelong	0	1	1	1	178
Geelong	1	0	0	1	6303
Geelong	1	0	1	0	3105
Geelong	1	0	1	1	1748
Geelong	1	1	0	0	21031
Geelong	1	1	0	1	773
Geelong	1	1	1	0	3502
Geelong	1	1	1	1	537
Hume					596
Hume	0	0	0	1	2896
Hume	0	0	1	0	684
Hume	0	0	1	1	243
Hume	0	1	0	0	3002
Hume	0	1	0	1	277
Hume	0	1	1	0	558
Hume	0	1	1	1	107
Hume	1	0	0	1	3444
Hume	1	0	1	0	1332
Hume	1	0	1	1	844
Hume	1	1	0	0	9991
Hume	1	1	0	1	450
Hume	1	1	1	0	1802
Hume	1	1	1	1	320
Latrobe - Gippsland					977
Latrobe - Gippsland	0	0	0	1	4665
Latrobe - Gippsland	0	0	1	0	1058
Latrobe - Gippsland	0	0	1	1	429
Latrobe - Gippsland	0	1	0	0	5127
Latrobe - Gippsland	0	1	0	1	489
Latrobe - Gippsland	0	1	1	0	845
Latrobe - Gippsland	0	1	1	1	184
Latrobe - Gippsland	1	0	0	1	5898
Latrobe - Gippsland	1	0	1	0	2110
Latrobe - Gippsland	1	0	1	1	1275
Latrobe - Gippsland	1	1	0	0	15470
Latrobe - Gippsland	1	1	0	1	866
Latrobe - Gippsland	1	1	1	0	2768
Latrobe - Gippsland	1	1	1	1	577
Melbourne - Inner					4634
Melbourne - Inner	0	0	0	1	6369
Melbourne - Inner	0	0	1	0	2839
Melbourne - Inner	0	0	1	1	637
Melbourne - Inner	0	1	0	0	6024
Melbourne - Inner	0	1	0	1	216
Melbourne - Inner	0	1	1	0	1060
Melbourne - Inner	0	1	1	1	98
Melbourne - Inner	1	0	0	1	6137
Melbourne - Inner	1	0	1	0	5356
Melbourne - Inner	1	0	1	1	2033
Melbourne - Inner	1	1	0	0	29205
Melbourne - Inner	1	1	0	1	326
Melbourne - Inner	1	1	1	0	3821
Melbourne - Inner	1	1	1	1	322
Melbourne - Inner East					1797
Melbourne - Inner East	0	0	0	1	4976
Melbourne - Inner East	0	0	1	0	2604
Melbourne - Inner East	0	0	1	1	746
Melbourne - Inner East	0	1	0	0	3899
Melbourne - Inner East	0	1	0	1	170
Melbourne - Inner East	0	1	1	0	1132
Melbourne - Inner East	0	1	1	1	76
Melbourne - Inner East	1	0	0	1	8295
Melbourne - Inner East	1	0	1	0	7261
Melbourne - Inner East	1	0	1	1	3111
Melbourne - Inner East	1	1	0	0	23745
Melbourne - Inner East	1	1	0	1	417
Melbourne - Inner East	1	1	1	0	5504
Melbourne - Inner East	1	1	1	1	345
Melbourne - Inner South					1629
Melbourne - Inner South	0	0	0	1	5760
Melbourne - Inner South	0	0	1	0	2673
Melbourne - Inner South	0	0	1	1	764
Melbourne - Inner South	0	1	0	0	4810
Melbourne - Inner South	0	1	0	1	198
Melbourne - Inner South	0	1	1	0	1132
Melbourne - Inner South	0	1	1	1	96
Melbourne - Inner South	1	0	0	1	7956
Melbourne - Inner South	1	0	1	0	7319
Melbourne - Inner South	1	0	1	1	3122
Melbourne - Inner South	1	1	0	0	29531
Melbourne - Inner South	1	1	0	1	484
Melbourne - Inner South	1	1	1	0	6094
Melbourne - Inner South	1	1	1	1	463
Melbourne - North East					2381
Melbourne - North East	0	0	0	1	9521
Melbourne - North East	0	0	1	0	2456
Melbourne - North East	0	0	1	1	1210
Melbourne - North East	0	1	0	0	7131
Melbourne - North East	0	1	0	1	561
Melbourne - North East	0	1	1	0	1499
Melbourne - North East	0	1	1	1	267
Melbourne - North East	1	0	0	1	13550
Melbourne - North East	1	0	1	0	5999
Melbourne - North East	1	0	1	1	4300
Melbourne - North East	1	1	0	0	40352
Melbourne - North East	1	1	0	1	1262
Melbourne - North East	1	1	1	0	6783
Melbourne - North East	1	1	1	1	1001
Melbourne - North West					1815
Melbourne - North West	0	0	0	1	7718
Melbourne - North West	0	0	1	0	1648
Melbourne - North West	0	0	1	1	1061
Melbourne - North West	0	1	0	0	5540
Melbourne - North West	0	1	0	1	522
Melbourne - North West	0	1	1	0	1219
Melbourne - North West	0	1	1	1	314
Melbourne - North West	1	0	0	1	10670
Melbourne - North West	1	0	1	0	4110
Melbourne - North West	1	0	1	1	3565
Melbourne - North West	1	1	0	0	31948
Melbourne - North West	1	1	0	1	1208
Melbourne - North West	1	1	1	0	5756
Melbourne - North West	1	1	1	1	1228
Melbourne - Outer East					1777
Melbourne - Outer East	0	0	0	1	8891
Melbourne - Outer East	0	0	1	0	2560
Melbourne - Outer East	0	0	1	1	1231
Melbourne - Outer East	0	1	0	0	6282
Melbourne - Outer East	0	1	0	1	542
Melbourne - Outer East	0	1	1	0	1489
Melbourne - Outer East	0	1	1	1	207
Melbourne - Outer East	1	0	0	1	14207
Melbourne - Outer East	1	0	1	0	6613
Melbourne - Outer East	1	0	1	1	4575
Melbourne - Outer East	1	1	0	0	36145
Melbourne - Outer East	1	1	0	1	1220
Melbourne - Outer East	1	1	1	0	6564
Melbourne - Outer East	1	1	1	1	906
Melbourne - South East					3951
Melbourne - South East	0	0	0	1	13933
Melbourne - South East	0	0	1	0	3910
Melbourne - South East	0	0	1	1	1938
Melbourne - South East	0	1	0	0	11454
Melbourne - South East	0	1	0	1	991
Melbourne - South East	0	1	1	0	2415
Melbourne - South East	0	1	1	1	586
Melbourne - South East	1	0	0	1	20643
Melbourne - South East	1	0	1	0	10306
Melbourne - South East	1	0	1	1	6618
Melbourne - South East	1	1	0	0	63780
Melbourne - South East	1	1	0	1	2407
Melbourne - South East	1	1	1	0	12063
Melbourne - South East	1	1	1	1	2211
Melbourne - West					4162
Melbourne - West	0	0	0	1	13659
Melbourne - West	0	0	1	0	3625
Melbourne - West	0	0	1	1	1930
Melbourne - West	0	1	0	0	13194
Melbourne - West	0	1	0	1	1167
Melbourne - West	0	1	1	0	2792
Melbourne - West	0	1	1	1	695
Melbourne - West	1	0	0	1	17828
Melbourne - West	1	0	1	0	8517
Melbourne - West	1	0	1	1	5547
Melbourne - West	1	1	0	0	69482
Melbourne - West	1	1	0	1	2221
Melbourne - West	1	1	1	0	10784
Melbourne - West	1	1	1	1	1948
Mornington Peninsula					1041
Mornington Peninsula	0	0	0	1	5641
Mornington Peninsula	0	0	1	0	1457
Mornington Peninsula	0	0	1	1	639
Mornington Peninsula	0	1	0	0	5076
Mornington Peninsula	0	1	0	1	463
Mornington Peninsula	0	1	1	0	1064
Mornington Peninsula	0	1	1	1	177
Mornington Peninsula	1	0	0	1	6668
Mornington Peninsula	1	0	1	0	2892
Mornington Peninsula	1	0	1	1	1825
Mornington Peninsula	1	1	0	0	18426
Mornington Peninsula	1	1	0	1	798
Mornington Peninsula	1	1	1	0	3308
Mornington Peninsula	1	1	1	1	497
North West					654
North West	0	0	0	1	2315
North West	0	0	1	0	460
North West	0	0	1	1	184
North West	0	1	0	0	2615
North West	0	1	0	1	273
North West	0	1	1	0	475
North West	0	1	1	1	81
North West	1	0	0	1	2973
North West	1	0	1	0	1026
North West	1	0	1	1	612
North West	1	1	0	0	8011
North West	1	1	0	1	421
North West	1	1	1	0	1521
North West	1	1	1	1	281
Shepparton					462
Shepparton	0	0	0	1	2129
Shepparton	0	0	1	0	410
Shepparton	0	0	1	1	214
Shepparton	0	1	0	0	2423
Shepparton	0	1	0	1	249
Shepparton	0	1	1	0	459
Shepparton	0	1	1	1	89
Shepparton	1	0	0	1	2796
Shepparton	1	0	1	0	927
Shepparton	1	0	1	1	698
Shepparton	1	1	0	0	7200
Shepparton	1	1	0	1	447
Shepparton	1	1	1	0	1434
Shepparton	1	1	1	1	309
Warrnambool and South West					506
Warrnambool and South West	0	0	0	1	1958
Warrnambool and South West	0	0	1	0	397
Warrnambool and South West	0	0	1	1	177
Warrnambool and South West	0	1	0	0	1966
Warrnambool and South West	0	1	0	1	184
Warrnambool and South West	0	1	1	0	351
Warrnambool and South West	0	1	1	1	74
Warrnambool and South West	1	0	0	1	2566
Warrnambool and South West	1	0	1	0	995
Warrnambool and South West	1	0	1	1	596
Warrnambool and South West	1	1	0	0	6735
Warrnambool and South West	1	1	0	1	346
Warrnambool and South West	1	1	1	0	1296
Warrnambool and South West	1	1	1	1	275
Brisbane - East					863
Brisbane - East	0	0	0	1	3959
Brisbane - East	0	0	1	0	1081
Brisbane - East	0	0	1	1	441
Brisbane - East	0	1	0	0	3974
Brisbane - East	0	1	0	1	330
Brisbane - East	0	1	1	0	789
Brisbane - East	0	1	1	1	122
Brisbane - East	1	0	0	1	5636
Brisbane - East	1	0	1	0	2840
Brisbane - East	1	0	1	1	1545
Brisbane - East	1	1	0	0	16003
Brisbane - East	1	1	0	1	742
Brisbane - East	1	1	1	0	2996
Brisbane - East	1	1	1	1	465
Brisbane - North					1346
Brisbane - North	0	0	0	1	3532
Brisbane - North	0	0	1	0	1082
Brisbane - North	0	0	1	1	372
Brisbane - North	0	1	0	0	3555
Brisbane - North	0	1	0	1	251
Brisbane - North	0	1	1	0	634
Brisbane - North	0	1	1	1	113
Brisbane - North	1	0	0	1	3922
Brisbane - North	1	0	1	0	2444
Brisbane - North	1	0	1	1	1229
