SA4_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Adelaide - Central and Hills			1	67
Adelaide - Central and Hills			2	98
Adelaide - Central and Hills			3	75
Adelaide - Central and Hills			4	36
Adelaide - Central and Hills			5	11
Adelaide - Central and Hills			6	11
Adelaide - Central and Hills		1 storey		146
Adelaide - Central and Hills		1 storey	0	30
Adelaide - Central and Hills		1 storey	1	1400
Adelaide - Central and Hills		1 storey	2	6808
Adelaide - Central and Hills		1 storey	3	4666
Adelaide - Central and Hills		1 storey	4	583
Adelaide - Central and Hills		1 storey	5	63
Adelaide - Central and Hills		1 storey	6	10
Adelaide - Central and Hills		2 storeys or more		67
Adelaide - Central and Hills		2 storeys or more	0	11
Adelaide - Central and Hills		2 storeys or more	1	431
Adelaide - Central and Hills		2 storeys or more	2	2958
Adelaide - Central and Hills		2 storeys or more	3	4080
Adelaide - Central and Hills		2 storeys or more	4	595
Adelaide - Central and Hills		2 storeys or more	5	70
Adelaide - Central and Hills		2 storeys or more	6	13
Adelaide - Central and Hills	(Other)			7
Adelaide - Central and Hills	(Other)		0	18
Adelaide - Central and Hills	(Other)		1	87
Adelaide - Central and Hills	(Other)		2	83
Adelaide - Central and Hills	(Other)		3	53
Adelaide - Central and Hills	(Other)		4	15
Adelaide - Central and Hills	(Other)		5	8
Adelaide - Central and Hills	(Other)		6	4
Adelaide - Central and Hills	Flat/apartment	1 or 2 storey block		121
Adelaide - Central and Hills	Flat/apartment	1 or 2 storey block	0	75
Adelaide - Central and Hills	Flat/apartment	1 or 2 storey block	1	1947
Adelaide - Central and Hills	Flat/apartment	1 or 2 storey block	2	7296
Adelaide - Central and Hills	Flat/apartment	1 or 2 storey block	3	1241
Adelaide - Central and Hills	Flat/apartment	1 or 2 storey block	4	63
Adelaide - Central and Hills	Flat/apartment	1 or 2 storey block	5	16
Adelaide - Central and Hills	Flat/apartment	1 or 2 storey block	6	15
Adelaide - Central and Hills	Flat/apartment	3 storey block		23
Adelaide - Central and Hills	Flat/apartment	3 storey block	0	34
Adelaide - Central and Hills	Flat/apartment	3 storey block	1	300
Adelaide - Central and Hills	Flat/apartment	3 storey block	2	1250
Adelaide - Central and Hills	Flat/apartment	3 storey block	3	173
Adelaide - Central and Hills	Flat/apartment	3 storey block	4	13
Adelaide - Central and Hills	Flat/apartment	4-8 storey block		33
Adelaide - Central and Hills	Flat/apartment	4-8 storey block	0	64
Adelaide - Central and Hills	Flat/apartment	4-8 storey block	1	622
Adelaide - Central and Hills	Flat/apartment	4-8 storey block	2	1801
Adelaide - Central and Hills	Flat/apartment	4-8 storey block	3	354
Adelaide - Central and Hills	Flat/apartment	4-8 storey block	4	28
Adelaide - Central and Hills	Flat/apartment	9 or more storey block		31
Adelaide - Central and Hills	Flat/apartment	9 or more storey block	0	65
Adelaide - Central and Hills	Flat/apartment	9 or more storey block	1	1035
Adelaide - Central and Hills	Flat/apartment	9 or more storey block	2	1672
Adelaide - Central and Hills	Flat/apartment	9 or more storey block	3	340
Adelaide - Central and Hills	Flat/apartment	9 or more storey block	4	10
Adelaide - Central and Hills	Flat/apartment	Attached to a house	1	8
Adelaide - Central and Hills	Flat/apartment	Attached to a house	2	8
Adelaide - Central and Hills	Flat/apartment	Attached to a house	3	6
Adelaide - Central and Hills	Flat/apartment	Attached to a house	4	8
Adelaide - Central and Hills	Flat/apartment	Attached to a house	5	5
Adelaide - Central and Hills	Separate house			573
Adelaide - Central and Hills	Separate house		0	63
Adelaide - Central and Hills	Separate house		1	800
Adelaide - Central and Hills	Separate house		2	8104
Adelaide - Central and Hills	Separate house		3	40636
Adelaide - Central and Hills	Separate house		4	25207
Adelaide - Central and Hills	Separate house		5	4944
Adelaide - Central and Hills	Separate house		6	930
Adelaide - North				32
Adelaide - North			0	19
Adelaide - North			1	72
Adelaide - North			2	52
Adelaide - North			3	130
Adelaide - North			4	59
Adelaide - North			6	5
Adelaide - North		1 storey		419
Adelaide - North		1 storey	0	79
Adelaide - North		1 storey	1	1229
Adelaide - North		1 storey	2	7767
Adelaide - North		1 storey	3	7435
Adelaide - North		1 storey	4	604
Adelaide - North		1 storey	5	77
Adelaide - North		1 storey	6	21
Adelaide - North		2 storeys or more		44
Adelaide - North		2 storeys or more	0	3
Adelaide - North		2 storeys or more	1	67
Adelaide - North		2 storeys or more	2	1029
Adelaide - North		2 storeys or more	3	2586
Adelaide - North		2 storeys or more	4	234
Adelaide - North		2 storeys or more	5	21
Adelaide - North		2 storeys or more	6	6
Adelaide - North	(Other)			23
Adelaide - North	(Other)		0	49
Adelaide - North	(Other)		1	176
Adelaide - North	(Other)		2	58
Adelaide - North	(Other)		3	36
Adelaide - North	(Other)		4	12
Adelaide - North	(Other)		5	4
Adelaide - North	Flat/apartment	1 or 2 storey block		131
Adelaide - North	Flat/apartment	1 or 2 storey block	0	37
Adelaide - North	Flat/apartment	1 or 2 storey block	1	892
Adelaide - North	Flat/apartment	1 or 2 storey block	2	2736
Adelaide - North	Flat/apartment	1 or 2 storey block	3	521
Adelaide - North	Flat/apartment	1 or 2 storey block	4	15
Adelaide - North	Flat/apartment	3 storey block		3
Adelaide - North	Flat/apartment	3 storey block	1	44
Adelaide - North	Flat/apartment	3 storey block	2	369
Adelaide - North	Flat/apartment	3 storey block	3	91
Adelaide - North	Flat/apartment	4-8 storey block		3
Adelaide - North	Flat/apartment	4-8 storey block	0	3
Adelaide - North	Flat/apartment	4-8 storey block	1	40
Adelaide - North	Flat/apartment	4-8 storey block	2	394
Adelaide - North	Flat/apartment	4-8 storey block	3	38
Adelaide - North	Flat/apartment	Attached to a house		3
Adelaide - North	Flat/apartment	Attached to a house	1	13
Adelaide - North	Flat/apartment	Attached to a house	2	14
Adelaide - North	Flat/apartment	Attached to a house	3	18
Adelaide - North	Flat/apartment	Attached to a house	4	3
Adelaide - North	Flat/apartment	Attached to a house	5	5
Adelaide - North	Separate house			1561
Adelaide - North	Separate house		0	106
Adelaide - North	Separate house		1	659
Adelaide - North	Separate house		2	7759
Adelaide - North	Separate house		3	85852
Adelaide - North	Separate house		4	36975
Adelaide - North	Separate house		5	5643
Adelaide - North	Separate house		6	998
Adelaide - South				18
Adelaide - South			0	14
Adelaide - South			1	51
Adelaide - South			2	67
Adelaide - South			3	78
Adelaide - South			4	34
Adelaide - South			5	4
Adelaide - South			6	5
Adelaide - South		1 storey		315
Adelaide - South		1 storey	0	31
Adelaide - South		1 storey	1	1362
Adelaide - South		1 storey	2	8736
Adelaide - South		1 storey	3	6193
Adelaide - South		1 storey	4	629
Adelaide - South		1 storey	5	61
Adelaide - South		1 storey	6	28
Adelaide - South		2 storeys or more		65
Adelaide - South		2 storeys or more	0	7
Adelaide - South		2 storeys or more	1	172
Adelaide - South		2 storeys or more	2	1177
Adelaide - South		2 storeys or more	3	2562
Adelaide - South		2 storeys or more	4	428
Adelaide - South		2 storeys or more	5	58
Adelaide - South		2 storeys or more	6	5
Adelaide - South	(Other)			23
Adelaide - South	(Other)		0	52
Adelaide - South	(Other)		1	203
Adelaide - South	(Other)		2	161
Adelaide - South	(Other)		3	58
Adelaide - South	(Other)		4	15
Adelaide - South	Flat/apartment	1 or 2 storey block		99
Adelaide - South	Flat/apartment	1 or 2 storey block	0	18
Adelaide - South	Flat/apartment	1 or 2 storey block	1	1203
Adelaide - South	Flat/apartment	1 or 2 storey block	2	4670
Adelaide - South	Flat/apartment	1 or 2 storey block	3	896
Adelaide - South	Flat/apartment	1 or 2 storey block	4	37
Adelaide - South	Flat/apartment	1 or 2 storey block	5	4
Adelaide - South	Flat/apartment	3 storey block		12
Adelaide - South	Flat/apartment	3 storey block	1	139
Adelaide - South	Flat/apartment	3 storey block	2	534
Adelaide - South	Flat/apartment	3 storey block	3	148
Adelaide - South	Flat/apartment	3 storey block	4	4
Adelaide - South	Flat/apartment	4-8 storey block		4
Adelaide - South	Flat/apartment	4-8 storey block	0	3
Adelaide - South	Flat/apartment	4-8 storey block	1	117
Adelaide - South	Flat/apartment	4-8 storey block	2	340
Adelaide - South	Flat/apartment	4-8 storey block	3	206
Adelaide - South	Flat/apartment	4-8 storey block	4	12
Adelaide - South	Flat/apartment	9 or more storey block		5
Adelaide - South	Flat/apartment	9 or more storey block	0	3
Adelaide - South	Flat/apartment	9 or more storey block	1	90
Adelaide - South	Flat/apartment	9 or more storey block	2	124
Adelaide - South	Flat/apartment	9 or more storey block	3	66
Adelaide - South	Flat/apartment	Attached to a house		4
Adelaide - South	Flat/apartment	Attached to a house	1	18
Adelaide - South	Flat/apartment	Attached to a house	2	17
Adelaide - South	Flat/apartment	Attached to a house	3	15
Adelaide - South	Flat/apartment	Attached to a house	4	8
Adelaide - South	Flat/apartment	Attached to a house	5	3
Adelaide - South	Separate house			965
Adelaide - South	Separate house		0	62
Adelaide - South	Separate house		1	715
Adelaide - South	Separate house		2	8637
Adelaide - South	Separate house		3	66915
Adelaide - South	Separate house		4	32402
Adelaide - South	Separate house		5	5452
Adelaide - South	Separate house		6	945
Adelaide - West				12
Adelaide - West			0	9
Adelaide - West			1	34
Adelaide - West			2	84
Adelaide - West			3	104
Adelaide - West			4	24
Adelaide - West			5	9
Adelaide - West			6	6
Adelaide - West		1 storey		257
Adelaide - West		1 storey	0	38
Adelaide - West		1 storey	1	1266
Adelaide - West		1 storey	2	7354
Adelaide - West		1 storey	3	5566
Adelaide - West		1 storey	4	551
Adelaide - West		1 storey	5	45
Adelaide - West		1 storey	6	16
Adelaide - West		2 storeys or more		63
Adelaide - West		2 storeys or more	0	5
Adelaide - West		2 storeys or more	1	227
Adelaide - West		2 storeys or more	2	2077
Adelaide - West		2 storeys or more	3	3867
Adelaide - West		2 storeys or more	4	701
Adelaide - West		2 storeys or more	5	83
Adelaide - West		2 storeys or more	6	17
Adelaide - West	(Other)			14
Adelaide - West	(Other)		0	15
Adelaide - West	(Other)		1	30
Adelaide - West	(Other)		2	62
Adelaide - West	(Other)		3	65
Adelaide - West	(Other)		4	26
Adelaide - West	(Other)		5	4
Adelaide - West	(Other)		6	4
Adelaide - West	Flat/apartment		0	3
Adelaide - West	Flat/apartment	1 or 2 storey block		104
Adelaide - West	Flat/apartment	1 or 2 storey block	0	41
Adelaide - West	Flat/apartment	1 or 2 storey block	1	1329
Adelaide - West	Flat/apartment	1 or 2 storey block	2	5608
Adelaide - West	Flat/apartment	1 or 2 storey block	3	644
Adelaide - West	Flat/apartment	1 or 2 storey block	4	56
Adelaide - West	Flat/apartment	1 or 2 storey block	5	6
Adelaide - West	Flat/apartment	1 or 2 storey block	6	9
Adelaide - West	Flat/apartment	3 storey block		18
Adelaide - West	Flat/apartment	3 storey block	0	12
Adelaide - West	Flat/apartment	3 storey block	1	125
Adelaide - West	Flat/apartment	3 storey block	2	939
Adelaide - West	Flat/apartment	3 storey block	3	96
Adelaide - West	Flat/apartment	3 storey block	4	4
Adelaide - West	Flat/apartment	3 storey block	6	5
Adelaide - West	Flat/apartment	4-8 storey block		19
Adelaide - West	Flat/apartment	4-8 storey block	0	3
Adelaide - West	Flat/apartment	4-8 storey block	1	322
Adelaide - West	Flat/apartment	4-8 storey block	2	1060
Adelaide - West	Flat/apartment	4-8 storey block	3	132
Adelaide - West	Flat/apartment	4-8 storey block	4	3
Adelaide - West	Flat/apartment	9 or more storey block	1	20
Adelaide - West	Flat/apartment	9 or more storey block	2	147
Adelaide - West	Flat/apartment	9 or more storey block	3	57
Adelaide - West	Flat/apartment	Attached to a house	1	24
Adelaide - West	Flat/apartment	Attached to a house	2	43
Adelaide - West	Flat/apartment	Attached to a house	3	32
Adelaide - West	Flat/apartment	Attached to a house	4	8
Adelaide - West	Flat/apartment	Attached to a house	6	3
Adelaide - West	Separate house			640
Adelaide - West	Separate house		0	59
Adelaide - West	Separate house		1	583
Adelaide - West	Separate house		2	8299
Adelaide - West	Separate house		3	38895
Adelaide - West	Separate house		4	14272
Adelaide - West	Separate house		5	2084
Adelaide - West	Separate house		6	401
Barossa - Yorke - Mid North				13
Barossa - Yorke - Mid North			0	4
Barossa - Yorke - Mid North			1	33
Barossa - Yorke - Mid North			2	20
Barossa - Yorke - Mid North			3	45
Barossa - Yorke - Mid North			4	20
Barossa - Yorke - Mid North			5	5
Barossa - Yorke - Mid North			6	4
Barossa - Yorke - Mid North		1 storey		70
Barossa - Yorke - Mid North		1 storey	0	8
Barossa - Yorke - Mid North		1 storey	1	424
Barossa - Yorke - Mid North		1 storey	2	867
Barossa - Yorke - Mid North		1 storey	3	923
Barossa - Yorke - Mid North		1 storey	4	83
Barossa - Yorke - Mid North		1 storey	5	15
Barossa - Yorke - Mid North		1 storey	6	3
Barossa - Yorke - Mid North		2 storeys or more	1	4
Barossa - Yorke - Mid North		2 storeys or more	2	11
Barossa - Yorke - Mid North		2 storeys or more	3	43
Barossa - Yorke - Mid North		2 storeys or more	4	28
Barossa - Yorke - Mid North		2 storeys or more	5	6
Barossa - Yorke - Mid North	(Other)			42
Barossa - Yorke - Mid North	(Other)		0	45
Barossa - Yorke - Mid North	(Other)		1	163
Barossa - Yorke - Mid North	(Other)		2	72
Barossa - Yorke - Mid North	(Other)		3	60
Barossa - Yorke - Mid North	(Other)		4	19
Barossa - Yorke - Mid North	(Other)		5	7
Barossa - Yorke - Mid North	(Other)		6	3
Barossa - Yorke - Mid North	Flat/apartment	1 or 2 storey block		12
Barossa - Yorke - Mid North	Flat/apartment	1 or 2 storey block	0	7
Barossa - Yorke - Mid North	Flat/apartment	1 or 2 storey block	1	97
Barossa - Yorke - Mid North	Flat/apartment	1 or 2 storey block	2	144
Barossa - Yorke - Mid North	Flat/apartment	1 or 2 storey block	3	24
Barossa - Yorke - Mid North	Flat/apartment	1 or 2 storey block	4	3
Barossa - Yorke - Mid North	Flat/apartment	Attached to a house	2	3
Barossa - Yorke - Mid North	Separate house			579
Barossa - Yorke - Mid North	Separate house		0	93
Barossa - Yorke - Mid North	Separate house		1	674
Barossa - Yorke - Mid North	Separate house		2	5681
Barossa - Yorke - Mid North	Separate house		3	22238
Barossa - Yorke - Mid North	Separate house		4	11527
Barossa - Yorke - Mid North	Separate house		5	1605
Barossa - Yorke - Mid North	Separate house		6	293
South Australia - Outback				18
South Australia - Outback			0	10
South Australia - Outback			1	37
South Australia - Outback			2	43
South Australia - Outback			3	55
South Australia - Outback			4	24
South Australia - Outback			5	6
South Australia - Outback			6	4
South Australia - Outback		1 storey		156
South Australia - Outback		1 storey	0	13
South Australia - Outback		1 storey	1	212
South Australia - Outback		1 storey	2	1083
South Australia - Outback		1 storey	3	3142
South Australia - Outback		1 storey	4	229
South Australia - Outback		1 storey	5	51
South Australia - Outback		1 storey	6	42
South Australia - Outback		2 storeys or more		3
South Australia - Outback		2 storeys or more	2	15
South Australia - Outback		2 storeys or more	3	88
South Australia - Outback		2 storeys or more	4	33
South Australia - Outback		2 storeys or more	5	4
South Australia - Outback	(Other)			35
South Australia - Outback	(Other)		0	44
South Australia - Outback	(Other)		1	101
South Australia - Outback	(Other)		2	51
South Australia - Outback	(Other)		3	59
South Australia - Outback	(Other)		4	29
South Australia - Outback	(Other)		5	6
South Australia - Outback	(Other)		6	5
South Australia - Outback	Flat/apartment	1 or 2 storey block		44
South Australia - Outback	Flat/apartment	1 or 2 storey block	0	15
South Australia - Outback	Flat/apartment	1 or 2 storey block	1	242
South Australia - Outback	Flat/apartment	1 or 2 storey block	2	683
South Australia - Outback	Flat/apartment	1 or 2 storey block	3	212
South Australia - Outback	Flat/apartment	1 or 2 storey block	4	20
South Australia - Outback	Flat/apartment	1 or 2 storey block	5	3
South Australia - Outback	Flat/apartment	3 storey block	1	6
South Australia - Outback	Flat/apartment	3 storey block	2	35
South Australia - Outback	Flat/apartment	Attached to a house		3
South Australia - Outback	Flat/apartment	Attached to a house	1	3
South Australia - Outback	Flat/apartment	Attached to a house	2	5
South Australia - Outback	Flat/apartment	Attached to a house	3	19
South Australia - Outback	Flat/apartment	Attached to a house	4	9
South Australia - Outback	Separate house			418
South Australia - Outback	Separate house		0	72
South Australia - Outback	Separate house		1	575
South Australia - Outback	Separate house		2	3058
South Australia - Outback	Separate house		3	13802
South Australia - Outback	Separate house		4	5875
South Australia - Outback	Separate house		5	819
South Australia - Outback	Separate house		6	147
South Australia - South East				33
South Australia - South East			0	19
South Australia - South East			1	43
South Australia - South East			2	61
South Australia - South East			3	91
South Australia - South East			4	44
South Australia - South East			5	5
South Australia - South East			6	7
South Australia - South East		1 storey		142
South Australia - South East		1 storey	0	17
South Australia - South East		1 storey	1	543
South Australia - South East		1 storey	2	2617
South Australia - South East		1 storey	3	1776
South Australia - South East		1 storey	4	126
South Australia - South East		1 storey	5	20
South Australia - South East		1 storey	6	11
South Australia - South East		2 storeys or more		4
South Australia - South East		2 storeys or more	1	20
South Australia - South East		2 storeys or more	2	75
South Australia - South East		2 storeys or more	3	145
South Australia - South East		2 storeys or more	4	29
South Australia - South East		2 storeys or more	5	5
South Australia - South East		2 storeys or more	6	7
South Australia - South East	(Other)			29
South Australia - South East	(Other)		0	57
South Australia - South East	(Other)		1	236
South Australia - South East	(Other)		2	139
South Australia - South East	(Other)		3	146
South Australia - South East	(Other)		4	47
South Australia - South East	(Other)		5	13
South Australia - South East	(Other)		6	3
South Australia - South East	Flat/apartment	1 or 2 storey block		43
South Australia - South East	Flat/apartment	1 or 2 storey block	0	8
South Australia - South East	Flat/apartment	1 or 2 storey block	1	318
South Australia - South East	Flat/apartment	1 or 2 storey block	2	964
South Australia - South East	Flat/apartment	1 or 2 storey block	3	207
South Australia - South East	Flat/apartment	1 or 2 storey block	4	19
South Australia - South East	Flat/apartment	1 or 2 storey block	6	5
South Australia - South East	Flat/apartment	3 storey block	1	22
South Australia - South East	Flat/apartment	3 storey block	2	28
South Australia - South East	Flat/apartment	3 storey block	3	14
South Australia - South East	Flat/apartment	3 storey block	4	6
South Australia - South East	Flat/apartment	4-8 storey block	2	20
South Australia - South East	Flat/apartment	4-8 storey block	3	10
South Australia - South East	Flat/apartment	Attached to a house	1	4
South Australia - South East	Flat/apartment	Attached to a house	2	3
South Australia - South East	Flat/apartment	Attached to a house	3	3
South Australia - South East	Separate house			1045
South Australia - South East	Separate house		0	166
South Australia - South East	Separate house		1	1205
South Australia - South East	Separate house		2	8698
South Australia - South East	Separate house		3	37690
South Australia - South East	Separate house		4	17665
South Australia - South East	Separate house		5	2424
South Australia - South East	Separate house		6	503
Bunbury				34
Bunbury			0	6
Bunbury			1	22
Bunbury			2	39
Bunbury			3	37
Bunbury			4	34
Bunbury			5	9
Bunbury			6	20
Bunbury		1 storey		163
Bunbury		1 storey	0	13
Bunbury		1 storey	1	610
Bunbury		1 storey	2	1967
Bunbury		1 storey	3	1813
Bunbury		1 storey	4	223
Bunbury		1 storey	5	15
Bunbury		1 storey	6	12
Bunbury		2 storeys or more		15
Bunbury		2 storeys or more	1	62
Bunbury		2 storeys or more	2	161
Bunbury		2 storeys or more	3	403
Bunbury		2 storeys or more	4	106
Bunbury		2 storeys or more	5	16
Bunbury	(Other)			58
Bunbury	(Other)		0	85
Bunbury	(Other)		1	316
Bunbury	(Other)		2	246
Bunbury	(Other)		3	71
Bunbury	(Other)		4	51
Bunbury	(Other)		5	4
Bunbury	(Other)		6	4
Bunbury	Flat/apartment		0	3
Bunbury	Flat/apartment	1 or 2 storey block		20
Bunbury	Flat/apartment	1 or 2 storey block	0	8
Bunbury	Flat/apartment	1 or 2 storey block	1	163
Bunbury	Flat/apartment	1 or 2 storey block	2	306
Bunbury	Flat/apartment	1 or 2 storey block	3	149
Bunbury	Flat/apartment	1 or 2 storey block	4	14
Bunbury	Flat/apartment	1 or 2 storey block	6	5
Bunbury	Flat/apartment	3 storey block	1	10
Bunbury	Flat/apartment	3 storey block	2	64
Bunbury	Flat/apartment	3 storey block	3	26
Bunbury	Flat/apartment	4-8 storey block	1	4
Bunbury	Flat/apartment	4-8 storey block	2	26
Bunbury	Flat/apartment	4-8 storey block	3	6
Bunbury	Flat/apartment	9 or more storey block	2	10
Bunbury	Flat/apartment	9 or more storey block	3	20
Bunbury	Flat/apartment	Attached to a house	1	14
Bunbury	Flat/apartment	Attached to a house	2	10
Bunbury	Flat/apartment	Attached to a house	3	7
Bunbury	Flat/apartment	Attached to a house	4	9
Bunbury	Separate house			832
Bunbury	Separate house		0	132
Bunbury	Separate house		1	794
Bunbury	Separate house		2	4616
Bunbury	Separate house		3	23691
Bunbury	Separate house		4	28552
Bunbury	Separate house		5	3225
Bunbury	Separate house		6	629
Mandurah				6
Mandurah			1	5
Mandurah			2	16
Mandurah			3	11
Mandurah			4	8
Mandurah		1 storey		114
Mandurah		1 storey	0	7
Mandurah		1 storey	1	406
Mandurah		1 storey	2	1588
Mandurah		1 storey	3	1538
Mandurah		1 storey	4	72
Mandurah		1 storey	5	9
Mandurah		1 storey	6	8
Mandurah		2 storeys or more		8
Mandurah		2 storeys or more	0	3
Mandurah		2 storeys or more	1	46
Mandurah		2 storeys or more	2	313
Mandurah		2 storeys or more	3	639
Mandurah		2 storeys or more	4	61
Mandurah		2 storeys or more	5	7
Mandurah	(Other)			37
Mandurah	(Other)		0	33
Mandurah	(Other)		1	196
Mandurah	(Other)		2	118
Mandurah	(Other)		3	21
Mandurah	(Other)		4	9
Mandurah	Flat/apartment	1 or 2 storey block		19
Mandurah	Flat/apartment	1 or 2 storey block	1	103
Mandurah	Flat/apartment	1 or 2 storey block	2	213
Mandurah	Flat/apartment	1 or 2 storey block	3	91
Mandurah	Flat/apartment	3 storey block	1	5
Mandurah	Flat/apartment	3 storey block	2	56
Mandurah	Flat/apartment	3 storey block	3	119
Mandurah	Flat/apartment	3 storey block	4	12
Mandurah	Flat/apartment	3 storey block	5	4
Mandurah	Flat/apartment	4-8 storey block		8
Mandurah	Flat/apartment	4-8 storey block	1	7
Mandurah	Flat/apartment	4-8 storey block	2	66
Mandurah	Flat/apartment	4-8 storey block	3	115
Mandurah	Flat/apartment	9 or more storey block	2	48
Mandurah	Flat/apartment	9 or more storey block	3	103
Mandurah	Flat/apartment	Attached to a house	1	6
Mandurah	Flat/apartment	Attached to a house	2	22
Mandurah	Flat/apartment	Attached to a house	3	3
Mandurah	Flat/apartment	Attached to a house	4	7
Mandurah	Separate house			463
Mandurah	Separate house		0	47
Mandurah	Separate house		1	404
Mandurah	Separate house		2	2412
Mandurah	Separate house		3	11544
Mandurah	Separate house		4	18314
Mandurah	Separate house		5	1922
Mandurah	Separate house		6	339
Perth - Inner				15
Perth - Inner			0	3
Perth - Inner			1	21
Perth - Inner			2	21
Perth - Inner			3	16
Perth - Inner			4	7
Perth - Inner			6	4
Perth - Inner		1 storey		49
Perth - Inner		1 storey	0	14
Perth - Inner		1 storey	1	379
Perth - Inner		1 storey	2	1846
Perth - Inner		1 storey	3	1826
Perth - Inner		1 storey	4	319
Perth - Inner		1 storey	5	33
Perth - Inner		1 storey	6	9
Perth - Inner		2 storeys or more		44
Perth - Inner		2 storeys or more	0	16
Perth - Inner		2 storeys or more	1	471
Perth - Inner		2 storeys or more	2	2080
Perth - Inner		2 storeys or more	3	3534
Perth - Inner		2 storeys or more	4	569
Perth - Inner		2 storeys or more	5	44
Perth - Inner		2 storeys or more	6	9
Perth - Inner	(Other)		1	17
Perth - Inner	(Other)		2	40
Perth - Inner	(Other)		3	12
Perth - Inner	(Other)		4	12
Perth - Inner	Flat/apartment	1 or 2 storey block		56
Perth - Inner	Flat/apartment	1 or 2 storey block	0	27
Perth - Inner	Flat/apartment	1 or 2 storey block	1	1205
Perth - Inner	Flat/apartment	1 or 2 storey block	2	2766
Perth - Inner	Flat/apartment	1 or 2 storey block	3	470
Perth - Inner	Flat/apartment	1 or 2 storey block	4	30
Perth - Inner	Flat/apartment	1 or 2 storey block	6	10
Perth - Inner	Flat/apartment	3 storey block		100
Perth - Inner	Flat/apartment	3 storey block	0	167
Perth - Inner	Flat/apartment	3 storey block	1	2384
Perth - Inner	Flat/apartment	3 storey block	2	3586
Perth - Inner	Flat/apartment	3 storey block	3	786
Perth - Inner	Flat/apartment	3 storey block	4	37
Perth - Inner	Flat/apartment	3 storey block	5	3
Perth - Inner	Flat/apartment	3 storey block	6	4
Perth - Inner	Flat/apartment	4-8 storey block		94
Perth - Inner	Flat/apartment	4-8 storey block	0	164
Perth - Inner	Flat/apartment	4-8 storey block	1	2839
Perth - Inner	Flat/apartment	4-8 storey block	2	4388
Perth - Inner	Flat/apartment	4-8 storey block	3	1102
Perth - Inner	Flat/apartment	4-8 storey block	4	41
Perth - Inner	Flat/apartment	4-8 storey block	5	4
Perth - Inner	Flat/apartment	4-8 storey block	6	3
Perth - Inner	Flat/apartment	9 or more storey block		71
Perth - Inner	Flat/apartment	9 or more storey block	0	123
Perth - Inner	Flat/apartment	9 or more storey block	1	1456
Perth - Inner	Flat/apartment	9 or more storey block	2	3461
Perth - Inner	Flat/apartment	9 or more storey block	3	919
Perth - Inner	Flat/apartment	9 or more storey block	4	29
Perth - Inner	Flat/apartment	9 or more storey block	6	7
Perth - Inner	Flat/apartment	Attached to a house	1	12
Perth - Inner	Flat/apartment	Attached to a house	2	9
Perth - Inner	Flat/apartment	Attached to a house	3	7
Perth - Inner	Flat/apartment	Attached to a house	4	8
Perth - Inner	Separate house			200
Perth - Inner	Separate house		0	20
Perth - Inner	Separate house		1	267
Perth - Inner	Separate house		2	3671
Perth - Inner	Separate house		3	13450
Perth - Inner	Separate house		4	12797
Perth - Inner	Separate house		5	3883
Perth - Inner	Separate house		6	704
Perth - North East				22
Perth - North East			0	4
Perth - North East			1	9
Perth - North East			2	16
Perth - North East			3	37
Perth - North East			4	27
Perth - North East			5	8
Perth - North East			6	6
Perth - North East		1 storey		169
Perth - North East		1 storey	0	9
Perth - North East		1 storey	1	669
Perth - North East		1 storey	2	2784
Perth - North East		1 storey	3	4341
Perth - North East		1 storey	4	460
Perth - North East		1 storey	5	29
Perth - North East		1 storey	6	9
Perth - North East		2 storeys or more		48
Perth - North East		2 storeys or more	0	5
Perth - North East		2 storeys or more	1	270
Perth - North East		2 storeys or more	2	1228
Perth - North East		2 storeys or more	3	1294
Perth - North East		2 storeys or more	4	195
Perth - North East		2 storeys or more	5	13
Perth - North East		2 storeys or more	6	3
Perth - North East	(Other)			12
Perth - North East	(Other)		0	33
Perth - North East	(Other)		1	102
Perth - North East	(Other)		2	87
Perth - North East	(Other)		3	17
Perth - North East	(Other)		4	7
Perth - North East	(Other)		5	4
Perth - North East	Flat/apartment		0	3
Perth - North East	Flat/apartment	1 or 2 storey block		30
Perth - North East	Flat/apartment	1 or 2 storey block	0	8
Perth - North East	Flat/apartment	1 or 2 storey block	1	320
Perth - North East	Flat/apartment	1 or 2 storey block	2	1169
Perth - North East	Flat/apartment	1 or 2 storey block	3	367
Perth - North East	Flat/apartment	1 or 2 storey block	4	6
Perth - North East	Flat/apartment	3 storey block		20
Perth - North East	Flat/apartment	3 storey block	0	3
Perth - North East	Flat/apartment	3 storey block	1	191
Perth - North East	Flat/apartment	3 storey block	2	676
Perth - North East	Flat/apartment	3 storey block	3	61
Perth - North East	Flat/apartment	4-8 storey block		11
Perth - North East	Flat/apartment	4-8 storey block	0	3
Perth - North East	Flat/apartment	4-8 storey block	1	224
Perth - North East	Flat/apartment	4-8 storey block	2	299
Perth - North East	Flat/apartment	4-8 storey block	3	11
Perth - North East	Flat/apartment	9 or more storey block		8
Perth - North East	Flat/apartment	9 or more storey block	1	153
Perth - North East	Flat/apartment	9 or more storey block	2	141
Perth - North East	Flat/apartment	9 or more storey block	3	25
Perth - North East	Flat/apartment	Attached to a house		3
Perth - North East	Flat/apartment	Attached to a house	1	30
Perth - North East	Flat/apartment	Attached to a house	2	39
Perth - North East	Flat/apartment	Attached to a house	3	11
