SA4_NAME21	Age	NeedsAssistance	Sex	persons
Central West	55-64	1	F	760
Central West	55-64	1	M	788
Central West	65-74		F	705
Central West	65-74		M	893
Central West	65-74	0	F	10509
Central West	65-74	0	M	10398
Central West	65-74	1	F	1049
Central West	65-74	1	M	1094
Central West	75-84		F	529
Central West	75-84		M	529
Central West	75-84	0	F	5544
Central West	75-84	0	M	5277
Central West	75-84	1	F	1445
Central West	75-84	1	M	1159
Central West	85+		F	308
Central West	85+		M	166
Central West	85+	0	F	1389
Central West	85+	0	M	1087
Central West	85+	1	F	1722
Central West	85+	1	M	831
Coffs Harbour - Grafton	0-4		F	254
Coffs Harbour - Grafton	0-4		M	251
Coffs Harbour - Grafton	0-4	0	F	3282
Coffs Harbour - Grafton	0-4	0	M	3274
Coffs Harbour - Grafton	0-4	1	F	34
Coffs Harbour - Grafton	0-4	1	M	73
Coffs Harbour - Grafton	5-14		F	607
Coffs Harbour - Grafton	5-14		M	630
Coffs Harbour - Grafton	5-14	0	F	7688
Coffs Harbour - Grafton	5-14	0	M	7823
Coffs Harbour - Grafton	5-14	1	F	290
Coffs Harbour - Grafton	5-14	1	M	613
Coffs Harbour - Grafton	15-19		F	277
Coffs Harbour - Grafton	15-19		M	289
Coffs Harbour - Grafton	15-19	0	F	3447
Coffs Harbour - Grafton	15-19	0	M	3567
Coffs Harbour - Grafton	15-19	1	F	119
Coffs Harbour - Grafton	15-19	1	M	240
Coffs Harbour - Grafton	20-24		F	211
Coffs Harbour - Grafton	20-24		M	336
Coffs Harbour - Grafton	20-24	0	F	2787
Coffs Harbour - Grafton	20-24	0	M	2802
Coffs Harbour - Grafton	20-24	1	F	81
Coffs Harbour - Grafton	20-24	1	M	153
Coffs Harbour - Grafton	25-34		F	608
Coffs Harbour - Grafton	25-34		M	924
Coffs Harbour - Grafton	25-34	0	F	6805
Coffs Harbour - Grafton	25-34	0	M	6260
Coffs Harbour - Grafton	25-34	1	F	204
Coffs Harbour - Grafton	25-34	1	M	234
Coffs Harbour - Grafton	35-44		F	609
Coffs Harbour - Grafton	35-44		M	836
Coffs Harbour - Grafton	35-44	0	F	7375
Coffs Harbour - Grafton	35-44	0	M	6640
Coffs Harbour - Grafton	35-44	1	F	263
Coffs Harbour - Grafton	35-44	1	M	256
Coffs Harbour - Grafton	45-54		F	590
Coffs Harbour - Grafton	45-54		M	767
Coffs Harbour - Grafton	45-54	0	F	8451
Coffs Harbour - Grafton	45-54	0	M	7479
Coffs Harbour - Grafton	45-54	1	F	426
Coffs Harbour - Grafton	45-54	1	M	388
Coffs Harbour - Grafton	55-64		F	549
Coffs Harbour - Grafton	55-64		M	685
Coffs Harbour - Grafton	55-64	0	F	9831
Coffs Harbour - Grafton	55-64	0	M	8788
Coffs Harbour - Grafton	55-64	1	F	679
Coffs Harbour - Grafton	55-64	1	M	718
Coffs Harbour - Grafton	65-74		F	513
Coffs Harbour - Grafton	65-74		M	545
Coffs Harbour - Grafton	65-74	0	F	9002
Coffs Harbour - Grafton	65-74	0	M	8720
Coffs Harbour - Grafton	65-74	1	F	880
Coffs Harbour - Grafton	65-74	1	M	980
Coffs Harbour - Grafton	75-84		F	427
Coffs Harbour - Grafton	75-84		M	341
Coffs Harbour - Grafton	75-84	0	F	4437
Coffs Harbour - Grafton	75-84	0	M	4167
Coffs Harbour - Grafton	75-84	1	F	1177
Coffs Harbour - Grafton	75-84	1	M	949
Coffs Harbour - Grafton	85+		F	317
Coffs Harbour - Grafton	85+		M	173
Coffs Harbour - Grafton	85+	0	F	1019
Coffs Harbour - Grafton	85+	0	M	910
Coffs Harbour - Grafton	85+	1	F	1385
Coffs Harbour - Grafton	85+	1	M	675
Far West and Orana	0-4		F	426
Far West and Orana	0-4		M	462
Far West and Orana	0-4	0	F	3244
Far West and Orana	0-4	0	M	3374
Far West and Orana	0-4	1	F	32
Far West and Orana	0-4	1	M	59
Far West and Orana	5-14		F	928
Far West and Orana	5-14		M	1047
Far West and Orana	5-14	0	F	6329
Far West and Orana	5-14	0	M	6349
Far West and Orana	5-14	1	F	206
Far West and Orana	5-14	1	M	451
Far West and Orana	15-19		F	356
Far West and Orana	15-19		M	460
Far West and Orana	15-19	0	F	2691
Far West and Orana	15-19	0	M	2780
Far West and Orana	15-19	1	F	81
Far West and Orana	15-19	1	M	172
Far West and Orana	20-24		F	346
Far West and Orana	20-24		M	444
Far West and Orana	20-24	0	F	2534
Far West and Orana	20-24	0	M	2485
Far West and Orana	20-24	1	F	63
Far West and Orana	20-24	1	M	110
Far West and Orana	25-34		F	896
Far West and Orana	25-34		M	1128
Far West and Orana	25-34	0	F	6866
Far West and Orana	25-34	0	M	6281
Far West and Orana	25-34	1	F	146
Far West and Orana	25-34	1	M	167
Far West and Orana	35-44		F	824
Far West and Orana	35-44		M	936
Far West and Orana	35-44	0	F	5667
Far West and Orana	35-44	0	M	5220
Far West and Orana	35-44	1	F	154
Far West and Orana	35-44	1	M	178
Far West and Orana	45-54		F	750
Far West and Orana	45-54		M	859
Far West and Orana	45-54	0	F	5788
Far West and Orana	45-54	0	M	5457
Far West and Orana	45-54	1	F	313
Far West and Orana	45-54	1	M	296
Far West and Orana	55-64		F	728
Far West and Orana	55-64		M	834
Far West and Orana	55-64	0	F	6461
Far West and Orana	55-64	0	M	6251
Far West and Orana	55-64	1	F	472
Far West and Orana	55-64	1	M	477
Far West and Orana	65-74		F	569
Far West and Orana	65-74		M	663
Far West and Orana	65-74	0	F	5081
Far West and Orana	65-74	0	M	5097
Far West and Orana	65-74	1	F	556
Far West and Orana	65-74	1	M	659
Far West and Orana	75-84		F	474
Far West and Orana	75-84		M	421
Far West and Orana	75-84	0	F	2724
Far West and Orana	75-84	0	M	2451
Far West and Orana	75-84	1	F	778
Far West and Orana	75-84	1	M	652
Far West and Orana	85+		F	288
Far West and Orana	85+		M	162
Far West and Orana	85+	0	F	655
Far West and Orana	85+	0	M	534
Far West and Orana	85+	1	F	814
Far West and Orana	85+	1	M	406
Hunter Valley exc Newcastle	0-4		F	438
Hunter Valley exc Newcastle	0-4		M	455
Hunter Valley exc Newcastle	0-4	0	F	8030
Hunter Valley exc Newcastle	0-4	0	M	8350
Hunter Valley exc Newcastle	0-4	1	F	112
Hunter Valley exc Newcastle	0-4	1	M	197
Hunter Valley exc Newcastle	5-14		F	1008
Hunter Valley exc Newcastle	5-14		M	1121
Hunter Valley exc Newcastle	5-14	0	F	17189
Hunter Valley exc Newcastle	5-14	0	M	17337
Hunter Valley exc Newcastle	5-14	1	F	877
Hunter Valley exc Newcastle	5-14	1	M	1788
Hunter Valley exc Newcastle	15-19		F	405
Hunter Valley exc Newcastle	15-19		M	512
Hunter Valley exc Newcastle	15-19	0	F	7664
Hunter Valley exc Newcastle	15-19	0	M	8116
Hunter Valley exc Newcastle	15-19	1	F	312
Hunter Valley exc Newcastle	15-19	1	M	572
Hunter Valley exc Newcastle	20-24		F	394
Hunter Valley exc Newcastle	20-24		M	640
Hunter Valley exc Newcastle	20-24	0	F	7234
Hunter Valley exc Newcastle	20-24	0	M	7322
Hunter Valley exc Newcastle	20-24	1	F	232
Hunter Valley exc Newcastle	20-24	1	M	370
Hunter Valley exc Newcastle	25-34		F	884
Hunter Valley exc Newcastle	25-34		M	1561
Hunter Valley exc Newcastle	25-34	0	F	17100
Hunter Valley exc Newcastle	25-34	0	M	16025
Hunter Valley exc Newcastle	25-34	1	F	434
Hunter Valley exc Newcastle	25-34	1	M	505
Hunter Valley exc Newcastle	35-44		F	839
Hunter Valley exc Newcastle	35-44		M	1378
Hunter Valley exc Newcastle	35-44	0	F	16388
Hunter Valley exc Newcastle	35-44	0	M	15544
Hunter Valley exc Newcastle	35-44	1	F	569
Hunter Valley exc Newcastle	35-44	1	M	506
Hunter Valley exc Newcastle	45-54		F	794
Hunter Valley exc Newcastle	45-54		M	1197
Hunter Valley exc Newcastle	45-54	0	F	16791
Hunter Valley exc Newcastle	45-54	0	M	15847
Hunter Valley exc Newcastle	45-54	1	F	864
Hunter Valley exc Newcastle	45-54	1	M	738
Hunter Valley exc Newcastle	55-64		F	780
Hunter Valley exc Newcastle	55-64		M	1067
Hunter Valley exc Newcastle	55-64	0	F	16793
Hunter Valley exc Newcastle	55-64	0	M	15902
Hunter Valley exc Newcastle	55-64	1	F	1295
Hunter Valley exc Newcastle	55-64	1	M	1160
Hunter Valley exc Newcastle	65-74		F	712
Hunter Valley exc Newcastle	65-74		M	826
Hunter Valley exc Newcastle	65-74	0	F	14273
Hunter Valley exc Newcastle	65-74	0	M	13610
Hunter Valley exc Newcastle	65-74	1	F	1593
Hunter Valley exc Newcastle	65-74	1	M	1639
Hunter Valley exc Newcastle	75-84		F	564
Hunter Valley exc Newcastle	75-84		M	571
Hunter Valley exc Newcastle	75-84	0	F	6689
Hunter Valley exc Newcastle	75-84	0	M	6500
Hunter Valley exc Newcastle	75-84	1	F	1877
Hunter Valley exc Newcastle	75-84	1	M	1530
Hunter Valley exc Newcastle	85+		F	402
Hunter Valley exc Newcastle	85+		M	231
Hunter Valley exc Newcastle	85+	0	F	1391
Hunter Valley exc Newcastle	85+	0	M	1135
Hunter Valley exc Newcastle	85+	1	F	1870
Hunter Valley exc Newcastle	85+	1	M	892
Illawarra	0-4		F	378
Illawarra	0-4		M	425
Illawarra	0-4	0	F	8153
Illawarra	0-4	0	M	8612
Illawarra	0-4	1	F	75
Illawarra	0-4	1	M	185
Illawarra	5-14		F	883
Illawarra	5-14		M	904
Illawarra	5-14	0	F	17067
Illawarra	5-14	0	M	17587
Illawarra	5-14	1	F	611
Illawarra	5-14	1	M	1239
Illawarra	15-19		F	450
Illawarra	15-19		M	458
Illawarra	15-19	0	F	8701
Illawarra	15-19	0	M	8813
Illawarra	15-19	1	F	268
Illawarra	15-19	1	M	429
Illawarra	20-24		F	462
Illawarra	20-24		M	537
Illawarra	20-24	0	F	9774
Illawarra	20-24	0	M	9955
Illawarra	20-24	1	F	255
Illawarra	20-24	1	M	351
Illawarra	25-34		F	924
Illawarra	25-34		M	977
Illawarra	25-34	0	F	18738
Illawarra	25-34	0	M	18410
Illawarra	25-34	1	F	434
Illawarra	25-34	1	M	519
Illawarra	35-44		F	839
Illawarra	35-44		M	840
Illawarra	35-44	0	F	18412
Illawarra	35-44	0	M	17421
Illawarra	35-44	1	F	530
Illawarra	35-44	1	M	526
Illawarra	45-54		F	730
Illawarra	45-54		M	831
Illawarra	45-54	0	F	18520
Illawarra	45-54	0	M	17561
Illawarra	45-54	1	F	908
Illawarra	45-54	1	M	732
Illawarra	55-64		F	689
Illawarra	55-64		M	751
Illawarra	55-64	0	F	18234
Illawarra	55-64	0	M	17141
Illawarra	55-64	1	F	1239
Illawarra	55-64	1	M	1100
Illawarra	65-74		F	678
Illawarra	65-74		M	684
Illawarra	65-74	0	F	14464
Illawarra	65-74	0	M	13237
Illawarra	65-74	1	F	1700
Illawarra	65-74	1	M	1547
Illawarra	75-84		F	653
Illawarra	75-84		M	545
Illawarra	75-84	0	F	7366
Illawarra	75-84	0	M	6801
Illawarra	75-84	1	F	2598
Illawarra	75-84	1	M	1779
Illawarra	85+		F	660
Illawarra	85+		M	412
Illawarra	85+	0	F	1705
Illawarra	85+	0	M	1412
Illawarra	85+	1	F	2668
Illawarra	85+	1	M	1363
Mid North Coast	0-4		F	386
Mid North Coast	0-4		M	412
Mid North Coast	0-4	0	F	4546
Mid North Coast	0-4	0	M	4655
Mid North Coast	0-4	1	F	72
Mid North Coast	0-4	1	M	119
Mid North Coast	5-14		F	996
Mid North Coast	5-14		M	972
Mid North Coast	5-14	0	F	11042
Mid North Coast	5-14	0	M	10965
Mid North Coast	5-14	1	F	568
Mid North Coast	5-14	1	M	1106
Mid North Coast	15-19		F	387
Mid North Coast	15-19		M	455
Mid North Coast	15-19	0	F	5320
Mid North Coast	15-19	0	M	5403
Mid North Coast	15-19	1	F	235
Mid North Coast	15-19	1	M	402
Mid North Coast	20-24		F	308
Mid North Coast	20-24		M	452
Mid North Coast	20-24	0	F	4050
Mid North Coast	20-24	0	M	4112
Mid North Coast	20-24	1	F	168
Mid North Coast	20-24	1	M	263
Mid North Coast	25-34		F	769
Mid North Coast	25-34		M	987
Mid North Coast	25-34	0	F	9125
Mid North Coast	25-34	0	M	8158
Mid North Coast	25-34	1	F	328
Mid North Coast	25-34	1	M	410
Mid North Coast	35-44		F	759
Mid North Coast	35-44		M	928
Mid North Coast	35-44	0	F	10155
Mid North Coast	35-44	0	M	8961
Mid North Coast	35-44	1	F	399
Mid North Coast	35-44	1	M	420
Mid North Coast	45-54		F	781
Mid North Coast	45-54		M	916
Mid North Coast	45-54	0	F	12522
Mid North Coast	45-54	0	M	11174
Mid North Coast	45-54	1	F	705
Mid North Coast	45-54	1	M	703
Mid North Coast	55-64		F	937
Mid North Coast	55-64		M	1062
Mid North Coast	55-64	0	F	16200
Mid North Coast	55-64	0	M	14065
Mid North Coast	55-64	1	F	1253
Mid North Coast	55-64	1	M	1275
Mid North Coast	65-74		F	974
Mid North Coast	65-74		M	1021
Mid North Coast	65-74	0	F	16223
Mid North Coast	65-74	0	M	15688
Mid North Coast	65-74	1	F	1699
Mid North Coast	65-74	1	M	1925
Mid North Coast	75-84		F	694
Mid North Coast	75-84		M	621
Mid North Coast	75-84	0	F	8643
Mid North Coast	75-84	0	M	8381
Mid North Coast	75-84	1	F	2315
Mid North Coast	75-84	1	M	1907
Mid North Coast	85+		F	455
Mid North Coast	85+		M	261
Mid North Coast	85+	0	F	2073
Mid North Coast	85+	0	M	1799
Mid North Coast	85+	1	F	2614
Mid North Coast	85+	1	M	1338
Murray	0-4		F	279
Murray	0-4		M	288
Murray	0-4	0	F	3168
Murray	0-4	0	M	3292
Murray	0-4	1	F	33
Murray	0-4	1	M	74
Murray	5-14		F	564
Murray	5-14		M	677
Murray	5-14	0	F	6543
Murray	5-14	0	M	6609
Murray	5-14	1	F	232
Murray	5-14	1	M	534
Murray	15-19		F	263
Murray	15-19		M	288
Murray	15-19	0	F	3124
Murray	15-19	0	M	3136
Murray	15-19	1	F	103
Murray	15-19	1	M	179
Murray	20-24		F	222
Murray	20-24		M	261
Murray	20-24	0	F	2764
Murray	20-24	0	M	2760
Murray	20-24	1	F	89
Murray	20-24	1	M	129
Murray	25-34		F	532
Murray	25-34		M	567
Murray	25-34	0	F	6244
Murray	25-34	0	M	5961
Murray	25-34	1	F	166
Murray	25-34	1	M	212
Murray	35-44		F	528
Murray	35-44		M	538
Murray	35-44	0	F	6347
Murray	35-44	0	M	5818
Murray	35-44	1	F	168
Murray	35-44	1	M	172
Murray	45-54		F	492
Murray	45-54		M	611
Murray	45-54	0	F	6778
Murray	45-54	0	M	6322
Murray	45-54	1	F	316
Murray	45-54	1	M	296
Murray	55-64		F	577
Murray	55-64		M	624
Murray	55-64	0	F	7700
Murray	55-64	0	M	7178
Murray	55-64	1	F	465
Murray	55-64	1	M	476
Murray	65-74		F	504
Murray	65-74		M	582
Murray	65-74	0	F	6810
Murray	65-74	0	M	6823
Murray	65-74	1	F	701
Murray	65-74	1	M	735
Murray	75-84		F	387
Murray	75-84		M	314
Murray	75-84	0	F	3582
Murray	75-84	0	M	3386
Murray	75-84	1	F	918
Murray	75-84	1	M	688
Murray	85+		F	166
Murray	85+		M	151
Murray	85+	0	F	834
Murray	85+	0	M	722
Murray	85+	1	F	1032
Murray	85+	1	M	509
New England and North West	0-4		F	489
New England and North West	0-4		M	529
New England and North West	0-4	0	F	4480
New England and North West	0-4	0	M	5021
New England and North West	0-4	1	F	55
New England and North West	0-4	1	M	109
New England and North West	5-14		F	1308
New England and North West	5-14		M	1308
New England and North West	5-14	0	F	10518
New England and North West	5-14	0	M	10537
New England and North West	5-14	1	F	351
New England and North West	5-14	1	M	785
New England and North West	15-19		F	663
New England and North West	15-19		M	607
New England and North West	15-19	0	F	4970
New England and North West	15-19	0	M	4919
New England and North West	15-19	1	F	156
New England and North West	15-19	1	M	242
New England and North West	20-24		F	591
New England and North West	20-24		M	653
New England and North West	20-24	0	F	4325
New England and North West	20-24	0	M	4321
New England and North West	20-24	1	F	134
New England and North West	20-24	1	M	192
New England and North West	25-34		F	1078
New England and North West	25-34		M	1144
New England and North West	25-34	0	F	9987
New England and North West	25-34	0	M	9238
New England and North West	25-34	1	F	235
New England and North West	25-34	1	M	268
New England and North West	35-44		F	992
New England and North West	35-44		M	1047
New England and North West	35-44	0	F	9209
New England and North West	35-44	0	M	8508
New England and North West	35-44	1	F	285
New England and North West	35-44	1	M	294
New England and North West	45-54		F	1034
New England and North West	45-54		M	1097
New England and North West	45-54	0	F	9788
New England and North West	45-54	0	M	9177
New England and North West	45-54	1	F	474
New England and North West	45-54	1	M	454
New England and North West	55-64		F	1016
New England and North West	55-64		M	1105
New England and North West	55-64	0	F	10782
New England and North West	55-64	0	M	10209
New England and North West	55-64	1	F	746
New England and North West	55-64	1	M	730
New England and North West	65-74		F	816
New England and North West	65-74		M	912
New England and North West	65-74	0	F	8987
New England and North West	65-74	0	M	8883
New England and North West	65-74	1	F	937
New England and North West	65-74	1	M	1040
New England and North West	75-84		F	611
New England and North West	75-84		M	561
New England and North West	75-84	0	F	5068
New England and North West	75-84	0	M	4578
New England and North West	75-84	1	F	1304
New England and North West	75-84	1	M	1026
New England and North West	85+		F	344
New England and North West	85+		M	217
New England and North West	85+	0	F	1152
New England and North West	85+	0	M	913
New England and North West	85+	1	F	1403
New England and North West	85+	1	M	638
Newcastle and Lake Macquarie	0-4		F	425
Newcastle and Lake Macquarie	0-4		M	401
Newcastle and Lake Macquarie	0-4	0	F	9821
Newcastle and Lake Macquarie	0-4	0	M	10230
Newcastle and Lake Macquarie	0-4	1	F	132
Newcastle and Lake Macquarie	0-4	1	M	236
Newcastle and Lake Macquarie	5-14		F	925
Newcastle and Lake Macquarie	5-14		M	1000
Newcastle and Lake Macquarie	5-14	0	F	20791
Newcastle and Lake Macquarie	5-14	0	M	21282
Newcastle and Lake Macquarie	5-14	1	F	757
Newcastle and Lake Macquarie	5-14	1	M	1626
Newcastle and Lake Macquarie	15-19		F	533
Newcastle and Lake Macquarie	15-19		M	523
Newcastle and Lake Macquarie	15-19	0	F	10137
Newcastle and Lake Macquarie	15-19	0	M	10250
Newcastle and Lake Macquarie	15-19	1	F	347
Newcastle and Lake Macquarie	15-19	1	M	670
Newcastle and Lake Macquarie	20-24		F	603
Newcastle and Lake Macquarie	20-24		M	739
Newcastle and Lake Macquarie	20-24	0	F	12106
Newcastle and Lake Macquarie	20-24	0	M	12179
Newcastle and Lake Macquarie	20-24	1	F	309
Newcastle and Lake Macquarie	20-24	1	M	473
Newcastle and Lake Macquarie	25-34		F	1118
Newcastle and Lake Macquarie	25-34		M	1283
Newcastle and Lake Macquarie	25-34	0	F	24522
Newcastle and Lake Macquarie	25-34	0	M	23855
Newcastle and Lake Macquarie	25-34	1	F	558
Newcastle and Lake Macquarie	25-34	1	M	660
Newcastle and Lake Macquarie	35-44		F	963
Newcastle and Lake Macquarie	35-44		M	1106
Newcastle and Lake Macquarie	35-44	0	F	23142
Newcastle and Lake Macquarie	35-44	0	M	22051
Newcastle and Lake Macquarie	35-44	1	F	641
Newcastle and Lake Macquarie	35-44	1	M	640
Newcastle and Lake Macquarie	45-54		F	864
Newcastle and Lake Macquarie	45-54		M	1029
Newcastle and Lake Macquarie	45-54	0	F	22777
Newcastle and Lake Macquarie	45-54	0	M	21628
Newcastle and Lake Macquarie	45-54	1	F	963
Newcastle and Lake Macquarie	45-54	1	M	932
Newcastle and Lake Macquarie	55-64		F	875
Newcastle and Lake Macquarie	55-64		M	973
Newcastle and Lake Macquarie	55-64	0	F	22166
Newcastle and Lake Macquarie	55-64	0	M	20515
Newcastle and Lake Macquarie	55-64	1	F	1523
Newcastle and Lake Macquarie	55-64	1	M	1382
Newcastle and Lake Macquarie	65-74		F	913
Newcastle and Lake Macquarie	65-74		M	881
Newcastle and Lake Macquarie	65-74	0	F	18791
Newcastle and Lake Macquarie	65-74	0	M	16962
Newcastle and Lake Macquarie	65-74	1	F	2119
Newcastle and Lake Macquarie	65-74	1	M	1999
Newcastle and Lake Macquarie	75-84		F	788
Newcastle and Lake Macquarie	75-84		M	618
Newcastle and Lake Macquarie	75-84	0	F	9817
Newcastle and Lake Macquarie	75-84	0	M	8659
Newcastle and Lake Macquarie	75-84	1	F	3177
Newcastle and Lake Macquarie	75-84	1	M	2266
Newcastle and Lake Macquarie	85+		F	673
Newcastle and Lake Macquarie	85+		M	342
Newcastle and Lake Macquarie	85+	0	F	2524
Newcastle and Lake Macquarie	85+	0	M	1894
Newcastle and Lake Macquarie	85+	1	F	3689
Newcastle and Lake Macquarie	85+	1	M	1753
Richmond - Tweed	0-4		F	484
Richmond - Tweed	0-4		M	491
Richmond - Tweed	0-4	0	F	5439
Richmond - Tweed	0-4	0	M	5669
Richmond - Tweed	0-4	1	F	53
Richmond - Tweed	0-4	1	M	117
Richmond - Tweed	5-14		F	1278
Richmond - Tweed	5-14		M	1363
Richmond - Tweed	5-14	0	F	13069
Richmond - Tweed	5-14	0	M	13372
Richmond - Tweed	5-14	1	F	475
Richmond - Tweed	5-14	1	M	1003
Richmond - Tweed	15-19		F	503
Richmond - Tweed	15-19		M	535
Richmond - Tweed	15-19	0	F	5933
Richmond - Tweed	15-19	0	M	6144
Richmond - Tweed	15-19	1	F	228
Richmond - Tweed	15-19	1	M	384
Richmond - Tweed	20-24		F	467
Richmond - Tweed	20-24		M	495
Richmond - Tweed	20-24	0	F	4919
Richmond - Tweed	20-24	0	M	4912
Richmond - Tweed	20-24	1	F	196
Richmond - Tweed	20-24	1	M	279
Richmond - Tweed	25-34		F	1155
Richmond - Tweed	25-34		M	1109
Richmond - Tweed	25-34	0	F	12098
Richmond - Tweed	25-34	0	M	10682
Richmond - Tweed	25-34	1	F	317
Richmond - Tweed	25-34	1	M	398
Richmond - Tweed	35-44		F	1273
Richmond - Tweed	35-44		M	1237
Richmond - Tweed	35-44	0	F	14124
Richmond - Tweed	35-44	0	M	12551
Richmond - Tweed	35-44	1	F	413
Richmond - Tweed	35-44	1	M	399
Richmond - Tweed	45-54		F	1201
Richmond - Tweed	45-54		M	1271
Richmond - Tweed	45-54	0	F	15469
Richmond - Tweed	45-54	0	M	13965
Richmond - Tweed	45-54	1	F	674
