SA4_NAME21	CountryOfBirth	Sex	persons
Sydney - Eastern Suburbs	NPL	F	97
Sydney - Eastern Suburbs	NPL	M	161
Sydney - Eastern Suburbs	NZL	F	2849
Sydney - Eastern Suburbs	NZL	M	2889
Sydney - Eastern Suburbs	PAK	F	83
Sydney - Eastern Suburbs	PAK	M	144
Sydney - Eastern Suburbs	PHL	F	1376
Sydney - Eastern Suburbs	PHL	M	721
Sydney - Eastern Suburbs	PNG	F	124
Sydney - Eastern Suburbs	PNG	M	99
Sydney - Eastern Suburbs	POL	F	663
Sydney - Eastern Suburbs	POL	M	467
Sydney - Eastern Suburbs	SGP	F	623
Sydney - Eastern Suburbs	SGP	M	504
Sydney - Eastern Suburbs	THA	F	721
Sydney - Eastern Suburbs	THA	M	262
Sydney - Eastern Suburbs	TUR	F	192
Sydney - Eastern Suburbs	TUR	M	234
Sydney - Eastern Suburbs	TWN	F	312
Sydney - Eastern Suburbs	TWN	M	211
Sydney - Eastern Suburbs	USA	F	1856
Sydney - Eastern Suburbs	USA	M	1564
Sydney - Eastern Suburbs	VNM	F	580
Sydney - Eastern Suburbs	VNM	M	384
Sydney - Eastern Suburbs	WSM	F	16
Sydney - Eastern Suburbs	WSM	M	32
Sydney - Eastern Suburbs	ZAF	F	3670
Sydney - Eastern Suburbs	ZAF	M	3527
Sydney - Eastern Suburbs	ZWE	F	165
Sydney - Eastern Suburbs	ZWE	M	140
Sydney - Inner South West		F	31480
Sydney - Inner South West		M	31702
Sydney - Inner South West	AFG	F	177
Sydney - Inner South West	AFG	M	231
Sydney - Inner South West	AUS	F	147065
Sydney - Inner South West	AUS	M	149377
Sydney - Inner South West	BGD	F	4160
Sydney - Inner South West	BGD	M	5487
Sydney - Inner South West	BIH	F	489
Sydney - Inner South West	BIH	M	434
Sydney - Inner South West	BRA	F	1402
Sydney - Inner South West	BRA	M	1407
Sydney - Inner South West	CAN	F	266
Sydney - Inner South West	CAN	M	222
Sydney - Inner South West	CHL	F	673
Sydney - Inner South West	CHL	M	633
Sydney - Inner South West	CHN	F	25559
Sydney - Inner South West	CHN	M	21100
Sydney - Inner South West	DEU	F	590
Sydney - Inner South West	DEU	M	532
Sydney - Inner South West	EGY	F	2585
Sydney - Inner South West	EGY	M	2797
Sydney - Inner South West	FJI	F	1900
Sydney - Inner South West	FJI	M	1571
Sydney - Inner South West	FRA	F	249
Sydney - Inner South West	FRA	M	273
Sydney - Inner South West	GBR	F	2949
Sydney - Inner South West	GBR	M	3699
Sydney - Inner South West	GRC	F	6626
Sydney - Inner South West	GRC	M	5661
Sydney - Inner South West	HKG	F	3719
Sydney - Inner South West	HKG	M	3402
Sydney - Inner South West	HRV	F	842
Sydney - Inner South West	HRV	M	742
Sydney - Inner South West	IDN	F	3849
Sydney - Inner South West	IDN	M	3160
Sydney - Inner South West	IND	F	4235
Sydney - Inner South West	IND	M	5963
Sydney - Inner South West	IRL	F	545
Sydney - Inner South West	IRL	M	722
Sydney - Inner South West	IRN	F	366
Sydney - Inner South West	IRN	M	478
Sydney - Inner South West	IRQ	F	898
Sydney - Inner South West	IRQ	M	1010
Sydney - Inner South West	ITA	F	2617
Sydney - Inner South West	ITA	M	2575
Sydney - Inner South West	JPN	F	737
Sydney - Inner South West	JPN	M	279
Sydney - Inner South West	KHM	F	329
Sydney - Inner South West	KHM	M	247
Sydney - Inner South West	KOR	F	1984
Sydney - Inner South West	KOR	M	1550
Sydney - Inner South West	LBN	F	12133
Sydney - Inner South West	LBN	M	12593
Sydney - Inner South West	LKA	F	446
Sydney - Inner South West	LKA	M	457
Sydney - Inner South West	MKD	F	3334
Sydney - Inner South West	MKD	M	3190
Sydney - Inner South West	MLT	F	483
Sydney - Inner South West	MLT	M	410
Sydney - Inner South West	MMR	F	533
Sydney - Inner South West	MMR	M	1011
Sydney - Inner South West	MUS	F	395
Sydney - Inner South West	MUS	M	333
Sydney - Inner South West	MYS	F	2309
Sydney - Inner South West	MYS	M	2810
Sydney - Inner South West	NLD	F	156
Sydney - Inner South West	NLD	M	176
Sydney - Inner South West	NPL	F	7493
Sydney - Inner South West	NPL	M	9852
Sydney - Inner South West	NZL	F	3431
Sydney - Inner South West	NZL	M	3562
Sydney - Inner South West	PAK	F	2057
Sydney - Inner South West	PAK	M	3532
Sydney - Inner South West	PHL	F	5785
Sydney - Inner South West	PHL	M	3737
Sydney - Inner South West	PNG	F	139
Sydney - Inner South West	PNG	M	116
Sydney - Inner South West	POL	F	542
Sydney - Inner South West	POL	M	448
Sydney - Inner South West	SGP	F	564
Sydney - Inner South West	SGP	M	499
Sydney - Inner South West	THA	F	2129
Sydney - Inner South West	THA	M	894
Sydney - Inner South West	TUR	F	542
Sydney - Inner South West	TUR	M	645
Sydney - Inner South West	TWN	F	758
Sydney - Inner South West	TWN	M	575
Sydney - Inner South West	USA	F	616
Sydney - Inner South West	USA	M	621
Sydney - Inner South West	VNM	F	12244
Sydney - Inner South West	VNM	M	9789
Sydney - Inner South West	WSM	F	333
Sydney - Inner South West	WSM	M	320
Sydney - Inner South West	ZAF	F	654
Sydney - Inner South West	ZAF	M	656
Sydney - Inner South West	ZWE	F	140
Sydney - Inner South West	ZWE	M	127
Sydney - Inner West		F	12260
Sydney - Inner West		M	11883
Sydney - Inner West	AFG	F	37
Sydney - Inner West	AFG	M	40
Sydney - Inner West	AUS	F	82071
Sydney - Inner West	AUS	M	78793
Sydney - Inner West	BGD	F	263
Sydney - Inner West	BGD	M	366
Sydney - Inner West	BIH	F	100
Sydney - Inner West	BIH	M	99
Sydney - Inner West	BRA	F	483
Sydney - Inner West	BRA	M	433
Sydney - Inner West	CAN	F	402
Sydney - Inner West	CAN	M	335
Sydney - Inner West	CHL	F	286
Sydney - Inner West	CHL	M	277
Sydney - Inner West	CHN	F	13827
Sydney - Inner West	CHN	M	10347
Sydney - Inner West	DEU	F	530
Sydney - Inner West	DEU	M	487
Sydney - Inner West	EGY	F	439
Sydney - Inner West	EGY	M	475
Sydney - Inner West	FJI	F	478
Sydney - Inner West	FJI	M	375
Sydney - Inner West	FRA	F	300
Sydney - Inner West	FRA	M	340
Sydney - Inner West	GBR	F	4426
Sydney - Inner West	GBR	M	5424
Sydney - Inner West	GRC	F	1378
Sydney - Inner West	GRC	M	1119
Sydney - Inner West	HKG	F	2060
Sydney - Inner West	HKG	M	1746
Sydney - Inner West	HRV	F	366
Sydney - Inner West	HRV	M	305
Sydney - Inner West	IDN	F	1078
Sydney - Inner West	IDN	M	792
Sydney - Inner West	IND	F	4603
Sydney - Inner West	IND	M	5692
Sydney - Inner West	IRL	F	803
Sydney - Inner West	IRL	M	1055
Sydney - Inner West	IRN	F	392
Sydney - Inner West	IRN	M	467
Sydney - Inner West	IRQ	F	103
Sydney - Inner West	IRQ	M	111
Sydney - Inner West	ITA	F	3866
Sydney - Inner West	ITA	M	3593
Sydney - Inner West	JPN	F	613
Sydney - Inner West	JPN	M	265
Sydney - Inner West	KHM	F	165
Sydney - Inner West	KHM	M	130
Sydney - Inner West	KOR	F	3606
Sydney - Inner West	KOR	M	3052
Sydney - Inner West	LBN	F	1277
Sydney - Inner West	LBN	M	1293
Sydney - Inner West	LKA	F	1109
Sydney - Inner West	LKA	M	1058
Sydney - Inner West	MKD	F	107
Sydney - Inner West	MKD	M	101
Sydney - Inner West	MLT	F	198
Sydney - Inner West	MLT	M	154
Sydney - Inner West	MMR	F	212
Sydney - Inner West	MMR	M	171
Sydney - Inner West	MUS	F	144
Sydney - Inner West	MUS	M	116
Sydney - Inner West	MYS	F	1492
Sydney - Inner West	MYS	M	1540
Sydney - Inner West	NLD	F	173
Sydney - Inner West	NLD	M	200
Sydney - Inner West	NPL	F	3668
Sydney - Inner West	NPL	M	5500
Sydney - Inner West	NZL	F	2204
Sydney - Inner West	NZL	M	2314
Sydney - Inner West	PAK	F	287
Sydney - Inner West	PAK	M	428
Sydney - Inner West	PHL	F	2463
Sydney - Inner West	PHL	M	1555
Sydney - Inner West	PNG	F	134
Sydney - Inner West	PNG	M	97
Sydney - Inner West	POL	F	398
Sydney - Inner West	POL	M	284
Sydney - Inner West	SGP	F	544
Sydney - Inner West	SGP	M	427
Sydney - Inner West	THA	F	1364
Sydney - Inner West	THA	M	655
Sydney - Inner West	TUR	F	416
Sydney - Inner West	TUR	M	452
Sydney - Inner West	TWN	F	762
Sydney - Inner West	TWN	M	644
Sydney - Inner West	USA	F	938
Sydney - Inner West	USA	M	882
Sydney - Inner West	VNM	F	2584
Sydney - Inner West	VNM	M	1874
Sydney - Inner West	WSM	F	39
Sydney - Inner West	WSM	M	30
Sydney - Inner West	ZAF	F	720
Sydney - Inner West	ZAF	M	657
Sydney - Inner West	ZWE	F	98
Sydney - Inner West	ZWE	M	73
Sydney - North Sydney and Hornsby		F	14484
Sydney - North Sydney and Hornsby		M	12734
Sydney - North Sydney and Hornsby	AFG	F	89
Sydney - North Sydney and Hornsby	AFG	M	75
Sydney - North Sydney and Hornsby	AUS	F	118908
Sydney - North Sydney and Hornsby	AUS	M	116506
Sydney - North Sydney and Hornsby	BGD	F	179
Sydney - North Sydney and Hornsby	BGD	M	211
Sydney - North Sydney and Hornsby	BIH	F	68
Sydney - North Sydney and Hornsby	BIH	M	52
Sydney - North Sydney and Hornsby	BRA	F	895
Sydney - North Sydney and Hornsby	BRA	M	684
Sydney - North Sydney and Hornsby	CAN	F	782
Sydney - North Sydney and Hornsby	CAN	M	779
Sydney - North Sydney and Hornsby	CHL	F	319
Sydney - North Sydney and Hornsby	CHL	M	238
Sydney - North Sydney and Hornsby	CHN	F	19430
Sydney - North Sydney and Hornsby	CHN	M	13632
Sydney - North Sydney and Hornsby	DEU	F	1064
Sydney - North Sydney and Hornsby	DEU	M	904
Sydney - North Sydney and Hornsby	EGY	F	316
Sydney - North Sydney and Hornsby	EGY	M	328
Sydney - North Sydney and Hornsby	FJI	F	420
Sydney - North Sydney and Hornsby	FJI	M	315
Sydney - North Sydney and Hornsby	FRA	F	648
Sydney - North Sydney and Hornsby	FRA	M	674
Sydney - North Sydney and Hornsby	GBR	F	10674
Sydney - North Sydney and Hornsby	GBR	M	12798
Sydney - North Sydney and Hornsby	GRC	F	282
Sydney - North Sydney and Hornsby	GRC	M	241
Sydney - North Sydney and Hornsby	HKG	F	5317
Sydney - North Sydney and Hornsby	HKG	M	4417
Sydney - North Sydney and Hornsby	HRV	F	341
Sydney - North Sydney and Hornsby	HRV	M	305
Sydney - North Sydney and Hornsby	IDN	F	1393
Sydney - North Sydney and Hornsby	IDN	M	954
Sydney - North Sydney and Hornsby	IND	F	6104
Sydney - North Sydney and Hornsby	IND	M	6254
Sydney - North Sydney and Hornsby	IRL	F	847
Sydney - North Sydney and Hornsby	IRL	M	940
Sydney - North Sydney and Hornsby	IRN	F	2262
Sydney - North Sydney and Hornsby	IRN	M	2206
Sydney - North Sydney and Hornsby	IRQ	F	98
Sydney - North Sydney and Hornsby	IRQ	M	83
Sydney - North Sydney and Hornsby	ITA	F	899
Sydney - North Sydney and Hornsby	ITA	M	1042
Sydney - North Sydney and Hornsby	JPN	F	2643
Sydney - North Sydney and Hornsby	JPN	M	1433
Sydney - North Sydney and Hornsby	KHM	F	96
Sydney - North Sydney and Hornsby	KHM	M	62
Sydney - North Sydney and Hornsby	KOR	F	3821
Sydney - North Sydney and Hornsby	KOR	M	2916
Sydney - North Sydney and Hornsby	LBN	F	425
Sydney - North Sydney and Hornsby	LBN	M	396
Sydney - North Sydney and Hornsby	LKA	F	1021
Sydney - North Sydney and Hornsby	LKA	M	921
Sydney - North Sydney and Hornsby	MKD	F	111
Sydney - North Sydney and Hornsby	MKD	M	95
Sydney - North Sydney and Hornsby	MLT	F	73
Sydney - North Sydney and Hornsby	MLT	M	64
Sydney - North Sydney and Hornsby	MMR	F	170
Sydney - North Sydney and Hornsby	MMR	M	124
Sydney - North Sydney and Hornsby	MUS	F	124
Sydney - North Sydney and Hornsby	MUS	M	127
Sydney - North Sydney and Hornsby	MYS	F	2778
Sydney - North Sydney and Hornsby	MYS	M	2172
Sydney - North Sydney and Hornsby	NLD	F	481
Sydney - North Sydney and Hornsby	NLD	M	538
Sydney - North Sydney and Hornsby	NPL	F	1262
Sydney - North Sydney and Hornsby	NPL	M	1467
Sydney - North Sydney and Hornsby	NZL	F	3923
Sydney - North Sydney and Hornsby	NZL	M	3898
Sydney - North Sydney and Hornsby	PAK	F	399
Sydney - North Sydney and Hornsby	PAK	M	465
Sydney - North Sydney and Hornsby	PHL	F	3080
Sydney - North Sydney and Hornsby	PHL	M	1900
Sydney - North Sydney and Hornsby	PNG	F	425
Sydney - North Sydney and Hornsby	PNG	M	361
Sydney - North Sydney and Hornsby	POL	F	765
Sydney - North Sydney and Hornsby	POL	M	548
Sydney - North Sydney and Hornsby	SGP	F	1378
Sydney - North Sydney and Hornsby	SGP	M	1123
Sydney - North Sydney and Hornsby	THA	F	1485
Sydney - North Sydney and Hornsby	THA	M	704
Sydney - North Sydney and Hornsby	TUR	F	261
Sydney - North Sydney and Hornsby	TUR	M	311
Sydney - North Sydney and Hornsby	TWN	F	1577
Sydney - North Sydney and Hornsby	TWN	M	1156
Sydney - North Sydney and Hornsby	USA	F	2160
Sydney - North Sydney and Hornsby	USA	M	2089
Sydney - North Sydney and Hornsby	VNM	F	1212
Sydney - North Sydney and Hornsby	VNM	M	763
Sydney - North Sydney and Hornsby	WSM	F	14
Sydney - North Sydney and Hornsby	WSM	M	20
Sydney - North Sydney and Hornsby	ZAF	F	4005
Sydney - North Sydney and Hornsby	ZAF	M	3818
Sydney - North Sydney and Hornsby	ZWE	F	339
Sydney - North Sydney and Hornsby	ZWE	M	327
Sydney - Northern Beaches		F	9540
Sydney - Northern Beaches		M	8413
Sydney - Northern Beaches	AFG	F	27
Sydney - Northern Beaches	AFG	M	28
Sydney - Northern Beaches	AUS	F	88827
Sydney - Northern Beaches	AUS	M	87047
Sydney - Northern Beaches	BGD	F	32
Sydney - Northern Beaches	BGD	M	58
Sydney - Northern Beaches	BIH	F	104
Sydney - Northern Beaches	BIH	M	92
Sydney - Northern Beaches	BRA	F	1634
Sydney - Northern Beaches	BRA	M	1367
Sydney - Northern Beaches	CAN	F	795
Sydney - Northern Beaches	CAN	M	597
Sydney - Northern Beaches	CHL	F	207
Sydney - Northern Beaches	CHL	M	189
Sydney - Northern Beaches	CHN	F	2182
Sydney - Northern Beaches	CHN	M	1597
Sydney - Northern Beaches	DEU	F	1105
Sydney - Northern Beaches	DEU	M	939
Sydney - Northern Beaches	EGY	F	178
Sydney - Northern Beaches	EGY	M	170
Sydney - Northern Beaches	FJI	F	190
Sydney - Northern Beaches	FJI	M	129
Sydney - Northern Beaches	FRA	F	678
Sydney - Northern Beaches	FRA	M	698
Sydney - Northern Beaches	GBR	F	11412
Sydney - Northern Beaches	GBR	M	12151
Sydney - Northern Beaches	GRC	F	158
Sydney - Northern Beaches	GRC	M	160
Sydney - Northern Beaches	HKG	F	599
Sydney - Northern Beaches	HKG	M	480
Sydney - Northern Beaches	HRV	F	385
Sydney - Northern Beaches	HRV	M	333
Sydney - Northern Beaches	IDN	F	345
Sydney - Northern Beaches	IDN	M	226
Sydney - Northern Beaches	IND	F	905
Sydney - Northern Beaches	IND	M	1021
Sydney - Northern Beaches	IRL	F	764
Sydney - Northern Beaches	IRL	M	805
Sydney - Northern Beaches	IRN	F	401
Sydney - Northern Beaches	IRN	M	360
Sydney - Northern Beaches	IRQ	F	43
Sydney - Northern Beaches	IRQ	M	38
Sydney - Northern Beaches	ITA	F	1154
Sydney - Northern Beaches	ITA	M	1200
Sydney - Northern Beaches	JPN	F	653
Sydney - Northern Beaches	JPN	M	252
Sydney - Northern Beaches	KHM	F	32
Sydney - Northern Beaches	KHM	M	27
Sydney - Northern Beaches	KOR	F	440
Sydney - Northern Beaches	KOR	M	273
Sydney - Northern Beaches	LBN	F	148
Sydney - Northern Beaches	LBN	M	138
Sydney - Northern Beaches	LKA	F	96
Sydney - Northern Beaches	LKA	M	88
Sydney - Northern Beaches	MKD	F	56
Sydney - Northern Beaches	MKD	M	42
Sydney - Northern Beaches	MLT	F	64
Sydney - Northern Beaches	MLT	M	41
Sydney - Northern Beaches	MMR	F	23
Sydney - Northern Beaches	MMR	M	17
Sydney - Northern Beaches	MUS	F	53
Sydney - Northern Beaches	MUS	M	33
Sydney - Northern Beaches	MYS	F	408
Sydney - Northern Beaches	MYS	M	268
Sydney - Northern Beaches	NLD	F	639
Sydney - Northern Beaches	NLD	M	567
Sydney - Northern Beaches	NPL	F	437
Sydney - Northern Beaches	NPL	M	580
Sydney - Northern Beaches	NZL	F	2805
Sydney - Northern Beaches	NZL	M	2931
Sydney - Northern Beaches	PAK	F	33
Sydney - Northern Beaches	PAK	M	69
Sydney - Northern Beaches	PHL	F	1223
Sydney - Northern Beaches	PHL	M	607
Sydney - Northern Beaches	PNG	F	149
Sydney - Northern Beaches	PNG	M	117
Sydney - Northern Beaches	POL	F	370
Sydney - Northern Beaches	POL	M	228
Sydney - Northern Beaches	SGP	F	337
Sydney - Northern Beaches	SGP	M	304
Sydney - Northern Beaches	THA	F	608
Sydney - Northern Beaches	THA	M	197
Sydney - Northern Beaches	TUR	F	144
Sydney - Northern Beaches	TUR	M	155
Sydney - Northern Beaches	TWN	F	137
Sydney - Northern Beaches	TWN	M	82
Sydney - Northern Beaches	USA	F	1594
Sydney - Northern Beaches	USA	M	1359
Sydney - Northern Beaches	VNM	F	334
Sydney - Northern Beaches	VNM	M	202
Sydney - Northern Beaches	WSM	F	34
Sydney - Northern Beaches	WSM	M	20
Sydney - Northern Beaches	ZAF	F	1975
Sydney - Northern Beaches	ZAF	M	2031
Sydney - Northern Beaches	ZWE	F	172
Sydney - Northern Beaches	ZWE	M	190
Sydney - Outer South West		F	12009
Sydney - Outer South West		M	11420
Sydney - Outer South West	AFG	F	200
Sydney - Outer South West	AFG	M	219
Sydney - Outer South West	AUS	F	102815
Sydney - Outer South West	AUS	M	100855
Sydney - Outer South West	BGD	F	2791
Sydney - Outer South West	BGD	M	2841
Sydney - Outer South West	BIH	F	169
Sydney - Outer South West	BIH	M	162
Sydney - Outer South West	BRA	F	84
Sydney - Outer South West	BRA	M	47
Sydney - Outer South West	CAN	F	141
Sydney - Outer South West	CAN	M	114
Sydney - Outer South West	CHL	F	554
Sydney - Outer South West	CHL	M	553
Sydney - Outer South West	CHN	F	1424
Sydney - Outer South West	CHN	M	1082
Sydney - Outer South West	DEU	F	453
Sydney - Outer South West	DEU	M	359
Sydney - Outer South West	EGY	F	502
Sydney - Outer South West	EGY	M	551
Sydney - Outer South West	FJI	F	1848
Sydney - Outer South West	FJI	M	1560
Sydney - Outer South West	FRA	F	61
Sydney - Outer South West	FRA	M	79
Sydney - Outer South West	GBR	F	4399
Sydney - Outer South West	GBR	M	4331
Sydney - Outer South West	GRC	F	222
Sydney - Outer South West	GRC	M	260
Sydney - Outer South West	HKG	F	224
Sydney - Outer South West	HKG	M	195
Sydney - Outer South West	HRV	F	332
Sydney - Outer South West	HRV	M	331
Sydney - Outer South West	IDN	F	568
Sydney - Outer South West	IDN	M	401
Sydney - Outer South West	IND	F	3708
Sydney - Outer South West	IND	M	3949
Sydney - Outer South West	IRL	F	298
Sydney - Outer South West	IRL	M	375
Sydney - Outer South West	IRN	F	176
Sydney - Outer South West	IRN	M	219
Sydney - Outer South West	IRQ	F	830
Sydney - Outer South West	IRQ	M	863
Sydney - Outer South West	ITA	F	471
Sydney - Outer South West	ITA	M	579
Sydney - Outer South West	JPN	F	104
Sydney - Outer South West	JPN	M	41
Sydney - Outer South West	KHM	F	313
Sydney - Outer South West	KHM	M	242
Sydney - Outer South West	KOR	F	150
Sydney - Outer South West	KOR	M	108
Sydney - Outer South West	LBN	F	795
Sydney - Outer South West	LBN	M	950
Sydney - Outer South West	LKA	F	441
Sydney - Outer South West	LKA	M	421
Sydney - Outer South West	MKD	F	174
Sydney - Outer South West	MKD	M	163
Sydney - Outer South West	MLT	F	295
Sydney - Outer South West	MLT	M	274
Sydney - Outer South West	MMR	F	71
Sydney - Outer South West	MMR	M	76
Sydney - Outer South West	MUS	F	291
Sydney - Outer South West	MUS	M	264
Sydney - Outer South West	MYS	F	343
Sydney - Outer South West	MYS	M	288
Sydney - Outer South West	NLD	F	184
Sydney - Outer South West	NLD	M	214
Sydney - Outer South West	NPL	F	1838
Sydney - Outer South West	NPL	M	1920
Sydney - Outer South West	NZL	F	2949
Sydney - Outer South West	NZL	M	2799
Sydney - Outer South West	PAK	F	872
Sydney - Outer South West	PAK	M	1061
Sydney - Outer South West	PHL	F	3407
Sydney - Outer South West	PHL	M	2304
Sydney - Outer South West	PNG	F	97
Sydney - Outer South West	PNG	M	67
Sydney - Outer South West	POL	F	361
Sydney - Outer South West	POL	M	300
Sydney - Outer South West	SGP	F	123
Sydney - Outer South West	SGP	M	104
Sydney - Outer South West	THA	F	741
Sydney - Outer South West	THA	M	320
Sydney - Outer South West	TUR	F	115
Sydney - Outer South West	TUR	M	123
Sydney - Outer South West	TWN	F	95
Sydney - Outer South West	TWN	M	47
Sydney - Outer South West	USA	F	316
Sydney - Outer South West	USA	M	312
Sydney - Outer South West	VNM	F	847
Sydney - Outer South West	VNM	M	591
Sydney - Outer South West	WSM	F	1011
Sydney - Outer South West	WSM	M	999
Sydney - Outer South West	ZAF	F	715
Sydney - Outer South West	ZAF	M	674
Sydney - Outer South West	ZWE	F	206
Sydney - Outer South West	ZWE	M	168
Sydney - Outer West and Blue Mountains		F	12389
Sydney - Outer West and Blue Mountains		M	11737
Sydney - Outer West and Blue Mountains	AFG	F	263
Sydney - Outer West and Blue Mountains	AFG	M	297
Sydney - Outer West and Blue Mountains	AUS	F	124860
Sydney - Outer West and Blue Mountains	AUS	M	121920
Sydney - Outer West and Blue Mountains	BGD	F	257
Sydney - Outer West and Blue Mountains	BGD	M	282
Sydney - Outer West and Blue Mountains	BIH	F	103
Sydney - Outer West and Blue Mountains	BIH	M	115
Sydney - Outer West and Blue Mountains	BRA	F	96
Sydney - Outer West and Blue Mountains	BRA	M	73
Sydney - Outer West and Blue Mountains	CAN	F	229
Sydney - Outer West and Blue Mountains	CAN	M	183
Sydney - Outer West and Blue Mountains	CHL	F	228
Sydney - Outer West and Blue Mountains	CHL	M	198
Sydney - Outer West and Blue Mountains	CHN	F	1172
Sydney - Outer West and Blue Mountains	CHN	M	785
Sydney - Outer West and Blue Mountains	DEU	F	724
Sydney - Outer West and Blue Mountains	DEU	M	628
Sydney - Outer West and Blue Mountains	EGY	F	373
Sydney - Outer West and Blue Mountains	EGY	M	433
Sydney - Outer West and Blue Mountains	FJI	F	902
Sydney - Outer West and Blue Mountains	FJI	M	793
Sydney - Outer West and Blue Mountains	FRA	F	140
Sydney - Outer West and Blue Mountains	FRA	M	153
Sydney - Outer West and Blue Mountains	GBR	F	6355
Sydney - Outer West and Blue Mountains	GBR	M	6418
Sydney - Outer West and Blue Mountains	GRC	F	276
Sydney - Outer West and Blue Mountains	GRC	M	274
Sydney - Outer West and Blue Mountains	HKG	F	149
Sydney - Outer West and Blue Mountains	HKG	M	137
Sydney - Outer West and Blue Mountains	HRV	F	340
Sydney - Outer West and Blue Mountains	HRV	M	314
Sydney - Outer West and Blue Mountains	IDN	F	353
Sydney - Outer West and Blue Mountains	IDN	M	197
Sydney - Outer West and Blue Mountains	IND	F	3665
Sydney - Outer West and Blue Mountains	IND	M	3888
Sydney - Outer West and Blue Mountains	IRL	F	478
Sydney - Outer West and Blue Mountains	IRL	M	600
Sydney - Outer West and Blue Mountains	IRN	F	283
Sydney - Outer West and Blue Mountains	IRN	M	329
Sydney - Outer West and Blue Mountains	IRQ	F	297
Sydney - Outer West and Blue Mountains	IRQ	M	324
Sydney - Outer West and Blue Mountains	ITA	F	481
Sydney - Outer West and Blue Mountains	ITA	M	589
Sydney - Outer West and Blue Mountains	JPN	F	179
Sydney - Outer West and Blue Mountains	JPN	M	64
Sydney - Outer West and Blue Mountains	KHM	F	110
Sydney - Outer West and Blue Mountains	KHM	M	93
Sydney - Outer West and Blue Mountains	KOR	F	372
Sydney - Outer West and Blue Mountains	KOR	M	294
Sydney - Outer West and Blue Mountains	LBN	F	442
Sydney - Outer West and Blue Mountains	LBN	M	530
Sydney - Outer West and Blue Mountains	LKA	F	585
Sydney - Outer West and Blue Mountains	LKA	M	572
Sydney - Outer West and Blue Mountains	MKD	F	89
Sydney - Outer West and Blue Mountains	MKD	M	110
Sydney - Outer West and Blue Mountains	MLT	F	699
Sydney - Outer West and Blue Mountains	MLT	M	770
Sydney - Outer West and Blue Mountains	MMR	F	93
Sydney - Outer West and Blue Mountains	MMR	M	78
Sydney - Outer West and Blue Mountains	MUS	F	151
Sydney - Outer West and Blue Mountains	MUS	M	151
Sydney - Outer West and Blue Mountains	MYS	F	377
Sydney - Outer West and Blue Mountains	MYS	M	289
Sydney - Outer West and Blue Mountains	NLD	F	439
Sydney - Outer West and Blue Mountains	NLD	M	447
Sydney - Outer West and Blue Mountains	NPL	F	510
Sydney - Outer West and Blue Mountains	NPL	M	495
Sydney - Outer West and Blue Mountains	NZL	F	2912
Sydney - Outer West and Blue Mountains	NZL	M	2933
Sydney - Outer West and Blue Mountains	PAK	F	490
Sydney - Outer West and Blue Mountains	PAK	M	579
Sydney - Outer West and Blue Mountains	PHL	F	3384
Sydney - Outer West and Blue Mountains	PHL	M	2332
Sydney - Outer West and Blue Mountains	PNG	F	101
Sydney - Outer West and Blue Mountains	PNG	M	78
Sydney - Outer West and Blue Mountains	POL	F	304
Sydney - Outer West and Blue Mountains	POL	M	227
Sydney - Outer West and Blue Mountains	SGP	F	180
Sydney - Outer West and Blue Mountains	SGP	M	147
Sydney - Outer West and Blue Mountains	THA	F	624
Sydney - Outer West and Blue Mountains	THA	M	213
Sydney - Outer West and Blue Mountains	TUR	F	169
Sydney - Outer West and Blue Mountains	TUR	M	186
Sydney - Outer West and Blue Mountains	TWN	F	96
Sydney - Outer West and Blue Mountains	TWN	M	68
Sydney - Outer West and Blue Mountains	USA	F	509
Sydney - Outer West and Blue Mountains	USA	M	478
Sydney - Outer West and Blue Mountains	VNM	F	422
Sydney - Outer West and Blue Mountains	VNM	M	286
Sydney - Outer West and Blue Mountains	WSM	F	421
Sydney - Outer West and Blue Mountains	WSM	M	387
Sydney - Outer West and Blue Mountains	ZAF	F	644
Sydney - Outer West and Blue Mountains	ZAF	M	584
Sydney - Outer West and Blue Mountains	ZWE	F	147
Sydney - Outer West and Blue Mountains	ZWE	M	138
Sydney - Parramatta		F	23920
Sydney - Parramatta		M	25956
Sydney - Parramatta	AFG	F	3100
Sydney - Parramatta	AFG	M	4597
Sydney - Parramatta	AUS	F	101691
Sydney - Parramatta	AUS	M	104488
Sydney - Parramatta	BGD	F	1029
Sydney - Parramatta	BGD	M	1255
Sydney - Parramatta	BIH	F	361
Sydney - Parramatta	BIH	M	336
Sydney - Parramatta	BRA	F	250
Sydney - Parramatta	BRA	M	225
Sydney - Parramatta	CAN	F	205
Sydney - Parramatta	CAN	M	186
Sydney - Parramatta	CHL	F	441
Sydney - Parramatta	CHL	M	430
Sydney - Parramatta	CHN	F	20390
Sydney - Parramatta	CHN	M	18701
Sydney - Parramatta	DEU	F	424
Sydney - Parramatta	DEU	M	387
Sydney - Parramatta	EGY	F	731
Sydney - Parramatta	EGY	M	813
Sydney - Parramatta	FJI	F	1854
Sydney - Parramatta	FJI	M	1507
Sydney - Parramatta	FRA	F	121
Sydney - Parramatta	FRA	M	129
Sydney - Parramatta	GBR	F	2188
Sydney - Parramatta	GBR	M	2662
Sydney - Parramatta	GRC	F	641
Sydney - Parramatta	GRC	M	559
Sydney - Parramatta	HKG	F	2821
Sydney - Parramatta	HKG	M	2626
