SA4_NAME16	EduInstitutionType	Sex	students
Central Queensland	Pre-school	M	1745
Central Queensland	Secondary	F	8078
Central Queensland	Secondary	M	8528
Central Queensland	Technical or Further Educational Institution	F	2177
Central Queensland	Technical or Further Educational Institution	M	1463
Central Queensland	University or other tertiary	F	3928
Central Queensland	University or other tertiary	M	1706
Gold Coast		F	23199
Gold Coast		M	21906
Gold Coast	Infants/Primary	F	24420
Gold Coast	Infants/Primary	M	25388
Gold Coast	Pre-school	F	5561
Gold Coast	Pre-school	M	6162
Gold Coast	Secondary	F	20448
Gold Coast	Secondary	M	21395
Gold Coast	Technical or Further Educational Institution	F	9454
Gold Coast	Technical or Further Educational Institution	M	6941
Gold Coast	University or other tertiary	F	17809
Gold Coast	University or other tertiary	M	11185
Ipswich		F	12913
Ipswich		M	16135
Ipswich	Infants/Primary	F	16990
Ipswich	Infants/Primary	M	17963
Ipswich	Pre-school	F	3175
Ipswich	Pre-school	M	3466
Ipswich	Secondary	F	13403
Ipswich	Secondary	M	13752
Ipswich	Technical or Further Educational Institution	F	4918
Ipswich	Technical or Further Educational Institution	M	3201
Ipswich	University or other tertiary	F	8380
Ipswich	University or other tertiary	M	4816
Logan - Beaudesert		F	14080
Logan - Beaudesert		M	14046
Logan - Beaudesert	Infants/Primary	F	16554
Logan - Beaudesert	Infants/Primary	M	17283
Logan - Beaudesert	Pre-school	F	3151
Logan - Beaudesert	Pre-school	M	3381
Logan - Beaudesert	Secondary	F	13366
Logan - Beaudesert	Secondary	M	13681
Logan - Beaudesert	Technical or Further Educational Institution	F	5027
Logan - Beaudesert	Technical or Further Educational Institution	M	3331
Logan - Beaudesert	University or other tertiary	F	6684
Logan - Beaudesert	University or other tertiary	M	3872
Mackay - Isaac - Whitsunday		F	8840
Mackay - Isaac - Whitsunday		M	12477
Mackay - Isaac - Whitsunday	Infants/Primary	F	7533
Mackay - Isaac - Whitsunday	Infants/Primary	M	7923
Mackay - Isaac - Whitsunday	Pre-school	F	1221
Mackay - Isaac - Whitsunday	Pre-school	M	1358
Mackay - Isaac - Whitsunday	Secondary	F	5795
Mackay - Isaac - Whitsunday	Secondary	M	6039
Mackay - Isaac - Whitsunday	Technical or Further Educational Institution	F	1780
Mackay - Isaac - Whitsunday	Technical or Further Educational Institution	M	1265
Mackay - Isaac - Whitsunday	University or other tertiary	F	2669
Mackay - Isaac - Whitsunday	University or other tertiary	M	1131
Moreton Bay - North		F	8691
Moreton Bay - North		M	9959
Moreton Bay - North	Infants/Primary	F	10356
Moreton Bay - North	Infants/Primary	M	10783
Moreton Bay - North	Pre-school	F	1899
Moreton Bay - North	Pre-school	M	2088
Moreton Bay - North	Secondary	F	8802
Moreton Bay - North	Secondary	M	8937
Moreton Bay - North	Technical or Further Educational Institution	F	3088
Moreton Bay - North	Technical or Further Educational Institution	M	2014
Moreton Bay - North	University or other tertiary	F	4435
Moreton Bay - North	University or other tertiary	M	2203
Moreton Bay - South		F	4948
Moreton Bay - South		M	4720
Moreton Bay - South	Infants/Primary	F	10483
Moreton Bay - South	Infants/Primary	M	11190
Moreton Bay - South	Pre-school	F	2155
Moreton Bay - South	Pre-school	M	2414
Moreton Bay - South	Secondary	F	8422
Moreton Bay - South	Secondary	M	8986
Moreton Bay - South	Technical or Further Educational Institution	F	2937
Moreton Bay - South	Technical or Further Educational Institution	M	1998
Moreton Bay - South	University or other tertiary	F	5794
Moreton Bay - South	University or other tertiary	M	3520
Queensland - Outback		F	4447
Queensland - Outback		M	6409
Queensland - Outback	Infants/Primary	F	3699
Queensland - Outback	Infants/Primary	M	3890
Queensland - Outback	Pre-school	F	606
Queensland - Outback	Pre-school	M	615
Queensland - Outback	Secondary	F	2049
Queensland - Outback	Secondary	M	2177
Queensland - Outback	Technical or Further Educational Institution	F	673
Queensland - Outback	Technical or Further Educational Institution	M	464
Queensland - Outback	University or other tertiary	F	892
Queensland - Outback	University or other tertiary	M	314
Sunshine Coast		F	12528
Sunshine Coast		M	12325
Sunshine Coast	Infants/Primary	F	15043
Sunshine Coast	Infants/Primary	M	15696
Sunshine Coast	Pre-school	F	2905
Sunshine Coast	Pre-school	M	3256
Sunshine Coast	Secondary	F	13171
Sunshine Coast	Secondary	M	13459
Sunshine Coast	Technical or Further Educational Institution	F	4280
Sunshine Coast	Technical or Further Educational Institution	M	3108
Sunshine Coast	University or other tertiary	F	9464
Sunshine Coast	University or other tertiary	M	4944
Toowoomba		F	4965
Toowoomba		M	5015
Toowoomba	Infants/Primary	F	6809
Toowoomba	Infants/Primary	M	7193
Toowoomba	Pre-school	F	1246
Toowoomba	Pre-school	M	1294
Toowoomba	Secondary	F	6273
Toowoomba	Secondary	M	6430
Toowoomba	Technical or Further Educational Institution	F	2275
Toowoomba	Technical or Further Educational Institution	M	1755
Toowoomba	University or other tertiary	F	4208
Toowoomba	University or other tertiary	M	2458
Townsville		F	9432
Townsville		M	12193
Townsville	Infants/Primary	F	9443
Townsville	Infants/Primary	M	9919
Townsville	Pre-school	F	1598
Townsville	Pre-school	M	1859
Townsville	Secondary	F	8178
Townsville	Secondary	M	8001
Townsville	Technical or Further Educational Institution	F	2408
Townsville	Technical or Further Educational Institution	M	1795
Townsville	University or other tertiary	F	6375
Townsville	University or other tertiary	M	3499
Wide Bay		F	11823
Wide Bay		M	12980
Wide Bay	Infants/Primary	F	10525
Wide Bay	Infants/Primary	M	11263
Wide Bay	Pre-school	F	1717
Wide Bay	Pre-school	M	1725
Wide Bay	Secondary	F	9472
Wide Bay	Secondary	M	9801
Wide Bay	Technical or Further Educational Institution	F	2968
Wide Bay	Technical or Further Educational Institution	M	1775
Wide Bay	University or other tertiary	F	3739
Wide Bay	University or other tertiary	M	1510
Migratory - Offshore - Shipping (Qld)		F	24
Migratory - Offshore - Shipping (Qld)		M	115
No usual address (Qld)		F	1503
No usual address (Qld)		M	2196
No usual address (Qld)	Infants/Primary	F	259
No usual address (Qld)	Infants/Primary	M	251
No usual address (Qld)	Pre-school	F	35
No usual address (Qld)	Pre-school	M	39
No usual address (Qld)	Secondary	F	148
No usual address (Qld)	Secondary	M	139
No usual address (Qld)	Technical or Further Educational Institution	F	155
No usual address (Qld)	Technical or Further Educational Institution	M	83
No usual address (Qld)	University or other tertiary	F	150
No usual address (Qld)	University or other tertiary	M	93
Adelaide - Central and Hills		F	6885
Adelaide - Central and Hills		M	6993
Adelaide - Central and Hills	Infants/Primary	F	12224
Adelaide - Central and Hills	Infants/Primary	M	13088
Adelaide - Central and Hills	Pre-school	F	2345
Adelaide - Central and Hills	Pre-school	M	2517
Adelaide - Central and Hills	Secondary	F	9452
Adelaide - Central and Hills	Secondary	M	9590
Adelaide - Central and Hills	Technical or Further Educational Institution	F	3377
Adelaide - Central and Hills	Technical or Further Educational Institution	M	3004
Adelaide - Central and Hills	University or other tertiary	F	13440
Adelaide - Central and Hills	University or other tertiary	M	10862
Adelaide - North		F	12435
Adelaide - North		M	12660
Adelaide - North	Infants/Primary	F	20894
Adelaide - North	Infants/Primary	M	22107
Adelaide - North	Pre-school	F	3745
Adelaide - North	Pre-school	M	4084
Adelaide - North	Secondary	F	13659
Adelaide - North	Secondary	M	14072
Adelaide - North	Technical or Further Educational Institution	F	6410
Adelaide - North	Technical or Further Educational Institution	M	5063
Adelaide - North	University or other tertiary	F	11240
Adelaide - North	University or other tertiary	M	8354
Adelaide - South		F	7976
Adelaide - South		M	7755
Adelaide - South	Infants/Primary	F	15238
Adelaide - South	Infants/Primary	M	16287
Adelaide - South	Pre-school	F	2960
Adelaide - South	Pre-school	M	3229
Adelaide - South	Secondary	F	10936
Adelaide - South	Secondary	M	11278
Adelaide - South	Technical or Further Educational Institution	F	4099
Adelaide - South	Technical or Further Educational Institution	M	3624
Adelaide - South	University or other tertiary	F	11608
Adelaide - South	University or other tertiary	M	7645
Adelaide - West		F	5597
Adelaide - West		M	5587
Adelaide - West	Infants/Primary	F	8511
Adelaide - West	Infants/Primary	M	9005
Adelaide - West	Pre-school	F	1731
Adelaide - West	Pre-school	M	1887
Adelaide - West	Secondary	F	6177
Adelaide - West	Secondary	M	6321
Adelaide - West	Technical or Further Educational Institution	F	3126
Adelaide - West	Technical or Further Educational Institution	M	2791
Adelaide - West	University or other tertiary	F	8138
Adelaide - West	University or other tertiary	M	6000
Barossa - Yorke - Mid North		F	3846
Barossa - Yorke - Mid North		M	3942
Barossa - Yorke - Mid North	Infants/Primary	F	4475
Barossa - Yorke - Mid North	Infants/Primary	M	4870
Barossa - Yorke - Mid North	Pre-school	F	717
Barossa - Yorke - Mid North	Pre-school	M	757
Barossa - Yorke - Mid North	Secondary	F	3182
Barossa - Yorke - Mid North	Secondary	M	3287
Barossa - Yorke - Mid North	Technical or Further Educational Institution	F	1068
Barossa - Yorke - Mid North	Technical or Further Educational Institution	M	714
Barossa - Yorke - Mid North	University or other tertiary	F	1373
Barossa - Yorke - Mid North	University or other tertiary	M	501
South Australia - Outback		F	3347
South Australia - Outback		M	4457
South Australia - Outback	Infants/Primary	F	3587
South Australia - Outback	Infants/Primary	M	3743
South Australia - Outback	Pre-school	F	677
South Australia - Outback	Pre-school	M	667
South Australia - Outback	Secondary	F	2183
South Australia - Outback	Secondary	M	2227
South Australia - Outback	Technical or Further Educational Institution	F	729
South Australia - Outback	Technical or Further Educational Institution	M	552
South Australia - Outback	University or other tertiary	F	869
South Australia - Outback	University or other tertiary	M	305
South Australia - South East		F	6677
South Australia - South East		M	8058
South Australia - South East	Infants/Primary	F	7568
South Australia - South East	Infants/Primary	M	7852
South Australia - South East	Pre-school	F	1210
South Australia - South East	Pre-school	M	1278
South Australia - South East	Secondary	F	5015
South Australia - South East	Secondary	M	5152
South Australia - South East	Technical or Further Educational Institution	F	1873
South Australia - South East	Technical or Further Educational Institution	M	1389
South Australia - South East	University or other tertiary	F	2099
South Australia - South East	University or other tertiary	M	760
Migratory - Offshore - Shipping (SA)		M	5
No usual address (SA)		F	332
No usual address (SA)		M	515
No usual address (SA)	Infants/Primary	F	80
No usual address (SA)	Infants/Primary	M	80
No usual address (SA)	Pre-school	F	13
No usual address (SA)	Pre-school	M	13
No usual address (SA)	Secondary	F	79
No usual address (SA)	Secondary	M	37
No usual address (SA)	Technical or Further Educational Institution	F	27
No usual address (SA)	Technical or Further Educational Institution	M	28
No usual address (SA)	University or other tertiary	F	38
No usual address (SA)	University or other tertiary	M	31
Bunbury		F	6418
Bunbury		M	7620
Bunbury	Infants/Primary	F	7502
Bunbury	Infants/Primary	M	8243
Bunbury	Pre-school	F	1510
Bunbury	Pre-school	M	1539
Bunbury	Secondary	F	6572
Bunbury	Secondary	M	6590
Bunbury	Technical or Further Educational Institution	F	2213
Bunbury	Technical or Further Educational Institution	M	1681
Bunbury	University or other tertiary	F	2106
Bunbury	University or other tertiary	M	762
Mandurah		F	3647
Mandurah		M	3984
Mandurah	Infants/Primary	F	4204
Mandurah	Infants/Primary	M	4172
Mandurah	Pre-school	F	781
Mandurah	Pre-school	M	790
Mandurah	Secondary	F	3341
Mandurah	Secondary	M	3409
Mandurah	Technical or Further Educational Institution	F	1303
Mandurah	Technical or Further Educational Institution	M	930
Mandurah	University or other tertiary	F	1707
Mandurah	University or other tertiary	M	764
Perth - Inner		F	5241
Perth - Inner		M	5807
Perth - Inner	Infants/Primary	F	6046
Perth - Inner	Infants/Primary	M	6277
Perth - Inner	Pre-school	F	1238
Perth - Inner	Pre-school	M	1449
Perth - Inner	Secondary	F	5676
Perth - Inner	Secondary	M	5869
Perth - Inner	Technical or Further Educational Institution	F	2136
Perth - Inner	Technical or Further Educational Institution	M	1627
Perth - Inner	University or other tertiary	F	8887
Perth - Inner	University or other tertiary	M	7499
Perth - North East		F	7860
Perth - North East		M	10308
Perth - North East	Infants/Primary	F	11154
Perth - North East	Infants/Primary	M	11986
Perth - North East	Pre-school	F	2395
Perth - North East	Pre-school	M	2707
Perth - North East	Secondary	F	8690
Perth - North East	Secondary	M	9461
Perth - North East	Technical or Further Educational Institution	F	3607
Perth - North East	Technical or Further Educational Institution	M	2925
Perth - North East	University or other tertiary	F	6365
Perth - North East	University or other tertiary	M	4438
Perth - North West		F	14461
Perth - North West		M	15617
Perth - North West	Infants/Primary	F	24394
Perth - North West	Infants/Primary	M	25780
Perth - North West	Pre-school	F	4908
Perth - North West	Pre-school	M	5319
Perth - North West	Secondary	F	19840
Perth - North West	Secondary	M	20824
Perth - North West	Technical or Further Educational Institution	F	7085
Perth - North West	Technical or Further Educational Institution	M	5923
Perth - North West	University or other tertiary	F	15575
Perth - North West	University or other tertiary	M	11147
Perth - South East		F	15918
Perth - South East		M	18181
Perth - South East	Infants/Primary	F	22187
Perth - South East	Infants/Primary	M	23414
Perth - South East	Pre-school	F	4551
Perth - South East	Pre-school	M	4827
Perth - South East	Secondary	F	16939
Perth - South East	Secondary	M	18045
Perth - South East	Technical or Further Educational Institution	F	7592
Perth - South East	Technical or Further Educational Institution	M	6424
Perth - South East	University or other tertiary	F	15533
Perth - South East	University or other tertiary	M	12147
Perth - South West		F	11776
Perth - South West		M	14661
Perth - South West	Infants/Primary	F	18963
Perth - South West	Infants/Primary	M	19512
Perth - South West	Pre-school	F	3824
Perth - South West	Pre-school	M	4160
Perth - South West	Secondary	F	15096
Perth - South West	Secondary	M	15581
Perth - South West	Technical or Further Educational Institution	F	5326
Perth - South West	Technical or Further Educational Institution	M	4334
Perth - South West	University or other tertiary	F	12131
Perth - South West	University or other tertiary	M	8105
Western Australia - Wheat Belt		F	6310
Western Australia - Wheat Belt		M	7801
Western Australia - Wheat Belt	Infants/Primary	F	5017
Western Australia - Wheat Belt	Infants/Primary	M	5204
Western Australia - Wheat Belt	Pre-school	F	915
Western Australia - Wheat Belt	Pre-school	M	964
Western Australia - Wheat Belt	Secondary	F	4011
Western Australia - Wheat Belt	Secondary	M	4018
Western Australia - Wheat Belt	Technical or Further Educational Institution	F	1423
Western Australia - Wheat Belt	Technical or Further Educational Institution	M	1030
Western Australia - Wheat Belt	University or other tertiary	F	1276
Western Australia - Wheat Belt	University or other tertiary	M	479
Western Australia - Outback (North)		F	6644
Western Australia - Outback (North)		M	9291
Western Australia - Outback (North)	Infants/Primary	F	4098
Western Australia - Outback (North)	Infants/Primary	M	4425
Western Australia - Outback (North)	Pre-school	F	751
Western Australia - Outback (North)	Pre-school	M	842
Western Australia - Outback (North)	Secondary	F	2388
Western Australia - Outback (North)	Secondary	M	2386
Western Australia - Outback (North)	Technical or Further Educational Institution	F	978
Western Australia - Outback (North)	Technical or Further Educational Institution	M	722
Western Australia - Outback (North)	University or other tertiary	F	917
Western Australia - Outback (North)	University or other tertiary	M	401
Western Australia - Outback (South)		F	6734
Western Australia - Outback (South)		M	9002
Western Australia - Outback (South)	Infants/Primary	F	4534
Western Australia - Outback (South)	Infants/Primary	M	4814
Western Australia - Outback (South)	Pre-school	F	985
Western Australia - Outback (South)	Pre-school	M	961
Western Australia - Outback (South)	Secondary	F	3363
Western Australia - Outback (South)	Secondary	M	3423
Western Australia - Outback (South)	Technical or Further Educational Institution	F	1446
Western Australia - Outback (South)	Technical or Further Educational Institution	M	1062
Western Australia - Outback (South)	University or other tertiary	F	1180
Western Australia - Outback (South)	University or other tertiary	M	562
Migratory - Offshore - Shipping (WA)		F	20
Migratory - Offshore - Shipping (WA)		M	193
Migratory - Offshore - Shipping (WA)	Technical or Further Educational Institution	M	7
Migratory - Offshore - Shipping (WA)	University or other tertiary	M	3
No usual address (WA)		F	1292
No usual address (WA)		M	2250
No usual address (WA)	Infants/Primary	F	116
No usual address (WA)	Infants/Primary	M	130
No usual address (WA)	Pre-school	F	18
No usual address (WA)	Pre-school	M	22
No usual address (WA)	Secondary	F	54
No usual address (WA)	Secondary	M	52
No usual address (WA)	Technical or Further Educational Institution	F	60
No usual address (WA)	Technical or Further Educational Institution	M	40
No usual address (WA)	University or other tertiary	F	70
No usual address (WA)	University or other tertiary	M	45
Hobart		F	7070
Hobart		M	7120
Hobart	Infants/Primary	F	9936
Hobart	Infants/Primary	M	10496
Hobart	Pre-school	F	1564
Hobart	Pre-school	M	1662
Hobart	Secondary	F	7165
Hobart	Secondary	M	7386
Hobart	Technical or Further Educational Institution	F	3723
Hobart	Technical or Further Educational Institution	M	4077
Hobart	University or other tertiary	F	6974
Hobart	University or other tertiary	M	5122
Launceston and North East		F	4805
Launceston and North East		M	4817
Launceston and North East	Infants/Primary	F	5895
Launceston and North East	Infants/Primary	M	6291
Launceston and North East	Pre-school	F	848
Launceston and North East	Pre-school	M	885
Launceston and North East	Secondary	F	4327
Launceston and North East	Secondary	M	4463
Launceston and North East	Technical or Further Educational Institution	F	1811
Launceston and North East	Technical or Further Educational Institution	M	1718
Launceston and North East	University or other tertiary	F	2841
Launceston and North East	University or other tertiary	M	1822
South East		F	1674
South East		M	1785
South East	Infants/Primary	F	1546
South East	Infants/Primary	M	1516
South East	Pre-school	F	207
South East	Pre-school	M	185
South East	Secondary	F	1004
South East	Secondary	M	1090
South East	Technical or Further Educational Institution	F	424
South East	Technical or Further Educational Institution	M	405
South East	University or other tertiary	F	511
South East	University or other tertiary	M	263
West and North West		F	4024
West and North West		M	4050
West and North West	Infants/Primary	F	4643
West and North West	Infants/Primary	M	4810
West and North West	Pre-school	F	547
West and North West	Pre-school	M	586
West and North West	Secondary	F	3328
West and North West	Secondary	M	3340
West and North West	Technical or Further Educational Institution	F	1320
West and North West	Technical or Further Educational Institution	M	1231
West and North West	University or other tertiary	F	1534
West and North West	University or other tertiary	M	729
Migratory - Offshore - Shipping (Tas.)		M	3
No usual address (Tas.)		F	139
No usual address (Tas.)		M	210
No usual address (Tas.)	Infants/Primary	F	18
No usual address (Tas.)	Infants/Primary	M	30
No usual address (Tas.)	Pre-school	F	5
No usual address (Tas.)	Pre-school	M	9
No usual address (Tas.)	Secondary	F	19
No usual address (Tas.)	Secondary	M	12
No usual address (Tas.)	Technical or Further Educational Institution	F	21
No usual address (Tas.)	Technical or Further Educational Institution	M	17
No usual address (Tas.)	University or other tertiary	F	27
No usual address (Tas.)	University or other tertiary	M	12
Darwin		F	6726
Darwin		M	8120
Darwin	Infants/Primary	F	5950
Darwin	Infants/Primary	M	6099
Darwin	Pre-school	F	1272
Darwin	Pre-school	M	1350
Darwin	Secondary	F	4316
Darwin	Secondary	M	4331
Darwin	Technical or Further Educational Institution	F	1709
Darwin	Technical or Further Educational Institution	M	1442
Darwin	University or other tertiary	F	4624
Darwin	University or other tertiary	M	2663
Northern Territory - Outback		F	4713
Northern Territory - Outback		M	5808
Northern Territory - Outback	Infants/Primary	F	4353
Northern Territory - Outback	Infants/Primary	M	4738
Northern Territory - Outback	Pre-school	F	764
Northern Territory - Outback	Pre-school	M	853
Northern Territory - Outback	Secondary	F	2427
Northern Territory - Outback	Secondary	M	2514
Northern Territory - Outback	Technical or Further Educational Institution	F	624
Northern Territory - Outback	Technical or Further Educational Institution	M	486
Northern Territory - Outback	University or other tertiary	F	1278
Northern Territory - Outback	University or other tertiary	M	611
Migratory - Offshore - Shipping (NT)		M	20
No usual address (NT)		F	593
No usual address (NT)		M	654
No usual address (NT)	Infants/Primary	F	45
No usual address (NT)	Infants/Primary	M	69
No usual address (NT)	Pre-school	F	8
No usual address (NT)	Pre-school	M	5
No usual address (NT)	Secondary	F	27
No usual address (NT)	Secondary	M	25
No usual address (NT)	Technical or Further Educational Institution	F	11
No usual address (NT)	Technical or Further Educational Institution	M	4
No usual address (NT)	University or other tertiary	F	19
No usual address (NT)	University or other tertiary	M	17
Australian Capital Territory		F	11633
Australian Capital Territory		M	12230
Australian Capital Territory	Infants/Primary	F	18521
Australian Capital Territory	Infants/Primary	M	19682
Australian Capital Territory	Pre-school	F	4236
Australian Capital Territory	Pre-school	M	4604
Australian Capital Territory	Secondary	F	13554
Australian Capital Territory	Secondary	M	14343
Australian Capital Territory	Technical or Further Educational Institution	F	5997
Australian Capital Territory	Technical or Further Educational Institution	M	5826
Australian Capital Territory	University or other tertiary	F	19997
Australian Capital Territory	University or other tertiary	M	16220
No usual address (ACT)		F	42
No usual address (ACT)		M	100
No usual address (ACT)	Infants/Primary	F	5
No usual address (ACT)	Infants/Primary	M	6
No usual address (ACT)	Pre-school	M	3
No usual address (ACT)	Secondary	F	23
No usual address (ACT)	Secondary	M	9
No usual address (ACT)	Technical or Further Educational Institution	F	8
No usual address (ACT)	Technical or Further Educational Institution	M	3
No usual address (ACT)	University or other tertiary	F	15
No usual address (ACT)	University or other tertiary	M	18
Other Territories		F	335
Other Territories		M	586
Other Territories	Infants/Primary	F	167
Other Territories	Infants/Primary	M	185
Other Territories	Pre-school	F	33
Other Territories	Pre-school	M	46
Other Territories	Secondary	F	115
Other Territories	Secondary	M	116
Other Territories	Technical or Further Educational Institution	F	41
Other Territories	Technical or Further Educational Institution	M	34
Other Territories	University or other tertiary	F	40
Other Territories	University or other tertiary	M	8
No usual address (OT)		M	3
