SA4_NAME21	CoupleFamily	HasChild	IncomeFamily.max	families
Central Coast	1	0	157500	8134
Central Coast	1	0	183750	6632
Central Coast	1	0	210000	4109
Central Coast	1	0	Inf	10198
Central Coast	1	1	7875	24
Central Coast	1	1	15750	32
Central Coast	1	1	21000	36
Central Coast	1	1	26250	106
Central Coast	1	1	34125	163
Central Coast	1	1	42000	426
Central West				27
Central West			0	8
Central West			15750	7
Central West			21000	3
Central West			26250	25
Central West			34125	24
Central West			42000	58
Central West			52500	110
Central West			65625	98
Central West			78750	103
Central West			91875	52
Central West			105000	51
Central West			131250	78
Central West			157500	36
Central West			183750	15
Central West			210000	10
Central West			Inf	22
Central West	0			893
Central West	0		0	115
Central West	0		7875	47
Central West	0		15750	114
Central West	0		21000	256
Central West	0		26250	431
Central West	0		34125	759
Central West	0		42000	932
Central West	0		52500	1189
Central West	0		65625	1147
Central West	0		78750	865
Central West	0		91875	649
Central West	0		105000	497
Central West	0		131250	812
Central West	0		157500	309
Central West	0		183750	214
Central West	0		210000	60
Central West	0		Inf	181
Central West	1	0		3925
Central West	1	0	0	479
Central West	1	0	7875	219
Central West	1	0	15750	112
Central West	1	0	21000	110
Central West	1	0	26250	700
Central West	1	0	34125	404
Central West	1	0	42000	2937
Central West	1	0	52500	2163
Central West	1	0	65625	2698
Central West	1	0	78750	3442
Central West	1	0	91875	2459
Central West	1	0	105000	2785
Central West	1	0	131250	6027
Central West	1	0	157500	4853
Central West	1	0	183750	3657
Central West	1	0	210000	2344
Central West	1	0	Inf	5307
Central West	1	1	7875	24
Central West	1	1	15750	31
Central West	1	1	21000	29
Central West	1	1	26250	72
Central West	1	1	34125	112
Central West	1	1	42000	300
Coffs Harbour - Grafton				27
Coffs Harbour - Grafton			0	6
Coffs Harbour - Grafton			7875	5
Coffs Harbour - Grafton			15750	3
Coffs Harbour - Grafton			21000	4
Coffs Harbour - Grafton			26250	20
Coffs Harbour - Grafton			34125	20
Coffs Harbour - Grafton			42000	51
Coffs Harbour - Grafton			52500	85
Coffs Harbour - Grafton			65625	86
Coffs Harbour - Grafton			78750	57
Coffs Harbour - Grafton			91875	37
Coffs Harbour - Grafton			105000	33
Coffs Harbour - Grafton			131250	41
Coffs Harbour - Grafton			157500	20
Coffs Harbour - Grafton			183750	14
Coffs Harbour - Grafton			Inf	12
Coffs Harbour - Grafton	0			723
Coffs Harbour - Grafton	0		0	95
Coffs Harbour - Grafton	0		7875	51
Coffs Harbour - Grafton	0		15750	77
Coffs Harbour - Grafton	0		21000	196
Coffs Harbour - Grafton	0		26250	323
Coffs Harbour - Grafton	0		34125	621
Coffs Harbour - Grafton	0		42000	748
Coffs Harbour - Grafton	0		52500	905
Coffs Harbour - Grafton	0		65625	956
Coffs Harbour - Grafton	0		78750	794
Coffs Harbour - Grafton	0		91875	514
Coffs Harbour - Grafton	0		105000	364
Coffs Harbour - Grafton	0		131250	483
Coffs Harbour - Grafton	0		157500	170
Coffs Harbour - Grafton	0		183750	104
Coffs Harbour - Grafton	0		210000	37
Coffs Harbour - Grafton	0		Inf	112
Coffs Harbour - Grafton	1	0		2417
Coffs Harbour - Grafton	1	0	0	362
Coffs Harbour - Grafton	1	0	7875	174
Coffs Harbour - Grafton	1	0	15750	116
Coffs Harbour - Grafton	1	0	21000	103
Coffs Harbour - Grafton	1	0	26250	547
Coffs Harbour - Grafton	1	0	34125	373
Coffs Harbour - Grafton	1	0	42000	2722
Coffs Harbour - Grafton	1	0	52500	2099
Coffs Harbour - Grafton	1	0	65625	2564
Coffs Harbour - Grafton	1	0	78750	3056
Coffs Harbour - Grafton	1	0	91875	1996
Coffs Harbour - Grafton	1	0	105000	2157
Coffs Harbour - Grafton	1	0	131250	4144
Coffs Harbour - Grafton	1	0	157500	2870
Coffs Harbour - Grafton	1	0	183750	1986
Coffs Harbour - Grafton	1	0	210000	1134
Coffs Harbour - Grafton	1	0	Inf	2286
Coffs Harbour - Grafton	1	1	7875	7
Coffs Harbour - Grafton	1	1	15750	32
Coffs Harbour - Grafton	1	1	21000	23
Coffs Harbour - Grafton	1	1	26250	77
Coffs Harbour - Grafton	1	1	34125	70
Coffs Harbour - Grafton	1	1	42000	251
Far West and Orana				26
Far West and Orana			0	12
Far West and Orana			7875	5
Far West and Orana			15750	4
Far West and Orana			21000	3
Far West and Orana			26250	17
Far West and Orana			34125	16
Far West and Orana			42000	47
Far West and Orana			52500	76
Far West and Orana			65625	56
Far West and Orana			78750	57
Far West and Orana			91875	32
Far West and Orana			105000	22
Far West and Orana			131250	57
Far West and Orana			157500	34
Far West and Orana			183750	12
Far West and Orana			210000	3
Far West and Orana			Inf	9
Far West and Orana	0			618
Far West and Orana	0		0	90
Far West and Orana	0		7875	25
Far West and Orana	0		15750	89
Far West and Orana	0		21000	145
Far West and Orana	0		26250	304
Far West and Orana	0		34125	467
Far West and Orana	0		42000	534
Far West and Orana	0		52500	653
Far West and Orana	0		65625	695
Far West and Orana	0		78750	513
Far West and Orana	0		91875	374
Far West and Orana	0		105000	282
Far West and Orana	0		131250	416
Far West and Orana	0		157500	158
Far West and Orana	0		183750	94
Far West and Orana	0		210000	48
Far West and Orana	0		Inf	103
Far West and Orana	1	0		2372
Far West and Orana	1	0	0	328
Far West and Orana	1	0	7875	94
Far West and Orana	1	0	15750	44
Far West and Orana	1	0	21000	49
Far West and Orana	1	0	26250	333
Far West and Orana	1	0	34125	235
Far West and Orana	1	0	42000	1444
Far West and Orana	1	0	52500	1098
Far West and Orana	1	0	65625	1358
Far West and Orana	1	0	78750	1715
Far West and Orana	1	0	91875	1180
Far West and Orana	1	0	105000	1392
Far West and Orana	1	0	131250	3132
Far West and Orana	1	0	157500	2223
Far West and Orana	1	0	183750	1730
Far West and Orana	1	0	210000	1053
Far West and Orana	1	0	Inf	2148
Far West and Orana	1	1	7875	15
Far West and Orana	1	1	15750	25
Far West and Orana	1	1	21000	14
Far West and Orana	1	1	26250	49
Far West and Orana	1	1	34125	72
Far West and Orana	1	1	42000	151
Hunter Valley exc Newcastle				35
Hunter Valley exc Newcastle			0	17
Hunter Valley exc Newcastle			7875	5
Hunter Valley exc Newcastle			15750	16
Hunter Valley exc Newcastle			21000	18
Hunter Valley exc Newcastle			26250	18
Hunter Valley exc Newcastle			34125	29
Hunter Valley exc Newcastle			42000	67
Hunter Valley exc Newcastle			52500	145
Hunter Valley exc Newcastle			65625	141
Hunter Valley exc Newcastle			78750	116
Hunter Valley exc Newcastle			91875	68
Hunter Valley exc Newcastle			105000	61
Hunter Valley exc Newcastle			131250	111
Hunter Valley exc Newcastle			157500	39
Hunter Valley exc Newcastle			183750	34
Hunter Valley exc Newcastle			210000	7
Hunter Valley exc Newcastle			Inf	21
Hunter Valley exc Newcastle	0			1230
Hunter Valley exc Newcastle	0		0	187
Hunter Valley exc Newcastle	0		7875	69
Hunter Valley exc Newcastle	0		15750	165
Hunter Valley exc Newcastle	0		21000	336
Hunter Valley exc Newcastle	0		26250	639
Hunter Valley exc Newcastle	0		34125	1166
Hunter Valley exc Newcastle	0		42000	1361
Hunter Valley exc Newcastle	0		52500	1735
Hunter Valley exc Newcastle	0		65625	1820
Hunter Valley exc Newcastle	0		78750	1378
Hunter Valley exc Newcastle	0		91875	957
Hunter Valley exc Newcastle	0		105000	793
Hunter Valley exc Newcastle	0		131250	1249
Hunter Valley exc Newcastle	0		157500	524
Hunter Valley exc Newcastle	0		183750	325
Hunter Valley exc Newcastle	0		210000	110
Hunter Valley exc Newcastle	0		Inf	271
Hunter Valley exc Newcastle	1	0		5183
Hunter Valley exc Newcastle	1	0	0	717
Hunter Valley exc Newcastle	1	0	7875	280
Hunter Valley exc Newcastle	1	0	15750	185
Hunter Valley exc Newcastle	1	0	21000	146
Hunter Valley exc Newcastle	1	0	26250	866
Hunter Valley exc Newcastle	1	0	34125	637
Hunter Valley exc Newcastle	1	0	42000	4194
Hunter Valley exc Newcastle	1	0	52500	3165
Hunter Valley exc Newcastle	1	0	65625	3858
Hunter Valley exc Newcastle	1	0	78750	4968
Hunter Valley exc Newcastle	1	0	91875	3570
Hunter Valley exc Newcastle	1	0	105000	3939
Hunter Valley exc Newcastle	1	0	131250	9151
Hunter Valley exc Newcastle	1	0	157500	6996
Hunter Valley exc Newcastle	1	0	183750	5699
Hunter Valley exc Newcastle	1	0	210000	3513
Hunter Valley exc Newcastle	1	0	Inf	7613
Hunter Valley exc Newcastle	1	1	7875	14
Hunter Valley exc Newcastle	1	1	15750	32
Hunter Valley exc Newcastle	1	1	21000	41
Hunter Valley exc Newcastle	1	1	26250	103
Hunter Valley exc Newcastle	1	1	34125	132
Hunter Valley exc Newcastle	1	1	42000	379
Illawarra				29
Illawarra			0	24
Illawarra			7875	3
Illawarra			15750	11
Illawarra			21000	11
Illawarra			26250	32
Illawarra			34125	40
Illawarra			42000	74
Illawarra			52500	158
Illawarra			65625	158
Illawarra			78750	153
Illawarra			91875	89
Illawarra			105000	80
Illawarra			131250	131
Illawarra			157500	65
Illawarra			183750	36
Illawarra			210000	22
Illawarra			Inf	32
Illawarra	0			1163
Illawarra	0		0	196
Illawarra	0		7875	73
Illawarra	0		15750	168
Illawarra	0		21000	337
Illawarra	0		26250	574
Illawarra	0		34125	972
Illawarra	0		42000	1165
Illawarra	0		52500	1614
Illawarra	0		65625	1618
Illawarra	0		78750	1510
Illawarra	0		91875	1050
Illawarra	0		105000	911
Illawarra	0		131250	1464
Illawarra	0		157500	601
Illawarra	0		183750	453
Illawarra	0		210000	171
Illawarra	0		Inf	386
Illawarra	1	0		4079
Illawarra	1	0	0	739
Illawarra	1	0	7875	246
Illawarra	1	0	15750	160
Illawarra	1	0	21000	154
Illawarra	1	0	26250	871
Illawarra	1	0	34125	672
Illawarra	1	0	42000	3986
Illawarra	1	0	52500	3256
Illawarra	1	0	65625	3805
Illawarra	1	0	78750	4751
Illawarra	1	0	91875	3418
Illawarra	1	0	105000	3915
Illawarra	1	0	131250	9025
Illawarra	1	0	157500	7841
Illawarra	1	0	183750	6620
Illawarra	1	0	210000	4498
Illawarra	1	0	Inf	11088
Illawarra	1	1	7875	19
Illawarra	1	1	15750	44
Illawarra	1	1	21000	34
Illawarra	1	1	26250	105
Illawarra	1	1	34125	157
Illawarra	1	1	42000	411
Mid North Coast				36
Mid North Coast			0	17
Mid North Coast			7875	12
Mid North Coast			15750	11
Mid North Coast			21000	7
Mid North Coast			26250	29
Mid North Coast			34125	40
Mid North Coast			42000	71
Mid North Coast			52500	129
Mid North Coast			65625	114
Mid North Coast			78750	103
Mid North Coast			91875	43
Mid North Coast			105000	61
Mid North Coast			131250	74
Mid North Coast			157500	27
Mid North Coast			183750	12
Mid North Coast			210000	4
Mid North Coast			Inf	9
Mid North Coast	0			1139
Mid North Coast	0		0	137
Mid North Coast	0		7875	67
Mid North Coast	0		15750	151
Mid North Coast	0		21000	269
Mid North Coast	0		26250	599
Mid North Coast	0		34125	968
Mid North Coast	0		42000	1167
Mid North Coast	0		52500	1503
Mid North Coast	0		65625	1501
Mid North Coast	0		78750	1184
Mid North Coast	0		91875	672
Mid North Coast	0		105000	535
Mid North Coast	0		131250	736
Mid North Coast	0		157500	255
Mid North Coast	0		183750	127
Mid North Coast	0		210000	36
Mid North Coast	0		Inf	128
Mid North Coast	1	0		3707
Mid North Coast	1	0	0	677
Mid North Coast	1	0	7875	312
Mid North Coast	1	0	15750	220
Mid North Coast	1	0	21000	211
Mid North Coast	1	0	26250	1058
Mid North Coast	1	0	34125	745
Mid North Coast	1	0	42000	5563
Mid North Coast	1	0	52500	3946
Mid North Coast	1	0	65625	4340
Mid North Coast	1	0	78750	5265
Mid North Coast	1	0	91875	3074
Mid North Coast	1	0	105000	3235
Mid North Coast	1	0	131250	6030
Mid North Coast	1	0	157500	4076
Mid North Coast	1	0	183750	2849
Mid North Coast	1	0	210000	1621
Mid North Coast	1	0	Inf	3358
Mid North Coast	1	1	7875	16
Mid North Coast	1	1	15750	33
Mid North Coast	1	1	21000	41
Mid North Coast	1	1	26250	82
Mid North Coast	1	1	34125	118
Mid North Coast	1	1	42000	379
Murray				20
Murray			7875	7
Murray			21000	4
Murray			26250	10
Murray			34125	18
Murray			42000	26
Murray			52500	64
Murray			65625	50
Murray			78750	38
Murray			91875	35
Murray			105000	35
Murray			131250	47
Murray			157500	20
Murray			183750	12
Murray			210000	8
Murray			Inf	5
Murray	0			459
Murray	0		0	69
Murray	0		7875	18
Murray	0		15750	70
Murray	0		21000	125
Murray	0		26250	235
Murray	0		34125	455
Murray	0		42000	498
Murray	0		52500	599
Murray	0		65625	631
Murray	0		78750	486
Murray	0		91875	344
Murray	0		105000	282
Murray	0		131250	437
Murray	0		157500	128
Murray	0		183750	74
Murray	0		210000	25
Murray	0		Inf	71
Murray	1	0		2366
Murray	1	0	0	299
Murray	1	0	7875	134
Murray	1	0	15750	86
Murray	1	0	21000	57
Murray	1	0	26250	414
Murray	1	0	34125	295
Murray	1	0	42000	1953
Murray	1	0	52500	1482
Murray	1	0	65625	1748
Murray	1	0	78750	2298
Murray	1	0	91875	1615
Murray	1	0	105000	1828
Murray	1	0	131250	3823
Murray	1	0	157500	2699
Murray	1	0	183750	2034
Murray	1	0	210000	1180
Murray	1	0	Inf	2300
Murray	1	1	7875	6
Murray	1	1	15750	25
Murray	1	1	21000	22
Murray	1	1	26250	39
Murray	1	1	34125	71
Murray	1	1	42000	156
New England and North West				40
New England and North West			0	13
New England and North West			7875	6
New England and North West			15750	13
New England and North West			21000	6
New England and North West			26250	23
New England and North West			34125	22
New England and North West			42000	63
New England and North West			52500	116
New England and North West			65625	102
New England and North West			78750	81
New England and North West			91875	50
New England and North West			105000	55
New England and North West			131250	57
New England and North West			157500	49
New England and North West			183750	19
New England and North West			210000	9
New England and North West			Inf	13
New England and North West	0			820
New England and North West	0		0	134
New England and North West	0		7875	47
New England and North West	0		15750	142
New England and North West	0		21000	235
New England and North West	0		26250	496
New England and North West	0		34125	783
New England and North West	0		42000	888
New England and North West	0		52500	1098
New England and North West	0		65625	1059
New England and North West	0		78750	767
New England and North West	0		91875	471
New England and North West	0		105000	420
New England and North West	0		131250	613
New England and North West	0		157500	188
New England and North West	0		183750	107
New England and North West	0		210000	43
New England and North West	0		Inf	130
New England and North West	1	0		3170
New England and North West	1	0	0	486
New England and North West	1	0	7875	182
New England and North West	1	0	15750	117
New England and North West	1	0	21000	81
New England and North West	1	0	26250	637
New England and North West	1	0	34125	403
New England and North West	1	0	42000	2835
New England and North West	1	0	52500	2050
New England and North West	1	0	65625	2522
New England and North West	1	0	78750	3195
New England and North West	1	0	91875	2213
New England and North West	1	0	105000	2616
New England and North West	1	0	131250	5403
New England and North West	1	0	157500	3629
New England and North West	1	0	183750	2776
New England and North West	1	0	210000	1632
New England and North West	1	0	Inf	3467
New England and North West	1	1	7875	28
New England and North West	1	1	15750	27
New England and North West	1	1	21000	22
New England and North West	1	1	26250	72
New England and North West	1	1	34125	117
New England and North West	1	1	42000	288
Newcastle and Lake Macquarie				36
Newcastle and Lake Macquarie			0	25
Newcastle and Lake Macquarie			7875	12
Newcastle and Lake Macquarie			15750	13
Newcastle and Lake Macquarie			21000	15
Newcastle and Lake Macquarie			26250	36
Newcastle and Lake Macquarie			34125	45
Newcastle and Lake Macquarie			42000	93
Newcastle and Lake Macquarie			52500	208
Newcastle and Lake Macquarie			65625	197
Newcastle and Lake Macquarie			78750	203
Newcastle and Lake Macquarie			91875	146
Newcastle and Lake Macquarie			105000	117
Newcastle and Lake Macquarie			131250	215
Newcastle and Lake Macquarie			157500	114
Newcastle and Lake Macquarie			183750	72
Newcastle and Lake Macquarie			210000	31
Newcastle and Lake Macquarie			Inf	41
Newcastle and Lake Macquarie	0			1521
Newcastle and Lake Macquarie	0		0	236
Newcastle and Lake Macquarie	0		7875	73
Newcastle and Lake Macquarie	0		15750	196
Newcastle and Lake Macquarie	0		21000	355
Newcastle and Lake Macquarie	0		26250	663
Newcastle and Lake Macquarie	0		34125	1171
Newcastle and Lake Macquarie	0		42000	1438
Newcastle and Lake Macquarie	0		52500	2052
Newcastle and Lake Macquarie	0		65625	2184
Newcastle and Lake Macquarie	0		78750	1909
Newcastle and Lake Macquarie	0		91875	1458
Newcastle and Lake Macquarie	0		105000	1225
Newcastle and Lake Macquarie	0		131250	1930
Newcastle and Lake Macquarie	0		157500	869
Newcastle and Lake Macquarie	0		183750	516
Newcastle and Lake Macquarie	0		210000	186
Newcastle and Lake Macquarie	0		Inf	425
Newcastle and Lake Macquarie	1	0		5431
Newcastle and Lake Macquarie	1	0	0	736
Newcastle and Lake Macquarie	1	0	7875	274
Newcastle and Lake Macquarie	1	0	15750	208
Newcastle and Lake Macquarie	1	0	21000	156
Newcastle and Lake Macquarie	1	0	26250	925
Newcastle and Lake Macquarie	1	0	34125	707
Newcastle and Lake Macquarie	1	0	42000	4727
Newcastle and Lake Macquarie	1	0	52500	3839
Newcastle and Lake Macquarie	1	0	65625	4682
Newcastle and Lake Macquarie	1	0	78750	5748
Newcastle and Lake Macquarie	1	0	91875	4171
Newcastle and Lake Macquarie	1	0	105000	4621
Newcastle and Lake Macquarie	1	0	131250	11369
Newcastle and Lake Macquarie	1	0	157500	9617
Newcastle and Lake Macquarie	1	0	183750	8380
Newcastle and Lake Macquarie	1	0	210000	5509
Newcastle and Lake Macquarie	1	0	Inf	13367
Newcastle and Lake Macquarie	1	1	7875	28
Newcastle and Lake Macquarie	1	1	15750	44
Newcastle and Lake Macquarie	1	1	21000	35
Newcastle and Lake Macquarie	1	1	26250	98
Newcastle and Lake Macquarie	1	1	34125	181
Newcastle and Lake Macquarie	1	1	42000	368
Richmond - Tweed				16
Richmond - Tweed			0	13
Richmond - Tweed			7875	4
Richmond - Tweed			15750	10
Richmond - Tweed			21000	3
Richmond - Tweed			26250	19
Richmond - Tweed			34125	33
Richmond - Tweed			42000	61
Richmond - Tweed			52500	144
Richmond - Tweed			65625	148
Richmond - Tweed			78750	143
Richmond - Tweed			91875	51
Richmond - Tweed			105000	58
Richmond - Tweed			131250	84
Richmond - Tweed			157500	28
Richmond - Tweed			183750	29
Richmond - Tweed			210000	3
Richmond - Tweed			Inf	27
Richmond - Tweed	0			1247
Richmond - Tweed	0		0	149
Richmond - Tweed	0		7875	88
Richmond - Tweed	0		15750	112
Richmond - Tweed	0		21000	267
Richmond - Tweed	0		26250	542
Richmond - Tweed	0		34125	973
Richmond - Tweed	0		42000	1153
Richmond - Tweed	0		52500	1546
Richmond - Tweed	0		65625	1616
Richmond - Tweed	0		78750	1329
Richmond - Tweed	0		91875	962
Richmond - Tweed	0		105000	711
Richmond - Tweed	0		131250	927
Richmond - Tweed	0		157500	410
Richmond - Tweed	0		183750	215
Richmond - Tweed	0		210000	65
Richmond - Tweed	0		Inf	239
Richmond - Tweed	1	0		4062
Richmond - Tweed	1	0	0	514
Richmond - Tweed	1	0	7875	267
Richmond - Tweed	1	0	15750	168
Richmond - Tweed	1	0	21000	156
Richmond - Tweed	1	0	26250	824
Richmond - Tweed	1	0	34125	601
Richmond - Tweed	1	0	42000	3991
Richmond - Tweed	1	0	52500	3273
Richmond - Tweed	1	0	65625	3922
Richmond - Tweed	1	0	78750	4895
Richmond - Tweed	1	0	91875	3283
Richmond - Tweed	1	0	105000	3635
Richmond - Tweed	1	0	131250	7518
Richmond - Tweed	1	0	157500	5204
Richmond - Tweed	1	0	183750	3791
Richmond - Tweed	1	0	210000	2171
Richmond - Tweed	1	0	Inf	5153
Richmond - Tweed	1	1	7875	20
Richmond - Tweed	1	1	15750	48
Richmond - Tweed	1	1	21000	42
Richmond - Tweed	1	1	26250	84
Richmond - Tweed	1	1	34125	146
Richmond - Tweed	1	1	42000	334
Riverina				25
Riverina			0	10
Riverina			7875	5
Riverina			15750	6
Riverina			26250	16
Riverina			34125	16
Riverina			42000	30
Riverina			52500	77
Riverina			65625	88
Riverina			78750	77
Riverina			91875	45
Riverina			105000	46
Riverina			131250	63
Riverina			157500	20
Riverina			183750	21
Riverina			210000	3
Riverina			Inf	17
Riverina	0			641
Riverina	0		0	87
Riverina	0		7875	34
Riverina	0		15750	99
Riverina	0		21000	182
Riverina	0		26250	387
Riverina	0		34125	616
Riverina	0		42000	612
Riverina	0		52500	854
Riverina	0		65625	832
Riverina	0		78750	666
Riverina	0		91875	447
Riverina	0		105000	389
Riverina	0		131250	548
Riverina	0		157500	198
Riverina	0		183750	135
Riverina	0		210000	64
Riverina	0		Inf	97
Riverina	1	0		3037
Riverina	1	0	0	351
Riverina	1	0	7875	138
Riverina	1	0	15750	93
Riverina	1	0	21000	67
Riverina	1	0	26250	446
Riverina	1	0	34125	306
Riverina	1	0	42000	1952
Riverina	1	0	52500	1511
Riverina	1	0	65625	2093
Riverina	1	0	78750	2788
Riverina	1	0	91875	1971
Riverina	1	0	105000	2485
Riverina	1	0	131250	5066
Riverina	1	0	157500	3753
Riverina	1	0	183750	2794
Riverina	1	0	210000	1669
Riverina	1	0	Inf	3483
Riverina	1	1	7875	21
Riverina	1	1	15750	28
Riverina	1	1	21000	23
Riverina	1	1	26250	80
Riverina	1	1	34125	94
Riverina	1	1	42000	233
Southern Highlands and Shoalhaven				10
Southern Highlands and Shoalhaven			0	19
Southern Highlands and Shoalhaven			7875	4
Southern Highlands and Shoalhaven			21000	4
Southern Highlands and Shoalhaven			26250	16
Southern Highlands and Shoalhaven			34125	23
Southern Highlands and Shoalhaven			42000	36
Southern Highlands and Shoalhaven			52500	79
Southern Highlands and Shoalhaven			65625	73
Southern Highlands and Shoalhaven			78750	68
Southern Highlands and Shoalhaven			91875	36
Southern Highlands and Shoalhaven			105000	26
Southern Highlands and Shoalhaven			131250	59
Southern Highlands and Shoalhaven			157500	30
Southern Highlands and Shoalhaven			183750	12
Southern Highlands and Shoalhaven			210000	6
Southern Highlands and Shoalhaven			Inf	5
Southern Highlands and Shoalhaven	0			629
Southern Highlands and Shoalhaven	0		0	83
Southern Highlands and Shoalhaven	0		7875	26
Southern Highlands and Shoalhaven	0		15750	72
Southern Highlands and Shoalhaven	0		21000	136
Southern Highlands and Shoalhaven	0		26250	296
Southern Highlands and Shoalhaven	0		34125	520
Southern Highlands and Shoalhaven	0		42000	619
Southern Highlands and Shoalhaven	0		52500	846
Southern Highlands and Shoalhaven	0		65625	865
Southern Highlands and Shoalhaven	0		78750	727
Southern Highlands and Shoalhaven	0		91875	510
Southern Highlands and Shoalhaven	0		105000	390
Southern Highlands and Shoalhaven	0		131250	524
Southern Highlands and Shoalhaven	0		157500	246
Southern Highlands and Shoalhaven	0		183750	141
Southern Highlands and Shoalhaven	0		210000	72
Southern Highlands and Shoalhaven	0		Inf	155
Southern Highlands and Shoalhaven	1	0		2584
Southern Highlands and Shoalhaven	1	0	0	473
Southern Highlands and Shoalhaven	1	0	7875	235
Southern Highlands and Shoalhaven	1	0	15750	142
Southern Highlands and Shoalhaven	1	0	21000	119
Southern Highlands and Shoalhaven	1	0	26250	626
Southern Highlands and Shoalhaven	1	0	34125	468
Southern Highlands and Shoalhaven	1	0	42000	3022
Southern Highlands and Shoalhaven	1	0	52500	2188
Southern Highlands and Shoalhaven	1	0	65625	2808
Southern Highlands and Shoalhaven	1	0	78750	3451
Southern Highlands and Shoalhaven	1	0	91875	2104
Southern Highlands and Shoalhaven	1	0	105000	2481
Southern Highlands and Shoalhaven	1	0	131250	4744
Southern Highlands and Shoalhaven	1	0	157500	3449
Southern Highlands and Shoalhaven	1	0	183750	2570
Southern Highlands and Shoalhaven	1	0	210000	1505
Southern Highlands and Shoalhaven	1	0	Inf	4117
Southern Highlands and Shoalhaven	1	1	7875	23
Southern Highlands and Shoalhaven	1	1	15750	22
Southern Highlands and Shoalhaven	1	1	21000	15
Southern Highlands and Shoalhaven	1	1	26250	66
Southern Highlands and Shoalhaven	1	1	34125	73
Southern Highlands and Shoalhaven	1	1	42000	207
Sydney - Baulkham Hills and Hawkesbury				11
Sydney - Baulkham Hills and Hawkesbury			0	17
Sydney - Baulkham Hills and Hawkesbury			7875	10
Sydney - Baulkham Hills and Hawkesbury			15750	7
Sydney - Baulkham Hills and Hawkesbury			21000	3
Sydney - Baulkham Hills and Hawkesbury			26250	13
Sydney - Baulkham Hills and Hawkesbury			34125	8
Sydney - Baulkham Hills and Hawkesbury			42000	18
Sydney - Baulkham Hills and Hawkesbury			52500	44
Sydney - Baulkham Hills and Hawkesbury			65625	43
Sydney - Baulkham Hills and Hawkesbury			78750	48
Sydney - Baulkham Hills and Hawkesbury			91875	40
Sydney - Baulkham Hills and Hawkesbury			105000	41
Sydney - Baulkham Hills and Hawkesbury			131250	64
Sydney - Baulkham Hills and Hawkesbury			157500	57
Sydney - Baulkham Hills and Hawkesbury			183750	43
Sydney - Baulkham Hills and Hawkesbury			210000	18
Sydney - Baulkham Hills and Hawkesbury			Inf	47
