SA4_NAME16	Age5yr	Indigenous	Sex	persons
Sydney - Inner West	45-49	1	F	61
Sydney - Inner West	45-49	1	M	66
Sydney - Inner West	50-54		F	295
Sydney - Inner West	50-54		M	300
Sydney - Inner West	50-54	0	F	9695
Sydney - Inner West	50-54	0	M	8525
Sydney - Inner West	50-54	1	F	66
Sydney - Inner West	50-54	1	M	66
Sydney - Inner West	55-59		F	272
Sydney - Inner West	55-59		M	282
Sydney - Inner West	55-59	0	F	9126
Sydney - Inner West	55-59	0	M	8261
Sydney - Inner West	55-59	1	F	67
Sydney - Inner West	55-59	1	M	52
Sydney - Inner West	60-64		F	235
Sydney - Inner West	60-64		M	272
Sydney - Inner West	60-64	0	F	7866
Sydney - Inner West	60-64	0	M	7085
Sydney - Inner West	60-64	1	F	46
Sydney - Inner West	60-64	1	M	39
Sydney - Inner West	65+		F	1346
Sydney - Inner West	65+		M	1009
Sydney - Inner West	65+	0	F	24219
Sydney - Inner West	65+	0	M	19668
Sydney - Inner West	65+	1	F	95
Sydney - Inner West	65+	1	M	75
Sydney - North Sydney and Hornsby	0-4		F	245
Sydney - North Sydney and Hornsby	0-4		M	272
Sydney - North Sydney and Hornsby	0-4	0	F	10196
Sydney - North Sydney and Hornsby	0-4	0	M	10856
Sydney - North Sydney and Hornsby	0-4	1	F	56
Sydney - North Sydney and Hornsby	0-4	1	M	65
Sydney - North Sydney and Hornsby	5-9		F	283
Sydney - North Sydney and Hornsby	5-9		M	291
Sydney - North Sydney and Hornsby	5-9	0	F	12679
Sydney - North Sydney and Hornsby	5-9	0	M	13567
Sydney - North Sydney and Hornsby	5-9	1	F	43
Sydney - North Sydney and Hornsby	5-9	1	M	49
Sydney - North Sydney and Hornsby	10-14		F	262
Sydney - North Sydney and Hornsby	10-14		M	285
Sydney - North Sydney and Hornsby	10-14	0	F	13186
Sydney - North Sydney and Hornsby	10-14	0	M	13741
Sydney - North Sydney and Hornsby	10-14	1	F	62
Sydney - North Sydney and Hornsby	10-14	1	M	61
Sydney - North Sydney and Hornsby	15-19		F	253
Sydney - North Sydney and Hornsby	15-19		M	262
Sydney - North Sydney and Hornsby	15-19	0	F	11409
Sydney - North Sydney and Hornsby	15-19	0	M	12210
Sydney - North Sydney and Hornsby	15-19	1	F	75
Sydney - North Sydney and Hornsby	15-19	1	M	77
Sydney - North Sydney and Hornsby	20-24		F	266
Sydney - North Sydney and Hornsby	20-24		M	288
Sydney - North Sydney and Hornsby	20-24	0	F	10571
Sydney - North Sydney and Hornsby	20-24	0	M	11014
Sydney - North Sydney and Hornsby	20-24	1	F	84
Sydney - North Sydney and Hornsby	20-24	1	M	71
Sydney - North Sydney and Hornsby	25-29		F	373
Sydney - North Sydney and Hornsby	25-29		M	366
Sydney - North Sydney and Hornsby	25-29	0	F	11855
Sydney - North Sydney and Hornsby	25-29	0	M	11124
Sydney - North Sydney and Hornsby	25-29	1	F	63
Sydney - North Sydney and Hornsby	25-29	1	M	99
Sydney - North Sydney and Hornsby	30-34		F	469
Sydney - North Sydney and Hornsby	30-34		M	445
Sydney - North Sydney and Hornsby	30-34	0	F	14611
Sydney - North Sydney and Hornsby	30-34	0	M	12822
Sydney - North Sydney and Hornsby	30-34	1	F	63
Sydney - North Sydney and Hornsby	30-34	1	M	52
Sydney - North Sydney and Hornsby	35-39		F	481
Sydney - North Sydney and Hornsby	35-39		M	473
Sydney - North Sydney and Hornsby	35-39	0	F	17239
Sydney - North Sydney and Hornsby	35-39	0	M	15235
Sydney - North Sydney and Hornsby	35-39	1	F	46
Sydney - North Sydney and Hornsby	35-39	1	M	56
Sydney - North Sydney and Hornsby	40-44		F	389
Sydney - North Sydney and Hornsby	40-44		M	396
Sydney - North Sydney and Hornsby	40-44	0	F	16887
Sydney - North Sydney and Hornsby	40-44	0	M	15161
Sydney - North Sydney and Hornsby	40-44	1	F	44
Sydney - North Sydney and Hornsby	40-44	1	M	45
Sydney - North Sydney and Hornsby	45-49		F	371
Sydney - North Sydney and Hornsby	45-49		M	347
Sydney - North Sydney and Hornsby	45-49	0	F	16068
Sydney - North Sydney and Hornsby	45-49	0	M	14506
Sydney - North Sydney and Hornsby	45-49	1	F	57
Sydney - North Sydney and Hornsby	45-49	1	M	71
Sydney - North Sydney and Hornsby	50-54		F	322
Sydney - North Sydney and Hornsby	50-54		M	315
Sydney - North Sydney and Hornsby	50-54	0	F	15044
Sydney - North Sydney and Hornsby	50-54	0	M	13413
Sydney - North Sydney and Hornsby	50-54	1	F	43
Sydney - North Sydney and Hornsby	50-54	1	M	44
Sydney - North Sydney and Hornsby	55-59		F	290
Sydney - North Sydney and Hornsby	55-59		M	283
Sydney - North Sydney and Hornsby	55-59	0	F	13039
Sydney - North Sydney and Hornsby	55-59	0	M	12110
Sydney - North Sydney and Hornsby	55-59	1	F	39
Sydney - North Sydney and Hornsby	55-59	1	M	35
Sydney - North Sydney and Hornsby	60-64		F	259
Sydney - North Sydney and Hornsby	60-64		M	275
Sydney - North Sydney and Hornsby	60-64	0	F	11609
Sydney - North Sydney and Hornsby	60-64	0	M	10513
Sydney - North Sydney and Hornsby	60-64	1	F	20
Sydney - North Sydney and Hornsby	60-64	1	M	36
Sydney - North Sydney and Hornsby	65+		F	1550
Sydney - North Sydney and Hornsby	65+		M	1086
Sydney - North Sydney and Hornsby	65+	0	F	38886
Sydney - North Sydney and Hornsby	65+	0	M	31696
Sydney - North Sydney and Hornsby	65+	1	F	65
Sydney - North Sydney and Hornsby	65+	1	M	57
Sydney - Northern Beaches	0-4		F	174
Sydney - Northern Beaches	0-4		M	179
Sydney - Northern Beaches	0-4	0	F	6690
Sydney - Northern Beaches	0-4	0	M	6973
Sydney - Northern Beaches	0-4	1	F	69
Sydney - Northern Beaches	0-4	1	M	79
Sydney - Northern Beaches	5-9		F	195
Sydney - Northern Beaches	5-9		M	208
Sydney - Northern Beaches	5-9	0	F	7604
Sydney - Northern Beaches	5-9	0	M	8109
Sydney - Northern Beaches	5-9	1	F	74
Sydney - Northern Beaches	5-9	1	M	87
Sydney - Northern Beaches	10-14		F	219
Sydney - Northern Beaches	10-14		M	224
Sydney - Northern Beaches	10-14	0	F	8579
Sydney - Northern Beaches	10-14	0	M	9110
Sydney - Northern Beaches	10-14	1	F	64
Sydney - Northern Beaches	10-14	1	M	90
Sydney - Northern Beaches	15-19		F	193
Sydney - Northern Beaches	15-19		M	215
Sydney - Northern Beaches	15-19	0	F	7536
Sydney - Northern Beaches	15-19	0	M	8142
Sydney - Northern Beaches	15-19	1	F	83
Sydney - Northern Beaches	15-19	1	M	97
Sydney - Northern Beaches	20-24		F	183
Sydney - Northern Beaches	20-24		M	193
Sydney - Northern Beaches	20-24	0	F	6315
Sydney - Northern Beaches	20-24	0	M	6904
Sydney - Northern Beaches	20-24	1	F	66
Sydney - Northern Beaches	20-24	1	M	83
Sydney - Northern Beaches	25-29		F	265
Sydney - Northern Beaches	25-29		M	203
Sydney - Northern Beaches	25-29	0	F	6412
Sydney - Northern Beaches	25-29	0	M	6282
Sydney - Northern Beaches	25-29	1	F	58
Sydney - Northern Beaches	25-29	1	M	56
Sydney - Northern Beaches	30-34		F	258
Sydney - Northern Beaches	30-34		M	274
Sydney - Northern Beaches	30-34	0	F	7808
Sydney - Northern Beaches	30-34	0	M	7159
Sydney - Northern Beaches	30-34	1	F	57
Sydney - Northern Beaches	30-34	1	M	56
Sydney - Northern Beaches	35-39		F	260
Sydney - Northern Beaches	35-39		M	263
Sydney - Northern Beaches	35-39	0	F	8758
Sydney - Northern Beaches	35-39	0	M	7704
Sydney - Northern Beaches	35-39	1	F	43
Sydney - Northern Beaches	35-39	1	M	48
Sydney - Northern Beaches	40-44		F	249
Sydney - Northern Beaches	40-44		M	280
Sydney - Northern Beaches	40-44	0	F	9179
Sydney - Northern Beaches	40-44	0	M	8643
Sydney - Northern Beaches	40-44	1	F	41
Sydney - Northern Beaches	40-44	1	M	40
Sydney - Northern Beaches	45-49		F	264
Sydney - Northern Beaches	45-49		M	263
Sydney - Northern Beaches	45-49	0	F	10229
Sydney - Northern Beaches	45-49	0	M	9648
Sydney - Northern Beaches	45-49	1	F	63
Sydney - Northern Beaches	45-49	1	M	61
Sydney - Northern Beaches	50-54		F	246
Sydney - Northern Beaches	50-54		M	259
Sydney - Northern Beaches	50-54	0	F	9787
Sydney - Northern Beaches	50-54	0	M	9087
Sydney - Northern Beaches	50-54	1	F	46
Sydney - Northern Beaches	50-54	1	M	59
Sydney - Northern Beaches	55-59		F	198
Sydney - Northern Beaches	55-59		M	234
Sydney - Northern Beaches	55-59	0	F	8600
Sydney - Northern Beaches	55-59	0	M	8396
Sydney - Northern Beaches	55-59	1	F	41
Sydney - Northern Beaches	55-59	1	M	53
Sydney - Northern Beaches	60-64		F	212
Sydney - Northern Beaches	60-64		M	207
Sydney - Northern Beaches	60-64	0	F	7355
Sydney - Northern Beaches	60-64	0	M	7119
Sydney - Northern Beaches	60-64	1	F	34
Sydney - Northern Beaches	60-64	1	M	43
Sydney - Northern Beaches	65+		F	964
Sydney - Northern Beaches	65+		M	773
Sydney - Northern Beaches	65+	0	F	25122
Sydney - Northern Beaches	65+	0	M	20960
Sydney - Northern Beaches	65+	1	F	59
Sydney - Northern Beaches	65+	1	M	78
Sydney - Outer South West	0-4		F	458
Sydney - Outer South West	0-4		M	441
Sydney - Outer South West	0-4	0	F	9650
Sydney - Outer South West	0-4	0	M	10012
Sydney - Outer South West	0-4	1	F	702
Sydney - Outer South West	0-4	1	M	795
Sydney - Outer South West	5-9		F	529
Sydney - Outer South West	5-9		M	539
Sydney - Outer South West	5-9	0	F	9857
Sydney - Outer South West	5-9	0	M	10342
Sydney - Outer South West	5-9	1	F	718
Sydney - Outer South West	5-9	1	M	738
Sydney - Outer South West	10-14		F	510
Sydney - Outer South West	10-14		M	499
Sydney - Outer South West	10-14	0	F	9293
Sydney - Outer South West	10-14	0	M	9771
Sydney - Outer South West	10-14	1	F	717
Sydney - Outer South West	10-14	1	M	772
Sydney - Outer South West	15-19		F	407
Sydney - Outer South West	15-19		M	445
Sydney - Outer South West	15-19	0	F	8362
Sydney - Outer South West	15-19	0	M	8799
Sydney - Outer South West	15-19	1	F	616
Sydney - Outer South West	15-19	1	M	675
Sydney - Outer South West	20-24		F	372
Sydney - Outer South West	20-24		M	405
Sydney - Outer South West	20-24	0	F	8102
Sydney - Outer South West	20-24	0	M	8593
Sydney - Outer South West	20-24	1	F	551
Sydney - Outer South West	20-24	1	M	532
Sydney - Outer South West	25-29		F	457
Sydney - Outer South West	25-29		M	425
Sydney - Outer South West	25-29	0	F	9119
Sydney - Outer South West	25-29	0	M	8561
Sydney - Outer South West	25-29	1	F	485
Sydney - Outer South West	25-29	1	M	396
Sydney - Outer South West	30-34		F	494
Sydney - Outer South West	30-34		M	472
Sydney - Outer South West	30-34	0	F	10658
Sydney - Outer South West	30-34	0	M	9437
Sydney - Outer South West	30-34	1	F	382
Sydney - Outer South West	30-34	1	M	314
Sydney - Outer South West	35-39		F	522
Sydney - Outer South West	35-39		M	492
Sydney - Outer South West	35-39	0	F	11113
Sydney - Outer South West	35-39	0	M	10373
Sydney - Outer South West	35-39	1	F	373
Sydney - Outer South West	35-39	1	M	257
Sydney - Outer South West	40-44		F	414
Sydney - Outer South West	40-44		M	441
Sydney - Outer South West	40-44	0	F	9327
Sydney - Outer South West	40-44	0	M	9372
Sydney - Outer South West	40-44	1	F	347
Sydney - Outer South West	40-44	1	M	264
Sydney - Outer South West	45-49		F	388
Sydney - Outer South West	45-49		M	430
Sydney - Outer South West	45-49	0	F	9105
Sydney - Outer South West	45-49	0	M	8933
Sydney - Outer South West	45-49	1	F	315
Sydney - Outer South West	45-49	1	M	236
Sydney - Outer South West	50-54		F	300
Sydney - Outer South West	50-54		M	341
Sydney - Outer South West	50-54	0	F	8206
Sydney - Outer South West	50-54	0	M	7955
Sydney - Outer South West	50-54	1	F	253
Sydney - Outer South West	50-54	1	M	231
Sydney - Outer South West	55-59		F	310
Sydney - Outer South West	55-59		M	318
Sydney - Outer South West	55-59	0	F	8192
Sydney - Outer South West	55-59	0	M	7493
Sydney - Outer South West	55-59	1	F	212
Sydney - Outer South West	55-59	1	M	176
Sydney - Outer South West	60-64		F	235
Sydney - Outer South West	60-64		M	238
Sydney - Outer South West	60-64	0	F	7640
Sydney - Outer South West	60-64	0	M	7064
Sydney - Outer South West	60-64	1	F	209
Sydney - Outer South West	60-64	1	M	157
Sydney - Outer South West	65+		F	886
Sydney - Outer South West	65+		M	728
Sydney - Outer South West	65+	0	F	20013
Sydney - Outer South West	65+	0	M	17453
Sydney - Outer South West	65+	1	F	326
Sydney - Outer South West	65+	1	M	243
Sydney - Outer West and Blue Mountains	0-4		F	459
Sydney - Outer West and Blue Mountains	0-4		M	484
Sydney - Outer West and Blue Mountains	0-4	0	F	9250
Sydney - Outer West and Blue Mountains	0-4	0	M	9990
Sydney - Outer West and Blue Mountains	0-4	1	F	890
Sydney - Outer West and Blue Mountains	0-4	1	M	940
Sydney - Outer West and Blue Mountains	5-9		F	587
Sydney - Outer West and Blue Mountains	5-9		M	547
Sydney - Outer West and Blue Mountains	5-9	0	F	9653
Sydney - Outer West and Blue Mountains	5-9	0	M	10070
Sydney - Outer West and Blue Mountains	5-9	1	F	815
Sydney - Outer West and Blue Mountains	5-9	1	M	945
Sydney - Outer West and Blue Mountains	10-14		F	505
Sydney - Outer West and Blue Mountains	10-14		M	525
Sydney - Outer West and Blue Mountains	10-14	0	F	9461
Sydney - Outer West and Blue Mountains	10-14	0	M	10022
Sydney - Outer West and Blue Mountains	10-14	1	F	827
Sydney - Outer West and Blue Mountains	10-14	1	M	832
Sydney - Outer West and Blue Mountains	15-19		F	412
Sydney - Outer West and Blue Mountains	15-19		M	488
Sydney - Outer West and Blue Mountains	15-19	0	F	8785
Sydney - Outer West and Blue Mountains	15-19	0	M	9207
Sydney - Outer West and Blue Mountains	15-19	1	F	684
Sydney - Outer West and Blue Mountains	15-19	1	M	848
Sydney - Outer West and Blue Mountains	20-24		F	490
Sydney - Outer West and Blue Mountains	20-24		M	533
Sydney - Outer West and Blue Mountains	20-24	0	F	8767
Sydney - Outer West and Blue Mountains	20-24	0	M	9313
Sydney - Outer West and Blue Mountains	20-24	1	F	730
Sydney - Outer West and Blue Mountains	20-24	1	M	751
Sydney - Outer West and Blue Mountains	25-29		F	589
Sydney - Outer West and Blue Mountains	25-29		M	570
Sydney - Outer West and Blue Mountains	25-29	0	F	10004
Sydney - Outer West and Blue Mountains	25-29	0	M	9765
Sydney - Outer West and Blue Mountains	25-29	1	F	671
Sydney - Outer West and Blue Mountains	25-29	1	M	591
Sydney - Outer West and Blue Mountains	30-34		F	578
Sydney - Outer West and Blue Mountains	30-34		M	555
Sydney - Outer West and Blue Mountains	30-34	0	F	11145
Sydney - Outer West and Blue Mountains	30-34	0	M	10288
Sydney - Outer West and Blue Mountains	30-34	1	F	554
Sydney - Outer West and Blue Mountains	30-34	1	M	493
Sydney - Outer West and Blue Mountains	35-39		F	567
Sydney - Outer West and Blue Mountains	35-39		M	533
Sydney - Outer West and Blue Mountains	35-39	0	F	11255
Sydney - Outer West and Blue Mountains	35-39	0	M	10665
Sydney - Outer West and Blue Mountains	35-39	1	F	444
Sydney - Outer West and Blue Mountains	35-39	1	M	395
Sydney - Outer West and Blue Mountains	40-44		F	475
Sydney - Outer West and Blue Mountains	40-44		M	514
Sydney - Outer West and Blue Mountains	40-44	0	F	10198
Sydney - Outer West and Blue Mountains	40-44	0	M	9995
Sydney - Outer West and Blue Mountains	40-44	1	F	382
Sydney - Outer West and Blue Mountains	40-44	1	M	336
Sydney - Outer West and Blue Mountains	45-49		F	444
Sydney - Outer West and Blue Mountains	45-49		M	461
Sydney - Outer West and Blue Mountains	45-49	0	F	10110
Sydney - Outer West and Blue Mountains	45-49	0	M	9855
Sydney - Outer West and Blue Mountains	45-49	1	F	421
Sydney - Outer West and Blue Mountains	45-49	1	M	358
Sydney - Outer West and Blue Mountains	50-54		F	406
Sydney - Outer West and Blue Mountains	50-54		M	425
Sydney - Outer West and Blue Mountains	50-54	0	F	9868
Sydney - Outer West and Blue Mountains	50-54	0	M	9307
Sydney - Outer West and Blue Mountains	50-54	1	F	363
Sydney - Outer West and Blue Mountains	50-54	1	M	291
Sydney - Outer West and Blue Mountains	55-59		F	351
Sydney - Outer West and Blue Mountains	55-59		M	399
Sydney - Outer West and Blue Mountains	55-59	0	F	9410
Sydney - Outer West and Blue Mountains	55-59	0	M	8867
Sydney - Outer West and Blue Mountains	55-59	1	F	295
Sydney - Outer West and Blue Mountains	55-59	1	M	241
Sydney - Outer West and Blue Mountains	60-64		F	293
Sydney - Outer West and Blue Mountains	60-64		M	317
Sydney - Outer West and Blue Mountains	60-64	0	F	9589
Sydney - Outer West and Blue Mountains	60-64	0	M	8566
Sydney - Outer West and Blue Mountains	60-64	1	F	207
Sydney - Outer West and Blue Mountains	60-64	1	M	219
Sydney - Outer West and Blue Mountains	65+		F	1604
Sydney - Outer West and Blue Mountains	65+		M	1109
Sydney - Outer West and Blue Mountains	65+	0	F	25909
Sydney - Outer West and Blue Mountains	65+	0	M	22270
Sydney - Outer West and Blue Mountains	65+	1	F	421
Sydney - Outer West and Blue Mountains	65+	1	M	328
Sydney - Parramatta	0-4		F	822
Sydney - Parramatta	0-4		M	890
Sydney - Parramatta	0-4	0	F	14931
Sydney - Parramatta	0-4	0	M	15924
Sydney - Parramatta	0-4	1	F	155
Sydney - Parramatta	0-4	1	M	165
Sydney - Parramatta	5-9		F	930
Sydney - Parramatta	5-9		M	986
Sydney - Parramatta	5-9	0	F	15031
Sydney - Parramatta	5-9	0	M	15535
Sydney - Parramatta	5-9	1	F	133
Sydney - Parramatta	5-9	1	M	149
Sydney - Parramatta	10-14		F	786
Sydney - Parramatta	10-14		M	892
Sydney - Parramatta	10-14	0	F	13058
Sydney - Parramatta	10-14	0	M	13775
Sydney - Parramatta	10-14	1	F	170
Sydney - Parramatta	10-14	1	M	153
Sydney - Parramatta	15-19		F	651
Sydney - Parramatta	15-19		M	697
Sydney - Parramatta	15-19	0	F	11303
Sydney - Parramatta	15-19	0	M	12221
Sydney - Parramatta	15-19	1	F	151
Sydney - Parramatta	15-19	1	M	150
Sydney - Parramatta	20-24		F	932
Sydney - Parramatta	20-24		M	1192
Sydney - Parramatta	20-24	0	F	15607
Sydney - Parramatta	20-24	0	M	17954
Sydney - Parramatta	20-24	1	F	179
Sydney - Parramatta	20-24	1	M	182
Sydney - Parramatta	25-29		F	1303
Sydney - Parramatta	25-29		M	1533
Sydney - Parramatta	25-29	0	F	19710
Sydney - Parramatta	25-29	0	M	22153
Sydney - Parramatta	25-29	1	F	161
Sydney - Parramatta	25-29	1	M	197
Sydney - Parramatta	30-34		F	1277
Sydney - Parramatta	30-34		M	1474
Sydney - Parramatta	30-34	0	F	21731
Sydney - Parramatta	30-34	0	M	22513
Sydney - Parramatta	30-34	1	F	139
Sydney - Parramatta	30-34	1	M	155
Sydney - Parramatta	35-39		F	1229
Sydney - Parramatta	35-39		M	1398
Sydney - Parramatta	35-39	0	F	20221
Sydney - Parramatta	35-39	0	M	22006
Sydney - Parramatta	35-39	1	F	132
Sydney - Parramatta	35-39	1	M	129
Sydney - Parramatta	40-44		F	909
Sydney - Parramatta	40-44		M	1084
Sydney - Parramatta	40-44	0	F	15280
Sydney - Parramatta	40-44	0	M	17241
Sydney - Parramatta	40-44	1	F	102
Sydney - Parramatta	40-44	1	M	115
Sydney - Parramatta	45-49		F	698
Sydney - Parramatta	45-49		M	826
Sydney - Parramatta	45-49	0	F	13456
Sydney - Parramatta	45-49	0	M	13692
Sydney - Parramatta	45-49	1	F	110
Sydney - Parramatta	45-49	1	M	130
Sydney - Parramatta	50-54		F	588
Sydney - Parramatta	50-54		M	744
Sydney - Parramatta	50-54	0	F	12713
Sydney - Parramatta	50-54	0	M	12460
Sydney - Parramatta	50-54	1	F	91
Sydney - Parramatta	50-54	1	M	103
Sydney - Parramatta	55-59		F	571
Sydney - Parramatta	55-59		M	634
Sydney - Parramatta	55-59	0	F	12331
Sydney - Parramatta	55-59	0	M	11888
Sydney - Parramatta	55-59	1	F	91
Sydney - Parramatta	55-59	1	M	90
Sydney - Parramatta	60-64		F	533
Sydney - Parramatta	60-64		M	552
Sydney - Parramatta	60-64	0	F	11100
Sydney - Parramatta	60-64	0	M	10668
Sydney - Parramatta	60-64	1	F	71
Sydney - Parramatta	60-64	1	M	62
Sydney - Parramatta	65+		F	1748
Sydney - Parramatta	65+		M	1456
Sydney - Parramatta	65+	0	F	30652
Sydney - Parramatta	65+	0	M	27258
Sydney - Parramatta	65+	1	F	135
Sydney - Parramatta	65+	1	M	135
Sydney - Ryde	0-4		F	157
Sydney - Ryde	0-4		M	166
Sydney - Ryde	0-4	0	F	5136
Sydney - Ryde	0-4	0	M	5240
Sydney - Ryde	0-4	1	F	33
Sydney - Ryde	0-4	1	M	31
Sydney - Ryde	5-9		F	161
Sydney - Ryde	5-9		M	178
Sydney - Ryde	5-9	0	F	5744
Sydney - Ryde	5-9	0	M	6099
Sydney - Ryde	5-9	1	F	26
Sydney - Ryde	5-9	1	M	34
Sydney - Ryde	10-14		F	125
Sydney - Ryde	10-14		M	152
Sydney - Ryde	10-14	0	F	5382
Sydney - Ryde	10-14	0	M	5671
Sydney - Ryde	10-14	1	F	40
Sydney - Ryde	10-14	1	M	49
Sydney - Ryde	15-19		F	111
Sydney - Ryde	15-19		M	125
Sydney - Ryde	15-19	0	F	4836
Sydney - Ryde	15-19	0	M	5152
Sydney - Ryde	15-19	1	F	61
Sydney - Ryde	15-19	1	M	45
Sydney - Ryde	20-24		F	209
Sydney - Ryde	20-24		M	202
Sydney - Ryde	20-24	0	F	6075
Sydney - Ryde	20-24	0	M	6380
Sydney - Ryde	20-24	1	F	47
Sydney - Ryde	20-24	1	M	48
Sydney - Ryde	25-29		F	285
Sydney - Ryde	25-29		M	293
Sydney - Ryde	25-29	0	F	7316
Sydney - Ryde	25-29	0	M	7001
Sydney - Ryde	25-29	1	F	42
Sydney - Ryde	25-29	1	M	41
Sydney - Ryde	30-34		F	305
Sydney - Ryde	30-34		M	279
Sydney - Ryde	30-34	0	F	8621
Sydney - Ryde	30-34	0	M	8112
Sydney - Ryde	30-34	1	F	34
Sydney - Ryde	30-34	1	M	33
Sydney - Ryde	35-39		F	289
Sydney - Ryde	35-39		M	289
Sydney - Ryde	35-39	0	F	8562
Sydney - Ryde	35-39	0	M	8109
Sydney - Ryde	35-39	1	F	24
Sydney - Ryde	35-39	1	M	25
Sydney - Ryde	40-44		F	198
Sydney - Ryde	40-44		M	218
Sydney - Ryde	40-44	0	F	7256
Sydney - Ryde	40-44	0	M	6967
Sydney - Ryde	40-44	1	F	25
Sydney - Ryde	40-44	1	M	24
Sydney - Ryde	45-49		F	152
Sydney - Ryde	45-49		M	152
Sydney - Ryde	45-49	0	F	6433
Sydney - Ryde	45-49	0	M	6144
Sydney - Ryde	45-49	1	F	27
Sydney - Ryde	45-49	1	M	22
Sydney - Ryde	50-54		F	137
Sydney - Ryde	50-54		M	157
Sydney - Ryde	50-54	0	F	6133
Sydney - Ryde	50-54	0	M	5529
Sydney - Ryde	50-54	1	F	18
Sydney - Ryde	50-54	1	M	18
Sydney - Ryde	55-59		F	134
Sydney - Ryde	55-59		M	162
Sydney - Ryde	55-59	0	F	6006
Sydney - Ryde	55-59	0	M	5588
Sydney - Ryde	55-59	1	F	13
Sydney - Ryde	55-59	1	M	25
Sydney - Ryde	60-64		F	135
Sydney - Ryde	60-64		M	123
Sydney - Ryde	60-64	0	F	5595
Sydney - Ryde	60-64	0	M	4931
Sydney - Ryde	60-64	1	F	20
Sydney - Ryde	60-64	1	M	9
Sydney - Ryde	65+		F	572
Sydney - Ryde	65+		M	416
Sydney - Ryde	65+	0	F	17177
Sydney - Ryde	65+	0	M	14124
Sydney - Ryde	65+	1	F	26
Sydney - Ryde	65+	1	M	30
Sydney - South West	0-4		F	781
Sydney - South West	0-4		M	812
Sydney - South West	0-4	0	F	14370
Sydney - South West	0-4	0	M	15400
Sydney - South West	0-4	1	F	376
Sydney - South West	0-4	1	M	364
Sydney - South West	5-9		F	892
Sydney - South West	5-9		M	970
Sydney - South West	5-9	0	F	15053
Sydney - South West	5-9	0	M	16049
Sydney - South West	5-9	1	F	337
Sydney - South West	5-9	1	M	403
Sydney - South West	10-14		F	773
Sydney - South West	10-14		M	903
Sydney - South West	10-14	0	F	14998
Sydney - South West	10-14	0	M	15762
Sydney - South West	10-14	1	F	354
Sydney - South West	10-14	1	M	393
Sydney - South West	15-19		F	721
Sydney - South West	15-19		M	842
Sydney - South West	15-19	0	F	14522
Sydney - South West	15-19	0	M	15418
Sydney - South West	15-19	1	F	299
Sydney - South West	15-19	1	M	323
Sydney - South West	20-24		F	703
Sydney - South West	20-24		M	827
Sydney - South West	20-24	0	F	14990
Sydney - South West	20-24	0	M	15616
Sydney - South West	20-24	1	F	286
Sydney - South West	20-24	1	M	266
Sydney - South West	25-29		F	868
Sydney - South West	25-29		M	871
Sydney - South West	25-29	0	F	15712
Sydney - South West	25-29	0	M	15668
Sydney - South West	25-29	1	F	312
Sydney - South West	25-29	1	M	251
Sydney - South West	30-34		F	873
Sydney - South West	30-34		M	839
Sydney - South West	30-34	0	F	16859
Sydney - South West	30-34	0	M	15366
Sydney - South West	30-34	1	F	214
Sydney - South West	30-34	1	M	186
Sydney - South West	35-39		F	887
Sydney - South West	35-39		M	900
Sydney - South West	35-39	0	F	16659
Sydney - South West	35-39	0	M	15697
Sydney - South West	35-39	1	F	206
Sydney - South West	35-39	1	M	150
Sydney - South West	40-44		F	803
Sydney - South West	40-44		M	804
Sydney - South West	40-44	0	F	14950
Sydney - South West	40-44	0	M	14096
Sydney - South West	40-44	1	F	169
Sydney - South West	40-44	1	M	135
Sydney - South West	45-49		F	673
Sydney - South West	45-49		M	740
Sydney - South West	45-49	0	F	14780
Sydney - South West	45-49	0	M	13816
Sydney - South West	45-49	1	F	163
Sydney - South West	45-49	1	M	116
Sydney - South West	50-54		F	594
Sydney - South West	50-54		M	592
Sydney - South West	50-54	0	F	14198
Sydney - South West	50-54	0	M	13581
Sydney - South West	50-54	1	F	154
Sydney - South West	50-54	1	M	119
Sydney - South West	55-59		F	552
Sydney - South West	55-59		M	709
Sydney - South West	55-59	0	F	13477
Sydney - South West	55-59	0	M	13601
Sydney - South West	55-59	1	F	144
Sydney - South West	55-59	1	M	107
Sydney - South West	60-64		F	510
Sydney - South West	60-64		M	509
Sydney - South West	60-64	0	F	12771
Sydney - South West	60-64	0	M	12139
Sydney - South West	60-64	1	F	120
Sydney - South West	60-64	1	M	89
Sydney - South West	65+		F	1744
Sydney - South West	65+		M	1624
Sydney - South West	65+	0	F	31450
Sydney - South West	65+	0	M	27722
Sydney - South West	65+	1	F	206
Sydney - South West	65+	1	M	169
Sydney - Sutherland	0-4		F	163
Sydney - Sutherland	0-4		M	166
Sydney - Sutherland	0-4	0	F	6163
Sydney - Sutherland	0-4	0	M	6477
Sydney - Sutherland	0-4	1	F	148
Sydney - Sutherland	0-4	1	M	162
Sydney - Sutherland	5-9		F	182
Sydney - Sutherland	5-9		M	203
Sydney - Sutherland	5-9	0	F	6563
Sydney - Sutherland	5-9	0	M	7106
Sydney - Sutherland	5-9	1	F	124
Sydney - Sutherland	5-9	1	M	173
Sydney - Sutherland	10-14		F	135
Sydney - Sutherland	10-14		M	183
Sydney - Sutherland	10-14	0	F	6831
Sydney - Sutherland	10-14	0	M	7282
Sydney - Sutherland	10-14	1	F	174
Sydney - Sutherland	10-14	1	M	184
Sydney - Sutherland	15-19		F	124
Sydney - Sutherland	15-19		M	152
