CED_NAME16	Age	MaritalStatus	Sex	responses
Cunningham	55-64	Separated	M	403
Cunningham	55-64	Widowed	F	506
Cunningham	55-64	Widowed	M	148
Cunningham	65-74	Divorced	F	1601
Cunningham	65-74	Divorced	M	1067
Cunningham	65-74	Married	F	4679
Cunningham	65-74	Married	M	5026
Cunningham	65-74	Separated	F	258
Cunningham	65-74	Separated	M	277
Cunningham	65-74	Widowed	F	1103
Cunningham	65-74	Widowed	M	361
Cunningham	75-84	Divorced	F	661
Cunningham	75-84	Divorced	M	445
Cunningham	75-84	Married	F	2418
Cunningham	75-84	Married	M	3114
Cunningham	75-84	Separated	F	91
Cunningham	75-84	Separated	M	133
Cunningham	75-84	Widowed	F	2014
Cunningham	75-84	Widowed	M	565
Cunningham	85+	Divorced	F	162
Cunningham	85+	Divorced	M	94
Cunningham	85+	Married	F	488
Cunningham	85+	Married	M	954
Cunningham	85+	Separated	F	10
Cunningham	85+	Separated	M	17
Cunningham	85+	Widowed	F	2082
Cunningham	85+	Widowed	M	558
Dobell	15-19	Married	F	5
Dobell	15-19	Married	M	4
Dobell	15-19	Separated	F	5
Dobell	15-19	Separated	M	6
Dobell	20-24	Divorced	M	3
Dobell	20-24	Married	F	151
Dobell	20-24	Married	M	96
Dobell	20-24	Separated	F	19
Dobell	20-24	Separated	M	9
Dobell	20-24	Widowed	F	8
Dobell	25-34	Divorced	F	240
Dobell	25-34	Divorced	M	115
Dobell	25-34	Married	F	3460
Dobell	25-34	Married	M	2536
Dobell	25-34	Separated	F	326
Dobell	25-34	Separated	M	150
Dobell	25-34	Widowed	F	21
Dobell	25-34	Widowed	M	5
Dobell	35-44	Divorced	F	908
Dobell	35-44	Divorced	M	615
Dobell	35-44	Married	F	5780
Dobell	35-44	Married	M	5353
Dobell	35-44	Separated	F	646
Dobell	35-44	Separated	M	435
Dobell	35-44	Widowed	F	49
Dobell	35-44	Widowed	M	18
Dobell	45-54	Divorced	F	1840
Dobell	45-54	Divorced	M	1177
Dobell	45-54	Married	F	5730
Dobell	45-54	Married	M	5594
Dobell	45-54	Separated	F	778
Dobell	45-54	Separated	M	616
Dobell	45-54	Widowed	F	196
Dobell	45-54	Widowed	M	65
Dobell	55-64	Divorced	F	2374
Dobell	55-64	Divorced	M	1600
Dobell	55-64	Married	F	5617
Dobell	55-64	Married	M	5505
Dobell	55-64	Separated	F	674
Dobell	55-64	Separated	M	537
Dobell	55-64	Widowed	F	610
Dobell	55-64	Widowed	M	189
Dobell	65-74	Divorced	F	2085
Dobell	65-74	Divorced	M	1416
Dobell	65-74	Married	F	4994
Dobell	65-74	Married	M	5337
Dobell	65-74	Separated	F	438
Dobell	65-74	Separated	M	409
Dobell	65-74	Widowed	F	1346
Dobell	65-74	Widowed	M	453
Dobell	75-84	Divorced	F	938
Dobell	75-84	Divorced	M	653
Dobell	75-84	Married	F	2448
Dobell	75-84	Married	M	3218
Dobell	75-84	Separated	F	123
Dobell	75-84	Separated	M	168
Dobell	75-84	Widowed	F	2271
Dobell	75-84	Widowed	M	662
Dobell	85+	Divorced	F	266
Dobell	85+	Divorced	M	127
Dobell	85+	Married	F	484
Dobell	85+	Married	M	876
Dobell	85+	Separated	F	15
Dobell	85+	Separated	M	30
Dobell	85+	Widowed	F	2206
Dobell	85+	Widowed	M	644
Eden-Monaro	15-19	Married	F	3
Eden-Monaro	20-24	Divorced	M	4
Eden-Monaro	20-24	Married	F	160
Eden-Monaro	20-24	Married	M	79
Eden-Monaro	20-24	Separated	F	14
Eden-Monaro	20-24	Separated	M	5
Eden-Monaro	20-24	Widowed	M	5
Eden-Monaro	25-34	Divorced	F	202
Eden-Monaro	25-34	Divorced	M	153
Eden-Monaro	25-34	Married	F	3758
Eden-Monaro	25-34	Married	M	2877
Eden-Monaro	25-34	Separated	F	218
Eden-Monaro	25-34	Separated	M	106
Eden-Monaro	25-34	Widowed	F	17
Eden-Monaro	25-34	Widowed	M	9
Eden-Monaro	35-44	Divorced	F	684
Eden-Monaro	35-44	Divorced	M	502
Eden-Monaro	35-44	Married	F	5874
Eden-Monaro	35-44	Married	M	5476
Eden-Monaro	35-44	Separated	F	452
Eden-Monaro	35-44	Separated	M	305
