CED_NAME16	Age	MaritalStatus	Sex	responses
Banks	15-19	Married	F	9
Banks	15-19	Married	M	4
Banks	15-19	Separated	F	3
Banks	20-24	Divorced	F	23
Banks	20-24	Divorced	M	5
Banks	20-24	Married	F	503
Banks	20-24	Married	M	219
Banks	20-24	Separated	F	15
Banks	20-24	Separated	M	19
Banks	20-24	Widowed	M	4
Banks	25-34	Divorced	F	276
Banks	25-34	Divorced	M	153
Banks	25-34	Married	F	5264
Banks	25-34	Married	M	4235
Banks	25-34	Separated	F	216
Banks	25-34	Separated	M	149
Banks	25-34	Widowed	F	16
Banks	25-34	Widowed	M	5
Banks	35-44	Divorced	F	809
Banks	35-44	Divorced	M	505
Banks	35-44	Married	F	7891
Banks	35-44	Married	M	7396
Banks	35-44	Separated	F	499
Banks	35-44	Separated	M	305
Banks	35-44	Widowed	F	44
Banks	35-44	Widowed	M	19
Banks	45-54	Divorced	F	1604
Banks	45-54	Divorced	M	954
Banks	45-54	Married	F	7083
Banks	45-54	Married	M	6834
Banks	45-54	Separated	F	570
Banks	45-54	Separated	M	432
Banks	45-54	Widowed	F	176
Banks	45-54	Widowed	M	51
Banks	55-64	Divorced	F	1891
Banks	55-64	Divorced	M	1280
Banks	55-64	Married	F	6634
Banks	55-64	Married	M	6790
Banks	55-64	Separated	F	520
Banks	55-64	Separated	M	452
Banks	55-64	Widowed	F	555
Banks	55-64	Widowed	M	145
Banks	65-74	Divorced	F	1341
Banks	65-74	Divorced	M	928
Banks	65-74	Married	F	4562
Banks	65-74	Married	M	5078
Banks	65-74	Separated	F	287
Banks	65-74	Separated	M	302
Banks	65-74	Widowed	F	1183
Banks	65-74	Widowed	M	295
Banks	75-84	Divorced	F	579
Banks	75-84	Divorced	M	376
Banks	75-84	Married	F	2078
Banks	75-84	Married	M	2814
Banks	75-84	Separated	F	99
Banks	75-84	Separated	M	133
Banks	75-84	Widowed	F	1937
Banks	75-84	Widowed	M	419
Banks	85+	Divorced	F	160
Banks	85+	Divorced	M	76
Banks	85+	Married	F	509
Banks	85+	Married	M	1055
Banks	85+	Separated	F	15
Banks	85+	Separated	M	19
Banks	85+	Widowed	F	2056
Banks	85+	Widowed	M	505
Barton	15-19	Married	F	7
Barton	15-19	Married	M	11
Barton	15-19	Separated	F	4
Barton	20-24	Divorced	F	38
Barton	20-24	Divorced	M	16
Barton	20-24	Married	F	798
Barton	20-24	Married	M	364
Barton	20-24	Separated	F	50
Barton	20-24	Separated	M	19
Barton	20-24	Widowed	M	4
Barton	25-34	Divorced	F	461
Barton	25-34	Divorced	M	327
Barton	25-34	Married	F	7397
Barton	25-34	Married	M	6073
Barton	25-34	Separated	F	311
Barton	25-34	Separated	M	187
Barton	25-34	Widowed	F	11
Barton	25-34	Widowed	M	8
Barton	35-44	Divorced	F	1047
Barton	35-44	Divorced	M	768
Barton	35-44	Married	F	8286
Barton	35-44	Married	M	8355
Barton	35-44	Separated	F	511
Barton	35-44	Separated	M	424
Barton	35-44	Widowed	F	45
Barton	35-44	Widowed	M	13
Barton	45-54	Divorced	F	1630
Barton	45-54	Divorced	M	1092
Barton	45-54	Married	F	6735
Barton	45-54	Married	M	6476
Barton	45-54	Separated	F	645
Barton	45-54	Separated	M	487
Barton	45-54	Widowed	F	185
Barton	45-54	Widowed	M	55
Barton	55-64	Divorced	F	1822
Barton	55-64	Divorced	M	1242
Barton	55-64	Married	F	5711
Barton	55-64	Married	M	5908
Barton	55-64	Separated	F	539
Barton	55-64	Separated	M	483
Barton	55-64	Widowed	F	532
Barton	55-64	Widowed	M	94
Barton	65-74	Divorced	F	1202
Barton	65-74	Divorced	M	882
Barton	65-74	Married	F	4352
Barton	65-74	Married	M	4741
Barton	65-74	Separated	F	300
Barton	65-74	Separated	M	346
Barton	65-74	Widowed	F	1189
Barton	65-74	Widowed	M	255
Barton	75-84	Divorced	F	452
Barton	75-84	Divorced	M	335
Barton	75-84	Married	F	2242
Barton	75-84	Married	M	3097
Barton	75-84	Separated	F	86
Barton	75-84	Separated	M	134
Barton	75-84	Widowed	F	2059
Barton	75-84	Widowed	M	449
Barton	85+	Divorced	F	148
Barton	85+	Divorced	M	96
Barton	85+	Married	F	516
Barton	85+	Married	M	1163
Barton	85+	Separated	F	19
Barton	85+	Separated	M	31
Barton	85+	Widowed	F	1811
Barton	85+	Widowed	M	496
Bennelong	15-19	Married	F	4
Bennelong	15-19	Married	M	8
Bennelong	20-24	Divorced	F	5
Bennelong	20-24	Divorced	M	3
Bennelong	20-24	Married	F	221
Bennelong	20-24	Married	M	122
Bennelong	20-24	Separated	F	13
Bennelong	20-24	Separated	M	3
Bennelong	20-24	Widowed	F	3
Bennelong	25-34	Divorced	F	340
Bennelong	25-34	Divorced	M	216
Bennelong	25-34	Married	F	7209
Bennelong	25-34	Married	M	5458
Bennelong	25-34	Separated	F	195
Bennelong	25-34	Separated	M	124
Bennelong	25-34	Widowed	F	19
Bennelong	25-34	Widowed	M	9
Bennelong	35-44	Divorced	F	1052
Bennelong	35-44	Divorced	M	730
Bennelong	35-44	Married	F	11255
Bennelong	35-44	Married	M	11101
Bennelong	35-44	Separated	F	509
Bennelong	35-44	Separated	M	361
Bennelong	35-44	Widowed	F	48
Bennelong	35-44	Widowed	M	13
Bennelong	45-54	Divorced	F	1443
Bennelong	45-54	Divorced	M	865
Bennelong	45-54	Married	F	8102
Bennelong	45-54	Married	M	7898
Bennelong	45-54	Separated	F	482
Bennelong	45-54	Separated	M	380
Bennelong	45-54	Widowed	F	141
Bennelong	45-54	Widowed	M	46
Bennelong	55-64	Divorced	F	1714
Bennelong	55-64	Divorced	M	1041
Bennelong	55-64	Married	F	7267
Bennelong	55-64	Married	M	7223
Bennelong	55-64	Separated	F	396
Bennelong	55-64	Separated	M	331
Bennelong	55-64	Widowed	F	500
Bennelong	55-64	Widowed	M	108
Bennelong	65-74	Divorced	F	1210
Bennelong	65-74	Divorced	M	750
Bennelong	65-74	Married	F	5089
Bennelong	65-74	Married	M	5632
Bennelong	65-74	Separated	F	233
Bennelong	65-74	Separated	M	234
Bennelong	65-74	Widowed	F	1119
Bennelong	65-74	Widowed	M	217
Bennelong	75-84	Divorced	F	514
Bennelong	75-84	Divorced	M	319
Bennelong	75-84	Married	F	2136
Bennelong	75-84	Married	M	2820
Bennelong	75-84	Separated	F	76
Bennelong	75-84	Separated	M	113
Bennelong	75-84	Widowed	F	1696
Bennelong	75-84	Widowed	M	357
Bennelong	85+	Divorced	F	154
Bennelong	85+	Divorced	M	75
Bennelong	85+	Married	F	501
Bennelong	85+	Married	M	1046
Bennelong	85+	Separated	F	17
Bennelong	85+	Separated	M	31
Bennelong	85+	Widowed	F	1896
Bennelong	85+	Widowed	M	506
Berowra	15-19	Divorced	M	6
Berowra	15-19	Widowed	M	3
Berowra	20-24	Divorced	F	3
Berowra	20-24	Married	F	87
Berowra	20-24	Married	M	51
Berowra	20-24	Separated	F	3
Berowra	25-34	Divorced	F	103
Berowra	25-34	Divorced	M	48
Berowra	25-34	Married	F	2725
Berowra	25-34	Married	M	1884
Berowra	25-34	Separated	F	94
Berowra	25-34	Separated	M	54
Berowra	25-34	Widowed	F	5
Berowra	35-44	Divorced	F	467
Berowra	35-44	Divorced	M	286
Berowra	35-44	Married	F	8516
Berowra	35-44	Married	M	7339
Berowra	35-44	Separated	F	283
Berowra	35-44	Separated	M	168
Berowra	35-44	Widowed	F	36
Berowra	35-44	Widowed	M	15
Berowra	45-54	Divorced	F	1128
Berowra	45-54	Divorced	M	662
Berowra	45-54	Married	F	8960
Berowra	45-54	Married	M	8751
Berowra	45-54	Separated	F	423
Berowra	45-54	Separated	M	302
Berowra	45-54	Widowed	F	112
Berowra	45-54	Widowed	M	42
Berowra	55-64	Divorced	F	1253
Berowra	55-64	Divorced	M	840
Berowra	55-64	Married	F	7801
Berowra	55-64	Married	M	7775
Berowra	55-64	Separated	F	323
Berowra	55-64	Separated	M	259
Berowra	55-64	Widowed	F	365
Berowra	55-64	Widowed	M	97
Berowra	65-74	Divorced	F	1015
Berowra	65-74	Divorced	M	579
Berowra	65-74	Married	F	5690
Berowra	65-74	Married	M	6185
Berowra	65-74	Separated	F	171
Berowra	65-74	Separated	M	178
Berowra	65-74	Widowed	F	957
Berowra	65-74	Widowed	M	227
Berowra	75-84	Divorced	F	530
Berowra	75-84	Divorced	M	247
Berowra	75-84	Married	F	2612
Berowra	75-84	Married	M	3620
Berowra	75-84	Separated	F	79
Berowra	75-84	Separated	M	74
Berowra	75-84	Widowed	F	1614
Berowra	75-84	Widowed	M	394
Berowra	85+	Divorced	F	127
Berowra	85+	Divorced	M	63
Berowra	85+	Married	F	538
Berowra	85+	Married	M	968
Berowra	85+	Separated	F	21
Berowra	85+	Separated	M	19
Berowra	85+	Widowed	F	1738
Berowra	85+	Widowed	M	495
Blaxland	15-19	Divorced	F	3
Blaxland	15-19	Married	F	32
Blaxland	15-19	Married	M	11
Blaxland	15-19	Separated	F	3
Blaxland	15-19	Separated	M	4
Blaxland	20-24	Divorced	F	57
Blaxland	20-24	Divorced	M	20
Blaxland	20-24	Married	F	1337
Blaxland	20-24	Married	M	560
Blaxland	20-24	Separated	F	88
Blaxland	20-24	Separated	M	24
Blaxland	20-24	Widowed	F	3
Blaxland	25-34	Divorced	F	665
Blaxland	25-34	Divorced	M	414
Blaxland	25-34	Married	F	8235
Blaxland	25-34	Married	M	6677
Blaxland	25-34	Separated	F	599
Blaxland	25-34	Separated	M	337
Blaxland	25-34	Widowed	F	21
Blaxland	25-34	Widowed	M	15
Blaxland	35-44	Divorced	F	1242
Blaxland	35-44	Divorced	M	794
Blaxland	35-44	Married	F	8089
Blaxland	35-44	Married	M	8756
Blaxland	35-44	Separated	F	806
Blaxland	35-44	Separated	M	584
Blaxland	35-44	Widowed	F	96
Blaxland	35-44	Widowed	M	30
Blaxland	45-54	Divorced	F	1722
Blaxland	45-54	Divorced	M	1140
Blaxland	45-54	Married	F	6758
Blaxland	45-54	Married	M	7398
Blaxland	45-54	Separated	F	723
Blaxland	45-54	Separated	M	561
Blaxland	45-54	Widowed	F	258
Blaxland	45-54	Widowed	M	48
Blaxland	55-64	Divorced	F	1945
Blaxland	55-64	Divorced	M	1418
Blaxland	55-64	Married	F	5957
Blaxland	55-64	Married	M	6845
Blaxland	55-64	Separated	F	540
Blaxland	55-64	Separated	M	525
Blaxland	55-64	Widowed	F	684
Blaxland	55-64	Widowed	M	118
Blaxland	65-74	Divorced	F	1080
Blaxland	65-74	Divorced	M	922
Blaxland	65-74	Married	F	3921
Blaxland	65-74	Married	M	4692
Blaxland	65-74	Separated	F	311
Blaxland	65-74	Separated	M	348
Blaxland	65-74	Widowed	F	1289
Blaxland	65-74	Widowed	M	265
Blaxland	75-84	Divorced	F	330
Blaxland	75-84	Divorced	M	320
Blaxland	75-84	Married	F	1642
Blaxland	75-84	Married	M	2615
Blaxland	75-84	Separated	F	82
Blaxland	75-84	Separated	M	114
Blaxland	75-84	Widowed	F	1594
Blaxland	75-84	Widowed	M	355
Blaxland	85+	Divorced	F	120
Blaxland	85+	Divorced	M	77
Blaxland	85+	Married	F	359
Blaxland	85+	Married	M	799
Blaxland	85+	Separated	F	19
Blaxland	85+	Separated	M	18
Blaxland	85+	Widowed	F	1549
Blaxland	85+	Widowed	M	472
Bradfield	15-19	Married	M	10
Bradfield	15-19	Widowed	F	5
Bradfield	20-24	Divorced	F	3
Bradfield	20-24	Married	F	157
Bradfield	20-24	Married	M	76
Bradfield	20-24	Separated	F	9
Bradfield	20-24	Separated	M	5
Bradfield	20-24	Widowed	F	5
Bradfield	25-34	Divorced	F	168
Bradfield	25-34	Divorced	M	76
Bradfield	25-34	Married	F	3651
Bradfield	25-34	Married	M	2641
Bradfield	25-34	Separated	F	102
Bradfield	25-34	Separated	M	55
Bradfield	25-34	Widowed	F	3
Bradfield	35-44	Divorced	F	676
Bradfield	35-44	Divorced	M	398
Bradfield	35-44	Married	F	10266
Bradfield	35-44	Married	M	9046
Bradfield	35-44	Separated	F	373
Bradfield	35-44	Separated	M	203
Bradfield	35-44	Widowed	F	36
Bradfield	35-44	Widowed	M	11
Bradfield	45-54	Divorced	F	1218
Bradfield	45-54	Divorced	M	674
Bradfield	45-54	Married	F	9999
Bradfield	45-54	Married	M	9381
Bradfield	45-54	Separated	F	508
Bradfield	45-54	Separated	M	321
Bradfield	45-54	Widowed	F	143
Bradfield	45-54	Widowed	M	38
Bradfield	55-64	Divorced	F	1347
Bradfield	55-64	Divorced	M	753
Bradfield	55-64	Married	F	7412
Bradfield	55-64	Married	M	7614
Bradfield	55-64	Separated	F	291
Bradfield	55-64	Separated	M	290
Bradfield	55-64	Widowed	F	336
Bradfield	55-64	Widowed	M	73
Bradfield	65-74	Divorced	F	1047
Bradfield	65-74	Divorced	M	551
Bradfield	65-74	Married	F	5725
Bradfield	65-74	Married	M	5865
Bradfield	65-74	Separated	F	179
Bradfield	65-74	Separated	M	145
Bradfield	65-74	Widowed	F	925
Bradfield	65-74	Widowed	M	216
Bradfield	75-84	Divorced	F	609
Bradfield	75-84	Divorced	M	286
Bradfield	75-84	Married	F	3049
Bradfield	75-84	Married	M	3823
Bradfield	75-84	Separated	F	58
Bradfield	75-84	Separated	M	69
Bradfield	75-84	Widowed	F	1819
Bradfield	75-84	Widowed	M	418
Bradfield	85+	Divorced	F	195
Bradfield	85+	Divorced	M	87
Bradfield	85+	Married	F	720
Bradfield	85+	Married	M	1405
Bradfield	85+	Separated	F	19
Bradfield	85+	Separated	M	22
Bradfield	85+	Widowed	F	2244
Bradfield	85+	Widowed	M	572
Calare	15-19	Divorced	M	3
Calare	15-19	Married	M	8
Calare	15-19	Separated	M	10
Calare	20-24	Divorced	F	3
Calare	20-24	Divorced	M	3
Calare	20-24	Married	F	230
Calare	20-24	Married	M	144
Calare	20-24	Separated	F	19
Calare	20-24	Separated	M	12
Calare	25-34	Divorced	F	228
Calare	25-34	Divorced	M	157
Calare	25-34	Married	F	3877
Calare	25-34	Married	M	3242
Calare	25-34	Separated	F	317
Calare	25-34	Separated	M	211
Calare	25-34	Widowed	F	14
Calare	25-34	Widowed	M	11
Calare	35-44	Divorced	F	742
Calare	35-44	Divorced	M	560
Calare	35-44	Married	F	5563
Calare	35-44	Married	M	5313
Calare	35-44	Separated	F	585
Calare	35-44	Separated	M	433
Calare	35-44	Widowed	F	56
Calare	35-44	Widowed	M	26
Calare	45-54	Divorced	F	1619
Calare	45-54	Divorced	M	1214
Calare	45-54	Married	F	6163
Calare	45-54	Married	M	5870
Calare	45-54	Separated	F	600
Calare	45-54	Separated	M	549
Calare	45-54	Widowed	F	206
Calare	45-54	Widowed	M	82
Calare	55-64	Divorced	F	2070
Calare	55-64	Divorced	M	1758
Calare	55-64	Married	F	6473
Calare	55-64	Married	M	6298
Calare	55-64	Separated	F	584
Calare	55-64	Separated	M	603
Calare	55-64	Widowed	F	585
Calare	55-64	Widowed	M	206
Calare	65-74	Divorced	F	1690
Calare	65-74	Divorced	M	1506
Calare	65-74	Married	F	5547
Calare	65-74	Married	M	6122
Calare	65-74	Separated	F	360
Calare	65-74	Separated	M	401
Calare	65-74	Widowed	F	1371
Calare	65-74	Widowed	M	529
Calare	75-84	Divorced	F	710
Calare	75-84	Divorced	M	626
Calare	75-84	Married	F	2462
Calare	75-84	Married	M	3417
Calare	75-84	Separated	F	138
Calare	75-84	Separated	M	183
Calare	75-84	Widowed	F	2111
Calare	75-84	Widowed	M	697
Calare	85+	Divorced	F	129
Calare	85+	Divorced	M	99
Calare	85+	Married	F	423
Calare	85+	Married	M	783
Calare	85+	Separated	F	18
Calare	85+	Separated	M	26
Calare	85+	Widowed	F	1842
Calare	85+	Widowed	M	548
Chifley	15-19	Married	F	7
Chifley	15-19	Married	M	12
Chifley	15-19	Separated	F	5
Chifley	15-19	Separated	M	3
Chifley	15-19	Widowed	M	3
Chifley	20-24	Divorced	F	17
Chifley	20-24	Married	F	504
Chifley	20-24	Married	M	193
Chifley	20-24	Separated	F	41
Chifley	20-24	Separated	M	19
Chifley	20-24	Widowed	F	6
Chifley	25-34	Divorced	F	334
Chifley	25-34	Divorced	M	242
Chifley	25-34	Married	F	8104
Chifley	25-34	Married	M	5537
Chifley	25-34	Separated	F	440
Chifley	25-34	Separated	M	270
Chifley	25-34	Widowed	F	28
Chifley	25-34	Widowed	M	15
Chifley	35-44	Divorced	F	886
Chifley	35-44	Divorced	M	575
Chifley	35-44	Married	F	11205
Chifley	35-44	Married	M	11472
Chifley	35-44	Separated	F	725
Chifley	35-44	Separated	M	508
Chifley	35-44	Widowed	F	89
Chifley	35-44	Widowed	M	28
Chifley	45-54	Divorced	F	1420
Chifley	45-54	Divorced	M	991
Chifley	45-54	Married	F	7225
Chifley	45-54	Married	M	7646
Chifley	45-54	Separated	F	745
Chifley	45-54	Separated	M	590
Chifley	45-54	Widowed	F	281
Chifley	45-54	Widowed	M	88
Chifley	55-64	Divorced	F	1567
Chifley	55-64	Divorced	M	1093
Chifley	55-64	Married	F	5941
Chifley	55-64	Married	M	6470
Chifley	55-64	Separated	F	649
Chifley	55-64	Separated	M	545
Chifley	55-64	Widowed	F	848
Chifley	55-64	Widowed	M	183
Chifley	65-74	Divorced	F	1175
Chifley	65-74	Divorced	M	786
Chifley	65-74	Married	F	3986
Chifley	65-74	Married	M	4693
Chifley	65-74	Separated	F	373
Chifley	65-74	Separated	M	385
Chifley	65-74	Widowed	F	1645
Chifley	65-74	Widowed	M	390
Chifley	75-84	Divorced	F	462
Chifley	75-84	Divorced	M	288
Chifley	75-84	Married	F	1271
Chifley	75-84	Married	M	2042
Chifley	75-84	Separated	F	96
Chifley	75-84	Separated	M	127
Chifley	75-84	Widowed	F	1650
Chifley	75-84	Widowed	M	450
Chifley	85+	Divorced	F	108
Chifley	85+	Divorced	M	42
Chifley	85+	Married	F	218
Chifley	85+	Married	M	426
Chifley	85+	Separated	F	19
Chifley	85+	Separated	M	16
Chifley	85+	Widowed	F	1242
Chifley	85+	Widowed	M	312
Cook	15-19	Married	F	5
Cook	15-19	Married	M	6
Cook	20-24	Divorced	F	6
Cook	20-24	Married	F	82
Cook	20-24	Married	M	30
Cook	20-24	Separated	F	3
Cook	20-24	Separated	M	6
Cook	25-34	Divorced	F	196
Cook	25-34	Divorced	M	128
Cook	25-34	Married	F	3253
Cook	25-34	Married	M	2295
Cook	25-34	Separated	F	141
Cook	25-34	Separated	M	98
Cook	25-34	Widowed	F	10
Cook	25-34	Widowed	M	3
Cook	35-44	Divorced	F	721
Cook	35-44	Divorced	M	518
Cook	35-44	Married	F	6591
Cook	35-44	Married	M	6012
Cook	35-44	Separated	F	350
Cook	35-44	Separated	M	280
Cook	35-44	Widowed	F	42
Cook	35-44	Widowed	M	11
Cook	45-54	Divorced	F	1530
Cook	45-54	Divorced	M	1074
Cook	45-54	Married	F	6917
Cook	45-54	Married	M	6616
Cook	45-54	Separated	F	507
Cook	45-54	Separated	M	427
Cook	45-54	Widowed	F	133
Cook	45-54	Widowed	M	57
Cook	55-64	Divorced	F	1850
Cook	55-64	Divorced	M	1275
Cook	55-64	Married	F	5992
Cook	55-64	Married	M	6095
Cook	55-64	Separated	F	380
Cook	55-64	Separated	M	346
Cook	55-64	Widowed	F	411
Cook	55-64	Widowed	M	123
Cook	65-74	Divorced	F	1434
Cook	65-74	Divorced	M	877
Cook	65-74	Married	F	4822
Cook	65-74	Married	M	5169
Cook	65-74	Separated	F	297
Cook	65-74	Separated	M	244
Cook	65-74	Widowed	F	977
Cook	65-74	Widowed	M	260
Cook	75-84	Divorced	F	725
Cook	75-84	Divorced	M	392
Cook	75-84	Married	F	2657
Cook	75-84	Married	M	3294
Cook	75-84	Separated	F	86
Cook	75-84	Separated	M	129
Cook	75-84	Widowed	F	1876
Cook	75-84	Widowed	M	473
Cook	85+	Divorced	F	200
Cook	85+	Divorced	M	79
Cook	85+	Married	F	631
Cook	85+	Married	M	1195
Cook	85+	Separated	F	16
Cook	85+	Separated	M	33
Cook	85+	Widowed	F	2209
Cook	85+	Widowed	M	604
Cowper	15-19	Married	M	14
Cowper	20-24	Divorced	F	7
Cowper	20-24	Divorced	M	4
Cowper	20-24	Married	F	148
Cowper	20-24	Married	M	94
Cowper	20-24	Separated	F	22
Cowper	20-24	Separated	M	8
Cowper	20-24	Widowed	F	3
Cowper	25-34	Divorced	F	216
Cowper	25-34	Divorced	M	105
Cowper	25-34	Married	F	2754
Cowper	25-34	Married	M	2094
Cowper	25-34	Separated	F	248
Cowper	25-34	Separated	M	136
Cowper	25-34	Widowed	F	15
Cowper	25-34	Widowed	M	6
Cowper	35-44	Divorced	F	792
Cowper	35-44	Divorced	M	515
Cowper	35-44	Married	F	4672
Cowper	35-44	Married	M	4239
Cowper	35-44	Separated	F	632
Cowper	35-44	Separated	M	406
Cowper	35-44	Widowed	F	66
Cowper	35-44	Widowed	M	15
Cowper	45-54	Divorced	F	1871
Cowper	45-54	Divorced	M	1272
Cowper	45-54	Married	F	5513
Cowper	45-54	Married	M	5048
Cowper	45-54	Separated	F	787
Cowper	45-54	Separated	M	558
Cowper	45-54	Widowed	F	244
Cowper	45-54	Widowed	M	69
Cowper	55-64	Divorced	F	2840
Cowper	55-64	Divorced	M	2125
Cowper	55-64	Married	F	6757
Cowper	55-64	Married	M	6202
Cowper	55-64	Separated	F	789
Cowper	55-64	Separated	M	642
Cowper	55-64	Widowed	F	701
Cowper	55-64	Widowed	M	206
Cowper	65-74	Divorced	F	2669
Cowper	65-74	Divorced	M	2246
Cowper	65-74	Married	F	6821
Cowper	65-74	Married	M	7396
Cowper	65-74	Separated	F	508
Cowper	65-74	Separated	M	578
Cowper	65-74	Widowed	F	1618
Cowper	65-74	Widowed	M	552
Cowper	75-84	Divorced	F	1119
Cowper	75-84	Divorced	M	944
Cowper	75-84	Married	F	3613
Cowper	75-84	Married	M	4633
Cowper	75-84	Separated	F	129
Cowper	75-84	Separated	M	205
Cowper	75-84	Widowed	F	2793
Cowper	75-84	Widowed	M	784
Cowper	85+	Divorced	F	254
Cowper	85+	Divorced	M	176
Cowper	85+	Married	F	673
Cowper	85+	Married	M	1317
Cowper	85+	Separated	F	20
Cowper	85+	Separated	M	39
Cowper	85+	Widowed	F	2619
Cowper	85+	Widowed	M	760
Cunningham	15-19	Married	F	7
Cunningham	20-24	Divorced	F	3
Cunningham	20-24	Married	F	154
Cunningham	20-24	Married	M	85
Cunningham	20-24	Separated	F	10
Cunningham	20-24	Separated	M	4
Cunningham	25-34	Divorced	F	219
Cunningham	25-34	Divorced	M	91
Cunningham	25-34	Married	F	3660
Cunningham	25-34	Married	M	2735
Cunningham	25-34	Separated	F	194
Cunningham	25-34	Separated	M	114
Cunningham	25-34	Widowed	F	21
Cunningham	25-34	Widowed	M	3
Cunningham	35-44	Divorced	F	739
Cunningham	35-44	Divorced	M	515
Cunningham	35-44	Married	F	6302
Cunningham	35-44	Married	M	5854
Cunningham	35-44	Separated	F	429
Cunningham	35-44	Separated	M	304
Cunningham	35-44	Widowed	F	61
Cunningham	35-44	Widowed	M	20
Cunningham	45-54	Divorced	F	1620
Cunningham	45-54	Divorced	M	1125
Cunningham	45-54	Married	F	6150
Cunningham	45-54	Married	M	5953
Cunningham	45-54	Separated	F	549
Cunningham	45-54	Separated	M	460
Cunningham	45-54	Widowed	F	134
Cunningham	45-54	Widowed	M	65
Cunningham	55-64	Divorced	F	1940
Cunningham	55-64	Divorced	M	1457
Cunningham	55-64	Married	F	5899
Cunningham	55-64	Married	M	5921
Cunningham	55-64	Separated	F	483
