CED_NAME16	EduInstitutionType	Sex	students
Higgins	University or other tertiary	F	7282
Higgins	University or other tertiary	M	5827
Holt		F	5969
Holt		M	5844
Holt	Infants/Primary	F	9535
Holt	Infants/Primary	M	10192
Holt	Pre-school	F	2416
Holt	Pre-school	M	2696
Holt	Secondary	F	6801
Holt	Secondary	M	6945
Holt	Technical or Further Educational Institution	F	3069
Holt	Technical or Further Educational Institution	M	2489
Holt	University or other tertiary	F	4302
Holt	University or other tertiary	M	2904
Hotham		F	5924
Hotham		M	6192
Hotham	Infants/Primary	F	6651
Hotham	Infants/Primary	M	7120
Hotham	Pre-school	F	1736
Hotham	Pre-school	M	1984
Hotham	Secondary	F	5545
Hotham	Secondary	M	5770
Hotham	Technical or Further Educational Institution	F	2587
Hotham	Technical or Further Educational Institution	M	2799
Hotham	University or other tertiary	F	6791
Hotham	University or other tertiary	M	6481
Indi		F	5867
Indi		M	5981
Indi	Infants/Primary	F	5842
Indi	Infants/Primary	M	6085
Indi	Pre-school	F	1452
Indi	Pre-school	M	1520
Indi	Secondary	F	4989
Indi	Secondary	M	4906
Indi	Technical or Further Educational Institution	F	2155
Indi	Technical or Further Educational Institution	M	1743
Indi	University or other tertiary	F	2139
Indi	University or other tertiary	M	925
Isaacs		F	3621
Isaacs		M	3395
Isaacs	Infants/Primary	F	6517
Isaacs	Infants/Primary	M	6770
Isaacs	Pre-school	F	1881
Isaacs	Pre-school	M	1947
Isaacs	Secondary	F	5464
Isaacs	Secondary	M	5610
Isaacs	Technical or Further Educational Institution	F	1738
Isaacs	Technical or Further Educational Institution	M	1696
Isaacs	University or other tertiary	F	4231
Isaacs	University or other tertiary	M	3083
Jagajaga		F	3117
Jagajaga		M	3073
Jagajaga	Infants/Primary	F	6558
Jagajaga	Infants/Primary	M	6755
Jagajaga	Pre-school	F	1825
Jagajaga	Pre-school	M	1958
Jagajaga	Secondary	F	5373
Jagajaga	Secondary	M	5603
Jagajaga	Technical or Further Educational Institution	F	1471
Jagajaga	Technical or Further Educational Institution	M	1631
Jagajaga	University or other tertiary	F	4828
Jagajaga	University or other tertiary	M	3599
Kooyong		F	3319
Kooyong		M	3008
Kooyong	Infants/Primary	F	6014
Kooyong	Infants/Primary	M	6253
Kooyong	Pre-school	F	1446
Kooyong	Pre-school	M	1512
Kooyong	Secondary	F	6757
Kooyong	Secondary	M	6892
Kooyong	Technical or Further Educational Institution	F	1339
Kooyong	Technical or Further Educational Institution	M	1285
Kooyong	University or other tertiary	F	7473
Kooyong	University or other tertiary	M	6816
La Trobe		F	4979
La Trobe		M	4660
La Trobe	Infants/Primary	F	8712
La Trobe	Infants/Primary	M	8938
La Trobe	Pre-school	F	2279
La Trobe	Pre-school	M	2482
La Trobe	Secondary	F	6128
La Trobe	Secondary	M	6249
La Trobe	Technical or Further Educational Institution	F	2425
La Trobe	Technical or Further Educational Institution	M	2122
La Trobe	University or other tertiary	F	4024
La Trobe	University or other tertiary	M	2425
Lalor		F	7652
Lalor		M	7687
Lalor	Infants/Primary	F	10348
Lalor	Infants/Primary	M	10660
Lalor	Pre-school	F	2597
Lalor	Pre-school	M	2901
Lalor	Secondary	F	6495
Lalor	Secondary	M	6792
Lalor	Technical or Further Educational Institution	F	3096
Lalor	Technical or Further Educational Institution	M	2869
Lalor	University or other tertiary	F	5074
Lalor	University or other tertiary	M	3740
Macnamara		F	6295
Macnamara		M	5987
Macnamara	Infants/Primary	F	4017
Macnamara	Infants/Primary	M	4173
Macnamara	Pre-school	F	1329
Macnamara	Pre-school	M	1375
Macnamara	Secondary	F	3352
Macnamara	Secondary	M	3391
Macnamara	Technical or Further Educational Institution	F	2468
Macnamara	Technical or Further Educational Institution	M	2122
Macnamara	University or other tertiary	F	7254
Macnamara	University or other tertiary	M	5568
Mallee		F	7380
Mallee		M	7560
Mallee	Infants/Primary	F	6065
Mallee	Infants/Primary	M	6416
Mallee	Pre-school	F	1531
Mallee	Pre-school	M	1587
Mallee	Secondary	F	4873
Mallee	Secondary	M	4900
Mallee	Technical or Further Educational Institution	F	1762
Mallee	Technical or Further Educational Institution	M	1307
Mallee	University or other tertiary	F	1847
Mallee	University or other tertiary	M	750
Maribyrnong		F	3791
Maribyrnong		M	3562
Maribyrnong	Infants/Primary	F	5394
Maribyrnong	Infants/Primary	M	5630
Maribyrnong	Pre-school	F	1548
Maribyrnong	Pre-school	M	1609
Maribyrnong	Secondary	F	4534
Maribyrnong	Secondary	M	4768
Maribyrnong	Technical or Further Educational Institution	F	1514
Maribyrnong	Technical or Further Educational Institution	M	1550
Maribyrnong	University or other tertiary	F	5058
Maribyrnong	University or other tertiary	M	4035
McEwen		F	4291
McEwen		M	4115
McEwen	Infants/Primary	F	7892
McEwen	Infants/Primary	M	8368
McEwen	Pre-school	F	2115
McEwen	Pre-school	M	2468
McEwen	Secondary	F	5974
McEwen	Secondary	M	6078
McEwen	Technical or Further Educational Institution	F	1824
McEwen	Technical or Further Educational Institution	M	1850
McEwen	University or other tertiary	F	3615
McEwen	University or other tertiary	M	2070
Melbourne		F	8783
Melbourne		M	8726
Melbourne	Infants/Primary	F	3042
Melbourne	Infants/Primary	M	3143
Melbourne	Pre-school	F	994
Melbourne	Pre-school	M	1040
Melbourne	Secondary	F	2525
Melbourne	Secondary	M	2379
Melbourne	Technical or Further Educational Institution	F	4152
Melbourne	Technical or Further Educational Institution	M	3361
Melbourne	University or other tertiary	F	17340
Melbourne	University or other tertiary	M	14029
Menzies		F	4038
Menzies		M	3502
Menzies	Infants/Primary	F	6601
Menzies	Infants/Primary	M	6955
Menzies	Pre-school	F	1639
Menzies	Pre-school	M	1819
Menzies	Secondary	F	5763
Menzies	Secondary	M	6282
Menzies	Technical or Further Educational Institution	F	1839
Menzies	Technical or Further Educational Institution	M	1818
Menzies	University or other tertiary	F	5633
Menzies	University or other tertiary	M	4990
Monash		F	5541
Monash		M	5280
Monash	Infants/Primary	F	5313
Monash	Infants/Primary	M	5720
Monash	Pre-school	F	1323
Monash	Pre-school	M	1461
Monash	Secondary	F	4340
Monash	Secondary	M	4262
Monash	Technical or Further Educational Institution	F	1617
Monash	Technical or Further Educational Institution	M	1256
Monash	University or other tertiary	F	2131
Monash	University or other tertiary	M	876
Nicholls		F	6562
Nicholls		M	6834
Nicholls	Infants/Primary	F	6136
Nicholls	Infants/Primary	M	6458
Nicholls	Pre-school	F	1430
Nicholls	Pre-school	M	1638
Nicholls	Secondary	F	4936
Nicholls	Secondary	M	5062
Nicholls	Technical or Further Educational Institution	F	2059
Nicholls	Technical or Further Educational Institution	M	1566
Nicholls	University or other tertiary	F	2022
Nicholls	University or other tertiary	M	906
Scullin		F	5185
Scullin		M	5047
Scullin	Infants/Primary	F	7182
Scullin	Infants/Primary	M	7686
Scullin	Pre-school	F	1875
Scullin	Pre-school	M	2085
Scullin	Secondary	F	5419
Scullin	Secondary	M	5646
Scullin	Technical or Further Educational Institution	F	2176
Scullin	Technical or Further Educational Institution	M	2197
Scullin	University or other tertiary	F	4685
Scullin	University or other tertiary	M	3531
Wannon		F	5596
Wannon		M	6682
Wannon	Infants/Primary	F	5480
Wannon	Infants/Primary	M	5845
Wannon	Pre-school	F	1408
Wannon	Pre-school	M	1535
Wannon	Secondary	F	4673
Wannon	Secondary	M	4771
Wannon	Technical or Further Educational Institution	F	1758
Wannon	Technical or Further Educational Institution	M	1478
Wannon	University or other tertiary	F	1943
Wannon	University or other tertiary	M	871
Wills		F	4432
Wills		M	4388
Wills	Infants/Primary	F	5152
Wills	Infants/Primary	M	5260
Wills	Pre-school	F	1548
Wills	Pre-school	M	1705
Wills	Secondary	F	3739
Wills	Secondary	M	3793
Wills	Technical or Further Educational Institution	F	2181
Wills	Technical or Further Educational Institution	M	2389
Wills	University or other tertiary	F	6856
Wills	University or other tertiary	M	4921
No usual address (Vic.)		F	1402
No usual address (Vic.)		M	2250
No usual address (Vic.)	Infants/Primary	F	150
No usual address (Vic.)	Infants/Primary	M	156
No usual address (Vic.)	Pre-school	F	31
No usual address (Vic.)	Pre-school	M	45
No usual address (Vic.)	Secondary	F	96
No usual address (Vic.)	Secondary	M	72
No usual address (Vic.)	Technical or Further Educational Institution	F	86
No usual address (Vic.)	Technical or Further Educational Institution	M	59
No usual address (Vic.)	University or other tertiary	F	153
No usual address (Vic.)	University or other tertiary	M	89
Migratory - Offshore - Shipping (Vic.)		F	3
Migratory - Offshore - Shipping (Vic.)		M	25
Blair		F	6528
Blair		M	7326
Blair	Infants/Primary	F	8930
Blair	Infants/Primary	M	9382
Blair	Pre-school	F	1646
Blair	Pre-school	M	1797
Blair	Secondary	F	6941
Blair	Secondary	M	7129
Blair	Technical or Further Educational Institution	F	2499
Blair	Technical or Further Educational Institution	M	1596
Blair	University or other tertiary	F	4063
Blair	University or other tertiary	M	2020
Bonner		F	3599
Bonner		M	3532
Bonner	Infants/Primary	F	7169
Bonner	Infants/Primary	M	7370
Bonner	Pre-school	F	1561
Bonner	Pre-school	M	1729
Bonner	Secondary	F	6019
Bonner	Secondary	M	6334
Bonner	Technical or Further Educational Institution	F	1840
Bonner	Technical or Further Educational Institution	M	1434
Bonner	University or other tertiary	F	5110
Bonner	University or other tertiary	M	3876
Bowman		F	3866
Bowman		M	3557
Bowman	Infants/Primary	F	6227
Bowman	Infants/Primary	M	6643
Bowman	Pre-school	F	1266
Bowman	Pre-school	M	1443
Bowman	Secondary	F	5663
Bowman	Secondary	M	5922
Bowman	Technical or Further Educational Institution	F	1781
Bowman	Technical or Further Educational Institution	M	1439
Bowman	University or other tertiary	F	3315
Bowman	University or other tertiary	M	1941
Brisbane		F	5569
Brisbane		M	5898
Brisbane	Infants/Primary	F	5071
Brisbane	Infants/Primary	M	4929
Brisbane	Pre-school	F	1285
Brisbane	Pre-school	M	1258
Brisbane	Secondary	F	4489
Brisbane	Secondary	M	4655
Brisbane	Technical or Further Educational Institution	F	3099
Brisbane	Technical or Further Educational Institution	M	2537
Brisbane	University or other tertiary	F	10883
Brisbane	University or other tertiary	M	8493
Capricornia		F	6942
Capricornia		M	11029
Capricornia	Infants/Primary	F	6728
Capricornia	Infants/Primary	M	7040
Capricornia	Pre-school	F	1056
Capricornia	Pre-school	M	1180
Capricornia	Secondary	F	5311
Capricornia	Secondary	M	5690
Capricornia	Technical or Further Educational Institution	F	1417
Capricornia	Technical or Further Educational Institution	M	996
Capricornia	University or other tertiary	F	2869
Capricornia	University or other tertiary	M	1340
Dawson		F	7180
Dawson		M	9358
Dawson	Infants/Primary	F	6315
Dawson	Infants/Primary	M	6719
Dawson	Pre-school	F	1068
Dawson	Pre-school	M	1182
Dawson	Secondary	F	5426
Dawson	Secondary	M	5641
Dawson	Technical or Further Educational Institution	F	1578
Dawson	Technical or Further Educational Institution	M	1155
Dawson	University or other tertiary	F	2730
Dawson	University or other tertiary	M	1287
Dickson		F	3336
Dickson		M	3293
Dickson	Infants/Primary	F	7247
Dickson	Infants/Primary	M	7723
Dickson	Pre-school	F	1464
Dickson	Pre-school	M	1643
Dickson	Secondary	F	6165
Dickson	Secondary	M	6660
Dickson	Technical or Further Educational Institution	F	1906
Dickson	Technical or Further Educational Institution	M	1423
Dickson	University or other tertiary	F	4237
Dickson	University or other tertiary	M	2726
Fadden		F	6674
Fadden		M	6281
Fadden	Infants/Primary	F	7645
Fadden	Infants/Primary	M	8099
Fadden	Pre-school	F	1773
Fadden	Pre-school	M	1916
Fadden	Secondary	F	6263
Fadden	Secondary	M	6521
Fadden	Technical or Further Educational Institution	F	2738
Fadden	Technical or Further Educational Institution	M	1872
Fadden	University or other tertiary	F	4839
Fadden	University or other tertiary	M	3048
Fairfax		F	5239
Fairfax		M	5136
Fairfax	Infants/Primary	F	6558
Fairfax	Infants/Primary	M	6921
Fairfax	Pre-school	F	1303
Fairfax	Pre-school	M	1497
Fairfax	Secondary	F	5614
Fairfax	Secondary	M	5720
Fairfax	Technical or Further Educational Institution	F	1920
Fairfax	Technical or Further Educational Institution	M	1334
Fairfax	University or other tertiary	F	3938
Fairfax	University or other tertiary	M	2078
Fisher		F	5365
Fisher		M	5324
Fisher	Infants/Primary	F	6589
Fisher	Infants/Primary	M	6763
Fisher	Pre-school	F	1268
Fisher	Pre-school	M	1413
Fisher	Secondary	F	5662
Fisher	Secondary	M	5786
Fisher	Technical or Further Educational Institution	F	1870
Fisher	Technical or Further Educational Institution	M	1371
Fisher	University or other tertiary	F	4641
Fisher	University or other tertiary	M	2457
Flynn		F	7102
Flynn		M	8737
Flynn	Infants/Primary	F	7083
Flynn	Infants/Primary	M	7265
Flynn	Pre-school	F	1121
Flynn	Pre-school	M	1166
Flynn	Secondary	F	5440
Flynn	Secondary	M	5665
Flynn	Technical or Further Educational Institution	F	1506
Flynn	Technical or Further Educational Institution	M	950
Flynn	University or other tertiary	F	2182
Flynn	University or other tertiary	M	796
Forde		F	7305
Forde		M	6959
Forde	Infants/Primary	F	8907
Forde	Infants/Primary	M	9108
Forde	Pre-school	F	1841
Forde	Pre-school	M	1971
Forde	Secondary	F	6977
Forde	Secondary	M	7106
Forde	Technical or Further Educational Institution	F	2754
Forde	Technical or Further Educational Institution	M	1877
Forde	University or other tertiary	F	3902
Forde	University or other tertiary	M	2115
Griffith		F	5290
Griffith		M	5240
Griffith	Infants/Primary	F	5714
Griffith	Infants/Primary	M	5867
Griffith	Pre-school	F	1323
Griffith	Pre-school	M	1371
Griffith	Secondary	F	4870
Griffith	Secondary	M	5207
Griffith	Technical or Further Educational Institution	F	2649
Griffith	Technical or Further Educational Institution	M	2193
Griffith	University or other tertiary	F	10062
Griffith	University or other tertiary	M	7919
Groom		F	5048
Groom		M	5044
Groom	Infants/Primary	F	6870
Groom	Infants/Primary	M	7156
Groom	Pre-school	F	1235
Groom	Pre-school	M	1265
Groom	Secondary	F	6223
Groom	Secondary	M	6369
Groom	Technical or Further Educational Institution	F	2288
Groom	Technical or Further Educational Institution	M	1761
Groom	University or other tertiary	F	3843
Groom	University or other tertiary	M	2289
Herbert		F	6302
Herbert		M	7809
Herbert	Infants/Primary	F	6878
Herbert	Infants/Primary	M	7229
Herbert	Pre-school	F	1214
Herbert	Pre-school	M	1397
Herbert	Secondary	F	5678
Herbert	Secondary	M	5484
Herbert	Technical or Further Educational Institution	F	1875
Herbert	Technical or Further Educational Institution	M	1389
Herbert	University or other tertiary	F	5186
Herbert	University or other tertiary	M	2881
Hinkler		F	5531
Hinkler		M	5472
Hinkler	Infants/Primary	F	5432
Hinkler	Infants/Primary	M	5784
Hinkler	Pre-school	F	926
Hinkler	Pre-school	M	927
Hinkler	Secondary	F	4893
Hinkler	Secondary	M	4969
Hinkler	Technical or Further Educational Institution	F	1537
Hinkler	Technical or Further Educational Institution	M	971
Hinkler	University or other tertiary	F	2069
Hinkler	University or other tertiary	M	915
Kennedy		F	8834
Kennedy		M	11068
Kennedy	Infants/Primary	F	6815
Kennedy	Infants/Primary	M	7296
Kennedy	Pre-school	F	1044
Kennedy	Pre-school	M	1162
Kennedy	Secondary	F	5615
Kennedy	Secondary	M	5806
Kennedy	Technical or Further Educational Institution	F	1485
Kennedy	Technical or Further Educational Institution	M	1026
Kennedy	University or other tertiary	F	2032
Kennedy	University or other tertiary	M	749
Leichhardt		F	8776
Leichhardt		M	9665
Leichhardt	Infants/Primary	F	7062
Leichhardt	Infants/Primary	M	7437
Leichhardt	Pre-school	F	1239
Leichhardt	Pre-school	M	1262
Leichhardt	Secondary	F	5816
Leichhardt	Secondary	M	5899
Leichhardt	Technical or Further Educational Institution	F	2391
Leichhardt	Technical or Further Educational Institution	M	1571
Leichhardt	University or other tertiary	F	3569
Leichhardt	University or other tertiary	M	1896
Lilley		F	4028
Lilley		M	4038
Lilley	Infants/Primary	F	5984
Lilley	Infants/Primary	M	6264
Lilley	Pre-school	F	1431
Lilley	Pre-school	M	1545
Lilley	Secondary	F	4879
Lilley	Secondary	M	5220
Lilley	Technical or Further Educational Institution	F	2106
Lilley	Technical or Further Educational Institution	M	1673
Lilley	University or other tertiary	F	5407
Lilley	University or other tertiary	M	3638
Longman		F	5883
Longman		M	7217
Longman	Infants/Primary	F	7714
Longman	Infants/Primary	M	8146
Longman	Pre-school	F	1476
Longman	Pre-school	M	1611
Longman	Secondary	F	6506
Longman	Secondary	M	6483
Longman	Technical or Further Educational Institution	F	2279
Longman	Technical or Further Educational Institution	M	1438
Longman	University or other tertiary	F	3325
Longman	University or other tertiary	M	1575
Maranoa		F	7430
Maranoa		M	7796
Maranoa	Infants/Primary	F	6127
Maranoa	Infants/Primary	M	6288
Maranoa	Pre-school	F	926
Maranoa	Pre-school	M	954
Maranoa	Secondary	F	4635
Maranoa	Secondary	M	4698
Maranoa	Technical or Further Educational Institution	F	1359
Maranoa	Technical or Further Educational Institution	M	897
Maranoa	University or other tertiary	F	1699
Maranoa	University or other tertiary	M	611
McPherson		F	5420
McPherson		M	4782
McPherson	Infants/Primary	F	6560
McPherson	Infants/Primary	M	6646
McPherson	Pre-school	F	1448
McPherson	Pre-school	M	1675
McPherson	Secondary	F	5365
McPherson	Secondary	M	5548
McPherson	Technical or Further Educational Institution	F	2079
McPherson	Technical or Further Educational Institution	M	1568
McPherson	University or other tertiary	F	4984
McPherson	University or other tertiary	M	2991
Moncrieff		F	8081
Moncrieff		M	7901
Moncrieff	Infants/Primary	F	5215
Moncrieff	Infants/Primary	M	5420
Moncrieff	Pre-school	F	1256
Moncrieff	Pre-school	M	1375
Moncrieff	Secondary	F	4707
Moncrieff	Secondary	M	5129
Moncrieff	Technical or Further Educational Institution	F	3389
Moncrieff	Technical or Further Educational Institution	M	2559
Moncrieff	University or other tertiary	F	5742
Moncrieff	University or other tertiary	M	3884
Moreton		F	4348
Moreton		M	4609
Moreton	Infants/Primary	F	6679
Moreton	Infants/Primary	M	6901
Moreton	Pre-school	F	1430
Moreton	Pre-school	M	1588
Moreton	Secondary	F	5202
Moreton	Secondary	M	5345
Moreton	Technical or Further Educational Institution	F	2584
Moreton	Technical or Further Educational Institution	M	2227
Moreton	University or other tertiary	F	7066
Moreton	University or other tertiary	M	6103
Oxley		F	5762
Oxley		M	8533
Oxley	Infants/Primary	F	8712
Oxley	Infants/Primary	M	9199
Oxley	Pre-school	F	1730
Oxley	Pre-school	M	1935
Oxley	Secondary	F	6871
Oxley	Secondary	M	7103
Oxley	Technical or Further Educational Institution	F	2532
Oxley	Technical or Further Educational Institution	M	1701
Oxley	University or other tertiary	F	4967
Oxley	University or other tertiary	M	3492
Petrie		F	5222
Petrie		M	4890
Petrie	Infants/Primary	F	8092
Petrie	Infants/Primary	M	8328
Petrie	Pre-school	F	1648
Petrie	Pre-school	M	1794
Petrie	Secondary	F	6185
Petrie	Secondary	M	6623
Petrie	Technical or Further Educational Institution	F	2489
Petrie	Technical or Further Educational Institution	M	1640
Petrie	University or other tertiary	F	4126
Petrie	University or other tertiary	M	2503
Rankin		F	6887
Rankin		M	6882
Rankin	Infants/Primary	F	8906
Rankin	Infants/Primary	M	9473
Rankin	Pre-school	F	1716
Rankin	Pre-school	M	1861
Rankin	Secondary	F	7259
Rankin	Secondary	M	7364
Rankin	Technical or Further Educational Institution	F	2801
Rankin	Technical or Further Educational Institution	M	1802
Rankin	University or other tertiary	F	3907
Rankin	University or other tertiary	M	2786
Ryan		F	3044
Ryan		M	3055
Ryan	Infants/Primary	F	7171
Ryan	Infants/Primary	M	7525
Ryan	Pre-school	F	1424
Ryan	Pre-school	M	1578
Ryan	Secondary	F	6157
Ryan	Secondary	M	6911
Ryan	Technical or Further Educational Institution	F	1741
Ryan	Technical or Further Educational Institution	M	1351
Ryan	University or other tertiary	F	9833
Ryan	University or other tertiary	M	8468
Wide Bay		F	5560
Wide Bay		M	6444
Wide Bay	Infants/Primary	F	5150
Wide Bay	Infants/Primary	M	5472
Wide Bay	Pre-school	F	835
Wide Bay	Pre-school	M	878
Wide Bay	Secondary	F	4773
Wide Bay	Secondary	M	4998
Wide Bay	Technical or Further Educational Institution	F	1457
Wide Bay	Technical or Further Educational Institution	M	922
Wide Bay	University or other tertiary	F	1973
Wide Bay	University or other tertiary	M	816
Wright		F	6318
Wright		M	6265
Wright	Infants/Primary	F	8134
Wright	Infants/Primary	M	8782
Wright	Pre-school	F	1497
Wright	Pre-school	M	1669
Wright	Secondary	F	6995
Wright	Secondary	M	7218
Wright	Technical or Further Educational Institution	F	1977
Wright	Technical or Further Educational Institution	M	1400
Wright	University or other tertiary	F	3582
Wright	University or other tertiary	M	1749
No usual address (Qld)		F	1503
No usual address (Qld)		M	2196
No usual address (Qld)	Infants/Primary	F	259
No usual address (Qld)	Infants/Primary	M	251
No usual address (Qld)	Pre-school	F	35
No usual address (Qld)	Pre-school	M	39
No usual address (Qld)	Secondary	F	148
No usual address (Qld)	Secondary	M	139
No usual address (Qld)	Technical or Further Educational Institution	F	155
No usual address (Qld)	Technical or Further Educational Institution	M	83
No usual address (Qld)	University or other tertiary	F	150
No usual address (Qld)	University or other tertiary	M	93
Migratory - Offshore - Shipping (Qld)		F	24
Migratory - Offshore - Shipping (Qld)		M	115
Adelaide		F	4982
Adelaide		M	5488
Adelaide	Infants/Primary	F	6732
Adelaide	Infants/Primary	M	7276
Adelaide	Pre-school	F	1388
Adelaide	Pre-school	M	1585
Adelaide	Secondary	F	4945
Adelaide	Secondary	M	4764
Adelaide	Technical or Further Educational Institution	F	2816
Adelaide	Technical or Further Educational Institution	M	2638
Adelaide	University or other tertiary	F	10223
Adelaide	University or other tertiary	M	8576
Barker		F	5884
Barker		M	7281
Barker	Infants/Primary	F	7232
Barker	Infants/Primary	M	7578
Barker	Pre-school	F	1178
Barker	Pre-school	M	1212
Barker	Secondary	F	4664
Barker	Secondary	M	4932
Barker	Technical or Further Educational Institution	F	1764
Barker	Technical or Further Educational Institution	M	1293
Barker	University or other tertiary	F	1966
Barker	University or other tertiary	M	741
Boothby		F	3431
Boothby		M	3268
Boothby	Infants/Primary	F	6508
Boothby	Infants/Primary	M	7018
Boothby	Pre-school	F	1398
Boothby	Pre-school	M	1536
Boothby	Secondary	F	4983
Boothby	Secondary	M	5011
Boothby	Technical or Further Educational Institution	F	1782
Boothby	Technical or Further Educational Institution	M	1767
Boothby	University or other tertiary	F	6997
Boothby	University or other tertiary	M	5016
Grey		F	6511
Grey		M	7835
Grey	Infants/Primary	F	6908
Grey	Infants/Primary	M	7332
Grey	Pre-school	F	1181
Grey	Pre-school	M	1211
Grey	Secondary	F	4590
Grey	Secondary	M	4676
Grey	Technical or Further Educational Institution	F	1535
Grey	Technical or Further Educational Institution	M	1091
Grey	University or other tertiary	F	1843
Grey	University or other tertiary	M	638
Hindmarsh		F	3839
Hindmarsh		M	3713
Hindmarsh	Infants/Primary	F	6165
Hindmarsh	Infants/Primary	M	6539
Hindmarsh	Pre-school	F	1257
Hindmarsh	Pre-school	M	1337
Hindmarsh	Secondary	F	4507
Hindmarsh	Secondary	M	4604
Hindmarsh	Technical or Further Educational Institution	F	2018
Hindmarsh	Technical or Further Educational Institution	M	1777
Hindmarsh	University or other tertiary	F	4890
Hindmarsh	University or other tertiary	M	3474
Kingston		F	3697
Kingston		M	3594
Kingston	Infants/Primary	F	7001
Kingston	Infants/Primary	M	7532
Kingston	Pre-school	F	1291
Kingston	Pre-school	M	1397
Kingston	Secondary	F	4840
Kingston	Secondary	M	5104
Kingston	Technical or Further Educational Institution	F	1951
Kingston	Technical or Further Educational Institution	M	1592
Kingston	University or other tertiary	F	3951
Kingston	University or other tertiary	M	2282
Makin		F	3930
Makin		M	4181
Makin	Infants/Primary	F	7499
Makin	Infants/Primary	M	8088
Makin	Pre-school	F	1341
Makin	Pre-school	M	1409
Makin	Secondary	F	5210
Makin	Secondary	M	5354
Makin	Technical or Further Educational Institution	F	2259
Makin	Technical or Further Educational Institution	M	1945
Makin	University or other tertiary	F	4539
Makin	University or other tertiary	M	3530
Mayo		F	4497
Mayo		M	4475
Mayo	Infants/Primary	F	7317
Mayo	Infants/Primary	M	7717
Mayo	Pre-school	F	1237
Mayo	Pre-school	M	1377
Mayo	Secondary	F	5396
Mayo	Secondary	M	5294
Mayo	Technical or Further Educational Institution	F	1622
Mayo	Technical or Further Educational Institution	M	1369
Mayo	University or other tertiary	F	3774
Mayo	University or other tertiary	M	2039
Spence		F	6222
Spence		M	5990
Spence	Infants/Primary	F	9542
Spence	Infants/Primary	M	9916
Spence	Pre-school	F	1635
Spence	Pre-school	M	1741
Spence	Secondary	F	5896
Spence	Secondary	M	6126
Spence	Technical or Further Educational Institution	F	2740
Spence	Technical or Further Educational Institution	M	1893
Spence	University or other tertiary	F	3621
Spence	University or other tertiary	M	2218
Sturt		F	3769
Sturt		M	3648
Sturt	Infants/Primary	F	7581
Sturt	Infants/Primary	M	7955
Sturt	Pre-school	F	1486
Sturt	Pre-school	M	1616
Sturt	Secondary	F	5595
Sturt	Secondary	M	6050
Sturt	Technical or Further Educational Institution	F	2194
Sturt	Technical or Further Educational Institution	M	1786
Sturt	University or other tertiary	F	6959
Sturt	University or other tertiary	M	5899
No usual address (SA)		F	332
No usual address (SA)		M	515
No usual address (SA)	Infants/Primary	F	80
No usual address (SA)	Infants/Primary	M	80
No usual address (SA)	Pre-school	F	13
No usual address (SA)	Pre-school	M	13
No usual address (SA)	Secondary	F	79
No usual address (SA)	Secondary	M	37
No usual address (SA)	Technical or Further Educational Institution	F	27
No usual address (SA)	Technical or Further Educational Institution	M	28
No usual address (SA)	University or other tertiary	F	38
No usual address (SA)	University or other tertiary	M	31
Migratory - Offshore - Shipping (SA)		M	5
Brand		F	5471
Brand		M	7844
Brand	Infants/Primary	F	8518
Brand	Infants/Primary	M	9011
Brand	Pre-school	F	1650
Brand	Pre-school	M	1747
Brand	Secondary	F	6444
Brand	Secondary	M	6649
Brand	Technical or Further Educational Institution	F	2607
Brand	Technical or Further Educational Institution	M	1972
Brand	University or other tertiary	F	3479
Brand	University or other tertiary	M	1963
Burt		F	5954
Burt		M	6215
Burt	Infants/Primary	F	8711
Burt	Infants/Primary	M	9211
Burt	Pre-school	F	1773
Burt	Pre-school	M	1908
Burt	Secondary	F	6102
Burt	Secondary	M	6338
Burt	Technical or Further Educational Institution	F	2844
Burt	Technical or Further Educational Institution	M	2152
Burt	University or other tertiary	F	3926
Burt	University or other tertiary	M	2735
Canning		F	5024
Canning		M	5919
Canning	Infants/Primary	F	6711
Canning	Infants/Primary	M	6790
Canning	Pre-school	F	1266
Canning	Pre-school	M	1329
Canning	Secondary	F	5178
Canning	Secondary	M	5345
Canning	Technical or Further Educational Institution	F	1948
Canning	Technical or Further Educational Institution	M	1472
Canning	University or other tertiary	F	2628
Canning	University or other tertiary	M	1229
Cowan		F	5511
Cowan		M	5646
Cowan	Infants/Primary	F	6722
Cowan	Infants/Primary	M	7322
Cowan	Pre-school	F	1437
Cowan	Pre-school	M	1525
Cowan	Secondary	F	5479
Cowan	Secondary	M	5749
Cowan	Technical or Further Educational Institution	F	2716
Cowan	Technical or Further Educational Institution	M	2151
Cowan	University or other tertiary	F	4389
Cowan	University or other tertiary	M	3385
Curtin		F	4357
Curtin		M	4337
Curtin	Infants/Primary	F	6586
Curtin	Infants/Primary	M	6962
Curtin	Pre-school	F	1358
Curtin	Pre-school	M	1508
Curtin	Secondary	F	6380
Curtin	Secondary	M	6745
Curtin	Technical or Further Educational Institution	F	1524
Curtin	Technical or Further Educational Institution	M	1208
Curtin	University or other tertiary	F	7577
Curtin	University or other tertiary	M	6272
Durack		F	12533
Durack		M	16758
Durack	Infants/Primary	F	8166
Durack	Infants/Primary	M	8736
Durack	Pre-school	F	1530
Durack	Pre-school	M	1630
Durack	Secondary	F	5550
Durack	Secondary	M	5618
Durack	Technical or Further Educational Institution	F	2222
Durack	Technical or Further Educational Institution	M	1574
