CED_NAME16	Age5yr	ChildrenEverBorn	females
Mitchell	25-29	2	190
Mitchell	25-29	3	49
Mitchell	25-29	4	11
Mitchell	30-34		196
Mitchell	30-34	0	2282
Mitchell	30-34	1	1575
Mitchell	30-34	2	1494
Mitchell	30-34	3	358
Mitchell	30-34	4	66
Mitchell	30-34	5	10
Mitchell	30-34	6	3
Mitchell	35-39		222
Mitchell	35-39	0	1270
Mitchell	35-39	1	1954
Mitchell	35-39	2	3699
Mitchell	35-39	3	1010
Mitchell	35-39	4	198
Mitchell	35-39	5	41
Mitchell	35-39	6	17
Mitchell	40-44		189
Mitchell	40-44	0	823
Mitchell	40-44	1	1404
Mitchell	40-44	2	3911
Mitchell	40-44	3	1346
Mitchell	40-44	4	295
Mitchell	40-44	5	73
Mitchell	40-44	6	14
Mitchell	45-49		160
Mitchell	45-49	0	705
Mitchell	45-49	1	1075
Mitchell	45-49	2	3392
Mitchell	45-49	3	1434
Mitchell	45-49	4	344
Mitchell	45-49	5	76
Mitchell	45-49	6	36
Mitchell	50-54		132
Mitchell	50-54	0	582
Mitchell	50-54	1	953
Mitchell	50-54	2	2874
Mitchell	50-54	3	1281
Mitchell	50-54	4	304
Mitchell	50-54	5	70
Mitchell	50-54	6	41
Mitchell	55-59		132
Mitchell	55-59	0	501
Mitchell	55-59	1	856
Mitchell	55-59	2	2340
Mitchell	55-59	3	1037
Mitchell	55-59	4	276
Mitchell	55-59	5	67
Mitchell	55-59	6	34
Mitchell	60-64		120
Mitchell	60-64	0	386
Mitchell	60-64	1	866
Mitchell	60-64	2	2069
Mitchell	60-64	3	987
Mitchell	60-64	4	284
Mitchell	60-64	5	70
Mitchell	60-64	6	28
Mitchell	65-69		97
Mitchell	65-69	0	342
Mitchell	65-69	1	845
Mitchell	65-69	2	1703
Mitchell	65-69	3	928
Mitchell	65-69	4	322
Mitchell	65-69	5	80
Mitchell	65-69	6	40
Mitchell	70-74		106
Mitchell	70-74	0	290
Mitchell	70-74	1	527
Mitchell	70-74	2	1629
Mitchell	70-74	3	989
Mitchell	70-74	4	286
Mitchell	70-74	5	65
Mitchell	70-74	6	41
Mitchell	75-79		105
Mitchell	75-79	0	183
Mitchell	75-79	1	257
Mitchell	75-79	2	1103
Mitchell	75-79	3	756
Mitchell	75-79	4	271
Mitchell	75-79	5	87
Mitchell	75-79	6	46
Mitchell	80-84		117
Mitchell	80-84	0	94
Mitchell	80-84	1	148
Mitchell	80-84	2	569
Mitchell	80-84	3	464
Mitchell	80-84	4	204
Mitchell	80-84	5	82
Mitchell	80-84	6	43
Mitchell	85+		184
Mitchell	85+	0	116
Mitchell	85+	1	151
Mitchell	85+	2	468
Mitchell	85+	3	362
Mitchell	85+	4	223
Mitchell	85+	5	84
Mitchell	85+	6	111
New England	15-19		710
New England	15-19	0	4308
New England	15-19	1	62
New England	15-19	2	8
New England	15-19	3	3
New England	20-24		517
New England	20-24	0	3063
New England	20-24	1	423
New England	20-24	2	208
New England	20-24	3	68
New England	20-24	4	12
New England	25-29		466
New England	25-29	0	2334
New England	25-29	1	772
New England	25-29	2	646
New England	25-29	3	268
New England	25-29	4	85
New England	25-29	5	27
New England	25-29	6	15
New England	30-34		416
New England	30-34	0	1402
New England	30-34	1	839
New England	30-34	2	1230
New England	30-34	3	646
New England	30-34	4	215
New England	30-34	5	77
New England	30-34	6	41
New England	35-39		405
New England	35-39	0	741
New England	35-39	1	658
New England	35-39	2	1345
New England	35-39	3	893
New England	35-39	4	347
New England	35-39	5	120
New England	35-39	6	78
New England	40-44		351
New England	40-44	0	555
New England	40-44	1	490
New England	40-44	2	1384
New England	40-44	3	963
New England	40-44	4	369
New England	40-44	5	129
New England	40-44	6	118
New England	45-49		397
New England	45-49	0	569
New England	45-49	1	494
New England	45-49	2	1493
New England	45-49	3	1125
New England	45-49	4	427
New England	45-49	5	151
New England	45-49	6	139
New England	50-54		405
New England	50-54	0	611
New England	50-54	1	496
New England	50-54	2	1622
New England	50-54	3	1143
New England	50-54	4	419
New England	50-54	5	134
New England	50-54	6	96
New England	55-59		422
New England	55-59	0	660
New England	55-59	1	515
New England	55-59	2	1697
New England	55-59	3	1234
New England	55-59	4	475
New England	55-59	5	168
New England	55-59	6	103
New England	60-64		391
New England	60-64	0	591
New England	60-64	1	462
New England	60-64	2	1806
New England	60-64	3	1402
New England	60-64	4	568
New England	60-64	5	192
New England	60-64	6	107
New England	65-69		386
New England	65-69	0	508
New England	65-69	1	415
New England	65-69	2	1551
New England	65-69	3	1270
New England	65-69	4	591
New England	65-69	5	166
New England	65-69	6	84
New England	70-74		411
New England	70-74	0	390
New England	70-74	1	309
New England	70-74	2	1448
New England	70-74	3	1200
New England	70-74	4	514
New England	70-74	5	160
New England	70-74	6	91
New England	75-79		394
New England	75-79	0	298
New England	75-79	1	223
New England	75-79	2	986
New England	75-79	3	883
New England	75-79	4	466
New England	75-79	5	178
New England	75-79	6	101
New England	80-84		343
New England	80-84	0	182
New England	80-84	1	127
New England	80-84	2	573
New England	80-84	3	653
New England	80-84	4	429
New England	80-84	5	154
New England	80-84	6	146
New England	85+		419
New England	85+	0	173
New England	85+	1	135
New England	85+	2	454
New England	85+	3	556
New England	85+	4	408
New England	85+	5	216
New England	85+	6	234
Newcastle	15-19		415
Newcastle	15-19	0	4387
Newcastle	15-19	1	25
Newcastle	20-24		608
Newcastle	20-24	0	6320
Newcastle	20-24	1	195
Newcastle	20-24	2	47
Newcastle	20-24	3	9
Newcastle	20-24	4	5
Newcastle	25-29		440
Newcastle	25-29	0	5342
Newcastle	25-29	1	633
Newcastle	25-29	2	294
Newcastle	25-29	3	91
Newcastle	25-29	4	14
Newcastle	25-29	5	14
Newcastle	25-29	6	6
Newcastle	30-34		303
Newcastle	30-34	0	3149
Newcastle	30-34	1	1290
Newcastle	30-34	2	1096
Newcastle	30-34	3	293
Newcastle	30-34	4	86
Newcastle	30-34	5	29
Newcastle	30-34	6	15
Newcastle	35-39		253
Newcastle	35-39	0	1492
Newcastle	35-39	1	1037
Newcastle	35-39	2	1971
Newcastle	35-39	3	740
Newcastle	35-39	4	168
Newcastle	35-39	5	34
Newcastle	35-39	6	46
Newcastle	40-44		200
Newcastle	40-44	0	902
Newcastle	40-44	1	792
Newcastle	40-44	2	2042
Newcastle	40-44	3	895
Newcastle	40-44	4	233
Newcastle	40-44	5	66
Newcastle	40-44	6	45
Newcastle	45-49		229
Newcastle	45-49	0	830
Newcastle	45-49	1	769
Newcastle	45-49	2	2102
Newcastle	45-49	3	1000
Newcastle	45-49	4	262
Newcastle	45-49	5	74
Newcastle	45-49	6	55
Newcastle	50-54		191
Newcastle	50-54	0	828
Newcastle	50-54	1	794
Newcastle	50-54	2	2010
Newcastle	50-54	3	945
Newcastle	50-54	4	273
Newcastle	50-54	5	81
Newcastle	50-54	6	40
Newcastle	55-59		226
Newcastle	55-59	0	749
Newcastle	55-59	1	701
Newcastle	55-59	2	1889
Newcastle	55-59	3	971
Newcastle	55-59	4	279
Newcastle	55-59	5	70
Newcastle	55-59	6	51
Newcastle	60-64		173
Newcastle	60-64	0	676
Newcastle	60-64	1	603
Newcastle	60-64	2	1782
Newcastle	60-64	3	1102
Newcastle	60-64	4	355
Newcastle	60-64	5	92
Newcastle	60-64	6	28
Newcastle	65-69		196
Newcastle	65-69	0	497
Newcastle	65-69	1	474
Newcastle	65-69	2	1564
Newcastle	65-69	3	976
Newcastle	65-69	4	300
Newcastle	65-69	5	92
Newcastle	65-69	6	33
Newcastle	70-74		201
Newcastle	70-74	0	381
Newcastle	70-74	1	349
Newcastle	70-74	2	1352
Newcastle	70-74	3	855
Newcastle	70-74	4	328
Newcastle	70-74	5	86
Newcastle	70-74	6	26
Newcastle	75-79		212
Newcastle	75-79	0	249
Newcastle	75-79	1	233
Newcastle	75-79	2	938
Newcastle	75-79	3	649
Newcastle	75-79	4	261
Newcastle	75-79	5	79
Newcastle	75-79	6	44
Newcastle	80-84		240
Newcastle	80-84	0	168
Newcastle	80-84	1	120
Newcastle	80-84	2	551
Newcastle	80-84	3	484
Newcastle	80-84	4	240
Newcastle	80-84	5	94
Newcastle	80-84	6	65
Newcastle	85+		534
Newcastle	85+	0	179
Newcastle	85+	1	223
Newcastle	85+	2	657
Newcastle	85+	3	550
Newcastle	85+	4	316
Newcastle	85+	5	176
Newcastle	85+	6	112
North Sydney	15-19		234
North Sydney	15-19	0	3571
North Sydney	20-24		224
North Sydney	20-24	0	3867
North Sydney	20-24	1	22
North Sydney	20-24	2	3
North Sydney	25-29		343
North Sydney	25-29	0	5675
North Sydney	25-29	1	239
North Sydney	25-29	2	52
North Sydney	25-29	3	6
North Sydney	25-29	4	5
North Sydney	25-29	6	3
North Sydney	30-34		399
North Sydney	30-34	0	5159
North Sydney	30-34	1	1429
North Sydney	30-34	2	608
North Sydney	30-34	3	90
North Sydney	30-34	4	3
North Sydney	35-39		335
North Sydney	35-39	0	3044
North Sydney	35-39	1	1901
North Sydney	35-39	2	2100
North Sydney	35-39	3	433
North Sydney	35-39	4	41
North Sydney	35-39	6	8
North Sydney	40-44		274
North Sydney	40-44	0	1986
North Sydney	40-44	1	1470
North Sydney	40-44	2	2493
North Sydney	40-44	3	667
North Sydney	40-44	4	110
North Sydney	40-44	5	17
North Sydney	40-44	6	10
North Sydney	45-49		215
North Sydney	45-49	0	1585
North Sydney	45-49	1	1103
North Sydney	45-49	2	2300
North Sydney	45-49	3	865
North Sydney	45-49	4	163
North Sydney	45-49	5	19
North Sydney	45-49	6	5
North Sydney	50-54		201
North Sydney	50-54	0	1443
North Sydney	50-54	1	1016
North Sydney	50-54	2	1917
North Sydney	50-54	3	851
North Sydney	50-54	4	183
North Sydney	50-54	5	30
North Sydney	50-54	6	11
North Sydney	55-59		173
North Sydney	55-59	0	1134
North Sydney	55-59	1	907
North Sydney	55-59	2	1746
North Sydney	55-59	3	810
North Sydney	55-59	4	173
North Sydney	55-59	5	31
North Sydney	55-59	6	12
North Sydney	60-64		175
North Sydney	60-64	0	961
North Sydney	60-64	1	856
North Sydney	60-64	2	1517
North Sydney	60-64	3	711
North Sydney	60-64	4	177
North Sydney	60-64	5	36
North Sydney	60-64	6	14
North Sydney	65-69		176
North Sydney	65-69	0	828
North Sydney	65-69	1	791
North Sydney	65-69	2	1353
North Sydney	65-69	3	671
North Sydney	65-69	4	220
North Sydney	65-69	5	49
North Sydney	65-69	6	18
North Sydney	70-74		182
North Sydney	70-74	0	673
North Sydney	70-74	1	589
North Sydney	70-74	2	1407
North Sydney	70-74	3	702
North Sydney	70-74	4	206
North Sydney	70-74	5	47
North Sydney	70-74	6	27
North Sydney	75-79		183
North Sydney	75-79	0	436
North Sydney	75-79	1	303
North Sydney	75-79	2	1019
North Sydney	75-79	3	542
North Sydney	75-79	4	201
North Sydney	75-79	5	49
North Sydney	75-79	6	24
North Sydney	80-84		181
North Sydney	80-84	0	296
North Sydney	80-84	1	167
North Sydney	80-84	2	561
North Sydney	80-84	3	416
North Sydney	80-84	4	185
North Sydney	80-84	5	60
North Sydney	80-84	6	31
North Sydney	85+		478
North Sydney	85+	0	339
North Sydney	85+	1	196
North Sydney	85+	2	586
North Sydney	85+	3	491
North Sydney	85+	4	286
North Sydney	85+	5	132
North Sydney	85+	6	89
Page	15-19		561
Page	15-19	0	3816
Page	15-19	1	39
Page	15-19	2	5
Page	20-24		411
Page	20-24	0	2756
Page	20-24	1	361
Page	20-24	2	160
Page	20-24	3	34
Page	20-24	4	4
Page	25-29		424
Page	25-29	0	2036
Page	25-29	1	726
Page	25-29	2	597
Page	25-29	3	248
Page	25-29	4	64
Page	25-29	5	10
Page	25-29	6	6
Page	30-34		408
Page	30-34	0	1265
Page	30-34	1	792
Page	30-34	2	1194
Page	30-34	3	561
Page	30-34	4	205
Page	30-34	5	65
Page	30-34	6	31
Page	35-39		405
Page	35-39	0	778
Page	35-39	1	625
Page	35-39	2	1430
Page	35-39	3	882
Page	35-39	4	339
Page	35-39	5	94
Page	35-39	6	74
Page	40-44		405
Page	40-44	0	683
Page	40-44	1	563
Page	40-44	2	1622
Page	40-44	3	1001
Page	40-44	4	366
Page	40-44	5	121
Page	40-44	6	71
Page	45-49		399
Page	45-49	0	756
Page	45-49	1	652
Page	45-49	2	1783
Page	45-49	3	1025
Page	45-49	4	463
Page	45-49	5	140
Page	45-49	6	111
Page	50-54		384
Page	50-54	0	807
Page	50-54	1	676
Page	50-54	2	1846
Page	50-54	3	1153
Page	50-54	4	534
Page	50-54	5	156
Page	50-54	6	114
Page	55-59		429
Page	55-59	0	868
Page	55-59	1	692
Page	55-59	2	1981
Page	55-59	3	1355
Page	55-59	4	607
Page	55-59	5	161
Page	55-59	6	95
Page	60-64		407
Page	60-64	0	867
Page	60-64	1	653
Page	60-64	2	2259
Page	60-64	3	1543
Page	60-64	4	697
Page	60-64	5	200
Page	60-64	6	98
Page	65-69		460
Page	65-69	0	749
Page	65-69	1	589
Page	65-69	2	2106
Page	65-69	3	1630
Page	65-69	4	664
Page	65-69	5	161
Page	65-69	6	85
Page	70-74		371
Page	70-74	0	526
Page	70-74	1	443
Page	70-74	2	1837
Page	70-74	3	1409
Page	70-74	4	596
Page	70-74	5	189
Page	70-74	6	79
Page	75-79		324
Page	75-79	0	323
Page	75-79	1	253
Page	75-79	2	1180
Page	75-79	3	949
Page	75-79	4	486
Page	75-79	5	162
Page	75-79	6	95
Page	80-84		290
Page	80-84	0	210
Page	80-84	1	147
Page	80-84	2	602
Page	80-84	3	611
Page	80-84	4	462
Page	80-84	5	207
Page	80-84	6	139
Page	85+		413
Page	85+	0	201
Page	85+	1	164
Page	85+	2	577
Page	85+	3	598
Page	85+	4	508
Page	85+	5	230
Page	85+	6	236
Parkes	15-19		679
Parkes	15-19	0	3438
Parkes	15-19	1	60
Parkes	15-19	2	9
Parkes	15-19	3	4
Parkes	20-24		577
Parkes	20-24	0	2681
Parkes	20-24	1	480
Parkes	20-24	2	185
Parkes	20-24	3	53
Parkes	20-24	4	15
Parkes	20-24	6	3
Parkes	25-29		639
Parkes	25-29	0	2493
Parkes	25-29	1	864
Parkes	25-29	2	807
Parkes	25-29	3	353
Parkes	25-29	4	95
Parkes	25-29	5	27
Parkes	25-29	6	10
Parkes	30-34		636
Parkes	30-34	0	1341
Parkes	30-34	1	942
Parkes	30-34	2	1267
Parkes	30-34	3	709
Parkes	30-34	4	249
Parkes	30-34	5	71
Parkes	30-34	6	46
Parkes	35-39		616
Parkes	35-39	0	666
Parkes	35-39	1	577
Parkes	35-39	2	1363
Parkes	35-39	3	928
Parkes	35-39	4	394
Parkes	35-39	5	111
Parkes	35-39	6	76
Parkes	40-44		545
Parkes	40-44	0	493
Parkes	40-44	1	417
Parkes	40-44	2	1182
Parkes	40-44	3	929
Parkes	40-44	4	443
Parkes	40-44	5	132
Parkes	40-44	6	107
Parkes	45-49		524
Parkes	45-49	0	459
Parkes	45-49	1	398
Parkes	45-49	2	1257
Parkes	45-49	3	991
Parkes	45-49	4	491
Parkes	45-49	5	160
Parkes	45-49	6	126
Parkes	50-54		583
Parkes	50-54	0	502
Parkes	50-54	1	427
Parkes	50-54	2	1428
Parkes	50-54	3	1083
Parkes	50-54	4	491
Parkes	50-54	5	170
Parkes	50-54	6	146
Parkes	55-59		602
Parkes	55-59	0	524
Parkes	55-59	1	430
Parkes	55-59	2	1586
Parkes	55-59	3	1196
Parkes	55-59	4	516
Parkes	55-59	5	143
Parkes	55-59	6	109
Parkes	60-64		560
Parkes	60-64	0	473
Parkes	60-64	1	395
Parkes	60-64	2	1618
Parkes	60-64	3	1227
Parkes	60-64	4	612
Parkes	60-64	5	184
Parkes	60-64	6	105
Parkes	65-69		504
Parkes	65-69	0	344
Parkes	65-69	1	281
Parkes	65-69	2	1261
Parkes	65-69	3	1091
Parkes	65-69	4	542
Parkes	65-69	5	173
Parkes	65-69	6	96
Parkes	70-74		481
Parkes	70-74	0	274
Parkes	70-74	1	222
Parkes	70-74	2	1169
Parkes	70-74	3	943
Parkes	70-74	4	480
Parkes	70-74	5	160
Parkes	70-74	6	96
Parkes	75-79		435
Parkes	75-79	0	194
Parkes	75-79	1	153
Parkes	75-79	2	768
Parkes	75-79	3	734
Parkes	75-79	4	447
Parkes	75-79	5	155
Parkes	75-79	6	117
Parkes	80-84		389
Parkes	80-84	0	126
Parkes	80-84	1	76
Parkes	80-84	2	406
Parkes	80-84	3	554
Parkes	80-84	4	396
Parkes	80-84	5	179
Parkes	80-84	6	154
Parkes	85+		490
Parkes	85+	0	113
Parkes	85+	1	98
Parkes	85+	2	373
Parkes	85+	3	447
Parkes	85+	4	388
Parkes	85+	5	198
Parkes	85+	6	216
Parramatta	15-19		474
Parramatta	15-19	0	3874
Parramatta	15-19	1	12
Parramatta	20-24		716
Parramatta	20-24	0	5776
Parramatta	20-24	1	225
Parramatta	20-24	2	65
Parramatta	20-24	3	10
Parramatta	25-29		889
Parramatta	25-29	0	6656
Parramatta	25-29	1	1270
Parramatta	25-29	2	464
Parramatta	25-29	3	122
Parramatta	25-29	4	35
Parramatta	25-29	5	13
Parramatta	25-29	6	3
Parramatta	30-34		728
Parramatta	30-34	0	4252
Parramatta	30-34	1	3213
Parramatta	30-34	2	1858
Parramatta	30-34	3	451
Parramatta	30-34	4	141
Parramatta	30-34	5	29
Parramatta	30-34	6	13
Parramatta	35-39		689
Parramatta	35-39	0	2150
Parramatta	35-39	1	2711
Parramatta	35-39	2	3280
Parramatta	35-39	3	782
Parramatta	35-39	4	291
Parramatta	35-39	5	70
Parramatta	35-39	6	42
Parramatta	40-44		467
Parramatta	40-44	0	1280
Parramatta	40-44	1	1407
Parramatta	40-44	2	2327
Parramatta	40-44	3	786
Parramatta	40-44	4	311
Parramatta	40-44	5	111
Parramatta	40-44	6	66
Parramatta	45-49		353
Parramatta	45-49	0	1114
Parramatta	45-49	1	1048
Parramatta	45-49	2	1953
Parramatta	45-49	3	802
Parramatta	45-49	4	297
Parramatta	45-49	5	130
Parramatta	45-49	6	63
Parramatta	50-54		313
Parramatta	50-54	0	920
Parramatta	50-54	1	983
Parramatta	50-54	2	1724
Parramatta	50-54	3	744
Parramatta	50-54	4	301
Parramatta	50-54	5	120
Parramatta	50-54	6	86
Parramatta	55-59		278
Parramatta	55-59	0	789
Parramatta	55-59	1	997
Parramatta	55-59	2	1691
Parramatta	55-59	3	783
Parramatta	55-59	4	285
Parramatta	55-59	5	82
Parramatta	55-59	6	101
Parramatta	60-64		295
Parramatta	60-64	0	622
Parramatta	60-64	1	1003
Parramatta	60-64	2	1418
Parramatta	60-64	3	737
Parramatta	60-64	4	304
Parramatta	60-64	5	121
Parramatta	60-64	6	78
Parramatta	65-69		258
Parramatta	65-69	0	482
Parramatta	65-69	1	753
Parramatta	65-69	2	1195
Parramatta	65-69	3	656
Parramatta	65-69	4	306
Parramatta	65-69	5	113
Parramatta	65-69	6	96
Parramatta	70-74		186
Parramatta	70-74	0	337
Parramatta	70-74	1	456
Parramatta	70-74	2	953
Parramatta	70-74	3	562
Parramatta	70-74	4	277
Parramatta	70-74	5	102
Parramatta	70-74	6	97
Parramatta	75-79		180
Parramatta	75-79	0	177
Parramatta	75-79	1	220
Parramatta	75-79	2	727
Parramatta	75-79	3	453
Parramatta	75-79	4	241
Parramatta	75-79	5	94
Parramatta	75-79	6	89
Parramatta	80-84		146
Parramatta	80-84	0	104
Parramatta	80-84	1	131
Parramatta	80-84	2	493
Parramatta	80-84	3	355
Parramatta	80-84	4	184
Parramatta	80-84	5	111
Parramatta	80-84	6	107
Parramatta	85+		243
Parramatta	85+	0	97
Parramatta	85+	1	128
Parramatta	85+	2	362
Parramatta	85+	3	325
Parramatta	85+	4	206
Parramatta	85+	5	104
Parramatta	85+	6	121
Paterson	15-19		375
Paterson	15-19	0	4466
Paterson	15-19	1	48
Paterson	15-19	2	8
Paterson	15-19	6	5
Paterson	20-24		327
Paterson	20-24	0	3866
Paterson	20-24	1	472
Paterson	20-24	2	191
Paterson	20-24	3	38
Paterson	20-24	4	9
Paterson	20-24	6	4
Paterson	25-29		288
Paterson	25-29	0	3003
Paterson	25-29	1	1134
Paterson	25-29	2	850
Paterson	25-29	3	277
Paterson	25-29	4	91
Paterson	25-29	5	17
Paterson	25-29	6	10
Paterson	30-34		263
Paterson	30-34	0	1609
Paterson	30-34	1	1259
Paterson	30-34	2	1737
Paterson	30-34	3	750
Paterson	30-34	4	198
Paterson	30-34	5	65
Paterson	30-34	6	40
Paterson	35-39		243
Paterson	35-39	0	931
Paterson	35-39	1	881
Paterson	35-39	2	2061
Paterson	35-39	3	1025
Paterson	35-39	4	359
Paterson	35-39	5	88
Paterson	35-39	6	64
Paterson	40-44		230
Paterson	40-44	0	644
Paterson	40-44	1	630
Paterson	40-44	2	1873
Paterson	40-44	3	1110
Paterson	40-44	4	431
Paterson	40-44	5	139
Paterson	40-44	6	77
Paterson	45-49		233
Paterson	45-49	0	640
Paterson	45-49	1	693
Paterson	45-49	2	1952
Paterson	45-49	3	1170
Paterson	45-49	4	468
Paterson	45-49	5	161
Paterson	45-49	6	120
Paterson	50-54		218
Paterson	50-54	0	623
Paterson	50-54	1	652
Paterson	50-54	2	1988
Paterson	50-54	3	1252
Paterson	50-54	4	426
Paterson	50-54	5	141
Paterson	50-54	6	101
Paterson	55-59		220
Paterson	55-59	0	579
Paterson	55-59	1	549
Paterson	55-59	2	2140
Paterson	55-59	3	1251
Paterson	55-59	4	478
Paterson	55-59	5	131
Paterson	55-59	6	93
Paterson	60-64		247
Paterson	60-64	0	533
Paterson	60-64	1	566
Paterson	60-64	2	2256
Paterson	60-64	3	1450
Paterson	60-64	4	496
Paterson	60-64	5	134
Paterson	60-64	6	73
Paterson	65-69		275
Paterson	65-69	0	480
Paterson	65-69	1	432
Paterson	65-69	2	2064
Paterson	65-69	3	1464
Paterson	65-69	4	515
Paterson	65-69	5	129
Paterson	65-69	6	59
Paterson	70-74		334
Paterson	70-74	0	407
Paterson	70-74	1	378
Paterson	70-74	2	1888
Paterson	70-74	3	1320
Paterson	70-74	4	522
Paterson	70-74	5	146
Paterson	70-74	6	81
Paterson	75-79		329
Paterson	75-79	0	273
Paterson	75-79	1	259
Paterson	75-79	2	1267
Paterson	75-79	3	956
Paterson	75-79	4	436
Paterson	75-79	5	123
Paterson	75-79	6	84
Paterson	80-84		236
Paterson	80-84	0	164
Paterson	80-84	1	137
Paterson	80-84	2	653
Paterson	80-84	3	543
Paterson	80-84	4	310
Paterson	80-84	5	141
Paterson	80-84	6	94
Paterson	85+		362
Paterson	85+	0	141
Paterson	85+	1	146
Paterson	85+	2	483
Paterson	85+	3	498
Paterson	85+	4	342
Paterson	85+	5	146
Paterson	85+	6	134
Reid	15-19		291
Reid	15-19	0	3912
Reid	15-19	1	6
Reid	15-19	2	3
Reid	20-24		708
Reid	20-24	0	7240
Reid	20-24	1	86
Reid	20-24	2	16
Reid	20-24	3	3
Reid	20-24	6	5
Reid	25-29		864
Reid	25-29	0	8967
Reid	25-29	1	765
Reid	25-29	2	237
Reid	25-29	3	36
Reid	25-29	4	9
Reid	30-34		755
Reid	30-34	0	6640
Reid	30-34	1	2368
Reid	30-34	2	1147
Reid	30-34	3	212
Reid	30-34	4	52
Reid	30-34	6	3
Reid	35-39		480
Reid	35-39	0	3112
Reid	35-39	1	2205
Reid	35-39	2	2240
Reid	35-39	3	509
Reid	35-39	4	123
Reid	35-39	5	29
Reid	35-39	6	9
Reid	40-44		364
Reid	40-44	0	1689
Reid	40-44	1	1440
Reid	40-44	2	2185
Reid	40-44	3	714
Reid	40-44	4	149
Reid	40-44	5	37
Reid	40-44	6	15
Reid	45-49		286
Reid	45-49	0	1397
Reid	45-49	1	1269
Reid	45-49	2	2219
Reid	45-49	3	789
Reid	45-49	4	175
Reid	45-49	5	36
Reid	45-49	6	19
Reid	50-54		221
Reid	50-54	0	1175
Reid	50-54	1	1194
Reid	50-54	2	2196
Reid	50-54	3	787
Reid	50-54	4	203
Reid	50-54	5	52
Reid	50-54	6	29
Reid	55-59		223
Reid	55-59	0	987
Reid	55-59	1	1275
Reid	55-59	2	2164
Reid	55-59	3	831
Reid	55-59	4	201
Reid	55-59	5	57
Reid	55-59	6	31
Reid	60-64		192
Reid	60-64	0	812
Reid	60-64	1	1209
Reid	60-64	2	1817
Reid	60-64	3	726
Reid	60-64	4	222
Reid	60-64	5	51
Reid	60-64	6	39
Reid	65-69		208
Reid	65-69	0	661
Reid	65-69	1	1002
Reid	65-69	2	1479
Reid	65-69	3	708
Reid	65-69	4	226
Reid	65-69	5	73
Reid	65-69	6	34
Reid	70-74		171
Reid	70-74	0	420
Reid	70-74	1	516
Reid	70-74	2	1360
Reid	70-74	3	730
Reid	70-74	4	247
Reid	70-74	5	53
Reid	70-74	6	34
Reid	75-79		184
Reid	75-79	0	289
Reid	75-79	1	254
Reid	75-79	2	913
Reid	75-79	3	579
Reid	75-79	4	208
Reid	75-79	5	78
Reid	75-79	6	49
Reid	80-84		168
Reid	80-84	0	168
Reid	80-84	1	174
Reid	80-84	2	661
Reid	80-84	3	446
Reid	80-84	4	208
Reid	80-84	5	79
Reid	80-84	6	71
Reid	85+		460
Reid	85+	0	225
Reid	85+	1	193
Reid	85+	2	588
Reid	85+	3	464
Reid	85+	4	247
Reid	85+	5	127
Reid	85+	6	131
Richmond	15-19		439
Richmond	15-19	0	3705
Richmond	15-19	1	19
Richmond	15-19	2	4
Richmond	20-24		389
Richmond	20-24	0	2852
Richmond	20-24	1	160
Richmond	20-24	2	52
Richmond	20-24	3	19
Richmond	20-24	6	4
Richmond	25-29		426
Richmond	25-29	0	2688
Richmond	25-29	1	489
Richmond	25-29	2	307
Richmond	25-29	3	94
Richmond	25-29	4	16
Richmond	30-34		438
Richmond	30-34	0	2124
Richmond	30-34	1	939
Richmond	30-34	2	1006
Richmond	30-34	3	359
Richmond	30-34	4	83
Richmond	30-34	5	19
Richmond	30-34	6	11
Richmond	35-39		466
Richmond	35-39	0	1281
Richmond	35-39	1	876
Richmond	35-39	2	1732
Richmond	35-39	3	746
Richmond	35-39	4	197
Richmond	35-39	5	52
Richmond	35-39	6	25
Richmond	40-44		400
Richmond	40-44	0	910
Richmond	40-44	1	851
Richmond	40-44	2	1929
Richmond	40-44	3	857
Richmond	40-44	4	243
Richmond	40-44	5	81
Richmond	40-44	6	31
Richmond	45-49		468
Richmond	45-49	0	924
Richmond	45-49	1	864
Richmond	45-49	2	2034
Richmond	45-49	3	997
Richmond	45-49	4	337
Richmond	45-49	5	91
Richmond	45-49	6	46
Richmond	50-54		393
Richmond	50-54	0	949
Richmond	50-54	1	793
Richmond	50-54	2	1927
Richmond	50-54	3	1047
Richmond	50-54	4	360
Richmond	50-54	5	83
Richmond	50-54	6	41
Richmond	55-59		438
Richmond	55-59	0	1030
Richmond	55-59	1	808
Richmond	55-59	2	2037
Richmond	55-59	3	1198
Richmond	55-59	4	408
Richmond	55-59	5	89
Richmond	55-59	6	62
Richmond	60-64		440
Richmond	60-64	0	1040
Richmond	60-64	1	792
Richmond	60-64	2	2204
Richmond	60-64	3	1447
Richmond	60-64	4	546
Richmond	60-64	5	153
Richmond	60-64	6	62
Richmond	65-69		437
Richmond	65-69	0	889
Richmond	65-69	1	697
Richmond	65-69	2	2226
Richmond	65-69	3	1406
Richmond	65-69	4	529
Richmond	65-69	5	135
Richmond	65-69	6	75
Richmond	70-74		389
Richmond	70-74	0	620
Richmond	70-74	1	571
Richmond	70-74	2	1955
Richmond	70-74	3	1229
Richmond	70-74	4	520
Richmond	70-74	5	117
Richmond	70-74	6	56
Richmond	75-79		365
Richmond	75-79	0	353
Richmond	75-79	1	328
Richmond	75-79	2	1339
Richmond	75-79	3	977
Richmond	75-79	4	425
Richmond	75-79	5	105
