CED_NAME16	Age	HoursHousekeeping	Sex	adults
Werriwa	85+	30+	F	44
Werriwa	85+	30+	M	29
Whitlam	15-19		F	249
Whitlam	15-19		M	272
Whitlam	15-19	0	F	1823
Whitlam	15-19	0	M	2246
Whitlam	15-19	<5	F	2210
Whitlam	15-19	<5	M	2254
Whitlam	15-19	5-14	F	666
Whitlam	15-19	5-14	M	397
Whitlam	15-19	15-29	F	66
Whitlam	15-19	15-29	M	34
Whitlam	15-19	30+	F	25
Whitlam	15-19	30+	M	21
Whitlam	20-24		F	215
Whitlam	20-24		M	239
Whitlam	20-24	0	F	1339
Whitlam	20-24	0	M	2062
Whitlam	20-24	<5	F	1445
Whitlam	20-24	<5	M	1610
Whitlam	20-24	5-14	F	1098
Whitlam	20-24	5-14	M	684
Whitlam	20-24	15-29	F	293
Whitlam	20-24	15-29	M	107
Whitlam	20-24	30+	F	177
Whitlam	20-24	30+	M	34
Whitlam	25-34		F	514
Whitlam	25-34		M	476
Whitlam	25-34	0	F	1733
Whitlam	25-34	0	M	2714
Whitlam	25-34	<5	F	1313
Whitlam	25-34	<5	M	2590
Whitlam	25-34	5-14	F	3095
Whitlam	25-34	5-14	M	2724
Whitlam	25-34	15-29	F	1644
Whitlam	25-34	15-29	M	693
Whitlam	25-34	30+	F	1781
Whitlam	25-34	30+	M	343
Whitlam	35-44		F	456
Whitlam	35-44		M	490
Whitlam	35-44	0	F	1304
Whitlam	35-44	0	M	2042
Whitlam	35-44	<5	F	826
Whitlam	35-44	<5	M	2232
Whitlam	35-44	5-14	F	3166
Whitlam	35-44	5-14	M	3403
Whitlam	35-44	15-29	F	2251
Whitlam	35-44	15-29	M	1063
Whitlam	35-44	30+	F	2286
Whitlam	35-44	30+	M	470
Whitlam	45-54		F	463
Whitlam	45-54		M	496
Whitlam	45-54	0	F	1576
Whitlam	45-54	0	M	2286
Whitlam	45-54	<5	F	1032
Whitlam	45-54	<5	M	2399
Whitlam	45-54	5-14	F	3640
Whitlam	45-54	5-14	M	3503
Whitlam	45-54	15-29	F	2461
Whitlam	45-54	15-29	M	1035
Whitlam	45-54	30+	F	1754
Whitlam	45-54	30+	M	465
Whitlam	55-64		F	437
Whitlam	55-64		M	418
Whitlam	55-64	0	F	2047
Whitlam	55-64	0	M	2627
Whitlam	55-64	<5	F	1032
Whitlam	55-64	<5	M	2249
Whitlam	55-64	5-14	F	3334
Whitlam	55-64	5-14	M	3183
Whitlam	55-64	15-29	F	2392
Whitlam	55-64	15-29	M	1119
Whitlam	55-64	30+	F	1862
Whitlam	55-64	30+	M	554
Whitlam	65-74		F	485
Whitlam	65-74		M	437
Whitlam	65-74	0	F	2583
Whitlam	65-74	0	M	2572
Whitlam	65-74	<5	F	693
Whitlam	65-74	<5	M	1378
Whitlam	65-74	5-14	F	2336
Whitlam	65-74	5-14	M	2516
Whitlam	65-74	15-29	F	2098
Whitlam	65-74	15-29	M	1275
Whitlam	65-74	30+	F	1944
Whitlam	65-74	30+	M	755
Whitlam	75-84		F	511
Whitlam	75-84		M	443
Whitlam	75-84	0	F	2188
Whitlam	75-84	0	M	1893
Whitlam	75-84	<5	F	556
Whitlam	75-84	<5	M	785
Whitlam	75-84	5-14	F	1230
Whitlam	75-84	5-14	M	1274
Whitlam	75-84	15-29	F	1085
Whitlam	75-84	15-29	M	699
Whitlam	75-84	30+	F	990
Whitlam	75-84	30+	M	493
Whitlam	85+		F	441
Whitlam	85+		M	354
Whitlam	85+	0	F	1239
Whitlam	85+	0	M	770
Whitlam	85+	<5	F	261
Whitlam	85+	<5	M	218
Whitlam	85+	5-14	F	342
Whitlam	85+	5-14	M	294
Whitlam	85+	15-29	F	203
Whitlam	85+	15-29	M	151
Whitlam	85+	30+	F	132
Whitlam	85+	30+	M	81
No usual address (NSW)	15-19		F	91
No usual address (NSW)	15-19		M	90
No usual address (NSW)	15-19	0	F	88
No usual address (NSW)	15-19	0	M	80
No usual address (NSW)	15-19	<5	F	72
No usual address (NSW)	15-19	<5	M	50
No usual address (NSW)	15-19	5-14	F	22
No usual address (NSW)	15-19	5-14	M	20
No usual address (NSW)	15-19	15-29	F	8
No usual address (NSW)	15-19	15-29	M	3
No usual address (NSW)	15-19	30+	F	4
No usual address (NSW)	15-19	30+	M	3
No usual address (NSW)	20-24		F	137
No usual address (NSW)	20-24		M	140
No usual address (NSW)	20-24	0	F	94
No usual address (NSW)	20-24	0	M	140
No usual address (NSW)	20-24	<5	F	84
No usual address (NSW)	20-24	<5	M	86
No usual address (NSW)	20-24	5-14	F	72
No usual address (NSW)	20-24	5-14	M	34
No usual address (NSW)	20-24	15-29	F	20
No usual address (NSW)	20-24	15-29	M	8
No usual address (NSW)	20-24	30+	F	16
No usual address (NSW)	20-24	30+	M	4
No usual address (NSW)	25-34		F	341
No usual address (NSW)	25-34		M	417
No usual address (NSW)	25-34	0	F	220
No usual address (NSW)	25-34	0	M	347
No usual address (NSW)	25-34	<5	F	161
No usual address (NSW)	25-34	<5	M	198
No usual address (NSW)	25-34	5-14	F	178
No usual address (NSW)	25-34	5-14	M	139
No usual address (NSW)	25-34	15-29	F	70
No usual address (NSW)	25-34	15-29	M	45
No usual address (NSW)	25-34	30+	F	59
No usual address (NSW)	25-34	30+	M	15
No usual address (NSW)	35-44		F	291
No usual address (NSW)	35-44		M	491
No usual address (NSW)	35-44	0	F	117
No usual address (NSW)	35-44	0	M	286
No usual address (NSW)	35-44	<5	F	102
No usual address (NSW)	35-44	<5	M	144
No usual address (NSW)	35-44	5-14	F	120
No usual address (NSW)	35-44	5-14	M	138
No usual address (NSW)	35-44	15-29	F	68
No usual address (NSW)	35-44	15-29	M	25
No usual address (NSW)	35-44	30+	F	56
No usual address (NSW)	35-44	30+	M	26
No usual address (NSW)	45-54		F	210
No usual address (NSW)	45-54		M	438
No usual address (NSW)	45-54	0	F	112
No usual address (NSW)	45-54	0	M	279
No usual address (NSW)	45-54	<5	F	106
No usual address (NSW)	45-54	<5	M	127
No usual address (NSW)	45-54	5-14	F	132
No usual address (NSW)	45-54	5-14	M	102
No usual address (NSW)	45-54	15-29	F	71
No usual address (NSW)	45-54	15-29	M	41
No usual address (NSW)	45-54	30+	F	37
No usual address (NSW)	45-54	30+	M	24
No usual address (NSW)	55-64		F	145
No usual address (NSW)	55-64		M	323
No usual address (NSW)	55-64	0	F	142
No usual address (NSW)	55-64	0	M	268
No usual address (NSW)	55-64	<5	F	118
No usual address (NSW)	55-64	<5	M	143
No usual address (NSW)	55-64	5-14	F	159
No usual address (NSW)	55-64	5-14	M	157
No usual address (NSW)	55-64	15-29	F	89
No usual address (NSW)	55-64	15-29	M	33
No usual address (NSW)	55-64	30+	F	46
No usual address (NSW)	55-64	30+	M	22
No usual address (NSW)	65-74		F	59
No usual address (NSW)	65-74		M	133
No usual address (NSW)	65-74	0	F	122
No usual address (NSW)	65-74	0	M	236
No usual address (NSW)	65-74	<5	F	56
No usual address (NSW)	65-74	<5	M	87
No usual address (NSW)	65-74	5-14	F	77
No usual address (NSW)	65-74	5-14	M	117
No usual address (NSW)	65-74	15-29	F	62
No usual address (NSW)	65-74	15-29	M	47
No usual address (NSW)	65-74	30+	F	28
No usual address (NSW)	65-74	30+	M	29
No usual address (NSW)	75-84		F	22
No usual address (NSW)	75-84		M	36
No usual address (NSW)	75-84	0	F	40
No usual address (NSW)	75-84	0	M	69
No usual address (NSW)	75-84	<5	F	16
No usual address (NSW)	75-84	<5	M	17
No usual address (NSW)	75-84	5-14	F	17
No usual address (NSW)	75-84	5-14	M	23
No usual address (NSW)	75-84	15-29	F	6
No usual address (NSW)	75-84	15-29	M	11
No usual address (NSW)	75-84	30+	F	15
No usual address (NSW)	75-84	30+	M	13
No usual address (NSW)	85+		F	12
No usual address (NSW)	85+		M	4
No usual address (NSW)	85+	0	F	14
No usual address (NSW)	85+	0	M	8
No usual address (NSW)	85+	<5	F	6
No usual address (NSW)	85+	<5	M	5
No usual address (NSW)	85+	30+	F	5
Aston	15-19		F	162
Aston	15-19		M	161
Aston	15-19	0	F	1670
Aston	15-19	0	M	2088
Aston	15-19	<5	F	2142
Aston	15-19	<5	M	2256
Aston	15-19	5-14	F	458
Aston	15-19	5-14	M	294
Aston	15-19	15-29	F	29
Aston	15-19	15-29	M	34
Aston	15-19	30+	F	6
Aston	15-19	30+	M	10
Aston	20-24		F	185
Aston	20-24		M	187
Aston	20-24	0	F	1336
Aston	20-24	0	M	2070
Aston	20-24	<5	F	1828
Aston	20-24	<5	M	1987
Aston	20-24	5-14	F	1083
Aston	20-24	5-14	M	669
Aston	20-24	15-29	F	136
Aston	20-24	15-29	M	90
Aston	20-24	30+	F	64
Aston	20-24	30+	M	43
Aston	25-34		F	394
Aston	25-34		M	464
Aston	25-34	0	F	2074
Aston	25-34	0	M	3148
Aston	25-34	<5	F	2142
Aston	25-34	<5	M	3050
Aston	25-34	5-14	F	3222
Aston	25-34	5-14	M	2660
Aston	25-34	15-29	F	1234
Aston	25-34	15-29	M	508
Aston	25-34	30+	F	1134
Aston	25-34	30+	M	206
Aston	35-44		F	391
Aston	35-44		M	413
Aston	35-44	0	F	1772
Aston	35-44	0	M	2504
Aston	35-44	<5	F	1139
Aston	35-44	<5	M	2604
Aston	35-44	5-14	F	3441
Aston	35-44	5-14	M	3908
Aston	35-44	15-29	F	2409
Aston	35-44	15-29	M	1034
Aston	35-44	30+	F	2245
Aston	35-44	30+	M	421
Aston	45-54		F	293
Aston	45-54		M	359
Aston	45-54	0	F	1646
Aston	45-54	0	M	2227
Aston	45-54	<5	F	1125
Aston	45-54	<5	M	2765
Aston	45-54	5-14	F	4016
Aston	45-54	5-14	M	3744
Aston	45-54	15-29	F	2442
Aston	45-54	15-29	M	899
Aston	45-54	30+	F	1684
Aston	45-54	30+	M	365
Aston	55-64		F	311
Aston	55-64		M	295
Aston	55-64	0	F	1936
Aston	55-64	0	M	2341
Aston	55-64	<5	F	1073
Aston	55-64	<5	M	2461
Aston	55-64	5-14	F	3438
Aston	55-64	5-14	M	3482
Aston	55-64	15-29	F	2337
Aston	55-64	15-29	M	901
Aston	55-64	30+	F	1589
Aston	55-64	30+	M	359
Aston	65-74		F	300
Aston	65-74		M	254
Aston	65-74	0	F	2201
Aston	65-74	0	M	2209
Aston	65-74	<5	F	633
Aston	65-74	<5	M	1437
Aston	65-74	5-14	F	2062
Aston	65-74	5-14	M	2263
Aston	65-74	15-29	F	1841
Aston	65-74	15-29	M	909
Aston	65-74	30+	F	1451
Aston	65-74	30+	M	443
Aston	75-84		F	332
Aston	75-84		M	241
Aston	75-84	0	F	1800
Aston	75-84	0	M	1492
Aston	75-84	<5	F	449
Aston	75-84	<5	M	650
Aston	75-84	5-14	F	881
Aston	75-84	5-14	M	927
Aston	75-84	15-29	F	751
Aston	75-84	15-29	M	478
Aston	75-84	30+	F	639
Aston	75-84	30+	M	265
Aston	85+		F	286
Aston	85+		M	143
Aston	85+	0	F	1203
Aston	85+	0	M	664
Aston	85+	<5	F	232
Aston	85+	<5	M	189
Aston	85+	5-14	F	265
Aston	85+	5-14	M	206
Aston	85+	15-29	F	137
Aston	85+	15-29	M	91
Aston	85+	30+	F	81
Aston	85+	30+	M	50
Ballarat	15-19		F	296
Ballarat	15-19		M	285
Ballarat	15-19	0	F	1486
Ballarat	15-19	0	M	1922
Ballarat	15-19	<5	F	2115
Ballarat	15-19	<5	M	2043
Ballarat	15-19	5-14	F	480
Ballarat	15-19	5-14	M	368
Ballarat	15-19	15-29	F	43
Ballarat	15-19	15-29	M	31
Ballarat	15-19	30+	F	23
Ballarat	15-19	30+	M	17
Ballarat	20-24		F	271
Ballarat	20-24		M	275
Ballarat	20-24	0	F	1088
Ballarat	20-24	0	M	1642
Ballarat	20-24	<5	F	1392
Ballarat	20-24	<5	M	1538
Ballarat	20-24	5-14	F	1159
Ballarat	20-24	5-14	M	731
Ballarat	20-24	15-29	F	263
Ballarat	20-24	15-29	M	96
Ballarat	20-24	30+	F	139
Ballarat	20-24	30+	M	37
Ballarat	25-34		F	562
Ballarat	25-34		M	567
Ballarat	25-34	0	F	1410
Ballarat	25-34	0	M	2386
Ballarat	25-34	<5	F	1388
Ballarat	25-34	<5	M	2711
Ballarat	25-34	5-14	F	3268
Ballarat	25-34	5-14	M	2842
Ballarat	25-34	15-29	F	1386
Ballarat	25-34	15-29	M	564
Ballarat	25-34	30+	F	1521
Ballarat	25-34	30+	M	286
Ballarat	35-44		F	493
Ballarat	35-44		M	478
Ballarat	35-44	0	F	955
Ballarat	35-44	0	M	1510
Ballarat	35-44	<5	F	835
Ballarat	35-44	<5	M	2130
Ballarat	35-44	5-14	F	3193
Ballarat	35-44	5-14	M	3282
Ballarat	35-44	15-29	F	2128
Ballarat	35-44	15-29	M	990
Ballarat	35-44	30+	F	2134
Ballarat	35-44	30+	M	417
Ballarat	45-54		F	503
Ballarat	45-54		M	574
Ballarat	45-54	0	F	1152
Ballarat	45-54	0	M	1761
Ballarat	45-54	<5	F	1032
Ballarat	45-54	<5	M	2378
Ballarat	45-54	5-14	F	3709
Ballarat	45-54	5-14	M	3400
Ballarat	45-54	15-29	F	2345
Ballarat	45-54	15-29	M	967
Ballarat	45-54	30+	F	1418
Ballarat	45-54	30+	M	393
Ballarat	55-64		F	488
Ballarat	55-64		M	514
Ballarat	55-64	0	F	1623
Ballarat	55-64	0	M	2105
Ballarat	55-64	<5	F	1069
Ballarat	55-64	<5	M	2186
Ballarat	55-64	5-14	F	3351
Ballarat	55-64	5-14	M	3129
Ballarat	55-64	15-29	F	2247
Ballarat	55-64	15-29	M	962
Ballarat	55-64	30+	F	1404
Ballarat	55-64	30+	M	422
Ballarat	65-74		F	522
Ballarat	65-74		M	531
Ballarat	65-74	0	F	2032
Ballarat	65-74	0	M	2190
Ballarat	65-74	<5	F	639
Ballarat	65-74	<5	M	1416
Ballarat	65-74	5-14	F	2087
Ballarat	65-74	5-14	M	2412
Ballarat	65-74	15-29	F	1992
Ballarat	65-74	15-29	M	1133
Ballarat	65-74	30+	F	1780
Ballarat	65-74	30+	M	645
Ballarat	75-84		F	460
Ballarat	75-84		M	373
Ballarat	75-84	0	F	1536
Ballarat	75-84	0	M	1463
Ballarat	75-84	<5	F	393
Ballarat	75-84	<5	M	586
Ballarat	75-84	5-14	F	809
Ballarat	75-84	5-14	M	949
Ballarat	75-84	15-29	F	768
Ballarat	75-84	15-29	M	495
Ballarat	75-84	30+	F	816
Ballarat	75-84	30+	M	333
Ballarat	85+		F	378
Ballarat	85+		M	211
Ballarat	85+	0	F	1050
Ballarat	85+	0	M	612
Ballarat	85+	<5	F	217
Ballarat	85+	<5	M	153
Ballarat	85+	5-14	F	297
Ballarat	85+	5-14	M	168
Ballarat	85+	15-29	F	161
Ballarat	85+	15-29	M	92
Ballarat	85+	30+	F	127
Ballarat	85+	30+	M	64
Bendigo	15-19		F	286
Bendigo	15-19		M	313
Bendigo	15-19	0	F	1378
Bendigo	15-19	0	M	1640
Bendigo	15-19	<5	F	1986
Bendigo	15-19	<5	M	1946
Bendigo	15-19	5-14	F	499
Bendigo	15-19	5-14	M	361
Bendigo	15-19	15-29	F	42
Bendigo	15-19	15-29	M	24
Bendigo	15-19	30+	F	20
Bendigo	15-19	30+	M	10
Bendigo	20-24		F	229
Bendigo	20-24		M	289
Bendigo	20-24	0	F	1041
Bendigo	20-24	0	M	1512
Bendigo	20-24	<5	F	1268
Bendigo	20-24	<5	M	1548
Bendigo	20-24	5-14	F	1160
Bendigo	20-24	5-14	M	714
Bendigo	20-24	15-29	F	243
Bendigo	20-24	15-29	M	91
Bendigo	20-24	30+	F	157
Bendigo	20-24	30+	M	41
Bendigo	25-34		F	579
Bendigo	25-34		M	803
Bendigo	25-34	0	F	1407
Bendigo	25-34	0	M	2133
Bendigo	25-34	<5	F	1393
Bendigo	25-34	<5	M	2419
Bendigo	25-34	5-14	F	3076
Bendigo	25-34	5-14	M	2694
Bendigo	25-34	15-29	F	1466
Bendigo	25-34	15-29	M	628
Bendigo	25-34	30+	F	1508
Bendigo	25-34	30+	M	277
Bendigo	35-44		F	555
Bendigo	35-44		M	683
Bendigo	35-44	0	F	916
Bendigo	35-44	0	M	1378
Bendigo	35-44	<5	F	851
Bendigo	35-44	<5	M	2069
Bendigo	35-44	5-14	F	3111
Bendigo	35-44	5-14	M	3116
Bendigo	35-44	15-29	F	2108
Bendigo	35-44	15-29	M	1002
Bendigo	35-44	30+	F	1991
Bendigo	35-44	30+	M	474
Bendigo	45-54		F	560
Bendigo	45-54		M	693
Bendigo	45-54	0	F	1080
Bendigo	45-54	0	M	1636
Bendigo	45-54	<5	F	1024
Bendigo	45-54	<5	M	2194
Bendigo	45-54	5-14	F	3693
Bendigo	45-54	5-14	M	3316
Bendigo	45-54	15-29	F	2183
Bendigo	45-54	15-29	M	982
Bendigo	45-54	30+	F	1360
Bendigo	45-54	30+	M	415
Bendigo	55-64		F	585
Bendigo	55-64		M	651
Bendigo	55-64	0	F	1595
Bendigo	55-64	0	M	2030
Bendigo	55-64	<5	F	1199
Bendigo	55-64	<5	M	2230
Bendigo	55-64	5-14	F	3415
Bendigo	55-64	5-14	M	3122
Bendigo	55-64	15-29	F	2326
Bendigo	55-64	15-29	M	1012
Bendigo	55-64	30+	F	1495
Bendigo	55-64	30+	M	466
Bendigo	65-74		F	544
Bendigo	65-74		M	580
Bendigo	65-74	0	F	2074
Bendigo	65-74	0	M	2260
Bendigo	65-74	<5	F	699
Bendigo	65-74	<5	M	1521
Bendigo	65-74	5-14	F	2273
Bendigo	65-74	5-14	M	2522
Bendigo	65-74	15-29	F	2061
Bendigo	65-74	15-29	M	1282
Bendigo	65-74	30+	F	1825
Bendigo	65-74	30+	M	707
Bendigo	75-84		F	512
Bendigo	75-84		M	426
Bendigo	75-84	0	F	1661
Bendigo	75-84	0	M	1527
Bendigo	75-84	<5	F	422
Bendigo	75-84	<5	M	660
Bendigo	75-84	5-14	F	917
Bendigo	75-84	5-14	M	1095
Bendigo	75-84	15-29	F	851
Bendigo	75-84	15-29	M	622
Bendigo	75-84	30+	F	917
Bendigo	75-84	30+	M	431
Bendigo	85+		F	479
Bendigo	85+		M	246
Bendigo	85+	0	F	1130
Bendigo	85+	0	M	720
Bendigo	85+	<5	F	275
Bendigo	85+	<5	M	168
Bendigo	85+	5-14	F	250
Bendigo	85+	5-14	M	227
Bendigo	85+	15-29	F	160
Bendigo	85+	15-29	M	123
Bendigo	85+	30+	F	164
Bendigo	85+	30+	M	115
Bruce	15-19		F	326
Bruce	15-19		M	386
Bruce	15-19	0	F	2253
Bruce	15-19	0	M	2731
Bruce	15-19	<5	F	2048
Bruce	15-19	<5	M	2097
Bruce	15-19	5-14	F	601
Bruce	15-19	5-14	M	478
Bruce	15-19	15-29	F	85
Bruce	15-19	15-29	M	38
Bruce	15-19	30+	F	27
Bruce	15-19	30+	M	8
Bruce	20-24		F	361
Bruce	20-24		M	469
Bruce	20-24	0	F	2032
Bruce	20-24	0	M	3049
Bruce	20-24	<5	F	1709
Bruce	20-24	<5	M	1965
Bruce	20-24	5-14	F	1204
Bruce	20-24	5-14	M	806
Bruce	20-24	15-29	F	299
Bruce	20-24	15-29	M	129
Bruce	20-24	30+	F	150
Bruce	20-24	30+	M	56
Bruce	25-34		F	919
Bruce	25-34		M	1237
Bruce	25-34	0	F	3740
Bruce	25-34	0	M	5784
Bruce	25-34	<5	F	1902
Bruce	25-34	<5	M	3192
Bruce	25-34	5-14	F	3024
Bruce	25-34	5-14	M	2794
Bruce	25-34	15-29	F	1418
Bruce	25-34	15-29	M	550
Bruce	25-34	30+	F	1646
Bruce	25-34	30+	M	278
Bruce	35-44		F	743
Bruce	35-44		M	925
Bruce	35-44	0	F	2945
Bruce	35-44	0	M	4270
Bruce	35-44	<5	F	926
Bruce	35-44	<5	M	2770
Bruce	35-44	5-14	F	3028
Bruce	35-44	5-14	M	3295
Bruce	35-44	15-29	F	2068
Bruce	35-44	15-29	M	947
Bruce	35-44	30+	F	2648
Bruce	35-44	30+	M	437
Bruce	45-54		F	645
Bruce	45-54		M	692
Bruce	45-54	0	F	2523
Bruce	45-54	0	M	3583
Bruce	45-54	<5	F	1007
Bruce	45-54	<5	M	2666
Bruce	45-54	5-14	F	3278
Bruce	45-54	5-14	M	3258
Bruce	45-54	15-29	F	2216
Bruce	45-54	15-29	M	821
Bruce	45-54	30+	F	1847
Bruce	45-54	30+	M	399
Bruce	55-64		F	519
Bruce	55-64		M	579
Bruce	55-64	0	F	2836
Bruce	55-64	0	M	3537
Bruce	55-64	<5	F	985
Bruce	55-64	<5	M	2339
Bruce	55-64	5-14	F	2837
Bruce	55-64	5-14	M	2889
Bruce	55-64	15-29	F	1999
Bruce	55-64	15-29	M	773
Bruce	55-64	30+	F	1656
Bruce	55-64	30+	M	361
Bruce	65-74		F	435
Bruce	65-74		M	388
Bruce	65-74	0	F	2592
Bruce	65-74	0	M	2789
Bruce	65-74	<5	F	614
Bruce	65-74	<5	M	1280
Bruce	65-74	5-14	F	1697
Bruce	65-74	5-14	M	1804
Bruce	65-74	15-29	F	1374
Bruce	65-74	15-29	M	778
Bruce	65-74	30+	F	1184
Bruce	65-74	30+	M	388
Bruce	75-84		F	307
Bruce	75-84		M	300
Bruce	75-84	0	F	1785
Bruce	75-84	0	M	1701
Bruce	75-84	<5	F	435
Bruce	75-84	<5	M	553
Bruce	75-84	5-14	F	734
Bruce	75-84	5-14	M	718
Bruce	75-84	15-29	F	510
Bruce	75-84	15-29	M	314
Bruce	75-84	30+	F	467
Bruce	75-84	30+	M	221
Bruce	85+		F	216
Bruce	85+		M	127
Bruce	85+	0	F	1179
Bruce	85+	0	M	653
Bruce	85+	<5	F	204
Bruce	85+	<5	M	173
Bruce	85+	5-14	F	228
Bruce	85+	5-14	M	147
Bruce	85+	15-29	F	102
Bruce	85+	15-29	M	61
Bruce	85+	30+	F	78
Bruce	85+	30+	M	47
Calwell	15-19		F	373
Calwell	15-19		M	445
Calwell	15-19	0	F	2889
Calwell	15-19	0	M	3645
Calwell	15-19	<5	F	1762
Calwell	15-19	<5	M	1609
Calwell	15-19	5-14	F	714
Calwell	15-19	5-14	M	402
Calwell	15-19	15-29	F	94
Calwell	15-19	15-29	M	43
Calwell	15-19	30+	F	39
Calwell	15-19	30+	M	17
Calwell	20-24		F	421
Calwell	20-24		M	537
Calwell	20-24	0	F	2753
Calwell	20-24	0	M	3947
Calwell	20-24	<5	F	1401
Calwell	20-24	<5	M	1532
Calwell	20-24	5-14	F	1318
Calwell	20-24	5-14	M	737
Calwell	20-24	15-29	F	317
Calwell	20-24	15-29	M	123
Calwell	20-24	30+	F	207
Calwell	20-24	30+	M	54
Calwell	25-34		F	1112
Calwell	25-34		M	1356
Calwell	25-34	0	F	5789
Calwell	25-34	0	M	7425
Calwell	25-34	<5	F	1753
Calwell	25-34	<5	M	3249
Calwell	25-34	5-14	F	3265
Calwell	25-34	5-14	M	2933
Calwell	25-34	15-29	F	1816
Calwell	25-34	15-29	M	645
Calwell	25-34	30+	F	2555
Calwell	25-34	30+	M	334
Calwell	35-44		F	960
Calwell	35-44		M	1153
Calwell	35-44	0	F	4529
Calwell	35-44	0	M	6148
Calwell	35-44	<5	F	905
Calwell	35-44	<5	M	2739
Calwell	35-44	5-14	F	2892
Calwell	35-44	5-14	M	3457
Calwell	35-44	15-29	F	2217
Calwell	35-44	15-29	M	1011
Calwell	35-44	30+	F	3146
Calwell	35-44	30+	M	571
Calwell	45-54		F	648
Calwell	45-54		M	728
Calwell	45-54	0	F	3564
Calwell	45-54	0	M	4409
Calwell	45-54	<5	F	782
Calwell	45-54	<5	M	2031
Calwell	45-54	5-14	F	2415
Calwell	45-54	5-14	M	2421
Calwell	45-54	15-29	F	1643
Calwell	45-54	15-29	M	575
Calwell	45-54	30+	F	1894
Calwell	45-54	30+	M	335
Calwell	55-64		F	498
Calwell	55-64		M	528
Calwell	55-64	0	F	3177
Calwell	55-64	0	M	4071
Calwell	55-64	<5	F	692
Calwell	55-64	<5	M	1683
Calwell	55-64	5-14	F	1841
Calwell	55-64	5-14	M	1873
Calwell	55-64	15-29	F	1351
Calwell	55-64	15-29	M	540
Calwell	55-64	30+	F	1376
Calwell	55-64	30+	M	294
Calwell	65-74		F	316
Calwell	65-74		M	281
Calwell	65-74	0	F	2340
Calwell	65-74	0	M	2510
Calwell	65-74	<5	F	407
Calwell	65-74	<5	M	801
Calwell	65-74	5-14	F	958
Calwell	65-74	5-14	M	991
Calwell	65-74	15-29	F	799
Calwell	65-74	15-29	M	337
Calwell	65-74	30+	F	719
Calwell	65-74	30+	M	202
Calwell	75-84		F	209
Calwell	75-84		M	166
Calwell	75-84	0	F	1281
Calwell	75-84	0	M	1251
Calwell	75-84	<5	F	248
Calwell	75-84	<5	M	311
Calwell	75-84	5-14	F	404
Calwell	75-84	5-14	M	366
Calwell	75-84	15-29	F	229
Calwell	75-84	15-29	M	147
Calwell	75-84	30+	F	241
Calwell	75-84	30+	M	99
Calwell	85+		F	107
Calwell	85+		M	64
Calwell	85+	0	F	561
Calwell	85+	0	M	350
Calwell	85+	<5	F	96
Calwell	85+	<5	M	62
Calwell	85+	5-14	F	68
Calwell	85+	5-14	M	59
Calwell	85+	15-29	F	40
Calwell	85+	15-29	M	20
Calwell	85+	30+	F	27
Calwell	85+	30+	M	23
Casey	15-19		F	209
Casey	15-19		M	234
Casey	15-19	0	F	1444
Casey	15-19	0	M	1970
Casey	15-19	<5	F	2387
Casey	15-19	<5	M	2403
Casey	15-19	5-14	F	489
Casey	15-19	5-14	M	338
Casey	15-19	15-29	F	41
Casey	15-19	15-29	M	21
Casey	15-19	30+	F	9
Casey	15-19	30+	M	17
Casey	20-24		F	153
Casey	20-24		M	204
Casey	20-24	0	F	1151
Casey	20-24	0	M	1765
Casey	20-24	<5	F	1628
Casey	20-24	<5	M	1799
Casey	20-24	5-14	F	1009
Casey	20-24	5-14	M	650
Casey	20-24	15-29	F	194
Casey	20-24	15-29	M	74
Casey	20-24	30+	F	89
Casey	20-24	30+	M	32
Casey	25-34		F	401
Casey	25-34		M	453
Casey	25-34	0	F	1271
Casey	25-34	0	M	2245
Casey	25-34	<5	F	1583
Casey	25-34	<5	M	2855
Casey	25-34	5-14	F	3419
Casey	25-34	5-14	M	3103
Casey	25-34	15-29	F	1482
Casey	25-34	15-29	M	662
Casey	25-34	30+	F	1577
Casey	25-34	30+	M	224
Casey	35-44		F	388
Casey	35-44		M	430
Casey	35-44	0	F	979
Casey	35-44	0	M	1619
Casey	35-44	<5	F	905
Casey	35-44	<5	M	2497
Casey	35-44	5-14	F	3454
Casey	35-44	5-14	M	3802
Casey	35-44	15-29	F	2485
Casey	35-44	15-29	M	1158
Casey	35-44	30+	F	2397
Casey	35-44	30+	M	442
Casey	45-54		F	436
Casey	45-54		M	512
Casey	45-54	0	F	1037
Casey	45-54	0	M	1786
Casey	45-54	<5	F	1099
Casey	45-54	<5	M	2666
Casey	45-54	5-14	F	4289
Casey	45-54	5-14	M	4040
Casey	45-54	15-29	F	2683
Casey	45-54	15-29	M	1185
Casey	45-54	30+	F	1585
Casey	45-54	30+	M	392
Casey	55-64		F	385
Casey	55-64		M	424
Casey	55-64	0	F	1351
Casey	55-64	0	M	1986
Casey	55-64	<5	F	1050
Casey	55-64	<5	M	2379
Casey	55-64	5-14	F	3742
Casey	55-64	5-14	M	3618
Casey	55-64	15-29	F	2397
Casey	55-64	15-29	M	1120
Casey	55-64	30+	F	1613
Casey	55-64	30+	M	422
Casey	65-74		F	337
Casey	65-74		M	335
Casey	65-74	0	F	1820
Casey	65-74	0	M	1906
Casey	65-74	<5	F	615
Casey	65-74	<5	M	1351
Casey	65-74	5-14	F	2129
Casey	65-74	5-14	M	2452
