CED_NAME16	Age	UsualResidence	persons
Bennelong	15-24	Visitor from ACT	13
Bennelong	15-24	Visitor from NSW	474
Bennelong	15-24	Visitor from QLD	9
Bennelong	15-24	Visitor from SA	7
Bennelong	15-24	Visitor from TAS	3
Bennelong	15-24	Visitor from VIC	10
Bennelong	15-24	Visitor same SA2	23
Bennelong	25-34	Home	31928
Bennelong	25-34	Visitor from ACT	7
Bennelong	25-34	Visitor from NSW	661
Bennelong	25-34	Visitor from NT	3
Bennelong	25-34	Visitor from QLD	12
Bennelong	25-34	Visitor from SA	3
Bennelong	25-34	Visitor from TAS	3
Bennelong	25-34	Visitor from VIC	23
Bennelong	25-34	Visitor same SA2	21
Bennelong	35-44	Home	30771
Bennelong	35-44	Visitor from ACT	3
Bennelong	35-44	Visitor from NSW	447
Bennelong	35-44	Visitor from QLD	13
Bennelong	35-44	Visitor from VIC	10
Bennelong	35-44	Visitor from WA	3
Bennelong	35-44	Visitor same SA2	19
Bennelong	45-54	Home	22445
Bennelong	45-54	Visitor from NSW	316
Bennelong	45-54	Visitor from NT	3
Bennelong	45-54	Visitor from QLD	11
Bennelong	45-54	Visitor from VIC	9
Bennelong	45-54	Visitor from WA	3
Bennelong	45-54	Visitor same SA2	37
Bennelong	55-64	Home	20554
Bennelong	55-64	Visitor from ACT	6
Bennelong	55-64	Visitor from NSW	352
Bennelong	55-64	Visitor from QLD	13
Bennelong	55-64	Visitor from TAS	4
Bennelong	55-64	Visitor from VIC	14
Bennelong	55-64	Visitor from WA	4
Bennelong	55-64	Visitor same SA2	50
Bennelong	65-74	Home	15336
Bennelong	65-74	Visitor from ACT	3
Bennelong	65-74	Visitor from NSW	279
Bennelong	65-74	Visitor from QLD	14
Bennelong	65-74	Visitor from SA	3
Bennelong	65-74	Visitor from TAS	10
Bennelong	65-74	Visitor from VIC	8
Bennelong	65-74	Visitor from WA	8
Bennelong	65-74	Visitor same SA2	45
Bennelong	75-84	Home	8304
Bennelong	75-84	Visitor from NSW	178
Bennelong	75-84	Visitor from VIC	3
Bennelong	75-84	Visitor same SA2	25
Bennelong	85+	Home	4208
Bennelong	85+	Visitor from NSW	115
Bennelong	85+	Visitor same SA2	55
Berowra	0-14	Home	28377
Berowra	0-14	Visitor from NSW	265
Berowra	0-14	Visitor from QLD	8
Berowra	0-14	Visitor from VIC	3
Berowra	0-14	Visitor same SA2	12
Berowra	15-24	Home	18851
Berowra	15-24	Visitor from ACT	12
Berowra	15-24	Visitor from NSW	316
Berowra	15-24	Visitor from QLD	10
Berowra	15-24	Visitor from SA	3
Berowra	15-24	Visitor from VIC	8
Berowra	15-24	Visitor same SA2	9
Berowra	25-34	Home	12045
Berowra	25-34	Visitor from ACT	8
Berowra	25-34	Visitor from NSW	350
Berowra	25-34	Visitor from SA	4
Berowra	25-34	Visitor from VIC	11
Berowra	25-34	Visitor same SA2	13
Berowra	35-44	Home	19642
Berowra	35-44	Visitor from NSW	219
Berowra	35-44	Visitor from QLD	5
Berowra	35-44	Visitor from VIC	6
Berowra	35-44	Visitor same SA2	15
Berowra	45-54	Home	22254
Berowra	45-54	Visitor from NSW	210
Berowra	45-54	Visitor from QLD	6
Berowra	45-54	Visitor from WA	4
Berowra	45-54	Visitor same SA2	10
Berowra	55-64	Home	19687
Berowra	55-64	Visitor from NSW	190
Berowra	55-64	Visitor from QLD	16
Berowra	55-64	Visitor from SA	4
Berowra	55-64	Visitor from VIC	11
Berowra	55-64	Visitor same SA2	12
Berowra	65-74	Home	15261
Berowra	65-74	Visitor from ACT	4
Berowra	65-74	Visitor from NSW	188
Berowra	65-74	Visitor from QLD	12
Berowra	65-74	Visitor from SA	5
Berowra	65-74	Visitor from TAS	4
Berowra	65-74	Visitor from VIC	7
Berowra	65-74	Visitor same SA2	15
Berowra	75-84	Home	9226
Berowra	75-84	Visitor from NSW	128
Berowra	75-84	Visitor from QLD	10
Berowra	75-84	Visitor from VIC	3
Berowra	75-84	Visitor same SA2	17
Berowra	85+	Home	3934
Berowra	85+	Visitor from NSW	74
Berowra	85+	Visitor same SA2	3
Blaxland	0-14	Home	38093
Blaxland	0-14	Visitor from NSW	439
Blaxland	0-14	Visitor from QLD	6
Blaxland	0-14	Visitor from VIC	3
Blaxland	0-14	Visitor same SA2	28
Blaxland	15-24	Home	26586
Blaxland	15-24	Visitor from ACT	3
Blaxland	15-24	Visitor from NSW	337
Blaxland	15-24	Visitor from QLD	7
Blaxland	15-24	Visitor from SA	3
Blaxland	15-24	Visitor from VIC	4
Blaxland	15-24	Visitor same SA2	27
Blaxland	25-34	Home	30953
Blaxland	25-34	Visitor from NSW	534
Blaxland	25-34	Visitor from QLD	5
Blaxland	25-34	Visitor from SA	3
Blaxland	25-34	Visitor from VIC	7
Blaxland	25-34	Visitor same SA2	39
Blaxland	35-44	Home	24379
Blaxland	35-44	Visitor from NSW	353
Blaxland	35-44	Visitor from QLD	3
Blaxland	35-44	Visitor from SA	4
Blaxland	35-44	Visitor from VIC	3
Blaxland	35-44	Visitor same SA2	30
Blaxland	45-54	Home	21061
Blaxland	45-54	Visitor from NSW	309
Blaxland	45-54	Visitor from QLD	7
Blaxland	45-54	Visitor same SA2	21
Blaxland	55-64	Home	19720
Blaxland	55-64	Visitor from ACT	5
Blaxland	55-64	Visitor from NSW	310
Blaxland	55-64	Visitor from QLD	13
Blaxland	55-64	Visitor from VIC	3
Blaxland	55-64	Visitor from WA	3
Blaxland	55-64	Visitor same SA2	23
Blaxland	65-74	Home	13590
Blaxland	65-74	Visitor from NSW	229
Blaxland	65-74	Visitor from QLD	3
Blaxland	65-74	Visitor same SA2	33
Blaxland	75-84	Home	7223
Blaxland	75-84	Visitor from NSW	173
Blaxland	75-84	Visitor same SA2	21
Blaxland	85+	Home	3370
Blaxland	85+	Visitor from NSW	146
Blaxland	85+	Visitor same SA2	7
Bradfield	0-14	Home	31783
Bradfield	0-14	Visitor from ACT	3
Bradfield	0-14	Visitor from NSW	351
Bradfield	0-14	Visitor from NT	3
Bradfield	0-14	Visitor from QLD	6
Bradfield	0-14	Visitor same SA2	11
Bradfield	15-24	Home	19881
Bradfield	15-24	Visitor from ACT	24
Bradfield	15-24	Visitor from NSW	463
Bradfield	15-24	Visitor from QLD	7
Bradfield	15-24	Visitor from VIC	10
Bradfield	15-24	Visitor same SA2	5
Bradfield	25-34	Home	15368
Bradfield	25-34	Visitor from ACT	12
Bradfield	25-34	Visitor from NSW	480
Bradfield	25-34	Visitor from NT	4
Bradfield	25-34	Visitor from QLD	5
Bradfield	25-34	Visitor from VIC	7
Bradfield	25-34	Visitor same SA2	5
Bradfield	35-44	Home	24279
Bradfield	35-44	Visitor from ACT	3
Bradfield	35-44	Visitor from NSW	336
Bradfield	35-44	Visitor from QLD	11
Bradfield	35-44	Visitor from TAS	5
Bradfield	35-44	Visitor from VIC	8
Bradfield	35-44	Visitor same SA2	3
Bradfield	45-54	Home	24128
Bradfield	45-54	Visitor from ACT	5
Bradfield	45-54	Visitor from NSW	266
Bradfield	45-54	Visitor from QLD	13
Bradfield	45-54	Visitor from VIC	4
Bradfield	45-54	Visitor same SA2	8
Bradfield	55-64	Home	19111
Bradfield	55-64	Visitor from ACT	4
Bradfield	55-64	Visitor from NSW	332
Bradfield	55-64	Visitor from QLD	16
Bradfield	55-64	Visitor from SA	5
Bradfield	55-64	Visitor from VIC	3
Bradfield	55-64	Visitor from WA	8
Bradfield	65-74	Home	14956
Bradfield	65-74	Visitor from ACT	5
Bradfield	65-74	Visitor from NSW	303
Bradfield	65-74	Visitor from QLD	16
Bradfield	65-74	Visitor from SA	8
Bradfield	65-74	Visitor from TAS	3
Bradfield	65-74	Visitor from VIC	11
Bradfield	65-74	Visitor from WA	4
Bradfield	65-74	Visitor same SA2	19
Bradfield	75-84	Home	10190
Bradfield	75-84	Visitor from NSW	240
Bradfield	75-84	Visitor from QLD	9
Bradfield	75-84	Visitor from SA	6
Bradfield	75-84	Visitor from VIC	6
Bradfield	75-84	Visitor same SA2	11
Bradfield	85+	Home	5199
Bradfield	85+	Visitor from NSW	265
Bradfield	85+	Visitor from QLD	4
Bradfield	85+	Visitor from VIC	6
Bradfield	85+	Visitor same SA2	18
Calare	0-14	Home	32237
Calare	0-14	Visitor from ACT	4
Calare	0-14	Visitor from NSW	791
Calare	0-14	Visitor from QLD	20
Calare	0-14	Visitor from VIC	12
Calare	0-14	Visitor from WA	3
Calare	0-14	Visitor same SA2	40
Calare	15-24	Home	18121
Calare	15-24	Visitor from ACT	26
Calare	15-24	Visitor from NSW	1419
Calare	15-24	Visitor from QLD	27
Calare	15-24	Visitor from SA	10
Calare	15-24	Visitor from TAS	3
Calare	15-24	Visitor from VIC	22
Calare	15-24	Visitor from WA	5
Calare	15-24	Visitor same SA2	68
Calare	25-34	Home	19373
Calare	25-34	Visitor from ACT	18
Calare	25-34	Visitor from NSW	1041
Calare	25-34	Visitor from NT	3
Calare	25-34	Visitor from QLD	43
Calare	25-34	Visitor from SA	9
Calare	25-34	Visitor from TAS	3
Calare	25-34	Visitor from VIC	30
Calare	25-34	Visitor same SA2	38
Calare	35-44	Home	18812
Calare	35-44	Visitor from ACT	20
Calare	35-44	Visitor from NSW	793
Calare	35-44	Visitor from QLD	55
Calare	35-44	Visitor from SA	6
Calare	35-44	Visitor from VIC	20
Calare	35-44	Visitor from WA	3
Calare	35-44	Visitor same SA2	60
Calare	45-54	Home	20173
Calare	45-54	Visitor from ACT	5
Calare	45-54	Visitor from NSW	834
Calare	45-54	Visitor from NT	5
Calare	45-54	Visitor from QLD	79
Calare	45-54	Visitor from SA	6
Calare	45-54	Visitor from TAS	5
Calare	45-54	Visitor from VIC	22
Calare	45-54	Visitor from WA	6
Calare	45-54	Visitor same SA2	41
Calare	55-64	Home	20793
Calare	55-64	Visitor from ACT	15
Calare	55-64	Visitor from NSW	878
Calare	55-64	Visitor from QLD	57
Calare	55-64	Visitor from SA	10
Calare	55-64	Visitor from VIC	18
Calare	55-64	Visitor same SA2	67
Calare	65-74	Home	17963
Calare	65-74	Visitor from ACT	14
Calare	65-74	Visitor from NSW	695
Calare	65-74	Visitor from QLD	20
Calare	65-74	Visitor from SA	6
Calare	65-74	Visitor from TAS	3
Calare	65-74	Visitor from VIC	17
Calare	65-74	Visitor from WA	4
Calare	65-74	Visitor same SA2	59
Calare	75-84	Home	10393
Calare	75-84	Visitor from ACT	4
Calare	75-84	Visitor from NSW	377
Calare	75-84	Visitor from QLD	5
Calare	75-84	Visitor same SA2	67
Calare	85+	Home	3851
Calare	85+	Visitor from NSW	139
Calare	85+	Visitor same SA2	33
Chifley	0-14	Home	46098
Chifley	0-14	Visitor from NSW	542
Chifley	0-14	Visitor from QLD	23
Chifley	0-14	Visitor from VIC	5
Chifley	0-14	Visitor same SA2	35
Chifley	15-24	Home	25890
Chifley	15-24	Visitor from NSW	436
Chifley	15-24	Visitor from QLD	8
Chifley	15-24	Visitor from SA	3
Chifley	15-24	Visitor from VIC	6
Chifley	15-24	Visitor same SA2	23
Chifley	25-34	Home	30170
Chifley	25-34	Visitor from ACT	5
Chifley	25-34	Visitor from NSW	488
Chifley	25-34	Visitor from QLD	9
Chifley	25-34	Visitor from SA	3
Chifley	25-34	Visitor from VIC	12
Chifley	25-34	Visitor same SA2	24
Chifley	35-44	Home	31298
Chifley	35-44	Visitor from NSW	350
Chifley	35-44	Visitor from QLD	12
Chifley	35-44	Visitor from TAS	4
Chifley	35-44	Visitor from VIC	5
Chifley	35-44	Visitor from WA	4
Chifley	35-44	Visitor same SA2	38
Chifley	45-54	Home	22871
Chifley	45-54	Visitor from NSW	274
Chifley	45-54	Visitor from QLD	9
Chifley	45-54	Visitor from WA	3
Chifley	45-54	Visitor same SA2	29
Chifley	55-64	Home	19466
Chifley	55-64	Visitor from ACT	3
Chifley	55-64	Visitor from NSW	250
Chifley	55-64	Visitor from QLD	11
Chifley	55-64	Visitor from VIC	3
Chifley	55-64	Visitor same SA2	27
Chifley	65-74	Home	13898
Chifley	65-74	Visitor from ACT	3
Chifley	65-74	Visitor from NSW	177
Chifley	65-74	Visitor from QLD	17
Chifley	65-74	Visitor from VIC	5
Chifley	65-74	Visitor same SA2	36
Chifley	75-84	Home	6443
Chifley	75-84	Visitor from NSW	112
Chifley	75-84	Visitor from QLD	4
Chifley	75-84	Visitor same SA2	18
Chifley	85+	Home	2403
Chifley	85+	Visitor from NSW	57
Chifley	85+	Visitor same SA2	4
Cook	0-14	Home	25181
Cook	0-14	Visitor from NSW	305
Cook	0-14	Visitor from NT	4
Cook	0-14	Visitor from QLD	9
Cook	0-14	Visitor from VIC	4
Cook	0-14	Visitor same SA2	8
Cook	15-24	Home	16352
Cook	15-24	Visitor from ACT	5
Cook	15-24	Visitor from NSW	327
Cook	15-24	Visitor from QLD	14
Cook	15-24	Visitor from WA	4
Cook	15-24	Visitor same SA2	4
Cook	25-34	Home	17453
Cook	25-34	Visitor from NSW	436
Cook	25-34	Visitor from QLD	11
Cook	25-34	Visitor from SA	3
Cook	25-34	Visitor from VIC	7
Cook	25-34	Visitor from WA	3
Cook	25-34	Visitor same SA2	10
Cook	35-44	Home	18847
Cook	35-44	Visitor from ACT	6
Cook	35-44	Visitor from NSW	304
Cook	35-44	Visitor from VIC	7
Cook	35-44	Visitor same SA2	13
Cook	45-54	Home	20180
Cook	45-54	Visitor from ACT	6
Cook	45-54	Visitor from NSW	331
Cook	45-54	Visitor from QLD	15
Cook	45-54	Visitor from VIC	6
Cook	45-54	Visitor from WA	3
Cook	45-54	Visitor same SA2	17
Cook	55-64	Home	18296
Cook	55-64	Visitor from ACT	5
Cook	55-64	Visitor from NSW	261
Cook	55-64	Visitor from QLD	20
Cook	55-64	Visitor from VIC	13
Cook	55-64	Visitor from WA	11
Cook	55-64	Visitor same SA2	5
Cook	65-74	Home	14639
Cook	65-74	Visitor from NSW	227
Cook	65-74	Visitor from QLD	21
Cook	65-74	Visitor from TAS	4
Cook	65-74	Visitor from VIC	3
Cook	65-74	Visitor from WA	6
Cook	65-74	Visitor same SA2	17
Cook	75-84	Home	9673
Cook	75-84	Visitor from NSW	234
Cook	75-84	Visitor from QLD	5
Cook	75-84	Visitor from WA	3
Cook	75-84	Visitor same SA2	30
Cook	85+	Home	4836
Cook	85+	Visitor from NSW	207
Cook	85+	Visitor from QLD	4
Cook	85+	Visitor same SA2	49
Cowper	0-14	Home	27473
Cowper	0-14	Visitor from ACT	9
Cowper	0-14	Visitor from NSW	865
Cowper	0-14	Visitor from NT	3
Cowper	0-14	Visitor from QLD	22
Cowper	0-14	Visitor from SA	4
Cowper	0-14	Visitor from TAS	8
Cowper	0-14	Visitor from VIC	12
Cowper	0-14	Visitor same SA2	52
Cowper	15-24	Home	16473
Cowper	15-24	Visitor from ACT	8
Cowper	15-24	Visitor from NSW	1071
Cowper	15-24	Visitor from QLD	39
Cowper	15-24	Visitor from VIC	19
Cowper	15-24	Visitor from WA	6
Cowper	15-24	Visitor same SA2	52
Cowper	25-34	Home	15850
Cowper	25-34	Visitor from ACT	10
Cowper	25-34	Visitor from NSW	941
Cowper	25-34	Visitor from QLD	60
Cowper	25-34	Visitor from SA	6
Cowper	25-34	Visitor from TAS	3
Cowper	25-34	Visitor from VIC	28
Cowper	25-34	Visitor from WA	3
Cowper	25-34	Visitor same SA2	37
Cowper	35-44	Home	17112
Cowper	35-44	Visitor from ACT	4
Cowper	35-44	Visitor from NSW	811
Cowper	35-44	Visitor from NT	4
Cowper	35-44	Visitor from QLD	27
Cowper	35-44	Visitor from SA	6
Cowper	35-44	Visitor from TAS	5
Cowper	35-44	Visitor from VIC	22
Cowper	35-44	Visitor from WA	5
Cowper	35-44	Visitor same SA2	40
Cowper	45-54	Home	19761
Cowper	45-54	Visitor from ACT	5
Cowper	45-54	Visitor from NSW	889
Cowper	45-54	Visitor from NT	4
Cowper	45-54	Visitor from QLD	56
Cowper	45-54	Visitor from SA	8
Cowper	45-54	Visitor from TAS	9
Cowper	45-54	Visitor from VIC	22
Cowper	45-54	Visitor from WA	3
Cowper	45-54	Visitor same SA2	54
Cowper	55-64	Home	23085
Cowper	55-64	Visitor from ACT	9
Cowper	55-64	Visitor from NSW	1289
Cowper	55-64	Visitor from NT	3
Cowper	55-64	Visitor from QLD	64
Cowper	55-64	Visitor from SA	7
Cowper	55-64	Visitor from TAS	18
Cowper	55-64	Visitor from VIC	80
Cowper	55-64	Visitor from WA	12
Cowper	55-64	Visitor same SA2	80
Cowper	65-74	Home	23106
Cowper	65-74	Visitor from ACT	27
Cowper	65-74	Visitor from NSW	1346
Cowper	65-74	Visitor from QLD	40
Cowper	65-74	Visitor from SA	12
Cowper	65-74	Visitor from TAS	21
Cowper	65-74	Visitor from VIC	256
Cowper	65-74	Visitor from WA	24
Cowper	65-74	Visitor same SA2	79
Cowper	75-84	Home	14268
Cowper	75-84	Visitor from ACT	15
Cowper	75-84	Visitor from NSW	549
Cowper	75-84	Visitor from QLD	11
Cowper	75-84	Visitor from SA	6
Cowper	75-84	Visitor from TAS	10
Cowper	75-84	Visitor from VIC	160
Cowper	75-84	Visitor from WA	6
Cowper	75-84	Visitor same SA2	65
Cowper	85+	Home	5815
Cowper	85+	Visitor from ACT	3
Cowper	85+	Visitor from NSW	197
Cowper	85+	Visitor from QLD	3
Cowper	85+	Visitor from VIC	10
Cowper	85+	Visitor same SA2	33
Cunningham	0-14	Home	26866
Cunningham	0-14	Visitor from NSW	456
Cunningham	0-14	Visitor from VIC	4
Cunningham	0-14	Visitor from WA	4
Cunningham	0-14	Visitor same SA2	17
Cunningham	15-24	Home	21133
Cunningham	15-24	Visitor from ACT	17
Cunningham	15-24	Visitor from NSW	748
Cunningham	15-24	Visitor from QLD	10
Cunningham	15-24	Visitor from TAS	4
Cunningham	15-24	Visitor from VIC	7
Cunningham	15-24	Visitor from WA	3
Cunningham	15-24	Visitor same SA2	22
Cunningham	25-34	Home	21007
Cunningham	25-34	Visitor from NSW	613
Cunningham	25-34	Visitor from NT	4
Cunningham	25-34	Visitor from QLD	11
Cunningham	25-34	Visitor from VIC	11
Cunningham	25-34	Visitor same SA2	24
Cunningham	35-44	Home	19517
Cunningham	35-44	Visitor from ACT	4
Cunningham	35-44	Visitor from NSW	444
Cunningham	35-44	Visitor from QLD	6
Cunningham	35-44	Visitor from VIC	6
Cunningham	35-44	Visitor same SA2	17
Cunningham	45-54	Home	19866
Cunningham	45-54	Visitor from ACT	8
Cunningham	45-54	Visitor from NSW	423
Cunningham	45-54	Visitor from QLD	11
Cunningham	45-54	Visitor from VIC	3
Cunningham	45-54	Visitor from WA	5
Cunningham	45-54	Visitor same SA2	27
Cunningham	55-64	Home	19171
Cunningham	55-64	Visitor from ACT	7
Cunningham	55-64	Visitor from NSW	415
Cunningham	55-64	Visitor from QLD	15
Cunningham	55-64	Visitor from TAS	4
Cunningham	55-64	Visitor from VIC	10
Cunningham	55-64	Visitor from WA	5
Cunningham	55-64	Visitor same SA2	26
Cunningham	65-74	Home	15029
Cunningham	65-74	Visitor from ACT	4
Cunningham	65-74	Visitor from NSW	362
Cunningham	65-74	Visitor from QLD	16
Cunningham	65-74	Visitor from TAS	4
Cunningham	65-74	Visitor from VIC	5
Cunningham	65-74	Visitor from WA	9
Cunningham	65-74	Visitor same SA2	31
Cunningham	75-84	Home	9544
Cunningham	75-84	Visitor from NSW	280
Cunningham	75-84	Visitor from QLD	6
Cunningham	75-84	Visitor from SA	4
Cunningham	75-84	Visitor from VIC	3
Cunningham	75-84	Visitor from WA	5
Cunningham	75-84	Visitor same SA2	23
Cunningham	85+	Home	4296
Cunningham	85+	Visitor from ACT	3
Cunningham	85+	Visitor from NSW	232
Cunningham	85+	Visitor same SA2	23
Dobell	0-14	Home	30363
Dobell	0-14	Visitor from NSW	534
Dobell	0-14	Visitor from QLD	9
Dobell	0-14	Visitor same SA2	16
Dobell	15-24	Home	18519
Dobell	15-24	Visitor from ACT	6
Dobell	15-24	Visitor from NSW	621
Dobell	15-24	Visitor from QLD	24
Dobell	15-24	Visitor from VIC	4
Dobell	15-24	Visitor from WA	4
Dobell	15-24	Visitor same SA2	12
Dobell	25-34	Home	18457
Dobell	25-34	Visitor from NSW	478
Dobell	25-34	Visitor from QLD	16
Dobell	25-34	Visitor from VIC	6
Dobell	25-34	Visitor from WA	3
Dobell	25-34	Visitor same SA2	10
Dobell	35-44	Home	19212
Dobell	35-44	Visitor from ACT	4
Dobell	35-44	Visitor from NSW	434
Dobell	35-44	Visitor from NT	4
Dobell	35-44	Visitor from QLD	10
Dobell	35-44	Visitor from TAS	6
Dobell	35-44	Visitor from VIC	3
Dobell	35-44	Visitor same SA2	18
Dobell	45-54	Home	19933
Dobell	45-54	Visitor from ACT	4
Dobell	45-54	Visitor from NSW	416
Dobell	45-54	Visitor from QLD	18
Dobell	45-54	Visitor same SA2	18
Dobell	55-64	Home	19285
Dobell	55-64	Visitor from NSW	389
Dobell	55-64	Visitor from QLD	21
Dobell	55-64	Visitor from SA	5
Dobell	55-64	Visitor from TAS	9
Dobell	55-64	Visitor from VIC	14
Dobell	55-64	Visitor same SA2	30
Dobell	65-74	Home	17153
Dobell	65-74	Visitor from ACT	3
Dobell	65-74	Visitor from NSW	338
Dobell	65-74	Visitor from QLD	17
Dobell	65-74	Visitor from SA	5
Dobell	65-74	Visitor from VIC	7
Dobell	65-74	Visitor same SA2	49
Dobell	75-84	Home	10661
Dobell	75-84	Visitor from NSW	209
Dobell	75-84	Visitor from QLD	8
Dobell	75-84	Visitor from VIC	6
Dobell	75-84	Visitor same SA2	29
Dobell	85+	Home	4622
Dobell	85+	Visitor from NSW	134
Dobell	85+	Visitor same SA2	23
Eden-Monaro	0-14	Home	27946
Eden-Monaro	0-14	Visitor from ACT	216
Eden-Monaro	0-14	Visitor from NSW	1142
Eden-Monaro	0-14	Visitor from QLD	25
Eden-Monaro	0-14	Visitor from TAS	8
Eden-Monaro	0-14	Visitor from VIC	26
Eden-Monaro	0-14	Visitor same SA2	23
Eden-Monaro	15-24	Home	15310
Eden-Monaro	15-24	Visitor from ACT	227
Eden-Monaro	15-24	Visitor from NSW	1600
Eden-Monaro	15-24	Visitor from NT	14
Eden-Monaro	15-24	Visitor from QLD	203
Eden-Monaro	15-24	Visitor from SA	37
Eden-Monaro	15-24	Visitor from TAS	25
Eden-Monaro	15-24	Visitor from VIC	99
Eden-Monaro	15-24	Visitor from WA	47
Eden-Monaro	15-24	Visitor same SA2	32
Eden-Monaro	25-34	Home	17903
Eden-Monaro	25-34	Visitor from ACT	335
Eden-Monaro	25-34	Visitor from NSW	1394
Eden-Monaro	25-34	Visitor from NT	3
Eden-Monaro	25-34	Visitor from QLD	121
Eden-Monaro	25-34	Visitor from SA	58
Eden-Monaro	25-34	Visitor from TAS	16
Eden-Monaro	25-34	Visitor from VIC	121
Eden-Monaro	25-34	Visitor from WA	38
Eden-Monaro	25-34	Visitor same SA2	33
Eden-Monaro	35-44	Home	18724
Eden-Monaro	35-44	Visitor from ACT	235
Eden-Monaro	35-44	Visitor from NSW	1030
Eden-Monaro	35-44	Visitor from QLD	60
Eden-Monaro	35-44	Visitor from SA	21
Eden-Monaro	35-44	Visitor from TAS	7
Eden-Monaro	35-44	Visitor from VIC	52
Eden-Monaro	35-44	Visitor from WA	13
Eden-Monaro	35-44	Visitor same SA2	26
Eden-Monaro	45-54	Home	21130
Eden-Monaro	45-54	Visitor from ACT	218
Eden-Monaro	45-54	Visitor from NSW	1265
Eden-Monaro	45-54	Visitor from QLD	107
Eden-Monaro	45-54	Visitor from SA	21
Eden-Monaro	45-54	Visitor from TAS	16
Eden-Monaro	45-54	Visitor from VIC	86
