CED_NAME16	AgeStudent	Sex	students
Flynn	15-19	M	3002
Flynn	20-24	F	781
Flynn	20-24	M	464
Flynn	25+	F	2886
Flynn	25+	M	1151
Forde	0-4	F	1795
Forde	0-4	M	1892
Forde	5-14	F	12878
Forde	5-14	M	13228
Forde	15-19	F	4378
Forde	15-19	M	4274
Forde	20-24	F	1920
Forde	20-24	M	1328
Forde	25+	F	4568
Forde	25+	M	2249
Griffith	0-4	F	1259
Griffith	0-4	M	1291
Griffith	5-14	F	8330
Griffith	5-14	M	8736
Griffith	15-19	F	4142
Griffith	15-19	M	4098
Griffith	20-24	F	4797
Griffith	20-24	M	3867
Griffith	25+	F	7156
Griffith	25+	M	5421
Groom	0-4	F	1226
Groom	0-4	M	1247
Groom	5-14	F	10253
Groom	5-14	M	10683
Groom	15-19	F	3929
Groom	15-19	M	3818
Groom	20-24	F	1702
Groom	20-24	M	1263
Groom	25+	F	4253
Groom	25+	M	2523
Herbert	0-4	F	1268
Herbert	0-4	M	1438
Herbert	5-14	F	9946
Herbert	5-14	M	10460
Herbert	15-19	F	3979
Herbert	15-19	M	3425
Herbert	20-24	F	2246
Herbert	20-24	M	1436
Herbert	25+	F	4235
Herbert	25+	M	2292
Hinkler	0-4	F	937
Hinkler	0-4	M	919
Hinkler	5-14	F	8224
Hinkler	5-14	M	8679
Hinkler	15-19	F	2785
Hinkler	15-19	M	2666
Hinkler	20-24	F	761
Hinkler	20-24	M	491
Hinkler	25+	F	2806
Hinkler	25+	M	1310
Kennedy	0-4	F	1025
Kennedy	0-4	M	1128
Kennedy	5-14	F	9990
Kennedy	5-14	M	10658
Kennedy	15-19	F	3068
Kennedy	15-19	M	3091
Kennedy	20-24	F	722
Kennedy	20-24	M	463
Kennedy	25+	F	2915
Kennedy	25+	M	1224
Leichhardt	0-4	F	1182
Leichhardt	0-4	M	1164
Leichhardt	5-14	F	10254
Leichhardt	5-14	M	10849
Leichhardt	15-19	F	3470
Leichhardt	15-19	M	3308
Leichhardt	20-24	F	1307
Leichhardt	20-24	M	895
Leichhardt	25+	F	4805
Leichhardt	25+	M	2455
Lilley	0-4	F	1391
Lilley	0-4	M	1418
Lilley	5-14	F	8653
Lilley	5-14	M	9168
Lilley	15-19	F	3513
Lilley	15-19	M	3459
Lilley	20-24	F	2347
Lilley	20-24	M	1810
Lilley	25+	F	4785
Lilley	25+	M	3100
Longman	0-4	F	1484
Longman	0-4	M	1571
Longman	5-14	F	11309
Longman	5-14	M	11977
Longman	15-19	F	4017
Longman	15-19	M	3697
Longman	20-24	F	1441
Longman	20-24	M	974
Longman	25+	F	4002
Longman	25+	M	1753
Maranoa	0-4	F	894
Maranoa	0-4	M	889
Maranoa	5-14	F	8746
Maranoa	5-14	M	9125
Maranoa	15-19	F	2582
Maranoa	15-19	M	2422
Maranoa	20-24	F	730
Maranoa	20-24	M	406
Maranoa	25+	F	2394
Maranoa	25+	M	969
McPherson	0-4	F	1306
McPherson	0-4	M	1462
McPherson	5-14	F	9527
McPherson	5-14	M	9738
McPherson	15-19	F	3808
McPherson	15-19	M	3694
McPherson	20-24	F	2184
McPherson	20-24	M	1589
McPherson	25+	F	4433
McPherson	25+	M	2508
Moncrieff	0-4	F	1128
Moncrieff	0-4	M	1241
Moncrieff	5-14	F	7701
Moncrieff	5-14	M	8176
Moncrieff	15-19	F	3629
Moncrieff	15-19	M	3468
Moncrieff	20-24	F	2957
Moncrieff	20-24	M	2328
Moncrieff	25+	F	6172
Moncrieff	25+	M	4130
Moreton	0-4	F	1354
Moreton	0-4	M	1476
Moreton	5-14	F	9500
Moreton	5-14	M	9908
Moreton	15-19	F	4014
Moreton	15-19	M	3850
Moreton	20-24	F	3382
Moreton	20-24	M	3348
Moreton	25+	F	5864
Moreton	25+	M	4607
Oxley	0-4	F	1654
Oxley	0-4	M	1827
Oxley	5-14	F	12438
Oxley	5-14	M	13299
Oxley	15-19	F	4756
Oxley	15-19	M	4508
Oxley	20-24	F	2255
Oxley	20-24	M	1845
Oxley	25+	F	4776
Oxley	25+	M	2859
Petrie	0-4	F	1587
Petrie	0-4	M	1695
Petrie	5-14	F	11563
Petrie	5-14	M	12158
Petrie	15-19	F	4106
Petrie	15-19	M	4084
Petrie	20-24	F	1696
Petrie	20-24	M	1320
Petrie	25+	F	4653
Petrie	25+	M	2368
Rankin	0-4	F	1583
Rankin	0-4	M	1678
Rankin	5-14	F	12976
Rankin	5-14	M	13623
Rankin	15-19	F	4663
Rankin	15-19	M	4517
Rankin	20-24	F	1936
Rankin	20-24	M	1706
Rankin	25+	F	4604
Rankin	25+	M	2667
Ryan	0-4	F	1294
Ryan	0-4	M	1428
Ryan	5-14	F	10523
Ryan	5-14	M	11216
Ryan	15-19	F	5574
Ryan	15-19	M	5609
Ryan	20-24	F	4327
Ryan	20-24	M	4237
Ryan	25+	F	5350
Ryan	25+	M	3927
Wide Bay	0-4	F	796
Wide Bay	0-4	M	803
Wide Bay	5-14	F	7784
Wide Bay	5-14	M	8349
Wide Bay	15-19	F	2863
Wide Bay	15-19	M	2809
Wide Bay	20-24	F	711
Wide Bay	20-24	M	454
Wide Bay	25+	F	2650
Wide Bay	25+	M	1088
Wright	0-4	F	1431
Wright	0-4	M	1587
Wright	5-14	F	12113
Wright	5-14	M	13027
Wright	15-19	F	4412
Wright	15-19	M	4163
Wright	20-24	F	1529
Wright	20-24	M	1054
Wright	25+	F	3558
Wright	25+	M	1605
No usual address (Qld)	0-4	F	37
No usual address (Qld)	0-4	M	26
No usual address (Qld)	5-14	F	357
No usual address (Qld)	5-14	M	365
No usual address (Qld)	15-19	F	120
No usual address (Qld)	15-19	M	94
No usual address (Qld)	20-24	F	70
No usual address (Qld)	20-24	M	41
No usual address (Qld)	25+	F	233
No usual address (Qld)	25+	M	139
Adelaide	0-4	F	1295
Adelaide	0-4	M	1437
Adelaide	5-14	F	8965
Adelaide	5-14	M	9532
Adelaide	15-19	F	4464
Adelaide	15-19	M	4084
Adelaide	20-24	F	5172
Adelaide	20-24	M	4876
Adelaide	25+	F	7411
Adelaide	25+	M	6012
Barker	0-4	F	1022
Barker	0-4	M	1012
Barker	5-14	F	9345
Barker	5-14	M	9881
Barker	15-19	F	3280
Barker	15-19	M	3412
Barker	20-24	F	919
Barker	20-24	M	596
Barker	25+	F	2816
Barker	25+	M	1201
Boothby	0-4	F	1288
Boothby	0-4	M	1366
Boothby	5-14	F	8811
Boothby	5-14	M	9288
Boothby	15-19	F	4101
Boothby	15-19	M	4013
Boothby	20-24	F	3189
Boothby	20-24	M	2646
Boothby	25+	F	5066
Boothby	25+	M	3655
Grey	0-4	F	1042
Grey	0-4	M	1043
Grey	5-14	F	9189
Grey	5-14	M	9674
Grey	15-19	F	2907
Grey	15-19	M	2935
Grey	20-24	F	887
Grey	20-24	M	534
Grey	25+	F	2540
Grey	25+	M	1053
Hindmarsh	0-4	F	1209
Hindmarsh	0-4	M	1270
Hindmarsh	5-14	F	8205
Hindmarsh	5-14	M	8579
Hindmarsh	15-19	F	3496
Hindmarsh	15-19	M	3488
Hindmarsh	20-24	F	2404
Hindmarsh	20-24	M	2137
Hindmarsh	25+	F	4360
Hindmarsh	25+	M	2818
Kingston	0-4	F	1170
Kingston	0-4	M	1289
Kingston	5-14	F	9318
Kingston	5-14	M	10003
Kingston	15-19	F	3644
Kingston	15-19	M	3633
Kingston	20-24	F	1775
Kingston	20-24	M	1396
Kingston	25+	F	3864
Kingston	25+	M	2119
Makin	0-4	F	1236
Makin	0-4	M	1280
Makin	5-14	F	9918
Makin	5-14	M	10610
Makin	15-19	F	4046
Makin	15-19	M	4024
Makin	20-24	F	2258
Makin	20-24	M	2277
Makin	25+	F	4332
Makin	25+	M	2888
Mayo	0-4	F	1080
Mayo	0-4	M	1138
Mayo	5-14	F	9903
Mayo	5-14	M	10292
Mayo	15-19	F	3933
Mayo	15-19	M	3789
Mayo	20-24	F	1536
Mayo	20-24	M	1223
Mayo	25+	F	3549
Mayo	25+	M	1749
Spence	0-4	F	1446
Spence	0-4	M	1544
Spence	5-14	F	12410
Spence	5-14	M	12906
Spence	15-19	F	4177
Spence	15-19	M	4162
Spence	20-24	F	2047
Spence	20-24	M	1544
Spence	25+	F	4382
Spence	25+	M	2445
Sturt	0-4	F	1364
Sturt	0-4	M	1507
Sturt	5-14	F	10158
Sturt	5-14	M	10569
Sturt	15-19	F	4471
Sturt	15-19	M	4878
Sturt	20-24	F	3177
Sturt	20-24	M	3167
Sturt	25+	F	5561
Sturt	25+	M	3938
No usual address (SA)	0-4	F	13
No usual address (SA)	0-4	M	10
No usual address (SA)	5-14	F	110
No usual address (SA)	5-14	M	96
No usual address (SA)	15-19	F	61
No usual address (SA)	15-19	M	33
No usual address (SA)	20-24	F	22
No usual address (SA)	20-24	M	18
No usual address (SA)	25+	F	54
No usual address (SA)	25+	M	39
Brand	0-4	F	1678
Brand	0-4	M	1843
Brand	5-14	F	12259
Brand	5-14	M	12907
Brand	15-19	F	4026
Brand	15-19	M	4070
Brand	20-24	F	1595
Brand	20-24	M	1269
Brand	25+	F	4173
Brand	25+	M	1998
Burt	0-4	F	1795
Burt	0-4	M	1866
Burt	5-14	F	12165
Burt	5-14	M	12962
Burt	15-19	F	3997
Burt	15-19	M	3903
Burt	20-24	F	2098
Burt	20-24	M	1850
Burt	25+	F	4482
Burt	25+	M	2656
Canning	0-4	F	1234
Canning	0-4	M	1313
Canning	5-14	F	9684
Canning	5-14	M	10009
Canning	15-19	F	3386
Canning	15-19	M	3151
Canning	20-24	F	1215
Canning	20-24	M	880
Canning	25+	F	2988
Canning	25+	M	1281
Cowan	0-4	F	1464
Cowan	0-4	M	1469
Cowan	5-14	F	9598
Cowan	5-14	M	10413
Cowan	15-19	F	3888
Cowan	15-19	M	3886
Cowan	20-24	F	2371
Cowan	20-24	M	2228
Cowan	25+	F	4572
Cowan	25+	M	2991
Curtin	0-4	F	1373
Curtin	0-4	M	1451
Curtin	5-14	F	9915
Curtin	5-14	M	10522
Curtin	15-19	F	4950
Curtin	15-19	M	5007
Curtin	20-24	F	3306
Curtin	20-24	M	2973
Curtin	25+	F	4689
Curtin	25+	M	3276
Durack	0-4	F	1435
Durack	0-4	M	1489
Durack	5-14	F	11557
Durack	5-14	M	12195
Durack	15-19	F	2978
Durack	15-19	M	3036
Durack	20-24	F	720
Durack	20-24	M	549
Durack	25+	F	3505
Durack	25+	M	1547
Forrest	0-4	F	1126
Forrest	0-4	M	1204
Forrest	5-14	F	9769
Forrest	5-14	M	10509
Forrest	15-19	F	3187
Forrest	15-19	M	3216
Forrest	20-24	F	721
Forrest	20-24	M	558
Forrest	25+	F	3074
Forrest	25+	M	1210
Fremantle	0-4	F	1470
Fremantle	0-4	M	1624
Fremantle	5-14	F	9356
Fremantle	5-14	M	9596
Fremantle	15-19	F	3566
Fremantle	15-19	M	3392
Fremantle	20-24	F	2290
Fremantle	20-24	M	1798
Fremantle	25+	F	4385
Fremantle	25+	M	2564
Hasluck	0-4	F	1592
Hasluck	0-4	M	1747
Hasluck	5-14	F	11197
Hasluck	5-14	M	11937
Hasluck	15-19	F	3958
Hasluck	15-19	M	4114
Hasluck	20-24	F	1727
Hasluck	20-24	M	1473
Hasluck	25+	F	3838
Hasluck	25+	M	2053
Moore	0-4	F	1364
Moore	0-4	M	1525
Moore	5-14	F	10424
Moore	5-14	M	11049
Moore	15-19	F	4288
Moore	15-19	M	4412
Moore	20-24	F	2094
Moore	20-24	M	2050
Moore	25+	F	3187
Moore	25+	M	1930
O'Connor	0-4	F	1184
O'Connor	0-4	M	1172
O'Connor	5-14	F	9645
O'Connor	5-14	M	10174
O'Connor	15-19	F	2964
O'Connor	15-19	M	2991
O'Connor	20-24	F	658
O'Connor	20-24	M	528
O'Connor	25+	F	2797
O'Connor	25+	M	1275
Pearce	0-4	F	1876
Pearce	0-4	M	1961
Pearce	5-14	F	12585
Pearce	5-14	M	13368
Pearce	15-19	F	4484
Pearce	15-19	M	4485
Pearce	20-24	F	2036
Pearce	20-24	M	1775
Pearce	25+	F	4107
Pearce	25+	M	2013
Perth	0-4	F	1229
Perth	0-4	M	1439
Perth	5-14	F	7385
Perth	5-14	M	7661
Perth	15-19	F	2954
Perth	15-19	M	2856
Perth	20-24	F	3112
Perth	20-24	M	2631
Perth	25+	F	6381
Perth	25+	M	4668
Swan	0-4	F	1404
Swan	0-4	M	1512
Swan	5-14	F	8807
Swan	5-14	M	9492
Swan	15-19	F	3590
Swan	15-19	M	3694
Swan	20-24	F	3634
Swan	20-24	M	3650
Swan	25+	F	6184
Swan	25+	M	4635
Tangney	0-4	F	1424
Tangney	0-4	M	1519
Tangney	5-14	F	11712
Tangney	5-14	M	12141
Tangney	15-19	F	5378
Tangney	15-19	M	5294
Tangney	20-24	F	3159
Tangney	20-24	M	3153
Tangney	25+	F	4119
Tangney	25+	M	2877
No usual address (WA)	0-4	F	17
No usual address (WA)	0-4	M	22
No usual address (WA)	5-14	F	164
No usual address (WA)	5-14	M	163
No usual address (WA)	15-19	F	44
No usual address (WA)	15-19	M	38
No usual address (WA)	20-24	F	33
No usual address (WA)	20-24	M	26
No usual address (WA)	25+	F	106
No usual address (WA)	25+	M	63
Migratory - Offshore - Shipping (WA)	25+	M	15
Bass	0-4	F	723
Bass	0-4	M	729
Bass	5-14	F	5796
Bass	5-14	M	6143
Bass	15-19	F	2317
Bass	15-19	M	2274
Bass	20-24	F	1005
Bass	20-24	M	918
Bass	25+	F	2673
Bass	25+	M	1952
Braddon	0-4	F	629
Braddon	0-4	M	676
Braddon	5-14	F	5819
Braddon	5-14	M	6067
Braddon	15-19	F	2169
Braddon	15-19	M	2113
Braddon	20-24	F	642
Braddon	20-24	M	459
Braddon	25+	F	1979
Braddon	25+	M	1126
Clark	0-4	F	691
Clark	0-4	M	712
Clark	5-14	F	5304
Clark	5-14	M	5621
Clark	15-19	F	2369
Clark	15-19	M	2400
Clark	20-24	F	1768
Clark	20-24	M	1663
Clark	25+	F	4520
Clark	25+	M	3819
Franklin	0-4	F	795
Franklin	0-4	M	827
Franklin	5-14	F	6272
Franklin	5-14	M	6561
Franklin	15-19	F	2240
Franklin	15-19	M	2332
Franklin	20-24	F	971
Franklin	20-24	M	911
Franklin	25+	F	2903
Franklin	25+	M	2095
Lyons	0-4	F	704
Lyons	0-4	M	685
Lyons	5-14	F	6072
Lyons	5-14	M	6385
Lyons	15-19	F	1934
Lyons	15-19	M	2038
Lyons	20-24	F	637
Lyons	20-24	M	506
Lyons	25+	F	1958
Lyons	25+	M	1083
No usual address (Tas.)	0-4	M	6
No usual address (Tas.)	5-14	F	34
No usual address (Tas.)	5-14	M	36
No usual address (Tas.)	15-19	F	22
No usual address (Tas.)	15-19	M	12
No usual address (Tas.)	20-24	F	11
No usual address (Tas.)	20-24	M	9
No usual address (Tas.)	25+	F	32
No usual address (Tas.)	25+	M	18
Lingiari	0-4	F	1036
Lingiari	0-4	M	1117
Lingiari	5-14	F	7683
Lingiari	5-14	M	8103
Lingiari	15-19	F	1858
Lingiari	15-19	M	1856
Lingiari	20-24	F	500
Lingiari	20-24	M	349
Lingiari	25+	F	2617
Lingiari	25+	M	1366
Solomon	0-4	F	975
Solomon	0-4	M	995
Solomon	5-14	F	6416
Solomon	5-14	M	6768
Solomon	15-19	F	2036
Solomon	15-19	M	1953
Solomon	20-24	F	1148
Solomon	20-24	M	939
Solomon	25+	F	4590
Solomon	25+	M	2784
No usual address (NT)	0-4	F	8
No usual address (NT)	0-4	M	4
No usual address (NT)	5-14	F	72
No usual address (NT)	5-14	M	104
No usual address (NT)	15-19	F	12
No usual address (NT)	15-19	M	12
No usual address (NT)	20-24	F	7
No usual address (NT)	20-24	M	6
No usual address (NT)	25+	F	41
No usual address (NT)	25+	M	19
Migratory - Offshore - Shipping (NT)	25+	M	3
Bean	0-4	F	1299
Bean	0-4	M	1345
Bean	5-14	F	9185
Bean	5-14	M	9740
Bean	15-19	F	3233
Bean	15-19	M	3529
Bean	20-24	F	1846
Bean	20-24	M	1739
Bean	25+	F	4272
Bean	25+	M	3043
Canberra	0-4	F	961
Canberra	0-4	M	976
Canberra	5-14	F	6647
Canberra	5-14	M	7054
Canberra	15-19	F	4019
Canberra	15-19	M	3780
Canberra	20-24	F	4638
Canberra	20-24	M	4237
Canberra	25+	F	5692
Canberra	25+	M	4930
Fenner	0-4	F	1615
Fenner	0-4	M	1719
Fenner	5-14	F	10321
Fenner	5-14	M	11092
Fenner	15-19	F	3532
Fenner	15-19	M	3585
Fenner	20-24	F	2512
Fenner	20-24	M	2304
Fenner	25+	F	5823
Fenner	25+	M	4497
No usual address (ACT)	0-4	M	3
No usual address (ACT)	5-14	F	10
No usual address (ACT)	5-14	M	4
No usual address (ACT)	15-19	F	28
No usual address (ACT)	15-19	M	12
No usual address (ACT)	20-24	F	14
No usual address (ACT)	20-24	M	16
No usual address (ACT)	25+	F	12
No usual address (ACT)	25+	M	7
