CED_NAME16	Ancestry	FatherBornAus	MotherBornAus	responses
Banks	South African	1	0	48
Banks	South African	1	1	26
Banks	Spanish			3
Banks	Spanish	0	0	941
Banks	Spanish	0	1	47
Banks	Spanish	1	0	62
Banks	Spanish	1	1	95
Banks	Sri Lankan	0	0	217
Banks	Sri Lankan	0	1	24
Banks	Sri Lankan	1	0	16
Banks	Sri Lankan	1	1	18
Banks	Vietnamese			8
Banks	Vietnamese	0	0	3818
Banks	Vietnamese	0	1	81
Banks	Vietnamese	1	0	152
Banks	Vietnamese	1	1	70
Banks	Welsh	0	0	193
Banks	Welsh	0	1	82
Banks	Welsh	1	0	36
Banks	Welsh	1	1	239
Barton				9330
Barton		0	0	2261
Barton		0	1	114
Barton		1	0	100
Barton		1	1	323
Barton	Australian			213
Barton	Australian		1	12358
Barton	Australian	0	0	3657
Barton	Australian	0	1	3643
Barton	Australian	1	0	2896
Barton	Australian Aboriginal			16
Barton	Australian Aboriginal	0	0	58
Barton	Australian Aboriginal	0	1	137
Barton	Australian Aboriginal	1	0	69
Barton	Australian Aboriginal	1	1	1017
Barton	Chinese			208
Barton	Chinese	0	0	32898
Barton	Chinese	0	1	357
Barton	Chinese	1	0	703
Barton	Chinese	1	1	411
Barton	Croatian			11
Barton	Croatian	0	0	920
Barton	Croatian	0	1	135
Barton	Croatian	1	0	57
Barton	Croatian	1	1	215
Barton	Dutch			6
Barton	Dutch	0	0	354
Barton	Dutch	0	1	137
Barton	Dutch	1	0	87
Barton	Dutch	1	1	180
Barton	English			193
Barton	English	0	0	7372
Barton	English	0	1	2349
Barton	English	1	0	1943
Barton	English	1	1	10809
Barton	Filipino			25
Barton	Filipino	0	0	4314
Barton	Filipino	0	1	103
Barton	Filipino	1	0	359
Barton	Filipino	1	1	65
Barton	French			7
Barton	French	0	0	514
Barton	French	0	1	84
Barton	French	1	0	60
Barton	French	1	1	156
Barton	German			18
Barton	German	0	0	999
Barton	German	0	1	225
Barton	German	1	0	161
Barton	German	1	1	1042
Barton	Greek			103
Barton	Greek	0	0	11009
Barton	Greek	0	1	1337
Barton	Greek	1	0	765
Barton	Greek	1	1	4138
Barton	Hungarian			4
Barton	Hungarian	0	0	365
Barton	Hungarian	0	1	64
Barton	Hungarian	1	0	24
Barton	Hungarian	1	1	86
Barton	Indian			18
Barton	Indian	0	0	3853
Barton	Indian	0	1	112
Barton	Indian	1	0	92
Barton	Indian	1	1	48
Barton	Irish			41
Barton	Irish	0	0	1876
Barton	Irish	0	1	835
Barton	Irish	1	0	496
Barton	Irish	1	1	5313
Barton	Italian			58
Barton	Italian	0	0	4850
Barton	Italian	0	1	915
Barton	Italian	1	0	448
Barton	Italian	1	1	2255
Barton	Korean			5
Barton	Korean	0	0	999
Barton	Korean	0	1	19
Barton	Korean	1	0	38
Barton	Korean	1	1	8
Barton	Lebanese			44
Barton	Lebanese	0	0	7547
Barton	Lebanese	0	1	1357
Barton	Lebanese	1	0	659
Barton	Lebanese	1	1	1467
Barton	Macedonian			42
Barton	Macedonian	0	0	4736
Barton	Macedonian	0	1	400
Barton	Macedonian	1	0	234
Barton	Macedonian	1	1	673
Barton	Maltese			12
Barton	Maltese	0	0	672
Barton	Maltese	0	1	186
Barton	Maltese	1	0	95
Barton	Maltese	1	1	378
Barton	Maori			14
Barton	Maori	0	0	803
Barton	Maori	0	1	104
Barton	Maori	1	0	83
Barton	Maori	1	1	36
Barton	NZ			11
Barton	NZ	0	0	501
Barton	NZ	0	1	151
Barton	NZ	1	0	120
Barton	NZ	1	1	59
Barton	(Other)			201
Barton	(Other)	0	0	36730
Barton	(Other)	0	1	1990
Barton	(Other)	1	0	1721
Barton	(Other)	1	1	2044
Barton	Polish			4
Barton	Polish	0	0	647
Barton	Polish	0	1	87
Barton	Polish	1	0	75
Barton	Polish	1	1	129
Barton	Russian			9
Barton	Russian	0	0	741
Barton	Russian	0	1	43
Barton	Russian	1	0	71
Barton	Russian	1	1	69
Barton	Samoan			12
Barton	Samoan	0	0	376
Barton	Samoan	0	1	61
Barton	Samoan	1	0	29
Barton	Samoan	1	1	18
Barton	Scottish			26
Barton	Scottish	0	0	1419
Barton	Scottish	0	1	572
Barton	Scottish	1	0	458
Barton	Scottish	1	1	3271
Barton	Serbian			5
Barton	Serbian	0	0	974
Barton	Serbian	0	1	110
Barton	Serbian	1	0	57
Barton	Serbian	1	1	101
Barton	South African			5
Barton	South African	0	0	221
Barton	South African	0	1	33
Barton	South African	1	0	32
Barton	South African	1	1	22
Barton	Spanish			12
Barton	Spanish	0	0	1388
Barton	Spanish	0	1	66
Barton	Spanish	1	0	68
Barton	Spanish	1	1	104
Barton	Sri Lankan	0	0	197
Barton	Sri Lankan	0	1	17
Barton	Sri Lankan	1	0	16
Barton	Sri Lankan	1	1	14
Barton	Vietnamese			25
Barton	Vietnamese	0	0	4069
Barton	Vietnamese	0	1	81
Barton	Vietnamese	1	0	149
Barton	Vietnamese	1	1	75
Barton	Welsh			3
Barton	Welsh	0	0	176
Barton	Welsh	0	1	65
Barton	Welsh	1	0	43
Barton	Welsh	1	1	179
Bennelong				6662
Bennelong		0	0	1311
Bennelong		0	1	52
Bennelong		1	0	52
Bennelong		1	1	228
Bennelong	Australian			192
Bennelong	Australian		1	19024
Bennelong	Australian	0	0	2392
Bennelong	Australian	0	1	4258
Bennelong	Australian	1	0	3724
Bennelong	Australian Aboriginal			12
Bennelong	Australian Aboriginal	0	0	55
Bennelong	Australian Aboriginal	0	1	62
Bennelong	Australian Aboriginal	1	0	41
Bennelong	Australian Aboriginal	1	1	733
Bennelong	Chinese			266
Bennelong	Chinese	0	0	52322
Bennelong	Chinese	0	1	686
Bennelong	Chinese	1	0	1211
Bennelong	Chinese	1	1	655
Bennelong	Croatian			3
Bennelong	Croatian	0	0	754
Bennelong	Croatian	0	1	119
Bennelong	Croatian	1	0	75
Bennelong	Croatian	1	1	290
Bennelong	Dutch			3
Bennelong	Dutch	0	0	568
Bennelong	Dutch	0	1	182
Bennelong	Dutch	1	0	116
Bennelong	Dutch	1	1	313
Bennelong	English			214
Bennelong	English	0	0	8240
Bennelong	English	0	1	3352
Bennelong	English	1	0	2398
Bennelong	English	1	1	16838
Bennelong	Filipino			10
Bennelong	Filipino	0	0	4242
Bennelong	Filipino	0	1	94
Bennelong	Filipino	1	0	312
Bennelong	Filipino	1	1	68
Bennelong	French			4
Bennelong	French	0	0	527
Bennelong	French	0	1	84
Bennelong	French	1	0	60
Bennelong	French	1	1	203
Bennelong	German			22
Bennelong	German	0	0	1151
Bennelong	German	0	1	291
Bennelong	German	1	0	235
Bennelong	German	1	1	1474
Bennelong	Greek			19
Bennelong	Greek	0	0	1380
Bennelong	Greek	0	1	251
Bennelong	Greek	1	0	168
Bennelong	Greek	1	1	910
Bennelong	Hungarian	0	0	346
Bennelong	Hungarian	0	1	60
Bennelong	Hungarian	1	0	36
Bennelong	Hungarian	1	1	108
Bennelong	Indian			22
Bennelong	Indian	0	0	10124
Bennelong	Indian	0	1	144
Bennelong	Indian	1	0	136
Bennelong	Indian	1	1	70
Bennelong	Irish			37
Bennelong	Irish	0	0	2011
Bennelong	Irish	0	1	845
Bennelong	Irish	1	0	639
Bennelong	Irish	1	1	7221
Bennelong	Italian			49
Bennelong	Italian	0	0	4554
Bennelong	Italian	0	1	1178
Bennelong	Italian	1	0	536
Bennelong	Italian	1	1	3131
Bennelong	Korean			23
Bennelong	Korean	0	0	11342
Bennelong	Korean	0	1	94
Bennelong	Korean	1	0	214
Bennelong	Korean	1	1	48
Bennelong	Lebanese			4
Bennelong	Lebanese	0	0	1929
Bennelong	Lebanese	0	1	403
Bennelong	Lebanese	1	0	272
Bennelong	Lebanese	1	1	872
Bennelong	Macedonian	0	0	235
Bennelong	Macedonian	0	1	21
Bennelong	Macedonian	1	0	19
Bennelong	Macedonian	1	1	70
Bennelong	Maltese			5
Bennelong	Maltese	0	0	350
Bennelong	Maltese	0	1	101
Bennelong	Maltese	1	0	101
Bennelong	Maltese	1	1	321
Bennelong	Maori			5
Bennelong	Maori	0	0	274
Bennelong	Maori	0	1	55
Bennelong	Maori	1	0	36
Bennelong	Maori	1	1	31
Bennelong	NZ	0	0	514
Bennelong	NZ	0	1	189
Bennelong	NZ	1	0	140
Bennelong	NZ	1	1	91
Bennelong	(Other)			133
Bennelong	(Other)	0	0	27145
Bennelong	(Other)	0	1	1634
Bennelong	(Other)	1	0	1710
Bennelong	(Other)	1	1	1732
Bennelong	Polish			4
Bennelong	Polish	0	0	742
Bennelong	Polish	0	1	116
Bennelong	Polish	1	0	80
Bennelong	Polish	1	1	189
Bennelong	Russian			10
Bennelong	Russian	0	0	878
Bennelong	Russian	0	1	53
Bennelong	Russian	1	0	67
Bennelong	Russian	1	1	81
Bennelong	Samoan	0	0	113
Bennelong	Samoan	0	1	29
Bennelong	Samoan	1	0	8
Bennelong	Samoan	1	1	3
Bennelong	Scottish			41
Bennelong	Scottish	0	0	1709
Bennelong	Scottish	0	1	895
Bennelong	Scottish	1	0	615
Bennelong	Scottish	1	1	5489
Bennelong	Serbian	0	0	466
Bennelong	Serbian	0	1	47
Bennelong	Serbian	1	0	30
Bennelong	Serbian	1	1	64
Bennelong	South African	0	0	503
Bennelong	South African	0	1	75
Bennelong	South African	1	0	60
Bennelong	South African	1	1	25
Bennelong	Spanish	0	0	907
Bennelong	Spanish	0	1	43
Bennelong	Spanish	1	0	41
Bennelong	Spanish	1	1	72
Bennelong	Sri Lankan			6
Bennelong	Sri Lankan	0	0	944
Bennelong	Sri Lankan	0	1	41
Bennelong	Sri Lankan	1	0	35
Bennelong	Sri Lankan	1	1	35
Bennelong	Vietnamese			3
Bennelong	Vietnamese	0	0	1970
Bennelong	Vietnamese	0	1	67
Bennelong	Vietnamese	1	0	108
Bennelong	Vietnamese	1	1	49
Bennelong	Welsh	0	0	251
Bennelong	Welsh	0	1	109
Bennelong	Welsh	1	0	56
Bennelong	Welsh	1	1	267
Berowra				3607
Berowra		0	0	617
Berowra		0	1	63
Berowra		1	0	56
Berowra		1	1	312
Berowra	Australian			191
Berowra	Australian		1	28374
Berowra	Australian	0	0	1668
Berowra	Australian	0	1	5770
Berowra	Australian	1	0	4647
Berowra	Australian Aboriginal			12
Berowra	Australian Aboriginal	0	0	24
Berowra	Australian Aboriginal	0	1	77
Berowra	Australian Aboriginal	1	0	44
Berowra	Australian Aboriginal	1	1	820
Berowra	Chinese			88
Berowra	Chinese	0	0	21369
Berowra	Chinese	0	1	307
Berowra	Chinese	1	0	730
Berowra	Chinese	1	1	436
Berowra	Croatian			5
Berowra	Croatian	0	0	465
Berowra	Croatian	0	1	114
Berowra	Croatian	1	0	78
Berowra	Croatian	1	1	231
Berowra	Dutch	0	0	1099
Berowra	Dutch	0	1	296
Berowra	Dutch	1	0	180
Berowra	Dutch	1	1	496
Berowra	English			217
Berowra	English	0	0	11369
Berowra	English	0	1	4803
Berowra	English	1	0	3478
Berowra	English	1	1	25726
Berowra	Filipino			6
Berowra	Filipino	0	0	1927
Berowra	Filipino	0	1	69
Berowra	Filipino	1	0	216
Berowra	Filipino	1	1	51
Berowra	French			4
Berowra	French	0	0	486
Berowra	French	0	1	97
Berowra	French	1	0	89
Berowra	French	1	1	281
Berowra	German			14
Berowra	German	0	0	1550
Berowra	German	0	1	417
Berowra	German	1	0	334
Berowra	German	1	1	2088
Berowra	Greek			4
Berowra	Greek	0	0	592
Berowra	Greek	0	1	168
Berowra	Greek	1	0	106
Berowra	Greek	1	1	469
Berowra	Hungarian			4
Berowra	Hungarian	0	0	353
Berowra	Hungarian	0	1	64
Berowra	Hungarian	1	0	39
Berowra	Hungarian	1	1	115
Berowra	Indian			14
Berowra	Indian	0	0	7861
Berowra	Indian	0	1	161
Berowra	Indian	1	0	142
Berowra	Indian	1	1	89
Berowra	Irish			41
Berowra	Irish	0	0	2444
Berowra	Irish	0	1	1150
Berowra	Irish	1	0	771
Berowra	Irish	1	1	9022
Berowra	Italian			11
Berowra	Italian	0	0	2689
Berowra	Italian	0	1	754
Berowra	Italian	1	0	358
Berowra	Italian	1	1	2430
Berowra	Korean			5
Berowra	Korean	0	0	3045
Berowra	Korean	0	1	24
Berowra	Korean	1	0	95
Berowra	Korean	1	1	15
Berowra	Lebanese			8
Berowra	Lebanese	0	0	1840
Berowra	Lebanese	0	1	389
Berowra	Lebanese	1	0	255
Berowra	Lebanese	1	1	860
Berowra	Macedonian	0	0	57
Berowra	Macedonian	0	1	11
Berowra	Macedonian	1	0	11
Berowra	Macedonian	1	1	29
Berowra	Maltese			3
Berowra	Maltese	0	0	536
Berowra	Maltese	0	1	181
Berowra	Maltese	1	0	113
Berowra	Maltese	1	1	563
Berowra	Maori	0	0	215
Berowra	Maori	0	1	60
Berowra	Maori	1	0	38
Berowra	Maori	1	1	21
Berowra	NZ			3
Berowra	NZ	0	0	549
Berowra	NZ	0	1	303
Berowra	NZ	1	0	189
Berowra	NZ	1	1	132
Berowra	(Other)			66
Berowra	(Other)	0	0	15710
Berowra	(Other)	0	1	1455
Berowra	(Other)	1	0	1457
Berowra	(Other)	1	1	1772
Berowra	Polish	0	0	851
Berowra	Polish	0	1	120
Berowra	Polish	1	0	104
Berowra	Polish	1	1	251
Berowra	Russian			8
Berowra	Russian	0	0	737
Berowra	Russian	0	1	48
Berowra	Russian	1	0	86
Berowra	Russian	1	1	140
Berowra	Samoan	0	0	62
Berowra	Samoan	0	1	26
Berowra	Samoan	1	0	8
Berowra	Samoan	1	1	9
Berowra	Scottish			39
Berowra	Scottish	0	0	2520
Berowra	Scottish	0	1	1115
Berowra	Scottish	1	0	869
Berowra	Scottish	1	1	8168
Berowra	Serbian	0	0	225
Berowra	Serbian	0	1	51
Berowra	Serbian	1	0	19
Berowra	Serbian	1	1	64
Berowra	South African	0	0	1142
Berowra	South African	0	1	165
Berowra	South African	1	0	111
Berowra	South African	1	1	42
Berowra	Spanish			5
Berowra	Spanish	0	0	675
Berowra	Spanish	0	1	44
Berowra	Spanish	1	0	51
Berowra	Spanish	1	1	71
Berowra	Sri Lankan	0	0	1121
Berowra	Sri Lankan	0	1	57
Berowra	Sri Lankan	1	0	34
Berowra	Sri Lankan	1	1	38
Berowra	Vietnamese			4
Berowra	Vietnamese	0	0	743
Berowra	Vietnamese	0	1	32
Berowra	Vietnamese	1	0	45
Berowra	Vietnamese	1	1	39
Berowra	Welsh	0	0	484
Berowra	Welsh	0	1	105
Berowra	Welsh	1	0	58
Berowra	Welsh	1	1	401
Blaxland				14519
Blaxland		0	0	4167
Blaxland		0	1	336
Blaxland		1	0	173
Blaxland		1	1	429
Blaxland	Australian			268
Blaxland	Australian		1	8419
Blaxland	Australian	0	0	7044
Blaxland	Australian	0	1	3397
Blaxland	Australian	1	0	1822
Blaxland	Australian Aboriginal			12
Blaxland	Australian Aboriginal	0	0	50
Blaxland	Australian Aboriginal	0	1	102
Blaxland	Australian Aboriginal	1	0	34
Blaxland	Australian Aboriginal	1	1	769
Blaxland	Chinese			234
Blaxland	Chinese	0	0	24693
Blaxland	Chinese	0	1	160
Blaxland	Chinese	1	0	277
Blaxland	Chinese	1	1	213
Blaxland	Croatian			4
Blaxland	Croatian	0	0	814
Blaxland	Croatian	0	1	76
Blaxland	Croatian	1	0	34
Blaxland	Croatian	1	1	177
Blaxland	Dutch	0	0	127
Blaxland	Dutch	0	1	33
Blaxland	Dutch	1	0	14
Blaxland	Dutch	1	1	63
Blaxland	English			280
Blaxland	English	0	0	6763
Blaxland	English	0	1	1567
Blaxland	English	1	0	958
Blaxland	English	1	1	7091
Blaxland	Filipino			18
Blaxland	Filipino	0	0	2674
Blaxland	Filipino	0	1	39
Blaxland	Filipino	1	0	167
Blaxland	Filipino	1	1	48
Blaxland	French	0	0	258
Blaxland	French	0	1	14
Blaxland	French	1	0	13
Blaxland	French	1	1	53
Blaxland	German			13
Blaxland	German	0	0	545
Blaxland	German	0	1	99
Blaxland	German	1	0	63
Blaxland	German	1	1	514
Blaxland	Greek			25
Blaxland	Greek	0	0	2334
Blaxland	Greek	0	1	348
Blaxland	Greek	1	0	173
Blaxland	Greek	1	1	770
Blaxland	Hungarian	0	0	155
Blaxland	Hungarian	0	1	31
Blaxland	Hungarian	1	0	5
Blaxland	Hungarian	1	1	24
Blaxland	Indian			15
Blaxland	Indian	0	0	4837
Blaxland	Indian	0	1	47
Blaxland	Indian	1	0	34
Blaxland	Indian	1	1	23
Blaxland	Irish			26
Blaxland	Irish	0	0	527
Blaxland	Irish	0	1	268
Blaxland	Irish	1	0	154
Blaxland	Irish	1	1	2348
Blaxland	Italian			34
Blaxland	Italian	0	0	2228
Blaxland	Italian	0	1	444
Blaxland	Italian	1	0	150
Blaxland	Italian	1	1	1033
Blaxland	Korean			13
Blaxland	Korean	0	0	2208
Blaxland	Korean	0	1	4
Blaxland	Korean	1	0	23
Blaxland	Korean	1	1	5
Blaxland	Lebanese			136
Blaxland	Lebanese	0	0	18600
Blaxland	Lebanese	0	1	4471
Blaxland	Lebanese	1	0	1477
Blaxland	Lebanese	1	1	3537
Blaxland	Macedonian			8
Blaxland	Macedonian	0	0	1829
Blaxland	Macedonian	0	1	182
Blaxland	Macedonian	1	0	96
Blaxland	Macedonian	1	1	225
Blaxland	Maltese			3
Blaxland	Maltese	0	0	348
Blaxland	Maltese	0	1	70
Blaxland	Maltese	1	0	41
Blaxland	Maltese	1	1	164
Blaxland	Maori			9
Blaxland	Maori	0	0	489
Blaxland	Maori	0	1	42
Blaxland	Maori	1	0	50
Blaxland	Maori	1	1	37
Blaxland	NZ			3
Blaxland	NZ	0	0	248
Blaxland	NZ	0	1	62
Blaxland	NZ	1	0	31
Blaxland	NZ	1	1	31
Blaxland	(Other)			347
Blaxland	(Other)	0	0	48724
Blaxland	(Other)	0	1	2481
Blaxland	(Other)	1	0	1341
Blaxland	(Other)	1	1	1805
Blaxland	Polish			4
Blaxland	Polish	0	0	555
Blaxland	Polish	0	1	49
Blaxland	Polish	1	0	24
Blaxland	Polish	1	1	108
Blaxland	Russian	0	0	389
Blaxland	Russian	0	1	25
Blaxland	Russian	1	0	13
Blaxland	Russian	1	1	39
Blaxland	Samoan			14
Blaxland	Samoan	0	0	846
Blaxland	Samoan	0	1	68
Blaxland	Samoan	1	0	34
Blaxland	Samoan	1	1	30
Blaxland	Scottish			30
Blaxland	Scottish	0	0	472
Blaxland	Scottish	0	1	250
Blaxland	Scottish	1	0	157
Blaxland	Scottish	1	1	1543
Blaxland	Serbian			3
Blaxland	Serbian	0	0	331
Blaxland	Serbian	0	1	32
Blaxland	Serbian	1	0	17
Blaxland	Serbian	1	1	20
Blaxland	South African	0	0	104
Blaxland	South African	0	1	19
Blaxland	South African	1	0	18
Blaxland	South African	1	1	13
Blaxland	Spanish			4
Blaxland	Spanish	0	0	512
Blaxland	Spanish	0	1	19
Blaxland	Spanish	1	0	40
Blaxland	Spanish	1	1	44
Blaxland	Sri Lankan	0	0	421
Blaxland	Sri Lankan	0	1	12
Blaxland	Sri Lankan	1	0	4
Blaxland	Sri Lankan	1	1	17
Blaxland	Vietnamese			76
Blaxland	Vietnamese	0	0	17611
Blaxland	Vietnamese	0	1	131
Blaxland	Vietnamese	1	0	267
Blaxland	Vietnamese	1	1	178
Blaxland	Welsh	0	0	41
Blaxland	Welsh	0	1	23
Blaxland	Welsh	1	0	7
Blaxland	Welsh	1	1	81
Bradfield				4238
Bradfield		0	0	722
Bradfield		0	1	43
Bradfield		1	0	45
Bradfield		1	1	204
Bradfield	Australian			201
Bradfield	Australian		1	22523
Bradfield	Australian	0	0	1901
Bradfield	Australian	0	1	5880
Bradfield	Australian	1	0	5089
Bradfield	Australian Aboriginal	0	0	32
Bradfield	Australian Aboriginal	0	1	41
Bradfield	Australian Aboriginal	1	0	32
Bradfield	Australian Aboriginal	1	1	341
Bradfield	Chinese			195
Bradfield	Chinese	0	0	38598
Bradfield	Chinese	0	1	625
Bradfield	Chinese	1	0	1241
Bradfield	Chinese	1	1	772
Bradfield	Croatian			4
Bradfield	Croatian	0	0	446
Bradfield	Croatian	0	1	94
Bradfield	Croatian	1	0	57
Bradfield	Croatian	1	1	239
Bradfield	Dutch			11
Bradfield	Dutch	0	0	1040
Bradfield	Dutch	0	1	291
Bradfield	Dutch	1	0	176
Bradfield	Dutch	1	1	419
Bradfield	English			224
Bradfield	English	0	0	14023
Bradfield	English	0	1	4998
Bradfield	English	1	0	3688
Bradfield	English	1	1	22072
Bradfield	Filipino			11
Bradfield	Filipino	0	0	2110
Bradfield	Filipino	0	1	76
Bradfield	Filipino	1	0	216
Bradfield	Filipino	1	1	45
Bradfield	French			4
Bradfield	French	0	0	674
Bradfield	French	0	1	116
Bradfield	French	1	0	115
Bradfield	French	1	1	296
Bradfield	German			18
Bradfield	German	0	0	1921
Bradfield	German	0	1	385
Bradfield	German	1	0	326
Bradfield	German	1	1	1799
Bradfield	Greek			8
Bradfield	Greek	0	0	681
Bradfield	Greek	0	1	191
Bradfield	Greek	1	0	104
Bradfield	Greek	1	1	484
Bradfield	Hungarian	0	0	523
Bradfield	Hungarian	0	1	79
Bradfield	Hungarian	1	0	81
Bradfield	Hungarian	1	1	113
Bradfield	Indian			10
Bradfield	Indian	0	0	7286
Bradfield	Indian	0	1	179
Bradfield	Indian	1	0	141
Bradfield	Indian	1	1	94
Bradfield	Irish			50
Bradfield	Irish	0	0	2898
Bradfield	Irish	0	1	1206
Bradfield	Irish	1	0	867
Bradfield	Irish	1	1	8440
Bradfield	Italian			23
Bradfield	Italian	0	0	1809
Bradfield	Italian	0	1	576
Bradfield	Italian	1	0	314
Bradfield	Italian	1	1	1375
Bradfield	Korean			6
Bradfield	Korean	0	0	5272
Bradfield	Korean	0	1	33
Bradfield	Korean	1	0	195
Bradfield	Korean	1	1	44
Bradfield	Lebanese	0	0	451
Bradfield	Lebanese	0	1	132
Bradfield	Lebanese	1	0	37
Bradfield	Lebanese	1	1	261
Bradfield	Macedonian	0	0	112
Bradfield	Macedonian	0	1	12
Bradfield	Macedonian	1	0	8
Bradfield	Macedonian	1	1	43
Bradfield	Maltese	0	0	182
Bradfield	Maltese	0	1	64
Bradfield	Maltese	1	0	43
Bradfield	Maltese	1	1	182
Bradfield	Maori	0	0	150
Bradfield	Maori	0	1	33
Bradfield	Maori	1	0	25
Bradfield	Maori	1	1	9
Bradfield	NZ			6
Bradfield	NZ	0	0	680
Bradfield	NZ	0	1	234
Bradfield	NZ	1	0	167
Bradfield	NZ	1	1	96
Bradfield	(Other)			104
Bradfield	(Other)	0	0	20478
Bradfield	(Other)	0	1	1524
Bradfield	(Other)	1	0	1883
Bradfield	(Other)	1	1	1712
Bradfield	Polish			8
Bradfield	Polish	0	0	920
Bradfield	Polish	0	1	137
Bradfield	Polish	1	0	115
Bradfield	Polish	1	1	210
Bradfield	Russian			4
Bradfield	Russian	0	0	986
Bradfield	Russian	0	1	58
Bradfield	Russian	1	0	96
Bradfield	Russian	1	1	93
Bradfield	Samoan	0	0	58
Bradfield	Samoan	0	1	17
Bradfield	Samoan	1	0	13
Bradfield	Samoan	1	1	4
Bradfield	Scottish			42
Bradfield	Scottish	0	0	3089
Bradfield	Scottish	0	1	1285
Bradfield	Scottish	1	0	908
Bradfield	Scottish	1	1	7685
Bradfield	Serbian	0	0	214
Bradfield	Serbian	0	1	22
Bradfield	Serbian	1	0	19
Bradfield	Serbian	1	1	72
Bradfield	South African			5
Bradfield	South African	0	0	2478
Bradfield	South African	0	1	178
Bradfield	South African	1	0	195
Bradfield	South African	1	1	35
Bradfield	Spanish			6
Bradfield	Spanish	0	0	690
Bradfield	Spanish	0	1	40
Bradfield	Spanish	1	0	79
Bradfield	Spanish	1	1	55
Bradfield	Sri Lankan	0	0	745
Bradfield	Sri Lankan	0	1	64
Bradfield	Sri Lankan	1	0	52
Bradfield	Sri Lankan	1	1	40
Bradfield	Vietnamese			6
Bradfield	Vietnamese	0	0	996
Bradfield	Vietnamese	0	1	31
Bradfield	Vietnamese	1	0	108
Bradfield	Vietnamese	1	1	37
