CED_NAME16	Age	IncomeTotPersonal.max	Sex	adults
Banks	45-54	42000	M	434
Banks	45-54	52500	F	1071
Banks	45-54	52500	M	735
Banks	45-54	65625	F	1092
Banks	45-54	65625	M	1042
Banks	45-54	78750	F	852
Banks	45-54	78750	M	938
Banks	45-54	91875	F	751
Banks	45-54	91875	M	880
Banks	45-54	105000	F	676
Banks	45-54	105000	M	768
Banks	45-54	157500	F	1054
Banks	45-54	157500	M	1659
Banks	45-54	183750	F	239
Banks	45-54	183750	M	489
Banks	45-54	Inf	F	331
Banks	45-54	Inf	M	912
Banks	55-64		F	427
Banks	55-64		M	466
Banks	55-64	0	F	1438
Banks	55-64	0	M	670
Banks	55-64	7875	F	379
Banks	55-64	7875	M	192
Banks	55-64	15750	F	668
Banks	55-64	15750	M	401
Banks	55-64	21000	F	915
Banks	55-64	21000	M	585
Banks	55-64	26250	F	798
Banks	55-64	26250	M	528
Banks	55-64	34125	F	819
Banks	55-64	34125	M	561
Banks	55-64	42000	F	829
Banks	55-64	42000	M	634
Banks	55-64	52500	F	870
Banks	55-64	52500	M	814
Banks	55-64	65625	F	907
Banks	55-64	65625	M	1101
Banks	55-64	78750	F	681
Banks	55-64	78750	M	804
Banks	55-64	91875	F	554
Banks	55-64	91875	M	749
Banks	55-64	105000	F	443
Banks	55-64	105000	M	600
Banks	55-64	157500	F	624
Banks	55-64	157500	M	1062
Banks	55-64	183750	F	91
Banks	55-64	183750	M	274
Banks	55-64	Inf	F	167
Banks	55-64	Inf	M	555
Banks	65-74		F	416
Banks	65-74		M	408
Banks	65-74	0	F	1102
Banks	65-74	0	M	790
Banks	65-74	7875	F	321
Banks	65-74	7875	M	218
Banks	65-74	15750	F	685
Banks	65-74	15750	M	501
Banks	65-74	21000	F	1361
Banks	65-74	21000	M	1058
Banks	65-74	26250	F	1281
Banks	65-74	26250	M	781
Banks	65-74	34125	F	795
Banks	65-74	34125	M	592
Banks	65-74	42000	F	530
Banks	65-74	42000	M	498
Banks	65-74	52500	F	414
Banks	65-74	52500	M	462
Banks	65-74	65625	F	362
Banks	65-74	65625	M	557
Banks	65-74	78750	F	211
Banks	65-74	78750	M	376
Banks	65-74	91875	F	144
Banks	65-74	91875	M	311
Banks	65-74	105000	F	119
Banks	65-74	105000	M	197
Banks	65-74	157500	F	121
Banks	65-74	157500	M	293
Banks	65-74	183750	F	19
Banks	65-74	183750	M	59
Banks	65-74	Inf	F	38
Banks	65-74	Inf	M	123
Banks	75-84		F	508
Banks	75-84		M	316
Banks	75-84	0	F	424
Banks	75-84	0	M	339
Banks	75-84	7875	F	156
Banks	75-84	7875	M	112
Banks	75-84	15750	F	395
Banks	75-84	15750	M	324
Banks	75-84	21000	F	993
Banks	75-84	21000	M	926
Banks	75-84	26250	F	1193
Banks	75-84	26250	M	597
Banks	75-84	34125	F	473
Banks	75-84	34125	M	385
Banks	75-84	42000	F	274
Banks	75-84	42000	M	267
Banks	75-84	52500	F	196
Banks	75-84	52500	M	219
Banks	75-84	65625	F	109
Banks	75-84	65625	M	174
Banks	75-84	78750	F	51
Banks	75-84	78750	M	92
Banks	75-84	91875	F	48
Banks	75-84	91875	M	67
Banks	75-84	105000	F	22
Banks	75-84	105000	M	41
Banks	75-84	157500	F	28
Banks	75-84	157500	M	52
Banks	75-84	183750	F	4
Banks	75-84	183750	M	18
Banks	75-84	Inf	F	17
Banks	75-84	Inf	M	34
Banks	85+		F	724
Banks	85+		M	251
Banks	85+	0	F	191
Banks	85+	0	M	137
Banks	85+	7875	F	44
Banks	85+	7875	M	42
Banks	85+	15750	F	140
Banks	85+	15750	M	136
Banks	85+	21000	F	340
Banks	85+	21000	M	423
Banks	85+	26250	F	769
Banks	85+	26250	M	325
Banks	85+	34125	F	304
Banks	85+	34125	M	137
Banks	85+	42000	F	111
Banks	85+	42000	M	95
Banks	85+	52500	F	77
Banks	85+	52500	M	61
Banks	85+	65625	F	32
Banks	85+	65625	M	37
Banks	85+	78750	F	22
Banks	85+	78750	M	20
Banks	85+	91875	F	15
Banks	85+	91875	M	10
Banks	85+	105000	F	8
Banks	85+	105000	M	11
Banks	85+	157500	F	8
Banks	85+	157500	M	10
Banks	85+	Inf	F	11
Banks	85+	Inf	M	11
Barton	15-19		F	222
Barton	15-19		M	269
Barton	15-19	0	F	2032
Barton	15-19	0	M	2432
Barton	15-19	7875	F	601
Barton	15-19	7875	M	527
Barton	15-19	15750	F	465
Barton	15-19	15750	M	402
Barton	15-19	21000	F	173
Barton	15-19	21000	M	197
Barton	15-19	26250	F	105
Barton	15-19	26250	M	146
Barton	15-19	34125	F	127
Barton	15-19	34125	M	187
Barton	15-19	42000	F	73
Barton	15-19	42000	M	121
Barton	15-19	52500	F	43
Barton	15-19	52500	M	56
Barton	15-19	65625	F	25
Barton	15-19	65625	M	34
Barton	15-19	78750	F	5
Barton	15-19	78750	M	8
Barton	15-19	91875	F	5
Barton	15-19	91875	M	3
Barton	15-19	157500	M	5
Barton	20-24		F	444
Barton	20-24		M	539
Barton	20-24	0	F	676
Barton	20-24	0	M	815
Barton	20-24	7875	F	237
Barton	20-24	7875	M	215
Barton	20-24	15750	F	463
Barton	20-24	15750	M	462
Barton	20-24	21000	F	465
Barton	20-24	21000	M	438
Barton	20-24	26250	F	527
Barton	20-24	26250	M	526
Barton	20-24	34125	F	790
Barton	20-24	34125	M	944
Barton	20-24	42000	F	799
Barton	20-24	42000	M	916
Barton	20-24	52500	F	738
Barton	20-24	52500	M	883
Barton	20-24	65625	F	638
Barton	20-24	65625	M	730
Barton	20-24	78750	F	383
Barton	20-24	78750	M	390
Barton	20-24	91875	F	159
Barton	20-24	91875	M	216
Barton	20-24	105000	F	78
Barton	20-24	105000	M	88
Barton	20-24	157500	F	35
Barton	20-24	157500	M	82
Barton	20-24	183750	F	3
Barton	20-24	183750	M	12
Barton	20-24	Inf	F	15
Barton	20-24	Inf	M	12
Barton	25-34		F	1236
Barton	25-34		M	1336
Barton	25-34	0	F	1365
Barton	25-34	0	M	781
Barton	25-34	7875	F	221
Barton	25-34	7875	M	105
Barton	25-34	15750	F	413
Barton	25-34	15750	M	268
Barton	25-34	21000	F	603
Barton	25-34	21000	M	443
Barton	25-34	26250	F	698
Barton	25-34	26250	M	559
Barton	25-34	34125	F	1252
Barton	25-34	34125	M	988
Barton	25-34	42000	F	1563
Barton	25-34	42000	M	1276
Barton	25-34	52500	F	2031
Barton	25-34	52500	M	2104
Barton	25-34	65625	F	2230
Barton	25-34	65625	M	2609
Barton	25-34	78750	F	1709
Barton	25-34	78750	M	1989
Barton	25-34	91875	F	1469
Barton	25-34	91875	M	1640
Barton	25-34	105000	F	984
Barton	25-34	105000	M	1116
Barton	25-34	157500	F	1360
Barton	25-34	157500	M	1889
Barton	25-34	183750	F	162
Barton	25-34	183750	M	364
Barton	25-34	Inf	F	166
Barton	25-34	Inf	M	345
Barton	35-44		F	782
Barton	35-44		M	853
Barton	35-44	0	F	1149
Barton	35-44	0	M	464
Barton	35-44	7875	F	259
Barton	35-44	7875	M	78
Barton	35-44	15750	F	421
Barton	35-44	15750	M	202
Barton	35-44	21000	F	552
Barton	35-44	21000	M	323
Barton	35-44	26250	F	578
Barton	35-44	26250	M	343
Barton	35-44	34125	F	815
Barton	35-44	34125	M	488
Barton	35-44	42000	F	976
Barton	35-44	42000	M	741
Barton	35-44	52500	F	1182
Barton	35-44	52500	M	1150
Barton	35-44	65625	F	1335
Barton	35-44	65625	M	1569
Barton	35-44	78750	F	1111
Barton	35-44	78750	M	1338
Barton	35-44	91875	F	1105
Barton	35-44	91875	M	1327
Barton	35-44	105000	F	831
Barton	35-44	105000	M	1001
Barton	35-44	157500	F	1638
Barton	35-44	157500	M	2317
Barton	35-44	183750	F	334
Barton	35-44	183750	M	621
Barton	35-44	Inf	F	447
Barton	35-44	Inf	M	967
Barton	45-54		F	604
Barton	45-54		M	651
Barton	45-54	0	F	986
Barton	45-54	0	M	427
Barton	45-54	7875	F	229
Barton	45-54	7875	M	68
Barton	45-54	15750	F	392
Barton	45-54	15750	M	209
Barton	45-54	21000	F	594
Barton	45-54	21000	M	360
Barton	45-54	26250	F	584
Barton	45-54	26250	M	334
Barton	45-54	34125	F	842
Barton	45-54	34125	M	450
Barton	45-54	42000	F	873
Barton	45-54	42000	M	577
Barton	45-54	52500	F	1014
Barton	45-54	52500	M	852
Barton	45-54	65625	F	1113
Barton	45-54	65625	M	1186
Barton	45-54	78750	F	819
Barton	45-54	78750	M	962
Barton	45-54	91875	F	826
Barton	45-54	91875	M	933
Barton	45-54	105000	F	657
Barton	45-54	105000	M	787
Barton	45-54	157500	F	1178
Barton	45-54	157500	M	1575
Barton	45-54	183750	F	262
Barton	45-54	183750	M	416
Barton	45-54	Inf	F	386
Barton	45-54	Inf	M	805
Barton	55-64		F	482
Barton	55-64		M	518
Barton	55-64	0	F	1407
Barton	55-64	0	M	681
Barton	55-64	7875	F	304
Barton	55-64	7875	M	168
Barton	55-64	15750	F	581
Barton	55-64	15750	M	325
Barton	55-64	21000	F	905
Barton	55-64	21000	M	638
Barton	55-64	26250	F	787
Barton	55-64	26250	M	469
Barton	55-64	34125	F	791
Barton	55-64	34125	M	596
Barton	55-64	42000	F	747
Barton	55-64	42000	M	568
Barton	55-64	52500	F	816
Barton	55-64	52500	M	854
Barton	55-64	65625	F	822
Barton	55-64	65625	M	1009
Barton	55-64	78750	F	572
Barton	55-64	78750	M	747
Barton	55-64	91875	F	484
Barton	55-64	91875	M	666
Barton	55-64	105000	F	410
Barton	55-64	105000	M	552
Barton	55-64	157500	F	577
Barton	55-64	157500	M	921
Barton	55-64	183750	F	99
Barton	55-64	183750	M	220
Barton	55-64	Inf	F	147
Barton	55-64	Inf	M	385
Barton	65-74		F	448
Barton	65-74		M	421
Barton	65-74	0	F	1133
Barton	65-74	0	M	823
Barton	65-74	7875	F	319
Barton	65-74	7875	M	241
Barton	65-74	15750	F	601
Barton	65-74	15750	M	436
Barton	65-74	21000	F	1550
Barton	65-74	21000	M	1264
Barton	65-74	26250	F	1205
Barton	65-74	26250	M	848
Barton	65-74	34125	F	695
Barton	65-74	34125	M	624
Barton	65-74	42000	F	437
Barton	65-74	42000	M	419
Barton	65-74	52500	F	364
Barton	65-74	52500	M	418
Barton	65-74	65625	F	300
Barton	65-74	65625	M	454
Barton	65-74	78750	F	192
Barton	65-74	78750	M	275
Barton	65-74	91875	F	139
Barton	65-74	91875	M	226
Barton	65-74	105000	F	88
Barton	65-74	105000	M	166
Barton	65-74	157500	F	101
Barton	65-74	157500	M	224
Barton	65-74	183750	F	25
Barton	65-74	183750	M	48
Barton	65-74	Inf	F	33
Barton	65-74	Inf	M	102
Barton	75-84		F	537
Barton	75-84		M	503
Barton	75-84	0	F	503
Barton	75-84	0	M	396
Barton	75-84	7875	F	161
Barton	75-84	7875	M	141
Barton	75-84	15750	F	353
Barton	75-84	15750	M	351
Barton	75-84	21000	F	1120
Barton	75-84	21000	M	1170
Barton	75-84	26250	F	1292
Barton	75-84	26250	M	661
Barton	75-84	34125	F	449
Barton	75-84	34125	M	336
Barton	75-84	42000	F	234
Barton	75-84	42000	M	222
Barton	75-84	52500	F	157
Barton	75-84	52500	M	171
Barton	75-84	65625	F	92
Barton	75-84	65625	M	113
Barton	75-84	78750	F	39
Barton	75-84	78750	M	76
Barton	75-84	91875	F	38
Barton	75-84	91875	M	59
Barton	75-84	105000	F	17
Barton	75-84	105000	M	24
Barton	75-84	157500	F	23
Barton	75-84	157500	M	30
Barton	75-84	183750	F	7
Barton	75-84	183750	M	20
Barton	75-84	Inf	F	20
Barton	75-84	Inf	M	31
Barton	85+		F	668
Barton	85+		M	382
Barton	85+	0	F	200
Barton	85+	0	M	185
Barton	85+	7875	F	44
Barton	85+	7875	M	59
Barton	85+	15750	F	115
Barton	85+	15750	M	129
Barton	85+	21000	F	340
Barton	85+	21000	M	446
Barton	85+	26250	F	732
Barton	85+	26250	M	328
Barton	85+	34125	F	221
Barton	85+	34125	M	114
Barton	85+	42000	F	95
Barton	85+	42000	M	75
Barton	85+	52500	F	61
Barton	85+	52500	M	52
Barton	85+	65625	F	30
Barton	85+	65625	M	32
Barton	85+	78750	F	27
Barton	85+	78750	M	18
Barton	85+	91875	F	9
Barton	85+	91875	M	25
Barton	85+	105000	F	12
Barton	85+	105000	M	8
Barton	85+	157500	F	9
Barton	85+	157500	M	19
Barton	85+	183750	M	3
Barton	85+	Inf	F	15
Barton	85+	Inf	M	7
Bennelong	15-19		F	147
Bennelong	15-19		M	156
Bennelong	15-19	0	F	2259
Bennelong	15-19	0	M	2750
Bennelong	15-19	7875	F	883
Bennelong	15-19	7875	M	746
Bennelong	15-19	15750	F	488
Bennelong	15-19	15750	M	456
Bennelong	15-19	21000	F	258
Bennelong	15-19	21000	M	196
Bennelong	15-19	26250	F	151
Bennelong	15-19	26250	M	147
Bennelong	15-19	34125	F	135
Bennelong	15-19	34125	M	168
Bennelong	15-19	42000	F	77
Bennelong	15-19	42000	M	91
Bennelong	15-19	52500	F	44
Bennelong	15-19	52500	M	64
Bennelong	15-19	65625	F	20
Bennelong	15-19	65625	M	28
Bennelong	15-19	78750	F	14
Bennelong	15-19	78750	M	9
Bennelong	15-19	91875	F	7
Bennelong	15-19	91875	M	3
Bennelong	15-19	105000	F	4
Bennelong	15-19	105000	M	3
Bennelong	20-24		F	298
Bennelong	20-24		M	285
Bennelong	20-24	0	F	784
Bennelong	20-24	0	M	921
Bennelong	20-24	7875	F	301
Bennelong	20-24	7875	M	311
Bennelong	20-24	15750	F	571
Bennelong	20-24	15750	M	563
Bennelong	20-24	21000	F	555
Bennelong	20-24	21000	M	483
Bennelong	20-24	26250	F	502
Bennelong	20-24	26250	M	412
Bennelong	20-24	34125	F	613
Bennelong	20-24	34125	M	654
Bennelong	20-24	42000	F	551
Bennelong	20-24	42000	M	611
Bennelong	20-24	52500	F	557
Bennelong	20-24	52500	M	587
Bennelong	20-24	65625	F	618
Bennelong	20-24	65625	M	619
Bennelong	20-24	78750	F	423
Bennelong	20-24	78750	M	449
Bennelong	20-24	91875	F	166
Bennelong	20-24	91875	M	225
Bennelong	20-24	105000	F	66
Bennelong	20-24	105000	M	100
Bennelong	20-24	157500	F	43
Bennelong	20-24	157500	M	112
Bennelong	20-24	183750	F	7
Bennelong	20-24	183750	M	12
Bennelong	20-24	Inf	F	4
Bennelong	20-24	Inf	M	8
Bennelong	25-34		F	832
Bennelong	25-34		M	916
Bennelong	25-34	0	F	1517
Bennelong	25-34	0	M	791
Bennelong	25-34	7875	F	253
Bennelong	25-34	7875	M	127
Bennelong	25-34	15750	F	370
Bennelong	25-34	15750	M	246
Bennelong	25-34	21000	F	531
Bennelong	25-34	21000	M	385
Bennelong	25-34	26250	F	526
Bennelong	25-34	26250	M	404
Bennelong	25-34	34125	F	876
Bennelong	25-34	34125	M	693
Bennelong	25-34	42000	F	1121
Bennelong	25-34	42000	M	860
Bennelong	25-34	52500	F	1340
Bennelong	25-34	52500	M	1270
Bennelong	25-34	65625	F	2088
Bennelong	25-34	65625	M	2016
Bennelong	25-34	78750	F	2023
Bennelong	25-34	78750	M	1867
Bennelong	25-34	91875	F	1810
Bennelong	25-34	91875	M	1797
Bennelong	25-34	105000	F	1246
Bennelong	25-34	105000	M	1299
Bennelong	25-34	157500	F	1758
Bennelong	25-34	157500	M	2406
Bennelong	25-34	183750	F	244
Bennelong	25-34	183750	M	469
Bennelong	25-34	Inf	F	231
Bennelong	25-34	Inf	M	474
Bennelong	35-44		F	654
Bennelong	35-44		M	733
Bennelong	35-44	0	F	1722
Bennelong	35-44	0	M	478
Bennelong	35-44	7875	F	396
Bennelong	35-44	7875	M	81
Bennelong	35-44	15750	F	456
Bennelong	35-44	15750	M	140
Bennelong	35-44	21000	F	527
Bennelong	35-44	21000	M	273
Bennelong	35-44	26250	F	552
Bennelong	35-44	26250	M	261
Bennelong	35-44	34125	F	878
Bennelong	35-44	34125	M	432
Bennelong	35-44	42000	F	930
Bennelong	35-44	42000	M	550
Bennelong	35-44	52500	F	1031
Bennelong	35-44	52500	M	841
Bennelong	35-44	65625	F	1379
Bennelong	35-44	65625	M	1328
Bennelong	35-44	78750	F	1334
Bennelong	35-44	78750	M	1212
Bennelong	35-44	91875	F	1312
Bennelong	35-44	91875	M	1334
Bennelong	35-44	105000	F	1091
Bennelong	35-44	105000	M	1210
Bennelong	35-44	157500	F	2396
Bennelong	35-44	157500	M	3615
Bennelong	35-44	183750	F	528
Bennelong	35-44	183750	M	1110
Bennelong	35-44	Inf	F	701
Bennelong	35-44	Inf	M	1833
Bennelong	45-54		F	439
Bennelong	45-54		M	483
Bennelong	45-54	0	F	1093
Bennelong	45-54	0	M	400
Bennelong	45-54	7875	F	300
Bennelong	45-54	7875	M	87
Bennelong	45-54	15750	F	413
Bennelong	45-54	15750	M	184
Bennelong	45-54	21000	F	542
Bennelong	45-54	21000	M	262
Bennelong	45-54	26250	F	490
Bennelong	45-54	26250	M	275
Bennelong	45-54	34125	F	683
Bennelong	45-54	34125	M	363
Bennelong	45-54	42000	F	761
Bennelong	45-54	42000	M	442
Bennelong	45-54	52500	F	907
Bennelong	45-54	52500	M	649
Bennelong	45-54	65625	F	1055
Bennelong	45-54	65625	M	886
Bennelong	45-54	78750	F	891
Bennelong	45-54	78750	M	758
Bennelong	45-54	91875	F	873
Bennelong	45-54	91875	M	882
Bennelong	45-54	105000	F	782
Bennelong	45-54	105000	M	740
Bennelong	45-54	157500	F	1545
Bennelong	45-54	157500	M	2103
Bennelong	45-54	183750	F	409
Bennelong	45-54	183750	M	759
Bennelong	45-54	Inf	F	729
Bennelong	45-54	Inf	M	1721
Bennelong	55-64		F	407
Bennelong	55-64		M	431
Bennelong	55-64	0	F	1600
Bennelong	55-64	0	M	669
Bennelong	55-64	7875	F	499
Bennelong	55-64	7875	M	203
Bennelong	55-64	15750	F	600
Bennelong	55-64	15750	M	308
Bennelong	55-64	21000	F	772
Bennelong	55-64	21000	M	472
Bennelong	55-64	26250	F	671
Bennelong	55-64	26250	M	430
Bennelong	55-64	34125	F	773
Bennelong	55-64	34125	M	525
Bennelong	55-64	42000	F	690
Bennelong	55-64	42000	M	555
Bennelong	55-64	52500	F	773
Bennelong	55-64	52500	M	733
Bennelong	55-64	65625	F	933
Bennelong	55-64	65625	M	918
Bennelong	55-64	78750	F	699
Bennelong	55-64	78750	M	731
Bennelong	55-64	91875	F	653
Bennelong	55-64	91875	M	685
Bennelong	55-64	105000	F	526
Bennelong	55-64	105000	M	612
Bennelong	55-64	157500	F	925
Bennelong	55-64	157500	M	1368
Bennelong	55-64	183750	F	224
Bennelong	55-64	183750	M	429
Bennelong	55-64	Inf	F	308
Bennelong	55-64	Inf	M	959
Bennelong	65-74		F	364
Bennelong	65-74		M	311
Bennelong	65-74	0	F	1339
Bennelong	65-74	0	M	910
Bennelong	65-74	7875	F	458
Bennelong	65-74	7875	M	321
Bennelong	65-74	15750	F	703
Bennelong	65-74	15750	M	477
Bennelong	65-74	21000	F	1146
Bennelong	65-74	21000	M	854
Bennelong	65-74	26250	F	1014
Bennelong	65-74	26250	M	668
Bennelong	65-74	34125	F	767
Bennelong	65-74	34125	M	591
Bennelong	65-74	42000	F	564
Bennelong	65-74	42000	M	484
Bennelong	65-74	52500	F	515
Bennelong	65-74	52500	M	498
Bennelong	65-74	65625	F	457
Bennelong	65-74	65625	M	581
Bennelong	65-74	78750	F	283
Bennelong	65-74	78750	M	421
Bennelong	65-74	91875	F	218
Bennelong	65-74	91875	M	329
Bennelong	65-74	105000	F	156
Bennelong	65-74	105000	M	241
Bennelong	65-74	157500	F	203
Bennelong	65-74	157500	M	446
Bennelong	65-74	183750	F	43
Bennelong	65-74	183750	M	96
Bennelong	65-74	Inf	F	76
Bennelong	65-74	Inf	M	247
Bennelong	75-84		F	354
Bennelong	75-84		M	265
Bennelong	75-84	0	F	537
Bennelong	75-84	0	M	405
Bennelong	75-84	7875	F	174
Bennelong	75-84	7875	M	137
Bennelong	75-84	15750	F	361
Bennelong	75-84	15750	M	279
Bennelong	75-84	21000	F	798
Bennelong	75-84	21000	M	652
Bennelong	75-84	26250	F	1023
Bennelong	75-84	26250	M	500
Bennelong	75-84	34125	F	515
Bennelong	75-84	34125	M	398
Bennelong	75-84	42000	F	339
Bennelong	75-84	42000	M	282
Bennelong	75-84	52500	F	249
Bennelong	75-84	52500	M	217
Bennelong	75-84	65625	F	165
Bennelong	75-84	65625	M	240
Bennelong	75-84	78750	F	68
Bennelong	75-84	78750	M	135
Bennelong	75-84	91875	F	45
Bennelong	75-84	91875	M	90
Bennelong	75-84	105000	F	27
Bennelong	75-84	105000	M	78
Bennelong	75-84	157500	F	31
Bennelong	75-84	157500	M	79
Bennelong	75-84	183750	F	11
Bennelong	75-84	183750	M	26
Bennelong	75-84	Inf	F	25
Bennelong	75-84	Inf	M	49
Bennelong	85+		F	446
Bennelong	85+		M	209
Bennelong	85+	0	F	200
Bennelong	85+	0	M	132
Bennelong	85+	7875	F	68
Bennelong	85+	7875	M	42
Bennelong	85+	15750	F	159
Bennelong	85+	15750	M	137
Bennelong	85+	21000	F	326
Bennelong	85+	21000	M	345
Bennelong	85+	26250	F	729
Bennelong	85+	26250	M	320
Bennelong	85+	34125	F	314
Bennelong	85+	34125	M	172
Bennelong	85+	42000	F	141
Bennelong	85+	42000	M	102
Bennelong	85+	52500	F	112
Bennelong	85+	52500	M	76
Bennelong	85+	65625	F	69
Bennelong	85+	65625	M	79
Bennelong	85+	78750	F	38
Bennelong	85+	78750	M	38
Bennelong	85+	91875	F	30
Bennelong	85+	91875	M	26
Bennelong	85+	105000	F	22
Bennelong	85+	105000	M	17
Bennelong	85+	157500	F	18
Bennelong	85+	157500	M	22
Bennelong	85+	183750	F	7
Bennelong	85+	183750	M	3
Bennelong	85+	Inf	F	15
Bennelong	85+	Inf	M	12
Berowra	15-19		F	120
Berowra	15-19		M	165
Berowra	15-19	0	F	2475
Berowra	15-19	0	M	2924
Berowra	15-19	7875	F	1125
Berowra	15-19	7875	M	949
Berowra	15-19	15750	F	578
Berowra	15-19	15750	M	503
Berowra	15-19	21000	F	277
Berowra	15-19	21000	M	225
Berowra	15-19	26250	F	182
Berowra	15-19	26250	M	188
Berowra	15-19	34125	F	143
Berowra	15-19	34125	M	283
Berowra	15-19	42000	F	94
Berowra	15-19	42000	M	154
Berowra	15-19	52500	F	50
Berowra	15-19	52500	M	91
Berowra	15-19	65625	F	20
Berowra	15-19	65625	M	41
Berowra	15-19	78750	F	3
Berowra	15-19	78750	M	7
Berowra	15-19	91875	M	4
Berowra	20-24		F	138
Berowra	20-24		M	147
Berowra	20-24	0	F	317
Berowra	20-24	0	M	518
Berowra	20-24	7875	F	241
Berowra	20-24	7875	M	243
Berowra	20-24	15750	F	439
Berowra	20-24	15750	M	429
Berowra	20-24	21000	F	407
Berowra	20-24	21000	M	358
Berowra	20-24	26250	F	357
Berowra	20-24	26250	M	309
Berowra	20-24	34125	F	447
Berowra	20-24	34125	M	472
Berowra	20-24	42000	F	383
Berowra	20-24	42000	M	481
Berowra	20-24	52500	F	416
Berowra	20-24	52500	M	511
Berowra	20-24	65625	F	439
Berowra	20-24	65625	M	494
Berowra	20-24	78750	F	317
Berowra	20-24	78750	M	350
Berowra	20-24	91875	F	127
Berowra	20-24	91875	M	200
Berowra	20-24	105000	F	50
Berowra	20-24	105000	M	64
Berowra	20-24	157500	F	25
Berowra	20-24	157500	M	67
Berowra	20-24	183750	F	7
Berowra	20-24	183750	M	13
Berowra	20-24	Inf	F	3
Berowra	20-24	Inf	M	3
Berowra	25-34		F	231
