CED_NAME21	Landlord	Rent.min	occupied_private_dwellings_being_rented
Newcastle	Person not in same household	11812	312
Newcastle	Person not in same household	14437	608
Newcastle	Person not in same household	18375	1135
Newcastle	Person not in same household	23625	675
Newcastle	Person not in same household	28875	258
Newcastle	Person not in same household	34125	89
Newcastle	Person not in same household	39375	49
Newcastle	Person not in same household	44625	26
Newcastle	Person not in same household	49875	44
Newcastle	Real estate agent	52	15
Newcastle	Real estate agent	3937	3
Newcastle	Real estate agent	5250	56
Newcastle	Real estate agent	7875	232
Newcastle	Real estate agent	10500	252
Newcastle	Real estate agent	11812	598
Newcastle	Real estate agent	14437	1731
Newcastle	Real estate agent	18375	5140
Newcastle	Real estate agent	23625	4318
Newcastle	Real estate agent	28875	1829
Newcastle	Real estate agent	34125	663
Newcastle	Real estate agent	39375	282
Newcastle	Real estate agent	44625	122
Newcastle	Real estate agent	49875	160
Newcastle	State or territory housing authority	52	104
Newcastle	State or territory housing authority	3937	193
Newcastle	State or territory housing authority	5250	1370
Newcastle	State or territory housing authority	7875	393
Newcastle	State or territory housing authority	10500	162
Newcastle	State or territory housing authority	11812	210
Newcastle	State or territory housing authority	14437	154
Newcastle	State or territory housing authority	18375	118
Newcastle	State or territory housing authority	23625	26
Newcastle	State or territory housing authority	28875	5
Newcastle	State or territory housing authority	44625	5
North Sydney		7875	3
North Sydney		18375	3
North Sydney		23625	6
North Sydney		28875	8
North Sydney		34125	5
North Sydney	(Other)	5250	5
North Sydney	(Other)	7875	3
North Sydney	(Other)	10500	11
North Sydney	(Other)	11812	37
North Sydney	(Other)	14437	17
North Sydney	(Other)	18375	25
North Sydney	(Other)	23625	48
North Sydney	(Other)	28875	26
North Sydney	(Other)	34125	24
North Sydney	(Other)	39375	29
North Sydney	(Other)	44625	5
North Sydney	(Other)	49875	18
North Sydney	Co-op/church group etc	52	13
North Sydney	Co-op/church group etc	3937	29
North Sydney	Co-op/church group etc	5250	123
North Sydney	Co-op/church group etc	7875	216
North Sydney	Co-op/church group etc	10500	68
North Sydney	Co-op/church group etc	11812	62
North Sydney	Co-op/church group etc	14437	38
North Sydney	Co-op/church group etc	18375	53
North Sydney	Co-op/church group etc	23625	31
North Sydney	Co-op/church group etc	28875	8
North Sydney	Co-op/church group etc	49875	3
North Sydney	Person not in same household	52	20
North Sydney	Person not in same household	3937	7
North Sydney	Person not in same household	5250	44
North Sydney	Person not in same household	7875	56
North Sydney	Person not in same household	10500	70
North Sydney	Person not in same household	11812	120
North Sydney	Person not in same household	14437	208
North Sydney	Person not in same household	18375	380
North Sydney	Person not in same household	23625	578
North Sydney	Person not in same household	28875	524
North Sydney	Person not in same household	34125	351
North Sydney	Person not in same household	39375	242
North Sydney	Person not in same household	44625	157
North Sydney	Person not in same household	49875	350
North Sydney	Real estate agent	52	22
North Sydney	Real estate agent	3937	3
North Sydney	Real estate agent	5250	18
North Sydney	Real estate agent	7875	32
North Sydney	Real estate agent	10500	32
North Sydney	Real estate agent	11812	153
North Sydney	Real estate agent	14437	564
North Sydney	Real estate agent	18375	3188
North Sydney	Real estate agent	23625	5448
North Sydney	Real estate agent	28875	4813
North Sydney	Real estate agent	34125	2971
North Sydney	Real estate agent	39375	2079
North Sydney	Real estate agent	44625	1248
North Sydney	Real estate agent	49875	2551
North Sydney	State or territory housing authority	52	27
North Sydney	State or territory housing authority	3937	21
North Sydney	State or territory housing authority	5250	196
North Sydney	State or territory housing authority	7875	245
North Sydney	State or territory housing authority	10500	70
North Sydney	State or territory housing authority	11812	84
North Sydney	State or territory housing authority	14437	55
North Sydney	State or territory housing authority	18375	38
North Sydney	State or territory housing authority	23625	29
North Sydney	State or territory housing authority	28875	3
Page		52	3
Page		5250	12
Page		7875	16
Page		10500	14
Page		11812	24
Page		14437	16
Page		18375	15
Page		23625	6
Page	(Other)	52	24
Page	(Other)	3937	10
Page	(Other)	5250	83
Page	(Other)	7875	128
Page	(Other)	10500	114
Page	(Other)	11812	129
Page	(Other)	14437	113
Page	(Other)	18375	84
Page	(Other)	23625	26
Page	(Other)	28875	9
Page	(Other)	49875	11
Page	Co-op/church group etc	52	12
Page	Co-op/church group etc	3937	5
Page	Co-op/church group etc	5250	67
Page	Co-op/church group etc	7875	236
Page	Co-op/church group etc	10500	86
Page	Co-op/church group etc	11812	98
Page	Co-op/church group etc	14437	57
Page	Co-op/church group etc	18375	52
Page	Co-op/church group etc	23625	14
Page	Co-op/church group etc	39375	5
Page	Person not in same household	52	45
Page	Person not in same household	3937	31
Page	Person not in same household	5250	225
Page	Person not in same household	7875	370
Page	Person not in same household	10500	398
Page	Person not in same household	11812	662
Page	Person not in same household	14437	1127
Page	Person not in same household	18375	992
Page	Person not in same household	23625	330
Page	Person not in same household	28875	99
Page	Person not in same household	34125	25
Page	Person not in same household	39375	10
Page	Person not in same household	44625	4
Page	Person not in same household	49875	14
Page	Real estate agent	52	7
Page	Real estate agent	3937	10
Page	Real estate agent	5250	44
Page	Real estate agent	7875	259
Page	Real estate agent	10500	326
Page	Real estate agent	11812	937
Page	Real estate agent	14437	2089
Page	Real estate agent	18375	2779
Page	Real estate agent	23625	1241
Page	Real estate agent	28875	479
Page	Real estate agent	34125	129
Page	Real estate agent	39375	30
Page	Real estate agent	44625	7
Page	Real estate agent	49875	13
Page	State or territory housing authority	52	20
Page	State or territory housing authority	3937	37
Page	State or territory housing authority	5250	377
Page	State or territory housing authority	7875	214
Page	State or territory housing authority	10500	90
Page	State or territory housing authority	11812	104
Page	State or territory housing authority	14437	81
Page	State or territory housing authority	18375	32
Page	State or territory housing authority	23625	7
Page	State or territory housing authority	34125	3
Parkes		52	3
Parkes		3937	13
Parkes		5250	22
Parkes		7875	31
Parkes		10500	15
Parkes		11812	18
Parkes		14437	12
Parkes		18375	9
Parkes		23625	3
Parkes	(Other)	52	300
Parkes	(Other)	3937	109
Parkes	(Other)	5250	181
Parkes	(Other)	7875	226
Parkes	(Other)	10500	112
Parkes	(Other)	11812	106
Parkes	(Other)	14437	97
Parkes	(Other)	18375	108
Parkes	(Other)	23625	22
Parkes	(Other)	34125	4
Parkes	(Other)	39375	4
Parkes	(Other)	49875	6
Parkes	Co-op/church group etc	52	39
Parkes	Co-op/church group etc	3937	55
Parkes	Co-op/church group etc	5250	149
Parkes	Co-op/church group etc	7875	360
Parkes	Co-op/church group etc	10500	141
Parkes	Co-op/church group etc	11812	119
Parkes	Co-op/church group etc	14437	69
Parkes	Co-op/church group etc	18375	39
Parkes	Co-op/church group etc	23625	8
Parkes	Person not in same household	52	82
Parkes	Person not in same household	3937	54
Parkes	Person not in same household	5250	393
Parkes	Person not in same household	7875	598
Parkes	Person not in same household	10500	567
Parkes	Person not in same household	11812	635
Parkes	Person not in same household	14437	635
Parkes	Person not in same household	18375	421
Parkes	Person not in same household	23625	83
Parkes	Person not in same household	28875	24
Parkes	Person not in same household	34125	4
Parkes	Person not in same household	39375	8
Parkes	Person not in same household	44625	5
Parkes	Person not in same household	49875	17
Parkes	Real estate agent	52	24
Parkes	Real estate agent	3937	19
Parkes	Real estate agent	5250	176
Parkes	Real estate agent	7875	820
Parkes	Real estate agent	10500	677
Parkes	Real estate agent	11812	1382
Parkes	Real estate agent	14437	1876
Parkes	Real estate agent	18375	1818
Parkes	Real estate agent	23625	430
Parkes	Real estate agent	28875	76
Parkes	Real estate agent	34125	17
Parkes	Real estate agent	39375	8
Parkes	Real estate agent	44625	4
Parkes	Real estate agent	49875	15
Parkes	State or territory housing authority	52	138
Parkes	State or territory housing authority	3937	113
Parkes	State or territory housing authority	5250	410
Parkes	State or territory housing authority	7875	521
Parkes	State or territory housing authority	10500	261
Parkes	State or territory housing authority	11812	283
Parkes	State or territory housing authority	14437	97
Parkes	State or territory housing authority	18375	49
Parkes	State or territory housing authority	23625	11
Parkes	State or territory housing authority	28875	5
Parramatta		5250	6
Parramatta		7875	12
Parramatta		10500	3
Parramatta		11812	10
Parramatta		14437	20
Parramatta		18375	24
Parramatta		23625	15
Parramatta		28875	3
Parramatta		49875	4
Parramatta	(Other)	52	4
Parramatta	(Other)	3937	3
Parramatta	(Other)	5250	31
Parramatta	(Other)	7875	24
Parramatta	(Other)	10500	13
Parramatta	(Other)	11812	90
Parramatta	(Other)	14437	77
Parramatta	(Other)	18375	171
Parramatta	(Other)	23625	131
Parramatta	(Other)	28875	58
Parramatta	(Other)	34125	21
Parramatta	(Other)	39375	4
Parramatta	(Other)	44625	3
Parramatta	(Other)	49875	12
Parramatta	Co-op/church group etc	52	13
Parramatta	Co-op/church group etc	3937	18
Parramatta	Co-op/church group etc	5250	112
Parramatta	Co-op/church group etc	7875	198
Parramatta	Co-op/church group etc	10500	133
Parramatta	Co-op/church group etc	11812	137
Parramatta	Co-op/church group etc	14437	145
Parramatta	Co-op/church group etc	18375	154
Parramatta	Co-op/church group etc	23625	28
Parramatta	Co-op/church group etc	28875	8
Parramatta	Co-op/church group etc	34125	3
Parramatta	Co-op/church group etc	39375	3
Parramatta	Person not in same household	52	15
Parramatta	Person not in same household	3937	6
Parramatta	Person not in same household	5250	67
Parramatta	Person not in same household	7875	140
Parramatta	Person not in same household	10500	138
Parramatta	Person not in same household	11812	170
Parramatta	Person not in same household	14437	389
Parramatta	Person not in same household	18375	911
Parramatta	Person not in same household	23625	759
Parramatta	Person not in same household	28875	302
Parramatta	Person not in same household	34125	102
Parramatta	Person not in same household	39375	38
Parramatta	Person not in same household	44625	32
Parramatta	Person not in same household	49875	32
Parramatta	Real estate agent	52	18
Parramatta	Real estate agent	3937	9
Parramatta	Real estate agent	5250	67
Parramatta	Real estate agent	7875	121
Parramatta	Real estate agent	10500	140
Parramatta	Real estate agent	11812	439
Parramatta	Real estate agent	14437	2636
Parramatta	Real estate agent	18375	10081
Parramatta	Real estate agent	23625	8438
Parramatta	Real estate agent	28875	2711
Parramatta	Real estate agent	34125	832
Parramatta	Real estate agent	39375	345
Parramatta	Real estate agent	44625	104
Parramatta	Real estate agent	49875	95
Parramatta	State or territory housing authority	52	130
Parramatta	State or territory housing authority	3937	317
Parramatta	State or territory housing authority	5250	1588
Parramatta	State or territory housing authority	7875	630
Parramatta	State or territory housing authority	10500	282
Parramatta	State or territory housing authority	11812	288
Parramatta	State or territory housing authority	14437	214
Parramatta	State or territory housing authority	18375	205
Parramatta	State or territory housing authority	23625	109
Parramatta	State or territory housing authority	28875	18
Paterson		5250	4
Paterson		7875	4
Paterson		10500	9
Paterson		11812	16
Paterson		14437	8
Paterson		18375	17
Paterson		34125	3
Paterson		49875	5
Paterson	(Other)	52	5
Paterson	(Other)	3937	17
Paterson	(Other)	5250	58
Paterson	(Other)	7875	106
Paterson	(Other)	10500	28
Paterson	(Other)	11812	480
Paterson	(Other)	14437	169
Paterson	(Other)	18375	98
Paterson	(Other)	23625	39
Paterson	(Other)	28875	10
Paterson	(Other)	34125	3
Paterson	(Other)	49875	3
Paterson	Co-op/church group etc	52	4
Paterson	Co-op/church group etc	3937	6
Paterson	Co-op/church group etc	5250	97
Paterson	Co-op/church group etc	7875	233
Paterson	Co-op/church group etc	10500	69
Paterson	Co-op/church group etc	11812	139
Paterson	Co-op/church group etc	14437	155
Paterson	Co-op/church group etc	18375	78
Paterson	Co-op/church group etc	23625	9
Paterson	Person not in same household	52	24
Paterson	Person not in same household	3937	11
Paterson	Person not in same household	5250	73
Paterson	Person not in same household	7875	133
Paterson	Person not in same household	10500	194
Paterson	Person not in same household	11812	280
Paterson	Person not in same household	14437	672
Paterson	Person not in same household	18375	775
Paterson	Person not in same household	23625	258
Paterson	Person not in same household	28875	58
Paterson	Person not in same household	34125	13
Paterson	Person not in same household	39375	9
Paterson	Person not in same household	49875	13
Paterson	Real estate agent	52	9
Paterson	Real estate agent	5250	40
Paterson	Real estate agent	7875	132
Paterson	Real estate agent	10500	213
Paterson	Real estate agent	11812	595
Paterson	Real estate agent	14437	2246
Paterson	Real estate agent	18375	5210
Paterson	Real estate agent	23625	2934
Paterson	Real estate agent	28875	621
Paterson	Real estate agent	34125	148
Paterson	Real estate agent	39375	32
Paterson	Real estate agent	44625	10
Paterson	Real estate agent	49875	15
Paterson	State or territory housing authority	52	19
Paterson	State or territory housing authority	3937	20
Paterson	State or territory housing authority	5250	189
Paterson	State or territory housing authority	7875	462
Paterson	State or territory housing authority	10500	175
Paterson	State or territory housing authority	11812	302
Paterson	State or territory housing authority	14437	332
Paterson	State or territory housing authority	18375	233
Paterson	State or territory housing authority	23625	19
Paterson	State or territory housing authority	28875	8
Paterson	State or territory housing authority	34125	3
Reid		5250	6
Reid		7875	4
Reid		14437	5
Reid		18375	9
Reid		23625	13
Reid		28875	12
Reid		34125	3
Reid		39375	4
Reid		49875	3
Reid	(Other)	52	3
Reid	(Other)	3937	10
Reid	(Other)	5250	113
Reid	(Other)	7875	41
Reid	(Other)	10500	40
Reid	(Other)	11812	91
Reid	(Other)	14437	64
Reid	(Other)	18375	92
Reid	(Other)	23625	144
Reid	(Other)	28875	87
Reid	(Other)	34125	40
Reid	(Other)	39375	18
Reid	(Other)	44625	5
Reid	(Other)	49875	18
Reid	Co-op/church group etc	52	10
Reid	Co-op/church group etc	3937	17
Reid	Co-op/church group etc	5250	55
Reid	Co-op/church group etc	7875	114
Reid	Co-op/church group etc	10500	24
Reid	Co-op/church group etc	11812	30
Reid	Co-op/church group etc	14437	21
Reid	Co-op/church group etc	18375	61
Reid	Co-op/church group etc	23625	29
Reid	Co-op/church group etc	28875	15
Reid	Co-op/church group etc	34125	4
Reid	Co-op/church group etc	39375	3
Reid	Person not in same household	52	8
Reid	Person not in same household	3937	5
Reid	Person not in same household	5250	56
Reid	Person not in same household	7875	138
Reid	Person not in same household	10500	130
Reid	Person not in same household	11812	161
Reid	Person not in same household	14437	239
Reid	Person not in same household	18375	534
Reid	Person not in same household	23625	754
Reid	Person not in same household	28875	489
Reid	Person not in same household	34125	288
Reid	Person not in same household	39375	164
Reid	Person not in same household	44625	58
Reid	Person not in same household	49875	115
Reid	Real estate agent	52	15
Reid	Real estate agent	3937	6
Reid	Real estate agent	5250	85
Reid	Real estate agent	7875	103
Reid	Real estate agent	10500	114
Reid	Real estate agent	11812	275
Reid	Real estate agent	14437	824
Reid	Real estate agent	18375	4797
Reid	Real estate agent	23625	9074
Reid	Real estate agent	28875	6114
Reid	Real estate agent	34125	2894
Reid	Real estate agent	39375	1411
Reid	Real estate agent	44625	648
Reid	Real estate agent	49875	878
Reid	State or territory housing authority	52	38
Reid	State or territory housing authority	3937	67
Reid	State or territory housing authority	5250	535
Reid	State or territory housing authority	7875	166
Reid	State or territory housing authority	10500	76
Reid	State or territory housing authority	11812	73
Reid	State or territory housing authority	14437	56
Reid	State or territory housing authority	18375	47
Reid	State or territory housing authority	23625	33
Reid	State or territory housing authority	28875	9
Reid	State or territory housing authority	34125	4
Reid	State or territory housing authority	39375	5
Reid	State or territory housing authority	44625	3
Richmond		5250	15
Richmond		7875	6
Richmond		10500	5
Richmond		11812	11
Richmond		14437	13
Richmond		18375	14
Richmond		23625	8
Richmond		28875	13
Richmond	(Other)	52	15
Richmond	(Other)	3937	4
Richmond	(Other)	5250	60
Richmond	(Other)	7875	129
Richmond	(Other)	10500	70
Richmond	(Other)	11812	132
Richmond	(Other)	14437	139
Richmond	(Other)	18375	193
Richmond	(Other)	23625	112
Richmond	(Other)	28875	31
Richmond	(Other)	34125	11
Richmond	(Other)	39375	13
Richmond	(Other)	44625	5
Richmond	(Other)	49875	9
Richmond	Co-op/church group etc	52	7
Richmond	Co-op/church group etc	3937	3
Richmond	Co-op/church group etc	5250	63
Richmond	Co-op/church group etc	7875	147
Richmond	Co-op/church group etc	10500	47
Richmond	Co-op/church group etc	11812	59
Richmond	Co-op/church group etc	14437	66
Richmond	Co-op/church group etc	18375	51
Richmond	Co-op/church group etc	23625	25
Richmond	Co-op/church group etc	28875	3
Richmond	Co-op/church group etc	34125	4
Richmond	Person not in same household	52	26
Richmond	Person not in same household	3937	12
Richmond	Person not in same household	5250	95
Richmond	Person not in same household	7875	170
Richmond	Person not in same household	10500	248
Richmond	Person not in same household	11812	376
Richmond	Person not in same household	14437	657
Richmond	Person not in same household	18375	1106
Richmond	Person not in same household	23625	829
Richmond	Person not in same household	28875	499
Richmond	Person not in same household	34125	269
Richmond	Person not in same household	39375	165
Richmond	Person not in same household	44625	73
Richmond	Person not in same household	49875	138
Richmond	Real estate agent	52	11
Richmond	Real estate agent	3937	6
Richmond	Real estate agent	5250	17
Richmond	Real estate agent	7875	40
Richmond	Real estate agent	10500	52
Richmond	Real estate agent	11812	198
Richmond	Real estate agent	14437	775
Richmond	Real estate agent	18375	2152
Richmond	Real estate agent	23625	2008
Richmond	Real estate agent	28875	1531
Richmond	Real estate agent	34125	965
Richmond	Real estate agent	39375	448
Richmond	Real estate agent	44625	261
Richmond	Real estate agent	49875	300
Richmond	State or territory housing authority	52	31
Richmond	State or territory housing authority	3937	46
Richmond	State or territory housing authority	5250	592
Richmond	State or territory housing authority	7875	221
Richmond	State or territory housing authority	10500	96
Richmond	State or territory housing authority	11812	133
Richmond	State or territory housing authority	14437	86
Richmond	State or territory housing authority	18375	61
Richmond	State or territory housing authority	23625	20
Richmond	State or territory housing authority	28875	11
Richmond	State or territory housing authority	34125	4
Richmond	State or territory housing authority	39375	4
Riverina		52	3
Riverina		3937	3
Riverina		5250	18
Riverina		7875	20
Riverina		10500	12
Riverina		11812	13
Riverina		14437	6
Riverina		18375	6
Riverina		23625	3
Riverina	(Other)	52	49
Riverina	(Other)	3937	15
Riverina	(Other)	5250	97
Riverina	(Other)	7875	99
Riverina	(Other)	10500	70
Riverina	(Other)	11812	266
Riverina	(Other)	14437	131
Riverina	(Other)	18375	59
Riverina	(Other)	23625	8
Riverina	(Other)	28875	8
Riverina	(Other)	34125	3
Riverina	(Other)	49875	6
Riverina	Co-op/church group etc	52	27
Riverina	Co-op/church group etc	3937	31
Riverina	Co-op/church group etc	5250	108
Riverina	Co-op/church group etc	7875	132
Riverina	Co-op/church group etc	10500	57
Riverina	Co-op/church group etc	11812	51
Riverina	Co-op/church group etc	14437	22
Riverina	Co-op/church group etc	18375	12
Riverina	Co-op/church group etc	23625	5
Riverina	Co-op/church group etc	34125	3
Riverina	Person not in same household	52	85
Riverina	Person not in same household	3937	50
Riverina	Person not in same household	5250	313
Riverina	Person not in same household	7875	511
Riverina	Person not in same household	10500	549
Riverina	Person not in same household	11812	668
Riverina	Person not in same household	14437	713
Riverina	Person not in same household	18375	378
Riverina	Person not in same household	23625	85
Riverina	Person not in same household	28875	24
Riverina	Person not in same household	34125	6
Riverina	Person not in same household	39375	8
Riverina	Person not in same household	44625	4
Riverina	Person not in same household	49875	12
Riverina	Real estate agent	52	27
Riverina	Real estate agent	3937	23
Riverina	Real estate agent	5250	190
Riverina	Real estate agent	7875	972
Riverina	Real estate agent	10500	819
Riverina	Real estate agent	11812	1799
Riverina	Real estate agent	14437	2799
Riverina	Real estate agent	18375	1991
Riverina	Real estate agent	23625	564
Riverina	Real estate agent	28875	86
Riverina	Real estate agent	34125	17
Riverina	Real estate agent	39375	9
Riverina	Real estate agent	44625	5
Riverina	Real estate agent	49875	10
Riverina	State or territory housing authority	52	61
Riverina	State or territory housing authority	3937	132
Riverina	State or territory housing authority	5250	599
Riverina	State or territory housing authority	7875	415
Riverina	State or territory housing authority	10500	187
Riverina	State or territory housing authority	11812	219
Riverina	State or territory housing authority	14437	67
Riverina	State or territory housing authority	18375	18
Riverina	State or territory housing authority	23625	8
Robertson		5250	3
Robertson		7875	9
Robertson		10500	9
Robertson		11812	9
Robertson		14437	4
Robertson		18375	7
Robertson		23625	7
Robertson		28875	3
Robertson	(Other)	52	6
Robertson	(Other)	5250	28
Robertson	(Other)	7875	75
Robertson	(Other)	10500	30
Robertson	(Other)	11812	29
Robertson	(Other)	14437	52
Robertson	(Other)	18375	60
Robertson	(Other)	23625	19
Robertson	(Other)	28875	9
Robertson	(Other)	34125	5
Robertson	(Other)	39375	4
Robertson	(Other)	49875	3
Robertson	Co-op/church group etc	52	3
Robertson	Co-op/church group etc	3937	12
Robertson	Co-op/church group etc	5250	48
Robertson	Co-op/church group etc	7875	161
Robertson	Co-op/church group etc	10500	68
Robertson	Co-op/church group etc	11812	60
Robertson	Co-op/church group etc	14437	39
Robertson	Co-op/church group etc	18375	36
Robertson	Co-op/church group etc	23625	7
Robertson	Co-op/church group etc	28875	3
Robertson	Person not in same household	52	17
Robertson	Person not in same household	3937	13
Robertson	Person not in same household	5250	54
Robertson	Person not in same household	7875	101
Robertson	Person not in same household	10500	114
Robertson	Person not in same household	11812	182
Robertson	Person not in same household	14437	417
Robertson	Person not in same household	18375	712
Robertson	Person not in same household	23625	412
Robertson	Person not in same household	28875	167
Robertson	Person not in same household	34125	63
Robertson	Person not in same household	39375	38
Robertson	Person not in same household	44625	24
Robertson	Person not in same household	49875	13
Robertson	Real estate agent	52	10
Robertson	Real estate agent	3937	5
Robertson	Real estate agent	5250	15
Robertson	Real estate agent	7875	70
Robertson	Real estate agent	10500	108
Robertson	Real estate agent	11812	327
Robertson	Real estate agent	14437	1274
Robertson	Real estate agent	18375	4207
Robertson	Real estate agent	23625	2860
Robertson	Real estate agent	28875	1295
Robertson	Real estate agent	34125	564
Robertson	Real estate agent	39375	261
Robertson	Real estate agent	44625	127
Robertson	Real estate agent	49875	126
Robertson	State or territory housing authority	52	39
Robertson	State or territory housing authority	3937	96
Robertson	State or territory housing authority	5250	619
Robertson	State or territory housing authority	7875	245
Robertson	State or territory housing authority	10500	103
Robertson	State or territory housing authority	11812	105
Robertson	State or territory housing authority	14437	72
Robertson	State or territory housing authority	18375	112
Robertson	State or territory housing authority	23625	21
Shortland		5250	5
Shortland		7875	4
Shortland		10500	8
Shortland		11812	7
Shortland		14437	12
Shortland		18375	11
Shortland	(Other)	52	8
Shortland	(Other)	5250	21
Shortland	(Other)	7875	85
Shortland	(Other)	10500	30
Shortland	(Other)	11812	23
Shortland	(Other)	14437	44
Shortland	(Other)	18375	55
Shortland	(Other)	23625	17
Shortland	(Other)	28875	3
Shortland	(Other)	49875	4
Shortland	Co-op/church group etc	52	6
Shortland	Co-op/church group etc	3937	5
Shortland	Co-op/church group etc	5250	34
Shortland	Co-op/church group etc	7875	116
Shortland	Co-op/church group etc	10500	33
Shortland	Co-op/church group etc	11812	33
Shortland	Co-op/church group etc	14437	42
Shortland	Co-op/church group etc	18375	26
Shortland	Co-op/church group etc	23625	10
Shortland	Person not in same household	52	20
Shortland	Person not in same household	3937	10
Shortland	Person not in same household	5250	50
Shortland	Person not in same household	7875	113
Shortland	Person not in same household	10500	131
Shortland	Person not in same household	11812	210
Shortland	Person not in same household	14437	480
Shortland	Person not in same household	18375	799
Shortland	Person not in same household	23625	331
Shortland	Person not in same household	28875	97
Shortland	Person not in same household	34125	40
Shortland	Person not in same household	39375	14
Shortland	Person not in same household	49875	6
Shortland	Real estate agent	52	5
Shortland	Real estate agent	3937	3
Shortland	Real estate agent	5250	14
Shortland	Real estate agent	7875	86
Shortland	Real estate agent	10500	128
Shortland	Real estate agent	11812	352
Shortland	Real estate agent	14437	1104
Shortland	Real estate agent	18375	3509
Shortland	Real estate agent	23625	1887
Shortland	Real estate agent	28875	664
Shortland	Real estate agent	34125	264
Shortland	Real estate agent	39375	64
Shortland	Real estate agent	44625	28
Shortland	Real estate agent	49875	26
Shortland	State or territory housing authority	52	40
Shortland	State or territory housing authority	3937	81
Shortland	State or territory housing authority	5250	749
Shortland	State or territory housing authority	7875	440
Shortland	State or territory housing authority	10500	145
Shortland	State or territory housing authority	11812	192
Shortland	State or territory housing authority	14437	218
Shortland	State or territory housing authority	18375	113
Shortland	State or territory housing authority	23625	23
Shortland	State or territory housing authority	28875	4
Sydney		3937	4
Sydney		5250	14
Sydney		7875	3
Sydney		10500	5
Sydney		11812	5
Sydney		14437	4
Sydney		18375	7
Sydney		23625	11
Sydney		28875	12
Sydney		34125	5
Sydney		39375	3
Sydney	(Other)	52	9
Sydney	(Other)	3937	4
Sydney	(Other)	5250	18
Sydney	(Other)	7875	39
Sydney	(Other)	10500	37
Sydney	(Other)	11812	79
Sydney	(Other)	14437	104
Sydney	(Other)	18375	120
Sydney	(Other)	23625	132
Sydney	(Other)	28875	115
Sydney	(Other)	34125	93
Sydney	(Other)	39375	46
Sydney	(Other)	44625	29
Sydney	(Other)	49875	25
Sydney	Co-op/church group etc	52	21
Sydney	Co-op/church group etc	3937	42
Sydney	Co-op/church group etc	5250	164
Sydney	Co-op/church group etc	7875	306
Sydney	Co-op/church group etc	10500	112
Sydney	Co-op/church group etc	11812	126
Sydney	Co-op/church group etc	14437	159
Sydney	Co-op/church group etc	18375	240
Sydney	Co-op/church group etc	23625	95
Sydney	Co-op/church group etc	28875	47
Sydney	Co-op/church group etc	34125	10
Sydney	Co-op/church group etc	39375	8
Sydney	Co-op/church group etc	44625	5
Sydney	Person not in same household	52	15
Sydney	Person not in same household	3937	9
Sydney	Person not in same household	5250	73
Sydney	Person not in same household	7875	144
Sydney	Person not in same household	10500	172
Sydney	Person not in same household	11812	287
Sydney	Person not in same household	14437	519
Sydney	Person not in same household	18375	753
Sydney	Person not in same household	23625	1017
Sydney	Person not in same household	28875	877
Sydney	Person not in same household	34125	727
Sydney	Person not in same household	39375	469
Sydney	Person not in same household	44625	283
Sydney	Person not in same household	49875	558
Sydney	Real estate agent	52	35
Sydney	Real estate agent	3937	8
Sydney	Real estate agent	5250	51
Sydney	Real estate agent	7875	126
Sydney	Real estate agent	10500	137
Sydney	Real estate agent	11812	495
Sydney	Real estate agent	14437	1680
Sydney	Real estate agent	18375	5036
Sydney	Real estate agent	23625	9278
Sydney	Real estate agent	28875	9935
Sydney	Real estate agent	34125	7761
Sydney	Real estate agent	39375	4329
Sydney	Real estate agent	44625	2216
Sydney	Real estate agent	49875	3805
Sydney	State or territory housing authority	52	217
Sydney	State or territory housing authority	3937	588
Sydney	State or territory housing authority	5250	2622
Sydney	State or territory housing authority	7875	728
Sydney	State or territory housing authority	10500	297
Sydney	State or territory housing authority	11812	291
Sydney	State or territory housing authority	14437	195
Sydney	State or territory housing authority	18375	196
Sydney	State or territory housing authority	23625	89
Sydney	State or territory housing authority	28875	32
Sydney	State or territory housing authority	34125	34
Sydney	State or territory housing authority	39375	9
Sydney	State or territory housing authority	44625	7
Sydney	State or territory housing authority	49875	11
Warringah		3937	6
Warringah		5250	9
Warringah		10500	3
Warringah		18375	8
Warringah		23625	3
Warringah		28875	6
Warringah		34125	6
Warringah		39375	4
Warringah		49875	6
Warringah	(Other)	5250	3
Warringah	(Other)	7875	8
Warringah	(Other)	10500	7
Warringah	(Other)	11812	13
Warringah	(Other)	14437	17
Warringah	(Other)	18375	26
Warringah	(Other)	23625	32
Warringah	(Other)	28875	23
Warringah	(Other)	34125	10
Warringah	(Other)	39375	5
Warringah	(Other)	44625	7
Warringah	(Other)	49875	27
Warringah	Co-op/church group etc	52	6
Warringah	Co-op/church group etc	3937	26
Warringah	Co-op/church group etc	5250	82
Warringah	Co-op/church group etc	7875	78
Warringah	Co-op/church group etc	10500	44
Warringah	Co-op/church group etc	11812	50
Warringah	Co-op/church group etc	14437	36
Warringah	Co-op/church group etc	18375	8
Warringah	Co-op/church group etc	23625	3
Warringah	Co-op/church group etc	34125	3
Warringah	Person not in same household	52	12
Warringah	Person not in same household	3937	3
Warringah	Person not in same household	5250	24
Warringah	Person not in same household	7875	34
Warringah	Person not in same household	10500	52
Warringah	Person not in same household	11812	80
Warringah	Person not in same household	14437	153
Warringah	Person not in same household	18375	303
Warringah	Person not in same household	23625	486
Warringah	Person not in same household	28875	502
Warringah	Person not in same household	34125	369
Warringah	Person not in same household	39375	265
Warringah	Person not in same household	44625	179
