CED_NAME16	Age	persons
Paterson	20-24	9935
Paterson	25-34	22578
Paterson	35-44	20994
Paterson	45-54	21056
Paterson	55-64	21520
Paterson	65-74	20148
Paterson	75-84	11427
Paterson	85+	3585
Reid	0-4	10650
Reid	5-14	18522
Reid	15-19	8326
Reid	20-24	17054
Reid	25-34	44942
Reid	35-44	31446
Reid	45-54	22985
Reid	55-64	20547
Reid	65-74	14966
Reid	75-84	8357
Reid	85+	4033
Richmond	0-4	7978
Richmond	5-14	19386
Richmond	15-19	8502
Richmond	20-24	6937
Richmond	25-34	16911
Richmond	35-44	20279
Richmond	45-54	21616
Richmond	55-64	23944
Richmond	65-74	23116
Richmond	75-84	12984
Richmond	85+	5793
Riverina	0-4	9907
Riverina	5-14	21313
Riverina	15-19	10076
Riverina	20-24	9694
Riverina	25-34	19302
Riverina	35-44	17955
Riverina	45-54	18668
Riverina	55-64	20494
Riverina	65-74	18454
Riverina	75-84	10999
Riverina	85+	4472
Robertson	0-4	7939
Robertson	5-14	18063
Robertson	15-19	8514
Robertson	20-24	7741
Robertson	25-34	15546
Robertson	35-44	18415
Robertson	45-54	19900
Robertson	55-64	20601
Robertson	65-74	18589
Robertson	75-84	11769
Robertson	85+	4904
Shortland	0-4	8212
Shortland	5-14	18944
Shortland	15-19	8720
Shortland	20-24	8066
Shortland	25-34	16592
Shortland	35-44	18037
Shortland	45-54	19352
Shortland	55-64	19836
Shortland	65-74	18216
Shortland	75-84	11649
Shortland	85+	4300
Sydney	0-4	7314
Sydney	5-14	8438
Sydney	15-19	5221
Sydney	20-24	21303
Sydney	25-34	66085
Sydney	35-44	38113
Sydney	45-54	21905
Sydney	55-64	17105
Sydney	65-74	11536
Sydney	75-84	5460
Sydney	85+	1726
Warringah	0-4	8034
Warringah	5-14	18957
Warringah	15-19	8534
Warringah	20-24	7500
Warringah	25-34	19905
Warringah	35-44	22047
Warringah	45-54	22937
Warringah	55-64	17994
Warringah	65-74	12869
Warringah	75-84	8447
Warringah	85+	3588
Watson	0-4	11596
Watson	5-14	23166
Watson	15-19	10532
Watson	20-24	12922
Watson	25-34	29658
Watson	35-44	25802
Watson	45-54	22568
Watson	55-64	20243
Watson	65-74	14172
Watson	75-84	8469
Watson	85+	4030
Wentworth	0-4	7281
Wentworth	5-14	14565
Wentworth	15-19	6356
Wentworth	20-24	7399
Wentworth	25-34	29509
Wentworth	35-44	22889
Wentworth	45-54	19184
Wentworth	55-64	14854
Wentworth	65-74	12206
Wentworth	75-84	7953
Wentworth	85+	3903
Werriwa	0-4	14104
Werriwa	5-14	30854
Werriwa	15-19	14596
Werriwa	20-24	13950
Werriwa	25-34	27054
Werriwa	35-44	28678
Werriwa	45-54	25218
Werriwa	55-64	22144
Werriwa	65-74	13772
Werriwa	75-84	6466
Werriwa	85+	2331
Whitlam	0-4	9736
Whitlam	5-14	21580
Whitlam	15-19	10265
Whitlam	20-24	9290
Whitlam	25-34	19618
Whitlam	35-44	19998
Whitlam	45-54	21099
Whitlam	55-64	21244
Whitlam	65-74	19079
Whitlam	75-84	12146
Whitlam	85+	4497
No usual address (NSW)	0-4	460
No usual address (NSW)	5-14	798
No usual address (NSW)	15-19	532
No usual address (NSW)	20-24	829
No usual address (NSW)	25-34	2187
No usual address (NSW)	35-44	1859
No usual address (NSW)	45-54	1678
No usual address (NSW)	55-64	1648
No usual address (NSW)	65-74	1055
No usual address (NSW)	75-84	277
No usual address (NSW)	85+	49
Aston	0-4	8428
Aston	5-14	18684
Aston	15-19	9314
Aston	20-24	9661
Aston	25-34	20219
Aston	35-44	22280
Aston	45-54	21548
Aston	55-64	20530
Aston	65-74	15998
Aston	75-84	8898
Aston	85+	3540
Ballarat	0-4	8478
Ballarat	5-14	19561
Ballarat	15-19	9108
Ballarat	20-24	8630
Ballarat	25-34	18890
Ballarat	35-44	18557
Ballarat	45-54	19622
Ballarat	55-64	19499
Ballarat	65-74	17372
Ballarat	75-84	8981
Ballarat	85+	3545
Bendigo	0-4	8471
Bendigo	5-14	18980
Bendigo	15-19	8508
Bendigo	20-24	8279
Bendigo	25-34	18378
Bendigo	35-44	18254
Bendigo	45-54	19119
Bendigo	55-64	20117
Bendigo	65-74	18353
Bendigo	75-84	10043
Bendigo	85+	4060
Bruce	0-4	10950
Bruce	5-14	22566
Bruce	15-19	11078
Bruce	20-24	12226
Bruce	25-34	26482
Bruce	35-44	25001
Bruce	45-54	22936
Bruce	55-64	21311
Bruce	65-74	15323
Bruce	75-84	8050
Bruce	85+	3212
Calwell	0-4	15586
Calwell	5-14	29099
Calwell	15-19	12026
Calwell	20-24	13349
Calwell	25-34	32238
Calwell	35-44	29729
Calwell	45-54	21444
Calwell	55-64	17912
Calwell	65-74	10657
Calwell	75-84	4948
Calwell	85+	1482
Casey	0-4	9368
Casey	5-14	19916
Casey	15-19	9563
Casey	20-24	8754
Casey	25-34	19271
Casey	35-44	20562
Casey	45-54	21712
Casey	55-64	20483
Casey	65-74	16491
Casey	75-84	8622
Casey	85+	2699
Chisholm	0-4	7454
Chisholm	5-14	20601
Chisholm	15-19	11321
Chisholm	20-24	15469
Chisholm	25-34	26052
Chisholm	35-44	24258
Chisholm	45-54	23436
Chisholm	55-64	19846
Chisholm	65-74	16313
Chisholm	75-84	12503
Chisholm	85+	6401
Cooper	0-4	8354
Cooper	5-14	15317
Cooper	15-19	7078
Cooper	20-24	9849
Cooper	25-34	29817
Cooper	35-44	25311
Cooper	45-54	21520
Cooper	55-64	16198
Cooper	65-74	11117
Cooper	75-84	7645
Cooper	85+	4071
Corangamite	0-4	9176
Corangamite	5-14	19775
Corangamite	15-19	8476
Corangamite	20-24	8523
Corangamite	25-34	18315
Corangamite	35-44	19922
Corangamite	45-54	18524
Corangamite	55-64	18027
Corangamite	65-74	18371
Corangamite	75-84	9805
Corangamite	85+	3841
Corio	0-4	8927
Corio	5-14	18638
Corio	15-19	9064
Corio	20-24	10402
Corio	25-34	23778
Corio	35-44	20514
Corio	45-54	20133
Corio	55-64	18988
Corio	65-74	15914
Corio	75-84	9111
Corio	85+	3776
Deakin	0-4	9379
Deakin	5-14	20478
Deakin	15-19	9568
Deakin	20-24	9432
Deakin	25-34	20697
Deakin	35-44	24068
Deakin	45-54	22458
Deakin	55-64	19537
Deakin	65-74	16157
Deakin	75-84	10489
Deakin	85+	4847
Dunkley	0-4	9453
Dunkley	5-14	20233
Dunkley	15-19	9215
Dunkley	20-24	8568
Dunkley	25-34	19993
Dunkley	35-44	21835
Dunkley	45-54	21967
Dunkley	55-64	19405
Dunkley	65-74	15113
Dunkley	75-84	8681
Dunkley	85+	3550
Flinders	0-4	7080
Flinders	5-14	16601
Flinders	15-19	8232
Flinders	20-24	6826
Flinders	25-34	13646
Flinders	35-44	15714
Flinders	45-54	19647
Flinders	55-64	20756
Flinders	65-74	21953
Flinders	75-84	14401
Flinders	85+	5492
Fraser	0-4	10043
Fraser	5-14	18128
Fraser	15-19	8354
Fraser	20-24	12347
Fraser	25-34	35377
Fraser	35-44	27544
Fraser	45-54	21769
Fraser	55-64	18224
Fraser	65-74	13633
Fraser	75-84	7554
Fraser	85+	3419
Gellibrand	0-4	14914
Gellibrand	5-14	28832
Gellibrand	15-19	9572
Gellibrand	20-24	9810
Gellibrand	25-34	28701
Gellibrand	35-44	36362
Gellibrand	45-54	24236
Gellibrand	55-64	17137
Gellibrand	65-74	11831
Gellibrand	75-84	6068
Gellibrand	85+	2518
Gippsland	0-4	7985
Gippsland	5-14	17961
Gippsland	15-19	8251
Gippsland	20-24	7366
Gippsland	25-34	17215
Gippsland	35-44	16748
Gippsland	45-54	18427
Gippsland	55-64	22658
Gippsland	65-74	22098
Gippsland	75-84	11705
Gippsland	85+	3939
Goldstein	0-4	7117
Goldstein	5-14	19988
Goldstein	15-19	10235
Goldstein	20-24	8344
Goldstein	25-34	14967
Goldstein	35-44	19531
Goldstein	45-54	24118
Goldstein	55-64	20184
Goldstein	65-74	15854
Goldstein	75-84	9578
Goldstein	85+	4822
Gorton	0-4	11713
Gorton	5-14	25720
Gorton	15-19	11541
Gorton	20-24	11527
Gorton	25-34	26143
Gorton	35-44	28195
Gorton	45-54	23619
Gorton	55-64	18609
Gorton	65-74	13241
Gorton	75-84	5950
Gorton	85+	1848
Hawke	0-4	12384
Hawke	5-14	24559
Hawke	15-19	9964
Hawke	20-24	9861
Hawke	25-34	24951
Hawke	35-44	24424
Hawke	45-54	20627
Hawke	55-64	17203
Hawke	65-74	13532
Hawke	75-84	5974
Hawke	85+	1909
Higgins	0-4	6462
Higgins	5-14	13888
Higgins	15-19	7314
Higgins	20-24	11701
Higgins	25-34	31632
Higgins	35-44	22358
Higgins	45-54	19519
Higgins	55-64	16521
Higgins	65-74	13192
Higgins	75-84	8606
Higgins	85+	3870
Holt	0-4	15881
Holt	5-14	29772
Holt	15-19	11548
Holt	20-24	12543
Holt	25-34	30666
Holt	35-44	31300
Holt	45-54	22019
Holt	55-64	16563
Holt	65-74	10430
Holt	75-84	4887
Holt	85+	1644
Hotham	0-4	10710
Hotham	5-14	20925
Hotham	15-19	10219
Hotham	20-24	15407
Hotham	25-34	34431
Hotham	35-44	27900
Hotham	45-54	23858
Hotham	55-64	20465
Hotham	65-74	16254
Hotham	75-84	10506
Hotham	85+	4915
Indi	0-4	7875
Indi	5-14	18935
Indi	15-19	8916
Indi	20-24	7052
Indi	25-34	16281
Indi	35-44	17472
Indi	45-54	19886
Indi	55-64	23021
Indi	65-74	21401
Indi	75-84	11529
Indi	85+	4247
Isaacs	0-4	9217
Isaacs	5-14	20180
Isaacs	15-19	9111
Isaacs	20-24	8485
Isaacs	25-34	19743
Isaacs	35-44	23851
Isaacs	45-54	23399
Isaacs	55-64	19002
Isaacs	65-74	14574
Isaacs	75-84	8841
Isaacs	85+	4126
Jagajaga	0-4	8750
Jagajaga	5-14	19820
Jagajaga	15-19	9163
Jagajaga	20-24	8816
Jagajaga	25-34	18952
Jagajaga	35-44	22268
Jagajaga	45-54	21990
Jagajaga	55-64	19590
Jagajaga	65-74	16381
Jagajaga	75-84	9268
Jagajaga	85+	3870
Kooyong	0-4	6299
Kooyong	5-14	19347
Kooyong	15-19	11534
Kooyong	20-24	12067
Kooyong	25-34	20867
Kooyong	35-44	19873
Kooyong	45-54	22915
Kooyong	55-64	20099
Kooyong	65-74	15755
Kooyong	75-84	9605
Kooyong	85+	4987
La Trobe	0-4	13317
La Trobe	5-14	26323
La Trobe	15-19	10598
La Trobe	20-24	10078
La Trobe	25-34	26068
La Trobe	35-44	26702
La Trobe	45-54	20885
La Trobe	55-64	15597
La Trobe	65-74	11444
La Trobe	75-84	6381
La Trobe	85+	2079
Lalor	0-4	17497
Lalor	5-14	31471
Lalor	15-19	11294
Lalor	20-24	13134
Lalor	25-34	35954
Lalor	35-44	36421
Lalor	45-54	21287
Lalor	55-64	16791
Lalor	65-74	11050
Lalor	75-84	4825
Lalor	85+	1603
Macnamara	0-4	7075
Macnamara	5-14	12568
Macnamara	15-19	5881
Macnamara	20-24	11363
Macnamara	25-34	40606
Macnamara	35-44	28521
Macnamara	45-54	21470
Macnamara	55-64	17343
Macnamara	65-74	13427
Macnamara	75-84	6958
Macnamara	85+	2862
Mallee	0-4	8831
Mallee	5-14	19893
Mallee	15-19	8984
Mallee	20-24	8235
Mallee	25-34	19562
Mallee	35-44	17807
Mallee	45-54	20319
Mallee	55-64	24230
Mallee	65-74	21612
Mallee	75-84	12696
Mallee	85+	5466
Maribyrnong	0-4	7953
Maribyrnong	5-14	16672
Maribyrnong	15-19	7886
Maribyrnong	20-24	9572
Maribyrnong	25-34	23961
Maribyrnong	35-44	22522
Maribyrnong	45-54	20803
Maribyrnong	55-64	17371
Maribyrnong	65-74	13963
Maribyrnong	75-84	8855
Maribyrnong	85+	3856
McEwen	0-4	11657
McEwen	5-14	24400
McEwen	15-19	10275
McEwen	20-24	8507
McEwen	25-34	20536
McEwen	35-44	24045
McEwen	45-54	21585
McEwen	55-64	17607
McEwen	65-74	13314
McEwen	75-84	6201
McEwen	85+	1750
Melbourne	0-4	6437
Melbourne	5-14	9687
Melbourne	15-19	7776
Melbourne	20-24	27976
Melbourne	25-34	67326
Melbourne	35-44	31175
Melbourne	45-54	17975
Melbourne	55-64	14302
Melbourne	65-74	10215
Melbourne	75-84	5089
Melbourne	85+	2004
Menzies	0-4	8048
Menzies	5-14	20298
Menzies	15-19	10157
Menzies	20-24	10771
Menzies	25-34	20607
Menzies	35-44	23247
Menzies	45-54	23420
Menzies	55-64	21181
Menzies	65-74	16789
Menzies	75-84	12559
Menzies	85+	5775
Monash	0-4	7667
Monash	5-14	17399
Monash	15-19	7650
Monash	20-24	6375
Monash	25-34	15497
Monash	35-44	15754
Monash	45-54	17726
Monash	55-64	21510
Monash	65-74	21404
Monash	75-84	11374
Monash	85+	3987
Nicholls	0-4	8608
Nicholls	5-14	19881
Nicholls	15-19	9207
Nicholls	20-24	8291
Nicholls	25-34	18361
Nicholls	35-44	17517
Nicholls	45-54	19953
Nicholls	55-64	21840
Nicholls	65-74	19778
Nicholls	75-84	11593
Nicholls	85+	4479
Scullin	0-4	11216
Scullin	5-14	22237
Scullin	15-19	9602
Scullin	20-24	11325
Scullin	25-34	26442
Scullin	35-44	26426
Scullin	45-54	20910
Scullin	55-64	18236
Scullin	65-74	13637
Scullin	75-84	7448
Scullin	85+	2925
Wannon	0-4	7683
Wannon	5-14	18029
Wannon	15-19	8601
Wannon	20-24	7078
Wannon	25-34	16759
Wannon	35-44	16776
Wannon	45-54	19697
Wannon	55-64	22905
Wannon	65-74	21143
Wannon	75-84	11334
Wannon	85+	4556
Wills	0-4	9031
Wills	5-14	15455
Wills	15-19	6556
Wills	20-24	11671
Wills	25-34	34271
Wills	35-44	26247
Wills	45-54	19003
Wills	55-64	14656
Wills	65-74	9855
Wills	75-84	7085
Wills	85+	4486
No usual address (Vic.)	0-4	414
No usual address (Vic.)	5-14	730
No usual address (Vic.)	15-19	459
No usual address (Vic.)	20-24	671
No usual address (Vic.)	25-34	1819
No usual address (Vic.)	35-44	1736
No usual address (Vic.)	45-54	1393
No usual address (Vic.)	55-64	1074
No usual address (Vic.)	65-74	613
No usual address (Vic.)	75-84	152
No usual address (Vic.)	85+	29
Migratory - Offshore - Shipping (Vic.)	25-34	6
Migratory - Offshore - Shipping (Vic.)	35-44	16
Migratory - Offshore - Shipping (Vic.)	45-54	3
Migratory - Offshore - Shipping (Vic.)	55-64	14
Migratory - Offshore - Shipping (Vic.)	65-74	4
Blair	0-4	13158
Blair	5-14	28769
Blair	15-19	12294
Blair	20-24	12202
Blair	25-34	27817
Blair	35-44	25687
Blair	45-54	23248
Blair	55-64	20761
Blair	65-74	15418
Blair	75-84	8034
Blair	85+	2551
Bonner	0-4	9464
Bonner	5-14	22223
Bonner	15-19	10283
Bonner	20-24	9801
Bonner	25-34	20196
Bonner	35-44	24475
Bonner	45-54	22957
Bonner	55-64	18209
Bonner	65-74	13766
Bonner	75-84	8122
Bonner	85+	3392
Bowman	0-4	8182
Bowman	5-14	20201
Bowman	15-19	10104
Bowman	20-24	8185
Bowman	25-34	16086
Bowman	35-44	19550
Bowman	45-54	21779
Bowman	55-64	21854
Bowman	65-74	19053
Bowman	75-84	10448
Bowman	85+	3799
Brisbane	0-4	7656
Brisbane	5-14	15498
Brisbane	15-19	9264
Brisbane	20-24	18888
Brisbane	25-34	42976
Brisbane	35-44	28528
Brisbane	45-54	23591
Brisbane	55-64	17525
Brisbane	65-74	11329
Brisbane	75-84	5728
Brisbane	85+	2260
Capricornia	0-4	9683
Capricornia	5-14	21929
Capricornia	15-19	9791
Capricornia	20-24	9265
Capricornia	25-34	21592
Capricornia	35-44	21016
Capricornia	45-54	20684
Capricornia	55-64	20535
Capricornia	65-74	14710
Capricornia	75-84	7785
Capricornia	85+	2798
Dawson	0-4	8823
Dawson	5-14	21126
Dawson	15-19	9628
Dawson	20-24	9791
Dawson	25-34	21502
Dawson	35-44	20995
Dawson	45-54	21882
Dawson	55-64	21489
Dawson	65-74	15744
Dawson	75-84	8200
Dawson	85+	2901
Dickson	0-4	9316
Dickson	5-14	23076
Dickson	15-19	10879
Dickson	20-24	9291
Dickson	25-34	18992
Dickson	35-44	22267
Dickson	45-54	23443
Dickson	55-64	18884
Dickson	65-74	14324
Dickson	75-84	7037
Dickson	85+	2050
Fadden	0-4	11425
Fadden	5-14	24777
Fadden	15-19	11476
Fadden	20-24	12115
Fadden	25-34	25931
Fadden	35-44	25579
Fadden	45-54	25890
Fadden	55-64	22742
Fadden	65-74	19698
Fadden	75-84	11420
Fadden	85+	3572
Fairfax	0-4	8470
Fairfax	5-14	21328
Fairfax	15-19	9563
Fairfax	20-24	8079
Fairfax	25-34	18233
Fairfax	35-44	21515
Fairfax	45-54	23223
Fairfax	55-64	22687
Fairfax	65-74	20379
Fairfax	75-84	11563
Fairfax	85+	4424
Fisher	0-4	8433
Fisher	5-14	21112
Fisher	15-19	10432
Fisher	20-24	9190
Fisher	25-34	19509
Fisher	35-44	20791
Fisher	45-54	22567
Fisher	55-64	22349
Fisher	65-74	20618
Fisher	75-84	12565
Fisher	85+	4625
Flynn	0-4	9790
Flynn	5-14	23063
Flynn	15-19	9586
Flynn	20-24	8235
Flynn	25-34	19206
Flynn	35-44	20150
Flynn	45-54	21260
Flynn	55-64	21947
Flynn	65-74	15891
Flynn	75-84	7513
Flynn	85+	2038
Forde	0-4	13717
Forde	5-14	28646
Forde	15-19	12431
Forde	20-24	12994
Forde	25-34	28548
Forde	35-44	26542
Forde	45-54	23981
Forde	55-64	19813
Forde	65-74	15722
Forde	75-84	8339
Forde	85+	2600
Griffith	0-4	8639
Griffith	5-14	17888
Griffith	15-19	9789
Griffith	20-24	16943
Griffith	25-34	36909
Griffith	35-44	28360
Griffith	45-54	23415
Griffith	55-64	16877
Griffith	65-74	10749
Griffith	75-84	5468
Griffith	85+	2557
Groom	0-4	9647
Groom	5-14	22272
Groom	15-19	10764
Groom	20-24	10048
Groom	25-34	20788
Groom	35-44	19201
Groom	45-54	19286
Groom	55-64	18567
Groom	65-74	16237
Groom	75-84	10039
Groom	85+	4011
Herbert	0-4	9934
Herbert	5-14	22289
Herbert	15-19	11045
Herbert	20-24	13050
Herbert	25-34	24159
