CED_NAME21	Age	Sex	persons
Wentworth	65-74	M	5753
Wentworth	75-84	F	4388
Wentworth	75-84	M	3567
Wentworth	85+	F	2412
Wentworth	85+	M	1494
Werriwa	0-4	F	6793
Werriwa	0-4	M	7310
Werriwa	5-14	F	14971
Werriwa	5-14	M	15884
Werriwa	15-19	F	7047
Werriwa	15-19	M	7550
Werriwa	20-24	F	6732
Werriwa	20-24	M	7219
Werriwa	25-34	F	14177
Werriwa	25-34	M	12879
Werriwa	35-44	F	14845
Werriwa	35-44	M	13833
Werriwa	45-54	F	12970
Werriwa	45-54	M	12241
Werriwa	55-64	F	11107
Werriwa	55-64	M	11035
Werriwa	65-74	F	7078
Werriwa	65-74	M	6694
Werriwa	75-84	F	3399
Werriwa	75-84	M	3070
Werriwa	85+	F	1394
Werriwa	85+	M	938
Whitlam	0-4	F	4751
Whitlam	0-4	M	4984
Whitlam	5-14	F	10451
Whitlam	5-14	M	11127
Whitlam	15-19	F	5037
Whitlam	15-19	M	5231
Whitlam	20-24	F	4560
Whitlam	20-24	M	4727
Whitlam	25-34	F	10083
Whitlam	25-34	M	9538
Whitlam	35-44	F	10295
Whitlam	35-44	M	9699
Whitlam	45-54	F	10917
Whitlam	45-54	M	10181
Whitlam	55-64	F	11092
Whitlam	55-64	M	10150
Whitlam	65-74	F	10147
Whitlam	65-74	M	8936
Whitlam	75-84	F	6556
Whitlam	75-84	M	5585
Whitlam	85+	F	2620
Whitlam	85+	M	1873
No usual address (NSW)	0-4	F	203
No usual address (NSW)	0-4	M	258
No usual address (NSW)	5-14	F	412
No usual address (NSW)	5-14	M	382
No usual address (NSW)	15-19	F	279
No usual address (NSW)	15-19	M	253
No usual address (NSW)	20-24	F	418
No usual address (NSW)	20-24	M	411
No usual address (NSW)	25-34	F	1022
No usual address (NSW)	25-34	M	1164
No usual address (NSW)	35-44	F	749
No usual address (NSW)	35-44	M	1108
No usual address (NSW)	45-54	F	666
No usual address (NSW)	45-54	M	1010
No usual address (NSW)	55-64	F	698
No usual address (NSW)	55-64	M	949
No usual address (NSW)	65-74	F	404
No usual address (NSW)	65-74	M	648
No usual address (NSW)	75-84	F	104
No usual address (NSW)	75-84	M	166
No usual address (NSW)	85+	F	32
No usual address (NSW)	85+	M	19
Aston	0-4	F	4146
Aston	0-4	M	4291
Aston	5-14	F	8911
Aston	5-14	M	9777
Aston	15-19	F	4472
Aston	15-19	M	4843
Aston	20-24	F	4627
Aston	20-24	M	5036
Aston	25-34	F	10190
Aston	25-34	M	10030
Aston	35-44	F	11402
Aston	35-44	M	10879
Aston	45-54	F	11196
Aston	45-54	M	10352
Aston	55-64	F	10687
Aston	55-64	M	9838
Aston	65-74	F	8477
Aston	65-74	M	7519
Aston	75-84	F	4851
Aston	75-84	M	4047
Aston	85+	F	2203
Aston	85+	M	1333
Ballarat	0-4	F	4198
Ballarat	0-4	M	4274
Ballarat	5-14	F	9435
Ballarat	5-14	M	10128
Ballarat	15-19	F	4447
Ballarat	15-19	M	4658
Ballarat	20-24	F	4314
Ballarat	20-24	M	4316
Ballarat	25-34	F	9530
Ballarat	25-34	M	9358
Ballarat	35-44	F	9741
Ballarat	35-44	M	8812
Ballarat	45-54	F	10156
Ballarat	45-54	M	9467
Ballarat	55-64	F	10173
Ballarat	55-64	M	9326
Ballarat	65-74	F	9040
Ballarat	65-74	M	8333
Ballarat	75-84	F	4783
Ballarat	75-84	M	4196
Ballarat	85+	F	2237
Ballarat	85+	M	1302
Bendigo	0-4	F	4150
Bendigo	0-4	M	4318
Bendigo	5-14	F	9158
Bendigo	5-14	M	9822
Bendigo	15-19	F	4209
Bendigo	15-19	M	4299
Bendigo	20-24	F	4100
Bendigo	20-24	M	4179
Bendigo	25-34	F	9431
Bendigo	25-34	M	8944
Bendigo	35-44	F	9522
Bendigo	35-44	M	8722
Bendigo	45-54	F	9882
Bendigo	45-54	M	9235
Bendigo	55-64	F	10611
Bendigo	55-64	M	9512
Bendigo	65-74	F	9476
Bendigo	65-74	M	8881
Bendigo	75-84	F	5283
Bendigo	75-84	M	4757
Bendigo	85+	F	2462
Bendigo	85+	M	1597
Bruce	0-4	F	5266
Bruce	0-4	M	5685
Bruce	5-14	F	10932
Bruce	5-14	M	11634
Bruce	15-19	F	5335
Bruce	15-19	M	5740
Bruce	20-24	F	5754
Bruce	20-24	M	6468
Bruce	25-34	F	12655
Bruce	25-34	M	13825
Bruce	35-44	F	12359
Bruce	35-44	M	12645
Bruce	45-54	F	11519
Bruce	45-54	M	11413
Bruce	55-64	F	10833
Bruce	55-64	M	10483
Bruce	65-74	F	7902
Bruce	65-74	M	7428
Bruce	75-84	F	4243
Bruce	75-84	M	3811
Bruce	85+	F	2004
Bruce	85+	M	1206
Calwell	0-4	F	7502
Calwell	0-4	M	8088
Calwell	5-14	F	14077
Calwell	5-14	M	15025
Calwell	15-19	F	5868
Calwell	15-19	M	6156
Calwell	20-24	F	6423
Calwell	20-24	M	6921
Calwell	25-34	F	16294
Calwell	25-34	M	15946
Calwell	35-44	F	14649
Calwell	35-44	M	15078
Calwell	45-54	F	10941
Calwell	45-54	M	10505
Calwell	55-64	F	8934
Calwell	55-64	M	8984
Calwell	65-74	F	5535
Calwell	65-74	M	5122
Calwell	75-84	F	2609
Calwell	75-84	M	2339
Calwell	85+	F	901
Calwell	85+	M	580
Casey	0-4	F	4473
Casey	0-4	M	4900
Casey	5-14	F	9568
Casey	5-14	M	10349
Casey	15-19	F	4578
Casey	15-19	M	4981
Casey	20-24	F	4227
Casey	20-24	M	4532
Casey	25-34	F	9727
Casey	25-34	M	9543
Casey	35-44	F	10610
Casey	35-44	M	9954
Casey	45-54	F	11120
Casey	45-54	M	10587
Casey	55-64	F	10537
Casey	55-64	M	9948
Casey	65-74	F	8648
Casey	65-74	M	7844
Casey	75-84	F	4451
Casey	75-84	M	4168
Casey	85+	F	1599
Casey	85+	M	1095
Chisholm	0-4	F	3664
Chisholm	0-4	M	3795
Chisholm	5-14	F	10030
Chisholm	5-14	M	10575
Chisholm	15-19	F	5557
Chisholm	15-19	M	5761
Chisholm	20-24	F	7176
Chisholm	20-24	M	8295
Chisholm	25-34	F	12312
Chisholm	25-34	M	13741
Chisholm	35-44	F	12505
Chisholm	35-44	M	11753
Chisholm	45-54	F	12293
Chisholm	45-54	M	11141
Chisholm	55-64	F	10334
Chisholm	55-64	M	9511
Chisholm	65-74	F	8859
Chisholm	65-74	M	7450
Chisholm	75-84	F	6996
Chisholm	75-84	M	5505
Chisholm	85+	F	3826
Chisholm	85+	M	2583
Cooper	0-4	F	4078
Cooper	0-4	M	4282
Cooper	5-14	F	7407
Cooper	5-14	M	7904
Cooper	15-19	F	3526
Cooper	15-19	M	3557
Cooper	20-24	F	4858
Cooper	20-24	M	4988
Cooper	25-34	F	15305
Cooper	25-34	M	14509
Cooper	35-44	F	12931
Cooper	35-44	M	12381
Cooper	45-54	F	11015
Cooper	45-54	M	10504
Cooper	55-64	F	8417
Cooper	55-64	M	7781
Cooper	65-74	F	5953
Cooper	65-74	M	5166
Cooper	75-84	F	4310
Cooper	75-84	M	3340
Cooper	85+	F	2486
Cooper	85+	M	1582
Corangamite	0-4	F	4466
Corangamite	0-4	M	4701
Corangamite	5-14	F	9539
Corangamite	5-14	M	10229
Corangamite	15-19	F	4195
Corangamite	15-19	M	4278
Corangamite	20-24	F	4152
Corangamite	20-24	M	4366
Corangamite	25-34	F	9334
Corangamite	25-34	M	8983
Corangamite	35-44	F	10463
Corangamite	35-44	M	9459
Corangamite	45-54	F	9645
Corangamite	45-54	M	8885
Corangamite	55-64	F	9722
Corangamite	55-64	M	8305
Corangamite	65-74	F	9605
Corangamite	65-74	M	8765
Corangamite	75-84	F	5172
Corangamite	75-84	M	4636
Corangamite	85+	F	2362
Corangamite	85+	M	1477
Corio	0-4	F	4336
Corio	0-4	M	4588
Corio	5-14	F	9123
Corio	5-14	M	9520
Corio	15-19	F	4384
Corio	15-19	M	4681
Corio	20-24	F	5103
Corio	20-24	M	5299
Corio	25-34	F	11713
Corio	25-34	M	12069
Corio	35-44	F	10485
Corio	35-44	M	10028
Corio	45-54	F	10375
Corio	45-54	M	9760
Corio	55-64	F	9860
Corio	55-64	M	9128
Corio	65-74	F	8487
Corio	65-74	M	7424
Corio	75-84	F	5086
Corio	75-84	M	4026
Corio	85+	F	2330
Corio	85+	M	1443
Deakin	0-4	F	4552
Deakin	0-4	M	4829
Deakin	5-14	F	9986
Deakin	5-14	M	10493
Deakin	15-19	F	4525
Deakin	15-19	M	5045
Deakin	20-24	F	4485
Deakin	20-24	M	4951
Deakin	25-34	F	10537
Deakin	25-34	M	10160
Deakin	35-44	F	12488
Deakin	35-44	M	11585
Deakin	45-54	F	11659
Deakin	45-54	M	10795
Deakin	55-64	F	10236
Deakin	55-64	M	9302
Deakin	65-74	F	8845
Deakin	65-74	M	7316
Deakin	75-84	F	5914
Deakin	75-84	M	4570
Deakin	85+	F	3066
Deakin	85+	M	1785
Dunkley	0-4	F	4672
Dunkley	0-4	M	4775
Dunkley	5-14	F	9840
Dunkley	5-14	M	10389
Dunkley	15-19	F	4384
Dunkley	15-19	M	4825
Dunkley	20-24	F	4242
Dunkley	20-24	M	4323
Dunkley	25-34	F	10217
Dunkley	25-34	M	9771
Dunkley	35-44	F	11301
Dunkley	35-44	M	10535
Dunkley	45-54	F	11209
Dunkley	45-54	M	10763
Dunkley	55-64	F	10020
Dunkley	55-64	M	9384
Dunkley	65-74	F	8033
Dunkley	65-74	M	7077
Dunkley	75-84	F	4724
Dunkley	75-84	M	3959
Dunkley	85+	F	2215
Dunkley	85+	M	1337
Flinders	0-4	F	3388
Flinders	0-4	M	3695
Flinders	5-14	F	8080
Flinders	5-14	M	8525
Flinders	15-19	F	3900
Flinders	15-19	M	4328
Flinders	20-24	F	3213
Flinders	20-24	M	3620
Flinders	25-34	F	6944
Flinders	25-34	M	6707
Flinders	35-44	F	8298
Flinders	35-44	M	7424
Flinders	45-54	F	10404
Flinders	45-54	M	9238
Flinders	55-64	F	10995
Flinders	55-64	M	9763
Flinders	65-74	F	11638
Flinders	65-74	M	10310
Flinders	75-84	F	7697
Flinders	75-84	M	6704
Flinders	85+	F	3161
Flinders	85+	M	2332
Fraser	0-4	F	4876
Fraser	0-4	M	5167
Fraser	5-14	F	8681
Fraser	5-14	M	9444
Fraser	15-19	F	4128
Fraser	15-19	M	4224
Fraser	20-24	F	5938
Fraser	20-24	M	6407
Fraser	25-34	F	17067
Fraser	25-34	M	18315
Fraser	35-44	F	13541
Fraser	35-44	M	13996
Fraser	45-54	F	10976
Fraser	45-54	M	10792
Fraser	55-64	F	9081
Fraser	55-64	M	9141
Fraser	65-74	F	7083
Fraser	65-74	M	6545
Fraser	75-84	F	4074
Fraser	75-84	M	3480
Fraser	85+	F	2148
Fraser	85+	M	1267
Gellibrand	0-4	F	7170
Gellibrand	0-4	M	7748
Gellibrand	5-14	F	14016
Gellibrand	5-14	M	14818
Gellibrand	15-19	F	4611
Gellibrand	15-19	M	4956
Gellibrand	20-24	F	4509
Gellibrand	20-24	M	5302
Gellibrand	25-34	F	14639
Gellibrand	25-34	M	14064
Gellibrand	35-44	F	17954
Gellibrand	35-44	M	18407
Gellibrand	45-54	F	12142
Gellibrand	45-54	M	12098
Gellibrand	55-64	F	8759
Gellibrand	55-64	M	8386
Gellibrand	65-74	F	6207
Gellibrand	65-74	M	5628
Gellibrand	75-84	F	3347
Gellibrand	75-84	M	2728
Gellibrand	85+	F	1573
Gellibrand	85+	M	952
Gippsland	0-4	F	3905
Gippsland	0-4	M	4080
Gippsland	5-14	F	8687
Gippsland	5-14	M	9277
Gippsland	15-19	F	3991
Gippsland	15-19	M	4263
Gippsland	20-24	F	3587
Gippsland	20-24	M	3782
Gippsland	25-34	F	8700
Gippsland	25-34	M	8511
Gippsland	35-44	F	8565
Gippsland	35-44	M	8185
Gippsland	45-54	F	9611
Gippsland	45-54	M	8818
Gippsland	55-64	F	11735
Gippsland	55-64	M	10923
Gippsland	65-74	F	10956
Gippsland	65-74	M	11138
Gippsland	75-84	F	5982
Gippsland	75-84	M	5727
Gippsland	85+	F	2340
Gippsland	85+	M	1598
Goldstein	0-4	F	3553
Goldstein	0-4	M	3567
Goldstein	5-14	F	9773
Goldstein	5-14	M	10216
Goldstein	15-19	F	4928
Goldstein	15-19	M	5299
Goldstein	20-24	F	3915
Goldstein	20-24	M	4432
Goldstein	25-34	F	7680
Goldstein	25-34	M	7287
Goldstein	35-44	F	10378
Goldstein	35-44	M	9156
Goldstein	45-54	F	12790
Goldstein	45-54	M	11328
Goldstein	55-64	F	10487
Goldstein	55-64	M	9700
Goldstein	65-74	F	8502
Goldstein	65-74	M	7352
Goldstein	75-84	F	5344
Goldstein	75-84	M	4238
Goldstein	85+	F	3131
Goldstein	85+	M	1690
Gorton	0-4	F	5690
Gorton	0-4	M	6026
Gorton	5-14	F	12495
Gorton	5-14	M	13225
Gorton	15-19	F	5680
Gorton	15-19	M	5854
Gorton	20-24	F	5374
Gorton	20-24	M	6151
Gorton	25-34	F	12960
Gorton	25-34	M	13183
Gorton	35-44	F	14122
Gorton	35-44	M	14070
Gorton	45-54	F	12050
Gorton	45-54	M	11571
Gorton	55-64	F	9556
Gorton	55-64	M	9051
Gorton	65-74	F	6828
Gorton	65-74	M	6413
Gorton	75-84	F	3013
Gorton	75-84	M	2937
Gorton	85+	F	1133
Gorton	85+	M	717
Hawke	0-4	F	6081
Hawke	0-4	M	6298
Hawke	5-14	F	12049
Hawke	5-14	M	12508
Hawke	15-19	F	4878
Hawke	15-19	M	5089
Hawke	20-24	F	4785
Hawke	20-24	M	5072
Hawke	25-34	F	12908
Hawke	25-34	M	12042
Hawke	35-44	F	12369
Hawke	35-44	M	12052
Hawke	45-54	F	10535
Hawke	45-54	M	10093
Hawke	55-64	F	8961
Hawke	55-64	M	8247
Hawke	65-74	F	7077
Hawke	65-74	M	6456
Hawke	75-84	F	3130
Hawke	75-84	M	2845
Hawke	85+	F	1205
Hawke	85+	M	701
Higgins	0-4	F	3117
Higgins	0-4	M	3343
Higgins	5-14	F	6774
Higgins	5-14	M	7113
Higgins	15-19	F	3700
Higgins	15-19	M	3615
Higgins	20-24	F	6252
Higgins	20-24	M	5446
Higgins	25-34	F	16309
Higgins	25-34	M	15321
Higgins	35-44	F	11258
Higgins	35-44	M	11103
Higgins	45-54	F	10165
Higgins	45-54	M	9355
Higgins	55-64	F	8617
Higgins	55-64	M	7898
Higgins	65-74	F	7177
Higgins	65-74	M	6009
Higgins	75-84	F	4763
Higgins	75-84	M	3842
Higgins	85+	F	2428
Higgins	85+	M	1441
Holt	0-4	F	7744
Holt	0-4	M	8138
Holt	5-14	F	14343
Holt	5-14	M	15429
Holt	15-19	F	5709
Holt	15-19	M	5837
Holt	20-24	F	6183
Holt	20-24	M	6361
Holt	25-34	F	15965
Holt	25-34	M	14710
Holt	35-44	F	15419
Holt	35-44	M	15878
Holt	45-54	F	11011
Holt	45-54	M	11009
Holt	55-64	F	8289
Holt	55-64	M	8268
Holt	65-74	F	5434
Holt	65-74	M	4991
Holt	75-84	F	2591
Holt	75-84	M	2302
Holt	85+	F	1031
Holt	85+	M	609
Hotham	0-4	F	5169
Hotham	0-4	M	5539
Hotham	5-14	F	10099
Hotham	5-14	M	10834
Hotham	15-19	F	5019
Hotham	15-19	M	5202
Hotham	20-24	F	7114
Hotham	20-24	M	8288
Hotham	25-34	F	15973
Hotham	25-34	M	18457
Hotham	35-44	F	13903
Hotham	35-44	M	13998
Hotham	45-54	F	12155
Hotham	45-54	M	11700
Hotham	55-64	F	10420
Hotham	55-64	M	10047
Hotham	65-74	F	8668
Hotham	65-74	M	7583
Hotham	75-84	F	5704
Hotham	75-84	M	4806
Hotham	85+	F	2941
Hotham	85+	M	1972
Indi	0-4	F	3932
Indi	0-4	M	3945
Indi	5-14	F	9253
Indi	5-14	M	9685
Indi	15-19	F	4273
Indi	15-19	M	4642
Indi	20-24	F	3398
Indi	20-24	M	3660
Indi	25-34	F	8246
Indi	25-34	M	8032
Indi	35-44	F	9130
Indi	35-44	M	8342
Indi	45-54	F	10324
Indi	45-54	M	9564
Indi	55-64	F	11910
Indi	55-64	M	11115
Indi	65-74	F	10640
Indi	65-74	M	10761
Indi	75-84	F	5933
Indi	75-84	M	5591
Indi	85+	F	2575
Indi	85+	M	1673
Isaacs	0-4	F	4528
Isaacs	0-4	M	4688
Isaacs	5-14	F	9864
Isaacs	5-14	M	10315
Isaacs	15-19	F	4478
Isaacs	15-19	M	4634
Isaacs	20-24	F	4115
Isaacs	20-24	M	4365
Isaacs	25-34	F	10021
Isaacs	25-34	M	9724
Isaacs	35-44	F	12380
Isaacs	35-44	M	11466
Isaacs	45-54	F	12143
Isaacs	45-54	M	11255
Isaacs	55-64	F	9793
Isaacs	55-64	M	9203
Isaacs	65-74	F	7836
Isaacs	65-74	M	6737
Isaacs	75-84	F	4912
Isaacs	75-84	M	3925
Isaacs	85+	F	2620
Isaacs	85+	M	1507
Jagajaga	0-4	F	4270
Jagajaga	0-4	M	4476
Jagajaga	5-14	F	9756
Jagajaga	5-14	M	10065
Jagajaga	15-19	F	4341
Jagajaga	15-19	M	4822
Jagajaga	20-24	F	4212
Jagajaga	20-24	M	4603
Jagajaga	25-34	F	9618
Jagajaga	25-34	M	9331
Jagajaga	35-44	F	11482
Jagajaga	35-44	M	10785
Jagajaga	45-54	F	11333
Jagajaga	45-54	M	10654
Jagajaga	55-64	F	10305
Jagajaga	55-64	M	9282
Jagajaga	65-74	F	8707
Jagajaga	65-74	M	7668
Jagajaga	75-84	F	5018
Jagajaga	75-84	M	4249
Jagajaga	85+	F	2403
Jagajaga	85+	M	1467
Kooyong	0-4	F	3095
Kooyong	0-4	M	3209
Kooyong	5-14	F	9492
Kooyong	5-14	M	9857
Kooyong	15-19	F	5657
Kooyong	15-19	M	5870
Kooyong	20-24	F	5977
Kooyong	20-24	M	6089
Kooyong	25-34	F	10543
Kooyong	25-34	M	10321
Kooyong	35-44	F	10684
Kooyong	35-44	M	9190
Kooyong	45-54	F	12363
Kooyong	45-54	M	10554
Kooyong	55-64	F	10519
Kooyong	55-64	M	9586
Kooyong	65-74	F	8461
Kooyong	65-74	M	7299
Kooyong	75-84	F	5347
Kooyong	75-84	M	4256
Kooyong	85+	F	3168
Kooyong	85+	M	1821
La Trobe	0-4	F	6513
La Trobe	0-4	M	6804
La Trobe	5-14	F	12951
La Trobe	5-14	M	13370
La Trobe	15-19	F	5061
La Trobe	15-19	M	5536
La Trobe	20-24	F	4964
La Trobe	20-24	M	5115
La Trobe	25-34	F	13663
La Trobe	25-34	M	12406
La Trobe	35-44	F	13482
La Trobe	35-44	M	13221
La Trobe	45-54	F	10612
La Trobe	45-54	M	10272
La Trobe	55-64	F	8044
La Trobe	55-64	M	7559
La Trobe	65-74	F	6162
La Trobe	65-74	M	5278
La Trobe	75-84	F	3402
La Trobe	75-84	M	2977
La Trobe	85+	F	1271
La Trobe	85+	M	809
Lalor	0-4	F	8459
Lalor	0-4	M	9037
Lalor	5-14	F	15399
Lalor	5-14	M	16071
Lalor	15-19	F	5420
Lalor	15-19	M	5868
Lalor	20-24	F	6088
Lalor	20-24	M	7043
Lalor	25-34	F	18757
Lalor	25-34	M	17204
Lalor	35-44	F	17623
Lalor	35-44	M	18796
Lalor	45-54	F	10575
Lalor	45-54	M	10709
Lalor	55-64	F	8693
Lalor	55-64	M	8100
Lalor	65-74	F	5721
Lalor	65-74	M	5335
Lalor	75-84	F	2555
Lalor	75-84	M	2270
Lalor	85+	F	1038
Lalor	85+	M	566
Macnamara	0-4	F	3474
Macnamara	0-4	M	3594
Macnamara	5-14	F	6213
Macnamara	5-14	M	6357
Macnamara	15-19	F	2989
Macnamara	15-19	M	2896
Macnamara	20-24	F	5998
Macnamara	20-24	M	5371
Macnamara	25-34	F	20964
Macnamara	25-34	M	19644
Macnamara	35-44	F	14287
Macnamara	35-44	M	14237
Macnamara	45-54	F	10935
Macnamara	45-54	M	10536
Macnamara	55-64	F	8802
Macnamara	55-64	M	8543
Macnamara	65-74	F	6911
Macnamara	65-74	M	6516
Macnamara	75-84	F	3650
Macnamara	75-84	M	3311
Macnamara	85+	F	1757
Macnamara	85+	M	1101
Mallee	0-4	F	4440
Mallee	0-4	M	4399
Mallee	5-14	F	9623
Mallee	5-14	M	10268
Mallee	15-19	F	4283
Mallee	15-19	M	4701
Mallee	20-24	F	3902
Mallee	20-24	M	4333
Mallee	25-34	F	9873
Mallee	25-34	M	9688
Mallee	35-44	F	9092
Mallee	35-44	M	8713
Mallee	45-54	F	10412
Mallee	45-54	M	9910
Mallee	55-64	F	12097
Mallee	55-64	M	12130
Mallee	65-74	F	10641
Mallee	65-74	M	10974
Mallee	75-84	F	6596
Mallee	75-84	M	6099
Mallee	85+	F	3339
Mallee	85+	M	2129
Maribyrnong	0-4	F	3840
Maribyrnong	0-4	M	4107
Maribyrnong	5-14	F	8130
Maribyrnong	5-14	M	8541
Maribyrnong	15-19	F	3790
Maribyrnong	15-19	M	4092
Maribyrnong	20-24	F	4692
Maribyrnong	20-24	M	4882
Maribyrnong	25-34	F	12153
Maribyrnong	25-34	M	11811
Maribyrnong	35-44	F	11574
Maribyrnong	35-44	M	10951
Maribyrnong	45-54	F	10688
Maribyrnong	45-54	M	10114
Maribyrnong	55-64	F	9057
Maribyrnong	55-64	M	8317
Maribyrnong	65-74	F	7522
Maribyrnong	65-74	M	6444
Maribyrnong	75-84	F	4889
Maribyrnong	75-84	M	3965
Maribyrnong	85+	F	2332
Maribyrnong	85+	M	1526
McEwen	0-4	F	5637
McEwen	0-4	M	6024
McEwen	5-14	F	11859
McEwen	5-14	M	12544
McEwen	15-19	F	4956
McEwen	15-19	M	5316
McEwen	20-24	F	4030
McEwen	20-24	M	4479
McEwen	25-34	F	10739
McEwen	25-34	M	9796
McEwen	35-44	F	12340
McEwen	35-44	M	11704
McEwen	45-54	F	11141
McEwen	45-54	M	10448
McEwen	55-64	F	9004
McEwen	55-64	M	8598
McEwen	65-74	F	6954
McEwen	65-74	M	6364
McEwen	75-84	F	3069
McEwen	75-84	M	3138
McEwen	85+	F	1076
McEwen	85+	M	679
Melbourne	0-4	F	3189
Melbourne	0-4	M	3252
Melbourne	5-14	F	4797
Melbourne	5-14	M	4892
Melbourne	15-19	F	4326
Melbourne	15-19	M	3449
Melbourne	20-24	F	15054
Melbourne	20-24	M	12923
Melbourne	25-34	F	33977
Melbourne	25-34	M	33351
Melbourne	35-44	F	14783
Melbourne	35-44	M	16397
Melbourne	45-54	F	8916
Melbourne	45-54	M	9062
Melbourne	55-64	F	7154
Melbourne	55-64	M	7144
Melbourne	65-74	F	5380
Melbourne	65-74	M	4835
Melbourne	75-84	F	2731
Melbourne	75-84	M	2358
Melbourne	85+	F	1255
Melbourne	85+	M	751
Menzies	0-4	F	3994
Menzies	0-4	M	4056
Menzies	5-14	F	9805
Menzies	5-14	M	10500
Menzies	15-19	F	4818
Menzies	15-19	M	5343
Menzies	20-24	F	5085
Menzies	20-24	M	5683
Menzies	25-34	F	10392
Menzies	25-34	M	10218
Menzies	35-44	F	12194
Menzies	35-44	M	11052
Menzies	45-54	F	12220
Menzies	45-54	M	11196
Menzies	55-64	F	11134
Menzies	55-64	M	10045
Menzies	65-74	F	9097
Menzies	65-74	M	7694
Menzies	75-84	F	6895
Menzies	75-84	M	5658
Menzies	85+	F	3383
Menzies	85+	M	2391
Monash	0-4	F	3774
Monash	0-4	M	3894
Monash	5-14	F	8395
Monash	5-14	M	9007
Monash	15-19	F	3798
Monash	15-19	M	3852
Monash	20-24	F	3084
Monash	20-24	M	3287
Monash	25-34	F	8088
Monash	25-34	M	7410
Monash	35-44	F	8175
Monash	35-44	M	7582
Monash	45-54	F	9232
Monash	45-54	M	8496
Monash	55-64	F	11269
Monash	55-64	M	10239
Monash	65-74	F	10893
Monash	65-74	M	10509
Monash	75-84	F	5811
Monash	75-84	M	5567
Monash	85+	F	2375
Monash	85+	M	1618
Nicholls	0-4	F	4142
Nicholls	0-4	M	4467
Nicholls	5-14	F	9620
Nicholls	5-14	M	10260
Nicholls	15-19	F	4293
Nicholls	15-19	M	4919
Nicholls	20-24	F	3977
Nicholls	20-24	M	4317
Nicholls	25-34	F	9310
Nicholls	25-34	M	9049
Nicholls	35-44	F	9023
Nicholls	35-44	M	8498
Nicholls	45-54	F	10082
Nicholls	45-54	M	9868
Nicholls	55-64	F	11072
Nicholls	55-64	M	10768
Nicholls	65-74	F	9904
Nicholls	65-74	M	9871
Nicholls	75-84	F	5888
Nicholls	75-84	M	5707
Nicholls	85+	F	2694
Nicholls	85+	M	1784
Scullin	0-4	F	5400
Scullin	0-4	M	5818
Scullin	5-14	F	10743
Scullin	5-14	M	11490
Scullin	15-19	F	4611
Scullin	15-19	M	4988
Scullin	20-24	F	5358
Scullin	20-24	M	5961
Scullin	25-34	F	13158
Scullin	25-34	M	13284
Scullin	35-44	F	13132
Scullin	35-44	M	13294
Scullin	45-54	F	10603
Scullin	45-54	M	10304
Scullin	55-64	F	9501
Scullin	55-64	M	8739
Scullin	65-74	F	7206
Scullin	65-74	M	6427
Scullin	75-84	F	4030
Scullin	75-84	M	3422
Scullin	85+	F	1762
Scullin	85+	M	1160
Wannon	0-4	F	3728
Wannon	0-4	M	3960
Wannon	5-14	F	8680
Wannon	5-14	M	9351
Wannon	15-19	F	4123
Wannon	15-19	M	4488
Wannon	20-24	F	3364
Wannon	20-24	M	3713
Wannon	25-34	F	8280
Wannon	25-34	M	8478
Wannon	35-44	F	8556
Wannon	35-44	M	8215
Wannon	45-54	F	10016
Wannon	45-54	M	9679
Wannon	55-64	F	11711
Wannon	55-64	M	11192
Wannon	65-74	F	10494
Wannon	65-74	M	10653
Wannon	75-84	F	5927
Wannon	75-84	M	5409
Wannon	85+	F	2849
Wannon	85+	M	1708
Wills	0-4	F	4432
Wills	0-4	M	4604
Wills	5-14	F	7639
Wills	5-14	M	7815
Wills	15-19	F	3197
Wills	15-19	M	3359
Wills	20-24	F	5846
Wills	20-24	M	5821
Wills	25-34	F	17440
Wills	25-34	M	16831
Wills	35-44	F	13111
Wills	35-44	M	13140
Wills	45-54	F	9634
Wills	45-54	M	9371
Wills	55-64	F	7560
Wills	55-64	M	7099
Wills	65-74	F	5333
Wills	65-74	M	4524
Wills	75-84	F	4127
Wills	75-84	M	2957
Wills	85+	F	2776
Wills	85+	M	1711
No usual address (Vic.)	0-4	F	189
No usual address (Vic.)	0-4	M	222
No usual address (Vic.)	5-14	F	361
No usual address (Vic.)	5-14	M	370
No usual address (Vic.)	15-19	F	229
No usual address (Vic.)	15-19	M	234
No usual address (Vic.)	20-24	F	321
No usual address (Vic.)	20-24	M	345
No usual address (Vic.)	25-34	F	878
No usual address (Vic.)	25-34	M	939
No usual address (Vic.)	35-44	F	730
No usual address (Vic.)	35-44	M	1008
No usual address (Vic.)	45-54	F	479
No usual address (Vic.)	45-54	M	912
No usual address (Vic.)	55-64	F	429
No usual address (Vic.)	55-64	M	644
No usual address (Vic.)	65-74	F	224
No usual address (Vic.)	65-74	M	392
No usual address (Vic.)	75-84	F	58
No usual address (Vic.)	75-84	M	90
No usual address (Vic.)	85+	F	19
No usual address (Vic.)	85+	M	15
Migratory - Offshore - Shipping (Vic.)	25-34	M	6
Migratory - Offshore - Shipping (Vic.)	35-44	M	16
Migratory - Offshore - Shipping (Vic.)	45-54	M	3
Migratory - Offshore - Shipping (Vic.)	55-64	F	6
Migratory - Offshore - Shipping (Vic.)	55-64	M	10
Migratory - Offshore - Shipping (Vic.)	65-74	M	4
Blair	0-4	F	6348
Blair	0-4	M	6813
Blair	5-14	F	13984
Blair	5-14	M	14789
