CED_NAME16	Religion	Denomination	Sex	persons
Bennelong	Christianity	Assyrian Apostolic	M	64
Bennelong	Christianity	Baptist	F	2051
Bennelong	Christianity	Baptist	M	1749
Bennelong	Christianity	Brethren	F	187
Bennelong	Christianity	Brethren	M	151
Bennelong	Christianity	Catholic	F	21113
Bennelong	Christianity	Catholic	M	18669
Bennelong	Christianity	Churches Of Christ	F	82
Bennelong	Christianity	Churches Of Christ	M	76
Bennelong	Christianity	Eastern Orthodox	F	1880
Bennelong	Christianity	Eastern Orthodox	M	1816
Bennelong	Christianity	Jehovah's Witnesses	F	152
Bennelong	Christianity	Jehovah's Witnesses	M	106
Bennelong	Christianity	Latter Day Saints	F	91
Bennelong	Christianity	Latter Day Saints	M	82
Bennelong	Christianity	Lutheran	F	156
Bennelong	Christianity	Lutheran	M	133
Bennelong	Christianity	Oriental Orthodox	F	1001
Bennelong	Christianity	Oriental Orthodox	M	948
Bennelong	Christianity	Pentecostal	F	940
Bennelong	Christianity	Pentecostal	M	796
Bennelong	Christianity	Presbyterian Reformed	F	3457
Bennelong	Christianity	Presbyterian Reformed	M	2896
Bennelong	Christianity	Protestant (Other)	F	609
Bennelong	Christianity	Protestant (Other)	M	527
Bennelong	Christianity	Salvation Army	F	47
Bennelong	Christianity	Salvation Army	M	37
Bennelong	Christianity	Seventh Day Adventist	F	167
Bennelong	Christianity	Seventh Day Adventist	M	139
Bennelong	Christianity	Uniting Church	F	1934
Bennelong	Christianity	Uniting Church	M	1515
Bennelong	Hinduism		F	4729
Bennelong	Hinduism		M	5035
Bennelong	Islam		F	2900
Bennelong	Islam		M	3267
Bennelong	Judaism		F	249
Bennelong	Judaism		M	247
Bennelong	No religion		F	34435
Bennelong	No religion		M	36506
Berowra	(Other)		F	3147
Berowra	(Other)		M	3313
Berowra	(Other)	(Other)	F	376
Berowra	(Other)	(Other)	M	337
Berowra	(Other)	Australian Aboriginal Traditional	M	4
Berowra	(Other)	Other spiritual beliefs	F	144
Berowra	(Other)	Other spiritual beliefs	M	93
Berowra	(Other)	Secular beliefs	F	228
Berowra	(Other)	Secular beliefs	M	270
Berowra	(Other)	Sikhism	F	320
Berowra	(Other)	Sikhism	M	322
Berowra	Buddhism		F	2547
Berowra	Buddhism		M	1929
Berowra	Christianity		F	2132
Berowra	Christianity		M	1885
Berowra	Christianity	(Other)	F	97
Berowra	Christianity	(Other)	M	68
Berowra	Christianity	Anglican	F	11014
Berowra	Christianity	Anglican	M	9657
Berowra	Christianity	Assyrian Apostolic	F	6
Berowra	Christianity	Assyrian Apostolic	M	8
Berowra	Christianity	Baptist	F	1848
Berowra	Christianity	Baptist	M	1619
Berowra	Christianity	Brethren	F	162
Berowra	Christianity	Brethren	M	163
Berowra	Christianity	Catholic	F	17336
Berowra	Christianity	Catholic	M	16017
Berowra	Christianity	Churches Of Christ	F	82
Berowra	Christianity	Churches Of Christ	M	67
Berowra	Christianity	Eastern Orthodox	F	914
Berowra	Christianity	Eastern Orthodox	M	889
Berowra	Christianity	Jehovah's Witnesses	F	134
Berowra	Christianity	Jehovah's Witnesses	M	127
Berowra	Christianity	Latter Day Saints	F	125
Berowra	Christianity	Latter Day Saints	M	120
Berowra	Christianity	Lutheran	F	219
Berowra	Christianity	Lutheran	M	188
Berowra	Christianity	Oriental Orthodox	F	216
Berowra	Christianity	Oriental Orthodox	M	207
Berowra	Christianity	Pentecostal	F	950
Berowra	Christianity	Pentecostal	M	850
Berowra	Christianity	Presbyterian Reformed	F	1887
Berowra	Christianity	Presbyterian Reformed	M	1671
Berowra	Christianity	Protestant (Other)	F	384
Berowra	Christianity	Protestant (Other)	M	334
Berowra	Christianity	Salvation Army	F	82
Berowra	Christianity	Salvation Army	M	65
Berowra	Christianity	Seventh Day Adventist	F	445
Berowra	Christianity	Seventh Day Adventist	M	362
Berowra	Christianity	Uniting Church	F	2562
Berowra	Christianity	Uniting Church	M	2049
Berowra	Hinduism		F	3632
Berowra	Hinduism		M	3533
Berowra	Islam		F	1335
Berowra	Islam		M	1355
Berowra	Judaism		F	164
Berowra	Judaism		M	156
Berowra	No religion		F	24879
Berowra	No religion		M	27545
Blaxland	(Other)		F	8420
Blaxland	(Other)		M	9611
Blaxland	(Other)	(Other)	F	296
Blaxland	(Other)	(Other)	M	296
Blaxland	(Other)	Australian Aboriginal Traditional	F	5
Blaxland	(Other)	Other spiritual beliefs	F	69
Blaxland	(Other)	Other spiritual beliefs	M	56
Blaxland	(Other)	Secular beliefs	F	75
Blaxland	(Other)	Secular beliefs	M	109
Blaxland	(Other)	Sikhism	F	190
Blaxland	(Other)	Sikhism	M	248
Blaxland	Buddhism		F	8014
Blaxland	Buddhism		M	6659
Blaxland	Christianity		F	2166
Blaxland	Christianity		M	2066
Blaxland	Christianity	(Other)	F	74
Blaxland	Christianity	(Other)	M	87
Blaxland	Christianity	Anglican	F	2927
Blaxland	Christianity	Anglican	M	2537
Blaxland	Christianity	Assyrian Apostolic	F	28
Blaxland	Christianity	Assyrian Apostolic	M	36
Blaxland	Christianity	Baptist	F	939
Blaxland	Christianity	Baptist	M	831
Blaxland	Christianity	Brethren	F	13
Blaxland	Christianity	Brethren	M	8
Blaxland	Christianity	Catholic	F	16488
Blaxland	Christianity	Catholic	M	15544
Blaxland	Christianity	Churches Of Christ	F	41
Blaxland	Christianity	Churches Of Christ	M	30
Blaxland	Christianity	Eastern Orthodox	F	3997
Blaxland	Christianity	Eastern Orthodox	M	3868
Blaxland	Christianity	Jehovah's Witnesses	F	186
Blaxland	Christianity	Jehovah's Witnesses	M	130
Blaxland	Christianity	Latter Day Saints	F	199
Blaxland	Christianity	Latter Day Saints	M	194
Blaxland	Christianity	Lutheran	F	84
Blaxland	Christianity	Lutheran	M	67
Blaxland	Christianity	Oriental Orthodox	F	421
Blaxland	Christianity	Oriental Orthodox	M	394
Blaxland	Christianity	Pentecostal	F	573
Blaxland	Christianity	Pentecostal	M	450
Blaxland	Christianity	Presbyterian Reformed	F	874
Blaxland	Christianity	Presbyterian Reformed	M	787
Blaxland	Christianity	Protestant (Other)	F	361
Blaxland	Christianity	Protestant (Other)	M	335
Blaxland	Christianity	Salvation Army	F	70
Blaxland	Christianity	Salvation Army	M	47
Blaxland	Christianity	Seventh Day Adventist	F	143
Blaxland	Christianity	Seventh Day Adventist	M	133
Blaxland	Christianity	Uniting Church	F	893
Blaxland	Christianity	Uniting Church	M	820
Blaxland	Hinduism		F	3303
Blaxland	Hinduism		M	4255
Blaxland	Islam		F	28626
Blaxland	Islam		M	31074
Blaxland	Judaism		F	24
Blaxland	Judaism		M	21
Blaxland	No religion		F	12614
Blaxland	No religion		M	15815
Bradfield	(Other)		F	4139
Bradfield	(Other)		M	3833
Bradfield	(Other)	(Other)	F	443
Bradfield	(Other)	(Other)	M	388
Bradfield	(Other)	Other spiritual beliefs	F	139
Bradfield	(Other)	Other spiritual beliefs	M	76
Bradfield	(Other)	Secular beliefs	F	246
Bradfield	(Other)	Secular beliefs	M	284
Bradfield	(Other)	Sikhism	F	393
Bradfield	(Other)	Sikhism	M	437
Bradfield	Buddhism		F	3601
Bradfield	Buddhism		M	2345
Bradfield	Christianity		F	2094
Bradfield	Christianity		M	1689
Bradfield	Christianity	(Other)	F	69
Bradfield	Christianity	(Other)	M	60
Bradfield	Christianity	Anglican	F	12126
Bradfield	Christianity	Anglican	M	10277
Bradfield	Christianity	Assyrian Apostolic	F	10
Bradfield	Christianity	Assyrian Apostolic	M	9
Bradfield	Christianity	Baptist	F	1222
Bradfield	Christianity	Baptist	M	914
Bradfield	Christianity	Brethren	M	6
Bradfield	Christianity	Catholic	F	15084
Bradfield	Christianity	Catholic	M	13223
Bradfield	Christianity	Churches Of Christ	F	61
Bradfield	Christianity	Churches Of Christ	M	73
Bradfield	Christianity	Eastern Orthodox	F	846
Bradfield	Christianity	Eastern Orthodox	M	796
Bradfield	Christianity	Jehovah's Witnesses	F	84
Bradfield	Christianity	Jehovah's Witnesses	M	54
Bradfield	Christianity	Latter Day Saints	F	60
Bradfield	Christianity	Latter Day Saints	M	54
Bradfield	Christianity	Lutheran	F	234
Bradfield	Christianity	Lutheran	M	159
Bradfield	Christianity	Oriental Orthodox	F	272
Bradfield	Christianity	Oriental Orthodox	M	276
Bradfield	Christianity	Pentecostal	F	660
Bradfield	Christianity	Pentecostal	M	542
Bradfield	Christianity	Presbyterian Reformed	F	2145
Bradfield	Christianity	Presbyterian Reformed	M	1879
Bradfield	Christianity	Protestant (Other)	F	430
Bradfield	Christianity	Protestant (Other)	M	365
Bradfield	Christianity	Salvation Army	F	43
Bradfield	Christianity	Salvation Army	M	42
Bradfield	Christianity	Seventh Day Adventist	F	315
Bradfield	Christianity	Seventh Day Adventist	M	239
Bradfield	Christianity	Uniting Church	F	3191
Bradfield	Christianity	Uniting Church	M	2319
Bradfield	Hinduism		F	3635
Bradfield	Hinduism		M	3693
Bradfield	Islam		F	1130
Bradfield	Islam		M	1132
Bradfield	Judaism		F	1594
Bradfield	Judaism		M	1587
Bradfield	No religion		F	33252
Bradfield	No religion		M	34905
Calare	(Other)		F	6401
Calare	(Other)		M	8866
Calare	(Other)	(Other)	F	317
Calare	(Other)	(Other)	M	206
Calare	(Other)	Australian Aboriginal Traditional	F	29
Calare	(Other)	Australian Aboriginal Traditional	M	23
Calare	(Other)	Other spiritual beliefs	F	128
Calare	(Other)	Other spiritual beliefs	M	65
Calare	(Other)	Secular beliefs	F	193
Calare	(Other)	Secular beliefs	M	247
Calare	(Other)	Sikhism	F	181
Calare	(Other)	Sikhism	M	193
Calare	Buddhism		F	635
Calare	Buddhism		M	438
Calare	Christianity		F	1662
Calare	Christianity		M	1546
Calare	Christianity	(Other)	F	49
Calare	Christianity	(Other)	M	37
Calare	Christianity	Anglican	F	15969
Calare	Christianity	Anglican	M	14041
Calare	Christianity	Baptist	F	1144
Calare	Christianity	Baptist	M	1010
Calare	Christianity	Brethren	F	338
Calare	Christianity	Brethren	M	330
Calare	Christianity	Catholic	F	22314
Calare	Christianity	Catholic	M	20619
Calare	Christianity	Churches Of Christ	F	46
Calare	Christianity	Churches Of Christ	M	33
Calare	Christianity	Eastern Orthodox	F	271
Calare	Christianity	Eastern Orthodox	M	298
Calare	Christianity	Jehovah's Witnesses	F	252
Calare	Christianity	Jehovah's Witnesses	M	209
Calare	Christianity	Latter Day Saints	F	79
Calare	Christianity	Latter Day Saints	M	75
Calare	Christianity	Lutheran	F	151
Calare	Christianity	Lutheran	M	135
Calare	Christianity	Oriental Orthodox	F	23
Calare	Christianity	Oriental Orthodox	M	25
Calare	Christianity	Pentecostal	F	775
Calare	Christianity	Pentecostal	M	627
Calare	Christianity	Presbyterian Reformed	F	2423
Calare	Christianity	Presbyterian Reformed	M	2186
Calare	Christianity	Protestant (Other)	F	449
Calare	Christianity	Protestant (Other)	M	408
Calare	Christianity	Salvation Army	F	189
Calare	Christianity	Salvation Army	M	136
Calare	Christianity	Seventh Day Adventist	F	184
Calare	Christianity	Seventh Day Adventist	M	155
Calare	Christianity	Uniting Church	F	3729
Calare	Christianity	Uniting Church	M	3080
Calare	Hinduism		F	570
Calare	Hinduism		M	627
Calare	Islam		F	345
Calare	Islam		M	430
Calare	Judaism		F	43
Calare	Judaism		M	51
Calare	No religion		F	25611
Calare	No religion		M	28607
Chifley	(Other)		F	7831
Chifley	(Other)		M	7952
Chifley	(Other)	(Other)	F	473
Chifley	(Other)	(Other)	M	404
Chifley	(Other)	Australian Aboriginal Traditional	F	12
Chifley	(Other)	Australian Aboriginal Traditional	M	9
Chifley	(Other)	Other spiritual beliefs	F	112
Chifley	(Other)	Other spiritual beliefs	M	97
Chifley	(Other)	Secular beliefs	F	107
Chifley	(Other)	Secular beliefs	M	138
Chifley	(Other)	Sikhism	F	3420
Chifley	(Other)	Sikhism	M	4223
Chifley	Buddhism		F	1657
Chifley	Buddhism		M	1400
Chifley	Christianity		F	4206
Chifley	Christianity		M	3886
Chifley	Christianity	(Other)	F	116
Chifley	Christianity	(Other)	M	98
Chifley	Christianity	Anglican	F	7445
Chifley	Christianity	Anglican	M	6367
Chifley	Christianity	Assyrian Apostolic	F	94
Chifley	Christianity	Assyrian Apostolic	M	104
Chifley	Christianity	Baptist	F	1180
Chifley	Christianity	Baptist	M	995
Chifley	Christianity	Brethren	F	17
Chifley	Christianity	Brethren	M	13
Chifley	Christianity	Catholic	F	27764
Chifley	Christianity	Catholic	M	25322
Chifley	Christianity	Churches Of Christ	F	251
Chifley	Christianity	Churches Of Christ	M	245
Chifley	Christianity	Eastern Orthodox	F	1486
Chifley	Christianity	Eastern Orthodox	M	1378
Chifley	Christianity	Jehovah's Witnesses	F	385
Chifley	Christianity	Jehovah's Witnesses	M	287
Chifley	Christianity	Latter Day Saints	F	737
Chifley	Christianity	Latter Day Saints	M	675
Chifley	Christianity	Lutheran	F	83
Chifley	Christianity	Lutheran	M	80
Chifley	Christianity	Oriental Orthodox	F	1254
Chifley	Christianity	Oriental Orthodox	M	1217
Chifley	Christianity	Pentecostal	F	1759
Chifley	Christianity	Pentecostal	M	1602
Chifley	Christianity	Presbyterian Reformed	F	1471
Chifley	Christianity	Presbyterian Reformed	M	1232
Chifley	Christianity	Protestant (Other)	F	1162
Chifley	Christianity	Protestant (Other)	M	1073
Chifley	Christianity	Salvation Army	F	94
Chifley	Christianity	Salvation Army	M	58
Chifley	Christianity	Seventh Day Adventist	F	645
Chifley	Christianity	Seventh Day Adventist	M	547
Chifley	Christianity	Uniting Church	F	1420
Chifley	Christianity	Uniting Church	M	1295
Chifley	Hinduism		F	10942
Chifley	Hinduism		M	11161
Chifley	Islam		F	9557
Chifley	Islam		M	9898
Chifley	Judaism		F	20
Chifley	Judaism		M	27
Chifley	No religion		F	16251
Chifley	No religion		M	18363
Cook	(Other)		F	4083
Cook	(Other)		M	4122
Cook	(Other)	(Other)	F	162
Cook	(Other)	(Other)	M	125
Cook	(Other)	Australian Aboriginal Traditional	F	5
Cook	(Other)	Australian Aboriginal Traditional	M	7
Cook	(Other)	Other spiritual beliefs	F	154
Cook	(Other)	Other spiritual beliefs	M	70
Cook	(Other)	Secular beliefs	F	159
Cook	(Other)	Secular beliefs	M	200
Cook	(Other)	Sikhism	F	62
Cook	(Other)	Sikhism	M	74
Cook	Buddhism		F	1385
Cook	Buddhism		M	786
Cook	Christianity		F	1702
Cook	Christianity		M	1504
Cook	Christianity	(Other)	F	49
Cook	Christianity	(Other)	M	47
Cook	Christianity	Anglican	F	11358
Cook	Christianity	Anglican	M	9368
Cook	Christianity	Assyrian Apostolic	F	11
Cook	Christianity	Assyrian Apostolic	M	18
Cook	Christianity	Baptist	F	914
Cook	Christianity	Baptist	M	782
Cook	Christianity	Brethren	F	3
Cook	Christianity	Catholic	F	21140
Cook	Christianity	Catholic	M	18753
Cook	Christianity	Churches Of Christ	F	43
Cook	Christianity	Churches Of Christ	M	30
Cook	Christianity	Eastern Orthodox	F	7683
Cook	Christianity	Eastern Orthodox	M	7323
Cook	Christianity	Jehovah's Witnesses	F	175
Cook	Christianity	Jehovah's Witnesses	M	132
Cook	Christianity	Latter Day Saints	F	44
Cook	Christianity	Latter Day Saints	M	51
Cook	Christianity	Lutheran	F	138
Cook	Christianity	Lutheran	M	103
Cook	Christianity	Oriental Orthodox	F	768
Cook	Christianity	Oriental Orthodox	M	795
Cook	Christianity	Pentecostal	F	684
Cook	Christianity	Pentecostal	M	566
Cook	Christianity	Presbyterian Reformed	F	1193
Cook	Christianity	Presbyterian Reformed	M	989
Cook	Christianity	Protestant (Other)	F	253
Cook	Christianity	Protestant (Other)	M	205
Cook	Christianity	Salvation Army	F	93
Cook	Christianity	Salvation Army	M	54
Cook	Christianity	Seventh Day Adventist	F	36
Cook	Christianity	Seventh Day Adventist	M	23
Cook	Christianity	Uniting Church	F	1585
Cook	Christianity	Uniting Church	M	1144
Cook	Hinduism		F	503
Cook	Hinduism		M	494
Cook	Islam		F	1325
Cook	Islam		M	1337
Cook	Judaism		F	158
Cook	Judaism		M	150
Cook	No religion		F	20951
Cook	No religion		M	23393
Cowper	(Other)		F	6973
Cowper	(Other)		M	7710
Cowper	(Other)	(Other)	F	642
Cowper	(Other)	(Other)	M	463
Cowper	(Other)	Australian Aboriginal Traditional	F	55
Cowper	(Other)	Australian Aboriginal Traditional	M	47
Cowper	(Other)	Other spiritual beliefs	F	286
Cowper	(Other)	Other spiritual beliefs	M	160
Cowper	(Other)	Secular beliefs	F	205
Cowper	(Other)	Secular beliefs	M	296
Cowper	(Other)	Sikhism	F	286
Cowper	(Other)	Sikhism	M	335
Cowper	Buddhism		F	897
Cowper	Buddhism		M	625
Cowper	Christianity		F	2235
Cowper	Christianity		M	1775
Cowper	Christianity	(Other)	F	60
Cowper	Christianity	(Other)	M	50
Cowper	Christianity	Anglican	F	15100
Cowper	Christianity	Anglican	M	12475
Cowper	Christianity	Baptist	F	977
Cowper	Christianity	Baptist	M	882
Cowper	Christianity	Brethren	F	7
Cowper	Christianity	Brethren	M	4
Cowper	Christianity	Catholic	F	17184
Cowper	Christianity	Catholic	M	14513
Cowper	Christianity	Churches Of Christ	F	51
Cowper	Christianity	Churches Of Christ	M	37
Cowper	Christianity	Eastern Orthodox	F	209
Cowper	Christianity	Eastern Orthodox	M	214
Cowper	Christianity	Jehovah's Witnesses	F	573
Cowper	Christianity	Jehovah's Witnesses	M	440
Cowper	Christianity	Latter Day Saints	F	71
Cowper	Christianity	Latter Day Saints	M	59
Cowper	Christianity	Lutheran	F	209
Cowper	Christianity	Lutheran	M	140
Cowper	Christianity	Oriental Orthodox	F	34
Cowper	Christianity	Oriental Orthodox	M	36
Cowper	Christianity	Pentecostal	F	1137
Cowper	Christianity	Pentecostal	M	894
Cowper	Christianity	Presbyterian Reformed	F	2556
Cowper	Christianity	Presbyterian Reformed	M	2152
Cowper	Christianity	Protestant (Other)	F	465
Cowper	Christianity	Protestant (Other)	M	419
Cowper	Christianity	Salvation Army	F	337
Cowper	Christianity	Salvation Army	M	230
Cowper	Christianity	Seventh Day Adventist	F	608
Cowper	Christianity	Seventh Day Adventist	M	485
Cowper	Christianity	Uniting Church	F	3137
Cowper	Christianity	Uniting Church	M	2252
Cowper	Hinduism		F	371
Cowper	Hinduism		M	411
Cowper	Islam		F	251
Cowper	Islam		M	270
Cowper	Judaism		F	75
Cowper	Judaism		M	77
Cowper	No religion		F	33006
Cowper	No religion		M	34729
Cunningham	(Other)		F	4647
Cunningham	(Other)		M	4797
Cunningham	(Other)	(Other)	F	310
Cunningham	(Other)	(Other)	M	203
Cunningham	(Other)	Australian Aboriginal Traditional	F	8
Cunningham	(Other)	Australian Aboriginal Traditional	M	8
Cunningham	(Other)	Other spiritual beliefs	F	228
Cunningham	(Other)	Other spiritual beliefs	M	136
Cunningham	(Other)	Secular beliefs	F	295
Cunningham	(Other)	Secular beliefs	M	334
Cunningham	(Other)	Sikhism	F	125
Cunningham	(Other)	Sikhism	M	135
Cunningham	Buddhism		F	1232
Cunningham	Buddhism		M	854
Cunningham	Christianity		F	2414
Cunningham	Christianity		M	2262
Cunningham	Christianity	(Other)	F	49
Cunningham	Christianity	(Other)	M	49
Cunningham	Christianity	Anglican	F	10470
Cunningham	Christianity	Anglican	M	8589
Cunningham	Christianity	Assyrian Apostolic	F	7
Cunningham	Christianity	Assyrian Apostolic	M	7
Cunningham	Christianity	Baptist	F	707
Cunningham	Christianity	Baptist	M	624
Cunningham	Christianity	Brethren	F	150
Cunningham	Christianity	Brethren	M	144
Cunningham	Christianity	Catholic	F	19303
Cunningham	Christianity	Catholic	M	17069
Cunningham	Christianity	Churches Of Christ	F	77
Cunningham	Christianity	Churches Of Christ	M	53
Cunningham	Christianity	Eastern Orthodox	F	3634
Cunningham	Christianity	Eastern Orthodox	M	3565
Cunningham	Christianity	Jehovah's Witnesses	F	316
Cunningham	Christianity	Jehovah's Witnesses	M	226
Cunningham	Christianity	Latter Day Saints	F	94
Cunningham	Christianity	Latter Day Saints	M	75
Cunningham	Christianity	Lutheran	F	244
Cunningham	Christianity	Lutheran	M	179
Cunningham	Christianity	Oriental Orthodox	F	143
Cunningham	Christianity	Oriental Orthodox	M	159
Cunningham	Christianity	Pentecostal	F	728
Cunningham	Christianity	Pentecostal	M	568
Cunningham	Christianity	Presbyterian Reformed	F	1473
Cunningham	Christianity	Presbyterian Reformed	M	1243
Cunningham	Christianity	Protestant (Other)	F	310
Cunningham	Christianity	Protestant (Other)	M	260
Cunningham	Christianity	Salvation Army	F	191
Cunningham	Christianity	Salvation Army	M	132
Cunningham	Christianity	Seventh Day Adventist	F	102
Cunningham	Christianity	Seventh Day Adventist	M	79
Cunningham	Christianity	Uniting Church	F	2243
Cunningham	Christianity	Uniting Church	M	1624
Cunningham	Hinduism		F	743
Cunningham	Hinduism		M	1047
Cunningham	Islam		F	1870
Cunningham	Islam		M	2073
Cunningham	Judaism		F	71
Cunningham	Judaism		M	76
Cunningham	No religion		F	29937
Cunningham	No religion		M	33002
Dobell	(Other)		F	5616
Dobell	(Other)		M	5432
Dobell	(Other)	(Other)	F	276
Dobell	(Other)	(Other)	M	215
Dobell	(Other)	Australian Aboriginal Traditional	F	22
Dobell	(Other)	Australian Aboriginal Traditional	M	15
Dobell	(Other)	Other spiritual beliefs	F	210
Dobell	(Other)	Other spiritual beliefs	M	124
Dobell	(Other)	Secular beliefs	F	193
Dobell	(Other)	Secular beliefs	M	255
Dobell	(Other)	Sikhism	F	144
Dobell	(Other)	Sikhism	M	132
Dobell	Buddhism		F	871
Dobell	Buddhism		M	526
Dobell	Christianity		F	1861
Dobell	Christianity		M	1658
Dobell	Christianity	(Other)	F	66
Dobell	Christianity	(Other)	M	57
Dobell	Christianity	Anglican	F	15232
Dobell	Christianity	Anglican	M	12418
Dobell	Christianity	Assyrian Apostolic	F	9
Dobell	Christianity	Assyrian Apostolic	M	3
Dobell	Christianity	Baptist	F	1379
Dobell	Christianity	Baptist	M	1082
Dobell	Christianity	Brethren	F	91
Dobell	Christianity	Brethren	M	83
Dobell	Christianity	Catholic	F	19652
Dobell	Christianity	Catholic	M	16953
Dobell	Christianity	Churches Of Christ	F	70
Dobell	Christianity	Churches Of Christ	M	36
Dobell	Christianity	Eastern Orthodox	F	570
