CED_NAME16	Age.min	Sex	persons
Barton	13	F	849
Barton	13	M	898
Barton	14	F	788
Barton	14	M	874
Barton	15	F	736
Barton	15	M	872
Barton	16	F	803
Barton	16	M	861
Barton	17	F	715
Barton	17	M	837
Barton	18	F	800
Barton	18	M	877
Barton	19	F	817
Barton	19	M	923
Barton	20	F	1013
Barton	20	M	1162
Barton	21	F	1246
Barton	21	M	1475
Barton	22	F	1364
Barton	22	M	1532
Barton	23	F	1351
Barton	23	M	1525
Barton	24	F	1482
Barton	24	M	1550
Barton	25	F	1679
Barton	25	M	1670
Barton	26	F	1651
Barton	26	M	1784
Barton	27	F	1744
Barton	27	M	1710
Barton	28	F	1707
Barton	28	M	1845
Barton	29	F	1791
Barton	29	M	1886
Barton	30	F	1910
Barton	30	M	1830
Barton	31	F	1803
Barton	31	M	1837
Barton	32	F	1829
Barton	32	M	1812
Barton	33	F	1743
Barton	33	M	1722
Barton	34	F	1606
Barton	34	M	1709
Barton	35	F	1551
Barton	35	M	1702
Barton	36	F	1557
Barton	36	M	1579
Barton	37	F	1561
Barton	37	M	1564
Barton	38	F	1566
Barton	38	M	1439
Barton	39	F	1346
Barton	39	M	1416
Barton	40	F	1268
Barton	40	M	1366
Barton	41	F	1237
Barton	41	M	1295
Barton	42	F	1195
Barton	42	M	1216
Barton	43	F	1105
Barton	43	M	1099
Barton	44	F	1118
Barton	44	M	1098
Barton	45	F	1120
Barton	45	M	1127
Barton	46	F	1129
Barton	46	M	1077
Barton	47	F	1148
Barton	47	M	1104
Barton	48	F	1165
Barton	48	M	1066
Barton	49	F	1235
Barton	49	M	1108
Barton	50	F	1258
Barton	50	M	1161
Barton	51	F	1093
Barton	51	M	1034
Barton	52	F	1079
Barton	52	M	1019
Barton	53	F	1109
Barton	53	M	968
Barton	54	F	1031
Barton	54	M	937
Barton	55	F	1031
Barton	55	M	969
Barton	56	F	1019
Barton	56	M	997
Barton	57	F	1085
Barton	57	M	990
Barton	58	F	1100
Barton	58	M	1108
Barton	59	F	950
Barton	59	M	953
Barton	60	F	972
Barton	60	M	902
Barton	61	F	978
Barton	61	M	941
Barton	62	F	957
Barton	62	M	831
Barton	63	F	914
Barton	63	M	810
Barton	64	F	907
Barton	64	M	826
Barton	65	F	841
Barton	65	M	802
Barton	66	F	897
Barton	66	M	775
Barton	67	F	892
Barton	67	M	785
Barton	68	F	743
Barton	68	M	643
Barton	69	F	759
Barton	69	M	686
Barton	70	F	747
Barton	70	M	719
Barton	71	F	701
Barton	71	M	653
Barton	72	F	663
Barton	72	M	602
Barton	73	F	710
Barton	73	M	647
Barton	74	F	663
Barton	74	M	681
Barton	75	F	618
Barton	75	M	552
Barton	76	F	586
Barton	76	M	555
Barton	77	F	561
Barton	77	M	478
Barton	78	F	479
Barton	78	M	456
Barton	79	F	475
Barton	79	M	413
Barton	80	F	2330
Barton	80	M	1852
Barton	85	F	1537
Barton	90	M	535
Barton	95	F	248
Barton	95	M	110
Barton	100	F	18
Barton	100	M	14
Bennelong	0	F	994
Bennelong	0	M	1034
Bennelong	1	F	1059
Bennelong	1	M	1030
Bennelong	2	F	995
Bennelong	2	M	1044
Bennelong	3	F	1020
Bennelong	3	M	1103
Bennelong	4	F	1096
Bennelong	4	M	1193
Bennelong	5	F	1113
Bennelong	5	M	1162
Bennelong	6	F	1101
Bennelong	6	M	1206
Bennelong	7	F	1110
Bennelong	7	M	1132
Bennelong	8	F	1197
Bennelong	8	M	1255
Bennelong	9	F	1124
Bennelong	9	M	1194
Bennelong	10	F	999
Bennelong	10	M	1164
Bennelong	11	F	1047
Bennelong	11	M	1100
Bennelong	12	F	1019
Bennelong	12	M	1064
Bennelong	13	F	1040
Bennelong	13	M	1060
Bennelong	14	F	929
Bennelong	14	M	1047
Bennelong	15	F	872
Bennelong	15	M	948
Bennelong	16	F	877
Bennelong	16	M	1004
Bennelong	17	F	848
Bennelong	17	M	913
Bennelong	18	F	906
Bennelong	18	M	969
Bennelong	19	F	966
Bennelong	19	M	983
Bennelong	20	F	1085
Bennelong	20	M	1134
Bennelong	21	F	1186
Bennelong	21	M	1242
Bennelong	22	F	1135
Bennelong	22	M	1252
Bennelong	23	F	1302
Bennelong	23	M	1306
Bennelong	24	F	1347
Bennelong	24	M	1436
Bennelong	25	F	1399
Bennelong	25	M	1383
Bennelong	26	F	1425
Bennelong	26	M	1453
Bennelong	27	F	1562
Bennelong	27	M	1512
Bennelong	28	F	1608
Bennelong	28	M	1486
Bennelong	29	F	1720
Bennelong	29	M	1566
Bennelong	30	F	1773
Bennelong	30	M	1660
Bennelong	31	F	1869
Bennelong	31	M	1709
Bennelong	32	F	1851
Bennelong	32	M	1774
Bennelong	33	F	1782
Bennelong	33	M	1748
Bennelong	34	F	1777
Bennelong	34	M	1731
Bennelong	35	F	1761
Bennelong	35	M	1682
Bennelong	36	F	1707
Bennelong	36	M	1725
Bennelong	37	F	1778
Bennelong	37	M	1653
Bennelong	38	F	1817
Bennelong	38	M	1791
Bennelong	39	F	1699
Bennelong	39	M	1629
Bennelong	40	F	1625
Bennelong	40	M	1531
Bennelong	41	F	1470
Bennelong	41	M	1439
Bennelong	42	F	1476
Bennelong	42	M	1403
Bennelong	43	F	1358
Bennelong	43	M	1366
Bennelong	44	F	1194
Bennelong	44	M	1221
Bennelong	45	F	1302
Bennelong	45	M	1202
Bennelong	46	F	1180
Bennelong	46	M	1205
Bennelong	47	F	1239
Bennelong	47	M	1172
Bennelong	48	F	1204
Bennelong	48	M	1087
Bennelong	49	F	1243
Bennelong	49	M	1146
Bennelong	50	F	1268
Bennelong	50	M	1147
Bennelong	51	F	1188
Bennelong	51	M	1125
Bennelong	52	F	1115
Bennelong	52	M	1017
Bennelong	53	F	1134
Bennelong	53	M	984
Bennelong	54	F	1031
Bennelong	54	M	929
Bennelong	55	F	1098
Bennelong	55	M	1002
Bennelong	56	F	1153
Bennelong	56	M	1020
Bennelong	57	F	1183
Bennelong	57	M	1132
Bennelong	58	F	1170
Bennelong	58	M	1123
Bennelong	59	F	1093
Bennelong	59	M	1045
Bennelong	60	F	1118
Bennelong	60	M	984
Bennelong	61	F	1064
Bennelong	61	M	973
Bennelong	62	F	1009
Bennelong	62	M	930
Bennelong	63	F	1088
Bennelong	63	M	907
Bennelong	64	F	1068
Bennelong	64	M	910
Bennelong	65	F	1029
Bennelong	65	M	911
Bennelong	66	F	948
Bennelong	66	M	874
Bennelong	67	F	918
Bennelong	67	M	769
Bennelong	68	F	890
Bennelong	68	M	782
Bennelong	69	F	853
Bennelong	69	M	729
Bennelong	70	F	796
Bennelong	70	M	733
Bennelong	71	F	752
Bennelong	71	M	760
Bennelong	72	F	709
Bennelong	72	M	667
Bennelong	73	F	701
Bennelong	73	M	605
Bennelong	74	F	711
Bennelong	74	M	650
Bennelong	75	F	525
Bennelong	75	M	540
Bennelong	76	F	491
Bennelong	76	M	420
Bennelong	77	F	518
Bennelong	77	M	439
Bennelong	78	F	482
Bennelong	78	M	379
Bennelong	79	F	483
Bennelong	79	M	409
Bennelong	80	F	2218
Bennelong	80	M	1648
Bennelong	85	F	1496
Bennelong	90	M	524
Bennelong	95	F	294
Bennelong	95	M	127
Bennelong	100	F	35
Bennelong	100	M	17
Berowra	0	F	518
Berowra	0	M	582
Berowra	1	F	646
Berowra	1	M	646
Berowra	2	F	697
Berowra	2	M	730
Berowra	3	F	740
Berowra	3	M	748
Berowra	4	F	830
Berowra	4	M	861
Berowra	5	F	840
Berowra	5	M	969
Berowra	6	F	956
Berowra	6	M	1078
Berowra	7	F	996
Berowra	7	M	1045
Berowra	8	F	1038
Berowra	8	M	1177
Berowra	9	F	1000
Berowra	9	M	1167
Berowra	10	F	1047
Berowra	10	M	1188
Berowra	11	F	1082
Berowra	11	M	1204
Berowra	12	F	1146
Berowra	12	M	1155
Berowra	13	F	1116
Berowra	13	M	1221
Berowra	14	F	1114
Berowra	14	M	1209
Berowra	15	F	1054
Berowra	15	M	1160
Berowra	16	F	1081
Berowra	16	M	1134
Berowra	17	F	1044
Berowra	17	M	1074
Berowra	18	F	972
Berowra	18	M	1076
Berowra	19	F	928
Berowra	19	M	1100
Berowra	20	F	919
Berowra	20	M	951
Berowra	21	F	911
Berowra	21	M	1050
Berowra	22	F	798
Berowra	22	M	996
Berowra	23	F	818
Berowra	23	M	881
Berowra	24	F	671
Berowra	24	M	781
Berowra	25	F	620
Berowra	25	M	730
Berowra	26	F	597
Berowra	26	M	667
Berowra	27	F	551
Berowra	27	M	615
Berowra	28	F	545
Berowra	28	M	585
Berowra	29	F	540
Berowra	29	M	569
Berowra	30	F	580
Berowra	30	M	541
Berowra	31	F	626
Berowra	31	M	572
Berowra	32	F	654
Berowra	32	M	572
Berowra	33	F	728
Berowra	33	M	628
Berowra	34	F	806
Berowra	34	M	707
Berowra	35	F	771
Berowra	35	M	738
Berowra	36	F	920
Berowra	36	M	799
Berowra	37	F	952
Berowra	37	M	874
Berowra	38	F	1038
Berowra	38	M	881
Berowra	39	F	1149
Berowra	39	M	1002
Berowra	40	F	1178
Berowra	40	M	1025
Berowra	41	F	1152
Berowra	41	M	1000
Berowra	42	F	1119
Berowra	42	M	962
Berowra	43	F	1128
Berowra	43	M	1045
Berowra	44	F	1137
Berowra	44	M	1114
Berowra	45	F	1133
Berowra	45	M	1131
Berowra	46	F	1153
Berowra	46	M	1106
Berowra	47	F	1123
Berowra	47	M	1115
Berowra	48	F	1186
Berowra	48	M	1155
Berowra	49	F	1237
Berowra	49	M	1157
Berowra	50	F	1310
Berowra	50	M	1217
Berowra	51	F	1207
Berowra	51	M	1072
Berowra	52	F	1130
Berowra	52	M	1096
Berowra	53	F	1130
Berowra	53	M	960
Berowra	54	F	1047
Berowra	54	M	973
Berowra	55	F	1003
Berowra	55	M	987
Berowra	56	F	1063
Berowra	56	M	963
Berowra	57	F	1094
Berowra	57	M	1049
Berowra	58	F	1166
Berowra	58	M	1080
Berowra	59	F	1093
Berowra	59	M	1085
Berowra	60	F	1021
Berowra	60	M	983
Berowra	61	F	998
Berowra	61	M	962
Berowra	62	F	932
Berowra	62	M	897
Berowra	63	F	1028
Berowra	63	M	908
Berowra	64	F	941
Berowra	64	M	889
Berowra	65	F	884
Berowra	65	M	865
Berowra	66	F	908
Berowra	66	M	898
Berowra	67	F	852
Berowra	67	M	780
Berowra	68	F	887
Berowra	68	M	790
Berowra	69	F	810
Berowra	69	M	690
Berowra	70	F	731
Berowra	70	M	729
Berowra	71	F	777
Berowra	71	M	700
Berowra	72	F	755
Berowra	72	M	668
Berowra	73	F	742
Berowra	73	M	706
Berowra	74	F	818
Berowra	74	M	707
Berowra	75	F	682
Berowra	75	M	605
Berowra	76	F	638
Berowra	76	M	564
Berowra	77	F	554
Berowra	77	M	600
Berowra	78	F	492
Berowra	78	M	475
Berowra	79	F	511
Berowra	79	M	466
Berowra	80	F	2104
Berowra	80	M	1770
Berowra	85	F	1337
Berowra	90	M	468
Berowra	95	F	292
Berowra	95	M	123
Berowra	100	F	58
Berowra	100	M	5
Blaxland	0	F	1267
Blaxland	0	M	1294
Blaxland	1	F	1294
Blaxland	1	M	1371
Blaxland	2	F	1292
Blaxland	2	M	1391
Blaxland	3	F	1264
Blaxland	3	M	1404
Blaxland	4	F	1362
Blaxland	4	M	1381
Blaxland	5	F	1282
Blaxland	5	M	1360
Blaxland	6	F	1276
Blaxland	6	M	1334
Blaxland	7	F	1283
Blaxland	7	M	1394
Blaxland	8	F	1240
Blaxland	8	M	1306
Blaxland	9	F	1288
Blaxland	9	M	1291
Blaxland	10	F	1187
Blaxland	10	M	1337
Blaxland	11	F	1242
Blaxland	11	M	1219
Blaxland	12	F	1233
Blaxland	12	M	1269
Blaxland	13	F	1142
Blaxland	13	M	1225
Blaxland	14	F	1163
Blaxland	14	M	1220
Blaxland	15	F	1139
Blaxland	15	M	1237
Blaxland	16	F	1111
Blaxland	16	M	1240
Blaxland	17	F	1114
Blaxland	17	M	1218
Blaxland	18	F	1104
Blaxland	18	M	1205
Blaxland	19	F	1117
Blaxland	19	M	1232
Blaxland	20	F	1365
Blaxland	20	M	1511
Blaxland	21	F	1408
Blaxland	21	M	1710
Blaxland	22	F	1406
Blaxland	22	M	1686
Blaxland	23	F	1473
Blaxland	23	M	1649
Blaxland	24	F	1478
Blaxland	24	M	1685
Blaxland	25	F	1479
Blaxland	25	M	1742
Blaxland	26	F	1579
Blaxland	26	M	1788
Blaxland	27	F	1510
Blaxland	27	M	1801
Blaxland	28	F	1515
Blaxland	28	M	1708
Blaxland	29	F	1508
Blaxland	29	M	1685
Blaxland	30	F	1578
Blaxland	30	M	1706
Blaxland	31	F	1501
Blaxland	31	M	1718
Blaxland	32	F	1473
Blaxland	32	M	1637
Blaxland	33	F	1430
Blaxland	33	M	1484
Blaxland	34	F	1372
Blaxland	34	M	1480
Blaxland	35	F	1354
Blaxland	35	M	1432
Blaxland	36	F	1319
Blaxland	36	M	1479
Blaxland	37	F	1275
Blaxland	37	M	1398
Blaxland	38	F	1280
Blaxland	38	M	1330
Blaxland	39	F	1223
Blaxland	39	M	1366
Blaxland	40	F	1219
Blaxland	40	M	1361
Blaxland	41	F	1070
Blaxland	41	M	1210
Blaxland	42	F	1098
Blaxland	42	M	1124
Blaxland	43	F	1091
Blaxland	43	M	1114
Blaxland	44	F	1038
Blaxland	44	M	1071
Blaxland	45	F	1069
Blaxland	45	M	1107
Blaxland	46	F	1038
Blaxland	46	M	1102
Blaxland	47	F	1077
Blaxland	47	M	1058
Blaxland	48	F	1032
Blaxland	48	M	1105
Blaxland	49	F	1142
Blaxland	49	M	1152
Blaxland	50	F	1172
Blaxland	50	M	1119
Blaxland	51	F	1099
Blaxland	51	M	1035
Blaxland	52	F	1077
Blaxland	52	M	1011
Blaxland	53	F	1029
Blaxland	53	M	1099
Blaxland	54	F	911
Blaxland	54	M	1026
Blaxland	55	F	1008
Blaxland	55	M	1024
Blaxland	56	F	1071
Blaxland	56	M	1060
Blaxland	57	F	1009
Blaxland	57	M	1035
Blaxland	58	F	1084
Blaxland	58	M	1096
Blaxland	59	F	1018
Blaxland	59	M	1040
Blaxland	60	F	995
Blaxland	60	M	957
Blaxland	61	F	1015
Blaxland	61	M	1000
Blaxland	62	F	974
Blaxland	62	M	988
Blaxland	63	F	932
Blaxland	63	M	982
Blaxland	64	F	914
Blaxland	64	M	873
Blaxland	65	F	848
Blaxland	65	M	856
Blaxland	66	F	868
Blaxland	66	M	745
Blaxland	67	F	837
Blaxland	67	M	816
Blaxland	68	F	740
Blaxland	68	M	719
Blaxland	69	F	657
Blaxland	69	M	674
Blaxland	70	F	693
Blaxland	70	M	615
Blaxland	71	F	652
Blaxland	71	M	616
Blaxland	72	F	583
Blaxland	72	M	591
Blaxland	73	F	602
Blaxland	73	M	598
Blaxland	74	F	589
Blaxland	74	M	579
Blaxland	75	F	528
Blaxland	75	M	530
Blaxland	76	F	450
Blaxland	76	M	468
Blaxland	77	F	420
Blaxland	77	M	481
Blaxland	78	F	397
Blaxland	78	M	400
Blaxland	79	F	386
Blaxland	79	M	344
Blaxland	80	F	1633
Blaxland	80	M	1394
Blaxland	85	F	1143
Blaxland	90	M	416
Blaxland	95	F	249
Blaxland	95	M	89
Blaxland	100	F	38
Blaxland	100	M	19
Bradfield	0	F	641
Bradfield	0	M	751
Bradfield	1	F	720
Bradfield	1	M	768
Bradfield	2	F	737
Bradfield	2	M	861
Bradfield	3	F	869
Bradfield	3	M	888
Bradfield	4	F	928
Bradfield	4	M	1055
Bradfield	5	F	1022
Bradfield	5	M	1047
Bradfield	6	F	1144
Bradfield	6	M	1135
Bradfield	7	F	1072
Bradfield	7	M	1236
Bradfield	8	F	1208
Bradfield	8	M	1282
Bradfield	9	F	1195
Bradfield	9	M	1238
Bradfield	10	F	1256
Bradfield	10	M	1295
Bradfield	11	F	1239
Bradfield	11	M	1293
Bradfield	12	F	1214
Bradfield	12	M	1230
Bradfield	13	F	1248
Bradfield	13	M	1260
Bradfield	14	F	1184
Bradfield	14	M	1354
Bradfield	15	F	1204
Bradfield	15	M	1272
Bradfield	16	F	1158
Bradfield	16	M	1221
Bradfield	17	F	1162
Bradfield	17	M	1183
Bradfield	18	F	1004
Bradfield	18	M	1137
Bradfield	19	F	955
Bradfield	19	M	979
Bradfield	20	F	997
Bradfield	20	M	1119
Bradfield	21	F	948
Bradfield	21	M	1032
Bradfield	22	F	902
Bradfield	22	M	958
Bradfield	23	F	854
Bradfield	23	M	909
Bradfield	24	F	827
Bradfield	24	M	851
Bradfield	25	F	773
Bradfield	25	M	803
Bradfield	26	F	718
Bradfield	26	M	782
Bradfield	27	F	692
Bradfield	27	M	721
Bradfield	28	F	764
Bradfield	28	M	721
Bradfield	29	F	716
Bradfield	29	M	730
Bradfield	30	F	783
Bradfield	30	M	696
Bradfield	31	F	815
Bradfield	31	M	807
Bradfield	32	F	859
Bradfield	32	M	790
Bradfield	33	F	996
Bradfield	33	M	790
Bradfield	34	F	1037
Bradfield	34	M	817
Bradfield	35	F	1106
Bradfield	35	M	904
Bradfield	36	F	1183
Bradfield	36	M	1004
Bradfield	37	F	1313
Bradfield	37	M	1071
Bradfield	38	F	1409
Bradfield	38	M	1206
Bradfield	39	F	1442
Bradfield	39	M	1285
Bradfield	40	F	1369
Bradfield	40	M	1157
Bradfield	41	F	1336
Bradfield	41	M	1213
Bradfield	42	F	1372
Bradfield	42	M	1171
Bradfield	43	F	1295
Bradfield	43	M	1276
Bradfield	44	F	1373
Bradfield	44	M	1220
Bradfield	45	F	1294
Bradfield	45	M	1105
Bradfield	46	F	1302
Bradfield	46	M	1160
Bradfield	47	F	1301
Bradfield	47	M	1162
Bradfield	48	F	1386
Bradfield	48	M	1217
Bradfield	49	F	1368
Bradfield	49	M	1217
Bradfield	50	F	1430
Bradfield	50	M	1249
Bradfield	51	F	1347
Bradfield	51	M	1197
Bradfield	52	F	1272
Bradfield	52	M	1168
Bradfield	53	F	1227
Bradfield	53	M	1085
Bradfield	54	F	1110
Bradfield	54	M	1032
Bradfield	55	F	1082
Bradfield	55	M	1031
Bradfield	56	F	1083
Bradfield	56	M	953
Bradfield	57	F	1127
Bradfield	57	M	1017
Bradfield	58	F	1085
Bradfield	58	M	1070
Bradfield	59	F	1031
Bradfield	59	M	1067
Bradfield	60	F	1029
Bradfield	60	M	932
Bradfield	61	F	950
Bradfield	61	M	946
Bradfield	62	F	905
Bradfield	62	M	802
Bradfield	63	F	938
Bradfield	63	M	862
Bradfield	64	F	875
Bradfield	64	M	815
Bradfield	65	F	919
Bradfield	65	M	807
Bradfield	66	F	909
Bradfield	66	M	773
Bradfield	67	F	805
Bradfield	67	M	759
Bradfield	68	F	795
Bradfield	68	M	677
Bradfield	69	F	852
Bradfield	69	M	652
Bradfield	70	F	816
Bradfield	70	M	711
Bradfield	71	F	858
Bradfield	71	M	702
Bradfield	72	F	750
Bradfield	72	M	700
Bradfield	73	F	757
Bradfield	73	M	651
Bradfield	74	F	821
Bradfield	74	M	716
Bradfield	75	F	762
Bradfield	75	M	625
Bradfield	76	F	704
Bradfield	76	M	596
Bradfield	77	F	695
Bradfield	77	M	543
Bradfield	78	F	533
Bradfield	78	M	491
Bradfield	79	F	547
Bradfield	79	M	516
Bradfield	80	F	2499
Bradfield	80	M	1973
Bradfield	85	F	1777
Bradfield	90	M	665
Bradfield	95	F	396
Bradfield	95	M	175
Bradfield	100	F	38
Bradfield	100	M	16
Calare	0	F	905
Calare	0	M	1054
Calare	1	F	958
Calare	1	M	1004
Calare	2	F	933
Calare	2	M	1059
Calare	3	F	945
Calare	3	M	1031
Calare	4	F	1058
Calare	4	M	1050
Calare	5	F	1107
Calare	5	M	1126
Calare	6	F	1031
Calare	6	M	1207
Calare	7	F	1076
Calare	7	M	1151
Calare	8	F	1086
Calare	8	M	1209
Calare	9	F	1162
Calare	9	M	1109
Calare	10	F	1094
Calare	10	M	1162
Calare	11	F	1108
Calare	11	M	1176
Calare	12	F	1146
Calare	12	M	1210
Calare	13	F	1130
Calare	13	M	1255
Calare	14	F	1165
Calare	14	M	1212
Calare	15	F	1072
Calare	15	M	1181
Calare	16	F	1061
Calare	16	M	1118
Calare	17	F	948
Calare	17	M	1125
Calare	18	F	872
Calare	18	M	1005
Calare	19	F	865
Calare	19	M	940
Calare	20	F	853
Calare	20	M	991
Calare	21	F	870
Calare	21	M	955
Calare	22	F	790
Calare	22	M	887
Calare	23	F	861
Calare	23	M	930
Calare	24	F	912
Calare	24	M	1003
Calare	25	F	891
Calare	25	M	928
Calare	26	F	987
Calare	26	M	1018
Calare	27	F	1002
Calare	27	M	987
Calare	28	F	992
Calare	28	M	978
Calare	29	F	1070
Calare	29	M	1050
Calare	30	F	1080
Calare	30	M	1028
Calare	31	F	1100
Calare	31	M	1070
Calare	32	F	1040
Calare	32	M	1104
Calare	33	F	1005
Calare	33	M	1049
Calare	34	F	1055
Calare	34	M	1034
Calare	35	F	1075
Calare	35	M	1083
Calare	36	F	1030
Calare	36	M	1075
Calare	37	F	1002
Calare	37	M	1015
Calare	38	F	1025
Calare	38	M	1023
Calare	39	F	927
Calare	39	M	994
Calare	40	F	1022
Calare	40	M	971
Calare	41	F	945
Calare	41	M	906
Calare	42	F	898
Calare	42	M	885
Calare	43	F	996
Calare	43	M	935
Calare	44	F	910
Calare	44	M	936
Calare	45	F	948
Calare	45	M	929
Calare	46	F	1002
Calare	46	M	966
Calare	47	F	1028
Calare	47	M	971
Calare	48	F	1126
Calare	48	M	1033
Calare	49	F	1160
Calare	49	M	1184
Calare	50	F	1212
Calare	50	M	1128
Calare	51	F	1055
Calare	51	M	1069
Calare	52	F	1095
Calare	52	M	1032
Calare	53	F	1028
Calare	53	M	1023
Calare	54	F	1027
Calare	54	M	1023
Calare	55	F	1004
Calare	55	M	1055
Calare	56	F	1076
Calare	56	M	998
Calare	57	F	1132
Calare	57	M	1091
Calare	58	F	1167
Calare	58	M	1097
Calare	59	F	1157
Calare	59	M	1138
Calare	60	F	1165
Calare	60	M	1178
Calare	61	F	1119
Calare	61	M	1121
Calare	62	F	1101
Calare	62	M	1118
Calare	63	F	1055
Calare	63	M	1051
Calare	64	F	1086
Calare	64	M	996
Calare	65	F	1041
Calare	65	M	995
Calare	66	F	937
Calare	66	M	1026
Calare	67	F	938
Calare	67	M	957
Calare	68	F	979
Calare	68	M	967
Calare	69	F	923
Calare	69	M	976
Calare	70	F	962
Calare	70	M	1002
Calare	71	F	942
Calare	71	M	892
Calare	72	F	888
Calare	72	M	894
Calare	73	F	906
Calare	73	M	899
Calare	74	F	990
Calare	74	M	909
Calare	75	F	740
Calare	75	M	781
Calare	76	F	735
Calare	76	M	753
Calare	77	F	657
Calare	77	M	650
Calare	78	F	641
Calare	78	M	561
Calare	79	F	612
Calare	79	M	538
Calare	80	F	2293
Calare	80	M	1969
Calare	85	F	1530
Calare	90	M	406
Calare	95	F	221
Calare	95	M	70
Calare	100	F	27
Calare	100	M	5
Chifley	0	F	1399
Chifley	0	M	1516
Chifley	1	F	1599
Chifley	1	M	1647
Chifley	2	F	1512
Chifley	2	M	1662
Chifley	3	F	1567
Chifley	3	M	1708
Chifley	4	F	1595
Chifley	4	M	1612
Chifley	5	F	1621
Chifley	5	M	1708
Chifley	6	F	1535
Chifley	6	M	1699
Chifley	7	F	1622
Chifley	7	M	1656
Chifley	8	F	1599
Chifley	8	M	1643
Chifley	9	F	1546
Chifley	9	M	1556
Chifley	10	F	1534
Chifley	10	M	1594
Chifley	11	F	1480
Chifley	11	M	1518
Chifley	12	F	1430
Chifley	12	M	1515
Chifley	13	F	1393
Chifley	13	M	1417
Chifley	14	F	1364
Chifley	14	M	1455
Chifley	15	F	1280
