CED_NAME16	AgeChild	CoupleFamily	ParentsBornAus	children
Blaxland	5-9	0	Father only	169
Blaxland	5-9	0	Mother only	401
Blaxland	5-9	0	Neither	945
Blaxland	5-9	1		113
Blaxland	5-9	1	Both	1831
Blaxland	5-9	1	Father only	740
Blaxland	5-9	1	Mother only	1363
Blaxland	5-9	1	Neither	5768
Blaxland	10-12	0		53
Blaxland	10-12	0	Both	313
Blaxland	10-12	0	Father only	108
Blaxland	10-12	0	Mother only	238
Blaxland	10-12	0	Neither	706
Blaxland	10-12	1		55
Blaxland	10-12	1	Both	904
Blaxland	10-12	1	Father only	412
Blaxland	10-12	1	Mother only	842
Blaxland	10-12	1	Neither	3242
Blaxland	13-14	0		38
Blaxland	13-14	0	Both	196
Blaxland	13-14	0	Father only	68
Blaxland	13-14	0	Mother only	186
Blaxland	13-14	0	Neither	481
Blaxland	13-14	1		22
Blaxland	13-14	1	Both	554
Blaxland	13-14	1	Father only	252
Blaxland	13-14	1	Mother only	521
Blaxland	13-14	1	Neither	2058
Blaxland	15-17	0		33
Blaxland	15-17	0	Both	239
Blaxland	15-17	0	Father only	120
Blaxland	15-17	0	Mother only	210
Blaxland	15-17	0	Neither	786
Blaxland	15-17	1		9
Blaxland	15-17	1	Both	631
Blaxland	15-17	1	Father only	287
Blaxland	15-17	1	Mother only	628
Blaxland	15-17	1	Neither	2841
Blaxland	18-20	0		13
Blaxland	18-20	0	Both	67
Blaxland	18-20	0	Father only	38
Blaxland	18-20	0	Mother only	88
Blaxland	18-20	0	Neither	585
Blaxland	18-20	1		11
Blaxland	18-20	1	Both	243
Blaxland	18-20	1	Father only	99
Blaxland	18-20	1	Mother only	315
Blaxland	18-20	1	Neither	2176
Blaxland	21-24	0		4
Blaxland	21-24	0	Both	43
Blaxland	21-24	0	Father only	26
Blaxland	21-24	0	Mother only	51
Blaxland	21-24	0	Neither	375
Blaxland	21-24	1		6
Blaxland	21-24	1	Both	102
Blaxland	21-24	1	Father only	52
Blaxland	21-24	1	Mother only	111
Blaxland	21-24	1	Neither	1320
Bradfield	0-4	0		6
Bradfield	0-4	0	Both	120
Bradfield	0-4	0	Father only	45
Bradfield	0-4	0	Mother only	48
Bradfield	0-4	0	Neither	193
Bradfield	0-4	1		25
Bradfield	0-4	1	Both	1826
Bradfield	0-4	1	Father only	867
Bradfield	0-4	1	Mother only	678
Bradfield	0-4	1	Neither	4099
Bradfield	5-9	0		16
Bradfield	5-9	0	Both	197
Bradfield	5-9	0	Father only	97
Bradfield	5-9	0	Mother only	96
Bradfield	5-9	0	Neither	569
Bradfield	5-9	1		34
Bradfield	5-9	1	Both	2343
Bradfield	5-9	1	Father only	1131
Bradfield	5-9	1	Mother only	871
Bradfield	5-9	1	Neither	5874
Bradfield	10-12	0		5
Bradfield	10-12	0	Both	194
Bradfield	10-12	0	Father only	88
Bradfield	10-12	0	Mother only	89
Bradfield	10-12	0	Neither	472
Bradfield	10-12	1		15
Bradfield	10-12	1	Both	1752
Bradfield	10-12	1	Father only	766
Bradfield	10-12	1	Mother only	623
Bradfield	10-12	1	Neither	3274
Bradfield	13-14	0		8
Bradfield	13-14	0	Both	196
Bradfield	13-14	0	Father only	71
Bradfield	13-14	0	Mother only	80
Bradfield	13-14	0	Neither	340
Bradfield	13-14	1		3
Bradfield	13-14	1	Both	1303
Bradfield	13-14	1	Father only	467
Bradfield	13-14	1	Mother only	457
Bradfield	13-14	1	Neither	1917
Bradfield	15-17	0		4
Bradfield	15-17	0	Both	273
Bradfield	15-17	0	Father only	124
Bradfield	15-17	0	Mother only	95
Bradfield	15-17	0	Neither	556
Bradfield	15-17	1		3
Bradfield	15-17	1	Both	1988
Bradfield	15-17	1	Father only	589
Bradfield	15-17	1	Mother only	628
Bradfield	15-17	1	Neither	2348
Bradfield	18-20	0	Both	182
Bradfield	18-20	0	Father only	76
Bradfield	18-20	0	Mother only	65
Bradfield	18-20	0	Neither	375
Bradfield	18-20	1		3
Bradfield	18-20	1	Both	1405
Bradfield	18-20	1	Father only	342
Bradfield	18-20	1	Mother only	396
Bradfield	18-20	1	Neither	1561
Bradfield	21-24	0		5
Bradfield	21-24	0	Both	90
Bradfield	21-24	0	Father only	41
Bradfield	21-24	0	Mother only	51
Bradfield	21-24	0	Neither	245
Bradfield	21-24	1		8
Bradfield	21-24	1	Both	648
Bradfield	21-24	1	Father only	200
Bradfield	21-24	1	Mother only	196
Bradfield	21-24	1	Neither	926
Calare	0-4	0		55
Calare	0-4	0	Both	1459
Calare	0-4	0	Father only	45
Calare	0-4	0	Mother only	83
Calare	0-4	0	Neither	22
Calare	0-4	1		18
Calare	0-4	1	Both	6359
Calare	0-4	1	Father only	339
Calare	0-4	1	Mother only	298
Calare	0-4	1	Neither	569
Calare	5-9	0		70
Calare	5-9	0	Both	2093
Calare	5-9	0	Father only	71
Calare	5-9	0	Mother only	119
Calare	5-9	0	Neither	45
Calare	5-9	1		44
Calare	5-9	1	Both	6683
Calare	5-9	1	Father only	363
Calare	5-9	1	Mother only	357
Calare	5-9	1	Neither	504
Calare	10-12	0		42
Calare	10-12	0	Both	1326
Calare	10-12	0	Father only	50
Calare	10-12	0	Mother only	101
Calare	10-12	0	Neither	39
Calare	10-12	1		20
Calare	10-12	1	Both	4041
Calare	10-12	1	Father only	231
Calare	10-12	1	Mother only	248
Calare	10-12	1	Neither	235
Calare	13-14	0		35
Calare	13-14	0	Both	939
Calare	13-14	0	Father only	39
Calare	13-14	0	Mother only	77
Calare	13-14	0	Neither	19
Calare	13-14	1		17
Calare	13-14	1	Both	2669
Calare	13-14	1	Father only	150
Calare	13-14	1	Mother only	165
Calare	13-14	1	Neither	170
Calare	15-17	0		16
Calare	15-17	0	Both	982
Calare	15-17	0	Father only	60
Calare	15-17	0	Mother only	76
Calare	15-17	0	Neither	40
Calare	15-17	1		11
Calare	15-17	1	Both	2975
Calare	15-17	1	Father only	183
Calare	15-17	1	Mother only	210
Calare	15-17	1	Neither	191
Calare	18-20	0		5
Calare	18-20	0	Both	166
Calare	18-20	0	Father only	19
Calare	18-20	0	Mother only	19
Calare	18-20	0	Neither	10
Calare	18-20	1		4
Calare	18-20	1	Both	645
Calare	18-20	1	Father only	39
Calare	18-20	1	Mother only	53
Calare	18-20	1	Neither	72
Calare	21-24	0		4
Calare	21-24	0	Both	42
Calare	21-24	0	Neither	4
Calare	21-24	1	Both	169
Calare	21-24	1	Father only	21
Calare	21-24	1	Mother only	13
Calare	21-24	1	Neither	22
Chifley	0-4	0		99
Chifley	0-4	0	Both	1412
Chifley	0-4	0	Father only	130
Chifley	0-4	0	Mother only	328
Chifley	0-4	0	Neither	526
Chifley	0-4	1		83
Chifley	0-4	1	Both	2631
Chifley	0-4	1	Father only	747
Chifley	0-4	1	Mother only	923
Chifley	0-4	1	Neither	7855
Chifley	5-9	0		98
Chifley	5-9	0	Both	1577
Chifley	5-9	0	Father only	198
Chifley	5-9	0	Mother only	356
Chifley	5-9	0	Neither	714
Chifley	5-9	1		59
Chifley	5-9	1	Both	2250
Chifley	5-9	1	Father only	660
Chifley	5-9	1	Mother only	757
Chifley	5-9	1	Neither	8302
Chifley	10-12	0		62
Chifley	10-12	0	Both	898
Chifley	10-12	0	Father only	106
Chifley	10-12	0	Mother only	215
Chifley	10-12	0	Neither	617
Chifley	10-12	1		37
Chifley	10-12	1	Both	1274
Chifley	10-12	1	Father only	305
Chifley	10-12	1	Mother only	390
Chifley	10-12	1	Neither	4448
Chifley	13-14	0		45
Chifley	13-14	0	Both	653
Chifley	13-14	0	Father only	80
Chifley	13-14	0	Mother only	158
Chifley	13-14	0	Neither	426
Chifley	13-14	1		34
Chifley	13-14	1	Both	814
Chifley	13-14	1	Father only	192
Chifley	13-14	1	Mother only	237
Chifley	13-14	1	Neither	2568
Chifley	15-17	0		38
Chifley	15-17	0	Both	618
Chifley	15-17	0	Father only	98
Chifley	15-17	0	Mother only	153
Chifley	15-17	0	Neither	572
Chifley	15-17	1		12
Chifley	15-17	1	Both	857
Chifley	15-17	1	Father only	216
Chifley	15-17	1	Mother only	279
Chifley	15-17	1	Neither	3279
Chifley	18-20	0		5
Chifley	18-20	0	Both	131
Chifley	18-20	0	Father only	38
Chifley	18-20	0	Mother only	48
Chifley	18-20	0	Neither	328
Chifley	18-20	1		4
Chifley	18-20	1	Both	300
Chifley	18-20	1	Father only	94
Chifley	18-20	1	Mother only	101
Chifley	18-20	1	Neither	2148
Chifley	21-24	0		3
Chifley	21-24	0	Both	65
Chifley	21-24	0	Father only	13
Chifley	21-24	0	Mother only	22
Chifley	21-24	0	Neither	228
Chifley	21-24	1		3
Chifley	21-24	1	Both	114
Chifley	21-24	1	Father only	30
Chifley	21-24	1	Mother only	43
Chifley	21-24	1	Neither	1260
Cook	0-4	0		20
Cook	0-4	0	Both	289
Cook	0-4	0	Father only	45
Cook	0-4	0	Mother only	100
Cook	0-4	0	Neither	85
Cook	0-4	1		22
Cook	0-4	1	Both	4335
Cook	0-4	1	Father only	892
Cook	0-4	1	Mother only	748
Cook	0-4	1	Neither	1266
Cook	5-9	0		31
Cook	5-9	0	Both	554
Cook	5-9	0	Father only	93
Cook	5-9	0	Mother only	159
Cook	5-9	0	Neither	148
Cook	5-9	1		19
Cook	5-9	1	Both	4196
Cook	5-9	1	Father only	820
Cook	5-9	1	Mother only	828
Cook	5-9	1	Neither	1354
Cook	10-12	0		12
Cook	10-12	0	Both	451
Cook	10-12	0	Father only	87
Cook	10-12	0	Mother only	108
Cook	10-12	0	Neither	118
Cook	10-12	1		9
Cook	10-12	1	Both	2513
Cook	10-12	1	Father only	451
Cook	10-12	1	Mother only	480
Cook	10-12	1	Neither	728
Cook	13-14	0		7
Cook	13-14	0	Both	338
Cook	13-14	0	Father only	71
Cook	13-14	0	Mother only	94
Cook	13-14	0	Neither	101
Cook	13-14	1		10
Cook	13-14	1	Both	1731
Cook	13-14	1	Father only	311
Cook	13-14	1	Mother only	325
Cook	13-14	1	Neither	457
Cook	15-17	0		7
Cook	15-17	0	Both	464
Cook	15-17	0	Father only	104
Cook	15-17	0	Mother only	130
Cook	15-17	0	Neither	151
Cook	15-17	1		6
Cook	15-17	1	Both	2255
Cook	15-17	1	Father only	386
Cook	15-17	1	Mother only	450
Cook	15-17	1	Neither	644
Cook	18-20	0		6
Cook	18-20	0	Both	201
Cook	18-20	0	Father only	47
Cook	18-20	0	Mother only	74
Cook	18-20	0	Neither	92
Cook	18-20	1	Both	1222
Cook	18-20	1	Father only	203
Cook	18-20	1	Mother only	232
Cook	18-20	1	Neither	441
Cook	21-24	0	Both	116
Cook	21-24	0	Father only	25
Cook	21-24	0	Mother only	49
Cook	21-24	0	Neither	55
Cook	21-24	1	Both	556
Cook	21-24	1	Father only	78
Cook	21-24	1	Mother only	113
Cook	21-24	1	Neither	284
Cowper	0-4	0		74
Cowper	0-4	0	Both	1428
Cowper	0-4	0	Father only	46
Cowper	0-4	0	Mother only	118
Cowper	0-4	0	Neither	47
Cowper	0-4	1		31
Cowper	0-4	1	Both	4303
Cowper	0-4	1	Father only	433
Cowper	0-4	1	Mother only	397
Cowper	0-4	1	Neither	577
Cowper	5-9	0		83
Cowper	5-9	0	Both	1882
Cowper	5-9	0	Father only	106
Cowper	5-9	0	Mother only	189
Cowper	5-9	0	Neither	99
Cowper	5-9	1		32
Cowper	5-9	1	Both	4678
Cowper	5-9	1	Father only	468
Cowper	5-9	1	Mother only	494
Cowper	5-9	1	Neither	657
Cowper	10-12	0		51
Cowper	10-12	0	Both	1372
Cowper	10-12	0	Father only	73
Cowper	10-12	0	Mother only	138
Cowper	10-12	0	Neither	65
Cowper	10-12	1		22
Cowper	10-12	1	Both	3081
Cowper	10-12	1	Father only	321
Cowper	10-12	1	Mother only	327
Cowper	10-12	1	Neither	376
Cowper	13-14	0		30
Cowper	13-14	0	Both	1021
Cowper	13-14	0	Father only	53
Cowper	13-14	0	Mother only	104
Cowper	13-14	0	Neither	60
Cowper	13-14	1		11
Cowper	13-14	1	Both	2076
Cowper	13-14	1	Father only	194
Cowper	13-14	1	Mother only	201
Cowper	13-14	1	Neither	222
Cowper	15-17	0		28
Cowper	15-17	0	Both	1096
Cowper	15-17	0	Father only	89
Cowper	15-17	0	Mother only	123
Cowper	15-17	0	Neither	88
Cowper	15-17	1		14
Cowper	15-17	1	Both	2394
Cowper	15-17	1	Father only	210
Cowper	15-17	1	Mother only	255
Cowper	15-17	1	Neither	313
Cowper	18-20	0		8
Cowper	18-20	0	Both	174
Cowper	18-20	0	Father only	14
Cowper	18-20	0	Mother only	22
Cowper	18-20	0	Neither	34
Cowper	18-20	1	Both	521
Cowper	18-20	1	Father only	37
Cowper	18-20	1	Mother only	55
Cowper	18-20	1	Neither	79
Cowper	21-24	0	Both	55
Cowper	21-24	0	Father only	5
Cowper	21-24	0	Mother only	11
Cowper	21-24	0	Neither	16
Cowper	21-24	1	Both	166
Cowper	21-24	1	Father only	6
Cowper	21-24	1	Mother only	17
Cowper	21-24	1	Neither	32
Cunningham	0-4	0		36
Cunningham	0-4	0	Both	632
Cunningham	0-4	0	Father only	49
Cunningham	0-4	0	Mother only	107
Cunningham	0-4	0	Neither	71
Cunningham	0-4	1		14
Cunningham	0-4	1	Both	4961
Cunningham	0-4	1	Father only	714
Cunningham	0-4	1	Mother only	675
Cunningham	0-4	1	Neither	1038
Cunningham	5-9	0		36
Cunningham	5-9	0	Both	993
Cunningham	5-9	0	Father only	105
Cunningham	5-9	0	Mother only	158
Cunningham	5-9	0	Neither	131
Cunningham	5-9	1		37
Cunningham	5-9	1	Both	4567
Cunningham	5-9	1	Father only	734
Cunningham	5-9	1	Mother only	739
Cunningham	5-9	1	Neither	1175
Cunningham	10-12	0		26
Cunningham	10-12	0	Both	679
Cunningham	10-12	0	Father only	84
Cunningham	10-12	0	Mother only	136
Cunningham	10-12	0	Neither	103
Cunningham	10-12	1		12
Cunningham	10-12	1	Both	2740
Cunningham	10-12	1	Father only	451
Cunningham	10-12	1	Mother only	449
Cunningham	10-12	1	Neither	617
Cunningham	13-14	0		11
Cunningham	13-14	0	Both	541
Cunningham	13-14	0	Father only	84
Cunningham	13-14	0	Mother only	104
Cunningham	13-14	0	Neither	99
Cunningham	13-14	1		11
Cunningham	13-14	1	Both	1872
Cunningham	13-14	1	Father only	279
Cunningham	13-14	1	Mother only	296
Cunningham	13-14	1	Neither	367
Cunningham	15-17	0		13
Cunningham	15-17	0	Both	621
Cunningham	15-17	0	Father only	90
Cunningham	15-17	0	Mother only	129
Cunningham	15-17	0	Neither	131
Cunningham	15-17	1		3
Cunningham	15-17	1	Both	2319
Cunningham	15-17	1	Father only	388
Cunningham	15-17	1	Mother only	381
Cunningham	15-17	1	Neither	495
Cunningham	18-20	0		4
Cunningham	18-20	0	Both	238
Cunningham	18-20	0	Father only	28
Cunningham	18-20	0	Mother only	61
Cunningham	18-20	0	Neither	79
Cunningham	18-20	1	Both	996
Cunningham	18-20	1	Father only	150
Cunningham	18-20	1	Mother only	190
Cunningham	18-20	1	Neither	313
Cunningham	21-24	0		4
Cunningham	21-24	0	Both	105
Cunningham	21-24	0	Father only	20
Cunningham	21-24	0	Mother only	42
Cunningham	21-24	0	Neither	48
Cunningham	21-24	1	Both	468
Cunningham	21-24	1	Father only	71
Cunningham	21-24	1	Mother only	99
Cunningham	21-24	1	Neither	162
Dobell	0-4	0		52
Dobell	0-4	0	Both	1513
Dobell	0-4	0	Father only	64
Dobell	0-4	0	Mother only	155
Dobell	0-4	0	Neither	45
Dobell	0-4	1		23
Dobell	0-4	1	Both	5494
Dobell	0-4	1	Father only	606
Dobell	0-4	1	Mother only	601
Dobell	0-4	1	Neither	642
Dobell	5-9	0		57
Dobell	5-9	0	Both	1887
Dobell	5-9	0	Father only	122
Dobell	5-9	0	Mother only	233
Dobell	5-9	0	Neither	85
Dobell	5-9	1		40
Dobell	5-9	1	Both	5233
Dobell	5-9	1	Father only	623
Dobell	5-9	1	Mother only	689
Dobell	5-9	1	Neither	738
Dobell	10-12	0		43
Dobell	10-12	0	Both	1282
Dobell	10-12	0	Father only	111
Dobell	10-12	0	Mother only	175
Dobell	10-12	0	Neither	73
Dobell	10-12	1		21
Dobell	10-12	1	Both	3206
Dobell	10-12	1	Father only	361
Dobell	10-12	1	Mother only	421
Dobell	10-12	1	Neither	452
Dobell	13-14	0		25
Dobell	13-14	0	Both	901
Dobell	13-14	0	Father only	76
Dobell	13-14	0	Mother only	125
Dobell	13-14	0	Neither	59
Dobell	13-14	1		13
Dobell	13-14	1	Both	2081
Dobell	13-14	1	Father only	237
Dobell	13-14	1	Mother only	265
Dobell	13-14	1	Neither	270
Dobell	15-17	0		17
Dobell	15-17	0	Both	1040
Dobell	15-17	0	Father only	106
Dobell	15-17	0	Mother only	143
Dobell	15-17	0	Neither	65
Dobell	15-17	1		8
Dobell	15-17	1	Both	2539
Dobell	15-17	1	Father only	271
Dobell	15-17	1	Mother only	314
Dobell	15-17	1	Neither	363
Dobell	18-20	0		6
Dobell	18-20	0	Both	267
Dobell	18-20	0	Father only	38
Dobell	18-20	0	Mother only	41
Dobell	18-20	0	Neither	27
Dobell	18-20	1	Both	813
Dobell	18-20	1	Father only	103
Dobell	18-20	1	Mother only	106
Dobell	18-20	1	Neither	147
Dobell	21-24	0	Both	113
Dobell	21-24	0	Father only	18
Dobell	21-24	0	Mother only	25
Dobell	21-24	0	Neither	9
Dobell	21-24	1	Both	337
Dobell	21-24	1	Father only	42
Dobell	21-24	1	Mother only	47
Dobell	21-24	1	Neither	80
Eden-Monaro	0-4	0		37
Eden-Monaro	0-4	0	Both	801
Eden-Monaro	0-4	0	Father only	37
Eden-Monaro	0-4	0	Mother only	94
Eden-Monaro	0-4	0	Neither	34
Eden-Monaro	0-4	1		25
Eden-Monaro	0-4	1	Both	5369
Eden-Monaro	0-4	1	Father only	547
Eden-Monaro	0-4	1	Mother only	495
Eden-Monaro	0-4	1	Neither	764
Eden-Monaro	5-9	0		46
Eden-Monaro	5-9	0	Both	1217
Eden-Monaro	5-9	0	Father only	90
Eden-Monaro	5-9	0	Mother only	138
Eden-Monaro	5-9	0	Neither	61
Eden-Monaro	5-9	1		33
Eden-Monaro	5-9	1	Both	5535
Eden-Monaro	5-9	1	Father only	576
Eden-Monaro	5-9	1	Mother only	504
Eden-Monaro	5-9	1	Neither	708
Eden-Monaro	10-12	0		30
Eden-Monaro	10-12	0	Both	883
Eden-Monaro	10-12	0	Father only	62
Eden-Monaro	10-12	0	Mother only	93
