CED_NAME16	AgeChild	CoupleFamily	ParentsBornAus	children
Banks	0-4	0		28
Banks	0-4	0	Both	331
Banks	0-4	0	Father only	86
Banks	0-4	0	Mother only	111
Banks	0-4	0	Neither	229
Banks	0-4	1		29
Banks	0-4	1	Both	2856
Banks	0-4	1	Father only	862
Banks	0-4	1	Mother only	812
Banks	0-4	1	Neither	3112
Banks	5-9	0		31
Banks	5-9	0	Both	456
Banks	5-9	0	Father only	141
Banks	5-9	0	Mother only	194
Banks	5-9	0	Neither	402
Banks	5-9	1		29
Banks	5-9	1	Both	2777
Banks	5-9	1	Father only	813
Banks	5-9	1	Mother only	829
Banks	5-9	1	Neither	3449
Banks	10-12	0		25
Banks	10-12	0	Both	316
Banks	10-12	0	Father only	104
Banks	10-12	0	Mother only	151
Banks	10-12	0	Neither	302
Banks	10-12	1		6
Banks	10-12	1	Both	1729
Banks	10-12	1	Father only	431
Banks	10-12	1	Mother only	518
Banks	10-12	1	Neither	1745
Banks	13-14	0		12
Banks	13-14	0	Both	253
Banks	13-14	0	Father only	84
Banks	13-14	0	Mother only	102
Banks	13-14	0	Neither	267
Banks	13-14	1		10
Banks	13-14	1	Both	1166
Banks	13-14	1	Father only	290
Banks	13-14	1	Mother only	311
Banks	13-14	1	Neither	1100
Banks	15-17	0		10
Banks	15-17	0	Both	323
Banks	15-17	0	Father only	104
Banks	15-17	0	Mother only	123
Banks	15-17	0	Neither	377
Banks	15-17	1	Both	1541
Banks	15-17	1	Father only	345
Banks	15-17	1	Mother only	430
Banks	15-17	1	Neither	1576
Banks	18-20	0		9
Banks	18-20	0	Both	168
Banks	18-20	0	Father only	44
Banks	18-20	0	Mother only	60
Banks	18-20	0	Neither	305
Banks	18-20	1		3
Banks	18-20	1	Both	803
Banks	18-20	1	Father only	208
Banks	18-20	1	Mother only	256
Banks	18-20	1	Neither	1206
Banks	21-24	0	Both	95
Banks	21-24	0	Father only	22
Banks	21-24	0	Mother only	50
Banks	21-24	0	Neither	217
Banks	21-24	1	Both	396
Banks	21-24	1	Father only	102
Banks	21-24	1	Mother only	125
Banks	21-24	1	Neither	754
Barton	0-4	0		50
Barton	0-4	0	Both	313
Barton	0-4	0	Father only	96
Barton	0-4	0	Mother only	132
Barton	0-4	0	Neither	272
Barton	0-4	1		36
Barton	0-4	1	Both	2390
Barton	0-4	1	Father only	1043
Barton	0-4	1	Mother only	941
Barton	0-4	1	Neither	4061
Barton	5-9	0		45
Barton	5-9	0	Both	402
Barton	5-9	0	Father only	137
Barton	5-9	0	Mother only	197
Barton	5-9	0	Neither	449
Barton	5-9	1		51
Barton	5-9	1	Both	2207
Barton	5-9	1	Father only	862
Barton	5-9	1	Mother only	825
Barton	5-9	1	Neither	3375
Barton	10-12	0		23
Barton	10-12	0	Both	246
Barton	10-12	0	Father only	124
Barton	10-12	0	Mother only	153
Barton	10-12	0	Neither	327
Barton	10-12	1		14
Barton	10-12	1	Both	1397
Barton	10-12	1	Father only	464
Barton	10-12	1	Mother only	528
Barton	10-12	1	Neither	1665
Barton	13-14	0		9
Barton	13-14	0	Both	216
Barton	13-14	0	Father only	82
Barton	13-14	0	Mother only	128
Barton	13-14	0	Neither	233
Barton	13-14	1		6
Barton	13-14	1	Both	878
Barton	13-14	1	Father only	241
Barton	13-14	1	Mother only	341
Barton	13-14	1	Neither	1096
Barton	15-17	0		10
Barton	15-17	0	Both	263
Barton	15-17	0	Father only	100
Barton	15-17	0	Mother only	136
Barton	15-17	0	Neither	410
Barton	15-17	1		13
Barton	15-17	1	Both	1121
Barton	15-17	1	Father only	331
Barton	15-17	1	Mother only	402
Barton	15-17	1	Neither	1422
Barton	18-20	0		4
Barton	18-20	0	Both	135
Barton	18-20	0	Father only	49
Barton	18-20	0	Mother only	83
Barton	18-20	0	Neither	340
Barton	18-20	1		5
Barton	18-20	1	Both	671
Barton	18-20	1	Father only	169
Barton	18-20	1	Mother only	239
Barton	18-20	1	Neither	1128
Barton	21-24	0		6
Barton	21-24	0	Both	83
Barton	21-24	0	Father only	26
Barton	21-24	0	Mother only	41
Barton	21-24	0	Neither	238
Barton	21-24	1	Both	274
Barton	21-24	1	Father only	74
Barton	21-24	1	Mother only	89
Barton	21-24	1	Neither	710
Bennelong	0-4	0		33
Bennelong	0-4	0	Both	156
Bennelong	0-4	0	Father only	69
Bennelong	0-4	0	Mother only	79
Bennelong	0-4	0	Neither	305
Bennelong	0-4	1		38
Bennelong	0-4	1	Both	2069
Bennelong	0-4	1	Father only	960
Bennelong	0-4	1	Mother only	741
Bennelong	0-4	1	Neither	5697
Bennelong	5-9	0		17
Bennelong	5-9	0	Both	277
Bennelong	5-9	0	Father only	114
Bennelong	5-9	0	Mother only	103
Bennelong	5-9	0	Neither	655
Bennelong	5-9	1		53
Bennelong	5-9	1	Both	2052
Bennelong	5-9	1	Father only	867
Bennelong	5-9	1	Mother only	666
Bennelong	5-9	1	Neither	6350
Bennelong	10-12	0		16
Bennelong	10-12	0	Both	227
Bennelong	10-12	0	Father only	82
Bennelong	10-12	0	Mother only	77
Bennelong	10-12	0	Neither	425
Bennelong	10-12	1		21
Bennelong	10-12	1	Both	1327
Bennelong	10-12	1	Father only	491
Bennelong	10-12	1	Mother only	381
Bennelong	10-12	1	Neither	3103
Bennelong	13-14	0		13
Bennelong	13-14	0	Both	185
Bennelong	13-14	0	Father only	66
Bennelong	13-14	0	Mother only	51
Bennelong	13-14	0	Neither	313
Bennelong	13-14	1		6
Bennelong	13-14	1	Both	936
Bennelong	13-14	1	Father only	301
Bennelong	13-14	1	Mother only	288
Bennelong	13-14	1	Neither	1754
Bennelong	15-17	0		16
Bennelong	15-17	0	Both	228
Bennelong	15-17	0	Father only	66
Bennelong	15-17	0	Mother only	95
Bennelong	15-17	0	Neither	499
Bennelong	15-17	1		7
Bennelong	15-17	1	Both	1338
Bennelong	15-17	1	Father only	346
Bennelong	15-17	1	Mother only	393
Bennelong	15-17	1	Neither	2004
Bennelong	18-20	0		6
Bennelong	18-20	0	Both	129
Bennelong	18-20	0	Father only	51
Bennelong	18-20	0	Mother only	42
Bennelong	18-20	0	Neither	367
Bennelong	18-20	1		3
Bennelong	18-20	1	Both	827
Bennelong	18-20	1	Father only	184
Bennelong	18-20	1	Mother only	222
Bennelong	18-20	1	Neither	1548
Bennelong	21-24	0		3
Bennelong	21-24	0	Both	77
Bennelong	21-24	0	Father only	19
Bennelong	21-24	0	Mother only	27
Bennelong	21-24	0	Neither	285
Bennelong	21-24	1	Both	409
Bennelong	21-24	1	Father only	113
Bennelong	21-24	1	Mother only	97
Bennelong	21-24	1	Neither	1019
Berowra	0-4	0		8
Berowra	0-4	0	Both	182
Berowra	0-4	0	Father only	46
Berowra	0-4	0	Mother only	48
Berowra	0-4	0	Neither	79
Berowra	0-4	1		26
Berowra	0-4	1	Both	2577
Berowra	0-4	1	Father only	791
Berowra	0-4	1	Mother only	632
Berowra	0-4	1	Neither	2412
Berowra	5-9	0		13
Berowra	5-9	0	Both	334
Berowra	5-9	0	Father only	72
Berowra	5-9	0	Mother only	86
Berowra	5-9	0	Neither	258
Berowra	5-9	1		22
Berowra	5-9	1	Both	3387
Berowra	5-9	1	Father only	986
Berowra	5-9	1	Mother only	801
Berowra	5-9	1	Neither	4037
Berowra	10-12	0		10
Berowra	10-12	0	Both	331
Berowra	10-12	0	Father only	63
Berowra	10-12	0	Mother only	66
Berowra	10-12	0	Neither	215
Berowra	10-12	1		12
Berowra	10-12	1	Both	2407
Berowra	10-12	1	Father only	561
Berowra	10-12	1	Mother only	564
Berowra	10-12	1	Neither	2402
Berowra	13-14	0		5
Berowra	13-14	0	Both	236
Berowra	13-14	0	Father only	55
Berowra	13-14	0	Mother only	61
Berowra	13-14	0	Neither	163
Berowra	13-14	1		6
Berowra	13-14	1	Both	1752
Berowra	13-14	1	Father only	370
Berowra	13-14	1	Mother only	387
Berowra	13-14	1	Neither	1511
Berowra	15-17	0		5
Berowra	15-17	0	Both	355
Berowra	15-17	0	Father only	69
Berowra	15-17	0	Mother only	111
Berowra	15-17	0	Neither	261
Berowra	15-17	1		5
Berowra	15-17	1	Both	2255
Berowra	15-17	1	Father only	483
Berowra	15-17	1	Mother only	518
Berowra	15-17	1	Neither	1963
Berowra	18-20	0		5
Berowra	18-20	0	Both	161
Berowra	18-20	0	Father only	41
Berowra	18-20	0	Mother only	52
Berowra	18-20	0	Neither	165
Berowra	18-20	1	Both	1284
Berowra	18-20	1	Father only	248
Berowra	18-20	1	Mother only	304
Berowra	18-20	1	Neither	1401
Berowra	21-24	0	Both	86
Berowra	21-24	0	Father only	28
Berowra	21-24	0	Mother only	34
Berowra	21-24	0	Neither	130
Berowra	21-24	1		3
Berowra	21-24	1	Both	654
Berowra	21-24	1	Father only	159
Berowra	21-24	1	Mother only	144
Berowra	21-24	1	Neither	874
Blaxland	0-4	0		69
Blaxland	0-4	0	Both	592
Blaxland	0-4	0	Father only	152
Blaxland	0-4	0	Mother only	274
Blaxland	0-4	0	Neither	623
Blaxland	0-4	1		117
Blaxland	0-4	1	Both	2342
Blaxland	0-4	1	Father only	849
Blaxland	0-4	1	Mother only	1385
Blaxland	0-4	1	Neither	5909
Blaxland	5-9	0		87
Blaxland	5-9	0	Both	572
