CED_NAME21	Age	NeedsAssistance	Sex	persons
Richmond	0-4	0	M	3700
Richmond	0-4	1	F	28
Richmond	0-4	1	M	70
Richmond	5-14		F	756
Richmond	5-14		M	817
Richmond	5-14	0	F	8334
Richmond	5-14	0	M	8668
Richmond	5-14	1	F	274
Richmond	5-14	1	M	539
Richmond	15-19		F	290
Richmond	15-19		M	325
Richmond	15-19	0	F	3764
Richmond	15-19	0	M	3795
Richmond	15-19	1	F	118
Richmond	15-19	1	M	211
Richmond	20-24		F	283
Richmond	20-24		M	296
Richmond	20-24	0	F	3093
Richmond	20-24	0	M	3032
Richmond	20-24	1	F	98
Richmond	20-24	1	M	136
Richmond	25-34		F	747
Richmond	25-34		M	727
Richmond	25-34	0	F	8077
Richmond	25-34	0	M	6959
Richmond	25-34	1	F	178
Richmond	25-34	1	M	222
Richmond	35-44		F	825
Richmond	35-44		M	820
Richmond	35-44	0	F	9615
Richmond	35-44	0	M	8535
Richmond	35-44	1	F	234
Richmond	35-44	1	M	241
Richmond	45-54		F	796
Richmond	45-54		M	808
Richmond	45-54	0	F	10185
Richmond	45-54	0	M	9104
Richmond	45-54	1	F	374
Richmond	45-54	1	M	347
Richmond	55-64		F	791
Richmond	55-64		M	782
Richmond	55-64	0	F	11336
Richmond	55-64	0	M	9818
Richmond	55-64	1	F	620
Richmond	55-64	1	M	601
Richmond	65-74		F	662
Richmond	65-74		M	724
Richmond	65-74	0	F	10311
Richmond	65-74	0	M	9608
Richmond	65-74	1	F	873
Richmond	65-74	1	M	949
Richmond	75-84		F	493
Richmond	75-84		M	400
Richmond	75-84	0	F	5106
Richmond	75-84	0	M	4689
Richmond	75-84	1	F	1305
Richmond	75-84	1	M	990
Richmond	85+		F	443
Richmond	85+		M	253
Richmond	85+	0	F	1403
Richmond	85+	0	M	1108
Richmond	85+	1	F	1710
Richmond	85+	1	M	879
Riverina	0-4		F	295
Riverina	0-4		M	314
Riverina	0-4	0	F	4502
Riverina	0-4	0	M	4658
Riverina	0-4	1	F	54
Riverina	0-4	1	M	93
Riverina	5-14		F	755
Riverina	5-14		M	726
Riverina	5-14	0	F	9378
Riverina	5-14	0	M	9420
Riverina	5-14	1	F	334
Riverina	5-14	1	M	697
Riverina	15-19		F	339
Riverina	15-19		M	398
Riverina	15-19	0	F	4380
Riverina	15-19	0	M	4618
Riverina	15-19	1	F	156
Riverina	15-19	1	M	188
Riverina	20-24		F	318
Riverina	20-24		M	493
Riverina	20-24	0	F	4387
Riverina	20-24	0	M	4176
Riverina	20-24	1	F	135
Riverina	20-24	1	M	182
Riverina	25-34		F	615
Riverina	25-34		M	890
Riverina	25-34	0	F	8852
Riverina	25-34	0	M	8459
Riverina	25-34	1	F	222
Riverina	25-34	1	M	267
Riverina	35-44		F	589
Riverina	35-44		M	847
Riverina	35-44	0	F	8287
Riverina	35-44	0	M	7730
Riverina	35-44	1	F	261
Riverina	35-44	1	M	241
Riverina	45-54		F	537
Riverina	45-54		M	790
Riverina	45-54	0	F	8508
Riverina	45-54	0	M	7990
Riverina	45-54	1	F	464
Riverina	45-54	1	M	368
Riverina	55-64		F	598
Riverina	55-64		M	750
Riverina	55-64	0	F	9154
Riverina	55-64	0	M	8774
Riverina	55-64	1	F	603
Riverina	55-64	1	M	619
Riverina	65-74		F	511
Riverina	65-74		M	592
Riverina	65-74	0	F	7932
Riverina	65-74	0	M	7707
Riverina	65-74	1	F	855
Riverina	65-74	1	M	862
Riverina	75-84		F	390
Riverina	75-84		M	394
Riverina	75-84	0	F	4255
Riverina	75-84	0	M	3987
Riverina	75-84	1	F	1131
Riverina	75-84	1	M	848
Riverina	85+		F	235
Riverina	85+		M	137
Riverina	85+	0	F	1135
Riverina	85+	0	M	881
Riverina	85+	1	F	1405
Riverina	85+	1	M	682
Robertson	0-4		F	198
Robertson	0-4		M	177
Robertson	0-4	0	F	3592
Robertson	0-4	0	M	3853
Robertson	0-4	1	F	42
Robertson	0-4	1	M	82
Robertson	5-14		F	421
Robertson	5-14		M	451
Robertson	5-14	0	F	7985
Robertson	5-14	0	M	8274
Robertson	5-14	1	F	297
Robertson	5-14	1	M	642
Robertson	15-19		F	172
Robertson	15-19		M	198
Robertson	15-19	0	F	3842
Robertson	15-19	0	M	3955
Robertson	15-19	1	F	124
Robertson	15-19	1	M	223
Robertson	20-24		F	182
Robertson	20-24		M	190
Robertson	20-24	0	F	3531
Robertson	20-24	0	M	3578
Robertson	20-24	1	F	98
Robertson	20-24	1	M	158
Robertson	25-34		F	396
Robertson	25-34		M	448
Robertson	25-34	0	F	7269
Robertson	25-34	0	M	7043
Robertson	25-34	1	F	183
Robertson	25-34	1	M	211
Robertson	35-44		F	458
Robertson	35-44		M	407
Robertson	35-44	0	F	8910
Robertson	35-44	0	M	8197
Robertson	35-44	1	F	225
Robertson	35-44	1	M	214
Robertson	45-54		F	405
Robertson	45-54		M	496
Robertson	45-54	0	F	9446
Robertson	45-54	0	M	8942
Robertson	45-54	1	F	346
Robertson	45-54	1	M	269
Robertson	55-64		F	453
Robertson	55-64		M	479
Robertson	55-64	0	F	9818
Robertson	55-64	0	M	8808
Robertson	55-64	1	F	586
Robertson	55-64	1	M	464
Robertson	65-74		F	480
Robertson	65-74		M	407
Robertson	65-74	0	F	8805
Robertson	65-74	0	M	7535
Robertson	65-74	1	F	730
Robertson	65-74	1	M	629
Robertson	75-84		F	442
Robertson	75-84		M	303
Robertson	75-84	0	F	4702
Robertson	75-84	0	M	4320
Robertson	75-84	1	F	1163
Robertson	75-84	1	M	836
Robertson	85+		F	433
Robertson	85+		M	234
Robertson	85+	0	F	1290
Robertson	85+	0	M	911
Robertson	85+	1	F	1375
Robertson	85+	1	M	656
Shortland	0-4		F	163
Shortland	0-4		M	128
Shortland	0-4	0	F	3750
Shortland	0-4	0	M	4036
Shortland	0-4	1	F	45
Shortland	0-4	1	M	85
Shortland	5-14		F	452
Shortland	5-14		M	414
Shortland	5-14	0	F	8406
Shortland	5-14	0	M	8678
Shortland	5-14	1	F	306
Shortland	5-14	1	M	691
Shortland	15-19		F	150
Shortland	15-19		M	199
Shortland	15-19	0	F	3856
Shortland	15-19	0	M	4111
Shortland	15-19	1	F	136
Shortland	15-19	1	M	270
Shortland	20-24		F	161
Shortland	20-24		M	186
Shortland	20-24	0	F	3593
Shortland	20-24	0	M	3847
Shortland	20-24	1	F	97
Shortland	20-24	1	M	177
Shortland	25-34		F	359
Shortland	25-34		M	414
Shortland	25-34	0	F	7882
Shortland	25-34	0	M	7468
Shortland	25-34	1	F	205
Shortland	25-34	1	M	255
Shortland	35-44		F	352
Shortland	35-44		M	386
Shortland	35-44	0	F	8771
Shortland	35-44	0	M	8058
Shortland	35-44	1	F	232
Shortland	35-44	1	M	242
Shortland	45-54		F	332
Shortland	45-54		M	405
Shortland	45-54	0	F	9145
Shortland	45-54	0	M	8710
Shortland	45-54	1	F	387
Shortland	45-54	1	M	366
Shortland	55-64		F	360
Shortland	55-64		M	375
Shortland	55-64	0	F	9387
Shortland	55-64	0	M	8514
Shortland	55-64	1	F	617
Shortland	55-64	1	M	583
Shortland	65-74		F	396
Shortland	65-74		M	350
Shortland	65-74	0	F	8417
Shortland	65-74	0	M	7324
Shortland	65-74	1	F	895
Shortland	65-74	1	M	831
Shortland	75-84		F	355
Shortland	75-84		M	295
Shortland	75-84	0	F	4654
Shortland	75-84	0	M	4109
Shortland	75-84	1	F	1272
Shortland	75-84	1	M	961
Shortland	85+		F	191
Shortland	85+		M	138
Shortland	85+	0	F	1129
Shortland	85+	0	M	870
Shortland	85+	1	F	1316
Shortland	85+	1	M	660
Sydney	0-4		F	195
Sydney	0-4		M	210
Sydney	0-4	0	F	3307
Sydney	0-4	0	M	3546
Sydney	0-4	1	F	12
Sydney	0-4	1	M	41
Sydney	5-14		F	274
Sydney	5-14		M	303
Sydney	5-14	0	F	3784
Sydney	5-14	0	M	3841
Sydney	5-14	1	F	76
Sydney	5-14	1	M	166
Sydney	15-19		F	192
Sydney	15-19		M	179
Sydney	15-19	0	F	2564
Sydney	15-19	0	M	2197
Sydney	15-19	1	F	31
Sydney	15-19	1	M	58
Sydney	20-24		F	816
Sydney	20-24		M	868
Sydney	20-24	0	F	10175
Sydney	20-24	0	M	9322
Sydney	20-24	1	F	65
Sydney	20-24	1	M	57
Sydney	25-34		F	2131
Sydney	25-34		M	2506
Sydney	25-34	0	F	29905
Sydney	25-34	0	M	31238
Sydney	25-34	1	F	173
Sydney	25-34	1	M	141
Sydney	35-44		F	1094
Sydney	35-44		M	1477
Sydney	35-44	0	F	15832
Sydney	35-44	0	M	19311
Sydney	35-44	1	F	201
Sydney	35-44	1	M	203
Sydney	45-54		F	601
Sydney	45-54		M	950
Sydney	45-54	0	F	8648
Sydney	45-54	0	M	11196
Sydney	45-54	1	F	226
Sydney	45-54	1	M	276
Sydney	55-64		F	481
Sydney	55-64		M	740
Sydney	55-64	0	F	6846
Sydney	55-64	0	M	8250
Sydney	55-64	1	F	412
Sydney	55-64	1	M	375
Sydney	65-74		F	358
Sydney	65-74		M	490
Sydney	65-74	0	F	4683
Sydney	65-74	0	M	5011
Sydney	65-74	1	F	516
Sydney	65-74	1	M	475
Sydney	75-84		F	237
Sydney	75-84		M	264
Sydney	75-84	0	F	1818
Sydney	75-84	0	M	1961
Sydney	75-84	1	F	661
Sydney	75-84	1	M	519
Sydney	85+		F	122
Sydney	85+		M	80
Sydney	85+	0	F	374
Sydney	85+	0	M	335
Sydney	85+	1	F	492
Sydney	85+	1	M	321
Warringah	0-4		F	118
Warringah	0-4		M	129
Warringah	0-4	0	F	3837
Warringah	0-4	0	M	3895
Warringah	0-4	1	F	15
Warringah	0-4	1	M	35
Warringah	5-14		F	285
Warringah	5-14		M	275
Warringah	5-14	0	F	8835
Warringah	5-14	0	M	9245
Warringah	5-14	1	F	105
Warringah	5-14	1	M	201
Warringah	15-19		F	120
Warringah	15-19		M	138
Warringah	15-19	0	F	3975
Warringah	15-19	0	M	4176
Warringah	15-19	1	F	66
Warringah	15-19	1	M	58
Warringah	20-24		F	112
Warringah	20-24		M	146
Warringah	20-24	0	F	3581
Warringah	20-24	0	M	3554
Warringah	20-24	1	F	59
Warringah	20-24	1	M	57
Warringah	25-34		F	413
Warringah	25-34		M	386
Warringah	25-34	0	F	10049
Warringah	25-34	0	M	8919
Warringah	25-34	1	F	63
Warringah	25-34	1	M	77
Warringah	35-44		F	371
Warringah	35-44		M	396
Warringah	35-44	0	F	11103
Warringah	35-44	0	M	9989
Warringah	35-44	1	F	95
Warringah	35-44	1	M	83
Warringah	45-54		F	379
Warringah	45-54		M	349
Warringah	45-54	0	F	11494
Warringah	45-54	0	M	10503
Warringah	45-54	1	F	99
Warringah	45-54	1	M	111
Warringah	55-64		F	294
Warringah	55-64		M	327
Warringah	55-64	0	F	8720
Warringah	55-64	0	M	8302
Warringah	55-64	1	F	199
Warringah	55-64	1	M	159
Warringah	65-74		F	229
Warringah	65-74		M	237
Warringah	65-74	0	F	6379
Warringah	65-74	0	M	5508
Warringah	65-74	1	F	286
Warringah	65-74	1	M	221
Warringah	75-84		F	235
Warringah	75-84		M	191
Warringah	75-84	0	F	3726
Warringah	75-84	0	M	3165
Warringah	75-84	1	F	711
Warringah	75-84	1	M	422
Warringah	85+		F	196
Warringah	85+		M	91
Warringah	85+	0	F	912
Warringah	85+	0	M	777
Warringah	85+	1	F	1083
Warringah	85+	1	M	533
Watson	0-4		F	456
Watson	0-4		M	457
Watson	0-4	0	F	5092
Watson	0-4	0	M	5458
Watson	0-4	1	F	41
Watson	0-4	1	M	93
Watson	5-14		F	794
Watson	5-14		M	965
Watson	5-14	0	F	10117
Watson	5-14	0	M	10567
Watson	5-14	1	F	203
Watson	5-14	1	M	527
Watson	15-19		F	301
Watson	15-19		M	357
Watson	15-19	0	F	4711
Watson	15-19	0	M	4927
Watson	15-19	1	F	90
Watson	15-19	1	M	148
Watson	20-24		F	422
Watson	20-24		M	535
Watson	20-24	0	F	5584
Watson	20-24	0	M	6182
Watson	20-24	1	F	82
Watson	20-24	1	M	122
Watson	25-34		F	1064
Watson	25-34		M	1292
Watson	25-34	0	F	12740
Watson	25-34	0	M	14166
Watson	25-34	1	F	177
Watson	25-34	1	M	219
Watson	35-44		F	894
Watson	35-44		M	1046
Watson	35-44	0	F	11393
Watson	35-44	0	M	11960
Watson	35-44	1	F	247
Watson	35-44	1	M	263
Watson	45-54		F	705
Watson	45-54		M	742
Watson	45-54	0	F	10341
Watson	45-54	0	M	9952
Watson	45-54	1	F	463
Watson	45-54	1	M	356
Watson	55-64		F	566
Watson	55-64		M	642
Watson	55-64	0	F	8762
Watson	55-64	0	M	8685
Watson	55-64	1	F	873
Watson	55-64	1	M	708
Watson	65-74		F	393
Watson	65-74		M	412
Watson	65-74	0	F	5597
Watson	65-74	0	M	5336
Watson	65-74	1	F	1354
Watson	65-74	1	M	1083
Watson	75-84		F	339
Watson	75-84		M	303
Watson	75-84	0	F	2375
Watson	75-84	0	M	2468
Watson	75-84	1	F	1741
Watson	75-84	1	M	1246
Watson	85+		F	316
Watson	85+		M	169
Watson	85+	0	F	607
Watson	85+	0	M	544
Watson	85+	1	F	1509
Watson	85+	1	M	887
Wentworth	0-4		F	171
Wentworth	0-4		M	166
Wentworth	0-4	0	F	3391
Wentworth	0-4	0	M	3499
Wentworth	0-4	1	F	25
Wentworth	0-4	1	M	32
Wentworth	5-14		F	314
Wentworth	5-14		M	307
Wentworth	5-14	0	F	6767
Wentworth	5-14	0	M	6918
Wentworth	5-14	1	F	97
Wentworth	5-14	1	M	154
Wentworth	15-19		F	149
Wentworth	15-19		M	183
Wentworth	15-19	0	F	2930
Wentworth	15-19	0	M	3005
Wentworth	15-19	1	F	45
Wentworth	15-19	1	M	50
Wentworth	20-24		F	204
Wentworth	20-24		M	207
Wentworth	20-24	0	F	3825
Wentworth	20-24	0	M	3091
Wentworth	20-24	1	F	33
Wentworth	20-24	1	M	47
Wentworth	25-34		F	947
Wentworth	25-34		M	932
Wentworth	25-34	0	F	14812
Wentworth	25-34	0	M	12689
Wentworth	25-34	1	F	75
Wentworth	25-34	1	M	62
Wentworth	35-44		F	593
Wentworth	35-44		M	650
Wentworth	35-44	0	F	10999
Wentworth	35-44	0	M	10502
Wentworth	35-44	1	F	81
Wentworth	35-44	1	M	71
Wentworth	45-54		F	439
Wentworth	45-54		M	445
Wentworth	45-54	0	F	9247
Wentworth	45-54	0	M	8820
Wentworth	45-54	1	F	132
Wentworth	45-54	1	M	93
Wentworth	55-64		F	319
Wentworth	55-64		M	362
Wentworth	55-64	0	F	7083
Wentworth	55-64	0	M	6816
Wentworth	55-64	1	F	163
Wentworth	55-64	1	M	112
Wentworth	65-74		F	307
Wentworth	65-74		M	289
Wentworth	65-74	0	F	5865
Wentworth	65-74	0	M	5230
Wentworth	65-74	1	F	275
Wentworth	65-74	1	M	238
Wentworth	75-84		F	415
Wentworth	75-84		M	281
Wentworth	75-84	0	F	3310
Wentworth	75-84	0	M	2831
Wentworth	75-84	1	F	662
Wentworth	75-84	1	M	454
Wentworth	85+		F	670
Wentworth	85+		M	330
Wentworth	85+	0	F	809
Wentworth	85+	0	M	713
Wentworth	85+	1	F	930
Wentworth	85+	1	M	449
Werriwa	0-4		F	509
Werriwa	0-4		M	541
Werriwa	0-4	0	F	6214
Werriwa	0-4	0	M	6647
Werriwa	0-4	1	F	79
Werriwa	0-4	1	M	124
Werriwa	5-14		F	1014
Werriwa	5-14		M	1097
Werriwa	5-14	0	F	13634
Werriwa	5-14	0	M	14077
Werriwa	5-14	1	F	324
Werriwa	5-14	1	M	709
Werriwa	15-19		F	397
Werriwa	15-19		M	428
Werriwa	15-19	0	F	6523
Werriwa	15-19	0	M	6855
Werriwa	15-19	1	F	132
Werriwa	15-19	1	M	271
Werriwa	20-24		F	353
Werriwa	20-24		M	375
Werriwa	20-24	0	F	6278
Werriwa	20-24	0	M	6637
Werriwa	20-24	1	F	102
Werriwa	20-24	1	M	206
Werriwa	25-34		F	837
Werriwa	25-34		M	770
Werriwa	25-34	0	F	13089
Werriwa	25-34	0	M	11816
Werriwa	25-34	1	F	249
Werriwa	25-34	1	M	285
Werriwa	35-44		F	901
Werriwa	35-44		M	800
Werriwa	35-44	0	F	13532
Werriwa	35-44	0	M	12650
Werriwa	35-44	1	F	415
Werriwa	35-44	1	M	392
Werriwa	45-54		F	673
Werriwa	45-54		M	627
Werriwa	45-54	0	F	11592
Werriwa	45-54	0	M	11114
Werriwa	45-54	1	F	711
Werriwa	45-54	1	M	508
Werriwa	55-64		F	537
Werriwa	55-64		M	612
Werriwa	55-64	0	F	9315
Werriwa	55-64	0	M	9420
Werriwa	55-64	1	F	1266
Werriwa	55-64	1	M	1008
Werriwa	65-74		F	371
Werriwa	65-74		M	369
Werriwa	65-74	0	F	5222
Werriwa	65-74	0	M	5119
Werriwa	65-74	1	F	1484
Werriwa	65-74	1	M	1212
Werriwa	75-84		F	327
Werriwa	75-84		M	283
Werriwa	75-84	0	F	1748
Werriwa	75-84	0	M	1809
Werriwa	75-84	1	F	1330
Werriwa	75-84	1	M	969
Werriwa	85+		F	276
Werriwa	85+		M	225
Werriwa	85+	0	F	319
Werriwa	85+	0	M	304
Werriwa	85+	1	F	795
Werriwa	85+	1	M	407
Whitlam	0-4		F	217
Whitlam	0-4		M	256
Whitlam	0-4	0	F	4475
Whitlam	0-4	0	M	4619
Whitlam	0-4	1	F	53
Whitlam	0-4	1	M	108
Whitlam	5-14		F	556
Whitlam	5-14		M	574
Whitlam	5-14	0	F	9517
Whitlam	5-14	0	M	9766
Whitlam	5-14	1	F	377
Whitlam	5-14	1	M	789
Whitlam	15-19		F	222
Whitlam	15-19		M	238
Whitlam	15-19	0	F	4629
Whitlam	15-19	0	M	4719
Whitlam	15-19	1	F	184
Whitlam	15-19	1	M	269
Whitlam	20-24		F	190
Whitlam	20-24		M	236
Whitlam	20-24	0	F	4247
Whitlam	20-24	0	M	4277
Whitlam	20-24	1	F	126
Whitlam	20-24	1	M	221
Whitlam	25-34		F	477
Whitlam	25-34		M	426
Whitlam	25-34	0	F	9363
Whitlam	25-34	0	M	8795
Whitlam	25-34	1	F	243
Whitlam	25-34	1	M	314
Whitlam	35-44		F	458
Whitlam	35-44		M	464
Whitlam	35-44	0	F	9534
Whitlam	35-44	0	M	8924
Whitlam	35-44	1	F	305
Whitlam	35-44	1	M	305
Whitlam	45-54		F	413
Whitlam	45-54		M	462
Whitlam	45-54	0	F	9979
Whitlam	45-54	0	M	9308
Whitlam	45-54	1	F	528
Whitlam	45-54	1	M	410
Whitlam	55-64		F	407
Whitlam	55-64		M	424
Whitlam	55-64	0	F	9961
Whitlam	55-64	0	M	9117
Whitlam	55-64	1	F	723
Whitlam	55-64	1	M	613
Whitlam	65-74		F	394
Whitlam	65-74		M	392
Whitlam	65-74	0	F	8739
Whitlam	65-74	0	M	7650
Whitlam	65-74	1	F	1006
Whitlam	65-74	1	M	891
Whitlam	75-84		F	406
Whitlam	75-84		M	359
Whitlam	75-84	0	F	4725
Whitlam	75-84	0	M	4251
Whitlam	75-84	1	F	1423
Whitlam	75-84	1	M	978
Whitlam	85+		F	379
Whitlam	85+		M	316
Whitlam	85+	0	F	934
Whitlam	85+	0	M	880
Whitlam	85+	1	F	1301
Whitlam	85+	1	M	681
No usual address (NSW)	0-4		F	90
No usual address (NSW)	0-4		M	87
No usual address (NSW)	0-4	0	F	113
No usual address (NSW)	0-4	0	M	157
No usual address (NSW)	0-4	1	F	3
No usual address (NSW)	0-4	1	M	6
No usual address (NSW)	5-14		F	182
No usual address (NSW)	5-14		M	167
No usual address (NSW)	5-14	0	F	218
No usual address (NSW)	5-14	0	M	200
No usual address (NSW)	5-14	1	F	9
No usual address (NSW)	5-14	1	M	24
No usual address (NSW)	15-19		F	91
No usual address (NSW)	15-19		M	91
No usual address (NSW)	15-19	0	F	180
No usual address (NSW)	15-19	0	M	156
No usual address (NSW)	15-19	1	F	9
No usual address (NSW)	15-19	1	M	8
No usual address (NSW)	20-24		F	135
No usual address (NSW)	20-24		M	136
No usual address (NSW)	20-24	0	F	274
No usual address (NSW)	20-24	0	M	267
No usual address (NSW)	20-24	1	F	13
No usual address (NSW)	20-24	1	M	12
No usual address (NSW)	25-34		F	333
No usual address (NSW)	25-34		M	414
No usual address (NSW)	25-34	0	F	667
No usual address (NSW)	25-34	0	M	723
No usual address (NSW)	25-34	1	F	26
No usual address (NSW)	25-34	1	M	25
No usual address (NSW)	35-44		F	286
No usual address (NSW)	35-44		M	480
No usual address (NSW)	35-44	0	F	434
No usual address (NSW)	35-44	0	M	586
No usual address (NSW)	35-44	1	F	27
No usual address (NSW)	35-44	1	M	34
No usual address (NSW)	45-54		F	197
No usual address (NSW)	45-54		M	433
No usual address (NSW)	45-54	0	F	428
No usual address (NSW)	45-54	0	M	531
No usual address (NSW)	45-54	1	F	41
No usual address (NSW)	45-54	1	M	42
No usual address (NSW)	55-64		F	149
No usual address (NSW)	55-64		M	308
No usual address (NSW)	55-64	0	F	500
No usual address (NSW)	55-64	0	M	569
No usual address (NSW)	55-64	1	F	51
No usual address (NSW)	55-64	1	M	73
No usual address (NSW)	65-74		F	64
No usual address (NSW)	65-74		M	130
No usual address (NSW)	65-74	0	F	312
No usual address (NSW)	65-74	0	M	476
No usual address (NSW)	65-74	1	F	31
No usual address (NSW)	65-74	1	M	39
No usual address (NSW)	75-84		F	20
No usual address (NSW)	75-84		M	35
No usual address (NSW)	75-84	0	F	76
No usual address (NSW)	75-84	0	M	115
No usual address (NSW)	75-84	1	F	12
No usual address (NSW)	75-84	1	M	20
No usual address (NSW)	85+		F	8
No usual address (NSW)	85+		M	6
No usual address (NSW)	85+	0	F	5
No usual address (NSW)	85+	0	M	10
No usual address (NSW)	85+	1	F	15
No usual address (NSW)	85+	1	M	8
Aston	0-4		F	147
Aston	0-4		M	143
Aston	0-4	0	F	3961
Aston	0-4	0	M	4076
Aston	0-4	1	F	41
Aston	0-4	1	M	64
Aston	5-14		F	321
Aston	5-14		M	324
Aston	5-14	0	F	8300
Aston	5-14	0	M	8899
Aston	5-14	1	F	292
Aston	5-14	1	M	544
Aston	15-19		F	144
Aston	15-19		M	149
Aston	15-19	0	F	4208
Aston	15-19	0	M	4484
Aston	15-19	1	F	128
Aston	15-19	1	M	209
Aston	20-24		F	161
Aston	20-24		M	169
Aston	20-24	0	F	4359
Aston	20-24	0	M	4716
Aston	20-24	1	F	114
Aston	20-24	1	M	149
Aston	25-34		F	371
Aston	25-34		M	415
Aston	25-34	0	F	9590
Aston	25-34	0	M	9387
Aston	25-34	1	F	234
Aston	25-34	1	M	234
Aston	35-44		F	371
Aston	35-44		M	386
Aston	35-44	0	F	10781
Aston	35-44	0	M	10270
Aston	35-44	1	F	245
Aston	35-44	1	M	228
Aston	45-54		F	284
Aston	45-54		M	322
Aston	45-54	0	F	10583
Aston	45-54	0	M	9756
Aston	45-54	1	F	330
Aston	45-54	1	M	271
Aston	55-64		F	288
Aston	55-64		M	273
Aston	55-64	0	F	9927
Aston	55-64	0	M	9188
Aston	55-64	1	F	474
Aston	55-64	1	M	384
Aston	65-74		F	266
Aston	65-74		M	240
Aston	65-74	0	F	7469
Aston	65-74	0	M	6687
Aston	65-74	1	F	748
Aston	65-74	1	M	589
Aston	75-84		F	224
Aston	75-84		M	203
Aston	75-84	0	F	3415
Aston	75-84	0	M	3066
Aston	75-84	1	F	1214
Aston	75-84	1	M	786
Aston	85+		F	178
Aston	85+		M	102
Aston	85+	0	F	723
Aston	85+	0	M	640
Aston	85+	1	F	1302
Aston	85+	1	M	596
Ballarat	0-4		F	242
Ballarat	0-4		M	211
Ballarat	0-4	0	F	3904
Ballarat	0-4	0	M	3965
Ballarat	0-4	1	F	54
Ballarat	0-4	1	M	101
Ballarat	5-14		F	465
Ballarat	5-14		M	616
Ballarat	5-14	0	F	8585
Ballarat	5-14	0	M	8786
Ballarat	5-14	1	F	375
Ballarat	5-14	1	M	728
Ballarat	15-19		F	254
Ballarat	15-19		M	244
Ballarat	15-19	0	F	4014
Ballarat	15-19	0	M	4138
Ballarat	15-19	1	F	176
Ballarat	15-19	1	M	277
Ballarat	20-24		F	246
Ballarat	20-24		M	263
Ballarat	20-24	0	F	3911
Ballarat	20-24	0	M	3857
Ballarat	20-24	1	F	154
Ballarat	20-24	1	M	203
Ballarat	25-34		F	535
Ballarat	25-34		M	522
Ballarat	25-34	0	F	8718
Ballarat	25-34	0	M	8527
Ballarat	25-34	1	F	282
Ballarat	25-34	1	M	317
Ballarat	35-44		F	499
Ballarat	35-44		M	450
Ballarat	35-44	0	F	8922
Ballarat	35-44	0	M	8078
Ballarat	35-44	1	F	320
Ballarat	35-44	1	M	284
Ballarat	45-54		F	497
Ballarat	45-54		M	568
Ballarat	45-54	0	F	9151
Ballarat	45-54	0	M	8500
Ballarat	45-54	1	F	506
Ballarat	45-54	1	M	404
Ballarat	55-64		F	456
Ballarat	55-64		M	502
Ballarat	55-64	0	F	9051
Ballarat	55-64	0	M	8227
Ballarat	55-64	1	F	674
Ballarat	55-64	1	M	601
Ballarat	65-74		F	448
Ballarat	65-74		M	466
Ballarat	65-74	0	F	7748
Ballarat	65-74	0	M	7052
Ballarat	65-74	1	F	851
Ballarat	65-74	1	M	807
Ballarat	75-84		F	302
Ballarat	75-84		M	278
Ballarat	75-84	0	F	3524
Ballarat	75-84	0	M	3113
Ballarat	75-84	1	F	956
Ballarat	75-84	1	M	807
Ballarat	85+		F	226
Ballarat	85+		M	128
Ballarat	85+	0	F	868
Ballarat	85+	0	M	618
Ballarat	85+	1	F	1149
Ballarat	85+	1	M	551
Bendigo	0-4		F	254
Bendigo	0-4		M	259
Bendigo	0-4	0	F	3838
Bendigo	0-4	0	M	3959
Bendigo	0-4	1	F	56
Bendigo	0-4	1	M	104
Bendigo	5-14		F	551
Bendigo	5-14		M	595
Bendigo	5-14	0	F	8213
Bendigo	5-14	0	M	8423
Bendigo	5-14	1	F	392
Bendigo	5-14	1	M	805
Bendigo	15-19		F	249
Bendigo	15-19		M	236
Bendigo	15-19	0	F	3781
Bendigo	15-19	0	M	3782
Bendigo	15-19	1	F	179
Bendigo	15-19	1	M	278
Bendigo	20-24		F	216
Bendigo	20-24		M	278
Bendigo	20-24	0	F	3761
Bendigo	20-24	0	M	3694
Bendigo	20-24	1	F	122
Bendigo	20-24	1	M	198
Bendigo	25-34		F	579
Bendigo	25-34		M	780
Bendigo	25-34	0	F	8609
Bendigo	25-34	0	M	7866
Bendigo	25-34	1	F	239
Bendigo	25-34	1	M	301
Bendigo	35-44		F	553
Bendigo	35-44		M	649
Bendigo	35-44	0	F	8663
Bendigo	35-44	0	M	7801
Bendigo	35-44	1	F	307
Bendigo	35-44	1	M	273
Bendigo	45-54		F	529
Bendigo	45-54		M	673
Bendigo	45-54	0	F	8932
Bendigo	45-54	0	M	8166
Bendigo	45-54	1	F	421
Bendigo	45-54	1	M	394
Bendigo	55-64		F	576
Bendigo	55-64		M	622
Bendigo	55-64	0	F	9392
Bendigo	55-64	0	M	8359
Bendigo	55-64	1	F	636
Bendigo	55-64	1	M	530
Bendigo	65-74		F	473
Bendigo	65-74		M	520
Bendigo	65-74	0	F	8165
Bendigo	65-74	0	M	7615
Bendigo	65-74	1	F	828
Bendigo	65-74	1	M	742
Bendigo	75-84		F	398
Bendigo	75-84		M	344
Bendigo	75-84	0	F	3867
Bendigo	75-84	0	M	3616
Bendigo	75-84	1	F	1018
Bendigo	75-84	1	M	802
Bendigo	85+		F	400
Bendigo	85+		M	224
Bendigo	85+	0	F	896
Bendigo	85+	0	M	745
Bendigo	85+	1	F	1170
Bendigo	85+	1	M	626
Bruce	0-4		F	360
Bruce	0-4		M	413
