CED_NAME21	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Riverina	65-74	1	M	1095
Riverina	75-84		F	569
Riverina	75-84		M	517
Riverina	75-84	0	F	4602
Riverina	75-84	0	M	4148
Riverina	75-84	1	F	597
Riverina	75-84	1	M	566
Riverina	85+		F	362
Riverina	85+		M	196
Riverina	85+	0	F	2281
Riverina	85+	0	M	1343
Riverina	85+	1	F	131
Riverina	85+	1	M	157
Robertson	15-19		F	196
Robertson	15-19		M	236
Robertson	15-19	0	F	3727
Robertson	15-19	0	M	3979
Robertson	15-19	1	F	205
Robertson	15-19	1	M	167
Robertson	20-24		F	195
Robertson	20-24		M	206
Robertson	20-24	0	F	3355
Robertson	20-24	0	M	3514
Robertson	20-24	1	F	253
Robertson	20-24	1	M	208
Robertson	25-34		F	428
Robertson	25-34		M	509
Robertson	25-34	0	F	6691
Robertson	25-34	0	M	6711
Robertson	25-34	1	F	727
Robertson	25-34	1	M	484
Robertson	35-44		F	489
Robertson	35-44		M	442
Robertson	35-44	0	F	7664
Robertson	35-44	0	M	7530
Robertson	35-44	1	F	1444
Robertson	35-44	1	M	839
Robertson	45-54		F	411
Robertson	45-54		M	515
Robertson	45-54	0	F	7747
Robertson	45-54	0	M	7948
Robertson	45-54	1	F	2040
Robertson	45-54	1	M	1234
Robertson	55-64		F	454
Robertson	55-64		M	482
Robertson	55-64	0	F	7986
Robertson	55-64	0	M	7841
Robertson	55-64	1	F	2409
Robertson	55-64	1	M	1424
Robertson	65-74		F	540
Robertson	65-74		M	464
Robertson	65-74	0	F	7927
Robertson	65-74	0	M	7134
Robertson	65-74	1	F	1548
Robertson	65-74	1	M	976
Robertson	75-84		F	610
Robertson	75-84		M	424
Robertson	75-84	0	F	5042
Robertson	75-84	0	M	4465
Robertson	75-84	1	F	659
Robertson	75-84	1	M	570
Robertson	85+		F	680
Robertson	85+		M	329
Robertson	85+	0	F	2275
Robertson	85+	0	M	1318
Robertson	85+	1	F	142
Robertson	85+	1	M	161
Shortland	15-19		F	177
Shortland	15-19		M	234
Shortland	15-19	0	F	3760
Shortland	15-19	0	M	4156
Shortland	15-19	1	F	206
Shortland	15-19	1	M	186
Shortland	20-24		F	183
Shortland	20-24		M	198
Shortland	20-24	0	F	3400
Shortland	20-24	0	M	3779
Shortland	20-24	1	F	274
Shortland	20-24	1	M	228
Shortland	25-34		F	398
Shortland	25-34		M	453
Shortland	25-34	0	F	7098
Shortland	25-34	0	M	7152
Shortland	25-34	1	F	953
Shortland	25-34	1	M	536
Shortland	35-44		F	383
Shortland	35-44		M	414
Shortland	35-44	0	F	7356
Shortland	35-44	0	M	7394
Shortland	35-44	1	F	1625
Shortland	35-44	1	M	874
Shortland	45-54		F	335
Shortland	45-54		M	436
Shortland	45-54	0	F	7302
Shortland	45-54	0	M	7720
Shortland	45-54	1	F	2229
Shortland	45-54	1	M	1331
Shortland	55-64		F	348
Shortland	55-64		M	377
Shortland	55-64	0	F	7380
Shortland	55-64	0	M	7462
Shortland	55-64	1	F	2635
Shortland	55-64	1	M	1638
Shortland	65-74		F	460
Shortland	65-74		M	372
Shortland	65-74	0	F	7531
Shortland	65-74	0	M	6995
Shortland	65-74	1	F	1716
Shortland	65-74	1	M	1144
Shortland	75-84		F	510
Shortland	75-84		M	385
Shortland	75-84	0	F	5011
Shortland	75-84	0	M	4352
Shortland	75-84	1	F	756
Shortland	75-84	1	M	625
Shortland	85+		F	369
Shortland	85+		M	222
Shortland	85+	0	F	2118
Shortland	85+	0	M	1262
Shortland	85+	1	F	144
Shortland	85+	1	M	180
Sydney	15-19		F	211
Sydney	15-19		M	195
Sydney	15-19	0	F	2461
Sydney	15-19	0	M	2147
Sydney	15-19	1	F	118
Sydney	15-19	1	M	91
Sydney	20-24		F	867
Sydney	20-24		M	932
Sydney	20-24	0	F	9881
Sydney	20-24	0	M	9033
Sydney	20-24	1	F	311
Sydney	20-24	1	M	291
Sydney	25-34		F	2351
Sydney	25-34		M	2734
Sydney	25-34	0	F	28691
Sydney	25-34	0	M	30160
Sydney	25-34	1	F	1164
Sydney	25-34	1	M	990
Sydney	35-44		F	1179
Sydney	35-44		M	1569
Sydney	35-44	0	F	14606
Sydney	35-44	0	M	18281
Sydney	35-44	1	F	1341
Sydney	35-44	1	M	1133
Sydney	45-54		F	629
Sydney	45-54		M	989
Sydney	45-54	0	F	7502
Sydney	45-54	0	M	10232
Sydney	45-54	1	F	1352
Sydney	45-54	1	M	1199
Sydney	55-64		F	527
Sydney	55-64		M	776
Sydney	55-64	0	F	5918
Sydney	55-64	0	M	7567
Sydney	55-64	1	F	1299
Sydney	55-64	1	M	1025
Sydney	65-74		F	394
Sydney	65-74		M	543
Sydney	65-74	0	F	4423
Sydney	65-74	0	M	4906
Sydney	65-74	1	F	743
Sydney	65-74	1	M	534
Sydney	75-84		F	281
Sydney	75-84		M	315
Sydney	75-84	0	F	2167
Sydney	75-84	0	M	2218
Sydney	75-84	1	F	265
Sydney	75-84	1	M	215
Sydney	85+		F	163
Sydney	85+		M	108
Sydney	85+	0	F	788
Sydney	85+	0	M	576
Sydney	85+	1	F	38
Sydney	85+	1	M	55
Warringah	15-19		F	115
Warringah	15-19		M	139
Warringah	15-19	0	F	3888
Warringah	15-19	0	M	4080
Warringah	15-19	1	F	151
Warringah	15-19	1	M	149
Warringah	20-24		F	128
Warringah	20-24		M	145
Warringah	20-24	0	F	3408
Warringah	20-24	0	M	3431
Warringah	20-24	1	F	206
Warringah	20-24	1	M	176
Warringah	25-34		F	455
Warringah	25-34		M	443
Warringah	25-34	0	F	9524
Warringah	25-34	0	M	8531
Warringah	25-34	1	F	544
Warringah	25-34	1	M	410
Warringah	35-44		F	407
Warringah	35-44		M	439
Warringah	35-44	0	F	10038
Warringah	35-44	0	M	9329
Warringah	35-44	1	F	1127
Warringah	35-44	1	M	706
Warringah	45-54		F	369
Warringah	45-54		M	342
Warringah	45-54	0	F	9536
Warringah	45-54	0	M	9418
Warringah	45-54	1	F	2070
Warringah	45-54	1	M	1201
Warringah	55-64		F	276
Warringah	55-64		M	329
Warringah	55-64	0	F	6856
Warringah	55-64	0	M	7159
Warringah	55-64	1	F	2083
Warringah	55-64	1	M	1296
Warringah	65-74		F	234
Warringah	65-74		M	236
Warringah	65-74	0	F	5571
Warringah	65-74	0	M	5008
Warringah	65-74	1	F	1089
Warringah	65-74	1	M	727
Warringah	75-84		F	266
Warringah	75-84		M	193
Warringah	75-84	0	F	3888
Warringah	75-84	0	M	3225
Warringah	75-84	1	F	516
Warringah	75-84	1	M	358
Warringah	85+		F	311
Warringah	85+		M	121
Warringah	85+	0	F	1759
Warringah	85+	0	M	1137
Warringah	85+	1	F	122
Warringah	85+	1	M	142
Watson	15-19		F	367
Watson	15-19		M	410
Watson	15-19	0	F	4458
Watson	15-19	0	M	4772
Watson	15-19	1	F	275
Watson	15-19	1	M	248
Watson	20-24		F	487
Watson	20-24		M	637
Watson	20-24	0	F	5151
Watson	20-24	0	M	5841
Watson	20-24	1	F	450
Watson	20-24	1	M	359
Watson	25-34		F	1189
Watson	25-34		M	1588
Watson	25-34	0	F	11538
Watson	25-34	0	M	13194
Watson	25-34	1	F	1249
Watson	25-34	1	M	902
Watson	35-44		F	1006
Watson	35-44		M	1222
Watson	35-44	0	F	9633
Watson	35-44	0	M	10708
Watson	35-44	1	F	1894
Watson	35-44	1	M	1336
Watson	45-54		F	789
Watson	45-54		M	848
Watson	45-54	0	F	8579
Watson	45-54	0	M	8837
Watson	45-54	1	F	2136
Watson	45-54	1	M	1372
Watson	55-64		F	653
Watson	55-64		M	701
Watson	55-64	0	F	7697
Watson	55-64	0	M	8084
Watson	55-64	1	F	1849
Watson	55-64	1	M	1256
Watson	65-74		F	469
Watson	65-74		M	457
Watson	65-74	0	F	5842
Watson	65-74	0	M	5761
Watson	65-74	1	F	1034
Watson	65-74	1	M	610
Watson	75-84		F	402
Watson	75-84		M	342
Watson	75-84	0	F	3597
Watson	75-84	0	M	3292
Watson	75-84	1	F	458
Watson	75-84	1	M	382
Watson	85+		F	357
Watson	85+		M	193
Watson	85+	0	F	1978
Watson	85+	0	M	1270
Watson	85+	1	F	96
Watson	85+	1	M	130
Wentworth	15-19		F	164
Wentworth	15-19		M	202
Wentworth	15-19	0	F	2822
Wentworth	15-19	0	M	2891
Wentworth	15-19	1	F	135
Wentworth	15-19	1	M	139
Wentworth	20-24		F	232
Wentworth	20-24		M	229
Wentworth	20-24	0	F	3570
Wentworth	20-24	0	M	2946
Wentworth	20-24	1	F	252
Wentworth	20-24	1	M	175
Wentworth	25-34		F	1009
Wentworth	25-34		M	1006
Wentworth	25-34	0	F	14107
Wentworth	25-34	0	M	12170
Wentworth	25-34	1	F	715
Wentworth	25-34	1	M	499
Wentworth	35-44		F	625
Wentworth	35-44		M	710
Wentworth	35-44	0	F	9902
Wentworth	35-44	0	M	9738
Wentworth	35-44	1	F	1142
Wentworth	35-44	1	M	778
Wentworth	45-54		F	444
Wentworth	45-54		M	471
Wentworth	45-54	0	F	7637
Wentworth	45-54	0	M	7774
Wentworth	45-54	1	F	1740
Wentworth	45-54	1	M	1120
Wentworth	55-64		F	334
Wentworth	55-64		M	354
Wentworth	55-64	0	F	5473
Wentworth	55-64	0	M	5716
Wentworth	55-64	1	F	1761
Wentworth	55-64	1	M	1226
Wentworth	65-74		F	334
Wentworth	65-74		M	297
Wentworth	65-74	0	F	5096
Wentworth	65-74	0	M	4821
Wentworth	65-74	1	F	1017
Wentworth	65-74	1	M	632
Wentworth	75-84		F	508
Wentworth	75-84		M	330
Wentworth	75-84	0	F	3401
Wentworth	75-84	0	M	2923
Wentworth	75-84	1	F	481
Wentworth	75-84	1	M	311
Wentworth	85+		F	768
Wentworth	85+		M	372
Wentworth	85+	0	F	1539
Wentworth	85+	0	M	989
Wentworth	85+	1	F	108
Wentworth	85+	1	M	134
Werriwa	15-19		F	460
Werriwa	15-19		M	529
Werriwa	15-19	0	F	6202
Werriwa	15-19	0	M	6730
Werriwa	15-19	1	F	388
Werriwa	15-19	1	M	293
Werriwa	20-24		F	400
Werriwa	20-24		M	429
Werriwa	20-24	0	F	5841
Werriwa	20-24	0	M	6355
Werriwa	20-24	1	F	492
Werriwa	20-24	1	M	431
Werriwa	25-34		F	983
Werriwa	25-34		M	908
Werriwa	25-34	0	F	11602
Werriwa	25-34	0	M	10973
Werriwa	25-34	1	F	1592
Werriwa	25-34	1	M	993
Werriwa	35-44		F	1012
Werriwa	35-44		M	962
Werriwa	35-44	0	F	11512
Werriwa	35-44	0	M	11439
Werriwa	35-44	1	F	2316
Werriwa	35-44	1	M	1438
Werriwa	45-54		F	740
Werriwa	45-54		M	709
Werriwa	45-54	0	F	9922
Werriwa	45-54	0	M	10036
Werriwa	45-54	1	F	2312
Werriwa	45-54	1	M	1497
Werriwa	55-64		F	590
Werriwa	55-64		M	678
Werriwa	55-64	0	F	8552
Werriwa	55-64	0	M	9130
Werriwa	55-64	1	F	1967
Werriwa	55-64	1	M	1225
Werriwa	65-74		F	469
Werriwa	65-74		M	428
Werriwa	65-74	0	F	5694
Werriwa	65-74	0	M	5645
Werriwa	65-74	1	F	918
Werriwa	65-74	1	M	625
Werriwa	75-84		F	402
Werriwa	75-84		M	339
Werriwa	75-84	0	F	2715
Werriwa	75-84	0	M	2443
Werriwa	75-84	1	F	286
Werriwa	75-84	1	M	283
Werriwa	85+		F	370
Werriwa	85+		M	252
Werriwa	85+	0	F	965
Werriwa	85+	0	M	625
Werriwa	85+	1	F	57
Werriwa	85+	1	M	63
Whitlam	15-19		F	260
Whitlam	15-19		M	282
Whitlam	15-19	0	F	4522
Whitlam	15-19	0	M	4721
Whitlam	15-19	1	F	257
Whitlam	15-19	1	M	226
Whitlam	20-24		F	222
Whitlam	20-24		M	253
Whitlam	20-24	0	F	3974
Whitlam	20-24	0	M	4213
Whitlam	20-24	1	F	366
Whitlam	20-24	1	M	269
Whitlam	25-34		F	526
Whitlam	25-34		M	481
Whitlam	25-34	0	F	8422
Whitlam	25-34	0	M	8403
Whitlam	25-34	1	F	1135
Whitlam	25-34	1	M	653
Whitlam	35-44		F	485
Whitlam	35-44		M	501
Whitlam	35-44	0	F	8053
Whitlam	35-44	0	M	8180
Whitlam	35-44	1	F	1760
Whitlam	35-44	1	M	1014
Whitlam	45-54		F	448
Whitlam	45-54		M	480
Whitlam	45-54	0	F	8134
Whitlam	45-54	0	M	8228
Whitlam	45-54	1	F	2335
Whitlam	45-54	1	M	1470
Whitlam	55-64		F	423
Whitlam	55-64		M	443
Whitlam	55-64	0	F	7951
Whitlam	55-64	0	M	8093
Whitlam	55-64	1	F	2727
Whitlam	55-64	1	M	1622
Whitlam	65-74		F	457
Whitlam	65-74		M	429
Whitlam	65-74	0	F	8060
Whitlam	65-74	0	M	7342
Whitlam	65-74	1	F	1621
Whitlam	65-74	1	M	1154
Whitlam	75-84		F	503
Whitlam	75-84		M	423
Whitlam	75-84	0	F	5349
Whitlam	75-84	0	M	4507
Whitlam	75-84	1	F	701
Whitlam	75-84	1	M	654
Whitlam	85+		F	451
Whitlam	85+		M	362
Whitlam	85+	0	F	2040
Whitlam	85+	0	M	1327
Whitlam	85+	1	F	133
Whitlam	85+	1	M	184
No usual address (NSW)	15-19		F	90
No usual address (NSW)	15-19		M	97
No usual address (NSW)	15-19	0	F	172
No usual address (NSW)	15-19	0	M	151
No usual address (NSW)	15-19	1	F	17
No usual address (NSW)	15-19	1	M	11
No usual address (NSW)	20-24		F	132
No usual address (NSW)	20-24		M	135
No usual address (NSW)	20-24	0	F	265
No usual address (NSW)	20-24	0	M	255
No usual address (NSW)	20-24	1	F	18
No usual address (NSW)	20-24	1	M	20
No usual address (NSW)	25-34		F	339
No usual address (NSW)	25-34		M	423
No usual address (NSW)	25-34	0	F	616
No usual address (NSW)	25-34	0	M	689
No usual address (NSW)	25-34	1	F	76
No usual address (NSW)	25-34	1	M	51
No usual address (NSW)	35-44		F	285
No usual address (NSW)	35-44		M	491
No usual address (NSW)	35-44	0	F	392
No usual address (NSW)	35-44	0	M	541
No usual address (NSW)	35-44	1	F	70
No usual address (NSW)	35-44	1	M	72
No usual address (NSW)	45-54		F	210
No usual address (NSW)	45-54		M	442
No usual address (NSW)	45-54	0	F	365
No usual address (NSW)	45-54	0	M	500
No usual address (NSW)	45-54	1	F	93
No usual address (NSW)	45-54	1	M	67
No usual address (NSW)	55-64		F	147
No usual address (NSW)	55-64		M	317
No usual address (NSW)	55-64	0	F	464
No usual address (NSW)	55-64	0	M	544
No usual address (NSW)	55-64	1	F	95
No usual address (NSW)	55-64	1	M	84
No usual address (NSW)	65-74		F	59
No usual address (NSW)	65-74		M	138
No usual address (NSW)	65-74	0	F	301
No usual address (NSW)	65-74	0	M	465
No usual address (NSW)	65-74	1	F	41
No usual address (NSW)	65-74	1	M	54
No usual address (NSW)	75-84		F	22
No usual address (NSW)	75-84		M	40
No usual address (NSW)	75-84	0	F	77
No usual address (NSW)	75-84	0	M	122
No usual address (NSW)	75-84	1	F	8
No usual address (NSW)	75-84	1	M	15
No usual address (NSW)	85+		F	12
No usual address (NSW)	85+		M	4
No usual address (NSW)	85+	0	F	19
No usual address (NSW)	85+	0	M	11
Aston	15-19		F	161
Aston	15-19		M	166
Aston	15-19	0	F	4080
Aston	15-19	0	M	4461
Aston	15-19	1	F	233
Aston	15-19	1	M	215
Aston	20-24		F	187
Aston	20-24		M	189
Aston	20-24	0	F	4105
Aston	20-24	0	M	4586
Aston	20-24	1	F	337
Aston	20-24	1	M	256
Aston	25-34		F	399
Aston	25-34		M	470
Aston	25-34	0	F	8778
Aston	25-34	0	M	8889
Aston	25-34	1	F	1014
Aston	25-34	1	M	667
Aston	35-44		F	396
Aston	35-44		M	420
Aston	35-44	0	F	9335
Aston	35-44	0	M	9351
Aston	35-44	1	F	1672
Aston	35-44	1	M	1104
Aston	45-54		F	307
Aston	45-54		M	360
Aston	45-54	0	F	8440
Aston	45-54	0	M	8491
Aston	45-54	1	F	2450
Aston	45-54	1	M	1503
Aston	55-64		F	295
Aston	55-64		M	275
Aston	55-64	0	F	7735
Aston	55-64	0	M	7983
Aston	55-64	1	F	2661
Aston	55-64	1	M	1573
Aston	65-74		F	306
Aston	65-74		M	249
Aston	65-74	0	F	6675
Aston	65-74	0	M	6243
Aston	65-74	1	F	1502
Aston	65-74	1	M	1022
Aston	75-84		F	342
Aston	75-84		M	241
Aston	75-84	0	F	3950
Aston	75-84	0	M	3307
Aston	75-84	1	F	556
Aston	75-84	1	M	504
Aston	85+		F	287
Aston	85+		M	148
Aston	85+	0	F	1839
Aston	85+	0	M	1045
Aston	85+	1	F	78
Aston	85+	1	M	140
Ballarat	15-19		F	312
Ballarat	15-19		M	295
Ballarat	15-19	0	F	3892
Ballarat	15-19	0	M	4139
Ballarat	15-19	1	F	248
Ballarat	15-19	1	M	224
Ballarat	20-24		F	271
Ballarat	20-24		M	285
Ballarat	20-24	0	F	3701
Ballarat	20-24	0	M	3777
Ballarat	20-24	1	F	339
Ballarat	20-24	1	M	257
Ballarat	25-34		F	573
Ballarat	25-34		M	591
Ballarat	25-34	0	F	7839
Ballarat	25-34	0	M	8119
Ballarat	25-34	1	F	1119
Ballarat	25-34	1	M	655
Ballarat	35-44		F	514
Ballarat	35-44		M	505
Ballarat	35-44	0	F	7471
Ballarat	35-44	0	M	7291
Ballarat	35-44	1	F	1758
Ballarat	35-44	1	M	1012
Ballarat	45-54		F	512
Ballarat	45-54		M	555
Ballarat	45-54	0	F	7195
Ballarat	45-54	0	M	7460
Ballarat	45-54	1	F	2450
Ballarat	45-54	1	M	1445
Ballarat	55-64		F	485
Ballarat	55-64		M	520
Ballarat	55-64	0	F	7038
Ballarat	55-64	0	M	7266
Ballarat	55-64	1	F	2658
Ballarat	55-64	1	M	1544
Ballarat	65-74		F	503
Ballarat	65-74		M	508
Ballarat	65-74	0	F	6816
Ballarat	65-74	0	M	6679
Ballarat	65-74	1	F	1726
Ballarat	65-74	1	M	1143
Ballarat	75-84		F	451
Ballarat	75-84		M	374
Ballarat	75-84	0	F	3737
Ballarat	75-84	0	M	3322
Ballarat	75-84	1	F	596
Ballarat	75-84	1	M	506
Ballarat	85+		F	377
Ballarat	85+		M	212
Ballarat	85+	0	F	1754
Ballarat	85+	0	M	974
Ballarat	85+	1	F	104
Ballarat	85+	1	M	115
Bendigo	15-19		F	288
Bendigo	15-19		M	324
Bendigo	15-19	0	F	3655
Bendigo	15-19	0	M	3768
Bendigo	15-19	1	F	262
Bendigo	15-19	1	M	198
Bendigo	20-24		F	226
Bendigo	20-24		M	301
Bendigo	20-24	0	F	3538
Bendigo	20-24	0	M	3621
Bendigo	20-24	1	F	335
Bendigo	20-24	1	M	255
Bendigo	25-34		F	584
Bendigo	25-34		M	812
Bendigo	25-34	0	F	7709
Bendigo	25-34	0	M	7497
Bendigo	25-34	1	F	1136
Bendigo	25-34	1	M	641
Bendigo	35-44		F	584
Bendigo	35-44		M	704
Bendigo	35-44	0	F	7172
Bendigo	35-44	0	M	7013
Bendigo	35-44	1	F	1775
Bendigo	35-44	1	M	1006
Bendigo	45-54		F	571
Bendigo	45-54		M	698
Bendigo	45-54	0	F	6961
Bendigo	45-54	0	M	7162
Bendigo	45-54	1	F	2357
Bendigo	45-54	1	M	1374
Bendigo	55-64		F	567
Bendigo	55-64		M	646
Bendigo	55-64	0	F	7269
Bendigo	55-64	0	M	7243
Bendigo	55-64	1	F	2772
Bendigo	55-64	1	M	1616
Bendigo	65-74		F	564
Bendigo	65-74		M	583
Bendigo	65-74	0	F	7125
Bendigo	65-74	0	M	7105
Bendigo	65-74	1	F	1783
Bendigo	65-74	1	M	1181
Bendigo	75-84		F	509
Bendigo	75-84		M	434
Bendigo	75-84	0	F	4075
Bendigo	75-84	0	M	3769
Bendigo	75-84	1	F	702
Bendigo	75-84	1	M	552
Bendigo	85+		F	477
Bendigo	85+		M	254
Bendigo	85+	0	F	1882
Bendigo	85+	0	M	1190
Bendigo	85+	1	F	102
Bendigo	85+	1	M	153
Bruce	15-19		F	344
Bruce	15-19		M	393
Bruce	15-19	0	F	4700
Bruce	15-19	0	M	5099
Bruce	15-19	1	F	287
Bruce	15-19	1	M	249
Bruce	20-24		F	376
Bruce	20-24		M	477
Bruce	20-24	0	F	4872
Bruce	20-24	0	M	5604
Bruce	20-24	1	F	505
Bruce	20-24	1	M	389
Bruce	25-34		F	933
Bruce	25-34		M	1273
Bruce	25-34	0	F	10316
Bruce	25-34	0	M	11603
Bruce	25-34	1	F	1409
Bruce	25-34	1	M	960
Bruce	35-44		F	777
Bruce	35-44		M	942
Bruce	35-44	0	F	9639
Bruce	35-44	0	M	10449
Bruce	35-44	1	F	1944
Bruce	35-44	1	M	1254
Bruce	45-54		F	653
Bruce	45-54		M	706
Bruce	45-54	0	F	8412
Bruce	45-54	0	M	9183
Bruce	45-54	1	F	2450
Bruce	45-54	1	M	1519
Bruce	55-64		F	531
Bruce	55-64		M	594
Bruce	55-64	0	F	7991
Bruce	55-64	0	M	8429
Bruce	55-64	1	F	2313
Bruce	55-64	1	M	1465
Bruce	65-74		F	462
Bruce	65-74		M	378
Bruce	65-74	0	F	6133
Bruce	65-74	0	M	6150
Bruce	65-74	1	F	1298
Bruce	65-74	1	M	896
Bruce	75-84		F	320
Bruce	75-84		M	294
Bruce	75-84	0	F	3450
Bruce	75-84	0	M	3055
Bruce	75-84	1	F	470
Bruce	75-84	1	M	459
Bruce	85+		F	226
Bruce	85+		M	120
Bruce	85+	0	F	1700
Bruce	85+	0	M	977
Bruce	85+	1	F	82
Bruce	85+	1	M	120
Calwell	15-19		F	395
Calwell	15-19		M	460
Calwell	15-19	0	F	5104
Calwell	15-19	0	M	5439
Calwell	15-19	1	F	367
Calwell	15-19	1	M	254
Calwell	20-24		F	430
Calwell	20-24		M	546
Calwell	20-24	0	F	5397
Calwell	20-24	0	M	6003
Calwell	20-24	1	F	599
Calwell	20-24	1	M	373
Calwell	25-34		F	1150
Calwell	25-34		M	1383
Calwell	25-34	0	F	13200
Calwell	25-34	0	M	13358
Calwell	25-34	1	F	1945
Calwell	25-34	1	M	1202
Calwell	35-44		F	1001
Calwell	35-44		M	1177
Calwell	35-44	0	F	11194
Calwell	35-44	0	M	12366
Calwell	35-44	1	F	2453
Calwell	35-44	1	M	1537
Calwell	45-54		F	670
Calwell	45-54		M	741
Calwell	45-54	0	F	7939
Calwell	45-54	0	M	8391
Calwell	45-54	1	F	2338
Calwell	45-54	1	M	1374
Calwell	55-64		F	498
Calwell	55-64		M	553
Calwell	55-64	0	F	6490
Calwell	55-64	0	M	7255
Calwell	55-64	1	F	1943
Calwell	55-64	1	M	1175
Calwell	65-74		F	303
Calwell	65-74		M	285
Calwell	65-74	0	F	4383
Calwell	65-74	0	M	4248
Calwell	65-74	1	F	846
Calwell	65-74	1	M	588
Calwell	75-84		F	217
Calwell	75-84		M	169
Calwell	75-84	0	F	2154
Calwell	75-84	0	M	1925
Calwell	75-84	1	F	238
Calwell	75-84	1	M	250
Calwell	85+		F	107
Calwell	85+		M	64
Calwell	85+	0	F	770
Calwell	85+	0	M	478
Calwell	85+	1	F	29
Calwell	85+	1	M	43
Casey	15-19		F	215
Casey	15-19		M	235
Casey	15-19	0	F	4136
Casey	15-19	0	M	4545
Casey	15-19	1	F	225
Casey	15-19	1	M	208
Casey	20-24		F	157
Casey	20-24		M	218
Casey	20-24	0	F	3704
Casey	20-24	0	M	4046
Casey	20-24	1	F	368
Casey	20-24	1	M	266
Casey	25-34		F	395
Casey	25-34		M	452
Casey	25-34	0	F	8235
Casey	25-34	0	M	8422
Casey	25-34	1	F	1095
Casey	25-34	1	M	665
Casey	35-44		F	405
Casey	35-44		M	421
Casey	35-44	0	F	8355
Casey	35-44	0	M	8408
Casey	35-44	1	F	1846
Casey	35-44	1	M	1123
Casey	45-54		F	430
Casey	45-54		M	520
Casey	45-54	0	F	7972
Casey	45-54	0	M	8531
Casey	45-54	1	F	2725
Casey	45-54	1	M	1536
Casey	55-64		F	382
Casey	55-64		M	424
Casey	55-64	0	F	7218
Casey	55-64	0	M	7733
Casey	55-64	1	F	2934
Casey	55-64	1	M	1789
Casey	65-74		F	339
Casey	65-74		M	318
Casey	65-74	0	F	6604
Casey	65-74	0	M	6400
Casey	65-74	1	F	1700
Casey	65-74	1	M	1123
Casey	75-84		F	258
Casey	75-84		M	256
Casey	75-84	0	F	3629
Casey	75-84	0	M	3409
Casey	75-84	1	F	566
Casey	75-84	1	M	500
Casey	85+		F	129
Casey	85+		M	90
Casey	85+	0	F	1384
Casey	85+	0	M	883
Casey	85+	1	F	86
Casey	85+	1	M	122
Chisholm	15-19		F	201
Chisholm	15-19		M	221
Chisholm	15-19	0	F	5127
Chisholm	15-19	0	M	5292
Chisholm	15-19	1	F	228
Chisholm	15-19	1	M	239
Chisholm	20-24		F	416
Chisholm	20-24		M	552
Chisholm	20-24	0	F	6356
Chisholm	20-24	0	M	7364
Chisholm	20-24	1	F	401
Chisholm	20-24	1	M	379
Chisholm	25-34		F	735
Chisholm	25-34		M	1001
Chisholm	25-34	0	F	10768
Chisholm	25-34	0	M	11981
Chisholm	25-34	1	F	812
Chisholm	25-34	1	M	750
Chisholm	35-44		F	502
Chisholm	35-44		M	599
Chisholm	35-44	0	F	10468
Chisholm	35-44	0	M	10049
Chisholm	35-44	1	F	1532
Chisholm	35-44	1	M	1103
Chisholm	45-54		F	419
Chisholm	45-54		M	444
Chisholm	45-54	0	F	9243
Chisholm	45-54	0	M	8986
Chisholm	45-54	1	F	2630
Chisholm	45-54	1	M	1706
Chisholm	55-64		F	347
Chisholm	55-64		M	300
Chisholm	55-64	0	F	7480
Chisholm	55-64	0	M	7544
Chisholm	55-64	1	F	2509
Chisholm	55-64	1	M	1670
Chisholm	65-74		F	330
Chisholm	65-74		M	274
Chisholm	65-74	0	F	6853
Chisholm	65-74	0	M	6113
Chisholm	65-74	1	F	1673
Chisholm	65-74	1	M	1061
Chisholm	75-84		F	380
Chisholm	75-84		M	305
Chisholm	75-84	0	F	5682
Chisholm	75-84	0	M	4463
Chisholm	75-84	1	F	932
Chisholm	75-84	1	M	739
Chisholm	85+		F	394
Chisholm	85+		M	233
Chisholm	85+	0	F	3227
Chisholm	85+	0	M	2041
Chisholm	85+	1	F	198
Chisholm	85+	1	M	307
Cooper	15-19		F	188
Cooper	15-19		M	163
Cooper	15-19	0	F	3180
Cooper	15-19	0	M	3225
Cooper	15-19	1	F	163
Cooper	15-19	1	M	169
Cooper	20-24		F	249
Cooper	20-24		M	335
Cooper	20-24	0	F	4228
Cooper	20-24	0	M	4373
Cooper	20-24	1	F	374
Cooper	20-24	1	M	281
Cooper	25-34		F	738
Cooper	25-34		M	847
Cooper	25-34	0	F	13369
Cooper	25-34	0	M	12801
Cooper	25-34	1	F	1206
Cooper	25-34	1	M	862
Cooper	35-44		F	547
Cooper	35-44		M	624
Cooper	35-44	0	F	10593
Cooper	35-44	0	M	10595
Cooper	35-44	1	F	1790
Cooper	35-44	1	M	1160
Cooper	45-54		F	428
Cooper	45-54		M	482
Cooper	45-54	0	F	7867
Cooper	45-54	0	M	8311
Cooper	45-54	1	F	2724
Cooper	45-54	1	M	1709
Cooper	55-64		F	344
Cooper	55-64		M	379
Cooper	55-64	0	F	5741
Cooper	55-64	0	M	5911
Cooper	55-64	1	F	2332
Cooper	55-64	1	M	1488
Cooper	65-74		F	341
Cooper	65-74		M	320
Cooper	65-74	0	F	4505
Cooper	65-74	0	M	4160
Cooper	65-74	1	F	1111
Cooper	65-74	1	M	681
Cooper	75-84		F	339
Cooper	75-84		M	270
Cooper	75-84	0	F	3424
Cooper	75-84	0	M	2696
Cooper	75-84	1	F	546
