CED_NAME21	CoupleFamily	HasChild	HasChildUnder15	MortgageRepayment.min	families_in_occupied_private_dwellings_being_purchased
Barton	0	1	1	0	38
Barton	0	1	1	1800	6
Barton	0	1	1	3600	3
Barton	0	1	1	5400	9
Barton	0	1	1	7200	18
Barton	0	1	1	9600	31
Barton	0	1	1	12000	25
Barton	0	1	1	14400	42
Barton	0	1	1	16800	31
Barton	0	1	1	19200	59
Barton	0	1	1	21600	34
Barton	0	1	1	24000	70
Barton	0	1	1	26400	48
Barton	0	1	1	28800	38
Barton	0	1	1	31200	70
Barton	0	1	1	36000	104
Barton	0	1	1	48000	57
Barton	0	1	1	60000	58
Barton	1	0	0	0	172
Barton	1	0	0	1800	38
Barton	1	0	0	3600	47
Barton	1	0	0	5400	53
Barton	1	0	0	7200	78
Barton	1	0	0	9600	103
Barton	1	0	0	12000	126
Barton	1	0	0	14400	140
Barton	1	0	0	16800	158
Barton	1	0	0	19200	192
Barton	1	0	0	21600	216
Barton	1	0	0	24000	449
Barton	1	0	0	26400	280
Barton	1	0	0	28800	266
Barton	1	0	0	31200	428
Barton	1	0	0	36000	699
Barton	1	0	0	48000	395
Barton	1	0	0	60000	327
Barton	1	1	0	0	204
Barton	1	1	0	1800	20
Barton	1	1	0	3600	53
Barton	1	1	0	5400	53
Barton	1	1	0	7200	76
Barton	1	1	0	9600	83
Barton	1	1	0	12000	121
Barton	1	1	0	14400	128
Barton	1	1	0	16800	133
Barton	1	1	0	19200	121
Barton	1	1	0	21600	94
Barton	1	1	0	24000	299
Barton	1	1	0	26400	90
Barton	1	1	0	28800	89
Barton	1	1	0	31200	217
Barton	1	1	0	36000	444
Barton	1	1	0	48000	234
Barton	1	1	0	60000	219
Barton	1	1	1	0	196
Barton	1	1	1	1800	30
Barton	1	1	1	3600	38
Barton	1	1	1	5400	39
Barton	1	1	1	7200	64
Barton	1	1	1	9600	119
Barton	1	1	1	12000	148
Barton	1	1	1	14400	169
Barton	1	1	1	16800	218
Barton	1	1	1	19200	230
Barton	1	1	1	21600	214
Barton	1	1	1	24000	619
Barton	1	1	1	26400	308
Barton	1	1	1	28800	395
Barton	1	1	1	31200	623
Barton	1	1	1	36000	1367
Barton	1	1	1	48000	867
Barton	1	1	1	60000	818
Bennelong		1	1	0	7
Bennelong		1	1	9600	3
Bennelong		1	1	12000	9
Bennelong		1	1	14400	5
Bennelong		1	1	16800	5
Bennelong		1	1	19200	11
Bennelong		1	1	21600	10
Bennelong		1	1	24000	16
Bennelong		1	1	26400	11
Bennelong		1	1	28800	11
Bennelong		1	1	31200	11
Bennelong		1	1	36000	10
Bennelong		1	1	48000	3
Bennelong		1	1	60000	12
Bennelong	0	1	0	0	79
Bennelong	0	1	0	1800	13
Bennelong	0	1	0	3600	19
Bennelong	0	1	0	5400	13
Bennelong	0	1	0	7200	28
Bennelong	0	1	0	9600	29
Bennelong	0	1	0	12000	42
Bennelong	0	1	0	14400	43
Bennelong	0	1	0	16800	46
Bennelong	0	1	0	19200	51
Bennelong	0	1	0	21600	40
Bennelong	0	1	0	24000	100
Bennelong	0	1	0	26400	34
Bennelong	0	1	0	28800	42
Bennelong	0	1	0	31200	59
Bennelong	0	1	0	36000	116
Bennelong	0	1	0	48000	72
Bennelong	0	1	0	60000	59
Bennelong	0	1	1	0	33
Bennelong	0	1	1	1800	3
Bennelong	0	1	1	3600	3
Bennelong	0	1	1	5400	4
Bennelong	0	1	1	7200	13
Bennelong	0	1	1	9600	17
Bennelong	0	1	1	12000	28
Bennelong	0	1	1	14400	21
Bennelong	0	1	1	16800	26
Bennelong	0	1	1	19200	33
Bennelong	0	1	1	21600	26
Bennelong	0	1	1	24000	85
Bennelong	0	1	1	26400	34
Bennelong	0	1	1	28800	37
Bennelong	0	1	1	31200	56
Bennelong	0	1	1	36000	125
Bennelong	0	1	1	48000	77
Bennelong	0	1	1	60000	86
Bennelong	1	0	0	0	311
Bennelong	1	0	0	1800	30
Bennelong	1	0	0	3600	56
Bennelong	1	0	0	5400	50
Bennelong	1	0	0	7200	76
Bennelong	1	0	0	9600	91
Bennelong	1	0	0	12000	124
Bennelong	1	0	0	14400	116
Bennelong	1	0	0	16800	145
Bennelong	1	0	0	19200	152
Bennelong	1	0	0	21600	164
Bennelong	1	0	0	24000	477
Bennelong	1	0	0	26400	240
Bennelong	1	0	0	28800	288
Bennelong	1	0	0	31200	450
Bennelong	1	0	0	36000	803
Bennelong	1	0	0	48000	459
Bennelong	1	0	0	60000	551
Bennelong	1	1	0	0	260
Bennelong	1	1	0	1800	35
Bennelong	1	1	0	3600	51
Bennelong	1	1	0	5400	58
Bennelong	1	1	0	7200	73
Bennelong	1	1	0	9600	78
Bennelong	1	1	0	12000	128
Bennelong	1	1	0	14400	148
Bennelong	1	1	0	16800	130
Bennelong	1	1	0	19200	118
Bennelong	1	1	0	21600	94
Bennelong	1	1	0	24000	314
Bennelong	1	1	0	26400	116
Bennelong	1	1	0	28800	143
Bennelong	1	1	0	31200	228
Bennelong	1	1	0	36000	481
Bennelong	1	1	0	48000	389
Bennelong	1	1	0	60000	443
Bennelong	1	1	1	0	278
Bennelong	1	1	1	1800	23
Bennelong	1	1	1	3600	36
Bennelong	1	1	1	5400	39
Bennelong	1	1	1	7200	45
Bennelong	1	1	1	9600	88
Bennelong	1	1	1	12000	134
Bennelong	1	1	1	14400	142
Bennelong	1	1	1	16800	190
Bennelong	1	1	1	19200	191
Bennelong	1	1	1	21600	190
Bennelong	1	1	1	24000	571
Bennelong	1	1	1	26400	288
Bennelong	1	1	1	28800	428
Bennelong	1	1	1	31200	656
Bennelong	1	1	1	36000	1677
Bennelong	1	1	1	48000	1250
Bennelong	1	1	1	60000	1659
Berowra		1	1	0	6
Berowra		1	1	3600	3
Berowra		1	1	5400	3
Berowra		1	1	12000	6
Berowra		1	1	14400	9
Berowra		1	1	16800	4
Berowra		1	1	19200	3
Berowra		1	1	24000	10
Berowra		1	1	26400	3
Berowra		1	1	28800	4
Berowra		1	1	31200	7
Berowra		1	1	36000	11
Berowra		1	1	48000	4
Berowra		1	1	60000	9
Berowra	0	1	0	0	70
Berowra	0	1	0	1800	8
Berowra	0	1	0	3600	14
Berowra	0	1	0	5400	13
Berowra	0	1	0	7200	25
Berowra	0	1	0	9600	30
Berowra	0	1	0	12000	46
Berowra	0	1	0	14400	50
Berowra	0	1	0	16800	49
Berowra	0	1	0	19200	53
Berowra	0	1	0	21600	36
Berowra	0	1	0	24000	91
Berowra	0	1	0	26400	49
Berowra	0	1	0	28800	25
Berowra	0	1	0	31200	67
Berowra	0	1	0	36000	112
Berowra	0	1	0	48000	63
Berowra	0	1	0	60000	63
Berowra	0	1	1	0	24
Berowra	0	1	1	1800	4
Berowra	0	1	1	5400	7
Berowra	0	1	1	7200	16
Berowra	0	1	1	9600	10
Berowra	0	1	1	12000	24
Berowra	0	1	1	14400	25
Berowra	0	1	1	16800	27
Berowra	0	1	1	19200	33
Berowra	0	1	1	21600	30
Berowra	0	1	1	24000	57
Berowra	0	1	1	26400	42
Berowra	0	1	1	28800	33
Berowra	0	1	1	31200	44
Berowra	0	1	1	36000	121
Berowra	0	1	1	48000	74
Berowra	0	1	1	60000	73
Berowra	1	0	0	0	283
Berowra	1	0	0	1800	45
Berowra	1	0	0	3600	79
Berowra	1	0	0	5400	56
Berowra	1	0	0	7200	91
Berowra	1	0	0	9600	113
Berowra	1	0	0	12000	126
Berowra	1	0	0	14400	137
Berowra	1	0	0	16800	138
Berowra	1	0	0	19200	150
Berowra	1	0	0	21600	107
Berowra	1	0	0	24000	284
Berowra	1	0	0	26400	138
Berowra	1	0	0	28800	157
Berowra	1	0	0	31200	251
Berowra	1	0	0	36000	654
Berowra	1	0	0	48000	462
Berowra	1	0	0	60000	449
Berowra	1	1	0	0	292
Berowra	1	1	0	1800	60
Berowra	1	1	0	3600	94
Berowra	1	1	0	5400	73
Berowra	1	1	0	7200	83
Berowra	1	1	0	9600	116
Berowra	1	1	0	12000	184
Berowra	1	1	0	14400	163
Berowra	1	1	0	16800	162
Berowra	1	1	0	19200	167
Berowra	1	1	0	21600	139
Berowra	1	1	0	24000	379
Berowra	1	1	0	26400	144
Berowra	1	1	0	28800	183
Berowra	1	1	0	31200	286
Berowra	1	1	0	36000	772
Berowra	1	1	0	48000	500
Berowra	1	1	0	60000	522
Berowra	1	1	1	0	259
Berowra	1	1	1	1800	27
Berowra	1	1	1	3600	47
Berowra	1	1	1	5400	32
Berowra	1	1	1	7200	72
Berowra	1	1	1	9600	95
Berowra	1	1	1	12000	153
Berowra	1	1	1	14400	183
Berowra	1	1	1	16800	202
Berowra	1	1	1	19200	243
Berowra	1	1	1	21600	212
Berowra	1	1	1	24000	653
Berowra	1	1	1	26400	333
Berowra	1	1	1	28800	420
Berowra	1	1	1	31200	798
Berowra	1	1	1	36000	2316
Berowra	1	1	1	48000	1660
Berowra	1	1	1	60000	1725
Blaxland		1	1	0	13
Blaxland		1	1	3600	4
Blaxland		1	1	9600	10
Blaxland		1	1	12000	7
Blaxland		1	1	14400	5
Blaxland		1	1	16800	11
Blaxland		1	1	19200	22
Blaxland		1	1	21600	6
Blaxland		1	1	24000	26
Blaxland		1	1	26400	14
Blaxland		1	1	28800	8
Blaxland		1	1	31200	14
Blaxland		1	1	36000	17
Blaxland		1	1	48000	7
Blaxland	0	1	0	0	78
Blaxland	0	1	0	1800	10
Blaxland	0	1	0	3600	37
Blaxland	0	1	0	5400	26
Blaxland	0	1	0	7200	38
Blaxland	0	1	0	9600	61
Blaxland	0	1	0	12000	63
Blaxland	0	1	0	14400	84
Blaxland	0	1	0	16800	82
Blaxland	0	1	0	19200	92
Blaxland	0	1	0	21600	58
Blaxland	0	1	0	24000	133
Blaxland	0	1	0	26400	40
Blaxland	0	1	0	28800	35
Blaxland	0	1	0	31200	92
Blaxland	0	1	0	36000	127
Blaxland	0	1	0	48000	45
Blaxland	0	1	0	60000	30
Blaxland	0	1	1	0	50
Blaxland	0	1	1	1800	9
Blaxland	0	1	1	3600	16
Blaxland	0	1	1	5400	11
Blaxland	0	1	1	7200	14
Blaxland	0	1	1	9600	25
Blaxland	0	1	1	12000	38
Blaxland	0	1	1	14400	65
Blaxland	0	1	1	16800	53
Blaxland	0	1	1	19200	58
Blaxland	0	1	1	21600	42
Blaxland	0	1	1	24000	99
Blaxland	0	1	1	26400	42
Blaxland	0	1	1	28800	42
Blaxland	0	1	1	31200	86
Blaxland	0	1	1	36000	129
Blaxland	0	1	1	48000	40
Blaxland	0	1	1	60000	27
Blaxland	1	0	0	0	175
Blaxland	1	0	0	1800	29
Blaxland	1	0	0	3600	59
Blaxland	1	0	0	5400	33
Blaxland	1	0	0	7200	82
Blaxland	1	0	0	9600	80
Blaxland	1	0	0	12000	93
Blaxland	1	0	0	14400	155
Blaxland	1	0	0	16800	129
Blaxland	1	0	0	19200	180
Blaxland	1	0	0	21600	125
Blaxland	1	0	0	24000	325
Blaxland	1	0	0	26400	143
Blaxland	1	0	0	28800	146
Blaxland	1	0	0	31200	255
Blaxland	1	0	0	36000	388
Blaxland	1	0	0	48000	109
Blaxland	1	0	0	60000	84
Blaxland	1	1	0	0	182
Blaxland	1	1	0	1800	37
Blaxland	1	1	0	3600	49
Blaxland	1	1	0	5400	58
Blaxland	1	1	0	7200	102
Blaxland	1	1	0	9600	125
Blaxland	1	1	0	12000	155
Blaxland	1	1	0	14400	184
Blaxland	1	1	0	16800	190
Blaxland	1	1	0	19200	191
Blaxland	1	1	0	21600	110
Blaxland	1	1	0	24000	342
Blaxland	1	1	0	26400	116
Blaxland	1	1	0	28800	128
Blaxland	1	1	0	31200	251
Blaxland	1	1	0	36000	434
Blaxland	1	1	0	48000	149
Blaxland	1	1	0	60000	111
Blaxland	1	1	1	0	212
Blaxland	1	1	1	1800	17
Blaxland	1	1	1	3600	39
Blaxland	1	1	1	5400	47
Blaxland	1	1	1	7200	66
Blaxland	1	1	1	9600	116
Blaxland	1	1	1	12000	196
Blaxland	1	1	1	14400	231
Blaxland	1	1	1	16800	274
Blaxland	1	1	1	19200	342
Blaxland	1	1	1	21600	309
Blaxland	1	1	1	24000	730
Blaxland	1	1	1	26400	341
Blaxland	1	1	1	28800	350
Blaxland	1	1	1	31200	678
Blaxland	1	1	1	36000	1185
Blaxland	1	1	1	48000	437
Blaxland	1	1	1	60000	290
Bradfield		1	1	0	14
Bradfield		1	1	12000	7
Bradfield		1	1	16800	3
Bradfield		1	1	21600	3
Bradfield		1	1	24000	8
Bradfield		1	1	26400	6
Bradfield		1	1	28800	5
Bradfield		1	1	31200	8
Bradfield		1	1	36000	20
Bradfield		1	1	48000	10
Bradfield		1	1	60000	10
Bradfield	0	1	0	0	68
Bradfield	0	1	0	1800	7
Bradfield	0	1	0	3600	17
Bradfield	0	1	0	5400	16
Bradfield	0	1	0	7200	23
Bradfield	0	1	0	9600	18
Bradfield	0	1	0	12000	35
Bradfield	0	1	0	14400	30
Bradfield	0	1	0	16800	36
Bradfield	0	1	0	19200	37
Bradfield	0	1	0	21600	28
Bradfield	0	1	0	24000	75
Bradfield	0	1	0	26400	40
Bradfield	0	1	0	28800	29
Bradfield	0	1	0	31200	54
Bradfield	0	1	0	36000	103
Bradfield	0	1	0	48000	54
Bradfield	0	1	0	60000	128
Bradfield	0	1	1	0	45
Bradfield	0	1	1	1800	3
Bradfield	0	1	1	3600	14
Bradfield	0	1	1	5400	6
Bradfield	0	1	1	7200	4
Bradfield	0	1	1	9600	20
Bradfield	0	1	1	12000	19
Bradfield	0	1	1	14400	11
Bradfield	0	1	1	16800	27
Bradfield	0	1	1	19200	21
Bradfield	0	1	1	21600	14
Bradfield	0	1	1	24000	56
Bradfield	0	1	1	26400	29
Bradfield	0	1	1	28800	30
Bradfield	0	1	1	31200	45
Bradfield	0	1	1	36000	119
Bradfield	0	1	1	48000	98
Bradfield	0	1	1	60000	194
Bradfield	1	0	0	0	310
Bradfield	1	0	0	1800	28
Bradfield	1	0	0	3600	56
Bradfield	1	0	0	5400	37
Bradfield	1	0	0	7200	54
Bradfield	1	0	0	9600	69
Bradfield	1	0	0	12000	125
Bradfield	1	0	0	14400	120
Bradfield	1	0	0	16800	108
Bradfield	1	0	0	19200	119
Bradfield	1	0	0	21600	124
Bradfield	1	0	0	24000	301
Bradfield	1	0	0	26400	125
Bradfield	1	0	0	28800	167
Bradfield	1	0	0	31200	263
Bradfield	1	0	0	36000	550
Bradfield	1	0	0	48000	346
Bradfield	1	0	0	60000	727
Bradfield	1	1	0	0	259
Bradfield	1	1	0	1800	29
Bradfield	1	1	0	3600	41
Bradfield	1	1	0	5400	38
Bradfield	1	1	0	7200	56
Bradfield	1	1	0	9600	57
Bradfield	1	1	0	12000	126
Bradfield	1	1	0	14400	113
Bradfield	1	1	0	16800	115
Bradfield	1	1	0	19200	102
Bradfield	1	1	0	21600	81
Bradfield	1	1	0	24000	275
Bradfield	1	1	0	26400	100
Bradfield	1	1	0	28800	141
Bradfield	1	1	0	31200	195
Bradfield	1	1	0	36000	556
Bradfield	1	1	0	48000	478
Bradfield	1	1	0	60000	922
Bradfield	1	1	1	0	324
Bradfield	1	1	1	1800	18
Bradfield	1	1	1	3600	49
Bradfield	1	1	1	5400	40
Bradfield	1	1	1	7200	60
Bradfield	1	1	1	9600	73
Bradfield	1	1	1	12000	157
Bradfield	1	1	1	14400	133
Bradfield	1	1	1	16800	137
Bradfield	1	1	1	19200	146
Bradfield	1	1	1	21600	140
Bradfield	1	1	1	24000	463
Bradfield	1	1	1	26400	261
Bradfield	1	1	1	28800	336
Bradfield	1	1	1	31200	522
Bradfield	1	1	1	36000	1483
Bradfield	1	1	1	48000	1452
Bradfield	1	1	1	60000	3370
Calare		1	1	0	4
Calare		1	1	3600	5
Calare		1	1	5400	4
Calare		1	1	7200	7
Calare		1	1	9600	10
Calare		1	1	12000	9
Calare		1	1	14400	16
Calare		1	1	16800	9
Calare		1	1	19200	7
Calare		1	1	21600	7
Calare		1	1	24000	4
Calare		1	1	31200	3
Calare		1	1	36000	8
Calare		1	1	60000	4
Calare	0	1	0	0	28
Calare	0	1	0	1800	12
Calare	0	1	0	3600	32
Calare	0	1	0	5400	42
Calare	0	1	0	7200	52
Calare	0	1	0	9600	84
Calare	0	1	0	12000	92
Calare	0	1	0	14400	132
Calare	0	1	0	16800	87
Calare	0	1	0	19200	98
Calare	0	1	0	21600	51
Calare	0	1	0	24000	69
Calare	0	1	0	26400	9
Calare	0	1	0	28800	13
Calare	0	1	0	31200	33
Calare	0	1	0	36000	27
Calare	0	1	0	48000	9
Calare	0	1	0	60000	8
Calare	0	1	1	0	18
Calare	0	1	1	1800	6
Calare	0	1	1	3600	14
Calare	0	1	1	5400	31
Calare	0	1	1	7200	72
Calare	0	1	1	9600	105
Calare	0	1	1	12000	95
Calare	0	1	1	14400	129
Calare	0	1	1	16800	132
Calare	0	1	1	19200	131
Calare	0	1	1	21600	86
Calare	0	1	1	24000	91
Calare	0	1	1	26400	28
Calare	0	1	1	28800	15
Calare	0	1	1	31200	48
Calare	0	1	1	36000	25
Calare	0	1	1	48000	11
Calare	0	1	1	60000	13
Calare	1	0	0	0	215
Calare	1	0	0	1800	64
Calare	1	0	0	3600	147
Calare	1	0	0	5400	127
Calare	1	0	0	7200	219
Calare	1	0	0	9600	295
Calare	1	0	0	12000	355
Calare	1	0	0	14400	474
Calare	1	0	0	16800	442
Calare	1	0	0	19200	538
Calare	1	0	0	21600	371
Calare	1	0	0	24000	463
Calare	1	0	0	26400	160
Calare	1	0	0	28800	122
Calare	1	0	0	31200	262
Calare	1	0	0	36000	320
Calare	1	0	0	48000	116
Calare	1	0	0	60000	101
Calare	1	1	0	0	74
Calare	1	1	0	1800	17
Calare	1	1	0	3600	43
Calare	1	1	0	5400	42
Calare	1	1	0	7200	77
Calare	1	1	0	9600	137
Calare	1	1	0	12000	187
Calare	1	1	0	14400	221
Calare	1	1	0	16800	205
Calare	1	1	0	19200	252
Calare	1	1	0	21600	151
Calare	1	1	0	24000	286
Calare	1	1	0	26400	72
Calare	1	1	0	28800	60
Calare	1	1	0	31200	171
Calare	1	1	0	36000	188
Calare	1	1	0	48000	87
Calare	1	1	0	60000	48
Calare	1	1	1	0	112
Calare	1	1	1	1800	28
Calare	1	1	1	3600	53
Calare	1	1	1	5400	78
Calare	1	1	1	7200	173
Calare	1	1	1	9600	291
Calare	1	1	1	12000	452
Calare	1	1	1	14400	669
Calare	1	1	1	16800	716
Calare	1	1	1	19200	855
Calare	1	1	1	21600	657
Calare	1	1	1	24000	915
Calare	1	1	1	26400	430
Calare	1	1	1	28800	234
Calare	1	1	1	31200	631
Calare	1	1	1	36000	619
Calare	1	1	1	48000	234
Calare	1	1	1	60000	187
Chifley		1	1	0	12
Chifley		1	1	3600	5
Chifley		1	1	5400	4
Chifley		1	1	7200	11
Chifley		1	1	12000	9
Chifley		1	1	14400	14
Chifley		1	1	16800	8
Chifley		1	1	19200	18
Chifley		1	1	21600	11
Chifley		1	1	24000	24
Chifley		1	1	26400	6
Chifley		1	1	28800	9
Chifley		1	1	31200	20
Chifley		1	1	36000	11
Chifley		1	1	48000	3
Chifley		1	1	60000	6
Chifley	0	1	0	0	65
Chifley	0	1	0	1800	13
Chifley	0	1	0	3600	28
Chifley	0	1	0	5400	17
Chifley	0	1	0	7200	50
Chifley	0	1	0	9600	79
Chifley	0	1	0	12000	78
Chifley	0	1	0	14400	103
Chifley	0	1	0	16800	110
Chifley	0	1	0	19200	114
Chifley	0	1	0	21600	83
Chifley	0	1	0	24000	123
Chifley	0	1	0	26400	33
Chifley	0	1	0	28800	55
Chifley	0	1	0	31200	81
Chifley	0	1	0	36000	114
Chifley	0	1	0	48000	29
Chifley	0	1	0	60000	19
Chifley	0	1	1	0	35
Chifley	0	1	1	1800	7
Chifley	0	1	1	3600	7
Chifley	0	1	1	5400	9
Chifley	0	1	1	7200	20
Chifley	0	1	1	9600	38
Chifley	0	1	1	12000	49
Chifley	0	1	1	14400	58
Chifley	0	1	1	16800	74
Chifley	0	1	1	19200	84
Chifley	0	1	1	21600	60
Chifley	0	1	1	24000	123
Chifley	0	1	1	26400	56
Chifley	0	1	1	28800	53
Chifley	0	1	1	31200	97
Chifley	0	1	1	36000	92
Chifley	0	1	1	48000	36
Chifley	0	1	1	60000	20
Chifley	1	0	0	0	160
Chifley	1	0	0	1800	28
Chifley	1	0	0	3600	52
Chifley	1	0	0	5400	49
Chifley	1	0	0	7200	93
Chifley	1	0	0	9600	128
Chifley	1	0	0	12000	164
Chifley	1	0	0	14400	216
Chifley	1	0	0	16800	216
Chifley	1	0	0	19200	282
Chifley	1	0	0	21600	229
Chifley	1	0	0	24000	474
Chifley	1	0	0	26400	322
Chifley	1	0	0	28800	303
Chifley	1	0	0	31200	592
Chifley	1	0	0	36000	685
Chifley	1	0	0	48000	172
Chifley	1	0	0	60000	116
Chifley	1	1	0	0	182
Chifley	1	1	0	1800	26
Chifley	1	1	0	3600	52
Chifley	1	1	0	5400	60
Chifley	1	1	0	7200	94
Chifley	1	1	0	9600	127
Chifley	1	1	0	12000	178
Chifley	1	1	0	14400	267
Chifley	1	1	0	16800	261
Chifley	1	1	0	19200	313
Chifley	1	1	0	21600	223
Chifley	1	1	0	24000	534
Chifley	1	1	0	26400	241
Chifley	1	1	0	28800	194
Chifley	1	1	0	31200	448
Chifley	1	1	0	36000	676
Chifley	1	1	0	48000	201
Chifley	1	1	0	60000	131
Chifley	1	1	1	0	240
Chifley	1	1	1	1800	23
Chifley	1	1	1	3600	45
Chifley	1	1	1	5400	44
Chifley	1	1	1	7200	80
Chifley	1	1	1	9600	137
Chifley	1	1	1	12000	258
Chifley	1	1	1	14400	378
Chifley	1	1	1	16800	441
Chifley	1	1	1	19200	638
Chifley	1	1	1	21600	682
Chifley	1	1	1	24000	1323
Chifley	1	1	1	26400	958
Chifley	1	1	1	28800	1010
Chifley	1	1	1	31200	1771
Chifley	1	1	1	36000	2281
Chifley	1	1	1	48000	538
Chifley	1	1	1	60000	332
Cook		1	1	0	8
Cook		1	1	3600	3
Cook		1	1	19200	4
Cook		1	1	21600	7
Cook		1	1	24000	6
Cook		1	1	26400	3
Cook		1	1	28800	4
Cook		1	1	31200	6
Cook		1	1	36000	12
Cook		1	1	48000	4
Cook		1	1	60000	8
Cook	0	1	0	0	54
Cook	0	1	0	1800	11
Cook	0	1	0	3600	8
Cook	0	1	0	5400	23
Cook	0	1	0	7200	29
Cook	0	1	0	9600	44
Cook	0	1	0	12000	42
Cook	0	1	0	14400	74
Cook	0	1	0	16800	51
Cook	0	1	0	19200	66
Cook	0	1	0	21600	24
Cook	0	1	0	24000	61
Cook	0	1	0	26400	32
Cook	0	1	0	28800	22
Cook	0	1	0	31200	60
Cook	0	1	0	36000	120
Cook	0	1	0	48000	60
Cook	0	1	0	60000	57
Cook	0	1	1	0	18
Cook	0	1	1	1800	11
Cook	0	1	1	3600	7
Cook	0	1	1	5400	9
Cook	0	1	1	7200	9
Cook	0	1	1	9600	16
Cook	0	1	1	12000	29
Cook	0	1	1	14400	25
Cook	0	1	1	16800	23
Cook	0	1	1	19200	32
Cook	0	1	1	21600	34
Cook	0	1	1	24000	60
Cook	0	1	1	26400	39
Cook	0	1	1	28800	33
Cook	0	1	1	31200	61
Cook	0	1	1	36000	122
Cook	0	1	1	48000	64
Cook	0	1	1	60000	65
Cook	1	0	0	0	202
Cook	1	0	0	1800	39
Cook	1	0	0	3600	63
Cook	1	0	0	5400	53
Cook	1	0	0	7200	61
Cook	1	0	0	9600	85
Cook	1	0	0	12000	124
Cook	1	0	0	14400	120
Cook	1	0	0	16800	112
