CED_NAME21	CountryOfBirth	persons
Dobell	WSM	32
Dobell	ZAF	757
Dobell	ZWE	178
Eden-Monaro		12968
Eden-Monaro	AFG	19
Eden-Monaro	AUS	127896
Eden-Monaro	BGD	194
Eden-Monaro	BIH	53
Eden-Monaro	BRA	88
Eden-Monaro	CAN	348
Eden-Monaro	CHL	106
Eden-Monaro	CHN	412
Eden-Monaro	DEU	898
Eden-Monaro	EGY	92
Eden-Monaro	FJI	239
Eden-Monaro	FRA	179
Eden-Monaro	GBR	5937
Eden-Monaro	GRC	177
Eden-Monaro	HKG	104
Eden-Monaro	HRV	274
Eden-Monaro	IDN	162
Eden-Monaro	IND	1685
Eden-Monaro	IRL	277
Eden-Monaro	IRN	91
Eden-Monaro	IRQ	25
Eden-Monaro	ITA	576
Eden-Monaro	JPN	80
Eden-Monaro	KHM	30
Eden-Monaro	KOR	124
Eden-Monaro	LBN	72
Eden-Monaro	LKA	196
Eden-Monaro	MKD	586
Eden-Monaro	MLT	136
Eden-Monaro	MMR	33
Eden-Monaro	MUS	30
Eden-Monaro	MYS	262
Eden-Monaro	NLD	498
Eden-Monaro	NPL	616
Eden-Monaro	NZL	2039
Eden-Monaro	PAK	232
Eden-Monaro	PHL	1001
Eden-Monaro	PNG	162
Eden-Monaro	POL	156
Eden-Monaro	SGP	110
Eden-Monaro	THA	368
Eden-Monaro	TUR	44
Eden-Monaro	TWN	118
Eden-Monaro	USA	771
Eden-Monaro	VNM	151
Eden-Monaro	WSM	50
Eden-Monaro	ZAF	723
Eden-Monaro	ZWE	146
Farrer		16572
Farrer	AFG	69
Farrer	AUS	138948
Farrer	BGD	103
Farrer	BIH	11
Farrer	BRA	40
Farrer	CAN	123
Farrer	CHL	54
Farrer	CHN	398
Farrer	DEU	510
Farrer	EGY	47
Farrer	FJI	364
Farrer	FRA	69
Farrer	GBR	3188
Farrer	GRC	83
Farrer	HKG	69
Farrer	HRV	68
Farrer	IDN	130
Farrer	IND	3463
Farrer	IRL	166
Farrer	IRN	39
Farrer	IRQ	28
Farrer	ITA	1270
Farrer	JPN	47
Farrer	KHM	20
Farrer	KOR	113
Farrer	LBN	38
Farrer	LKA	207
Farrer	MKD	10
Farrer	MLT	63
Farrer	MMR	23
Farrer	MUS	31
Farrer	MYS	608
Farrer	NLD	430
Farrer	NPL	415
Farrer	NZL	1740
Farrer	PAK	281
Farrer	PHL	1335
Farrer	PNG	61
Farrer	POL	39
Farrer	SGP	52
Farrer	THA	251
Farrer	TUR	94
Farrer	TWN	183
Farrer	USA	243
Farrer	VNM	141
Farrer	WSM	216
Farrer	ZAF	523
Farrer	ZWE	134
Fowler		23525
Fowler	AFG	326
Fowler	AUS	67784
Fowler	BGD	514
Fowler	BIH	1071
Fowler	BRA	50
Fowler	CAN	68
Fowler	CHL	1036
Fowler	CHN	3464
Fowler	DEU	378
Fowler	EGY	554
Fowler	FJI	1723
Fowler	FRA	74
Fowler	GBR	950
Fowler	GRC	469
Fowler	HKG	383
Fowler	HRV	1893
Fowler	IDN	518
Fowler	IND	2376
Fowler	IRL	102
Fowler	IRN	974
Fowler	IRQ	15022
Fowler	ITA	2198
Fowler	JPN	75
Fowler	KHM	5708
Fowler	KOR	155
Fowler	LBN	2084
Fowler	LKA	206
Fowler	MKD	847
Fowler	MLT	431
Fowler	MMR	261
Fowler	MUS	183
Fowler	MYS	754
Fowler	NLD	75
Fowler	NPL	557
Fowler	NZL	2006
Fowler	PAK	807
Fowler	PHL	2349
Fowler	PNG	13
Fowler	POL	453
Fowler	SGP	115
Fowler	THA	1317
Fowler	TUR	483
Fowler	TWN	151
Fowler	USA	190
Fowler	VNM	27813
Fowler	WSM	800
Fowler	ZAF	121
Fowler	ZWE	101
Gilmore		12991
Gilmore	AFG	4
Gilmore	AUS	130609
Gilmore	BGD	42
Gilmore	BIH	23
Gilmore	BRA	76
Gilmore	CAN	311
Gilmore	CHL	133
Gilmore	CHN	404
Gilmore	DEU	890
Gilmore	EGY	100
Gilmore	FJI	123
Gilmore	FRA	141
Gilmore	GBR	8641
Gilmore	GRC	234
Gilmore	HKG	94
Gilmore	HRV	290
Gilmore	IDN	138
Gilmore	IND	706
Gilmore	IRL	354
Gilmore	IRN	64
Gilmore	IRQ	30
Gilmore	ITA	482
Gilmore	JPN	98
Gilmore	KHM	26
Gilmore	KOR	103
Gilmore	LBN	61
Gilmore	LKA	104
Gilmore	MKD	88
Gilmore	MLT	289
Gilmore	MMR	14
Gilmore	MUS	74
Gilmore	MYS	150
Gilmore	NLD	584
Gilmore	NPL	197
Gilmore	NZL	2091
Gilmore	PAK	58
Gilmore	PHL	733
Gilmore	PNG	106
Gilmore	POL	166
Gilmore	SGP	104
Gilmore	THA	294
Gilmore	TUR	29
Gilmore	TWN	30
Gilmore	USA	643
Gilmore	VNM	162
Gilmore	WSM	24
Gilmore	ZAF	545
Gilmore	ZWE	84
Grayndler		12654
Grayndler	AFG	26
Grayndler	AUS	95463
Grayndler	BGD	226
Grayndler	BIH	105
Grayndler	BRA	580
Grayndler	CAN	596
Grayndler	CHL	306
Grayndler	CHN	3583
Grayndler	DEU	727
Grayndler	EGY	207
Grayndler	FJI	379
Grayndler	FRA	516
Grayndler	GBR	8417
Grayndler	GRC	1770
Grayndler	HKG	801
Grayndler	HRV	214
Grayndler	IDN	664
Grayndler	IND	1531
Grayndler	IRL	1185
Grayndler	IRN	282
Grayndler	IRQ	86
Grayndler	ITA	2320
Grayndler	JPN	530
Grayndler	KHM	85
Grayndler	KOR	665
Grayndler	LBN	698
Grayndler	LKA	327
Grayndler	MKD	191
Grayndler	MLT	197
Grayndler	MMR	100
Grayndler	MUS	111
Grayndler	MYS	895
Grayndler	NLD	297
Grayndler	NPL	1645
Grayndler	NZL	3269
Grayndler	PAK	142
Grayndler	PHL	1584
Grayndler	PNG	127
Grayndler	POL	357
Grayndler	SGP	473
Grayndler	THA	1052
Grayndler	TUR	358
Grayndler	TWN	279
Grayndler	USA	1524
Grayndler	VNM	2195
Grayndler	WSM	27
Grayndler	ZAF	876
Grayndler	ZWE	88
Greenway		15010
Greenway	AFG	1169
Greenway	AUS	101159
Greenway	BGD	1347
Greenway	BIH	233
Greenway	BRA	149
Greenway	CAN	202
Greenway	CHL	319
Greenway	CHN	4459
Greenway	DEU	411
Greenway	EGY	879
Greenway	FJI	2487
Greenway	FRA	115
Greenway	GBR	3284
Greenway	GRC	357
Greenway	HKG	807
Greenway	HRV	426
Greenway	IDN	1071
Greenway	IND	32161
Greenway	IRL	393
Greenway	IRN	1564
Greenway	IRQ	378
Greenway	ITA	703
Greenway	JPN	120
Greenway	KHM	67
Greenway	KOR	1468
Greenway	LBN	997
Greenway	LKA	5277
Greenway	MKD	76
Greenway	MLT	1039
Greenway	MMR	499
Greenway	MUS	350
Greenway	MYS	1195
Greenway	NLD	227
Greenway	NPL	2219
Greenway	NZL	3396
Greenway	PAK	2209
Greenway	PHL	7437
Greenway	PNG	86
Greenway	POL	395
Greenway	SGP	498
Greenway	THA	503
Greenway	TUR	738
Greenway	TWN	262
Greenway	USA	603
Greenway	VNM	617
Greenway	WSM	319
Greenway	ZAF	1560
Greenway	ZWE	287
Hughes		7891
Hughes	AFG	9
Hughes	AUS	114535
Hughes	BGD	325
Hughes	BIH	142
Hughes	BRA	289
Hughes	CAN	272
Hughes	CHL	268
Hughes	CHN	2114
Hughes	DEU	553
Hughes	EGY	1008
Hughes	FJI	737
Hughes	FRA	179
Hughes	GBR	5624
Hughes	GRC	663
Hughes	HKG	479
Hughes	HRV	236
Hughes	IDN	542
Hughes	IND	2005
Hughes	IRL	570
Hughes	IRN	127
Hughes	IRQ	169
Hughes	ITA	710
Hughes	JPN	186
Hughes	KHM	84
Hughes	KOR	221
Hughes	LBN	809
Hughes	LKA	218
Hughes	MKD	530
Hughes	MLT	223
Hughes	MMR	51
Hughes	MUS	211
Hughes	MYS	468
Hughes	NLD	269
Hughes	NPL	343
Hughes	NZL	1972
Hughes	PAK	183
Hughes	PHL	1268
Hughes	PNG	95
Hughes	POL	341
Hughes	SGP	186
Hughes	THA	364
Hughes	TUR	104
Hughes	TWN	111
Hughes	USA	554
Hughes	VNM	892
Hughes	WSM	125
Hughes	ZAF	940
Hughes	ZWE	111
Hume		11086
Hume	AFG	65
Hume	AUS	141604
Hume	BGD	141
Hume	BIH	90
Hume	BRA	71
Hume	CAN	196
Hume	CHL	265
Hume	CHN	590
Hume	DEU	581
Hume	EGY	166
Hume	FJI	407
Hume	FRA	104
Hume	GBR	6258
Hume	GRC	216
Hume	HKG	98
Hume	HRV	280
Hume	IDN	159
Hume	IND	895
Hume	IRL	456
Hume	IRN	108
Hume	IRQ	267
Hume	ITA	642
Hume	JPN	44
Hume	KHM	97
Hume	KOR	109
Hume	LBN	331
Hume	LKA	147
Hume	MKD	89
Hume	MLT	473
Hume	MMR	38
Hume	MUS	127
Hume	MYS	179
Hume	NLD	375
Hume	NPL	231
Hume	NZL	1866
Hume	PAK	162
Hume	PHL	835
Hume	PNG	87
Hume	POL	209
Hume	SGP	96
Hume	THA	277
Hume	TUR	70
Hume	TWN	51
Hume	USA	410
Hume	VNM	217
Hume	WSM	104
Hume	ZAF	580
Hume	ZWE	170
Hunter		9948
Hunter	AFG	22
Hunter	AUS	149063
Hunter	BGD	88
Hunter	BIH	39
Hunter	BRA	38
Hunter	CAN	188
Hunter	CHL	53
Hunter	CHN	403
Hunter	DEU	516
Hunter	EGY	64
Hunter	FJI	190
Hunter	FRA	76
Hunter	GBR	4628
Hunter	GRC	64
Hunter	HKG	114
Hunter	HRV	77
Hunter	IDN	101
Hunter	IND	798
Hunter	IRL	287
Hunter	IRN	65
Hunter	IRQ	36
Hunter	ITA	210
Hunter	JPN	55
Hunter	KHM	64
Hunter	KOR	123
Hunter	LBN	72
Hunter	LKA	123
Hunter	MKD	37
Hunter	MLT	107
Hunter	MMR	29
Hunter	MUS	52
Hunter	MYS	192
Hunter	NLD	401
Hunter	NPL	172
Hunter	NZL	2436
Hunter	PAK	126
Hunter	PHL	953
Hunter	PNG	134
Hunter	POL	126
Hunter	SGP	65
Hunter	THA	368
Hunter	TUR	29
Hunter	TWN	36
Hunter	USA	396
Hunter	VNM	229
Hunter	WSM	83
Hunter	ZAF	778
Hunter	ZWE	167
Kingsford Smith		21229
Kingsford Smith	AFG	45
Kingsford Smith	AUS	94444
Kingsford Smith	BGD	1188
Kingsford Smith	BIH	180
Kingsford Smith	BRA	2803
Kingsford Smith	CAN	559
Kingsford Smith	CHL	838
Kingsford Smith	CHN	8047
Kingsford Smith	DEU	871
Kingsford Smith	EGY	759
Kingsford Smith	FJI	553
Kingsford Smith	FRA	1473
Kingsford Smith	GBR	9029
Kingsford Smith	GRC	2138
Kingsford Smith	HKG	1880
Kingsford Smith	HRV	347
Kingsford Smith	IDN	5119
Kingsford Smith	IND	2602
Kingsford Smith	IRL	4426
Kingsford Smith	IRN	557
Kingsford Smith	IRQ	590
Kingsford Smith	ITA	1481
Kingsford Smith	JPN	615
Kingsford Smith	KHM	136
Kingsford Smith	KOR	685
Kingsford Smith	LBN	558
Kingsford Smith	LKA	394
Kingsford Smith	MKD	132
Kingsford Smith	MLT	379
Kingsford Smith	MMR	130
Kingsford Smith	MUS	193
Kingsford Smith	MYS	2149
Kingsford Smith	NLD	308
Kingsford Smith	NPL	323
Kingsford Smith	NZL	3359
Kingsford Smith	PAK	357
Kingsford Smith	PHL	2474
Kingsford Smith	PNG	139
Kingsford Smith	POL	718
Kingsford Smith	SGP	734
Kingsford Smith	THA	1166
Kingsford Smith	TUR	666
Kingsford Smith	TWN	575
Kingsford Smith	USA	1261
Kingsford Smith	VNM	1160
Kingsford Smith	WSM	66
Kingsford Smith	ZAF	1957
Kingsford Smith	ZWE	136
Lindsay		15339
Lindsay	AFG	363
Lindsay	AUS	134364
Lindsay	BGD	485
Lindsay	BIH	141
Lindsay	BRA	80
Lindsay	CAN	146
Lindsay	CHL	191
Lindsay	CHN	1409
Lindsay	DEU	625
Lindsay	EGY	544
Lindsay	FJI	1304
Lindsay	FRA	85
Lindsay	GBR	5838
Lindsay	GRC	372
Lindsay	HKG	160
Lindsay	HRV	429
Lindsay	IDN	366
Lindsay	IND	6132
Lindsay	IRL	556
Lindsay	IRN	479
Lindsay	IRQ	389
Lindsay	ITA	665
Lindsay	JPN	96
Lindsay	KHM	113
Lindsay	KOR	487
Lindsay	LBN	658
Lindsay	LKA	857
Lindsay	MKD	101
Lindsay	MLT	982
Lindsay	MMR	125
Lindsay	MUS	186
Lindsay	MYS	394
Lindsay	NLD	386
Lindsay	NPL	817
Lindsay	NZL	3538
Lindsay	PAK	853
Lindsay	PHL	4143
Lindsay	PNG	71
Lindsay	POL	270
Lindsay	SGP	185
Lindsay	THA	537
Lindsay	TUR	214
Lindsay	TWN	108
Lindsay	USA	337
Lindsay	VNM	405
Lindsay	WSM	628
Lindsay	ZAF	636
Lindsay	ZWE	232
Lyne		11848
Lyne	AUS	132040
Lyne	BGD	31
Lyne	BIH	3
Lyne	BRA	49
Lyne	CAN	224
Lyne	CHL	53
Lyne	CHN	196
Lyne	DEU	603
Lyne	EGY	76
Lyne	FJI	83
Lyne	FRA	119
Lyne	GBR	5860
Lyne	GRC	61
Lyne	HKG	56
Lyne	HRV	75
Lyne	IDN	103
Lyne	IND	392
Lyne	IRL	232
Lyne	IRN	32
Lyne	IRQ	21
Lyne	ITA	172
Lyne	JPN	48
Lyne	KHM	25
Lyne	KOR	51
Lyne	LBN	42
Lyne	LKA	54
Lyne	MKD	12
Lyne	MLT	142
Lyne	MMR	18
Lyne	MUS	35
Lyne	MYS	144
Lyne	NLD	487
Lyne	NPL	132
Lyne	NZL	1664
Lyne	PAK	37
Lyne	PHL	557
Lyne	PNG	102
Lyne	POL	108
Lyne	SGP	47
Lyne	THA	203
Lyne	TUR	22
Lyne	TWN	17
Lyne	USA	421
Lyne	VNM	92
Lyne	WSM	8
Lyne	ZAF	455
Lyne	ZWE	90
Macarthur		17821
Macarthur	AFG	408
Macarthur	AUS	130554
Macarthur	BGD	4196
Macarthur	BIH	387
Macarthur	BRA	112
Macarthur	CAN	142
Macarthur	CHL	974
Macarthur	CHN	1883
Macarthur	DEU	474
Macarthur	EGY	958
Macarthur	FJI	3148
Macarthur	FRA	107
Macarthur	GBR	4913
Macarthur	GRC	337
Macarthur	HKG	319
Macarthur	HRV	527
Macarthur	IDN	768
Macarthur	IND	6875
Macarthur	IRL	439
Macarthur	IRN	393
Macarthur	IRQ	2318
Macarthur	ITA	913
Macarthur	JPN	102
Macarthur	KHM	479
Macarthur	KOR	193
Macarthur	LBN	1512
Macarthur	LKA	754
Macarthur	MKD	327
Macarthur	MLT	408
Macarthur	MMR	120
Macarthur	MUS	478
