CED_NAME16	Age	MaritalStatus	Registered	adults
Bennelong	85+	Married	0	17
Bennelong	85+	Married	1	1263
Bennelong	85+	Never married		2085
Berowra	15-19	Married	0	18
Berowra	15-19	Married	1	3
Berowra	15-19	Never married		10251
Berowra	20-24	Married	0	369
Berowra	20-24	Married	1	118
Berowra	20-24	Never married		7848
Berowra	25-34	Married	0	1668
Berowra	25-34	Married	1	4288
Berowra	25-34	Never married		5861
Berowra	35-44	Married	0	1227
Berowra	35-44	Married	1	15214
Berowra	35-44	Never married		2856
Berowra	45-54	Married	0	1454
Berowra	45-54	Married	1	17085
Berowra	45-54	Never married		3380
Berowra	55-64	Married	0	1000
Berowra	55-64	Married	1	14874
Berowra	55-64	Never married		3543
Berowra	65-74	Married	0	440
Berowra	65-74	Married	1	11301
Berowra	65-74	Never married		3203
Berowra	75-84	Married	0	136
Berowra	75-84	Married	1	5782
Berowra	75-84	Never married		2767
Berowra	85+	Married	0	26
Berowra	85+	Married	1	1161
Berowra	85+	Never married		1619
Blaxland	15-19	Married	0	22
Blaxland	15-19	Married	1	24
Blaxland	15-19	Never married		10832
Blaxland	20-24	Married	0	479
Blaxland	20-24	Married	1	1263
Blaxland	20-24	Never married		12295
Blaxland	25-34	Married	0	1859
Blaxland	25-34	Married	1	11823
Blaxland	25-34	Never married		15158
Blaxland	35-44	Married	0	1116
Blaxland	35-44	Married	1	14120
Blaxland	35-44	Never married		7303
Blaxland	45-54	Married	0	900
Blaxland	45-54	Married	1	12142
Blaxland	45-54	Never married		6645
Blaxland	55-64	Married	0	638
Blaxland	55-64	Married	1	11471
Blaxland	55-64	Never married		6562
Blaxland	65-74	Married	0	288
Blaxland	65-74	Married	1	7876
Blaxland	65-74	Never married		4592
Blaxland	75-84	Married	0	94
Blaxland	75-84	Married	1	3802
Blaxland	75-84	Never married		2661
Blaxland	85+	Married	0	15
Blaxland	85+	Married	1	859
Blaxland	85+	Never married		1601
Bradfield	15-19	Married	0	24
Bradfield	15-19	Never married		10662
Bradfield	20-24	Married	0	491
Bradfield	20-24	Married	1	166
Bradfield	20-24	Never married		8194
Bradfield	25-34	Married	0	2625
Bradfield	25-34	Married	1	5702
Bradfield	25-34	Never married		6621
Bradfield	35-44	Married	0	1512
Bradfield	35-44	Married	1	18182
Bradfield	35-44	Never married		4123
Bradfield	45-54	Married	0	1184
Bradfield	45-54	Married	1	18244
Bradfield	45-54	Never married		4319
Bradfield	55-64	Married	0	850
Bradfield	55-64	Married	1	13951
Bradfield	55-64	Never married		3995
Bradfield	65-74	Married	0	402
Bradfield	65-74	Married	1	10772
Bradfield	65-74	Never married		3397
Bradfield	75-84	Married	0	158
Bradfield	75-84	Married	1	6275
Bradfield	75-84	Never married		3129
Bradfield	85+	Married	0	20
Bradfield	85+	Married	1	1714
Bradfield	85+	Never married		2183
Calare	15-19	Married	0	162
Calare	15-19	Married	1	3
Calare	15-19	Never married		8712
Calare	20-24	Married	0	1787
Calare	20-24	Married	1	315
Calare	20-24	Never married		5454
Calare	25-34	Married	0	4783
Calare	25-34	Married	1	6294
Calare	25-34	Never married		6602
Calare	35-44	Married	0	2753
Calare	35-44	Married	1	9806
Calare	35-44	Never married		4657
Calare	45-54	Married	0	2309
Calare	45-54	Married	1	10890
Calare	45-54	Never married		5621
Calare	55-64	Married	0	1869
Calare	55-64	Married	1	11457
Calare	55-64	Never married		6313
Calare	65-74	Married	0	801
Calare	65-74	Married	1	10390
Calare	65-74	Never married		5712
Calare	75-84	Married	0	236
Calare	75-84	Married	1	5096
Calare	75-84	Never married		4115
Calare	85+	Married	0	27
Calare	85+	Married	1	922
Calare	85+	Never married		1859
Chifley	15-19	Married	0	124
Chifley	15-19	Married	1	10
Chifley	15-19	Never married		11532
Chifley	20-24	Married	0	1124
Chifley	20-24	Married	1	526
Chifley	20-24	Never married		11074
Chifley	25-34	Married	0	3571
Chifley	25-34	Married	1	12014
Chifley	25-34	Never married		12791
Chifley	35-44	Married	0	2065
Chifley	35-44	Married	1	20979
Chifley	35-44	Never married		6546
Chifley	45-54	Married	0	1633
Chifley	45-54	Married	1	13838
Chifley	45-54	Never married		6223
Chifley	55-64	Married	0	1003
Chifley	55-64	Married	1	11611
Chifley	55-64	Never married		6046
Chifley	65-74	Married	0	353
Chifley	65-74	Married	1	8108
Chifley	65-74	Never married		4840
Chifley	75-84	Married	0	111
Chifley	75-84	Married	1	3018
Chifley	75-84	Never married		2752
Chifley	85+	Married	0	5
Chifley	85+	Married	1	487
Chifley	85+	Never married		1014
Cook	15-19	Married	0	37
Cook	15-19	Never married		8150
Cook	20-24	Married	0	740
Cook	20-24	Married	1	87
Cook	20-24	Never married		6915
Cook	25-34	Married	0	4717
Cook	25-34	Married	1	5059
Cook	25-34	Never married		6974
Cook	35-44	Married	0	2454
Cook	35-44	Married	1	11811
Cook	35-44	Never married		3941
Cook	45-54	Married	0	1725
Cook	45-54	Married	1	12874
Cook	45-54	Never married		4989
Cook	55-64	Married	0	1249
Cook	55-64	Married	1	11476
Cook	55-64	Never married		5103
Cook	65-74	Married	0	574
Cook	65-74	Married	1	9406
Cook	65-74	Never married		4249
Cook	75-84	Married	0	192
Cook	75-84	Married	1	5487
Cook	75-84	Never married		3450
Cook	85+	Married	0	29
Cook	85+	Married	1	1469
Cook	85+	Never married		2314
Cowper	15-19	Married	0	150
Cowper	15-19	Married	1	7
Cowper	15-19	Never married		8446
Cowper	20-24	Married	0	1348
Cowper	20-24	Married	1	195
Cowper	20-24	Never married		5038
Cowper	25-34	Married	0	3797
Cowper	25-34	Married	1	4267
Cowper	25-34	Never married		6456
Cowper	35-44	Married	0	2761
Cowper	35-44	Married	1	8100
Cowper	35-44	Never married		5022
Cowper	45-54	Married	0	2655
Cowper	45-54	Married	1	9706
Cowper	45-54	Never married		6346
Cowper	55-64	Married	0	2408
Cowper	55-64	Married	1	11684
Cowper	55-64	Never married		7937
Cowper	65-74	Married	0	1550
Cowper	65-74	Married	1	12905
Cowper	65-74	Never married		7592
Cowper	75-84	Married	0	469
Cowper	75-84	Married	1	7381
Cowper	75-84	Never married		5267
Cowper	85+	Married	0	90
Cowper	85+	Married	1	1573
Cowper	85+	Never married		2683
Cunningham	15-19	Married	0	97
Cunningham	15-19	Never married		8518
Cunningham	20-24	Married	0	1451
Cunningham	20-24	Married	1	202
Cunningham	20-24	Never married		9475
Cunningham	25-34	Married	0	5121
Cunningham	25-34	Married	1	5815
Cunningham	25-34	Never married		9123
Cunningham	35-44	Married	0	2664
Cunningham	35-44	Married	1	11478
Cunningham	35-44	Never married		4630
Cunningham	45-54	Married	0	2042
Cunningham	45-54	Married	1	11558
Cunningham	45-54	Never married		5666
Cunningham	55-64	Married	0	1436
Cunningham	55-64	Married	1	11231
Cunningham	55-64	Never married		6032
Cunningham	65-74	Married	0	642
Cunningham	65-74	Married	1	9156
Cunningham	65-74	Never married		4729
Cunningham	75-84	Married	0	175
Cunningham	75-84	Married	1	5080
Cunningham	75-84	Never married		3627
Cunningham	85+	Married	0	31
Cunningham	85+	Married	1	1155
Cunningham	85+	Never married		2096
Dobell	15-19	Married	0	129
Dobell	15-19	Married	1	4
Dobell	15-19	Never married		9237
Dobell	20-24	Married	0	1450
Dobell	20-24	Married	1	226
Dobell	20-24	Never married		6697
Dobell	25-34	Married	0	4956
Dobell	25-34	Married	1	5581
Dobell	25-34	Never married		7064
Dobell	35-44	Married	0	2830
Dobell	35-44	Married	1	10489
Dobell	35-44	Never married		5055
Dobell	45-54	Married	0	2373
Dobell	45-54	Married	1	10727
Dobell	45-54	Never married		6073
Dobell	55-64	Married	0	1618
Dobell	55-64	Married	1	10469
Dobell	55-64	Never married		6562
Dobell	65-74	Married	0	821
Dobell	65-74	Married	1	9708
Dobell	65-74	Never married		5890
Dobell	75-84	Married	0	294
Dobell	75-84	Married	1	5184
Dobell	75-84	Never married		4283
Dobell	85+	Married	0	42
Dobell	85+	Married	1	1025
Dobell	85+	Never married		2235
Eden-Monaro	15-19	Married	0	128
Eden-Monaro	15-19	Never married		7774
Eden-Monaro	20-24	Married	0	1231
Eden-Monaro	20-24	Married	1	218
Eden-Monaro	20-24	Never married		5076
Eden-Monaro	25-34	Married	0	4483
Eden-Monaro	25-34	Married	1	5935
Eden-Monaro	25-34	Never married		6210
Eden-Monaro	35-44	Married	0	3089
Eden-Monaro	35-44	Married	1	10334
Eden-Monaro	35-44	Never married		4184
Eden-Monaro	45-54	Married	0	2943
Eden-Monaro	45-54	Married	1	11980
Eden-Monaro	45-54	Never married		5093
Eden-Monaro	55-64	Married	0	2384
Eden-Monaro	55-64	Married	1	12436
Eden-Monaro	55-64	Never married		6092
Eden-Monaro	65-74	Married	0	1292
Eden-Monaro	65-74	Married	1	10789
Eden-Monaro	65-74	Never married		5257
Eden-Monaro	75-84	Married	0	319
Eden-Monaro	75-84	Married	1	4981
Eden-Monaro	75-84	Never married		3317
Eden-Monaro	85+	Married	0	35
Eden-Monaro	85+	Married	1	885
Eden-Monaro	85+	Never married		1504
Farrer	15-19	Married	0	168
Farrer	15-19	Married	1	3
Farrer	15-19	Never married		8711
Farrer	20-24	Married	0	1658
Farrer	20-24	Married	1	253
Farrer	20-24	Never married		5740
Farrer	25-34	Married	0	4657
Farrer	25-34	Married	1	6255
Farrer	25-34	Never married		7063
Farrer	35-44	Married	0	2577
Farrer	35-44	Married	1	10132
Farrer	35-44	Never married		4682
Farrer	45-54	Married	0	2303
Farrer	45-54	Married	1	11000
Farrer	45-54	Never married		5547
Farrer	55-64	Married	0	1867
Farrer	55-64	Married	1	12606
Farrer	55-64	Never married		6193
Farrer	65-74	Married	0	948
Farrer	65-74	Married	1	11288
Farrer	65-74	Never married		5709
Farrer	75-84	Married	0	280
Farrer	75-84	Married	1	6001
Farrer	75-84	Never married		4093
Farrer	85+	Married	0	35
Farrer	85+	Married	1	1143
Farrer	85+	Never married		2082
Fowler	15-19	Married	0	71
Fowler	15-19	Married	1	28
Fowler	15-19	Never married		10415
Fowler	20-24	Married	0	566
Fowler	20-24	Married	1	742
Fowler	20-24	Never married		10252
Fowler	25-34	Married	0	2063
Fowler	25-34	Married	1	7708
Fowler	25-34	Never married		12904
Fowler	35-44	Married	0	1380
Fowler	35-44	Married	1	11248
Fowler	35-44	Never married		7648
Fowler	45-54	Married	0	1237
Fowler	45-54	Married	1	12003
Fowler	45-54	Never married		7407
Fowler	55-64	Married	0	837
Fowler	55-64	Married	1	12671
Fowler	55-64	Never married		7386
Fowler	65-74	Married	0	345
Fowler	65-74	Married	1	9353
Fowler	65-74	Never married		5355
Fowler	75-84	Married	0	69
Fowler	75-84	Married	1	3862
Fowler	75-84	Never married		3025
Fowler	85+	Married	0	20
Fowler	85+	Married	1	830
Fowler	85+	Never married		1595
Gilmore	15-19	Married	0	120
Gilmore	15-19	Married	1	3
Gilmore	15-19	Never married		7309
Gilmore	20-24	Married	0	1208
Gilmore	20-24	Married	1	162
Gilmore	20-24	Never married		4511
Gilmore	25-34	Married	0	3982
Gilmore	25-34	Married	1	4226
Gilmore	25-34	Never married		5442
Gilmore	35-44	Married	0	2541
Gilmore	35-44	Married	1	8133
Gilmore	35-44	Never married		4011
Gilmore	45-54	Married	0	2396
Gilmore	45-54	Married	1	9305
Gilmore	45-54	Never married		5299
Gilmore	55-64	Married	0	2466
Gilmore	55-64	Married	1	13259
Gilmore	55-64	Never married		6719
Gilmore	65-74	Married	0	1516
Gilmore	65-74	Married	1	15686
Gilmore	65-74	Never married		6732
Gilmore	75-84	Married	0	444
Gilmore	75-84	Married	1	8104
Gilmore	75-84	Never married		4830
Gilmore	85+	Married	0	57
Gilmore	85+	Married	1	1522
Gilmore	85+	Never married		2484
Grayndler	15-19	Married	0	20
Grayndler	15-19	Married	1	4
Grayndler	15-19	Never married		5620
Grayndler	20-24	Married	0	969
Grayndler	20-24	Married	1	156
Grayndler	20-24	Never married		6927
Grayndler	25-34	Married	0	8550
Grayndler	25-34	Married	1	5466
Grayndler	25-34	Never married		12475
Grayndler	35-44	Married	0	5124
Grayndler	35-44	Married	1	12257
Grayndler	35-44	Never married		6443
Grayndler	45-54	Married	0	3404
Grayndler	45-54	Married	1	10375
Grayndler	45-54	Never married		6359
Grayndler	55-64	Married	0	1997
Grayndler	55-64	Married	1	7156
Grayndler	55-64	Never married		5648
Grayndler	65-74	Married	0	973
Grayndler	65-74	Married	1	5058
Grayndler	65-74	Never married		4378
Grayndler	75-84	Married	0	224
Grayndler	75-84	Married	1	2615
Grayndler	75-84	Never married		2580
Grayndler	85+	Married	0	20
Grayndler	85+	Married	1	634
Grayndler	85+	Never married		1258
Greenway	15-19	Married	0	64
Greenway	15-19	Married	1	3
Greenway	15-19	Never married		11274
Greenway	20-24	Married	0	988
Greenway	20-24	Married	1	476
Greenway	20-24	Never married		10369
Greenway	25-34	Married	0	3663
Greenway	25-34	Married	1	13015
Greenway	25-34	Never married		10735
Greenway	35-44	Married	0	2115
Greenway	35-44	Married	1	27957
Greenway	35-44	Never married		5636
Greenway	45-54	Married	0	1567
Greenway	45-54	Married	1	16916
Greenway	45-54	Never married		5190
Greenway	55-64	Married	0	816
Greenway	55-64	Married	1	11708
Greenway	55-64	Never married		4860
Greenway	65-74	Married	0	290
Greenway	65-74	Married	1	8151
Greenway	65-74	Never married		4010
Greenway	75-84	Married	0	82
Greenway	75-84	Married	1	3102
Greenway	75-84	Never married		2421
Greenway	85+	Married	0	7
Greenway	85+	Married	1	508
Greenway	85+	Never married		1073
Hughes	15-19	Married	0	27
Hughes	15-19	Married	1	5
Hughes	15-19	Never married		9237
Hughes	20-24	Married	0	623
Hughes	20-24	Married	1	170
Hughes	20-24	Never married		7247
Hughes	25-34	Married	0	3500
Hughes	25-34	Married	1	6234
Hughes	25-34	Never married		6133
Hughes	35-44	Married	0	2216
Hughes	35-44	Married	1	14604
Hughes	35-44	Never married		3387
Hughes	45-54	Married	0	1870
Hughes	45-54	Married	1	14397
Hughes	45-54	Never married		4023
Hughes	55-64	Married	0	1102
Hughes	55-64	Married	1	12287
Hughes	55-64	Never married		3871
Hughes	65-74	Married	0	458
Hughes	65-74	Married	1	9416
Hughes	65-74	Never married		3136
Hughes	75-84	Married	0	127
Hughes	75-84	Married	1	4433
Hughes	75-84	Never married		2549
Hughes	85+	Married	0	18
Hughes	85+	Married	1	810
Hughes	85+	Never married		1271
Hume	15-19	Married	0	108
Hume	15-19	Never married		10106
Hume	20-24	Married	0	1534
Hume	20-24	Married	1	250
Hume	20-24	Never married		6929
Hume	25-34	Married	0	5010
Hume	25-34	Married	1	8386
Hume	25-34	Never married		6526
Hume	35-44	Married	0	2811
Hume	35-44	Married	1	13440
Hume	35-44	Never married		4156
Hume	45-54	Married	0	2464
Hume	45-54	Married	1	13700
Hume	45-54	Never married		4831
Hume	55-64	Married	0	1723
Hume	55-64	Married	1	12525
Hume	55-64	Never married		5036
Hume	65-74	Married	0	765
Hume	65-74	Married	1	10271
Hume	65-74	Never married		4627
Hume	75-84	Married	0	225
Hume	75-84	Married	1	4517
Hume	75-84	Never married		3146
Hume	85+	Married	0	29
Hume	85+	Married	1	771
Hume	85+	Never married		1329
Hunter	15-19	Married	0	189
Hunter	15-19	Married	1	3
Hunter	15-19	Never married		9294
Hunter	20-24	Married	0	1878
Hunter	20-24	Married	1	300
Hunter	20-24	Never married		6481
Hunter	25-34	Married	0	5481
Hunter	25-34	Married	1	7011
Hunter	25-34	Never married		7457
Hunter	35-44	Married	0	3037
Hunter	35-44	Married	1	10870
Hunter	35-44	Never married		5227
Hunter	45-54	Married	0	2597
Hunter	45-54	Married	1	11326
Hunter	45-54	Never married		5846
Hunter	55-64	Married	0	1811
Hunter	55-64	Married	1	11892
Hunter	55-64	Never married		6109
Hunter	65-74	Married	0	856
Hunter	65-74	Married	1	11104
Hunter	65-74	Never married		5423
Hunter	75-84	Married	0	260
Hunter	75-84	Married	1	5625
Hunter	75-84	Never married		3725
Hunter	85+	Married	0	34
Hunter	85+	Married	1	1004
Hunter	85+	Never married		1908
Kingsford Smith	15-19	Married	0	43
Kingsford Smith	15-19	Married	1	3
Kingsford Smith	15-19	Never married		7654
Kingsford Smith	20-24	Married	0	1475
Kingsford Smith	20-24	Married	1	201
Kingsford Smith	20-24	Never married		10318
Kingsford Smith	25-34	Married	0	10218
Kingsford Smith	25-34	Married	1	7121
Kingsford Smith	25-34	Never married		15706
Kingsford Smith	35-44	Married	0	4607
Kingsford Smith	35-44	Married	1	13829
Kingsford Smith	35-44	Never married		6917
Kingsford Smith	45-54	Married	0	2321
Kingsford Smith	45-54	Married	1	12297
Kingsford Smith	45-54	Never married		6329
Kingsford Smith	55-64	Married	0	1298
Kingsford Smith	55-64	Married	1	9612
Kingsford Smith	55-64	Never married		6004
Kingsford Smith	65-74	Married	0	567
Kingsford Smith	65-74	Married	1	7015
Kingsford Smith	65-74	Never married		5041
Kingsford Smith	75-84	Married	0	180
Kingsford Smith	75-84	Married	1	4119
Kingsford Smith	75-84	Never married		3686
Kingsford Smith	85+	Married	0	16
Kingsford Smith	85+	Married	1	1037
Kingsford Smith	85+	Never married		1912
Lindsay	15-19	Married	0	176
Lindsay	15-19	Married	1	3
Lindsay	15-19	Never married		10530
Lindsay	20-24	Married	0	2056
Lindsay	20-24	Married	1	438
Lindsay	20-24	Never married		9206
Lindsay	25-34	Married	0	6044
Lindsay	25-34	Married	1	9758
Lindsay	25-34	Never married		10423
Lindsay	35-44	Married	0	3172
Lindsay	35-44	Married	1	15706
Lindsay	35-44	Never married		6770
Lindsay	45-54	Married	0	2139
Lindsay	45-54	Married	1	12603
Lindsay	45-54	Never married		6787
Lindsay	55-64	Married	0	1273
Lindsay	55-64	Married	1	10518
Lindsay	55-64	Never married		6196
Lindsay	65-74	Married	0	442
Lindsay	65-74	Married	1	8422
Lindsay	65-74	Never married		4882
Lindsay	75-84	Married	0	140
Lindsay	75-84	Married	1	3476
Lindsay	75-84	Never married		2912
Lindsay	85+	Married	0	13
Lindsay	85+	Married	1	553
Lindsay	85+	Never married		1194
Lyne	15-19	Married	0	142
Lyne	15-19	Married	1	3
Lyne	15-19	Never married		7436
Lyne	20-24	Married	0	984
Lyne	20-24	Married	1	148
Lyne	20-24	Never married		4128
Lyne	25-34	Married	0	2842
Lyne	25-34	Married	1	3692
Lyne	25-34	Never married		4737
Lyne	35-44	Married	0	2257
Lyne	35-44	Married	1	7226
Lyne	35-44	Never married		3882
Lyne	45-54	Married	0	2467
Lyne	45-54	Married	1	9408
Lyne	45-54	Never married		5182
Lyne	55-64	Married	0	2436
Lyne	55-64	Married	1	13206
Lyne	55-64	Never married		6724
Lyne	65-74	Married	0	1589
Lyne	65-74	Married	1	15616
Lyne	65-74	Never married		6980
Lyne	75-84	Married	0	573
Lyne	75-84	Married	1	8448
Lyne	75-84	Never married		5082
Lyne	85+	Married	0	62
Lyne	85+	Married	1	1570
Lyne	85+	Never married		2597
Macarthur	15-19	Married	0	108
Macarthur	15-19	Married	1	6
Macarthur	15-19	Never married		11736
Macarthur	20-24	Married	0	1498
Macarthur	20-24	Married	1	485
Macarthur	20-24	Never married		9949
Macarthur	25-34	Married	0	5442
Macarthur	25-34	Married	1	13310
Macarthur	25-34	Never married		11350
Macarthur	35-44	Married	0	2937
Macarthur	35-44	Married	1	20113
Macarthur	35-44	Never married		6929
Macarthur	45-54	Married	0	2005
Macarthur	45-54	Married	1	13974
Macarthur	45-54	Never married		6135
Macarthur	55-64	Married	0	1263
Macarthur	55-64	Married	1	12630
Macarthur	55-64	Never married		5873
Macarthur	65-74	Married	0	506
Macarthur	65-74	Married	1	9282
Macarthur	65-74	Never married		4871
Macarthur	75-84	Married	0	114
Macarthur	75-84	Married	1	3431
Macarthur	75-84	Never married		2652
Macarthur	85+	Married	0	17
Macarthur	85+	Married	1	452
Macarthur	85+	Never married		994
Mackellar	15-19	Married	0	31
Mackellar	15-19	Never married		9372
Mackellar	20-24	Married	0	544
Mackellar	20-24	Married	1	143
Mackellar	20-24	Never married		7030
Mackellar	25-34	Married	0	3550
Mackellar	25-34	Married	1	4273
Mackellar	25-34	Never married		5803
Mackellar	35-44	Married	0	2646
Mackellar	35-44	Married	1	12621
Mackellar	35-44	Never married		3258
Mackellar	45-54	Married	0	2272
Mackellar	45-54	Married	1	15293
Mackellar	45-54	Never married		4573
Mackellar	55-64	Married	0	1660
Mackellar	55-64	Married	1	12465
Mackellar	55-64	Never married		4630
Mackellar	65-74	Married	0	770
Mackellar	65-74	Married	1	9913
Mackellar	65-74	Never married		4080
Mackellar	75-84	Married	0	248
Mackellar	75-84	Married	1	6292
Mackellar	75-84	Never married		3618
Mackellar	85+	Married	0	34
Mackellar	85+	Married	1	1313
Mackellar	85+	Never married		2170
Macquarie	15-19	Married	0	105
Macquarie	15-19	Never married		8410
Macquarie	20-24	Married	0	1028
Macquarie	20-24	Married	1	215
Macquarie	20-24	Never married		5826
Macquarie	25-34	Married	0	3733
Macquarie	25-34	Married	1	5620
Macquarie	25-34	Never married		5444
Macquarie	35-44	Married	0	2665
Macquarie	35-44	Married	1	10012
Macquarie	35-44	Never married		3794
Macquarie	45-54	Married	0	2478
Macquarie	45-54	Married	1	11718
Macquarie	45-54	Never married		4871
Macquarie	55-64	Married	0	1772
Macquarie	55-64	Married	1	11630
Macquarie	55-64	Never married		5286
Macquarie	65-74	Married	0	948
Macquarie	65-74	Married	1	9810
Macquarie	65-74	Never married		5090
Macquarie	75-84	Married	0	267
Macquarie	75-84	Married	1	4350
Macquarie	75-84	Never married		3374
Macquarie	85+	Married	0	34
Macquarie	85+	Married	1	744
Macquarie	85+	Never married		1349
McMahon	15-19	Married	0	45
McMahon	15-19	Married	1	15
McMahon	15-19	Never married		10714
McMahon	20-24	Married	0	527
McMahon	20-24	Married	1	539
McMahon	20-24	Never married		9718
McMahon	25-34	Married	0	2099
McMahon	25-34	Married	1	8899
McMahon	25-34	Never married		11951
McMahon	35-44	Married	0	1435
McMahon	35-44	Married	1	14096
McMahon	35-44	Never married		6479
McMahon	45-54	Married	0	1154
McMahon	45-54	Married	1	13091
McMahon	45-54	Never married		6109
McMahon	55-64	Married	0	899
McMahon	55-64	Married	1	12808
McMahon	55-64	Never married		5850
McMahon	65-74	Married	0	345
McMahon	65-74	Married	1	9209
McMahon	65-74	Never married		4519
McMahon	75-84	Married	0	99
McMahon	75-84	Married	1	4097
McMahon	75-84	Never married		3063
McMahon	85+	Married	0	12
McMahon	85+	Married	1	768
McMahon	85+	Never married		1526
Mitchell	15-19	Married	0	28
Mitchell	15-19	Never married		12043
Mitchell	20-24	Married	0	594
Mitchell	20-24	Married	1	170
Mitchell	20-24	Never married		9505
Mitchell	25-34	Married	0	2668
Mitchell	25-34	Married	1	8378
Mitchell	25-34	Never married		7798
Mitchell	35-44	Married	0	1734
Mitchell	35-44	Married	1	24952
Mitchell	35-44	Never married		4016
Mitchell	45-54	Married	0	1414
Mitchell	45-54	Married	1	20140
Mitchell	45-54	Never married		4085
Mitchell	55-64	Married	0	771
Mitchell	55-64	Married	1	14543
Mitchell	55-64	Never married		3557
Mitchell	65-74	Married	0	365
Mitchell	65-74	Married	1	11068
Mitchell	65-74	Never married		3480
Mitchell	75-84	Married	0	97
Mitchell	75-84	Married	1	5334
Mitchell	75-84	Never married		2598
Mitchell	85+	Married	0	11
Mitchell	85+	Married	1	842
Mitchell	85+	Never married		1269
New England	15-19	Married	0	287
New England	15-19	Married	1	5
New England	15-19	Never married		8121
New England	20-24	Married	0	1787
New England	20-24	Married	1	286
New England	20-24	Never married		4764
New England	25-34	Married	0	4213
New England	25-34	Married	1	5202
New England	25-34	Never married		6531
New England	35-44	Married	0	2384
New England	35-44	Married	1	8458
New England	35-44	Never married		4566
New England	45-54	Married	0	2085
New England	45-54	Married	1	9618
New England	45-54	Never married		5159
New England	55-64	Married	0	1699
New England	55-64	Married	1	10916
New England	55-64	Never married		6125
New England	65-74	Married	0	930
New England	65-74	Married	1	10288
New England	65-74	Never married		5658
New England	75-84	Married	0	245
New England	75-84	Married	1	5665
New England	75-84	Never married		4085
New England	85+	Married	0	30
New England	85+	Married	1	1045
New England	85+	Never married		1891
Newcastle	15-19	Married	0	130
Newcastle	15-19	Never married		8207
Newcastle	20-24	Married	0	2052
Newcastle	20-24	Married	1	221
Newcastle	20-24	Never married		9760
Newcastle	25-34	Married	0	7059
Newcastle	25-34	Married	1	6056
Newcastle	25-34	Never married		10914
Newcastle	35-44	Married	0	3273
Newcastle	35-44	Married	1	11116
Newcastle	35-44	Never married		5773
Newcastle	45-54	Married	0	2280
Newcastle	45-54	Married	1	10450
Newcastle	45-54	Never married		6341
Newcastle	55-64	Married	0	1536
Newcastle	55-64	Married	1	9631
Newcastle	55-64	Never married		6405
Newcastle	65-74	Married	0	710
Newcastle	65-74	Married	1	7671
Newcastle	65-74	Never married		5147
Newcastle	75-84	Married	0	188
Newcastle	75-84	Married	1	3861
Newcastle	75-84	Never married		3317
Newcastle	85+	Married	0	23
Newcastle	85+	Married	1	831
Newcastle	85+	Never married		1933
North Sydney	15-19	Married	0	30
North Sydney	15-19	Never married		7365
North Sydney	20-24	Married	0	911
North Sydney	20-24	Married	1	98
North Sydney	20-24	Never married		6658
North Sydney	25-34	Married	0	7408
North Sydney	25-34	Married	1	7090
