CED_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Maribyrnong	Flat/apartment	3 storey block	1	1066
Maribyrnong	Flat/apartment	3 storey block	2	1700
Maribyrnong	Flat/apartment	3 storey block	3	152
Maribyrnong	Flat/apartment	3 storey block	4	11
Maribyrnong	Flat/apartment	3 storey block	6	5
Maribyrnong	Flat/apartment	4-8 storey block		61
Maribyrnong	Flat/apartment	4-8 storey block	0	5
Maribyrnong	Flat/apartment	4-8 storey block	1	1484
Maribyrnong	Flat/apartment	4-8 storey block	2	2587
Maribyrnong	Flat/apartment	4-8 storey block	3	235
Maribyrnong	Flat/apartment	4-8 storey block	4	12
Maribyrnong	Flat/apartment	9 or more storey block		43
Maribyrnong	Flat/apartment	9 or more storey block	0	13
Maribyrnong	Flat/apartment	9 or more storey block	1	407
Maribyrnong	Flat/apartment	9 or more storey block	2	623
Maribyrnong	Flat/apartment	9 or more storey block	3	227
Maribyrnong	Flat/apartment	9 or more storey block	4	3
Maribyrnong	Flat/apartment	Attached to a house	1	6
Maribyrnong	Flat/apartment	Attached to a house	2	4
Maribyrnong	Flat/apartment	Attached to a house	3	7
Maribyrnong	Flat/apartment	Attached to a house	4	4
Maribyrnong	Separate house			334
Maribyrnong	Separate house		0	30
Maribyrnong	Separate house		1	152
Maribyrnong	Separate house		2	2938
Maribyrnong	Separate house		3	17479
Maribyrnong	Separate house		4	10144
Maribyrnong	Separate house		5	2097
Maribyrnong	Separate house		6	305
McEwen				5
McEwen			0	3
McEwen			1	4
McEwen			2	9
McEwen			3	9
McEwen			4	20
McEwen			5	5
McEwen		1 storey		34
McEwen		1 storey	0	10
McEwen		1 storey	1	129
McEwen		1 storey	2	1057
McEwen		1 storey	3	873
McEwen		1 storey	4	236
McEwen		1 storey	5	20
McEwen		2 storeys or more		7
McEwen		2 storeys or more	1	6
McEwen		2 storeys or more	2	154
McEwen		2 storeys or more	3	433
McEwen		2 storeys or more	4	59
McEwen		2 storeys or more	5	10
McEwen	(Other)			12
McEwen	(Other)		0	5
McEwen	(Other)		1	21
McEwen	(Other)		2	10
McEwen	(Other)		3	4
McEwen	(Other)		4	3
McEwen	Flat/apartment	1 or 2 storey block	0	3
McEwen	Flat/apartment	1 or 2 storey block	1	18
McEwen	Flat/apartment	1 or 2 storey block	2	77
McEwen	Flat/apartment	1 or 2 storey block	3	53
McEwen	Flat/apartment	3 storey block	2	45
McEwen	Flat/apartment	3 storey block	3	21
McEwen	Flat/apartment	3 storey block	4	5
McEwen	Flat/apartment	Attached to a house	1	7
McEwen	Flat/apartment	Attached to a house	2	15
McEwen	Flat/apartment	Attached to a house	4	4
McEwen	Separate house			570
McEwen	Separate house		0	47
McEwen	Separate house		1	320
McEwen	Separate house		2	2018
McEwen	Separate house		3	17487
McEwen	Separate house		4	24737
McEwen	Separate house		5	3650
McEwen	Separate house		6	671
Melbourne				24
Melbourne			0	20
Melbourne			1	65
Melbourne			2	93
Melbourne			3	21
Melbourne		1 storey		85
Melbourne		1 storey	0	21
Melbourne		1 storey	1	720
Melbourne		1 storey	2	5237
Melbourne		1 storey	3	3486
Melbourne		1 storey	4	860
Melbourne		1 storey	5	97
Melbourne		1 storey	6	27
Melbourne		2 storeys or more		85
Melbourne		2 storeys or more	0	50
Melbourne		2 storeys or more	1	541
Melbourne		2 storeys or more	2	3156
Melbourne		2 storeys or more	3	4440
Melbourne		2 storeys or more	4	1422
Melbourne		2 storeys or more	5	345
Melbourne		2 storeys or more	6	73
Melbourne	(Other)			8
Melbourne	(Other)		0	8
Melbourne	(Other)		1	114
Melbourne	(Other)		2	185
Melbourne	(Other)		3	115
Melbourne	(Other)		4	36
Melbourne	(Other)		5	7
Melbourne	Flat/apartment	1 or 2 storey block		58
Melbourne	Flat/apartment	1 or 2 storey block	0	90
Melbourne	Flat/apartment	1 or 2 storey block	1	1578
Melbourne	Flat/apartment	1 or 2 storey block	2	2106
Melbourne	Flat/apartment	1 or 2 storey block	3	640
Melbourne	Flat/apartment	1 or 2 storey block	4	90
Melbourne	Flat/apartment	1 or 2 storey block	5	17
Melbourne	Flat/apartment	1 or 2 storey block	6	7
Melbourne	Flat/apartment	3 storey block		88
Melbourne	Flat/apartment	3 storey block	0	183
Melbourne	Flat/apartment	3 storey block	1	2644
Melbourne	Flat/apartment	3 storey block	2	3533
Melbourne	Flat/apartment	3 storey block	3	815
Melbourne	Flat/apartment	3 storey block	4	61
Melbourne	Flat/apartment	3 storey block	5	11
Melbourne	Flat/apartment	3 storey block	6	8
Melbourne	Flat/apartment	4-8 storey block		142
Melbourne	Flat/apartment	4-8 storey block	0	363
Melbourne	Flat/apartment	4-8 storey block	1	5254
Melbourne	Flat/apartment	4-8 storey block	2	7879
Melbourne	Flat/apartment	4-8 storey block	3	1129
Melbourne	Flat/apartment	4-8 storey block	4	76
Melbourne	Flat/apartment	4-8 storey block	5	5
Melbourne	Flat/apartment	4-8 storey block	6	11
Melbourne	Flat/apartment	9 or more storey block		520
Melbourne	Flat/apartment	9 or more storey block	0	994
Melbourne	Flat/apartment	9 or more storey block	1	12737
Melbourne	Flat/apartment	9 or more storey block	2	20511
Melbourne	Flat/apartment	9 or more storey block	3	3407
Melbourne	Flat/apartment	9 or more storey block	4	116
Melbourne	Flat/apartment	9 or more storey block	5	14
Melbourne	Flat/apartment	9 or more storey block	6	21
Melbourne	Flat/apartment	Attached to a house	1	4
Melbourne	Flat/apartment	Attached to a house	2	14
Melbourne	Flat/apartment	Attached to a house	3	4
Melbourne	Flat/apartment	Attached to a house	4	5
Melbourne	Separate house			44
Melbourne	Separate house		0	9
Melbourne	Separate house		1	140
Melbourne	Separate house		2	1514
Melbourne	Separate house		3	2598
Melbourne	Separate house		4	1011
Melbourne	Separate house		5	210
Melbourne	Separate house		6	54
Menzies				5
Menzies			1	4
Menzies			2	23
Menzies			3	13
Menzies			4	10
Menzies			6	3
Menzies		1 storey		70
Menzies		1 storey	0	7
Menzies		1 storey	1	243
Menzies		1 storey	2	2590
Menzies		1 storey	3	2215
Menzies		1 storey	4	343
Menzies		1 storey	5	31
Menzies		1 storey	6	8
Menzies		2 storeys or more		67
Menzies		2 storeys or more	1	58
Menzies		2 storeys or more	2	729
Menzies		2 storeys or more	3	2874
Menzies		2 storeys or more	4	1861
Menzies		2 storeys or more	5	187
Menzies		2 storeys or more	6	7
Menzies	(Other)		0	3
Menzies	(Other)		1	5
Menzies	(Other)		2	6
Menzies	(Other)		3	9
Menzies	Flat/apartment	1 or 2 storey block		22
Menzies	Flat/apartment	1 or 2 storey block	0	12
Menzies	Flat/apartment	1 or 2 storey block	1	132
Menzies	Flat/apartment	1 or 2 storey block	2	919
Menzies	Flat/apartment	1 or 2 storey block	3	667
Menzies	Flat/apartment	1 or 2 storey block	4	73
Menzies	Flat/apartment	1 or 2 storey block	5	5
Menzies	Flat/apartment	3 storey block		9
Menzies	Flat/apartment	3 storey block	0	35
Menzies	Flat/apartment	3 storey block	1	193
Menzies	Flat/apartment	3 storey block	2	571
Menzies	Flat/apartment	3 storey block	3	114
Menzies	Flat/apartment	3 storey block	4	10
Menzies	Flat/apartment	4-8 storey block		27
Menzies	Flat/apartment	4-8 storey block	0	48
Menzies	Flat/apartment	4-8 storey block	1	530
Menzies	Flat/apartment	4-8 storey block	2	1263
Menzies	Flat/apartment	4-8 storey block	3	204
Menzies	Flat/apartment	4-8 storey block	4	5
Menzies	Flat/apartment	9 or more storey block		18
Menzies	Flat/apartment	9 or more storey block	0	11
Menzies	Flat/apartment	9 or more storey block	1	508
Menzies	Flat/apartment	9 or more storey block	2	1383
Menzies	Flat/apartment	9 or more storey block	3	207
Menzies	Flat/apartment	9 or more storey block	4	3
Menzies	Flat/apartment	Attached to a house	2	7
Menzies	Flat/apartment	Attached to a house	3	10
Menzies	Flat/apartment	Attached to a house	4	5
Menzies	Separate house			344
Menzies	Separate house		0	18
Menzies	Separate house		1	142
Menzies	Separate house		2	2154
Menzies	Separate house		3	17429
Menzies	Separate house		4	18265
Menzies	Separate house		5	4703
Menzies	Separate house		6	854
Monash				10
Monash			1	11
Monash			2	17
Monash			3	22
Monash			4	14
Monash			5	3
Monash			6	9
Monash		1 storey		96
Monash		1 storey	0	24
Monash		1 storey	1	504
Monash		1 storey	2	1584
Monash		1 storey	3	456
Monash		1 storey	4	33
Monash		1 storey	5	8
Monash		2 storeys or more		10
Monash		2 storeys or more	0	5
Monash		2 storeys or more	1	46
Monash		2 storeys or more	2	73
Monash		2 storeys or more	3	188
Monash		2 storeys or more	4	62
Monash		2 storeys or more	5	15
Monash	(Other)			37
Monash	(Other)		0	41
Monash	(Other)		1	181
Monash	(Other)		2	300
Monash	(Other)		3	36
Monash	(Other)		4	10
Monash	(Other)		6	3
Monash	Flat/apartment	1 or 2 storey block		32
Monash	Flat/apartment	1 or 2 storey block	1	259
Monash	Flat/apartment	1 or 2 storey block	2	679
Monash	Flat/apartment	1 or 2 storey block	3	172
Monash	Flat/apartment	1 or 2 storey block	4	12
Monash	Flat/apartment	3 storey block	0	5
Monash	Flat/apartment	3 storey block	1	8
Monash	Flat/apartment	3 storey block	2	13
Monash	Flat/apartment	4-8 storey block	1	4
Monash	Flat/apartment	4-8 storey block	3	3
Monash	Flat/apartment	4-8 storey block	4	5
Monash	Flat/apartment	Attached to a house	1	5
Monash	Flat/apartment	Attached to a house	2	5
Monash	Separate house			835
Monash	Separate house		0	90
Monash	Separate house		1	606
Monash	Separate house		2	6014
Monash	Separate house		3	25870
Monash	Separate house		4	16320
Monash	Separate house		5	2230
Monash	Separate house		6	446
Nicholls				12
Nicholls			0	3
Nicholls			1	14
Nicholls			2	21
Nicholls			3	30
Nicholls			4	19
Nicholls			5	5
Nicholls			6	3
Nicholls		1 storey		173
Nicholls		1 storey	0	34
Nicholls		1 storey	1	887
Nicholls		1 storey	2	2827
Nicholls		1 storey	3	574
Nicholls		1 storey	4	82
Nicholls		1 storey	5	6
Nicholls		1 storey	6	6
Nicholls		2 storeys or more	1	16
Nicholls		2 storeys or more	2	52
Nicholls		2 storeys or more	3	78
Nicholls		2 storeys or more	4	23
Nicholls	(Other)			67
Nicholls	(Other)		0	69
Nicholls	(Other)		1	319
Nicholls	(Other)		2	408
Nicholls	(Other)		3	88
Nicholls	(Other)		4	26
Nicholls	(Other)		5	3
Nicholls	(Other)		6	4
Nicholls	Flat/apartment	1 or 2 storey block	0	8
Nicholls	Flat/apartment	1 or 2 storey block	1	45
Nicholls	Flat/apartment	1 or 2 storey block	2	38
Nicholls	Flat/apartment	1 or 2 storey block	3	21
Nicholls	Flat/apartment	3 storey block	1	5
Nicholls	Flat/apartment	3 storey block	2	8
Nicholls	Flat/apartment	Attached to a house	1	7
Nicholls	Flat/apartment	Attached to a house	2	4
Nicholls	Flat/apartment	Attached to a house	3	3
Nicholls	Separate house			1041
Nicholls	Separate house		0	103
Nicholls	Separate house		1	582
Nicholls	Separate house		2	5651
Nicholls	Separate house		3	28192
Nicholls	Separate house		4	15940
Nicholls	Separate house		5	2204
Nicholls	Separate house		6	439
Scullin				4
Scullin			2	10
Scullin			3	13
Scullin			4	3
Scullin			5	3
Scullin		1 storey		53
Scullin		1 storey	0	9
Scullin		1 storey	1	122
Scullin		1 storey	2	1422
Scullin		1 storey	3	1346
Scullin		1 storey	4	497
Scullin		1 storey	5	32
Scullin		1 storey	6	5
Scullin		2 storeys or more		49
Scullin		2 storeys or more	1	47
Scullin		2 storeys or more	2	1073
Scullin		2 storeys or more	3	1773
Scullin		2 storeys or more	4	375
Scullin		2 storeys or more	5	49
Scullin		2 storeys or more	6	3
Scullin	(Other)		2	7
Scullin	(Other)		3	8
Scullin	(Other)		4	3
Scullin	Flat/apartment	1 or 2 storey block		15
Scullin	Flat/apartment	1 or 2 storey block	0	3
Scullin	Flat/apartment	1 or 2 storey block	1	118
Scullin	Flat/apartment	1 or 2 storey block	2	605
Scullin	Flat/apartment	1 or 2 storey block	3	332
Scullin	Flat/apartment	1 or 2 storey block	4	24
Scullin	Flat/apartment	3 storey block		5
Scullin	Flat/apartment	3 storey block	1	117
Scullin	Flat/apartment	3 storey block	2	232
Scullin	Flat/apartment	3 storey block	3	8
Scullin	Flat/apartment	4-8 storey block		4
Scullin	Flat/apartment	4-8 storey block	1	96
Scullin	Flat/apartment	4-8 storey block	2	389
Scullin	Flat/apartment	4-8 storey block	3	18
Scullin	Flat/apartment	Attached to a house	1	10
Scullin	Flat/apartment	Attached to a house	3	3
Scullin	Separate house			729
Scullin	Separate house		0	46
Scullin	Separate house		1	166
Scullin	Separate house		2	2139
Scullin	Separate house		3	24483
Scullin	Separate house		4	17853
Scullin	Separate house		5	2282
Scullin	Separate house		6	342
Wannon				8
Wannon			1	18
Wannon			2	22
Wannon			3	33
Wannon			4	14
Wannon			5	5
Wannon			6	11
Wannon		1 storey		105
Wannon		1 storey	0	25
Wannon		1 storey	1	610
Wannon		1 storey	2	2039
Wannon		1 storey	3	438
Wannon		1 storey	4	58
Wannon		1 storey	5	6
Wannon		1 storey	6	6
Wannon		2 storeys or more		12
Wannon		2 storeys or more	0	4
Wannon		2 storeys or more	1	31
Wannon		2 storeys or more	2	246
Wannon		2 storeys or more	3	216
Wannon		2 storeys or more	4	34
Wannon		2 storeys or more	5	6
Wannon		2 storeys or more	6	3
Wannon	(Other)			17
Wannon	(Other)		0	47
Wannon	(Other)		1	117
Wannon	(Other)		2	105
Wannon	(Other)		3	83
Wannon	(Other)		4	47
Wannon	(Other)		5	4
Wannon	(Other)		6	3
Wannon	Flat/apartment	1 or 2 storey block		24
Wannon	Flat/apartment	1 or 2 storey block	0	8
Wannon	Flat/apartment	1 or 2 storey block	1	218
Wannon	Flat/apartment	1 or 2 storey block	2	474
Wannon	Flat/apartment	1 or 2 storey block	3	85
Wannon	Flat/apartment	1 or 2 storey block	4	10
Wannon	Flat/apartment	3 storey block	1	37
Wannon	Flat/apartment	3 storey block	2	23
Wannon	Flat/apartment	3 storey block	3	12
Wannon	Flat/apartment	4-8 storey block	2	3
Wannon	Flat/apartment	Attached to a house	1	10
Wannon	Flat/apartment	Attached to a house	2	4
Wannon	Flat/apartment	Attached to a house	3	4
Wannon	Flat/apartment	Attached to a house	4	4
Wannon	Separate house			856
Wannon	Separate house		0	114
Wannon	Separate house		1	781
Wannon	Separate house		2	6667
Wannon	Separate house		3	29224
Wannon	Separate house		4	14873
Wannon	Separate house		5	2421
Wannon	Separate house		6	537
Wills				6
Wills			0	4
Wills			1	12
Wills			2	27
Wills			3	22
Wills			4	6
Wills		1 storey		85
Wills		1 storey	0	12
Wills		1 storey	1	560
Wills		1 storey	2	4356
Wills		1 storey	3	1663
Wills		1 storey	4	179
Wills		1 storey	5	31
Wills		1 storey	6	8
Wills		2 storeys or more		115
Wills		2 storeys or more	0	21
Wills		2 storeys or more	1	350
Wills		2 storeys or more	2	4958
Wills		2 storeys or more	3	4274
Wills		2 storeys or more	4	634
Wills		2 storeys or more	5	44
Wills		2 storeys or more	6	11
Wills	(Other)			4
Wills	(Other)		0	3
Wills	(Other)		1	38
Wills	(Other)		2	120
Wills	(Other)		3	82
Wills	(Other)		4	14
Wills	(Other)		5	8
Wills	(Other)		6	3
Wills	Flat/apartment	1 or 2 storey block		69
Wills	Flat/apartment	1 or 2 storey block	0	58
Wills	Flat/apartment	1 or 2 storey block	1	1332
Wills	Flat/apartment	1 or 2 storey block	2	2540
Wills	Flat/apartment	1 or 2 storey block	3	327
Wills	Flat/apartment	1 or 2 storey block	4	25
Wills	Flat/apartment	1 or 2 storey block	5	3
Wills	Flat/apartment	1 or 2 storey block	6	7
Wills	Flat/apartment	3 storey block		13
Wills	Flat/apartment	3 storey block	0	30
Wills	Flat/apartment	3 storey block	1	461
Wills	Flat/apartment	3 storey block	2	1018
Wills	Flat/apartment	3 storey block	3	77
Wills	Flat/apartment	3 storey block	4	13
Wills	Flat/apartment	4-8 storey block		31
Wills	Flat/apartment	4-8 storey block	0	56
Wills	Flat/apartment	4-8 storey block	1	1612
Wills	Flat/apartment	4-8 storey block	2	2361
Wills	Flat/apartment	4-8 storey block	3	189
Wills	Flat/apartment	4-8 storey block	4	16
Wills	Flat/apartment	4-8 storey block	5	8
Wills	Flat/apartment	9 or more storey block		5
Wills	Flat/apartment	9 or more storey block	0	3
Wills	Flat/apartment	9 or more storey block	1	293
Wills	Flat/apartment	9 or more storey block	2	338
Wills	Flat/apartment	9 or more storey block	3	13
Wills	Flat/apartment	9 or more storey block	6	4
Wills	Flat/apartment	Attached to a house	1	12
Wills	Flat/apartment	Attached to a house	2	12
Wills	Flat/apartment	Attached to a house	3	14
Wills	Flat/apartment	Attached to a house	4	4
Wills	Flat/apartment	Attached to a house	5	3
Wills	Separate house			410
Wills	Separate house		0	36
Wills	Separate house		1	306
Wills	Separate house		2	5752
Wills	Separate house		3	18764
Wills	Separate house		4	7114
Wills	Separate house		5	1219
Wills	Separate house		6	214
Blair				4
Blair			0	11
Blair			1	32
Blair			2	21
Blair			3	22
Blair			4	21
Blair			5	3
Blair		1 storey		84
Blair		1 storey	0	33
Blair		1 storey	1	606
Blair		1 storey	2	1007
Blair		1 storey	3	1068
Blair		1 storey	4	215
Blair		1 storey	6	9
Blair		2 storeys or more		42
Blair		2 storeys or more	0	14
Blair		2 storeys or more	1	185
Blair		2 storeys or more	2	496
Blair		2 storeys or more	3	1054
Blair		2 storeys or more	4	120
Blair		2 storeys or more	5	4
Blair		2 storeys or more	6	4
Blair	(Other)			17
Blair	(Other)		0	23
Blair	(Other)		1	103
Blair	(Other)		2	70
Blair	(Other)		3	36
Blair	(Other)		4	20
Blair	(Other)		6	3
Blair	Flat/apartment	1 or 2 storey block		47
Blair	Flat/apartment	1 or 2 storey block	0	3
Blair	Flat/apartment	1 or 2 storey block	1	277
Blair	Flat/apartment	1 or 2 storey block	2	382
Blair	Flat/apartment	1 or 2 storey block	3	163
Blair	Flat/apartment	1 or 2 storey block	4	23
Blair	Flat/apartment	1 or 2 storey block	5	3
Blair	Flat/apartment	1 or 2 storey block	6	3
Blair	Flat/apartment	3 storey block	0	4
Blair	Flat/apartment	3 storey block	1	46
Blair	Flat/apartment	3 storey block	2	49
Blair	Flat/apartment	3 storey block	3	4
Blair	Flat/apartment	4-8 storey block	1	28
Blair	Flat/apartment	4-8 storey block	2	62
Blair	Flat/apartment	9 or more storey block	0	4
Blair	Flat/apartment	9 or more storey block	1	20
Blair	Flat/apartment	9 or more storey block	2	18
Blair	Flat/apartment	9 or more storey block	3	9
Blair	Flat/apartment	Attached to a house	1	15
Blair	Flat/apartment	Attached to a house	2	10
Blair	Flat/apartment	Attached to a house	3	6
Blair	Flat/apartment	Attached to a house	4	6
Blair	Flat/apartment	Attached to a house	6	5
Blair	Separate house			862
Blair	Separate house		0	99
Blair	Separate house		1	918
Blair	Separate house		2	4253
Blair	Separate house		3	23833
Blair	Separate house		4	25596
Blair	Separate house		5	3450
Blair	Separate house		6	825
Bonner				10
Bonner			0	4
Bonner			1	26
Bonner			2	17
Bonner			3	18
Bonner			4	12
Bonner			6	3
Bonner		1 storey		46
Bonner		1 storey	0	24
Bonner		1 storey	1	146
Bonner		1 storey	2	909
Bonner		1 storey	3	640
Bonner		1 storey	4	24
Bonner		1 storey	5	4
Bonner		2 storeys or more		60
Bonner		2 storeys or more	0	8
Bonner		2 storeys or more	1	165
Bonner		2 storeys or more	2	1080
Bonner		2 storeys or more	3	4260
Bonner		2 storeys or more	4	417
Bonner		2 storeys or more	5	19
Bonner		2 storeys or more	6	7
Bonner	(Other)			24
Bonner	(Other)		0	71
Bonner	(Other)		1	265
Bonner	(Other)		2	180
Bonner	(Other)		3	36
Bonner	(Other)		4	3
Bonner	Flat/apartment		0	3
Bonner	Flat/apartment	1 or 2 storey block		50
Bonner	Flat/apartment	1 or 2 storey block	0	80
Bonner	Flat/apartment	1 or 2 storey block	1	641
Bonner	Flat/apartment	1 or 2 storey block	2	524
Bonner	Flat/apartment	1 or 2 storey block	3	157
Bonner	Flat/apartment	1 or 2 storey block	4	11
Bonner	Flat/apartment	1 or 2 storey block	5	4
Bonner	Flat/apartment	1 or 2 storey block	6	9
Bonner	Flat/apartment	3 storey block		22
Bonner	Flat/apartment	3 storey block	0	11
Bonner	Flat/apartment	3 storey block	1	165
Bonner	Flat/apartment	3 storey block	2	923
Bonner	Flat/apartment	3 storey block	3	205
Bonner	Flat/apartment	3 storey block	4	3
Bonner	Flat/apartment	3 storey block	5	3
Bonner	Flat/apartment	4-8 storey block		19
Bonner	Flat/apartment	4-8 storey block	0	3
Bonner	Flat/apartment	4-8 storey block	1	198
Bonner	Flat/apartment	4-8 storey block	2	1000
Bonner	Flat/apartment	4-8 storey block	3	248
Bonner	Flat/apartment	4-8 storey block	4	5
Bonner	Flat/apartment	9 or more storey block		4
Bonner	Flat/apartment	9 or more storey block	1	36
Bonner	Flat/apartment	9 or more storey block	2	194
Bonner	Flat/apartment	9 or more storey block	3	76
Bonner	Flat/apartment	Attached to a house	1	16
Bonner	Flat/apartment	Attached to a house	2	22
Bonner	Flat/apartment	Attached to a house	3	6
Bonner	Flat/apartment	Attached to a house	4	8
Bonner	Flat/apartment	Attached to a house	5	9
Bonner	Separate house			419
Bonner	Separate house		0	53
Bonner	Separate house		1	321
Bonner	Separate house		2	2262
Bonner	Separate house		3	17025
Bonner	Separate house		4	18253
Bonner	Separate house		5	5910
Bonner	Separate house		6	1089
Bowman				6
Bowman			0	3
Bowman			1	17
Bowman			2	21
Bowman			3	12
Bowman			4	12
Bowman		1 storey		67
Bowman		1 storey	0	51
Bowman		1 storey	1	530
Bowman		1 storey	2	1704
Bowman		1 storey	3	932
Bowman		1 storey	4	143
Bowman		1 storey	5	20
Bowman		1 storey	6	5
Bowman		2 storeys or more		37
Bowman		2 storeys or more	0	16
Bowman		2 storeys or more	1	94
Bowman		2 storeys or more	2	1051
Bowman		2 storeys or more	3	1843
Bowman		2 storeys or more	4	178
Bowman		2 storeys or more	5	3
Bowman	(Other)			11
Bowman	(Other)		0	26
Bowman	(Other)		1	67
Bowman	(Other)		2	49
Bowman	(Other)		3	12
Bowman	(Other)		4	3
Bowman	Flat/apartment		0	5
Bowman	Flat/apartment	1 or 2 storey block		38
Bowman	Flat/apartment	1 or 2 storey block	0	6
Bowman	Flat/apartment	1 or 2 storey block	1	312
Bowman	Flat/apartment	1 or 2 storey block	2	655
Bowman	Flat/apartment	1 or 2 storey block	3	469
Bowman	Flat/apartment	1 or 2 storey block	4	31
Bowman	Flat/apartment	1 or 2 storey block	5	7
Bowman	Flat/apartment	3 storey block		3
Bowman	Flat/apartment	3 storey block	0	12
Bowman	Flat/apartment	3 storey block	1	9
Bowman	Flat/apartment	3 storey block	2	189
Bowman	Flat/apartment	3 storey block	3	131
Bowman	Flat/apartment	3 storey block	4	4
Bowman	Flat/apartment	4-8 storey block		3
Bowman	Flat/apartment	4-8 storey block	1	44
Bowman	Flat/apartment	4-8 storey block	2	337
Bowman	Flat/apartment	4-8 storey block	3	193
Bowman	Flat/apartment	4-8 storey block	4	30
Bowman	Flat/apartment	4-8 storey block	5	4
Bowman	Flat/apartment	Attached to a house	1	18
Bowman	Flat/apartment	Attached to a house	2	32
Bowman	Flat/apartment	Attached to a house	3	7
Bowman	Flat/apartment	Attached to a house	4	10
Bowman	Flat/apartment	Attached to a house	5	3
Bowman	Flat/apartment	Attached to a house	6	3
Bowman	Separate house			519
Bowman	Separate house		0	77
Bowman	Separate house		1	464
Bowman	Separate house		2	2825
Bowman	Separate house		3	16194
Bowman	Separate house		4	22950
Bowman	Separate house		5	5360
Bowman	Separate house		6	891
Brisbane				22
Brisbane			0	27
Brisbane			1	101
Brisbane			2	86
Brisbane			3	30
Brisbane			4	11
Brisbane			5	3
Brisbane			6	4
Brisbane		1 storey		3
Brisbane		1 storey	0	4
Brisbane		1 storey	1	72
Brisbane		1 storey	2	159
Brisbane		1 storey	3	48
Brisbane		1 storey	4	10
Brisbane		1 storey	6	6
Brisbane		2 storeys or more		62
Brisbane		2 storeys or more	0	20
Brisbane		2 storeys or more	1	369
Brisbane		2 storeys or more	2	1440
Brisbane		2 storeys or more	3	2434
Brisbane		2 storeys or more	4	242
Brisbane		2 storeys or more	5	33
Brisbane		2 storeys or more	6	24
Brisbane	(Other)		1	15
Brisbane	(Other)		2	34
Brisbane	(Other)		3	11
Brisbane	(Other)		4	7
Brisbane	(Other)		5	3
Brisbane	Flat/apartment		0	3
Brisbane	Flat/apartment	1 or 2 storey block		106
Brisbane	Flat/apartment	1 or 2 storey block	0	184
Brisbane	Flat/apartment	1 or 2 storey block	1	2203
Brisbane	Flat/apartment	1 or 2 storey block	2	3505
Brisbane	Flat/apartment	1 or 2 storey block	3	874
Brisbane	Flat/apartment	1 or 2 storey block	4	137
Brisbane	Flat/apartment	1 or 2 storey block	5	25
Brisbane	Flat/apartment	1 or 2 storey block	6	28
Brisbane	Flat/apartment	3 storey block		134
Brisbane	Flat/apartment	3 storey block	0	174
Brisbane	Flat/apartment	3 storey block	1	1600
Brisbane	Flat/apartment	3 storey block	2	7354
Brisbane	Flat/apartment	3 storey block	3	1264
Brisbane	Flat/apartment	3 storey block	4	84
Brisbane	Flat/apartment	3 storey block	5	12
Brisbane	Flat/apartment	3 storey block	6	15
Brisbane	Flat/apartment	4-8 storey block		181
Brisbane	Flat/apartment	4-8 storey block	0	350
Brisbane	Flat/apartment	4-8 storey block	1	3265
Brisbane	Flat/apartment	4-8 storey block	2	6751
Brisbane	Flat/apartment	4-8 storey block	3	1861
Brisbane	Flat/apartment	4-8 storey block	4	97
Brisbane	Flat/apartment	4-8 storey block	5	9
Brisbane	Flat/apartment	4-8 storey block	6	7
Brisbane	Flat/apartment	9 or more storey block		181
Brisbane	Flat/apartment	9 or more storey block	0	201
Brisbane	Flat/apartment	9 or more storey block	1	5687
Brisbane	Flat/apartment	9 or more storey block	2	7823
Brisbane	Flat/apartment	9 or more storey block	3	1699
Brisbane	Flat/apartment	9 or more storey block	4	97
Brisbane	Flat/apartment	9 or more storey block	5	10
Brisbane	Flat/apartment	9 or more storey block	6	7
Brisbane	Flat/apartment	Attached to a house		11
Brisbane	Flat/apartment	Attached to a house	1	151
Brisbane	Flat/apartment	Attached to a house	2	299
Brisbane	Flat/apartment	Attached to a house	3	32
Brisbane	Flat/apartment	Attached to a house	4	9
Brisbane	Flat/apartment	Attached to a house	5	6
Brisbane	Separate house			219
Brisbane	Separate house		0	34
Brisbane	Separate house		1	326
Brisbane	Separate house		2	2892
Brisbane	Separate house		3	9742
Brisbane	Separate house		4	8592
Brisbane	Separate house		5	4279
Brisbane	Separate house		6	938
Capricornia				17
Capricornia			0	10
Capricornia			1	44
Capricornia			2	31
Capricornia			3	51
Capricornia			4	24
Capricornia			5	7
Capricornia			6	7
Capricornia		1 storey		99
Capricornia		1 storey	0	17
Capricornia		1 storey	1	231
Capricornia		1 storey	2	1440
Capricornia		1 storey	3	796
Capricornia		1 storey	4	133
Capricornia		1 storey	5	16
Capricornia		1 storey	6	6
Capricornia		2 storeys or more		23
Capricornia		2 storeys or more	0	12
Capricornia		2 storeys or more	1	192
Capricornia		2 storeys or more	2	409
Capricornia		2 storeys or more	3	389
Capricornia		2 storeys or more	4	69
Capricornia		2 storeys or more	5	5
Capricornia		2 storeys or more	6	3
Capricornia	(Other)			44
Capricornia	(Other)		0	75
Capricornia	(Other)		1	167
Capricornia	(Other)		2	39
Capricornia	(Other)		3	47
Capricornia	(Other)		4	19
Capricornia	(Other)		5	8
Capricornia	(Other)		6	3
Capricornia	Flat/apartment	1 or 2 storey block		55
Capricornia	Flat/apartment	1 or 2 storey block	0	24
Capricornia	Flat/apartment	1 or 2 storey block	1	350
