CED_NAME16	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
Berowra	25-34	1	1	0	M	1227
Berowra	25-34	1	1	1	F	36
Berowra	25-34	1	1	1	M	18
Berowra	35-44				F	258
Berowra	35-44				M	285
Berowra	35-44	0			F	2088
Berowra	35-44	0			M	2744
Berowra	35-44	1	0	1	F	109
Berowra	35-44	1	0	1	M	79
Berowra	35-44	1	1	0	F	8001
Berowra	35-44	1	1	0	M	6268
Berowra	35-44	1	1	1	F	90
Berowra	35-44	1	1	1	M	56
Berowra	45-54				F	259
Berowra	45-54				M	286
Berowra	45-54	0			F	6009
Berowra	45-54	0			M	5327
Berowra	45-54	1	0	1	F	230
Berowra	45-54	1	0	1	M	97
Berowra	45-54	1	1	0	F	5105
Berowra	45-54	1	1	0	M	5225
Berowra	45-54	1	1	1	F	53
Berowra	45-54	1	1	1	M	45
Berowra	55-64				F	192
Berowra	55-64				M	236
Berowra	55-64	0			F	8504
Berowra	55-64	0			M	8212
Berowra	55-64	1	0	1	F	1151
Berowra	55-64	1	0	1	M	446
Berowra	55-64	1	1	0	F	468
Berowra	55-64	1	1	0	M	905
Berowra	55-64	1	1	1	F	24
Berowra	55-64	1	1	1	M	11
Berowra	65-74				F	246
Berowra	65-74				M	207
Berowra	65-74	0			F	6389
Berowra	65-74	0			M	6329
Berowra	65-74	1	0	1	F	1387
Berowra	65-74	1	0	1	M	844
Berowra	65-74	1	1	0	F	127
Berowra	65-74	1	1	0	M	154
Berowra	65-74	1	1	1	F	9
Berowra	65-74	1	1	1	M	3
Berowra	75-84				F	311
Berowra	75-84				M	228
Berowra	75-84	0			F	4427
Berowra	75-84	0			M	4003
Berowra	75-84	1	0	1	F	225
Berowra	75-84	1	0	1	M	207
Berowra	75-84	1	1	0	F	15
Berowra	75-84	1	1	0	M	27
Berowra	75-84	1	1	1	F	3
Berowra	85+				F	442
Berowra	85+				M	223
Berowra	85+	0			F	2030
Berowra	85+	0			M	1345
Berowra	85+	1	0	1	F	8
Berowra	85+	1	0	1	M	10
Berowra	85+	1	1	0	M	3
Blaxland	15-19				F	464
Blaxland	15-19				M	554
Blaxland	15-19	0			F	4823
Blaxland	15-19	0			M	5452
Blaxland	15-19	1	0	1	F	275
Blaxland	15-19	1	0	1	M	110
Blaxland	15-19	1	1	0	F	23
Blaxland	15-19	1	1	0	M	20
Blaxland	15-19	1	1	1	F	3
Blaxland	20-24				F	633
Blaxland	20-24				M	900
Blaxland	20-24	0			F	5823
Blaxland	20-24	0			M	7076
Blaxland	20-24	1	0	1	F	241
Blaxland	20-24	1	0	1	M	154
Blaxland	20-24	1	1	0	F	426
Blaxland	20-24	1	1	0	M	109
Blaxland	20-24	1	1	1	F	6
Blaxland	25-34				F	1415
Blaxland	25-34				M	1884
Blaxland	25-34	0			F	7858
Blaxland	25-34	0			M	11814
Blaxland	25-34	1	0	1	F	294
Blaxland	25-34	1	0	1	M	199
Blaxland	25-34	1	1	0	F	5324
Blaxland	25-34	1	1	0	M	2815
Blaxland	25-34	1	1	1	F	50
Blaxland	25-34	1	1	1	M	25
Blaxland	35-44				F	1119
Blaxland	35-44				M	1478
Blaxland	35-44	0			F	4062
Blaxland	35-44	0			M	6169
Blaxland	35-44	1	0	1	F	158
Blaxland	35-44	1	0	1	M	111
Blaxland	35-44	1	1	0	F	6558
Blaxland	35-44	1	1	0	M	5099
Blaxland	35-44	1	1	1	F	61
Blaxland	35-44	1	1	1	M	30
Blaxland	45-54				F	852
Blaxland	45-54				M	1072
Blaxland	45-54	0			F	6634
Blaxland	45-54	0			M	6615
Blaxland	45-54	1	0	1	F	305
Blaxland	45-54	1	0	1	M	105
Blaxland	45-54	1	1	0	F	2805
Blaxland	45-54	1	1	0	M	3001
Blaxland	45-54	1	1	1	F	52
Blaxland	45-54	1	1	1	M	20
Blaxland	55-64				F	731
Blaxland	55-64				M	799
Blaxland	55-64	0			F	8079
Blaxland	55-64	0			M	8104
Blaxland	55-64	1	0	1	F	789
Blaxland	55-64	1	0	1	M	274
Blaxland	55-64	1	1	0	F	380
Blaxland	55-64	1	1	0	M	868
Blaxland	55-64	1	1	1	F	39
Blaxland	55-64	1	1	1	M	20
Blaxland	65-74				F	526
Blaxland	65-74				M	527
Blaxland	65-74	0			F	5868
Blaxland	65-74	0			M	5852
Blaxland	65-74	1	0	1	F	596
Blaxland	65-74	1	0	1	M	307
Blaxland	65-74	1	1	0	F	69
Blaxland	65-74	1	1	0	M	123
Blaxland	65-74	1	1	1	F	16
Blaxland	65-74	1	1	1	M	6
Blaxland	75-84				F	385
Blaxland	75-84				M	374
Blaxland	75-84	0			F	3312
Blaxland	75-84	0			M	3120
Blaxland	75-84	1	0	1	F	92
Blaxland	75-84	1	0	1	M	90
Blaxland	75-84	1	1	0	F	21
Blaxland	75-84	1	1	0	M	21
Blaxland	85+				F	447
Blaxland	85+				M	250
Blaxland	85+	0			F	1650
Blaxland	85+	0			M	1154
Blaxland	85+	1	0	1	F	10
Blaxland	85+	1	0	1	M	9
Blaxland	85+	1	1	0	F	3
Bradfield	15-19				F	126
Bradfield	15-19				M	147
Bradfield	15-19	0			F	5160
Bradfield	15-19	0			M	5515
Bradfield	15-19	1	0	1	F	192
Bradfield	15-19	1	0	1	M	120
Bradfield	15-19	1	1	0	F	10
Bradfield	15-19	1	1	0	M	3
Bradfield	20-24				F	135
Bradfield	20-24				M	151
Bradfield	20-24	0			F	4224
Bradfield	20-24	0			M	4640
Bradfield	20-24	1	0	1	F	130
Bradfield	20-24	1	0	1	M	70
Bradfield	20-24	1	1	0	F	34
Bradfield	20-24	1	1	0	M	8
Bradfield	25-34				F	320
Bradfield	25-34				M	317
Bradfield	25-34	0			F	5460
Bradfield	25-34	0			M	5943
Bradfield	25-34	1	0	1	F	135
Bradfield	25-34	1	0	1	M	99
Bradfield	25-34	1	1	0	F	2230
Bradfield	25-34	1	1	0	M	1289
Bradfield	25-34	1	1	1	F	25
Bradfield	25-34	1	1	1	M	3
Bradfield	35-44				F	351
Bradfield	35-44				M	345
Bradfield	35-44	0			F	3124
Bradfield	35-44	0			M	3664
Bradfield	35-44	1	0	1	F	142
Bradfield	35-44	1	0	1	M	70
Bradfield	35-44	1	1	0	F	9506
Bradfield	35-44	1	1	0	M	7387
Bradfield	35-44	1	1	1	F	69
Bradfield	35-44	1	1	1	M	32
Bradfield	45-54				F	286
Bradfield	45-54				M	280
Bradfield	45-54	0			F	6103
Bradfield	45-54	0			M	5091
Bradfield	45-54	1	0	1	F	161
Bradfield	45-54	1	0	1	M	87
Bradfield	45-54	1	1	0	F	6443
Bradfield	45-54	1	1	0	M	6095
Bradfield	45-54	1	1	1	F	40
Bradfield	45-54	1	1	1	M	41
Bradfield	55-64				F	249
Bradfield	55-64				M	250
Bradfield	55-64	0			F	8285
Bradfield	55-64	0			M	7623
Bradfield	55-64	1	0	1	F	916
Bradfield	55-64	1	0	1	M	322
Bradfield	55-64	1	1	0	F	630
Bradfield	55-64	1	1	0	M	1289
Bradfield	55-64	1	1	1	F	27
Bradfield	55-64	1	1	1	M	17
Bradfield	65-74				F	255
Bradfield	65-74				M	203
Bradfield	65-74	0			F	6359
Bradfield	65-74	0			M	5858
Bradfield	65-74	1	0	1	F	1464
Bradfield	65-74	1	0	1	M	853
Bradfield	65-74	1	1	0	F	194
Bradfield	65-74	1	1	0	M	228
Bradfield	65-74	1	1	1	F	18
Bradfield	65-74	1	1	1	M	8
Bradfield	75-84				F	276
Bradfield	75-84				M	184
Bradfield	75-84	0			F	5106
Bradfield	75-84	0			M	4263
Bradfield	75-84	1	0	1	F	320
Bradfield	75-84	1	0	1	M	270
Bradfield	75-84	1	1	0	F	31
Bradfield	75-84	1	1	0	M	39
Bradfield	75-84	1	1	1	F	5
Bradfield	85+				F	388
Bradfield	85+				M	163
Bradfield	85+	0			F	2906
Bradfield	85+	0			M	1960
Bradfield	85+	1	0	1	F	14
Bradfield	85+	1	0	1	M	12
Bradfield	85+	1	1	0	F	3
Bradfield	85+	1	1	0	M	4
Calare	15-19				F	352
Calare	15-19				M	477
Calare	15-19	0			F	3980
Calare	15-19	0			M	4643
Calare	15-19	1	0	1	F	422
Calare	15-19	1	0	1	M	222
Calare	15-19	1	1	0	F	52
Calare	15-19	1	1	0	M	15
Calare	15-19	1	1	1	M	5
Calare	20-24				F	313
Calare	20-24				M	598
Calare	20-24	0			F	3153
Calare	20-24	0			M	3756
Calare	20-24	1	0	1	F	286
Calare	20-24	1	0	1	M	144
Calare	20-24	1	1	0	F	515
Calare	20-24	1	1	0	M	256
Calare	20-24	1	1	1	F	33
Calare	20-24	1	1	1	M	15
Calare	25-34				F	691
Calare	25-34				M	1442
Calare	25-34	0			F	4272
Calare	25-34	0			M	5343
Calare	25-34	1	0	1	F	413
Calare	25-34	1	0	1	M	263
Calare	25-34	1	1	0	F	4536
Calare	25-34	1	1	0	M	3091
Calare	25-34	1	1	1	F	309
Calare	25-34	1	1	1	M	101
Calare	35-44				F	672
Calare	35-44				M	1275
Calare	35-44	0			F	2608
Calare	35-44	0			M	3277
Calare	35-44	1	0	1	F	316
Calare	35-44	1	0	1	M	197
Calare	35-44	1	1	0	F	5900
Calare	35-44	1	1	0	M	4928
Calare	35-44	1	1	1	F	338
Calare	35-44	1	1	1	M	148
Calare	45-54				F	692
Calare	45-54				M	985
Calare	45-54	0			F	6258
Calare	45-54	0			M	6051
Calare	45-54	1	0	1	F	887
Calare	45-54	1	0	1	M	353
Calare	45-54	1	1	0	F	2731
Calare	45-54	1	1	0	M	2876
Calare	45-54	1	1	1	F	112
Calare	45-54	1	1	1	M	93
Calare	55-64				F	620
Calare	55-64				M	838
Calare	55-64	0			F	8083
Calare	55-64	0			M	8601
Calare	55-64	1	0	1	F	2094
Calare	55-64	1	0	1	M	858
Calare	55-64	1	1	0	F	240
Calare	55-64	1	1	0	M	524
Calare	55-64	1	1	1	F	19
Calare	55-64	1	1	1	M	22
Calare	65-74				F	617
Calare	65-74				M	718
Calare	65-74	0			F	7348
Calare	65-74	0			M	7787
Calare	65-74	1	0	1	F	1472
Calare	65-74	1	0	1	M	911
Calare	65-74	1	1	0	F	60
Calare	65-74	1	1	0	M	93
Calare	65-74	1	1	1	F	10
Calare	65-74	1	1	1	M	7
Calare	75-84				F	499
Calare	75-84				M	467
Calare	75-84	0			F	4898
Calare	75-84	0			M	4573
Calare	75-84	1	0	1	F	267
Calare	75-84	1	0	1	M	194
Calare	75-84	1	1	0	F	14
Calare	75-84	1	1	0	M	15
Calare	85+				F	298
Calare	85+				M	156
Calare	85+	0			F	2198
Calare	85+	0			M	1352
Calare	85+	1	0	1	F	25
Calare	85+	1	0	1	M	16
Calare	85+	1	1	0	F	5
Calare	85+	1	1	0	M	3
Chifley	15-19				F	476
Chifley	15-19				M	566
Chifley	15-19	0			F	5152
Chifley	15-19	0			M	5711
Chifley	15-19	1	0	1	F	385
Chifley	15-19	1	0	1	M	194
Chifley	15-19	1	1	0	F	66
Chifley	15-19	1	1	0	M	30
Chifley	15-19	1	1	1	M	3
Chifley	20-24				F	504
Chifley	20-24				M	611
Chifley	20-24	0			F	5132
Chifley	20-24	0			M	6149
Chifley	20-24	1	0	1	F	373
Chifley	20-24	1	0	1	M	210
Chifley	20-24	1	1	0	F	594
Chifley	20-24	1	1	0	M	240
Chifley	20-24	1	1	1	F	25
Chifley	20-24	1	1	1	M	11
Chifley	25-34				F	1262
Chifley	25-34				M	1294
Chifley	25-34	0			F	7685
Chifley	25-34	0			M	9541
Chifley	25-34	1	0	1	F	391
Chifley	25-34	1	0	1	M	283
Chifley	25-34	1	1	0	F	6615
Chifley	25-34	1	1	0	M	3588
Chifley	25-34	1	1	1	F	125
Chifley	25-34	1	1	1	M	57
Chifley	35-44				F	1178
Chifley	35-44				M	1162
Chifley	35-44	0			F	4779
Chifley	35-44	0			M	6233
Chifley	35-44	1	0	1	F	234
Chifley	35-44	1	0	1	M	164
Chifley	35-44	1	1	0	F	9534
Chifley	35-44	1	1	0	M	8300
Chifley	35-44	1	1	1	F	121
Chifley	35-44	1	1	1	M	85
Chifley	45-54				F	751
Chifley	45-54				M	825
Chifley	45-54	0			F	7407
Chifley	45-54	0			M	7268
Chifley	45-54	1	0	1	F	540
Chifley	45-54	1	0	1	M	209
Chifley	45-54	1	1	0	F	2891
Chifley	45-54	1	1	0	M	3245
Chifley	45-54	1	1	1	F	78
Chifley	45-54	1	1	1	M	32
Chifley	55-64				F	535
Chifley	55-64				M	596
Chifley	55-64	0			F	8032
Chifley	55-64	0			M	7968
Chifley	55-64	1	0	1	F	1149
Chifley	55-64	1	0	1	M	421
Chifley	55-64	1	1	0	F	361
Chifley	55-64	1	1	0	M	688
Chifley	55-64	1	1	1	F	24
Chifley	55-64	1	1	1	M	11
Chifley	65-74				F	480
Chifley	65-74				M	406
Chifley	65-74	0			F	6162
Chifley	65-74	0			M	5682
Chifley	65-74	1	0	1	F	784
Chifley	65-74	1	0	1	M	433
Chifley	65-74	1	1	0	F	104
Chifley	65-74	1	1	0	M	134
Chifley	65-74	1	1	1	F	15
Chifley	65-74	1	1	1	M	9
Chifley	75-84				F	314
Chifley	75-84				M	252
Chifley	75-84	0			F	3143
Chifley	75-84	0			M	2671
Chifley	75-84	1	0	1	F	114
Chifley	75-84	1	0	1	M	79
Chifley	75-84	1	1	0	F	12
Chifley	75-84	1	1	0	M	15
Chifley	85+				F	246
Chifley	85+				M	98
Chifley	85+	0			F	1382
Chifley	85+	0			M	731
Chifley	85+	1	0	1	F	4
Chifley	85+	1	0	1	M	4
Chifley	85+	1	1	0	F	5
Cook	15-19				F	154
Cook	15-19				M	181
Cook	15-19	0			F	3816
Cook	15-19	0			M	4068
Cook	15-19	1	0	1	F	185
Cook	15-19	1	0	1	M	124
Cook	15-19	1	1	0	F	9
Cook	15-19	1	1	0	M	5
Cook	20-24				F	162
Cook	20-24				M	140
Cook	20-24	0			F	3755
Cook	20-24	0			M	3942
Cook	20-24	1	0	1	F	131
Cook	20-24	1	0	1	M	70
Cook	20-24	1	1	0	F	67
Cook	20-24	1	1	0	M	32
Cook	20-24	1	1	1	F	4
Cook	25-34				F	476
Cook	25-34				M	507
Cook	25-34	0			F	5869
Cook	25-34	0			M	6477
Cook	25-34	1	0	1	F	209
Cook	25-34	1	0	1	M	102
Cook	25-34	1	1	0	F	2679
Cook	25-34	1	1	0	M	1671
Cook	25-34	1	1	1	F	53
Cook	25-34	1	1	1	M	11
Cook	35-44				F	406
Cook	35-44				M	454
Cook	35-44	0			F	2686
Cook	35-44	0			M	3348
Cook	35-44	1	0	1	F	177
Cook	35-44	1	0	1	M	108
Cook	35-44	1	1	0	F	6625
Cook	35-44	1	1	0	M	5341
Cook	35-44	1	1	1	F	116
Cook	35-44	1	1	1	M	48
Cook	45-54				F	383
Cook	45-54				M	434
Cook	45-54	0			F	5833
Cook	45-54	0			M	5331
Cook	45-54	1	0	1	F	244
Cook	45-54	1	0	1	M	111
Cook	45-54	1	1	0	F	4145
Cook	45-54	1	1	0	M	4075
Cook	45-54	1	1	1	F	53
Cook	45-54	1	1	1	M	33
Cook	55-64				F	311
Cook	55-64				M	321
Cook	55-64	0			F	7679
Cook	55-64	0			M	7617
Cook	55-64	1	0	1	F	1307
Cook	55-64	1	0	1	M	463
Cook	55-64	1	1	0	F	338
Cook	55-64	1	1	0	M	696
Cook	55-64	1	1	1	F	19
Cook	55-64	1	1	1	M	5
Cook	65-74				F	318
Cook	65-74				M	282
Cook	65-74	0			F	6196
Cook	65-74	0			M	5824
Cook	65-74	1	0	1	F	1437
Cook	65-74	1	0	1	M	895
Cook	65-74	1	1	0	F	65
Cook	65-74	1	1	0	M	90
Cook	65-74	1	1	1	F	11
Cook	65-74	1	1	1	M	5
Cook	75-84				F	374
Cook	75-84				M	270
Cook	75-84	0			F	4896
Cook	75-84	0			M	4013
Cook	75-84	1	0	1	F	214
Cook	75-84	1	0	1	M	193
Cook	75-84	1	1	0	F	18
Cook	75-84	1	1	0	M	16
Cook	75-84	1	1	1	F	4
Cook	85+				F	500
Cook	85+				M	234
Cook	85+	0			F	2609
Cook	85+	0			M	1716
Cook	85+	1	0	1	F	16
Cook	85+	1	0	1	M	11
Cook	85+	1	1	0	F	7
Cook	85+	1	1	0	M	3
Cowper	15-19				F	398
Cowper	15-19				M	466
Cowper	15-19	0			F	3929
Cowper	15-19	0			M	4255
Cowper	15-19	1	0	1	F	371
Cowper	15-19	1	0	1	M	198
Cowper	15-19	1	1	0	F	38
Cowper	15-19	1	1	0	M	19
Cowper	15-19	1	1	1	F	8
Cowper	15-19	1	1	1	M	4
Cowper	20-24				F	268
Cowper	20-24				M	392
Cowper	20-24	0			F	2843
Cowper	20-24	0			M	3202
Cowper	20-24	1	0	1	F	255
Cowper	20-24	1	0	1	M	131
Cowper	20-24	1	1	0	F	409
Cowper	20-24	1	1	0	M	200
Cowper	20-24	1	1	1	F	26
Cowper	20-24	1	1	1	M	6
Cowper	25-34				F	637
Cowper	25-34				M	938
Cowper	25-34	0			F	3698
Cowper	25-34	0			M	4723
Cowper	25-34	1	0	1	F	370
Cowper	25-34	1	0	1	M	223
Cowper	25-34	1	1	0	F	3522
Cowper	25-34	1	1	0	M	2248
Cowper	25-34	1	1	1	F	222
Cowper	25-34	1	1	1	M	81
Cowper	35-44				F	619
Cowper	35-44				M	841
Cowper	35-44	0			F	2605
Cowper	35-44	0			M	3183
Cowper	35-44	1	0	1	F	294
Cowper	35-44	1	0	1	M	187
Cowper	35-44	1	1	0	F	5447
Cowper	35-44	1	1	0	M	4180
Cowper	35-44	1	1	1	F	338
Cowper	35-44	1	1	1	M	172
Cowper	45-54				F	613
Cowper	45-54				M	720
Cowper	45-54	0			F	6462
Cowper	45-54	0			M	5741
Cowper	45-54	1	0	1	F	722
Cowper	45-54	1	0	1	M	287
Cowper	45-54	1	1	0	F	2921
Cowper	45-54	1	1	0	M	2839
Cowper	45-54	1	1	1	F	168
Cowper	45-54	1	1	1	M	101
Cowper	55-64				F	687
Cowper	55-64				M	737
Cowper	55-64	0			F	9965
Cowper	55-64	0			M	9290
Cowper	55-64	1	0	1	F	1971
Cowper	55-64	1	0	1	M	775
Cowper	55-64	1	1	0	F	286
Cowper	55-64	1	1	0	M	613
Cowper	55-64	1	1	1	F	26
Cowper	55-64	1	1	1	M	16
Cowper	65-74				F	709
Cowper	65-74				M	687
Cowper	65-74	0			F	10040
Cowper	65-74	0			M	10133
Cowper	65-74	1	0	1	F	1629
Cowper	65-74	1	0	1	M	979
