CED_NAME16	Age5yr	Indigenous	persons
Mackellar	20-24	1	100
Mackellar	25-29		245
Mackellar	25-29	0	6560
Mackellar	25-29	1	70
Mackellar	30-34		251
Mackellar	30-34	0	7413
Mackellar	30-34	1	69
Mackellar	35-39		278
Mackellar	35-39	0	8842
Mackellar	35-39	1	55
Mackellar	40-44		316
Mackellar	40-44	0	9935
Mackellar	40-44	1	53
Mackellar	45-49		309
Mackellar	45-49	0	11460
Mackellar	45-49	1	89
Mackellar	50-54		299
Mackellar	50-54	0	10993
Mackellar	50-54	1	57
Mackellar	55-59		277
Mackellar	55-59	0	10192
Mackellar	55-59	1	61
Mackellar	60-64		263
Mackellar	60-64	0	9037
Mackellar	60-64	1	39
Mackellar	65+		1175
Mackellar	65+	0	30607
Mackellar	65+	1	86
Macquarie	0-4		246
Macquarie	0-4	0	7192
Macquarie	0-4	1	596
Macquarie	5-9		361
Macquarie	5-9	0	7973
Macquarie	5-9	1	616
Macquarie	10-14		304
Macquarie	10-14	0	8551
Macquarie	10-14	1	636
Macquarie	15-19		311
Macquarie	15-19	0	8183
Macquarie	15-19	1	560
Macquarie	20-24		267
Macquarie	20-24	0	6945
Macquarie	20-24	1	458
Macquarie	25-29		297
Macquarie	25-29	0	6859
Macquarie	25-29	1	353
Macquarie	30-34		318
Macquarie	30-34	0	7798
Macquarie	30-34	1	341
Macquarie	35-39		339
Macquarie	35-39	0	8061
Macquarie	35-39	1	286
Macquarie	40-44		301
Macquarie	40-44	0	8268
Macquarie	40-44	1	243
Macquarie	45-49		339
Macquarie	45-49	0	9350
Macquarie	45-49	1	257
Macquarie	50-54		320
Macquarie	50-54	0	9620
Macquarie	50-54	1	246
Macquarie	55-59		341
Macquarie	55-59	0	9352
Macquarie	55-59	1	233
Macquarie	60-64		279
Macquarie	60-64	0	9458
Macquarie	60-64	1	187
Macquarie	65+		1188
Macquarie	65+	0	27150
Macquarie	65+	1	339
McMahon	0-4		659
McMahon	0-4	0	10570
McMahon	0-4	1	261
McMahon	5-9		790
McMahon	5-9	0	10949
McMahon	5-9	1	242
McMahon	10-14		709
McMahon	10-14	0	11236
McMahon	10-14	1	269
McMahon	15-19		587
McMahon	15-19	0	10630
McMahon	15-19	1	242
McMahon	20-24		626
McMahon	20-24	0	10791
McMahon	20-24	1	181
McMahon	25-29		741
McMahon	25-29	0	11603
McMahon	25-29	1	173
McMahon	30-34		750
McMahon	30-34	0	11390
McMahon	30-34	1	149
McMahon	35-39		761
McMahon	35-39	0	11299
McMahon	35-39	1	128
McMahon	40-44		707
McMahon	40-44	0	10727
McMahon	40-44	1	118
McMahon	45-49		587
McMahon	45-49	0	10128
McMahon	45-49	1	136
McMahon	50-54		470
McMahon	50-54	0	10215
McMahon	50-54	1	126
McMahon	55-59		493
McMahon	55-59	0	10116
McMahon	55-59	1	96
McMahon	60-64		390
McMahon	60-64	0	9482
McMahon	60-64	1	77
McMahon	65+		1238
McMahon	65+	0	24652
McMahon	65+	1	142
Mitchell	0-4		216
Mitchell	0-4	0	11163
Mitchell	0-4	1	99
Mitchell	5-9		295
Mitchell	5-9	0	14379
Mitchell	5-9	1	119
Mitchell	10-14		265
Mitchell	10-14	0	14018
Mitchell	10-14	1	137
Mitchell	15-19		227
Mitchell	15-19	0	12058
Mitchell	15-19	1	123
Mitchell	20-24		219
Mitchell	20-24	0	10457
Mitchell	20-24	1	101
Mitchell	25-29		274
Mitchell	25-29	0	8462
Mitchell	25-29	1	77
Mitchell	30-34		236
Mitchell	30-34	0	10614
Mitchell	30-34	1	71
Mitchell	35-39		324
Mitchell	35-39	0	15417
Mitchell	35-39	1	59
Mitchell	40-44		311
Mitchell	40-44	0	15453
Mitchell	40-44	1	70
Mitchell	45-49		269
Mitchell	45-49	0	13871
Mitchell	45-49	1	86
Mitchell	50-54		206
Mitchell	50-54	0	11874
Mitchell	50-54	1	57
Mitchell	55-59		206
Mitchell	55-59	0	10075
Mitchell	55-59	1	41
Mitchell	60-64		155
Mitchell	60-64	0	8991
Mitchell	60-64	1	26
Mitchell	65+		638
Mitchell	65+	0	26401
Mitchell	65+	1	67
New England	0-4		603
New England	0-4	0	6282
New England	0-4	1	1882
New England	5-9		796
New England	5-9	0	7270
New England	5-9	1	1966
New England	10-14		902
New England	10-14	0	7895
New England	10-14	1	1963
New England	15-19		973
New England	15-19	0	7531
New England	15-19	1	1705
New England	20-24		846
New England	20-24	0	6399
New England	20-24	1	1328
New England	25-29		741
New England	25-29	0	7237
New England	25-29	1	1106
New England	30-34		720
New England	30-34	0	7632
New England	30-34	1	890
New England	35-39		733
New England	35-39	0	7410
New England	35-39	1	826
New England	40-44		608
New England	40-44	0	7023
New England	40-44	1	744
New England	45-49		717
New England	45-49	0	7818
New England	45-49	1	760
New England	50-54		708
New England	50-54	0	8119
New England	50-54	1	765
New England	55-59		729
New England	55-59	0	8818
New England	55-59	1	714
New England	60-64		705
New England	60-64	0	9405
New England	60-64	1	617
New England	65+		2468
New England	65+	0	31144
New England	65+	1	1132
Newcastle	0-4		248
Newcastle	0-4	0	7798
Newcastle	0-4	1	642
Newcastle	5-9		315
Newcastle	5-9	0	8259
Newcastle	5-9	1	663
Newcastle	10-14		315
Newcastle	10-14	0	8226
Newcastle	10-14	1	694
Newcastle	15-19		476
Newcastle	15-19	0	8542
Newcastle	15-19	1	670
Newcastle	20-24		720
Newcastle	20-24	0	12719
Newcastle	20-24	1	789
Newcastle	25-29		573
Newcastle	25-29	0	12491
Newcastle	25-29	1	663
Newcastle	30-34		496
Newcastle	30-34	0	11566
Newcastle	30-34	1	575
Newcastle	35-39		438
Newcastle	35-39	0	10650
Newcastle	35-39	1	411
Newcastle	40-44		383
Newcastle	40-44	0	9517
Newcastle	40-44	1	317
Newcastle	45-49		426
Newcastle	45-49	0	9638
Newcastle	45-49	1	343
Newcastle	50-54		355
Newcastle	50-54	0	9376
Newcastle	50-54	1	343
Newcastle	55-59		389
Newcastle	55-59	0	9041
Newcastle	55-59	1	287
Newcastle	60-64		301
Newcastle	60-64	0	8764
Newcastle	60-64	1	242
Newcastle	65+		1507
Newcastle	65+	0	25621
Newcastle	65+	1	378
North Sydney	0-4		245
North Sydney	0-4	0	8567
North Sydney	0-4	1	47
North Sydney	5-9		254
North Sydney	5-9	0	9353
North Sydney	5-9	1	34
North Sydney	10-14		234
North Sydney	10-14	0	8926
North Sydney	10-14	1	38
North Sydney	15-19		207
North Sydney	15-19	0	7741
North Sydney	15-19	1	54
North Sydney	20-24		242
North Sydney	20-24	0	8083
North Sydney	20-24	1	55
North Sydney	25-29		449
North Sydney	25-29	0	11510
North Sydney	25-29	1	73
North Sydney	30-34		588
North Sydney	30-34	0	13958
North Sydney	30-34	1	55
North Sydney	35-39		549
North Sydney	35-39	0	14446
North Sydney	35-39	1	50
North Sydney	40-44		423
North Sydney	40-44	0	12982
North Sydney	40-44	1	39
North Sydney	45-49		367
North Sydney	45-49	0	11600
North Sydney	45-49	1	44
North Sydney	50-54		305
North Sydney	50-54	0	10429
North Sydney	50-54	1	26
North Sydney	55-59		263
North Sydney	55-59	0	9266
North Sydney	55-59	1	24
North Sydney	60-64		252
North Sydney	60-64	0	8184
North Sydney	60-64	1	25
North Sydney	65+		1228
North Sydney	65+	0	25944
North Sydney	65+	1	44
Page	0-4		573
Page	0-4	0	6542
Page	0-4	1	1144
Page	5-9		772
Page	5-9	0	7700
Page	5-9	1	1199
Page	10-14		815
Page	10-14	0	8709
Page	10-14	1	1366
Page	15-19		668
Page	15-19	0	7559
Page	15-19	1	1062
Page	20-24		584
Page	20-24	0	6189
Page	20-24	1	931
Page	25-29		620
Page	25-29	0	6745
Page	25-29	1	785
Page	30-34		630
Page	30-34	0	7485
Page	30-34	1	682
Page	35-39		642
Page	35-39	0	7759
Page	35-39	1	608
Page	40-44		708
Page	40-44	0	7979
Page	40-44	1	527
Page	45-49		732
Page	45-49	0	9081
Page	45-49	1	594
Page	50-54		682
Page	50-54	0	9612
Page	50-54	1	586
Page	55-59		798
Page	55-59	0	10897
Page	55-59	1	485
Page	60-64		743
Page	60-64	0	12099
Page	60-64	1	468
Page	65+		2222
Page	65+	0	38045
Page	65+	1	769
Parkes	0-4		1093
Parkes	0-4	0	6339
Parkes	0-4	1	2760
Parkes	5-9		1300
Parkes	5-9	0	6377
Parkes	5-9	1	2952
Parkes	10-14		1285
Parkes	10-14	0	6447
Parkes	10-14	1	2795
Parkes	15-19		1006
Parkes	15-19	0	5281
Parkes	15-19	1	2332
Parkes	20-24		983
Parkes	20-24	0	5194
Parkes	20-24	1	1924
Parkes	25-29		1095
Parkes	25-29	0	7253
Parkes	25-29	1	1850
Parkes	30-34		1164
Parkes	30-34	0	7459
Parkes	30-34	1	1557
Parkes	35-39		1100
Parkes	35-39	0	6779
Parkes	35-39	1	1266
Parkes	40-44		1019
Parkes	40-44	0	6124
Parkes	40-44	1	1114
Parkes	45-49		951
Parkes	45-49	0	6416
Parkes	45-49	1	1268
Parkes	50-54		1091
Parkes	50-54	0	7106
Parkes	50-54	1	1345
Parkes	55-59		1152
Parkes	55-59	0	7799
Parkes	55-59	1	1184
Parkes	60-64		994
Parkes	60-64	0	8333
Parkes	60-64	1	1065
Parkes	65+		3166
Parkes	65+	0	25316
Parkes	65+	1	1935
Parramatta	0-4		696
Parramatta	0-4	0	13008
Parramatta	0-4	1	159
Parramatta	5-9		783
Parramatta	5-9	0	12740
Parramatta	5-9	1	125
Parramatta	10-14		628
Parramatta	10-14	0	10186
Parramatta	10-14	1	123
Parramatta	15-19		496
Parramatta	15-19	0	8537
Parramatta	15-19	1	128
Parramatta	20-24		954
Parramatta	20-24	0	13678
Parramatta	20-24	1	155
Parramatta	25-29		1328
Parramatta	25-29	0	18507
Parramatta	25-29	1	151
Parramatta	30-34		1241
Parramatta	30-34	0	20007
Parramatta	30-34	1	118
Parramatta	35-39		1246
Parramatta	35-39	0	19724
Parramatta	35-39	1	102
Parramatta	40-44		864
Parramatta	40-44	0	13862
Parramatta	40-44	1	74
Parramatta	45-49		618
Parramatta	45-49	0	10855
Parramatta	45-49	1	99
Parramatta	50-54		546
Parramatta	50-54	0	9572
Parramatta	50-54	1	83
Parramatta	55-59		501
Parramatta	55-59	0	9321
Parramatta	55-59	1	90
Parramatta	60-64		480
Parramatta	60-64	0	8465
Parramatta	60-64	1	62
Parramatta	65+		1273
Parramatta	65+	0	21573
Parramatta	65+	1	107
Paterson	0-4		339
Paterson	0-4	0	8813
Paterson	0-4	1	1598
Paterson	5-9		477
Paterson	5-9	0	9462
Paterson	5-9	1	1707
Paterson	10-14		469
Paterson	10-14	0	9596
Paterson	10-14	1	1672
Paterson	15-19		383
Paterson	15-19	0	8446
Paterson	15-19	1	1370
Paterson	20-24		395
Paterson	20-24	0	8421
Paterson	20-24	1	1125
Paterson	25-29		444
Paterson	25-29	0	9617
Paterson	25-29	1	1014
Paterson	30-34		485
Paterson	30-34	0	10160
Paterson	30-34	1	857
Paterson	35-39		445
Paterson	35-39	0	9742
Paterson	35-39	1	722
Paterson	40-44		404
Paterson	40-44	0	9084
Paterson	40-44	1	596
Paterson	45-49		393
Paterson	45-49	0	9527
Paterson	45-49	1	638
Paterson	50-54		385
Paterson	50-54	0	9549
Paterson	50-54	1	566
Paterson	55-59		397
Paterson	55-59	0	9672
Paterson	55-59	1	514
Paterson	60-64		390
Paterson	60-64	0	10153
Paterson	60-64	1	397
Paterson	65+		1567
Paterson	65+	0	32841
Paterson	65+	1	751
Reid	0-4		339
Reid	0-4	0	10244
Reid	0-4	1	65
Reid	5-9		338
Reid	5-9	0	9208
Reid	5-9	1	65
Reid	10-14		277
Reid	10-14	0	8571
Reid	10-14	1	62
Reid	15-19		266
Reid	15-19	0	7967
Reid	15-19	1	93
Reid	20-24		819
Reid	20-24	0	16050
Reid	20-24	1	190
Reid	25-29		1081
Reid	25-29	0	20908
Reid	25-29	1	171
Reid	30-34		1016
Reid	30-34	0	21630
Reid	30-34	1	136
Reid	35-39		704
Reid	35-39	0	17383
Reid	35-39	1	110
Reid	40-44		488
Reid	40-44	0	12680
Reid	40-44	1	79
Reid	45-49		381
Reid	45-49	0	11477
Reid	45-49	1	73
Reid	50-54		331
Reid	50-54	0	10651
Reid	50-54	1	67
Reid	55-59		325
Reid	55-59	0	10524
Reid	55-59	1	48
Reid	60-64		300
Reid	60-64	0	9318
Reid	60-64	1	34
Reid	65+		1371
Reid	65+	0	25931
Reid	65+	1	57
Richmond	0-4		529
Richmond	0-4	0	6912
Richmond	0-4	1	543
Richmond	5-9		687
Richmond	5-9	0	8053
Richmond	5-9	1	641
Richmond	10-14		689
Richmond	10-14	0	8555
Richmond	10-14	1	763
Richmond	15-19		565
Richmond	15-19	0	7304
Richmond	15-19	1	635
Richmond	20-24		547
Richmond	20-24	0	5899
Richmond	20-24	1	488
Richmond	25-29		619
Richmond	25-29	0	6659
Richmond	25-29	1	388
Richmond	30-34		683
Richmond	30-34	0	8217
Richmond	30-34	1	340
Richmond	35-39		785
Richmond	35-39	0	9078
Richmond	35-39	1	352
Richmond	40-44		742
Richmond	40-44	0	9011
Richmond	40-44	1	301
Richmond	45-49		797
Richmond	45-49	0	9788
Richmond	45-49	1	375
Richmond	50-54		696
Richmond	50-54	0	9594
Richmond	50-54	1	361
Richmond	55-59		741
Richmond	55-59	0	10335
Richmond	55-59	1	300
Richmond	60-64		743
Richmond	60-64	0	11550
Richmond	60-64	1	279
Richmond	65+		2471
Richmond	65+	0	38916
Richmond	65+	1	502
Riverina	0-4		520
Riverina	0-4	0	8006
Riverina	0-4	1	1387
Riverina	5-9		650
Riverina	5-9	0	8376
Riverina	5-9	1	1396
Riverina	10-14		677
Riverina	10-14	0	8863
Riverina	10-14	1	1358
Riverina	15-19		694
Riverina	15-19	0	8157
Riverina	15-19	1	1224
Riverina	20-24		680
Riverina	20-24	0	7952
Riverina	20-24	1	1063
Riverina	25-29		567
Riverina	25-29	0	8335
Riverina	25-29	1	909
Riverina	30-34		540
Riverina	30-34	0	8255
Riverina	30-34	1	695
Riverina	35-39		551
Riverina	35-39	0	8125
Riverina	35-39	1	624
Riverina	40-44		577
Riverina	40-44	0	7544
Riverina	40-44	1	539
Riverina	45-49		568
Riverina	45-49	0	7982
Riverina	45-49	1	581
Riverina	50-54		557
Riverina	50-54	0	8433
Riverina	50-54	1	548
Riverina	55-59		628
Riverina	55-59	0	8986
Riverina	55-59	1	523
Riverina	60-64		583
Riverina	60-64	0	9342
Riverina	60-64	1	435
Riverina	65+		2045
Riverina	65+	0	31089
Riverina	65+	1	797
Robertson	0-4		308
Robertson	0-4	0	7095
Robertson	0-4	1	539
Robertson	5-9		367
Robertson	5-9	0	7981
Robertson	5-9	1	571
Robertson	10-14		405
Robertson	10-14	0	8178
Robertson	10-14	1	565
Robertson	15-19		326
Robertson	15-19	0	7648
Robertson	15-19	1	538
Robertson	20-24		327
Robertson	20-24	0	6928
Robertson	20-24	1	483
Robertson	25-29		376
Robertson	25-29	0	6684
Robertson	25-29	1	376
Robertson	30-34		369
Robertson	30-34	0	7402
Robertson	30-34	1	338
Robertson	35-39		373
Robertson	35-39	0	8457
Robertson	35-39	1	274
Robertson	40-44		385
Robertson	40-44	0	8674
Robertson	40-44	1	253
Robertson	45-49		387
Robertson	45-49	0	9238
Robertson	45-49	1	260
Robertson	50-54		370
Robertson	50-54	0	9377
Robertson	50-54	1	258
Robertson	55-59		407
Robertson	55-59	0	9562
Robertson	55-59	1	280
Robertson	60-64		358
Robertson	60-64	0	9781
Robertson	60-64	1	215
Robertson	65+		1691
Robertson	65+	0	33196
Robertson	65+	1	370
Shortland	0-4		220
Shortland	0-4	0	7116
Shortland	0-4	1	874
Shortland	5-9		359
Shortland	5-9	0	8100
Shortland	5-9	1	917
Shortland	10-14		354
Shortland	10-14	0	8306
Shortland	10-14	1	907
Shortland	15-19		304
Shortland	15-19	0	7569
Shortland	15-19	1	846
Shortland	20-24		291
Shortland	20-24	0	7100
Shortland	20-24	1	673
Shortland	25-29		338
Shortland	25-29	0	7124
Shortland	25-29	1	620
Shortland	30-34		312
Shortland	30-34	0	7722
Shortland	30-34	1	470
Shortland	35-39		329
Shortland	35-39	0	8430
Shortland	35-39	1	465
Shortland	40-44		325
Shortland	40-44	0	8099
Shortland	40-44	1	392
Shortland	45-49		353
Shortland	45-49	0	8783
Shortland	45-49	1	360
Shortland	50-54		283
Shortland	50-54	0	9188
Shortland	50-54	1	381
Shortland	55-59		298
Shortland	55-59	0	9171
Shortland	55-59	1	329
Shortland	60-64		316
Shortland	60-64	0	9467
Shortland	60-64	1	253
Shortland	65+		1394
Shortland	65+	0	32217
Shortland	65+	1	554
Sydney	0-4		328
Sydney	0-4	0	6820
Sydney	0-4	1	165
Sydney	5-9		305
Sydney	5-9	0	4222
Sydney	5-9	1	182
Sydney	10-14		218
Sydney	10-14	0	3334
Sydney	10-14	1	170
Sydney	15-19		324
Sydney	15-19	0	4686
Sydney	15-19	1	212
Sydney	20-24		1517
Sydney	20-24	0	19458
Sydney	20-24	1	328
Sydney	25-29		2197
Sydney	25-29	0	30993
Sydney	25-29	1	372
Sydney	30-34		1903
Sydney	30-34	0	30358
Sydney	30-34	1	271
Sydney	35-39		1350
Sydney	35-39	0	21235
Sydney	35-39	1	212
Sydney	40-44		950
Sydney	40-44	0	14159
Sydney	40-44	1	206
Sydney	45-49		748
Sydney	45-49	0	10644
Sydney	45-49	1	181
Sydney	50-54		672
Sydney	50-54	0	9454
Sydney	50-54	1	206
Sydney	55-59		597
Sydney	55-59	0	8447
Sydney	55-59	1	141
Sydney	60-64		524
Sydney	60-64	0	7276
Sydney	60-64	1	125
Sydney	65+		1349
Sydney	65+	0	17167
Sydney	65+	1	200
Warringah	0-4		193
Warringah	0-4	0	7778
Warringah	0-4	1	63
Warringah	5-9		200
Warringah	5-9	0	8653
Warringah	5-9	1	52
Warringah	10-14		245
Warringah	10-14	0	9738
Warringah	10-14	1	58
Warringah	15-19		212
Warringah	15-19	0	8257
Warringah	15-19	1	66
Warringah	20-24		216
Warringah	20-24	0	7221
Warringah	20-24	1	58
Warringah	25-29		300
Warringah	25-29	0	8586
Warringah	25-29	1	69
Warringah	30-34		355
Warringah	30-34	0	10536
Warringah	30-34	1	57
Warringah	35-39		334
Warringah	35-39	0	10612
Warringah	35-39	1	49
Warringah	40-44		302
Warringah	40-44	0	10719
Warringah	40-44	1	33
Warringah	45-49		290
Warringah	45-49	0	11414
Warringah	45-49	1	42
Warringah	50-54		286
Warringah	50-54	0	10841
Warringah	50-54	1	59
Warringah	55-59		240
Warringah	55-59	0	9506
Warringah	55-59	1	31
Warringah	60-64		239
Warringah	60-64	0	7934
Warringah	60-64	1	39
Warringah	65+		913
Warringah	65+	0	23930
Warringah	65+	1	66
Watson	0-4		623
Watson	0-4	0	10864
Watson	0-4	1	109
Watson	5-9		747
Watson	5-9	0	10934
Watson	5-9	1	102
Watson	10-14		651
Watson	10-14	0	10634
Watson	10-14	1	102
Watson	15-19		551
Watson	15-19	0	9890
Watson	15-19	1	90
Watson	20-24		778
Watson	20-24	0	12056
Watson	20-24	1	86
Watson	25-29		997
Watson	25-29	0	14013
Watson	25-29	1	96
Watson	30-34		920
Watson	30-34	0	13572
Watson	30-34	1	67
Watson	35-39		885
Watson	35-39	0	12723
Watson	35-39	1	63
Watson	40-44		721
Watson	40-44	0	11359
Watson	40-44	1	50
Watson	45-49		588
Watson	45-49	0	10618
Watson	45-49	1	60
Watson	50-54		597
Watson	50-54	0	10644
Watson	50-54	1	49
Watson	55-59		541
Watson	55-59	0	10137
Watson	55-59	1	44
Watson	60-64		459
Watson	60-64	0	9029
Watson	60-64	1	40
Watson	65+		1494
Watson	65+	0	25087
Watson	65+	1	84
Wentworth	0-4		259
Wentworth	0-4	0	7000
Wentworth	0-4	1	26
Wentworth	5-9		271
Wentworth	5-9	0	6796
Wentworth	5-9	1	36
Wentworth	10-14		263
Wentworth	10-14	0	7159
Wentworth	10-14	1	36
Wentworth	15-19		280
Wentworth	15-19	0	6034
Wentworth	15-19	1	41
Wentworth	20-24		370
Wentworth	20-24	0	6966
Wentworth	20-24	1	61
Wentworth	25-29		811
Wentworth	25-29	0	13110
Wentworth	25-29	1	83
Wentworth	30-34		843
Wentworth	30-34	0	14603
Wentworth	30-34	1	66
Wentworth	35-39		613
Wentworth	35-39	0	11858
Wentworth	35-39	1	51
Wentworth	40-44		492
Wentworth	40-44	0	9837
Wentworth	40-44	1	37
Wentworth	45-49		362
Wentworth	45-49	0	9533
Wentworth	45-49	1	47
Wentworth	50-54		398
Wentworth	50-54	0	8818
Wentworth	50-54	1	26
Wentworth	55-59		299
Wentworth	55-59	0	7505
Wentworth	55-59	1	28
Wentworth	60-64		266
Wentworth	60-64	0	6725
Wentworth	60-64	1	29
Wentworth	65+		1449
Wentworth	65+	0	22561
Wentworth	65+	1	48
Werriwa	0-4		709
Werriwa	0-4	0	12973
Werriwa	0-4	1	425
Werriwa	5-9		884
Werriwa	5-9	0	14106
Werriwa	5-9	1	418
Werriwa	10-14		837
Werriwa	10-14	0	14159
Werriwa	10-14	1	451
Werriwa	15-19		703
Werriwa	15-19	0	13508
Werriwa	15-19	1	383
Werriwa	20-24		570
Werriwa	20-24	0	13075
Werriwa	20-24	1	301
Werriwa	25-29		697
Werriwa	25-29	0	12346
Werriwa	25-29	1	280
Werriwa	30-34		622
Werriwa	30-34	0	12909
Werriwa	30-34	1	201
Werriwa	35-39		758
Werriwa	35-39	0	14175
Werriwa	35-39	1	198
Werriwa	40-44		680
Werriwa	40-44	0	12702
Werriwa	40-44	1	163
Werriwa	45-49		589
Werriwa	45-49	0	12302
Werriwa	45-49	1	166
Werriwa	50-54		464
Werriwa	50-54	0	11531
Werriwa	50-54	1	155
Werriwa	55-59		504
Werriwa	55-59	0	11238
Werriwa	55-59	1	166
Werriwa	60-64		400
Werriwa	60-64	0	9708
Werriwa	60-64	1	126
Werriwa	65+		1245
Werriwa	65+	0	21114
Werriwa	65+	1	218
Whitlam	0-4		369
Whitlam	0-4	0	8509
Whitlam	0-4	1	855
Whitlam	5-9		475
Whitlam	5-9	0	9179
Whitlam	5-9	1	854
Whitlam	10-14		494
Whitlam	10-14	0	9726
Whitlam	10-14	1	846
Whitlam	15-19		384
Whitlam	15-19	0	9088
Whitlam	15-19	1	795
Whitlam	20-24		366
Whitlam	20-24	0	8290
Whitlam	20-24	1	634
Whitlam	25-29		385
Whitlam	25-29	0	8658
Whitlam	25-29	1	526
Whitlam	30-34		378
Whitlam	30-34	0	9210
Whitlam	30-34	1	461
Whitlam	35-39		403
Whitlam	35-39	0	9394
Whitlam	35-39	1	364
Whitlam	40-44		402
Whitlam	40-44	0	9123
Whitlam	40-44	1	318
Whitlam	45-49		411
Whitlam	45-49	0	9940
Whitlam	45-49	1	346
Whitlam	50-54		342
Whitlam	50-54	0	9777
Whitlam	50-54	1	285
Whitlam	55-59		367
Whitlam	55-59	0	9989
Whitlam	55-59	1	254
Whitlam	60-64		336
Whitlam	60-64	0	10073
Whitlam	60-64	1	233
Whitlam	65+		1893
Whitlam	65+	0	33432
Whitlam	65+	1	391
No usual address (NSW)	0-4		118
No usual address (NSW)	0-4	0	230
No usual address (NSW)	0-4	1	119
No usual address (NSW)	5-9		155
No usual address (NSW)	5-9	0	195
No usual address (NSW)	5-9	1	82
No usual address (NSW)	10-14		136
No usual address (NSW)	10-14	0	178
No usual address (NSW)	10-14	1	57
No usual address (NSW)	15-19		106
No usual address (NSW)	15-19	0	334
No usual address (NSW)	15-19	1	94
No usual address (NSW)	20-24		101
No usual address (NSW)	20-24	0	612
No usual address (NSW)	20-24	1	116
No usual address (NSW)	25-29		152
No usual address (NSW)	25-29	0	832
No usual address (NSW)	25-29	1	129
No usual address (NSW)	30-34		123
No usual address (NSW)	30-34	0	829
No usual address (NSW)	30-34	1	121
No usual address (NSW)	35-39		125
No usual address (NSW)	35-39	0	710
No usual address (NSW)	35-39	1	117
No usual address (NSW)	40-44		111
No usual address (NSW)	40-44	0	689
No usual address (NSW)	40-44	1	97
No usual address (NSW)	45-49		125
No usual address (NSW)	45-49	0	648
No usual address (NSW)	45-49	1	99
No usual address (NSW)	50-54		107
No usual address (NSW)	50-54	0	627
No usual address (NSW)	50-54	1	66
No usual address (NSW)	55-59		129
No usual address (NSW)	55-59	0	662
No usual address (NSW)	55-59	1	46
No usual address (NSW)	60-64		114
No usual address (NSW)	60-64	0	664
No usual address (NSW)	60-64	1	32
No usual address (NSW)	65+		176
No usual address (NSW)	65+	0	1153
No usual address (NSW)	65+	1	49
Aston	0-4		207
Aston	0-4	0	8147
Aston	0-4	1	83
Aston	5-9		247
Aston	5-9	0	9076
Aston	5-9	1	88
Aston	10-14		261
Aston	10-14	0	8913
Aston	10-14	1	103
Aston	15-19		222
Aston	15-19	0	8967
Aston	15-19	1	126
Aston	20-24		259
Aston	20-24	0	9295
Aston	20-24	1	108
Aston	25-29		288
Aston	25-29	0	9142
Aston	25-29	1	88
Aston	30-34		322
Aston	30-34	0	10312
Aston	30-34	1	66
Aston	35-39		327
Aston	35-39	0	11028
Aston	35-39	1	41
Aston	40-44		280
Aston	40-44	0	10557
Aston	40-44	1	53
Aston	45-49		260
Aston	45-49	0	10374
Aston	45-49	1	62
Aston	50-54		245
Aston	50-54	0	10540
Aston	50-54	1	75
Aston	55-59		240
Aston	55-59	0	10316
Aston	55-59	1	56
Aston	60-64		210
Aston	60-64	0	9679
Aston	60-64	1	34
Aston	65+		903
Aston	65+	0	27467
Aston	65+	1	62
Ballarat	0-4		391
Ballarat	0-4	0	7731
Ballarat	0-4	1	355
Ballarat	5-9		485
Ballarat	5-9	0	8774
Ballarat	5-9	1	317
Ballarat	10-14		489
Ballarat	10-14	0	9183
Ballarat	10-14	1	306
Ballarat	15-19		453
Ballarat	15-19	0	8406
Ballarat	15-19	1	253
Ballarat	20-24		449
Ballarat	20-24	0	7958
Ballarat	20-24	1	225
Ballarat	25-29		526
Ballarat	25-29	0	8789
Ballarat	25-29	1	234
Ballarat	30-34		426
Ballarat	30-34	0	8771
Ballarat	30-34	1	146
Ballarat	35-39		437
Ballarat	35-39	0	8845
Ballarat	35-39	1	128
Ballarat	40-44		428
Ballarat	40-44	0	8611
Ballarat	40-44	1	109
Ballarat	45-49		478
Ballarat	45-49	0	9125
Ballarat	45-49	1	120
Ballarat	50-54		481
Ballarat	50-54	0	9302
Ballarat	50-54	1	114
Ballarat	55-59		451
Ballarat	55-59	0	9256
Ballarat	55-59	1	105
Ballarat	60-64		408
Ballarat	60-64	0	9191
Ballarat	60-64	1	88
Ballarat	65+		1540
Ballarat	65+	0	28223
Ballarat	65+	1	143
Bendigo	0-4		425
Bendigo	0-4	0	7708
Bendigo	0-4	1	338
Bendigo	5-9		512
Bendigo	5-9	0	8588
Bendigo	5-9	1	408
Bendigo	10-14		526
Bendigo	10-14	0	8605
Bendigo	10-14	1	337
Bendigo	15-19		472
Bendigo	15-19	0	7767
Bendigo	15-19	1	270
Bendigo	20-24		413
Bendigo	20-24	0	7596
Bendigo	20-24	1	273
Bendigo	25-29		510
Bendigo	25-29	0	8315
Bendigo	25-29	1	280
Bendigo	30-34		472
Bendigo	30-34	0	8600
Bendigo	30-34	1	203
Bendigo	35-39		484
Bendigo	35-39	0	8679
Bendigo	35-39	1	163
Bendigo	40-44		478
Bendigo	40-44	0	8324
Bendigo	40-44	1	125
Bendigo	45-49		532
Bendigo	45-49	0	8807
Bendigo	45-49	1	150
Bendigo	50-54		487
Bendigo	50-54	0	8990
Bendigo	50-54	1	157
Bendigo	55-59		546
Bendigo	55-59	0	9245
Bendigo	55-59	1	131
Bendigo	60-64		518
Bendigo	60-64	0	9587
Bendigo	60-64	1	101
