CED_NAME21	MaxSchoolingCompleted	Sex	persons
La Trobe	Year 11	F	7833
La Trobe	Year 11	M	8473
La Trobe	Year 12	F	39769
La Trobe	Year 12	M	33651
Lalor	Did not go to school	F	1398
Lalor	Did not go to school	M	1082
Lalor	Year 8	F	3267
Lalor	Year 8	M	2659
Lalor	Year 9	F	3679
Lalor	Year 9	M	3918
Lalor	Year 10	F	8566
Lalor	Year 10	M	9666
Lalor	Year 11	F	6946
Lalor	Year 11	M	7347
Lalor	Year 12	F	47766
Lalor	Year 12	M	46200
Macnamara	Did not go to school	F	391
Macnamara	Did not go to school	M	323
Macnamara	Year 8	F	1330
Macnamara	Year 8	M	1125
Macnamara	Year 9	F	1379
Macnamara	Year 9	M	1526
Macnamara	Year 10	F	3667
Macnamara	Year 10	M	4029
Macnamara	Year 11	F	4635
Macnamara	Year 11	M	4667
Macnamara	Year 12	F	59812
Macnamara	Year 12	M	55437
Mallee	Did not go to school	F	634
Mallee	Did not go to school	M	716
Mallee	Year 8	F	4727
Mallee	Year 8	M	5322
Mallee	Year 9	F	5857
Mallee	Year 9	M	6946
Mallee	Year 10	F	12609
Mallee	Year 10	M	14658
Mallee	Year 11	F	11267
Mallee	Year 11	M	11553
Mallee	Year 12	F	28504
Mallee	Year 12	M	22548
Maribyrnong	Did not go to school	F	1136
Maribyrnong	Did not go to school	M	664
Maribyrnong	Year 8	F	4090
Maribyrnong	Year 8	M	2912
Maribyrnong	Year 9	F	2692
Maribyrnong	Year 9	M	2636
Maribyrnong	Year 10	F	5655
Maribyrnong	Year 10	M	6090
Maribyrnong	Year 11	F	5804
Maribyrnong	Year 11	M	6245
Maribyrnong	Year 12	F	44130
Maribyrnong	Year 12	M	40532
McEwen	Did not go to school	F	287
McEwen	Did not go to school	M	248
McEwen	Year 8	F	2143
McEwen	Year 8	M	2075
McEwen	Year 9	F	3320
McEwen	Year 9	M	4189
McEwen	Year 10	F	7962
McEwen	Year 10	M	10111
McEwen	Year 11	F	7975
McEwen	Year 11	M	8824
McEwen	Year 12	F	38590
McEwen	Year 12	M	32014
Melbourne	Did not go to school	F	1043
Melbourne	Did not go to school	M	637
Melbourne	Year 8	F	1954
Melbourne	Year 8	M	1240
Melbourne	Year 9	F	1310
Melbourne	Year 9	M	1310
Melbourne	Year 10	F	3148
Melbourne	Year 10	M	3617
Melbourne	Year 11	F	3830
Melbourne	Year 11	M	4174
Melbourne	Year 12	F	75714
Melbourne	Year 12	M	72451
Menzies	Did not go to school	F	1047
Menzies	Did not go to school	M	735
Menzies	Year 8	F	3954
Menzies	Year 8	M	2844
Menzies	Year 9	F	3087
Menzies	Year 9	M	2753
Menzies	Year 10	F	6031
Menzies	Year 10	M	5771
Menzies	Year 11	F	6176
Menzies	Year 11	M	6139
Menzies	Year 12	F	51721
Menzies	Year 12	M	48208
Monash	Did not go to school	F	266
Monash	Did not go to school	M	266
Monash	Year 8	F	3278
Monash	Year 8	M	3281
Monash	Year 9	F	4762
Monash	Year 9	M	5461
Monash	Year 10	F	11021
Monash	Year 10	M	12803
Monash	Year 11	F	9865
Monash	Year 11	M	10119
Monash	Year 12	F	28714
Monash	Year 12	M	22052
Nicholls	Did not go to school	F	593
Nicholls	Did not go to school	M	665
Nicholls	Year 8	F	4052
Nicholls	Year 8	M	4609
Nicholls	Year 9	F	5354
Nicholls	Year 9	M	6637
Nicholls	Year 10	F	11908
Nicholls	Year 10	M	14201
Nicholls	Year 11	F	10258
Nicholls	Year 11	M	10715
Nicholls	Year 12	F	28202
Nicholls	Year 12	M	21965
Scullin	Did not go to school	F	1914
Scullin	Did not go to school	M	1443
Scullin	Year 8	F	5652
Scullin	Year 8	M	4329
Scullin	Year 9	F	3496
Scullin	Year 9	M	3629
Scullin	Year 10	F	7112
Scullin	Year 10	M	8182
Scullin	Year 11	F	6131
Scullin	Year 11	M	6719
Scullin	Year 12	F	41376
Scullin	Year 12	M	39577
Wannon	Did not go to school	F	235
Wannon	Did not go to school	M	313
Wannon	Year 8	F	3454
Wannon	Year 8	M	3863
Wannon	Year 9	F	4757
Wannon	Year 9	M	5994
Wannon	Year 10	F	10403
Wannon	Year 10	M	13574
Wannon	Year 11	F	10848
Wannon	Year 11	M	11179
Wannon	Year 12	F	30540
Wannon	Year 12	M	23372
Wills	Did not go to school	F	1458
Wills	Did not go to school	M	944
Wills	Year 8	F	4719
Wills	Year 8	M	3239
Wills	Year 9	F	2181
Wills	Year 9	M	2233
Wills	Year 10	F	4382
Wills	Year 10	M	5097
Wills	Year 11	F	4296
Wills	Year 11	M	5039
Wills	Year 12	F	48418
Wills	Year 12	M	44661
No usual address (Vic.)	Did not go to school	F	18
No usual address (Vic.)	Did not go to school	M	37
No usual address (Vic.)	Year 8	F	91
No usual address (Vic.)	Year 8	M	152
No usual address (Vic.)	Year 9	F	157
No usual address (Vic.)	Year 9	M	235
No usual address (Vic.)	Year 10	F	389
No usual address (Vic.)	Year 10	M	529
No usual address (Vic.)	Year 11	F	285
No usual address (Vic.)	Year 11	M	366
No usual address (Vic.)	Year 12	F	1231
No usual address (Vic.)	Year 12	M	1215
Migratory - Offshore - Shipping (Vic.)	Year 12	M	9
Blair	Did not go to school	F	420
Blair	Did not go to school	M	383
Blair	Year 8	F	3535
Blair	Year 8	M	3499
Blair	Year 9	F	4082
Blair	Year 9	M	4565
Blair	Year 10	F	17891
Blair	Year 10	M	18569
Blair	Year 11	F	5788
Blair	Year 11	M	6065
Blair	Year 12	F	39033
Blair	Year 12	M	34196
Bonner	Did not go to school	F	364
Bonner	Did not go to school	M	313
Bonner	Year 8	F	2492
Bonner	Year 8	M	1915
Bonner	Year 9	F	2389
Bonner	Year 9	M	2313
Bonner	Year 10	F	11137
Bonner	Year 10	M	10005
Bonner	Year 11	F	3724
Bonner	Year 11	M	4170
Bonner	Year 12	F	45036
Bonner	Year 12	M	41728
Bowman	Did not go to school	F	182
Bowman	Did not go to school	M	161
Bowman	Year 8	F	2462
Bowman	Year 8	M	2305
Bowman	Year 9	F	3165
Bowman	Year 9	M	3317
Bowman	Year 10	F	16751
Bowman	Year 10	M	15534
Bowman	Year 11	F	5036
Bowman	Year 11	M	5449
Bowman	Year 12	F	37036
Bowman	Year 12	M	33323
Brisbane	Did not go to school	F	270
Brisbane	Did not go to school	M	264
Brisbane	Year 8	F	1168
Brisbane	Year 8	M	1018
Brisbane	Year 9	F	1431
Brisbane	Year 9	M	1608
Brisbane	Year 10	F	6947
Brisbane	Year 10	M	6511
Brisbane	Year 11	F	3403
Brisbane	Year 11	M	3817
Brisbane	Year 12	F	63251
Brisbane	Year 12	M	61279
Capricornia	Did not go to school	F	209
Capricornia	Did not go to school	M	269
Capricornia	Year 8	F	3126
Capricornia	Year 8	M	3485
Capricornia	Year 9	F	3162
Capricornia	Year 9	M	3960
Capricornia	Year 10	F	15829
Capricornia	Year 10	M	17724
Capricornia	Year 11	F	4734
Capricornia	Year 11	M	5193
Capricornia	Year 12	F	29891
Capricornia	Year 12	M	25603
Dawson	Did not go to school	F	234
Dawson	Did not go to school	M	254
Dawson	Year 8	F	2898
Dawson	Year 8	M	3295
Dawson	Year 9	F	3365
Dawson	Year 9	M	3823
Dawson	Year 10	F	16255
Dawson	Year 10	M	18222
Dawson	Year 11	F	5212
Dawson	Year 11	M	5813
Dawson	Year 12	F	31868
Dawson	Year 12	M	27567
Dickson	Did not go to school	F	213
Dickson	Did not go to school	M	204
Dickson	Year 8	F	2014
Dickson	Year 8	M	1753
Dickson	Year 9	F	2490
Dickson	Year 9	M	2671
Dickson	Year 10	F	13363
Dickson	Year 10	M	12849
Dickson	Year 11	F	4409
Dickson	Year 11	M	4988
Dickson	Year 12	F	40233
Dickson	Year 12	M	37076
Fadden	Did not go to school	F	368
Fadden	Did not go to school	M	291
Fadden	Year 8	F	2394
Fadden	Year 8	M	2112
Fadden	Year 9	F	3928
Fadden	Year 9	M	4047
Fadden	Year 10	F	17570
Fadden	Year 10	M	16518
Fadden	Year 11	F	6802
Fadden	Year 11	M	6853
Fadden	Year 12	F	46117
Fadden	Year 12	M	40812
Fairfax	Did not go to school	F	168
Fairfax	Did not go to school	M	170
Fairfax	Year 8	F	2070
Fairfax	Year 8	M	1949
Fairfax	Year 9	F	3096
Fairfax	Year 9	M	3234
Fairfax	Year 10	F	16244
Fairfax	Year 10	M	14959
Fairfax	Year 11	F	5995
Fairfax	Year 11	M	6013
Fairfax	Year 12	F	41539
Fairfax	Year 12	M	35652
Fisher	Did not go to school	F	155
Fisher	Did not go to school	M	176
Fisher	Year 8	F	2387
Fisher	Year 8	M	2320
Fisher	Year 9	F	3404
Fisher	Year 9	M	3494
Fisher	Year 10	F	17833
Fisher	Year 10	M	16166
Fisher	Year 11	F	5915
Fisher	Year 11	M	5802
Fisher	Year 12	F	41055
Fisher	Year 12	M	35118
Flynn	Did not go to school	F	167
Flynn	Did not go to school	M	267
Flynn	Year 8	F	2912
Flynn	Year 8	M	3988
Flynn	Year 9	F	3542
Flynn	Year 9	M	4616
Flynn	Year 10	F	16438
Flynn	Year 10	M	18811
Flynn	Year 11	F	5221
Flynn	Year 11	M	5669
Flynn	Year 12	F	27700
Flynn	Year 12	M	23250
Forde	Did not go to school	F	666
Forde	Did not go to school	M	572
Forde	Year 8	F	2851
Forde	Year 8	M	2646
Forde	Year 9	F	4031
Forde	Year 9	M	4367
Forde	Year 10	F	17214
Forde	Year 10	M	16906
Forde	Year 11	F	6395
Forde	Year 11	M	6556
Forde	Year 12	F	41333
Forde	Year 12	M	36771
Griffith	Did not go to school	F	352
Griffith	Did not go to school	M	257
Griffith	Year 8	F	1604
Griffith	Year 8	M	1221
Griffith	Year 9	F	1631
Griffith	Year 9	M	1699
Griffith	Year 10	F	7644
Griffith	Year 10	M	6829
Griffith	Year 11	F	3254
Griffith	Year 11	M	3603
Griffith	Year 12	F	59305
Griffith	Year 12	M	55384
Groom	Did not go to school	F	728
Groom	Did not go to school	M	473
Groom	Year 8	F	3596
Groom	Year 8	M	3588
Groom	Year 9	F	3348
Groom	Year 9	M	3548
Groom	Year 10	F	16172
Groom	Year 10	M	15350
Groom	Year 11	F	4632
Groom	Year 11	M	4505
Groom	Year 12	F	35108
Groom	Year 12	M	29960
Herbert	Did not go to school	F	321
Herbert	Did not go to school	M	335
Herbert	Year 8	F	2501
Herbert	Year 8	M	2392
Herbert	Year 9	F	3175
Herbert	Year 9	M	3308
Herbert	Year 10	F	14584
Herbert	Year 10	M	14249
Herbert	Year 11	F	5292
Herbert	Year 11	M	5619
Herbert	Year 12	F	36384
Herbert	Year 12	M	32233
Hinkler	Did not go to school	F	303
Hinkler	Did not go to school	M	339
Hinkler	Year 8	F	4292
Hinkler	Year 8	M	4528
Hinkler	Year 9	F	4896
Hinkler	Year 9	M	5124
Hinkler	Year 10	F	20846
Hinkler	Year 10	M	19176
Hinkler	Year 11	F	5587
Hinkler	Year 11	M	5491
Hinkler	Year 12	F	27791
Hinkler	Year 12	M	23272
Kennedy	Did not go to school	F	449
Kennedy	Did not go to school	M	476
Kennedy	Year 8	F	3651
Kennedy	Year 8	M	4504
Kennedy	Year 9	F	3656
Kennedy	Year 9	M	4606
Kennedy	Year 10	F	17053
Kennedy	Year 10	M	19691
Kennedy	Year 11	F	5582
Kennedy	Year 11	M	6036
Kennedy	Year 12	F	30250
Kennedy	Year 12	M	26129
Leichhardt	Did not go to school	F	520
Leichhardt	Did not go to school	M	472
Leichhardt	Year 8	F	2342
Leichhardt	Year 8	M	2418
Leichhardt	Year 9	F	3115
Leichhardt	Year 9	M	3582
Leichhardt	Year 10	F	13503
Leichhardt	Year 10	M	14569
Leichhardt	Year 11	F	6265
Leichhardt	Year 11	M	6481
Leichhardt	Year 12	F	39347
Leichhardt	Year 12	M	34178
Lilley	Did not go to school	F	365
Lilley	Did not go to school	M	309
Lilley	Year 8	F	2768
Lilley	Year 8	M	1975
Lilley	Year 9	F	2152
Lilley	Year 9	M	2192
Lilley	Year 10	F	11487
Lilley	Year 10	M	10006
Lilley	Year 11	F	3745
Lilley	Year 11	M	4106
Lilley	Year 12	F	45302
Lilley	Year 12	M	42256
Longman	Did not go to school	F	297
Longman	Did not go to school	M	338
Longman	Year 8	F	3476
Longman	Year 8	M	3554
Longman	Year 9	F	4721
Longman	Year 9	M	5091
Longman	Year 10	F	20780
Longman	Year 10	M	21120
Longman	Year 11	F	6609
Longman	Year 11	M	6514
Longman	Year 12	F	36756
Longman	Year 12	M	31449
Maranoa	Did not go to school	F	255
Maranoa	Did not go to school	M	321
Maranoa	Year 8	F	3752
Maranoa	Year 8	M	4847
Maranoa	Year 9	F	3647
Maranoa	Year 9	M	4816
Maranoa	Year 10	F	16878
Maranoa	Year 10	M	18331
Maranoa	Year 11	F	4516
Maranoa	Year 11	M	4323
Maranoa	Year 12	F	26602
Maranoa	Year 12	M	21350
McPherson	Did not go to school	F	203
McPherson	Did not go to school	M	195
McPherson	Year 8	F	1730
McPherson	Year 8	M	1562
McPherson	Year 9	F	2981
McPherson	Year 9	M	2865
McPherson	Year 10	F	14267
McPherson	Year 10	M	12981
McPherson	Year 11	F	5255
McPherson	Year 11	M	5250
McPherson	Year 12	F	42492
McPherson	Year 12	M	36341
Moncrieff	Did not go to school	F	325
Moncrieff	Did not go to school	M	297
Moncrieff	Year 8	F	2070
Moncrieff	Year 8	M	1882
Moncrieff	Year 9	F	3130
Moncrieff	Year 9	M	3294
Moncrieff	Year 10	F	14467
Moncrieff	Year 10	M	13345
Moncrieff	Year 11	F	5838
Moncrieff	Year 11	M	6058
Moncrieff	Year 12	F	48278
Moncrieff	Year 12	M	44517
Moreton	Did not go to school	F	944
Moreton	Did not go to school	M	760
Moreton	Year 8	F	2560
Moreton	Year 8	M	1895
Moreton	Year 9	F	1968
Moreton	Year 9	M	2008
Moreton	Year 10	F	8350
Moreton	Year 10	M	7346
Moreton	Year 11	F	2980
Moreton	Year 11	M	3330
Moreton	Year 12	F	50085
Moreton	Year 12	M	49366
Oxley	Did not go to school	F	1417
Oxley	Did not go to school	M	990
Oxley	Year 8	F	3083
Oxley	Year 8	M	2555
Oxley	Year 9	F	2908
Oxley	Year 9	M	2962
Oxley	Year 10	F	12011
Oxley	Year 10	M	13194
Oxley	Year 11	F	4905
Oxley	Year 11	M	5128
Oxley	Year 12	F	45104
Oxley	Year 12	M	42760
Petrie	Did not go to school	F	360
Petrie	Did not go to school	M	365
Petrie	Year 8	F	3181
Petrie	Year 8	M	2688
Petrie	Year 9	F	3619
Petrie	Year 9	M	3677
Petrie	Year 10	F	17401
Petrie	Year 10	M	15078
Petrie	Year 11	F	5747
Petrie	Year 11	M	5786
Petrie	Year 12	F	43775
Petrie	Year 12	M	38742
Rankin	Did not go to school	F	1521
Rankin	Did not go to school	M	1294
Rankin	Year 8	F	3306
Rankin	Year 8	M	2997
Rankin	Year 9	F	3374
Rankin	Year 9	M	3706
Rankin	Year 10	F	13595
Rankin	Year 10	M	13048
Rankin	Year 11	F	4949
Rankin	Year 11	M	5477
Rankin	Year 12	F	41923
Rankin	Year 12	M	39105
Ryan	Did not go to school	F	171
Ryan	Did not go to school	M	155
Ryan	Year 8	F	1133
Ryan	Year 8	M	835
Ryan	Year 9	F	1574
Ryan	Year 9	M	1592
Ryan	Year 10	F	7217
Ryan	Year 10	M	5985
Ryan	Year 11	F	3177
Ryan	Year 11	M	3156
Ryan	Year 12	F	52917
Ryan	Year 12	M	50493
Wide Bay	Did not go to school	F	172
Wide Bay	Did not go to school	M	211
Wide Bay	Year 8	F	3128
Wide Bay	Year 8	M	3568
Wide Bay	Year 9	F	3949
Wide Bay	Year 9	M	4370
Wide Bay	Year 10	F	18162
Wide Bay	Year 10	M	18484
Wide Bay	Year 11	F	5619
Wide Bay	Year 11	M	5392
Wide Bay	Year 12	F	29409
Wide Bay	Year 12	M	25860
Wright	Did not go to school	F	342
Wright	Did not go to school	M	348
Wright	Year 8	F	2788
Wright	Year 8	M	3271
Wright	Year 9	F	3894
Wright	Year 9	M	4774
Wright	Year 10	F	17705
Wright	Year 10	M	19256
Wright	Year 11	F	5822
Wright	Year 11	M	6105
Wright	Year 12	F	37866
Wright	Year 12	M	31816
No usual address (Qld)	Did not go to school	F	27
No usual address (Qld)	Did not go to school	M	42
No usual address (Qld)	Year 8	F	151
No usual address (Qld)	Year 8	M	278
No usual address (Qld)	Year 9	F	304
No usual address (Qld)	Year 9	M	441
No usual address (Qld)	Year 10	F	1272
No usual address (Qld)	Year 10	M	1513
No usual address (Qld)	Year 11	F	494
No usual address (Qld)	Year 11	M	535
No usual address (Qld)	Year 12	F	2483
No usual address (Qld)	Year 12	M	2202
Migratory - Offshore - Shipping (Qld)	Year 10	M	18
Migratory - Offshore - Shipping (Qld)	Year 12	F	3
Migratory - Offshore - Shipping (Qld)	Year 12	M	23
Adelaide	Did not go to school	F	1546
Adelaide	Did not go to school	M	1271
Adelaide	Year 8	F	3916
Adelaide	Year 8	M	2983
Adelaide	Year 9	F	2757
Adelaide	Year 9	M	2396
Adelaide	Year 10	F	7132
Adelaide	Year 10	M	7261
Adelaide	Year 11	F	8504
Adelaide	Year 11	M	9025
Adelaide	Year 12	F	57477
Adelaide	Year 12	M	55988
Barker	Did not go to school	F	370
Barker	Did not go to school	M	513
Barker	Year 8	F	4136
Barker	Year 8	M	4653
Barker	Year 9	F	4350
Barker	Year 9	M	5600
Barker	Year 10	F	12650
Barker	Year 10	M	15714
Barker	Year 11	F	14068
Barker	Year 11	M	15382
Barker	Year 12	F	30004
Barker	Year 12	M	24005
Boothby	Did not go to school	F	459
Boothby	Did not go to school	M	394
Boothby	Year 8	F	2583
Boothby	Year 8	M	2076
Boothby	Year 9	F	2905
Boothby	Year 9	M	2570
Boothby	Year 10	F	9308
Boothby	Year 10	M	7684
Boothby	Year 11	F	10179
Boothby	Year 11	M	10196
Boothby	Year 12	F	49646
Boothby	Year 12	M	44717
Grey	Did not go to school	F	259
Grey	Did not go to school	M	271
Grey	Year 8	F	3854
Grey	Year 8	M	4596
Grey	Year 9	F	4434
Grey	Year 9	M	5460
Grey	Year 10	F	13045
Grey	Year 10	M	15415
Grey	Year 11	F	14476
Grey	Year 11	M	16575
Grey	Year 12	F	28051
Grey	Year 12	M	22558
Hindmarsh	Did not go to school	F	924
Hindmarsh	Did not go to school	M	580
Hindmarsh	Year 8	F	4167
Hindmarsh	Year 8	M	3140
Hindmarsh	Year 9	F	3447
Hindmarsh	Year 9	M	3132
Hindmarsh	Year 10	F	10038
Hindmarsh	Year 10	M	9423
Hindmarsh	Year 11	F	11065
Hindmarsh	Year 11	M	11739
Hindmarsh	Year 12	F	42702
Hindmarsh	Year 12	M	39332
Kingston	Did not go to school	F	207
Kingston	Did not go to school	M	195
Kingston	Year 8	F	2187
Kingston	Year 8	M	1963
Kingston	Year 9	F	3430
Kingston	Year 9	M	3521
Kingston	Year 10	F	12017
Kingston	Year 10	M	11840
Kingston	Year 11	F	12818
Kingston	Year 11	M	13892
Kingston	Year 12	F	36852
Kingston	Year 12	M	31780
Makin	Did not go to school	F	1134
Makin	Did not go to school	M	880
Makin	Year 8	F	3266
Makin	Year 8	M	2744
Makin	Year 9	F	3670
Makin	Year 9	M	3441
Makin	Year 10	F	11443
Makin	Year 10	M	11216
Makin	Year 11	F	11779
Makin	Year 11	M	13055
Makin	Year 12	F	38219
Makin	Year 12	M	35940
Mayo	Did not go to school	F	112
Mayo	Did not go to school	M	152
Mayo	Year 8	F	1993
Mayo	Year 8	M	2204
Mayo	Year 9	F	3342
Mayo	Year 9	M	3701
Mayo	Year 10	F	11456
Mayo	Year 10	M	11646
Mayo	Year 11	F	12893
Mayo	Year 11	M	13704
Mayo	Year 12	F	40529
Mayo	Year 12	M	34548
Spence	Did not go to school	F	2157
Spence	Did not go to school	M	1660
Spence	Year 8	F	4223
Spence	Year 8	M	4016
Spence	Year 9	F	4792
Spence	Year 9	M	4959
Spence	Year 10	F	13725
Spence	Year 10	M	13853
Spence	Year 11	F	13290
Spence	Year 11	M	14737
Spence	Year 12	F	32399
Spence	Year 12	M	28642
Sturt	Did not go to school	F	804
Sturt	Did not go to school	M	494
Sturt	Year 8	F	3667
Sturt	Year 8	M	2710
Sturt	Year 9	F	2656
Sturt	Year 9	M	2466
Sturt	Year 10	F	8098
Sturt	Year 10	M	7051
Sturt	Year 11	F	9520
Sturt	Year 11	M	9222
Sturt	Year 12	F	53869
Sturt	Year 12	M	50153
No usual address (SA)	Did not go to school	F	6
No usual address (SA)	Did not go to school	M	10
No usual address (SA)	Year 8	F	31
No usual address (SA)	Year 8	M	64
No usual address (SA)	Year 9	F	70
No usual address (SA)	Year 9	M	113
No usual address (SA)	Year 10	F	256
No usual address (SA)	Year 10	M	291
No usual address (SA)	Year 11	F	228
No usual address (SA)	Year 11	M	280
No usual address (SA)	Year 12	F	417
No usual address (SA)	Year 12	M	435
Migratory - Offshore - Shipping (SA)	Year 12	M	4
Brand	Did not go to school	F	278
Brand	Did not go to school	M	312
Brand	Year 8	F	1690
Brand	Year 8	M	1608
Brand	Year 9	F	3488
Brand	Year 9	M	3670
Brand	Year 10	F	16953
Brand	Year 10	M	18500
Brand	Year 11	F	8426
Brand	Year 11	M	8688
Brand	Year 12	F	36778
Brand	Year 12	M	31724
Burt	Did not go to school	F	1043
Burt	Did not go to school	M	912
Burt	Year 8	F	2303
Burt	Year 8	M	2186
Burt	Year 9	F	3202
Burt	Year 9	M	3505
Burt	Year 10	F	14740
Burt	Year 10	M	15303
Burt	Year 11	F	6997
Burt	Year 11	M	7076
Burt	Year 12	F	39219
Burt	Year 12	M	35921
Canning	Did not go to school	F	170
Canning	Did not go to school	M	221
Canning	Year 8	F	1930
Canning	Year 8	M	2086
Canning	Year 9	F	3666
Canning	Year 9	M	4119
Canning	Year 10	F	17934
Canning	Year 10	M	18269
Canning	Year 11	F	8096
Canning	Year 11	M	7582
Canning	Year 12	F	30783
Canning	Year 12	M	25606
Cowan	Did not go to school	F	1731
Cowan	Did not go to school	M	1347
Cowan	Year 8	F	3917
Cowan	Year 8	M	3068
Cowan	Year 9	F	3227
Cowan	Year 9	M	3157
Cowan	Year 10	F	13740
Cowan	Year 10	M	13621
Cowan	Year 11	F	6307
Cowan	Year 11	M	6622
Cowan	Year 12	F	42100
Cowan	Year 12	M	40088
Curtin	Did not go to school	F	211
Curtin	Did not go to school	M	156
Curtin	Year 8	F	1087
Curtin	Year 8	M	754
Curtin	Year 9	F	1967
Curtin	Year 9	M	1895
Curtin	Year 10	F	7897
Curtin	Year 10	M	6311
Curtin	Year 11	F	4093
Curtin	Year 11	M	4058
Curtin	Year 12	F	56056
Curtin	Year 12	M	51331
Durack	Did not go to school	F	436
Durack	Did not go to school	M	512
Durack	Year 8	F	2205
Durack	Year 8	M	2967
Durack	Year 9	F	3521
Durack	Year 9	M	4689
Durack	Year 10	F	16776
Durack	Year 10	M	21626
Durack	Year 11	F	8928
Durack	Year 11	M	9775
Durack	Year 12	F	34553
Durack	Year 12	M	30148
Forrest	Did not go to school	F	174
Forrest	Did not go to school	M	231
Forrest	Year 8	F	1748
Forrest	Year 8	M	1863
Forrest	Year 9	F	3050
Forrest	Year 9	M	3648
Forrest	Year 10	F	16519
Forrest	Year 10	M	17859
Forrest	Year 11	F	7647
Forrest	Year 11	M	7387
Forrest	Year 12	F	32119
Forrest	Year 12	M	26137
Fremantle	Did not go to school	F	455
Fremantle	Did not go to school	M	361
Fremantle	Year 8	F	2150
Fremantle	Year 8	M	1825
Fremantle	Year 9	F	2454
Fremantle	Year 9	M	2556
Fremantle	Year 10	F	11326
Fremantle	Year 10	M	11835
Fremantle	Year 11	F	5685
Fremantle	Year 11	M	6169
Fremantle	Year 12	F	44587
Fremantle	Year 12	M	39035
Hasluck	Did not go to school	F	500
Hasluck	Did not go to school	M	445
Hasluck	Year 8	F	1741
Hasluck	Year 8	M	1636
Hasluck	Year 9	F	2828
Hasluck	Year 9	M	3179
Hasluck	Year 10	F	14166
Hasluck	Year 10	M	16249
Hasluck	Year 11	F	7055
Hasluck	Year 11	M	7325
Hasluck	Year 12	F	40157
Hasluck	Year 12	M	35357
Moore	Did not go to school	F	172
Moore	Did not go to school	M	139
Moore	Year 8	F	1115
Moore	Year 8	M	910
Moore	Year 9	F	2291
Moore	Year 9	M	2415
Moore	Year 10	F	12149
Moore	Year 10	M	12233
Moore	Year 11	F	6240
Moore	Year 11	M	6368
Moore	Year 12	F	43660
Moore	Year 12	M	40319
O'Connor	Did not go to school	F	312
O'Connor	Did not go to school	M	411
O'Connor	Year 8	F	2182
O'Connor	Year 8	M	2883
O'Connor	Year 9	F	3571
O'Connor	Year 9	M	4580
O'Connor	Year 10	F	16987
O'Connor	Year 10	M	20812
O'Connor	Year 11	F	8224
O'Connor	Year 11	M	8283
O'Connor	Year 12	F	31463
O'Connor	Year 12	M	27521
Pearce	Did not go to school	F	516
Pearce	Did not go to school	M	368
Pearce	Year 8	F	1450
Pearce	Year 8	M	1218
Pearce	Year 9	F	2753
Pearce	Year 9	M	2913
Pearce	Year 10	F	13297
Pearce	Year 10	M	14105
Pearce	Year 11	F	7420
Pearce	Year 11	M	7492
Pearce	Year 12	F	42368
Pearce	Year 12	M	36458
Perth	Did not go to school	F	659
Perth	Did not go to school	M	446
Perth	Year 8	F	2407
Perth	Year 8	M	1696
Perth	Year 9	F	2097
Perth	Year 9	M	2085
Perth	Year 10	F	9637
Perth	Year 10	M	9449
Perth	Year 11	F	5023
Perth	Year 11	M	5340
Perth	Year 12	F	54821
Perth	Year 12	M	52332
Swan	Did not go to school	F	702
Swan	Did not go to school	M	587
Swan	Year 8	F	2094
Swan	Year 8	M	1735
Swan	Year 9	F	2522
Swan	Year 9	M	2723
Swan	Year 10	F	11590
Swan	Year 10	M	11974
Swan	Year 11	F	5915
Swan	Year 11	M	6249
Swan	Year 12	F	51493
Swan	Year 12	M	50096
Tangney	Did not go to school	F	543
Tangney	Did not go to school	M	372
Tangney	Year 8	F	1884
Tangney	Year 8	M	1428
Tangney	Year 9	F	2645
Tangney	Year 9	M	2424
Tangney	Year 10	F	11592
Tangney	Year 10	M	10723
Tangney	Year 11	F	5496
Tangney	Year 11	M	5353
Tangney	Year 12	F	52508
Tangney	Year 12	M	49206
No usual address (WA)	Did not go to school	F	14
No usual address (WA)	Did not go to school	M	10
No usual address (WA)	Year 8	F	36
No usual address (WA)	Year 8	M	80
No usual address (WA)	Year 9	F	100
No usual address (WA)	Year 9	M	143
No usual address (WA)	Year 10	F	423
No usual address (WA)	Year 10	M	620
No usual address (WA)	Year 11	F	218
No usual address (WA)	Year 11	M	239
No usual address (WA)	Year 12	F	1029
No usual address (WA)	Year 12	M	997
Migratory - Offshore - Shipping (WA)	Did not go to school	M	3
Migratory - Offshore - Shipping (WA)	Year 9	M	13
Migratory - Offshore - Shipping (WA)	Year 10	F	6
Migratory - Offshore - Shipping (WA)	Year 10	M	59
Migratory - Offshore - Shipping (WA)	Year 11	M	38
Migratory - Offshore - Shipping (WA)	Year 12	F	30
Migratory - Offshore - Shipping (WA)	Year 12	M	143
Bass	Did not go to school	F	368
Bass	Did not go to school	M	347
Bass	Year 8	F	1765
Bass	Year 8	M	1861
Bass	Year 9	F	3190
Bass	Year 9	M	3331
Bass	Year 10	F	13414
Bass	Year 10	M	13818
Bass	Year 11	F	4208
Bass	Year 11	M	3625
Bass	Year 12	F	21122
Bass	Year 12	M	18477
Braddon	Did not go to school	F	132
Braddon	Did not go to school	M	165
Braddon	Year 8	F	2005
Braddon	Year 8	M	2243
Braddon	Year 9	F	4161
Braddon	Year 9	M	4317
Braddon	Year 10	F	15981
Braddon	Year 10	M	16464
Braddon	Year 11	F	4762
Braddon	Year 11	M	4015
Braddon	Year 12	F	16792
