CED_NAME16	Age	MaxSchoolingCompleted	Sex	adults
Gellibrand	55-64	Year 9	M	459
Gellibrand	55-64	Year 10	F	1290
Gellibrand	55-64	Year 10	M	1469
Gellibrand	55-64	Year 11	F	1427
Gellibrand	55-64	Year 11	M	1387
Gellibrand	55-64	Year 12	F	4717
Gellibrand	55-64	Year 12	M	4280
Gellibrand	65-74		F	371
Gellibrand	65-74		M	335
Gellibrand	65-74	Did not go to school	F	220
Gellibrand	65-74	Did not go to school	M	149
Gellibrand	65-74	Year 8 or below	F	799
Gellibrand	65-74	Year 8 or below	M	563
Gellibrand	65-74	Year 9	F	552
Gellibrand	65-74	Year 9	M	449
Gellibrand	65-74	Year 10	F	1127
Gellibrand	65-74	Year 10	M	956
Gellibrand	65-74	Year 11	F	682
Gellibrand	65-74	Year 11	M	630
Gellibrand	65-74	Year 12	F	2448
Gellibrand	65-74	Year 12	M	2541
Gellibrand	75-84		F	291
Gellibrand	75-84		M	222
Gellibrand	75-84	Did not go to school	F	249
Gellibrand	75-84	Did not go to school	M	153
Gellibrand	75-84	Year 8 or below	F	941
Gellibrand	75-84	Year 8 or below	M	602
Gellibrand	75-84	Year 9	F	369
Gellibrand	75-84	Year 9	M	275
Gellibrand	75-84	Year 10	F	527
Gellibrand	75-84	Year 10	M	413
Gellibrand	75-84	Year 11	F	236
Gellibrand	75-84	Year 11	M	176
Gellibrand	75-84	Year 12	F	738
Gellibrand	75-84	Year 12	M	891
Gellibrand	85+		F	225
Gellibrand	85+		M	117
Gellibrand	85+	Did not go to school	F	158
Gellibrand	85+	Did not go to school	M	79
Gellibrand	85+	Year 8 or below	F	544
Gellibrand	85+	Year 8 or below	M	322
Gellibrand	85+	Year 9	F	180
Gellibrand	85+	Year 9	M	104
Gellibrand	85+	Year 10	F	177
Gellibrand	85+	Year 10	M	115
Gellibrand	85+	Year 11	F	62
Gellibrand	85+	Year 11	M	38
Gellibrand	85+	Year 12	F	221
Gellibrand	85+	Year 12	M	182
Gippsland	15-19		F	295
Gippsland	15-19		M	292
Gippsland	15-19	Did not go to school	F	3
Gippsland	15-19	Did not go to school	M	3
Gippsland	15-19	Year 8 or below	F	35
Gippsland	15-19	Year 8 or below	M	74
Gippsland	15-19	Year 9	F	79
Gippsland	15-19	Year 9	M	169
Gippsland	15-19	Year 10	F	263
Gippsland	15-19	Year 10	M	481
Gippsland	15-19	Year 11	F	222
Gippsland	15-19	Year 11	M	370
Gippsland	15-19	Year 12	F	772
Gippsland	15-19	Year 12	M	591
Gippsland	20-24		F	309
Gippsland	20-24		M	315
Gippsland	20-24	Did not go to school	F	13
Gippsland	20-24	Did not go to school	M	15
Gippsland	20-24	Year 8 or below	F	23
Gippsland	20-24	Year 8 or below	M	55
Gippsland	20-24	Year 9	F	76
Gippsland	20-24	Year 9	M	115
Gippsland	20-24	Year 10	F	361
Gippsland	20-24	Year 10	M	557
Gippsland	20-24	Year 11	F	417
Gippsland	20-24	Year 11	M	613
Gippsland	20-24	Year 12	F	2382
Gippsland	20-24	Year 12	M	2111
Gippsland	25-34		F	680
Gippsland	25-34		M	739
Gippsland	25-34	Did not go to school	F	22
Gippsland	25-34	Did not go to school	M	30
Gippsland	25-34	Year 8 or below	F	102
Gippsland	25-34	Year 8 or below	M	161
Gippsland	25-34	Year 9	F	249
Gippsland	25-34	Year 9	M	358
Gippsland	25-34	Year 10	F	906
Gippsland	25-34	Year 10	M	1597
Gippsland	25-34	Year 11	F	918
Gippsland	25-34	Year 11	M	1256
Gippsland	25-34	Year 12	F	5822
Gippsland	25-34	Year 12	M	4362
Gippsland	35-44		F	720
Gippsland	35-44		M	760
Gippsland	35-44	Did not go to school	F	43
Gippsland	35-44	Did not go to school	M	35
Gippsland	35-44	Year 8 or below	F	108
Gippsland	35-44	Year 8 or below	M	193
Gippsland	35-44	Year 9	F	309
Gippsland	35-44	Year 9	M	456
Gippsland	35-44	Year 10	F	1050
Gippsland	35-44	Year 10	M	1641
Gippsland	35-44	Year 11	F	898
Gippsland	35-44	Year 11	M	1192
Gippsland	35-44	Year 12	F	5436
Gippsland	35-44	Year 12	M	3904
Gippsland	45-54		F	686
Gippsland	45-54		M	783
Gippsland	45-54	Did not go to school	F	32
Gippsland	45-54	Did not go to school	M	37
Gippsland	45-54	Year 8 or below	F	187
Gippsland	45-54	Year 8 or below	M	238
Gippsland	45-54	Year 9	F	512
Gippsland	45-54	Year 9	M	697
Gippsland	45-54	Year 10	F	1637
Gippsland	45-54	Year 10	M	2207
Gippsland	45-54	Year 11	F	1758
Gippsland	45-54	Year 11	M	1781
Gippsland	45-54	Year 12	F	4796
Gippsland	45-54	Year 12	M	3058
Gippsland	55-64		F	832
Gippsland	55-64		M	911
Gippsland	55-64	Did not go to school	F	34
Gippsland	55-64	Did not go to school	M	52
Gippsland	55-64	Year 8 or below	F	409
Gippsland	55-64	Year 8 or below	M	454
Gippsland	55-64	Year 9	F	1023
Gippsland	55-64	Year 9	M	1076
Gippsland	55-64	Year 10	F	2604
Gippsland	55-64	Year 10	M	3155
Gippsland	55-64	Year 11	F	2817
Gippsland	55-64	Year 11	M	2525
Gippsland	55-64	Year 12	F	4001
Gippsland	55-64	Year 12	M	2751
Gippsland	65-74		F	934
Gippsland	65-74		M	960
Gippsland	65-74	Did not go to school	F	50
Gippsland	65-74	Did not go to school	M	45
Gippsland	65-74	Year 8 or below	F	767
Gippsland	65-74	Year 8 or below	M	895
Gippsland	65-74	Year 9	F	1303
Gippsland	65-74	Year 9	M	1356
Gippsland	65-74	Year 10	F	2792
Gippsland	65-74	Year 10	M	2973
Gippsland	65-74	Year 11	F	1994
Gippsland	65-74	Year 11	M	1857
Gippsland	65-74	Year 12	F	3117
Gippsland	65-74	Year 12	M	3053
Gippsland	75-84		F	764
Gippsland	75-84		M	686
Gippsland	75-84	Did not go to school	F	51
Gippsland	75-84	Did not go to school	M	42
Gippsland	75-84	Year 8 or below	F	1065
Gippsland	75-84	Year 8 or below	M	963
Gippsland	75-84	Year 9	F	789
Gippsland	75-84	Year 9	M	859
Gippsland	75-84	Year 10	F	1487
Gippsland	75-84	Year 10	M	1257
Gippsland	75-84	Year 11	F	672
Gippsland	75-84	Year 11	M	589
Gippsland	75-84	Year 12	F	1148
Gippsland	75-84	Year 12	M	1328
Gippsland	85+		F	582
Gippsland	85+		M	342
Gippsland	85+	Did not go to school	F	32
Gippsland	85+	Did not go to school	M	21
Gippsland	85+	Year 8 or below	F	609
Gippsland	85+	Year 8 or below	M	416
Gippsland	85+	Year 9	F	272
Gippsland	85+	Year 9	M	181
Gippsland	85+	Year 10	F	364
Gippsland	85+	Year 10	M	248
Gippsland	85+	Year 11	F	171
Gippsland	85+	Year 11	M	93
Gippsland	85+	Year 12	F	305
Gippsland	85+	Year 12	M	290
Goldstein	15-19		F	117
Goldstein	15-19		M	116
Goldstein	15-19	Did not go to school	M	4
Goldstein	15-19	Year 8 or below	F	5
Goldstein	15-19	Year 8 or below	M	13
Goldstein	15-19	Year 9	F	23
Goldstein	15-19	Year 9	M	27
Goldstein	15-19	Year 10	F	38
Goldstein	15-19	Year 10	M	107
Goldstein	15-19	Year 11	F	45
Goldstein	15-19	Year 11	M	80
Goldstein	15-19	Year 12	F	1340
Goldstein	15-19	Year 12	M	1316
Goldstein	20-24		F	92
Goldstein	20-24		M	150
Goldstein	20-24	Did not go to school	F	3
Goldstein	20-24	Did not go to school	M	18
Goldstein	20-24	Year 8 or below	F	9
Goldstein	20-24	Year 8 or below	M	10
Goldstein	20-24	Year 9	F	8
Goldstein	20-24	Year 9	M	18
Goldstein	20-24	Year 10	F	53
Goldstein	20-24	Year 10	M	94
Goldstein	20-24	Year 11	F	70
Goldstein	20-24	Year 11	M	104
Goldstein	20-24	Year 12	F	3669
Goldstein	20-24	Year 12	M	4034
Goldstein	25-34		F	320
Goldstein	25-34		M	332
Goldstein	25-34	Did not go to school	F	27
Goldstein	25-34	Did not go to school	M	25
Goldstein	25-34	Year 8 or below	F	13
Goldstein	25-34	Year 8 or below	M	20
Goldstein	25-34	Year 9	F	33
Goldstein	25-34	Year 9	M	40
Goldstein	25-34	Year 10	F	135
Goldstein	25-34	Year 10	M	274
Goldstein	25-34	Year 11	F	162
Goldstein	25-34	Year 11	M	274
Goldstein	25-34	Year 12	F	6986
Goldstein	25-34	Year 12	M	6329
Goldstein	35-44		F	347
Goldstein	35-44		M	344
Goldstein	35-44	Did not go to school	F	26
Goldstein	35-44	Did not go to school	M	25
Goldstein	35-44	Year 8 or below	F	34
Goldstein	35-44	Year 8 or below	M	23
Goldstein	35-44	Year 9	F	43
Goldstein	35-44	Year 9	M	79
Goldstein	35-44	Year 10	F	178
Goldstein	35-44	Year 10	M	330
Goldstein	35-44	Year 11	F	201
Goldstein	35-44	Year 11	M	312
Goldstein	35-44	Year 12	F	9545
Goldstein	35-44	Year 12	M	8036
Goldstein	45-54		F	385
Goldstein	45-54		M	355
Goldstein	45-54	Did not go to school	F	30
Goldstein	45-54	Did not go to school	M	37
Goldstein	45-54	Year 8 or below	F	46
Goldstein	45-54	Year 8 or below	M	51
Goldstein	45-54	Year 9	F	94
Goldstein	45-54	Year 9	M	109
Goldstein	45-54	Year 10	F	446
Goldstein	45-54	Year 10	M	568
Goldstein	45-54	Year 11	F	739
Goldstein	45-54	Year 11	M	810
Goldstein	45-54	Year 12	F	11043
Goldstein	45-54	Year 12	M	9392
Goldstein	55-64		F	307
Goldstein	55-64		M	271
Goldstein	55-64	Did not go to school	F	44
Goldstein	55-64	Did not go to school	M	40
Goldstein	55-64	Year 8 or below	F	89
Goldstein	55-64	Year 8 or below	M	82
Goldstein	55-64	Year 9	F	161
Goldstein	55-64	Year 9	M	153
Goldstein	55-64	Year 10	F	725
Goldstein	55-64	Year 10	M	782
Goldstein	55-64	Year 11	F	1264
Goldstein	55-64	Year 11	M	1131
Goldstein	55-64	Year 12	F	7894
Goldstein	55-64	Year 12	M	7233
Goldstein	65-74		F	409
Goldstein	65-74		M	305
Goldstein	65-74	Did not go to school	F	53
Goldstein	65-74	Did not go to school	M	41
Goldstein	65-74	Year 8 or below	F	295
Goldstein	65-74	Year 8 or below	M	174
Goldstein	65-74	Year 9	F	262
Goldstein	65-74	Year 9	M	222
Goldstein	65-74	Year 10	F	1068
Goldstein	65-74	Year 10	M	607
Goldstein	65-74	Year 11	F	1245
Goldstein	65-74	Year 11	M	803
Goldstein	65-74	Year 12	F	5158
Goldstein	65-74	Year 12	M	5205
Goldstein	75-84		F	462
Goldstein	75-84		M	298
Goldstein	75-84	Did not go to school	F	81
Goldstein	75-84	Did not go to school	M	43
Goldstein	75-84	Year 8 or below	F	500
Goldstein	75-84	Year 8 or below	M	291
Goldstein	75-84	Year 9	F	308
Goldstein	75-84	Year 9	M	244
Goldstein	75-84	Year 10	F	852
Goldstein	75-84	Year 10	M	519
Goldstein	75-84	Year 11	F	775
Goldstein	75-84	Year 11	M	459
Goldstein	75-84	Year 12	F	2347
Goldstein	75-84	Year 12	M	2377
Goldstein	85+		F	468
Goldstein	85+		M	195
Goldstein	85+	Did not go to school	F	61
Goldstein	85+	Did not go to school	M	27
Goldstein	85+	Year 8 or below	F	455
Goldstein	85+	Year 8 or below	M	242
Goldstein	85+	Year 9	F	216
Goldstein	85+	Year 9	M	105
Goldstein	85+	Year 10	F	552
Goldstein	85+	Year 10	M	204
Goldstein	85+	Year 11	F	351
Goldstein	85+	Year 11	M	152
Goldstein	85+	Year 12	F	1022
Goldstein	85+	Year 12	M	761
Gorton	15-19		F	221
Gorton	15-19		M	280
Gorton	15-19	Did not go to school	F	7
Gorton	15-19	Did not go to school	M	13
Gorton	15-19	Year 8 or below	F	16
Gorton	15-19	Year 8 or below	M	27
Gorton	15-19	Year 9	F	43
Gorton	15-19	Year 9	M	67
Gorton	15-19	Year 10	F	124
Gorton	15-19	Year 10	M	213
Gorton	15-19	Year 11	F	104
Gorton	15-19	Year 11	M	209
Gorton	15-19	Year 12	F	1578
Gorton	15-19	Year 12	M	1418
Gorton	20-24		F	237
Gorton	20-24		M	392
Gorton	20-24	Did not go to school	F	18
Gorton	20-24	Did not go to school	M	27
Gorton	20-24	Year 8 or below	F	26
Gorton	20-24	Year 8 or below	M	42
Gorton	20-24	Year 9	F	37
Gorton	20-24	Year 9	M	58
Gorton	20-24	Year 10	F	147
Gorton	20-24	Year 10	M	443
Gorton	20-24	Year 11	F	176
Gorton	20-24	Year 11	M	364
Gorton	20-24	Year 12	F	4722
Gorton	20-24	Year 12	M	4817
Gorton	25-34		F	787
Gorton	25-34		M	921
Gorton	25-34	Did not go to school	F	143
Gorton	25-34	Did not go to school	M	130
Gorton	25-34	Year 8 or below	F	137
Gorton	25-34	Year 8 or below	M	201
Gorton	25-34	Year 9	F	167
Gorton	25-34	Year 9	M	247
Gorton	25-34	Year 10	F	619
Gorton	25-34	Year 10	M	1401
Gorton	25-34	Year 11	F	533
Gorton	25-34	Year 11	M	775
Gorton	25-34	Year 12	F	10556
Gorton	25-34	Year 12	M	9496
Gorton	35-44		F	678
Gorton	35-44		M	786
Gorton	35-44	Did not go to school	F	208
Gorton	35-44	Did not go to school	M	161
Gorton	35-44	Year 8 or below	F	306
Gorton	35-44	Year 8 or below	M	262
Gorton	35-44	Year 9	F	227
Gorton	35-44	Year 9	M	324
Gorton	35-44	Year 10	F	757
Gorton	35-44	Year 10	M	1578
Gorton	35-44	Year 11	F	617
Gorton	35-44	Year 11	M	901
Gorton	35-44	Year 12	F	11309
Gorton	35-44	Year 12	M	10040
Gorton	45-54		F	521
Gorton	45-54		M	592
Gorton	45-54	Did not go to school	F	302
Gorton	45-54	Did not go to school	M	214
Gorton	45-54	Year 8 or below	F	434
Gorton	45-54	Year 8 or below	M	310
Gorton	45-54	Year 9	F	373
Gorton	45-54	Year 9	M	421
Gorton	45-54	Year 10	F	1164
Gorton	45-54	Year 10	M	1640
Gorton	45-54	Year 11	F	1235
Gorton	45-54	Year 11	M	1438
Gorton	45-54	Year 12	F	7996
Gorton	45-54	Year 12	M	6917
Gorton	55-64		F	406
Gorton	55-64		M	435
Gorton	55-64	Did not go to school	F	389
Gorton	55-64	Did not go to school	M	301
Gorton	55-64	Year 8 or below	F	758
Gorton	55-64	Year 8 or below	M	569
Gorton	55-64	Year 9	F	567
Gorton	55-64	Year 9	M	534
Gorton	55-64	Year 10	F	1540
Gorton	55-64	Year 10	M	1663
Gorton	55-64	Year 11	F	1513
Gorton	55-64	Year 11	M	1357
Gorton	55-64	Year 12	F	4361
Gorton	55-64	Year 12	M	4189
Gorton	65-74		F	409
Gorton	65-74		M	365
Gorton	65-74	Did not go to school	F	390
Gorton	65-74	Did not go to school	M	269
Gorton	65-74	Year 8 or below	F	1442
Gorton	65-74	Year 8 or below	M	1043
Gorton	65-74	Year 9	F	613
Gorton	65-74	Year 9	M	536
Gorton	65-74	Year 10	F	1171
Gorton	65-74	Year 10	M	1058
Gorton	65-74	Year 11	F	553
Gorton	65-74	Year 11	M	588
Gorton	65-74	Year 12	F	2230
Gorton	65-74	Year 12	M	2551
Gorton	75-84		F	252
Gorton	75-84		M	253
Gorton	75-84	Did not go to school	F	295
Gorton	75-84	Did not go to school	M	178
Gorton	75-84	Year 8 or below	F	1047
Gorton	75-84	Year 8 or below	M	859
Gorton	75-84	Year 9	F	257
Gorton	75-84	Year 9	M	249
Gorton	75-84	Year 10	F	403
Gorton	75-84	Year 10	M	397
Gorton	75-84	Year 11	F	143
Gorton	75-84	Year 11	M	123
Gorton	75-84	Year 12	F	604
Gorton	75-84	Year 12	M	873
Gorton	85+		F	128
Gorton	85+		M	87
Gorton	85+	Did not go to school	F	145
Gorton	85+	Did not go to school	M	72
Gorton	85+	Year 8 or below	F	411
Gorton	85+	Year 8 or below	M	233
Gorton	85+	Year 9	F	101
Gorton	85+	Year 9	M	73
Gorton	85+	Year 10	F	155
Gorton	85+	Year 10	M	92
Gorton	85+	Year 11	F	38
Gorton	85+	Year 11	M	31
Gorton	85+	Year 12	F	153
Gorton	85+	Year 12	M	137
Hawke	15-19		F	259
Hawke	15-19		M	274
Hawke	15-19	Did not go to school	F	8
Hawke	15-19	Did not go to school	M	4
Hawke	15-19	Year 8 or below	F	32
Hawke	15-19	Year 8 or below	M	49
Hawke	15-19	Year 9	F	68
Hawke	15-19	Year 9	M	125
Hawke	15-19	Year 10	F	190
Hawke	15-19	Year 10	M	393
Hawke	15-19	Year 11	F	179
Hawke	15-19	Year 11	M	322
Hawke	15-19	Year 12	F	1170
Hawke	15-19	Year 12	M	1033
Hawke	20-24		F	256
Hawke	20-24		M	276
Hawke	20-24	Did not go to school	F	14
Hawke	20-24	Did not go to school	M	18
Hawke	20-24	Year 8 or below	F	45
Hawke	20-24	Year 8 or below	M	60
Hawke	20-24	Year 9	F	78
Hawke	20-24	Year 9	M	142
Hawke	20-24	Year 10	F	347
Hawke	20-24	Year 10	M	575
Hawke	20-24	Year 11	F	377
Hawke	20-24	Year 11	M	562
Hawke	20-24	Year 12	F	3661
Hawke	20-24	Year 12	M	3419
Hawke	25-34		F	738
Hawke	25-34		M	760
Hawke	25-34	Did not go to school	F	70
Hawke	25-34	Did not go to school	M	89
Hawke	25-34	Year 8 or below	F	134
Hawke	25-34	Year 8 or below	M	212
Hawke	25-34	Year 9	F	273
Hawke	25-34	Year 9	M	501
Hawke	25-34	Year 10	F	1063
Hawke	25-34	Year 10	M	1632
Hawke	25-34	Year 11	F	998
Hawke	25-34	Year 11	M	1238
Hawke	25-34	Year 12	F	9623
Hawke	25-34	Year 12	M	7606
Hawke	35-44		F	670
Hawke	35-44		M	681
Hawke	35-44	Did not go to school	F	109
Hawke	35-44	Did not go to school	M	87
Hawke	35-44	Year 8 or below	F	183
Hawke	35-44	Year 8 or below	M	198
Hawke	35-44	Year 9	F	239
Hawke	35-44	Year 9	M	500
Hawke	35-44	Year 10	F	1118
Hawke	35-44	Year 10	M	1739
Hawke	35-44	Year 11	F	893
Hawke	35-44	Year 11	M	1219
Hawke	35-44	Year 12	F	9146
Hawke	35-44	Year 12	M	7613
Hawke	45-54		F	532
Hawke	45-54		M	565
Hawke	45-54	Did not go to school	F	124
Hawke	45-54	Did not go to school	M	95
Hawke	45-54	Year 8 or below	F	196
Hawke	45-54	Year 8 or below	M	248
Hawke	45-54	Year 9	F	427
Hawke	45-54	Year 9	M	600
Hawke	45-54	Year 10	F	1596
Hawke	45-54	Year 10	M	2039
Hawke	45-54	Year 11	F	1800
Hawke	45-54	Year 11	M	1941
Hawke	45-54	Year 12	F	5854
Hawke	45-54	Year 12	M	4591
Hawke	55-64		F	435
Hawke	55-64		M	475
Hawke	55-64	Did not go to school	F	111
Hawke	55-64	Did not go to school	M	80
Hawke	55-64	Year 8 or below	F	343
Hawke	55-64	Year 8 or below	M	337
Hawke	55-64	Year 9	F	720
Hawke	55-64	Year 9	M	745
Hawke	55-64	Year 10	F	1959
Hawke	55-64	Year 10	M	2118
Hawke	55-64	Year 11	F	2048
Hawke	55-64	Year 11	M	1766
Hawke	55-64	Year 12	F	3334
Hawke	55-64	Year 12	M	2715
Hawke	65-74		F	460
Hawke	65-74		M	409
Hawke	65-74	Did not go to school	F	110
Hawke	65-74	Did not go to school	M	78
Hawke	65-74	Year 8 or below	F	811
Hawke	65-74	Year 8 or below	M	622
Hawke	65-74	Year 9	F	902
Hawke	65-74	Year 9	M	795
Hawke	65-74	Year 10	F	1831
Hawke	65-74	Year 10	M	1533
Hawke	65-74	Year 11	F	1098
Hawke	65-74	Year 11	M	953
Hawke	65-74	Year 12	F	1866
Hawke	65-74	Year 12	M	2067
Hawke	75-84		F	352
Hawke	75-84		M	270
Hawke	75-84	Did not go to school	F	101
Hawke	75-84	Did not go to school	M	69
Hawke	75-84	Year 8 or below	F	670
Hawke	75-84	Year 8 or below	M	565
Hawke	75-84	Year 9	F	415
Hawke	75-84	Year 9	M	393
Hawke	75-84	Year 10	F	687
Hawke	75-84	Year 10	M	595
Hawke	75-84	Year 11	F	268
Hawke	75-84	Year 11	M	229
Hawke	75-84	Year 12	F	639
Hawke	75-84	Year 12	M	715
Hawke	85+		F	148
Hawke	85+		M	86
Hawke	85+	Did not go to school	F	31
Hawke	85+	Did not go to school	M	15
Hawke	85+	Year 8 or below	F	376
Hawke	85+	Year 8 or below	M	180
Hawke	85+	Year 9	F	151
Hawke	85+	Year 9	M	86
Hawke	85+	Year 10	F	234
Hawke	85+	Year 10	M	118
Hawke	85+	Year 11	F	56
Hawke	85+	Year 11	M	33
Hawke	85+	Year 12	F	203
Hawke	85+	Year 12	M	180
Higgins	15-19		F	108
Higgins	15-19		M	107
Higgins	15-19	Year 8 or below	M	14
Higgins	15-19	Year 9	F	13
Higgins	15-19	Year 9	M	23
Higgins	15-19	Year 10	F	37
Higgins	15-19	Year 10	M	52
Higgins	15-19	Year 11	F	39
Higgins	15-19	Year 11	M	55
Higgins	15-19	Year 12	F	1126
Higgins	15-19	Year 12	M	983
Higgins	20-24		F	272
Higgins	20-24		M	200
Higgins	20-24	Did not go to school	F	7
Higgins	20-24	Did not go to school	M	10
Higgins	20-24	Year 8 or below	F	6
Higgins	20-24	Year 8 or below	M	9
Higgins	20-24	Year 9	F	11
Higgins	20-24	Year 9	M	14
Higgins	20-24	Year 10	F	60
Higgins	20-24	Year 10	M	102
Higgins	20-24	Year 11	F	116
Higgins	20-24	Year 11	M	130
Higgins	20-24	Year 12	F	5771
Higgins	20-24	Year 12	M	4977
Higgins	25-34		F	774
Higgins	25-34		M	765
Higgins	25-34	Did not go to school	F	35
Higgins	25-34	Did not go to school	M	44
Higgins	25-34	Year 8 or below	F	26
Higgins	25-34	Year 8 or below	M	37
Higgins	25-34	Year 9	F	46
Higgins	25-34	Year 9	M	58
Higgins	25-34	Year 10	F	216
Higgins	25-34	Year 10	M	339
Higgins	25-34	Year 11	F	313
Higgins	25-34	Year 11	M	429
Higgins	25-34	Year 12	F	14901
Higgins	25-34	Year 12	M	13638
Higgins	35-44		F	460
Higgins	35-44		M	490
Higgins	35-44	Did not go to school	F	38
Higgins	35-44	Did not go to school	M	21
Higgins	35-44	Year 8 or below	F	27
Higgins	35-44	Year 8 or below	M	36
Higgins	35-44	Year 9	F	30
Higgins	35-44	Year 9	M	48
Higgins	35-44	Year 10	F	177
Higgins	35-44	Year 10	M	331
Higgins	35-44	Year 11	F	207
Higgins	35-44	Year 11	M	303
Higgins	35-44	Year 12	F	10317
Higgins	35-44	Year 12	M	9856
Higgins	45-54		F	381
Higgins	45-54		M	389
Higgins	45-54	Did not go to school	F	39
Higgins	45-54	Did not go to school	M	21
Higgins	45-54	Year 8 or below	F	49
Higgins	45-54	Year 8 or below	M	46
Higgins	45-54	Year 9	F	57
Higgins	45-54	Year 9	M	114
Higgins	45-54	Year 10	F	282
Higgins	45-54	Year 10	M	396
Higgins	45-54	Year 11	F	462
Higgins	45-54	Year 11	M	603
Higgins	45-54	Year 12	F	8891
Higgins	45-54	Year 12	M	7792
Higgins	55-64		F	341
Higgins	55-64		M	324
Higgins	55-64	Did not go to school	F	51
Higgins	55-64	Did not go to school	M	34
Higgins	55-64	Year 8 or below	F	95
Higgins	55-64	Year 8 or below	M	83
Higgins	55-64	Year 9	F	114
Higgins	55-64	Year 9	M	129
Higgins	55-64	Year 10	F	506
Higgins	55-64	Year 10	M	506
Higgins	55-64	Year 11	F	863
Higgins	55-64	Year 11	M	725
Higgins	55-64	Year 12	F	6650
Higgins	55-64	Year 12	M	6088
Higgins	65-74		F	404
Higgins	65-74		M	325
Higgins	65-74	Did not go to school	F	49
Higgins	65-74	Did not go to school	M	39
Higgins	65-74	Year 8 or below	F	275
Higgins	65-74	Year 8 or below	M	170
Higgins	65-74	Year 9	F	194
Higgins	65-74	Year 9	M	156
Higgins	65-74	Year 10	F	743
Higgins	65-74	Year 10	M	438
Higgins	65-74	Year 11	F	801
Higgins	65-74	Year 11	M	506
Higgins	65-74	Year 12	F	4708
Higgins	65-74	Year 12	M	4378
Higgins	75-84		F	403
Higgins	75-84		M	302
Higgins	75-84	Did not go to school	F	142
Higgins	75-84	Did not go to school	M	60
Higgins	75-84	Year 8 or below	F	600
Higgins	75-84	Year 8 or below	M	368
Higgins	75-84	Year 9	F	230
Higgins	75-84	Year 9	M	177
Higgins	75-84	Year 10	F	588
Higgins	75-84	Year 10	M	358
Higgins	75-84	Year 11	F	576
Higgins	75-84	Year 11	M	335
Higgins	75-84	Year 12	F	2216
Higgins	75-84	Year 12	M	2236
Higgins	85+		F	388
Higgins	85+		M	182
Higgins	85+	Did not go to school	F	86
Higgins	85+	Did not go to school	M	45
Higgins	85+	Year 8 or below	F	399
Higgins	85+	Year 8 or below	M	236
Higgins	85+	Year 9	F	151
Higgins	85+	Year 9	M	80
Higgins	85+	Year 10	F	283
Higgins	85+	Year 10	M	143
Higgins	85+	Year 11	F	263
Higgins	85+	Year 11	M	89
Higgins	85+	Year 12	F	864
Higgins	85+	Year 12	M	672
Holt	15-19		F	243
Holt	15-19		M	249
Holt	15-19	Did not go to school	F	7
Holt	15-19	Did not go to school	M	12
Holt	15-19	Year 8 or below	F	26
Holt	15-19	Year 8 or below	M	66
Holt	15-19	Year 9	F	65
Holt	15-19	Year 9	M	117
Holt	15-19	Year 10	F	196
Holt	15-19	Year 10	M	338
Holt	15-19	Year 11	F	187
Holt	15-19	Year 11	M	265
Holt	15-19	Year 12	F	1382
Holt	15-19	Year 12	M	1224
Holt	20-24		F	306
Holt	20-24		M	342
Holt	20-24	Did not go to school	F	62
Holt	20-24	Did not go to school	M	49
Holt	20-24	Year 8 or below	F	39
Holt	20-24	Year 8 or below	M	64
Holt	20-24	Year 9	F	77
Holt	20-24	Year 9	M	161
Holt	20-24	Year 10	F	362
Holt	20-24	Year 10	M	572
Holt	20-24	Year 11	F	398
Holt	20-24	Year 11	M	501
Holt	20-24	Year 12	F	4918
Holt	20-24	Year 12	M	4647
Holt	25-34		F	887
Holt	25-34		M	870
Holt	25-34	Did not go to school	F	304
Holt	25-34	Did not go to school	M	318
Holt	25-34	Year 8 or below	F	285
Holt	25-34	Year 8 or below	M	278
Holt	25-34	Year 9	F	263
Holt	25-34	Year 9	M	447
Holt	25-34	Year 10	F	1143
Holt	25-34	Year 10	M	1620
Holt	25-34	Year 11	F	967
Holt	25-34	Year 11	M	1296
Holt	25-34	Year 12	F	12093
Holt	25-34	Year 12	M	9855
Holt	35-44		F	699
Holt	35-44		M	790
Holt	35-44	Did not go to school	F	471
Holt	35-44	Did not go to school	M	347
Holt	35-44	Year 8 or below	F	347
Holt	35-44	Year 8 or below	M	450
Holt	35-44	Year 9	F	302
Holt	35-44	Year 9	M	480
Holt	35-44	Year 10	F	1139
Holt	35-44	Year 10	M	1791
Holt	35-44	Year 11	F	848
Holt	35-44	Year 11	M	1128
Holt	35-44	Year 12	F	11586
Holt	35-44	Year 12	M	10850
Holt	45-54		F	511
Holt	45-54		M	549
Holt	45-54	Did not go to school	F	460
Holt	45-54	Did not go to school	M	353
Holt	45-54	Year 8 or below	F	380
Holt	45-54	Year 8 or below	M	385
Holt	45-54	Year 9	F	506
Holt	45-54	Year 9	M	634
Holt	45-54	Year 10	F	1596
Holt	45-54	Year 10	M	1891
Holt	45-54	Year 11	F	1418
Holt	45-54	Year 11	M	1516
Holt	45-54	Year 12	F	6120
Holt	45-54	Year 12	M	5662
Holt	55-64		F	409
Holt	55-64		M	456
Holt	55-64	Did not go to school	F	338
Holt	55-64	Did not go to school	M	264
Holt	55-64	Year 8 or below	F	476
Holt	55-64	Year 8 or below	M	398
Holt	55-64	Year 9	F	666
Holt	55-64	Year 9	M	691
Holt	55-64	Year 10	F	1755
Holt	55-64	Year 10	M	1928
Holt	55-64	Year 11	F	1386
Holt	55-64	Year 11	M	1300
