CED_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Banks	GRC	1980	240
Banks	GRC	1990	68
Banks	GRC	2000	65
Banks	GRC	2010	47
Banks	GRC	2015	122
Banks	GRC	2016	16
Banks	GRC	2017	13
Banks	GRC	2018	7
Banks	GRC	2019	11
Banks	GRC	2020	5
Banks	HKG		54
Banks	HKG	1951	4
Banks	HKG	1960	17
Banks	HKG	1970	39
Banks	HKG	1980	311
Banks	HKG	1990	897
Banks	HKG	2000	991
Banks	HKG	2010	365
Banks	HKG	2015	148
Banks	HKG	2016	45
Banks	HKG	2017	38
Banks	HKG	2018	29
Banks	HKG	2019	28
Banks	HKG	2020	18
Banks	HKG	2021	8
Banks	HRV		9
Banks	HRV	1960	64
Banks	HRV	1970	304
Banks	HRV	1980	102
Banks	HRV	1990	46
Banks	HRV	2000	64
Banks	HRV	2010	15
Banks	HRV	2015	17
Banks	HRV	2019	5
Banks	IDN		28
Banks	IDN	1960	4
Banks	IDN	1970	13
Banks	IDN	1980	67
Banks	IDN	1990	241
Banks	IDN	2000	505
Banks	IDN	2010	549
Banks	IDN	2015	146
Banks	IDN	2016	36
Banks	IDN	2017	14
Banks	IDN	2018	31
Banks	IDN	2019	23
Banks	IDN	2020	25
Banks	IDN	2021	3
Banks	IND		37
Banks	IND	1960	3
Banks	IND	1970	48
Banks	IND	1980	84
Banks	IND	1990	213
Banks	IND	2000	388
Banks	IND	2010	628
Banks	IND	2015	326
Banks	IND	2016	70
Banks	IND	2017	70
Banks	IND	2018	112
Banks	IND	2019	99
Banks	IND	2020	18
Banks	IND	2021	9
Banks	IRL		8
Banks	IRL	1951	4
Banks	IRL	1960	14
Banks	IRL	1970	38
Banks	IRL	1980	45
Banks	IRL	1990	64
Banks	IRL	2000	40
Banks	IRL	2010	78
Banks	IRL	2015	67
Banks	IRL	2016	5
Banks	IRL	2017	3
Banks	IRL	2018	12
Banks	IRL	2021	5
Banks	IRN		4
Banks	IRN	1980	5
Banks	IRN	1990	22
Banks	IRN	2000	52
Banks	IRN	2010	28
Banks	IRN	2015	60
Banks	IRN	2016	7
Banks	IRN	2017	10
Banks	IRN	2018	12
Banks	IRN	2019	5
Banks	IRN	2020	4
Banks	IRN	2021	3
Banks	IRQ	1970	9
Banks	IRQ	1980	9
Banks	IRQ	1990	4
Banks	IRQ	2000	79
Banks	IRQ	2010	68
Banks	IRQ	2015	26
Banks	IRQ	2016	4
Banks	IRQ	2017	4
Banks	ITA		43
Banks	ITA	1951	40
Banks	ITA	1960	272
Banks	ITA	1970	340
Banks	ITA	1980	105
Banks	ITA	1990	34
Banks	ITA	2000	12
Banks	ITA	2010	37
Banks	ITA	2015	46
Banks	ITA	2016	4
Banks	ITA	2018	3
Banks	ITA	2019	5
Banks	JPN		7
Banks	JPN	1970	3
Banks	JPN	1980	17
Banks	JPN	1990	47
Banks	JPN	2000	69
Banks	JPN	2010	98
Banks	JPN	2015	40
Banks	JPN	2016	9
Banks	JPN	2017	11
Banks	JPN	2018	3
Banks	JPN	2019	5
Banks	JPN	2020	9
Banks	KOR		4
Banks	KOR	1970	5
Banks	KOR	1980	47
Banks	KOR	1990	97
Banks	KOR	2000	105
Banks	KOR	2010	159
Banks	KOR	2015	54
Banks	KOR	2016	10
Banks	KOR	2018	13
Banks	KOR	2019	9
Banks	LBN		98
Banks	LBN	1951	10
Banks	LBN	1960	68
Banks	LBN	1970	344
Banks	LBN	1980	718
Banks	LBN	1990	625
Banks	LBN	2000	348
Banks	LBN	2010	359
Banks	LBN	2015	157
Banks	LBN	2016	30
Banks	LBN	2017	43
Banks	LBN	2018	26
Banks	LBN	2019	39
Banks	LBN	2020	19
Banks	LBN	2021	5
Banks	LKA		11
Banks	LKA	1960	3
Banks	LKA	1970	15
Banks	LKA	1980	24
Banks	LKA	1990	58
Banks	LKA	2000	56
Banks	LKA	2010	52
Banks	LKA	2015	32
Banks	LKA	2016	4
Banks	LKA	2017	9
Banks	LKA	2018	5
Banks	LKA	2019	8
Banks	LKA	2020	6
Banks	MKD		30
Banks	MKD	1960	16
Banks	MKD	1970	488
Banks	MKD	1980	434
Banks	MKD	1990	230
Banks	MKD	2000	186
Banks	MKD	2010	109
Banks	MKD	2015	56
Banks	MKD	2016	13
Banks	MKD	2017	13
Banks	MKD	2018	6
Banks	MKD	2019	8
Banks	MKD	2020	3
Banks	MYS		32
Banks	MYS	1960	13
Banks	MYS	1970	41
Banks	MYS	1980	120
Banks	MYS	1990	325
Banks	MYS	2000	193
Banks	MYS	2010	254
Banks	MYS	2015	150
Banks	MYS	2016	34
Banks	MYS	2017	61
Banks	MYS	2018	50
Banks	MYS	2019	30
Banks	MYS	2020	13
Banks	MYS	2021	15
Banks	NLD		4
Banks	NLD	1951	11
Banks	NLD	1960	28
Banks	NLD	1970	13
Banks	NLD	1980	3
Banks	NLD	1990	14
Banks	NLD	2000	4
Banks	NLD	2010	19
Banks	NLD	2015	7
Banks	NLD	2018	4
Banks	NPL		72
Banks	NPL	1990	13
Banks	NPL	2000	101
Banks	NPL	2010	863
Banks	NPL	2015	803
Banks	NPL	2016	398
Banks	NPL	2017	779
Banks	NPL	2018	1176
Banks	NPL	2019	956
Banks	NPL	2020	228
Banks	NPL	2021	13
Banks	NZL		68
Banks	NZL	1951	3
Banks	NZL	1960	21
Banks	NZL	1970	83
Banks	NZL	1980	237
Banks	NZL	1990	412
Banks	NZL	2000	519
Banks	NZL	2010	516
Banks	NZL	2015	263
Banks	NZL	2016	45
Banks	NZL	2017	45
Banks	NZL	2018	38
Banks	NZL	2019	34
Banks	NZL	2020	16
Banks	NZL	2021	17
Banks	PAK		10
Banks	PAK	1970	3
Banks	PAK	1980	7
Banks	PAK	1990	34
Banks	PAK	2000	48
Banks	PAK	2010	103
Banks	PAK	2015	132
Banks	PAK	2016	31
Banks	PAK	2017	41
Banks	PAK	2018	50
Banks	PAK	2019	38
Banks	PAK	2020	30
Banks	PAK	2021	3
Banks	PHL		50
Banks	PHL	1970	19
Banks	PHL	1980	122
Banks	PHL	1990	499
Banks	PHL	2000	417
Banks	PHL	2010	562
Banks	PHL	2015	485
Banks	PHL	2016	117
Banks	PHL	2017	131
Banks	PHL	2018	166
Banks	PHL	2019	196
Banks	PHL	2020	46
Banks	PHL	2021	8
Banks	POL		9
Banks	POL	1951	5
Banks	POL	1960	10
Banks	POL	1970	14
Banks	POL	1980	24
Banks	POL	1990	90
Banks	POL	2000	37
Banks	POL	2010	44
Banks	POL	2015	34
Banks	POL	2016	9
Banks	POL	2018	7
Banks	POL	2019	8
Banks	SGP		3
Banks	SGP	1960	3
Banks	SGP	1970	23
Banks	SGP	1980	31
Banks	SGP	1990	70
Banks	SGP	2000	49
Banks	SGP	2010	70
Banks	SGP	2015	36
Banks	SGP	2016	3
Banks	SGP	2017	11
Banks	SGP	2018	4
Banks	SGP	2019	9
Banks	SGP	2020	3
Banks	THA		26
Banks	THA	1970	3
Banks	THA	1980	20
Banks	THA	1990	83
Banks	THA	2000	113
Banks	THA	2010	240
Banks	THA	2015	149
Banks	THA	2016	38
Banks	THA	2017	26
Banks	THA	2018	17
Banks	THA	2019	20
Banks	THA	2020	8
Banks	TWN		11
Banks	TWN	1980	9
Banks	TWN	1990	62
Banks	TWN	2000	81
Banks	TWN	2010	80
Banks	TWN	2015	92
Banks	TWN	2016	17
Banks	TWN	2017	22
Banks	TWN	2018	22
Banks	TWN	2019	10
Banks	TWN	2020	4
Banks	USA		12
Banks	USA	1951	4
Banks	USA	1970	12
Banks	USA	1980	36
Banks	USA	1990	36
Banks	USA	2000	64
Banks	USA	2010	91
Banks	USA	2015	86
Banks	USA	2016	17
Banks	USA	2017	11
Banks	USA	2018	20
Banks	USA	2019	8
Banks	USA	2020	5
Banks	USA	2021	4
Banks	VNM		99
Banks	VNM	1970	9
Banks	VNM	1980	431
Banks	VNM	1990	975
Banks	VNM	2000	532
Banks	VNM	2010	426
Banks	VNM	2015	303
Banks	VNM	2016	76
Banks	VNM	2017	87
Banks	VNM	2018	50
Banks	VNM	2019	66
Banks	VNM	2020	42
Banks	VNM	2021	18
Banks	ZAF		3
Banks	ZAF	1970	14
Banks	ZAF	1980	61
Banks	ZAF	1990	124
Banks	ZAF	2000	104
Banks	ZAF	2010	101
Banks	ZAF	2015	45
Banks	ZAF	2016	7
Banks	ZAF	2017	3
Banks	ZAF	2018	22
Banks	ZAF	2019	4
Banks	ZAF	2020	7
Barton			405
Barton		1951	101
Barton		1960	359
Barton		1970	1048
Barton		1980	1796
Barton		1990	1630
Barton		2000	1631
Barton		2010	1711
Barton		2015	1576
Barton		2016	762
Barton		2017	955
Barton		2018	1101
Barton		2019	1226
Barton		2020	294
Barton		2021	34
Barton	AFG	1990	5
Barton	AFG	2000	14
Barton	AFG	2010	8
Barton	AFG	2015	4
Barton	AFG	2016	3
Barton	BGD		36
Barton	BGD	1980	10
Barton	BGD	1990	29
Barton	BGD	2000	159
Barton	BGD	2010	700
Barton	BGD	2015	477
Barton	BGD	2016	88
Barton	BGD	2017	132
Barton	BGD	2018	111
Barton	BGD	2019	100
Barton	BGD	2020	39
Barton	BGD	2021	23
Barton	CAN		4
Barton	CAN	1960	4
Barton	CAN	1970	8
Barton	CAN	1980	22
Barton	CAN	1990	40
Barton	CAN	2000	22
Barton	CAN	2010	41
Barton	CAN	2015	43
Barton	CAN	2016	13
Barton	CAN	2017	10
Barton	CAN	2019	13
Barton	CAN	2020	7
Barton	CHN		482
Barton	CHN	1951	15
Barton	CHN	1960	79
Barton	CHN	1970	101
Barton	CHN	1980	277
Barton	CHN	1990	2661
Barton	CHN	2000	3270
Barton	CHN	2010	5098
Barton	CHN	2015	2931
Barton	CHN	2016	634
Barton	CHN	2017	682
Barton	CHN	2018	584
Barton	CHN	2019	658
Barton	CHN	2020	195
Barton	CHN	2021	38
Barton	DEU		18
Barton	DEU	1951	23
Barton	DEU	1960	25
Barton	DEU	1970	39
Barton	DEU	1980	32
Barton	DEU	1990	44
Barton	DEU	2000	30
Barton	DEU	2010	64
Barton	DEU	2015	32
Barton	DEU	2016	9
Barton	DEU	2017	11
Barton	DEU	2018	7
Barton	DEU	2019	12
Barton	EGY		68
Barton	EGY	1951	19
Barton	EGY	1960	90
Barton	EGY	1970	235
Barton	EGY	1980	211
Barton	EGY	1990	153
Barton	EGY	2000	193
Barton	EGY	2010	110
Barton	EGY	2015	84
Barton	EGY	2016	7
Barton	EGY	2017	11
Barton	EGY	2018	18
Barton	EGY	2019	20
Barton	EGY	2020	3
Barton	FJI		21
Barton	FJI	1960	4
Barton	FJI	1970	18
Barton	FJI	1980	99
Barton	FJI	1990	270
Barton	FJI	2000	198
Barton	FJI	2010	126
Barton	FJI	2015	67
Barton	FJI	2016	23
Barton	FJI	2017	21
Barton	FJI	2018	11
Barton	FJI	2019	12
Barton	FJI	2020	4
Barton	GBR		99
Barton	GBR	1951	40
Barton	GBR	1960	115
Barton	GBR	1970	424
Barton	GBR	1980	288
Barton	GBR	1990	329
Barton	GBR	2000	301
Barton	GBR	2010	541
Barton	GBR	2015	376
Barton	GBR	2016	84
Barton	GBR	2017	74
Barton	GBR	2018	60
Barton	GBR	2019	50
Barton	GBR	2020	27
Barton	GBR	2021	10
Barton	GRC		354
Barton	GRC	1951	41
Barton	GRC	1960	1025
Barton	GRC	1970	2792
Barton	GRC	1980	635
Barton	GRC	1990	166
Barton	GRC	2000	72
Barton	GRC	2010	59
Barton	GRC	2015	188
Barton	GRC	2016	27
Barton	GRC	2017	25
Barton	GRC	2018	18
Barton	GRC	2019	15
Barton	GRC	2020	7
Barton	HKG		44
Barton	HKG	1960	19
Barton	HKG	1970	48
Barton	HKG	1980	298
Barton	HKG	1990	716
Barton	HKG	2000	765
Barton	HKG	2010	339
Barton	HKG	2015	218
Barton	HKG	2016	62
Barton	HKG	2017	59
Barton	HKG	2018	45
Barton	HKG	2019	58
Barton	HKG	2020	26
Barton	HKG	2021	9
Barton	HRV		23
Barton	HRV	1951	6
Barton	HRV	1960	54
Barton	HRV	1970	222
Barton	HRV	1980	63
Barton	HRV	1990	32
Barton	HRV	2000	64
Barton	HRV	2010	17
Barton	HRV	2015	6
Barton	IDN		49
Barton	IDN	1960	5
Barton	IDN	1970	17
Barton	IDN	1980	108
Barton	IDN	1990	315
Barton	IDN	2000	548
Barton	IDN	2010	766
Barton	IDN	2015	309
Barton	IDN	2016	89
Barton	IDN	2017	78
Barton	IDN	2018	91
Barton	IDN	2019	93
Barton	IDN	2020	31
Barton	IDN	2021	4
Barton	IND		44
Barton	IND	1951	4
Barton	IND	1970	56
Barton	IND	1980	63
Barton	IND	1990	133
Barton	IND	2000	205
Barton	IND	2010	624
Barton	IND	2015	643
Barton	IND	2016	253
Barton	IND	2017	238
Barton	IND	2018	294
Barton	IND	2019	313
Barton	IND	2020	112
Barton	IND	2021	29
Barton	IRL		10
Barton	IRL	1960	8
Barton	IRL	1970	26
Barton	IRL	1980	26
Barton	IRL	1990	77
Barton	IRL	2000	65
Barton	IRL	2010	138
Barton	IRL	2015	138
Barton	IRL	2016	7
Barton	IRL	2017	13
Barton	IRL	2018	21
Barton	IRL	2019	21
Barton	IRL	2020	8
Barton	IRN		5
Barton	IRN	1970	5
Barton	IRN	1980	15
Barton	IRN	1990	18
Barton	IRN	2000	37
Barton	IRN	2010	67
Barton	IRN	2015	76
Barton	IRN	2016	14
Barton	IRN	2017	9
Barton	IRN	2018	9
Barton	IRN	2019	9
Barton	IRN	2020	4
Barton	IRN	2021	3
Barton	IRQ		5
Barton	IRQ	1970	5
Barton	IRQ	1980	11
Barton	IRQ	1990	15
Barton	IRQ	2000	55
Barton	IRQ	2010	48
Barton	IRQ	2015	38
Barton	IRQ	2016	6
Barton	IRQ	2017	7
Barton	IRQ	2018	6
Barton	IRQ	2019	7
Barton	IRQ	2020	4
Barton	ITA		150
Barton	ITA	1951	40
Barton	ITA	1960	559
Barton	ITA	1970	729
Barton	ITA	1980	122
Barton	ITA	1990	38
Barton	ITA	2000	54
Barton	ITA	2010	95
Barton	ITA	2015	146
Barton	ITA	2016	29
Barton	ITA	2017	15
Barton	ITA	2018	23
Barton	ITA	2019	13
Barton	ITA	2021	4
Barton	JPN		13
Barton	JPN	1980	14
Barton	JPN	1990	66
Barton	JPN	2000	119
Barton	JPN	2010	137
Barton	JPN	2015	83
Barton	JPN	2016	26
Barton	JPN	2017	12
Barton	JPN	2018	25
Barton	JPN	2019	21
Barton	JPN	2020	6
Barton	JPN	2021	5
Barton	KOR		17
Barton	KOR	1980	48
Barton	KOR	1990	109
Barton	KOR	2000	128
Barton	KOR	2010	220
Barton	KOR	2015	121
Barton	KOR	2016	28
Barton	KOR	2017	15
Barton	KOR	2018	38
Barton	KOR	2019	22
Barton	KOR	2020	5
Barton	KOR	2021	4
Barton	LBN		139
Barton	LBN	1951	3
Barton	LBN	1960	99
Barton	LBN	1970	496
Barton	LBN	1980	1178
Barton	LBN	1990	983
Barton	LBN	2000	560
Barton	LBN	2010	454
Barton	LBN	2015	214
Barton	LBN	2016	34
Barton	LBN	2017	47
Barton	LBN	2018	59
Barton	LBN	2019	46
Barton	LBN	2020	39
Barton	LBN	2021	24
Barton	LKA		11
Barton	LKA	1970	6
Barton	LKA	1980	24
Barton	LKA	1990	54
Barton	LKA	2000	32
Barton	LKA	2010	49
Barton	LKA	2015	33
Barton	LKA	2016	12
Barton	LKA	2017	10
Barton	LKA	2018	18
Barton	LKA	2019	17
Barton	LKA	2020	6
Barton	LKA	2021	4
Barton	MKD		121
Barton	MKD	1960	63
Barton	MKD	1970	1107
Barton	MKD	1980	929
Barton	MKD	1990	363
Barton	MKD	2000	282
Barton	MKD	2010	202
Barton	MKD	2015	68
Barton	MKD	2016	19
Barton	MKD	2017	9
Barton	MKD	2018	13
Barton	MKD	2019	18
Barton	MKD	2020	10
Barton	MYS		36
Barton	MYS	1960	7
Barton	MYS	1970	38
Barton	MYS	1980	122
Barton	MYS	1990	310
Barton	MYS	2000	150
Barton	MYS	2010	291
Barton	MYS	2015	203
Barton	MYS	2016	70
Barton	MYS	2017	96
Barton	MYS	2018	86
Barton	MYS	2019	88
Barton	MYS	2020	28
Barton	MYS	2021	4
Barton	NLD		6
Barton	NLD	1951	9
Barton	NLD	1960	19
Barton	NLD	1970	17
Barton	NLD	1980	7
Barton	NLD	1990	11
Barton	NLD	2000	8
Barton	NLD	2010	20
Barton	NLD	2015	10
Barton	NLD	2017	3
Barton	NLD	2019	3
Barton	NLD	2020	4
Barton	NPL		166
Barton	NPL	1980	3
Barton	NPL	1990	4
Barton	NPL	2000	86
Barton	NPL	2010	1216
Barton	NPL	2015	1200
Barton	NPL	2016	645
Barton	NPL	2017	1179
Barton	NPL	2018	1972
Barton	NPL	2019	1739
Barton	NPL	2020	388
Barton	NPL	2021	23
Barton	NZL		94
Barton	NZL	1951	3
Barton	NZL	1960	15
Barton	NZL	1970	65
Barton	NZL	1980	221
Barton	NZL	1990	438
Barton	NZL	2000	544
Barton	NZL	2010	516
Barton	NZL	2015	255
Barton	NZL	2016	42
Barton	NZL	2017	40
Barton	NZL	2018	44
Barton	NZL	2019	39
Barton	NZL	2020	9
Barton	NZL	2021	23
Barton	PAK		5
Barton	PAK	1970	5
Barton	PAK	1980	8
Barton	PAK	1990	34
Barton	PAK	2000	40
Barton	PAK	2010	73
Barton	PAK	2015	107
Barton	PAK	2016	22
Barton	PAK	2017	28
Barton	PAK	2018	38
Barton	PAK	2019	42
Barton	PAK	2020	23
Barton	PAK	2021	7
Barton	PHL		77
Barton	PHL	1960	4
Barton	PHL	1970	33
Barton	PHL	1980	154
Barton	PHL	1990	605
Barton	PHL	2000	481
Barton	PHL	2010	670
Barton	PHL	2015	607
Barton	PHL	2016	193
Barton	PHL	2017	166
Barton	PHL	2018	237
Barton	PHL	2019	299
Barton	PHL	2020	91
Barton	PHL	2021	16
Barton	POL		9
Barton	POL	1951	5
Barton	POL	1960	5
Barton	POL	1970	10
Barton	POL	1980	16
Barton	POL	1990	89
Barton	POL	2000	38
Barton	POL	2010	69
Barton	POL	2015	72
Barton	POL	2016	24
Barton	POL	2017	17
Barton	POL	2018	16
Barton	POL	2019	8
Barton	POL	2020	4
Barton	SGP		10
Barton	SGP	1970	10
Barton	SGP	1980	37
Barton	SGP	1990	80
Barton	SGP	2000	73
Barton	SGP	2010	134
Barton	SGP	2015	78
Barton	SGP	2016	17
Barton	SGP	2017	20
Barton	SGP	2018	16
Barton	SGP	2019	16
Barton	SGP	2020	7
Barton	SGP	2021	8
Barton	THA		60
Barton	THA	1970	4
Barton	THA	1980	17
Barton	THA	1990	115
Barton	THA	2000	198
Barton	THA	2010	525
Barton	THA	2015	317
Barton	THA	2016	91
Barton	THA	2017	59
Barton	THA	2018	45
Barton	THA	2019	65
Barton	THA	2020	15
Barton	THA	2021	3
Barton	TWN		13
Barton	TWN	1980	8
Barton	TWN	1990	84
Barton	TWN	2000	122
Barton	TWN	2010	125
Barton	TWN	2015	132
Barton	TWN	2016	41
Barton	TWN	2017	29
Barton	TWN	2018	19
Barton	TWN	2019	26
Barton	TWN	2020	11
Barton	USA		16
Barton	USA	1951	5
Barton	USA	1970	17
Barton	USA	1980	32
Barton	USA	1990	50
Barton	USA	2000	71
Barton	USA	2010	127
Barton	USA	2015	117
Barton	USA	2016	31
Barton	USA	2017	37
Barton	USA	2018	22
Barton	USA	2019	33
Barton	USA	2020	17
Barton	USA	2021	11
Barton	VNM		119
Barton	VNM	1970	5
Barton	VNM	1980	457
Barton	VNM	1990	827
Barton	VNM	2000	485
Barton	VNM	2010	425
Barton	VNM	2015	378
Barton	VNM	2016	125
Barton	VNM	2017	151
Barton	VNM	2018	142
Barton	VNM	2019	157
Barton	VNM	2020	66
Barton	VNM	2021	10
Barton	ZAF		10
Barton	ZAF	1960	7
Barton	ZAF	1970	17
Barton	ZAF	1980	48
Barton	ZAF	1990	85
Barton	ZAF	2000	60
Barton	ZAF	2010	87
Barton	ZAF	2015	43
Barton	ZAF	2016	12
Barton	ZAF	2017	20
Barton	ZAF	2018	15
Barton	ZAF	2019	6
Barton	ZAF	2020	3
Bennelong			148
Bennelong		1951	95
Bennelong		1960	196
Bennelong		1970	561
Bennelong		1980	898
Bennelong		1990	1164
Bennelong		2000	1198
Bennelong		2010	1388
Bennelong		2015	1274
Bennelong		2016	486
Bennelong		2017	544
Bennelong		2018	533
Bennelong		2019	517
Bennelong		2020	242
Bennelong		2021	41
Bennelong	AFG		8
Bennelong	AFG	1980	7
Bennelong	AFG	1990	76
Bennelong	AFG	2000	158
Bennelong	AFG	2010	72
Bennelong	AFG	2015	23
Bennelong	AFG	2016	3
Bennelong	AFG	2017	5
Bennelong	AFG	2019	4
Bennelong	AFG	2020	4
Bennelong	AFG	2021	5
Bennelong	BGD		3
Bennelong	BGD	1980	8
Bennelong	BGD	1990	21
Bennelong	BGD	2000	51
Bennelong	BGD	2010	153
Bennelong	BGD	2015	166
Bennelong	BGD	2016	58
Bennelong	BGD	2017	115
Bennelong	BGD	2018	85
Bennelong	BGD	2019	119
Bennelong	BGD	2020	62
Bennelong	BGD	2021	5
Bennelong	CAN		3
Bennelong	CAN	1960	4
Bennelong	CAN	1970	22
Bennelong	CAN	1980	42
Bennelong	CAN	1990	44
Bennelong	CAN	2000	41
Bennelong	CAN	2010	69
Bennelong	CAN	2015	39
Bennelong	CAN	2016	15
Bennelong	CAN	2017	8
Bennelong	CAN	2018	4
Bennelong	CAN	2019	16
Bennelong	CAN	2020	4
Bennelong	CHN		450
Bennelong	CHN	1951	32
Bennelong	CHN	1960	76
Bennelong	CHN	1970	96
Bennelong	CHN	1980	220
Bennelong	CHN	1990	2504
Bennelong	CHN	2000	3793
Bennelong	CHN	2010	8863
Bennelong	CHN	2015	5102
Bennelong	CHN	2016	1219
Bennelong	CHN	2017	1075
Bennelong	CHN	2018	1015
Bennelong	CHN	2019	1282
Bennelong	CHN	2020	437
Bennelong	CHN	2021	87
Bennelong	DEU		8
Bennelong	DEU	1951	56
Bennelong	DEU	1960	67
Bennelong	DEU	1970	57
Bennelong	DEU	1980	25
Bennelong	DEU	1990	51
Bennelong	DEU	2000	48
Bennelong	DEU	2010	82
Bennelong	DEU	2015	44
Bennelong	DEU	2016	11
Bennelong	DEU	2017	19
Bennelong	DEU	2018	13
Bennelong	DEU	2019	18
Bennelong	DEU	2020	7
Bennelong	EGY		17
Bennelong	EGY	1951	6
Bennelong	EGY	1960	34
Bennelong	EGY	1970	91
Bennelong	EGY	1980	64
Bennelong	EGY	1990	76
Bennelong	EGY	2000	55
Bennelong	EGY	2010	44
Bennelong	EGY	2015	44
Bennelong	EGY	2016	17
Bennelong	EGY	2017	48
Bennelong	EGY	2018	18
Bennelong	EGY	2019	25
Bennelong	EGY	2020	22
Bennelong	FJI		14
Bennelong	FJI	1951	5
Bennelong	FJI	1960	13
Bennelong	FJI	1970	23
Bennelong	FJI	1980	79
Bennelong	FJI	1990	159
Bennelong	FJI	2000	130
Bennelong	FJI	2010	105
Bennelong	FJI	2015	28
Bennelong	FJI	2016	3
Bennelong	FJI	2017	9
Bennelong	FJI	2018	6
Bennelong	FJI	2019	11
Bennelong	FJI	2020	6
Bennelong	GBR		107
Bennelong	GBR	1951	83
Bennelong	GBR	1960	228
Bennelong	GBR	1970	651
Bennelong	GBR	1980	507
Bennelong	GBR	1990	491
Bennelong	GBR	2000	508
Bennelong	GBR	2010	704
Bennelong	GBR	2015	379
Bennelong	GBR	2016	64
Bennelong	GBR	2017	74
Bennelong	GBR	2018	40
Bennelong	GBR	2019	73
Bennelong	GBR	2020	36
Bennelong	GBR	2021	10
Bennelong	GRC		22
Bennelong	GRC	1951	3
Bennelong	GRC	1960	106
Bennelong	GRC	1970	212
Bennelong	GRC	1980	52
Bennelong	GRC	1990	26
Bennelong	GRC	2000	9
Bennelong	GRC	2015	31
Bennelong	GRC	2016	13
Bennelong	GRC	2019	5
Bennelong	GRC	2020	6
Bennelong	GRC	2021	4
Bennelong	HKG		99
Bennelong	HKG	1951	10
Bennelong	HKG	1960	25
Bennelong	HKG	1970	86
Bennelong	HKG	1980	432
Bennelong	HKG	1990	1739
Bennelong	HKG	2000	2076
Bennelong	HKG	2010	735
Bennelong	HKG	2015	395
Bennelong	HKG	2016	135
Bennelong	HKG	2017	145
Bennelong	HKG	2018	138
Bennelong	HKG	2019	151
Bennelong	HKG	2020	149
Bennelong	HKG	2021	55
Bennelong	HRV		14
Bennelong	HRV	1960	28
Bennelong	HRV	1970	143
Bennelong	HRV	1980	54
Bennelong	HRV	1990	34
Bennelong	HRV	2000	34
Bennelong	HRV	2010	20
Bennelong	HRV	2015	12
Bennelong	IDN		21
Bennelong	IDN	1960	6
Bennelong	IDN	1970	25
Bennelong	IDN	1980	92
