STE_NAME21	Age5yr	ChildrenEverBorn	females
New South Wales	85+	3	23001
New South Wales	85+	4	14455
New South Wales	85+	5	6840
New South Wales	85+	6	7270
Victoria	15-19		15075
Victoria	15-19	0	160910
Victoria	15-19	1	590
Victoria	15-19	2	63
Victoria	15-19	3	6
Victoria	15-19	4	9
Victoria	15-19	5	4
Victoria	15-19	6	31
Victoria	20-24		15914
Victoria	20-24	0	173893
Victoria	20-24	1	6942
Victoria	20-24	2	2473
Victoria	20-24	3	454
Victoria	20-24	4	65
Victoria	20-24	5	18
Victoria	20-24	6	44
Victoria	25-29		17802
Victoria	25-29	0	171329
Victoria	25-29	1	25938
Victoria	25-29	2	14803
Victoria	25-29	3	4606
Victoria	25-29	4	1156
Victoria	25-29	5	271
Victoria	25-29	6	143
Victoria	30-34		15415
Victoria	30-34	0	117777
Victoria	30-34	1	54869
Victoria	30-34	2	47563
Victoria	30-34	3	15092
Victoria	30-34	4	4019
Victoria	30-34	5	1150
Victoria	30-34	6	580
Victoria	35-39		13518
Victoria	35-39	0	63019
Victoria	35-39	1	48851
Victoria	35-39	2	83122
Victoria	35-39	3	29268
Victoria	35-39	4	8115
Victoria	35-39	5	2299
Victoria	35-39	6	1452
Victoria	40-44		10825
Victoria	40-44	0	39861
Victoria	40-44	1	34354
Victoria	40-44	2	81800
Victoria	40-44	3	34346
Victoria	40-44	4	10067
Victoria	40-44	5	2994
Victoria	40-44	6	2136
Victoria	45-49		10329
Victoria	45-49	0	35744
Victoria	45-49	1	31465
Victoria	45-49	2	79795
Victoria	45-49	3	38076
Victoria	45-49	4	11623
Victoria	45-49	5	3585
Victoria	45-49	6	2611
Victoria	50-54		9951
Victoria	50-54	0	33028
Victoria	50-54	1	29144
Victoria	50-54	2	79984
Victoria	50-54	3	40257
Victoria	50-54	4	12745
Victoria	50-54	5	3621
Victoria	50-54	6	2587
Victoria	55-59		9387
Victoria	55-59	0	28683
Victoria	55-59	1	25603
Victoria	55-59	2	73042
Victoria	55-59	3	40716
Victoria	55-59	4	13616
Victoria	55-59	5	3754
Victoria	55-59	6	2471
Victoria	60-64		9217
Victoria	60-64	0	24712
Victoria	60-64	1	22949
Victoria	60-64	2	67755
Victoria	60-64	3	41790
Victoria	60-64	4	15075
Victoria	60-64	5	4011
Victoria	60-64	6	2522
Victoria	65-69		9068
Victoria	65-69	0	19020
Victoria	65-69	1	19175
Victoria	65-69	2	60452
Victoria	65-69	3	38589
Victoria	65-69	4	14458
Victoria	65-69	5	4022
Victoria	65-69	6	2372
Victoria	70-74		9431
Victoria	70-74	0	13762
Victoria	70-74	1	13777
Victoria	70-74	2	54441
Victoria	70-74	3	36792
Victoria	70-74	4	14366
Victoria	70-74	5	4215
Victoria	70-74	6	2569
Victoria	75-79		8370
Victoria	75-79	0	8313
Victoria	75-79	1	8044
Victoria	75-79	2	35854
Victoria	75-79	3	27247
Victoria	75-79	4	12328
Victoria	75-79	5	4135
Victoria	75-79	6	3005
Victoria	80-84		7755
Victoria	80-84	0	5128
Victoria	80-84	1	4970
Victoria	80-84	2	21359
Victoria	80-84	3	19408
Victoria	80-84	4	10747
Victoria	80-84	5	4365
Victoria	80-84	6	3853
Victoria	85+		12056
Victoria	85+	0	5571
Victoria	85+	1	6287
Victoria	85+	2	20534
Victoria	85+	3	19025
Victoria	85+	4	12078
Victoria	85+	5	5654
Victoria	85+	6	6251
Queensland	15-19		13380
Queensland	15-19	0	138183
Queensland	15-19	1	1237
Queensland	15-19	2	133
Queensland	15-19	3	17
Queensland	15-19	4	10
Queensland	15-19	5	5
Queensland	15-19	6	28
Queensland	20-24		14379
Queensland	20-24	0	130553
Queensland	20-24	1	10482
Queensland	20-24	2	4238
Queensland	20-24	3	932
Queensland	20-24	4	178
Queensland	20-24	5	39
Queensland	20-24	6	55
Queensland	25-29		14849
Queensland	25-29	0	110241
Queensland	25-29	1	24545
Queensland	25-29	2	17338
Queensland	25-29	3	6128
Queensland	25-29	4	1825
Queensland	25-29	5	481
Queensland	25-29	6	221
Queensland	30-34		12655
Queensland	30-34	0	69909
Queensland	30-34	1	36480
Queensland	30-34	2	39623
Queensland	30-34	3	15503
Queensland	30-34	4	5273
Queensland	30-34	5	1638
Queensland	30-34	6	936
Queensland	35-39		11491
Queensland	35-39	0	39899
Queensland	35-39	1	32516
Queensland	35-39	2	60181
Queensland	35-39	3	26073
Queensland	35-39	4	8744
Queensland	35-39	5	2940
Queensland	35-39	6	2137
Queensland	40-44		9712
Queensland	40-44	0	27417
Queensland	40-44	1	25309
Queensland	40-44	2	60492
Queensland	40-44	3	29383
Queensland	40-44	4	10670
Queensland	40-44	5	3587
Queensland	40-44	6	2871
Queensland	45-49		9799
Queensland	45-49	0	26051
Queensland	45-49	1	24764
Queensland	45-49	2	62316
Queensland	45-49	3	32332
Queensland	45-49	4	11821
Queensland	45-49	5	4000
Queensland	45-49	6	3239
Queensland	50-54		9356
Queensland	50-54	0	25014
Queensland	50-54	1	23001
Queensland	50-54	2	61256
Queensland	50-54	3	32935
Queensland	50-54	4	12203
Queensland	50-54	5	4099
Queensland	50-54	6	3103
Queensland	55-59		9086
Queensland	55-59	0	22472
Queensland	55-59	1	20320
Queensland	55-59	2	57097
Queensland	55-59	3	33478
Queensland	55-59	4	12941
Queensland	55-59	5	4179
Queensland	55-59	6	2812
Queensland	60-64		8336
Queensland	60-64	0	19077
Queensland	60-64	1	17387
Queensland	60-64	2	53308
Queensland	60-64	3	34925
Queensland	60-64	4	13986
Queensland	60-64	5	4149
Queensland	60-64	6	2590
Queensland	65-69		7746
Queensland	65-69	0	14883
Queensland	65-69	1	14291
Queensland	65-69	2	47573
Queensland	65-69	3	31860
Queensland	65-69	4	13236
Queensland	65-69	5	3980
Queensland	65-69	6	2338
Queensland	70-74		7887
Queensland	70-74	0	11412
Queensland	70-74	1	11180
Queensland	70-74	2	43139
Queensland	70-74	3	29728
Queensland	70-74	4	12603
Queensland	70-74	5	3883
Queensland	70-74	6	2332
Queensland	75-79		7149
Queensland	75-79	0	7403
Queensland	75-79	1	6903
Queensland	75-79	2	27341
Queensland	75-79	3	21523
Queensland	75-79	4	10306
Queensland	75-79	5	3689
Queensland	75-79	6	2552
Queensland	80-84		6215
Queensland	80-84	0	4385
Queensland	80-84	1	3648
Queensland	80-84	2	14190
Queensland	80-84	3	13816
Queensland	80-84	4	8341
Queensland	80-84	5	3608
Queensland	80-84	6	2869
Queensland	85+		9658
Queensland	85+	0	4110
Queensland	85+	1	4072
Queensland	85+	2	11958
Queensland	85+	3	12122
Queensland	85+	4	8456
Queensland	85+	5	4373
Queensland	85+	6	4378
South Australia	15-19		3690
South Australia	15-19	0	44048
South Australia	15-19	1	263
South Australia	15-19	2	24
South Australia	15-19	3	3
South Australia	15-19	6	8
South Australia	20-24		3543
South Australia	20-24	0	45675
South Australia	20-24	1	2559
South Australia	20-24	2	1009
South Australia	20-24	3	180
South Australia	20-24	4	33
South Australia	20-24	5	6
South Australia	20-24	6	13
South Australia	25-29		3460
South Australia	25-29	0	39156
South Australia	25-29	1	8010
South Australia	25-29	2	5072
South Australia	25-29	3	1594
South Australia	25-29	4	407
South Australia	25-29	5	100
South Australia	25-29	6	35
South Australia	30-34		3004
South Australia	30-34	0	24018
South Australia	30-34	1	12937
South Australia	30-34	2	13193
South Australia	30-34	3	4724
South Australia	30-34	4	1292
South Australia	30-34	5	392
South Australia	30-34	6	225
South Australia	35-39		2669
South Australia	35-39	0	13162
South Australia	35-39	1	11350
South Australia	35-39	2	21114
South Australia	35-39	3	8339
South Australia	35-39	4	2496
South Australia	35-39	5	783
South Australia	35-39	6	526
South Australia	40-44		2316
South Australia	40-44	0	8764
South Australia	40-44	1	8533
South Australia	40-44	2	20782
South Australia	40-44	3	9417
South Australia	40-44	4	2873
South Australia	40-44	5	944
South Australia	40-44	6	711
South Australia	45-49		2477
South Australia	45-49	0	8390
South Australia	45-49	1	8148
South Australia	45-49	2	21453
South Australia	45-49	3	9978
South Australia	45-49	4	3184
South Australia	45-49	5	1044
South Australia	45-49	6	787
South Australia	50-54		2468
South Australia	50-54	0	8836
South Australia	50-54	1	8186
South Australia	50-54	2	22275
South Australia	50-54	3	11097
South Australia	50-54	4	3477
South Australia	50-54	5	1008
South Australia	50-54	6	804
South Australia	55-59		2460
South Australia	55-59	0	8791
South Australia	55-59	1	7590
South Australia	55-59	2	22295
South Australia	55-59	3	11350
South Australia	55-59	4	3861
South Australia	55-59	5	1152
South Australia	55-59	6	765
South Australia	60-64		2566
South Australia	60-64	0	7961
South Australia	60-64	1	7069
South Australia	60-64	2	22392
South Australia	60-64	3	12055
South Australia	60-64	4	4178
South Australia	60-64	5	1198
South Australia	60-64	6	706
South Australia	65-69		2506
South Australia	65-69	0	6410
South Australia	65-69	1	6060
South Australia	65-69	2	20976
South Australia	65-69	3	11475
South Australia	65-69	4	3997
South Australia	65-69	5	1023
South Australia	65-69	6	596
South Australia	70-74		2738
South Australia	70-74	0	4753
South Australia	70-74	1	4829
South Australia	70-74	2	19837
South Australia	70-74	3	11420
South Australia	70-74	4	3845
South Australia	70-74	5	1032
South Australia	70-74	6	592
South Australia	75-79		2488
South Australia	75-79	0	2842
South Australia	75-79	1	2678
South Australia	75-79	2	12980
South Australia	75-79	3	9223
South Australia	75-79	4	3507
South Australia	75-79	5	1077
South Australia	75-79	6	659
South Australia	80-84		2282
South Australia	80-84	0	1640
South Australia	80-84	1	1603
South Australia	80-84	2	7227
South Australia	80-84	3	6798
South Australia	80-84	4	3584
South Australia	80-84	5	1249
South Australia	80-84	6	891
South Australia	85+		3144
South Australia	85+	0	1744
South Australia	85+	1	2083
South Australia	85+	2	6997
South Australia	85+	3	7010
South Australia	85+	4	4334
South Australia	85+	5	2056
South Australia	85+	6	1726
Western Australia	15-19		6339
Western Australia	15-19	0	67706
Western Australia	15-19	1	466
Western Australia	15-19	2	35
Western Australia	15-19	3	10
Western Australia	15-19	4	4
Western Australia	15-19	6	19
Western Australia	20-24		6537
Western Australia	20-24	0	64779
Western Australia	20-24	1	4349
Western Australia	20-24	2	1610
Western Australia	20-24	3	354
Western Australia	20-24	4	43
Western Australia	20-24	5	5
Western Australia	20-24	6	23
Western Australia	25-29		7107
Western Australia	25-29	0	56728
Western Australia	25-29	1	12314
Western Australia	25-29	2	8207
Western Australia	25-29	3	2685
Western Australia	25-29	4	697
Western Australia	25-29	5	174
Western Australia	25-29	6	63
Western Australia	30-34		6616
Western Australia	30-34	0	38881
Western Australia	30-34	1	21250
Western Australia	30-34	2	22295
Western Australia	30-34	3	7989
Western Australia	30-34	4	2378
Western Australia	30-34	5	663
Western Australia	30-34	6	340
Western Australia	35-39		5929
Western Australia	35-39	0	21814
Western Australia	35-39	1	18464
Western Australia	35-39	2	34910
Western Australia	35-39	3	14065
Western Australia	35-39	4	4189
Western Australia	35-39	5	1233
Western Australia	35-39	6	764
Western Australia	40-44		4695
Western Australia	40-44	0	14312
Western Australia	40-44	1	13325
Western Australia	40-44	2	33949
Western Australia	40-44	3	15610
Western Australia	40-44	4	4965
Western Australia	40-44	5	1483
Western Australia	40-44	6	1063
Western Australia	45-49		4678
Western Australia	45-49	0	12681
Western Australia	45-49	1	12171
Western Australia	45-49	2	33501
Western Australia	45-49	3	16438
Western Australia	45-49	4	5270
Western Australia	45-49	5	1660
Western Australia	45-49	6	1167
Western Australia	50-54		4555
Western Australia	50-54	0	12194
Western Australia	50-54	1	11706
Western Australia	50-54	2	33169
Western Australia	50-54	3	16700
Western Australia	50-54	4	5611
Western Australia	50-54	5	1770
Western Australia	50-54	6	1234
Western Australia	55-59		4304
Western Australia	55-59	0	10787
Western Australia	55-59	1	9818
Western Australia	55-59	2	30544
Western Australia	55-59	3	17412
Western Australia	55-59	4	6164
Western Australia	55-59	5	1760
Western Australia	55-59	6	1170
Western Australia	60-64		3856
Western Australia	60-64	0	8728
Western Australia	60-64	1	8315
Western Australia	60-64	2	28469
Western Australia	60-64	3	17956
Western Australia	60-64	4	6632
Western Australia	60-64	5	1868
Western Australia	60-64	6	1048
Western Australia	65-69		3671
Western Australia	65-69	0	6786
Western Australia	65-69	1	6880
Western Australia	65-69	2	25567
Western Australia	65-69	3	16546
Western Australia	65-69	4	6178
Western Australia	65-69	5	1684
Western Australia	65-69	6	1013
Western Australia	70-74		3655
Western Australia	70-74	0	4676
Western Australia	70-74	1	5172
Western Australia	70-74	2	22425
Western Australia	70-74	3	14642
Western Australia	70-74	4	5739
Western Australia	70-74	5	1573
Western Australia	70-74	6	906
Western Australia	75-79		3246
Western Australia	75-79	0	2809
Western Australia	75-79	1	2914
Western Australia	75-79	2	13588
Western Australia	75-79	3	10682
Western Australia	75-79	4	4644
Western Australia	75-79	5	1434
Western Australia	75-79	6	896
Western Australia	80-84		3009
Western Australia	80-84	0	1696
Western Australia	80-84	1	1694
Western Australia	80-84	2	7490
Western Australia	80-84	3	7769
Western Australia	80-84	4	4462
Western Australia	80-84	5	1617
Western Australia	80-84	6	1098
Western Australia	85+		4571
Western Australia	85+	0	1632
Western Australia	85+	1	1742
Western Australia	85+	2	6391
Western Australia	85+	3	7027
Western Australia	85+	4	4863
Western Australia	85+	5	2261
Western Australia	85+	6	1966
Tasmania	15-19		1317
Tasmania	15-19	0	13095
Tasmania	15-19	1	120
Tasmania	15-19	2	11
Tasmania	15-19	6	6
Tasmania	20-24		1184
Tasmania	20-24	0	12278
Tasmania	20-24	1	1198
Tasmania	20-24	2	443
Tasmania	20-24	3	100
Tasmania	20-24	4	10
Tasmania	20-24	6	5
Tasmania	25-29		1271
Tasmania	25-29	0	12199
Tasmania	25-29	1	2880
Tasmania	25-29	2	1937
Tasmania	25-29	3	648
Tasmania	25-29	4	167
Tasmania	25-29	5	50
Tasmania	25-29	6	19
Tasmania	30-34		1085
Tasmania	30-34	0	7577
Tasmania	30-34	1	4125
Tasmania	30-34	2	4000
Tasmania	30-34	3	1582
Tasmania	30-34	4	520
Tasmania	30-34	5	154
Tasmania	30-34	6	71
Tasmania	35-39		956
Tasmania	35-39	0	3954
Tasmania	35-39	1	3083
Tasmania	35-39	2	5745
Tasmania	35-39	3	2695
Tasmania	35-39	4	930
Tasmania	35-39	5	307
Tasmania	35-39	6	186
Tasmania	40-44		786
Tasmania	40-44	0	2737
Tasmania	40-44	1	2445
Tasmania	40-44	2	5791
Tasmania	40-44	3	2774
Tasmania	40-44	4	1043
Tasmania	40-44	5	364
Tasmania	40-44	6	271
Tasmania	45-49		787
Tasmania	45-49	0	2849
Tasmania	45-49	1	2408
Tasmania	45-49	2	6051
Tasmania	45-49	3	3162
Tasmania	45-49	4	1151
Tasmania	45-49	5	443
Tasmania	45-49	6	279
Tasmania	50-54		947
Tasmania	50-54	0	2998
Tasmania	50-54	1	2599
Tasmania	50-54	2	6633
Tasmania	50-54	3	3573
Tasmania	50-54	4	1282
Tasmania	50-54	5	427
Tasmania	50-54	6	274
Tasmania	55-59		970
Tasmania	55-59	0	2902
Tasmania	55-59	1	2372
Tasmania	55-59	2	6845
Tasmania	55-59	3	3803
Tasmania	55-59	4	1430
Tasmania	55-59	5	486
Tasmania	55-59	6	299
Tasmania	60-64		1099
Tasmania	60-64	0	2834
Tasmania	60-64	1	2184
Tasmania	60-64	2	6886
Tasmania	60-64	3	4394
Tasmania	60-64	4	1674
Tasmania	60-64	5	535
Tasmania	60-64	6	304
Tasmania	65-69		1080
Tasmania	65-69	0	2245
Tasmania	65-69	1	1894
Tasmania	65-69	2	6327
Tasmania	65-69	3	4109
Tasmania	65-69	4	1663
Tasmania	65-69	5	461
Tasmania	65-69	6	241
Tasmania	70-74		1215
Tasmania	70-74	0	1713
Tasmania	70-74	1	1464
Tasmania	70-74	2	5661
Tasmania	70-74	3	3971
Tasmania	70-74	4	1556
Tasmania	70-74	5	511
Tasmania	70-74	6	232
Tasmania	75-79		1036
Tasmania	75-79	0	1035
Tasmania	75-79	1	845
Tasmania	75-79	2	3528
Tasmania	75-79	3	2917
Tasmania	75-79	4	1374
Tasmania	75-79	5	484
Tasmania	75-79	6	284
Tasmania	80-84		848
Tasmania	80-84	0	582
Tasmania	80-84	1	489
Tasmania	80-84	2	1868
Tasmania	80-84	3	1989
Tasmania	80-84	4	1199
Tasmania	80-84	5	543
Tasmania	80-84	6	396
Tasmania	85+		984
Tasmania	85+	0	581
Tasmania	85+	1	510
Tasmania	85+	2	1618
Tasmania	85+	3	1767
Tasmania	85+	4	1251
Tasmania	85+	5	628
Tasmania	85+	6	591
Northern Territory	15-19		1296
Northern Territory	15-19	0	5344
Northern Territory	15-19	1	190
Northern Territory	15-19	2	18
Northern Territory	15-19	5	3
Northern Territory	15-19	6	3
Northern Territory	20-24		1184
Northern Territory	20-24	0	4970
Northern Territory	20-24	1	937
Northern Territory	20-24	2	292
Northern Territory	20-24	3	63
Northern Territory	20-24	4	17
Northern Territory	20-24	6	3
Northern Territory	25-29		1399
Northern Territory	25-29	0	6028
Northern Territory	25-29	1	1553
Northern Territory	25-29	2	1112
Northern Territory	25-29	3	428
Northern Territory	25-29	4	119
Northern Territory	25-29	5	22
Northern Territory	25-29	6	17
Northern Territory	30-34		1280
Northern Territory	30-34	0	4344
Northern Territory	30-34	1	2215
Northern Territory	30-34	2	2011
Northern Territory	30-34	3	932
Northern Territory	30-34	4	325
Northern Territory	30-34	5	126
Northern Territory	30-34	6	53
Northern Territory	35-39		1108
Northern Territory	35-39	0	2286
Northern Territory	35-39	1	1674
Northern Territory	35-39	2	2658
Northern Territory	35-39	3	1287
Northern Territory	35-39	4	555
Northern Territory	35-39	5	199
Northern Territory	35-39	6	134
Northern Territory	40-44		978
Northern Territory	40-44	0	1440
Northern Territory	40-44	1	1166
Northern Territory	40-44	2	2350
Northern Territory	40-44	3	1288
Northern Territory	40-44	4	603
Northern Territory	40-44	5	246
Northern Territory	40-44	6	189
Northern Territory	45-49		867
Northern Territory	45-49	0	1280
Northern Territory	45-49	1	1003
Northern Territory	45-49	2	2053
Northern Territory	45-49	3	1223
Northern Territory	45-49	4	603
Northern Territory	45-49	5	223
Northern Territory	45-49	6	212
Northern Territory	50-54		844
Northern Territory	50-54	0	1160
Northern Territory	50-54	1	942
Northern Territory	50-54	2	2091
Northern Territory	50-54	3	1333
Northern Territory	50-54	4	634
Northern Territory	50-54	5	263
Northern Territory	50-54	6	192
Northern Territory	55-59		759
Northern Territory	55-59	0	1025
Northern Territory	55-59	1	721
Northern Territory	55-59	2	1742
Northern Territory	55-59	3	1214
Northern Territory	55-59	4	545
Northern Territory	55-59	5	219
Northern Territory	55-59	6	185
Northern Territory	60-64		633
Northern Territory	60-64	0	697
Northern Territory	60-64	1	608
Northern Territory	60-64	2	1540
Northern Territory	60-64	3	1112
Northern Territory	60-64	4	548
Northern Territory	60-64	5	218
Northern Territory	60-64	6	170
Northern Territory	65-69		484
Northern Territory	65-69	0	470
Northern Territory	65-69	1	405
Northern Territory	65-69	2	1137
Northern Territory	65-69	3	839
Northern Territory	65-69	4	416
Northern Territory	65-69	5	184
Northern Territory	65-69	6	123
Northern Territory	70-74		343
Northern Territory	70-74	0	284
Northern Territory	70-74	1	280
Northern Territory	70-74	2	779
Northern Territory	70-74	3	607
Northern Territory	70-74	4	322
Northern Territory	70-74	5	140
Northern Territory	70-74	6	120
Northern Territory	75-79		175
Northern Territory	75-79	0	152
Northern Territory	75-79	1	117
Northern Territory	75-79	2	418
Northern Territory	75-79	3	321
Northern Territory	75-79	4	194
Northern Territory	75-79	5	69
Northern Territory	75-79	6	91
Northern Territory	80-84		141
Northern Territory	80-84	0	85
Northern Territory	80-84	1	60
Northern Territory	80-84	2	210
Northern Territory	80-84	3	180
Northern Territory	80-84	4	128
Northern Territory	80-84	5	70
Northern Territory	80-84	6	89
Northern Territory	85+		118
Northern Territory	85+	0	56
Northern Territory	85+	1	39
Northern Territory	85+	2	101
Northern Territory	85+	3	110
Northern Territory	85+	4	90
Northern Territory	85+	5	64
Northern Territory	85+	6	85
Australian Capital Territory	15-19		1013
Australian Capital Territory	15-19	0	11876
Australian Capital Territory	15-19	1	41
Australian Capital Territory	15-19	2	3
Australian Capital Territory	15-19	3	3
Australian Capital Territory	20-24		1393
Australian Capital Territory	20-24	0	15176
Australian Capital Territory	20-24	1	445
Australian Capital Territory	20-24	2	138
Australian Capital Territory	20-24	3	18
Australian Capital Territory	20-24	4	7
Australian Capital Territory	25-29		1208
Australian Capital Territory	25-29	0	15116
Australian Capital Territory	25-29	1	1974
Australian Capital Territory	25-29	2	906
Australian Capital Territory	25-29	3	259
Australian Capital Territory	25-29	4	66
Australian Capital Territory	25-29	5	16
Australian Capital Territory	25-29	6	8
Australian Capital Territory	30-34		948
Australian Capital Territory	30-34	0	9533
Australian Capital Territory	30-34	1	4286
Australian Capital Territory	30-34	2	3481
Australian Capital Territory	30-34	3	919
Australian Capital Territory	30-34	4	232
Australian Capital Territory	30-34	5	63
Australian Capital Territory	30-34	6	35
Australian Capital Territory	35-39		744
Australian Capital Territory	35-39	0	4989
Australian Capital Territory	35-39	1	3851
Australian Capital Territory	35-39	2	6551
Australian Capital Territory	35-39	3	2097
Australian Capital Territory	35-39	4	504
Australian Capital Territory	35-39	5	117
Australian Capital Territory	35-39	6	74
Australian Capital Territory	40-44		566
Australian Capital Territory	40-44	0	3178
Australian Capital Territory	40-44	1	2651
Australian Capital Territory	40-44	2	6350
Australian Capital Territory	40-44	3	2496
Australian Capital Territory	40-44	4	613
Australian Capital Territory	40-44	5	178
Australian Capital Territory	40-44	6	100
Australian Capital Territory	45-49		502
Australian Capital Territory	45-49	0	2581
Australian Capital Territory	45-49	1	2238
Australian Capital Territory	45-49	2	5907
Australian Capital Territory	45-49	3	2526
Australian Capital Territory	45-49	4	737
Australian Capital Territory	45-49	5	190
Australian Capital Territory	45-49	6	113
Australian Capital Territory	50-54		462
Australian Capital Territory	50-54	0	2344
Australian Capital Territory	50-54	1	2032
Australian Capital Territory	50-54	2	5303
Australian Capital Territory	50-54	3	2403
Australian Capital Territory	50-54	4	739
Australian Capital Territory	50-54	5	176
Australian Capital Territory	50-54	6	121
Australian Capital Territory	55-59		385
Australian Capital Territory	55-59	0	2008
Australian Capital Territory	55-59	1	1705
Australian Capital Territory	55-59	2	4650
Australian Capital Territory	55-59	3	2418
Australian Capital Territory	55-59	4	802
Australian Capital Territory	55-59	5	192
Australian Capital Territory	55-59	6	99
Australian Capital Territory	60-64		384
Australian Capital Territory	60-64	0	1609
Australian Capital Territory	60-64	1	1536
Australian Capital Territory	60-64	2	4174
Australian Capital Territory	60-64	3	2377
Australian Capital Territory	60-64	4	824
Australian Capital Territory	60-64	5	203
Australian Capital Territory	60-64	6	127
Australian Capital Territory	65-69		401
Australian Capital Territory	65-69	0	1174
Australian Capital Territory	65-69	1	1180
Australian Capital Territory	65-69	2	3686
Australian Capital Territory	65-69	3	2268
Australian Capital Territory	65-69	4	844
Australian Capital Territory	65-69	5	215
Australian Capital Territory	65-69	6	100
Australian Capital Territory	70-74		374
Australian Capital Territory	70-74	0	982
Australian Capital Territory	70-74	1	991
Australian Capital Territory	70-74	2	3445
Australian Capital Territory	70-74	3	2189
Australian Capital Territory	70-74	4	827
Australian Capital Territory	70-74	5	214
Australian Capital Territory	70-74	6	133
Australian Capital Territory	75-79		324
Australian Capital Territory	75-79	0	542
Australian Capital Territory	75-79	1	558
Australian Capital Territory	75-79	2	2255
Australian Capital Territory	75-79	3	1580
Australian Capital Territory	75-79	4	670
Australian Capital Territory	75-79	5	228
Australian Capital Territory	75-79	6	129
Australian Capital Territory	80-84		292
Australian Capital Territory	80-84	0	288
Australian Capital Territory	80-84	1	326
Australian Capital Territory	80-84	2	1203
Australian Capital Territory	80-84	3	1169
Australian Capital Territory	80-84	4	608
Australian Capital Territory	80-84	5	220
Australian Capital Territory	80-84	6	170
Australian Capital Territory	85+		428
Australian Capital Territory	85+	0	285
Australian Capital Territory	85+	1	311
Australian Capital Territory	85+	2	1067
Australian Capital Territory	85+	3	998
Australian Capital Territory	85+	4	662
Australian Capital Territory	85+	5	276
Australian Capital Territory	85+	6	289
Other Territories	15-19		24
Other Territories	15-19	0	81
Other Territories	20-24		21
Other Territories	20-24	0	73
Other Territories	20-24	1	13
Other Territories	25-29		24
Other Territories	25-29	0	64
Other Territories	25-29	1	16
Other Territories	25-29	2	8
Other Territories	25-29	3	3
