STE_NAME16	CountryOfBirth	Sex	persons
New South Wales	POL	M	5914
New South Wales	SGP	F	7893
New South Wales	SGP	M	6775
New South Wales	THA	F	21704
New South Wales	THA	M	9929
New South Wales	TUR	F	7325
New South Wales	TUR	M	7819
New South Wales	TWN	F	8346
New South Wales	TWN	M	6198
New South Wales	USA	F	18206
New South Wales	USA	M	16625
New South Wales	VNM	F	54981
New South Wales	VNM	M	43012
New South Wales	WSM	F	5100
New South Wales	WSM	M	5049
New South Wales	ZAF	F	25175
New South Wales	ZAF	M	24564
New South Wales	ZWE	F	3789
New South Wales	ZWE	M	3593
Victoria		F	269181
Victoria		M	264612
Victoria	AFG	F	11051
Victoria	AFG	M	14383
Victoria	AUS	F	2138535
Victoria	AUS	M	2090149
Victoria	BGD	F	4876
Victoria	BGD	M	5415
Victoria	BIH	F	4798
Victoria	BIH	M	4391
Victoria	BRA	F	3248
Victoria	BRA	M	2627
Victoria	CAN	F	5801
Victoria	CAN	M	4635
Victoria	CHL	F	4355
Victoria	CHL	M	3942
Victoria	CHN	F	96588
Victoria	CHN	M	74856
Victoria	DEU	F	13430
Victoria	DEU	M	11933
Victoria	EGY	F	7045
Victoria	EGY	M	7040
Victoria	FJI	F	6768
Victoria	FJI	M	5661
Victoria	FRA	F	3849
Victoria	FRA	M	4223
Victoria	GBR	F	101536
Victoria	GBR	M	103647
Victoria	GRC	F	24818
Victoria	GRC	M	21808
Victoria	HKG	F	13354
Victoria	HKG	M	11973
Victoria	HRV	F	7930
Victoria	HRV	M	7330
Victoria	IDN	F	11964
Victoria	IDN	M	8682
Victoria	IND	F	118200
Victoria	IND	M	139992
Victoria	IRL	F	8301
Victoria	IRL	M	9157
Victoria	IRN	F	10275
Victoria	IRN	M	11651
Victoria	IRQ	F	12880
Victoria	IRQ	M	13201
Victoria	ITA	F	32818
Victoria	ITA	M	31976
Victoria	JPN	F	6534
Victoria	JPN	M	2718
Victoria	KHM	F	9246
Victoria	KHM	M	7513
Victoria	KOR	F	8706
Victoria	KOR	M	6723
Victoria	LBN	F	9067
Victoria	LBN	M	9625
Victoria	LKA	F	32868
Victoria	LKA	M	35197
Victoria	MKD	F	9699
Victoria	MKD	M	9319
Victoria	MLT	F	8541
Victoria	MLT	M	8302
Victoria	MMR	F	7010
Victoria	MMR	M	7209
Victoria	MUS	F	6354
Victoria	MUS	M	5983
Victoria	MYS	F	33065
Victoria	MYS	M	29600
Victoria	NLD	F	9216
Victoria	NLD	M	9268
Victoria	NPL	F	9118
Victoria	NPL	M	11034
Victoria	NZL	F	49708
Victoria	NZL	M	49638
Victoria	PAK	F	12660
Victoria	PAK	M	18279
Victoria	PHL	F	41391
Victoria	PHL	M	27068
Victoria	PNG	F	1534
Victoria	PNG	M	1172
Victoria	POL	F	8192
Victoria	POL	M	6006
Victoria	SGP	F	9829
Victoria	SGP	M	8125
Victoria	THA	F	14337
Victoria	THA	M	6721
Victoria	TUR	F	9240
Victoria	TUR	M	9446
Victoria	TWN	F	6442
Victoria	TWN	M	4280
Victoria	USA	F	12570
Victoria	USA	M	11387
Victoria	VNM	F	52615
Victoria	VNM	M	40985
Victoria	WSM	F	3845
Victoria	WSM	M	3873
Victoria	ZAF	F	15969
Victoria	ZAF	M	15302
Victoria	ZWE	F	3150
Victoria	ZWE	M	2897
Queensland		F	209995
Queensland		M	221191
Queensland	AFG	F	2049
Queensland	AFG	M	2680
Queensland	AUS	F	1858645
Queensland	AUS	M	1821362
Queensland	BGD	F	1594
Queensland	BGD	M	1711
Queensland	BIH	F	1867
Queensland	BIH	M	1757
Queensland	BRA	F	6720
Queensland	BRA	M	5830
Queensland	CAN	F	7034
Queensland	CAN	M	5853
Queensland	CHL	F	1812
Queensland	CHL	M	1596
Queensland	CHN	F	32212
Queensland	CHN	M	23549
Queensland	DEU	F	11117
Queensland	DEU	M	9862
Queensland	EGY	F	1313
Queensland	EGY	M	1637
Queensland	FJI	F	7832
Queensland	FJI	M	6635
Queensland	FRA	F	3512
Queensland	FRA	M	3572
Queensland	GBR	F	109029
Queensland	GBR	M	111630
Queensland	GRC	F	1581
Queensland	GRC	M	1776
Queensland	HKG	F	6760
Queensland	HKG	M	6071
Queensland	HRV	F	1836
Queensland	HRV	M	1798
Queensland	IDN	F	5476
Queensland	IDN	M	3221
Queensland	IND	F	33077
Queensland	IND	M	38742
Queensland	IRL	F	5848
Queensland	IRL	M	6765
Queensland	IRN	F	3810
Queensland	IRN	M	4205
Queensland	IRQ	F	2587
Queensland	IRQ	M	2750
Queensland	ITA	F	5993
Queensland	ITA	M	7226
Queensland	JPN	F	9352
Queensland	JPN	M	3882
Queensland	KHM	F	1486
Queensland	KHM	M	1007
Queensland	KOR	F	10797
Queensland	KOR	M	8859
Queensland	LBN	F	769
Queensland	LBN	M	892
Queensland	LKA	F	5893
Queensland	LKA	M	6120
Queensland	MKD	F	592
Queensland	MKD	M	543
Queensland	MLT	F	1191
Queensland	MLT	M	1283
Queensland	MMR	F	2109
Queensland	MMR	M	2189
Queensland	MUS	F	915
Queensland	MUS	M	884
Queensland	MYS	F	9184
Queensland	MYS	M	7439
Queensland	NLD	F	6729
Queensland	NLD	M	7022
Queensland	NPL	F	5311
Queensland	NPL	M	5490
Queensland	NZL	F	105100
Queensland	NZL	M	103470
Queensland	PAK	F	2839
Queensland	PAK	M	3592
Queensland	PHL	F	34481
Queensland	PHL	M	17054
Queensland	PNG	F	9749
Queensland	PNG	M	7332
Queensland	POL	F	3336
Queensland	POL	M	2406
Queensland	SGP	F	4154
Queensland	SGP	M	3383
Queensland	THA	F	10136
Queensland	THA	M	3730
Queensland	TUR	F	897
Queensland	TUR	M	1229
Queensland	TWN	F	9783
Queensland	TWN	M	6815
Queensland	USA	F	10491
Queensland	USA	M	9780
Queensland	VNM	F	13988
Queensland	VNM	M	10469
Queensland	WSM	F	4540
Queensland	WSM	M	4531
Queensland	ZAF	F	25074
Queensland	ZAF	M	24623
Queensland	ZWE	F	5148
Queensland	ZWE	M	4948
South Australia		F	62927
South Australia		M	63809
South Australia	AFG	F	3534
South Australia	AFG	M	4684
South Australia	AUS	F	641961
South Australia	AUS	M	631392
South Australia	BGD	F	1060
South Australia	BGD	M	1185
South Australia	BIH	F	1145
South Australia	BIH	M	1046
South Australia	BRA	F	1075
South Australia	BRA	M	947
South Australia	CAN	F	1409
South Australia	CAN	M	1213
South Australia	CHL	F	437
South Australia	CHL	M	383
South Australia	CHN	F	14584
South Australia	CHN	M	11124
South Australia	DEU	F	5130
South Australia	DEU	M	4358
South Australia	EGY	F	789
South Australia	EGY	M	901
South Australia	FJI	F	698
South Australia	FJI	M	615
South Australia	FRA	F	850
South Australia	FRA	M	767
South Australia	GBR	F	56269
South Australia	GBR	M	53203
South Australia	GRC	F	4283
South Australia	GRC	M	3862
South Australia	HKG	F	2111
South Australia	HKG	M	2142
South Australia	HRV	F	1426
South Australia	HRV	M	1402
South Australia	IDN	F	1443
South Australia	IDN	M	934
South Australia	IND	F	20586
South Australia	IND	M	24292
South Australia	IRL	F	1609
South Australia	IRL	M	1692
South Australia	IRN	F	2526
South Australia	IRN	M	2693
South Australia	IRQ	F	748
South Australia	IRQ	M	884
South Australia	ITA	F	8526
South Australia	ITA	M	8122
South Australia	JPN	F	1180
South Australia	JPN	M	459
South Australia	KHM	F	2039
South Australia	KHM	M	1676
South Australia	KOR	F	2100
South Australia	KOR	M	1738
South Australia	LBN	F	907
South Australia	LBN	M	914
South Australia	LKA	F	2562
South Australia	LKA	M	2753
South Australia	MKD	F	200
South Australia	MKD	M	169
South Australia	MLT	F	670
South Australia	MLT	M	643
South Australia	MMR	F	1137
South Australia	MMR	M	1212
South Australia	MUS	F	149
South Australia	MUS	M	133
South Australia	MYS	F	5003
South Australia	MYS	M	4093
South Australia	NLD	F	3148
South Australia	NLD	M	3005
South Australia	NPL	F	3555
South Australia	NPL	M	3700
South Australia	NZL	F	6634
South Australia	NZL	M	6825
South Australia	PAK	F	2456
South Australia	PAK	M	3212
South Australia	PHL	F	9962
South Australia	PHL	M	5545
South Australia	PNG	F	545
South Australia	PNG	M	509
South Australia	POL	F	2704
South Australia	POL	M	2079
South Australia	SGP	F	1548
South Australia	SGP	M	1247
South Australia	THA	F	2494
South Australia	THA	M	1117
South Australia	TUR	F	346
South Australia	TUR	M	383
South Australia	TWN	F	1076
South Australia	TWN	M	667
South Australia	USA	F	2661
South Australia	USA	M	2576
South Australia	VNM	F	9579
South Australia	VNM	M	7457
South Australia	WSM	F	56
South Australia	WSM	M	103
South Australia	ZAF	F	4257
South Australia	ZAF	M	3956
South Australia	ZWE	F	843
South Australia	ZWE	M	786
Western Australia		F	114067
Western Australia		M	126285
Western Australia	AFG	F	2406
Western Australia	AFG	M	3317
Western Australia	AUS	F	824648
Western Australia	AUS	M	824158
Western Australia	BGD	F	1326
Western Australia	BGD	M	1490
Western Australia	BIH	F	1556
Western Australia	BIH	M	1410
Western Australia	BRA	F	2666
Western Australia	BRA	M	1948
Western Australia	CAN	F	3579
Western Australia	CAN	M	2702
Western Australia	CHL	F	1075
Western Australia	CHL	M	959
Western Australia	CHN	F	16214
Western Australia	CHN	M	12191
Western Australia	DEU	F	6329
Western Australia	DEU	M	5044
Western Australia	EGY	F	1170
Western Australia	EGY	M	1356
Western Australia	FJI	F	734
Western Australia	FJI	M	742
Western Australia	FRA	F	2208
Western Australia	FRA	M	2184
Western Australia	GBR	F	115268
Western Australia	GBR	M	114431
Western Australia	GRC	F	1094
Western Australia	GRC	M	1048
Western Australia	HKG	F	3497
Western Australia	HKG	M	3033
Western Australia	HRV	F	2289
Western Australia	HRV	M	2214
Western Australia	IDN	F	8765
Western Australia	IDN	M	5303
Western Australia	IND	F	29268
Western Australia	IND	M	31817
Western Australia	IRL	F	8702
Western Australia	IRL	M	9445
Western Australia	IRN	F	3070
Western Australia	IRN	M	3366
Western Australia	IRQ	F	1709
Western Australia	IRQ	M	1927
Western Australia	ITA	F	8747
Western Australia	ITA	M	9425
Western Australia	JPN	F	3378
Western Australia	JPN	M	1338
Western Australia	KHM	F	903
Western Australia	KHM	M	587
Western Australia	KOR	F	3552
Western Australia	KOR	M	2873
Western Australia	LBN	F	573
Western Australia	LBN	M	667
Western Australia	LKA	F	4406
Western Australia	LKA	M	4747
Western Australia	MKD	F	1749
Western Australia	MKD	M	1684
Western Australia	MLT	F	422
Western Australia	MLT	M	464
Western Australia	MMR	F	4970
Western Australia	MMR	M	4379
Western Australia	MUS	F	2659
Western Australia	MUS	M	2548
Western Australia	MYS	F	17694
Western Australia	MYS	M	14580
Western Australia	NLD	F	4475
Western Australia	NLD	M	4361
Western Australia	NPL	F	2156
Western Australia	NPL	M	2290
Western Australia	NZL	F	36029
Western Australia	NZL	M	39560
Western Australia	PAK	F	2933
Western Australia	PAK	M	4685
Western Australia	PHL	F	21737
Western Australia	PHL	M	15784
Western Australia	PNG	F	1011
Western Australia	PNG	M	930
Western Australia	POL	F	3244
Western Australia	POL	M	2368
Western Australia	SGP	F	8777
Western Australia	SGP	M	7219
Western Australia	THA	F	7428
Western Australia	THA	M	2569
Western Australia	TUR	F	664
Western Australia	TUR	M	784
Western Australia	TWN	F	2665
Western Australia	TWN	M	1341
Western Australia	USA	F	5299
Western Australia	USA	M	5061
Western Australia	VNM	F	10314
Western Australia	VNM	M	7763
Western Australia	WSM	F	247
Western Australia	WSM	M	340
Western Australia	ZAF	F	23009
Western Australia	ZAF	M	21881
Western Australia	ZWE	F	6497
Western Australia	ZWE	M	6236
Tasmania		F	19743
Tasmania		M	19950
Tasmania	AFG	F	149
Tasmania	AFG	M	142
Tasmania	AUS	F	224842
Tasmania	AUS	M	215976
Tasmania	BGD	F	233
Tasmania	BGD	M	367
Tasmania	BIH	F	46
Tasmania	BIH	M	60
Tasmania	BRA	F	240
Tasmania	BRA	M	200
Tasmania	CAN	F	561
Tasmania	CAN	M	467
Tasmania	CHL	F	155
Tasmania	CHL	M	145
Tasmania	CHN	F	3865
Tasmania	CHN	M	2969
Tasmania	DEU	F	1083
Tasmania	DEU	M	1002
Tasmania	EGY	F	90
Tasmania	EGY	M	104
Tasmania	FJI	F	154
Tasmania	FJI	M	113
Tasmania	FRA	F	230
Tasmania	FRA	M	217
Tasmania	GBR	F	10954
Tasmania	GBR	M	11218
Tasmania	GRC	F	233
Tasmania	GRC	M	229
Tasmania	HKG	F	454
Tasmania	HKG	M	405
Tasmania	HRV	F	107
Tasmania	HRV	M	121
Tasmania	IDN	F	365
Tasmania	IDN	M	234
Tasmania	IND	F	2536
Tasmania	IND	M	3599
Tasmania	IRL	F	386
Tasmania	IRL	M	365
Tasmania	IRN	F	270
Tasmania	IRN	M	283
Tasmania	IRQ	F	62
Tasmania	IRQ	M	55
Tasmania	ITA	F	378
Tasmania	ITA	M	493
Tasmania	JPN	F	343
Tasmania	JPN	M	120
Tasmania	KHM	F	49
Tasmania	KHM	M	39
Tasmania	KOR	F	419
Tasmania	KOR	M	356
Tasmania	LBN	F	41
Tasmania	LBN	M	62
Tasmania	LKA	F	636
Tasmania	LKA	M	723
Tasmania	MKD	F	16
Tasmania	MKD	M	17
Tasmania	MLT	F	43
Tasmania	MLT	M	75
Tasmania	MMR	F	192
Tasmania	MMR	M	158
Tasmania	MUS	F	43
Tasmania	MUS	M	43
Tasmania	MYS	F	834
Tasmania	MYS	M	610
Tasmania	NLD	F	1073
Tasmania	NLD	M	1064
Tasmania	NPL	F	2869
Tasmania	NPL	M	3348
Tasmania	NZL	F	2761
Tasmania	NZL	M	2720
Tasmania	PAK	F	412
Tasmania	PAK	M	1055
Tasmania	PHL	F	1775
Tasmania	PHL	M	659
Tasmania	PNG	F	206
Tasmania	PNG	M	151
Tasmania	POL	F	351
Tasmania	POL	M	234
Tasmania	SGP	F	333
Tasmania	SGP	M	250
Tasmania	THA	F	642
Tasmania	THA	M	219
Tasmania	TUR	F	38
Tasmania	TUR	M	54
Tasmania	TWN	F	413
Tasmania	TWN	M	282
Tasmania	USA	F	1083
Tasmania	USA	M	977
Tasmania	VNM	F	794
Tasmania	VNM	M	590
Tasmania	WSM	F	23
Tasmania	WSM	M	46
Tasmania	ZAF	F	1083
Tasmania	ZAF	M	1004
Tasmania	ZWE	F	198
Tasmania	ZWE	M	207
Northern Territory		F	12357
Northern Territory		M	13829
Northern Territory	AFG	F	9
Northern Territory	AFG	M	32
Northern Territory	AUS	F	79260
Northern Territory	AUS	M	82313
Northern Territory	BGD	F	272
Northern Territory	BGD	M	423
Northern Territory	BIH	F	23
Northern Territory	BIH	M	26
Northern Territory	BRA	F	121
Northern Territory	BRA	M	99
Northern Territory	CAN	F	198
Northern Territory	CAN	M	155
Northern Territory	CHL	F	55
Northern Territory	CHL	M	38
Northern Territory	CHN	F	1042
Northern Territory	CHN	M	660
Northern Territory	DEU	F	469
Northern Territory	DEU	M	354
Northern Territory	EGY	F	27
Northern Territory	EGY	M	39
Northern Territory	FJI	F	258
Northern Territory	FJI	M	271
Northern Territory	FRA	F	203
Northern Territory	FRA	M	172
Northern Territory	GBR	F	2855
Northern Territory	GBR	M	2940
Northern Territory	GRC	F	520
Northern Territory	GRC	M	662
Northern Territory	HKG	F	186
Northern Territory	HKG	M	137
Northern Territory	HRV	F	9
Northern Territory	HRV	M	21
Northern Territory	IDN	F	960
Northern Territory	IDN	M	480
Northern Territory	IND	F	2329
Northern Territory	IND	M	2721
Northern Territory	IRL	F	378
Northern Territory	IRL	M	381
Northern Territory	IRN	F	40
Northern Territory	IRN	M	73
Northern Territory	IRQ	F	9
Northern Territory	IRQ	M	27
Northern Territory	ITA	F	214
Northern Territory	ITA	M	294
Northern Territory	JPN	F	151
Northern Territory	JPN	M	72
Northern Territory	KHM	F	145
Northern Territory	KHM	M	81
Northern Territory	KOR	F	197
Northern Territory	KOR	M	165
Northern Territory	LBN	F	14
Northern Territory	LBN	M	30
Northern Territory	LKA	F	598
Northern Territory	LKA	M	663
Northern Territory	MKD	F	6
Northern Territory	MKD	M	11
Northern Territory	MLT	F	16
Northern Territory	MLT	M	21
Northern Territory	MMR	F	103
Northern Territory	MMR	M	94
Northern Territory	MUS	F	48
Northern Territory	MUS	M	53
Northern Territory	MYS	F	415
Northern Territory	MYS	M	341
Northern Territory	NLD	F	186
Northern Territory	NLD	M	165
Northern Territory	NPL	F	1364
Northern Territory	NPL	M	1623
Northern Territory	NZL	F	1949
Northern Territory	NZL	M	2095
Northern Territory	PAK	F	236
Northern Territory	PAK	M	450
Northern Territory	PHL	F	3801
Northern Territory	PHL	M	2591
Northern Territory	PNG	F	342
Northern Territory	PNG	M	238
Northern Territory	POL	F	73
Northern Territory	POL	M	60
Northern Territory	SGP	F	189
Northern Territory	SGP	M	119
Northern Territory	THA	F	829
Northern Territory	THA	M	276
Northern Territory	TUR	F	18
Northern Territory	TUR	M	26
Northern Territory	TWN	F	342
Northern Territory	TWN	M	163
Northern Territory	USA	F	573
Northern Territory	USA	M	618
Northern Territory	VNM	F	788
Northern Territory	VNM	M	562
Northern Territory	WSM	F	33
Northern Territory	WSM	M	43
Northern Territory	ZAF	F	463
Northern Territory	ZAF	M	489
Northern Territory	ZWE	F	399
Northern Territory	ZWE	M	324
Australian Capital Territory		F	16981
Australian Capital Territory		M	16761
Australian Capital Territory	AFG	F	287
Australian Capital Territory	AFG	M	451
Australian Capital Territory	AUS	F	154335
Australian Capital Territory	AUS	M	152580
Australian Capital Territory	BGD	F	940
Australian Capital Territory	BGD	M	1008
Australian Capital Territory	BIH	F	212
Australian Capital Territory	BIH	M	191
Australian Capital Territory	BRA	F	329
Australian Capital Territory	BRA	M	264
Australian Capital Territory	CAN	F	743
Australian Capital Territory	CAN	M	636
Australian Capital Territory	CHL	F	445
Australian Capital Territory	CHL	M	384
Australian Capital Territory	CHN	F	6812
Australian Capital Territory	CHN	M	5339
Australian Capital Territory	DEU	F	1198
Australian Capital Territory	DEU	M	1013
Australian Capital Territory	EGY	F	243
Australian Capital Territory	EGY	M	297
Australian Capital Territory	FJI	F	568
Australian Capital Territory	FJI	M	493
Australian Capital Territory	FRA	F	391
Australian Capital Territory	FRA	M	370
Australian Capital Territory	GBR	F	7580
Australian Capital Territory	GBR	M	7929
Australian Capital Territory	GRC	F	543
Australian Capital Territory	GRC	M	454
Australian Capital Territory	HKG	F	962
Australian Capital Territory	HKG	M	929
Australian Capital Territory	HRV	F	715
Australian Capital Territory	HRV	M	634
Australian Capital Territory	IDN	F	832
Australian Capital Territory	IDN	M	491
Australian Capital Territory	IND	F	8086
Australian Capital Territory	IND	M	9121
Australian Capital Territory	IRL	F	435
Australian Capital Territory	IRL	M	463
Australian Capital Territory	IRN	F	533
Australian Capital Territory	IRN	M	582
Australian Capital Territory	IRQ	F	341
Australian Capital Territory	IRQ	M	391
Australian Capital Territory	ITA	F	953
Australian Capital Territory	ITA	M	955
Australian Capital Territory	JPN	F	613
Australian Capital Territory	JPN	M	236
Australian Capital Territory	KHM	F	254
Australian Capital Territory	KHM	M	197
Australian Capital Territory	KOR	F	1392
Australian Capital Territory	KOR	M	1162
Australian Capital Territory	LBN	F	219
Australian Capital Territory	LBN	M	248
Australian Capital Territory	LKA	F	1689
Australian Capital Territory	LKA	M	1612
Australian Capital Territory	MKD	F	249
Australian Capital Territory	MKD	M	224
Australian Capital Territory	MLT	F	127
Australian Capital Territory	MLT	M	124
Australian Capital Territory	MMR	F	340
Australian Capital Territory	MMR	M	322
Australian Capital Territory	MUS	F	198
Australian Capital Territory	MUS	M	169
Australian Capital Territory	MYS	F	1568
Australian Capital Territory	MYS	M	1282
Australian Capital Territory	NLD	F	533
Australian Capital Territory	NLD	M	473
Australian Capital Territory	NPL	F	2630
Australian Capital Territory	NPL	M	3055
Australian Capital Territory	NZL	F	2454
Australian Capital Territory	NZL	M	2664
Australian Capital Territory	PAK	F	1239
Australian Capital Territory	PAK	M	1671
Australian Capital Territory	PHL	F	3075
Australian Capital Territory	PHL	M	1985
Australian Capital Territory	PNG	F	376
Australian Capital Territory	PNG	M	328
Australian Capital Territory	POL	F	578
Australian Capital Territory	POL	M	430
Australian Capital Territory	SGP	F	627
Australian Capital Territory	SGP	M	537
Australian Capital Territory	THA	F	1116
Australian Capital Territory	THA	M	504
Australian Capital Territory	TUR	F	130
Australian Capital Territory	TUR	M	162
Australian Capital Territory	TWN	F	395
Australian Capital Territory	TWN	M	297
Australian Capital Territory	USA	F	1780
Australian Capital Territory	USA	M	1593
Australian Capital Territory	VNM	F	2377
Australian Capital Territory	VNM	M	1709
Australian Capital Territory	WSM	F	147
Australian Capital Territory	WSM	M	149
Australian Capital Territory	ZAF	F	1214
Australian Capital Territory	ZAF	M	1125
Australian Capital Territory	ZWE	F	347
Australian Capital Territory	ZWE	M	333
Other Territories		F	376
Other Territories		M	500
Other Territories	AFG	M	4
Other Territories	AUS	F	1319
Other Territories	AUS	M	1359
Other Territories	BRA	M	8
Other Territories	CAN	F	3
Other Territories	CAN	M	8
Other Territories	CHN	F	7
Other Territories	CHN	M	10
Other Territories	DEU	F	9
Other Territories	DEU	M	8
Other Territories	FJI	F	17
Other Territories	FJI	M	16
Other Territories	FRA	M	4
Other Territories	GBR	F	55
Other Territories	GBR	M	62
Other Territories	HKG	F	3
Other Territories	IDN	F	11
Other Territories	IDN	M	6
Other Territories	IND	F	3
Other Territories	IND	M	20
Other Territories	IRL	M	3
Other Territories	IRN	M	11
Other Territories	IRQ	M	12
Other Territories	ITA	F	4
Other Territories	KOR	M	4
Other Territories	LBN	M	8
Other Territories	LKA	M	12
Other Territories	MMR	M	9
Other Territories	MYS	F	160
Other Territories	MYS	M	178
Other Territories	NLD	F	3
Other Territories	NLD	M	3
Other Territories	NZL	F	189
Other Territories	NZL	M	160
Other Territories	PAK	M	12
Other Territories	PHL	F	37
Other Territories	PHL	M	25
Other Territories	PNG	F	3
Other Territories	PNG	M	11
Other Territories	SGP	F	17
Other Territories	SGP	M	32
Other Territories	THA	F	9
Other Territories	THA	M	11
Other Territories	USA	F	10
Other Territories	USA	M	8
Other Territories	VNM	F	4
Other Territories	VNM	M	13
Other Territories	ZAF	F	11
Other Territories	ZAF	M	11
Other Territories	ZWE	F	6
Other Territories	ZWE	M	6
