STE_NAME21	Ancestry	FatherBornAus	MotherBornAus	responses
Tasmania	Korean	0	0	799
Tasmania	Korean	0	1	30
Tasmania	Korean	1	0	95
Tasmania	Korean	1	1	48
Tasmania	Lebanese	0	0	200
Tasmania	Lebanese	0	1	77
Tasmania	Lebanese	1	0	35
Tasmania	Lebanese	1	1	142
Tasmania	Macedonian	0	0	72
Tasmania	Macedonian	0	1	20
Tasmania	Macedonian	1	0	8
Tasmania	Macedonian	1	1	38
Tasmania	Maltese			10
Tasmania	Maltese	0	0	294
Tasmania	Maltese	0	1	140
Tasmania	Maltese	1	0	64
Tasmania	Maltese	1	1	340
Tasmania	Maori			7
Tasmania	Maori	0	0	588
Tasmania	Maori	0	1	262
Tasmania	Maori	1	0	168
Tasmania	Maori	1	1	243
Tasmania	NZ			10
Tasmania	NZ	0	0	1181
Tasmania	NZ	0	1	610
Tasmania	NZ	1	0	403
Tasmania	NZ	1	1	441
Tasmania	(Other)			357
Tasmania	(Other)	0	0	29409
Tasmania	(Other)	0	1	3510
Tasmania	(Other)	1	0	2750
Tasmania	(Other)	1	1	7011
Tasmania	Polish			18
Tasmania	Polish	0	0	1800
Tasmania	Polish	0	1	577
Tasmania	Polish	1	0	272
Tasmania	Polish	1	1	1466
Tasmania	Russian			7
Tasmania	Russian	0	0	621
Tasmania	Russian	0	1	90
Tasmania	Russian	1	0	72
Tasmania	Russian	1	1	252
Tasmania	Samoan	0	0	114
Tasmania	Samoan	0	1	51
Tasmania	Samoan	1	0	23
Tasmania	Samoan	1	1	24
Tasmania	Scottish			392
Tasmania	Scottish	0	0	7743
Tasmania	Scottish	0	1	4013
Tasmania	Scottish	1	0	2779
Tasmania	Scottish	1	1	37688
Tasmania	Serbian			7
Tasmania	Serbian	0	0	276
Tasmania	Serbian	0	1	64
Tasmania	Serbian	1	0	26
Tasmania	Serbian	1	1	94
Tasmania	South African			7
Tasmania	South African	0	0	1059
Tasmania	South African	0	1	166
Tasmania	South African	1	0	159
Tasmania	South African	1	1	86
Tasmania	Spanish			14
Tasmania	Spanish	0	0	794
Tasmania	Spanish	0	1	87
Tasmania	Spanish	1	0	70
Tasmania	Spanish	1	1	344
Tasmania	Sri Lankan			4
Tasmania	Sri Lankan	0	0	618
Tasmania	Sri Lankan	0	1	40
Tasmania	Sri Lankan	1	0	28
Tasmania	Sri Lankan	1	1	46
Tasmania	Vietnamese			6
Tasmania	Vietnamese	0	0	1366
Tasmania	Vietnamese	0	1	36
Tasmania	Vietnamese	1	0	69
Tasmania	Vietnamese	1	1	26
Tasmania	Welsh			14
Tasmania	Welsh	0	0	1370
Tasmania	Welsh	0	1	345
Tasmania	Welsh	1	0	249
Tasmania	Welsh	1	1	1271
Northern Territory				21149
Northern Territory		0	0	969
Northern Territory		0	1	78
Northern Territory		1	0	73
Northern Territory		1	1	1057
Northern Territory	Australian			488
Northern Territory	Australian		1	42076
Northern Territory	Australian	0	0	1932
Northern Territory	Australian	0	1	5703
Northern Territory	Australian	1	0	5847
Northern Territory	Australian Aboriginal			1048
Northern Territory	Australian Aboriginal	0	0	97
Northern Territory	Australian Aboriginal	0	1	1013
Northern Territory	Australian Aboriginal	1	0	558
Northern Territory	Australian Aboriginal	1	1	54367
Northern Territory	Chinese			57
Northern Territory	Chinese	0	0	5258
Northern Territory	Chinese	0	1	227
Northern Territory	Chinese	1	0	393
Northern Territory	Chinese	1	1	995
Northern Territory	Croatian	0	0	146
Northern Territory	Croatian	0	1	55
Northern Territory	Croatian	1	0	26
Northern Territory	Croatian	1	1	137
Northern Territory	Dutch			20
Northern Territory	Dutch	0	0	1052
Northern Territory	Dutch	0	1	412
Northern Territory	Dutch	1	0	299
Northern Territory	Dutch	1	1	844
Northern Territory	English			575
Northern Territory	English	0	0	11498
Northern Territory	English	0	1	4719
Northern Territory	English	1	0	4305
Northern Territory	English	1	1	32735
Northern Territory	Filipino			35
Northern Territory	Filipino	0	0	7036
Northern Territory	Filipino	0	1	144
Northern Territory	Filipino	1	0	761
Northern Territory	Filipino	1	1	270
Northern Territory	French			5
Northern Territory	French	0	0	628
Northern Territory	French	0	1	81
Northern Territory	French	1	0	96
Northern Territory	French	1	1	280
Northern Territory	German			56
Northern Territory	German	0	0	1955
Northern Territory	German	0	1	630
Northern Territory	German	1	0	562
Northern Territory	German	1	1	5143
Northern Territory	Greek			39
Northern Territory	Greek	0	0	2093
Northern Territory	Greek	0	1	673
Northern Territory	Greek	1	0	306
Northern Territory	Greek	1	1	1155
Northern Territory	Hungarian			3
Northern Territory	Hungarian	0	0	187
Northern Territory	Hungarian	0	1	52
Northern Territory	Hungarian	1	0	25
Northern Territory	Hungarian	1	1	84
Northern Territory	Indian			16
Northern Territory	Indian	0	0	4929
Northern Territory	Indian	0	1	104
Northern Territory	Indian	1	0	75
Northern Territory	Indian	1	1	75
Northern Territory	Irish			122
Northern Territory	Irish	0	0	3089
Northern Territory	Irish	0	1	1189
Northern Territory	Irish	1	0	1012
Northern Territory	Irish	1	1	11508
Northern Territory	Italian			36
Northern Territory	Italian	0	0	1428
Northern Territory	Italian	0	1	515
Northern Territory	Italian	1	0	241
Northern Territory	Italian	1	1	2174
Northern Territory	Korean			5
Northern Territory	Korean	0	0	429
Northern Territory	Korean	0	1	3
Northern Territory	Korean	1	0	44
Northern Territory	Korean	1	1	9
Northern Territory	Lebanese			5
Northern Territory	Lebanese	0	0	80
Northern Territory	Lebanese	0	1	17
Northern Territory	Lebanese	1	0	12
Northern Territory	Lebanese	1	1	71
Northern Territory	Macedonian			4
Northern Territory	Macedonian	0	0	37
Northern Territory	Macedonian	0	1	13
Northern Territory	Macedonian	1	0	3
Northern Territory	Macedonian	1	1	28
Northern Territory	Maltese			6
Northern Territory	Maltese	0	0	98
Northern Territory	Maltese	0	1	74
Northern Territory	Maltese	1	0	33
Northern Territory	Maltese	1	1	223
Northern Territory	Maori			13
Northern Territory	Maori	0	0	1145
Northern Territory	Maori	0	1	205
Northern Territory	Maori	1	0	212
Northern Territory	Maori	1	1	164
Northern Territory	NZ			20
Northern Territory	NZ	0	0	821
Northern Territory	NZ	0	1	333
Northern Territory	NZ	1	0	208
Northern Territory	NZ	1	1	147
Northern Territory	(Other)			286
Northern Territory	(Other)	0	0	22097
Northern Territory	(Other)	0	1	1703
Northern Territory	(Other)	1	0	2058
Northern Territory	(Other)	1	1	4482
Northern Territory	Polish			4
Northern Territory	Polish	0	0	433
Northern Territory	Polish	0	1	119
Northern Territory	Polish	1	0	83
Northern Territory	Polish	1	1	345
Northern Territory	Russian	0	0	200
Northern Territory	Russian	0	1	31
Northern Territory	Russian	1	0	42
Northern Territory	Russian	1	1	103
Northern Territory	Samoan			11
Northern Territory	Samoan	0	0	315
Northern Territory	Samoan	0	1	41
Northern Territory	Samoan	1	0	18
Northern Territory	Samoan	1	1	44
Northern Territory	Scottish			94
Northern Territory	Scottish	0	0	2841
Northern Territory	Scottish	0	1	1168
Northern Territory	Scottish	1	0	991
Northern Territory	Scottish	1	1	9533
Northern Territory	Serbian	0	0	86
Northern Territory	Serbian	0	1	16
Northern Territory	Serbian	1	1	33
Northern Territory	South African			4
Northern Territory	South African	0	0	535
Northern Territory	South African	0	1	86
Northern Territory	South African	1	0	65
Northern Territory	South African	1	1	37
Northern Territory	Spanish			9
Northern Territory	Spanish	0	0	658
Northern Territory	Spanish	0	1	43
Northern Territory	Spanish	1	0	35
Northern Territory	Spanish	1	1	141
Northern Territory	Sri Lankan			4
Northern Territory	Sri Lankan	0	0	643
Northern Territory	Sri Lankan	0	1	34
Northern Territory	Sri Lankan	1	0	28
Northern Territory	Sri Lankan	1	1	38
Northern Territory	Vietnamese			13
Northern Territory	Vietnamese	0	0	1526
Northern Territory	Vietnamese	0	1	41
Northern Territory	Vietnamese	1	0	101
Northern Territory	Vietnamese	1	1	36
Northern Territory	Welsh			6
Northern Territory	Welsh	0	0	375
Northern Territory	Welsh	0	1	101
Northern Territory	Welsh	1	0	97
Northern Territory	Welsh	1	1	416
Australian Capital Territory				16944
Australian Capital Territory		0	0	2263
Australian Capital Territory		0	1	168
Australian Capital Territory		1	0	129
Australian Capital Territory		1	1	1339
Australian Capital Territory	Australian			622
Australian Capital Territory	Australian		1	104300
Australian Capital Territory	Australian	0	0	4907
Australian Capital Territory	Australian	0	1	18202
Australian Capital Territory	Australian	1	0	15319
Australian Capital Territory	Australian Aboriginal			68
Australian Capital Territory	Australian Aboriginal	0	0	130
Australian Capital Territory	Australian Aboriginal	0	1	517
Australian Capital Territory	Australian Aboriginal	1	0	307
Australian Capital Territory	Australian Aboriginal	1	1	7603
Australian Capital Territory	Chinese			108
Australian Capital Territory	Chinese	0	0	22727
Australian Capital Territory	Chinese	0	1	671
Australian Capital Territory	Chinese	1	0	1368
Australian Capital Territory	Chinese	1	1	1174
Australian Capital Territory	Croatian			33
Australian Capital Territory	Croatian	0	0	3181
Australian Capital Territory	Croatian	0	1	548
Australian Capital Territory	Croatian	1	0	285
Australian Capital Territory	Croatian	1	1	1579
Australian Capital Territory	Dutch			24
Australian Capital Territory	Dutch	0	0	2834
Australian Capital Territory	Dutch	0	1	1279
Australian Capital Territory	Dutch	1	0	837
Australian Capital Territory	Dutch	1	1	2852
Australian Capital Territory	English			654
Australian Capital Territory	English	0	0	25940
Australian Capital Territory	English	0	1	15646
Australian Capital Territory	English	1	0	12300
Australian Capital Territory	English	1	1	90752
Australian Capital Territory	Filipino			28
Australian Capital Territory	Filipino	0	0	6061
Australian Capital Territory	Filipino	0	1	187
Australian Capital Territory	Filipino	1	0	792
Australian Capital Territory	Filipino	1	1	232
Australian Capital Territory	French			10
Australian Capital Territory	French	0	0	1479
Australian Capital Territory	French	0	1	354
Australian Capital Territory	French	1	0	276
Australian Capital Territory	French	1	1	994
Australian Capital Territory	German			81
Australian Capital Territory	German	0	0	5002
Australian Capital Territory	German	0	1	1840
Australian Capital Territory	German	1	0	1424
Australian Capital Territory	German	1	1	10748
Australian Capital Territory	Greek			23
Australian Capital Territory	Greek	0	0	2546
Australian Capital Territory	Greek	0	1	631
Australian Capital Territory	Greek	1	0	342
Australian Capital Territory	Greek	1	1	1988
Australian Capital Territory	Hungarian			5
Australian Capital Territory	Hungarian	0	0	942
Australian Capital Territory	Hungarian	0	1	281
Australian Capital Territory	Hungarian	1	0	193
Australian Capital Territory	Hungarian	1	1	596
Australian Capital Territory	Indian			26
Australian Capital Territory	Indian	0	0	19340
Australian Capital Territory	Indian	0	1	402
Australian Capital Territory	Indian	1	0	347
Australian Capital Territory	Indian	1	1	277
Australian Capital Territory	Irish			210
Australian Capital Territory	Irish	0	0	5873
Australian Capital Territory	Irish	0	1	3975
Australian Capital Territory	Irish	1	0	3049
Australian Capital Territory	Irish	1	1	39564
Australian Capital Territory	Italian			68
Australian Capital Territory	Italian	0	0	5416
Australian Capital Territory	Italian	0	1	1875
Australian Capital Territory	Italian	1	0	975
Australian Capital Territory	Italian	1	1	6892
Australian Capital Territory	Korean			3
Australian Capital Territory	Korean	0	0	3103
Australian Capital Territory	Korean	0	1	58
Australian Capital Territory	Korean	1	0	255
Australian Capital Territory	Korean	1	1	62
Australian Capital Territory	Lebanese	0	0	815
Australian Capital Territory	Lebanese	0	1	268
Australian Capital Territory	Lebanese	1	0	106
Australian Capital Territory	Lebanese	1	1	430
Australian Capital Territory	Macedonian			8
Australian Capital Territory	Macedonian	0	0	904
Australian Capital Territory	Macedonian	0	1	176
Australian Capital Territory	Macedonian	1	0	85
Australian Capital Territory	Macedonian	1	1	289
Australian Capital Territory	Maltese			14
Australian Capital Territory	Maltese	0	0	634
Australian Capital Territory	Maltese	0	1	263
Australian Capital Territory	Maltese	1	0	206
Australian Capital Territory	Maltese	1	1	849
Australian Capital Territory	Maori			8
Australian Capital Territory	Maori	0	0	752
Australian Capital Territory	Maori	0	1	247
Australian Capital Territory	Maori	1	0	185
Australian Capital Territory	Maori	1	1	198
Australian Capital Territory	NZ			11
Australian Capital Territory	NZ	0	0	1275
Australian Capital Territory	NZ	0	1	704
Australian Capital Territory	NZ	1	0	523
Australian Capital Territory	NZ	1	1	372
Australian Capital Territory	(Other)			324
Australian Capital Territory	(Other)	0	0	57782
Australian Capital Territory	(Other)	0	1	5487
Australian Capital Territory	(Other)	1	0	5458
Australian Capital Territory	(Other)	1	1	7177
Australian Capital Territory	Polish			17
Australian Capital Territory	Polish	0	0	2559
Australian Capital Territory	Polish	0	1	529
Australian Capital Territory	Polish	1	0	491
Australian Capital Territory	Polish	1	1	1442
Australian Capital Territory	Russian			13
Australian Capital Territory	Russian	0	0	1213
Australian Capital Territory	Russian	0	1	166
Australian Capital Territory	Russian	1	0	190
Australian Capital Territory	Russian	1	1	422
Australian Capital Territory	Samoan			13
Australian Capital Territory	Samoan	0	0	762
Australian Capital Territory	Samoan	0	1	169
Australian Capital Territory	Samoan	1	0	71
Australian Capital Territory	Samoan	1	1	39
Australian Capital Territory	Scottish			163
Australian Capital Territory	Scottish	0	0	7018
Australian Capital Territory	Scottish	0	1	4254
Australian Capital Territory	Scottish	1	0	3416
Australian Capital Territory	Scottish	1	1	30602
Australian Capital Territory	Serbian			12
Australian Capital Territory	Serbian	0	0	1497
Australian Capital Territory	Serbian	0	1	246
Australian Capital Territory	Serbian	1	0	136
Australian Capital Territory	Serbian	1	1	300
Australian Capital Territory	South African			6
Australian Capital Territory	South African	0	0	1377
Australian Capital Territory	South African	0	1	244
Australian Capital Territory	South African	1	0	234
Australian Capital Territory	South African	1	1	123
Australian Capital Territory	Spanish			27
Australian Capital Territory	Spanish	0	0	2125
Australian Capital Territory	Spanish	0	1	262
Australian Capital Territory	Spanish	1	0	219
Australian Capital Territory	Spanish	1	1	482
Australian Capital Territory	Sri Lankan			8
Australian Capital Territory	Sri Lankan	0	0	1908
Australian Capital Territory	Sri Lankan	0	1	138
Australian Capital Territory	Sri Lankan	1	0	153
Australian Capital Territory	Sri Lankan	1	1	126
Australian Capital Territory	Vietnamese			26
Australian Capital Territory	Vietnamese	0	0	5308
Australian Capital Territory	Vietnamese	0	1	152
Australian Capital Territory	Vietnamese	1	0	330
Australian Capital Territory	Vietnamese	1	1	141
Australian Capital Territory	Welsh			5
Australian Capital Territory	Welsh	0	0	1181
Australian Capital Territory	Welsh	0	1	472
Australian Capital Territory	Welsh	1	0	311
Australian Capital Territory	Welsh	1	1	1661
Other Territories				853
Other Territories		0	0	17
Other Territories		0	1	7
Other Territories		1	0	6
Other Territories		1	1	22
Other Territories	Australian			4
Other Territories	Australian		1	813
Other Territories	Australian	0	0	40
Other Territories	Australian	0	1	141
Other Territories	Australian	1	0	121
Other Territories	Australian Aboriginal	0	0	3
Other Territories	Australian Aboriginal	1	0	4
Other Territories	Australian Aboriginal	1	1	146
Other Territories	Chinese	0	0	350
Other Territories	Chinese	0	1	13
Other Territories	Chinese	1	0	10
Other Territories	Chinese	1	1	22
Other Territories	Croatian	0	0	3
Other Territories	Croatian	0	1	3
Other Territories	Croatian	1	1	9
Other Territories	Dutch	0	0	26
Other Territories	Dutch	0	1	5
Other Territories	Dutch	1	0	9
Other Territories	Dutch	1	1	10
Other Territories	English			18
Other Territories	English	0	0	310
Other Territories	English	0	1	86
Other Territories	English	1	0	88
Other Territories	English	1	1	412
Other Territories	Filipino			4
Other Territories	Filipino	0	0	62
Other Territories	Filipino	1	0	9
Other Territories	French	0	0	11
Other Territories	French	0	1	4
Other Territories	French	1	0	4
Other Territories	French	1	1	8
Other Territories	German	0	0	25
Other Territories	German	0	1	11
Other Territories	German	1	0	8
Other Territories	German	1	1	44
Other Territories	Hungarian	0	0	6
Other Territories	Indian	0	0	30
Other Territories	Indian	1	0	4
Other Territories	Irish			4
Other Territories	Irish	0	0	61
Other Territories	Irish	0	1	29
Other Territories	Irish	1	0	16
Other Territories	Irish	1	1	121
Other Territories	Italian	0	0	13
Other Territories	Italian	0	1	6
Other Territories	Italian	1	0	3
Other Territories	Italian	1	1	11
Other Territories	Korean	0	0	6
Other Territories	Lebanese	0	0	3
Other Territories	Maltese	0	0	5
Other Territories	Maltese	0	1	4
Other Territories	Maori	0	0	32
Other Territories	Maori	0	1	10
Other Territories	Maori	1	0	6
Other Territories	Maori	1	1	5
Other Territories	NZ	0	0	85
Other Territories	NZ	0	1	24
Other Territories	NZ	1	0	37
Other Territories	NZ	1	1	5
Other Territories	(Other)			21
Other Territories	(Other)	0	0	409
Other Territories	(Other)	0	1	229
Other Territories	(Other)	1	0	223
Other Territories	(Other)	1	1	705
Other Territories	Polish	0	0	4
Other Territories	Polish	0	1	5
Other Territories	Russian	0	0	4
Other Territories	Russian	1	0	3
Other Territories	Samoan	0	0	6
Other Territories	Scottish			6
Other Territories	Scottish	0	0	93
Other Territories	Scottish	0	1	14
Other Territories	Scottish	1	0	16
Other Territories	Scottish	1	1	137
Other Territories	Serbian	0	0	3
Other Territories	South African	0	0	16
Other Territories	Spanish	0	0	12
Other Territories	Vietnamese	0	0	3
Other Territories	Welsh	0	0	10
Other Territories	Welsh	1	1	9
