STE_NAME21	Age.min	persons
New South Wales	0	91509
New South Wales	1	93238
New South Wales	2	93583
New South Wales	3	93627
New South Wales	4	96089
New South Wales	5	99138
New South Wales	6	98424
New South Wales	7	99869
New South Wales	8	101396
New South Wales	9	101990
New South Wales	10	100410
New South Wales	11	101468
New South Wales	12	100073
New South Wales	13	99931
New South Wales	14	99256
New South Wales	15	95677
New South Wales	16	92918
New South Wales	17	90621
New South Wales	18	89717
New South Wales	19	88965
New South Wales	20	94113
New South Wales	21	98754
New South Wales	22	98930
New South Wales	23	100484
New South Wales	24	103908
New South Wales	25	106275
New South Wales	26	110143
New South Wales	27	111391
New South Wales	28	113275
New South Wales	29	114884
New South Wales	30	117902
New South Wales	31	118750
New South Wales	32	117558
New South Wales	33	115879
New South Wales	34	115966
New South Wales	35	116722
New South Wales	36	116750
New South Wales	37	116300
New South Wales	38	116834
New South Wales	39	113578
New South Wales	40	111647
New South Wales	41	106089
New South Wales	42	104059
New South Wales	43	101025
New South Wales	44	100170
New South Wales	45	99953
New South Wales	46	100565
New South Wales	47	102648
New South Wales	48	104859
New South Wales	49	108891
New South Wales	50	109997
New South Wales	51	100667
New South Wales	52	99908
New South Wales	53	95435
New South Wales	54	94023
New South Wales	55	93845
New South Wales	56	95435
New South Wales	57	99038
New South Wales	58	101361
New South Wales	59	100478
New South Wales	60	99507
New South Wales	61	95763
New South Wales	62	93592
New South Wales	63	92756
New South Wales	64	90011
New South Wales	65	87653
New South Wales	66	85725
New South Wales	67	82951
New South Wales	68	81985
New South Wales	69	78177
New South Wales	70	77199
New South Wales	71	75518
New South Wales	72	72514
New South Wales	73	72453
New South Wales	74	74554
New South Wales	75	61558
New South Wales	76	58095
New South Wales	77	54837
New South Wales	78	47875
New South Wales	79	45745
New South Wales	80	183409
New South Wales	85	110697
New South Wales	90	55803
New South Wales	95	15488
New South Wales	100	1912
Victoria	0	73078
Victoria	1	74289
Victoria	2	74874
Victoria	3	75963
Victoria	4	77699
Victoria	5	80605
Victoria	6	79890
Victoria	7	80286
Victoria	8	81297
Victoria	9	80094
Victoria	10	78020
Victoria	11	79384
Victoria	12	77920
Victoria	13	77951
Victoria	14	78121
Victoria	15	75127
Victoria	16	72251
Victoria	17	71937
Victoria	18	71508
Victoria	19	72381
Victoria	20	77087
Victoria	21	80888
Victoria	22	81344
Victoria	23	83133
Victoria	24	87877
Victoria	25	91481
Victoria	26	95022
Victoria	27	95647
Victoria	28	96423
Victoria	29	96971
Victoria	30	99747
Victoria	31	100974
Victoria	32	99752
Victoria	33	100003
Victoria	34	99485
Victoria	35	100039
Victoria	36	99805
Victoria	37	97644
Victoria	38	97801
Victoria	39	94638
Victoria	40	92051
Victoria	41	87302
Victoria	42	85041
Victoria	43	82867
Victoria	44	81549
Victoria	45	81035
Victoria	46	82025
Victoria	47	83018
Victoria	48	83451
Victoria	49	87002
Victoria	50	89119
Victoria	51	83211
Victoria	52	82736
Victoria	53	79165
Victoria	54	76128
Victoria	55	75840
Victoria	56	75868
Victoria	57	77049
Victoria	58	78051
Victoria	59	77103
Victoria	60	76414
Victoria	61	73719
Victoria	62	72877
Victoria	63	70658
Victoria	64	68970
Victoria	65	68067
Victoria	66	65995
Victoria	67	63434
Victoria	68	62669
Victoria	69	60394
Victoria	70	59232
Victoria	71	57883
Victoria	72	55303
Victoria	73	55245
Victoria	74	57332
Victoria	75	46944
Victoria	76	43534
Victoria	77	40942
Victoria	78	36166
Victoria	79	35615
Victoria	80	141601
Victoria	85	86024
Victoria	90	43190
Victoria	95	11839
Victoria	100	1423
Queensland	0	55887
Queensland	1	57822
Queensland	2	58538
Queensland	3	59308
Queensland	4	60898
Queensland	5	64136
Queensland	6	64560
Queensland	7	66216
Queensland	8	66979
Queensland	9	67420
Queensland	10	67540
Queensland	11	68815
Queensland	12	69031
Queensland	13	68947
Queensland	14	68230
Queensland	15	66267
Queensland	16	63972
Queensland	17	62030
Queensland	18	60048
Queensland	19	61190
Queensland	20	63685
Queensland	21	64289
Queensland	22	64163
Queensland	23	65347
Queensland	24	66251
Queensland	25	67706
Queensland	26	69469
Queensland	27	69671
Queensland	28	70063
Queensland	29	70782
Queensland	30	71838
Queensland	31	71904
Queensland	32	70387
Queensland	33	69986
Queensland	34	69919
Queensland	35	71464
Queensland	36	71431
Queensland	37	71095
Queensland	38	72869
Queensland	39	70264
Queensland	40	69621
Queensland	41	66659
Queensland	42	65752
Queensland	43	64133
