STE_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
South Australia	NLD	2018	11
South Australia	NLD	2019	46
South Australia	NLD	2020	19
South Australia	NLD	2021	7
South Australia	NPL		121
South Australia	NPL	1980	4
South Australia	NPL	1990	11
South Australia	NPL	2000	32
South Australia	NPL	2010	1325
South Australia	NPL	2015	1579
South Australia	NPL	2016	710
South Australia	NPL	2017	1062
South Australia	NPL	2018	1028
South Australia	NPL	2019	1037
South Australia	NPL	2020	317
South Australia	NPL	2021	32
South Australia	NZL		479
South Australia	NZL	1951	82
South Australia	NZL	1960	140
South Australia	NZL	1970	834
South Australia	NZL	1980	2244
South Australia	NZL	1990	2972
South Australia	NZL	2000	2044
South Australia	NZL	2010	2421
South Australia	NZL	2015	1265
South Australia	NZL	2016	188
South Australia	NZL	2017	182
South Australia	NZL	2018	191
South Australia	NZL	2019	170
South Australia	NZL	2020	125
South Australia	NZL	2021	117
South Australia	PAK		100
South Australia	PAK	1951	5
South Australia	PAK	1970	14
South Australia	PAK	1980	23
South Australia	PAK	1990	26
South Australia	PAK	2000	174
South Australia	PAK	2010	879
South Australia	PAK	2015	1898
South Australia	PAK	2016	380
South Australia	PAK	2017	525
South Australia	PAK	2018	578
South Australia	PAK	2019	672
South Australia	PAK	2020	304
South Australia	PAK	2021	82
South Australia	PHL		377
South Australia	PHL	1960	11
South Australia	PHL	1970	29
South Australia	PHL	1980	342
South Australia	PHL	1990	1895
South Australia	PHL	2000	1722
South Australia	PHL	2010	3951
South Australia	PHL	2015	3475
South Australia	PHL	2016	686
South Australia	PHL	2017	715
South Australia	PHL	2018	737
South Australia	PHL	2019	1083
South Australia	PHL	2020	372
South Australia	PHL	2021	108
South Australia	POL		95
South Australia	POL	1951	217
South Australia	POL	1960	228
South Australia	POL	1970	337
South Australia	POL	1980	331
South Australia	POL	1990	2080
South Australia	POL	2000	738
South Australia	POL	2010	431
South Australia	POL	2015	162
South Australia	POL	2016	48
South Australia	POL	2017	31
South Australia	POL	2018	32
South Australia	POL	2019	29
South Australia	POL	2020	15
South Australia	POL	2021	3
South Australia	SGP		38
South Australia	SGP	1951	8
South Australia	SGP	1960	30
South Australia	SGP	1970	121
South Australia	SGP	1980	279
South Australia	SGP	1990	304
South Australia	SGP	2000	266
South Australia	SGP	2010	659
South Australia	SGP	2015	387
South Australia	SGP	2016	133
South Australia	SGP	2017	146
South Australia	SGP	2018	137
South Australia	SGP	2019	167
South Australia	SGP	2020	89
South Australia	SGP	2021	24
South Australia	THA		118
South Australia	THA	1960	4
South Australia	THA	1970	3
South Australia	THA	1980	98
South Australia	THA	1990	587
South Australia	THA	2000	441
South Australia	THA	2010	999
South Australia	THA	2015	611
South Australia	THA	2016	144
South Australia	THA	2017	125
South Australia	THA	2018	154
South Australia	THA	2019	192
South Australia	THA	2020	95
South Australia	THA	2021	41
South Australia	TWN		34
South Australia	TWN	1970	3
South Australia	TWN	1980	11
South Australia	TWN	1990	103
South Australia	TWN	2000	180
South Australia	TWN	2010	345
South Australia	TWN	2015	484
South Australia	TWN	2016	107
South Australia	TWN	2017	115
South Australia	TWN	2018	134
South Australia	TWN	2019	144
South Australia	TWN	2020	65
South Australia	TWN	2021	7
South Australia	USA		128
South Australia	USA	1951	17
South Australia	USA	1960	57
South Australia	USA	1970	306
South Australia	USA	1980	580
South Australia	USA	1990	578
South Australia	USA	2000	653
South Australia	USA	2010	1173
South Australia	USA	2015	753
South Australia	USA	2016	173
South Australia	USA	2017	159
South Australia	USA	2018	199
South Australia	USA	2019	184
South Australia	USA	2020	199
South Australia	USA	2021	70
South Australia	VNM		577
South Australia	VNM	1960	9
South Australia	VNM	1970	38
South Australia	VNM	1980	1920
South Australia	VNM	1990	4701
South Australia	VNM	2000	2466
South Australia	VNM	2010	2384
South Australia	VNM	2015	1915
South Australia	VNM	2016	568
South Australia	VNM	2017	562
South Australia	VNM	2018	652
South Australia	VNM	2019	756
South Australia	VNM	2020	428
South Australia	VNM	2021	69
South Australia	ZAF		125
South Australia	ZAF	1951	16
South Australia	ZAF	1960	50
South Australia	ZAF	1970	216
South Australia	ZAF	1980	477
South Australia	ZAF	1990	511
South Australia	ZAF	2000	879
South Australia	ZAF	2010	2857
South Australia	ZAF	2015	1131
South Australia	ZAF	2016	286
South Australia	ZAF	2017	242
South Australia	ZAF	2018	475
South Australia	ZAF	2019	561
South Australia	ZAF	2020	318
South Australia	ZAF	2021	59
Western Australia			2864
Western Australia		1951	1001
Western Australia		1960	1678
Western Australia		1970	7756
Western Australia		1980	8346
Western Australia		1990	12383
Western Australia		2000	15235
Western Australia		2010	35428
Western Australia		2015	20026
Western Australia		2016	4380
Western Australia		2017	4179
Western Australia		2018	4704
Western Australia		2019	6385
Western Australia		2020	2762
Western Australia		2021	879
Western Australia	AFG		139
Western Australia	AFG	1980	17
Western Australia	AFG	1990	159
Western Australia	AFG	2000	657
Western Australia	AFG	2010	1925
Western Australia	AFG	2015	1651
Western Australia	AFG	2016	199
Western Australia	AFG	2017	218
Western Australia	AFG	2018	169
Western Australia	AFG	2019	320
Western Australia	AFG	2020	147
Western Australia	AFG	2021	119
Western Australia	BGD		40
Western Australia	BGD	1960	6
Western Australia	BGD	1970	13
Western Australia	BGD	1980	94
Western Australia	BGD	1990	78
Western Australia	BGD	2000	157
Western Australia	BGD	2010	1066
Western Australia	BGD	2015	773
Western Australia	BGD	2016	102
Western Australia	BGD	2017	113
Western Australia	BGD	2018	130
Western Australia	BGD	2019	138
Western Australia	BGD	2020	95
Western Australia	BGD	2021	6
Western Australia	CAN		95
Western Australia	CAN	1951	9
Western Australia	CAN	1960	49
Western Australia	CAN	1970	367
Western Australia	CAN	1980	698
Western Australia	CAN	1990	726
Western Australia	CAN	2000	865
Western Australia	CAN	2010	1546
Western Australia	CAN	2015	941
Western Australia	CAN	2016	181
Western Australia	CAN	2017	173
Western Australia	CAN	2018	194
Western Australia	CAN	2019	239
Western Australia	CAN	2020	136
Western Australia	CAN	2021	55
Western Australia	CHN		565
Western Australia	CHN	1951	37
Western Australia	CHN	1960	41
Western Australia	CHN	1970	77
Western Australia	CHN	1980	234
Western Australia	CHN	1990	1411
Western Australia	CHN	2000	2261
Western Australia	CHN	2010	10517
Western Australia	CHN	2015	6529
Western Australia	CHN	2016	1346
Western Australia	CHN	2017	1376
Western Australia	CHN	2018	1234
Western Australia	CHN	2019	2033
Western Australia	CHN	2020	670
Western Australia	CHN	2021	94
Western Australia	DEU		244
Western Australia	DEU	1951	1310
Western Australia	DEU	1960	1236
Western Australia	DEU	1970	964
Western Australia	DEU	1980	859
Western Australia	DEU	1990	1702
Western Australia	DEU	2000	978
Western Australia	DEU	2010	2105
Western Australia	DEU	2015	1051
Western Australia	DEU	2016	147
Western Australia	DEU	2017	146
Western Australia	DEU	2018	200
Western Australia	DEU	2019	263
Western Australia	DEU	2020	122
Western Australia	DEU	2021	35
Western Australia	EGY		69
Western Australia	EGY	1951	89
Western Australia	EGY	1960	156
Western Australia	EGY	1970	268
Western Australia	EGY	1980	146
Western Australia	EGY	1990	180
Western Australia	EGY	2000	227
Western Australia	EGY	2010	508
Western Australia	EGY	2015	512
Western Australia	EGY	2016	85
Western Australia	EGY	2017	76
Western Australia	EGY	2018	69
Western Australia	EGY	2019	75
Western Australia	EGY	2020	39
Western Australia	EGY	2021	26
Western Australia	FJI		50
Western Australia	FJI	1951	12
Western Australia	FJI	1960	36
Western Australia	FJI	1970	58
Western Australia	FJI	1980	111
Western Australia	FJI	1990	261
Western Australia	FJI	2000	167
Western Australia	FJI	2010	303
Western Australia	FJI	2015	242
Western Australia	FJI	2016	22
Western Australia	FJI	2017	38
Western Australia	FJI	2018	52
Western Australia	FJI	2019	57
Western Australia	FJI	2020	28
Western Australia	FJI	2021	50
Western Australia	GBR		5410
Western Australia	GBR	1951	2863
Western Australia	GBR	1960	8429
Western Australia	GBR	1970	44663
Western Australia	GBR	1980	34124
Western Australia	GBR	1990	33911
Western Australia	GBR	2000	21753
Western Australia	GBR	2010	49530
Western Australia	GBR	2015	25171
Western Australia	GBR	2016	2379
Western Australia	GBR	2017	1923
Western Australia	GBR	2018	1991
Western Australia	GBR	2019	2248
Western Australia	GBR	2020	1254
Western Australia	GBR	2021	451
Western Australia	GRC		60
Western Australia	GRC	1951	118
Western Australia	GRC	1960	558
Western Australia	GRC	1970	687
Western Australia	GRC	1980	257
Western Australia	GRC	1990	112
Western Australia	GRC	2000	51
Western Australia	GRC	2010	76
Western Australia	GRC	2015	152
Western Australia	GRC	2016	18
Western Australia	GRC	2017	17
Western Australia	GRC	2018	8
Western Australia	GRC	2019	20
Western Australia	GRC	2020	12
Western Australia	GRC	2021	6
Western Australia	HKG		143
Western Australia	HKG	1951	15
Western Australia	HKG	1960	23
Western Australia	HKG	1970	174
Western Australia	HKG	1980	496
Western Australia	HKG	1990	1049
Western Australia	HKG	2000	1037
Western Australia	HKG	2010	1350
Western Australia	HKG	2015	1012
Western Australia	HKG	2016	227
Western Australia	HKG	2017	202
Western Australia	HKG	2018	243
Western Australia	HKG	2019	283
Western Australia	HKG	2020	210
Western Australia	HKG	2021	61
Western Australia	HRV		158
Western Australia	HRV	1951	92
Western Australia	HRV	1960	557
Western Australia	HRV	1970	1382
Western Australia	HRV	1980	464
Western Australia	HRV	1990	305
Western Australia	HRV	2000	917
Western Australia	HRV	2010	444
Western Australia	HRV	2015	127
Western Australia	HRV	2016	16
Western Australia	HRV	2017	17
Western Australia	HRV	2018	5
Western Australia	HRV	2019	10
Western Australia	HRV	2020	6
Western Australia	IDN		291
Western Australia	IDN	1951	56
Western Australia	IDN	1960	159
Western Australia	IDN	1970	111
Western Australia	IDN	1980	295
Western Australia	IDN	1990	1176
Western Australia	IDN	2000	2946
Western Australia	IDN	2010	4114
Western Australia	IDN	2015	2086
Western Australia	IDN	2016	482
Western Australia	IDN	2017	491
Western Australia	IDN	2018	525
Western Australia	IDN	2019	632
Western Australia	IDN	2020	622
Western Australia	IDN	2021	77
Western Australia	IND		1022
Western Australia	IND	1951	421
Western Australia	IND	1960	304
Western Australia	IND	1970	2419
Western Australia	IND	1980	2076
Western Australia	IND	1990	1969
Western Australia	IND	2000	2781
Western Australia	IND	2010	19770
Western Australia	IND	2015	14797
Western Australia	IND	2016	3076
Western Australia	IND	2017	2526
Western Australia	IND	2018	3679
Western Australia	IND	2019	4400
Western Australia	IND	2020	1543
Western Australia	IND	2021	316
Western Australia	IRL		272
Western Australia	IRL	1951	62
Western Australia	IRL	1960	274
Western Australia	IRL	1970	1078
Western Australia	IRL	1980	1228
Western Australia	IRL	1990	3025
Western Australia	IRL	2000	1175
Western Australia	IRL	2010	4116
Western Australia	IRL	2015	5198
Western Australia	IRL	2016	265
Western Australia	IRL	2017	233
Western Australia	IRL	2018	321
Western Australia	IRL	2019	498
Western Australia	IRL	2020	289
Western Australia	IRL	2021	114
Western Australia	IRN		105
Western Australia	IRN	1951	8
Western Australia	IRN	1960	4
Western Australia	IRN	1970	8
Western Australia	IRN	1980	67
Western Australia	IRN	1990	709
Western Australia	IRN	2000	697
Western Australia	IRN	2010	1528
Western Australia	IRN	2015	2216
Western Australia	IRN	2016	234
Western Australia	IRN	2017	198
Western Australia	IRN	2018	233
Western Australia	IRN	2019	293
Western Australia	IRN	2020	92
Western Australia	IRN	2021	53
Western Australia	IRQ		100
Western Australia	IRQ	1960	9
Western Australia	IRQ	1970	30
Western Australia	IRQ	1980	10
Western Australia	IRQ	1990	38
Western Australia	IRQ	2000	965
Western Australia	IRQ	2010	1187
Western Australia	IRQ	2015	796
Western Australia	IRQ	2016	134
Western Australia	IRQ	2017	111
Western Australia	IRQ	2018	120
Western Australia	IRQ	2019	82
Western Australia	IRQ	2020	30
Western Australia	IRQ	2021	14
Western Australia	ITA		697
Western Australia	ITA	1951	877
Western Australia	ITA	1960	6061
Western Australia	ITA	1970	4652
Western Australia	ITA	1980	1150
Western Australia	ITA	1990	507
Western Australia	ITA	2000	416
Western Australia	ITA	2010	940
Western Australia	ITA	2015	1788
Western Australia	ITA	2016	266
Western Australia	ITA	2017	182
Western Australia	ITA	2018	188
Western Australia	ITA	2019	273
Western Australia	ITA	2020	143
Western Australia	ITA	2021	24
Western Australia	JPN		119
Western Australia	JPN	1951	7
Western Australia	JPN	1960	33
Western Australia	JPN	1970	24
Western Australia	JPN	1980	92
Western Australia	JPN	1990	324
Western Australia	JPN	2000	822
Western Australia	JPN	2010	1500
Western Australia	JPN	2015	679
Western Australia	JPN	2016	143
Western Australia	JPN	2017	169
Western Australia	JPN	2018	240
Western Australia	JPN	2019	307
Western Australia	JPN	2020	156
Western Australia	JPN	2021	92
Western Australia	KOR		147
Western Australia	KOR	1960	3
Western Australia	KOR	1970	4
Western Australia	KOR	1980	119
Western Australia	KOR	1990	378
Western Australia	KOR	2000	487
Western Australia	KOR	2010	2532
Western Australia	KOR	2015	1582
Western Australia	KOR	2016	255
Western Australia	KOR	2017	246
Western Australia	KOR	2018	228
Western Australia	KOR	2019	325
Western Australia	KOR	2020	87
Western Australia	KOR	2021	23
Western Australia	LBN		55
Western Australia	LBN	1951	3
Western Australia	LBN	1960	16
Western Australia	LBN	1970	95
Western Australia	LBN	1980	216
Western Australia	LBN	1990	278
Western Australia	LBN	2000	162
Western Australia	LBN	2010	202
Western Australia	LBN	2015	99
Western Australia	LBN	2016	32
Western Australia	LBN	2017	15
Western Australia	LBN	2018	19
Western Australia	LBN	2019	20
Western Australia	LBN	2020	17
Western Australia	LBN	2021	3
Western Australia	LKA		142
Western Australia	LKA	1951	53
Western Australia	LKA	1960	94
Western Australia	LKA	1970	198
Western Australia	LKA	1980	381
Western Australia	LKA	1990	865
Western Australia	LKA	2000	855
Western Australia	LKA	2010	2508
Western Australia	LKA	2015	2110
Western Australia	LKA	2016	287
Western Australia	LKA	2017	275
Western Australia	LKA	2018	320
Western Australia	LKA	2019	726
Western Australia	LKA	2020	306
Western Australia	LKA	2021	40
Western Australia	MKD		100
Western Australia	MKD	1951	48
Western Australia	MKD	1960	176
Western Australia	MKD	1970	552
Western Australia	MKD	1980	680
Western Australia	MKD	1990	673
Western Australia	MKD	2000	541
Western Australia	MKD	2010	371
Western Australia	MKD	2015	158
Western Australia	MKD	2016	41
Western Australia	MKD	2017	24
Western Australia	MKD	2018	25
Western Australia	MKD	2019	34
Western Australia	MKD	2020	16
Western Australia	MKD	2021	8
Western Australia	MYS		639
Western Australia	MYS	1951	73
Western Australia	MYS	1960	242
Western Australia	MYS	1970	1133
Western Australia	MYS	1980	2531
Western Australia	MYS	1990	7032
Western Australia	MYS	2000	3283
Western Australia	MYS	2010	7935
Western Australia	MYS	2015	4557
Western Australia	MYS	2016	1058
Western Australia	MYS	2017	1048
Western Australia	MYS	2018	1112
Western Australia	MYS	2019	984
Western Australia	MYS	2020	576
Western Australia	MYS	2021	77
Western Australia	NLD		237
Western Australia	NLD	1951	344
Western Australia	NLD	1960	3497
Western Australia	NLD	1970	860
Western Australia	NLD	1980	613
Western Australia	NLD	1990	881
Western Australia	NLD	2000	503
Western Australia	NLD	2010	982
Western Australia	NLD	2015	482
Western Australia	NLD	2016	75
Western Australia	NLD	2017	77
Western Australia	NLD	2018	84
Western Australia	NLD	2019	124
Western Australia	NLD	2020	66
Western Australia	NLD	2021	14
Western Australia	NPL		76
Western Australia	NPL	1990	15
Western Australia	NPL	2000	56
Western Australia	NPL	2010	1072
Western Australia	NPL	2015	919
Western Australia	NPL	2016	355
Western Australia	NPL	2017	414
Western Australia	NPL	2018	631
Western Australia	NPL	2019	645
Western Australia	NPL	2020	250
Western Australia	NPL	2021	18
Western Australia	NZL		2493
Western Australia	NZL	1951	91
Western Australia	NZL	1960	249
Western Australia	NZL	1970	2303
Western Australia	NZL	1980	7218
Western Australia	NZL	1990	13429
Western Australia	NZL	2000	10962
Western Australia	NZL	2010	18930
Western Australia	NZL	2015	13996
Western Australia	NZL	2016	1081
Western Australia	NZL	2017	1064
Western Australia	NZL	2018	1144
Western Australia	NZL	2019	1369
Western Australia	NZL	2020	643
Western Australia	NZL	2021	614
Western Australia	PAK		122
Western Australia	PAK	1951	16
Western Australia	PAK	1960	20
Western Australia	PAK	1970	70
Western Australia	PAK	1980	107
Western Australia	PAK	1990	169
Western Australia	PAK	2000	342
Western Australia	PAK	2010	1540
Western Australia	PAK	2015	2385
Western Australia	PAK	2016	466
Western Australia	PAK	2017	538
Western Australia	PAK	2018	561
Western Australia	PAK	2019	769
Western Australia	PAK	2020	429
Western Australia	PAK	2021	75
Western Australia	PHL		679
Western Australia	PHL	1951	3
Western Australia	PHL	1960	7
Western Australia	PHL	1970	51
Western Australia	PHL	1980	477
Western Australia	PHL	1990	2436
Western Australia	PHL	2000	2106
Western Australia	PHL	2010	11021
Western Australia	PHL	2015	12496
Western Australia	PHL	2016	2186
Western Australia	PHL	2017	1581
Western Australia	PHL	2018	1583
Western Australia	PHL	2019	1963
Western Australia	PHL	2020	700
Western Australia	PHL	2021	219
Western Australia	POL		115
Western Australia	POL	1951	234
Western Australia	POL	1960	110
Western Australia	POL	1970	192
Western Australia	POL	1980	397
Western Australia	POL	1990	2392
Western Australia	POL	2000	690
Western Australia	POL	2010	618
Western Australia	POL	2015	546
Western Australia	POL	2016	70
Western Australia	POL	2017	66
Western Australia	POL	2018	71
Western Australia	POL	2019	59
Western Australia	POL	2020	36
Western Australia	POL	2021	11
Western Australia	SGP		273
Western Australia	SGP	1951	72
Western Australia	SGP	1960	162
Western Australia	SGP	1970	508
Western Australia	SGP	1980	1571
Western Australia	SGP	1990	2484
Western Australia	SGP	2000	2400
Western Australia	SGP	2010	4745
Western Australia	SGP	2015	1835
Western Australia	SGP	2016	360
Western Australia	SGP	2017	386
Western Australia	SGP	2018	390
Western Australia	SGP	2019	435
Western Australia	SGP	2020	321
Western Australia	SGP	2021	59
Western Australia	THA		303
Western Australia	THA	1951	4
Western Australia	THA	1960	4
Western Australia	THA	1970	46
Western Australia	THA	1980	226
Western Australia	THA	1990	809
Western Australia	THA	2000	978
Western Australia	THA	2010	3244
Western Australia	THA	2015	2124
Western Australia	THA	2016	550
Western Australia	THA	2017	432
Western Australia	THA	2018	450
Western Australia	THA	2019	487
Western Australia	THA	2020	257
Western Australia	THA	2021	85
Western Australia	TWN		88
Western Australia	TWN	1970	3
Western Australia	TWN	1980	25
Western Australia	TWN	1990	245
Western Australia	TWN	2000	366
Western Australia	TWN	2010	741
Western Australia	TWN	2015	1352
Western Australia	TWN	2016	177
Western Australia	TWN	2017	176
Western Australia	TWN	2018	301
Western Australia	TWN	2019	436
Western Australia	TWN	2020	93
Western Australia	TWN	2021	15
Western Australia	USA		253
Western Australia	USA	1951	42
Western Australia	USA	1960	107
Western Australia	USA	1970	584
Western Australia	USA	1980	1039
Western Australia	USA	1990	1162
Western Australia	USA	2000	1259
Western Australia	USA	2010	2303
Western Australia	USA	2015	1612
Western Australia	USA	2016	325
Western Australia	USA	2017	307
Western Australia	USA	2018	357
Western Australia	USA	2019	490
Western Australia	USA	2020	368
Western Australia	USA	2021	152
Western Australia	VNM		769
Western Australia	VNM	1951	5
Western Australia	VNM	1960	3
Western Australia	VNM	1970	27
Western Australia	VNM	1980	1681
Western Australia	VNM	1990	4775
Western Australia	VNM	2000	2853
Western Australia	VNM	2010	2979
Western Australia	VNM	2015	2339
Western Australia	VNM	2016	546
Western Australia	VNM	2017	562
Western Australia	VNM	2018	476
Western Australia	VNM	2019	631
Western Australia	VNM	2020	342
Western Australia	VNM	2021	87
Western Australia	ZAF		537
Western Australia	ZAF	1951	28
Western Australia	ZAF	1960	109
Western Australia	ZAF	1970	521
Western Australia	ZAF	1980	1826
Western Australia	ZAF	1990	4017
Western Australia	ZAF	2000	5724
Western Australia	ZAF	2010	19122
Western Australia	ZAF	2015	7933
Western Australia	ZAF	2016	1008
Western Australia	ZAF	2017	883
Western Australia	ZAF	2018	1003
Western Australia	ZAF	2019	1196
Western Australia	ZAF	2020	648
Western Australia	ZAF	2021	336
Tasmania			268
Tasmania		1951	192
Tasmania		1960	497
Tasmania		1970	880
Tasmania		1980	872
Tasmania		1990	890
Tasmania		2000	789
Tasmania		2010	1950
Tasmania		2015	1695
Tasmania		2016	587
Tasmania		2017	561
Tasmania		2018	585
Tasmania		2019	708
Tasmania		2020	342
Tasmania		2021	95
Tasmania	AFG	2000	4
Tasmania	AFG	2010	15
Tasmania	AFG	2015	129
Tasmania	AFG	2016	57
Tasmania	AFG	2017	28
Tasmania	AFG	2018	13
Tasmania	AFG	2019	30
Tasmania	AFG	2020	3
Tasmania	AFG	2021	3
Tasmania	BGD		16
Tasmania	BGD	1980	4
Tasmania	BGD	2010	99
Tasmania	BGD	2015	207
Tasmania	BGD	2016	43
Tasmania	BGD	2017	69
Tasmania	BGD	2018	75
Tasmania	BGD	2019	64
Tasmania	BGD	2020	20
Tasmania	CAN		11
Tasmania	CAN	1951	3
Tasmania	CAN	1960	10
Tasmania	CAN	1970	92
Tasmania	CAN	1980	162
Tasmania	CAN	1990	137
Tasmania	CAN	2000	138
Tasmania	CAN	2010	220
Tasmania	CAN	2015	113
Tasmania	CAN	2016	19
Tasmania	CAN	2017	30
Tasmania	CAN	2018	33
Tasmania	CAN	2019	45
Tasmania	CAN	2020	6
Tasmania	CHN		129
Tasmania	CHN	1951	16
Tasmania	CHN	1960	27
Tasmania	CHN	1970	31
Tasmania	CHN	1980	21
Tasmania	CHN	1990	80
Tasmania	CHN	2000	135
Tasmania	CHN	2010	1058
Tasmania	CHN	2015	2073
Tasmania	CHN	2016	911
Tasmania	CHN	2017	825
Tasmania	CHN	2018	747
Tasmania	CHN	2019	625
Tasmania	CHN	2020	146
Tasmania	CHN	2021	14
Tasmania	DEU		61
Tasmania	DEU	1951	214
Tasmania	DEU	1960	477
Tasmania	DEU	1970	301
Tasmania	DEU	1980	168
Tasmania	DEU	1990	292
Tasmania	DEU	2000	125
Tasmania	DEU	2010	249
Tasmania	DEU	2015	95
Tasmania	DEU	2016	19
Tasmania	DEU	2017	10
Tasmania	DEU	2018	15
Tasmania	DEU	2019	38
Tasmania	DEU	2020	12
Tasmania	DEU	2021	5
Tasmania	EGY		3
Tasmania	EGY	1951	3
Tasmania	EGY	1960	16
Tasmania	EGY	1970	21
Tasmania	EGY	1980	5
Tasmania	EGY	1990	13
Tasmania	EGY	2000	12
Tasmania	EGY	2010	22
Tasmania	EGY	2015	23
Tasmania	EGY	2016	15
Tasmania	EGY	2017	13
Tasmania	EGY	2018	18
Tasmania	EGY	2019	29
Tasmania	EGY	2020	6
Tasmania	FJI		10
Tasmania	FJI	1960	6
Tasmania	FJI	1970	27
Tasmania	FJI	1980	30
Tasmania	FJI	1990	64
Tasmania	FJI	2000	54
Tasmania	FJI	2010	29
Tasmania	FJI	2015	23
Tasmania	FJI	2016	4
Tasmania	FJI	2017	4
Tasmania	FJI	2018	4
Tasmania	FJI	2019	3
Tasmania	GBR		844
Tasmania	GBR	1951	712
Tasmania	GBR	1960	2771
Tasmania	GBR	1970	6644
Tasmania	GBR	1980	4301
Tasmania	GBR	1990	2453
Tasmania	GBR	2000	1303
Tasmania	GBR	2010	2163
Tasmania	GBR	2015	836
Tasmania	GBR	2016	151
Tasmania	GBR	2017	124
Tasmania	GBR	2018	134
Tasmania	GBR	2019	163
Tasmania	GBR	2020	75
Tasmania	GBR	2021	38
Tasmania	GRC		16
Tasmania	GRC	1951	5
Tasmania	GRC	1960	97
Tasmania	GRC	1970	206
Tasmania	GRC	1980	50
Tasmania	GRC	1990	27
Tasmania	GRC	2000	9
Tasmania	GRC	2010	16
Tasmania	GRC	2015	20
Tasmania	GRC	2016	4
Tasmania	GRC	2017	3
Tasmania	GRC	2018	5
Tasmania	GRC	2019	3
Tasmania	HKG		5
Tasmania	HKG	1951	3
Tasmania	HKG	1960	3
Tasmania	HKG	1970	29
Tasmania	HKG	1980	40
Tasmania	HKG	1990	77
Tasmania	HKG	2000	50
Tasmania	HKG	2010	124
Tasmania	HKG	2015	201
Tasmania	HKG	2016	46
Tasmania	HKG	2017	57
Tasmania	HKG	2018	60
Tasmania	HKG	2019	98
Tasmania	HKG	2020	58
Tasmania	HKG	2021	12
Tasmania	HRV		8
Tasmania	HRV	1951	5
Tasmania	HRV	1960	54
Tasmania	HRV	1970	94
Tasmania	HRV	1980	25
Tasmania	HRV	1990	6
Tasmania	HRV	2000	15
Tasmania	HRV	2010	10
Tasmania	HRV	2015	7
Tasmania	IDN		16
Tasmania	IDN	1951	13
Tasmania	IDN	1960	40
Tasmania	IDN	1970	11
Tasmania	IDN	1980	16
Tasmania	IDN	1990	30
Tasmania	IDN	2000	50
Tasmania	IDN	2010	137
Tasmania	IDN	2015	127
Tasmania	IDN	2016	41
Tasmania	IDN	2017	34
Tasmania	IDN	2018	22
Tasmania	IDN	2019	49
Tasmania	IDN	2020	22
Tasmania	IND		123
Tasmania	IND	1951	31
Tasmania	IND	1960	21
Tasmania	IND	1970	94
Tasmania	IND	1980	58
Tasmania	IND	1990	60
Tasmania	IND	2000	120
Tasmania	IND	2010	835
Tasmania	IND	2015	1793
Tasmania	IND	2016	622
Tasmania	IND	2017	666
Tasmania	IND	2018	719
Tasmania	IND	2019	680
Tasmania	IND	2020	242
Tasmania	IND	2021	68
Tasmania	IRL		24
Tasmania	IRL	1951	10
Tasmania	IRL	1960	41
Tasmania	IRL	1970	112
Tasmania	IRL	1980	134
Tasmania	IRL	1990	149
Tasmania	IRL	2000	59
Tasmania	IRL	2010	102
Tasmania	IRL	2015	76
Tasmania	IRL	2016	9
Tasmania	IRL	2017	10
Tasmania	IRL	2018	5
Tasmania	IRL	2019	20
Tasmania	IRL	2020	3
Tasmania	IRN		6
Tasmania	IRN	1970	4
Tasmania	IRN	1980	3
Tasmania	IRN	1990	29
Tasmania	IRN	2000	24
Tasmania	IRN	2010	52
Tasmania	IRN	2015	185
Tasmania	IRN	2016	82
Tasmania	IRN	2017	73
Tasmania	IRN	2018	15
Tasmania	IRN	2019	44
Tasmania	IRN	2020	24
Tasmania	IRQ		5
Tasmania	IRQ	2000	10
Tasmania	IRQ	2010	17
Tasmania	IRQ	2015	38
Tasmania	IRQ	2016	15
Tasmania	IRQ	2017	7
Tasmania	IRQ	2018	3
Tasmania	IRQ	2019	14
Tasmania	ITA		40
Tasmania	ITA	1951	30
Tasmania	ITA	1960	340
Tasmania	ITA	1970	203
Tasmania	ITA	1980	51
Tasmania	ITA	1990	23
Tasmania	ITA	2000	25
Tasmania	ITA	2010	42
Tasmania	ITA	2015	50
Tasmania	ITA	2016	20
Tasmania	ITA	2017	11
Tasmania	ITA	2018	12
Tasmania	ITA	2019	16
Tasmania	ITA	2020	12
Tasmania	JPN		11
Tasmania	JPN	1960	6
Tasmania	JPN	1970	3
Tasmania	JPN	1980	23
Tasmania	JPN	1990	32
Tasmania	JPN	2000	71
Tasmania	JPN	2010	137
Tasmania	JPN	2015	90
Tasmania	JPN	2016	18
Tasmania	JPN	2017	15
Tasmania	JPN	2018	15
Tasmania	JPN	2019	30
Tasmania	JPN	2020	10
Tasmania	JPN	2021	3
Tasmania	KOR		29
Tasmania	KOR	1970	4
Tasmania	KOR	1980	17
Tasmania	KOR	1990	91
Tasmania	KOR	2000	71
Tasmania	KOR	2010	194
Tasmania	KOR	2015	159
Tasmania	KOR	2016	46
Tasmania	KOR	2017	50
Tasmania	KOR	2018	48
Tasmania	KOR	2019	50
Tasmania	KOR	2020	20
Tasmania	LBN		3
Tasmania	LBN	1960	5
Tasmania	LBN	1970	13
Tasmania	LBN	1980	29
Tasmania	LBN	1990	11
Tasmania	LBN	2000	3
Tasmania	LBN	2010	9
Tasmania	LBN	2015	10
Tasmania	LBN	2016	14
Tasmania	LBN	2017	3
