STE_NAME16	Age	IncomeTotPersonal.max	Sex	adults
New South Wales	25-34	91875	F	49453
New South Wales	25-34	91875	M	55346
New South Wales	25-34	105000	F	33593
New South Wales	25-34	105000	M	40213
New South Wales	25-34	157500	F	44724
New South Wales	25-34	157500	M	68228
New South Wales	25-34	183750	F	6420
New South Wales	25-34	183750	M	12959
New South Wales	25-34	Inf	F	6663
New South Wales	25-34	Inf	M	16403
New South Wales	35-44		F	33021
New South Wales	35-44		M	38945
New South Wales	35-44	0	F	43667
New South Wales	35-44	0	M	14631
New South Wales	35-44	7875	F	10412
New South Wales	35-44	7875	M	2834
New South Wales	35-44	15750	F	18410
New South Wales	35-44	15750	M	8788
New South Wales	35-44	21000	F	23176
New South Wales	35-44	21000	M	13847
New South Wales	35-44	26250	F	25524
New South Wales	35-44	26250	M	13366
New South Wales	35-44	34125	F	38566
New South Wales	35-44	34125	M	16859
New South Wales	35-44	42000	F	44286
New South Wales	35-44	42000	M	22097
New South Wales	35-44	52500	F	49999
New South Wales	35-44	52500	M	37701
New South Wales	35-44	65625	F	55529
New South Wales	35-44	65625	M	55461
New South Wales	35-44	78750	F	44038
New South Wales	35-44	78750	M	49132
New South Wales	35-44	91875	F	40875
New South Wales	35-44	91875	M	48798
New South Wales	35-44	105000	F	33092
New South Wales	35-44	105000	M	42825
New South Wales	35-44	157500	F	62501
New South Wales	35-44	157500	M	98631
New South Wales	35-44	183750	F	13721
New South Wales	35-44	183750	M	28056
New South Wales	35-44	Inf	F	22163
New South Wales	35-44	Inf	M	52202
New South Wales	45-54		F	27943
New South Wales	45-54		M	33116
New South Wales	45-54	0	F	37551
New South Wales	45-54	0	M	16199
New South Wales	45-54	7875	F	10010
New South Wales	45-54	7875	M	3747
New South Wales	45-54	15750	F	17841
New South Wales	45-54	15750	M	10525
New South Wales	45-54	21000	F	26837
New South Wales	45-54	21000	M	17497
New South Wales	45-54	26250	F	27813
New South Wales	45-54	26250	M	16775
New South Wales	45-54	34125	F	37289
New South Wales	45-54	34125	M	18083
New South Wales	45-54	42000	F	41059
New South Wales	45-54	42000	M	21486
New South Wales	45-54	52500	F	48420
New South Wales	45-54	52500	M	35465
New South Wales	45-54	65625	F	52126
New South Wales	45-54	65625	M	49616
New South Wales	45-54	78750	F	39572
New South Wales	45-54	78750	M	41381
New South Wales	45-54	91875	F	36040
New South Wales	45-54	91875	M	40989
New South Wales	45-54	105000	F	29337
New South Wales	45-54	105000	M	35790
New South Wales	45-54	157500	F	52253
New South Wales	45-54	157500	M	77093
New South Wales	45-54	183750	F	11873
New South Wales	45-54	183750	M	22699
New South Wales	45-54	Inf	F	23822
New South Wales	45-54	Inf	M	56705
New South Wales	55-64		F	26111
New South Wales	55-64		M	29507
New South Wales	55-64	0	F	56205
New South Wales	55-64	0	M	26773
New South Wales	55-64	7875	F	15287
New South Wales	55-64	7875	M	7148
New South Wales	55-64	15750	F	26483
New South Wales	55-64	15750	M	16658
New South Wales	55-64	21000	F	41031
New South Wales	55-64	21000	M	28334
New South Wales	55-64	26250	F	39231
New South Wales	55-64	26250	M	25926
New South Wales	55-64	34125	F	40864
New South Wales	55-64	34125	M	25280
New South Wales	55-64	42000	F	38761
New South Wales	55-64	42000	M	26178
New South Wales	55-64	52500	F	41661
New South Wales	55-64	52500	M	38147
New South Wales	55-64	65625	F	44102
New South Wales	55-64	65625	M	48835
New South Wales	55-64	78750	F	30131
New South Wales	55-64	78750	M	36672
New South Wales	55-64	91875	F	25421
New South Wales	55-64	91875	M	33796
New South Wales	55-64	105000	F	19429
New South Wales	55-64	105000	M	27124
New South Wales	55-64	157500	F	30054
New South Wales	55-64	157500	M	50319
New South Wales	55-64	183750	F	6361
New South Wales	55-64	183750	M	13753
New South Wales	55-64	Inf	F	11964
New South Wales	55-64	Inf	M	34217
New South Wales	65-74		F	25994
New South Wales	65-74		M	25467
New South Wales	65-74	0	F	39018
New South Wales	65-74	0	M	27732
New South Wales	65-74	7875	F	14667
New South Wales	65-74	7875	M	9930
New South Wales	65-74	15750	F	28494
New South Wales	65-74	15750	M	21079
New South Wales	65-74	21000	F	70635
New South Wales	65-74	21000	M	58189
New South Wales	65-74	26250	F	67298
New South Wales	65-74	26250	M	46578
New South Wales	65-74	34125	F	45668
New South Wales	65-74	34125	M	36294
New South Wales	65-74	42000	F	30888
New South Wales	65-74	42000	M	27818
New South Wales	65-74	52500	F	23610
New South Wales	65-74	52500	M	26248
New South Wales	65-74	65625	F	20337
New South Wales	65-74	65625	M	29203
New South Wales	65-74	78750	F	11605
New South Wales	65-74	78750	M	18593
New South Wales	65-74	91875	F	9065
New South Wales	65-74	91875	M	14499
New South Wales	65-74	105000	F	6050
New South Wales	65-74	105000	M	9580
New South Wales	65-74	157500	F	7884
New South Wales	65-74	157500	M	14645
New South Wales	65-74	183750	F	2081
New South Wales	65-74	183750	M	4151
New South Wales	65-74	Inf	F	4413
New South Wales	65-74	Inf	M	11027
New South Wales	75-84		F	25964
New South Wales	75-84		M	20240
New South Wales	75-84	0	F	15566
New South Wales	75-84	0	M	12320
New South Wales	75-84	7875	F	6141
New South Wales	75-84	7875	M	4684
New South Wales	75-84	15750	F	15448
New South Wales	75-84	15750	M	12529
New South Wales	75-84	21000	F	45181
New South Wales	75-84	21000	M	46818
New South Wales	75-84	26250	F	56951
New South Wales	75-84	26250	M	33142
New South Wales	75-84	34125	F	28105
New South Wales	75-84	34125	M	22054
New South Wales	75-84	42000	F	16284
New South Wales	75-84	42000	M	16286
New South Wales	75-84	52500	F	10495
New South Wales	75-84	52500	M	11460
New South Wales	75-84	65625	F	6661
New South Wales	75-84	65625	M	10346
New South Wales	75-84	78750	F	3360
New South Wales	75-84	78750	M	5660
New South Wales	75-84	91875	F	3310
New South Wales	75-84	91875	M	4563
New South Wales	75-84	105000	F	1759
New South Wales	75-84	105000	M	2759
New South Wales	75-84	157500	F	2190
New South Wales	75-84	157500	M	3794
New South Wales	75-84	183750	F	744
New South Wales	75-84	183750	M	1225
New South Wales	75-84	Inf	F	2052
New South Wales	75-84	Inf	M	3441
New South Wales	85+		F	25883
New South Wales	85+		M	12953
New South Wales	85+	0	F	6584
New South Wales	85+	0	M	4233
New South Wales	85+	7875	F	2101
New South Wales	85+	7875	M	1512
New South Wales	85+	15750	F	4890
New South Wales	85+	15750	M	3958
New South Wales	85+	21000	F	12820
New South Wales	85+	21000	M	14416
New South Wales	85+	26250	F	31657
New South Wales	85+	26250	M	13641
New South Wales	85+	34125	F	12936
New South Wales	85+	34125	M	6326
New South Wales	85+	42000	F	5305
New South Wales	85+	42000	M	4378
New South Wales	85+	52500	F	3717
New South Wales	85+	52500	M	2925
New South Wales	85+	65625	F	2118
New South Wales	85+	65625	M	1934
New South Wales	85+	78750	F	1131
New South Wales	85+	78750	M	1109
New South Wales	85+	91875	F	1263
New South Wales	85+	91875	M	1097
New South Wales	85+	105000	F	585
New South Wales	85+	105000	M	618
New South Wales	85+	157500	F	735
New South Wales	85+	157500	M	808
New South Wales	85+	183750	F	311
New South Wales	85+	183750	M	279
New South Wales	85+	Inf	F	793
New South Wales	85+	Inf	M	889
Victoria	15-19		F	10579
Victoria	15-19		M	11525
Victoria	15-19	0	F	74955
Victoria	15-19	0	M	88386
Victoria	15-19	7875	F	42475
Victoria	15-19	7875	M	35243
Victoria	15-19	15750	F	23477
Victoria	15-19	15750	M	18874
Victoria	15-19	21000	F	8810
Victoria	15-19	21000	M	6776
Victoria	15-19	26250	F	5591
Victoria	15-19	26250	M	6742
Victoria	15-19	34125	F	4864
Victoria	15-19	34125	M	8376
Victoria	15-19	42000	F	2910
Victoria	15-19	42000	M	4755
Victoria	15-19	52500	F	1754
Victoria	15-19	52500	M	3180
Victoria	15-19	65625	F	766
Victoria	15-19	65625	M	1637
Victoria	15-19	78750	F	202
Victoria	15-19	78750	M	457
Victoria	15-19	91875	F	107
Victoria	15-19	91875	M	222
Victoria	15-19	105000	F	49
Victoria	15-19	105000	M	93
Victoria	15-19	157500	F	47
Victoria	15-19	157500	M	102
Victoria	15-19	183750	F	30
Victoria	15-19	183750	M	41
Victoria	15-19	Inf	F	78
Victoria	15-19	Inf	M	102
Victoria	20-24		F	12219
Victoria	20-24		M	14866
Victoria	20-24	0	F	17800
Victoria	20-24	0	M	21186
Victoria	20-24	7875	F	9717
Victoria	20-24	7875	M	8674
Victoria	20-24	15750	F	20817
Victoria	20-24	15750	M	17995
Victoria	20-24	21000	F	19537
Victoria	20-24	21000	M	16001
Victoria	20-24	26250	F	17918
Victoria	20-24	26250	M	15180
Victoria	20-24	34125	F	22918
Victoria	20-24	34125	M	20999
Victoria	20-24	42000	F	21201
Victoria	20-24	42000	M	23827
Victoria	20-24	52500	F	22450
Victoria	20-24	52500	M	27244
Victoria	20-24	65625	F	18955
Victoria	20-24	65625	M	21997
Victoria	20-24	78750	F	9762
Victoria	20-24	78750	M	11425
Victoria	20-24	91875	F	3826
Victoria	20-24	91875	M	5690
Victoria	20-24	105000	F	1290
Victoria	20-24	105000	M	2478
Victoria	20-24	157500	F	915
Victoria	20-24	157500	M	2056
Victoria	20-24	183750	F	192
Victoria	20-24	183750	M	349
Victoria	20-24	Inf	F	282
Victoria	20-24	Inf	M	569
Victoria	25-34		F	29928
Victoria	25-34		M	35660
Victoria	25-34	0	F	38129
Victoria	25-34	0	M	17702
Victoria	25-34	7875	F	8549
Victoria	25-34	7875	M	3296
Victoria	25-34	15750	F	17204
Victoria	25-34	15750	M	10118
Victoria	25-34	21000	F	21502
Victoria	25-34	21000	M	15597
Victoria	25-34	26250	F	23057
Victoria	25-34	26250	M	14878
Victoria	25-34	34125	F	36650
Victoria	25-34	34125	M	21398
Victoria	25-34	42000	F	41717
Victoria	25-34	42000	M	30059
Victoria	25-34	52500	F	52822
Victoria	25-34	52500	M	53883
Victoria	25-34	65625	F	61698
Victoria	25-34	65625	M	70613
Victoria	25-34	78750	F	52264
Victoria	25-34	78750	M	57280
Victoria	25-34	91875	F	43877
Victoria	25-34	91875	M	49398
Victoria	25-34	105000	F	25929
Victoria	25-34	105000	M	33052
Victoria	25-34	157500	F	31380
Victoria	25-34	157500	M	51249
Victoria	25-34	183750	F	4125
Victoria	25-34	183750	M	8998
Victoria	25-34	Inf	F	3651
Victoria	25-34	Inf	M	9824
Victoria	35-44		F	25300
Victoria	35-44		M	29251
Victoria	35-44	0	F	39063
Victoria	35-44	0	M	12908
Victoria	35-44	7875	F	10375
Victoria	35-44	7875	M	2511
Victoria	35-44	15750	F	17514
Victoria	35-44	15750	M	7462
Victoria	35-44	21000	F	20387
Victoria	35-44	21000	M	11279
Victoria	35-44	26250	F	22252
Victoria	35-44	26250	M	10807
Victoria	35-44	34125	F	33052
Victoria	35-44	34125	M	13863
Victoria	35-44	42000	F	37915
Victoria	35-44	42000	M	18866
Victoria	35-44	52500	F	43716
Victoria	35-44	52500	M	34692
Victoria	35-44	65625	F	46754
Victoria	35-44	65625	M	49818
Victoria	35-44	78750	F	37583
Victoria	35-44	78750	M	43697
Victoria	35-44	91875	F	35325
Victoria	35-44	91875	M	44152
Victoria	35-44	105000	F	26915
Victoria	35-44	105000	M	36892
Victoria	35-44	157500	F	45784
Victoria	35-44	157500	M	79431
Victoria	35-44	183750	F	9762
Victoria	35-44	183750	M	21418
Victoria	35-44	Inf	F	14339
Victoria	35-44	Inf	M	35657
Victoria	45-54		F	22209
Victoria	45-54		M	25599
Victoria	45-54	0	F	31317
Victoria	45-54	0	M	13821
Victoria	45-54	7875	F	9191
Victoria	45-54	7875	M	3317
Victoria	45-54	15750	F	15985
Victoria	45-54	15750	M	8460
Victoria	45-54	21000	F	21959
Victoria	45-54	21000	M	13399
Victoria	45-54	26250	F	24087
Victoria	45-54	26250	M	13156
Victoria	45-54	34125	F	32099
Victoria	45-54	34125	M	14199
Victoria	45-54	42000	F	35145
Victoria	45-54	42000	M	17399
Victoria	45-54	52500	F	41100
Victoria	45-54	52500	M	30739
Victoria	45-54	65625	F	43307
Victoria	45-54	65625	M	42457
Victoria	45-54	78750	F	32396
Victoria	45-54	78750	M	35594
Victoria	45-54	91875	F	30372
Victoria	45-54	91875	M	35367
Victoria	45-54	105000	F	22469
Victoria	45-54	105000	M	29550
Victoria	45-54	157500	F	37860
Victoria	45-54	157500	M	61149
Victoria	45-54	183750	F	8733
Victoria	45-54	183750	M	17797
Victoria	45-54	Inf	F	16324
Victoria	45-54	Inf	M	40335
Victoria	55-64		F	20112
Victoria	55-64		M	22057
Victoria	55-64	0	F	45249
Victoria	55-64	0	M	20775
Victoria	55-64	7875	F	12430
Victoria	55-64	7875	M	5483
Victoria	55-64	15750	F	21031
Victoria	55-64	15750	M	12660
Victoria	55-64	21000	F	31201
Victoria	55-64	21000	M	19834
Victoria	55-64	26250	F	30664
Victoria	55-64	26250	M	18181
Victoria	55-64	34125	F	32485
Victoria	55-64	34125	M	18459
Victoria	55-64	42000	F	31466
Victoria	55-64	42000	M	19834
Victoria	55-64	52500	F	33234
Victoria	55-64	52500	M	30730
Victoria	55-64	65625	F	34384
Victoria	55-64	65625	M	39275
Victoria	55-64	78750	F	23927
Victoria	55-64	78750	M	29881
Victoria	55-64	91875	F	20688
Victoria	55-64	91875	M	27539
Victoria	55-64	105000	F	14378
Victoria	55-64	105000	M	21344
Victoria	55-64	157500	F	21248
Victoria	55-64	157500	M	39814
Victoria	55-64	183750	F	4603
Victoria	55-64	183750	M	11043
Victoria	55-64	Inf	F	8212
Victoria	55-64	Inf	M	24318
Victoria	65-74		F	20678
Victoria	65-74		M	19377
Victoria	65-74	0	F	30664
Victoria	65-74	0	M	21425
Victoria	65-74	7875	F	11290
Victoria	65-74	7875	M	7602
Victoria	65-74	15750	F	22365
Victoria	65-74	15750	M	16514
Victoria	65-74	21000	F	53372
Victoria	65-74	21000	M	42275
Victoria	65-74	26250	F	53516
Victoria	65-74	26250	M	35077
Victoria	65-74	34125	F	36359
Victoria	65-74	34125	M	28166
Victoria	65-74	42000	F	25081
Victoria	65-74	42000	M	22599
Victoria	65-74	52500	F	18667
Victoria	65-74	52500	M	21229
Victoria	65-74	65625	F	15028
Victoria	65-74	65625	M	21385
Victoria	65-74	78750	F	8725
Victoria	65-74	78750	M	13713
Victoria	65-74	91875	F	6667
Victoria	65-74	91875	M	10622
Victoria	65-74	105000	F	4243
Victoria	65-74	105000	M	7093
Victoria	65-74	157500	F	5309
Victoria	65-74	157500	M	11075
Victoria	65-74	183750	F	1425
Victoria	65-74	183750	M	3073
Victoria	65-74	Inf	F	3147
Victoria	65-74	Inf	M	7795
Victoria	75-84		F	19076
Victoria	75-84		M	15142
Victoria	75-84	0	F	11775
Victoria	75-84	0	M	9115
Victoria	75-84	7875	F	4752
Victoria	75-84	7875	M	3604
Victoria	75-84	15750	F	11986
Victoria	75-84	15750	M	9796
Victoria	75-84	21000	F	35025
Victoria	75-84	21000	M	35377
Victoria	75-84	26250	F	45332
Victoria	75-84	26250	M	25132
Victoria	75-84	34125	F	22047
Victoria	75-84	34125	M	17365
Victoria	75-84	42000	F	12597
Victoria	75-84	42000	M	13262
Victoria	75-84	52500	F	7779
Victoria	75-84	52500	M	8893
Victoria	75-84	65625	F	4775
Victoria	75-84	65625	M	7157
Victoria	75-84	78750	F	2563
Victoria	75-84	78750	M	4076
Victoria	75-84	91875	F	2385
Victoria	75-84	91875	M	3241
Victoria	75-84	105000	F	1198
Victoria	75-84	105000	M	1933
Victoria	75-84	157500	F	1596
Victoria	75-84	157500	M	2651
Victoria	75-84	183750	F	518
Victoria	75-84	183750	M	829
Victoria	75-84	Inf	F	1478
Victoria	75-84	Inf	M	2349
Victoria	85+		F	17764
Victoria	85+		M	8899
Victoria	85+	0	F	5245
Victoria	85+	0	M	3158
Victoria	85+	7875	F	1659
Victoria	85+	7875	M	1214
Victoria	85+	15750	F	4074
Victoria	85+	15750	M	3257
Victoria	85+	21000	F	10099
Victoria	85+	21000	M	11154
Victoria	85+	26250	F	26003
Victoria	85+	26250	M	11084
Victoria	85+	34125	F	10079
Victoria	85+	34125	M	5179
Victoria	85+	42000	F	4306
Victoria	85+	42000	M	3635
Victoria	85+	52500	F	2961
Victoria	85+	52500	M	2293
Victoria	85+	65625	F	1585
Victoria	85+	65625	M	1519
Victoria	85+	78750	F	842
Victoria	85+	78750	M	871
Victoria	85+	91875	F	936
Victoria	85+	91875	M	860
Victoria	85+	105000	F	464
Victoria	85+	105000	M	423
Victoria	85+	157500	F	591
Victoria	85+	157500	M	609
Victoria	85+	183750	F	225
Victoria	85+	183750	M	200
Victoria	85+	Inf	F	626
Victoria	85+	Inf	M	677
Queensland	15-19		F	10240
Queensland	15-19		M	11465
Queensland	15-19	0	F	51747
Queensland	15-19	0	M	64347
Queensland	15-19	7875	F	36874
Queensland	15-19	7875	M	30314
Queensland	15-19	15750	F	21909
Queensland	15-19	15750	M	17609
Queensland	15-19	21000	F	9365
Queensland	15-19	21000	M	7299
Queensland	15-19	26250	F	6807
Queensland	15-19	26250	M	6629
Queensland	15-19	34125	F	6996
Queensland	15-19	34125	M	8778
Queensland	15-19	42000	F	4533
Queensland	15-19	42000	M	6323
Queensland	15-19	52500	F	2604
Queensland	15-19	52500	M	4307
Queensland	15-19	65625	F	1137
Queensland	15-19	65625	M	2051
Queensland	15-19	78750	F	372
Queensland	15-19	78750	M	691
Queensland	15-19	91875	F	157
Queensland	15-19	91875	M	343
Queensland	15-19	105000	F	80
Queensland	15-19	105000	M	135
Queensland	15-19	157500	F	63
Queensland	15-19	157500	M	105
Queensland	15-19	183750	F	26
Queensland	15-19	183750	M	31
Queensland	15-19	Inf	F	86
Queensland	15-19	Inf	M	110
Queensland	20-24		F	11929
Queensland	20-24		M	14790
Queensland	20-24	0	F	10168
Queensland	20-24	0	M	11860
Queensland	20-24	7875	F	5017
Queensland	20-24	7875	M	4506
Queensland	20-24	15750	F	12622
Queensland	20-24	15750	M	11740
Queensland	20-24	21000	F	13234
Queensland	20-24	21000	M	10975
Queensland	20-24	26250	F	12919
Queensland	20-24	26250	M	9873
Queensland	20-24	34125	F	19396
Queensland	20-24	34125	M	14686
Queensland	20-24	42000	F	21617
Queensland	20-24	42000	M	19293
Queensland	20-24	52500	F	21840
Queensland	20-24	52500	M	23807
Queensland	20-24	65625	F	15846
Queensland	20-24	65625	M	18986
Queensland	20-24	78750	F	8908
Queensland	20-24	78750	M	10820
Queensland	20-24	91875	F	4166
Queensland	20-24	91875	M	5532
Queensland	20-24	105000	F	1507
Queensland	20-24	105000	M	2551
Queensland	20-24	157500	F	1268
Queensland	20-24	157500	M	2679
Queensland	20-24	183750	F	177
Queensland	20-24	183750	M	346
Queensland	20-24	Inf	F	238
Queensland	20-24	Inf	M	445
Queensland	25-34		F	26290
Queensland	25-34		M	33613
Queensland	25-34	0	F	21366
Queensland	25-34	0	M	10616
Queensland	25-34	7875	F	5838
Queensland	25-34	7875	M	2122
Queensland	25-34	15750	F	12333
Queensland	25-34	15750	M	8357
Queensland	25-34	21000	F	16208
Queensland	25-34	21000	M	12177
Queensland	25-34	26250	F	18302
Queensland	25-34	26250	M	10324
Queensland	25-34	34125	F	30891
Queensland	25-34	34125	M	15049
Queensland	25-34	42000	F	36737
Queensland	25-34	42000	M	21357
Queensland	25-34	52500	F	44272
Queensland	25-34	52500	M	39529
Queensland	25-34	65625	F	44245
Queensland	25-34	65625	M	49561
Queensland	25-34	78750	F	33333
Queensland	25-34	78750	M	38776
Queensland	25-34	91875	F	27763
Queensland	25-34	91875	M	33184
Queensland	25-34	105000	F	16526
Queensland	25-34	105000	M	22654
Queensland	25-34	157500	F	18797
Queensland	25-34	157500	M	34245
Queensland	25-34	183750	F	2453
Queensland	25-34	183750	M	6248
Queensland	25-34	Inf	F	2297
Queensland	25-34	Inf	M	6257
Queensland	35-44		F	21955
Queensland	35-44		M	28543
Queensland	35-44	0	F	22669
Queensland	35-44	0	M	7977
Queensland	35-44	7875	F	7103
Queensland	35-44	7875	M	1846
Queensland	35-44	15750	F	11752
Queensland	35-44	15750	M	6236
Queensland	35-44	21000	F	14907
Queensland	35-44	21000	M	9137
Queensland	35-44	26250	F	17249
Queensland	35-44	26250	M	8318
Queensland	35-44	34125	F	27432
Queensland	35-44	34125	M	10594
Queensland	35-44	42000	F	32446
Queensland	35-44	42000	M	13589
Queensland	35-44	52500	F	37154
Queensland	35-44	52500	M	26049
Queensland	35-44	65625	F	38645
Queensland	35-44	65625	M	38496
Queensland	35-44	78750	F	29828
Queensland	35-44	78750	M	32924
Queensland	35-44	91875	F	27331
Queensland	35-44	91875	M	32239
Queensland	35-44	105000	F	20441
Queensland	35-44	105000	M	27342
Queensland	35-44	157500	F	31198
Queensland	35-44	157500	M	55515
Queensland	35-44	183750	F	5462
Queensland	35-44	183750	M	14002
Queensland	35-44	Inf	F	7864
Queensland	35-44	Inf	M	21575
Queensland	45-54		F	20343
Queensland	45-54		M	26760
Queensland	45-54	0	F	21701
Queensland	45-54	0	M	9532
Queensland	45-54	7875	F	6623
Queensland	45-54	7875	M	2521
Queensland	45-54	15750	F	11622
Queensland	45-54	15750	M	7065
Queensland	45-54	21000	F	16830
Queensland	45-54	21000	M	11319
Queensland	45-54	26250	F	18953
Queensland	45-54	26250	M	10633
Queensland	45-54	34125	F	26304
Queensland	45-54	34125	M	11631
Queensland	45-54	42000	F	29949
Queensland	45-54	42000	M	13126
Queensland	45-54	52500	F	36008
Queensland	45-54	52500	M	24563
Queensland	45-54	65625	F	37647
Queensland	45-54	65625	M	35098
Queensland	45-54	78750	F	28028
Queensland	45-54	78750	M	29679
Queensland	45-54	91875	F	25484
Queensland	45-54	91875	M	29228
Queensland	45-54	105000	F	20258
Queensland	45-54	105000	M	25120
Queensland	45-54	157500	F	30950
Queensland	45-54	157500	M	52046
Queensland	45-54	183750	F	5550
Queensland	45-54	183750	M	13782
Queensland	45-54	Inf	F	9043
Queensland	45-54	Inf	M	26739
Queensland	55-64		F	18232
Queensland	55-64		M	22392
Queensland	55-64	0	F	33518
Queensland	55-64	0	M	15952
Queensland	55-64	7875	F	9867
Queensland	55-64	7875	M	4608
Queensland	55-64	15750	F	16737
Queensland	55-64	15750	M	10648
Queensland	55-64	21000	F	25772
Queensland	55-64	21000	M	17678
Queensland	55-64	26250	F	25227
Queensland	55-64	26250	M	16127
Queensland	55-64	34125	F	28128
Queensland	55-64	34125	M	16015
Queensland	55-64	42000	F	26513
Queensland	55-64	42000	M	15791
Queensland	55-64	52500	F	28842
Queensland	55-64	52500	M	24215
Queensland	55-64	65625	F	29467
Queensland	55-64	65625	M	32914
Queensland	55-64	78750	F	20290
Queensland	55-64	78750	M	24538
Queensland	55-64	91875	F	16570
Queensland	55-64	91875	M	22671
Queensland	55-64	105000	F	12457
Queensland	55-64	105000	M	17779
Queensland	55-64	157500	F	16723
Queensland	55-64	157500	M	32696
Queensland	55-64	183750	F	2927
Queensland	55-64	183750	M	8512
Queensland	55-64	Inf	F	4871
Queensland	55-64	Inf	M	16608
Queensland	65-74		F	17021
Queensland	65-74		M	17850
Queensland	65-74	0	F	19935
Queensland	65-74	0	M	14652
Queensland	65-74	7875	F	8696
Queensland	65-74	7875	M	6355
Queensland	65-74	15750	F	18050
Queensland	65-74	15750	M	14130
Queensland	65-74	21000	F	47489
Queensland	65-74	21000	M	39976
Queensland	65-74	26250	F	46686
Queensland	65-74	26250	M	33542
Queensland	65-74	34125	F	33132
Queensland	65-74	34125	M	26673
Queensland	65-74	42000	F	20103
Queensland	65-74	42000	M	18768
Queensland	65-74	52500	F	14701
Queensland	65-74	52500	M	16864
Queensland	65-74	65625	F	11300
Queensland	65-74	65625	M	17667
Queensland	65-74	78750	F	6407
Queensland	65-74	78750	M	10497
Queensland	65-74	91875	F	4820
Queensland	65-74	91875	M	8194
Queensland	65-74	105000	F	3125
Queensland	65-74	105000	M	5304
Queensland	65-74	157500	F	3641
Queensland	65-74	157500	M	7767
Queensland	65-74	183750	F	910
Queensland	65-74	183750	M	2102
Queensland	65-74	Inf	F	2046
Queensland	65-74	Inf	M	5057
Queensland	75-84		F	15488
Queensland	75-84		M	12710
Queensland	75-84	0	F	6683
Queensland	75-84	0	M	5724
Queensland	75-84	7875	F	3344
Queensland	75-84	7875	M	2755
Queensland	75-84	15750	F	8782
Queensland	75-84	15750	M	7540
Queensland	75-84	21000	F	28464
Queensland	75-84	21000	M	30263
Queensland	75-84	26250	F	36230
Queensland	75-84	26250	M	22688
Queensland	75-84	34125	F	19628
Queensland	75-84	34125	M	15587
Queensland	75-84	42000	F	9903
Queensland	75-84	42000	M	10584
Queensland	75-84	52500	F	5787
Queensland	75-84	52500	M	6872
Queensland	75-84	65625	F	3327
Queensland	75-84	65625	M	5797
