LGA_NAME16	Age	UsualResidence	persons
Wingecarribee	75-84	Visitor from NSW	154
Wingecarribee	75-84	Visitor from QLD	13
Wingecarribee	75-84	Visitor same SA2	4
Wingecarribee	85+	Home	1693
Wingecarribee	85+	Visitor from NSW	53
Wingecarribee	85+	Visitor same SA2	4
Wollondilly	0-14	Home	11518
Wollondilly	0-14	Visitor from NSW	138
Wollondilly	0-14	Visitor same SA2	6
Wollondilly	15-24	Home	6673
Wollondilly	15-24	Visitor from NSW	155
Wollondilly	15-24	Visitor from QLD	3
Wollondilly	15-24	Visitor same SA2	12
Wollondilly	25-34	Home	6368
Wollondilly	25-34	Visitor from NSW	142
Wollondilly	25-34	Visitor from QLD	3
Wollondilly	25-34	Visitor from VIC	3
Wollondilly	25-34	Visitor same SA2	3
Wollondilly	35-44	Home	6773
Wollondilly	35-44	Visitor from NSW	95
Wollondilly	35-44	Visitor from QLD	6
Wollondilly	35-44	Visitor same SA2	8
Wollondilly	45-54	Home	7183
Wollondilly	45-54	Visitor from NSW	92
Wollondilly	45-54	Visitor from QLD	4
Wollondilly	45-54	Visitor same SA2	13
Wollondilly	55-64	Home	6152
Wollondilly	55-64	Visitor from NSW	88
Wollondilly	55-64	Visitor from QLD	7
Wollondilly	55-64	Visitor from TAS	3
Wollondilly	55-64	Visitor same SA2	9
Wollondilly	65-74	Home	4847
Wollondilly	65-74	Visitor from NSW	64
Wollondilly	65-74	Visitor from QLD	3
Wollondilly	65-74	Visitor from SA	3
Wollondilly	65-74	Visitor from WA	6
Wollondilly	65-74	Visitor same SA2	14
Wollondilly	75-84	Home	2389
Wollondilly	75-84	Visitor from NSW	35
Wollondilly	75-84	Visitor same SA2	11
Wollondilly	85+	Home	741
Wollondilly	85+	Visitor from NSW	17
Wollondilly	85+	Visitor from VIC	4
Wollondilly	85+	Visitor same SA2	3
Wollongong	0-14	Home	36967
Wollongong	0-14	Visitor from NSW	636
Wollongong	0-14	Visitor from VIC	4
Wollongong	0-14	Visitor from WA	4
Wollongong	0-14	Visitor same SA2	22
Wollongong	15-24	Home	27335
Wollongong	15-24	Visitor from ACT	22
Wollongong	15-24	Visitor from NSW	906
Wollongong	15-24	Visitor from QLD	15
Wollongong	15-24	Visitor from TAS	4
Wollongong	15-24	Visitor from VIC	11
Wollongong	15-24	Visitor from WA	3
Wollongong	15-24	Visitor same SA2	33
Wollongong	25-34	Home	27437
Wollongong	25-34	Visitor from ACT	6
Wollongong	25-34	Visitor from NSW	772
Wollongong	25-34	Visitor from NT	4
Wollongong	25-34	Visitor from QLD	10
Wollongong	25-34	Visitor from VIC	11
Wollongong	25-34	Visitor same SA2	26
Wollongong	35-44	Home	26097
Wollongong	35-44	Visitor from ACT	3
Wollongong	35-44	Visitor from NSW	580
Wollongong	35-44	Visitor from QLD	5
Wollongong	35-44	Visitor from VIC	6
Wollongong	35-44	Visitor same SA2	26
Wollongong	45-54	Home	26187
Wollongong	45-54	Visitor from ACT	8
Wollongong	45-54	Visitor from NSW	516
Wollongong	45-54	Visitor from QLD	19
Wollongong	45-54	Visitor from VIC	3
Wollongong	45-54	Visitor from WA	4
Wollongong	45-54	Visitor same SA2	37
Wollongong	55-64	Home	25342
Wollongong	55-64	Visitor from ACT	9
Wollongong	55-64	Visitor from NSW	485
Wollongong	55-64	Visitor from NT	3
Wollongong	55-64	Visitor from QLD	22
Wollongong	55-64	Visitor from TAS	4
Wollongong	55-64	Visitor from VIC	10
Wollongong	55-64	Visitor from WA	5
Wollongong	55-64	Visitor same SA2	35
Wollongong	65-74	Home	20225
Wollongong	65-74	Visitor from ACT	4
Wollongong	65-74	Visitor from NSW	423
Wollongong	65-74	Visitor from QLD	17
Wollongong	65-74	Visitor from SA	4
Wollongong	65-74	Visitor from TAS	4
Wollongong	65-74	Visitor from VIC	10
Wollongong	65-74	Visitor from WA	9
Wollongong	65-74	Visitor same SA2	35
Wollongong	75-84	Home	12918
Wollongong	75-84	Visitor from NSW	321
Wollongong	75-84	Visitor from QLD	6
Wollongong	75-84	Visitor from SA	4
Wollongong	75-84	Visitor from VIC	3
Wollongong	75-84	Visitor from WA	5
Wollongong	75-84	Visitor same SA2	37
Wollongong	85+	Home	5505
Wollongong	85+	Visitor from ACT	3
Wollongong	85+	Visitor from NSW	257
Wollongong	85+	Visitor same SA2	34
Woollahra	0-14	Home	7570
Woollahra	0-14	Visitor from NSW	119
Woollahra	15-24	Home	5032
Woollahra	15-24	Visitor from ACT	18
Woollahra	15-24	Visitor from NSW	178
Woollahra	15-24	Visitor from QLD	5
Woollahra	15-24	Visitor from VIC	13
Woollahra	15-24	Visitor from WA	4
Woollahra	25-34	Home	7907
Woollahra	25-34	Visitor from ACT	4
Woollahra	25-34	Visitor from NSW	215
Woollahra	25-34	Visitor from QLD	3
Woollahra	25-34	Visitor from VIC	7
Woollahra	25-34	Visitor from WA	12
Woollahra	25-34	Visitor same SA2	3
Woollahra	35-44	Home	6861
Woollahra	35-44	Visitor from NSW	159
Woollahra	35-44	Visitor from QLD	7
Woollahra	35-44	Visitor from VIC	8
Woollahra	45-54	Home	6656
Woollahra	45-54	Visitor from NSW	124
Woollahra	45-54	Visitor from QLD	3
Woollahra	45-54	Visitor from VIC	6
Woollahra	45-54	Visitor same SA2	3
Woollahra	55-64	Home	5827
Woollahra	55-64	Visitor from NSW	127
Woollahra	55-64	Visitor from QLD	3
Woollahra	55-64	Visitor from SA	3
Woollahra	55-64	Visitor from VIC	7
Woollahra	55-64	Visitor same SA2	5
Woollahra	65-74	Home	5230
Woollahra	65-74	Visitor from NSW	117
Woollahra	65-74	Visitor from QLD	11
Woollahra	65-74	Visitor from VIC	5
Woollahra	65-74	Visitor from WA	4
Woollahra	65-74	Visitor same SA2	24
Woollahra	75-84	Home	3670
Woollahra	75-84	Visitor from NSW	83
Woollahra	75-84	Visitor same SA2	51
Woollahra	85+	Home	1515
Woollahra	85+	Visitor from NSW	33
Woollahra	85+	Visitor same SA2	122
Yass Valley	0-14	Home	3344
Yass Valley	0-14	Visitor from ACT	13
Yass Valley	0-14	Visitor from NSW	49
Yass Valley	0-14	Visitor same SA2	3
Yass Valley	15-24	Home	1805
Yass Valley	15-24	Visitor from ACT	36
Yass Valley	15-24	Visitor from NSW	78
Yass Valley	15-24	Visitor from QLD	4
Yass Valley	15-24	Visitor from VIC	3
Yass Valley	15-24	Visitor same SA2	5
Yass Valley	25-34	Home	1519
Yass Valley	25-34	Visitor from ACT	36
Yass Valley	25-34	Visitor from NSW	72
Yass Valley	25-34	Visitor from QLD	5
Yass Valley	25-34	Visitor from SA	5
Yass Valley	25-34	Visitor from VIC	15
Yass Valley	35-44	Home	2092
Yass Valley	35-44	Visitor from ACT	15
Yass Valley	35-44	Visitor from NSW	62
Yass Valley	45-54	Home	2629
Yass Valley	45-54	Visitor from ACT	25
Yass Valley	45-54	Visitor from NSW	69
Yass Valley	45-54	Visitor from QLD	10
Yass Valley	45-54	Visitor from VIC	14
Yass Valley	55-64	Home	2172
Yass Valley	55-64	Visitor from ACT	12
Yass Valley	55-64	Visitor from NSW	56
Yass Valley	55-64	Visitor from QLD	13
Yass Valley	55-64	Visitor from SA	4
Yass Valley	55-64	Visitor from TAS	4
Yass Valley	55-64	Visitor from VIC	8
Yass Valley	65-74	Home	1779
Yass Valley	65-74	Visitor from ACT	6
Yass Valley	65-74	Visitor from NSW	44
Yass Valley	65-74	Visitor from QLD	6
Yass Valley	65-74	Visitor from VIC	3
Yass Valley	65-74	Visitor same SA2	12
Yass Valley	75-84	Home	879
Yass Valley	75-84	Visitor from ACT	9
Yass Valley	75-84	Visitor from NSW	30
Yass Valley	75-84	Visitor from QLD	4
Yass Valley	75-84	Visitor from WA	5
Yass Valley	75-84	Visitor same SA2	6
Yass Valley	85+	Home	321
Yass Valley	85+	Visitor from NSW	11
Unincorporated NSW	0-14	Home	168
Unincorporated NSW	0-14	Visitor from NSW	21
Unincorporated NSW	0-14	Visitor from VIC	7
Unincorporated NSW	0-14	Visitor same SA2	4
Unincorporated NSW	15-24	Home	44
Unincorporated NSW	15-24	Visitor from NSW	17
Unincorporated NSW	15-24	Visitor from QLD	3
Unincorporated NSW	15-24	Visitor from SA	3
Unincorporated NSW	15-24	Visitor from VIC	4
Unincorporated NSW	25-34	Home	108
Unincorporated NSW	25-34	Visitor from ACT	3
Unincorporated NSW	25-34	Visitor from NSW	24
Unincorporated NSW	25-34	Visitor from VIC	5
Unincorporated NSW	35-44	Home	130
Unincorporated NSW	35-44	Visitor from NSW	18
Unincorporated NSW	35-44	Visitor from VIC	4
Unincorporated NSW	45-54	Home	121
Unincorporated NSW	45-54	Visitor from NSW	30
Unincorporated NSW	55-64	Home	141
Unincorporated NSW	55-64	Visitor from NSW	50
Unincorporated NSW	55-64	Visitor from SA	4
Unincorporated NSW	55-64	Visitor from VIC	9
Unincorporated NSW	65-74	Home	116
Unincorporated NSW	65-74	Visitor from ACT	5
Unincorporated NSW	65-74	Visitor from NSW	53
Unincorporated NSW	65-74	Visitor from QLD	4
Unincorporated NSW	65-74	Visitor from SA	12
Unincorporated NSW	65-74	Visitor from VIC	4
Unincorporated NSW	75-84	Home	47
Unincorporated NSW	75-84	Visitor from NSW	4
Unincorporated NSW	85+	Home	20
Migratory - Offshore - Shipping (NSW)	35-44	Visitor from NSW	3
Migratory - Offshore - Shipping (NSW)	45-54	Visitor from NSW	3
Migratory - Offshore - Shipping (NSW)	45-54	Visitor from VIC	8
Migratory - Offshore - Shipping (NSW)	55-64	Visitor from NSW	4
Migratory - Offshore - Shipping (NSW)	55-64	Visitor from QLD	4
Migratory - Offshore - Shipping (NSW)	55-64	Visitor from VIC	4
Migratory - Offshore - Shipping (NSW)	65-74	Visitor from NSW	3
Alpine	0-14	Home	1957
Alpine	0-14	Visitor from NSW	9
Alpine	0-14	Visitor from QLD	4
Alpine	0-14	Visitor from SA	7
Alpine	0-14	Visitor from VIC	142
Alpine	0-14	Visitor from WA	3
Alpine	15-24	Home	1091
Alpine	15-24	Visitor from NSW	13
Alpine	15-24	Visitor from QLD	25
Alpine	15-24	Visitor from SA	7
Alpine	15-24	Visitor from TAS	4
Alpine	15-24	Visitor from VIC	126
Alpine	15-24	Visitor from WA	3
Alpine	25-34	Home	1110
Alpine	25-34	Visitor from NSW	13
Alpine	25-34	Visitor from QLD	13
Alpine	25-34	Visitor from SA	4
Alpine	25-34	Visitor from VIC	164
Alpine	25-34	Visitor from WA	9
Alpine	25-34	Visitor same SA2	5
Alpine	35-44	Home	1374
Alpine	35-44	Visitor from NSW	7
Alpine	35-44	Visitor from NT	3
Alpine	35-44	Visitor from QLD	4
Alpine	35-44	Visitor from SA	5
Alpine	35-44	Visitor from VIC	170
Alpine	35-44	Visitor from WA	6
Alpine	45-54	Home	1660
Alpine	45-54	Visitor from NSW	13
Alpine	45-54	Visitor from QLD	3
Alpine	45-54	Visitor from VIC	114
Alpine	45-54	Visitor same SA2	3
Alpine	55-64	Home	1983
Alpine	55-64	Visitor from NSW	12
Alpine	55-64	Visitor from NT	4
Alpine	55-64	Visitor from SA	3
Alpine	55-64	Visitor from VIC	117
Alpine	55-64	Visitor from WA	7
Alpine	55-64	Visitor same SA2	10
Alpine	65-74	Home	1806
Alpine	65-74	Visitor from NSW	7
Alpine	65-74	Visitor from QLD	5
Alpine	65-74	Visitor from SA	6
Alpine	65-74	Visitor from TAS	6
Alpine	65-74	Visitor from VIC	83
Alpine	65-74	Visitor same SA2	8
Alpine	75-84	Home	995
Alpine	75-84	Visitor from NSW	4
Alpine	75-84	Visitor from VIC	33
Alpine	75-84	Visitor same SA2	4
Alpine	85+	Home	373
Alpine	85+	Visitor from VIC	8
Alpine	85+	Visitor same SA2	4
Ararat	0-14	Home	1773
Ararat	0-14	Visitor from QLD	3
Ararat	0-14	Visitor from VIC	25
Ararat	15-24	Home	1059
Ararat	15-24	Visitor from VIC	65
Ararat	15-24	Visitor same SA2	8
Ararat	25-34	Home	1391
Ararat	25-34	Visitor from NSW	3
Ararat	25-34	Visitor from VIC	57
Ararat	25-34	Visitor same SA2	3
Ararat	35-44	Home	1280
Ararat	35-44	Visitor from VIC	30
Ararat	35-44	Visitor same SA2	9
Ararat	45-54	Home	1471
Ararat	45-54	Visitor from VIC	47
Ararat	45-54	Visitor same SA2	3
Ararat	55-64	Home	1668
Ararat	55-64	Visitor from QLD	7
Ararat	55-64	Visitor from VIC	56
Ararat	55-64	Visitor same SA2	5
Ararat	65-74	Home	1540
Ararat	65-74	Visitor from VIC	48
Ararat	65-74	Visitor same SA2	8
Ararat	75-84	Home	871
Ararat	75-84	Visitor from VIC	24
Ararat	85+	Home	362
Ararat	85+	Visitor from VIC	6
Ballarat	0-14	Home	20899
Ballarat	0-14	Visitor from NSW	5
Ballarat	0-14	Visitor from QLD	4
Ballarat	0-14	Visitor from VIC	390
Ballarat	0-14	Visitor from WA	3
Ballarat	0-14	Visitor same SA2	16
Ballarat	15-24	Home	13506
Ballarat	15-24	Visitor from NSW	16
Ballarat	15-24	Visitor from NT	7
Ballarat	15-24	Visitor from QLD	9
Ballarat	15-24	Visitor from SA	4
Ballarat	15-24	Visitor from VIC	711
Ballarat	15-24	Visitor from WA	3
Ballarat	15-24	Visitor same SA2	19
Ballarat	25-34	Home	14958
Ballarat	25-34	Visitor from NSW	18
Ballarat	25-34	Visitor from QLD	10
Ballarat	25-34	Visitor from SA	4
Ballarat	25-34	Visitor from VIC	530
Ballarat	25-34	Visitor same SA2	14
Ballarat	35-44	Home	13670
Ballarat	35-44	Visitor from NSW	10
Ballarat	35-44	Visitor from QLD	4
Ballarat	35-44	Visitor from VIC	368
Ballarat	35-44	Visitor from WA	3
Ballarat	35-44	Visitor same SA2	12
Ballarat	45-54	Home	13417
Ballarat	45-54	Visitor from NSW	7
Ballarat	45-54	Visitor from QLD	18
Ballarat	45-54	Visitor from VIC	358
Ballarat	45-54	Visitor from WA	10
Ballarat	45-54	Visitor same SA2	17
Ballarat	55-64	Home	12699
Ballarat	55-64	Visitor from NSW	13
Ballarat	55-64	Visitor from QLD	10
Ballarat	55-64	Visitor from SA	3
Ballarat	55-64	Visitor from TAS	3
Ballarat	55-64	Visitor from VIC	309
Ballarat	55-64	Visitor same SA2	29
Ballarat	65-74	Home	11182
Ballarat	65-74	Visitor from NSW	9
Ballarat	65-74	Visitor from QLD	18
Ballarat	65-74	Visitor from SA	7
Ballarat	65-74	Visitor from TAS	3
Ballarat	65-74	Visitor from VIC	278
Ballarat	65-74	Visitor from WA	9
Ballarat	65-74	Visitor same SA2	40
Ballarat	75-84	Home	6412
Ballarat	75-84	Visitor from VIC	160
Ballarat	75-84	Visitor same SA2	35
Ballarat	85+	Home	2728
Ballarat	85+	Visitor from NSW	3
Ballarat	85+	Visitor from VIC	115
Ballarat	85+	Visitor same SA2	18
Banyule	0-14	Home	22069
Banyule	0-14	Visitor from NSW	8
Banyule	0-14	Visitor from QLD	3
Banyule	0-14	Visitor from TAS	4
Banyule	0-14	Visitor from VIC	241
Banyule	0-14	Visitor same SA2	20
Banyule	15-24	Home	13442
Banyule	15-24	Visitor from NSW	10
Banyule	15-24	Visitor from NT	5
Banyule	15-24	Visitor from QLD	25
Banyule	15-24	Visitor from SA	13
Banyule	15-24	Visitor from VIC	348
Banyule	15-24	Visitor from WA	3
Banyule	15-24	Visitor same SA2	10
Banyule	25-34	Home	15761
Banyule	25-34	Visitor from ACT	3
Banyule	25-34	Visitor from NSW	15
Banyule	25-34	Visitor from NT	3
Banyule	25-34	Visitor from QLD	20
Banyule	25-34	Visitor from SA	8
Banyule	25-34	Visitor from TAS	4
Banyule	25-34	Visitor from VIC	465
Banyule	25-34	Visitor from WA	9
Banyule	25-34	Visitor same SA2	19
Banyule	35-44	Home	17737
Banyule	35-44	Visitor from NSW	8
Banyule	35-44	Visitor from NT	5
Banyule	35-44	Visitor from QLD	11
Banyule	35-44	Visitor from TAS	7
Banyule	35-44	Visitor from VIC	351
Banyule	35-44	Visitor same SA2	17
Banyule	45-54	Home	16533
Banyule	45-54	Visitor from NSW	6
Banyule	45-54	Visitor from QLD	3
Banyule	45-54	Visitor from SA	3
Banyule	45-54	Visitor from VIC	306
Banyule	45-54	Visitor from WA	4
Banyule	45-54	Visitor same SA2	14
Banyule	55-64	Home	14358
Banyule	55-64	Visitor from NSW	6
Banyule	55-64	Visitor from QLD	12
Banyule	55-64	Visitor from SA	4
Banyule	55-64	Visitor from VIC	314
Banyule	55-64	Visitor from WA	3
Banyule	55-64	Visitor same SA2	23
Banyule	65-74	Home	12124
Banyule	65-74	Visitor from ACT	3
Banyule	65-74	Visitor from NSW	11
Banyule	65-74	Visitor from QLD	16
Banyule	65-74	Visitor from SA	3
Banyule	65-74	Visitor from TAS	5
Banyule	65-74	Visitor from VIC	303
Banyule	65-74	Visitor from WA	4
Banyule	65-74	Visitor same SA2	21
Banyule	75-84	Home	7399
Banyule	75-84	Visitor from QLD	3
Banyule	75-84	Visitor from VIC	240
Banyule	75-84	Visitor same SA2	16
Banyule	85+	Home	3259
Banyule	85+	Visitor from VIC	197
Banyule	85+	Visitor same SA2	5
Bass Coast	0-14	Home	6010
Bass Coast	0-14	Visitor from NSW	6
Bass Coast	0-14	Visitor from QLD	5
Bass Coast	0-14	Visitor from VIC	189
Bass Coast	0-14	Visitor same SA2	3
Bass Coast	15-24	Home	3104
Bass Coast	15-24	Visitor from NSW	3
Bass Coast	15-24	Visitor from VIC	248
Bass Coast	25-34	Home	3374
Bass Coast	25-34	Visitor from NSW	3
Bass Coast	25-34	Visitor from QLD	3
Bass Coast	25-34	Visitor from VIC	239
Bass Coast	25-34	Visitor from WA	5
Bass Coast	35-44	Home	4059
Bass Coast	35-44	Visitor from NSW	3
Bass Coast	35-44	Visitor from QLD	5
Bass Coast	35-44	Visitor from VIC	199
Bass Coast	35-44	Visitor same SA2	6
Bass Coast	45-54	Home	4564
Bass Coast	45-54	Visitor from NSW	6
Bass Coast	45-54	Visitor from QLD	3
Bass Coast	45-54	Visitor from SA	3
Bass Coast	45-54	Visitor from TAS	5
Bass Coast	45-54	Visitor from VIC	258
Bass Coast	45-54	Visitor from WA	5
Bass Coast	45-54	Visitor same SA2	16
Bass Coast	55-64	Home	6096
Bass Coast	55-64	Visitor from NSW	5
Bass Coast	55-64	Visitor from QLD	11
Bass Coast	55-64	Visitor from VIC	369
Bass Coast	55-64	Visitor from WA	3
Bass Coast	55-64	Visitor same SA2	19
Bass Coast	65-74	Home	6455
Bass Coast	65-74	Visitor from ACT	3
Bass Coast	65-74	Visitor from NSW	6
Bass Coast	65-74	Visitor from QLD	4
Bass Coast	65-74	Visitor from VIC	324
Bass Coast	65-74	Visitor from WA	7
Bass Coast	65-74	Visitor same SA2	19
Bass Coast	75-84	Home	3382
Bass Coast	75-84	Visitor from VIC	117
Bass Coast	75-84	Visitor same SA2	4
Bass Coast	85+	Home	1160
Bass Coast	85+	Visitor from VIC	50
Bass Coast	85+	Visitor same SA2	3
Baw Baw	0-14	Home	10741
Baw Baw	0-14	Visitor from NSW	6
Baw Baw	0-14	Visitor from VIC	164
Baw Baw	0-14	Visitor same SA2	3
Baw Baw	15-24	Home	5817
Baw Baw	15-24	Visitor from NSW	3
Baw Baw	15-24	Visitor from SA	4
Baw Baw	15-24	Visitor from VIC	243
Baw Baw	15-24	Visitor same SA2	8
Baw Baw	25-34	Home	6838
Baw Baw	25-34	Visitor from NSW	3
Baw Baw	25-34	Visitor from QLD	6
Baw Baw	25-34	Visitor from TAS	5
Baw Baw	25-34	Visitor from VIC	242
Baw Baw	25-34	Visitor same SA2	8
Baw Baw	35-44	Home	6413
Baw Baw	35-44	Visitor from NSW	4
Baw Baw	35-44	Visitor from QLD	4
Baw Baw	35-44	Visitor from VIC	120
Baw Baw	35-44	Visitor same SA2	5
Baw Baw	45-54	Home	6701
Baw Baw	45-54	Visitor from QLD	6
Baw Baw	45-54	Visitor from VIC	123
Baw Baw	45-54	Visitor from WA	5
Baw Baw	45-54	Visitor same SA2	13
Baw Baw	55-64	Home	7205
Baw Baw	55-64	Visitor from NSW	3
Baw Baw	55-64	Visitor from QLD	3
Baw Baw	55-64	Visitor from SA	4
Baw Baw	55-64	Visitor from VIC	119
Baw Baw	55-64	Visitor from WA	5
Baw Baw	55-64	Visitor same SA2	11
Baw Baw	65-74	Home	6568
Baw Baw	65-74	Visitor from QLD	6
Baw Baw	65-74	Visitor from VIC	114
Baw Baw	65-74	Visitor from WA	4
Baw Baw	65-74	Visitor same SA2	14
Baw Baw	75-84	Home	3709
Baw Baw	75-84	Visitor from VIC	57
Baw Baw	75-84	Visitor same SA2	12
Baw Baw	85+	Home	1298
Baw Baw	85+	Visitor from NSW	5
Baw Baw	85+	Visitor from VIC	29
Baw Baw	85+	Visitor same SA2	5
Bayside (Vic.)	0-14	Home	17265
Bayside (Vic.)	0-14	Visitor from VIC	261
Bayside (Vic.)	0-14	Visitor same SA2	9
Bayside (Vic.)	15-24	Home	11712
Bayside (Vic.)	15-24	Visitor from ACT	4
Bayside (Vic.)	15-24	Visitor from NSW	18
Bayside (Vic.)	15-24	Visitor from SA	4
Bayside (Vic.)	15-24	Visitor from VIC	265
Bayside (Vic.)	15-24	Visitor same SA2	9
Bayside (Vic.)	25-34	Home	7567
Bayside (Vic.)	25-34	Visitor from ACT	3
Bayside (Vic.)	25-34	Visitor from NSW	17
Bayside (Vic.)	25-34	Visitor from VIC	258
Bayside (Vic.)	25-34	Visitor same SA2	5
Bayside (Vic.)	35-44	Home	11486
Bayside (Vic.)	35-44	Visitor from NSW	5
Bayside (Vic.)	35-44	Visitor from VIC	206
Bayside (Vic.)	35-44	Visitor from WA	5
Bayside (Vic.)	35-44	Visitor same SA2	7
Bayside (Vic.)	45-54	Home	15788
Bayside (Vic.)	45-54	Visitor from NSW	7
Bayside (Vic.)	45-54	Visitor from QLD	9
Bayside (Vic.)	45-54	Visitor from VIC	215
Bayside (Vic.)	45-54	Visitor same SA2	8
Bayside (Vic.)	55-64	Home	13440
Bayside (Vic.)	55-64	Visitor from ACT	3
Bayside (Vic.)	55-64	Visitor from NSW	17
Bayside (Vic.)	55-64	Visitor from QLD	9
Bayside (Vic.)	55-64	Visitor from SA	4
Bayside (Vic.)	55-64	Visitor from TAS	8
Bayside (Vic.)	55-64	Visitor from VIC	217
Bayside (Vic.)	55-64	Visitor same SA2	10
Bayside (Vic.)	65-74	Home	10443
Bayside (Vic.)	65-74	Visitor from NSW	10
Bayside (Vic.)	65-74	Visitor from QLD	9
Bayside (Vic.)	65-74	Visitor from TAS	5
Bayside (Vic.)	65-74	Visitor from VIC	165
Bayside (Vic.)	65-74	Visitor from WA	9
Bayside (Vic.)	65-74	Visitor same SA2	13
Bayside (Vic.)	75-84	Home	6582
Bayside (Vic.)	75-84	Visitor from NSW	3
Bayside (Vic.)	75-84	Visitor from QLD	9
Bayside (Vic.)	75-84	Visitor from TAS	3
Bayside (Vic.)	75-84	Visitor from VIC	138
Bayside (Vic.)	75-84	Visitor same SA2	8
Bayside (Vic.)	85+	Home	3294
Bayside (Vic.)	85+	Visitor from NSW	3
Bayside (Vic.)	85+	Visitor from VIC	66
Bayside (Vic.)	85+	Visitor same SA2	7
Benalla	0-14	Home	2006
Benalla	0-14	Visitor from VIC	52
Benalla	0-14	Visitor same SA2	3
Benalla	15-24	Home	1279
Benalla	15-24	Visitor from NSW	3
Benalla	15-24	Visitor from VIC	54
Benalla	15-24	Visitor same SA2	3
Benalla	25-34	Home	1315
Benalla	25-34	Visitor from NSW	7
Benalla	25-34	Visitor from VIC	66
Benalla	25-34	Visitor same SA2	5
Benalla	35-44	Home	1302
Benalla	35-44	Visitor from QLD	3
Benalla	35-44	Visitor from VIC	58
Benalla	35-44	Visitor from WA	5
Benalla	45-54	Home	1657
Benalla	45-54	Visitor from NSW	5
Benalla	45-54	Visitor from QLD	4
Benalla	45-54	Visitor from VIC	53
Benalla	45-54	Visitor same SA2	8
Benalla	55-64	Home	2251
Benalla	55-64	Visitor from NSW	13
Benalla	55-64	Visitor from QLD	4
Benalla	55-64	Visitor from SA	4
Benalla	55-64	Visitor from VIC	62
Benalla	55-64	Visitor same SA2	7
Benalla	65-74	Home	2213
Benalla	65-74	Visitor from VIC	53
Benalla	65-74	Visitor same SA2	6
Benalla	75-84	Home	1320
Benalla	75-84	Visitor from VIC	23
Benalla	85+	Home	531
Benalla	85+	Visitor from VIC	13
Benalla	85+	Visitor same SA2	10
Boroondara	0-14	Home	26326
Boroondara	0-14	Visitor from NSW	12
Boroondara	0-14	Visitor from QLD	4
Boroondara	0-14	Visitor from VIC	268
Boroondara	0-14	Visitor same SA2	8
Boroondara	15-24	Home	23299
Boroondara	15-24	Visitor from ACT	4
Boroondara	15-24	Visitor from NSW	39
Boroondara	15-24	Visitor from NT	6
Boroondara	15-24	Visitor from QLD	11
Boroondara	15-24	Visitor from SA	4
Boroondara	15-24	Visitor from TAS	10
Boroondara	15-24	Visitor from VIC	514
Boroondara	15-24	Visitor from WA	4
Boroondara	15-24	Visitor same SA2	6
Boroondara	25-34	Home	20254
Boroondara	25-34	Visitor from ACT	3
Boroondara	25-34	Visitor from NSW	15
Boroondara	25-34	Visitor from QLD	7
Boroondara	25-34	Visitor from SA	3
Boroondara	25-34	Visitor from TAS	8
Boroondara	25-34	Visitor from VIC	536
Boroondara	25-34	Visitor from WA	3
Boroondara	25-34	Visitor same SA2	3
Boroondara	35-44	Home	19860
Boroondara	35-44	Visitor from NSW	10
Boroondara	35-44	Visitor from QLD	10
Boroondara	35-44	Visitor from TAS	5
Boroondara	35-44	Visitor from VIC	352
Boroondara	35-44	Visitor from WA	4
Boroondara	35-44	Visitor same SA2	12
Boroondara	45-54	Home	23180
Boroondara	45-54	Visitor from NSW	13
Boroondara	45-54	Visitor from QLD	12
Boroondara	45-54	Visitor from TAS	5
Boroondara	45-54	Visitor from VIC	314
Boroondara	45-54	Visitor same SA2	8
Boroondara	55-64	Home	19914
Boroondara	55-64	Visitor from NSW	16
Boroondara	55-64	Visitor from QLD	8
Boroondara	55-64	Visitor from VIC	347
Boroondara	55-64	Visitor same SA2	9
Boroondara	65-74	Home	15138
Boroondara	65-74	Visitor from NSW	14
Boroondara	65-74	Visitor from QLD	16
Boroondara	65-74	Visitor from SA	4
Boroondara	65-74	Visitor from TAS	5
Boroondara	65-74	Visitor from VIC	306
Boroondara	65-74	Visitor from WA	5
Boroondara	65-74	Visitor same SA2	15
Boroondara	75-84	Home	9380
Boroondara	75-84	Visitor from NSW	6
Boroondara	75-84	Visitor from QLD	4
Boroondara	75-84	Visitor from SA	4
Boroondara	75-84	Visitor from TAS	3
Boroondara	75-84	Visitor from VIC	221
Boroondara	75-84	Visitor same SA2	12
Boroondara	85+	Home	4778
Boroondara	85+	Visitor from NSW	5
Boroondara	85+	Visitor from QLD	3
Boroondara	85+	Visitor from SA	5
Boroondara	85+	Visitor from VIC	124
Boroondara	85+	Visitor same SA2	14
Brimbank	0-14	Home	33353
Brimbank	0-14	Visitor from QLD	3
Brimbank	0-14	Visitor from SA	4
Brimbank	0-14	Visitor from VIC	382
Brimbank	0-14	Visitor from WA	4
Brimbank	0-14	Visitor same SA2	21
Brimbank	15-24	Home	24063
Brimbank	15-24	Visitor from NSW	10
Brimbank	15-24	Visitor from QLD	4
Brimbank	15-24	Visitor from SA	4
Brimbank	15-24	Visitor from VIC	358
Brimbank	15-24	Visitor same SA2	19
Brimbank	25-34	Home	29875
Brimbank	25-34	Visitor from NSW	11
Brimbank	25-34	Visitor from QLD	7
Brimbank	25-34	Visitor from SA	6
Brimbank	25-34	Visitor from VIC	541
Brimbank	25-34	Visitor same SA2	17
Brimbank	35-44	Home	25920
Brimbank	35-44	Visitor from NSW	14
