LGA_NAME16	Age	MaritalStatus	Sex	responses
Shoalhaven	55-64	Separated	M	372
Shoalhaven	55-64	Widowed	F	400
Shoalhaven	55-64	Widowed	M	154
Shoalhaven	65-74	Divorced	F	1473
Shoalhaven	65-74	Divorced	M	1389
Shoalhaven	65-74	Married	F	5361
Shoalhaven	65-74	Married	M	5616
Shoalhaven	65-74	Separated	F	267
Shoalhaven	65-74	Separated	M	349
Shoalhaven	65-74	Widowed	F	1120
Shoalhaven	65-74	Widowed	M	406
Shoalhaven	75-84	Divorced	F	589
Shoalhaven	75-84	Divorced	M	563
Shoalhaven	75-84	Married	F	2487
Shoalhaven	75-84	Married	M	3313
Shoalhaven	75-84	Separated	F	95
Shoalhaven	75-84	Separated	M	182
Shoalhaven	75-84	Widowed	F	1660
Shoalhaven	75-84	Widowed	M	601
Shoalhaven	85+	Divorced	F	142
Shoalhaven	85+	Divorced	M	103
Shoalhaven	85+	Married	F	400
Shoalhaven	85+	Married	M	791
Shoalhaven	85+	Separated	F	11
Shoalhaven	85+	Separated	M	24
Shoalhaven	85+	Widowed	F	1485
Shoalhaven	85+	Widowed	M	460
Singleton	15-19	Separated	M	3
Singleton	20-24	Married	F	28
Singleton	20-24	Married	M	13
Singleton	25-34	Divorced	F	36
Singleton	25-34	Divorced	M	28
Singleton	25-34	Married	F	649
Singleton	25-34	Married	M	528
Singleton	25-34	Separated	F	44
Singleton	25-34	Separated	M	35
Singleton	25-34	Widowed	F	3
Singleton	35-44	Divorced	F	107
Singleton	35-44	Divorced	M	110
Singleton	35-44	Married	F	980
Singleton	35-44	Married	M	872
Singleton	35-44	Separated	F	71
Singleton	35-44	Separated	M	68
Singleton	35-44	Widowed	F	13
Singleton	35-44	Widowed	M	3
Singleton	45-54	Divorced	F	225
Singleton	45-54	Divorced	M	203
Singleton	45-54	Married	F	1082
Singleton	45-54	Married	M	998
Singleton	45-54	Separated	F	97
Singleton	45-54	Separated	M	77
Singleton	45-54	Widowed	F	25
Singleton	45-54	Widowed	M	8
Singleton	55-64	Divorced	F	223
Singleton	55-64	Divorced	M	229
Singleton	55-64	Married	F	992
Singleton	55-64	Married	M	1063
Singleton	55-64	Separated	F	70
Singleton	55-64	Separated	M	56
Singleton	55-64	Widowed	F	59
Singleton	55-64	Widowed	M	26
Singleton	65-74	Divorced	F	163
Singleton	65-74	Divorced	M	134
Singleton	65-74	Married	F	655
Singleton	65-74	Married	M	749
Singleton	65-74	Separated	F	33
Singleton	65-74	Separated	M	57
Singleton	65-74	Widowed	F	165
Singleton	65-74	Widowed	M	62
Singleton	75-84	Divorced	F	55
Singleton	75-84	Divorced	M	52
Singleton	75-84	Married	F	238
Singleton	75-84	Married	M	360
Singleton	75-84	Separated	F	3
Singleton	75-84	Separated	M	8
Singleton	75-84	Widowed	F	200
Singleton	75-84	Widowed	M	75
Singleton	85+	Divorced	F	12
Singleton	85+	Divorced	M	12
Singleton	85+	Married	F	40
Singleton	85+	Married	M	70
Singleton	85+	Separated	F	3
Singleton	85+	Widowed	F	152
Singleton	85+	Widowed	M	53
Snowy Monaro Regional	15-19	Married	F	3
Snowy Monaro Regional	20-24	Married	F	9
Snowy Monaro Regional	20-24	Married	M	5
Snowy Monaro Regional	20-24	Separated	F	3
Snowy Monaro Regional	25-34	Divorced	F	17
Snowy Monaro Regional	25-34	Divorced	M	13
Snowy Monaro Regional	25-34	Married	F	378
Snowy Monaro Regional	25-34	Married	M	283
Snowy Monaro Regional	25-34	Separated	F	29
Snowy Monaro Regional	25-34	Separated	M	17
Snowy Monaro Regional	25-34	Widowed	F	3
Snowy Monaro Regional	35-44	Divorced	F	70
Snowy Monaro Regional	35-44	Divorced	M	71
Snowy Monaro Regional	35-44	Married	F	715
Snowy Monaro Regional	35-44	Married	M	655
Snowy Monaro Regional	35-44	Separated	F	65
Snowy Monaro Regional	35-44	Separated	M	31
Snowy Monaro Regional	35-44	Widowed	F	8
Snowy Monaro Regional	45-54	Divorced	F	233
Snowy Monaro Regional	45-54	Divorced	M	163
Snowy Monaro Regional	45-54	Married	F	898
Snowy Monaro Regional	45-54	Married	M	887
Snowy Monaro Regional	45-54	Separated	F	81
Snowy Monaro Regional	45-54	Separated	M	73
Snowy Monaro Regional	45-54	Widowed	F	21
Snowy Monaro Regional	45-54	Widowed	M	14
Snowy Monaro Regional	55-64	Divorced	F	283
Snowy Monaro Regional	55-64	Divorced	M	260
Snowy Monaro Regional	55-64	Married	F	937
Snowy Monaro Regional	55-64	Married	M	952
Snowy Monaro Regional	55-64	Separated	F	60
Snowy Monaro Regional	55-64	Separated	M	82
Snowy Monaro Regional	55-64	Widowed	F	68
Snowy Monaro Regional	55-64	Widowed	M	31
Snowy Monaro Regional	65-74	Divorced	F	216
Snowy Monaro Regional	65-74	Divorced	M	230
Snowy Monaro Regional	65-74	Married	F	673
Snowy Monaro Regional	65-74	Married	M	795
Snowy Monaro Regional	65-74	Separated	F	38
Snowy Monaro Regional	65-74	Separated	M	71
Snowy Monaro Regional	65-74	Widowed	F	153
Snowy Monaro Regional	65-74	Widowed	M	54
Snowy Monaro Regional	75-84	Divorced	F	62
Snowy Monaro Regional	75-84	Divorced	M	81
Snowy Monaro Regional	75-84	Married	F	338
Snowy Monaro Regional	75-84	Married	M	439
Snowy Monaro Regional	75-84	Separated	F	15
Snowy Monaro Regional	75-84	Separated	M	36
Snowy Monaro Regional	75-84	Widowed	F	225
Snowy Monaro Regional	75-84	Widowed	M	83
Snowy Monaro Regional	85+	Divorced	F	11
Snowy Monaro Regional	85+	Divorced	M	12
Snowy Monaro Regional	85+	Married	F	42
Snowy Monaro Regional	85+	Married	M	102
Snowy Monaro Regional	85+	Separated	F	3
Snowy Monaro Regional	85+	Widowed	F	208
Snowy Monaro Regional	85+	Widowed	M	65
Snowy Valleys	20-24	Married	F	10
Snowy Valleys	20-24	Married	M	12
Snowy Valleys	20-24	Separated	F	5
Snowy Valleys	25-34	Divorced	F	8
Snowy Valleys	25-34	Divorced	M	9
Snowy Valleys	25-34	Married	F	280
Snowy Valleys	25-34	Married	M	222
Snowy Valleys	25-34	Separated	F	21
Snowy Valleys	25-34	Separated	M	12
Snowy Valleys	35-44	Divorced	F	39
Snowy Valleys	35-44	Divorced	M	43
Snowy Valleys	35-44	Married	F	478
Snowy Valleys	35-44	Married	M	411
Snowy Valleys	35-44	Separated	F	48
Snowy Valleys	35-44	Separated	M	34
Snowy Valleys	35-44	Widowed	F	8
Snowy Valleys	45-54	Divorced	F	139
Snowy Valleys	45-54	Divorced	M	107
Snowy Valleys	45-54	Married	F	525
Snowy Valleys	45-54	Married	M	489
Snowy Valleys	45-54	Separated	F	49
Snowy Valleys	45-54	Separated	M	58
Snowy Valleys	45-54	Widowed	F	27
Snowy Valleys	45-54	Widowed	M	5
Snowy Valleys	55-64	Divorced	F	172
Snowy Valleys	55-64	Divorced	M	217
Snowy Valleys	55-64	Married	F	665
Snowy Valleys	55-64	Married	M	652
Snowy Valleys	55-64	Separated	F	57
Snowy Valleys	55-64	Separated	M	58
Snowy Valleys	55-64	Widowed	F	57
Snowy Valleys	55-64	Widowed	M	20
Snowy Valleys	65-74	Divorced	F	137
Snowy Valleys	65-74	Divorced	M	134
Snowy Valleys	65-74	Married	F	582
Snowy Valleys	65-74	Married	M	635
Snowy Valleys	65-74	Separated	F	32
Snowy Valleys	65-74	Separated	M	49
Snowy Valleys	65-74	Widowed	F	144
Snowy Valleys	65-74	Widowed	M	48
Snowy Valleys	75-84	Divorced	F	56
Snowy Valleys	75-84	Divorced	M	72
Snowy Valleys	75-84	Married	F	274
Snowy Valleys	75-84	Married	M	378
Snowy Valleys	75-84	Separated	F	12
Snowy Valleys	75-84	Separated	M	16
Snowy Valleys	75-84	Widowed	F	190
Snowy Valleys	75-84	Widowed	M	95
Snowy Valleys	85+	Divorced	F	12
Snowy Valleys	85+	Divorced	M	9
Snowy Valleys	85+	Married	F	40
Snowy Valleys	85+	Married	M	77
Snowy Valleys	85+	Widowed	F	198
Snowy Valleys	85+	Widowed	M	55
Strathfield	15-19	Married	F	7
Strathfield	20-24	Divorced	F	10
Strathfield	20-24	Divorced	M	3
Strathfield	20-24	Married	F	255
Strathfield	20-24	Married	M	137
Strathfield	20-24	Separated	F	22
Strathfield	20-24	Separated	M	8
Strathfield	25-34	Divorced	F	120
Strathfield	25-34	Divorced	M	113
Strathfield	25-34	Married	F	2406
Strathfield	25-34	Married	M	1945
Strathfield	25-34	Separated	F	85
Strathfield	25-34	Separated	M	63
Strathfield	25-34	Widowed	F	6
Strathfield	25-34	Widowed	M	3
Strathfield	35-44	Divorced	F	211
Strathfield	35-44	Divorced	M	167
Strathfield	35-44	Married	F	2208
Strathfield	35-44	Married	M	2422
Strathfield	35-44	Separated	F	101
Strathfield	35-44	Separated	M	82
Strathfield	35-44	Widowed	F	7
Strathfield	35-44	Widowed	M	4
Strathfield	45-54	Divorced	F	313
Strathfield	45-54	Divorced	M	168
Strathfield	45-54	Married	F	1612
Strathfield	45-54	Married	M	1585
Strathfield	45-54	Separated	F	132
Strathfield	45-54	Separated	M	87
Strathfield	45-54	Widowed	F	34
Strathfield	55-64	Divorced	F	378
Strathfield	55-64	Divorced	M	228
Strathfield	55-64	Married	F	1497
Strathfield	55-64	Married	M	1574
Strathfield	55-64	Separated	F	96
Strathfield	55-64	Separated	M	83
Strathfield	55-64	Widowed	F	103
Strathfield	55-64	Widowed	M	12
Strathfield	65-74	Divorced	F	211
Strathfield	65-74	Divorced	M	136
Strathfield	65-74	Married	F	958
Strathfield	65-74	Married	M	1068
Strathfield	65-74	Separated	F	52
Strathfield	65-74	Separated	M	46
Strathfield	65-74	Widowed	F	216
Strathfield	65-74	Widowed	M	50
Strathfield	75-84	Divorced	F	73
Strathfield	75-84	Divorced	M	55
Strathfield	75-84	Married	F	414
Strathfield	75-84	Married	M	591
Strathfield	75-84	Separated	F	14
Strathfield	75-84	Separated	M	20
Strathfield	75-84	Widowed	F	351
Strathfield	75-84	Widowed	M	67
Strathfield	85+	Divorced	F	23
Strathfield	85+	Divorced	M	7
Strathfield	85+	Married	F	103
Strathfield	85+	Married	M	225
Strathfield	85+	Separated	F	3
Strathfield	85+	Separated	M	11
Strathfield	85+	Widowed	F	334
Strathfield	85+	Widowed	M	75
Sutherland Shire	15-19	Married	F	7
Sutherland Shire	15-19	Married	M	7
Sutherland Shire	20-24	Divorced	F	9
Sutherland Shire	20-24	Divorced	M	5
Sutherland Shire	20-24	Married	F	130
Sutherland Shire	20-24	Married	M	73
Sutherland Shire	20-24	Separated	F	12
Sutherland Shire	20-24	Separated	M	6
Sutherland Shire	20-24	Widowed	F	6
Sutherland Shire	25-34	Divorced	F	246
Sutherland Shire	25-34	Divorced	M	168
Sutherland Shire	25-34	Married	F	5108
Sutherland Shire	25-34	Married	M	3693
Sutherland Shire	25-34	Separated	F	173
Sutherland Shire	25-34	Separated	M	117
Sutherland Shire	25-34	Widowed	F	9
Sutherland Shire	25-34	Widowed	M	10
Sutherland Shire	35-44	Divorced	F	1026
Sutherland Shire	35-44	Divorced	M	705
Sutherland Shire	35-44	Married	F	10958
Sutherland Shire	35-44	Married	M	9971
Sutherland Shire	35-44	Separated	F	545
Sutherland Shire	35-44	Separated	M	385
Sutherland Shire	35-44	Widowed	F	73
Sutherland Shire	35-44	Widowed	M	22
Sutherland Shire	45-54	Divorced	F	2251
Sutherland Shire	45-54	Divorced	M	1498
Sutherland Shire	45-54	Married	F	11034
Sutherland Shire	45-54	Married	M	10670
Sutherland Shire	45-54	Separated	F	748
Sutherland Shire	45-54	Separated	M	633
Sutherland Shire	45-54	Widowed	F	175
Sutherland Shire	45-54	Widowed	M	71
Sutherland Shire	55-64	Divorced	F	2544
Sutherland Shire	55-64	Divorced	M	1706
Sutherland Shire	55-64	Married	F	9679
Sutherland Shire	55-64	Married	M	9787
Sutherland Shire	55-64	Separated	F	558
Sutherland Shire	55-64	Separated	M	465
Sutherland Shire	55-64	Widowed	F	611
Sutherland Shire	55-64	Widowed	M	204
Sutherland Shire	65-74	Divorced	F	1950
Sutherland Shire	65-74	Divorced	M	1185
Sutherland Shire	65-74	Married	F	7675
Sutherland Shire	65-74	Married	M	8359
Sutherland Shire	65-74	Separated	F	380
Sutherland Shire	65-74	Separated	M	344
Sutherland Shire	65-74	Widowed	F	1405
Sutherland Shire	65-74	Widowed	M	390
Sutherland Shire	75-84	Divorced	F	1000
Sutherland Shire	75-84	Divorced	M	519
Sutherland Shire	75-84	Married	F	3703
Sutherland Shire	75-84	Married	M	4776
Sutherland Shire	75-84	Separated	F	108
Sutherland Shire	75-84	Separated	M	149
Sutherland Shire	75-84	Widowed	F	2544
Sutherland Shire	75-84	Widowed	M	661
Sutherland Shire	85+	Divorced	F	252
Sutherland Shire	85+	Divorced	M	114
Sutherland Shire	85+	Married	F	803
Sutherland Shire	85+	Married	M	1450
Sutherland Shire	85+	Separated	F	13
Sutherland Shire	85+	Separated	M	43
Sutherland Shire	85+	Widowed	F	2809
Sutherland Shire	85+	Widowed	M	785
Sydney	15-19	Married	F	3
Sydney	15-19	Married	M	4
Sydney	20-24	Divorced	F	16
Sydney	20-24	Divorced	M	3
Sydney	20-24	Married	F	213
Sydney	20-24	Married	M	119
Sydney	20-24	Separated	F	24
Sydney	20-24	Separated	M	7
Sydney	20-24	Widowed	F	10
Sydney	20-24	Widowed	M	3
Sydney	25-34	Divorced	F	694
Sydney	25-34	Divorced	M	486
Sydney	25-34	Married	F	6100
Sydney	25-34	Married	M	5135
Sydney	25-34	Separated	F	355
Sydney	25-34	Separated	M	224
Sydney	25-34	Widowed	F	22
Sydney	25-34	Widowed	M	13
Sydney	35-44	Divorced	F	1448
Sydney	35-44	Divorced	M	1367
Sydney	35-44	Married	F	6844
Sydney	35-44	Married	M	7560
Sydney	35-44	Separated	F	564
Sydney	35-44	Separated	M	536
Sydney	35-44	Widowed	F	44
Sydney	35-44	Widowed	M	31
Sydney	45-54	Divorced	F	1607
Sydney	45-54	Divorced	M	1490
Sydney	45-54	Married	F	3890
Sydney	45-54	Married	M	4412
Sydney	45-54	Separated	F	450
Sydney	45-54	Separated	M	530
Sydney	45-54	Widowed	F	140
Sydney	45-54	Widowed	M	58
Sydney	55-64	Divorced	F	1899
Sydney	55-64	Divorced	M	1650
Sydney	55-64	Married	F	3290
Sydney	55-64	Married	M	3586
Sydney	55-64	Separated	F	410
Sydney	55-64	Separated	M	426
Sydney	55-64	Widowed	F	372
Sydney	55-64	Widowed	M	116
Sydney	65-74	Divorced	F	1549
Sydney	65-74	Divorced	M	1252
Sydney	65-74	Married	F	2394
Sydney	65-74	Married	M	2732
Sydney	65-74	Separated	F	273
Sydney	65-74	Separated	M	290
Sydney	65-74	Widowed	F	729
Sydney	65-74	Widowed	M	206
Sydney	75-84	Divorced	F	647
Sydney	75-84	Divorced	M	524
Sydney	75-84	Married	F	983
Sydney	75-84	Married	M	1447
Sydney	75-84	Separated	F	78
Sydney	75-84	Separated	M	108
Sydney	75-84	Widowed	F	954
Sydney	75-84	Widowed	M	247
Sydney	85+	Divorced	F	161
Sydney	85+	Divorced	M	84
Sydney	85+	Married	F	169
Sydney	85+	Married	M	423
Sydney	85+	Separated	F	7
Sydney	85+	Separated	M	25
Sydney	85+	Widowed	F	742
Sydney	85+	Widowed	M	173
Tamworth Regional	15-19	Married	M	3
Tamworth Regional	20-24	Divorced	F	3
Tamworth Regional	20-24	Divorced	M	4
Tamworth Regional	20-24	Married	F	97
Tamworth Regional	20-24	Married	M	55
Tamworth Regional	20-24	Separated	F	12
Tamworth Regional	20-24	Separated	M	3
Tamworth Regional	25-34	Divorced	F	109
Tamworth Regional	25-34	Divorced	M	59
Tamworth Regional	25-34	Married	F	1505
Tamworth Regional	25-34	Married	M	1206
Tamworth Regional	25-34	Separated	F	127
Tamworth Regional	25-34	Separated	M	76
Tamworth Regional	25-34	Widowed	F	4
Tamworth Regional	25-34	Widowed	M	3
Tamworth Regional	35-44	Divorced	F	284
Tamworth Regional	35-44	Divorced	M	212
Tamworth Regional	35-44	Married	F	2076
Tamworth Regional	35-44	Married	M	1980
Tamworth Regional	35-44	Separated	F	245
Tamworth Regional	35-44	Separated	M	156
Tamworth Regional	35-44	Widowed	F	29
Tamworth Regional	35-44	Widowed	M	7
Tamworth Regional	45-54	Divorced	F	581
Tamworth Regional	45-54	Divorced	M	442
Tamworth Regional	45-54	Married	F	2094
Tamworth Regional	45-54	Married	M	2084
Tamworth Regional	45-54	Separated	F	246
Tamworth Regional	45-54	Separated	M	213
Tamworth Regional	45-54	Widowed	F	76
Tamworth Regional	45-54	Widowed	M	28
Tamworth Regional	55-64	Divorced	F	797
Tamworth Regional	55-64	Divorced	M	592
Tamworth Regional	55-64	Married	F	2295
Tamworth Regional	55-64	Married	M	2150
Tamworth Regional	55-64	Separated	F	243
Tamworth Regional	55-64	Separated	M	179
Tamworth Regional	55-64	Widowed	F	233
Tamworth Regional	55-64	Widowed	M	62
Tamworth Regional	65-74	Divorced	F	630
Tamworth Regional	65-74	Divorced	M	513
Tamworth Regional	65-74	Married	F	1981
Tamworth Regional	65-74	Married	M	2147
Tamworth Regional	65-74	Separated	F	127
Tamworth Regional	65-74	Separated	M	188
Tamworth Regional	65-74	Widowed	F	527
Tamworth Regional	65-74	Widowed	M	161
Tamworth Regional	75-84	Divorced	F	281
Tamworth Regional	75-84	Divorced	M	203
Tamworth Regional	75-84	Married	F	1001
Tamworth Regional	75-84	Married	M	1295
Tamworth Regional	75-84	Separated	F	39
Tamworth Regional	75-84	Separated	M	49
Tamworth Regional	75-84	Widowed	F	901
Tamworth Regional	75-84	Widowed	M	250
Tamworth Regional	85+	Divorced	F	43
Tamworth Regional	85+	Divorced	M	23
Tamworth Regional	85+	Married	F	170
Tamworth Regional	85+	Married	M	336
Tamworth Regional	85+	Separated	F	8
Tamworth Regional	85+	Separated	M	7
Tamworth Regional	85+	Widowed	F	725
Tamworth Regional	85+	Widowed	M	196
Temora	20-24	Married	F	8
Temora	20-24	Married	M	5
Temora	25-34	Divorced	F	9
Temora	25-34	Married	F	117
Temora	25-34	Married	M	84
Temora	25-34	Separated	F	5
Temora	25-34	Separated	M	3
Temora	35-44	Divorced	F	8
Temora	35-44	Divorced	M	17
Temora	35-44	Married	F	192
Temora	35-44	Married	M	165
Temora	35-44	Separated	F	22
Temora	35-44	Separated	M	9
Temora	45-54	Divorced	F	73
Temora	45-54	Divorced	M	39
Temora	45-54	Married	F	209
Temora	45-54	Married	M	202
Temora	45-54	Separated	F	23
Temora	45-54	Separated	M	21
Temora	45-54	Widowed	F	13
Temora	45-54	Widowed	M	4
Temora	55-64	Divorced	F	72
Temora	55-64	Divorced	M	67
Temora	55-64	Married	F	278
Temora	55-64	Married	M	261
Temora	55-64	Separated	F	19
Temora	55-64	Separated	M	10
Temora	55-64	Widowed	F	23
Temora	55-64	Widowed	M	3
Temora	65-74	Divorced	F	63
Temora	65-74	Divorced	M	56
Temora	65-74	Married	F	284
Temora	65-74	Married	M	289
Temora	65-74	Separated	F	18
Temora	65-74	Separated	M	22
Temora	65-74	Widowed	F	61
Temora	65-74	Widowed	M	19
Temora	75-84	Divorced	F	19
Temora	75-84	Divorced	M	28
Temora	75-84	Married	F	140
Temora	75-84	Married	M	176
Temora	75-84	Separated	F	5
Temora	75-84	Separated	M	10
Temora	75-84	Widowed	F	117
Temora	75-84	Widowed	M	31
Temora	85+	Divorced	F	4
Temora	85+	Divorced	M	9
Temora	85+	Married	F	24
Temora	85+	Married	M	47
Temora	85+	Widowed	F	112
Temora	85+	Widowed	M	24
Tenterfield	20-24	Married	F	10
Tenterfield	20-24	Married	M	3
Tenterfield	25-34	Divorced	F	8
Tenterfield	25-34	Married	F	88
Tenterfield	25-34	Married	M	52
Tenterfield	25-34	Separated	F	5
Tenterfield	25-34	Separated	M	4
Tenterfield	35-44	Divorced	F	19
Tenterfield	35-44	Divorced	M	13
Tenterfield	35-44	Married	F	135
Tenterfield	35-44	Married	M	124
Tenterfield	35-44	Separated	F	16
Tenterfield	35-44	Separated	M	9
Tenterfield	35-44	Widowed	F	3
Tenterfield	35-44	Widowed	M	4
Tenterfield	45-54	Divorced	F	59
Tenterfield	45-54	Divorced	M	47
Tenterfield	45-54	Married	F	244
Tenterfield	45-54	Married	M	206
Tenterfield	45-54	Separated	F	21
Tenterfield	45-54	Separated	M	21
Tenterfield	45-54	Widowed	F	5
Tenterfield	55-64	Divorced	F	141
Tenterfield	55-64	Divorced	M	120
Tenterfield	55-64	Married	F	347
Tenterfield	55-64	Married	M	297
Tenterfield	55-64	Separated	F	38
Tenterfield	55-64	Separated	M	30
Tenterfield	55-64	Widowed	F	26
Tenterfield	55-64	Widowed	M	8
Tenterfield	65-74	Divorced	F	125
Tenterfield	65-74	Divorced	M	152
Tenterfield	65-74	Married	F	379
Tenterfield	65-74	Married	M	420
Tenterfield	65-74	Separated	F	28
Tenterfield	65-74	Separated	M	43
Tenterfield	65-74	Widowed	F	89
Tenterfield	65-74	Widowed	M	42
Tenterfield	75-84	Divorced	F	39
Tenterfield	75-84	Divorced	M	32
Tenterfield	75-84	Married	F	156
Tenterfield	75-84	Married	M	222
Tenterfield	75-84	Separated	M	9
Tenterfield	75-84	Widowed	F	99
Tenterfield	75-84	Widowed	M	37
Tenterfield	85+	Divorced	F	5
Tenterfield	85+	Divorced	M	11
Tenterfield	85+	Married	F	15
Tenterfield	85+	Married	M	47
Tenterfield	85+	Widowed	F	97
Tenterfield	85+	Widowed	M	21
The Hills Shire	15-19	Divorced	F	5
The Hills Shire	15-19	Divorced	M	4
The Hills Shire	15-19	Married	F	4
The Hills Shire	15-19	Married	M	7
The Hills Shire	20-24	Divorced	F	6
The Hills Shire	20-24	Married	F	153
The Hills Shire	20-24	Married	M	66
The Hills Shire	20-24	Separated	F	7
The Hills Shire	20-24	Separated	M	4
The Hills Shire	25-34	Divorced	F	179
The Hills Shire	25-34	Divorced	M	93
The Hills Shire	25-34	Married	F	5067
The Hills Shire	25-34	Married	M	3390
The Hills Shire	25-34	Separated	F	146
The Hills Shire	25-34	Separated	M	53
The Hills Shire	25-34	Widowed	F	11
The Hills Shire	25-34	Widowed	M	8
The Hills Shire	35-44	Divorced	F	815
The Hills Shire	35-44	Divorced	M	470
The Hills Shire	35-44	Married	F	13227
The Hills Shire	35-44	Married	M	12092
The Hills Shire	35-44	Separated	F	452
The Hills Shire	35-44	Separated	M	297
The Hills Shire	35-44	Widowed	F	45
The Hills Shire	35-44	Widowed	M	16
The Hills Shire	45-54	Divorced	F	1343
The Hills Shire	45-54	Divorced	M	834
The Hills Shire	45-54	Married	F	10932
The Hills Shire	45-54	Married	M	10870
The Hills Shire	45-54	Separated	F	545
The Hills Shire	45-54	Separated	M	443
The Hills Shire	45-54	Widowed	F	134
The Hills Shire	45-54	Widowed	M	51
The Hills Shire	55-64	Divorced	F	1269
The Hills Shire	55-64	Divorced	M	825
The Hills Shire	55-64	Married	F	8272
The Hills Shire	55-64	Married	M	8582
The Hills Shire	55-64	Separated	F	314
The Hills Shire	55-64	Separated	M	246
The Hills Shire	55-64	Widowed	F	409
The Hills Shire	55-64	Widowed	M	104
The Hills Shire	65-74	Divorced	F	1001
The Hills Shire	65-74	Divorced	M	532
The Hills Shire	65-74	Married	F	6224
The Hills Shire	65-74	Married	M	6842
The Hills Shire	65-74	Separated	F	222
The Hills Shire	65-74	Separated	M	212
The Hills Shire	65-74	Widowed	F	1128
The Hills Shire	65-74	Widowed	M	220
The Hills Shire	75-84	Divorced	F	380
The Hills Shire	75-84	Divorced	M	197
The Hills Shire	75-84	Married	F	2429
The Hills Shire	75-84	Married	M	3492
The Hills Shire	75-84	Separated	F	63
The Hills Shire	75-84	Separated	M	74
The Hills Shire	75-84	Widowed	F	1527
The Hills Shire	75-84	Widowed	M	405
The Hills Shire	85+	Divorced	F	76
The Hills Shire	85+	Divorced	M	40
The Hills Shire	85+	Married	F	349
The Hills Shire	85+	Married	M	722
The Hills Shire	85+	Separated	F	7
The Hills Shire	85+	Separated	M	10
The Hills Shire	85+	Widowed	F	1196
The Hills Shire	85+	Widowed	M	392
Tweed	15-19	Divorced	M	3
Tweed	20-24	Divorced	M	5
Tweed	20-24	Married	F	50
Tweed	20-24	Married	M	22
Tweed	20-24	Separated	F	8
Tweed	20-24	Widowed	M	4
Tweed	25-34	Divorced	F	100
Tweed	25-34	Divorced	M	53
Tweed	25-34	Married	F	1560
Tweed	25-34	Married	M	1077
Tweed	25-34	Separated	F	109
Tweed	25-34	Separated	M	42
Tweed	25-34	Widowed	F	3
Tweed	25-34	Widowed	M	5
Tweed	35-44	Divorced	F	424
Tweed	35-44	Divorced	M	268
Tweed	35-44	Married	F	3259
Tweed	35-44	Married	M	2825
Tweed	35-44	Separated	F	293
Tweed	35-44	Separated	M	170
Tweed	35-44	Widowed	F	43
Tweed	35-44	Widowed	M	13
Tweed	45-54	Divorced	F	1037
Tweed	45-54	Divorced	M	716
Tweed	45-54	Married	F	3323
Tweed	45-54	Married	M	3188
Tweed	45-54	Separated	F	419
Tweed	45-54	Separated	M	299
Tweed	45-54	Widowed	F	116
Tweed	45-54	Widowed	M	16
Tweed	55-64	Divorced	F	1744
Tweed	55-64	Divorced	M	1202
Tweed	55-64	Married	F	3832
Tweed	55-64	Married	M	3578
Tweed	55-64	Separated	F	426
Tweed	55-64	Separated	M	321
Tweed	55-64	Widowed	F	368
Tweed	55-64	Widowed	M	123
Tweed	65-74	Divorced	F	1673
Tweed	65-74	Divorced	M	1297
Tweed	65-74	Married	F	3714
Tweed	65-74	Married	M	4006
Tweed	65-74	Separated	F	297
Tweed	65-74	Separated	M	294
Tweed	65-74	Widowed	F	912
Tweed	65-74	Widowed	M	283
Tweed	75-84	Divorced	F	674
Tweed	75-84	Divorced	M	600
Tweed	75-84	Married	F	2077
Tweed	75-84	Married	M	2621
Tweed	75-84	Separated	F	68
Tweed	75-84	Separated	M	117
Tweed	75-84	Widowed	F	1542
Tweed	75-84	Widowed	M	449
Tweed	85+	Divorced	F	187
Tweed	85+	Divorced	M	112
Tweed	85+	Married	F	465
Tweed	85+	Married	M	832
Tweed	85+	Separated	F	15
Tweed	85+	Separated	M	29
Tweed	85+	Widowed	F	1590
Tweed	85+	Widowed	M	490
Upper Hunter Shire	20-24	Married	F	10
Upper Hunter Shire	20-24	Married	M	10
Upper Hunter Shire	25-34	Divorced	F	19
Upper Hunter Shire	25-34	Divorced	M	14
Upper Hunter Shire	25-34	Married	F	312
Upper Hunter Shire	25-34	Married	M	254
Upper Hunter Shire	25-34	Separated	F	17
Upper Hunter Shire	25-34	Separated	M	11
Upper Hunter Shire	35-44	Divorced	F	57
Upper Hunter Shire	35-44	Divorced	M	52
Upper Hunter Shire	35-44	Married	F	531
Upper Hunter Shire	35-44	Married	M	460
Upper Hunter Shire	35-44	Separated	F	45
Upper Hunter Shire	35-44	Separated	M	47
Upper Hunter Shire	35-44	Widowed	F	3
Upper Hunter Shire	45-54	Divorced	F	128
Upper Hunter Shire	45-54	Divorced	M	116
Upper Hunter Shire	45-54	Married	F	541
Upper Hunter Shire	45-54	Married	M	505
Upper Hunter Shire	45-54	Separated	F	55
Upper Hunter Shire	45-54	Separated	M	55
Upper Hunter Shire	45-54	Widowed	F	21
Upper Hunter Shire	45-54	Widowed	M	6
Upper Hunter Shire	55-64	Divorced	F	171
Upper Hunter Shire	55-64	Divorced	M	142
Upper Hunter Shire	55-64	Married	F	598
Upper Hunter Shire	55-64	Married	M	590
Upper Hunter Shire	55-64	Separated	F	44
Upper Hunter Shire	55-64	Separated	M	43
Upper Hunter Shire	55-64	Widowed	F	33
Upper Hunter Shire	55-64	Widowed	M	18
Upper Hunter Shire	65-74	Divorced	F	142
