LGA_NAME16	Age5yr	Indigenous	persons
Hawkesbury	65+	0	10416
Hawkesbury	65+	1	199
Hay	0-4		21
Hay	0-4	0	122
Hay	0-4	1	27
Hay	5-9		23
Hay	5-9	0	107
Hay	5-9	1	19
Hay	10-14		11
Hay	10-14	0	112
Hay	10-14	1	22
Hay	15-19		14
Hay	15-19	0	104
Hay	15-19	1	22
Hay	20-24		26
Hay	20-24	0	122
Hay	20-24	1	21
Hay	25-29		20
Hay	25-29	0	137
Hay	25-29	1	22
Hay	30-34		16
Hay	30-34	0	109
Hay	30-34	1	8
Hay	35-39		17
Hay	35-39	0	106
Hay	35-39	1	12
Hay	40-44		23
Hay	40-44	0	99
Hay	40-44	1	3
Hay	45-49		17
Hay	45-49	0	119
Hay	45-49	1	8
Hay	50-54		21
Hay	50-54	0	158
Hay	50-54	1	13
Hay	55-59		23
Hay	55-59	0	215
Hay	55-59	1	22
Hay	60-64		19
Hay	60-64	0	226
Hay	60-64	1	11
Hay	65+		73
Hay	65+	0	586
Hay	65+	1	19
Hilltops	0-4		67
Hilltops	0-4	0	970
Hilltops	0-4	1	98
Hilltops	5-9		83
Hilltops	5-9	0	1027
Hilltops	5-9	1	116
Hilltops	10-14		98
Hilltops	10-14	0	1081
Hilltops	10-14	1	107
Hilltops	15-19		78
Hilltops	15-19	0	930
Hilltops	15-19	1	116
Hilltops	20-24		60
Hilltops	20-24	0	753
Hilltops	20-24	1	67
Hilltops	25-29		64
Hilltops	25-29	0	836
Hilltops	25-29	1	72
Hilltops	30-34		77
Hilltops	30-34	0	865
Hilltops	30-34	1	49
Hilltops	35-39		65
Hilltops	35-39	0	865
Hilltops	35-39	1	47
Hilltops	40-44		93
Hilltops	40-44	0	874
Hilltops	40-44	1	39
Hilltops	45-49		73
Hilltops	45-49	0	961
Hilltops	45-49	1	39
Hilltops	50-54		95
Hilltops	50-54	0	1070
Hilltops	50-54	1	50
Hilltops	55-59		105
Hilltops	55-59	0	1218
Hilltops	55-59	1	53
Hilltops	60-64		112
Hilltops	60-64	0	1225
Hilltops	60-64	1	40
Hilltops	65+		304
Hilltops	65+	0	4241
Hilltops	65+	1	88
Hornsby	0-4		168
Hornsby	0-4	0	7369
Hornsby	0-4	1	68
Hornsby	5-9		193
Hornsby	5-9	0	10031
Hornsby	5-9	1	72
Hornsby	10-14		177
Hornsby	10-14	0	10684
Hornsby	10-14	1	101
Hornsby	15-19		187
Hornsby	15-19	0	9500
Hornsby	15-19	1	90
Hornsby	20-24		184
Hornsby	20-24	0	8093
Hornsby	20-24	1	76
Hornsby	25-29		157
Hornsby	25-29	0	6476
Hornsby	25-29	1	63
Hornsby	30-34		203
Hornsby	30-34	0	7453
Hornsby	30-34	1	50
Hornsby	35-39		255
Hornsby	35-39	0	10318
Hornsby	35-39	1	34
Hornsby	40-44		243
Hornsby	40-44	0	11356
Hornsby	40-44	1	39
Hornsby	45-49		196
Hornsby	45-49	0	11113
Hornsby	45-49	1	76
Hornsby	50-54		177
Hornsby	50-54	0	10395
Hornsby	50-54	1	49
Hornsby	55-59		181
Hornsby	55-59	0	9588
Hornsby	55-59	1	45
Hornsby	60-64		145
Hornsby	60-64	0	8729
Hornsby	60-64	1	38
Hornsby	65+		761
Hornsby	65+	0	26632
Hornsby	65+	1	67
Hunters Hill	0-4		19
Hunters Hill	0-4	0	559
Hunters Hill	0-4	1	5
Hunters Hill	5-9		29
Hunters Hill	5-9	0	735
Hunters Hill	5-9	1	3
Hunters Hill	10-14		28
Hunters Hill	10-14	0	938
Hunters Hill	10-14	1	9
Hunters Hill	15-19		32
Hunters Hill	15-19	0	980
Hunters Hill	15-19	1	12
Hunters Hill	20-24		20
Hunters Hill	20-24	0	680
Hunters Hill	20-24	1	5
Hunters Hill	25-29		19
Hunters Hill	25-29	0	439
Hunters Hill	30-34		21
Hunters Hill	30-34	0	509
Hunters Hill	30-34	1	5
Hunters Hill	35-39		31
Hunters Hill	35-39	0	679
Hunters Hill	35-39	1	4
Hunters Hill	40-44		35
Hunters Hill	40-44	0	781
Hunters Hill	40-44	1	6
Hunters Hill	45-49		32
Hunters Hill	45-49	0	949
Hunters Hill	45-49	1	5
Hunters Hill	50-54		35
Hunters Hill	50-54	0	993
Hunters Hill	55-59		23
Hunters Hill	55-59	0	895
Hunters Hill	55-59	1	3
Hunters Hill	60-64		22
Hunters Hill	60-64	0	769
Hunters Hill	60-64	1	3
Hunters Hill	65+		138
Hunters Hill	65+	0	3101
Hunters Hill	65+	1	4
Inner West	0-4		251
Inner West	0-4	0	8757
Inner West	0-4	1	135
Inner West	5-9		287
Inner West	5-9	0	8382
Inner West	5-9	1	166
Inner West	10-14		238
Inner West	10-14	0	8337
Inner West	10-14	1	146
Inner West	15-19		242
Inner West	15-19	0	7050
Inner West	15-19	1	134
Inner West	20-24		523
Inner West	20-24	0	10531
Inner West	20-24	1	231
Inner West	25-29		792
Inner West	25-29	0	16084
Inner West	25-29	1	229
Inner West	30-34		761
Inner West	30-34	0	17172
Inner West	30-34	1	204
Inner West	35-39		586
Inner West	35-39	0	15632
Inner West	35-39	1	145
Inner West	40-44		528
Inner West	40-44	0	13523
Inner West	40-44	1	113
Inner West	45-49		485
Inner West	45-49	0	13114
Inner West	45-49	1	134
Inner West	50-54		446
Inner West	50-54	0	11781
Inner West	50-54	1	138
Inner West	55-59		412
Inner West	55-59	0	10329
Inner West	55-59	1	115
Inner West	60-64		355
Inner West	60-64	0	8535
Inner West	60-64	1	91
Inner West	65+		1157
Inner West	65+	0	24363
Inner West	65+	1	173
Inverell	0-4		87
Inverell	0-4	0	691
Inverell	0-4	1	251
Inverell	5-9		114
Inverell	5-9	0	818
Inverell	5-9	1	234
Inverell	10-14		128
Inverell	10-14	0	856
Inverell	10-14	1	238
Inverell	15-19		92
Inverell	15-19	0	827
Inverell	15-19	1	197
Inverell	20-24		71
Inverell	20-24	0	677
Inverell	20-24	1	160
Inverell	25-29		99
Inverell	25-29	0	770
Inverell	25-29	1	135
Inverell	30-34		97
Inverell	30-34	0	762
Inverell	30-34	1	110
Inverell	35-39		99
Inverell	35-39	0	757
Inverell	35-39	1	76
Inverell	40-44		79
Inverell	40-44	0	728
Inverell	40-44	1	84
Inverell	45-49		105
Inverell	45-49	0	857
Inverell	45-49	1	75
Inverell	50-54		112
Inverell	50-54	0	917
Inverell	50-54	1	106
Inverell	55-59		96
Inverell	55-59	0	980
Inverell	55-59	1	84
Inverell	60-64		91
Inverell	60-64	0	1033
Inverell	60-64	1	74
Inverell	65+		301
Inverell	65+	0	3617
Inverell	65+	1	146
Junee	0-4		15
Junee	0-4	0	275
Junee	0-4	1	32
Junee	5-9		17
Junee	5-9	0	300
Junee	5-9	1	33
Junee	10-14		27
Junee	10-14	0	298
Junee	10-14	1	50
Junee	15-19		14
Junee	15-19	0	269
Junee	15-19	1	30
Junee	20-24		22
Junee	20-24	0	280
Junee	20-24	1	70
Junee	25-29		14
Junee	25-29	0	368
Junee	25-29	1	84
Junee	30-34		16
Junee	30-34	0	359
Junee	30-34	1	56
Junee	35-39		16
Junee	35-39	0	394
Junee	35-39	1	65
Junee	40-44		16
Junee	40-44	0	304
Junee	40-44	1	44
Junee	45-49		25
Junee	45-49	0	366
Junee	45-49	1	46
Junee	50-54		18
Junee	50-54	0	357
Junee	50-54	1	28
Junee	55-59		23
Junee	55-59	0	368
Junee	55-59	1	18
Junee	60-64		28
Junee	60-64	0	418
Junee	60-64	1	11
Junee	65+		75
Junee	65+	0	1144
Junee	65+	1	18
Kempsey	0-4		129
Kempsey	0-4	0	1036
Kempsey	0-4	1	382
Kempsey	5-9		153
Kempsey	5-9	0	1107
Kempsey	5-9	1	401
Kempsey	10-14		160
Kempsey	10-14	0	1275
Kempsey	10-14	1	419
Kempsey	15-19		157
Kempsey	15-19	0	1154
Kempsey	15-19	1	388
Kempsey	20-24		101
Kempsey	20-24	0	999
Kempsey	20-24	1	347
Kempsey	25-29		117
Kempsey	25-29	0	1092
Kempsey	25-29	1	288
Kempsey	30-34		103
Kempsey	30-34	0	1203
Kempsey	30-34	1	257
Kempsey	35-39		124
Kempsey	35-39	0	1145
Kempsey	35-39	1	229
Kempsey	40-44		120
Kempsey	40-44	0	1200
Kempsey	40-44	1	193
Kempsey	45-49		138
Kempsey	45-49	0	1335
Kempsey	45-49	1	187
Kempsey	50-54		139
Kempsey	50-54	0	1579
Kempsey	50-54	1	192
Kempsey	55-59		156
Kempsey	55-59	0	1888
Kempsey	55-59	1	203
Kempsey	60-64		124
Kempsey	60-64	0	2215
Kempsey	60-64	1	179
Kempsey	65+		458
Kempsey	65+	0	7303
Kempsey	65+	1	284
Kiama	0-4		37
Kiama	0-4	0	1074
Kiama	0-4	1	46
Kiama	5-9		35
Kiama	5-9	0	1257
Kiama	5-9	1	62
Kiama	10-14		35
Kiama	10-14	0	1201
Kiama	10-14	1	56
Kiama	15-19		46
Kiama	15-19	0	1175
Kiama	15-19	1	60
Kiama	20-24		39
Kiama	20-24	0	876
Kiama	20-24	1	39
Kiama	25-29		34
Kiama	25-29	0	884
Kiama	25-29	1	28
Kiama	30-34		43
Kiama	30-34	0	973
Kiama	30-34	1	23
Kiama	35-39		46
Kiama	35-39	0	1193
Kiama	35-39	1	30
Kiama	40-44		37
Kiama	40-44	0	1156
Kiama	40-44	1	24
Kiama	45-49		52
Kiama	45-49	0	1294
Kiama	45-49	1	27
Kiama	50-54		58
Kiama	50-54	0	1295
Kiama	50-54	1	35
Kiama	55-59		50
Kiama	55-59	0	1499
Kiama	55-59	1	33
Kiama	60-64		64
Kiama	60-64	0	1763
Kiama	60-64	1	27
Kiama	65+		308
Kiama	65+	0	6010
Kiama	65+	1	44
Ku-ring-gai	0-4		111
Ku-ring-gai	0-4	0	5469
Ku-ring-gai	0-4	1	21
Ku-ring-gai	5-9		117
Ku-ring-gai	5-9	0	8494
Ku-ring-gai	5-9	1	14
Ku-ring-gai	10-14		155
Ku-ring-gai	10-14	0	9747
Ku-ring-gai	10-14	1	26
Ku-ring-gai	15-19		161
Ku-ring-gai	15-19	0	8929
Ku-ring-gai	15-19	1	35
Ku-ring-gai	20-24		140
Ku-ring-gai	20-24	0	6793
Ku-ring-gai	20-24	1	33
Ku-ring-gai	25-29		97
Ku-ring-gai	25-29	0	4302
Ku-ring-gai	25-29	1	26
Ku-ring-gai	30-34		112
Ku-ring-gai	30-34	0	4783
Ku-ring-gai	30-34	1	7
Ku-ring-gai	35-39		154
Ku-ring-gai	35-39	0	7400
Ku-ring-gai	35-39	1	15
Ku-ring-gai	40-44		125
Ku-ring-gai	40-44	0	8726
Ku-ring-gai	40-44	1	19
Ku-ring-gai	45-49		153
Ku-ring-gai	45-49	0	9232
Ku-ring-gai	45-49	1	20
Ku-ring-gai	50-54		167
Ku-ring-gai	50-54	0	9233
Ku-ring-gai	50-54	1	27
Ku-ring-gai	55-59		139
Ku-ring-gai	55-59	0	8120
Ku-ring-gai	55-59	1	19
Ku-ring-gai	60-64		125
Ku-ring-gai	60-64	0	6816
Ku-ring-gai	60-64	1	14
Ku-ring-gai	65+		685
Ku-ring-gai	65+	0	23287
Ku-ring-gai	65+	1	27
Kyogle	0-4		36
Kyogle	0-4	0	315
Kyogle	0-4	1	46
Kyogle	5-9		69
Kyogle	5-9	0	345
Kyogle	5-9	1	64
Kyogle	10-14		64
Kyogle	10-14	0	465
Kyogle	10-14	1	71
Kyogle	15-19		45
Kyogle	15-19	0	393
Kyogle	15-19	1	47
Kyogle	20-24		25
Kyogle	20-24	0	255
Kyogle	20-24	1	33
Kyogle	25-29		36
Kyogle	25-29	0	301
Kyogle	25-29	1	23
Kyogle	30-34		40
Kyogle	30-34	0	284
Kyogle	30-34	1	30
Kyogle	35-39		44
Kyogle	35-39	0	379
Kyogle	35-39	1	25
Kyogle	40-44		51
Kyogle	40-44	0	377
Kyogle	40-44	1	25
Kyogle	45-49		42
Kyogle	45-49	0	473
Kyogle	45-49	1	26
Kyogle	50-54		62
Kyogle	50-54	0	544
Kyogle	50-54	1	27
Kyogle	55-59		87
Kyogle	55-59	0	730
Kyogle	55-59	1	32
Kyogle	60-64		79
Kyogle	60-64	0	854
Kyogle	60-64	1	33
Kyogle	65+		174
Kyogle	65+	0	2273
Kyogle	65+	1	43
Lachlan	0-4		53
Lachlan	0-4	0	229
Lachlan	0-4	1	114
Lachlan	5-9		67
Lachlan	5-9	0	287
Lachlan	5-9	1	119
Lachlan	10-14		47
Lachlan	10-14	0	251
Lachlan	10-14	1	131
Lachlan	15-19		32
Lachlan	15-19	0	178
Lachlan	15-19	1	108
Lachlan	20-24		33
Lachlan	20-24	0	162
Lachlan	20-24	1	73
Lachlan	25-29		37
Lachlan	25-29	0	233
Lachlan	25-29	1	81
Lachlan	30-34		57
Lachlan	30-34	0	254
Lachlan	30-34	1	52
Lachlan	35-39		58
Lachlan	35-39	0	263
Lachlan	35-39	1	56
Lachlan	40-44		28
Lachlan	40-44	0	232
Lachlan	40-44	1	47
Lachlan	45-49		40
Lachlan	45-49	0	249
Lachlan	45-49	1	62
Lachlan	50-54		46
Lachlan	50-54	0	254
Lachlan	50-54	1	59
Lachlan	55-59		46
Lachlan	55-59	0	264
Lachlan	55-59	1	61
Lachlan	60-64		50
Lachlan	60-64	0	346
Lachlan	60-64	1	58
Lachlan	65+		101
Lachlan	65+	0	1096
Lachlan	65+	1	103
Lake Macquarie	0-4		346
Lake Macquarie	0-4	0	10320
Lake Macquarie	0-4	1	1300
Lake Macquarie	5-9		466
Lake Macquarie	5-9	0	11560
Lake Macquarie	5-9	1	1422
Lake Macquarie	10-14		452
Lake Macquarie	10-14	0	11544
Lake Macquarie	10-14	1	1348
Lake Macquarie	15-19		381
Lake Macquarie	15-19	0	10715
Lake Macquarie	15-19	1	1240
Lake Macquarie	20-24		394
Lake Macquarie	20-24	0	10259
Lake Macquarie	20-24	1	1003
Lake Macquarie	25-29		448
Lake Macquarie	25-29	0	10304
Lake Macquarie	25-29	1	854
Lake Macquarie	30-34		446
Lake Macquarie	30-34	0	11415
Lake Macquarie	30-34	1	689
Lake Macquarie	35-39		456
Lake Macquarie	35-39	0	12100
Lake Macquarie	35-39	1	665
Lake Macquarie	40-44		437
Lake Macquarie	40-44	0	11557
Lake Macquarie	40-44	1	575
Lake Macquarie	45-49		440
Lake Macquarie	45-49	0	12402
Lake Macquarie	45-49	1	567
Lake Macquarie	50-54		336
Lake Macquarie	50-54	0	12498
Lake Macquarie	50-54	1	527
Lake Macquarie	55-59		419
Lake Macquarie	55-59	0	12532
Lake Macquarie	55-59	1	460
Lake Macquarie	60-64		407
Lake Macquarie	60-64	0	13104
Lake Macquarie	60-64	1	356
Lake Macquarie	65+		1751
Lake Macquarie	65+	0	44559
Lake Macquarie	65+	1	768
Lane Cove	0-4		74
Lane Cove	0-4	0	2322
Lane Cove	0-4	1	7
Lane Cove	5-9		62
Lane Cove	5-9	0	2467
Lane Cove	5-9	1	4
Lane Cove	10-14		44
Lane Cove	10-14	0	2191
Lane Cove	10-14	1	11
Lane Cove	15-19		37
Lane Cove	15-19	0	1970
Lane Cove	15-19	1	8
Lane Cove	20-24		44
Lane Cove	20-24	0	1901
Lane Cove	20-24	1	15
Lane Cove	25-29		101
Lane Cove	25-29	0	2743
Lane Cove	25-29	1	31
Lane Cove	30-34		139
Lane Cove	30-34	0	3418
Lane Cove	30-34	1	8
Lane Cove	35-39		149
Lane Cove	35-39	0	3556
Lane Cove	35-39	1	12
Lane Cove	40-44		98
Lane Cove	40-44	0	3131
Lane Cove	40-44	1	6
Lane Cove	45-49		59
Lane Cove	45-49	0	2685
Lane Cove	45-49	1	16
Lane Cove	50-54		63
Lane Cove	50-54	0	2404
Lane Cove	50-54	1	8
Lane Cove	55-59		48
Lane Cove	55-59	0	2093
Lane Cove	55-59	1	8
Lane Cove	60-64		48
Lane Cove	60-64	0	1788
Lane Cove	60-64	1	4
Lane Cove	65+		277
Lane Cove	65+	0	5376
Lane Cove	65+	1	6
Leeton	0-4		56
Leeton	0-4	0	526
Leeton	0-4	1	121
Leeton	5-9		83
Leeton	5-9	0	611
Leeton	5-9	1	101
Leeton	10-14		58
Leeton	10-14	0	737
Leeton	10-14	1	121
Leeton	15-19		59
Leeton	15-19	0	773
Leeton	15-19	1	82
Leeton	20-24		69
Leeton	20-24	0	490
Leeton	20-24	1	65
Leeton	25-29		53
Leeton	25-29	0	544
Leeton	25-29	1	47
Leeton	30-34		67
Leeton	30-34	0	601
Leeton	30-34	1	51
Leeton	35-39		62
Leeton	35-39	0	561
Leeton	35-39	1	34
Leeton	40-44		45
Leeton	40-44	0	525
Leeton	40-44	1	30
Leeton	45-49		56
Leeton	45-49	0	570
Leeton	45-49	1	39
Leeton	50-54		61
Leeton	50-54	0	638
Leeton	50-54	1	26
Leeton	55-59		53
Leeton	55-59	0	622
Leeton	55-59	1	34
Leeton	60-64		56
Leeton	60-64	0	654
Leeton	60-64	1	28
Leeton	65+		129
Leeton	65+	0	1881
Leeton	65+	1	44
Lismore	0-4		159
Lismore	0-4	0	1704
Lismore	0-4	1	248
Lismore	5-9		206
Lismore	5-9	0	2081
Lismore	5-9	1	281
Lismore	10-14		232
Lismore	10-14	0	2369
Lismore	10-14	1	300
Lismore	15-19		201
Lismore	15-19	0	2177
Lismore	15-19	1	279
Lismore	20-24		183
Lismore	20-24	0	1878
Lismore	20-24	1	227
Lismore	25-29		205
Lismore	25-29	0	1996
Lismore	25-29	1	174
Lismore	30-34		178
Lismore	30-34	0	2065
Lismore	30-34	1	134
Lismore	35-39		184
Lismore	35-39	0	2209
Lismore	35-39	1	138
Lismore	40-44		202
Lismore	40-44	0	2331
Lismore	40-44	1	136
Lismore	45-49		214
Lismore	45-49	0	2573
Lismore	45-49	1	141
Lismore	50-54		208
Lismore	50-54	0	2704
Lismore	50-54	1	143
Lismore	55-59		207
Lismore	55-59	0	2895
Lismore	55-59	1	124
Lismore	60-64		190
Lismore	60-64	0	3097
Lismore	60-64	1	118
Lismore	65+		595
Lismore	65+	0	8493
Lismore	65+	1	151
Lithgow	0-4		53
Lithgow	0-4	0	749
Lithgow	0-4	1	158
Lithgow	5-9		87
Lithgow	5-9	0	928
Lithgow	5-9	1	173
Lithgow	10-14		105
Lithgow	10-14	0	983
Lithgow	10-14	1	184
Lithgow	15-19		73
Lithgow	15-19	0	891
Lithgow	15-19	1	139
Lithgow	20-24		60
Lithgow	20-24	0	828
Lithgow	20-24	1	121
Lithgow	25-29		72
Lithgow	25-29	0	903
Lithgow	25-29	1	125
Lithgow	30-34		86
Lithgow	30-34	0	971
Lithgow	30-34	1	118
Lithgow	35-39		73
Lithgow	35-39	0	944
Lithgow	35-39	1	83
Lithgow	40-44		75
Lithgow	40-44	0	887
Lithgow	40-44	1	81
Lithgow	45-49		79
Lithgow	45-49	0	1113
Lithgow	45-49	1	97
Lithgow	50-54		90
Lithgow	50-54	0	1166
Lithgow	50-54	1	76
Lithgow	55-59		91
Lithgow	55-59	0	1403
Lithgow	55-59	1	83
Lithgow	60-64		89
Lithgow	60-64	0	1444
Lithgow	60-64	1	54
Lithgow	65+		305
Lithgow	65+	0	4661
Lithgow	65+	1	139
Liverpool	0-4		905
Liverpool	0-4	0	15355
Liverpool	0-4	1	405
Liverpool	5-9		1038
Liverpool	5-9	0	16196
Liverpool	5-9	1	435
Liverpool	10-14		895
Liverpool	10-14	0	15906
Liverpool	10-14	1	440
Liverpool	15-19		824
Liverpool	15-19	0	14991
Liverpool	15-19	1	397
Liverpool	20-24		868
Liverpool	20-24	0	15266
Liverpool	20-24	1	347
Liverpool	25-29		1035
Liverpool	25-29	0	15072
Liverpool	25-29	1	321
Liverpool	30-34		964
Liverpool	30-34	0	15838
Liverpool	30-34	1	227
Liverpool	35-39		1033
Liverpool	35-39	0	16635
Liverpool	35-39	1	211
Liverpool	40-44		903
Liverpool	40-44	0	15016
Liverpool	40-44	1	184
Liverpool	45-49		746
Liverpool	45-49	0	14380
Liverpool	45-49	1	172
Liverpool	50-54		591
Liverpool	50-54	0	13526
Liverpool	50-54	1	183
Liverpool	55-59		621
Liverpool	55-59	0	12788
Liverpool	55-59	1	152
Liverpool	60-64		481
Liverpool	60-64	0	10997
Liverpool	60-64	1	125
Liverpool	65+		1702
Liverpool	65+	0	25043
Liverpool	65+	1	226
Liverpool Plains	0-4		30
Liverpool Plains	0-4	0	242
Liverpool Plains	0-4	1	113
Liverpool Plains	5-9		52
Liverpool Plains	5-9	0	287
Liverpool Plains	5-9	1	114
Liverpool Plains	10-14		54
Liverpool Plains	10-14	0	317
Liverpool Plains	10-14	1	121
Liverpool Plains	15-19		56
Liverpool Plains	15-19	0	287
Liverpool Plains	15-19	1	103
Liverpool Plains	20-24		37
Liverpool Plains	20-24	0	215
Liverpool Plains	20-24	1	75
Liverpool Plains	25-29		35
Liverpool Plains	25-29	0	224
Liverpool Plains	25-29	1	61
Liverpool Plains	30-34		44
Liverpool Plains	30-34	0	277
Liverpool Plains	30-34	1	57
Liverpool Plains	35-39		39
Liverpool Plains	35-39	0	324
Liverpool Plains	35-39	1	52
Liverpool Plains	40-44		45
Liverpool Plains	40-44	0	284
Liverpool Plains	40-44	1	44
Liverpool Plains	45-49		60
Liverpool Plains	45-49	0	329
Liverpool Plains	45-49	1	57
Liverpool Plains	50-54		53
Liverpool Plains	50-54	0	390
Liverpool Plains	50-54	1	68
Liverpool Plains	55-59		55
Liverpool Plains	55-59	0	425
Liverpool Plains	55-59	1	58
Liverpool Plains	60-64		52
Liverpool Plains	60-64	0	484
Liverpool Plains	60-64	1	59
Liverpool Plains	65+		195
Liverpool Plains	65+	0	1538
Liverpool Plains	65+	1	135
Lockhart	0-4		19
Lockhart	0-4	0	167
Lockhart	0-4	1	20
Lockhart	5-9		15
Lockhart	5-9	0	207
Lockhart	5-9	1	21
Lockhart	10-14		20
Lockhart	10-14	0	198
Lockhart	10-14	1	23
Lockhart	15-19		25
Lockhart	15-19	0	165
Lockhart	15-19	1	15
Lockhart	20-24		13
Lockhart	20-24	0	108
Lockhart	20-24	1	18
Lockhart	25-29		6
Lockhart	25-29	0	117
Lockhart	25-29	1	9
Lockhart	30-34		7
Lockhart	30-34	0	119
Lockhart	30-34	1	6
Lockhart	35-39		13
Lockhart	35-39	0	135
Lockhart	35-39	1	6
Lockhart	40-44		14
Lockhart	40-44	0	139
Lockhart	40-44	1	4
Lockhart	45-49		11
Lockhart	45-49	0	166
Lockhart	45-49	1	6
Lockhart	50-54		20
Lockhart	50-54	0	171
Lockhart	50-54	1	8
Lockhart	55-59		24
Lockhart	55-59	0	236
Lockhart	55-59	1	6
Lockhart	60-64		15
Lockhart	60-64	0	238
Lockhart	60-64	1	8
Lockhart	65+		64
Lockhart	65+	0	727
Lockhart	65+	1	18
Maitland	0-4		200
Maitland	0-4	0	5169
Maitland	0-4	1	853
Maitland	5-9		244
Maitland	5-9	0	5441
Maitland	5-9	1	880
Maitland	10-14		260
Maitland	10-14	0	5364
Maitland	10-14	1	859
Maitland	15-19		181
Maitland	15-19	0	4694
Maitland	15-19	1	696
Maitland	20-24		199
Maitland	20-24	0	4724
Maitland	20-24	1	546
Maitland	25-29		222
Maitland	25-29	0	5525
Maitland	25-29	1	476
Maitland	30-34		255
Maitland	30-34	0	5993
Maitland	30-34	1	474
Maitland	35-39		250
Maitland	35-39	0	5682
Maitland	35-39	1	382
Maitland	40-44		213
Maitland	40-44	0	5206
Maitland	40-44	1	305
Maitland	45-49		168
Maitland	45-49	0	5046
Maitland	45-49	1	318
Maitland	50-54		161
Maitland	50-54	0	5018
Maitland	50-54	1	277
Maitland	55-59		154
Maitland	55-59	0	4655
Maitland	55-59	1	220
Maitland	60-64		143
Maitland	60-64	0	4592
Maitland	60-64	1	168
Maitland	65+		496
Maitland	65+	0	13222
Maitland	65+	1	291
Mid-Coast	0-4		256
Mid-Coast	0-4	0	2931
Mid-Coast	0-4	1	722
Mid-Coast	5-9		392
Mid-Coast	5-9	0	3495
Mid-Coast	5-9	1	867
Mid-Coast	10-14		404
Mid-Coast	10-14	0	4132
Mid-Coast	10-14	1	865
Mid-Coast	15-19		323
Mid-Coast	15-19	0	3654
Mid-Coast	15-19	1	687
Mid-Coast	20-24		258
Mid-Coast	20-24	0	2740
Mid-Coast	20-24	1	458
Mid-Coast	25-29		272
Mid-Coast	25-29	0	2980
Mid-Coast	25-29	1	423
Mid-Coast	30-34		277
Mid-Coast	30-34	0	3244
Mid-Coast	30-34	1	405
Mid-Coast	35-39		277
Mid-Coast	35-39	0	3490
Mid-Coast	35-39	1	336
Mid-Coast	40-44		299
Mid-Coast	40-44	0	3685
Mid-Coast	40-44	1	302
Mid-Coast	45-49		354
Mid-Coast	45-49	0	4412
Mid-Coast	45-49	1	355
Mid-Coast	50-54		341
Mid-Coast	50-54	0	5119
Mid-Coast	50-54	1	335
Mid-Coast	55-59		439
Mid-Coast	55-59	0	6176
Mid-Coast	55-59	1	315
Mid-Coast	60-64		443
Mid-Coast	60-64	0	7710
Mid-Coast	60-64	1	340
Mid-Coast	65+		1729
Mid-Coast	65+	0	29732
Mid-Coast	65+	1	598
Mid-Western Regional	0-4		98
Mid-Western Regional	0-4	0	1236
Mid-Western Regional	0-4	1	196
Mid-Western Regional	5-9		147
Mid-Western Regional	5-9	0	1464
Mid-Western Regional	5-9	1	220
Mid-Western Regional	10-14		154
Mid-Western Regional	10-14	0	1390
Mid-Western Regional	10-14	1	205
Mid-Western Regional	15-19		105
Mid-Western Regional	15-19	0	1156
Mid-Western Regional	15-19	1	179
Mid-Western Regional	20-24		70
Mid-Western Regional	20-24	0	906
Mid-Western Regional	20-24	1	118
Mid-Western Regional	25-29		91
Mid-Western Regional	25-29	0	1176
Mid-Western Regional	25-29	1	122
Mid-Western Regional	30-34		107
Mid-Western Regional	30-34	0	1356
Mid-Western Regional	30-34	1	94
Mid-Western Regional	35-39		114
Mid-Western Regional	35-39	0	1347
Mid-Western Regional	35-39	1	88
Mid-Western Regional	40-44		122
Mid-Western Regional	40-44	0	1246
Mid-Western Regional	40-44	1	68
Mid-Western Regional	45-49		113
Mid-Western Regional	45-49	0	1356
Mid-Western Regional	45-49	1	78
Mid-Western Regional	50-54		120
Mid-Western Regional	50-54	0	1552
Mid-Western Regional	50-54	1	108
Mid-Western Regional	55-59		136
Mid-Western Regional	55-59	0	1548
Mid-Western Regional	55-59	1	89
Mid-Western Regional	60-64		125
Mid-Western Regional	60-64	0	1530
Mid-Western Regional	60-64	1	67
Mid-Western Regional	65+		366
Mid-Western Regional	65+	0	4833
Mid-Western Regional	65+	1	115
Moree Plains	0-4		147
Moree Plains	0-4	0	424
Moree Plains	0-4	1	254
Moree Plains	5-9		207
Moree Plains	5-9	0	476
Moree Plains	5-9	1	256
Moree Plains	10-14		192
Moree Plains	10-14	0	421
Moree Plains	10-14	1	262
Moree Plains	15-19		142
Moree Plains	15-19	0	338
Moree Plains	15-19	1	203
Moree Plains	20-24		184
Moree Plains	20-24	0	443
Moree Plains	20-24	1	175
Moree Plains	25-29		157
Moree Plains	25-29	0	533
Moree Plains	25-29	1	188
Moree Plains	30-34		178
Moree Plains	30-34	0	503
Moree Plains	30-34	1	144
Moree Plains	35-39		169
Moree Plains	35-39	0	442
Moree Plains	35-39	1	131
Moree Plains	40-44		180
Moree Plains	40-44	0	443
Moree Plains	40-44	1	148
Moree Plains	45-49		142
Moree Plains	45-49	0	453
Moree Plains	45-49	1	143
Moree Plains	50-54		173
Moree Plains	50-54	0	523
Moree Plains	50-54	1	173
Moree Plains	55-59		189
Moree Plains	55-59	0	561
Moree Plains	55-59	1	147
Moree Plains	60-64		142
Moree Plains	60-64	0	572
Moree Plains	60-64	1	106
Moree Plains	65+		344
Moree Plains	65+	0	1551
