LGA_NAME16	Age.min	persons
Ballina	55	551
Ballina	56	578
Ballina	57	651
Ballina	58	651
Ballina	59	700
Ballina	60	724
Ballina	61	702
Ballina	62	648
Ballina	63	650
Ballina	64	654
Ballina	65	695
Ballina	66	675
Ballina	67	708
Ballina	68	696
Ballina	69	723
Ballina	70	693
Ballina	71	654
Ballina	72	620
Ballina	73	611
Ballina	74	646
Ballina	75	483
Ballina	76	533
Ballina	77	473
Ballina	78	409
Ballina	79	415
Ballina	80	1648
Ballina	85	1053
Ballina	90	592
Ballina	95	174
Ballina	100	25
Balranald	0	27
Balranald	1	26
Balranald	2	26
Balranald	3	23
Balranald	4	40
Balranald	5	15
Balranald	6	38
Balranald	7	23
Balranald	8	37
Balranald	9	21
Balranald	10	29
Balranald	11	21
Balranald	12	34
Balranald	13	31
Balranald	14	38
Balranald	15	22
Balranald	16	28
Balranald	17	28
Balranald	18	11
Balranald	19	21
Balranald	20	21
Balranald	21	18
Balranald	22	19
Balranald	23	34
Balranald	24	11
Balranald	25	24
Balranald	26	21
Balranald	27	23
Balranald	28	20
Balranald	29	23
Balranald	30	35
Balranald	31	32
Balranald	32	18
Balranald	33	32
Balranald	34	37
Balranald	35	20
Balranald	36	18
Balranald	37	20
Balranald	38	26
Balranald	39	19
Balranald	40	14
Balranald	41	32
Balranald	42	15
Balranald	43	23
Balranald	44	28
Balranald	45	29
Balranald	46	16
Balranald	47	32
Balranald	48	31
Balranald	49	34
Balranald	50	28
Balranald	51	32
Balranald	52	29
Balranald	53	28
Balranald	54	23
Balranald	55	40
Balranald	56	26
Balranald	57	29
Balranald	58	39
Balranald	59	37
Balranald	60	30
Balranald	61	27
Balranald	62	41
Balranald	63	28
Balranald	64	32
Balranald	65	34
Balranald	66	37
Balranald	67	29
Balranald	68	32
Balranald	69	32
Balranald	70	24
Balranald	71	28
Balranald	72	27
Balranald	73	18
Balranald	74	22
Balranald	75	11
Balranald	76	9
Balranald	77	12
Balranald	78	10
Balranald	79	6
Balranald	80	58
Balranald	85	35
Balranald	90	13
Balranald	95	4
Bathurst Regional	0	489
Bathurst Regional	1	467
Bathurst Regional	2	481
Bathurst Regional	3	506
Bathurst Regional	4	541
Bathurst Regional	5	539
Bathurst Regional	6	569
Bathurst Regional	7	533
Bathurst Regional	8	569
Bathurst Regional	9	544
Bathurst Regional	10	565
Bathurst Regional	11	543
Bathurst Regional	12	627
Bathurst Regional	13	622
Bathurst Regional	14	589
Bathurst Regional	15	626
Bathurst Regional	16	596
Bathurst Regional	17	560
Bathurst Regional	18	534
Bathurst Regional	19	582
Bathurst Regional	20	596
Bathurst Regional	21	587
Bathurst Regional	22	557
Bathurst Regional	23	558
Bathurst Regional	24	582
Bathurst Regional	25	539
Bathurst Regional	26	574
Bathurst Regional	27	550
Bathurst Regional	28	512
Bathurst Regional	29	580
Bathurst Regional	30	621
Bathurst Regional	31	592
Bathurst Regional	32	574
Bathurst Regional	33	603
Bathurst Regional	34	535
Bathurst Regional	35	547
Bathurst Regional	36	575
Bathurst Regional	37	529
Bathurst Regional	38	542
Bathurst Regional	39	474
Bathurst Regional	40	523
Bathurst Regional	41	498
Bathurst Regional	42	449
Bathurst Regional	43	509
Bathurst Regional	44	487
Bathurst Regional	45	477
Bathurst Regional	46	493
Bathurst Regional	47	521
Bathurst Regional	48	564
Bathurst Regional	49	614
Bathurst Regional	50	568
Bathurst Regional	51	578
Bathurst Regional	52	520
Bathurst Regional	53	520
Bathurst Regional	54	535
Bathurst Regional	55	498
Bathurst Regional	56	520
Bathurst Regional	57	565
Bathurst Regional	58	525
Bathurst Regional	59	544
Bathurst Regional	60	599
Bathurst Regional	61	545
Bathurst Regional	62	547
Bathurst Regional	63	536
Bathurst Regional	64	466
Bathurst Regional	65	483
Bathurst Regional	66	490
Bathurst Regional	67	478
Bathurst Regional	68	459
Bathurst Regional	69	477
Bathurst Regional	70	423
Bathurst Regional	71	391
Bathurst Regional	72	431
Bathurst Regional	73	423
Bathurst Regional	74	429
Bathurst Regional	75	348
Bathurst Regional	76	326
Bathurst Regional	77	305
Bathurst Regional	78	265
Bathurst Regional	79	263
Bathurst Regional	80	1022
Bathurst Regional	85	636
Bathurst Regional	90	323
Bathurst Regional	95	80
Bathurst Regional	100	8
Bayside (NSW)	0	2230
Bayside (NSW)	1	2028
Bayside (NSW)	2	1996
Bayside (NSW)	3	1882
Bayside (NSW)	4	1848
Bayside (NSW)	5	1817
Bayside (NSW)	6	1686
Bayside (NSW)	7	1705
Bayside (NSW)	8	1652
Bayside (NSW)	9	1684
Bayside (NSW)	10	1604
Bayside (NSW)	11	1662
Bayside (NSW)	12	1636
Bayside (NSW)	13	1565
Bayside (NSW)	14	1482
Bayside (NSW)	15	1547
Bayside (NSW)	16	1578
Bayside (NSW)	17	1435
Bayside (NSW)	18	1541
Bayside (NSW)	19	1674
Bayside (NSW)	20	2187
Bayside (NSW)	21	2602
Bayside (NSW)	22	2792
Bayside (NSW)	23	2972
Bayside (NSW)	24	3164
Bayside (NSW)	25	3386
Bayside (NSW)	26	3593
Bayside (NSW)	27	3623
Bayside (NSW)	28	3735
Bayside (NSW)	29	3830
Bayside (NSW)	30	3927
Bayside (NSW)	31	3803
Bayside (NSW)	32	3816
Bayside (NSW)	33	3585
Bayside (NSW)	34	3231
Bayside (NSW)	35	3251
Bayside (NSW)	36	3096
Bayside (NSW)	37	3090
Bayside (NSW)	38	2880
Bayside (NSW)	39	2680
Bayside (NSW)	40	2585
Bayside (NSW)	41	2410
Bayside (NSW)	42	2269
Bayside (NSW)	43	2124
Bayside (NSW)	44	2168
Bayside (NSW)	45	2121
Bayside (NSW)	46	2114
Bayside (NSW)	47	2147
Bayside (NSW)	48	2171
Bayside (NSW)	49	2192
Bayside (NSW)	50	2223
Bayside (NSW)	51	2000
Bayside (NSW)	52	1948
Bayside (NSW)	53	1896
Bayside (NSW)	54	1818
Bayside (NSW)	55	1810
Bayside (NSW)	56	1813
Bayside (NSW)	57	1873
Bayside (NSW)	58	2006
Bayside (NSW)	59	1848
Bayside (NSW)	60	1763
Bayside (NSW)	61	1669
Bayside (NSW)	62	1588
Bayside (NSW)	63	1543
Bayside (NSW)	64	1575
Bayside (NSW)	65	1499
Bayside (NSW)	66	1468
Bayside (NSW)	67	1468
Bayside (NSW)	68	1367
Bayside (NSW)	69	1282
Bayside (NSW)	70	1362
Bayside (NSW)	71	1321
Bayside (NSW)	72	1212
Bayside (NSW)	73	1264
Bayside (NSW)	74	1238
Bayside (NSW)	75	1124
Bayside (NSW)	76	1068
Bayside (NSW)	77	1001
Bayside (NSW)	78	878
Bayside (NSW)	79	805
Bayside (NSW)	80	3834
Bayside (NSW)	85	2359
Bayside (NSW)	90	1109
Bayside (NSW)	95	312
Bayside (NSW)	100	22
Bega Valley	0	276
Bega Valley	1	301
Bega Valley	2	303
Bega Valley	3	314
Bega Valley	4	313
Bega Valley	5	387
Bega Valley	6	319
Bega Valley	7	390
Bega Valley	8	376
Bega Valley	9	388
Bega Valley	10	405
Bega Valley	11	393
Bega Valley	12	436
Bega Valley	13	424
Bega Valley	14	409
Bega Valley	15	434
Bega Valley	16	386
Bega Valley	17	341
Bega Valley	18	329
Bega Valley	19	274
Bega Valley	20	229
Bega Valley	21	240
Bega Valley	22	308
Bega Valley	23	234
Bega Valley	24	268
Bega Valley	25	244
Bega Valley	26	285
Bega Valley	27	271
Bega Valley	28	307
Bega Valley	29	320
Bega Valley	30	318
Bega Valley	31	356
Bega Valley	32	342
Bega Valley	33	288
Bega Valley	34	296
Bega Valley	35	324
Bega Valley	36	368
Bega Valley	37	355
Bega Valley	38	333
Bega Valley	39	325
Bega Valley	40	353
Bega Valley	41	331
Bega Valley	42	323
Bega Valley	43	341
Bega Valley	44	299
Bega Valley	45	377
Bega Valley	46	416
Bega Valley	47	393
Bega Valley	48	393
Bega Valley	49	431
Bega Valley	50	494
Bega Valley	51	433
Bega Valley	52	479
Bega Valley	53	482
Bega Valley	54	455
Bega Valley	55	491
Bega Valley	56	496
Bega Valley	57	605
Bega Valley	58	609
Bega Valley	59	656
Bega Valley	60	709
Bega Valley	61	706
Bega Valley	62	698
Bega Valley	63	686
Bega Valley	64	683
Bega Valley	65	733
Bega Valley	66	718
Bega Valley	67	581
Bega Valley	68	684
Bega Valley	69	616
Bega Valley	70	578
Bega Valley	71	579
Bega Valley	72	552
Bega Valley	73	593
Bega Valley	74	586
Bega Valley	75	433
Bega Valley	76	406
Bega Valley	77	395
Bega Valley	78	329
Bega Valley	79	317
Bega Valley	80	1223
Bega Valley	85	646
Bega Valley	90	326
Bega Valley	95	107
Bega Valley	100	9
Bellingen	0	87
Bellingen	1	99
Bellingen	2	125
Bellingen	3	114
Bellingen	4	127
Bellingen	5	118
Bellingen	6	139
Bellingen	7	160
Bellingen	8	169
Bellingen	9	168
Bellingen	10	176
Bellingen	11	192
Bellingen	12	191
Bellingen	13	198
Bellingen	14	158
Bellingen	15	163
Bellingen	16	171
Bellingen	17	158
Bellingen	18	119
Bellingen	19	104
Bellingen	20	95
Bellingen	21	83
Bellingen	22	79
Bellingen	23	68
Bellingen	24	74
Bellingen	25	73
Bellingen	26	72
Bellingen	27	96
Bellingen	28	85
Bellingen	29	88
Bellingen	30	128
Bellingen	31	123
Bellingen	32	111
Bellingen	33	131
Bellingen	34	138
Bellingen	35	128
Bellingen	36	120
Bellingen	37	134
Bellingen	38	140
Bellingen	39	119
Bellingen	40	144
Bellingen	41	145
Bellingen	42	113
Bellingen	43	123
Bellingen	44	126
Bellingen	45	172
Bellingen	46	128
Bellingen	47	169
Bellingen	48	194
Bellingen	49	197
Bellingen	50	216
Bellingen	51	182
Bellingen	52	179
Bellingen	53	152
Bellingen	54	182
Bellingen	55	185
Bellingen	56	201
Bellingen	57	241
Bellingen	58	226
Bellingen	59	219
Bellingen	60	227
Bellingen	61	237
Bellingen	62	237
Bellingen	63	257
Bellingen	64	250
Bellingen	65	245
Bellingen	66	232
Bellingen	67	233
Bellingen	68	250
Bellingen	69	197
Bellingen	70	227
Bellingen	71	187
Bellingen	72	160
Bellingen	73	166
Bellingen	74	203
Bellingen	75	155
Bellingen	76	118
Bellingen	77	134
Bellingen	78	122
Bellingen	79	119
Bellingen	80	405
Bellingen	85	261
Bellingen	90	108
Bellingen	95	29
Bellingen	100	4
Berrigan	0	66
Berrigan	1	83
Berrigan	2	76
Berrigan	3	73
Berrigan	4	73
Berrigan	5	75
Berrigan	6	78
Berrigan	7	102
Berrigan	8	91
Berrigan	9	106
Berrigan	10	95
Berrigan	11	109
Berrigan	12	101
Berrigan	13	93
Berrigan	14	120
Berrigan	15	110
Berrigan	16	103
Berrigan	17	107
Berrigan	18	77
Berrigan	19	53
Berrigan	20	67
Berrigan	21	47
Berrigan	22	63
Berrigan	23	51
Berrigan	24	59
Berrigan	25	78
Berrigan	26	63
Berrigan	27	74
Berrigan	28	71
Berrigan	29	59
Berrigan	30	94
Berrigan	31	75
Berrigan	32	68
Berrigan	33	68
Berrigan	34	78
Berrigan	35	74
Berrigan	36	70
Berrigan	37	74
Berrigan	38	74
Berrigan	39	77
Berrigan	40	65
Berrigan	41	85
Berrigan	42	84
Berrigan	43	104
Berrigan	44	95
Berrigan	45	68
Berrigan	46	109
Berrigan	47	111
Berrigan	48	77
Berrigan	49	117
Berrigan	50	105
Berrigan	51	88
Berrigan	52	96
Berrigan	53	109
Berrigan	54	80
Berrigan	55	83
Berrigan	56	76
Berrigan	57	126
Berrigan	58	129
Berrigan	59	110
Berrigan	60	143
Berrigan	61	145
Berrigan	62	148
Berrigan	63	158
Berrigan	64	163
Berrigan	65	141
Berrigan	66	154
Berrigan	67	155
Berrigan	68	170
Berrigan	69	162
Berrigan	70	151
Berrigan	71	166
Berrigan	72	163
Berrigan	73	147
Berrigan	74	187
Berrigan	75	123
Berrigan	76	118
Berrigan	77	110
Berrigan	78	85
Berrigan	79	88
Berrigan	80	371
Berrigan	85	189
Berrigan	90	117
Berrigan	95	29
Blacktown	0	5512
Blacktown	1	6076
Blacktown	2	6014
Blacktown	3	6087
Blacktown	4	6220
Blacktown	5	6349
Blacktown	6	6197
Blacktown	7	6350
Blacktown	8	6318
Blacktown	9	6177
Blacktown	10	6120
Blacktown	11	5914
Blacktown	12	5723
Blacktown	13	5597
Blacktown	14	5477
Blacktown	15	5127
Blacktown	16	4980
Blacktown	17	4772
Blacktown	18	4730
Blacktown	19	4770
Blacktown	20	5201
Blacktown	21	5428
Blacktown	22	5203
Blacktown	23	5182
Blacktown	24	5412
Blacktown	25	5492
Blacktown	26	5570
Blacktown	27	5486
Blacktown	28	5609
Blacktown	29	5653
Blacktown	30	5900
Blacktown	31	6042
Blacktown	32	6226
Blacktown	33	6447
Blacktown	34	6835
Blacktown	35	7326
Blacktown	36	7274
Blacktown	37	7499
Blacktown	38	7371
Blacktown	39	6966
Blacktown	40	6911
Blacktown	41	6517
Blacktown	42	6242
Blacktown	43	5776
Blacktown	44	5506
Blacktown	45	5294
Blacktown	46	5053
Blacktown	47	5053
Blacktown	48	4993
Blacktown	49	5017
Blacktown	50	4946
Blacktown	51	4458
Blacktown	52	4385
Blacktown	53	4333
Blacktown	54	4042
Blacktown	55	4099
Blacktown	56	3991
Blacktown	57	4023
Blacktown	58	4079
Blacktown	59	3969
Blacktown	60	3809
Blacktown	61	3669
Blacktown	62	3536
Blacktown	63	3482
Blacktown	64	3223
Blacktown	65	3216
Blacktown	66	3156
Blacktown	67	2878
Blacktown	68	2782
Blacktown	69	2751
Blacktown	70	2627
Blacktown	71	2531
Blacktown	72	2391
Blacktown	73	2356
Blacktown	74	2336
Blacktown	75	1895
Blacktown	76	1666
Blacktown	77	1542
Blacktown	78	1313
Blacktown	79	1210
Blacktown	80	4815
Blacktown	85	2670
Blacktown	90	1236
Blacktown	95	359
Blacktown	100	38
Bland	0	71
Bland	1	73
Bland	2	81
Bland	3	65
Bland	4	65
Bland	5	68
Bland	6	72
Bland	7	67
Bland	8	63
Bland	9	78
Bland	10	94
Bland	11	83
Bland	12	77
Bland	13	69
Bland	14	69
Bland	15	64
Bland	16	82
Bland	17	57
Bland	18	47
Bland	19	44
Bland	20	42
Bland	21	45
Bland	22	47
Bland	23	51
Bland	24	64
Bland	25	53
Bland	26	61
Bland	27	55
Bland	28	75
Bland	29	74
Bland	30	74
Bland	31	51
Bland	32	41
Bland	33	47
Bland	34	60
Bland	35	57
Bland	36	64
Bland	37	68
Bland	38	72
Bland	39	45
Bland	40	66
Bland	41	71
Bland	42	60
Bland	43	56
Bland	44	61
Bland	45	70
Bland	46	65
Bland	47	56
Bland	48	63
Bland	49	63
Bland	50	62
Bland	51	66
Bland	52	75
Bland	53	52
Bland	54	73
Bland	55	79
Bland	56	56
Bland	57	73
Bland	58	93
Bland	59	77
Bland	60	73
Bland	61	88
Bland	62	85
Bland	63	77
Bland	64	95
Bland	65	76
Bland	66	72
Bland	67	66
Bland	68	73
Bland	69	77
Bland	70	65
Bland	71	57
Bland	72	72
Bland	73	62
Bland	74	59
Bland	75	45
Bland	76	46
Bland	77	47
Bland	78	44
Bland	79	43
Bland	80	184
Bland	85	100
Bland	90	53
Bland	95	18
Blayney	0	92
Blayney	1	86
Blayney	2	78
Blayney	3	100
Blayney	4	91
Blayney	5	115
Blayney	6	89
Blayney	7	97
Blayney	8	103
Blayney	9	124
Blayney	10	116
Blayney	11	114
Blayney	12	122
Blayney	13	109
Blayney	14	97
Blayney	15	103
Blayney	16	92
Blayney	17	100
Blayney	18	91
Blayney	19	77
Blayney	20	74
Blayney	21	57
Blayney	22	64
Blayney	23	52
Blayney	24	61
Blayney	25	60
Blayney	26	67
Blayney	27	67
Blayney	28	67
Blayney	29	87
Blayney	30	73
Blayney	31	102
Blayney	32	72
Blayney	33	87
Blayney	34	96
Blayney	35	93
Blayney	36	67
Blayney	37	82
Blayney	38	82
Blayney	39	64
Blayney	40	79
Blayney	41	81
Blayney	42	78
Blayney	43	76
Blayney	44	68
Blayney	45	70
Blayney	46	98
Blayney	47	103
Blayney	48	90
Blayney	49	101
Blayney	50	134
Blayney	51	100
Blayney	52	103
Blayney	53	99
Blayney	54	107
Blayney	55	104
Blayney	56	87
Blayney	57	113
Blayney	58	125
Blayney	59	106
Blayney	60	130
Blayney	61	103
Blayney	62	123
Blayney	63	105
Blayney	64	107
Blayney	65	108
Blayney	66	92
Blayney	67	102
Blayney	68	91
Blayney	69	85
Blayney	70	83
Blayney	71	106
Blayney	72	82
Blayney	73	53
Blayney	74	74
Blayney	75	72
Blayney	76	70
Blayney	77	54
Blayney	78	47
Blayney	79	47
Blayney	80	185
Blayney	85	92
Blayney	90	63
Blayney	95	5
Blue Mountains	0	699
Blue Mountains	1	752
Blue Mountains	2	770
Blue Mountains	3	813
Blue Mountains	4	853
Blue Mountains	5	930
Blue Mountains	6	899
Blue Mountains	7	916
Blue Mountains	8	1004
Blue Mountains	9	961
Blue Mountains	10	966
Blue Mountains	11	1002
Blue Mountains	12	1041
Blue Mountains	13	1040
Blue Mountains	14	992
Blue Mountains	15	1067
Blue Mountains	16	990
Blue Mountains	17	948
Blue Mountains	18	900
Blue Mountains	19	762
Blue Mountains	20	790
Blue Mountains	21	744
Blue Mountains	22	678
Blue Mountains	23	585
Blue Mountains	24	627
Blue Mountains	25	566
Blue Mountains	26	617
Blue Mountains	27	603
Blue Mountains	28	637
Blue Mountains	29	675
Blue Mountains	30	776
Blue Mountains	31	781
Blue Mountains	32	761
Blue Mountains	33	816
Blue Mountains	34	895
Blue Mountains	35	922
Blue Mountains	36	936
Blue Mountains	37	893
Blue Mountains	38	933
Blue Mountains	39	990
Blue Mountains	40	965
Blue Mountains	41	937
Blue Mountains	42	1007
Blue Mountains	43	976
Blue Mountains	44	1024
Blue Mountains	45	1011
Blue Mountains	46	1102
Blue Mountains	47	1007
Blue Mountains	48	1152
Blue Mountains	49	1200
Blue Mountains	50	1216
Blue Mountains	51	1124
Blue Mountains	52	1104
Blue Mountains	53	1040
Blue Mountains	54	982
Blue Mountains	55	991
Blue Mountains	56	1039
Blue Mountains	57	1093
Blue Mountains	58	1139
Blue Mountains	59	1143
Blue Mountains	60	1192
Blue Mountains	61	1165
Blue Mountains	62	1188
Blue Mountains	63	1145
Blue Mountains	64	1106
Blue Mountains	65	1106
Blue Mountains	66	1063
Blue Mountains	67	1118
Blue Mountains	68	1117
Blue Mountains	69	1133
Blue Mountains	70	1063
Blue Mountains	71	986
Blue Mountains	72	994
Blue Mountains	73	953
Blue Mountains	74	987
Blue Mountains	75	779
Blue Mountains	76	739
Blue Mountains	77	751
Blue Mountains	78	573
Blue Mountains	79	505
Blue Mountains	80	1921
Blue Mountains	85	1134
Blue Mountains	90	462
Blue Mountains	95	150
Blue Mountains	100	15
Bogan	0	34
Bogan	1	36
Bogan	2	33
Bogan	3	26
Bogan	4	26
Bogan	5	37
Bogan	6	32
Bogan	7	27
Bogan	8	31
Bogan	9	40
Bogan	10	31
Bogan	11	33
Bogan	12	32
Bogan	13	29
Bogan	14	24
Bogan	15	34
Bogan	16	32
Bogan	17	32
Bogan	18	28
Bogan	19	24
Bogan	20	34
Bogan	21	22
Bogan	22	22
Bogan	23	29
Bogan	24	30
Bogan	25	34
Bogan	26	30
Bogan	27	25
Bogan	28	32
Bogan	29	28
Bogan	30	52
Bogan	31	33
Bogan	32	26
Bogan	33	31
Bogan	34	32
Bogan	35	31
Bogan	36	26
Bogan	37	24
Bogan	38	19
Bogan	39	26
Bogan	40	18
Bogan	41	21
Bogan	42	16
Bogan	43	21
Bogan	44	27
Bogan	45	31
Bogan	46	34
Bogan	47	30
Bogan	48	31
Bogan	49	42
Bogan	50	38
Bogan	51	42
Bogan	52	39
Bogan	53	33
Bogan	54	20
Bogan	55	27
Bogan	56	33
Bogan	57	41
Bogan	58	48
Bogan	59	40
Bogan	60	30
Bogan	61	19
Bogan	62	30
Bogan	63	24
Bogan	64	23
Bogan	65	18
Bogan	66	23
Bogan	67	15
Bogan	68	24
Bogan	69	23
Bogan	70	22
Bogan	71	29
Bogan	72	15
Bogan	73	23
Bogan	74	27
Bogan	75	26
Bogan	76	22
Bogan	77	31
Bogan	78	18
Bogan	79	23
Bogan	80	91
Bogan	85	43
Bogan	90	22
Bogan	95	4
Bourke	0	30
Bourke	1	45
Bourke	2	33
Bourke	3	32
Bourke	4	27
Bourke	5	34
Bourke	6	31
Bourke	7	38
Bourke	8	40
Bourke	9	29
Bourke	10	42
Bourke	11	39
Bourke	12	26
Bourke	13	33
Bourke	14	21
Bourke	15	32
Bourke	16	20
Bourke	17	36
Bourke	18	20
Bourke	19	26
Bourke	20	37
Bourke	21	13
Bourke	22	31
Bourke	23	31
Bourke	24	22
Bourke	25	20
Bourke	26	21
Bourke	27	34
Bourke	28	33
Bourke	29	40
Bourke	30	45
Bourke	31	31
Bourke	32	39
Bourke	33	36
Bourke	34	28
Bourke	35	44
Bourke	36	28
Bourke	37	23
Bourke	38	33
Bourke	39	24
Bourke	40	27
Bourke	41	34
Bourke	42	15
Bourke	43	18
Bourke	44	26
Bourke	45	18
Bourke	46	19
Bourke	47	27
Bourke	48	26
Bourke	49	32
Bourke	50	32
Bourke	51	31
Bourke	52	37
Bourke	53	39
Bourke	54	33
Bourke	55	33
Bourke	56	36
Bourke	57	27
Bourke	58	26
Bourke	59	32
Bourke	60	34
Bourke	61	27
Bourke	62	22
Bourke	63	27
Bourke	64	37
Bourke	65	26
Bourke	66	20
Bourke	67	27
Bourke	68	10
Bourke	69	21
Bourke	70	26
Bourke	71	24
Bourke	72	17
Bourke	73	22
Bourke	74	21
Bourke	75	12
Bourke	76	8
Bourke	77	14
Bourke	78	17
Bourke	79	12
Bourke	80	46
Bourke	85	21
Bourke	90	15
Brewarrina	0	16
Brewarrina	1	15
Brewarrina	2	21
Brewarrina	3	23
Brewarrina	4	15
Brewarrina	5	20
Brewarrina	6	24
Brewarrina	7	18
Brewarrina	8	21
Brewarrina	9	14
Brewarrina	10	19
Brewarrina	11	15
Brewarrina	12	20
Brewarrina	13	18
Brewarrina	14	19
Brewarrina	15	17
Brewarrina	16	17
Brewarrina	17	22
Brewarrina	18	10
Brewarrina	19	7
Brewarrina	20	14
Brewarrina	21	10
Brewarrina	22	18
Brewarrina	23	17
Brewarrina	24	20
Brewarrina	25	22
Brewarrina	26	17
Brewarrina	27	19
Brewarrina	28	11
Brewarrina	29	17
Brewarrina	30	11
Brewarrina	31	25
Brewarrina	32	28
Brewarrina	33	27
Brewarrina	34	22
Brewarrina	35	26
Brewarrina	36	12
Brewarrina	37	17
Brewarrina	38	18
Brewarrina	39	17
Brewarrina	40	11
Brewarrina	41	12
Brewarrina	42	4
Brewarrina	43	10
Brewarrina	44	10
Brewarrina	45	8
Brewarrina	46	13
Brewarrina	47	11
Brewarrina	48	11
Brewarrina	49	14
Brewarrina	50	26
Brewarrina	51	25
Brewarrina	52	17
Brewarrina	53	17
Brewarrina	54	22
Brewarrina	55	13
Brewarrina	56	20
Brewarrina	57	28
Brewarrina	58	32
Brewarrina	59	12
Brewarrina	60	19
Brewarrina	61	22
Brewarrina	62	14
Brewarrina	63	19
Brewarrina	64	11
Brewarrina	65	11
Brewarrina	66	17
Brewarrina	67	18
Brewarrina	68	17
Brewarrina	69	23
Brewarrina	70	9
Brewarrina	71	12
Brewarrina	72	11
Brewarrina	73	11
