LGA_NAME16	FamilyHousehold	IncomeHousehold.max	households
Alpine	1	105000	257
Alpine	1	131250	472
Alpine	1	157500	310
Alpine	1	183750	249
Alpine	1	210000	116
Alpine	1	Inf	286
Ararat	0		91
Ararat	0	0	37
Ararat	0	7875	17
Ararat	0	15750	59
Ararat	0	21000	111
Ararat	0	26250	351
Ararat	0	34125	165
Ararat	0	42000	140
Ararat	0	52500	154
Ararat	0	65625	137
Ararat	0	78750	93
Ararat	0	91875	67
Ararat	0	105000	59
Ararat	0	131250	66
Ararat	0	157500	5
Ararat	0	183750	12
Ararat	0	210000	8
Ararat	0	Inf	26
Ararat	1		279
Ararat	1	0	29
Ararat	1	7875	11
Ararat	1	15750	15
Ararat	1	21000	15
Ararat	1	26250	74
Ararat	1	34125	74
Ararat	1	42000	239
Ararat	1	52500	220
Ararat	1	65625	237
Ararat	1	78750	271
Ararat	1	91875	185
Ararat	1	105000	215
Ararat	1	131250	403
Ararat	1	157500	257
Ararat	1	183750	158
Ararat	1	210000	93
Ararat	1	Inf	172
Ballarat	0		730
Ballarat	0	0	387
Ballarat	0	7875	158
Ballarat	0	15750	442
Ballarat	0	21000	990
Ballarat	0	26250	2697
Ballarat	0	34125	1818
Ballarat	0	42000	1115
Ballarat	0	52500	1430
Ballarat	0	65625	1484
Ballarat	0	78750	1040
Ballarat	0	91875	854
Ballarat	0	105000	630
Ballarat	0	131250	847
Ballarat	0	157500	140
Ballarat	0	183750	189
Ballarat	0	210000	45
Ballarat	0	Inf	274
Ballarat	1		1972
Ballarat	1	0	220
Ballarat	1	7875	96
Ballarat	1	15750	92
Ballarat	1	21000	150
Ballarat	1	26250	504
Ballarat	1	34125	693
Ballarat	1	42000	2027
Ballarat	1	52500	1860
Ballarat	1	65625	2213
Ballarat	1	78750	2587
Ballarat	1	91875	1877
Ballarat	1	105000	1939
Ballarat	1	131250	3836
Ballarat	1	157500	2812
Ballarat	1	183750	2213
Ballarat	1	210000	1308
Ballarat	1	Inf	2991
Banyule	0		549
Banyule	0	0	475
Banyule	0	7875	140
Banyule	0	15750	398
Banyule	0	21000	736
Banyule	0	26250	1863
Banyule	0	34125	1231
Banyule	0	42000	991
Banyule	0	52500	1043
Banyule	0	65625	1172
Banyule	0	78750	953
Banyule	0	91875	940
Banyule	0	105000	737
Banyule	0	131250	1276
Banyule	0	157500	160
Banyule	0	183750	277
Banyule	0	210000	70
Banyule	0	Inf	378
Banyule	1		2037
Banyule	1	0	365
Banyule	1	7875	144
Banyule	1	15750	154
Banyule	1	21000	151
Banyule	1	26250	445
Banyule	1	34125	479
Banyule	1	42000	1347
Banyule	1	52500	1362
Banyule	1	65625	1754
Banyule	1	78750	2023
Banyule	1	91875	1606
Banyule	1	105000	1748
Banyule	1	131250	3914
Banyule	1	157500	3489
Banyule	1	183750	3219
Banyule	1	210000	2369
Banyule	1	Inf	7666
Bass Coast	0		318
Bass Coast	0	0	194
Bass Coast	0	7875	92
Bass Coast	0	15750	173
Bass Coast	0	21000	437
Bass Coast	0	26250	1201
Bass Coast	0	34125	808
Bass Coast	0	42000	486
Bass Coast	0	52500	519
Bass Coast	0	65625	451
Bass Coast	0	78750	299
Bass Coast	0	91875	241
Bass Coast	0	105000	164
Bass Coast	0	131250	205
Bass Coast	0	157500	13
Bass Coast	0	183750	47
Bass Coast	0	210000	12
Bass Coast	0	Inf	95
Bass Coast	1		898
Bass Coast	1	0	150
Bass Coast	1	7875	77
Bass Coast	1	15750	72
Bass Coast	1	21000	87
Bass Coast	1	26250	300
Bass Coast	1	34125	280
Bass Coast	1	42000	1021
Bass Coast	1	52500	860
Bass Coast	1	65625	1013
Bass Coast	1	78750	1042
Bass Coast	1	91875	623
Bass Coast	1	105000	739
Bass Coast	1	131250	1236
Bass Coast	1	157500	806
Bass Coast	1	183750	586
Bass Coast	1	210000	347
Bass Coast	1	Inf	767
Baw Baw	0		291
Baw Baw	0	0	194
Baw Baw	0	7875	77
Baw Baw	0	15750	211
Baw Baw	0	21000	380
Baw Baw	0	26250	1041
Baw Baw	0	34125	742
Baw Baw	0	42000	463
Baw Baw	0	52500	545
Baw Baw	0	65625	513
Baw Baw	0	78750	367
Baw Baw	0	91875	314
Baw Baw	0	105000	243
Baw Baw	0	131250	299
Baw Baw	0	157500	38
Baw Baw	0	183750	65
Baw Baw	0	210000	6
Baw Baw	0	Inf	110
Baw Baw	1		1219
Baw Baw	1	0	161
Baw Baw	1	7875	84
Baw Baw	1	15750	73
Baw Baw	1	21000	77
Baw Baw	1	26250	302
Baw Baw	1	34125	314
Baw Baw	1	42000	1091
Baw Baw	1	52500	986
Baw Baw	1	65625	1118
Baw Baw	1	78750	1246
Baw Baw	1	91875	944
Baw Baw	1	105000	1086
Baw Baw	1	131250	2136
Baw Baw	1	157500	1487
Baw Baw	1	183750	1118
Baw Baw	1	210000	607
Baw Baw	1	Inf	1489
Bayside (Vic.)	0		385
Bayside (Vic.)	0	0	394
Bayside (Vic.)	0	7875	190
Bayside (Vic.)	0	15750	290
Bayside (Vic.)	0	21000	544
Bayside (Vic.)	0	26250	1193
Bayside (Vic.)	0	34125	893
Bayside (Vic.)	0	42000	707
Bayside (Vic.)	0	52500	796
Bayside (Vic.)	0	65625	853
Bayside (Vic.)	0	78750	685
Bayside (Vic.)	0	91875	619
Bayside (Vic.)	0	105000	539
Bayside (Vic.)	0	131250	1040
Bayside (Vic.)	0	157500	60
Bayside (Vic.)	0	183750	330
Bayside (Vic.)	0	210000	37
Bayside (Vic.)	0	Inf	725
Bayside (Vic.)	1		1903
Bayside (Vic.)	1	0	304
Bayside (Vic.)	1	7875	113
Bayside (Vic.)	1	15750	133
Bayside (Vic.)	1	21000	96
Bayside (Vic.)	1	26250	289
Bayside (Vic.)	1	34125	275
Bayside (Vic.)	1	42000	687
Bayside (Vic.)	1	52500	758
Bayside (Vic.)	1	65625	1044
Bayside (Vic.)	1	78750	1240
Bayside (Vic.)	1	91875	922
Bayside (Vic.)	1	105000	1021
Bayside (Vic.)	1	131250	2280
Bayside (Vic.)	1	157500	1966
Bayside (Vic.)	1	183750	2078
Bayside (Vic.)	1	210000	1540
Bayside (Vic.)	1	Inf	11015
Benalla	0		154
Benalla	0	0	53
Benalla	0	7875	29
Benalla	0	15750	86
Benalla	0	21000	144
Benalla	0	26250	454
Benalla	0	34125	283
Benalla	0	42000	189
Benalla	0	52500	169
Benalla	0	65625	191
Benalla	0	78750	125
Benalla	0	91875	93
Benalla	0	105000	56
Benalla	0	131250	77
Benalla	0	157500	11
Benalla	0	183750	19
Benalla	0	Inf	37
Benalla	1		358
Benalla	1	0	30
Benalla	1	7875	21
Benalla	1	15750	23
Benalla	1	21000	25
Benalla	1	26250	103
Benalla	1	34125	78
Benalla	1	42000	364
Benalla	1	52500	319
Benalla	1	65625	338
Benalla	1	78750	364
Benalla	1	91875	243
Benalla	1	105000	231
Benalla	1	131250	452
Benalla	1	157500	325
Benalla	1	183750	219
Benalla	1	210000	146
Benalla	1	Inf	243
Boroondara	0		745
Boroondara	0	0	702
Boroondara	0	7875	248
Boroondara	0	15750	480
Boroondara	0	21000	732
Boroondara	0	26250	1463
Boroondara	0	34125	1346
Boroondara	0	42000	1155
Boroondara	0	52500	1370
Boroondara	0	65625	1616
Boroondara	0	78750	1557
Boroondara	0	91875	1448
Boroondara	0	105000	1232
Boroondara	0	131250	2302
Boroondara	0	157500	284
Boroondara	0	183750	651
Boroondara	0	210000	170
Boroondara	0	Inf	1345
Boroondara	1		2922
Boroondara	1	0	746
Boroondara	1	7875	247
Boroondara	1	15750	252
Boroondara	1	21000	212
Boroondara	1	26250	456
Boroondara	1	34125	465
Boroondara	1	42000	1092
Boroondara	1	52500	1078
Boroondara	1	65625	1612
Boroondara	1	78750	2001
Boroondara	1	91875	1540
Boroondara	1	105000	1728
Boroondara	1	131250	4006
Boroondara	1	157500	3259
Boroondara	1	183750	3239
Boroondara	1	210000	2446
Boroondara	1	Inf	16589
Brimbank	0		795
Brimbank	0	0	833
Brimbank	0	7875	189
Brimbank	0	15750	588
Brimbank	0	21000	1291
Brimbank	0	26250	2817
Brimbank	0	34125	1238
Brimbank	0	42000	915
Brimbank	0	52500	1196
Brimbank	0	65625	1280
Brimbank	0	78750	1002
Brimbank	0	91875	799
Brimbank	0	105000	639
Brimbank	0	131250	954
Brimbank	0	157500	215
Brimbank	0	183750	245
Brimbank	0	210000	102
Brimbank	0	Inf	328
Brimbank	1		3480
Brimbank	1	0	1006
Brimbank	1	7875	261
Brimbank	1	15750	399
Brimbank	1	21000	471
Brimbank	1	26250	1179
Brimbank	1	34125	1111
Brimbank	1	42000	3504
Brimbank	1	52500	3075
Brimbank	1	65625	3372
Brimbank	1	78750	4014
Brimbank	1	91875	3032
Brimbank	1	105000	2930
Brimbank	1	131250	5950
Brimbank	1	157500	4495
Brimbank	1	183750	3398
Brimbank	1	210000	2189
Brimbank	1	Inf	4649
Buloke	0		70
Buloke	0	0	35
Buloke	0	7875	4
Buloke	0	15750	29
Buloke	0	21000	78
Buloke	0	26250	247
Buloke	0	34125	101
Buloke	0	42000	68
Buloke	0	52500	93
Buloke	0	65625	80
Buloke	0	78750	50
Buloke	0	91875	34
Buloke	0	105000	22
Buloke	0	131250	28
Buloke	0	157500	6
Buloke	0	183750	3
Buloke	0	Inf	12
Buloke	1		146
Buloke	1	0	14
Buloke	1	7875	8
Buloke	1	15750	9
Buloke	1	21000	4
Buloke	1	26250	41
Buloke	1	34125	42
Buloke	1	42000	161
Buloke	1	52500	141
Buloke	1	65625	155
Buloke	1	78750	149
Buloke	1	91875	91
Buloke	1	105000	115
Buloke	1	131250	186
Buloke	1	157500	114
Buloke	1	183750	75
Buloke	1	210000	42
Buloke	1	Inf	92
Campaspe	0		350
Campaspe	0	0	140
Campaspe	0	7875	73
Campaspe	0	15750	168
Campaspe	0	21000	386
Campaspe	0	26250	1020
Campaspe	0	34125	581
Campaspe	0	42000	355
Campaspe	0	52500	426
Campaspe	0	65625	428
Campaspe	0	78750	248
Campaspe	0	91875	200
Campaspe	0	105000	130
Campaspe	0	131250	179
Campaspe	0	157500	22
Campaspe	0	183750	39
Campaspe	0	210000	9
Campaspe	0	Inf	58
Campaspe	1		928
Campaspe	1	0	124
Campaspe	1	7875	66
Campaspe	1	15750	46
Campaspe	1	21000	82
Campaspe	1	26250	260
Campaspe	1	34125	269
Campaspe	1	42000	900
Campaspe	1	52500	696
Campaspe	1	65625	818
Campaspe	1	78750	925
Campaspe	1	91875	634
Campaspe	1	105000	664
Campaspe	1	131250	1345
Campaspe	1	157500	892
Campaspe	1	183750	606
Campaspe	1	210000	331
Campaspe	1	Inf	692
Cardinia	0		409
Cardinia	0	0	278
Cardinia	0	7875	92
Cardinia	0	15750	198
Cardinia	0	21000	454
Cardinia	0	26250	1269
Cardinia	0	34125	841
Cardinia	0	42000	553
Cardinia	0	52500	812
Cardinia	0	65625	962
Cardinia	0	78750	707
Cardinia	0	91875	602
Cardinia	0	105000	434
Cardinia	0	131250	551
Cardinia	0	157500	84
Cardinia	0	183750	124
Cardinia	0	210000	28
Cardinia	0	Inf	149
Cardinia	1		2172
Cardinia	1	0	288
Cardinia	1	7875	107
Cardinia	1	15750	111
Cardinia	1	21000	131
Cardinia	1	26250	367
Cardinia	1	34125	476
Cardinia	1	42000	1447
Cardinia	1	52500	1408
Cardinia	1	65625	1872
Cardinia	1	78750	2313
Cardinia	1	91875	1891
Cardinia	1	105000	2265
Cardinia	1	131250	4877
Cardinia	1	157500	3900
Cardinia	1	183750	2667
Cardinia	1	210000	1567
Cardinia	1	Inf	3214
Casey	0		1014
Casey	0	0	862
Casey	0	7875	214
Casey	0	15750	508
Casey	0	21000	1126
Casey	0	26250	2937
Casey	0	34125	1715
Casey	0	42000	1260
Casey	0	52500	1936
Casey	0	65625	2165
Casey	0	78750	1789
Casey	0	91875	1422
Casey	0	105000	991
Casey	0	131250	1371
Casey	0	157500	277
Casey	0	183750	301
Casey	0	210000	125
Casey	0	Inf	402
Casey	1		6228
Casey	1	0	938
Casey	1	7875	278
Casey	1	15750	374
Casey	1	21000	403
Casey	1	26250	1175
Casey	1	34125	1453
Casey	1	42000	4159
Casey	1	52500	4348
Casey	1	65625	5607
Casey	1	78750	7284
Casey	1	91875	6063
Casey	1	105000	6492
Casey	1	131250	14580
Casey	1	157500	10966
Casey	1	183750	8010
Casey	1	210000	4865
Casey	1	Inf	9720
Central Goldfields	0		176
Central Goldfields	0	0	76
Central Goldfields	0	7875	32
Central Goldfields	0	15750	109
Central Goldfields	0	21000	207
Central Goldfields	0	26250	639
Central Goldfields	0	34125	293
Central Goldfields	0	42000	157
Central Goldfields	0	52500	179
Central Goldfields	0	65625	171
Central Goldfields	0	78750	93
Central Goldfields	0	91875	59
Central Goldfields	0	105000	34
Central Goldfields	0	131250	43
Central Goldfields	0	157500	5
Central Goldfields	0	183750	10
Central Goldfields	0	Inf	11
Central Goldfields	1		309
Central Goldfields	1	0	36
Central Goldfields	1	7875	24
Central Goldfields	1	15750	21
Central Goldfields	1	21000	34
Central Goldfields	1	26250	109
Central Goldfields	1	34125	115
Central Goldfields	1	42000	514
Central Goldfields	1	52500	347
Central Goldfields	1	65625	316
Central Goldfields	1	78750	356
Central Goldfields	1	91875	206
Central Goldfields	1	105000	248
Central Goldfields	1	131250	323
Central Goldfields	1	157500	205
Central Goldfields	1	183750	129
Central Goldfields	1	210000	65
Central Goldfields	1	Inf	121
Colac Otway	0		163
Colac Otway	0	0	107
Colac Otway	0	7875	56
Colac Otway	0	15750	123
Colac Otway	0	21000	228
Colac Otway	0	26250	614
Colac Otway	0	34125	346
Colac Otway	0	42000	239
Colac Otway	0	52500	328
Colac Otway	0	65625	306
Colac Otway	0	78750	183
Colac Otway	0	91875	115
Colac Otway	0	105000	95
Colac Otway	0	131250	139
Colac Otway	0	157500	16
Colac Otway	0	183750	36
Colac Otway	0	210000	4
Colac Otway	0	Inf	51
Colac Otway	1		473
Colac Otway	1	0	65
Colac Otway	1	7875	29
Colac Otway	1	15750	29
Colac Otway	1	21000	40
Colac Otway	1	26250	106
Colac Otway	1	34125	135
Colac Otway	1	42000	416
Colac Otway	1	52500	411
Colac Otway	1	65625	452
Colac Otway	1	78750	528
Colac Otway	1	91875	373
Colac Otway	1	105000	422
Colac Otway	1	131250	800
Colac Otway	1	157500	497
Colac Otway	1	183750	343
Colac Otway	1	210000	181
Colac Otway	1	Inf	397
Corangamite	0		143
Corangamite	0	0	59
Corangamite	0	7875	31
Corangamite	0	15750	72
Corangamite	0	21000	166
Corangamite	0	26250	428
Corangamite	0	34125	222
Corangamite	0	42000	173
Corangamite	0	52500	202
Corangamite	0	65625	199
Corangamite	0	78750	116
Corangamite	0	91875	78
Corangamite	0	105000	66
Corangamite	0	131250	74
Corangamite	0	157500	10
Corangamite	0	183750	16
Corangamite	0	Inf	26
Corangamite	1		423
Corangamite	1	0	59
Corangamite	1	7875	28
Corangamite	1	15750	18
Corangamite	1	21000	18
Corangamite	1	26250	115
Corangamite	1	34125	81
Corangamite	1	42000	341
Corangamite	1	52500	315
Corangamite	1	65625	342
Corangamite	1	78750	365
Corangamite	1	91875	277
Corangamite	1	105000	266
Corangamite	1	131250	520
Corangamite	1	157500	355
Corangamite	1	183750	267
Corangamite	1	210000	136
Corangamite	1	Inf	328
Darebin	0		1142
Darebin	0	0	780
Darebin	0	7875	267
Darebin	0	15750	657
Darebin	0	21000	1385
Darebin	0	26250	2896
Darebin	0	34125	1599
Darebin	0	42000	1241
Darebin	0	52500	1498
Darebin	0	65625	1780
Darebin	0	78750	1778
Darebin	0	91875	1655
Darebin	0	105000	1342
Darebin	0	131250	2312
Darebin	0	157500	428
Darebin	0	183750	639
Darebin	0	210000	228
Darebin	0	Inf	794
Darebin	1		2131
Darebin	1	0	416
Darebin	1	7875	178
Darebin	1	15750	179
Darebin	1	21000	206
Darebin	1	26250	580
Darebin	1	34125	579
Darebin	1	42000	1868
Darebin	1	52500	1618
Darebin	1	65625	1827
Darebin	1	78750	2213
Darebin	1	91875	1859
Darebin	1	105000	1963
Darebin	1	131250	4270
Darebin	1	157500	3621
Darebin	1	183750	3336
Darebin	1	210000	2453
Darebin	1	Inf	7757
East Gippsland	0		421
East Gippsland	0	0	215
East Gippsland	0	7875	106
East Gippsland	0	15750	249
East Gippsland	0	21000	519
East Gippsland	0	26250	1501
East Gippsland	0	34125	900
East Gippsland	0	42000	570
East Gippsland	0	52500	607
East Gippsland	0	65625	509
East Gippsland	0	78750	341
East Gippsland	0	91875	243
East Gippsland	0	105000	165
East Gippsland	0	131250	202
East Gippsland	0	157500	24
East Gippsland	0	183750	44
East Gippsland	0	210000	6
East Gippsland	0	Inf	89
East Gippsland	1		1176
East Gippsland	1	0	176
East Gippsland	1	7875	81
East Gippsland	1	15750	82
East Gippsland	1	21000	86
East Gippsland	1	26250	303
East Gippsland	1	34125	366
East Gippsland	1	42000	1427
East Gippsland	1	52500	1139
East Gippsland	1	65625	1204
East Gippsland	1	78750	1312
East Gippsland	1	91875	781
East Gippsland	1	105000	869
East Gippsland	1	131250	1483
East Gippsland	1	157500	945
East Gippsland	1	183750	613
East Gippsland	1	210000	339
East Gippsland	1	Inf	676
Frankston	0		777
Frankston	0	0	537
Frankston	0	7875	183
Frankston	0	15750	432
Frankston	0	21000	990
Frankston	0	26250	2669
Frankston	0	34125	1771
Frankston	0	42000	1158
Frankston	0	52500	1533
Frankston	0	65625	1580
Frankston	0	78750	1251
Frankston	0	91875	1038
Frankston	0	105000	729
Frankston	0	131250	1036
Frankston	0	157500	120
Frankston	0	183750	206
Frankston	0	210000	42
Frankston	0	Inf	233
Frankston	1		2493
Frankston	1	0	341
Frankston	1	7875	110
Frankston	1	15750	161
Frankston	1	21000	153
Frankston	1	26250	562
Frankston	1	34125	668
Frankston	1	42000	1891
Frankston	1	52500	1898
Frankston	1	65625	2321
Frankston	1	78750	2689
Frankston	1	91875	2195
Frankston	1	105000	2350
Frankston	1	131250	5322
Frankston	1	157500	4265
Frankston	1	183750	3183
Frankston	1	210000	2017
Frankston	1	Inf	4122
Gannawarra	0		114
Gannawarra	0	0	50
Gannawarra	0	7875	20
Gannawarra	0	15750	54
Gannawarra	0	21000	110
Gannawarra	0	26250	402
Gannawarra	0	34125	190
Gannawarra	0	42000	110
Gannawarra	0	52500	152
Gannawarra	0	65625	116
Gannawarra	0	78750	83
Gannawarra	0	91875	55
Gannawarra	0	105000	33
Gannawarra	0	131250	41
Gannawarra	0	183750	6
Gannawarra	0	Inf	23
Gannawarra	1		256
Gannawarra	1	0	39
Gannawarra	1	7875	15
Gannawarra	1	15750	12
Gannawarra	1	21000	20
Gannawarra	1	26250	89
Gannawarra	1	34125	60
Gannawarra	1	42000	304
Gannawarra	1	52500	254
Gannawarra	1	65625	251
Gannawarra	1	78750	282
Gannawarra	1	91875	169
Gannawarra	1	105000	181
Gannawarra	1	131250	330
Gannawarra	1	157500	211
Gannawarra	1	183750	120
Gannawarra	1	210000	62
Gannawarra	1	Inf	139
Glen Eira	0		763
Glen Eira	0	0	823
Glen Eira	0	7875	243
Glen Eira	0	15750	501
Glen Eira	0	21000	882
Glen Eira	0	26250	1930
Glen Eira	0	34125	1472
Glen Eira	0	42000	1176
Glen Eira	0	52500	1479
Glen Eira	0	65625	1740
Glen Eira	0	78750	1518
Glen Eira	0	91875	1411
Glen Eira	0	105000	1121
Glen Eira	0	131250	2049
Glen Eira	0	157500	285
Glen Eira	0	183750	569
Glen Eira	0	210000	116
Glen Eira	0	Inf	817
Glen Eira	1		2342
Glen Eira	1	0	526
Glen Eira	1	7875	182
Glen Eira	1	15750	174
Glen Eira	1	21000	148
Glen Eira	1	26250	446
Glen Eira	1	34125	461
Glen Eira	1	42000	1249
Glen Eira	1	52500	1261
Glen Eira	1	65625	1691
Glen Eira	1	78750	2040
Glen Eira	1	91875	1591
Glen Eira	1	105000	1717
Glen Eira	1	131250	4194
Glen Eira	1	157500	3482
Glen Eira	1	183750	3395
Glen Eira	1	210000	2516
Glen Eira	1	Inf	11663
Glenelg	0		164
Glenelg	0	0	79
Glenelg	0	7875	27
Glenelg	0	15750	123
Glenelg	0	21000	245
Glenelg	0	26250	604
Glenelg	0	34125	320
Glenelg	0	42000	196
Glenelg	0	52500	253
Glenelg	0	65625	210
Glenelg	0	78750	168
Glenelg	0	91875	111
Glenelg	0	105000	79
Glenelg	0	131250	123
Glenelg	0	157500	10
Glenelg	0	183750	27
Glenelg	0	Inf	29
Glenelg	1		482
Glenelg	1	0	59
Glenelg	1	7875	30
Glenelg	1	15750	30
Glenelg	1	21000	45
Glenelg	1	26250	125
Glenelg	1	34125	157
Glenelg	1	42000	477
Glenelg	1	52500	426
Glenelg	1	65625	431
Glenelg	1	78750	463
Glenelg	1	91875	324
Glenelg	1	105000	358
Glenelg	1	131250	677
Glenelg	1	157500	438
Glenelg	1	183750	332
Glenelg	1	210000	171
Glenelg	1	Inf	363
Golden Plains	0		67
Golden Plains	0	0	55
Golden Plains	0	7875	22
Golden Plains	0	15750	55
Golden Plains	0	21000	114
Golden Plains	0	26250	260
Golden Plains	0	34125	142
Golden Plains	0	42000	100
Golden Plains	0	52500	128
Golden Plains	0	65625	130
Golden Plains	0	78750	105
Golden Plains	0	91875	80
Golden Plains	0	105000	84
Golden Plains	0	131250	85
Golden Plains	0	157500	5
Golden Plains	0	183750	14
Golden Plains	0	210000	3
Golden Plains	0	Inf	33
Golden Plains	1		586
Golden Plains	1	0	53
Golden Plains	1	7875	25
Golden Plains	1	15750	19
Golden Plains	1	21000	31
Golden Plains	1	26250	91
Golden Plains	1	34125	132
Golden Plains	1	42000	345
Golden Plains	1	52500	320
Golden Plains	1	65625	403
Golden Plains	1	78750	489
Golden Plains	1	91875	397
Golden Plains	1	105000	424
Golden Plains	1	131250	960
Golden Plains	1	157500	791
Golden Plains	1	183750	616
Golden Plains	1	210000	331
Golden Plains	1	Inf	773
Greater Bendigo	0		767
Greater Bendigo	0	0	402
Greater Bendigo	0	7875	169
Greater Bendigo	0	15750	443
Greater Bendigo	0	21000	1010
Greater Bendigo	0	26250	2647
Greater Bendigo	0	34125	1737
Greater Bendigo	0	42000	1145
Greater Bendigo	0	52500	1402
Greater Bendigo	0	65625	1411
Greater Bendigo	0	78750	978
Greater Bendigo	0	91875	801
Greater Bendigo	0	105000	638
Greater Bendigo	0	131250	820
Greater Bendigo	0	157500	146
Greater Bendigo	0	183750	158
Greater Bendigo	0	210000	42
Greater Bendigo	0	Inf	230
Greater Bendigo	1		2235
Greater Bendigo	1	0	212
Greater Bendigo	1	7875	123
Greater Bendigo	1	15750	123
Greater Bendigo	1	21000	159
Greater Bendigo	1	26250	556
Greater Bendigo	1	34125	694
Greater Bendigo	1	42000	2207
Greater Bendigo	1	52500	2068
Greater Bendigo	1	65625	2344
Greater Bendigo	1	78750	2739
Greater Bendigo	1	91875	1965
Greater Bendigo	1	105000	2040
Greater Bendigo	1	131250	4424
Greater Bendigo	1	157500	3164
Greater Bendigo	1	183750	2441
Greater Bendigo	1	210000	1415
Greater Bendigo	1	Inf	2766
Greater Dandenong	0		762
Greater Dandenong	0	0	704
Greater Dandenong	0	7875	172
Greater Dandenong	0	15750	529
Greater Dandenong	0	21000	1013
Greater Dandenong	0	26250	2504
Greater Dandenong	0	34125	1324
Greater Dandenong	0	42000	876
Greater Dandenong	0	52500	1325
Greater Dandenong	0	65625	1177
Greater Dandenong	0	78750	855
Greater Dandenong	0	91875	672
Greater Dandenong	0	105000	455
Greater Dandenong	0	131250	699
Greater Dandenong	0	157500	238
Greater Dandenong	0	183750	202
Greater Dandenong	0	210000	142
Greater Dandenong	0	Inf	388
Greater Dandenong	1		2631
Greater Dandenong	1	0	708
Greater Dandenong	1	7875	194
Greater Dandenong	1	15750	246
Greater Dandenong	1	21000	325
Greater Dandenong	1	26250	879
Greater Dandenong	1	34125	806
Greater Dandenong	1	42000	2632
Greater Dandenong	1	52500	2471
Greater Dandenong	1	65625	2821
Greater Dandenong	1	78750	3346
Greater Dandenong	1	91875	2586
Greater Dandenong	1	105000	2486
Greater Dandenong	1	131250	5105
Greater Dandenong	1	157500	3517
Greater Dandenong	1	183750	2462
Greater Dandenong	1	210000	1524
Greater Dandenong	1	Inf	2875
Greater Geelong	0		1671
Greater Geelong	0	0	957
Greater Geelong	0	7875	356
Greater Geelong	0	15750	922
Greater Geelong	0	21000	1992
Greater Geelong	0	26250	5335
Greater Geelong	0	34125	3725
Greater Geelong	0	42000	2342
Greater Geelong	0	52500	2779
Greater Geelong	0	65625	2851
Greater Geelong	0	78750	2182
Greater Geelong	0	91875	1948
Greater Geelong	0	105000	1447
Greater Geelong	0	131250	2257
Greater Geelong	0	157500	393
Greater Geelong	0	183750	497
Greater Geelong	0	210000	172
Greater Geelong	0	Inf	749
Greater Geelong	1		4779
Greater Geelong	1	0	658
Greater Geelong	1	7875	305
Greater Geelong	1	15750	294
Greater Geelong	1	21000	331
Greater Geelong	1	26250	1196
Greater Geelong	1	34125	1421
Greater Geelong	1	42000	4346
Greater Geelong	1	52500	4013
Greater Geelong	1	65625	4840
Greater Geelong	1	78750	5508
Greater Geelong	1	91875	3974
Greater Geelong	1	105000	4067
Greater Geelong	1	131250	9340
Greater Geelong	1	157500	7211
Greater Geelong	1	183750	5996
Greater Geelong	1	210000	3682
Greater Geelong	1	Inf	8977
Greater Shepparton	0		439
Greater Shepparton	0	0	215
Greater Shepparton	0	7875	98
Greater Shepparton	0	15750	273
Greater Shepparton	0	21000	569
Greater Shepparton	0	26250	1323
Greater Shepparton	0	34125	857
Greater Shepparton	0	42000	577
Greater Shepparton	0	52500	723
Greater Shepparton	0	65625	716
Greater Shepparton	0	78750	519
Greater Shepparton	0	91875	412
Greater Shepparton	0	105000	266
Greater Shepparton	0	131250	365
Greater Shepparton	0	157500	65
Greater Shepparton	0	183750	90
Greater Shepparton	0	210000	16
Greater Shepparton	0	Inf	152
Greater Shepparton	1		1374
Greater Shepparton	1	0	218
Greater Shepparton	1	7875	75
Greater Shepparton	1	15750	72
Greater Shepparton	1	21000	110
Greater Shepparton	1	26250	354
Greater Shepparton	1	34125	420
Greater Shepparton	1	42000	1272
Greater Shepparton	1	52500	1136
Greater Shepparton	1	65625	1259
Greater Shepparton	1	78750	1509
Greater Shepparton	1	91875	1043
Greater Shepparton	1	105000	1187
Greater Shepparton	1	131250	2269
Greater Shepparton	1	157500	1622
Greater Shepparton	1	183750	1110
Greater Shepparton	1	210000	677
Greater Shepparton	1	Inf	1397
Hepburn	0		108
Hepburn	0	0	76
Hepburn	0	7875	34
Hepburn	0	15750	74
Hepburn	0	21000	172
Hepburn	0	26250	568
Hepburn	0	34125	264
Hepburn	0	42000	187
Hepburn	0	52500	208
Hepburn	0	65625	190
Hepburn	0	78750	123
Hepburn	0	91875	115
Hepburn	0	105000	77
Hepburn	0	131250	116
Hepburn	0	157500	8
Hepburn	0	183750	19
Hepburn	0	Inf	58
Hepburn	1		369
Hepburn	1	0	52
Hepburn	1	7875	25
Hepburn	1	15750	27
Hepburn	1	21000	27
Hepburn	1	26250	94
Hepburn	1	34125	81
Hepburn	1	42000	358
Hepburn	1	52500	301
Hepburn	1	65625	369
Hepburn	1	78750	406
Hepburn	1	91875	295
Hepburn	1	105000	308
Hepburn	1	131250	515
Hepburn	1	157500	367
Hepburn	1	183750	258
Hepburn	1	210000	150
Hepburn	1	Inf	436
Hindmarsh	0		48
Hindmarsh	0	0	28
Hindmarsh	0	7875	14
Hindmarsh	0	15750	32
Hindmarsh	0	21000	72
Hindmarsh	0	26250	204
Hindmarsh	0	34125	96
Hindmarsh	0	42000	64
Hindmarsh	0	52500	72
Hindmarsh	0	65625	78
Hindmarsh	0	78750	46
