LGA_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Bourke	0	1	1	0	5
Bourke	0	1	1	1	4
Bourke	1	0	0	1	27
Bourke	1	0	1	0	13
Bourke	1	0	1	1	5
Bourke	1	1	0	0	141
Bourke	1	1	0	1	13
Bourke	1	1	1	0	16
Bourke	1	1	1	1	4
Brewarrina					10
Brewarrina	0	0	0	1	24
Brewarrina	0	1	0	0	51
Brewarrina	0	1	0	1	8
Brewarrina	0	1	1	0	7
Brewarrina	0	1	1	1	5
Brewarrina	1	0	0	1	12
Brewarrina	1	0	1	0	6
Brewarrina	1	1	0	0	46
Brewarrina	1	1	0	1	5
Brewarrina	1	1	1	0	10
Brewarrina	1	1	1	1	5
Broken Hill					89
Broken Hill	0	0	0	1	379
Broken Hill	0	0	1	0	67
Broken Hill	0	0	1	1	29
Broken Hill	0	1	0	0	479
Broken Hill	0	1	0	1	51
Broken Hill	0	1	1	0	43
Broken Hill	0	1	1	1	13
Broken Hill	1	0	0	1	353
Broken Hill	1	0	1	0	73
Broken Hill	1	0	1	1	52
Broken Hill	1	1	0	0	735
Broken Hill	1	1	0	1	56
Broken Hill	1	1	1	0	124
Broken Hill	1	1	1	1	21
Burwood					387
Burwood	0	0	0	1	634
Burwood	0	0	1	0	254
Burwood	0	0	1	1	64
Burwood	0	1	0	0	362
Burwood	0	1	0	1	31
Burwood	0	1	1	0	80
Burwood	0	1	1	1	12
Burwood	1	0	0	1	912
Burwood	1	0	1	0	499
Burwood	1	0	1	1	242
Burwood	1	1	0	0	2018
Burwood	1	1	0	1	49
Burwood	1	1	1	0	377
Burwood	1	1	1	1	32
Byron					94
Byron	0	0	0	1	537
Byron	0	0	1	0	176
Byron	0	0	1	1	44
Byron	0	1	0	0	632
Byron	0	1	0	1	57
Byron	0	1	1	0	129
Byron	0	1	1	1	3
Byron	1	0	0	1	582
Byron	1	0	1	0	251
Byron	1	0	1	1	95
Byron	1	1	0	0	1920
Byron	1	1	0	1	91
Byron	1	1	1	0	302
Byron	1	1	1	1	26
Cabonne					30
Cabonne	0	0	0	1	164
Cabonne	0	0	1	0	32
Cabonne	0	0	1	1	12
Cabonne	0	1	0	0	172
Cabonne	0	1	0	1	19
Cabonne	0	1	1	0	27
Cabonne	0	1	1	1	4
Cabonne	1	0	0	1	285
Cabonne	1	0	1	0	135
Cabonne	1	0	1	1	75
Cabonne	1	1	0	0	833
Cabonne	1	1	0	1	37
Cabonne	1	1	1	0	184
Cabonne	1	1	1	1	41
Camden					304
Camden	0	0	0	1	1488
Camden	0	0	1	0	354
Camden	0	0	1	1	244
Camden	0	1	0	0	1931
Camden	0	1	0	1	227
Camden	0	1	1	0	342
Camden	0	1	1	1	94
Camden	1	0	0	1	2783
Camden	1	0	1	0	1002
Camden	1	0	1	1	909
Camden	1	1	0	0	11016
Camden	1	1	0	1	607
Camden	1	1	1	0	1704
Camden	1	1	1	1	368
Campbelltown (NSW)					798
Campbelltown (NSW)	0	0	0	1	3623
Campbelltown (NSW)	0	0	1	0	686
Campbelltown (NSW)	0	0	1	1	385
Campbelltown (NSW)	0	1	0	0	3524
Campbelltown (NSW)	0	1	0	1	475
Campbelltown (NSW)	0	1	1	0	635
Campbelltown (NSW)	0	1	1	1	200
Campbelltown (NSW)	1	0	0	1	4660
Campbelltown (NSW)	1	0	1	0	1536
Campbelltown (NSW)	1	0	1	1	1199
Campbelltown (NSW)	1	1	0	0	12363
Campbelltown (NSW)	1	1	0	1	763
Campbelltown (NSW)	1	1	1	0	2172
Campbelltown (NSW)	1	1	1	1	571
Canada Bay					484
Canada Bay	0	0	0	1	1377
Canada Bay	0	0	1	0	470
Canada Bay	0	0	1	1	129
Canada Bay	0	1	0	0	931
Canada Bay	0	1	0	1	44
Canada Bay	0	1	1	0	178
Canada Bay	0	1	1	1	27
Canada Bay	1	0	0	1	1863
Canada Bay	1	0	1	0	1108
Canada Bay	1	0	1	1	541
Canada Bay	1	1	0	0	6297
Canada Bay	1	1	0	1	113
Canada Bay	1	1	1	0	937
Canada Bay	1	1	1	1	87
Canterbury-Bankstown					1963
Canterbury-Bankstown	0	0	0	1	7792
Canterbury-Bankstown	0	0	1	0	1684
Canterbury-Bankstown	0	0	1	1	966
Canterbury-Bankstown	0	1	0	0	4917
Canterbury-Bankstown	0	1	0	1	521
Canterbury-Bankstown	0	1	1	0	1109
Canterbury-Bankstown	0	1	1	1	360
Canterbury-Bankstown	1	0	0	1	10310
Canterbury-Bankstown	1	0	1	0	3806
Canterbury-Bankstown	1	0	1	1	3023
Canterbury-Bankstown	1	1	0	0	23085
Canterbury-Bankstown	1	1	0	1	1173
Canterbury-Bankstown	1	1	1	0	4888
Canterbury-Bankstown	1	1	1	1	1170
Carrathool					12
Carrathool	0	0	0	1	32
Carrathool	0	0	1	0	3
Carrathool	0	0	1	1	6
Carrathool	0	1	0	0	52
Carrathool	0	1	0	1	4
Carrathool	0	1	1	0	4
Carrathool	0	1	1	1	3
Carrathool	1	0	0	1	41
Carrathool	1	0	1	0	15
Carrathool	1	0	1	1	10
Carrathool	1	1	0	0	165
Carrathool	1	1	0	1	9
Carrathool	1	1	1	0	35
Carrathool	1	1	1	1	3
Central Coast (NSW)					1228
Central Coast (NSW)	0	0	0	1	7103
Central Coast (NSW)	0	0	1	0	1494
Central Coast (NSW)	0	0	1	1	688
Central Coast (NSW)	0	1	0	0	6746
Central Coast (NSW)	0	1	0	1	698
Central Coast (NSW)	0	1	1	0	1195
Central Coast (NSW)	0	1	1	1	265
Central Coast (NSW)	1	0	0	1	7792
Central Coast (NSW)	1	0	1	0	2842
Central Coast (NSW)	1	0	1	1	1929
Central Coast (NSW)	1	1	0	0	19782
Central Coast (NSW)	1	1	0	1	1228
Central Coast (NSW)	1	1	1	0	3613
Central Coast (NSW)	1	1	1	1	723
Central Darling					9
Central Darling	0	0	0	1	34
Central Darling	0	0	1	1	5
Central Darling	0	1	0	0	43
Central Darling	0	1	0	1	11
Central Darling	0	1	1	1	4
Central Darling	1	0	0	1	23
Central Darling	1	0	1	0	6
Central Darling	1	1	0	0	54
Central Darling	1	1	0	1	6
Central Darling	1	1	1	0	7
Cessnock					240
Cessnock	0	0	0	1	1281
Cessnock	0	0	1	0	205
Cessnock	0	0	1	1	105
Cessnock	0	1	0	0	1672
Cessnock	0	1	0	1	190
Cessnock	0	1	1	0	250
Cessnock	0	1	1	1	76
Cessnock	1	0	0	1	1433
Cessnock	1	0	1	0	340
Cessnock	1	0	1	1	289
Cessnock	1	1	0	0	3679
Cessnock	1	1	0	1	323
Cessnock	1	1	1	0	526
Cessnock	1	1	1	1	132
Clarence Valley					234
Clarence Valley	0	0	0	1	970
Clarence Valley	0	0	1	0	163
Clarence Valley	0	0	1	1	79
Clarence Valley	0	1	0	0	1090
Clarence Valley	0	1	0	1	126
Clarence Valley	0	1	1	0	153
Clarence Valley	0	1	1	1	27
Clarence Valley	1	0	0	1	1041
Clarence Valley	1	0	1	0	281
Clarence Valley	1	0	1	1	153
Clarence Valley	1	1	0	0	2333
Clarence Valley	1	1	0	1	200
Clarence Valley	1	1	1	0	437
Clarence Valley	1	1	1	1	88
Cobar					16
Cobar	0	0	0	1	52
Cobar	0	0	1	0	9
Cobar	0	1	0	0	67
Cobar	0	1	0	1	8
Cobar	0	1	1	0	3
Cobar	1	0	0	1	64
Cobar	1	0	1	0	16
Cobar	1	0	1	1	7
Cobar	1	1	0	0	215
Cobar	1	1	0	1	17
Cobar	1	1	1	0	35
Cobar	1	1	1	1	7
Coffs Harbour					271
Coffs Harbour	0	0	0	1	1454
Coffs Harbour	0	0	1	0	315
Coffs Harbour	0	0	1	1	107
Coffs Harbour	0	1	0	0	1622
Coffs Harbour	0	1	0	1	170
Coffs Harbour	0	1	1	0	265
Coffs Harbour	0	1	1	1	46
Coffs Harbour	1	0	0	1	1504
Coffs Harbour	1	0	1	0	544
Coffs Harbour	1	0	1	1	281
Coffs Harbour	1	1	0	0	4213
Coffs Harbour	1	1	0	1	265
Coffs Harbour	1	1	1	0	758
Coffs Harbour	1	1	1	1	124
Coolamon					11
Coolamon	0	0	0	1	44
Coolamon	0	0	1	0	8
Coolamon	0	1	0	0	62
Coolamon	0	1	0	1	11
Coolamon	0	1	1	0	13
Coolamon	1	0	0	1	85
Coolamon	1	0	1	0	24
Coolamon	1	0	1	1	32
Coolamon	1	1	0	0	223
Coolamon	1	1	0	1	22
Coolamon	1	1	1	0	51
Coolamon	1	1	1	1	21
Coonamble					15
Coonamble	0	0	0	1	72
Coonamble	0	0	1	0	6
Coonamble	0	1	0	0	106
Coonamble	0	1	0	1	18
Coonamble	0	1	1	0	8
Coonamble	0	1	1	1	5
Coonamble	1	0	0	1	48
Coonamble	1	0	1	0	21
Coonamble	1	0	1	1	10
Coonamble	1	1	0	0	158
Coonamble	1	1	0	1	15
Coonamble	1	1	1	0	26
Coonamble	1	1	1	1	3
Cootamundra-Gundagai Regional					40
Cootamundra-Gundagai Regional	0	0	0	1	162
Cootamundra-Gundagai Regional	0	0	1	0	38
Cootamundra-Gundagai Regional	0	0	1	1	14
Cootamundra-Gundagai Regional	0	1	0	0	169
Cootamundra-Gundagai Regional	0	1	0	1	15
Cootamundra-Gundagai Regional	0	1	1	0	42
Cootamundra-Gundagai Regional	0	1	1	1	5
Cootamundra-Gundagai Regional	1	0	0	1	192
Cootamundra-Gundagai Regional	1	0	1	0	53
Cootamundra-Gundagai Regional	1	0	1	1	42
Cootamundra-Gundagai Regional	1	1	0	0	555
Cootamundra-Gundagai Regional	1	1	0	1	32
Cootamundra-Gundagai Regional	1	1	1	0	115
Cootamundra-Gundagai Regional	1	1	1	1	27
Cowra					61
Cowra	0	0	0	1	195
Cowra	0	0	1	0	37
Cowra	0	0	1	1	9
Cowra	0	1	0	0	262
Cowra	0	1	0	1	36
Cowra	0	1	1	0	39
Cowra	0	1	1	1	3
Cowra	1	0	0	1	251
Cowra	1	0	1	0	89
Cowra	1	0	1	1	41
Cowra	1	1	0	0	529
Cowra	1	1	0	1	58
Cowra	1	1	1	0	129
Cowra	1	1	1	1	42
Cumberland					1424
Cumberland	0	0	0	1	4129
Cumberland	0	0	1	0	875
Cumberland	0	0	1	1	475
Cumberland	0	1	0	0	2592
Cumberland	0	1	0	1	281
Cumberland	0	1	1	0	554
Cumberland	0	1	1	1	201
Cumberland	1	0	0	1	5707
Cumberland	1	0	1	0	2110
Cumberland	1	0	1	1	1688
Cumberland	1	1	0	0	16319
Cumberland	1	1	0	1	698
Cumberland	1	1	1	0	2819
Cumberland	1	1	1	1	751
Dubbo Regional					225
Dubbo Regional	0	0	0	1	811
Dubbo Regional	0	0	1	0	154
Dubbo Regional	0	0	1	1	56
Dubbo Regional	0	1	0	0	1236
Dubbo Regional	0	1	0	1	130
Dubbo Regional	0	1	1	0	150
Dubbo Regional	0	1	1	1	38
Dubbo Regional	1	0	0	1	927
Dubbo Regional	1	0	1	0	331
Dubbo Regional	1	0	1	1	192
Dubbo Regional	1	1	0	0	3258
Dubbo Regional	1	1	0	1	180
Dubbo Regional	1	1	1	0	539
Dubbo Regional	1	1	1	1	102
Dungog					28
Dungog	0	0	0	1	137
Dungog	0	0	1	0	16
Dungog	0	0	1	1	17
Dungog	0	1	0	0	123
Dungog	0	1	0	1	20
Dungog	0	1	1	0	27
Dungog	0	1	1	1	4
Dungog	1	0	0	1	281
Dungog	1	0	1	0	52
Dungog	1	0	1	1	42
Dungog	1	1	0	0	592
Dungog	1	1	0	1	39
Dungog	1	1	1	0	89
Dungog	1	1	1	1	20
Edward River					35
Edward River	0	0	0	1	112
Edward River	0	0	1	0	18
Edward River	0	0	1	1	6
Edward River	0	1	0	0	113
Edward River	0	1	0	1	22
Edward River	0	1	1	0	25
Edward River	0	1	1	1	6
Edward River	1	0	0	1	135
Edward River	1	0	1	0	53
Edward River	1	0	1	1	23
Edward River	1	1	0	0	418
Edward River	1	1	0	1	32
Edward River	1	1	1	0	92
Edward River	1	1	1	1	16
Eurobodalla					120
Eurobodalla	0	0	0	1	667
Eurobodalla	0	0	1	0	114
Eurobodalla	0	0	1	1	47
Eurobodalla	0	1	0	0	667
Eurobodalla	0	1	0	1	75
Eurobodalla	0	1	1	0	127
Eurobodalla	0	1	1	1	28
Eurobodalla	1	0	0	1	723
Eurobodalla	1	0	1	0	193
Eurobodalla	1	0	1	1	133
Eurobodalla	1	1	0	0	1544
Eurobodalla	1	1	0	1	128
Eurobodalla	1	1	1	0	290
Eurobodalla	1	1	1	1	52
Fairfield					1229
Fairfield	0	0	0	1	5758
Fairfield	0	0	1	0	1122
Fairfield	0	0	1	1	726
Fairfield	0	1	0	0	3086
Fairfield	0	1	0	1	408
Fairfield	0	1	1	0	865
Fairfield	0	1	1	1	251
Fairfield	1	0	0	1	7754
Fairfield	1	0	1	0	2121
Fairfield	1	0	1	1	2233
Fairfield	1	1	0	0	10025
Fairfield	1	1	0	1	813
Fairfield	1	1	1	0	2809
Fairfield	1	1	1	1	842
Federation					30
Federation	0	0	0	1	192
Federation	0	0	1	0	38
Federation	0	0	1	1	16
Federation	0	1	0	0	177
Federation	0	1	0	1	14
Federation	0	1	1	0	33
Federation	0	1	1	1	6
Federation	1	0	0	1	237
Federation	1	0	1	0	63
Federation	1	0	1	1	45
Federation	1	1	0	0	590
Federation	1	1	0	1	49
Federation	1	1	1	0	133
Federation	1	1	1	1	19
Forbes					31
Forbes	0	0	0	1	150
Forbes	0	0	1	0	35
Forbes	0	0	1	1	11
Forbes	0	1	0	0	180
Forbes	0	1	0	1	22
Forbes	0	1	1	0	25
Forbes	0	1	1	1	5
Forbes	1	0	0	1	146
Forbes	1	0	1	0	53
Forbes	1	0	1	1	32
Forbes	1	1	0	0	487
Forbes	1	1	0	1	34
Forbes	1	1	1	0	89
Forbes	1	1	1	1	26
Georges River					904
Georges River	0	0	0	1	2803
Georges River	0	0	1	0	769
Georges River	0	0	1	1	347
Georges River	0	1	0	0	1615
Georges River	0	1	0	1	130
Georges River	0	1	1	0	332
Georges River	0	1	1	1	52
Georges River	1	0	0	1	4334
Georges River	1	0	1	0	2146
Georges River	1	0	1	1	1305
Georges River	1	1	0	0	9834
Georges River	1	1	0	1	323
Georges River	1	1	1	0	1745
Georges River	1	1	1	1	234
Gilgandra					20
Gilgandra	0	0	0	1	65
Gilgandra	0	0	1	0	8
Gilgandra	0	0	1	1	8
Gilgandra	0	1	0	0	102
Gilgandra	0	1	0	1	8
Gilgandra	0	1	1	0	14
Gilgandra	0	1	1	1	3
Gilgandra	1	0	0	1	62
Gilgandra	1	0	1	0	23
Gilgandra	1	0	1	1	15
Gilgandra	1	1	0	0	209
Gilgandra	1	1	0	1	12
Gilgandra	1	1	1	0	39
Gilgandra	1	1	1	1	6
Glen Innes Severn					32
Glen Innes Severn	0	0	0	1	143
Glen Innes Severn	0	0	1	0	32
Glen Innes Severn	0	0	1	1	9
Glen Innes Severn	0	1	0	0	177
Glen Innes Severn	0	1	0	1	15
Glen Innes Severn	0	1	1	0	21
Glen Innes Severn	0	1	1	1	3
Glen Innes Severn	1	0	0	1	142
Glen Innes Severn	1	0	1	0	47
Glen Innes Severn	1	0	1	1	24
Glen Innes Severn	1	1	0	0	338
Glen Innes Severn	1	1	0	1	21
Glen Innes Severn	1	1	1	0	77
Glen Innes Severn	1	1	1	1	17
Goulburn Mulwaree					107
Goulburn Mulwaree	0	0	0	1	537
Goulburn Mulwaree	0	0	1	0	106
Goulburn Mulwaree	0	0	1	1	37
Goulburn Mulwaree	0	1	0	0	604
Goulburn Mulwaree	0	1	0	1	80
Goulburn Mulwaree	0	1	1	0	63
Goulburn Mulwaree	0	1	1	1	24
Goulburn Mulwaree	1	0	0	1	650
Goulburn Mulwaree	1	0	1	0	195
Goulburn Mulwaree	1	0	1	1	109
Goulburn Mulwaree	1	1	0	0	1702
Goulburn Mulwaree	1	1	0	1	161
Goulburn Mulwaree	1	1	1	0	261
Goulburn Mulwaree	1	1	1	1	78
Greater Hume Shire					18
Greater Hume Shire	0	0	0	1	138
Greater Hume Shire	0	0	1	0	40
Greater Hume Shire	0	0	1	1	12
Greater Hume Shire	0	1	0	0	153
Greater Hume Shire	0	1	0	1	11
Greater Hume Shire	0	1	1	0	26
Greater Hume Shire	0	1	1	1	4
Greater Hume Shire	1	0	0	1	236
Greater Hume Shire	1	0	1	0	87
Greater Hume Shire	1	0	1	1	52
Greater Hume Shire	1	1	0	0	600
Greater Hume Shire	1	1	0	1	38
Greater Hume Shire	1	1	1	0	139
Greater Hume Shire	1	1	1	1	35
Griffith					112
Griffith	0	0	0	1	401
Griffith	0	0	1	0	55
Griffith	0	0	1	1	43
Griffith	0	1	0	0	417
Griffith	0	1	0	1	42
Griffith	0	1	1	0	71
Griffith	0	1	1	1	18
Griffith	1	0	0	1	673
Griffith	1	0	1	0	175
Griffith	1	0	1	1	164
Griffith	1	1	0	0	1666
Griffith	1	1	0	1	101
Griffith	1	1	1	0	285
Griffith	1	1	1	1	82
Gunnedah					66
Gunnedah	0	0	0	1	195
Gunnedah	0	0	1	0	19
Gunnedah	0	0	1	1	6
Gunnedah	0	1	0	0	291
Gunnedah	0	1	0	1	18
Gunnedah	0	1	1	0	40
Gunnedah	0	1	1	1	3
Gunnedah	1	0	0	1	238
Gunnedah	1	0	1	0	71
Gunnedah	1	0	1	1	39
Gunnedah	1	1	0	0	826
Gunnedah	1	1	0	1	41
Gunnedah	1	1	1	0	127
Gunnedah	1	1	1	1	26
Gwydir					19
Gwydir	0	0	0	1	85
Gwydir	0	0	1	0	15
Gwydir	0	0	1	1	4
Gwydir	0	1	0	0	67
Gwydir	0	1	0	1	7
Gwydir	0	1	1	0	17
Gwydir	1	0	0	1	87
Gwydir	1	0	1	0	24
Gwydir	1	0	1	1	15
Gwydir	1	1	0	0	242
Gwydir	1	1	0	1	7
Gwydir	1	1	1	0	45
Gwydir	1	1	1	1	7
Hawkesbury					188
Hawkesbury	0	0	0	1	1199
Hawkesbury	0	0	1	0	239
Hawkesbury	0	0	1	1	117
Hawkesbury	0	1	0	0	1012
Hawkesbury	0	1	0	1	102
Hawkesbury	0	1	1	0	182
Hawkesbury	0	1	1	1	50
Hawkesbury	1	0	0	1	2024
Hawkesbury	1	0	1	0	545
Hawkesbury	1	0	1	1	566
Hawkesbury	1	1	0	0	4246
Hawkesbury	1	1	0	1	366
Hawkesbury	1	1	1	0	731
Hawkesbury	1	1	1	1	160
Hay					10
Hay	0	0	0	1	58
Hay	0	0	1	0	6
Hay	0	0	1	1	5
Hay	0	1	0	0	48
Hay	0	1	0	1	4
Hay	0	1	1	0	8
Hay	0	1	1	1	3
Hay	1	0	0	1	55
Hay	1	0	1	0	16
Hay	1	0	1	1	16
Hay	1	1	0	0	138
Hay	1	1	0	1	10
Hay	1	1	1	0	21
Hay	1	1	1	1	3
Hilltops					73
Hilltops	0	0	0	1	276
Hilltops	0	0	1	0	63
Hilltops	0	0	1	1	32
Hilltops	0	1	0	0	344
Hilltops	0	1	0	1	36
Hilltops	0	1	1	0	55
Hilltops	0	1	1	1	13
Hilltops	1	0	0	1	353
Hilltops	1	0	1	0	119
Hilltops	1	0	1	1	72
Hilltops	1	1	0	0	999
Hilltops	1	1	0	1	75
Hilltops	1	1	1	0	184
Hilltops	1	1	1	1	53
Hornsby					424
Hornsby	0	0	0	1	1976
Hornsby	0	0	1	0	723
Hornsby	0	0	1	1	274
Hornsby	0	1	0	0	1394
Hornsby	0	1	0	1	85
Hornsby	0	1	1	0	351
Hornsby	0	1	1	1	43
Hornsby	1	0	0	1	4096
Hornsby	1	0	1	0	2824
Hornsby	1	0	1	1	1437
Hornsby	1	1	0	0	12016
Hornsby	1	1	0	1	275
Hornsby	1	1	1	0	2558
Hornsby	1	1	1	1	232
Hunters Hill					39
Hunters Hill	0	0	0	1	140
Hunters Hill	0	0	1	0	74
Hunters Hill	0	0	1	1	18
Hunters Hill	0	1	0	0	110
Hunters Hill	0	1	0	1	3
Hunters Hill	0	1	1	0	33
Hunters Hill	0	1	1	1	6
Hunters Hill	1	0	0	1	282
Hunters Hill	1	0	1	0	267
Hunters Hill	1	0	1	1	140
Hunters Hill	1	1	0	0	819
Hunters Hill	1	1	0	1	18
Hunters Hill	1	1	1	0	242
Hunters Hill	1	1	1	1	32
Inner West					981
Inner West	0	0	0	1	2587
Inner West	0	0	1	0	933
Inner West	0	0	1	1	247
Inner West	0	1	0	0	2107
Inner West	0	1	0	1	100
Inner West	0	1	1	0	392
Inner West	0	1	1	1	31
Inner West	1	0	0	1	2611
Inner West	1	0	1	0	1996
Inner West	1	0	1	1	707
Inner West	1	1	0	0	11950
Inner West	1	1	0	1	164
Inner West	1	1	1	0	1644
Inner West	1	1	1	1	116
Inverell					81
Inverell	0	0	0	1	289
Inverell	0	0	1	0	44
Inverell	0	0	1	1	24
Inverell	0	1	0	0	411
Inverell	0	1	0	1	42
Inverell	0	1	1	0	60
Inverell	0	1	1	1	12
Inverell	1	0	0	1	313
Inverell	1	0	1	0	102
