LGA_NAME21	Age5yr	ChildrenEverBorn	females
Clarence Valley	35-39	6	32
Clarence Valley	40-44		133
Clarence Valley	40-44	0	160
Clarence Valley	40-44	1	166
Clarence Valley	40-44	2	444
Clarence Valley	40-44	3	284
Clarence Valley	40-44	4	128
Clarence Valley	40-44	5	36
Clarence Valley	40-44	6	24
Clarence Valley	45-49		131
Clarence Valley	45-49	0	202
Clarence Valley	45-49	1	177
Clarence Valley	45-49	2	519
Clarence Valley	45-49	3	337
Clarence Valley	45-49	4	122
Clarence Valley	45-49	5	52
Clarence Valley	45-49	6	45
Clarence Valley	50-54		124
Clarence Valley	50-54	0	219
Clarence Valley	50-54	1	205
Clarence Valley	50-54	2	554
Clarence Valley	50-54	3	372
Clarence Valley	50-54	4	192
Clarence Valley	50-54	5	63
Clarence Valley	50-54	6	54
Clarence Valley	55-59		140
Clarence Valley	55-59	0	279
Clarence Valley	55-59	1	198
Clarence Valley	55-59	2	644
Clarence Valley	55-59	3	447
Clarence Valley	55-59	4	219
Clarence Valley	55-59	5	54
Clarence Valley	55-59	6	31
Clarence Valley	60-64		140
Clarence Valley	60-64	0	282
Clarence Valley	60-64	1	207
Clarence Valley	60-64	2	763
Clarence Valley	60-64	3	528
Clarence Valley	60-64	4	228
Clarence Valley	60-64	5	61
Clarence Valley	60-64	6	37
Clarence Valley	65-69		163
Clarence Valley	65-69	0	263
Clarence Valley	65-69	1	188
Clarence Valley	65-69	2	710
Clarence Valley	65-69	3	543
Clarence Valley	65-69	4	232
Clarence Valley	65-69	5	54
Clarence Valley	65-69	6	22
Clarence Valley	70-74		143
Clarence Valley	70-74	0	185
Clarence Valley	70-74	1	148
Clarence Valley	70-74	2	682
Clarence Valley	70-74	3	497
Clarence Valley	70-74	4	210
Clarence Valley	70-74	5	57
Clarence Valley	70-74	6	23
Clarence Valley	75-79		107
Clarence Valley	75-79	0	133
Clarence Valley	75-79	1	104
Clarence Valley	75-79	2	503
Clarence Valley	75-79	3	338
Clarence Valley	75-79	4	168
Clarence Valley	75-79	5	61
Clarence Valley	75-79	6	29
Clarence Valley	80-84		107
Clarence Valley	80-84	0	84
Clarence Valley	80-84	1	52
Clarence Valley	80-84	2	234
Clarence Valley	80-84	3	218
Clarence Valley	80-84	4	147
Clarence Valley	80-84	5	61
Clarence Valley	80-84	6	53
Clarence Valley	85+		106
Clarence Valley	85+	0	84
Clarence Valley	85+	1	72
Clarence Valley	85+	2	243
Clarence Valley	85+	3	230
Clarence Valley	85+	4	188
Clarence Valley	85+	5	79
Clarence Valley	85+	6	77
Cobar	15-19		35
Cobar	15-19	0	67
Cobar	20-24		26
Cobar	20-24	0	75
Cobar	20-24	1	13
Cobar	20-24	2	4
Cobar	25-29		20
Cobar	25-29	0	59
Cobar	25-29	1	16
Cobar	25-29	2	26
Cobar	25-29	3	8
Cobar	30-34		26
Cobar	30-34	0	48
Cobar	30-34	1	27
Cobar	30-34	2	42
Cobar	30-34	3	12
Cobar	30-34	4	8
Cobar	30-34	5	3
Cobar	35-39		26
Cobar	35-39	0	24
Cobar	35-39	1	12
Cobar	35-39	2	53
Cobar	35-39	3	35
Cobar	35-39	4	8
Cobar	35-39	6	7
Cobar	40-44		16
Cobar	40-44	0	10
Cobar	40-44	1	11
Cobar	40-44	2	25
Cobar	40-44	3	23
Cobar	40-44	4	14
Cobar	40-44	5	3
Cobar	40-44	6	4
Cobar	45-49		16
Cobar	45-49	0	9
Cobar	45-49	1	11
Cobar	45-49	2	28
Cobar	45-49	3	19
Cobar	45-49	4	18
Cobar	45-49	5	4
Cobar	45-49	6	4
Cobar	50-54		20
Cobar	50-54	0	8
Cobar	50-54	1	12
Cobar	50-54	2	36
Cobar	50-54	3	22
Cobar	50-54	4	3
Cobar	50-54	5	3
Cobar	55-59		18
Cobar	55-59	0	13
Cobar	55-59	1	13
Cobar	55-59	2	35
Cobar	55-59	3	37
Cobar	55-59	4	23
Cobar	55-59	5	3
Cobar	55-59	6	3
Cobar	60-64		17
Cobar	60-64	0	6
Cobar	60-64	1	9
Cobar	60-64	2	44
Cobar	60-64	3	27
Cobar	60-64	4	14
Cobar	60-64	5	8
Cobar	60-64	6	3
Cobar	65-69		10
Cobar	65-69	0	6
Cobar	65-69	1	9
Cobar	65-69	2	25
Cobar	65-69	3	27
Cobar	65-69	4	9
Cobar	65-69	5	4
Cobar	70-74		14
Cobar	70-74	0	8
Cobar	70-74	2	15
Cobar	70-74	3	23
Cobar	70-74	4	8
Cobar	70-74	5	5
Cobar	70-74	6	3
Cobar	75-79		21
Cobar	75-79	2	17
Cobar	75-79	3	14
Cobar	75-79	4	13
Cobar	75-79	5	4
Cobar	80-84		10
Cobar	80-84	2	11
Cobar	80-84	3	8
Cobar	80-84	4	10
Cobar	80-84	5	5
Cobar	80-84	6	3
Cobar	85+		7
Cobar	85+	1	4
Cobar	85+	2	8
Cobar	85+	3	3
Cobar	85+	4	5
Cobar	85+	5	4
Cobar	85+	6	12
Coffs Harbour	15-19		234
Coffs Harbour	15-19	0	1979
Coffs Harbour	15-19	1	21
Coffs Harbour	15-19	2	7
Coffs Harbour	20-24		159
Coffs Harbour	20-24	0	1375
Coffs Harbour	20-24	1	149
Coffs Harbour	20-24	2	61
Coffs Harbour	20-24	3	11
Coffs Harbour	25-29		197
Coffs Harbour	25-29	0	1233
Coffs Harbour	25-29	1	366
Coffs Harbour	25-29	2	262
Coffs Harbour	25-29	3	71
Coffs Harbour	25-29	4	31
Coffs Harbour	25-29	5	10
Coffs Harbour	25-29	6	4
Coffs Harbour	30-34		175
Coffs Harbour	30-34	0	741
Coffs Harbour	30-34	1	448
Coffs Harbour	30-34	2	611
Coffs Harbour	30-34	3	245
Coffs Harbour	30-34	4	91
Coffs Harbour	30-34	5	18
Coffs Harbour	30-34	6	11
Coffs Harbour	35-39		167
Coffs Harbour	35-39	0	436
Coffs Harbour	35-39	1	376
Coffs Harbour	35-39	2	844
Coffs Harbour	35-39	3	422
Coffs Harbour	35-39	4	164
Coffs Harbour	35-39	5	43
Coffs Harbour	35-39	6	19
Coffs Harbour	40-44		144
Coffs Harbour	40-44	0	360
Coffs Harbour	40-44	1	325
Coffs Harbour	40-44	2	812
Coffs Harbour	40-44	3	502
Coffs Harbour	40-44	4	153
Coffs Harbour	40-44	5	60
Coffs Harbour	40-44	6	38
Coffs Harbour	45-49		142
Coffs Harbour	45-49	0	339
Coffs Harbour	45-49	1	311
Coffs Harbour	45-49	2	917
Coffs Harbour	45-49	3	512
Coffs Harbour	45-49	4	226
Coffs Harbour	45-49	5	54
Coffs Harbour	45-49	6	39
Coffs Harbour	50-54		139
Coffs Harbour	50-54	0	340
Coffs Harbour	50-54	1	345
Coffs Harbour	50-54	2	932
Coffs Harbour	50-54	3	544
Coffs Harbour	50-54	4	187
Coffs Harbour	50-54	5	65
Coffs Harbour	50-54	6	49
Coffs Harbour	55-59		141
Coffs Harbour	55-59	0	358
Coffs Harbour	55-59	1	343
Coffs Harbour	55-59	2	916
Coffs Harbour	55-59	3	606
Coffs Harbour	55-59	4	226
Coffs Harbour	55-59	5	67
Coffs Harbour	55-59	6	40
Coffs Harbour	60-64		143
Coffs Harbour	60-64	0	370
Coffs Harbour	60-64	1	302
Coffs Harbour	60-64	2	994
Coffs Harbour	60-64	3	683
Coffs Harbour	60-64	4	266
Coffs Harbour	60-64	5	80
Coffs Harbour	60-64	6	51
Coffs Harbour	65-69		144
Coffs Harbour	65-69	0	324
Coffs Harbour	65-69	1	273
Coffs Harbour	65-69	2	933
Coffs Harbour	65-69	3	688
Coffs Harbour	65-69	4	272
Coffs Harbour	65-69	5	65
Coffs Harbour	65-69	6	41
Coffs Harbour	70-74		156
Coffs Harbour	70-74	0	226
Coffs Harbour	70-74	1	234
Coffs Harbour	70-74	2	926
Coffs Harbour	70-74	3	623
Coffs Harbour	70-74	4	224
Coffs Harbour	70-74	5	83
Coffs Harbour	70-74	6	40
Coffs Harbour	75-79		175
Coffs Harbour	75-79	0	145
Coffs Harbour	75-79	1	127
Coffs Harbour	75-79	2	557
Coffs Harbour	75-79	3	478
Coffs Harbour	75-79	4	204
Coffs Harbour	75-79	5	66
Coffs Harbour	75-79	6	30
Coffs Harbour	80-84		147
Coffs Harbour	80-84	0	97
Coffs Harbour	80-84	1	82
Coffs Harbour	80-84	2	340
Coffs Harbour	80-84	3	328
Coffs Harbour	80-84	4	201
Coffs Harbour	80-84	5	68
Coffs Harbour	80-84	6	51
Coffs Harbour	85+		305
Coffs Harbour	85+	0	81
Coffs Harbour	85+	1	84
Coffs Harbour	85+	2	275
Coffs Harbour	85+	3	302
Coffs Harbour	85+	4	198
Coffs Harbour	85+	5	93
Coffs Harbour	85+	6	70
Coolamon	15-19		18
Coolamon	15-19	0	124
Coolamon	20-24		6
Coolamon	20-24	0	75
Coolamon	20-24	1	8
Coolamon	25-29		11
Coolamon	25-29	0	54
Coolamon	25-29	1	21
Coolamon	25-29	2	17
Coolamon	25-29	3	6
Coolamon	25-29	4	3
Coolamon	30-34		7
Coolamon	30-34	0	30
Coolamon	30-34	1	15
Coolamon	30-34	2	33
Coolamon	30-34	3	27
Coolamon	30-34	4	5
Coolamon	30-34	5	4
Coolamon	35-39		5
Coolamon	35-39	0	15
Coolamon	35-39	1	15
Coolamon	35-39	2	34
Coolamon	35-39	3	26
Coolamon	35-39	4	12
Coolamon	35-39	5	3
Coolamon	35-39	6	4
Coolamon	40-44		5
Coolamon	40-44	0	11
Coolamon	40-44	1	6
Coolamon	40-44	2	30
Coolamon	40-44	3	41
Coolamon	40-44	4	22
Coolamon	40-44	5	9
Coolamon	40-44	6	3
Coolamon	45-49		11
Coolamon	45-49	0	12
Coolamon	45-49	1	9
Coolamon	45-49	2	31
Coolamon	45-49	3	39
Coolamon	45-49	4	16
Coolamon	45-49	5	3
Coolamon	45-49	6	7
Coolamon	50-54		11
Coolamon	50-54	0	15
Coolamon	50-54	1	14
Coolamon	50-54	2	40
Coolamon	50-54	3	40
Coolamon	50-54	4	25
Coolamon	50-54	5	6
Coolamon	50-54	6	12
Coolamon	55-59		6
Coolamon	55-59	0	19
Coolamon	55-59	1	14
Coolamon	55-59	2	34
Coolamon	55-59	3	37
Coolamon	55-59	4	22
Coolamon	55-59	5	4
Coolamon	55-59	6	6
Coolamon	60-64		18
Coolamon	60-64	0	12
Coolamon	60-64	1	11
Coolamon	60-64	2	52
Coolamon	60-64	3	29
Coolamon	60-64	4	22
Coolamon	60-64	5	10
Coolamon	60-64	6	8
Coolamon	65-69		11
Coolamon	65-69	0	7
Coolamon	65-69	1	6
Coolamon	65-69	2	27
Coolamon	65-69	3	39
Coolamon	65-69	4	20
Coolamon	65-69	5	6
Coolamon	65-69	6	3
Coolamon	70-74		3
Coolamon	70-74	0	9
Coolamon	70-74	1	7
Coolamon	70-74	2	30
Coolamon	70-74	3	42
Coolamon	70-74	4	16
Coolamon	70-74	5	13
Coolamon	70-74	6	7
Coolamon	75-79		9
Coolamon	75-79	0	10
Coolamon	75-79	1	5
Coolamon	75-79	2	22
Coolamon	75-79	3	28
Coolamon	75-79	4	14
Coolamon	75-79	5	4
Coolamon	75-79	6	13
Coolamon	80-84		11
Coolamon	80-84	0	4
Coolamon	80-84	1	4
Coolamon	80-84	2	16
Coolamon	80-84	3	12
Coolamon	80-84	4	15
Coolamon	80-84	5	5
Coolamon	80-84	6	3
Coolamon	85+		11
Coolamon	85+	0	10
Coolamon	85+	1	3
Coolamon	85+	2	5
Coolamon	85+	3	14
Coolamon	85+	4	14
Coolamon	85+	5	13
Coolamon	85+	6	11
Coonamble	15-19		13
Coonamble	15-19	0	83
Coonamble	20-24		25
Coonamble	20-24	0	56
Coonamble	20-24	1	15
Coonamble	20-24	2	12
Coonamble	20-24	4	3
Coonamble	25-29		13
Coonamble	25-29	0	60
Coonamble	25-29	1	23
Coonamble	25-29	2	30
Coonamble	25-29	3	13
Coonamble	25-29	4	9
Coonamble	30-34		19
Coonamble	30-34	0	24
Coonamble	30-34	1	17
Coonamble	30-34	2	11
Coonamble	30-34	3	15
Coonamble	30-34	4	7
Coonamble	35-39		27
Coonamble	35-39	0	15
Coonamble	35-39	1	5
Coonamble	35-39	2	28
Coonamble	35-39	3	17
Coonamble	35-39	4	13
Coonamble	40-44		19
Coonamble	40-44	0	7
Coonamble	40-44	1	8
Coonamble	40-44	2	15
Coonamble	40-44	3	23
Coonamble	40-44	4	5
Coonamble	40-44	5	5
Coonamble	40-44	6	5
Coonamble	45-49		8
Coonamble	45-49	0	13
Coonamble	45-49	1	6
Coonamble	45-49	2	31
Coonamble	45-49	3	24
Coonamble	45-49	4	13
Coonamble	45-49	5	10
Coonamble	45-49	6	3
Coonamble	50-54		16
Coonamble	50-54	0	5
Coonamble	50-54	1	11
Coonamble	50-54	2	23
Coonamble	50-54	3	25
Coonamble	50-54	4	19
Coonamble	50-54	5	5
Coonamble	50-54	6	11
Coonamble	55-59		19
Coonamble	55-59	0	15
Coonamble	55-59	1	11
Coonamble	55-59	2	32
Coonamble	55-59	3	31
Coonamble	55-59	4	12
Coonamble	55-59	5	4
Coonamble	55-59	6	3
Coonamble	60-64		11
Coonamble	60-64	0	8
Coonamble	60-64	1	17
Coonamble	60-64	2	42
Coonamble	60-64	3	26
Coonamble	60-64	4	14
Coonamble	60-64	5	5
Coonamble	60-64	6	5
Coonamble	65-69		18
Coonamble	65-69	0	9
Coonamble	65-69	1	7
Coonamble	65-69	2	25
Coonamble	65-69	3	17
Coonamble	65-69	4	8
Coonamble	65-69	5	5
Coonamble	70-74		16
Coonamble	70-74	0	4
Coonamble	70-74	1	5
Coonamble	70-74	2	26
Coonamble	70-74	3	21
Coonamble	70-74	4	11
Coonamble	70-74	5	4
Coonamble	70-74	6	10
Coonamble	75-79		15
Coonamble	75-79	0	7
Coonamble	75-79	1	7
Coonamble	75-79	2	6
Coonamble	75-79	3	10
Coonamble	75-79	4	6
Coonamble	75-79	5	8
Coonamble	75-79	6	4
Coonamble	80-84		13
Coonamble	80-84	1	3
Coonamble	80-84	2	7
Coonamble	80-84	3	18
Coonamble	80-84	4	10
Coonamble	85+		8
Coonamble	85+	0	4
Coonamble	85+	1	6
Coonamble	85+	2	14
Coonamble	85+	3	3
Coonamble	85+	4	11
Coonamble	85+	5	3
Coonamble	85+	6	5
Cootamundra-Gundagai Regional	15-19		44
Cootamundra-Gundagai Regional	15-19	0	252
Cootamundra-Gundagai Regional	15-19	1	3
Cootamundra-Gundagai Regional	15-19	2	5
Cootamundra-Gundagai Regional	20-24		22
Cootamundra-Gundagai Regional	20-24	0	153
Cootamundra-Gundagai Regional	20-24	1	37
Cootamundra-Gundagai Regional	20-24	2	14
Cootamundra-Gundagai Regional	20-24	3	10
Cootamundra-Gundagai Regional	20-24	4	4
Cootamundra-Gundagai Regional	25-29		23
Cootamundra-Gundagai Regional	25-29	0	104
Cootamundra-Gundagai Regional	25-29	1	40
Cootamundra-Gundagai Regional	25-29	2	47
Cootamundra-Gundagai Regional	25-29	3	21
Cootamundra-Gundagai Regional	25-29	4	5
Cootamundra-Gundagai Regional	30-34		22
Cootamundra-Gundagai Regional	30-34	0	51
Cootamundra-Gundagai Regional	30-34	1	38
Cootamundra-Gundagai Regional	30-34	2	78
Cootamundra-Gundagai Regional	30-34	3	45
Cootamundra-Gundagai Regional	30-34	4	7
Cootamundra-Gundagai Regional	30-34	6	4
Cootamundra-Gundagai Regional	35-39		28
Cootamundra-Gundagai Regional	35-39	0	36
Cootamundra-Gundagai Regional	35-39	1	34
Cootamundra-Gundagai Regional	35-39	2	84
Cootamundra-Gundagai Regional	35-39	3	72
Cootamundra-Gundagai Regional	35-39	4	25
Cootamundra-Gundagai Regional	35-39	5	8
Cootamundra-Gundagai Regional	35-39	6	3
Cootamundra-Gundagai Regional	40-44		25
Cootamundra-Gundagai Regional	40-44	0	38
Cootamundra-Gundagai Regional	40-44	1	30
Cootamundra-Gundagai Regional	40-44	2	83
Cootamundra-Gundagai Regional	40-44	3	63
Cootamundra-Gundagai Regional	40-44	4	22
Cootamundra-Gundagai Regional	40-44	5	8
Cootamundra-Gundagai Regional	40-44	6	10
Cootamundra-Gundagai Regional	45-49		35
Cootamundra-Gundagai Regional	45-49	0	43
Cootamundra-Gundagai Regional	45-49	1	31
Cootamundra-Gundagai Regional	45-49	2	105
Cootamundra-Gundagai Regional	45-49	3	76
Cootamundra-Gundagai Regional	45-49	4	29
Cootamundra-Gundagai Regional	45-49	5	23
Cootamundra-Gundagai Regional	45-49	6	8
Cootamundra-Gundagai Regional	50-54		18
Cootamundra-Gundagai Regional	50-54	0	33
Cootamundra-Gundagai Regional	50-54	1	25
Cootamundra-Gundagai Regional	50-54	2	117
Cootamundra-Gundagai Regional	50-54	3	84
Cootamundra-Gundagai Regional	50-54	4	29
Cootamundra-Gundagai Regional	50-54	5	6
Cootamundra-Gundagai Regional	50-54	6	11
Cootamundra-Gundagai Regional	55-59		31
Cootamundra-Gundagai Regional	55-59	0	44
Cootamundra-Gundagai Regional	55-59	1	22
Cootamundra-Gundagai Regional	55-59	2	128
Cootamundra-Gundagai Regional	55-59	3	106
Cootamundra-Gundagai Regional	55-59	4	39
Cootamundra-Gundagai Regional	55-59	5	11
Cootamundra-Gundagai Regional	55-59	6	3
Cootamundra-Gundagai Regional	60-64		28
Cootamundra-Gundagai Regional	60-64	0	55
Cootamundra-Gundagai Regional	60-64	1	40
Cootamundra-Gundagai Regional	60-64	2	118
Cootamundra-Gundagai Regional	60-64	3	111
Cootamundra-Gundagai Regional	60-64	4	71
Cootamundra-Gundagai Regional	60-64	5	15
Cootamundra-Gundagai Regional	60-64	6	9
Cootamundra-Gundagai Regional	65-69		41
Cootamundra-Gundagai Regional	65-69	0	45
Cootamundra-Gundagai Regional	65-69	1	33
Cootamundra-Gundagai Regional	65-69	2	122
Cootamundra-Gundagai Regional	65-69	3	119
Cootamundra-Gundagai Regional	65-69	4	46
Cootamundra-Gundagai Regional	65-69	5	21
Cootamundra-Gundagai Regional	65-69	6	11
Cootamundra-Gundagai Regional	70-74		37
Cootamundra-Gundagai Regional	70-74	0	37
Cootamundra-Gundagai Regional	70-74	1	24
Cootamundra-Gundagai Regional	70-74	2	141
Cootamundra-Gundagai Regional	70-74	3	113
Cootamundra-Gundagai Regional	70-74	4	50
Cootamundra-Gundagai Regional	70-74	5	17
Cootamundra-Gundagai Regional	70-74	6	15
Cootamundra-Gundagai Regional	75-79		36
Cootamundra-Gundagai Regional	75-79	0	31
Cootamundra-Gundagai Regional	75-79	1	11
Cootamundra-Gundagai Regional	75-79	2	70
Cootamundra-Gundagai Regional	75-79	3	78
Cootamundra-Gundagai Regional	75-79	4	46
Cootamundra-Gundagai Regional	75-79	5	22
Cootamundra-Gundagai Regional	75-79	6	9
Cootamundra-Gundagai Regional	80-84		38
Cootamundra-Gundagai Regional	80-84	0	26
Cootamundra-Gundagai Regional	80-84	1	13
Cootamundra-Gundagai Regional	80-84	2	54
Cootamundra-Gundagai Regional	80-84	3	53
Cootamundra-Gundagai Regional	80-84	4	42
Cootamundra-Gundagai Regional	80-84	5	29
Cootamundra-Gundagai Regional	80-84	6	15
Cootamundra-Gundagai Regional	85+		27
Cootamundra-Gundagai Regional	85+	0	12
Cootamundra-Gundagai Regional	85+	1	12
Cootamundra-Gundagai Regional	85+	2	46
Cootamundra-Gundagai Regional	85+	3	42
Cootamundra-Gundagai Regional	85+	4	36
Cootamundra-Gundagai Regional	85+	5	29
Cootamundra-Gundagai Regional	85+	6	31
Cowra	15-19		52
Cowra	15-19	0	287
Cowra	15-19	1	3
Cowra	20-24		35
Cowra	20-24	0	212
Cowra	20-24	1	35
Cowra	20-24	2	9
Cowra	20-24	3	6
Cowra	25-29		27
Cowra	25-29	0	150
Cowra	25-29	1	75
Cowra	25-29	2	67
Cowra	25-29	3	24
Cowra	25-29	4	3
Cowra	25-29	5	8
Cowra	30-34		38
Cowra	30-34	0	68
Cowra	30-34	1	47
Cowra	30-34	2	77
Cowra	30-34	3	59
Cowra	30-34	4	18
Cowra	30-34	5	5
Cowra	30-34	6	5
Cowra	35-39		33
Cowra	35-39	0	43
Cowra	35-39	1	39
Cowra	35-39	2	102
Cowra	35-39	3	58
Cowra	35-39	4	22
Cowra	35-39	5	10
Cowra	35-39	6	5
Cowra	40-44		23
Cowra	40-44	0	37
Cowra	40-44	1	32
Cowra	40-44	2	83
Cowra	40-44	3	75
Cowra	40-44	4	35
Cowra	40-44	5	5
Cowra	40-44	6	12
Cowra	45-49		28
Cowra	45-49	0	45
Cowra	45-49	1	31
Cowra	45-49	2	107
Cowra	45-49	3	90
Cowra	45-49	4	38
Cowra	45-49	5	13
Cowra	45-49	6	13
Cowra	50-54		34
Cowra	50-54	0	39
Cowra	50-54	1	46
Cowra	50-54	2	131
Cowra	50-54	3	94
Cowra	50-54	4	44
Cowra	50-54	5	23
Cowra	50-54	6	10
Cowra	55-59		29
Cowra	55-59	0	46
Cowra	55-59	1	43
Cowra	55-59	2	119
Cowra	55-59	3	117
Cowra	55-59	4	47
Cowra	55-59	5	17
Cowra	55-59	6	7
Cowra	60-64		32
Cowra	60-64	0	53
Cowra	60-64	1	42
Cowra	60-64	2	129
Cowra	60-64	3	97
Cowra	60-64	4	63
Cowra	60-64	5	13
Cowra	60-64	6	12
Cowra	65-69		39
Cowra	65-69	0	46
Cowra	65-69	1	38
Cowra	65-69	2	137
Cowra	65-69	3	126
Cowra	65-69	4	58
Cowra	65-69	5	20
Cowra	65-69	6	8
Cowra	70-74		40
Cowra	70-74	0	44
Cowra	70-74	1	54
Cowra	70-74	2	140
Cowra	70-74	3	98
Cowra	70-74	4	64
Cowra	70-74	5	21
Cowra	70-74	6	14
Cowra	75-79		31
Cowra	75-79	0	28
Cowra	75-79	1	14
Cowra	75-79	2	71
Cowra	75-79	3	93
Cowra	75-79	4	42
Cowra	75-79	5	17
Cowra	75-79	6	15
Cowra	80-84		39
Cowra	80-84	0	22
Cowra	80-84	1	15
Cowra	80-84	2	49
Cowra	80-84	3	59
Cowra	80-84	4	38
Cowra	80-84	5	14
Cowra	80-84	6	17
Cowra	85+		30
Cowra	85+	0	10
Cowra	85+	1	22
Cowra	85+	2	41
Cowra	85+	3	61
Cowra	85+	4	50
Cowra	85+	5	20
Cowra	85+	6	13
Cumberland	15-19		709
Cumberland	15-19	0	5400
Cumberland	15-19	1	10
Cumberland	20-24		955
Cumberland	20-24	0	6935
Cumberland	20-24	1	412
Cumberland	20-24	2	144
Cumberland	20-24	3	36
Cumberland	20-24	4	4
Cumberland	25-29		1049
Cumberland	25-29	0	6223
Cumberland	25-29	1	1424
Cumberland	25-29	2	855
Cumberland	25-29	3	307
Cumberland	25-29	4	77
Cumberland	25-29	5	20
Cumberland	25-29	6	4
Cumberland	30-34		887
Cumberland	30-34	0	3472
Cumberland	30-34	1	2459
Cumberland	30-34	2	2186
Cumberland	30-34	3	845
Cumberland	30-34	4	363
Cumberland	30-34	5	96
Cumberland	30-34	6	47
Cumberland	35-39		794
Cumberland	35-39	0	1808
Cumberland	35-39	1	1937
Cumberland	35-39	2	2977
Cumberland	35-39	3	1190
Cumberland	35-39	4	571
Cumberland	35-39	5	192
Cumberland	35-39	6	104
Cumberland	40-44		536
Cumberland	40-44	0	1137
Cumberland	40-44	1	1174
Cumberland	40-44	2	2265
Cumberland	40-44	3	1187
Cumberland	40-44	4	588
Cumberland	40-44	5	243
Cumberland	40-44	6	186
Cumberland	45-49		489
Cumberland	45-49	0	984
Cumberland	45-49	1	985
Cumberland	45-49	2	1992
Cumberland	45-49	3	1018
Cumberland	45-49	4	486
Cumberland	45-49	5	268
Cumberland	45-49	6	165
Cumberland	50-54		435
Cumberland	50-54	0	875
Cumberland	50-54	1	957
Cumberland	50-54	2	2026
Cumberland	50-54	3	1043
Cumberland	50-54	4	548
Cumberland	50-54	5	250
Cumberland	50-54	6	203
Cumberland	55-59		451
Cumberland	55-59	0	774
Cumberland	55-59	1	971
Cumberland	55-59	2	1972
Cumberland	55-59	3	1042
Cumberland	55-59	4	525
Cumberland	55-59	5	221
Cumberland	55-59	6	218
Cumberland	60-64		366
Cumberland	60-64	0	655
Cumberland	60-64	1	914
Cumberland	60-64	2	1711
Cumberland	60-64	3	948
Cumberland	60-64	4	476
Cumberland	60-64	5	210
Cumberland	60-64	6	209
Cumberland	65-69		315
Cumberland	65-69	0	512
Cumberland	65-69	1	662
Cumberland	65-69	2	1355
Cumberland	65-69	3	872
Cumberland	65-69	4	486
Cumberland	65-69	5	180
Cumberland	65-69	6	197
Cumberland	70-74		267
Cumberland	70-74	0	325
Cumberland	70-74	1	393
Cumberland	70-74	2	1103
Cumberland	70-74	3	837
Cumberland	70-74	4	425
Cumberland	70-74	5	185
Cumberland	70-74	6	174
Cumberland	75-79		226
Cumberland	75-79	0	192
Cumberland	75-79	1	241
Cumberland	75-79	2	753
Cumberland	75-79	3	571
Cumberland	75-79	4	324
Cumberland	75-79	5	143
Cumberland	75-79	6	144
Cumberland	80-84		192
Cumberland	80-84	0	131
Cumberland	80-84	1	143
Cumberland	80-84	2	500
Cumberland	80-84	3	422
Cumberland	80-84	4	271
Cumberland	80-84	5	125
Cumberland	80-84	6	172
Cumberland	85+		333
Cumberland	85+	0	135
Cumberland	85+	1	165
Cumberland	85+	2	426
Cumberland	85+	3	349
Cumberland	85+	4	263
Cumberland	85+	5	154
Cumberland	85+	6	223
Dubbo Regional	15-19		189
Dubbo Regional	15-19	0	1281
Dubbo Regional	15-19	1	21
Dubbo Regional	20-24		171
Dubbo Regional	20-24	0	1095
Dubbo Regional	20-24	1	203
Dubbo Regional	20-24	2	70
Dubbo Regional	20-24	3	17
Dubbo Regional	25-29		225
Dubbo Regional	25-29	0	1080
Dubbo Regional	25-29	1	359
Dubbo Regional	25-29	2	296
Dubbo Regional	25-29	3	118
Dubbo Regional	25-29	4	35
Dubbo Regional	25-29	5	13
Dubbo Regional	25-29	6	4
Dubbo Regional	30-34		181
Dubbo Regional	30-34	0	567
Dubbo Regional	30-34	1	406
Dubbo Regional	30-34	2	493
Dubbo Regional	30-34	3	248
Dubbo Regional	30-34	4	78
Dubbo Regional	30-34	5	22
Dubbo Regional	30-34	6	14
Dubbo Regional	35-39		175
Dubbo Regional	35-39	0	268
Dubbo Regional	35-39	1	241
Dubbo Regional	35-39	2	558
Dubbo Regional	35-39	3	324
Dubbo Regional	35-39	4	145
Dubbo Regional	35-39	5	32
Dubbo Regional	35-39	6	26
Dubbo Regional	40-44		163
Dubbo Regional	40-44	0	195
Dubbo Regional	40-44	1	173
Dubbo Regional	40-44	2	473
Dubbo Regional	40-44	3	344
Dubbo Regional	40-44	4	170
Dubbo Regional	40-44	5	36
Dubbo Regional	40-44	6	37
Dubbo Regional	45-49		135
Dubbo Regional	45-49	0	167
Dubbo Regional	45-49	1	159
Dubbo Regional	45-49	2	459
Dubbo Regional	45-49	3	352
Dubbo Regional	45-49	4	150
Dubbo Regional	45-49	5	47
Dubbo Regional	45-49	6	48
Dubbo Regional	50-54		153
Dubbo Regional	50-54	0	197
Dubbo Regional	50-54	1	136
Dubbo Regional	50-54	2	560
Dubbo Regional	50-54	3	374
Dubbo Regional	50-54	4	172
Dubbo Regional	50-54	5	59
Dubbo Regional	50-54	6	45
Dubbo Regional	55-59		118
Dubbo Regional	55-59	0	187
Dubbo Regional	55-59	1	129
Dubbo Regional	55-59	2	538
Dubbo Regional	55-59	3	395
Dubbo Regional	55-59	4	165
Dubbo Regional	55-59	5	40
Dubbo Regional	55-59	6	41
Dubbo Regional	60-64		123
Dubbo Regional	60-64	0	170
Dubbo Regional	60-64	1	139
Dubbo Regional	60-64	2	517
Dubbo Regional	60-64	3	424
Dubbo Regional	60-64	4	213
